
[00:00:00.000 --> 00:00:08.020]  很多人有不同的翻譯,很多人翻譯做倖存者,我叫做求生者
[00:05:24.880 --> 00:05:27.760]  性情兇暴,不愛良善
[00:05:27.760 --> 00:05:29.520]  第四節,賣主賣友
[00:05:29.520 --> 00:05:31.720]  任意妄爲,自高自大
[00:05:31.720 --> 00:05:33.880]  愛豔樂,不愛上帝
[00:05:33.880 --> 00:05:35.600]  有金錢的外貌
[00:05:35.600 --> 00:05:38.320]  卻背了金錢的實義
[00:05:38.320 --> 00:05:39.560]  這等人
[00:05:39.560 --> 00:05:41.680]  你要躲開
[00:05:41.680 --> 00:05:45.480]  我相信如果大家留意每日的新聞的時候
[00:05:45.480 --> 00:05:48.160]  你知道在我們的社會國家當中有什麼事發生
[00:05:48.160 --> 00:05:50.240]  或者世界裏面有什麼事發生的時候
[00:05:50.240 --> 00:05:55.520]  我相信大家都會同意保羅對末世人性的描寫
[00:05:55.520 --> 00:05:57.000]  是不是很貼切呢
[00:05:57.000 --> 00:06:00.160]  雖然這是保羅時代寫的書信
[00:06:00.160 --> 00:06:01.960]  但是當我們今天再讀的時候
[00:06:01.960 --> 00:06:04.200]  是的
[00:06:04.200 --> 00:06:06.000]  我們現在所生存的世界社會
[00:06:06.000 --> 00:06:09.600]  正是好像保羅所說的一樣
[00:06:09.600 --> 00:06:11.160]  不過我想大家留意的是什麼呢
[00:06:11.160 --> 00:06:13.000]  令我們震驚的不是
[00:06:13.000 --> 00:06:15.080]  哇,原來外面的世界很混亂
[00:06:15.080 --> 00:06:16.000]  很多問題
[00:06:16.000 --> 00:06:18.920]  人現在很差
[00:06:18.920 --> 00:06:20.360]  令我們震驚的是什麼呢
[00:06:20.360 --> 00:06:21.360]  保羅所說的
[00:06:21.360 --> 00:06:24.920]  不是較以外的人啊,弟兄姊妹
[00:06:24.920 --> 00:06:27.640]  是較以內,較以裏面
[00:06:27.640 --> 00:06:30.320]  說自己相信上帝的那些人
[00:06:30.320 --> 00:06:31.160]  大家想一想
[00:06:31.160 --> 00:06:32.880]  如果說自己相信上帝的人
[00:06:32.880 --> 00:06:35.880]  都會有這樣的表現的時候
[00:06:35.880 --> 00:06:36.920]  那些沒有信仰的
[00:06:36.920 --> 00:06:38.480]  不相信世界上有神的
[00:06:38.480 --> 00:06:40.480]  你說他們會做些什麼呢
[00:06:40.480 --> 00:06:41.760]  難怪
[00:06:41.760 --> 00:06:43.080]  有時候我們聽到一些新聞
[00:06:43.080 --> 00:06:46.120]  看到一些電視上的報道的時候
[00:06:46.120 --> 00:06:48.640]  是真的令我們覺得很恐怖
[00:06:48.640 --> 00:06:53.880]  很難以置信的一些邪惡的事情
[00:06:53.880 --> 00:06:54.840]  不但如此
[00:06:54.840 --> 00:06:57.560]  如果我們跳到第十三節呢
[00:06:57.560 --> 00:06:58.880]  跳到第十三節
[00:06:58.880 --> 00:07:00.160]  保羅說
[00:07:00.160 --> 00:07:02.400]  那些作惡和迷惑人的
[00:07:02.400 --> 00:07:06.240]  必是越狗越惡
[00:07:06.240 --> 00:07:07.240]  同意嗎
[00:07:07.240 --> 00:07:08.400]  他們欺控人
[00:07:08.400 --> 00:07:10.720]  也被人欺控
[00:07:10.720 --> 00:07:11.840]  所以弟兄姊妹
[00:07:11.840 --> 00:07:13.680]  很簡單
[00:07:13.680 --> 00:07:15.720]  我提醒大家
[00:07:15.720 --> 00:07:17.920]  那種觸覺
[00:07:17.920 --> 00:07:18.920]  看看我們的環境
[00:07:18.920 --> 00:07:20.280]  看看我們的世界
[00:07:20.280 --> 00:07:21.440]  原來事實上
[00:07:21.440 --> 00:07:22.960]  我們真的活在一個
[00:07:22.960 --> 00:07:28.680]  這麼兇險邪惡的一個世代當中
[00:07:28.680 --> 00:07:30.000]  其實要在這樣的環境裏面
[00:07:30.000 --> 00:07:31.160]  作惡和迷惑
[00:07:31.160 --> 00:07:32.440]  要生存
[00:07:32.440 --> 00:07:34.240]  不容易的
[00:07:34.240 --> 00:07:36.680]  所以今天跟大家講的第一個題目
[00:07:36.680 --> 00:07:40.600]  我們需要有一個求生指南
[00:07:40.600 --> 00:07:42.480]  我們是有盼望的求生者
[00:07:42.480 --> 00:07:43.920]  但是如何
[00:07:43.920 --> 00:07:47.200]  如何能夠在這樣的環境下
[00:07:47.200 --> 00:07:48.480]  周圍的人
[00:07:48.480 --> 00:07:49.520]  這麼多問題
[00:07:49.520 --> 00:07:50.640]  甚至教會里面
[00:07:50.640 --> 00:07:53.440]  都會有這樣的弟兄姊妹出現的時候
[00:07:53.440 --> 00:07:55.080]  我們該怎麼辦
[00:07:55.080 --> 00:07:57.440]  我們如何能夠繼續生存下去
[00:07:57.440 --> 00:07:59.480]  完成神給我們的使命
[00:07:59.480 --> 00:08:01.080]  第六節
[00:08:01.080 --> 00:08:02.080]  我們看回第六節
[00:08:02.080 --> 00:08:02.600]  聖經說
[00:08:02.600 --> 00:08:04.160]  那偷盡人家
[00:08:04.160 --> 00:08:05.840]  牢籠無知婦女的
[00:08:05.840 --> 00:08:07.120]  正是這等人
[00:08:07.120 --> 00:08:09.200]  這些婦女是擔負罪惡
[00:08:09.200 --> 00:08:10.960]  被各樣的私慾引由
[00:08:10.960 --> 00:08:12.560]  尚尚學習
[00:08:12.560 --> 00:08:15.000]  但是終究不能明白真道
[00:08:15.000 --> 00:08:17.160]  從善雅麗和楊比
[00:08:17.160 --> 00:08:18.760]  如何抵擋摩西
[00:08:18.760 --> 00:08:21.320]  這等人又是怎麼抵擋真道
[00:08:21.320 --> 00:08:23.520]  他們的心地壞了
[00:08:23.520 --> 00:08:26.160]  在真道上是可廢棄的
[00:08:26.160 --> 00:08:29.000]  然而他們不能再這樣抵擋
[00:08:29.000 --> 00:08:30.440]  因爲他們的愚昧
[00:08:30.440 --> 00:08:33.720]  必在衆人面前顯露出來
[00:08:33.720 --> 00:08:35.560]  像那兩個人一樣
[00:08:35.560 --> 00:08:37.320]  保羅在這裏
[00:08:37.320 --> 00:08:38.560]  就說一個例子
[00:08:38.560 --> 00:08:40.840]  就提到以不鎖教會當中
[00:08:40.840 --> 00:08:42.720]  在那個時代裏面
[00:08:42.720 --> 00:08:44.200]  在那個時間當中
[00:08:44.200 --> 00:08:45.680]  特別遇到一個問題
[00:08:45.680 --> 00:08:47.200]  什麼問題
[00:08:47.200 --> 00:08:50.080]  他說原來不僅是教會以外那麼壞
[00:08:50.080 --> 00:08:52.800]  教會以外的人原來也有壞人在
[00:08:52.800 --> 00:08:53.680]  特別
[00:08:53.680 --> 00:08:55.800]  保羅提到在以不鎖教會當中
[00:08:55.800 --> 00:08:57.760]  有些所謂的假老師
[00:08:57.760 --> 00:08:58.920]  假師傅
[00:08:58.920 --> 00:08:59.680]  OK
[00:08:59.680 --> 00:09:00.840]  這些假師傅
[00:09:00.840 --> 00:09:04.320]  就去蠱惑當時的無知婦女
[00:09:04.320 --> 00:09:04.960]  那
[00:09:04.960 --> 00:09:05.560]  就是
[00:09:05.560 --> 00:09:06.160]  做什麼
[00:09:06.160 --> 00:09:06.840]  很簡單
[00:09:06.840 --> 00:09:08.200]  與真理抗衡
[00:09:08.200 --> 00:09:09.120]  就好像
[00:09:09.120 --> 00:09:10.400]  舉個例子
[00:09:10.400 --> 00:09:11.520]  在法老王的時代
[00:09:11.520 --> 00:09:14.160]  摩西見法老爺帶以色列出埃及
[00:09:14.160 --> 00:09:17.240]  扔掉一條手杖變蛇
[00:09:17.240 --> 00:09:18.520]  大家記得這個故事
[00:09:18.520 --> 00:09:21.240]  法老王有兩個魔術師
[00:09:21.240 --> 00:09:22.440]  OK
[00:09:22.440 --> 00:09:24.760]  巫師之類的
[00:09:24.760 --> 00:09:25.680]  一個叫楊比
[00:09:25.680 --> 00:09:26.800]  一個叫雅尼
[00:09:26.800 --> 00:09:28.840]  這個是奧地聖經記錄
[00:09:28.840 --> 00:09:29.640]  不過
[00:09:29.640 --> 00:09:32.880]  他們有這樣的記載
[00:09:32.880 --> 00:09:36.600]  就與摩西在抗衡
[00:09:36.600 --> 00:09:38.760]  這個就好像今天
[00:09:38.760 --> 00:09:41.040]  可能大家在教會里面比較少說一些
[00:09:41.040 --> 00:09:41.760]  但是
[00:09:41.760 --> 00:09:42.760]  今天的社會當中
[00:09:42.760 --> 00:09:45.760]  事實上有很多異端
[00:09:45.760 --> 00:09:47.080]  他們的假師傅
[00:09:47.080 --> 00:09:48.920]  也是藉着機會
[00:09:48.920 --> 00:09:51.000]  混入到教會當中
[00:09:51.000 --> 00:09:51.680]  OK
[00:09:51.680 --> 00:09:53.320]  邀請教會的弟兄姐妹
[00:09:53.320 --> 00:09:56.000]  參加他們家裏的茶經班
[00:09:56.000 --> 00:09:57.200]  弟兄姐妹不知就裏
[00:09:57.200 --> 00:09:58.480]  茶經班是好東西
[00:09:58.480 --> 00:09:59.240]  當然要去
[00:09:59.240 --> 00:10:01.280]  但是其實裏面說的
[00:10:01.280 --> 00:10:03.960]  是違背聖經真道的教訓
[00:10:03.960 --> 00:10:04.880]  所以說
[00:10:04.880 --> 00:10:06.080]  我的茶經班很棒
[00:10:06.080 --> 00:10:06.880]  你來吧
[00:10:06.880 --> 00:10:09.840]  不過不要告訴牧師
[00:10:09.840 --> 00:10:12.400]  你來就好了
[00:10:12.400 --> 00:10:13.440]  很多人
[00:10:13.440 --> 00:10:15.000]  就是因爲出於無知
[00:10:15.000 --> 00:10:16.760]  茶勝經都不好
[00:10:16.760 --> 00:10:17.520]  於是很多時候
[00:10:17.520 --> 00:10:20.440]  我們被這些人的那種熱誠
[00:10:20.440 --> 00:10:21.640]  吸引了去
[00:10:21.640 --> 00:10:23.720]  不知不覺當中
[00:10:23.720 --> 00:10:28.680]  就隨從了這些假老師的異端邪說
[00:10:28.680 --> 00:10:30.520]  弟兄姐妹
[00:10:30.520 --> 00:10:31.720]  我們大家知道
[00:10:31.720 --> 00:10:33.040]  其實這個世界
[00:10:33.040 --> 00:10:35.720]  不是我們想象當中那麼美的
[00:10:35.720 --> 00:10:38.760]  人與人之間相處裏面有很多邪惡的事
[00:10:38.760 --> 00:10:39.960]  而在這個世界當中
[00:10:39.960 --> 00:10:41.440]  現在我們經常說的
[00:10:41.440 --> 00:10:42.480]  大家都明白是吧
[00:10:42.480 --> 00:10:43.960]  沒有絕對的真理
[00:10:43.960 --> 00:10:45.240]  不但沒有絕對的真理
[00:10:45.240 --> 00:10:50.000]  而且那些異端邪說是滿天飛的
[00:10:50.000 --> 00:10:51.280]  從這裏那裏到哪裏
[00:10:51.280 --> 00:10:53.360]  你會聽到很多不同的思想
[00:10:53.360 --> 00:10:54.080]  不同的理論
[00:10:54.080 --> 00:10:56.360]  不同的學說
[00:10:56.360 --> 00:10:58.440]  當我們聽到這些東西的時候
[00:10:58.440 --> 00:11:00.880]  很多時候我們不了了之
[00:11:00.880 --> 00:11:03.240]  但是如果我們要繼續去生存
[00:11:03.240 --> 00:11:05.680]  而且能夠去完成神父的使命的時候
[00:11:05.680 --> 00:11:07.720]  我們必須要學習
[00:11:07.720 --> 00:11:10.640]  如何去分辨真理
[00:11:10.640 --> 00:11:11.480]  什麼是思想
[00:11:11.480 --> 00:11:12.080]  什麼是學說
[00:11:12.080 --> 00:11:12.920]  什麼是說話
[00:11:12.920 --> 00:11:13.560]  合乎聖經
[00:11:13.560 --> 00:11:15.640]  什麼是不合乎聖經
[00:11:15.640 --> 00:11:19.080]  我們才能夠存活在這個世界上
[00:11:19.080 --> 00:11:23.400]  保羅在提摩太後書提醒提摩太
[00:11:23.400 --> 00:11:24.880]  由於我認識真理
[00:11:24.880 --> 00:11:26.320]  由於我把持真理
[00:11:26.320 --> 00:11:29.920]  所以在他一路服事主的路途上
[00:11:29.920 --> 00:11:31.600]  保羅遇到很多的挑戰
[00:11:31.600 --> 00:11:32.800]  很多的難處
[00:11:32.800 --> 00:11:33.920]  很多的苦難
[00:11:33.920 --> 00:11:34.880]  爲什麼呢
[00:11:34.880 --> 00:11:36.600]  就是因爲他認識真理
[00:11:36.600 --> 00:11:40.360]  而且他要把持真理
[00:11:40.360 --> 00:11:41.320]  雖然如此
[00:11:41.320 --> 00:11:43.520]  保羅說雖然我遇到很多苦難
[00:11:43.520 --> 00:11:45.120]  雖然有很多的攻擊
[00:11:45.120 --> 00:11:46.640]  雖然有很多的痛苦
[00:11:46.640 --> 00:11:48.560]  但是每一次
[00:11:48.560 --> 00:11:49.400]  每一次
[00:11:49.400 --> 00:11:53.720]  上帝都一天帶領我渡過
[00:11:53.720 --> 00:11:55.720]  請大家繼續看保羅怎麼說
[00:11:55.720 --> 00:11:57.320]  第十一節
[00:11:57.320 --> 00:11:58.040]  保羅說
[00:11:58.040 --> 00:12:00.720]  我去安提柯 以哥廉 努斯德
[00:12:00.720 --> 00:12:02.560]  所遇到的那些逼迫 苦難
[00:12:02.560 --> 00:12:06.280]  我所忍受的是何等的逼迫
[00:12:06.280 --> 00:12:08.400]  但是從這一切的苦難中
[00:12:08.400 --> 00:12:10.840]  主都把我救出來了
[00:12:10.840 --> 00:12:11.720]  第十二節
[00:12:11.720 --> 00:12:13.240]  不但如此
[00:12:13.240 --> 00:12:16.200]  但立志在基督耶穌裏
[00:12:16.200 --> 00:12:18.560]  敬虔度日的
[00:12:18.560 --> 00:12:21.320]  也要受逼迫
[00:12:21.320 --> 00:12:22.800]  哇
[00:12:22.800 --> 00:12:25.320]  保羅受逼迫我們都知道
[00:12:25.320 --> 00:12:27.360]  聖經說
[00:12:27.360 --> 00:12:32.080]  除非我們是一個媽媽夫婦
[00:12:32.080 --> 00:12:37.920]  除非我們只想有一張入天堂的門卷
[00:12:37.920 --> 00:12:40.000]  如果我們要做一個認真的基督徒
[00:12:40.000 --> 00:12:41.880]  保羅怎麼告訴我們
[00:12:41.880 --> 00:12:43.040]  Sooner or later
[00:12:43.040 --> 00:12:45.720]  If not now, in the future
[00:12:45.720 --> 00:12:47.560]  一個認真的基督徒
[00:12:47.560 --> 00:12:51.200]  一個想過個敬虔生活的基督徒
[00:12:51.200 --> 00:12:57.080]  必會遇到逼迫和苦難
[00:12:57.080 --> 00:12:58.880]  很多時候我們信耶穌
[00:12:58.880 --> 00:13:01.360]  希望有神幫
[00:13:01.360 --> 00:13:03.480]  信耶穌之後
[00:13:03.480 --> 00:13:05.200]  如果做認真的基督徒
[00:13:05.200 --> 00:13:06.560]  會受逼迫的
[00:13:06.560 --> 00:13:07.600]  會有苦難的
[00:13:07.600 --> 00:13:11.440]  你還做不做啊
[00:13:11.440 --> 00:13:13.080]  保羅遇到逼迫
[00:13:13.080 --> 00:13:14.200]  保羅遇到苦難
[00:13:14.200 --> 00:13:16.000]  剛纔我跟大家分享
[00:13:16.000 --> 00:13:17.640]  保羅說雖然如此
[00:13:17.640 --> 00:13:23.480]  但每一次神都帶領我去渡過
[00:13:23.480 --> 00:13:25.320]  所以如果做一個好基督徒
[00:13:25.320 --> 00:13:26.160]  認真的基督徒
[00:13:26.160 --> 00:13:27.920]  同樣會遇到苦難和逼迫的
[00:13:27.920 --> 00:13:29.120]  無論是工作的地方也好
[00:13:29.120 --> 00:13:31.000]  家裏也好
[00:13:31.000 --> 00:13:32.720]  很多人會不喜歡的
[00:13:32.720 --> 00:13:35.400]  直接間接可能會針對我們的
[00:13:35.400 --> 00:13:38.920]  但是如果我們認真對自己的信仰
[00:13:38.920 --> 00:13:41.840]  天父上帝會像保守保羅一樣
[00:13:41.840 --> 00:13:42.920]  去保守你
[00:13:42.920 --> 00:13:44.040]  幫助你
[00:13:44.040 --> 00:13:47.280]  能夠去面對和克服
[00:13:47.280 --> 00:13:50.440]  這些苦難和痛苦
[00:13:50.440 --> 00:13:52.080]  所以弟兄姊妹
[00:13:52.080 --> 00:13:54.280]  爲什麼我要說survivor呢
[00:13:54.280 --> 00:13:55.600]  因爲你落在那個處境當中
[00:13:55.600 --> 00:13:59.320]  你覺得我要survive
[00:13:59.320 --> 00:14:00.800]  我要survive
[00:14:00.800 --> 00:14:02.000]  你要survive呢
[00:14:02.000 --> 00:14:03.240]  你要生存呢
[00:14:03.240 --> 00:14:05.320]  你要求生呢
[00:14:05.320 --> 00:14:10.000]  你就必須掌握一些求生的技巧
[00:14:10.000 --> 00:14:12.000]  我們才能夠在一些這麼兇險的
[00:14:12.000 --> 00:14:14.120]  這麼艱難的旱野裏面
[00:14:14.120 --> 00:14:15.400]  存活下來
[00:14:15.400 --> 00:14:17.480]  完成我們的任務
[00:14:17.480 --> 00:14:20.160]  而聖經呢
[00:14:20.160 --> 00:14:24.600]  就是天父上帝賜給我們的求生指南
[00:14:24.600 --> 00:14:27.560]  它能夠幫助我們有存活的智慧
[00:14:27.560 --> 00:14:28.920]  這個就是聖經裏面
[00:14:28.920 --> 00:14:29.920]  很明白的
[00:14:29.920 --> 00:14:31.440]  一點都不含糊的
[00:14:31.440 --> 00:14:32.560]  是說給我們的
[00:14:32.560 --> 00:14:34.240]  聖經就是我們的求生指南
[00:14:34.240 --> 00:14:40.360]  它能夠使我們有存活的智慧
[00:14:40.360 --> 00:14:41.760]  爲了講這個題目呢
[00:14:41.760 --> 00:14:43.560]  我當然要做一些study
[00:14:43.560 --> 00:14:46.120]  上網去做一些研究
[00:14:46.120 --> 00:14:47.560]  收集一些資料
[00:14:47.560 --> 00:14:48.800]  其實挺好的
[00:14:48.800 --> 00:14:51.080]  因爲平時我就不會看這些東西的
[00:14:51.080 --> 00:14:53.400]  因爲我們不是生活在旱野
[00:14:53.400 --> 00:14:55.640]  不是被人扔到叢林當中
[00:14:55.640 --> 00:14:57.960]  但是如果有一天
[00:14:57.960 --> 00:14:59.760]  我們被人扔到一個荒漠裏面
[00:14:59.760 --> 00:15:01.200]  或者一個叢林當中
[00:15:01.200 --> 00:15:03.160]  現在我們說屬靈的荒漠
[00:15:03.160 --> 00:15:04.480]  屬靈的叢林
[00:15:04.480 --> 00:15:06.040]  現在我們活在那個環境裏面
[00:15:06.040 --> 00:15:06.880]  但是有一天
[00:15:06.880 --> 00:15:08.840]  如果我們真的飛機失事
[00:15:08.840 --> 00:15:10.080]  落到荒島那裏
[00:15:10.080 --> 00:15:10.800]  故事都做過
[00:15:10.800 --> 00:15:13.200]  電影都拍過了
[00:15:13.200 --> 00:15:15.800]  我們要掌握幾個求生的技巧
[00:15:15.800 --> 00:15:17.080]  其實簡單來講
[00:15:17.080 --> 00:15:17.960]  四樣東西
[00:15:17.960 --> 00:15:18.720]  第一
[00:15:18.720 --> 00:15:20.520]  你懂得找水
[00:15:20.520 --> 00:15:21.640]  因爲你沒有水
[00:15:21.640 --> 00:15:22.800]  喝的時候
[00:15:22.800 --> 00:15:25.920]  三天四天你就死了
[00:15:25.920 --> 00:15:26.360]  第二
[00:15:26.360 --> 00:15:28.240]  懂得找食
[00:15:28.240 --> 00:15:28.920]  爲什麼呢
[00:15:28.920 --> 00:15:29.720]  食呢
[00:15:29.720 --> 00:15:31.320]  你都要知道喫什麼
[00:15:31.320 --> 00:15:31.760]  什麼可以喫
[00:15:31.760 --> 00:15:32.400]  什麼不可以喫
[00:15:32.400 --> 00:15:34.400]  和怎麼去煮食
[00:15:34.400 --> 00:15:35.440]  你不喫東西的話
[00:15:35.440 --> 00:15:37.360]  水三天就死了
[00:15:37.360 --> 00:15:38.240]  你不喫東西
[00:15:38.240 --> 00:15:39.560]  可以到三個星期
[00:15:39.560 --> 00:15:42.400]  甚至聖經說四十天就死了
[00:15:42.400 --> 00:15:43.440]  看你什麼環境
[00:15:43.440 --> 00:15:45.920]  你身體狀況怎麼樣
[00:15:45.920 --> 00:15:46.920]  你在一個旱野當中
[00:15:46.920 --> 00:15:47.880]  一個人的時間
[00:15:47.880 --> 00:15:49.760]  你需要懂得找水
[00:15:49.760 --> 00:15:51.680]  和怎麼弄乾淨水來喝
[00:15:51.680 --> 00:15:52.400]  第二樣東西
[00:15:52.400 --> 00:15:53.480]  你懂得找食
[00:15:53.480 --> 00:15:54.360]  第三
[00:15:54.360 --> 00:15:56.600]  怎麼去生火
[00:15:56.600 --> 00:15:58.560]  生火就給你有光
[00:15:58.560 --> 00:16:00.840]  晚上的時候不用那麼害怕
[00:16:00.840 --> 00:16:02.360]  可以趕走野獸
[00:16:02.360 --> 00:16:04.200]  可以煮東西喫
[00:16:04.200 --> 00:16:05.040]  有熱量
[00:16:05.040 --> 00:16:06.280]  不用着涼
[00:16:06.280 --> 00:16:06.960]  第四樣東西
[00:16:06.960 --> 00:16:08.240]  要什麼
[00:16:08.240 --> 00:16:09.760]  你要懂得做一個shelter
[00:16:09.760 --> 00:16:11.720]  做一個藏身的地方
[00:16:11.720 --> 00:16:13.360]  爲什麼這麼重要呢
[00:16:13.360 --> 00:16:14.360]  有山洞就最好了
[00:16:14.360 --> 00:16:16.480]  不過小心裏面有野獸
[00:16:16.480 --> 00:16:18.000]  但是你找一個藏身的地方
[00:16:18.000 --> 00:16:19.720]  爲什麼呢
[00:16:19.720 --> 00:16:21.920]  不會那麼容易凍僵
[00:16:21.920 --> 00:16:27.000]  也不會那麼容易被日頭曬乾
[00:16:27.000 --> 00:16:27.800]  原來就是
[00:16:27.800 --> 00:16:28.880]  學習這幾樣東西
[00:16:28.880 --> 00:16:29.800]  基本上來說
