
[00:00:00.000 --> 00:00:03.260]  大家看看能否看到自己的影子
[00:06:28.200 --> 00:06:33.200]  有了面子就可以藉著這個平台去賺錢
[00:06:33.200 --> 00:06:37.200]  所以在這裡當他一說分家產的時候
[00:06:37.200 --> 00:06:39.200]  就說身份地位
[00:06:39.200 --> 00:06:41.200]  我比你厲害
[00:06:41.200 --> 00:06:43.200]  然後又有錢
[00:06:43.200 --> 00:06:45.200]  所以耶穌說一切你們所說
[00:06:45.200 --> 00:06:47.200]  你們叫我做這件事其實是出自貪心
[00:06:47.200 --> 00:06:49.200]  這個貪心有幾方面的
[00:06:49.200 --> 00:06:51.200]  包括這兩樣東西
[00:06:51.200 --> 00:06:53.200]  當然在應用的時候
[00:06:53.200 --> 00:06:57.200]  貪心就多過名與利
[00:06:57.200 --> 00:07:01.200]  在整個新約到舊約貪有很多東西貪過
[00:07:01.200 --> 00:07:05.200]  《針研》裡面說很多次貪是什麼
[00:07:05.200 --> 00:07:07.200]  香港人要很小心
[00:07:07.200 --> 00:07:11.200]  貪吃過量的食物
[00:07:11.200 --> 00:07:12.200]  要小心一點
[00:07:12.200 --> 00:07:14.200]  環境制度吃的自助餐吃得太多
[00:07:14.200 --> 00:07:16.200]  吃自助餐不是問題
[00:07:16.200 --> 00:07:18.200]  吃得太多
[00:07:18.200 --> 00:07:24.200]  吃過量的食物有問題
[00:07:24.200 --> 00:07:33.200]  錢、物件、名譽、認識、朋友、上網、玩、旅行
[00:07:33.200 --> 00:07:35.200]  這些都是貪的
[00:07:35.200 --> 00:07:37.200]  不過我們今天在這個講道裡面
[00:07:37.200 --> 00:07:42.200]  特別著重貪財物
[00:07:42.200 --> 00:07:46.200]  是與上帝給我們人生幸福的指標背道而馳
[00:07:46.200 --> 00:07:48.200]  沒有的沒有幸福的
[00:07:48.200 --> 00:07:51.200]  人生的目標不只是這件事
[00:07:51.200 --> 00:07:55.200]  耶穌說得很清楚小心不是追求這件事
[00:07:55.200 --> 00:07:57.200]  我叫他追求我
[00:07:57.200 --> 00:07:59.200]  你就追求那些
[00:07:59.200 --> 00:08:02.200]  所以在這裡已經說到貪心必須要停止
[00:08:02.200 --> 00:08:04.200]  一定要去處理
[00:08:04.200 --> 00:08:08.200]  因為上帝給我們的幸福指引
[00:08:08.200 --> 00:08:10.200]  貪心是背道而馳的
[00:08:10.200 --> 00:08:12.200]  行了不要說太多
[00:08:12.200 --> 00:08:14.200]  第二樣東西
[00:08:14.200 --> 00:08:17.200]  貪心最終帶來痛苦
[00:08:17.200 --> 00:08:20.200]  你以為多一點就有幸福
[00:08:20.200 --> 00:08:22.200]  多一點是很疲累的
[00:08:22.200 --> 00:08:24.200]  多一點是沒有幸福的
[00:08:24.200 --> 00:08:26.200]  耳不鎖書那裡說
[00:08:26.200 --> 00:08:28.200]  因為你們確實地知道
[00:08:28.200 --> 00:08:30.200]  無論是淫亂是污穢
[00:08:30.200 --> 00:08:33.200]  是有貪心的在基督和神的國內
[00:08:33.200 --> 00:08:35.200]  是沒有份的
[00:08:35.200 --> 00:08:38.200]  有貪心的就與拜偶像的一樣
[00:08:38.200 --> 00:08:40.200]  是不是我們講道都講了很多次
[00:08:40.200 --> 00:08:42.200]  你自己讀聖經都讀了很多次
[00:08:42.200 --> 00:08:46.200]  如果你今天是第一次聽到這段經文
[00:08:46.200 --> 00:08:48.200]  我代表耶穌歡迎你
[00:08:48.200 --> 00:08:50.200]  有更多的進步
[00:08:50.200 --> 00:08:53.200]  貪心是與拜偶像一樣
[00:08:53.200 --> 00:08:55.200]  你服侍什麼
[00:08:55.200 --> 00:08:57.200]  你依靠什麼
[00:08:57.200 --> 00:08:59.200]  從舊約裡面開始
[00:08:59.200 --> 00:09:01.200]  上帝已經呼喚以色列
[00:09:01.200 --> 00:09:03.200]  以色列人在埃及圍爐的時候
[00:09:03.200 --> 00:09:07.200]  你出來有自由去敬拜服侍我
[00:09:07.200 --> 00:09:09.200]  你的人生目標
[00:09:09.200 --> 00:09:11.200]  是要敬拜服侍我
[00:09:11.200 --> 00:09:13.200]  這個叫敬拜上帝
[00:09:13.200 --> 00:09:15.200]  服侍其他追求其他的東西
[00:09:15.200 --> 00:09:17.200]  都是叫拜偶像
[00:09:17.200 --> 00:09:19.200]  你依靠你的人生最重要的是什麼
[00:09:19.200 --> 00:09:21.200]  提巴太前書說
[00:09:21.200 --> 00:09:23.200]  貪才是萬惡之吉
[00:09:23.200 --> 00:09:29.200]  這個貪和剛才爾伯索書的貪心是不同的
[00:09:29.200 --> 00:09:31.200]  爾伯索書的貪心
[00:09:31.200 --> 00:09:34.200]  字和路加福音的貪心是一樣
[00:09:34.200 --> 00:09:37.200]  貪才就是愛錢
[00:09:37.200 --> 00:09:39.200]  原本是愛錢
[00:09:39.200 --> 00:09:41.200]  愛更精彩
[00:09:41.200 --> 00:09:43.200]  愛錢的字跟愛
[00:09:43.200 --> 00:09:46.200]  和最高峰純的愛
[00:09:46.200 --> 00:09:48.200]  那個我記得
[00:09:48.200 --> 00:09:52.200]  愛的字跟愛錢財一樣
[00:09:52.200 --> 00:09:54.200]  我不知道是不是巧合
[00:09:54.200 --> 00:09:56.200]  很真誠的愛上帝
[00:09:56.200 --> 00:09:57.200]  上帝愛了我
[00:09:57.200 --> 00:09:59.200]  我真心的愛上帝愛人
[00:09:59.200 --> 00:10:01.200]  然後這個愛放在天才身上
[00:10:01.200 --> 00:10:03.200]  我真心愛慕這些錢
[00:10:03.200 --> 00:10:05.200]  所以叫貪才
[00:10:05.200 --> 00:10:06.200]  中文就是貪才
[00:10:06.200 --> 00:10:08.200]  英文就是love of money
[00:10:08.200 --> 00:10:10.200]  是萬惡之吉
[00:10:10.200 --> 00:10:11.200]  我等一下看一下
[00:10:11.200 --> 00:10:14.200]  萬惡所有的evil
[00:10:14.200 --> 00:10:16.200]  這個不只是罪惡
[00:10:16.200 --> 00:10:20.200]  是一個evil一個惡魔的根源
[00:10:20.200 --> 00:10:23.200]  有人貪戀錢財就被引誘來繞身道
[00:10:23.200 --> 00:10:26.200]  所以信主耶穌說不要以為一定要站在外
[00:10:26.200 --> 00:10:28.200]  貪才可以蠶食人
[00:10:28.200 --> 00:10:32.200]  用許多仇苦把自己刺透了
[00:10:32.200 --> 00:10:34.200]  不是人戳背脊是自己戳自己
[00:10:34.200 --> 00:10:36.200]  前後都戳
[00:10:36.200 --> 00:10:38.200]  自己拿來的
[00:10:38.200 --> 00:10:40.200]  那個形象就是這樣
[00:10:40.200 --> 00:10:42.200]  那個影像就是這樣
[00:10:42.200 --> 00:10:45.200]  在這段剛才讀過路加福音
[00:10:45.200 --> 00:10:52.200]  最少這個人要分家產就已經和兄弟不和了
[00:10:52.200 --> 00:10:57.200]  因為欠錢因為看錢太重
[00:10:57.200 --> 00:11:02.200]  友誼都沒了兄弟都沒得做
[00:11:02.200 --> 00:11:04.200]  這個應該在星期二說
[00:11:04.200 --> 00:11:06.200]  我想一下應該要說這件事
[00:11:06.200 --> 00:11:08.200]  弟兄都沒得做
[00:11:08.200 --> 00:11:09.200]  今天說
[00:11:09.200 --> 00:11:12.200]  原來錢財是跟破壞性的
[00:11:12.200 --> 00:11:16.200]  難怪耶穌說你們真的要小心
[00:11:16.200 --> 00:11:18.200]  是個洞是個陷阱不要踩
[00:11:18.200 --> 00:11:19.200]  明知道就不要踩
[00:11:19.200 --> 00:11:21.200]  明知道就不經意
[00:11:21.200 --> 00:11:23.200]  我現在先說明給你聽
[00:11:23.200 --> 00:11:25.200]  使人不和
[00:11:25.200 --> 00:11:30.200]  在利字當頭就發生增進不和
[00:11:30.200 --> 00:11:32.200]  這個利益可能是名
[00:11:32.200 --> 00:11:34.200]  可能是利
[00:11:34.200 --> 00:11:36.200]  可能是其他的東西
[00:11:36.200 --> 00:11:38.200]  去爭一些東西
[00:11:38.200 --> 00:11:39.200]  人與人不和
[00:11:39.200 --> 00:11:40.200]  兄弟都沒得做
[00:11:40.200 --> 00:11:44.200]  自己的親兄弟骨肉都沒得做
[00:11:44.200 --> 00:11:47.200]  在這段前文後理裡面路加福音還說了一樣東西
[00:11:47.200 --> 00:11:49.200]  看錢看得太重
[00:11:49.200 --> 00:11:50.200]  看財物看得太重
[00:11:50.200 --> 00:11:53.200]  很一心追求那樣東西
[00:11:53.200 --> 00:11:55.200]  使得自己有憂心
[00:11:55.200 --> 00:11:57.200]  所以你們不要憂愁
[00:11:57.200 --> 00:11:59.200]  前文後理裡面不要憂愁
[00:11:59.200 --> 00:12:01.200]  天空有飛鳥
[00:12:01.200 --> 00:12:03.200]  耶穌看顧花草樹木
[00:12:03.200 --> 00:12:05.200]  他將來就枯乾了
[00:12:05.200 --> 00:12:07.200]  上帝都給他有美麗
[00:12:07.200 --> 00:12:08.200]  你不種不收
[00:12:08.200 --> 00:12:10.200]  神都照顧
[00:12:10.200 --> 00:12:11.200]  何況是你呢
[00:12:11.200 --> 00:12:13.200]  你擔心做什麼呢
[00:12:13.200 --> 00:12:15.200]  你追求我依靠我
[00:12:15.200 --> 00:12:16.200]  所有的東西都交給你
[00:12:16.200 --> 00:12:18.200]  所以太追求權財
[00:12:18.200 --> 00:12:19.200]  以為有保障
[00:12:19.200 --> 00:12:20.200]  得來的是痛苦
[00:12:20.200 --> 00:12:22.200]  你更加覺得自己沒保障
[00:12:22.200 --> 00:12:24.200]  很憂愁
[00:12:24.200 --> 00:12:25.200]  你想想
[00:12:25.200 --> 00:12:27.200]  我看聖經就是
[00:12:27.200 --> 00:12:28.200]  我猜是
[00:12:28.200 --> 00:12:29.200]  我要警惕自己
[00:12:29.200 --> 00:12:30.200]  你想想自己的人生
[00:12:30.200 --> 00:12:34.200]  當你很想追求依靠一些東西
[00:12:34.200 --> 00:12:36.200]  原來那些是沒什麼依靠
[00:12:36.200 --> 00:12:38.200]  導致更加
[00:12:38.200 --> 00:12:39.200]  做多一點的精力
[00:12:39.200 --> 00:12:40.200]  去找那些依靠
[00:12:40.200 --> 00:12:42.200]  原來更深的沒有依靠
[00:12:42.200 --> 00:12:44.200]  所以整個人生就在這個
[00:12:44.200 --> 00:12:46.200]  惡性循環裡面
[00:12:46.200 --> 00:12:47.200]  越做越多
[00:12:47.200 --> 00:12:50.200]  越依靠越多
[00:12:50.200 --> 00:12:53.200]  喝海水去止渴一樣
[00:12:53.200 --> 00:12:55.200]  都是痛苦的
[00:12:55.200 --> 00:12:57.200]  但最困難的原來
[00:12:57.200 --> 00:12:59.200]  這個是離開上帝
[00:12:59.200 --> 00:13:01.200]  是拜偶像一樣
[00:13:01.200 --> 00:13:03.200]  我們曾經立誓
[00:13:03.200 --> 00:13:04.200]  耶穌你是唯一的真神
[00:13:04.200 --> 00:13:05.200]  你是唯一的主宰
[00:13:05.200 --> 00:13:06.200]  無論如何
[00:13:06.200 --> 00:13:08.200]  你引導我做人
[00:13:08.200 --> 00:13:10.200]  你引導我整個家庭做人
[00:13:10.200 --> 00:13:12.200]  你引導我整個禮拜堂
[00:13:12.200 --> 00:13:15.200]  去發展
[00:13:15.200 --> 00:13:17.200]  一心為利
[00:13:17.200 --> 00:13:19.200]  你只是稱一位為主人
[00:13:19.200 --> 00:13:21.200]  但原來在行為上
[00:13:21.200 --> 00:13:23.200]  不經意走歪了
[00:13:23.200 --> 00:13:25.200]  追求這樣東西
[00:13:25.200 --> 00:13:27.200]  追求物質
[00:13:27.200 --> 00:13:29.200]  所以在這裡說
[00:13:29.200 --> 00:13:31.200]  貪心最終帶來
[00:13:31.200 --> 00:13:33.200]  是痛苦
[00:13:33.200 --> 00:13:34.200]  所以耶穌叫我們
[00:13:34.200 --> 00:13:36.200]  貪心這樣東西
[00:13:36.200 --> 00:13:38.200]  貪心
[00:13:38.200 --> 00:13:39.200]  損人
[00:13:39.200 --> 00:13:41.200]  損己
[00:13:41.200 --> 00:13:42.200]  我看到報紙有一個
[00:13:42.200 --> 00:13:43.200]  關於8月1號
[00:13:43.200 --> 00:13:44.200]  8月初的事件
[00:13:44.200 --> 00:13:45.200]  他就這樣說
[00:13:45.200 --> 00:13:47.200]  我想電腦有些字
[00:13:47.200 --> 00:13:48.200]  沒有寫到
[00:13:48.200 --> 00:13:49.200]  我填回去
[00:13:49.200 --> 00:13:50.200]  馬鞍山
[00:13:50.200 --> 00:13:51.200]  馬不知道是什麼山
[00:13:51.200 --> 00:13:53.200]  就發生了一個劫殺案
[00:13:53.200 --> 00:13:56.200]  裝修工人殺了七尋老翁後
[00:13:56.200 --> 00:13:59.200]  就偷取他的銀行存摺和身份證
[00:13:59.200 --> 00:14:01.200]  然後就拿了一個拐杖
[00:14:01.200 --> 00:14:02.200]  去扮老人家
[00:14:02.200 --> 00:14:04.200]  扮老人家去銀行
[00:14:04.200 --> 00:14:06.200]  幾間超過一間銀行
[00:14:06.200 --> 00:14:10.200]  提取死者的六十萬存款
[00:14:10.200 --> 00:14:14.200]  工人早前就已經謀殺了老翁
[00:14:14.200 --> 00:14:16.200]  然後就被定罪
[00:14:16.200 --> 00:14:19.200]  然後就告入了他
[00:14:19.200 --> 00:14:21.200]  謀殺和打劫
[00:14:21.200 --> 00:14:24.200]  和判終身監禁
[00:14:24.200 --> 00:14:28.200]  法官斥責他的行為卑劣
[00:14:28.200 --> 00:14:30.200]  就算說他行為聰明
[00:14:30.200 --> 00:14:33.200]  也是判終身監禁的
[00:14:33.200 --> 00:14:38.200]  一個貪念去到謀殺
[00:14:38.200 --> 00:14:42.200]  一點都不是使我們驚訝的事
[00:14:42.200 --> 00:14:45.200]  貪心可以毀滅人的生命
[00:14:45.200 --> 00:14:47.200]  可以毀滅你的前途
[00:14:47.200 --> 00:14:49.200]  所以耶穌說
[00:14:49.200 --> 00:14:50.200]  小心這件事
[00:14:50.200 --> 00:14:51.200]  小心
[00:14:51.200 --> 00:14:52.200]  說小心
[00:14:52.200 --> 00:14:53.200]  謹慎自守
[00:14:53.200 --> 00:14:55.200]  不要貪心
[00:14:55.200 --> 00:14:58.200]  自守有防衛的意味
[00:14:58.200 --> 00:14:59.200]  不單只是謹慎小心
[00:14:59.200 --> 00:15:01.200]  防衛是走在街上
[00:15:01.200 --> 00:15:03.200]  眼望四方
[00:15:03.200 --> 00:15:06.200]  不要只看頭
[00:15:06.200 --> 00:15:10.200]  這個電腦要悔改
[00:15:10.200 --> 00:15:12.200]  Hello
[00:15:12.200 --> 00:15:15.200]  又不謹慎又不自守
[00:15:15.200 --> 00:15:17.200]  有理要審判
[00:15:17.200 --> 00:15:19.200]  我就想
[00:15:19.200 --> 00:15:22.200]  你去深圳購物的時候
[00:15:22.200 --> 00:15:25.200]  你不會只是看著買東西
[00:15:25.200 --> 00:15:26.200]  什麼都不理
[00:15:26.200 --> 00:15:29.200]  我不知道你我就不會
[00:15:29.200 --> 00:15:32.200]  我就手按荷包
[00:15:32.200 --> 00:15:36.200]  眼望四方
[00:15:36.200 --> 00:15:39.200]  心中祈禱
[00:15:39.200 --> 00:15:42.200]  小心而行
[00:15:42.200 --> 00:15:44.200]  然後所有家人帶手袋
[00:15:44.200 --> 00:15:46.200]  夾著你的手袋
[00:15:46.200 --> 00:15:48.200]  是不是
[00:15:48.200 --> 00:15:49.200]  你會不會這樣做
[00:15:49.200 --> 00:15:51.200]  你自守
[00:15:51.200 --> 00:15:52.200]  你很清醒
[00:15:52.200 --> 00:15:54.200]  不單只是說我小心
[00:15:54.200 --> 00:15:56.200]  你還行動上很小心
[00:15:56.200 --> 00:15:59.200]  去清醒究竟周圍有沒有危險
[00:15:59.200 --> 00:16:00.200]  這個就是這個意思
[00:16:00.200 --> 00:16:02.200]  因為這個貪心
[00:16:02.200 --> 00:16:05.200]  是慢慢滲透進去
[00:16:05.200 --> 00:16:06.200]  蠶食
[00:16:06.200 --> 00:16:07.200]  好像蠶蟲
[00:16:07.200 --> 00:16:09.200]  蠶蟲吃它的桑葉
[00:16:09.200 --> 00:16:10.200]  慢慢咬著咬著
[00:16:10.200 --> 00:16:12.200]  最後咬了整塊
[00:16:12.200 --> 00:16:15.200]  貪心慢慢滲進去
[00:16:15.200 --> 00:16:20.200]  恐怖地入侵你的生命與靈魂
[00:16:20.200 --> 00:16:22.200]  所以叫我們小心
[00:16:22.200 --> 00:16:24.200]  很狡猾的貪心
[00:16:24.200 --> 00:16:26.200]  貪心你覺得的時候
[00:16:26.200 --> 00:16:27.200]  你貪的時候
[00:16:27.200 --> 00:16:28.200]  一點點的妥協
[00:16:28.200 --> 00:16:29.200]  就覺得不是
[00:16:29.200 --> 00:16:30.200]  沒問題
[00:16:30.200 --> 00:16:31.200]  是為上帝
[00:16:31.200 --> 00:16:33.200]  我告訴你
[00:16:33.200 --> 00:16:36.200]  令我想起猶大
[00:16:36.200 --> 00:16:37.200]  在聖經裏面
[00:16:37.200 --> 00:16:39.200]  第一次說的貪心是怎樣
[00:16:39.200 --> 00:16:41.200]  何必用這麼貴的東西
[00:16:41.200 --> 00:16:44.200]  的香膏去擦耶穌的腳
[00:16:44.200 --> 00:16:46.200]  如果這些物變賣給窮人
[00:16:46.200 --> 00:16:48.200]  糾正了很多窮人
[00:16:48.200 --> 00:16:49.200]  是他自己的孤寒
[00:16:49.200 --> 00:16:50.200]  貪財
[00:16:50.200 --> 00:16:51.200]  看著那樣東西
[00:16:51.200 --> 00:16:54.200]  然後說出最偉大屬靈的東西
[00:16:54.200 --> 00:16:56.200]  上帝照顧貧窮人
[00:16:56.200 --> 00:16:58.200]  所以我又照顧貧窮人
[00:16:58.200 --> 00:17:00.200]  自己騙自己
[00:17:00.200 --> 00:17:03.200]  騙同行那些
[00:17:03.200 --> 00:17:07.200]  還嘗試騙上帝
[00:17:07.200 --> 00:17:08.200]  然後當他
[00:17:08.200 --> 00:17:09.200]  這個聖經記載了
[00:17:09.200 --> 00:17:12.200]  用三十銀子賣了耶穌
[00:17:12.200 --> 00:17:15.200]  哇 初頭的時候他在想什麼
[00:17:15.200 --> 00:17:16.200]  沒問題
[00:17:16.200 --> 00:17:18.200]  三十兩銀子最多
[00:17:18.200 --> 00:17:19.200]  不好意思
[00:17:19.200 --> 00:17:20.200]  指正耶穌
[00:17:20.200 --> 00:17:21.200]  然後指耶穌出來
[00:17:21.200 --> 00:17:22.200]  不過不中聽
[00:17:22.200 --> 00:17:23.200]  你不明白
[00:17:23.200 --> 00:17:25.200]  認耶穌出來
[00:17:25.200 --> 00:17:27.200]  給他三十銀子
[00:17:27.200 --> 00:17:29.200]  哇 覺得沒問題
[00:17:29.200 --> 00:17:30.200]  良心何在
[00:17:30.200 --> 00:17:32.200]  然後最後他發覺的時候太遲了
[00:17:32.200 --> 00:17:34.200]  心中很內疚
[00:17:34.200 --> 00:17:36.200]  原來人家是要釘死耶穌
[00:17:36.200 --> 00:17:37.200]  然後把錢還給
[00:17:37.200 --> 00:17:39.200]  那時候的宗教政治領袖
[00:17:39.200 --> 00:17:40.200]  沒有大聖靈
[00:17:40.200 --> 00:17:43.200]  只有領袖說了算的惡人
[00:17:43.200 --> 00:17:45.200]  我不要那些錢
[00:17:45.200 --> 00:17:46.200]  你以為你把錢還給我
[00:17:46.200 --> 00:17:50.200]  就可以挽回縮回你的內疚嗎
[00:17:50.200 --> 00:17:52.200]  省省吧
[00:17:52.200 --> 00:17:58.200]  去到最終發覺的時候
[00:17:58.200 --> 00:18:00.200]  太遲了
[00:18:00.200 --> 00:18:03.200]  所以在早幾步謹慎自守
[00:18:03.200 --> 00:18:05.200]  原來一個這樣的貪心
[00:18:05.200 --> 00:18:06.200]  一時不覺意
[00:18:06.200 --> 00:18:08.200]  是鑄成大錯
[00:18:08.200 --> 00:18:10.200]  毀壞自己生命與靈魂
[00:18:10.200 --> 00:18:13.200]  毀壞別人的生命
