
[00:00:00.000 --> 00:00:06.120]  今天要給大家分享的題目是警醒預備迎接出來
[00:06:18.320 --> 00:06:20.960]  然後還有新郎的身份
[00:06:20.960 --> 00:06:22.920]  然後接着呢
[00:06:22.920 --> 00:06:25.600]  這個比喻呢還講到
[00:06:25.600 --> 00:06:28.760]  耶穌基督他要再來的時候呢
[00:06:28.760 --> 00:06:33.960]  其實就是這個時間段是在耶穌第一次降臨
[00:06:33.960 --> 00:06:35.480]  第二次降臨之間
[00:06:35.480 --> 00:06:37.960]  就是這個比喻發生的時間
[00:06:37.960 --> 00:06:40.120]  是在這個時間段裏面
[00:06:40.120 --> 00:06:41.320]  那童女呢
[00:06:41.320 --> 00:06:43.600]  其實是代表有形的教會
[00:06:43.600 --> 00:06:46.080]  或者是我們說的可見的教會
[00:06:46.080 --> 00:06:49.680]  就是我們今天口口聲聲
[00:06:49.680 --> 00:06:54.400]  或者說嘴裏面聲稱他自己是基督徒的人
[00:06:54.400 --> 00:06:57.920]  那他們將要去迎接這樣的一個新郎
[00:06:57.920 --> 00:06:59.480]  就是耶穌基督
[00:06:59.480 --> 00:07:00.880]  他們呢
[00:07:00.880 --> 00:07:03.880]  不是那些對新郎一點都不期待的人
[00:07:03.880 --> 00:07:06.440]  是非常期待新郎要來的人
[00:07:06.440 --> 00:07:09.600]  不過呢他們是否是真正的基督徒呢
[00:07:09.600 --> 00:07:13.280]  我們很快就能夠看到這個的結果
[00:07:13.280 --> 00:07:15.600]  在第二節到第四節裏面講
[00:07:15.600 --> 00:07:17.280]  其中有五個是愚作的
[00:07:17.280 --> 00:07:18.480]  五個是聰明的
[00:07:18.480 --> 00:07:21.440]  愚作的就拿着燈卻不預備油
[00:07:21.440 --> 00:07:25.560]  聰明的拿着燈又預備油在器皿裏面
[00:07:25.560 --> 00:07:29.040]  那十個當中有五個是愚作的
[00:07:29.040 --> 00:07:32.120]  那這裏是不是說有百分之五十的人
[00:07:32.120 --> 00:07:35.480]  或者是百分之五十的教會是愚作的呢
[00:07:35.480 --> 00:07:36.480]  那當然不是
[00:07:36.480 --> 00:07:41.080]  我們知道這個數字十和五其實並不重要
[00:07:41.080 --> 00:07:45.040]  重要的是怎麼會有一些是愚作的
[00:07:45.040 --> 00:07:48.440]  然後有另外的一些是聰明的呢
[00:07:48.440 --> 00:07:52.280]  其實我們來看十個的統領
[00:07:52.280 --> 00:07:54.840]  他們有同樣的地方就是
[00:07:54.840 --> 00:07:57.640]  他們都領受了同樣的任務
[00:07:57.640 --> 00:08:01.520]  他們都需要迎接新郎的再來
[00:08:01.520 --> 00:08:03.400]  迎接新郎的到來
[00:08:03.400 --> 00:08:05.360]  當新郎來的時候
[00:08:05.360 --> 00:08:08.640]  他們要點那個燈來迎接他
[00:08:08.640 --> 00:08:10.800]  這個就是他們的工作
[00:08:10.800 --> 00:08:15.200]  他們需要的工具就是油還有燈
[00:08:15.200 --> 00:08:18.560]  他們的責任就是使用這些工具
[00:08:18.560 --> 00:08:21.560]  來完成接到的這個任務
[00:08:21.560 --> 00:08:23.560]  當新郎要來的時候
[00:08:23.560 --> 00:08:26.120]  他們就要把這個燈要點着
[00:08:26.120 --> 00:08:28.160]  要發出亮光
[00:08:28.160 --> 00:08:31.560]  可是其中有五個的統領
[00:08:31.560 --> 00:08:34.880]  他們沒有認真的去對待這個工作
[00:08:34.880 --> 00:08:39.920]  他們忽略了這個工作所需要的一個很重要的細節
[00:08:39.920 --> 00:08:41.880]  就是油
[00:08:41.880 --> 00:08:43.320]  他們沒有預備油
[00:08:43.320 --> 00:08:44.920]  只有燈
[00:08:44.920 --> 00:08:48.480]  就好像說我們有些時候也常常會遇到這個情況
[00:08:48.480 --> 00:08:50.240]  就是我們的手機
[00:08:50.240 --> 00:08:52.960]  帶了手機可是沒有充電
[00:08:52.960 --> 00:08:54.960]  有手機可是沒有電
[00:08:54.960 --> 00:08:57.800]  可能我們帶了這個相機要去拍照
[00:08:57.800 --> 00:09:00.360]  可能已經帶了
[00:09:00.360 --> 00:09:03.760]  但是那個相機是沒有電的
[00:09:03.760 --> 00:09:07.440]  或者有些時候我們要用的音響沒有電
[00:09:07.440 --> 00:09:08.920]  他們的情形有點類似
[00:09:08.920 --> 00:09:10.080]  他們有燈
[00:09:10.080 --> 00:09:12.160]  但是沒有油
[00:09:12.160 --> 00:09:15.000]  他們的工作是要發出亮光
[00:09:15.000 --> 00:09:18.840]  可是他們只有燈
[00:09:18.840 --> 00:09:22.320]  就好像一個蠟燭只有燈芯
[00:09:22.320 --> 00:09:25.000]  火沒有火
[00:09:25.000 --> 00:09:28.640]  電筒沒有電
[00:09:28.640 --> 00:09:32.480]  這個就是一個圖有虛表的
[00:09:32.480 --> 00:09:35.600]  或者是圖有外表的一個宗教的行爲
[00:09:35.600 --> 00:09:37.240]  宗教的外表
[00:09:37.240 --> 00:09:41.120]  他們沒有內在的生命的素質
[00:09:41.120 --> 00:09:45.080]  所以有句話說的比較貼地
[00:09:45.080 --> 00:09:48.680]  就是說他們真不是省油的燈
[00:09:48.680 --> 00:09:49.480]  他們是什麼
[00:09:49.480 --> 00:09:53.320]  是沒有油的燈
[00:09:53.320 --> 00:09:55.440]  所以在這裏值得留意的話
[00:09:55.440 --> 00:09:58.840]  他們不是不喜歡他們的那個職位
[00:09:58.840 --> 00:10:02.160]  他們是喜歡他們的這個職位
[00:10:02.160 --> 00:10:04.360]  就是做這個童女
[00:10:04.360 --> 00:10:06.720]  然後去拿着燈這個職位
[00:10:06.720 --> 00:10:07.240]  不然的話
[00:10:07.240 --> 00:10:08.960]  他們早就可能閃人
[00:10:08.960 --> 00:10:10.360]  他們就不幹了
[00:10:10.360 --> 00:10:14.840]  但是對於這個職位所要求的這個工作呢
[00:10:14.840 --> 00:10:17.200]  他們卻缺乏閱程
[00:10:17.200 --> 00:10:20.280]  他們沒有用做必要的事情呢
[00:10:20.280 --> 00:10:23.760]  來滿足工作的要求
[00:10:23.760 --> 00:10:25.640]  那些愚蠢的人呢
[00:10:25.640 --> 00:10:29.640]  以爲這盞有着單純的宗教外表的燈呢
[00:10:29.640 --> 00:10:31.080]  可以湊笑
[00:10:31.080 --> 00:10:32.640]  或者他們想呢
[00:10:32.640 --> 00:10:35.240]  使燈能點着這種的力量呢
[00:10:35.240 --> 00:10:37.280]  可以在最後的一分鐘呢
[00:10:37.280 --> 00:10:38.480]  向別人呢
[00:10:38.480 --> 00:10:41.480]  借來事實上根本呢
[00:10:41.480 --> 00:10:42.760]  不可以借
[00:10:42.760 --> 00:10:47.080]  所以在第五節的時候說新郎食言的時候
[00:10:47.080 --> 00:10:51.760]  他們打盹睡着了
[00:10:51.760 --> 00:10:53.400]  這個時候就說
[00:10:53.400 --> 00:10:56.920]  他們的那個恐怖的時刻來了
[00:10:56.920 --> 00:11:00.760]  因爲新郎快要來的時候
[00:11:00.760 --> 00:11:03.520]  他們居然打盹睡着
[00:11:03.520 --> 00:11:05.480]  沒有做好一個預備
[00:11:05.480 --> 00:11:07.920]  在這裏我們需要留意兩個的方面
[00:11:07.920 --> 00:11:09.880]  第一方面呢就是
[00:11:09.880 --> 00:11:11.120]  就是耶穌基督呢
[00:11:11.120 --> 00:11:13.840]  早就已經有告訴過他們
[00:11:13.840 --> 00:11:15.280]  他會食言的
[00:11:15.280 --> 00:11:17.440]  要他們要警醒
[00:11:17.440 --> 00:11:21.440]  其實在新約的其他地方也有這樣的一些提醒
[00:11:21.440 --> 00:11:25.000]  就說耶穌基督要來的時候
[00:11:25.000 --> 00:11:26.960]  他不是單言
[00:11:26.960 --> 00:11:28.520]  他遲遲未來不是單言
[00:11:28.520 --> 00:11:32.080]  乃是要寬容世人
[00:11:32.080 --> 00:11:35.360]  所以在這裏耶穌基督的食言
[00:11:35.360 --> 00:11:36.840]  他不是一個單言
[00:11:36.840 --> 00:11:38.840]  乃是要寬容世人
[00:11:38.840 --> 00:11:42.080]  新郎他的食言也是一樣
[00:11:42.080 --> 00:11:45.280]  那在第二方面我們要留意的就是
[00:11:45.280 --> 00:11:53.800]  不是隻有五個愚蠢的童女打盹睡覺
[00:11:53.800 --> 00:11:58.120]  這個工作不是要一輩子睡覺
[00:11:58.120 --> 00:11:59.120]  可是呢
[00:11:59.120 --> 00:12:01.320]  睡覺是工作的一部分
[00:12:01.320 --> 00:12:03.400]  也就是說
[00:12:03.400 --> 00:12:05.720]  另外的聰明的那五個童女呢
[00:12:05.720 --> 00:12:07.320]  其實他們也會打盹
[00:12:07.320 --> 00:12:09.560]  不只是說那五個愚蠢的打盹
[00:12:09.560 --> 00:12:13.080]  其實十個童女包括那個聰明的
[00:12:13.080 --> 00:12:14.120]  也是會打盹的
[00:12:14.120 --> 00:12:15.720]  所以說
[00:12:15.720 --> 00:12:20.000]  這個工作不是要你一輩子來睡覺
[00:12:20.000 --> 00:12:21.000]  可是呢
[00:12:21.000 --> 00:12:23.600]  睡覺是工作的一部分
[00:12:23.600 --> 00:12:26.480]  那睡覺是日常生活的一部分
[00:12:26.480 --> 00:12:28.360]  我們不是被呼召
[00:12:28.360 --> 00:12:30.960]  要好像我們就在某一個地方
[00:12:30.960 --> 00:12:32.240]  比如說在某一個山上
[00:12:32.240 --> 00:12:34.760]  我們就睜大我們的眼睛
[00:12:34.760 --> 00:12:36.800]  一直張望要看着天空
[00:12:36.800 --> 00:12:37.520]  等後就來
[00:12:37.520 --> 00:12:40.040]  一直看着就守在那裏不是那樣子
[00:12:40.040 --> 00:12:42.240]  我們是被呼召做我們的工作
[00:12:42.240 --> 00:12:44.160]  然後呢我們會有休息
[00:12:44.160 --> 00:12:46.480]  然後呢我們會繼續工作
[00:12:46.480 --> 00:12:49.600]  那十個童女其實都睡着了
[00:12:49.600 --> 00:12:52.720]  因爲睡覺是我們日常生活的一部分
[00:12:52.720 --> 00:12:54.640]  我們在等候耶穌的時候呢
[00:12:54.640 --> 00:12:56.240]  其實我們也需要做工
[00:12:56.240 --> 00:12:58.240]  也需要休息
[00:12:58.240 --> 00:13:02.640]  不過這個比喻所提醒我們的就是
[00:13:02.640 --> 00:13:04.600]  並非
[00:13:04.600 --> 00:13:06.440]  這裏提醒我們的這個警醒
[00:13:06.440 --> 00:13:12.720]  並非指即將進入延時前的這種臨時的警醒
[00:13:12.720 --> 00:13:15.600]  而是指我們平常的這個的警醒
[00:13:15.600 --> 00:13:18.440]  我們平常的預備
[00:13:18.440 --> 00:13:22.320]  我們要在平日的時候就要預備好
[00:13:22.320 --> 00:13:24.240]  聰明的這些的童女呢
[00:13:24.240 --> 00:13:27.320]  他們所以能夠安詳的來睡覺
[00:13:27.320 --> 00:13:28.600]  他們睡得很穩妥啊
[00:13:28.600 --> 00:13:29.320]  他們安詳
[00:13:29.320 --> 00:13:31.360]  因爲他們有充足的預備
[00:13:31.360 --> 00:13:34.760]  他們平常就已經預備好了
[00:13:34.760 --> 00:13:38.840]  所以這個比喻呢是在警告那些在打盹之前
[00:13:38.840 --> 00:13:42.680]  或者在睡覺之前沒有預備好的人
[00:13:42.680 --> 00:13:47.280]  這些人其實就是一些所謂的臨時抱活腳的人
[00:13:47.280 --> 00:13:49.160]  他們在打盹之前
[00:13:49.160 --> 00:13:50.360]  他們在休息之前
[00:13:50.360 --> 00:13:51.480]  他們就沒有預備好
[00:13:51.480 --> 00:13:54.680]  也就是說他們平常的那個工作的狀態
[00:13:54.680 --> 00:13:57.760]  其實就是一個沒有預備好的狀態
[00:13:57.760 --> 00:14:02.360]  那這個狀態其實就是一個翫忽職守的一個的狀態
[00:14:02.360 --> 00:14:06.280]  他們只是在那個工作的崗位上面
[00:14:06.280 --> 00:14:11.560]  卻沒有按照那個工作崗位的要求來工作
[00:14:11.560 --> 00:14:13.440]  這個也是對我們的一個的提醒
[00:14:13.440 --> 00:14:15.080]  今天我們的服飾
[00:14:15.080 --> 00:14:18.120]  我們在不同的崗位上面服飾
[00:14:18.120 --> 00:14:24.920]  那我們有沒有按照那個服飾崗位的要求來做好我們的工作呢
[00:14:24.920 --> 00:14:31.720]  那第二我們要警醒的就是一個虛有其表的信仰
[00:14:31.720 --> 00:14:35.920]  我們來看第六節到第九節
[00:14:35.920 --> 00:14:39.520]  第六節說半夜有人喊着說新郎來了
[00:14:39.520 --> 00:14:43.440]  你們出來迎接他
[00:14:43.440 --> 00:14:47.920]  那這個場景有一天真的要發生了
[00:14:47.920 --> 00:14:53.280]  新郎來了也是他們期待已久的一個的場面
[00:14:53.280 --> 00:14:57.680]  我想對他們來講每一個人都非常的期待
[00:14:57.680 --> 00:15:01.560]  但是當新郎真的要來的時候
[00:15:01.560 --> 00:15:03.160]  問題就出現了
[00:15:03.160 --> 00:15:08.280]  因爲有人沒有預備好
[00:15:08.280 --> 00:15:13.040]  這個愚蠢的生活會加增我們的愚昧
[00:15:13.040 --> 00:15:15.760]  當有人喊新郎要來了
[00:15:15.760 --> 00:15:18.960]  那他們就拿着這個空的油燈
[00:15:18.960 --> 00:15:23.080]  沒有隻有外在的一個形式
[00:15:23.080 --> 00:15:27.360]  所以你可以想象當時的那個的情景
[00:15:27.360 --> 00:15:31.640]  非常的狼狽非常的尷尬
[00:15:31.640 --> 00:15:39.920]  非常的很難以去自處的一個場景
[00:15:39.920 --> 00:15:43.640]  比如說你要去接人
[00:15:43.640 --> 00:15:45.120]  那個人已經他要來了
[00:15:45.120 --> 00:15:46.640]  你要開車去接他
[00:15:46.640 --> 00:15:47.800]  當你要開車的時候
[00:15:47.800 --> 00:15:52.440]  你發現這個車沒有油開不動了
[00:15:52.440 --> 00:15:56.800]  這個也是一個挺狼狽的一個的場景
[00:15:56.800 --> 00:15:58.120]  那不僅是如此
[00:15:58.120 --> 00:16:00.960]  那他們不只是很狼狽
[00:16:00.960 --> 00:16:04.440]  而且他們又問了一個不太可能的事情
[00:16:04.440 --> 00:16:09.480]  那他們是問那些聰明的同旅要去借油
[00:16:09.480 --> 00:16:11.920]  他們向那個聰明的同旅說
[00:16:11.920 --> 00:16:13.800]  請分點油給我們
[00:16:13.800 --> 00:16:15.480]  結果怎麼樣呢
[00:16:15.480 --> 00:16:18.040]  我們都可以想象
[00:16:18.040 --> 00:16:23.560]  他們很希望說從那些的同旅那裏借到一些的油可以來用
[00:16:23.560 --> 00:16:25.320]  分到他們的一些油
[00:16:25.320 --> 00:16:29.240]  當然結果不如他們所願
[00:16:29.240 --> 00:16:33.320]  聰明的同旅他們不答應他們的那個的請求
[00:16:33.320 --> 00:16:35.880]  是不是很自私呢
[00:16:35.880 --> 00:16:36.520]  其實不是
[00:16:36.520 --> 00:16:38.840]  因爲每個人有他自己的份
[00:16:38.840 --> 00:16:40.880]  如果分了給他們的話
[00:16:40.880 --> 00:16:42.360]  他們自己也不夠
[00:16:42.360 --> 00:16:46.200]  所以他們就建議說叫他們自己去買
[00:16:46.200 --> 00:16:48.640]  不過當他們去買回來的時候
[00:16:48.640 --> 00:16:50.800]  已經趕不及了
[00:16:50.800 --> 00:16:52.080]  新郎已經到了
[00:16:52.080 --> 00:16:54.720]  門已經關了
[00:16:54.720 --> 00:16:58.320]  事實上這個事情也是警告我們說
[00:16:58.320 --> 00:17:02.240]  有一些的東西是沒有辦法借的
[00:17:02.240 --> 00:17:03.520]  這些漁桌的同旅
[00:17:03.520 --> 00:17:06.480]  他們在需要的時候才發現沒有油
[00:17:06.480 --> 00:17:08.640]  然後要向別人去借油
[00:17:08.640 --> 00:17:11.960]  其實真的有些東西不能借
[00:17:11.960 --> 00:17:14.320]  就像我們跟上帝的關係
[00:17:14.320 --> 00:17:16.680]  我們沒有辦法去向別人去借
[00:17:16.680 --> 00:17:22.280]  我們自己必須要跟上帝個人要建立這種的關係
[00:17:22.280 --> 00:17:25.320]  就像我們個人屬靈的生命
[00:17:25.320 --> 00:17:27.280]  我們屬靈的品格等等
[00:17:27.280 --> 00:17:29.760]  都沒有辦法向別人去借
[00:17:29.760 --> 00:17:34.600]  我們也不能靠別人積累下來的一些屬靈的資本來生活
[00:17:34.600 --> 00:17:38.920]  比如說好像我父母他是一個很虔誠的基督徒
[00:17:38.920 --> 00:17:40.200]  甚至是牧師傳代人
[00:17:40.200 --> 00:17:43.240]  然後我可以從他那裏借來一些屬靈的資本
[00:17:43.240 --> 00:17:45.880]  其實是不可以的
[00:17:45.880 --> 00:17:48.840]  有些的東西我們必須自己去獲得
[00:17:48.840 --> 00:17:51.080]  或者必須自己去佔有
[00:17:51.080 --> 00:17:54.280]  因爲我們不能像別人可以借到
[00:17:54.280 --> 00:17:56.200]  就像信心一樣
[00:17:56.200 --> 00:17:59.520]  信心也是不能向別人去借的
[00:17:59.520 --> 00:18:04.000]  所以在中世紀的時候出現過一個的情況
[00:18:04.000 --> 00:18:06.400]  就是當時有那個贖罪券
[00:18:06.400 --> 00:18:10.640]  贖罪券就當時非常的流行
[00:18:10.640 --> 00:18:14.560]  因爲買贖罪券就可以把這些的功德
[00:18:14.560 --> 00:18:18.800]  可以轉給其他的一些的親人
[00:18:18.800 --> 00:18:21.120]  這個是一個嚴重的錯誤
[00:18:21.120 --> 00:18:23.560]  也是嚴重違背聖經的
[00:18:23.560 --> 00:18:25.480]  就是沒有辦法可以去轉
[00:18:25.480 --> 00:18:26.880]  這是所謂的功勞
[00:18:26.880 --> 00:18:31.600]  所謂的功德都沒有辦法可以轉到另外一個人的身上
[00:18:31.600 --> 00:18:36.480]  然後我們的屬靈的資本也沒有辦法從上一代
[00:18:36.480 --> 00:18:39.280]  然後遺傳到下一代或者轉到下一代
[00:18:39.280 --> 00:18:41.600]  所以所謂的二代的基督徒
[00:18:41.600 --> 00:18:44.800]  也不能從上一代的基督徒那裏
[00:18:44.800 --> 00:18:48.120]  可以去借他們的所謂的信心
[00:18:48.120 --> 00:18:50.800]  或者是他們屬靈的品格
[00:18:50.800 --> 00:18:52.560]  所以聰明的童語就說
[00:18:52.560 --> 00:18:54.560]  恐怕不夠你我用
[00:18:54.560 --> 00:18:58.520]  不如你們自己到賣油的那裏去買吧
[00:18:58.520 --> 00:19:00.400]  這個什麼意思呢?
[00:19:00.400 --> 00:19:03.280]  其實就是說他們的信心
[00:19:03.280 --> 00:19:07.240]  他們屬靈的生命是沒有辦法去跟別人去分享的
[00:19:07.240 --> 00:19:09.520]  這個是不能共享的
[00:19:09.520 --> 00:19:13.600]  一個內在的屬靈的生命沒有辦法去分給你的
[00:19:13.600 --> 00:19:15.280]  我們對上帝的順服
[00:19:15.280 --> 00:19:23.640]  或者是我們對上帝的忠心也沒有辦法去分給別人的
[00:19:23.640 --> 00:19:28.840]  在這裏我們看到這些漁桌的童侶
[00:19:28.840 --> 00:19:30.760]  他們拿着沒有油的燈
[00:19:30.760 --> 00:19:34.840]  這些燈就像一個須有取表的信仰一樣
[00:19:34.840 --> 00:19:36.520]  它沒有實在的內涵
[00:19:36.520 --> 00:19:37.720]  它不能點着
[00:19:37.720 --> 00:19:39.840]  它沒有實在的功用
[00:19:39.840 --> 00:19:44.480]  但是它外在有一個東西很像
[00:19:44.480 --> 00:19:47.640]  這個就像一個宗教的一個外衣
[00:19:47.640 --> 00:19:50.120]  它圖有宗教的一個外表
