
[00:00:00.000 --> 00:00:02.360]  我會跟各位稍微解釋一下
[00:05:12.680 --> 00:05:17.900]  當摩西代的老百姓出埃及的時候
[00:05:17.900 --> 00:05:21.320]  他們來到紅海邊
[00:05:22.440 --> 00:05:24.680]  結果與摩西舉起右手
[00:05:24.680 --> 00:05:26.760]  舉贊紅海就分開
[00:05:26.760 --> 00:05:29.300]  摩西就唱什麼
[00:05:29.300 --> 00:05:31.500]  摩西之歌
[00:05:31.500 --> 00:05:33.140]  來 我們一起來唸
[00:05:33.140 --> 00:05:36.320]  出埃及地十五章六節 它說
[00:05:36.320 --> 00:05:40.280]  耶和華你的右手施展能力
[00:05:40.280 --> 00:05:42.280]  顯出榮耀
[00:05:42.280 --> 00:05:46.360]  耶和華你的右手衰脆仇敵
[00:05:46.360 --> 00:05:47.560]  哈勒路亞
[00:05:47.560 --> 00:05:50.900]  神的右手施展能力
[00:05:51.480 --> 00:05:54.360]  摩西當他拿起贊的時候
[00:05:54.360 --> 00:05:56.800]  他的右手高舉起來的時候
[00:05:56.800 --> 00:05:59.560]  他不是把他看作是自己的手嗎
[00:05:59.560 --> 00:06:02.780]  我自己的手沒有什麼了不起嘛
[00:06:02.780 --> 00:06:06.720]  但是當我把他看成是神的右手的時候
[00:06:06.720 --> 00:06:09.000]  這個手就有能力 所以
[00:06:09.000 --> 00:06:12.620]  他跟著在這個十四章十六節
[00:06:12.620 --> 00:06:16.480]  他說 你舉手向海伸贊
[00:06:16.480 --> 00:06:18.420]  把水分開
[00:06:18.600 --> 00:06:21.680]  所以摩西他唱摩西之歌的時候
[00:06:21.680 --> 00:06:23.800]  他講說不是我
[00:06:23.800 --> 00:06:26.140]  是你 舉手
[00:06:26.140 --> 00:06:28.440]  所以當我們征戰的時候
[00:06:28.440 --> 00:06:30.200]  我們向著仇敵的時候
[00:06:30.200 --> 00:06:32.000]  我們呼求神的時候
[00:06:32.000 --> 00:06:33.000]  當我們
[00:06:33.000 --> 00:06:37.320]  拼著我們的命為神來做事情的時候
[00:06:37.320 --> 00:06:38.960]  我們
[00:06:38.960 --> 00:06:42.620]  好像那個手是神的手一樣
[00:06:42.620 --> 00:06:44.120]  記得吧
[00:06:44.120 --> 00:06:46.500]  在山上的時候
[00:06:46.980 --> 00:06:51.220]  那個約書亞 迦勒在山下征戰嘛
[00:06:51.220 --> 00:06:53.100]  跟亞摩利林征戰
[00:06:53.100 --> 00:06:55.880]  摩西亞人霍爾在山上幹什麼
[00:06:55.880 --> 00:06:57.540]  舉手
[00:06:57.540 --> 00:07:01.300]  右手舉起來 舉累了怎麼樣
[00:07:01.300 --> 00:07:04.600]  還有兩個幫手給他托住 不是嗎
[00:07:04.600 --> 00:07:07.060]  感謝神 那麼
[00:07:07.060 --> 00:07:10.120]  在在的 神彰顯出
[00:07:10.120 --> 00:07:11.720]  我們的右手
[00:07:11.720 --> 00:07:14.960]  是真的是神的能力在中間
[00:07:15.300 --> 00:07:18.240]  不要小看你的右手 是不是
[00:07:18.240 --> 00:07:22.080]  哦 你要今天晚上回家
[00:07:22.080 --> 00:07:25.640]  每天晚上回家 你都說是怎麼樣
[00:07:25.640 --> 00:07:28.760]  保 心
[00:07:28.760 --> 00:07:31.240]  擁 愛因
[00:07:31.240 --> 00:07:33.080]  這是神的右手
[00:07:33.080 --> 00:07:36.400]  神在在的彰顯
[00:07:36.400 --> 00:07:38.840]  這五個指頭都用到了
[00:07:38.840 --> 00:07:42.220]  是不是 手腕也用到了
[00:07:42.220 --> 00:07:44.440]  虎口也用到了
[00:07:44.640 --> 00:07:47.860]  沒有一個指頭不是重要的
[00:07:47.860 --> 00:07:49.880]  這是神的右手
[00:07:49.880 --> 00:07:53.320]  就是我們是按照神的形象造的
[00:07:53.320 --> 00:07:56.420]  所以我們的右手也是大有能力的
[00:07:56.420 --> 00:07:59.140]  摩西舉手向海伸張
[00:07:59.140 --> 00:08:03.020]  水就分開 他說那不是我 那是你
[00:08:03.020 --> 00:08:08.500]  哈律勒亞 所以神的右手顯出榮耀
[00:08:08.500 --> 00:08:11.020]  是不是 哈律勒亞
[00:08:11.020 --> 00:08:14.620]  你的手 像我的手 我手指頭很短
[00:08:15.280 --> 00:08:16.280]  不好看
[00:08:16.280 --> 00:08:19.560]  有的人是牽牽一手
[00:08:19.560 --> 00:08:22.360]  那麼很好看 但是
[00:08:22.360 --> 00:08:25.580]  我的手就像神的右手一樣
[00:08:25.580 --> 00:08:28.760]  是不是 我說神的榮耀
[00:08:28.760 --> 00:08:32.720]  當我願意用我的右手為神來征戰的時候
[00:08:32.720 --> 00:08:36.380]  當我願意用我的右手為神來舉手的時候
[00:08:36.380 --> 00:08:41.060]  當我願意把我的右手再一次向神伸出的時候
[00:08:41.060 --> 00:08:44.880]  祂的榮耀就彰顯 祂的能力就發出來了
[00:08:44.880 --> 00:08:50.000]  聖之一他說 你的右手衰脆仇敵啊
[00:08:50.000 --> 00:08:52.220]  是不是 那麼
[00:08:52.220 --> 00:08:56.460]  十五章十二節他說
[00:08:56.460 --> 00:08:58.680]  地就吞滅
[00:08:58.680 --> 00:09:03.260]  那麼當神伸出他的右手的時候
[00:09:03.260 --> 00:09:07.780]  所有這些違背神 背叛神
[00:09:07.780 --> 00:09:10.800]  不順服神 不跟從神的
[00:09:10.800 --> 00:09:14.340]  都被這個地 像是可拉黨一樣
[00:09:14.340 --> 00:09:16.940]  統統被吞沒下去了 不是嗎
[00:09:16.940 --> 00:09:20.100]  所以我們就想到神的右手是
[00:09:20.100 --> 00:09:23.340]  何等的榮耀 何等的有能力
[00:09:23.340 --> 00:09:27.060]  神的右手是何等的偉大 是不是
[00:09:27.060 --> 00:09:28.500]  好的
[00:09:28.500 --> 00:09:34.120]  那麼 再來說
[00:09:34.120 --> 00:09:37.520]  我們剛才說右手是有能力 有榮耀
[00:09:37.520 --> 00:09:40.020]  是能夠衰懼仇敵 現在是說
[00:09:40.020 --> 00:09:43.980]  耶穌坐在父神的右手邊 是不是
[00:09:43.980 --> 00:09:46.700]  我們知道 耶穌
[00:09:46.700 --> 00:09:49.880]  為我們的罪被釘死在十字架上
[00:09:49.880 --> 00:09:54.400]  如果說耶穌被釘死在十字架上就完了
[00:09:54.400 --> 00:09:57.140]  那我們真的不用信
[00:09:57.140 --> 00:10:00.000]  這聖經到此為止啦
[00:10:00.000 --> 00:10:02.640]  但是祂又復活了
[00:10:02.640 --> 00:10:07.780]  祂復活怎麼樣呢 西伯來書八章一至二節祂說
[00:10:07.780 --> 00:10:14.200]  請 已經坐在天上自大者寶座的右邊
[00:10:14.200 --> 00:10:19.660]  在聖所 就是真杖木裡做職事
[00:10:19.660 --> 00:10:25.220]  這杖木是主所織的 不是人所織的
[00:10:25.220 --> 00:10:29.540]  哈利路亞 耶穌已經 是不是
[00:10:29.540 --> 00:10:38.160]  屍沒有困住祂 屍沒有聖過祂 撒旦魔鬼沒有捆住祂
[00:10:38.160 --> 00:10:43.440]  耶穌復活 祂坐在天上自大者寶座的右邊
[00:10:43.440 --> 00:10:48.140]  在聖所 那是真的杖木裡
[00:10:48.140 --> 00:10:50.980]  哈利路亞 我們這裡是聖殿
[00:10:50.980 --> 00:10:53.520]  或者我們說是聖所
[00:10:53.520 --> 00:10:56.140]  英文說是 Sanctuary Place
[00:10:56.140 --> 00:11:01.240]  是真正聖潔 但是在天上的杖木
[00:11:01.240 --> 00:11:05.300]  耶穌在的杖木 這是真的杖木
[00:11:05.300 --> 00:11:08.580]  真正的杖木 祂在裡面做什麼
[00:11:08.580 --> 00:11:11.680]  做職事 哈利路亞
[00:11:11.680 --> 00:11:16.300]  也就是說 耶穌在天上是管事的
[00:11:16.300 --> 00:11:19.580]  耶穌從祂出生到祂升天
[00:11:19.580 --> 00:11:24.820]  祂一直是管事的 所以祂的能力就是神的右手
[00:11:24.820 --> 00:11:28.500]  有能力 有榮耀 有恩典 能征戰
[00:11:28.500 --> 00:11:32.860]  能夠擊碎撒旦魔鬼一切的事情的座寵
[00:11:32.860 --> 00:11:40.860]  而那個杖木是神執的 神搭 不是人手所執的
[00:11:40.860 --> 00:11:45.260]  所以耶穌坐下來 祂的地點是在哪裡
[00:11:45.260 --> 00:11:50.800]  從這段話我們看到 耶穌祂坐下來
[00:11:50.800 --> 00:11:53.560]  祂坐在哪裡
[00:11:53.560 --> 00:11:58.300]  上帝寶座的右手邊 是不是
[00:11:58.300 --> 00:11:59.460]  哈利路亞
[00:11:59.460 --> 00:12:03.620]  那祂坐下來的時間是什麼時間
[00:12:03.620 --> 00:12:07.460]  希伯來書一章三節 祂說
[00:12:07.460 --> 00:12:12.300]  當祂洗盡人的罪的時候
[00:12:12.300 --> 00:12:14.980]  所以我說如果說耶穌被釘死了
[00:12:14.980 --> 00:12:18.260]  聖經就完了話 真的不要信了
[00:12:18.260 --> 00:12:23.340]  但是祂就復活了 祂為什麼復活
[00:12:23.340 --> 00:12:29.700]  就是為了要讓一切受信祂的不自滅亡 反德永生
[00:12:29.700 --> 00:12:32.380]  祂洗盡了人的罪
[00:12:32.380 --> 00:12:38.900]  那個時候祂就坐在附神寶座的右邊
[00:12:38.900 --> 00:12:42.220]  那麼祂的時間是什麼
[00:12:42.220 --> 00:12:46.540]  就是當祂成了永遠的贖價
[00:12:46.540 --> 00:12:52.100]  祂永遠贖了我們的罪的時候 是不是
[00:12:52.100 --> 00:12:58.020]  現在問題是我們有沒有去接受祂
[00:12:58.020 --> 00:13:03.340]  如果說今天神伸出祂的右手來的時候
[00:13:03.340 --> 00:13:05.460]  你要不要去抓住祂
[00:13:05.460 --> 00:13:07.820]  當你抓住祂的時候
[00:13:07.820 --> 00:13:13.500]  你就跟耶穌一同在神的寶座
[00:13:13.500 --> 00:13:16.700]  你就跟耶穌在一起 是不是
[00:13:16.700 --> 00:13:22.660]  如果願意接受祂 你的罪就被洗掉
[00:13:22.660 --> 00:13:27.940]  你就得到了贖罪了
[00:13:27.940 --> 00:13:32.500]  耶穌為什麼要坐在父神的右手邊 祂的原因
[00:13:32.500 --> 00:13:35.740]  那麼七章二十五節祂說
[00:13:35.740 --> 00:13:40.500]  祂是長遠活著 拯救到底
[00:13:40.500 --> 00:13:43.820]  祂是替人求的 是不是
[00:13:43.820 --> 00:13:48.740]  所以耶穌祂坐在父神的右邊
[00:13:48.740 --> 00:13:55.100]  祂是要為我們人來求神的恩典 祝福與憐憫
[00:13:55.100 --> 00:14:00.700]  不叫我們失落了 不叫我們迷惑了
[00:14:00.700 --> 00:14:06.740]  甚至於祂長遠活著就是為了要拯救到底
[00:14:06.740 --> 00:14:09.100]  不斷地為人求
[00:14:09.100 --> 00:14:15.860]  你相不相信你如果向神求什麼
[00:14:15.860 --> 00:14:19.980]  這個話講出去跑到哪裡去了
[00:14:19.980 --> 00:14:23.020]  跑到天上去 是不是
[00:14:23.020 --> 00:14:30.020]  所以有的時候我們必須要努力地求
[00:14:30.020 --> 00:14:31.700]  我們要真心誠意地求
[00:14:31.700 --> 00:14:35.860]  我們要放開口向神來求的時候
[00:14:35.860 --> 00:14:39.900]  讓這個禱告 讓這個祈求
[00:14:39.900 --> 00:14:44.420]  能夠出得了你的口 能夠出得了這個聖殿
[00:14:44.420 --> 00:14:48.180]  能夠直達神的寶座
[00:14:48.180 --> 00:14:51.700]  耶穌在那邊說 父神啊
[00:14:51.700 --> 00:14:56.940]  這個是余慕斯在為新歡愛羚羊堂在求啊
[00:14:56.940 --> 00:15:00.340]  父神說 祂求什麼啊
[00:15:00.340 --> 00:15:05.180]  祂說這個教會要復興 感謝神
[00:15:05.180 --> 00:15:09.900]  當神聽到的時候 祂說 好
[00:15:09.900 --> 00:15:13.100]  再一次復興的靈要靈到這裡
[00:15:13.100 --> 00:15:15.980]  復興的火要燃燒起
[00:15:15.980 --> 00:15:21.140]  復興要再一次在五二林往東九十號往東
[00:15:21.140 --> 00:15:26.460]  再一次彰顯出來 哈勒路亞
[00:15:26.460 --> 00:15:30.100]  哥林多後書這裡說 祂說
[00:15:30.100 --> 00:15:36.300]  在這等人就做了死的香氣 叫祂死
[00:15:36.300 --> 00:15:42.340]  在那等人就做了活的香氣 叫祂活
[00:15:42.340 --> 00:15:46.860]  他的意思是說這一等還在罪孽過犯中
[00:15:46.860 --> 00:15:49.500]  像死的人一樣
[00:15:49.500 --> 00:15:54.140]  但是那一等卻是活了出來的
[00:15:54.140 --> 00:15:59.180]  活出基督的生命來的 是叫祂活起來的
[00:15:59.180 --> 00:16:01.100]  感謝神 讚美神
[00:16:01.100 --> 00:16:10.340]  我們相信上帝必定要攙扶著我們的右手
[00:16:10.340 --> 00:16:14.500]  以塞爾書四十一章 八至十三節中間
[00:16:14.500 --> 00:16:17.380]  十三節祂說 我們一起來念
[00:16:17.380 --> 00:16:23.060]  我耶和華你的上帝 必攙扶你的右手
[00:16:23.060 --> 00:16:28.140]  對你說 不要害怕 我必幫助你
[00:16:28.140 --> 00:16:31.460]  這短短的一句話
[00:16:31.460 --> 00:16:35.260]  祂表達了神對人的關愛
[00:16:35.260 --> 00:16:38.620]  祂表達了神對人的幫助
[00:16:38.620 --> 00:16:43.340]  祂表達了神對人的引領 帶領
[00:16:43.340 --> 00:16:48.540]  我們的神祂要攙扶著我們的右手
[00:16:48.540 --> 00:16:51.900]  剛才我們說的
[00:16:51.900 --> 00:16:54.460]  我們有的時候上下樓梯
[00:16:54.460 --> 00:16:57.100]  我們有的時候出車子的時候
[00:16:57.100 --> 00:17:00.780]  我們要攙扶行動不方便
[00:17:00.780 --> 00:17:06.700]  那麼祂的右手就好像神攙扶我們一樣
[00:17:06.700 --> 00:17:09.980]  祂用祂的右手攙扶我們
[00:17:09.980 --> 00:17:12.860]  如果我用左手攙扶你
[00:17:12.860 --> 00:17:14.740]  連我自己都不穩
[00:17:14.740 --> 00:17:17.740]  你也會感覺到不穩
[00:17:17.740 --> 00:17:21.540]  但是當我們的右手攙扶上帝
[00:17:21.540 --> 00:17:24.780]  攙扶我們 我們可以抓住
[00:17:24.780 --> 00:17:29.100]  我們可以撐著 我們可以再一次
[00:17:29.100 --> 00:17:34.500]  接受祂的關愛 幫助跟引領
[00:17:34.500 --> 00:17:41.100]  有一本屬靈的 叫做《靈命日兩岸》
[00:17:41.100 --> 00:17:42.940]  他在12月27號的時候
[00:17:42.940 --> 00:17:46.260]  他講了一個小故事
[00:17:46.260 --> 00:17:52.700]  他說有一個人他牽了狗去散步
[00:17:52.700 --> 00:17:55.420]  如果你有養狗的你就知道
[00:17:55.420 --> 00:17:59.940]  當這個狗你牽出去散步的時候
[00:17:59.940 --> 00:18:03.780]  你抓到牠繩子很好嘛 是不是
[00:18:03.780 --> 00:18:08.940]  但是很不幸一隻兔子從草堆裡面跑出來
[00:18:08.940 --> 00:18:12.620]  那狗怎麼樣追上去
[00:18:12.620 --> 00:18:16.340]  把這個姐妹拉得摔跤了
[00:18:16.340 --> 00:18:19.180]  甚至於整個手都鬆脫了
[00:18:19.180 --> 00:18:21.460]  有這回事嗎 是不是
[00:18:21.460 --> 00:18:25.100]  好像你們相會一笑 有這回事一樣
[00:18:25.100 --> 00:18:29.460]  結果把他摔跤 手就扭傷了
[00:18:29.460 --> 00:18:31.820]  而他是一個作家
[00:18:31.820 --> 00:18:34.180]  手扭傷了打字也不行
[00:18:34.180 --> 00:18:36.820]  寫字也不行的時候
[00:18:36.820 --> 00:18:40.300]  他真的是好懊惱
[00:18:40.300 --> 00:18:43.580]  那麼他就向神報告
[00:18:43.580 --> 00:18:46.140]  他說 神啊你看
[00:18:46.140 --> 00:18:48.740]  我這個手摔傷成這個樣子
[00:18:48.740 --> 00:18:50.740]  我怎麼寫字
[00:18:50.740 --> 00:18:54.380]  我怎麼樣做家事 是不是
[00:18:54.380 --> 00:18:58.300]  但是在冥冥之中
[00:18:58.300 --> 00:19:03.620]  他卻是學會了語音輸入
[00:19:03.620 --> 00:19:08.300]  所以他寫書他就開始用嘴巴講
[00:19:08.300 --> 00:19:13.620]  那個現在的軟體就把他換算成字
[00:19:13.620 --> 00:19:17.100]  把他打出來 把他存進去
[00:19:17.100 --> 00:19:21.420]  甚至於他做事情的時候 洗碗的時候 衫衣服的時候
[00:19:21.420 --> 00:19:24.100]  他學會了用左手
[00:19:24.100 --> 00:19:28.220]  那麼當他學會的時候
[00:19:28.220 --> 00:19:30.780]  他的右手也就好了
[00:19:30.780 --> 00:19:35.300]  你知道嗎 上帝的右手幫助他
[00:19:35.300 --> 00:19:37.900]  上帝的右手帶領他
[00:19:37.900 --> 00:19:40.740]  上帝的右手引領他
[00:19:40.740 --> 00:19:44.140]  上帝關愛他 是不是
[00:19:44.140 --> 00:19:46.660]  那麼我們的神
[00:19:46.660 --> 00:19:50.220]  他有沒有能力幫助我們呢
[00:19:50.220 --> 00:19:52.540]  當然有 是不是
[00:19:52.540 --> 00:19:55.020]  他大人的手 他的右手
[00:19:55.020 --> 00:19:58.140]  是蠻有能力 蠻有恩典 蠻有能
[00:19:58.140 --> 00:20:00.020]  蠻有憐憫的
[00:20:00.020 --> 00:20:03.020]  他保守我們 他帶領我們
[00:20:03.020 --> 00:20:06.900]  不叫我們受到任何的傷害
[00:20:06.900 --> 00:20:11.660]  上帝他攙扶著我們的右手
[00:20:11.660 --> 00:20:13.060]  保守我們
[00:20:13.060 --> 00:20:15.340]  你看你的
[00:20:15.340 --> 00:20:19.100]  現在我們都是 你看你的孫子孫女
[00:20:19.100 --> 00:20:21.460]  小小的 是不是
[00:20:21.460 --> 00:20:25.820]  那麼當你牽他的時候
[00:20:25.820 --> 00:20:30.180]  他很放心的牽著你的手
[00:20:30.180 --> 00:20:32.980]  一個大手牽著小手
[00:20:32.980 --> 00:20:39.860]  那麼真的是好溫暖 好溫馨的一個畫面
[00:20:39.860 --> 00:20:42.820]  你想想看 我們的神
[00:20:42.820 --> 00:20:47.060]  他牽著你 用右手牽著你
[00:20:47.060 --> 00:20:48.180]  是不是
[00:20:48.180 --> 00:20:54.220]  那麼你心裡面是不是會感到溫馨
[00:20:54.220 --> 00:20:55.660]  感到溫暖
[00:20:55.660 --> 00:20:58.020]  你會不會感到他的能力
[00:20:58.020 --> 00:21:03.700]  你會不會再一次跟著他的能力來走
[00:21:03.700 --> 00:21:08.660]  甚至於有狗跑過來要咬
[00:21:08.660 --> 00:21:11.300]  或者是有危險過的時候
[00:21:11.300 --> 00:21:15.900]  他都會把你抱起來等
[00:21:15.900 --> 00:21:17.860]  我們常常喜歡講
[00:21:17.860 --> 00:21:23.700]  每次我們聚會完的時候
[00:21:23.700 --> 00:21:25.780]  我們會有祝福是
[00:21:25.780 --> 00:21:29.940]  願耶和華賜福於你 保護你
[00:21:29.940 --> 00:21:35.460]  他的右手保護你 賜福於你
[00:21:35.460 --> 00:21:36.740]  剛才我們掀起
[00:21:36.740 --> 00:21:41.340]  還沒開始的時候有一個洋人跑進來
[00:21:41.340 --> 00:21:44.740]  然後我跟他說
[00:21:44.740 --> 00:21:47.860]  我們是中文聚會
[00:21:47.860 --> 00:21:53.980]  他說 那你幫我祝福一下
[00:21:53.980 --> 00:21:57.660]  我就按手摘他頭上為他祝福
[00:21:57.660 --> 00:21:59.020]  感謝神
[00:21:59.020 --> 00:22:01.300]  他滿意了就走了
[00:22:01.300 --> 00:22:03.460]  帶著神的祝福
[00:22:03.460 --> 00:22:05.180]  不是我祝福
[00:22:05.180 --> 00:22:07.300]  我祝福有什麼用
[00:22:07.300 --> 00:22:14.660]  我只不過是用神的話語向神為他求
[00:22:14.660 --> 00:22:18.060]  然後把神給他的話給他
[00:22:18.060 --> 00:22:20.820]  有一次我在這邊白天的時候
[00:22:20.820 --> 00:22:23.100]  忽然間蹦蹦跑進來一個人
[00:22:23.100 --> 00:22:26.020]  我先是看到門口一個巴士
[00:22:26.020 --> 00:22:29.620]  公交車停在我們門口
[00:22:29.620 --> 00:22:32.180]  第一次看過有公交車停我們門口
[00:22:32.180 --> 00:22:34.300]  應該是停過去
[00:22:34.300 --> 00:22:35.540]  就跑進來一個
[00:22:35.540 --> 00:22:38.180]  他說我是那個公交車的司機
[00:22:38.180 --> 00:22:39.300]  他說你是不是牧師
[00:22:39.300 --> 00:22:40.300]  我說是啊
[00:22:40.300 --> 00:22:42.420]  你趕快幫我求
[00:22:42.420 --> 00:22:43.900]  幫他禱告
[00:22:43.900 --> 00:22:45.940]  當然我用英文跟他禱告
[00:22:45.940 --> 00:22:52.100]  他也是最後高高興興得到神的恩典祝福與圓明
[00:22:52.100 --> 00:22:53.500]  當我為他求的時候
