
[00:00:00.000 --> 00:00:06.240]  在上課時間,老師在黑板上一年寫了幾十種不同的感受
[00:07:07.120 --> 00:07:10.560]  究竟滿佈枯骨的平原代表什麼呢?
[00:07:10.560 --> 00:07:12.800]  枯骨又代表什麼呢?
[00:07:12.800 --> 00:07:15.360]  我們人生可以怎樣被扭轉呢?
[00:07:15.360 --> 00:07:20.640]  神佑希望藉著枯骨的復活和今天的你和我說什麼呢?
[00:07:20.640 --> 00:07:26.000]  頂姐妹我們邀請大家一起回到以西傑書看看這個寓言
[00:07:26.000 --> 00:07:28.000]  什麼是平原呢?
[00:07:28.000 --> 00:07:33.120]  平原就是代表我們每一個人的內心深處
[00:07:33.120 --> 00:07:35.120]  每一個人的內心深處都不同
[00:07:35.120 --> 00:07:39.040]  可能有些人的內心深處就好像活水一樣
[00:07:39.040 --> 00:07:40.400]  好像流水一樣
[00:07:40.400 --> 00:07:44.080]  充滿生機、充滿生命、充滿盼望
[00:07:44.080 --> 00:07:46.800]  但是有些人的內心深處是不同的
[00:07:46.800 --> 00:07:49.440]  是枯乾的、沒有盼望的
[00:07:49.440 --> 00:07:52.800]  就好像礦野、就好像沙漠一樣
[00:07:52.800 --> 00:07:54.640]  枯骨又是什麼呢?
[00:07:54.640 --> 00:07:56.400]  枯骨是有兩個意思
[00:07:56.400 --> 00:07:59.040]  以下時間我們繼續說枯骨這兩個意思
[00:07:59.040 --> 00:08:00.080]  第一個意思
[00:08:00.080 --> 00:08:04.160]  枯骨的第一個意思就是完全沒有希望
[00:08:04.160 --> 00:08:06.640]  我們看看以西傑書37章11節
[00:08:06.640 --> 00:08:08.240]  我們一起讀一下,1、2、3
[00:08:08.240 --> 00:08:13.120]  主對我說:人子,這些骸骨就似已撕裂全家
[00:08:13.120 --> 00:08:16.160]  他們說:我們的骨頭枯乾了
[00:08:16.160 --> 00:08:18.320]  我們的指望失去了
[00:08:18.320 --> 00:08:20.720]  我們滅絕正盡了
[00:08:20.720 --> 00:08:22.720]  留意,指望失去
[00:08:22.720 --> 00:08:26.160]  失去希伯來的原文是怎樣解呢?
[00:08:26.160 --> 00:08:29.920]  就好像剪了剪刀,一下子剪掉
[00:08:29.920 --> 00:08:31.840]  即是代表本來很有希望
[00:08:31.840 --> 00:08:33.840]  突然間被剪刀一下子剪掉
[00:08:33.840 --> 00:08:35.840]  完全失去一樣
[00:08:35.840 --> 00:08:38.480]  有一個朋友做生意的
[00:08:38.480 --> 00:08:42.240]  他聽了一些朋友很多的內幕貼士
[00:08:42.240 --> 00:08:43.600]  很多的內幕消息
[00:08:43.600 --> 00:08:46.160]  有一次就誤信這一堆的消息
[00:08:46.160 --> 00:08:48.720]  這一堆朋友跟他們說
[00:08:48.720 --> 00:08:51.040]  這一堆股票一定升的
[00:08:51.040 --> 00:08:56.240]  於是這個做生意的朋友就信以為真
[00:08:56.240 --> 00:08:58.240]  將自己畢生的積蓄
[00:08:58.240 --> 00:09:00.480]  另外在地下錢莊借了三千萬
[00:09:00.480 --> 00:09:03.680]  將這筆錢全部投放在這堆股票那裡
[00:09:03.680 --> 00:09:05.440]  結果可能大家想像到
[00:09:05.440 --> 00:09:07.040]  那些股票不單止沒有升
[00:09:07.040 --> 00:09:08.800]  結果一路一路這樣跌
[00:09:08.800 --> 00:09:10.800]  跌到好像牆紙一樣
[00:09:10.800 --> 00:09:13.840]  在這個時間,最困難的時間
[00:09:13.840 --> 00:09:17.680]  情與義,值千金的安信兄弟都幫不了他
[00:09:19.680 --> 00:09:21.920]  在這個做生意的朋友
[00:09:21.920 --> 00:09:25.520]  他今後的日子還有什麼盼望呢?
[00:09:25.520 --> 00:09:29.200]  有一對夫婦坐在婚姻輔導員的前面
[00:09:29.200 --> 00:09:33.600]  這對夫婦在這麼多年大家的相處是怎樣的呢?
[00:09:33.600 --> 00:09:36.880]  那個丈夫和太太有任何的事發生
[00:09:36.880 --> 00:09:39.680]  永遠都是他對,永遠都是老婆錯的
[00:09:39.680 --> 00:09:41.440]  每次有一次發生的時間
[00:09:41.440 --> 00:09:43.040]  老公就一定問他
[00:09:43.040 --> 00:09:46.400]  你告訴我,在這件事上我有什麼問題,有什麼錯
[00:09:46.400 --> 00:09:47.840]  老婆就照直說
[00:09:47.840 --> 00:09:50.000]  但每一次他說任何的錯的時間
[00:09:50.000 --> 00:09:52.560]  老公有三千七萬條理由
[00:09:52.560 --> 00:09:55.120]  說到自己很對,老婆怎樣錯
[00:09:55.120 --> 00:09:57.680]  所以永遠都是他對,老婆錯
[00:09:57.680 --> 00:09:59.840]  他老婆沒辦法反駁他
[00:09:59.840 --> 00:10:04.080]  於是死忍,忍下,忍下,忍下
[00:10:04.080 --> 00:10:06.560]  終於有一天他爆出來
[00:10:06.560 --> 00:10:09.440]  我沒辦法,永遠都不會原諒你
[00:10:09.440 --> 00:10:12.160]  我永遠都不會原諒你,我們要離婚
[00:10:12.160 --> 00:10:13.760]  然後老公很直接地說
[00:10:13.760 --> 00:10:15.840]  離就離
[00:10:15.840 --> 00:10:18.560]  這兩夫婦坐在婚僧輔導員的前面
[00:10:18.560 --> 00:10:20.400]  他們各自心裡想
[00:10:20.400 --> 00:10:23.760]  我們的婚姻還有什麼希望呢?
[00:10:23.760 --> 00:10:26.160]  在四川大地震之後
[00:10:26.160 --> 00:10:29.280]  有一個太太跪在頹垣敗瓦面前
[00:10:29.280 --> 00:10:32.240]  一直喊著她老公的名字
[00:10:32.240 --> 00:10:33.600]  你去了哪裡?
[00:10:33.600 --> 00:10:35.680]  你丟下我和兩個兒子
[00:10:35.680 --> 00:10:38.400]  我們以後的日子怎樣過?
[00:10:38.400 --> 00:10:40.400]  在這個太太她今後的日子
[00:10:40.400 --> 00:10:42.240]  還有什麼希望呢?
[00:10:42.240 --> 00:10:48.000]  枯骨第一個意思是代表完全的失去希望
[00:10:48.000 --> 00:10:52.000]  枯骨第二個意思是代表憂傷和苦痛
[00:10:52.000 --> 00:10:54.160]  我們看針研十七章二十二節
[00:10:54.160 --> 00:10:55.360]  我們一起讀
[00:10:55.360 --> 00:10:56.640]  一二三
[00:10:56.640 --> 00:10:58.720]  喜樂的心乃是良藥
[00:10:58.720 --> 00:11:01.600]  憂傷的靈使骨枯乾
[00:11:01.600 --> 00:11:04.400]  憂傷的靈希伯來文的原文是
[00:11:04.400 --> 00:11:08.320]  解作被傷害破碎的心靈
[00:11:08.320 --> 00:11:10.320]  被傷害破碎的心靈
[00:11:10.320 --> 00:11:13.520]  最明顯最大的表現是什麼呢?
[00:11:13.520 --> 00:11:14.960]  憤怒
[00:11:14.960 --> 00:11:16.320]  憤怒
[00:11:16.320 --> 00:11:18.160]  憤怒死你
[00:11:18.160 --> 00:11:22.320]  當一個人容讓這些憤怒繼續積蓄在自己的心靈裡面
[00:11:22.320 --> 00:11:23.600]  不去處理它
[00:11:23.600 --> 00:11:25.200]  就會越積越大
[00:11:25.200 --> 00:11:26.400]  越積越強
[00:11:26.400 --> 00:11:28.400]  慢慢就變為苦痛
[00:11:28.400 --> 00:11:32.000]  所有的人都對不起我
[00:11:32.000 --> 00:11:34.240]  最近有一齣很好看的電影
[00:11:34.240 --> 00:11:35.360]  叫做《孤星淚》
[00:11:35.360 --> 00:11:37.280]  可能有些朋友也看過
[00:11:37.280 --> 00:11:39.920]  《孤星淚》的男主角有什麼遭遇呢?
[00:11:39.920 --> 00:11:41.200]  偷了一塊麵包
[00:11:41.200 --> 00:11:43.280]  結果在苦工監裡面
[00:11:43.280 --> 00:11:44.880]  渡過了19年
[00:11:44.880 --> 00:11:47.280]  他出獄之後並沒有得到自由
[00:11:47.280 --> 00:11:50.720]  反而要經常去警察局報到
[00:11:50.720 --> 00:11:53.040]  並且周圍被人歧視
[00:11:53.040 --> 00:11:56.080]  被人排斥無家可歸
[00:11:56.080 --> 00:11:58.320]  無諸敵容身
[00:11:58.320 --> 00:12:01.440]  在他心裡面充滿苦惱
[00:12:01.440 --> 00:12:03.200]  全世界都對不起我
[00:12:03.200 --> 00:12:04.800]  所有人都對不起我
[00:12:04.800 --> 00:12:07.600]  連上帝都對不起我
[00:12:07.600 --> 00:12:09.280]  有一個太太
[00:12:09.280 --> 00:12:10.720]  她自幼的時候
[00:12:10.720 --> 00:12:13.120]  她父母就是重男輕女
[00:12:13.120 --> 00:12:14.960]  這位姐妹其實讀書很厲害
[00:12:14.960 --> 00:12:16.320]  可以考入大學
[00:12:16.320 --> 00:12:17.680]  但是她父母跟她說
[00:12:17.680 --> 00:12:20.320]  「女孩子用不著讀這麼多書」
[00:12:20.320 --> 00:12:21.600]  「遲早要嫁人」
[00:12:21.600 --> 00:12:23.600]  結果這位姐妹不能入大學
[00:12:23.600 --> 00:12:25.200]  她要出來工作
[00:12:25.200 --> 00:12:27.440]  然後結婚生子
[00:12:27.440 --> 00:12:29.040]  過了一段時間
[00:12:29.040 --> 00:12:32.000]  她丈夫因為病而離開這個世界
[00:12:32.000 --> 00:12:33.440]  她教養她的子女
[00:12:33.440 --> 00:12:36.720]  她的子女剛剛進入反叛時間
[00:12:36.720 --> 00:12:38.720]  所以非常不長進
[00:12:38.720 --> 00:12:40.640]  這位姐妹很憤怒
[00:12:40.640 --> 00:12:42.720]  心裡面充滿苦惱
[00:12:42.720 --> 00:12:44.480]  所有人都對不起我
[00:12:44.480 --> 00:12:47.200]  這個世界對不起我
[00:12:47.200 --> 00:12:50.000]  苦惱、憂傷
[00:12:50.000 --> 00:12:51.520]  滿佈枯骨的平原
[00:12:51.520 --> 00:12:54.000]  是代表人心靈深處裡面
[00:12:54.000 --> 00:12:56.480]  充滿很多很多這些難處
[00:12:56.480 --> 00:12:59.280]  可能有人在成長的時間
[00:12:59.280 --> 00:13:00.720]  他過分被人辱罵
[00:13:00.720 --> 00:13:03.600]  所以自尊死亡成為枯骨
[00:13:03.600 --> 00:13:05.680]  可能有些人在讀書的時間
[00:13:05.680 --> 00:13:06.960]  或者在工作的時間
[00:13:06.960 --> 00:13:09.040]  有些無聊的人嘲笑他
[00:13:09.040 --> 00:13:10.960]  被他傷害
[00:13:10.960 --> 00:13:14.160]  被自信死亡成為枯骨
[00:13:14.160 --> 00:13:16.240]  可能有些是自己的問題
[00:13:16.240 --> 00:13:19.680]  懷著一個主觀的心去批評人、論斷人
[00:13:19.680 --> 00:13:22.880]  結果他就謙卑死亡成為枯骨
[00:13:22.880 --> 00:13:24.000]  請姐妹
[00:13:24.000 --> 00:13:28.800]  神對這些種種的破碎、憂傷、絕望的心靈
[00:13:28.800 --> 00:13:30.160]  神的心意是甚麼呢?
[00:13:30.160 --> 00:13:33.600]  讓我們一起看看以色列書37章4至6節
[00:13:33.600 --> 00:13:35.120]  我們一起讀,1、2、3
[00:13:35.120 --> 00:13:37.120]  「耶和華又對我說
[00:13:37.120 --> 00:13:39.840]  你向這些骸骨發語言說
[00:13:39.840 --> 00:13:41.840]  枯乾的骸骨啊
[00:13:41.840 --> 00:13:43.600]  要聽耶和華的話
[00:13:43.600 --> 00:13:46.640]  主耶和華對這些骸骨如此說
[00:13:46.640 --> 00:13:49.680]  我必使氣息進入你們裡面
[00:13:49.680 --> 00:13:51.520]  你們就要活了
[00:13:51.520 --> 00:13:54.000]  我必給你們加上根
[00:13:54.000 --> 00:13:55.600]  使你們長肉
[00:13:55.600 --> 00:13:57.920]  又將皮遮蔽你們
[00:13:57.920 --> 00:14:00.480]  使氣息進入你們裡面
[00:14:00.480 --> 00:14:02.080]  你們就要活了
[00:14:02.080 --> 00:14:05.280]  你們便知道我是耶和華」
[00:14:05.280 --> 00:14:08.000]  今天神要宣告祂的旨意
[00:14:08.000 --> 00:14:11.520]  每一個充滿這些難處的心靈
[00:14:11.520 --> 00:14:13.760]  那些死亡了很久的人生
[00:14:13.760 --> 00:14:15.520]  那些枯乾了很久
[00:14:15.520 --> 00:14:17.200]  覺得沒有盼望的人生
[00:14:17.200 --> 00:14:20.640]  要再一次在人生裡因著神的能力
[00:14:20.640 --> 00:14:23.280]  祂的恩典、神的愛而扭轉
[00:14:23.280 --> 00:14:25.440]  我們的人生可以怎樣被扭轉呢?
[00:14:25.440 --> 00:14:26.480]  我剛才說過
[00:14:26.480 --> 00:14:28.320]  我們人生如果要被扭轉
[00:14:28.320 --> 00:14:29.600]  我們需要勇氣
[00:14:29.600 --> 00:14:30.720]  我們需要能力
[00:14:30.720 --> 00:14:32.160]  讓我們一起看看
[00:14:32.160 --> 00:14:33.760]  這些是什麼勇氣
[00:14:33.760 --> 00:14:35.360]  這些是什麼能力
[00:14:35.360 --> 00:14:36.160]  第一方面
[00:14:36.160 --> 00:14:37.840]  人生怎樣被扭轉呢?
[00:14:37.840 --> 00:14:40.160]  人必須要有勇氣
[00:14:40.160 --> 00:14:43.360]  去檢視我們內心的深處
[00:14:43.360 --> 00:14:44.240]  這一切的難處
[00:14:44.240 --> 00:14:47.040]  讓我們看以西傑書37章1-2節
[00:14:47.040 --> 00:14:48.800]  我們一起讀一下1-2-3
[00:14:48.800 --> 00:14:52.080]  「耶和華藉著祂的靈帶我出去
[00:14:52.080 --> 00:14:54.080]  將我放在平原中
[00:14:54.080 --> 00:14:56.560]  這平原遍滿骸骨
[00:14:56.560 --> 00:15:00.160]  祂使我從骸骨的四圍經過」
[00:15:00.160 --> 00:15:01.520]  留意這裡
[00:15:01.520 --> 00:15:03.760]  神將以西傑放在平原裡
[00:15:03.760 --> 00:15:04.720]  這是神的旨意
[00:15:04.720 --> 00:15:07.680]  要他去到平原那裡
[00:15:07.680 --> 00:15:11.600]  以西傑要在骸骨那裡經過
[00:15:11.600 --> 00:15:13.280]  這代表什麼意思呢?
[00:15:13.280 --> 00:15:15.760]  是我們必須要面對
[00:15:15.760 --> 00:15:18.720]  我們必須要進入我們的心境
[00:15:18.720 --> 00:15:20.240]  我們必須要處理
[00:15:20.240 --> 00:15:22.560]  我們自己內心的種種
[00:15:22.560 --> 00:15:23.920]  埋藏了很久
[00:15:23.920 --> 00:15:25.920]  我們自己沒有察覺
[00:15:25.920 --> 00:15:27.120]  或者明明察覺
[00:15:27.120 --> 00:15:28.960]  我們都不願意面對的
[00:15:28.960 --> 00:15:30.560]  這些種種的絕望
[00:15:30.560 --> 00:15:31.840]  種種的憂傷
[00:15:31.840 --> 00:15:33.040]  種種的難處
[00:15:33.040 --> 00:15:34.240]  種種的苦毒
[00:15:34.240 --> 00:15:35.760]  如果聖靈提醒我們
[00:15:35.760 --> 00:15:36.960]  在我們生命裡面
[00:15:36.960 --> 00:15:38.000]  是有些罪的
[00:15:38.000 --> 00:15:39.280]  是神不喜悅的
[00:15:39.280 --> 00:15:40.960]  我們就要鼓起勇氣
[00:15:40.960 --> 00:15:41.920]  要離棄那些罪
[00:15:41.920 --> 00:15:42.960]  要認罪悔改
[00:15:42.960 --> 00:15:45.200]  要離開神不喜悅我們做的事
[00:15:45.200 --> 00:15:47.200]  如果聖靈提醒我們
[00:15:47.200 --> 00:15:48.720]  我們要原諒別人
[00:15:48.720 --> 00:15:50.080]  你生氣了很久
[00:15:50.080 --> 00:15:52.000]  那個人你不寬恕他很久
[00:15:52.000 --> 00:15:54.080]  那個人你不想見他很久
[00:15:54.080 --> 00:15:55.520]  我們就要鼓起勇氣
[00:15:55.520 --> 00:15:56.960]  要面對這些人
[00:15:56.960 --> 00:15:58.240]  去寬恕這些人
[00:15:58.240 --> 00:15:59.680]  去接納這些人
[00:15:59.680 --> 00:16:02.480]  我們再說回剛才那套很好看的戲
[00:16:02.480 --> 00:16:03.920]  那個孤星女
[00:16:03.920 --> 00:16:06.080]  表面上那個男主角一站出來
[00:16:06.080 --> 00:16:07.600]  就說我偷了個麵包
[00:16:07.600 --> 00:16:08.960]  判了個十九年監
[00:16:08.960 --> 00:16:10.560]  這個世界真的對我不公平
[00:16:10.560 --> 00:16:11.920]  刑罰真的很重
[00:16:11.920 --> 00:16:13.680]  我出獄之後
[00:16:13.680 --> 00:16:14.960]  那些人又排斥我
[00:16:14.960 --> 00:16:16.400]  真的不公義
[00:16:16.400 --> 00:16:17.760]  真的不公平
[00:16:17.760 --> 00:16:19.280]  所以我憤世嫉俗
[00:16:19.280 --> 00:16:21.040]  所以我生氣了全村人
[00:16:21.040 --> 00:16:22.400]  是理所當然的
[00:16:22.400 --> 00:16:23.600]  有誰能怪我
[00:16:23.600 --> 00:16:25.600]  於是他就帶著這樣的心
[00:16:25.600 --> 00:16:28.480]  當他在饑寒交給的時間
[00:16:28.480 --> 00:16:31.040]  有一個主教收留他
[00:16:31.040 --> 00:16:32.480]  給他食物
[00:16:32.480 --> 00:16:33.760]  給他火爐取暖
[00:16:33.760 --> 00:16:35.120]  因為當時很冷
[00:16:35.120 --> 00:16:36.960]  也給他床睡
[00:16:36.960 --> 00:16:39.120]  完全的接納他
[00:16:39.120 --> 00:16:40.880]  理論上他應該報恩
[00:16:40.880 --> 00:16:41.920]  多謝他
[00:16:41.920 --> 00:16:44.080]  但他是恩將仇報
[00:16:44.080 --> 00:16:45.120]  在晚上的時間
[00:16:45.120 --> 00:16:47.680]  他偷了這個主教的所有銀器
[00:16:47.680 --> 00:16:49.200]  然後一走了之
[00:16:49.200 --> 00:16:50.240]  在他心裡面
[00:16:50.240 --> 00:16:51.680]  他大條道理
[00:16:51.680 --> 00:16:54.080]  覺得這樣做沒問題
[00:16:54.080 --> 00:16:55.680]  因為這個世界對我不好
[00:16:55.680 --> 00:16:57.440]  因為所有人都對我不好
[00:16:57.440 --> 00:16:59.520]  所以我這樣做是合理的
[00:16:59.520 --> 00:17:01.840]  有誰能怪我
[00:17:01.840 --> 00:17:03.520]  在一部電影裡面
[00:17:03.520 --> 00:17:05.040]  有一個警察
[00:17:05.040 --> 00:17:06.960]  他說出那個真相
[00:17:06.960 --> 00:17:08.560]  那個真相是什麼呢
[00:17:08.560 --> 00:17:10.160]  不是他偷了麵包
[00:17:10.160 --> 00:17:11.760]  就判19年監禁
[00:17:11.760 --> 00:17:12.960]  他偷了麵包
[00:17:12.960 --> 00:17:14.080]  判5年監禁
[00:17:14.080 --> 00:17:16.000]  另外那14年怎麼來呢
[00:17:16.000 --> 00:17:19.120]  那14年是因為他不斷的越獄
[00:17:19.120 --> 00:17:20.400]  一直被人抓
[00:17:20.400 --> 00:17:22.800]  一直刑罰這樣加下去
[00:17:22.800 --> 00:17:27.200]  人永遠都是有一種恣意的傾向
[00:17:27.200 --> 00:17:28.800]  說一點不說一點
[00:17:28.800 --> 00:17:32.400]  但將一部分真實的事擺出來
[00:17:32.400 --> 00:17:34.560]  就騙了全世界的人
[00:17:34.560 --> 00:17:36.560]  很可能連自己也被騙了
[00:17:36.560 --> 00:17:37.920]  因為這樣擺出來
[00:17:37.920 --> 00:17:40.000]  好像全世界對他不公平
[00:17:40.000 --> 00:17:43.040]  那就合理化他做任何的壞事
[00:17:43.040 --> 00:17:44.320]  結果怎麼樣呢
[00:17:44.320 --> 00:17:46.160]  結果他偷了銀器走了
[00:17:46.160 --> 00:17:47.680]  被警察抓了
[00:17:47.680 --> 00:17:48.880]  人贓被獲
[00:17:48.880 --> 00:17:50.960]  他想著這次死定了
[00:17:50.960 --> 00:17:52.960]  這次死定了
[00:17:52.960 --> 00:17:54.960]  因為刑罰這麼重
[00:17:54.960 --> 00:17:56.160]  那個主教
[00:17:56.160 --> 00:17:59.040]  如果你是那個主教
[00:17:59.040 --> 00:18:00.400]  你會怎麼做呢
[00:18:00.400 --> 00:18:02.160]  恩將仇報
[00:18:02.160 --> 00:18:03.040]  沒有搞錯
[00:18:03.040 --> 00:18:03.840]  我對你這麼好
[00:18:03.840 --> 00:18:05.280]  你這樣對我
[00:18:05.280 --> 00:18:07.120]  理論上應該可以報復
