
[00:00:00.000 --> 00:00:03.740]  最近有一個報告是講香港人口的情況
[00:06:42.780 --> 00:06:46.460]  就差派我們去窺探迦南美地
[00:06:46.460 --> 00:06:47.780]  當時我四十歲
[00:06:47.780 --> 00:06:49.820]  但是我這張心裡的說話
[00:06:49.820 --> 00:06:50.580]  心裡說什麼呢?
[00:06:50.580 --> 00:06:51.500]  就是要去了
[00:06:51.500 --> 00:06:54.020]  這個時候就去攻打進入迦南
[00:06:54.020 --> 00:06:55.260]  就向他們報告
[00:06:55.260 --> 00:06:56.900]  但是雖然是這樣
[00:06:56.900 --> 00:06:58.700]  但是百姓
[00:06:58.700 --> 00:07:00.260]  這些眾兄弟
[00:07:00.260 --> 00:07:04.460]  聽到其他探子的消息
[00:07:04.460 --> 00:07:07.300]  他們心裡面就很害怕
[00:07:07.300 --> 00:07:09.340]  膽戰心驚
[00:07:09.340 --> 00:07:11.420]  心裡消化就是這個意思
[00:07:11.420 --> 00:07:13.020]  讓他們心消化
[00:07:13.020 --> 00:07:16.300]  但是我仍然是專一跟隨我的神
[00:07:16.300 --> 00:07:17.220]  那天
[00:07:17.220 --> 00:07:20.060]  摩西起誓說
[00:07:20.060 --> 00:07:22.060]  你腳所踏的地方
[00:07:22.060 --> 00:07:23.940]  將來都是成為你的子孫
[00:07:23.940 --> 00:07:25.940]  永遠成為產業
[00:07:25.940 --> 00:07:29.500]  但是我仍然是有這樣的盼望
[00:07:29.500 --> 00:07:31.700]  以及我仍然是持守這樣的應許
[00:07:31.700 --> 00:07:33.060]  所以呢
[00:07:33.580 --> 00:07:35.380]  再過了四十五年
[00:07:35.380 --> 00:07:37.740]  再來到這個地方的時候
[00:07:37.740 --> 00:07:42.660]  我仍然是知道要進入這個地方
[00:07:42.660 --> 00:07:43.980]  那麼
[00:07:43.980 --> 00:07:46.420]  這段前言
[00:07:46.420 --> 00:07:47.620]  這段話
[00:07:47.620 --> 00:07:48.540]  可以說
[00:07:48.540 --> 00:07:50.620]  一個人回看過去的時候
[00:07:50.620 --> 00:07:53.540]  他為自己做一個總結
[00:07:53.540 --> 00:07:55.220]  為自己做一個總結
[00:07:55.220 --> 00:07:57.980]  就是說如果我們說上下半場
[00:07:57.980 --> 00:08:01.900]  通常球隊在半場中間的時候
[00:08:01.900 --> 00:08:04.020]  教練就會跟他們做一個總結
[00:08:04.020 --> 00:08:04.620]  是不是?
[00:08:04.620 --> 00:08:06.620]  上半場可能打得不好
[00:08:06.620 --> 00:08:09.180]  上半場可能有很多的論進的地方
[00:08:09.180 --> 00:08:10.900]  沒有按照戰術做好
[00:08:10.900 --> 00:08:12.580]  下半場你就要留意了
[00:08:12.580 --> 00:08:14.460]  怎麼去重新部署
[00:08:14.460 --> 00:08:16.700]  怎麼再做回自己的本分
[00:08:16.700 --> 00:08:17.500]  或者
[00:08:17.500 --> 00:08:18.460]  你記住
[00:08:18.460 --> 00:08:19.260]  一樣
[00:08:19.260 --> 00:08:21.180]  不要失去了那個志氣
[00:08:21.180 --> 00:08:22.380]  不要失去了氣餒
[00:08:22.380 --> 00:08:23.260]  雖然可能
[00:08:23.260 --> 00:08:25.260]  甚至輸了一兩球也不要緊
[00:08:25.260 --> 00:08:26.980]  我們可以追回
[00:08:30.060 --> 00:08:33.620]  你要回看過去總結
[00:08:33.620 --> 00:08:35.420]  一個時候的時候
[00:08:35.420 --> 00:08:37.100]  這裡迦勒給我們看到
[00:08:37.100 --> 00:08:38.940]  他為他人生做一個總結
[00:08:38.940 --> 00:08:41.620]  這個總結是讓他覺得自豪的
[00:08:41.620 --> 00:08:43.100]  他因為眼睛
[00:08:43.100 --> 00:08:48.140]  他不是放在當時的環境和結果裡面
[00:08:48.140 --> 00:08:49.900]  怎麼說呢?
[00:08:49.900 --> 00:08:52.300]  當時四十五年前
[00:08:52.300 --> 00:08:54.420]  十二個支派派代表
[00:08:54.420 --> 00:08:56.300]  他們去到窺探迦勒
[00:08:56.300 --> 00:08:57.620]  大家都知道
[00:08:58.700 --> 00:09:01.500]  十個人都不贊成進入裡面
[00:09:01.500 --> 00:09:04.300]  只有他和若舒雅贊成
[00:09:04.300 --> 00:09:06.860]  現在就進攻迦勒
[00:09:06.860 --> 00:09:08.500]  得到那個地方為業
[00:09:08.500 --> 00:09:09.900]  這十個人
[00:09:09.900 --> 00:09:12.620]  大家拿了一些東西回來
[00:09:12.620 --> 00:09:13.940]  拿了一些水果
[00:09:13.940 --> 00:09:15.180]  拿了一些葡萄
[00:09:15.180 --> 00:09:16.540]  拿回來很開心
[00:09:16.540 --> 00:09:18.700]  原來這麼大顆這麼大隻的
[00:09:18.700 --> 00:09:20.300]  如果進去裡面
[00:09:20.300 --> 00:09:21.540]  是很好的享受
[00:09:21.540 --> 00:09:24.100]  但同時間他們又說
[00:09:24.100 --> 00:09:26.580]  不僅水果大顆大隻
[00:09:26.580 --> 00:09:28.380]  人也高大威猛
[00:09:28.380 --> 00:09:30.100]  所以我們進去
[00:09:30.100 --> 00:09:32.180]  就好像被他們當成蟻咬
[00:09:32.180 --> 00:09:33.660]  我們輸定了
[00:09:33.660 --> 00:09:34.900]  那麼
[00:09:34.900 --> 00:09:36.940]  少數服從多數
[00:09:36.940 --> 00:09:38.140]  十個不贊成
[00:09:38.140 --> 00:09:39.220]  只有兩個贊成
[00:09:39.220 --> 00:09:40.020]  最終呢
[00:09:40.020 --> 00:09:42.020]  都沒有進入迦勒
[00:09:42.020 --> 00:09:42.780]  那麼
[00:09:42.780 --> 00:09:44.620]  蹉跎了四十年
[00:09:44.620 --> 00:09:48.420]  再流浪在一個礦野裡面
[00:09:48.420 --> 00:09:50.340]  你想想如果作為一個迦勒
[00:09:50.340 --> 00:09:51.620]  現在終於都進來了
[00:09:51.620 --> 00:09:54.540]  他會不會心裡面的一個想法
[00:09:54.540 --> 00:09:57.700]  四十年前就已經進來了
[00:09:57.700 --> 00:09:59.940]  搞到現在這樣的情況
[00:09:59.940 --> 00:10:03.220]  四十年來我在這個地方安居樂業
[00:10:03.220 --> 00:10:06.660]  為什麼現在我們臨老才開始重建家園
[00:10:06.660 --> 00:10:10.820]  或者開始在這個地方生活呢
[00:10:10.820 --> 00:10:11.900]  可能呢
[00:10:11.900 --> 00:10:16.220]  如果從眼睛看當時的環境或者結果
[00:10:16.220 --> 00:10:17.540]  他有很多埋怨
[00:10:17.540 --> 00:10:20.540]  很多心裡面覺得
[00:10:20.540 --> 00:10:22.100]  以前的人聽我說
[00:10:22.100 --> 00:10:23.340]  現在搞成這樣
[00:10:23.340 --> 00:10:25.660]  現在拖延了這麼久的時間
[00:10:25.660 --> 00:10:27.260]  可能很多的埋怨
[00:10:27.260 --> 00:10:28.700]  事實上是的
[00:10:28.700 --> 00:10:29.780]  老人家呢
[00:10:29.780 --> 00:10:31.500]  有時候你會接觸老人家
[00:10:31.500 --> 00:10:32.460]  跟他聊天
[00:10:32.460 --> 00:10:33.860]  有很多抱怨的
[00:10:33.860 --> 00:10:37.180]  抱怨是說幾十年前以來的事情
[00:10:37.180 --> 00:10:41.540]  一直說一些曾經哪個人對不起
[00:10:41.540 --> 00:10:44.220]  曾經哪些事情是他錯過了
[00:10:44.220 --> 00:10:46.820]  曾經哪些事情他沒有把握到
[00:10:46.820 --> 00:10:49.540]  他一直對生命裡面很多的抱怨
[00:10:49.540 --> 00:10:50.540]  很多抱怨
[00:10:50.540 --> 00:10:55.020]  所以有時候有些在老人院工作的一些人都會說
[00:10:55.020 --> 00:10:58.100]  會發覺這個老人家越來越煩躁
[00:10:58.100 --> 00:10:59.420]  越來越暴躁
[00:10:59.420 --> 00:11:01.620]  因為這些抱怨一直越來越多
[00:11:01.620 --> 00:11:04.500]  因為再加上現在身體軟弱
[00:11:04.500 --> 00:11:06.020]  現在什麼都做不到的時候
[00:11:06.020 --> 00:11:09.420]  就只能夠用抱怨去發洩出來
[00:11:09.420 --> 00:11:10.700]  但是嘉勒
[00:11:10.700 --> 00:11:13.780]  他應該是值得抱怨的人
[00:11:13.780 --> 00:11:15.100]  如果你想一下
[00:11:15.100 --> 00:11:15.780]  是不是
[00:11:15.780 --> 00:11:20.020]  他是贊成45年前要進入這個地方
[00:11:20.020 --> 00:11:22.180]  但是沒有進去
[00:11:22.180 --> 00:11:24.100]  但是你看到嘉勒
[00:11:24.100 --> 00:11:25.820]  他的眼睛是看著神
[00:11:25.820 --> 00:11:27.620]  專心去跟隨神
[00:11:27.620 --> 00:11:29.020]  他知道神
[00:11:29.020 --> 00:11:30.580]  被他的應許不會落空
[00:11:30.580 --> 00:11:33.660]  知道神給他的生命是豐盛的
[00:11:33.660 --> 00:11:36.500]  所以他怎麼看每一天
[00:11:36.500 --> 00:11:38.060]  都是神的帶領
[00:11:38.060 --> 00:11:40.820]  所以心裡面是沒有帶著抱怨
[00:11:40.820 --> 00:11:45.900]  甚至是總結他人生上半場
[00:11:45.900 --> 00:11:47.780]  他是覺得自己自豪的
[00:11:47.780 --> 00:11:50.700]  因為我是專心跟隨我的神
[00:11:50.700 --> 00:11:52.260]  所以你看到
[00:11:52.260 --> 00:11:53.140]  這段經文
[00:11:53.140 --> 00:11:55.460]  嘉勒給我們一個很好的提示
[00:11:55.460 --> 00:11:57.060]  給我們一個知道
[00:11:57.060 --> 00:11:58.060]  很多時候
[00:11:58.060 --> 00:11:58.860]  老年人
[00:11:58.860 --> 00:12:01.740]  我們不要不斷去抱怨自己的生命
[00:12:01.740 --> 00:12:03.220]  要去
[00:12:03.220 --> 00:12:04.380]  在一個時候
[00:12:04.380 --> 00:12:06.380]  去總結我們的人生
[00:12:06.380 --> 00:12:07.860]  總結了上半場
[00:12:07.860 --> 00:12:11.060]  我們就開始精彩的下半場
[00:12:11.060 --> 00:12:12.500]  當然同一個時候
[00:12:12.500 --> 00:12:15.580]  我們可以做些什麼呢?
[00:12:15.580 --> 00:12:17.180]  很多時候都會想起以前
[00:12:17.180 --> 00:12:18.220]  想起以前
[00:12:18.220 --> 00:12:19.700]  不是說我將以前拋開
[00:12:19.700 --> 00:12:20.540]  什麼都不管
[00:12:20.540 --> 00:12:21.540]  發生好的壞的事情
[00:12:21.540 --> 00:12:23.060]  我都完全當它忘記了
[00:12:23.060 --> 00:12:23.660]  一乾二淨
[00:12:23.660 --> 00:12:24.660]  什麼意思?
[00:12:24.660 --> 00:12:28.340]  我們開始學習聖經所教導我們
[00:12:28.340 --> 00:12:31.580]  剛才讀的這個經文也有提到
[00:12:31.580 --> 00:12:33.260]  我們要懂得怎樣呢?
[00:12:33.260 --> 00:12:35.420]  數算自己的日子
[00:12:35.420 --> 00:12:38.660]  這樣就會得著智慧的心
[00:12:38.660 --> 00:12:41.660]  當我們去數算自己的日子的時候
[00:12:41.660 --> 00:12:42.700]  得著智慧的心
[00:12:42.700 --> 00:12:44.500]  又得著感恩的心
[00:12:44.500 --> 00:12:45.380]  越數算
[00:12:45.380 --> 00:12:46.180]  是越感恩
[00:12:46.180 --> 00:12:47.500]  不是去數算別人的惡
[00:12:47.500 --> 00:12:48.980]  不是數算別人對你的不是
[00:12:48.980 --> 00:12:51.740]  而不是數算以往很多的問題
[00:12:51.740 --> 00:12:54.500]  一路去回顧人生
[00:12:54.500 --> 00:12:56.300]  高視恩典
[00:12:56.300 --> 00:12:57.460]  你去數算
[00:12:57.460 --> 00:12:59.820]  你看到你越寫得多
[00:12:59.820 --> 00:13:01.780]  生命裡面都有好人
[00:13:01.780 --> 00:13:02.620]  恩人
[00:13:02.620 --> 00:13:05.100]  那些是帶我認識主的人
[00:13:05.100 --> 00:13:05.980]  哪位
[00:13:05.980 --> 00:13:08.900]  他能夠令我得到永恆的生命
[00:13:08.900 --> 00:13:10.900]  我能夠在工作裡面
[00:13:10.900 --> 00:13:12.460]  這個人曾經幫助過我
[00:13:12.460 --> 00:13:13.540]  或者這件事情
[00:13:13.540 --> 00:13:15.220]  我曾經是怎樣做好過
[00:13:15.220 --> 00:13:18.580]  一路回顧你的人生
[00:13:18.580 --> 00:13:21.260]  寫了這麼多的恩典
[00:13:21.260 --> 00:13:22.260]  這麼多的好處
[00:13:22.260 --> 00:13:25.460]  你開始就有一個豐盛的內心在裡面
[00:13:25.460 --> 00:13:29.780]  當你去面對老年生活的時候
[00:13:29.780 --> 00:13:32.180]  我相信這個豐盛的內心
[00:13:32.180 --> 00:13:33.780]  這種滿足的內心
[00:13:33.780 --> 00:13:35.340]  是很重要的地方
[00:13:35.340 --> 00:13:39.420]  所以這是學習我們能夠做到的
[00:13:39.420 --> 00:13:40.460]  當然
[00:13:40.460 --> 00:13:41.420]  實際上
[00:13:41.420 --> 00:13:46.060]  我還沒有去到老人家的情況
[00:13:46.060 --> 00:13:47.780]  真的有時候不知道
[00:13:47.780 --> 00:13:49.780]  老人家的難處
[00:13:49.780 --> 00:13:51.940]  譬如說身體很軟弱
[00:13:51.940 --> 00:13:53.420]  想做的事情做不到
[00:13:53.420 --> 00:13:57.580]  想很多事情都做不到
[00:13:57.580 --> 00:14:00.060]  這個已經是很困難的事情
[00:14:00.060 --> 00:14:03.700]  有一個母親曾經這樣說
[00:14:03.700 --> 00:14:05.460]  當她
[00:14:05.460 --> 00:14:06.940]  別人問她為什麼
[00:14:06.940 --> 00:14:09.700]  你現在身體都這麼軟弱
[00:14:09.700 --> 00:14:11.380]  但是你也覺得
[00:14:11.380 --> 00:14:12.340]  是很開心
[00:14:12.340 --> 00:14:14.020]  覺得很滿足的
[00:14:14.700 --> 00:14:18.460]  今天在說老人家
[00:14:18.460 --> 00:14:19.980]  身體健康
[00:14:19.980 --> 00:14:22.060]  各有不同的
[00:14:22.060 --> 00:14:25.580]  有些90歲、100歲都這麼精靈
[00:14:25.580 --> 00:14:28.860]  這麼能夠自己去生活的
[00:14:28.860 --> 00:14:31.980]  有些可能60、70歲都已經身體很軟弱
[00:14:31.980 --> 00:14:33.020]  雖然是照顧
[00:14:33.020 --> 00:14:34.180]  各有不同
[00:14:34.180 --> 00:14:35.820]  說回這個母親
[00:14:35.820 --> 00:14:39.660]  她已經是年紀大
[00:14:39.660 --> 00:14:41.780]  體力很衰弱
[00:14:41.780 --> 00:14:46.500]  但是她沒有一個很不開心
[00:14:46.500 --> 00:14:47.780]  反而很喜樂
[00:14:47.780 --> 00:14:50.580]  有人問她為什麼這麼喜樂
[00:14:50.580 --> 00:14:52.580]  現在身體的情況
[00:14:52.580 --> 00:14:54.220]  她怎麼看待她的身體呢?
[00:14:54.220 --> 00:14:56.620]  怎麼看待現在軟弱的身體呢?
[00:14:56.620 --> 00:14:58.060]  母親就說
[00:14:58.060 --> 00:15:00.140]  她說我的身體現在軟弱
[00:15:00.140 --> 00:15:02.820]  是因為我為我的孩子們
[00:15:02.820 --> 00:15:04.460]  為我的孫兒們
[00:15:04.460 --> 00:15:07.900]  努力犧牲的貢獻
[00:15:07.900 --> 00:15:09.900]  而今天我的身體變成這樣
[00:15:09.900 --> 00:15:11.660]  她的說話
[00:15:11.660 --> 00:15:13.060]  其實是值得的
[00:15:13.060 --> 00:15:15.540]  我今天身體變成這樣是值得的
[00:15:15.540 --> 00:15:19.060]  因為我曾經為我的子孫們
[00:15:19.060 --> 00:15:21.260]  貢獻了自己
[00:15:21.260 --> 00:15:22.740]  我曾經可能
[00:15:22.740 --> 00:15:24.740]  好像母親一樣
[00:15:24.740 --> 00:15:28.220]  不是經常睡覺
[00:15:28.220 --> 00:15:29.780]  不能夠休息
[00:15:29.780 --> 00:15:31.260]  做很多家務
[00:15:31.260 --> 00:15:32.540]  很多的憂心
[00:15:32.540 --> 00:15:34.700]  很多的對子女的關懷
[00:15:34.700 --> 00:15:36.060]  對丈夫等等
[00:15:36.060 --> 00:15:37.460]  很多的付出
[00:15:37.460 --> 00:15:40.460]  以致到現在年紀大
[00:15:40.460 --> 00:15:42.460]  身體變差了
[00:15:42.460 --> 00:15:44.060]  但是她覺得值得的
[00:15:44.060 --> 00:15:46.340]  因為這是我的貢獻
[00:15:46.340 --> 00:15:48.340]  她回顧她的人生
[00:15:48.340 --> 00:15:49.260]  她也覺得
[00:15:49.260 --> 00:15:51.540]  為她上半場覺得自豪
[00:15:51.540 --> 00:15:53.220]  第二方面
[00:15:53.220 --> 00:15:55.420]  老人家怎麼看待現在呢?
[00:15:55.420 --> 00:15:56.420]  看待現在
[00:15:56.420 --> 00:15:59.620]  第十一節開始
[00:15:59.620 --> 00:16:03.300]  賈勒怎麼說他自己呢?
[00:16:03.300 --> 00:16:05.860]  他說現在我還很健壯
[00:16:05.860 --> 00:16:06.740]  很強壯
[00:16:06.740 --> 00:16:11.060]  好像摩西昔日派我去窺探迦南地那天一樣
[00:16:11.060 --> 00:16:12.940]  無論是征戰、出入
[00:16:12.940 --> 00:16:14.140]  我的力量
[00:16:14.140 --> 00:16:16.500]  那時候的力量和現在的力量是一樣的
[00:16:16.500 --> 00:16:17.700]  一樣的厲害
[00:16:17.700 --> 00:16:20.620]  所以我現在就請約書亞里
[00:16:20.620 --> 00:16:24.580]  將一帶西的地方交給我
[00:16:24.580 --> 00:16:27.220]  我就會帶領猶大的支派
[00:16:27.220 --> 00:16:28.260]  進去裡面
[00:16:28.260 --> 00:16:30.140]  趕走這些阿納族的人
[00:16:30.140 --> 00:16:32.740]  特別是說阿納族是特別高大的
[00:16:32.740 --> 00:16:33.940]  趕走他們
[00:16:33.940 --> 00:16:35.580]  得到這個地方為業
[00:16:35.580 --> 00:16:36.900]  現在分地
[00:16:36.900 --> 00:16:38.260]  我就是這個地方
[00:16:38.260 --> 00:16:41.540]  怎麼看待現在呢?
[00:16:41.540 --> 00:16:43.140]  你說
[00:16:43.140 --> 00:16:45.140]  我身體大不如前
[00:16:45.140 --> 00:16:46.780]  我怎麼能夠好像你這麼說
[00:16:46.780 --> 00:16:49.500]  我還好像四十年前那麼厲害嗎?
[00:16:49.500 --> 00:16:52.140]  如果我今天跟少年人說
[00:16:52.140 --> 00:16:56.340]  我現在打籃球和十幾二十年前一樣強壯
[00:16:56.340 --> 00:16:57.260]  你信不信?
