
[00:00:00.000 --> 00:00:02.000]  菩薩師父讓我們先聽神的導議
[00:02:09.500 --> 00:02:10.500]  我講到這裡
[00:02:10.500 --> 00:02:12.500]  你可能會很詫異
[00:02:12.500 --> 00:02:13.500]  我講到這裡
[00:02:13.500 --> 00:02:14.500]  你們是不是很詫異
[00:02:14.500 --> 00:02:15.500]  什麼啊牧師
[00:02:15.500 --> 00:02:16.500]  你說你見過很多
[00:02:16.500 --> 00:02:17.500]  不同類型的基督徒
[00:02:17.500 --> 00:02:19.500]  你不是見過很多
[00:02:19.500 --> 00:02:21.500]  不同類型的基督徒
[00:02:21.500 --> 00:02:23.500]  我可以很肯定的跟大家說
[00:02:23.500 --> 00:02:24.500]  的而且確我見過很多
[00:02:24.500 --> 00:02:25.500]  不同類型的基督徒
[00:02:25.500 --> 00:02:26.500]  確實我見過很多
[00:02:26.500 --> 00:02:28.500]  不同類型的基督徒
[00:02:28.500 --> 00:02:30.500]  縱使在聖經裡面
[00:02:30.500 --> 00:02:32.500]  只形容只有一類的基督徒
[00:02:32.500 --> 00:02:33.500]  聖經裡面
[00:02:33.500 --> 00:02:35.500]  只形容只有一類的基督徒
[00:02:35.500 --> 00:02:36.500]  但是在聖經當中
[00:02:36.500 --> 00:02:38.500]  所顯示的基督徒
[00:02:38.500 --> 00:02:40.500]  在聖經當中所顯示的基督徒
[00:02:40.500 --> 00:02:42.500]  被今天各式各樣的人的
[00:02:42.500 --> 00:02:44.500]  思想、行為
[00:02:44.500 --> 00:02:46.500]  甚至他們自己的思維、哲學
[00:02:46.500 --> 00:02:47.500]  將他塑造了
[00:02:47.500 --> 00:02:49.500]  不同類型的基督徒出來
[00:02:49.500 --> 00:02:52.500]  被今天的思維、思想、哲學
[00:02:52.500 --> 00:02:54.500]  塑造了不同類型的基督徒出來
[00:02:54.500 --> 00:02:56.500]  講到底其實都是因為
[00:02:56.500 --> 00:02:59.500]  大家對聖經的接受程度
[00:02:59.500 --> 00:03:02.500]  有不同的層次的了解
[00:03:02.500 --> 00:03:03.500]  就是說到點是
[00:03:03.500 --> 00:03:05.500]  對聖經的接受程度
[00:03:05.500 --> 00:03:06.500]  有不同層次的理解
[00:03:06.500 --> 00:03:08.500]  但理解不是最重要
[00:03:08.500 --> 00:03:09.500]  理解不是最重要的
[00:03:09.500 --> 00:03:11.500]  是那個心態的問題
[00:03:11.500 --> 00:03:13.500]  是那個心態的問題
[00:03:13.500 --> 00:03:14.500]  最嚴重的一類
[00:03:14.500 --> 00:03:16.500]  稱之為基督徒的人
[00:03:16.500 --> 00:03:18.500]  最嚴重的稱之為基督徒的人
[00:03:18.500 --> 00:03:19.500]  甚至他不會說
[00:03:19.500 --> 00:03:21.500]  相信聖經裡面所講的東西
[00:03:21.500 --> 00:03:23.500]  他不相信聖經裡面所講的
[00:03:23.500 --> 00:03:25.500]  只相信他自己的感覺
[00:03:25.500 --> 00:03:26.500]  來做基督徒的
[00:03:26.500 --> 00:03:29.500]  只相信自己的感覺去做基督徒
[00:03:29.500 --> 00:03:30.500]  我最近認識一個
[00:03:30.500 --> 00:03:31.500]  剛剛信了主
[00:03:31.500 --> 00:03:33.500]  甚至接受了洗禮的一個
[00:03:33.500 --> 00:03:35.500]  叫做基督徒的人
[00:03:35.500 --> 00:03:36.500]  我剛剛認識的是一位
[00:03:36.500 --> 00:03:40.500]  剛剛信主接受水禮的基督徒的人
[00:03:40.500 --> 00:03:42.500]  他告訴我他經歷了一次
[00:03:42.500 --> 00:03:45.500]  耶穌基督的禁經的感動
[00:03:45.500 --> 00:03:48.500]  他經歷了一次
[00:03:48.500 --> 00:03:50.500]  耶穌基督禁經的感動
[00:03:50.500 --> 00:03:52.500]  叫做Jesus Shiver
[00:03:52.500 --> 00:03:54.500]  OK 有沒有聽過
[00:03:54.500 --> 00:03:55.500]  沒聽過呢
[00:03:55.500 --> 00:03:56.500]  我有聽過
[00:03:56.500 --> 00:03:57.500]  不過第一次見到有人
[00:03:57.500 --> 00:03:59.500]  親口跟我承認的
[00:03:59.500 --> 00:04:00.500]  我是見過
[00:04:00.500 --> 00:04:02.500]  但是第一次見到有人
[00:04:02.500 --> 00:04:03.500]  親口跟我承認
[00:04:03.500 --> 00:04:04.500]  我也很好奇
[00:04:04.500 --> 00:04:05.500]  我問一下他
[00:04:05.500 --> 00:04:06.500]  是怎樣Shiver
[00:04:06.500 --> 00:04:08.500]  怎樣震動呢
[00:04:08.500 --> 00:04:09.500]  我就很好奇
[00:04:09.500 --> 00:04:11.500]  就問他是怎樣被震動的
[00:04:11.500 --> 00:04:12.500]  Shiver這個字
[00:04:12.500 --> 00:04:14.500]  英文其實可以解為打冷顫
[00:04:14.500 --> 00:04:15.500]  就是說
[00:04:15.500 --> 00:04:16.500]  在英文解釋
[00:04:16.500 --> 00:04:18.500]  也可以說打冷顫
[00:04:18.500 --> 00:04:20.500]  他經常都覺得打冷顫
[00:04:20.500 --> 00:04:22.500]  他整天就打冷顫
[00:04:22.500 --> 00:04:23.500]  他經常
[00:04:23.500 --> 00:04:25.500]  他在辦公室裡面都覺得很打冷顫
[00:04:25.500 --> 00:04:27.500]  他在辦公室都會打冷顫
[00:04:27.500 --> 00:04:29.500]  接著我看一看他的頭頂
[00:04:29.500 --> 00:04:30.500]  我看他的頭頂
[00:04:30.500 --> 00:04:31.500]  怪不得你打冷顫
[00:04:31.500 --> 00:04:32.500]  不光是打冷顫
[00:04:32.500 --> 00:04:35.500]  坐在這個冷氣口下面
[00:04:35.500 --> 00:04:37.500]  正好坐在冷氣口下面
[00:04:37.500 --> 00:04:38.500]  但是他就認為
[00:04:38.500 --> 00:04:40.500]  這是一種熟齡經驗
[00:04:40.500 --> 00:04:42.500]  他整天都在經驗
[00:04:42.500 --> 00:04:44.500]  他認為是熟齡經驗
[00:04:44.500 --> 00:04:48.500]  因為各式各樣的講法思想
[00:04:48.500 --> 00:04:50.500]  各式各樣的講法思想
[00:04:50.500 --> 00:04:53.500]  就造成了今天教會的亂局
[00:04:53.500 --> 00:04:55.500]  就造成了今天教會的亂局
[00:04:55.500 --> 00:04:57.500]  很多人將自己的思念
[00:04:57.500 --> 00:05:00.500]  混雜在教會當中
[00:05:00.500 --> 00:05:03.500]  並且稱之為上帝的旨意
[00:05:03.500 --> 00:05:04.500]  就將自己的思想
[00:05:04.500 --> 00:05:06.500]  混在教會當中
[00:05:06.500 --> 00:05:08.500]  稱之為上帝的旨意
[00:05:08.500 --> 00:05:11.500]  似乎就有很多不同類型的基督徒走出來
[00:05:11.500 --> 00:05:15.500]  甚至有很多是假的基督徒
[00:05:15.500 --> 00:05:17.500]  甚至是假的基督徒
[00:05:17.500 --> 00:05:21.500]  在地上只是稀世道日
[00:05:21.500 --> 00:05:24.500]  活躍在教會當中
[00:05:24.500 --> 00:05:26.500]  甚至成為教會的領袖
[00:05:26.500 --> 00:05:27.500]  甚至成為教會的領袖
[00:05:27.500 --> 00:05:29.500]  有些還稱之為牧師傳道人
[00:05:29.500 --> 00:05:31.500]  甚至稱之為牧師傳道人
[00:05:31.500 --> 00:05:32.500]  為什麼我要講這件事呢?
[00:05:32.500 --> 00:05:34.500]  我為什麼要講這件事呢?
[00:05:34.500 --> 00:05:36.500]  因為當我們做基督徒
[00:05:36.500 --> 00:05:39.500]  沒辦法要脫離一個重要的事實
[00:05:39.500 --> 00:05:40.500]  我們做基督徒
[00:05:40.500 --> 00:05:42.500]  無法脫離一個重要的事實
[00:05:42.500 --> 00:05:43.500]  我們活在這個世界裡
[00:05:43.500 --> 00:05:46.500]  的而且確有很多不同的神學
[00:05:46.500 --> 00:05:50.500]  是衍生在我們所稱為教會裡面
[00:05:50.500 --> 00:05:52.500]  我們生活在這個現實生活中
[00:05:52.500 --> 00:05:56.500]  有不同的神學在教會當中運作
[00:05:56.500 --> 00:05:58.500]  我們必須要學習一個功課
[00:05:58.500 --> 00:06:00.500]  我們必須要學習一個功課
[00:06:00.500 --> 00:06:02.500]  就是怎樣去辨別諸靈
[00:06:02.500 --> 00:06:05.500]  就是說能夠辨別出來
[00:06:05.500 --> 00:06:08.500]  因為很多人都說自己有靈感
[00:06:08.500 --> 00:06:10.500]  有上帝的靈引導
[00:06:10.500 --> 00:06:12.500]  有很多人說他有靈感
[00:06:12.500 --> 00:06:14.500]  有神的靈引導
[00:06:14.500 --> 00:06:16.500]  究竟這個靈是從哪裡來的呢?
[00:06:16.500 --> 00:06:18.500]  這個靈是從何處來的呢?
[00:06:18.500 --> 00:06:20.500]  不是因為你說是從上帝
[00:06:20.500 --> 00:06:21.500]  就是從上帝的
[00:06:21.500 --> 00:06:23.500]  不是你說是從上帝
[00:06:23.500 --> 00:06:24.500]  就是從上帝的
[00:06:24.500 --> 00:06:25.500]  怎樣才能辨別到呢?
[00:06:25.500 --> 00:06:27.500]  怎樣辨別到呢?
[00:06:27.500 --> 00:06:28.500]  在這個過程當中
[00:06:28.500 --> 00:06:30.500]  在這個過程當中
[00:06:30.500 --> 00:06:32.500]  如果我們缺乏了這種辨別能力的話
[00:06:32.500 --> 00:06:35.500]  如果我們缺乏了這種辨別能力的話
[00:06:35.500 --> 00:06:38.500]  就很容易掉進一個屬靈的陷阱裡
[00:06:38.500 --> 00:06:41.500]  就很容易掉進一個屬靈的陷阱裡
[00:06:41.500 --> 00:06:43.500]  表面好像很真
[00:06:43.500 --> 00:06:44.500]  表面像很真
[00:06:44.500 --> 00:06:46.500]  但暗底裡原來你已經走進了一條
[00:06:46.500 --> 00:06:48.500]  背逆上帝的道路
[00:06:48.500 --> 00:06:52.500]  背後走著背逆上帝的道路
[00:06:52.500 --> 00:06:56.500]  而這些道路很多時候還稱之為上帝的道路
[00:06:56.500 --> 00:06:59.500]  甚至很多人稱之為上帝的道路
[00:06:59.500 --> 00:07:01.500]  而這個正正是今天我們所看的這段聖經
[00:07:01.500 --> 00:07:03.500]  而這個正正是今天我們所看的這段聖經
[00:07:03.500 --> 00:07:04.500]  《基督行傳》第21章
[00:07:04.500 --> 00:07:05.500]  《基督行傳》第21章
[00:07:05.500 --> 00:07:07.500]  從1-14節要講的題目
[00:07:07.500 --> 00:07:10.500]  從1-14節要講的題目
[00:07:10.500 --> 00:07:12.500]  就是我們怎樣去緊緊把握
[00:07:12.500 --> 00:07:14.500]  哪些才是上帝的旨意
[00:07:14.500 --> 00:07:15.500]  哪些才是上帝的旨意
[00:07:15.500 --> 00:07:16.500]  要我們好好去把握
[00:07:16.500 --> 00:07:17.500]  要我們好好去把握
[00:07:17.500 --> 00:07:18.500]  什麼才是上帝的旨意
[00:07:18.500 --> 00:07:19.500]  要我們好好去把握
[00:07:19.500 --> 00:07:20.500]  而走著這條屬靈的道路
[00:07:20.500 --> 00:07:21.500]  而走著這條屬靈的道路
[00:07:21.500 --> 00:07:22.500]  而走著這條屬靈的道路
[00:07:22.500 --> 00:07:24.500]  因為很容易我們會混淆在一些人的思意裡
[00:07:24.500 --> 00:07:26.500]  因為很容易我們會混淆在一些人的思意裡
[00:07:26.500 --> 00:07:31.500]  因為很容易我們會混淆在一些人的思意裡
[00:07:31.500 --> 00:07:32.500]  這個也是在第20章裏面
[00:07:32.500 --> 00:07:33.500]  保羅能離開
[00:07:33.500 --> 00:07:35.500]  對已婚所教會的長老所說的一番話的重點所在
[00:07:35.500 --> 00:07:37.500]  對已婚所教會的長老所說的一番話的重點所在
[00:07:37.500 --> 00:07:38.500]  對已婚所教會的長老所說的一番話的重點所在
[00:07:38.500 --> 00:07:40.500]  這也就是說保羅在第20章離開已婚所教會
[00:07:40.500 --> 00:07:42.500]  這也就是說保羅在第20章離開已婚所教會
[00:07:42.500 --> 00:07:43.500]  對長老所說話的重點所在
[00:07:43.500 --> 00:07:44.500]  對長老所說話的重點所在
[00:07:44.500 --> 00:07:45.500]  對長老所說話的重點所在
[00:07:45.500 --> 00:07:46.500]  這個正正就是在第20章的第29節裏面
[00:07:46.500 --> 00:07:47.500]  這個正正就是在第20章的第29節裏面
[00:07:57.500 --> 00:07:58.500]  他們會在你當中傳某些說話
[00:07:58.500 --> 00:08:01.500]  他們會在你當中傳某些說話
[00:08:01.500 --> 00:08:02.500]  引誘你去跟從他們
[00:08:02.500 --> 00:08:03.500]  引誘你去跟從他們
[00:08:03.500 --> 00:08:04.500]  引誘你去跟從他們
[00:08:04.500 --> 00:08:05.500]  引誘你去跟從他們
[00:08:05.500 --> 00:08:06.500]  所以我們必須學習這個功課
[00:08:06.500 --> 00:08:07.500]  所以我們必須學習這個功課
[00:08:07.500 --> 00:08:08.500]  我們必須學習這個功課
[00:08:08.500 --> 00:08:09.500]  這個正正就是馬上第21章
[00:08:09.500 --> 00:08:10.500]  這個正正就是馬上第21章
[00:08:10.500 --> 00:08:11.500]  這個正正就是馬上第21章
[00:08:11.500 --> 00:08:12.500]  保羅親身給我們看看
[00:08:12.500 --> 00:08:13.500]  保羅親身給我們看看
[00:08:13.500 --> 00:08:14.500]  保羅親身給我們看看
[00:08:14.500 --> 00:08:15.500]  怎樣去處理這些功課
[00:08:15.500 --> 00:08:16.500]  怎樣去處理這些功課
[00:08:16.500 --> 00:08:17.500]  然後21章就可以讓我們親身看到
[00:08:17.500 --> 00:08:18.500]  然後21章就可以讓我們親身看到
[00:08:18.500 --> 00:08:26.500]  保羅怎樣去處理這些功課
[00:08:26.500 --> 00:08:27.500]  保羅怎樣去處理這些功課
[00:08:27.500 --> 00:08:28.500]  保羅怎樣去處理這些功課
[00:08:28.500 --> 00:08:29.500]  保羅怎樣去處理這些功課
[00:08:29.500 --> 00:08:30.500]  保羅怎樣去處理這些功課
[00:08:30.500 --> 00:08:31.500]  保羅怎樣去處理這些功課
[00:08:31.500 --> 00:08:32.500]  保羅怎樣去處理這些功課
[00:08:32.500 --> 00:08:33.500]  保羅怎樣去處理這些功課
[00:08:33.500 --> 00:08:34.500]  第21章有點特別
[00:08:34.500 --> 00:08:35.500]  第21章有些特別的
[00:08:35.500 --> 00:08:36.500]  保羅怎樣去處理這些功課
[00:08:36.500 --> 00:08:37.500]  保羅怎樣去處理這些功課
[00:08:37.500 --> 00:08:38.500]  保羅怎樣去處理這些功課
[00:08:38.500 --> 00:08:39.500]  保羅怎樣去處理這些功課
[00:08:39.500 --> 00:08:40.500]  保羅怎樣去處理這些功課
[00:08:40.500 --> 00:08:41.500]  保羅怎樣去處理這些功課
[00:08:41.500 --> 00:08:42.500]  保羅怎樣去處理這些功課
[00:08:42.500 --> 00:08:43.500]  保羅怎樣去處理這些功課
[00:08:43.500 --> 00:08:48.500]  保羅怎樣去處理這些功課
[00:08:48.500 --> 00:08:49.500]  保羅怎樣去處理這些功課
[00:08:49.500 --> 00:08:50.500]  保羅怎樣去處理這些功課
[00:08:50.500 --> 00:08:51.500]  保羅怎樣去處理這些功課
[00:08:51.500 --> 00:08:52.500]  保羅怎樣去處理這些功課
[00:08:52.500 --> 00:08:53.500]  保羅怎樣去處理這些功課
[00:08:53.500 --> 00:08:54.500]  保羅怎樣去處理這些功課
[00:08:54.500 --> 00:08:55.500]  保羅怎樣去處理這些功課
[00:08:55.500 --> 00:08:56.500]  保羅怎樣去處理這些功課
[00:08:56.500 --> 00:08:57.500]  保羅怎樣去處理這些功課
[00:08:57.500 --> 00:08:58.500]  保羅怎樣去處理這些功課
[00:08:58.500 --> 00:08:59.500]  保羅怎樣去處理這些功課
[00:08:59.500 --> 00:09:00.500]  保羅怎樣去處理這些功課
[00:09:00.500 --> 00:09:01.500]  保羅怎樣去處理這些功課
[00:09:01.500 --> 00:09:02.500]  保羅怎樣去處理這些功課
[00:09:02.500 --> 00:09:03.500]  保羅怎樣去處理這些功課
[00:09:03.500 --> 00:09:04.500]  保羅怎樣去處理這些功課
[00:09:04.500 --> 00:09:05.500]  保羅怎樣去處理這些功課
[00:09:05.500 --> 00:09:14.500]  保羅怎樣去處理這些功課
[00:09:14.500 --> 00:09:15.500]  保羅怎樣去處理這些功課
[00:09:15.500 --> 00:09:16.500]  保羅怎樣去處理這些功課
[00:09:16.500 --> 00:09:17.500]  保羅怎樣去處理這些功課
[00:09:17.500 --> 00:09:18.500]  保羅怎樣去處理這些功課
[00:09:18.500 --> 00:09:19.500]  保羅怎樣去處理這些功課
[00:09:19.500 --> 00:09:20.500]  保羅怎樣去處理這些功課
[00:09:20.500 --> 00:09:21.500]  保羅怎樣去處理這些功課
[00:09:21.500 --> 00:09:22.500]  保羅怎樣去處理這些功課
[00:09:22.500 --> 00:09:23.500]  保羅怎樣去處理這些功課
[00:09:23.500 --> 00:09:24.500]  保羅怎樣去處理這些功課
[00:09:24.500 --> 00:09:25.500]  保羅怎樣去處理這些功課
[00:09:25.500 --> 00:09:26.500]  保羅怎樣去處理這些功課
[00:09:26.500 --> 00:09:27.500]  保羅怎樣去處理這些功課
[00:09:27.500 --> 00:09:28.500]  保羅怎樣去處理這些功課
[00:09:28.500 --> 00:09:29.500]  保羅怎樣去處理這些功課
[00:09:29.500 --> 00:09:30.500]  保羅怎樣去處理這些功課
[00:09:30.500 --> 00:09:31.500]  保羅怎樣去處理這些功課
[00:09:31.500 --> 00:09:35.500]  保羅怎樣去處理這些功課
[00:09:35.500 --> 00:09:36.500]  保羅怎樣去處理這些功課
[00:09:36.500 --> 00:09:37.500]  保羅怎樣去處理這些功課
[00:09:37.500 --> 00:09:38.500]  保羅怎樣去處理這些功課
[00:09:38.500 --> 00:09:39.500]  保羅怎樣去處理這些功課
[00:09:39.500 --> 00:09:40.500]  保羅怎樣去處理這些功課
[00:09:40.500 --> 00:09:41.500]  保羅怎樣去處理這些功課
[00:09:41.500 --> 00:09:42.500]  保羅怎樣去處理這些功課
[00:09:42.500 --> 00:09:43.500]  保羅怎樣去處理這些功課
[00:09:43.500 --> 00:09:44.500]  保羅怎樣去處理這些功課
[00:09:44.500 --> 00:09:45.500]  保羅怎樣去處理這些功課
[00:09:45.500 --> 00:09:46.500]  保羅怎樣去處理這些功課
[00:09:46.500 --> 00:09:47.500]  保羅怎樣去處理這些功課
[00:09:47.500 --> 00:09:48.500]  保羅怎樣去處理這些功課
[00:09:48.500 --> 00:09:49.500]  保羅怎樣去處理這些功課
[00:09:49.500 --> 00:09:50.500]  保羅怎樣去處理這些功課
[00:09:50.500 --> 00:09:51.500]  保羅怎樣去處理這些功課
[00:09:51.500 --> 00:09:52.500]  保羅怎樣去處理這些功課
[00:09:52.500 --> 00:10:01.500]  保羅怎樣去處理這些功課
[00:10:01.500 --> 00:10:02.500]  保羅怎樣去處理這些功課
[00:10:02.500 --> 00:10:03.500]  保羅怎樣去處理這些功課
[00:10:03.500 --> 00:10:04.500]  保羅怎樣去處理這些功課
[00:10:04.500 --> 00:10:05.500]  保羅怎樣去處理這些功課
[00:10:05.500 --> 00:10:06.500]  保羅怎樣去處理這些功課
[00:10:06.500 --> 00:10:07.500]  保羅怎樣去處理這些功課
[00:10:07.500 --> 00:10:08.500]  保羅怎樣去處理這些功課
[00:10:08.500 --> 00:10:09.500]  保羅怎樣去處理這些功課
[00:10:09.500 --> 00:10:10.500]  保羅怎樣去處理這些功課
[00:10:10.500 --> 00:10:11.500]  保羅怎樣去處理這些功課
[00:10:11.500 --> 00:10:12.500]  保羅怎樣去處理這些功課
[00:10:12.500 --> 00:10:13.500]  保羅怎樣去處理這些功課
[00:10:13.500 --> 00:10:14.500]  保羅怎樣去處理這些功課
[00:10:14.500 --> 00:10:15.500]  保羅怎樣去處理這些功課
[00:10:15.500 --> 00:10:16.500]  保羅怎樣去處理這些功課
[00:10:16.500 --> 00:10:17.500]  保羅怎樣去處理這些功課
[00:10:17.500 --> 00:10:18.500]  保羅怎樣去處理這些功課
[00:10:18.500 --> 00:10:23.500]  保羅怎樣去處理這些功課
[00:10:23.500 --> 00:10:24.500]  保羅怎樣去處理這些功課
[00:10:24.500 --> 00:10:25.500]  保羅怎樣去處理這些功課
[00:10:25.500 --> 00:10:26.500]  保羅怎樣去處理這些功課
[00:10:26.500 --> 00:10:27.500]  保羅怎樣去處理這些功課
[00:10:27.500 --> 00:10:28.500]  保羅怎樣去處理這些功課
[00:10:28.500 --> 00:10:29.500]  保羅怎樣去處理這些功課
[00:10:29.500 --> 00:10:30.500]  保羅怎樣去處理這些功課
[00:10:30.500 --> 00:10:31.500]  保羅怎樣去處理這些功課
[00:10:31.500 --> 00:10:32.500]  保羅怎樣去處理這些功課
[00:10:32.500 --> 00:10:33.500]  保羅怎樣去處理這些功課
[00:10:33.500 --> 00:10:34.500]  保羅怎樣去處理這些功課
[00:10:34.500 --> 00:10:35.500]  保羅怎樣去處理這些功課
[00:10:35.500 --> 00:10:36.500]  保羅怎樣去處理這些功課
[00:10:36.500 --> 00:10:37.500]  保羅怎樣去處理這些功課
[00:10:37.500 --> 00:10:38.500]  保羅怎樣去處理這些功課
[00:10:38.500 --> 00:10:39.500]  保羅怎樣去處理這些功課
[00:10:39.500 --> 00:10:40.500]  保羅怎樣去處理這些功課
[00:10:40.500 --> 00:11:01.500]  保羅怎樣去處理這些功課
[00:11:01.500 --> 00:11:02.500]  保羅怎樣去處理這些功課
[00:11:02.500 --> 00:11:03.500]  保羅怎樣去處理這些功課
[00:11:03.500 --> 00:11:04.500]  保羅怎樣去處理這些功課
[00:11:04.500 --> 00:11:05.500]  保羅怎樣去處理這些功課
[00:11:05.500 --> 00:11:06.500]  保羅怎樣去處理這些功課
[00:11:06.500 --> 00:11:07.500]  保羅怎樣去處理這些功課
[00:11:07.500 --> 00:11:08.500]  保羅怎樣去處理這些功課
[00:11:08.500 --> 00:11:09.500]  保羅怎樣去處理這些功課
[00:11:09.500 --> 00:11:10.500]  保羅怎樣去處理這些功課
[00:11:10.500 --> 00:11:11.500]  保羅怎樣去處理這些功課
[00:11:11.500 --> 00:11:12.500]  保羅怎樣去處理這些功課
[00:11:12.500 --> 00:11:13.500]  保羅怎樣去處理這些功課
[00:11:13.500 --> 00:11:14.500]  保羅怎樣去處理這些功課
[00:11:14.500 --> 00:11:15.500]  保羅怎樣去處理這些功課
[00:11:15.500 --> 00:11:16.500]  保羅怎樣去處理這些功課
[00:11:16.500 --> 00:11:17.500]  保羅怎樣去處理這些功課
[00:11:17.500 --> 00:11:18.500]  保羅怎樣去處理這些功課
[00:11:18.500 --> 00:11:19.500]  保羅怎樣去處理這些功課
[00:11:19.500 --> 00:11:20.500]  保羅怎樣去處理這些功課
[00:11:20.500 --> 00:11:21.500]  保羅怎樣去處理這些功課
[00:11:21.500 --> 00:11:22.500]  保羅怎樣去處理這些功課
[00:11:22.500 --> 00:11:23.500]  保羅怎樣去處理這些功課
[00:11:23.500 --> 00:11:24.500]  保羅怎樣去處理這些功課
[00:11:24.500 --> 00:11:25.500]  保羅怎樣去處理這些功課
[00:11:25.500 --> 00:11:26.500]  保羅怎樣去處理這些功課
[00:11:26.500 --> 00:11:27.500]  保羅怎樣去處理這些功課
[00:11:27.500 --> 00:11:42.500]  保羅怎樣去處理這些功課
[00:11:42.500 --> 00:11:43.500]  保羅怎樣去處理這些功課
[00:11:43.500 --> 00:11:44.500]  保羅怎樣去處理這些功課
[00:11:44.500 --> 00:11:45.500]  保羅怎樣去處理這些功課
[00:11:45.500 --> 00:11:46.500]  保羅怎樣去處理這些功課
[00:11:46.500 --> 00:11:47.500]  保羅怎樣去處理這些功課
[00:11:47.500 --> 00:11:48.500]  保羅怎樣去處理這些功課
[00:11:48.500 --> 00:11:49.500]  保羅怎樣去處理這些功課
[00:11:49.500 --> 00:11:50.500]  保羅怎樣去處理這些功課
[00:11:50.500 --> 00:11:51.500]  保羅怎樣去處理這些功課
[00:11:51.500 --> 00:11:52.500]  保羅怎樣去處理這些功課
[00:11:52.500 --> 00:11:53.500]  保羅怎樣去處理這些功課
[00:11:53.500 --> 00:11:54.500]  保羅怎樣去處理這些功課
[00:11:54.500 --> 00:11:55.500]  保羅怎樣去處理這些功課
[00:11:55.500 --> 00:11:56.500]  保羅怎樣去處理這些功課
[00:11:56.500 --> 00:11:57.500]  保羅怎樣去處理這些功課
[00:11:57.500 --> 00:11:58.500]  保羅怎樣去處理這些功課
[00:11:58.500 --> 00:11:59.500]  保羅怎樣去處理這些功課
[00:11:59.500 --> 00:12:00.500]  保羅怎樣去處理這些功課
