
[00:00:00.000 --> 00:00:09.000]  我今天跟大家分享的就是關於一個題目叫《屬靈是沒有捷徑的》
[00:02:59.000 --> 00:03:04.000]  引導你去一個地方你不想去的時候
[00:03:04.000 --> 00:03:05.000]  但你信服
[00:03:05.000 --> 00:03:06.000]  你就去了
[00:03:06.000 --> 00:03:08.000]  結果呢
[00:03:08.000 --> 00:03:09.000]  不去又是好
[00:03:09.000 --> 00:03:14.000]  一去你就見到聖靈的工作很奇妙
[00:03:14.000 --> 00:03:17.000]  原來這座城裡面的人
[00:03:17.000 --> 00:03:21.000]  本來沒有生氣
[00:03:21.000 --> 00:03:22.000]  無氣沉沉
[00:03:22.000 --> 00:03:24.000]  甚至死氣沉沉
[00:03:24.000 --> 00:03:26.000]  但肥利一去到的時候
[00:03:26.000 --> 00:03:28.000]  看到這樣的環境
[00:03:28.000 --> 00:03:32.000]  他就馬上宣講基督
[00:03:32.000 --> 00:03:34.000]  即是介紹耶穌基督
[00:03:34.000 --> 00:03:39.000]  一段最近在耶路撒冷發生的事情
[00:03:39.000 --> 00:03:42.000]  有人被釘十字架的耶穌
[00:03:42.000 --> 00:03:44.000]  是神差利的救主
[00:03:44.000 --> 00:03:45.000]  他就什麼
[00:03:45.000 --> 00:03:47.000]  見證宣講基督
[00:03:47.000 --> 00:03:48.000]  但另一方面呢
[00:03:48.000 --> 00:03:51.000]  他就醫治疾病
[00:03:51.000 --> 00:03:55.000]  還有港族烏鬼
[00:03:55.000 --> 00:04:00.000]  當肥利在這個撒瑪利亞城見證基督
[00:04:00.000 --> 00:04:01.000]  宣講基督
[00:04:01.000 --> 00:04:04.000]  行神蹟奇事的時候
[00:04:04.000 --> 00:04:05.000]  聖經記載
[00:04:05.000 --> 00:04:08.000]  城裡面的人就什麼
[00:04:08.000 --> 00:04:10.000]  就迴轉悔改
[00:04:10.000 --> 00:04:12.000]  甚至是什麼呢
[00:04:12.000 --> 00:04:15.000]  甚至整個城都三萬番了
[00:04:15.000 --> 00:04:16.000]  為什麼
[00:04:16.000 --> 00:04:17.000]  因為聖經記載
[00:04:17.000 --> 00:04:22.000]  在那城裡就大有歡喜
[00:04:22.000 --> 00:04:24.000]  即是用家客的說話來講
[00:04:24.000 --> 00:04:26.000]  皆大歡喜
[00:04:26.000 --> 00:04:27.000]  開心嗎
[00:04:27.000 --> 00:04:28.000]  很開心對不對
[00:04:28.000 --> 00:04:32.000]  可以見到福音所到的地方
[00:04:32.000 --> 00:04:35.000]  帶來一個很大的復興
[00:04:35.000 --> 00:04:38.000]  很大的根生
[00:04:38.000 --> 00:04:42.000]  之後就發生了一個小插曲
[00:04:42.000 --> 00:04:46.000]  正如今天大家讀的這段經文
[00:04:46.000 --> 00:04:48.000]  出現了一個人物
[00:04:48.000 --> 00:04:52.000]  這個人物就叫做西門
[00:04:52.000 --> 00:04:54.000]  不過不幸的是
[00:04:54.000 --> 00:04:56.000]  他前面有三個字
[00:04:56.000 --> 00:04:58.000]  他叫閒邪術
[00:04:58.000 --> 00:05:01.000]  是閒邪術的什麼
[00:05:01.000 --> 00:05:02.000]  就是西門
[00:05:02.000 --> 00:05:03.000]  即是一個毒
[00:05:03.000 --> 00:05:05.000]  非常之不好對不對
[00:05:05.000 --> 00:05:08.000]  那麼這個閒邪術的西門
[00:05:08.000 --> 00:05:10.000]  發生什麼事呢
[00:05:10.000 --> 00:05:13.000]  原來聖經記載
[00:05:13.000 --> 00:05:15.000]  他在這個城裡面
[00:05:15.000 --> 00:05:17.000]  在撒瑪利亞裡面
[00:05:17.000 --> 00:05:21.000]  他的人有幾樣的描述
[00:05:21.000 --> 00:05:25.000]  都給大家看一看
[00:05:25.000 --> 00:05:27.000]  哪幾個描述呢
[00:05:27.000 --> 00:05:29.000]  第一個描述
[00:05:29.000 --> 00:05:33.000]  聖經說他是望自尊大
[00:05:33.000 --> 00:05:35.000]  即是說這個人
[00:05:35.000 --> 00:05:39.000]  一向都是硬硬瘦瘦的
[00:05:39.000 --> 00:05:41.000]  我們廣東話說
[00:05:41.000 --> 00:05:44.000]  認叻認威
[00:05:44.000 --> 00:05:48.000]  望人擔高頭都不會望你
[00:05:48.000 --> 00:05:49.000]  你明白我的意思嗎
[00:05:49.000 --> 00:05:50.000]  認叻認威
[00:05:50.000 --> 00:05:51.000]  硬硬瘦瘦的
[00:05:51.000 --> 00:05:54.000]  要人尊重他
[00:05:54.000 --> 00:05:59.000]  這個就是西門的特性
[00:05:59.000 --> 00:06:01.000]  他不單止是這樣
[00:06:01.000 --> 00:06:02.000]  認叻認威
[00:06:02.000 --> 00:06:03.000]  要人尊重他
[00:06:03.000 --> 00:06:06.000]  而且他也挺霸道的
[00:06:06.000 --> 00:06:07.000]  為什麼呢
[00:06:07.000 --> 00:06:09.000]  聖經第二個描述
[00:06:09.000 --> 00:06:11.000]  就說他是什麼呢
[00:06:11.000 --> 00:06:17.000]  是用邪術來迷惑人
[00:06:17.000 --> 00:06:19.000]  控制人
[00:06:19.000 --> 00:06:21.000]  叫人聽他的話
[00:06:21.000 --> 00:06:24.000]  這個人是不是挺霸道
[00:06:24.000 --> 00:06:26.000]  用一些邪術
[00:06:26.000 --> 00:06:30.000]  用一些旁門左道的手法
[00:06:30.000 --> 00:06:32.000]  來控制人
[00:06:32.000 --> 00:06:34.000]  不單止是這樣
[00:06:34.000 --> 00:06:36.000]  第三
[00:06:36.000 --> 00:06:40.000]  聖經對這位西門的描述是什麼呢
[00:06:40.000 --> 00:06:44.000]  就說他是一個機會主義者
[00:06:44.000 --> 00:06:46.000]  即是說這個人
[00:06:46.000 --> 00:06:48.000]  哪裡有利益
[00:06:48.000 --> 00:06:51.000]  他就黏在哪裡
[00:06:51.000 --> 00:06:52.000]  你明白我的意思嗎
[00:06:52.000 --> 00:06:53.000]  哪裡有利益
[00:06:53.000 --> 00:06:56.000]  他就靠過去
[00:06:56.000 --> 00:06:58.000]  就靠過去
[00:06:58.000 --> 00:07:00.000]  他看到肥力
[00:07:00.000 --> 00:07:02.000]  厲害啊
[00:07:02.000 --> 00:07:04.000]  他可以行神蹟奇事
[00:07:04.000 --> 00:07:05.000]  而我呢
[00:07:05.000 --> 00:07:08.000]  是行邪術
[00:07:08.000 --> 00:07:10.000]  不知道會不會同行
[00:07:10.000 --> 00:07:12.000]  這次糟了
[00:07:12.000 --> 00:07:14.000]  遇到一個高手
[00:07:14.000 --> 00:07:16.000]  比他更加什麼
[00:07:16.000 --> 00:07:18.000]  比他更加厲害
[00:07:18.000 --> 00:07:20.000]  這次又有高人出現了
[00:07:20.000 --> 00:07:22.000]  所以呢
[00:07:22.000 --> 00:07:25.000]  所以西門
[00:07:25.000 --> 00:07:28.000]  看到肥力這麼厲害的時候
[00:07:28.000 --> 00:07:31.000]  他也甘拜下風
[00:07:31.000 --> 00:07:33.000]  所以聖經記載
[00:07:33.000 --> 00:07:35.000]  肥力行到哪裡
[00:07:35.000 --> 00:07:36.000]  他就什麼
[00:07:36.000 --> 00:07:37.000]  他就跟到哪裡
[00:07:37.000 --> 00:07:39.000]  捱捱笨笨
[00:07:39.000 --> 00:07:41.000]  看有沒有什麼機會
[00:07:41.000 --> 00:07:43.000]  你也得到一些利益
[00:07:43.000 --> 00:07:46.000]  這個就是第三個描述
[00:07:46.000 --> 00:07:47.000]  好了
[00:07:47.000 --> 00:07:50.000]  還有第四個描述
[00:07:50.000 --> 00:07:52.000]  第四個描述是講什麼呢
[00:07:52.000 --> 00:07:54.000]  原來這個人呢
[00:07:54.000 --> 00:07:56.000]  最論盡的地方是什麼
[00:07:56.000 --> 00:07:59.000]  心懷不靜
[00:07:59.000 --> 00:08:01.000]  又或者心術不靜
[00:08:01.000 --> 00:08:02.000]  這個是什麼
[00:08:02.000 --> 00:08:03.000]  最要命的地方
[00:08:03.000 --> 00:08:05.000]  大家認同嗎
[00:08:05.000 --> 00:08:08.000]  原來他是心懷不軌
[00:08:08.000 --> 00:08:10.000]  發生什麼事呢
[00:08:10.000 --> 00:08:15.000]  當彼得、約翰來到撒瑪利亞城
[00:08:15.000 --> 00:08:18.000]  為信徒祈禱的時候
[00:08:18.000 --> 00:08:21.000]  為信徒按守的時候
[00:08:21.000 --> 00:08:24.000]  聖靈就降臨在他們身上
[00:08:24.000 --> 00:08:26.000]  那麼
[00:08:26.000 --> 00:08:28.000]  他見到
[00:08:28.000 --> 00:08:30.000]  當信徒、大仙姊妹
[00:08:30.000 --> 00:08:33.000]  接受到聖靈臨在的時候
[00:08:33.000 --> 00:08:35.000]  大有喜樂
[00:08:35.000 --> 00:08:39.000]  大有能力
[00:08:39.000 --> 00:08:41.000]  大有恩賜
[00:08:41.000 --> 00:08:42.000]  哇
[00:08:42.000 --> 00:08:44.000]  見到這個景況
[00:08:44.000 --> 00:08:47.000]  是不是很神奇
[00:08:47.000 --> 00:08:49.000]  所以呢
[00:08:49.000 --> 00:08:51.000]  他心想
[00:08:51.000 --> 00:08:53.000]  如果
[00:08:53.000 --> 00:08:56.000]  我也可以
[00:08:56.000 --> 00:08:58.000]  同樣
[00:08:58.000 --> 00:09:00.000]  為誰按守
[00:09:00.000 --> 00:09:02.000]  為誰祈禱
[00:09:02.000 --> 00:09:04.000]  那個人就有一個
[00:09:04.000 --> 00:09:05.000]  如此奇妙的改變
[00:09:05.000 --> 00:09:06.000]  哇
[00:09:06.000 --> 00:09:08.000]  真的很有什麼
[00:09:08.000 --> 00:09:09.000]  很有力量
[00:09:09.000 --> 00:09:10.000]  你明白我的意思嗎
[00:09:10.000 --> 00:09:14.000]  於是他跟彼得說
[00:09:14.000 --> 00:09:16.000]  我有夠錢
[00:09:16.000 --> 00:09:18.000]  給了你
[00:09:18.000 --> 00:09:20.000]  你可不可以將你的功力
[00:09:20.000 --> 00:09:22.000]  傳授給我
[00:09:22.000 --> 00:09:23.000]  你明白我的意思嗎
[00:09:23.000 --> 00:09:25.000]  那麼
[00:09:25.000 --> 00:09:27.000]  你知道吧
[00:09:27.000 --> 00:09:28.000]  彼得
[00:09:28.000 --> 00:09:30.000]  不聽由是可
[00:09:30.000 --> 00:09:31.000]  一聽
[00:09:31.000 --> 00:09:33.000]  火都離開了
[00:09:33.000 --> 00:09:34.000]  是不是
[00:09:34.000 --> 00:09:35.000]  怎麼搞的
[00:09:35.000 --> 00:09:39.000]  你把屬靈的恩賜
[00:09:39.000 --> 00:09:41.000]  當成什麼
[00:09:41.000 --> 00:09:46.000]  當成一個商業的交易
[00:09:46.000 --> 00:09:48.000]  即是扁低了
[00:09:48.000 --> 00:09:49.000]  是不是
[00:09:49.000 --> 00:09:51.000]  完全扁低了
[00:09:51.000 --> 00:09:54.000]  屬靈寶貴的價值
[00:09:54.000 --> 00:09:56.000]  所以呢
[00:09:56.000 --> 00:09:57.000]  彼得
[00:09:57.000 --> 00:09:59.000]  很不客氣
[00:09:59.000 --> 00:10:01.000]  直斥其非
[00:10:01.000 --> 00:10:03.000]  甚至警告他
[00:10:03.000 --> 00:10:06.000]  他說你的銀子
[00:10:06.000 --> 00:10:07.000]  和你
[00:10:07.000 --> 00:10:09.000]  都一同什麼
[00:10:09.000 --> 00:10:11.000]  滅亡吧
[00:10:11.000 --> 00:10:13.000]  這個懲罰
[00:10:13.000 --> 00:10:15.000]  咒咒厲不厲害
[00:10:15.000 --> 00:10:18.000]  你以為有錢就能帶齊
[00:10:18.000 --> 00:10:19.000]  你明白嗎
[00:10:19.000 --> 00:10:22.000]  你是有錢就可以買屬靈的恩賜
[00:10:22.000 --> 00:10:25.000]  你是有錢就可以買到聖靈的工作
[00:10:25.000 --> 00:10:26.000]  全錯了
[00:10:26.000 --> 00:10:28.000]  大錯特錯
[00:10:28.000 --> 00:10:31.000]  所以呢
[00:10:31.000 --> 00:10:33.000]  彼得很嚴厲說
[00:10:33.000 --> 00:10:35.000]  你和你的銀子
[00:10:35.000 --> 00:10:36.000]  都什麼
[00:10:36.000 --> 00:10:37.000]  一同滅亡吧
[00:10:37.000 --> 00:10:38.000]  哇
[00:10:38.000 --> 00:10:39.000]  鬼頂子母們
[00:10:39.000 --> 00:10:41.000]  真的初期教會
[00:10:41.000 --> 00:10:44.000]  不要聽這些說話
[00:10:44.000 --> 00:10:45.000]  聽到都挺可怕的
[00:10:45.000 --> 00:10:46.000]  你發覺嗎
[00:10:46.000 --> 00:10:47.000]  哇
[00:10:47.000 --> 00:10:48.000]  真是
[00:10:48.000 --> 00:10:50.000]  當上帝的懲罰臨到的時候
[00:10:50.000 --> 00:10:52.000]  那個人就是什麼
[00:10:52.000 --> 00:10:53.000]  真是
[00:10:53.000 --> 00:10:54.000]  一剎那
[00:10:54.000 --> 00:10:56.000]  就被上帝擊打
[00:10:56.000 --> 00:10:57.000]  被上帝擊倒
[00:10:57.000 --> 00:10:58.000]  是不是
[00:10:58.000 --> 00:11:00.000]  所以呢
[00:11:00.000 --> 00:11:01.000]  他就知錯了
[00:11:01.000 --> 00:11:04.000]  他就求彼得約翰
[00:11:04.000 --> 00:11:08.000]  求他們
[00:11:08.000 --> 00:11:11.000]  求聖靈
[00:11:11.000 --> 00:11:13.000]  希望神工作
[00:11:13.000 --> 00:11:14.000]  不要懲罰他
[00:11:14.000 --> 00:11:15.000]  這個呢
[00:11:15.000 --> 00:11:17.000]  你剛才讀完經文
[00:11:17.000 --> 00:11:19.000]  都看到那個情況了
[00:11:19.000 --> 00:11:20.000]  是不是
[00:11:20.000 --> 00:11:23.000]  我講到這裡的時候
[00:11:23.000 --> 00:11:25.000]  可能你會有一個問題會問
[00:11:25.000 --> 00:11:29.000]  這個問題其實都會在我的心中
[00:11:29.000 --> 00:11:30.000]  都會問
[00:11:30.000 --> 00:11:32.000]  這個同一條問題
[00:11:32.000 --> 00:11:33.000]  是問什麼呢
[00:11:33.000 --> 00:11:34.000]  就是問
[00:11:34.000 --> 00:11:36.000]  牧師啊
[00:11:36.000 --> 00:11:40.000]  為什麼西門
[00:11:40.000 --> 00:11:42.000]  會是這麼亂七八糟的呢
[00:11:42.000 --> 00:11:43.000]  你明白我的意思嗎
[00:11:43.000 --> 00:11:44.000]  因為為什麼
[00:11:44.000 --> 00:11:46.000]  因為他呢
[00:11:46.000 --> 00:11:48.000]  又聽過肥利講到
[00:11:48.000 --> 00:11:50.000]  又信了耶穌
[00:11:50.000 --> 00:11:52.000]  又洗了禮
[00:11:52.000 --> 00:11:53.000]  你明白我的意思嗎
[00:11:53.000 --> 00:11:56.000]  為什麼那個人還會什麼
[00:11:56.000 --> 00:11:59.000]  這麼心術不正呢
[00:11:59.000 --> 00:12:03.000]  大家問這個問題的時候
[00:12:03.000 --> 00:12:06.000]  不多不少都會反映可能
[00:12:06.000 --> 00:12:07.000]  今時今日
[00:12:07.000 --> 00:12:12.000]  你在家裡
[00:12:12.000 --> 00:12:14.000]  或者在你的公司
[00:12:14.000 --> 00:12:16.000]  或者在你的社交圈子
[00:12:16.000 --> 00:12:19.000]  或者可能你都會遇到一些人
[00:12:19.000 --> 00:12:21.000]  某些人呢
[00:12:21.000 --> 00:12:24.000]  他的行為表現
[00:12:24.000 --> 00:12:27.000]  跟他自己說是基督徒
[00:12:27.000 --> 00:12:29.000]  是很不相稱的
[00:12:29.000 --> 00:12:30.000]  你有沒有
[00:12:30.000 --> 00:12:33.000]  有時候發這些問題
[00:12:33.000 --> 00:12:34.000]  各位弟兄姊妹
[00:12:34.000 --> 00:12:36.000]  有時候可能呢
[00:12:36.000 --> 00:12:39.000]  因為某一位的人
[00:12:39.000 --> 00:12:41.000]  他的行為表現
[00:12:41.000 --> 00:12:44.000]  是跟他說自己是基督徒
[00:12:44.000 --> 00:12:48.000]  是完全都不對稱的
[00:12:48.000 --> 00:12:50.000]  甚至都影響了你
[00:12:50.000 --> 00:12:52.000]  對信耶穌的決心
[00:12:52.000 --> 00:12:54.000]  會不會有這樣的事情發生
[00:12:54.000 --> 00:12:56.000]  各位弟兄姊妹
[00:12:56.000 --> 00:13:00.000]  這個情況就類同西門
[00:13:00.000 --> 00:13:01.000]  很相似
[00:13:01.000 --> 00:13:03.000]  為什麼會有這樣的情況呢
[00:13:03.000 --> 00:13:06.000]  現在我們都嘗試
[00:13:06.000 --> 00:13:08.000]  蛛絲馬跡
[00:13:08.000 --> 00:13:10.000]  去追查一下
[00:13:10.000 --> 00:13:11.000]  我相信
[00:13:11.000 --> 00:13:15.000]  有好像西門這樣的情況的人
[00:13:15.000 --> 00:13:17.000]  這樣的表現
[00:13:17.000 --> 00:13:20.000]  不多不少
[00:13:20.000 --> 00:13:26.000]  一定跟他的信耶穌的過程
[00:13:26.000 --> 00:13:29.000]  發生了一些問題有關的
[00:13:29.000 --> 00:13:31.000]  大家相信嗎
[00:13:31.000 --> 00:13:34.000]  怎樣信耶穌呢
[00:13:34.000 --> 00:13:35.000]  這位朋友
[00:13:35.000 --> 00:13:37.000]  這位同事
[00:13:37.000 --> 00:13:39.000]  他怎樣信耶穌呢
[00:13:39.000 --> 00:13:40.000]  他說自己是基督徒
[00:13:40.000 --> 00:13:42.000]  但是他的表現
[00:13:42.000 --> 00:13:44.000]  完全是兩回事
[00:13:44.000 --> 00:13:46.000]  南轅北轍
[00:13:46.000 --> 00:13:47.000]  怎麼像呢
[00:13:47.000 --> 00:13:48.000]  各位
[00:13:48.000 --> 00:13:54.000]  這個問題我們要回到根本的地步
[00:13:54.000 --> 00:13:56.000]  就是他怎樣信耶穌
[00:13:56.000 --> 00:13:58.000]  你明白我的意思嗎
[00:13:58.000 --> 00:14:03.000]  我們看看西門是怎樣信耶穌
[00:14:03.000 --> 00:14:04.000]  第一
[00:14:04.000 --> 00:14:06.000]  我相信西門
[00:14:06.000 --> 00:14:08.000]  他之所以說信耶穌
[00:14:08.000 --> 00:14:10.000]  可能是甚麼
[00:14:10.000 --> 00:14:12.000]  另有目的
[00:14:12.000 --> 00:14:14.000]  大家察覺嗎
[00:14:14.000 --> 00:14:18.000]  可能他是有其他的目的
[00:14:18.000 --> 00:14:20.000]  信耶穌也未定
[00:14:20.000 --> 00:14:25.000]  因為他自己行邪術
[00:14:25.000 --> 00:14:27.000]  現在看到
[00:14:27.000 --> 00:14:29.000]  肥吏可以行神蹟
[00:14:29.000 --> 00:14:31.000]  行歧視的時候
[00:14:31.000 --> 00:14:33.000]  他更加甚麼
[00:14:33.000 --> 00:14:36.000]  更加很想得到這些功力
[00:14:36.000 --> 00:14:38.000]  你明白我的意思嗎
[00:14:38.000 --> 00:14:40.000]  所以不排除
[00:14:40.000 --> 00:14:41.000]  他之所以說信耶穌
[00:14:41.000 --> 00:14:43.000]  可能是因為甚麼
[00:14:43.000 --> 00:14:46.000]  因為向高人學習
[00:14:46.000 --> 00:14:49.000]  能夠吸收他的功力
[00:14:49.000 --> 00:14:52.000]  所以他之所以說信
[00:14:52.000 --> 00:14:54.000]  可以有其他的甚麼
[00:14:54.000 --> 00:14:56.000]  目的和動機
[00:14:56.000 --> 00:14:57.000]  各位
[00:14:57.000 --> 00:14:58.000]  如果一個人信耶穌
[00:14:58.000 --> 00:15:00.000]  是有其他目的動機
[00:15:00.000 --> 00:15:04.000]  他的信主的過程
[00:15:04.000 --> 00:15:06.000]  就出現很大問題
[00:15:06.000 --> 00:15:08.000]  大家認同嗎
[00:15:08.000 --> 00:15:11.000]  這個就是第一個原因
[00:15:11.000 --> 00:15:13.000]  第二個原因
[00:15:13.000 --> 00:15:15.000]  可能是臭熱鬧
[00:15:15.000 --> 00:15:19.000]  因為當時整個撒瑪利亞城
[00:15:19.000 --> 00:15:21.000]  我想有不少人
[00:15:21.000 --> 00:15:23.000]  家家戶戶
[00:15:23.000 --> 00:15:27.000]  都反映、響應
[00:15:27.000 --> 00:15:29.000]  信耶穌的行動
[00:15:29.000 --> 00:15:33.000]  所以城裡好像很大的復興
[00:15:33.000 --> 00:15:35.000]  很開心
[00:15:35.000 --> 00:15:37.000]  我猜可能會不會是
[00:15:37.000 --> 00:15:39.000]  因為很多人都信耶穌了
[00:15:39.000 --> 00:15:41.000]  所以西門說
[00:15:41.000 --> 00:15:43.000]  「不差在我一個」
[00:15:43.000 --> 00:15:45.000]  你明白我的意思嗎
[00:15:45.000 --> 00:15:49.000]  如果是因為氣氛
[00:15:49.000 --> 00:15:50.000]  因為熱鬧
[00:15:50.000 --> 00:15:52.000]  去信耶穌的話
[00:15:52.000 --> 00:15:56.000]  變相也出了問題
[00:15:56.000 --> 00:16:00.000]  第三個原因是甚麼呢
[00:16:00.000 --> 00:16:03.000]  就是為人而去信
[00:16:03.000 --> 00:16:05.000]  有沒有這樣的情況
[00:16:05.000 --> 00:16:07.000]  有時也有的
[00:16:07.000 --> 00:16:09.000]  這次肥利
[00:16:09.000 --> 00:16:11.000]  這麼了不起
[00:16:11.000 --> 00:16:13.000]  這麼有功力
[00:16:13.000 --> 00:16:16.000]  能夠行那麼多神蹟其事
[00:16:16.000 --> 00:16:18.000]  如果我跟他去信
[00:16:18.000 --> 00:16:21.000]  我也沒有執書
[00:16:21.000 --> 00:16:22.000]  你明白我的意思嗎
[00:16:22.000 --> 00:16:25.000]  可能因為人而去信也有的
[00:16:25.000 --> 00:16:27.000]  或者你在公司裡
[00:16:27.000 --> 00:16:29.000]  來一個新的老闆
[00:16:29.000 --> 00:16:31.000]  原來是基督徒
[00:16:31.000 --> 00:16:32.000]  你可能會說
[00:16:32.000 --> 00:16:33.000]  他是基督徒嗎
[00:16:33.000 --> 00:16:37.000]  我信了耶穌跟他也沒有吃虧
[00:16:37.000 --> 00:16:38.000]  你明白我的意思嗎
[00:16:38.000 --> 00:16:40.000]  可能有這樣的情況
[00:16:40.000 --> 00:16:44.000]  可能某些名人
[00:16:44.000 --> 00:16:46.000]  他信了耶穌
[00:16:46.000 --> 00:16:48.000]  你也覺得我跟他也沒有吃虧
[00:16:48.000 --> 00:16:49.000]  如果是這樣
[00:16:49.000 --> 00:16:51.000]  你是因人而去信
[00:16:51.000 --> 00:16:53.000]  各位頂尖武門
[00:16:53.000 --> 00:16:54.000]  我們又要留心
[00:16:54.000 --> 00:16:58.000]  信耶穌不是一個給面子派對
[00:16:58.000 --> 00:17:01.000]  是要你個人直接
[00:17:01.000 --> 00:17:08.000]  跟主耶穌產生相遇的關係
[00:17:08.000 --> 00:17:11.000]  那你就問
[00:17:11.000 --> 00:17:14.000]  到底怎麼為之
[00:17:14.000 --> 00:17:17.000]  正確地去信耶穌呢
[00:17:17.000 --> 00:17:18.000]  各位
[00:17:18.000 --> 00:17:20.000]  說到這一點
[00:17:20.000 --> 00:17:23.000]  我相信你一定要想起一個人物
[00:17:23.000 --> 00:17:24.000]  這個人物
[00:17:24.000 --> 00:17:26.000]  就是在約翰福音
[00:17:26.000 --> 00:17:29.000]  叫做尼哥底母
[00:17:29.000 --> 00:17:32.000]  大家有沒有聽過這個人的名字
[00:17:32.000 --> 00:17:35.000]  尼哥底母這個人有什麼背景呢
[00:17:35.000 --> 00:17:38.000]  聖經說有見識
[00:17:38.000 --> 00:17:39.000]  有學問
[00:17:39.000 --> 00:17:40.000]  有專業
[00:17:40.000 --> 00:17:43.000]  他是猶太人的官
[00:17:43.000 --> 00:17:44.000]  厲不厲害
[00:17:44.000 --> 00:17:45.000]  很厲害
[00:17:45.000 --> 00:17:48.000]  耶穌見到他的時候
[00:17:48.000 --> 00:17:50.000]  沒有任何的行圈
[00:17:50.000 --> 00:17:52.000]  劈頭就說
[00:17:52.000 --> 00:17:54.000]  人若不從生
[00:17:54.000 --> 00:17:56.000]  就是什麼
[00:17:56.000 --> 00:17:59.000]  不能進神的國
[00:17:59.000 --> 00:18:02.000]  大家記得嗎
[00:18:02.000 --> 00:18:05.000]  尼哥底母好像很聰明
[00:18:05.000 --> 00:18:07.000]  就回答耶穌
[00:18:07.000 --> 00:18:10.000]  耶穌說人都已經老了
[00:18:10.000 --> 00:18:12.000]  怎麼可以回到媽媽的肚腹
[00:18:12.000 --> 00:18:15.000]  再生出來呢
[00:18:15.000 --> 00:18:18.000]  原來尼哥底母是從人的層面
[00:18:18.000 --> 00:18:20.000]  去理解耶穌這番說話
[00:18:20.000 --> 00:18:23.000]  接著耶穌就給他一個答案
[00:18:23.000 --> 00:18:29.000]  耶穌說人若不是從水和聖靈生的
[00:18:29.000 --> 00:18:32.000]  就不能進神的國
[00:18:32.000 --> 00:18:36.000]  從肉生生的就是肉生
[00:18:36.000 --> 00:18:39.000]  從靈生的就是靈
[00:18:39.000 --> 00:18:41.000]  大家有沒有印象
[00:18:41.000 --> 00:18:42.000]  各位弟兄姊妹們
[00:18:42.000 --> 00:18:47.000]  所以今天我們要回到正途
