
[00:00:00.000 --> 00:00:04.480]  如果大家記得前面的一些脈絡
[00:04:47.280 --> 00:04:51.880]  這些都是一些佈局,就是告訴他們
[00:04:51.880 --> 00:04:56.760]  他們雖然人已經到了迦南,但其實他們要去征戰
[00:04:56.760 --> 00:05:03.160]  在這個征戰當中,他有成與敗
[00:05:03.160 --> 00:05:09.440]  成與敗在於他們有沒有遵守上帝的律法
[00:05:09.440 --> 00:05:16.400]  繼續去到這個13-22節就講到他們分配了應許之地
[00:05:16.400 --> 00:05:25.480]  每一個12個支排,有13個,有些是下半支排
[00:05:25.480 --> 00:05:28.240]  分了地之後要做什麼呢? 要去攻的
[00:05:28.240 --> 00:05:32.480]  是應許了給你,不過你要按著上帝的心意
[00:05:32.480 --> 00:05:36.640]  去憑順心去攻打他們
[00:05:36.640 --> 00:05:41.160]  而相信上帝會把這個地方賜給你
[00:05:41.160 --> 00:05:43.960]  當然以色列人的問題就是在於這樣
[00:05:43.960 --> 00:05:46.320]  他們真的沒有好好地做到這件事
[00:05:46.320 --> 00:05:50.640]  所以以至約書亞最後的訓話的時候
[00:05:50.640 --> 00:05:53.800]  就是繼續挑戰這一幫進了迦南
[00:05:53.800 --> 00:05:58.040]  但是沒有辦法征服迦南的人
[00:05:58.040 --> 00:06:03.480]  所以最後你會發現約書亞有少少賣了一個關子
[00:06:03.480 --> 00:06:05.520]  究竟會發生什麼事呢?
[00:06:05.520 --> 00:06:08.680]  那個應許從某個角度來講已經成全了
[00:06:08.680 --> 00:06:11.640]  成全了因為他們已經進了那個應許之地
[00:06:11.640 --> 00:06:14.560]  之前他們已經成為一個大的子民
[00:06:14.560 --> 00:06:16.400]  接著現在進了應許之地
[00:06:16.400 --> 00:06:19.440]  當然將來還要成為大國等等
[00:06:19.440 --> 00:06:22.680]  但是從另一個角度來講,那個應許還沒有成功
[00:06:22.680 --> 00:06:26.480]  儘管他們人進去了,但是他們的屬靈挑戰
[00:06:26.480 --> 00:06:29.560]  其實就是仍然存在
[00:06:29.560 --> 00:06:35.040]  其實也都最後發現他們其實是失敗的等等
[00:06:35.040 --> 00:06:39.480]  如果我要用一句話去總結約書亞記
[00:06:39.480 --> 00:06:46.200]  我會用這句話叫做書劍因仇盡應許
[00:06:46.200 --> 00:06:48.640]  我就不是盡迦南的盡應許
[00:06:48.640 --> 00:06:50.760]  因為其實這是一個圖畫
[00:06:50.760 --> 00:06:54.320]  這個影子指向一個更大的應許
[00:06:54.320 --> 00:06:57.520]  裡面的書劍因仇就是
[00:06:57.520 --> 00:07:00.920]  Torah 摩西五經
[00:07:00.920 --> 00:07:03.600]  因為律法書不可以離開你的口
[00:07:03.600 --> 00:07:06.680]  總要就著思想,這個是一個主題
[00:07:06.680 --> 00:07:09.400]  這個律法書就是摩西五經
[00:07:09.400 --> 00:07:14.440]  在一個爭戰,書劍,這個書就是Torah
[00:07:14.440 --> 00:07:20.600]  這個劍就是要爭戰,要擊倒的
[00:07:20.600 --> 00:07:24.720]  當然這個不僅僅是一個打仗
[00:07:24.720 --> 00:07:26.720]  也是一個屬靈的爭戰
[00:07:26.720 --> 00:07:30.520]  當中有很多最後指向耶穌基督的十字架
[00:07:30.520 --> 00:07:33.600]  包括約書亞的希伯來文
[00:07:33.600 --> 00:07:39.920]  其實就是耶穌希臘文的同一個意思
[00:07:39.920 --> 00:07:42.640]  最後就是要我們聽命於耶穌基督
[00:07:42.640 --> 00:07:45.240]  而當中當然有一個很重要的故事
[00:07:45.240 --> 00:07:47.480]  也是我今天想講的故事,就是拉赫的故事
[00:07:47.480 --> 00:07:51.880]  他用一條紅繩,赤紅的繩子作一個記號
[00:07:51.880 --> 00:07:55.680]  就是有一點點Passover的感覺
[00:07:55.680 --> 00:07:59.880]  一個寓月節,一個在迦南地的寓月節
[00:07:59.880 --> 00:08:02.640]  當然也是指向耶穌基督的
[00:08:02.640 --> 00:08:07.000]  我們只可以花一點時間,很快的去讀過這件事
[00:08:07.000 --> 00:08:11.200]  為什麼拉赫的信心或者拉赫的辯誌是很重要呢?
[00:08:11.200 --> 00:08:14.640]  因為亞國書裡面講到拉赫
[00:08:14.640 --> 00:08:16.600]  我想和你很快讀一讀亞國書
[00:08:16.600 --> 00:08:19.120]  第二章第十九節這樣說
[00:08:19.120 --> 00:08:24.720]  「你信上帝只有一位,你信得很好,連魔鬼也信,且怕得發抖」
[00:08:24.720 --> 00:08:29.400]  「你信上帝只有一位」當然是生命紀第六章裡面
[00:08:29.400 --> 00:08:31.960]  God is One,Shema
[00:08:31.960 --> 00:08:34.880]  就是聽耶穌的上帝是獨有的上帝
[00:08:34.880 --> 00:08:36.840]  他說其實魔鬼也信的
[00:08:36.840 --> 00:08:39.240]  不過魔勢呢,魔鬼就不會
[00:08:39.240 --> 00:08:43.360]  「俯伏在上帝面前,盡心盡性,盡以愛上帝」
[00:08:43.360 --> 00:08:45.840]  這個當然有亞國書的背景
[00:08:45.840 --> 00:08:49.440]  說這些人有所謂有信心,其實沒有行為
[00:08:49.440 --> 00:08:51.840]  其實當然意思就是信心是假的
[00:08:51.840 --> 00:08:57.000]  「你這虛浮的人,你願意知道沒有行為的信心是沒用的」
[00:08:57.000 --> 00:09:01.000]  你沒有行為的信心其實不是真信心
[00:09:01.000 --> 00:09:03.200]  接著他就用了兩個例證
[00:09:03.200 --> 00:09:05.360]  第一個例證理所當然
[00:09:05.360 --> 00:09:14.120]  「我們的祖宗阿伯拉罕伯梯兒子以撒獻上談上,豈不是因行為而稱義嗎?」
[00:09:14.120 --> 00:09:20.200]  「可見信心是出於他的行為相輔並行,而且信心是因著行為才得以承傳」
[00:09:20.200 --> 00:09:21.480]  嘩,很厲害
[00:09:21.480 --> 00:09:23.680]  如果你一講信心與行為
[00:09:23.680 --> 00:09:26.600]  信心當然是講信心支付阿伯拉罕
[00:09:26.600 --> 00:09:28.480]  完全是合理的
[00:09:28.480 --> 00:09:31.800]  但是他用了第二個例證的時候
[00:09:31.800 --> 00:09:35.240]  你會發覺第二個例證竟然是拉合
[00:09:35.240 --> 00:09:37.600]  讀完這兩節就帶你進入拉合
[00:09:37.600 --> 00:09:41.040]  「這正應驗了經上所說,阿伯拉罕信了上帝」
[00:09:41.040 --> 00:09:44.520]  「就算他為義,又稱為上帝的朋友」
[00:09:44.520 --> 00:09:49.520]  「這看來人稱義是因著行為,不是單因著信」
[00:09:49.520 --> 00:09:52.360]  我不想你將行為與信心分開
[00:09:52.360 --> 00:09:55.440]  其實他的意思是人稱義是因著真信心
[00:09:55.440 --> 00:09:57.400]  而真信心是帶有行為
[00:09:57.400 --> 00:10:01.160]  而不是因著假信心沒有行為的信心
[00:10:01.160 --> 00:10:04.440]  這個我想大家都明白的意思
[00:10:04.440 --> 00:10:07.360]  他不是叫你有信心再加行為
[00:10:07.360 --> 00:10:08.760]  而是告訴你
[00:10:08.760 --> 00:10:12.720]  因為你有信心假信心再加一些行為
[00:10:12.720 --> 00:10:14.600]  就是畫蛇添足
[00:10:14.600 --> 00:10:16.840]  畫蛇添足就不會變成一條龍
[00:10:16.840 --> 00:10:22.120]  但是信心與行為就是一條起飛的龍
[00:10:22.120 --> 00:10:23.520]  帶你進入拉合
[00:10:23.520 --> 00:10:27.080]  「同樣,妓女拉合接待使者」
[00:10:27.080 --> 00:10:29.880]  「又放他們從另一條路出走」
[00:10:29.880 --> 00:10:32.920]  「也不是因行為稱義嗎?」
[00:10:32.920 --> 00:10:36.120]  「所以如身體沒有靈魂是死的」
[00:10:36.120 --> 00:10:38.000]  「信心沒有行為也是死的」
[00:10:38.000 --> 00:10:42.040]  所以行為是信心的靈魂,很厲害
[00:10:42.040 --> 00:10:46.920]  但是我不想你以為妓女拉合做了甚麼
[00:10:46.920 --> 00:10:47.880]  她的行為是甚麼
[00:10:47.880 --> 00:10:51.440]  就是招待一班陌生人
[00:10:51.440 --> 00:10:53.520]  你這樣想就一定失敗
[00:10:53.520 --> 00:10:55.160]  完全不是
[00:10:55.160 --> 00:10:56.840]  她當然是接待了使者
[00:10:56.840 --> 00:10:58.800]  但是你要知道整個故事
[00:10:58.800 --> 00:11:01.440]  當她接待使者代表了甚麼呢?
[00:11:01.440 --> 00:11:03.760]  簡單來說就是她變節
[00:11:03.760 --> 00:11:05.240]  所以這個信心
[00:11:05.240 --> 00:11:07.920]  拉合的信心就是一個拉合的變節
[00:11:07.920 --> 00:11:09.560]  是一個變節了的信心
[00:11:09.560 --> 00:11:13.760]  我想帶你回去看一下約書亞記的描述
[00:11:13.760 --> 00:11:15.480]  跟著跟你做一點總結
[00:11:15.480 --> 00:11:17.440]  跟著應用在我們身上
[00:11:17.440 --> 00:11:18.560]  「我知道耶和華」
[00:11:18.560 --> 00:11:21.880]  這個是說到拉合已經接待了這兩個人
[00:11:21.880 --> 00:11:25.080]  跟著他解釋為甚麼要接待他們
[00:11:25.080 --> 00:11:28.840]  「我知道耶和華已經把這地賜給你們」
[00:11:28.840 --> 00:11:31.400]  「並且我們也都懼怕你們」
[00:11:31.400 --> 00:11:35.680]  「這地所有的居民在你們面前都融化了」
[00:11:35.680 --> 00:11:39.880]  這個很有趣的,其實以色列人都還沒有很相信
[00:11:39.880 --> 00:11:41.680]  上帝已經把這地賜給了他們
[00:11:41.680 --> 00:11:43.840]  但是誰現在知道?
[00:11:43.840 --> 00:11:46.240]  誰相信耶和華已經給了他們?
[00:11:46.240 --> 00:11:47.680]  是拉合
[00:11:47.680 --> 00:11:51.080]  以色列人反而沒有真信心
[00:11:51.080 --> 00:11:54.280]  拉合就很肯定這地是屬於
[00:11:54.280 --> 00:11:56.280]  耶和華已經給了以色列人
[00:11:56.280 --> 00:11:59.120]  而且因而懼怕
[00:11:59.120 --> 00:12:02.000]  當然他說這裡所有的居民都懼怕
[00:12:02.000 --> 00:12:04.440]  其實不是的,其實很多人都跟他打的
[00:12:04.440 --> 00:12:09.320]  只是拉合特別懼怕、融化了這個地堡
[00:12:09.320 --> 00:12:13.080]  知道他唯一的拯救就是辯誌
[00:12:13.080 --> 00:12:14.040]  第十節
[00:12:14.040 --> 00:12:17.120]  「因為我們聽見你們出埃及的時候」
[00:12:17.120 --> 00:12:20.440]  「耶和華怎樣在你們面前使紅海的水乾了」
[00:12:20.440 --> 00:12:25.440]  「並且你們怎樣處置約旦河東兩個」
[00:12:25.440 --> 00:12:31.320]  「阿摩利王、西弘和岳和把他們完全消滅」
[00:12:31.320 --> 00:12:32.960]  這個很有趣的
[00:12:32.960 --> 00:12:39.720]  你想一下拉合彷彿聽了耶和華他的作為
[00:12:39.720 --> 00:12:42.120]  一些事情
[00:12:42.120 --> 00:12:44.720]  已經是他入心了
[00:12:44.720 --> 00:12:47.360]  接著他還上網去做一些研究
[00:12:47.360 --> 00:12:50.320]  原來耶和華不單只是帶領他們
[00:12:50.320 --> 00:12:55.760]  現在正過來歌城
[00:12:55.760 --> 00:12:59.360]  更厲害的原來之前已經發生了
[00:12:59.360 --> 00:13:06.240]  40年前出埃及的時候過紅海的時候
[00:13:06.240 --> 00:13:08.080]  他都資料搜集了
[00:13:08.080 --> 00:13:10.680]  你想一下他這個信心代表了什麼?
[00:13:10.680 --> 00:13:15.440]  他好像很想知道所有耶和華所做過的事情
[00:13:15.440 --> 00:13:17.640]  接著他所讀到的所有事情
[00:13:17.640 --> 00:13:18.880]  他完全是相信
[00:13:18.880 --> 00:13:22.680]  也相信他們是一定被消滅的
[00:13:22.680 --> 00:13:25.360]  「我們一聽見就膽戰心驚」
[00:13:25.360 --> 00:13:28.560]  「人人因你們的原故勇氣傳出耶和華」
[00:13:28.560 --> 00:13:32.240]  「你們的上帝是天上地下的上帝」
[00:13:32.240 --> 00:13:34.840]  我想再強調兩件事
[00:13:34.840 --> 00:13:39.560]  第一就是不是人人都是膽戰心驚
[00:13:39.560 --> 00:13:41.400]  當然他是害怕的
[00:13:41.400 --> 00:13:45.560]  但他不是人人都膽戰心驚到一個地步要辯解的
[00:13:45.560 --> 00:13:47.680]  有些人就死就跟你死
[00:13:47.680 --> 00:13:49.280]  另外一個角度就是
[00:13:49.280 --> 00:13:52.520]  你發覺他在說這些故事的時候
[00:13:52.520 --> 00:13:53.920]  拉合好像信了
[00:13:53.920 --> 00:13:56.360]  他比以色列人更信上帝
[00:13:56.360 --> 00:14:00.160]  耶和華你們就是他知道耶和華不是我上帝
[00:14:00.160 --> 00:14:06.600]  他好像很羨慕他自己可以成為耶和華上帝
[00:14:06.600 --> 00:14:09.120]  再不是你們的上帝而是我們的上帝
[00:14:09.120 --> 00:14:12.040]  他在做一個職業好像在應訊一樣
[00:14:12.040 --> 00:14:15.360]  「我知道耶和華是誰是天上地下」
[00:14:15.360 --> 00:14:17.680]  「創造天地宇宙萬物的上帝」
[00:14:17.680 --> 00:14:19.720]  「現在我既然恩待你們」
[00:14:19.720 --> 00:14:23.280]  「求你指望耶和華向我起誓」
[00:14:23.280 --> 00:14:25.040]  「你們也要恩待我的僱人」
[00:14:25.040 --> 00:14:26.800]  他只是賭一賭而已
[00:14:26.800 --> 00:14:31.000]  他恩待他們不代表耶和華要恩待他
[00:14:31.000 --> 00:14:35.400]  耶和華對於他沒有任何的答應
[00:14:35.400 --> 00:14:37.160]  不過他只是賭一賭而已
[00:14:37.160 --> 00:14:38.600]  就是說我現在恩待你
[00:14:38.600 --> 00:14:40.960]  求你耶和華也要恩待我
[00:14:40.960 --> 00:14:43.840]  「請你們給我一個確實的憑據」
[00:14:43.840 --> 00:14:50.240]  「要救活我父母兄弟姊妹和所有屬於他們」
[00:14:50.240 --> 00:14:52.680]  「拯救我們性命脫離死亡」
[00:14:52.680 --> 00:14:57.040]  這個憑據當然就是那個赤穹的聖旨
[00:14:57.040 --> 00:14:59.880]  我不知道那兩個探子當時有沒有問過耶和華
[00:14:59.880 --> 00:15:01.880]  喂 我給了他什麼憑據呢?
[00:15:01.880 --> 00:15:05.440]  但是這個憑據非常之合乎聖經
[00:15:05.440 --> 00:15:09.080]  也是映照回去以前的《塞埃及記》
[00:15:09.080 --> 00:15:11.320]  也就是將來的《主耶穌基督》的
[00:15:11.320 --> 00:15:13.600]  我想和你帶大家看一下兩節
[00:15:13.600 --> 00:15:15.680]  在《約書亞記》第六章
[00:15:15.680 --> 00:15:18.680]  說到這件事 就是他進入了耶利哥
[00:15:18.680 --> 00:15:20.560]  已經剷平了耶利哥
[00:15:20.560 --> 00:15:24.160]  兩個作國探子的青年進去
[00:15:24.160 --> 00:15:29.120]  把拉俠和他的父母兄弟和他所有的帶出來
[00:15:29.120 --> 00:15:31.800]  他們把他所屬的親屬都帶出來
[00:15:31.800 --> 00:15:34.240]  乾脆在以色列的營外
[00:15:34.240 --> 00:15:38.800]  還在營外 可能還決定怎麼搞他們呢
[00:15:38.800 --> 00:15:39.640]  二十四節
[00:15:39.640 --> 00:15:42.640]  他們用火焚燒那城和其中所有的
[00:15:42.640 --> 00:15:46.960]  只有金紙銀紙和銅鐵的器皿
[00:15:46.960 --> 00:15:49.120]  都放在耶和華殿中的庫房裡
[00:15:49.120 --> 00:15:51.600]  OK 他沒有死
[00:15:51.600 --> 00:15:53.880]  因為他在營外 不是在城裡
[00:15:53.880 --> 00:15:56.400]  但是營外他能不能入圍呢?
[00:15:56.400 --> 00:15:57.480]  最後一節
[00:15:57.480 --> 00:16:00.600]  至於妓女拉俠和她的父家
[00:16:00.600 --> 00:16:05.400]  以及她所有的約書亞保存了他們的性命
[00:16:05.400 --> 00:16:06.560]  OK 不死的
[00:16:06.560 --> 00:16:09.360]  他們就住在以色列人當中
[00:16:09.360 --> 00:16:13.480]  直到今天因為他隱藏了約書亞派來
[00:16:13.480 --> 00:16:15.560]  窺探耶利哥的使者
[00:16:15.560 --> 00:16:17.840]  他結果是能不能入圍呢?
[00:16:17.840 --> 00:16:23.080]  能入圍 他住在以色列人中直到今天
[00:16:23.080 --> 00:16:28.840]  我想和你用三點來總結拉俠的信心
[00:16:28.840 --> 00:16:30.720]  但是在講這三點之前
[00:16:30.720 --> 00:16:34.960]  我想你留意拉俠是路德的屋頂
[00:16:34.960 --> 00:16:36.800]  之前的屋頂
[00:16:36.800 --> 00:16:39.040]  路德也是後來才出來的
[00:16:39.040 --> 00:16:41.520]  其實都是和拉俠有關係的
[00:16:41.520 --> 00:16:44.240]  拉俠是路德的前人
[00:16:44.240 --> 00:16:46.960]  而路德還沒有出來之前
[00:16:46.960 --> 00:16:48.200]  已經有另外一個路德
[00:16:48.200 --> 00:16:51.960]  就是離開他本族本國的父家
[00:16:51.960 --> 00:16:57.520]  去敬拜一個愛國的神明
[00:16:57.520 --> 00:17:00.120]  就是耶和華真神 獨一真神
[00:17:00.120 --> 00:17:04.280]  拉俠的信心 真信
[00:17:04.280 --> 00:17:07.080]  是膽戰心驚 聆聽福音
[00:17:07.080 --> 00:17:10.000]  他不僅是很仔細的去聆聽
[00:17:10.000 --> 00:17:12.200]  而且是相信
[00:17:12.200 --> 00:17:13.440]  但是相信的時候
[00:17:13.440 --> 00:17:15.520]  他知道上帝的審判要臨到他們
[00:17:15.520 --> 00:17:17.200]  真信 什麼叫做第二個真信
[00:17:17.200 --> 00:17:19.080]  盼望恩代御神納約
[00:17:19.080 --> 00:17:21.720]  他希望與上帝納約
[00:17:21.720 --> 00:17:24.760]  他希望進入納約的群體
[00:17:24.760 --> 00:17:28.520]  最後這個真信心令他氣勢貶折
[00:17:28.520 --> 00:17:30.920]  追求天國
[00:17:30.920 --> 00:17:32.120]  行不行?
[00:17:32.120 --> 00:17:37.800]  就是他完全的膽戰心驚
[00:17:37.800 --> 00:17:40.560]  和他的恐懼去到嚮往
[00:17:40.560 --> 00:17:42.960]  去到貶折 成為一個天奴
[00:17:42.960 --> 00:17:45.480]  他結果成為了以色列人的一部分
[00:17:45.480 --> 00:17:47.560]  是他們進入迦南
[00:17:47.560 --> 00:17:50.160]  認許的當中成為一份子
[00:17:50.160 --> 00:17:51.760]  當然故事還沒完的
[00:17:51.760 --> 00:17:52.960]  如果你看到新約的時候
[00:17:52.960 --> 00:17:54.000]  耶穌的家譜
[00:17:54.000 --> 00:17:56.880]  你要看得更清晰整個圖畫
[00:17:56.880 --> 00:17:58.280]  亞伯拉罕的後裔
[00:17:58.280 --> 00:18:00.280]  大衛的子孫 耶穌基督的家譜
[00:18:00.280 --> 00:18:03.040]  亞伯拉罕生爾薩爾薩生雅各雅各
[00:18:03.040 --> 00:18:06.520]  生猶大和他的兄弟撒門
[00:18:06.520 --> 00:18:08.840]  繼續 我跳了兩節
[00:18:08.840 --> 00:18:11.320]  撒門從拉俠士生波亞斯
[00:18:11.320 --> 00:18:13.960]  因為拉俠士已經去什麼呢?
[00:18:13.960 --> 00:18:15.640]  已經是住在以色列人當中
[00:18:15.640 --> 00:18:18.360]  結果被以色列人娶了叫撒門
[00:18:18.360 --> 00:18:21.160]  生了波亞斯 波亞斯很面熟
[00:18:21.160 --> 00:18:25.360]  因為波亞斯娶了路德
[00:18:25.360 --> 00:18:35.960]  咦 路德就是拉俠 路德是拉俠的媳婦
[00:18:35.960 --> 00:18:39.920]  也解釋了為什麼波亞斯願意娶一個外邦女子
[00:18:39.920 --> 00:18:42.800]  因為他媽媽也是外邦女子
[00:18:42.800 --> 00:18:49.480]  但是厲害了 接著拉俠士路德一直到野西生大衛王
[00:18:49.480 --> 00:18:51.480]  原來他成為大衛王
[00:18:51.480 --> 00:18:54.360]  當然大衛王的後代就是主耶穌基督
[00:18:54.360 --> 00:18:56.080]  一個很美妙的故事
[00:18:56.080 --> 00:18:58.280]  但是我想大家真的思想
[00:18:58.280 --> 00:19:00.080]  什麼叫做真信心?
[00:19:00.080 --> 00:19:01.280]  是一個辯解的信心
[00:19:01.280 --> 00:19:04.000]  願你和我都是離棄這個世界
[00:19:04.000 --> 00:19:06.680]  辯解去一生跟隨主耶穌基督
[00:19:06.680 --> 00:19:10.360]  大家努力 一起讀經 一起成長
