
[00:00:00.000 --> 00:00:06.000]  多謝您的恩典,讓我們在美好的清晨可以一同來這裡聚集敬拜您
[00:04:30.000 --> 00:04:32.000]  發生了一件事
[00:04:32.000 --> 00:04:35.000]  是記載在《士徒行傳》第九章
[00:04:35.000 --> 00:04:39.000]  第一節到第六節
[00:04:39.000 --> 00:04:45.000]  素羅繼續用兇殺的口氣恐嚇主的門徒
[00:04:45.000 --> 00:04:48.000]  他去見大祭司
[00:04:48.000 --> 00:04:53.000]  要求發給至大馬士革各猶太會堂的文件
[00:04:53.000 --> 00:04:58.000]  准許他搜捕跟從主道路的人
[00:04:58.000 --> 00:05:05.000]  無論男女都要押戒到耶路撒冷去
[00:05:05.000 --> 00:05:08.000]  在往大馬士革的途中
[00:05:08.000 --> 00:05:10.000]  快到城裡的時候
[00:05:10.000 --> 00:05:14.000]  忽然有一道光從天上下來
[00:05:14.000 --> 00:05:18.000]  四面照射著他
[00:05:18.000 --> 00:05:20.000]  他撲倒在地上
[00:05:20.000 --> 00:05:22.000]  聽見有聲音對他說
[00:05:22.000 --> 00:05:26.000]  「素羅!素羅!你為什麼迫害我?」
[00:05:26.000 --> 00:05:30.000]  他就問「主啊!你是誰?」
[00:05:30.000 --> 00:05:34.000]  那聲音回答「我就是你所迫害的耶穌」
[00:05:34.000 --> 00:05:37.000]  「起來!進城裡去!」
[00:05:37.000 --> 00:05:42.000]  「有人會把你所該做的事告訴你」
[00:05:42.000 --> 00:05:45.000]  這裡提到的素羅
[00:05:45.000 --> 00:05:48.000]  後來改了名叫保羅
[00:05:48.000 --> 00:05:52.000]  就是保羅的前名
[00:05:52.000 --> 00:05:55.000]  我們可以看到他在當時的社會
[00:05:55.000 --> 00:05:57.000]  是有一定勢力的
[00:05:57.000 --> 00:05:59.000]  所以他可以見到大祭司
[00:05:59.000 --> 00:06:03.000]  要求大祭司寫一封文書給他
[00:06:03.000 --> 00:06:08.000]  授權讓他從耶路撒冷走到大馬士革
[00:06:08.000 --> 00:06:10.000]  其實這兩個地方今天都在這裡
[00:06:10.000 --> 00:06:13.000]  這兩個地方相隔有二百公里
[00:06:13.000 --> 00:06:19.000]  他可以去到任何猶太人會堂捉拿基督徒
[00:06:19.000 --> 00:06:22.000]  但是在路途上
[00:06:22.000 --> 00:06:26.000]  主耶穌親自向他顯現
[00:06:26.000 --> 00:06:29.000]  他的人生就從此改變了
[00:06:29.000 --> 00:06:32.000]  他不單止信了主耶穌
[00:06:32.000 --> 00:06:36.000]  還接受了一個特別的任務
[00:06:36.000 --> 00:06:38.000]  上主要他做什麼事呢?
[00:06:38.000 --> 00:06:44.000]  在九章十五節到十六節就告訴我們
[00:06:44.000 --> 00:06:47.000]  「我揀選他來侍奉我
[00:06:47.000 --> 00:06:55.000]  我要他在外邦人、君王以及以色列人當中宣揚我的名
[00:06:55.000 --> 00:06:57.000]  我要親自指示他
[00:06:57.000 --> 00:07:01.000]  他必須為我的緣故遭受種種的苦難」
[00:07:01.000 --> 00:07:03.000]  這個就是上帝給他的任務
[00:07:03.000 --> 00:07:06.000]  現在我們從今天的經文來思想
[00:07:06.000 --> 00:07:10.000]  保羅的信心有什麼表現
[00:07:10.000 --> 00:07:14.000]  還有為什麼是值得我們效法呢?
[00:07:14.000 --> 00:07:17.000]  第一,由於保羅的信心
[00:07:17.000 --> 00:07:20.000]  他是一位很有使命感的人
[00:07:20.000 --> 00:07:23.000]  在今天的經文二十四節說
[00:07:23.000 --> 00:07:26.000]  「我並不珍惜自己的性命
[00:07:26.000 --> 00:07:29.000]  為的是要完成我的使命
[00:07:29.000 --> 00:07:31.000]  成就主耶穌交給我的工作
[00:07:31.000 --> 00:07:35.000]  就是見證上帝恩典的福音」
[00:07:35.000 --> 00:07:38.000]  主耶穌要保羅去傳福音
[00:07:38.000 --> 00:07:40.000]  他就奮不顧身
[00:07:40.000 --> 00:07:46.000]  不會為了自己的性命而不敢去傳福音
[00:07:46.000 --> 00:07:53.000]  在《使徒行傳》裏記載了保羅有三次的旅行步道
[00:07:53.000 --> 00:07:56.000]  今天這段經文記載的是
[00:07:56.000 --> 00:08:01.000]  他第三次的旅行步道已經完結了
[00:08:01.000 --> 00:08:03.000]  就是由哥倫多
[00:08:03.000 --> 00:08:06.000]  他第三次步道一直到最遠的是哥倫多
[00:08:06.000 --> 00:08:08.000]  是今天希臘的地方
[00:08:08.000 --> 00:08:13.000]  他就要回頭去耶路撒冷的路上發生
[00:08:13.000 --> 00:08:17.000]  經文提到保羅坐船去到米利都
[00:08:17.000 --> 00:08:22.000]  然後在米利都派人去以弗所教會
[00:08:22.000 --> 00:08:25.000]  請那裏的長老去見他們
[00:08:25.000 --> 00:08:28.000]  我們看看地圖了解一下地形
[00:08:28.000 --> 00:08:32.000]  藍色那裏就是地中海
[00:08:32.000 --> 00:08:40.000]  紅色那裏就是哥倫多的地方
[00:08:40.000 --> 00:08:42.000]  去到那裏就回頭
[00:08:42.000 --> 00:08:44.000]  有兩個藍色圈
[00:08:44.000 --> 00:08:48.000]  指著米利都一個就是以弗所
[00:08:48.000 --> 00:08:50.000]  那兩個地方相差不遠
[00:08:50.000 --> 00:08:52.000]  所以他可以派人去那裏
[00:08:52.000 --> 00:08:53.000]  叫人下來
[00:08:53.000 --> 00:08:56.000]  經文也提到亞西亞省
[00:08:56.000 --> 00:08:59.000]  紅色中間的亞西亞
[00:08:59.000 --> 00:09:02.000]  英文是這樣但不是今天的亞洲
[00:09:02.000 --> 00:09:05.000]  是當日歐洲的地方
[00:09:05.000 --> 00:09:09.000]  亞西亞省
[00:09:09.000 --> 00:09:11.000]  其實以弗所教會
[00:09:11.000 --> 00:09:15.000]  也是保羅第三次旅行步道的時候
[00:09:15.000 --> 00:09:17.000]  去到以弗所建立的
[00:09:17.000 --> 00:09:21.000]  保羅在以弗所大概有兩年的時間
[00:09:21.000 --> 00:09:25.000]  傳福音和訓練門徒
[00:09:25.000 --> 00:09:29.000]  他的工作非常得到上帝的祝福
[00:09:29.000 --> 00:09:31.000]  可以說非常成功
[00:09:31.000 --> 00:09:34.000]  使得以弗所全城的人
[00:09:34.000 --> 00:09:38.000]  在那裏原來當時有很多走邪術的人
[00:09:38.000 --> 00:09:39.000]  他們因為信了福音
[00:09:39.000 --> 00:09:42.000]  都知道原來耶穌才是真神
[00:09:42.000 --> 00:09:45.000]  他們就把邪術的書
[00:09:45.000 --> 00:09:48.000]  拿到城市中心去燒
[00:09:48.000 --> 00:09:51.000]  當時燒了的書都價值五萬元
[00:09:51.000 --> 00:09:53.000]  那個時代的錢
[00:09:53.000 --> 00:09:55.000]  所以很厲害
[00:09:55.000 --> 00:09:57.000]  不單這樣
[00:09:57.000 --> 00:09:59.000]  保羅宣告
[00:09:59.000 --> 00:10:00.000]  上帝才是上帝
[00:10:00.000 --> 00:10:04.000]  用人做的偶像
[00:10:04.000 --> 00:10:06.000]  是人手所做的
[00:10:06.000 --> 00:10:07.000]  不是上帝
[00:10:07.000 --> 00:10:09.000]  是人手做出來的
[00:10:09.000 --> 00:10:12.000]  有一個很重要的影響
[00:10:12.000 --> 00:10:17.000]  影響到當時那些專門用銀
[00:10:17.000 --> 00:10:19.000]  去做一個他們拜的神
[00:10:19.000 --> 00:10:20.000]  亞底米女神
[00:10:20.000 --> 00:10:22.000]  那些人的生意
[00:10:22.000 --> 00:10:24.000]  就大受影響
[00:10:24.000 --> 00:10:27.000]  搞壞了他們的飯碗
[00:10:27.000 --> 00:10:29.000]  飯碗也有了問題
[00:10:29.000 --> 00:10:33.000]  於是有一個祭司就搞事了
[00:10:33.000 --> 00:10:35.000]  發起了騷動
[00:10:35.000 --> 00:10:37.000]  騷動得太嚴重的時候
[00:10:37.000 --> 00:10:42.000]  結果保羅只好離開以弗所
[00:10:42.000 --> 00:10:44.000]  其實這樣離開以弗所
[00:10:44.000 --> 00:10:48.000]  已經不是保羅第一次要逃命
[00:10:48.000 --> 00:10:50.000]  要走路
[00:10:50.000 --> 00:10:51.000]  他如果不走的話
[00:10:51.000 --> 00:10:54.000]  後果很可能是死
[00:10:54.000 --> 00:10:58.000]  不過他逃亡
[00:10:58.000 --> 00:11:01.000]  不是因為他怕死
[00:11:01.000 --> 00:11:04.000]  而是他還有一些未完成的工作
[00:11:04.000 --> 00:11:06.000]  他要去做
[00:11:06.000 --> 00:11:09.000]  其實這一次他要去耶路撒冷
[00:11:09.000 --> 00:11:11.000]  是要受苦的
[00:11:11.000 --> 00:11:14.000]  在今天的經文23節
[00:11:14.000 --> 00:11:15.000]  保羅說
[00:11:15.000 --> 00:11:17.000]  我只知道在各城市
[00:11:17.000 --> 00:11:19.000]  聖靈都指示我
[00:11:19.000 --> 00:11:22.000]  監獄和災難等著我
[00:11:22.000 --> 00:11:26.000]  不過他為了完成他的使命
[00:11:26.000 --> 00:11:28.000]  他就不惜自己的生命
[00:11:28.000 --> 00:11:31.000]  繼續去
[00:11:31.000 --> 00:11:32.000]  對我們基督徒來說
[00:11:32.000 --> 00:11:37.000]  其實我們都要找到自己人生的使命
[00:11:37.000 --> 00:11:43.000]  你知不知道上帝要你做什麼呢?
[00:11:43.000 --> 00:11:45.000]  如果你不知道的話
[00:11:45.000 --> 00:11:46.000]  我鼓勵你
[00:11:46.000 --> 00:11:48.000]  你要求問上帝
[00:11:48.000 --> 00:11:51.000]  讓你可以活出一個有意義的生命
[00:11:51.000 --> 00:11:53.000]  而不是白白地活了一場
[00:11:53.000 --> 00:11:57.000]  浪費了上帝給你的時間
[00:11:57.000 --> 00:11:59.000]  上帝給每一個人的使命
[00:11:59.000 --> 00:12:01.000]  都是不一樣的
[00:12:01.000 --> 00:12:02.000]  舉個例子來說
[00:12:02.000 --> 00:12:03.000]  大家都很認識
[00:12:03.000 --> 00:12:04.000]  於牧師
[00:12:04.000 --> 00:12:06.000]  他經常不在
[00:12:06.000 --> 00:12:09.000]  因為上帝給於牧師的使命
[00:12:09.000 --> 00:12:12.000]  就是他對國內的信徒
[00:12:12.000 --> 00:12:14.000]  很有使命感
[00:12:14.000 --> 00:12:17.000]  他就時時做很多賠罰的工作
[00:12:17.000 --> 00:12:19.000]  上帝給我的使命不一樣
[00:12:19.000 --> 00:12:22.000]  上帝給我的使命是牧養他的羊
[00:12:22.000 --> 00:12:24.000]  所以我就專心講道
[00:12:24.000 --> 00:12:28.000]  多些寫那些每周敬拜輔助
[00:12:28.000 --> 00:12:30.000]  不過呢
[00:12:30.000 --> 00:12:34.000]  傳福音是每一個信徒都應該做
[00:12:34.000 --> 00:12:37.000]  如果有人覺得我沒有什麼使命
[00:12:37.000 --> 00:12:39.000]  那我要鼓勵你
[00:12:39.000 --> 00:12:43.000]  你要擁抱聖經給我們每一位信徒的大使命
[00:12:43.000 --> 00:12:46.000]  我們要在無論什麼情況下
[00:12:46.000 --> 00:12:50.000]  找機會向我們的親友傳福音
[00:12:50.000 --> 00:12:53.000]  我們看第二點
[00:12:53.000 --> 00:12:55.000]  由於保羅的信心
[00:12:55.000 --> 00:12:59.000]  他是一位願意信服上帝的人
[00:12:59.000 --> 00:13:01.000]  最近我看一些文章
[00:13:01.000 --> 00:13:02.000]  不知道文章還是什麼
[00:13:02.000 --> 00:13:04.000]  總之我看很多東西
[00:13:04.000 --> 00:13:05.000]  其中一篇就看到
[00:13:05.000 --> 00:13:08.000]  標題就是說
[00:13:08.000 --> 00:13:13.000]  最難的禱告
[00:13:13.000 --> 00:13:15.000]  大家可以想一想
[00:13:15.000 --> 00:13:17.000]  對你來說
[00:13:17.000 --> 00:13:26.000]  什麼是最難的禱告呢?
[00:13:26.000 --> 00:13:29.000]  可能每一個人都不同
[00:13:29.000 --> 00:13:34.000]  有什麼禱告對你是最難的呢?
[00:13:34.000 --> 00:13:36.000]  在那篇文章裡面
[00:13:36.000 --> 00:13:38.000]  就跟著講了那個
[00:13:38.000 --> 00:13:40.000]  那個作者的答案
[00:13:40.000 --> 00:13:42.000]  他認為最難的禱告
[00:13:42.000 --> 00:13:47.000]  就是願你的旨意成就
[00:13:47.000 --> 00:13:50.000]  我們一般人的禱告
[00:13:50.000 --> 00:13:54.000]  都是願上帝成全我們的心願
[00:13:54.000 --> 00:13:55.000]  讓我們安居樂業
[00:13:55.000 --> 00:13:56.000]  無災無難
[00:13:56.000 --> 00:13:58.000]  讓我們有足夠的退休金
[00:13:58.000 --> 00:13:59.000]  所以我退休之後
[00:13:59.000 --> 00:14:02.000]  仍然可以悠哉悠哉地生活
[00:14:02.000 --> 00:14:07.000]  願我的兒女平平安安出人頭地
[00:14:07.000 --> 00:14:09.000]  當我們背主禱文的時候
[00:14:09.000 --> 00:14:12.000]  我們很容易就會說願你的旨意行在地上
[00:14:12.000 --> 00:14:14.000]  不知道大家有沒有想過是什麼意思
[00:14:14.000 --> 00:14:16.000]  可能有很多人會想
[00:14:16.000 --> 00:14:18.000]  哎呀,願我前後左右的人都行神的旨意
[00:14:18.000 --> 00:14:20.000]  對我好一些
[00:14:20.000 --> 00:14:21.000]  如果對我自己的旨意
[00:14:21.000 --> 00:14:23.000]  如果容易就行吧
[00:14:23.000 --> 00:14:24.000]  如果不容易
[00:14:24.000 --> 00:14:35.000]  上帝麻煩你修改到容易讓我去行吧
[00:14:35.000 --> 00:14:38.000]  不知道大家是不是這樣
[00:14:38.000 --> 00:14:43.000]  但我相信很多基督徒都是這樣
[00:14:43.000 --> 00:14:47.000]  最難的禱告就是願上帝的旨意成就
[00:14:47.000 --> 00:14:48.000]  很難怪
[00:14:48.000 --> 00:14:52.000]  最近我也看了《針研二十章六節》
[00:14:52.000 --> 00:14:55.000]  指以為忠信的人很多
[00:14:55.000 --> 00:14:59.000]  課真價實的有幾個
[00:14:59.000 --> 00:15:01.000]  《針研》是二千多年前寫的
[00:15:01.000 --> 00:15:02.000]  當時的人是這樣
[00:15:02.000 --> 00:15:05.000]  今日的人都沒什麼變
[00:15:05.000 --> 00:15:08.000]  有一位美國作家叫做Michael Hart
[00:15:08.000 --> 00:15:10.000]  亦叫做夏米高
[00:15:10.000 --> 00:15:11.000]  他寫了一本書
[00:15:11.000 --> 00:15:15.000]  題目是The 100
[00:15:15.000 --> 00:15:22.000]  其實是一百個在歷史上最有影響力的人
[00:15:22.000 --> 00:15:24.000]  根據他的觀察
[00:15:24.000 --> 00:15:27.000]  世界上在歷史上最有影響力的人
[00:15:27.000 --> 00:15:30.000]  排名第一
[00:15:30.000 --> 00:15:33.000]  不是主耶穌
[00:15:33.000 --> 00:15:35.000]  他認為是穆罕默德
[00:15:35.000 --> 00:15:37.000]  回教的教主
[00:15:37.000 --> 00:15:42.000]  因為他影響著世界上所有回教徒的生活
[00:15:42.000 --> 00:15:47.000]  那撒勒人耶穌只是排第三名
[00:15:47.000 --> 00:15:51.000]  原因很可能就是
[00:15:51.000 --> 00:15:56.000]  基督徒很多都是接受耶穌做救主
[00:15:56.000 --> 00:15:59.000]  可以入天堂我就要
[00:15:59.000 --> 00:16:01.000]  要讓耶穌做我生命的主
[00:16:01.000 --> 00:16:03.000]  管理我的錢財 管理我的事業
[00:16:03.000 --> 00:16:07.000]  還有我的生活方式
[00:16:07.000 --> 00:16:09.000]  先想一想
[00:16:09.000 --> 00:16:12.000]  困難很多
[00:16:12.000 --> 00:16:16.000]  當主耶穌面對十字架的痛苦的時候
[00:16:16.000 --> 00:16:21.000]  他在赫西瑪利園的禱告是說
[00:16:21.000 --> 00:16:25.000]  我的父親
[00:16:32.000 --> 00:16:34.000]  他的禱告是說
[00:16:34.000 --> 00:16:36.000]  我的父親 若是可以
[00:16:36.000 --> 00:16:39.000]  求你不要讓我喝這苦杯
[00:16:39.000 --> 00:16:43.000]  可是不要照我的意思
[00:16:43.000 --> 00:16:47.000]  只要照你的旨意
[00:16:47.000 --> 00:16:51.000]  苦杯確實是很痛苦的
[00:16:51.000 --> 00:16:54.000]  要承傳上帝的旨意
[00:16:54.000 --> 00:16:57.000]  有時的確是很艱難的
[00:16:57.000 --> 00:17:04.000]  但主耶穌為我們留下了一個信服上主的榜樣
[00:17:04.000 --> 00:17:07.000]  保羅對上帝也有同樣的信心
[00:17:07.000 --> 00:17:09.000]  他在二十二字那裡說
[00:17:09.000 --> 00:17:12.000]  為了信服聖靈我要上耶路撒冷去
[00:17:12.000 --> 00:17:14.000]  而其實他是知道
[00:17:14.000 --> 00:17:16.000]  上耶路撒冷
[00:17:16.000 --> 00:17:23.000]  是有監獄和災難等著他
[00:17:23.000 --> 00:17:25.000]  當保羅去到耶路撒冷之後
[00:17:25.000 --> 00:17:29.000]  我們知道他真的被人拘捕了
[00:17:29.000 --> 00:17:35.000]  後來他有機會向幾位羅馬的總督
[00:17:35.000 --> 00:17:37.000]  見證耶穌基督
[00:17:37.000 --> 00:17:40.000]  最後因為羅馬總督不肯放人
[00:17:40.000 --> 00:17:42.000]  想受賄
[00:17:42.000 --> 00:17:43.000]  保羅不肯給錢
[00:17:43.000 --> 00:17:45.000]  不肯給錢就沒得商量
[00:17:45.000 --> 00:17:49.000]  結果他要上訴去羅馬皇帝
[00:17:49.000 --> 00:17:53.000]  去到羅馬等候見皇帝受審的時候
[00:17:53.000 --> 00:17:55.000]  他又有機會
[00:17:55.000 --> 00:18:00.000]  向羅馬全部的皇宮警衛隊傳福音
[00:18:00.000 --> 00:18:02.000]  最後當然他也有機會
[00:18:02.000 --> 00:18:09.000]  向羅馬的皇帝傳講他的信仰
[00:18:09.000 --> 00:18:10.000]  弟兄姊妹
[00:18:10.000 --> 00:18:12.000]  真正的信心
[00:18:12.000 --> 00:18:17.000]  是要求我們信服上帝的旨意去生活
[00:18:17.000 --> 00:18:20.000]  我鼓勵大家做一個名副其實
[00:18:20.000 --> 00:18:24.000]  課真價實的耶穌基督的門徒
[00:18:24.000 --> 00:18:26.000]  未信主的朋友
[00:18:26.000 --> 00:18:28.000]  我想告訴大家
[00:18:28.000 --> 00:18:32.000]  上帝的恩典是伯伯給我們的禮物
[00:18:32.000 --> 00:18:36.000]  但是也同時要求接受禮物的人
[00:18:36.000 --> 00:18:40.000]  要接受上帝做我們的天父
[00:18:40.000 --> 00:18:44.000]  而我們就是上帝的兒女
[00:18:44.000 --> 00:18:47.000]  我們很應該信服天父
[00:18:47.000 --> 00:18:49.000]  當我們願意信服的時候
[00:18:49.000 --> 00:18:52.000]  其實天父也一定會幫助我們
[00:18:52.000 --> 00:18:54.000]  活出精彩的人生
[00:18:54.000 --> 00:18:56.000]  你不要怕苦難
[00:18:56.000 --> 00:18:58.000]  雖然保羅經歷了很多苦難
[00:18:58.000 --> 00:19:01.000]  但是他是影響了
[00:19:01.000 --> 00:19:06.000]  二千年來不斷影響人類的歷史
[00:19:06.000 --> 00:19:09.000]  現在我們看第三方面
[00:19:09.000 --> 00:19:11.000]  由於保羅對上主的信心
[00:19:11.000 --> 00:19:16.000]  他是一位謙卑服侍別人的人
[00:19:16.000 --> 00:19:22.000]  也可以說是一位為別人而活的人
[00:19:22.000 --> 00:19:24.000]  有一位現代人曾經這麼說
[00:19:24.000 --> 00:19:26.000]  他說你的時間有限
[00:19:26.000 --> 00:19:28.000]  所以不要為別人而活
[00:19:28.000 --> 00:19:30.000]  不要被教條所限
[00:19:30.000 --> 00:19:32.000]  不要活在別人的觀念裡面
[00:19:32.000 --> 00:19:35.000]  不要被別人的意見左右自己內心的聲音
[00:19:35.000 --> 00:19:40.000]  最重要的是勇敢地去追隨自己的心靈和直覺
[00:19:40.000 --> 00:19:42.000]  只有自己的心靈和直覺
[00:19:42.000 --> 00:19:44.000]  才知道你自己真實的想法
[00:19:44.000 --> 00:19:47.000]  其他一切都是次要
[00:19:47.000 --> 00:19:49.000]  但是很可惜
[00:19:49.000 --> 00:19:51.000]  為自己而活的人
[00:19:51.000 --> 00:19:55.000]  往往是最容易迷失的人
[00:19:55.000 --> 00:19:58.000]  現在有很多年輕人都想做就去做
[00:19:58.000 --> 00:20:03.000]  美國最近又發生了一次校園槍擊事件
[00:20:03.000 --> 00:20:05.000]  悉尼也有一個年輕人
[00:20:05.000 --> 00:20:08.000]  十五歲就去殺了一個人
[00:20:08.000 --> 00:20:10.000]  那麼他們這些人的行為
[00:20:10.000 --> 00:20:13.000]  是不是得人稱讚呢?
[00:20:13.000 --> 00:20:15.000]  不是,社會上的人
[00:20:15.000 --> 00:20:18.000]  沒有人稱讚他們是英雄
[00:20:18.000 --> 00:20:20.000]  他們是發揮自己的理想
[00:20:20.000 --> 00:20:23.000]  或者發洩自己的情緒
[00:20:23.000 --> 00:20:26.000]  去做一些損害他人的事情
[00:20:26.000 --> 00:20:31.000]  而人類社會一般都欣賞一些
[00:20:31.000 --> 00:20:37.000]  不顧自己去救人或者幫助人的人
[00:20:37.000 --> 00:20:41.000]  所以從來沒有人會說得男收女
[00:20:41.000 --> 00:20:43.000]  用他一生的時間
[00:20:43.000 --> 00:20:45.000]  去服侍印度的貧窮人
[00:20:45.000 --> 00:20:48.000]  是天下第一大傻瓜
[00:20:48.000 --> 00:20:50.000]  沒有人這樣說他
[00:20:50.000 --> 00:20:52.000]  只有稱讚他
[00:20:52.000 --> 00:20:53.000]  表揚他
[00:20:53.000 --> 00:20:56.000]  甚至受他的感召
[00:20:56.000 --> 00:21:01.000]  繼續去做服侍貧窮人的工作
[00:21:01.000 --> 00:21:03.000]  主耶穌曾經說過
[00:21:03.000 --> 00:21:05.000]  你們要負我的額
[00:21:05.000 --> 00:21:06.000]  跟我好
[00:21:06.000 --> 00:21:10.000]  因為我的心柔和謙卑
[00:21:10.000 --> 00:21:13.000]  保羅效法主耶穌
[00:21:13.000 --> 00:21:15.000]  在十九節他說
[00:21:15.000 --> 00:21:19.000]  在謙卑和憂傷中侍奉主
[00:21:19.000 --> 00:21:22.000]  他時時為別人的益處
[00:21:22.000 --> 00:21:25.000]  盡自己最大的努力
[00:21:25.000 --> 00:21:27.000]  在二十節說
[00:21:27.000 --> 00:21:29.000]  只要是對你們有益的
[00:21:29.000 --> 00:21:33.000]  我都沒有保留
[00:21:33.000 --> 00:21:37.000]  而當他面對生死選擇的時候
[00:21:37.000 --> 00:21:41.000]  他說對我來說
[00:21:41.000 --> 00:21:43.000]  對我來說
[00:21:43.000 --> 00:21:44.000]  我活著是為基督
[00:21:44.000 --> 00:21:46.000]  死了更有收穫
[00:21:46.000 --> 00:21:48.000]  可是如果我活著
[00:21:48.000 --> 00:21:51.000]  能夠多做些有益的工作
[00:21:51.000 --> 00:21:55.000]  我就不曉得我該怎樣選擇了
[00:21:55.000 --> 00:21:58.000]  我處在兩難之間
[00:21:58.000 --> 00:22:01.000]  一方面很想死回天家
[00:22:01.000 --> 00:22:06.000]  另一方面又要活著為別人
[00:22:06.000 --> 00:22:08.000]  他在兩難之間怎麼說呢
[00:22:08.000 --> 00:22:10.000]  他說
[00:22:10.000 --> 00:22:12.000]  我很願意離開這個世界
[00:22:12.000 --> 00:22:14.000]  跟基督在一起
[00:22:14.000 --> 00:22:15.000]  那時再好沒有了
