
[00:00:00.000 --> 00:00:02.000]  各位聽聽師傅 願你們平安
[00:08:04.000 --> 00:08:07.000]  比亞多這句話是什麼意思呢
[00:08:07.000 --> 00:08:10.000]  之後經文告訴我們
[00:08:10.000 --> 00:08:11.000]  他其實知道
[00:08:11.000 --> 00:08:14.000]  猶太人是因為妒忌耶穌
[00:08:14.000 --> 00:08:18.000]  想借他的手去殺耶穌
[00:08:18.000 --> 00:08:23.000]  他知道耶穌雖然說給人聽自己是王
[00:08:23.000 --> 00:08:27.000]  但是他的王國不屬於這個世界
[00:08:27.000 --> 00:08:32.000]  所以對羅馬帝國一點威脅都沒有
[00:08:32.000 --> 00:08:36.000]  所以他後來就三次對猶太人說
[00:08:36.000 --> 00:08:38.000]  他查不出耶穌有罪
[00:08:38.000 --> 00:08:40.000]  想釋放耶穌
[00:08:40.000 --> 00:08:44.000]  但是後來他看到如果釋放耶穌
[00:08:44.000 --> 00:08:48.000]  猶太群眾就會生暴亂
[00:08:48.000 --> 00:08:50.000]  他就順從猶太人
[00:08:50.000 --> 00:08:54.000]  將耶穌釘在十字架上
[00:08:54.000 --> 00:08:59.000]  所以當比亞多說真理是什麼的時候
[00:08:59.000 --> 00:09:02.000]  他不是在尋找什麼是真理
[00:09:02.000 --> 00:09:05.000]  真理對他來說可能不重要
[00:09:05.000 --> 00:09:07.000]  可能不存在
[00:09:07.000 --> 00:09:09.000]  就算是存在
[00:09:09.000 --> 00:09:11.000]  可能也是短暫的
[00:09:11.000 --> 00:09:14.000]  會因著環境而變
[00:09:14.000 --> 00:09:16.000]  就算真是有真理
[00:09:16.000 --> 00:09:19.000]  他也不願意知道
[00:09:19.000 --> 00:09:22.000]  好像最近一個統計結果
[00:09:22.000 --> 00:09:25.000]  有三分之一的人
[00:09:25.000 --> 00:09:28.000]  不願意知道事情的真相
[00:09:28.000 --> 00:09:31.000]  或者怕知道事情的真相
[00:09:31.000 --> 00:09:35.000]  真理到底是什麼呢
[00:09:35.000 --> 00:09:37.000]  真理在字典的定義就是
[00:09:37.000 --> 00:09:41.000]  對真實或者現實的確認
[00:09:41.000 --> 00:09:43.000]  一個被人證明
[00:09:43.000 --> 00:09:45.000]  或者被人接受真實的說法
[00:09:45.000 --> 00:09:48.000]  真實或現實
[00:09:48.000 --> 00:09:50.000]  在這個定義之下
[00:09:50.000 --> 00:09:54.000]  由於有人接受的成分
[00:09:54.000 --> 00:09:57.000]  真理就有兩個可能性
[00:09:57.000 --> 00:09:59.000]  真理可能是相對的
[00:09:59.000 --> 00:10:02.000]  隨著社會和文化
[00:10:02.000 --> 00:10:04.000]  或者人的意見改變
[00:10:04.000 --> 00:10:08.000]  另外真理也可能是絕對的
[00:10:08.000 --> 00:10:12.000]  不會受環境和人的影響
[00:10:12.000 --> 00:10:15.000]  在這兩個不同的理解之下
[00:10:15.000 --> 00:10:17.000]  就會影響我們的價值觀
[00:10:17.000 --> 00:10:20.000]  和對神的看法
[00:10:20.000 --> 00:10:22.000]  如果真理是相對的話
[00:10:22.000 --> 00:10:25.000]  什麼是對什麼是錯
[00:10:25.000 --> 00:10:28.000]  完全是受當時的人去決定
[00:10:28.000 --> 00:10:31.000]  這是今天經文中比較多的想法
[00:10:31.000 --> 00:10:33.000]  為了避免生亂
[00:10:33.000 --> 00:10:36.000]  他就聽從了眾多猶太人的意見
[00:10:36.000 --> 00:10:39.000]  殺一個無罪的人
[00:10:39.000 --> 00:10:40.000]  在這個思想之下
[00:10:40.000 --> 00:10:43.000]  神是可有可無
[00:10:43.000 --> 00:10:47.000]  有些時候又可以不止一個
[00:10:47.000 --> 00:10:49.000]  在宗教方面
[00:10:49.000 --> 00:10:52.000]  所有的宗教都是對的
[00:10:52.000 --> 00:10:55.000]  條條大路通羅馬
[00:10:55.000 --> 00:10:58.000]  有人覺得沒有神
[00:10:58.000 --> 00:11:00.000]  有些人好像印度教一樣
[00:11:00.000 --> 00:11:03.000]  覺得什麼都是神
[00:11:03.000 --> 00:11:05.000]  那些有神的認為
[00:11:05.000 --> 00:11:08.000]  什麼宗教都是導人向善
[00:11:08.000 --> 00:11:10.000]  你信你的基督教
[00:11:10.000 --> 00:11:12.000]  我信我的印度教
[00:11:12.000 --> 00:11:13.000]  都沒有什麼關係
[00:11:13.000 --> 00:11:18.000]  都可以靠自己所相信的神得救
[00:11:18.000 --> 00:11:20.000]  相對真理這幾個字
[00:11:20.000 --> 00:11:23.000]  聽起來好像很包容
[00:11:23.000 --> 00:11:25.000]  但是這種思想和世界觀
[00:11:25.000 --> 00:11:27.000]  有很大的問題
[00:11:27.000 --> 00:11:30.000]  第一是邏輯的問題
[00:11:30.000 --> 00:11:32.000]  真理都是相對
[00:11:32.000 --> 00:11:34.000]  這個假設
[00:11:34.000 --> 00:11:38.000]  是不是自己是一個絕對的真理
[00:11:38.000 --> 00:11:40.000]  如果是的話
[00:11:40.000 --> 00:11:42.000]  是不是已經推翻了
[00:11:42.000 --> 00:11:45.000]  真理都是相對這個假設
[00:11:45.000 --> 00:11:47.000]  第二
[00:11:47.000 --> 00:11:49.000]  如果沒有絕對的真理
[00:11:49.000 --> 00:11:52.000]  沒有絕對道德的標準
[00:11:52.000 --> 00:11:55.000]  怎樣去定社會的規則和法律
[00:11:55.000 --> 00:12:00.000]  誰有權利去定下這些法例
[00:12:00.000 --> 00:12:02.000]  第三
[00:12:02.000 --> 00:12:05.000]  問題是人的良知
[00:12:05.000 --> 00:12:09.000]  如果對錯是社會和生活環境決定的話
[00:12:09.000 --> 00:12:12.000]  殺人、強姦不一定是犯罪
[00:12:12.000 --> 00:12:14.000]  舉個例
[00:12:14.000 --> 00:12:16.000]  在兩星期前
[00:12:16.000 --> 00:12:18.000]  我見到一個在柬埔寨
[00:12:18.000 --> 00:12:21.000]  當宣教士的神學院同學
[00:12:21.000 --> 00:12:27.000]  他在柬埔寨幫助那些曾經受性侵犯的女孩
[00:12:27.000 --> 00:12:31.000]  他接觸過一些女孩
[00:12:31.000 --> 00:12:36.000]  那些女孩被家人送去醫院檢查
[00:12:36.000 --> 00:12:38.000]  檢查什麼呢
[00:12:38.000 --> 00:12:40.000]  就是檢查她們是不是同類
[00:12:40.000 --> 00:12:42.000]  為什麼呢
[00:12:42.000 --> 00:12:45.000]  因為同類可以賣高價錢
[00:12:45.000 --> 00:12:47.000]  多少錢呢
[00:12:47.000 --> 00:12:49.000]  五百元美金
[00:12:49.000 --> 00:12:52.000]  這五百元美金用來做什麼呢
[00:12:52.000 --> 00:13:00.000]  那個小女孩之後會被人帶到另一個地方
[00:13:00.000 --> 00:13:03.000]  被幾個男人輪姦
[00:13:03.000 --> 00:13:06.000]  事情還沒有結束
[00:13:06.000 --> 00:13:12.000]  當這個女孩子之後回到自己家
[00:13:12.000 --> 00:13:15.000]  她的家人竟然接受她
[00:13:15.000 --> 00:13:21.000]  說這個女孩為家庭帶來羞辱
[00:13:21.000 --> 00:13:26.000]  趕她去妓院買淫
[00:13:26.000 --> 00:13:30.000]  我的同學說這類事
[00:13:30.000 --> 00:13:33.000]  發生在很多柬埔寨的家庭
[00:13:33.000 --> 00:13:37.000]  不知道大家聽到之後有什麼反應
[00:13:37.000 --> 00:13:41.000]  我聽到之後第一個反應是很憤怒
[00:13:41.000 --> 00:13:48.000]  問家長究竟有沒有良知
[00:13:48.000 --> 00:13:51.000]  但如果真理不是絕對的
[00:13:51.000 --> 00:13:55.000]  那些家長可能覺得這樣做沒什麼大不了
[00:13:55.000 --> 00:13:58.000]  其他家庭都是這樣做
[00:13:58.000 --> 00:14:01.000]  或者我們覺得他犯罪
[00:14:01.000 --> 00:14:05.000]  但他們自己覺得這不是什麼罪
[00:14:05.000 --> 00:14:08.000]  所以如果真理是相對的
[00:14:08.000 --> 00:14:11.000]  罪也是相對的
[00:14:11.000 --> 00:14:20.000]  但如果有絕對的真理
[00:14:20.000 --> 00:14:23.000]  罪就是絕對的
[00:14:23.000 --> 00:14:28.000]  是非對錯不會受環境社會文化影響
[00:14:28.000 --> 00:14:31.000]  在這個立場之下神只有一位
[00:14:31.000 --> 00:14:36.000]  只有這位神才能定什麼是對什麼是錯
[00:14:36.000 --> 00:14:39.000]  因為只有比人高的神
[00:14:39.000 --> 00:14:42.000]  才有權柄去決定
[00:14:42.000 --> 00:14:46.000]  換句話說當我們知道有罪的時候
[00:14:46.000 --> 00:14:48.000]  就知道有神
[00:14:48.000 --> 00:14:51.000]  還記得我在美國的時候
[00:14:51.000 --> 00:14:55.000]  有一次開車送一些舞蹈的朋友去福音營
[00:14:55.000 --> 00:14:59.000]  車程大概有六個小時
[00:14:59.000 --> 00:15:03.000]  我有機會和坐在旁邊的舞蹈朋友交談
[00:15:03.000 --> 00:15:06.000]  他問我一個很直接的問題
[00:15:06.000 --> 00:15:08.000]  怎樣知道有神
[00:15:08.000 --> 00:15:11.000]  我想了一會兒就告訴他
[00:15:11.000 --> 00:15:13.000]  神我沒見過
[00:15:13.000 --> 00:15:15.000]  但我知道自己有很多罪
[00:15:15.000 --> 00:15:18.000]  這些罪不是犯法的那些罪
[00:15:18.000 --> 00:15:21.000]  而是心裡面其他人看不到的那些罪
[00:15:21.000 --> 00:15:29.000]  比如貪心 嫉妒 驕傲 說謊 恨人等等
[00:15:29.000 --> 00:15:32.000]  我自己是搞科研的
[00:15:32.000 --> 00:15:35.000]  當我見到一些現象的時候
[00:15:35.000 --> 00:15:37.000]  一定會問三個字
[00:15:37.000 --> 00:15:39.000]  為什麼
[00:15:39.000 --> 00:15:42.000]  為什麼會知道自己有罪呢
[00:15:42.000 --> 00:15:45.000]  我的結論就是一定要有一個神
[00:15:45.000 --> 00:15:49.000]  不然的話誰能使我知道自己有罪
[00:15:49.000 --> 00:15:53.000]  所以罪和神是不能分開的
[00:15:53.000 --> 00:15:57.000]  問題是這個神是誰
[00:15:57.000 --> 00:16:02.000]  下面我希望從今天的經文向大家證明
[00:16:02.000 --> 00:16:09.000]  耶穌 只有耶穌就是這位定下絕對真理的神
[00:16:09.000 --> 00:16:14.000]  讓我們看今天經文中耶穌對真理的宣告
[00:16:14.000 --> 00:16:16.000]  耶穌說
[00:16:16.000 --> 00:16:18.000]  你說我是王
[00:16:18.000 --> 00:16:20.000]  我為此而生
[00:16:20.000 --> 00:16:22.000]  也為此來到世間
[00:16:22.000 --> 00:16:25.000]  大為給真理作見證
[00:16:25.000 --> 00:16:29.000]  凡屬真理的人就聽我的話
[00:16:29.000 --> 00:16:32.000]  這個宣告可以分為三部分
[00:16:32.000 --> 00:16:34.000]  第一是耶穌自己的身份
[00:16:34.000 --> 00:16:37.000]  第二是耶穌來的原因
[00:16:37.000 --> 00:16:41.000]  第三是說哪些是屬真理的人
[00:16:41.000 --> 00:16:47.000]  以下我們會從這三方面去看什麼是真理
[00:16:47.000 --> 00:16:50.000]  第一部分是耶穌的身份
[00:16:50.000 --> 00:16:54.000]  當彼得多問耶穌你是王嗎
[00:16:54.000 --> 00:16:56.000]  耶穌回答 你說我是王
[00:16:56.000 --> 00:17:00.000]  我為此而生 也為此來到世間
[00:17:00.000 --> 00:17:04.000]  這句話就是宣告祂自己是王
[00:17:04.000 --> 00:17:08.000]  祂的國不屬於這個世界
[00:17:08.000 --> 00:17:10.000]  這個王是誰呢
[00:17:10.000 --> 00:17:14.000]  讓我們一起讀 從福音開始對耶穌的宣告
[00:17:14.000 --> 00:17:15.000]  請
[00:17:15.000 --> 00:17:18.000]  太初有道 道與神同在
[00:17:18.000 --> 00:17:20.000]  道就是神
[00:17:20.000 --> 00:17:22.000]  這道太初與神同在
[00:17:22.000 --> 00:17:25.000]  萬物是藉著他造的 凡被造的
[00:17:25.000 --> 00:17:29.000]  沒有一樣不是藉著他造的
[00:17:29.000 --> 00:17:32.000]  太初有道 這個道就是耶穌
[00:17:32.000 --> 00:17:34.000]  耶穌從時間的開始
[00:17:34.000 --> 00:17:38.000]  以先與父神在一起
[00:17:38.000 --> 00:17:41.000]  耶穌就是神
[00:17:41.000 --> 00:17:44.000]  祂是創造宇宙萬物的神
[00:17:44.000 --> 00:17:46.000]  這樣我就可以明白
[00:17:46.000 --> 00:17:48.000]  為什麼在今天的經文裡
[00:17:48.000 --> 00:17:54.000]  耶穌說自己的國不是這個世界的國
[00:17:54.000 --> 00:17:58.000]  耶穌對真理的宣告第二部份
[00:17:58.000 --> 00:18:01.000]  是祂來到這個世界的目的
[00:18:01.000 --> 00:18:06.000]  這個目的就是特意為真理作見證
[00:18:06.000 --> 00:18:09.000]  下面就讓我和聖經進去看
[00:18:09.000 --> 00:18:12.000]  耶穌如何為真理作見證
[00:18:12.000 --> 00:18:14.000]  我們會從四方面看
[00:18:14.000 --> 00:18:16.000]  第一 祂是神的兒子
[00:18:16.000 --> 00:18:19.000]  第二 祂是真理的源頭
[00:18:19.000 --> 00:18:23.000]  第三 祂將會審判人的罪
[00:18:23.000 --> 00:18:29.000]  第四 祂來的目的是洗罪得到赦免
[00:18:29.000 --> 00:18:32.000]  為什麼呢
[00:18:32.000 --> 00:18:36.000]  請按PowerPoint
[00:18:36.000 --> 00:18:42.000]  因為真理只有一位神能夠定出來
[00:18:42.000 --> 00:18:46.000]  為了真理的緣故
[00:18:46.000 --> 00:18:49.000]  離開真理的人會被審判
[00:18:49.000 --> 00:18:51.000]  為了真理的緣故
[00:18:51.000 --> 00:18:55.000]  耶穌要來拯救犯了罪的人
[00:18:55.000 --> 00:19:00.000]  這個就是耶穌來為真理作見證
[00:19:00.000 --> 00:19:02.000]  首先讓我們來看
[00:19:02.000 --> 00:19:05.000]  如何知道耶穌是神
[00:19:05.000 --> 00:19:09.000]  我們一起讀羅馬書一章三至四節
[00:19:09.000 --> 00:19:13.000]  耶穌他兒子我主耶穌基督
[00:19:13.000 --> 00:19:15.000]  因從死裡復活
[00:19:15.000 --> 00:19:19.000]  以大能顯明是神的兒子
[00:19:19.000 --> 00:19:24.000]  耶穌被釘十字架之後第三天
[00:19:24.000 --> 00:19:27.000]  在死裡復活
[00:19:27.000 --> 00:19:32.000]  這就證明耶穌是神的兒子
[00:19:32.000 --> 00:19:34.000]  耶穌復活之後
[00:19:34.000 --> 00:19:37.000]  顯現給他十一個門徒
[00:19:37.000 --> 00:19:42.000]  和後來至少五百個其他的門徒
[00:19:42.000 --> 00:19:45.000]  當這門徒看到復活耶穌
[00:19:45.000 --> 00:19:51.000]  就想起耶穌在他去世之前所言所行
[00:19:51.000 --> 00:19:56.000]  就知道耶穌確實是神的兒子
[00:19:56.000 --> 00:19:59.000]  他們以前是很膽小的
[00:19:59.000 --> 00:20:03.000]  很怕猶太人會抓他們
[00:20:03.000 --> 00:20:07.000]  但是當他們看到復活的耶穌之後
[00:20:07.000 --> 00:20:12.000]  就到處放膽去見證了耶穌已經從死裡復活
[00:20:12.000 --> 00:20:15.000]  這個如果你看回《仙道行傳》
[00:20:15.000 --> 00:20:19.000]  這個就是那些門徒說的唯一一件事
[00:20:19.000 --> 00:20:22.000]  耶穌已經復活了
[00:20:22.000 --> 00:20:24.000]  為了做這個見證
[00:20:24.000 --> 00:20:27.000]  門徒中間除了一個視同樣人之外
[00:20:27.000 --> 00:20:31.000]  全部都受到酷刑而死
[00:20:31.000 --> 00:20:35.000]  為什麼呢?因為他們確實知道
[00:20:35.000 --> 00:20:41.000]  也見過耶穌復活了
[00:20:41.000 --> 00:20:45.000]  他們就肯定耶穌是神的兒子
[00:20:45.000 --> 00:20:47.000]  還有在早期的教會
[00:20:47.000 --> 00:20:50.000]  數以萬計的基督徒
[00:20:50.000 --> 00:20:53.000]  為了要見證復活了的耶穌
[00:20:53.000 --> 00:20:56.000]  寧願被獅子咬死
[00:20:56.000 --> 00:21:00.000]  或者被釘在十字架上被燒死
[00:21:00.000 --> 00:21:04.000]  也不去拜羅馬帝國的神
[00:21:04.000 --> 00:21:07.000]  還有在過去兩千年到今天
[00:21:07.000 --> 00:21:13.000]  有無數的基督徒願意為耶穌殉道
[00:21:13.000 --> 00:21:17.000]  今天世界上無數被耶穌改變了的生命
[00:21:17.000 --> 00:21:20.000]  包括在這裡的基督徒
[00:21:20.000 --> 00:21:24.000]  都是復活了的耶穌的見證人
[00:21:24.000 --> 00:21:28.000]  耶穌在這個世界傳道的時候
[00:21:28.000 --> 00:21:32.000]  還有耶穌對立的撒旦和烏龜
[00:21:32.000 --> 00:21:34.000]  當他們見到耶穌的時候
[00:21:34.000 --> 00:21:36.000]  他們怎樣稱呼祂呢?
[00:21:36.000 --> 00:21:39.000]  神的兒子
[00:21:39.000 --> 00:21:42.000]  耶穌所行的神職其事
[00:21:42.000 --> 00:21:45.000]  祂滿有權柄的教導
[00:21:45.000 --> 00:21:49.000]  以上都是種種的證據告訴我們
[00:21:49.000 --> 00:21:51.000]  耶穌是神的兒子
[00:21:51.000 --> 00:21:54.000]  正因為耶穌是神的兒子
[00:21:54.000 --> 00:21:57.000]  祂就是一切真理的源頭
[00:21:57.000 --> 00:22:01.000]  我們就可以明白為什麼聖經這樣描寫耶穌
[00:22:01.000 --> 00:22:05.000]  愛子是那不能看見之神的將
[00:22:05.000 --> 00:22:07.000]  萬有都是靠他而造的
[00:22:07.000 --> 00:22:09.000]  又是為他造的
[00:22:09.000 --> 00:22:12.000]  他在萬世萬有之先
[00:22:12.000 --> 00:22:16.000]  萬有也靠他而立
[00:22:16.000 --> 00:22:22.000]  另外在約翰福音第一章十七節
[00:22:22.000 --> 00:22:25.000]  律法本是直著摩西傳的
[00:22:25.000 --> 00:22:30.000]  因典和真理都是由耶穌基督來的
[00:22:30.000 --> 00:22:32.000]  這些經文都是說
[00:22:32.000 --> 00:22:34.000]  以上萬物都是耶穌造的
[00:22:34.000 --> 00:22:37.000]  這些包括所有的物理定律
[00:22:37.000 --> 00:22:42.000]  所有存在我們心裡面的對錯標準
[00:22:42.000 --> 00:22:49.000]  神的兒子耶穌更在約翰福音十四章六節宣告
[00:22:49.000 --> 00:22:51.000]  我們一起讀
[00:22:51.000 --> 00:22:56.000]  就是道路真理生命若不藉著我
[00:22:56.000 --> 00:22:59.000]  沒有人能到父乃裡去
[00:22:59.000 --> 00:23:01.000]  這是一個絕對的宣告
[00:23:01.000 --> 00:23:03.000]  若不是藉著耶穌
[00:23:03.000 --> 00:23:05.000]  沒有人能到父神那裡
[00:23:05.000 --> 00:23:07.000]  一點都不包容
[00:23:07.000 --> 00:23:08.000]  為什麼呢
