
[00:00:00.000 --> 00:00:02.880]  我們這四年來在《利是米記》的系列
[00:04:55.720 --> 00:04:56.840]  是出於上帝
[00:04:56.840 --> 00:04:58.000]  不是出於我們
[00:04:58.000 --> 00:04:59.440]  我們是瓦器來的
[00:04:59.440 --> 00:05:00.440]  很容易散的
[00:05:00.440 --> 00:05:02.600]  很脆弱的
[00:05:02.600 --> 00:05:03.400]  很容易破碎的
[00:05:03.400 --> 00:05:05.160]  但是因為耶穌基督的緣故
[00:05:05.160 --> 00:05:10.160]  我有一個從新的角度去看這些困難
[00:05:10.160 --> 00:05:12.160]  去看這些挑戰
[00:05:12.160 --> 00:05:17.200]  甚至挑戰是祂祈禱三分四次都沒有辦法拿走的
[00:05:17.200 --> 00:05:20.360]  在哥倫多後書十二章裡面講到祂的一個經歷
[00:05:20.360 --> 00:05:20.960]  但是祂說
[00:05:20.960 --> 00:05:23.600]  我仍然要靠主的恩典
[00:05:23.600 --> 00:05:26.600]  能夠面對這些挑戰
[00:05:26.600 --> 00:05:28.520]  我們怎麼能夠做到這件事呢?
[00:05:28.520 --> 00:05:30.360]  其實利欽米的建成牆
[00:05:30.360 --> 00:05:32.400]  同樣地面對很多不同的挑戰
[00:05:32.400 --> 00:05:33.640]  我們上次也講過
[00:05:33.640 --> 00:05:35.200]  我們分析一點
[00:05:35.200 --> 00:05:41.640]  為什麼會有這些令我們想要放棄的原因
[00:05:41.640 --> 00:05:43.600]  還有我們看很簡單的
[00:05:43.600 --> 00:05:47.600]  利欽米怎麼去迎向這些困難
[00:05:47.600 --> 00:05:50.640]  我想這些信息不僅能夠對我們
[00:05:50.640 --> 00:05:51.920]  在我們人生裡面
[00:05:51.920 --> 00:05:52.800]  無論是婚姻
[00:05:52.800 --> 00:05:54.120]  無論是我們的工作
[00:05:54.120 --> 00:05:55.800]  無論是我們的人際關係裡面
[00:05:55.800 --> 00:05:57.120]  面對挑戰
[00:05:57.120 --> 00:05:59.240]  更加在教會的侍奉
[00:05:59.240 --> 00:06:00.840]  當我們重新開放的時候
[00:06:00.840 --> 00:06:04.520]  我們起先的熱誠
[00:06:04.520 --> 00:06:06.320]  今天面對很多的挑戰
[00:06:06.320 --> 00:06:07.920]  我們有pandemic的挑戰
[00:06:07.920 --> 00:06:10.120]  我們有新地方的挑戰
[00:06:10.120 --> 00:06:12.320]  那些人不敢回來的挑戰
[00:06:12.320 --> 00:06:16.600]  我們有新的周圍的社區
[00:06:16.600 --> 00:06:18.320]  我們全方位的挑戰
[00:06:18.320 --> 00:06:22.640]  我們也有頂尖的屬靈上的軟弱的挑戰
[00:06:22.640 --> 00:06:25.000]  我們以這些人手不足的挑戰
[00:06:25.000 --> 00:06:26.600]  我們怎麼去面對呢?
[00:06:26.600 --> 00:06:27.960]  我們相信利欽米的經歷
[00:06:27.960 --> 00:06:31.280]  能夠給予我們一個啟發和提醒
[00:06:31.280 --> 00:06:33.480]  我們看看聖經裡面怎麼說
[00:06:33.480 --> 00:06:36.280]  有時候我們很快地放棄
[00:06:36.280 --> 00:06:38.800]  一些我們毀身的決定
[00:06:38.800 --> 00:06:40.800]  是因為我們失去了意象
[00:06:40.800 --> 00:06:41.800]  我們看看聖經怎麼說
[00:06:41.800 --> 00:06:44.560]  它說他們本來做到一半
[00:06:44.560 --> 00:06:45.400]  一半高
[00:06:45.400 --> 00:06:48.080]  他們是一心做工的
[00:06:48.080 --> 00:06:50.160]  所以就能夠做到一半
[00:06:50.160 --> 00:06:52.760]  有人說一杯水
[00:06:52.760 --> 00:06:55.040]  你倒到一半的時候
[00:06:55.040 --> 00:06:57.400]  你看負面就說還有一半
[00:06:57.400 --> 00:07:00.280]  真是未能達成目標
[00:07:00.280 --> 00:07:01.680]  又或者你看到一半的時候
[00:07:01.680 --> 00:07:03.400]  我們已經做到一半了
[00:07:03.400 --> 00:07:04.920]  還有一半而已
[00:07:04.920 --> 00:07:06.280]  你看聖經怎麼說
[00:07:06.280 --> 00:07:07.880]  他們一心做工
[00:07:07.880 --> 00:07:11.600]  他們原來是起先的時候有那份的心
[00:07:11.600 --> 00:07:12.800]  有那份的意象
[00:07:12.800 --> 00:07:15.000]  看到的就是目標是怎樣
[00:07:15.000 --> 00:07:17.560]  我們是需要去努力去做的
[00:07:17.560 --> 00:07:22.320]  當他們的心是看準對準目標的時候
[00:07:22.320 --> 00:07:23.720]  他們眼目對準目標的時候
[00:07:23.720 --> 00:07:26.600]  就能夠完成一半
[00:07:26.600 --> 00:07:28.920]  但是當他們失去意象的時候
[00:07:28.920 --> 00:07:32.120]  就說自己做不到
[00:07:32.120 --> 00:07:34.160]  我想人生裡面也是這樣
[00:07:34.160 --> 00:07:37.080]  所有事情做到一點點成功
[00:07:37.080 --> 00:07:38.320]  或者人生去到一半
[00:07:38.320 --> 00:07:40.200]  就好像我們當中有些人
[00:07:40.200 --> 00:07:42.880]  都是在想人生下半場
[00:07:42.880 --> 00:07:44.640]  應該怎麼做呢
[00:07:44.640 --> 00:07:48.320]  因為你知道打一場球不是看半場的
[00:07:48.320 --> 00:07:51.360]  你是最後吹哨那一下
[00:07:51.360 --> 00:07:53.320]  完成這場球賽
[00:07:53.320 --> 00:07:56.240]  誰勝負才知道的
[00:07:56.240 --> 00:08:00.040]  我覺得在以色列人
[00:08:00.040 --> 00:08:02.320]  他們不是做不到的
[00:08:02.320 --> 00:08:04.120]  但是因為他們的眼目
[00:08:04.120 --> 00:08:07.760]  是一心要去完成這個成長
[00:08:07.760 --> 00:08:10.760]  但是面對一些挑戰困難的時候
[00:08:10.760 --> 00:08:13.160]  他們看到還有這麼多
[00:08:13.160 --> 00:08:15.720]  於是他們就想放棄了
[00:08:15.720 --> 00:08:19.200]  眼目看一些負面的東西多
[00:08:19.200 --> 00:08:22.480]  還是眼目看一些正面的東西多呢
[00:08:22.480 --> 00:08:26.800]  你的眼目是看著你先願意毀身的
[00:08:26.800 --> 00:08:28.200]  達成的目標
[00:08:28.200 --> 00:08:32.000]  還是你看見周圍的困難呢
[00:08:32.000 --> 00:08:33.480]  第二件事 聖經就說
[00:08:33.480 --> 00:08:34.880]  有大人就說
[00:08:34.880 --> 00:08:36.880]  攻台的人力氣雖敗
[00:08:36.880 --> 00:08:39.280]  唉 太多我們自己不能建造成長
[00:08:39.280 --> 00:08:41.440]  第二件事 我想失去的
[00:08:41.440 --> 00:08:46.160]  就是失去了一些肉身上的力氣
[00:08:46.160 --> 00:08:47.760]  有時候我也覺得
[00:08:47.760 --> 00:08:51.720]  當你面對很多人生的挑戰的時候
[00:08:51.720 --> 00:08:53.720]  如果沒有一個健康的身體
[00:08:53.720 --> 00:08:57.080]  或者沒有一個強健的體魄
[00:08:57.080 --> 00:08:59.480]  其實真的沒有辦法去面對
[00:08:59.480 --> 00:09:02.800]  所謂你願意投身去做某一件事的時候
[00:09:02.800 --> 00:09:04.680]  有可能也會做到癱癱腰
[00:09:04.680 --> 00:09:07.400]  但是如果你在屬靈方面
[00:09:07.400 --> 00:09:10.560]  其實你自己的肉身方面
[00:09:10.560 --> 00:09:12.640]  肉體方面的健康
[00:09:12.640 --> 00:09:14.560]  都會很影響屬靈方面
[00:09:14.560 --> 00:09:15.880]  例如你睡眠不足
[00:09:15.880 --> 00:09:17.880]  那你怎麼起來祈禱呢
[00:09:17.880 --> 00:09:19.800]  或者你身體經常生病
[00:09:19.800 --> 00:09:21.800]  那你怎麼回來祈禱呢
[00:09:21.800 --> 00:09:24.320]  有時候我們需要有好好的退休
[00:09:24.320 --> 00:09:28.000]  在新心靈裡面有一個重新得力的時間
[00:09:28.000 --> 00:09:29.680]  Anders 他在Tracy
[00:09:29.680 --> 00:09:32.440]  他也在讀基維的博士課程
[00:09:32.440 --> 00:09:38.080]  我就在幫他每個禮拜做一個supervisual mentoring
[00:09:38.080 --> 00:09:40.080]  這個也是我對他的建議
[00:09:40.080 --> 00:09:42.080]  年輕人 四十歲人
[00:09:42.080 --> 00:09:44.800]  會不會搞一些身體
[00:09:44.800 --> 00:09:47.960]  你不能夠天天坐在螢幕面前
[00:09:47.960 --> 00:09:49.400]  天天做這些事
[00:09:49.400 --> 00:09:50.680]  我跟他分享的是
[00:09:50.680 --> 00:09:54.200]  其實很多年前我已經建造了一個
[00:09:54.200 --> 00:09:57.400]  每天早上起來做運動的習慣
[00:09:57.400 --> 00:10:00.520]  一個小時的運動
[00:10:00.520 --> 00:10:02.200]  拉筋、舉重
[00:10:02.200 --> 00:10:07.960]  這些都是幫助我去保持自己身體的健康
[00:10:07.960 --> 00:10:08.960]  我不是說不會生病
[00:10:08.960 --> 00:10:13.560]  但是少了病痛和身體有精神、有體力、有健康的時候
[00:10:13.560 --> 00:10:18.840]  我們就能夠更加有力量的去面對不同的挑戰
[00:10:18.840 --> 00:10:20.840]  以色列人或猶太人就是
[00:10:20.840 --> 00:10:24.480]  他們已經做得很累、很癱瘓
[00:10:24.480 --> 00:10:25.760]  沒有辦法休息
[00:10:25.760 --> 00:10:28.080]  所以黎希敏一會兒你會看到的就是
[00:10:28.080 --> 00:10:30.160]  她是用一些方法
[00:10:30.160 --> 00:10:33.200]  會不會有些人是輪值、輪班
[00:10:33.200 --> 00:10:36.200]  不是只有一群人這樣做
[00:10:36.200 --> 00:10:40.240]  因為人也會有一個極限的
[00:10:40.240 --> 00:10:42.560]  第三件事是失去自信
[00:10:42.560 --> 00:10:46.960]  起先上帝透過很多神蹟奇事和感動
[00:10:46.960 --> 00:10:50.480]  叫那群人去專心去建成聖牆
[00:10:50.480 --> 00:10:51.840]  建成聖牆才能做到
[00:10:51.840 --> 00:10:52.960]  已經做了一半了
[00:10:52.960 --> 00:10:55.440]  但是現在看見困難來到的時候
[00:10:55.440 --> 00:10:57.360]  壓力又多、力氣又衰敗
[00:10:57.360 --> 00:10:59.760]  周圍的人又不支持
[00:10:59.760 --> 00:11:01.280]  敵人又來攻擊
[00:11:01.280 --> 00:11:04.280]  於是她就覺得我們還是不行了
[00:11:04.280 --> 00:11:06.520]  還有這麼多都做不到
[00:11:06.520 --> 00:11:08.080]  這個就好像以利亞
[00:11:08.080 --> 00:11:09.560]  大家熟悉的故事就是
[00:11:09.560 --> 00:11:13.080]  在荷里山上她擊敗了巴力的先知
[00:11:13.080 --> 00:11:16.600]  但是想不到耶西別和阿哈王
[00:11:16.600 --> 00:11:18.840]  都沒有去證實這個問題
[00:11:18.840 --> 00:11:21.080]  更加找人去追殺她
[00:11:21.080 --> 00:11:23.960]  於是她就說不如我們列祖吧
[00:11:23.960 --> 00:11:25.000]  我不行了
[00:11:25.000 --> 00:11:27.440]  根本是我沒用
[00:11:27.440 --> 00:11:29.000]  如果你記得薩姆爾
[00:11:29.000 --> 00:11:31.800]  當知道了蘇羅背叛上帝的時候
[00:11:31.800 --> 00:11:34.800]  他在樹下很難過
[00:11:34.800 --> 00:11:35.880]  他覺得自己沒用
[00:11:35.880 --> 00:11:39.400]  是我高辣錯了
[00:11:39.400 --> 00:11:41.160]  我看錯人了
[00:11:41.160 --> 00:11:44.120]  但是上帝就告訴以利亞和薩姆爾
[00:11:44.120 --> 00:11:48.360]  不是你,現在是我的工作
[00:11:48.360 --> 00:11:51.720]  你只需要跟著我的指示去做
[00:11:51.720 --> 00:11:53.280]  他就跟薩姆爾說
[00:11:53.280 --> 00:11:54.720]  你將由聖滿了國
[00:11:54.720 --> 00:11:56.680]  我要帶你到伯利恆去
[00:11:56.680 --> 00:11:59.120]  再去高辣新的皇帝
[00:11:59.120 --> 00:12:04.320]  以色列人雲柱、火柱、十災、紅海、水分
[00:12:04.320 --> 00:12:06.200]  這些這麼大的神蹟都好
[00:12:06.200 --> 00:12:09.520]  到最後摩西面對困難的時候
[00:12:09.520 --> 00:12:10.960]  都會有這樣的感覺
[00:12:10.960 --> 00:12:11.960]  就是我還是沒用
[00:12:11.960 --> 00:12:14.760]  我不能夠完成這個任務
[00:12:14.760 --> 00:12:16.400]  你看聖經裡面所說的
[00:12:16.400 --> 00:12:18.480]  他們說我們不行了
[00:12:18.480 --> 00:12:19.440]  我們沒可能做了
[00:12:19.440 --> 00:12:21.320]  剛剛做了一半而已
[00:12:21.320 --> 00:12:23.000]  怎麼沒可能做才行?
[00:12:23.000 --> 00:12:32.040]  撒旦除了叫人看自己失去了自信之外
[00:12:32.040 --> 00:12:35.160]  另外一種方法就是讓你恐懼
[00:12:35.160 --> 00:12:36.560]  你離子仙的時候
[00:12:36.560 --> 00:12:41.200]  上帝給你那份信任和投身
[00:12:41.200 --> 00:12:42.840]  你拍胸口就去吧
[00:12:42.840 --> 00:12:43.640]  衝吧
[00:12:43.640 --> 00:12:44.400]  死就死吧
[00:12:44.400 --> 00:12:49.440]  但如果真的面對要有死亡的挑戰的時候
[00:12:49.440 --> 00:12:53.280]  你投身侍奉會有生命危險的
[00:12:53.280 --> 00:12:56.120]  或者會損害你的家庭
[00:12:56.120 --> 00:12:58.560]  損害你的健康
[00:12:58.560 --> 00:12:59.760]  損害你的工作
[00:12:59.760 --> 00:13:01.560]  於是我們就退縮了
[00:13:01.560 --> 00:13:02.560]  我們就害怕了
[00:13:02.560 --> 00:13:05.320]  你看那群敵人就說
[00:13:05.320 --> 00:13:06.680]  進到他們中間
[00:13:06.680 --> 00:13:11.320]  讓他們看不到的時候就讓他們做吧
[00:13:11.320 --> 00:13:12.640]  當你不留意的時候
[00:13:12.640 --> 00:13:13.760]  不醒覺的時候
[00:13:13.760 --> 00:13:16.960]  我就進來將你們殺死
[00:13:16.960 --> 00:13:18.840]  引起很多恐慌
[00:13:18.840 --> 00:13:21.520]  最後一個失去就是失去支持
[00:13:21.520 --> 00:13:23.160]  我想這件事最慘的就是
[00:13:23.160 --> 00:13:26.280]  一些其他人的放棄
[00:13:26.280 --> 00:13:27.560]  他不僅放棄
[00:13:27.560 --> 00:13:29.560]  他會鼓勵你去放棄
[00:13:29.560 --> 00:13:32.400]  聖經說猶太人十次
[00:13:32.400 --> 00:13:37.200]  《和修本》就譯作猶太人,之前是猶大人
[00:13:37.200 --> 00:13:37.960]  其實是對的
[00:13:37.960 --> 00:13:40.280]  因為《和修本》是沒有這麼譯的
[00:13:40.280 --> 00:13:46.440]  因為之前是說猶大族的領袖
[00:13:46.440 --> 00:13:51.080]  這裡猶太人就是所有回去居住的猶太人
[00:13:51.080 --> 00:13:53.840]  那些平民百姓
[00:13:53.840 --> 00:13:57.840]  都告訴你不要做了
[00:13:57.840 --> 00:14:00.080]  他們來騷擾我們
[00:14:00.080 --> 00:14:02.680]  我們不如退出來
[00:14:02.680 --> 00:14:04.040]  不要在這裡散散場
[00:14:04.040 --> 00:14:05.240]  住在外圍算了
[00:14:05.240 --> 00:14:10.120]  因為我們根本沒有能力去面對這些挑戰
[00:14:10.120 --> 00:14:13.680]  我想鄧小平在我們人生的路上
[00:14:13.680 --> 00:14:16.520]  不如意事十常八九
[00:14:16.520 --> 00:14:19.280]  挫折或者困難或者挑戰
[00:14:19.280 --> 00:14:20.520]  是必定會有的
[00:14:20.520 --> 00:14:22.440]  我敢寫包單的就是
[00:14:22.440 --> 00:14:24.800]  在你們侍奉的裡面
[00:14:24.800 --> 00:14:26.600]  我們還有一個仇敵
[00:14:26.600 --> 00:14:33.120]  不僅是我們人慣常自然會面對一些不如意的事情
[00:14:33.120 --> 00:14:36.040]  更加是我們仇敵會用盡一切方法
[00:14:36.040 --> 00:14:40.040]  用引誘、試煉、挑戰
[00:14:40.040 --> 00:14:44.400]  最終目的都是希望我們放棄我們的信仰
[00:14:44.400 --> 00:14:45.760]  放棄我們的服侍
[00:14:45.760 --> 00:14:49.680]  放棄我們為主實踐的大使命
[00:14:49.680 --> 00:14:51.760]  在保羅的人生裡面
[00:14:51.760 --> 00:14:53.920]  也是面對很多挑戰
[00:14:53.920 --> 00:14:56.760]  在哥倫多的後書第一章
[00:14:56.760 --> 00:14:58.960]  也告訴我們了
[00:14:58.960 --> 00:15:00.720]  他到了一個地步
[00:15:00.720 --> 00:15:03.560]  連活命的指望也沒有
[00:15:03.560 --> 00:15:07.200]  他說的是在《少行傳》第十四章第一次的荒林旅程
[00:15:07.200 --> 00:15:10.200]  我想他第一次跟巴拿巴去荒林旅程
[00:15:10.200 --> 00:15:12.200]  去到路斯德城的時候
[00:15:12.200 --> 00:15:15.560]  城裡面的猶太人起哄、挑動
[00:15:15.560 --> 00:15:20.200]  然後人們用石頭將他打到不省人事
[00:15:20.200 --> 00:15:24.520]  你想想他用石頭打他就不是用石頭扔兩下
[00:15:24.520 --> 00:15:26.900]  大石頭扔到他
[00:15:26.900 --> 00:15:30.520]  掉在地上之後也繼續扔
[00:15:30.520 --> 00:15:32.320]  眾人都以為他死了
[00:15:32.320 --> 00:15:33.960]  扔到他可能都暈了
[00:15:33.960 --> 00:15:35.200]  人人都以為他死了
[00:15:35.200 --> 00:15:38.400]  誰知道第二天神又給他力量
[00:15:38.400 --> 00:15:40.880]  繼續去傳做那樣的工作
[00:15:40.880 --> 00:15:42.320]  他說到了一個地步
[00:15:42.320 --> 00:15:45.920]  連活命的指望這麼大的挑戰也沒有
[00:15:45.920 --> 00:15:49.040]  保羅說我們再不靠自己
[00:15:49.040 --> 00:15:52.040]  靠那位叫死人復活的上帝
[00:15:52.040 --> 00:15:57.120]  我們廣東話經常說「豁出去」
[00:15:57.120 --> 00:15:58.040]  不要再靠自己了
[00:15:58.040 --> 00:15:59.080]  不要看自己的能力
[00:15:59.080 --> 00:16:01.240]  因為已經到了一個地步
[00:16:01.240 --> 00:16:03.000]  就是人的盡頭了
[00:16:03.000 --> 00:16:04.080]  人的盡頭的時候
[00:16:04.080 --> 00:16:07.560]  我們就靠主讓上帝有什麼作為
[00:16:07.560 --> 00:16:09.840]  在做神的工作裡面也是一樣
[00:16:09.840 --> 00:16:12.040]  成功失敗、成敗得失
[00:16:12.040 --> 00:16:14.040]  其實都在主的手裡
[00:16:14.040 --> 00:16:16.920]  我們只是一個流通的管子
[00:16:16.920 --> 00:16:18.520]  讓上帝去使用
[00:16:18.520 --> 00:16:20.960]  所以保羅接著說了很多後書
[00:16:20.960 --> 00:16:22.840]  很精彩的一段聖經
[00:16:22.840 --> 00:16:25.320]  說到我們是蒙聯文
[00:16:25.320 --> 00:16:27.200]  接受了這個職份
[00:16:27.200 --> 00:16:31.120]  這是上帝聯文才給我們有機會服侍他
[00:16:31.120 --> 00:16:33.440]  上帝聯文給我們有機會開放
[00:16:33.440 --> 00:16:35.840]  不是我們有什麼能力
[00:16:35.840 --> 00:16:37.160]  既然我們看清楚這件事
[00:16:37.160 --> 00:16:38.440]  我們得救是蒙聯文
[00:16:38.440 --> 00:16:40.440]  我們蒙召是蒙聯文
[00:16:40.440 --> 00:16:42.200]  我們服侍是蒙聯文
[00:16:42.200 --> 00:16:43.280]  這時候
[00:16:43.280 --> 00:16:47.320]  這不是一個職位或職責
[00:16:47.320 --> 00:16:48.520]  而是一個職份
[00:16:48.520 --> 00:16:49.880]  我們作不喪膽
[00:16:49.880 --> 00:16:53.520]  喪膽粵文這個字就是放棄
[00:16:53.520 --> 00:16:54.720]  就好像跑長跑
[00:16:54.720 --> 00:16:56.520]  跑到一半的時候
[00:16:56.520 --> 00:16:58.240]  我們想放棄
[00:16:58.240 --> 00:17:00.800]  想放棄不再跑下去
[00:17:00.800 --> 00:17:03.240]  保羅說你不要放棄
[00:17:03.240 --> 00:17:06.120]  因為也是上帝聯文
[00:17:06.120 --> 00:17:08.840]  上帝不聯文你的
[00:17:08.840 --> 00:17:11.280]  根本沒有機會去參與服侍
[00:17:11.280 --> 00:17:15.480]  所以保羅說有者寶貝放在牙齒裡面
[00:17:15.480 --> 00:17:17.440]  顯明莫大的能力是出於神
[00:17:17.440 --> 00:17:20.320]  不是出於我們
[00:17:20.320 --> 00:17:24.560]  莫大的能力就是所謂的hippomani
[00:17:24.560 --> 00:17:26.680]  你忍耐
[00:17:26.680 --> 00:17:32.720]  你頂不住也是可以頂的一種能力
[00:17:32.720 --> 00:17:34.600]  正經地這麼說
[00:17:34.600 --> 00:17:36.080]  這句大家都很熟悉
[00:17:36.080 --> 00:17:37.840]  四面受敵
[00:17:37.840 --> 00:17:41.400]  好像被牆壁一直四邊壓迫下來的時候
[00:17:41.400 --> 00:17:43.680]  你不感覺到被困住
[00:17:43.680 --> 00:17:45.200]  心裡作難
[00:17:45.200 --> 00:17:47.400]  裡面前行不行
[00:17:47.400 --> 00:17:48.840]  後退也不行
