
[00:00:00.000 --> 00:00:04.880]  好,是一個大家都知道是講什麼的題目
[00:03:58.280 --> 00:04:01.880]  不可與男人有性關係
[00:04:01.880 --> 00:04:04.680]  是很明顯講到這一點
[00:04:04.680 --> 00:04:06.600]  所以聖經是很明顯講到
[00:04:06.600 --> 00:04:09.880]  這一點是神憎惡
[00:04:09.880 --> 00:04:12.320]  兩節經文都是憎惡
[00:04:12.320 --> 00:04:19.840]  二十節再進一步講到憎惡是罪
[00:04:19.840 --> 00:04:22.800]  「他們行了逆鱗的事」
[00:04:22.800 --> 00:04:25.440]  罪要歸到他們身上
[00:04:25.440 --> 00:04:29.040]  這個行為是神憎惡
[00:04:29.040 --> 00:04:31.040]  現代人太聰明了
[00:04:31.040 --> 00:04:34.160]  神憎惡其實沒有所謂
[00:04:34.160 --> 00:04:36.000]  神憎惡也沒有所謂
[00:04:36.000 --> 00:04:37.240]  你明白嗎?
[00:04:37.240 --> 00:04:39.520]  有些人讀經不知道怎麼讀
[00:04:39.520 --> 00:04:41.840]  神憎惡就是不好
[00:04:41.840 --> 00:04:44.680]  再進一步講到這是罪
[00:04:44.680 --> 00:04:46.400]  就是罪
[00:04:46.400 --> 00:04:48.560]  在神的眼裡
[00:04:48.560 --> 00:04:49.960]  這是得罪神
[00:04:49.960 --> 00:04:51.640]  是罪
[00:04:51.640 --> 00:04:54.720]  但是現在的神學家
[00:04:54.720 --> 00:04:57.120]  研究聖經的人太聰明了
[00:04:57.120 --> 00:05:02.720]  說利尾會不會是
[00:05:02.720 --> 00:05:05.840]  專治利尾人服侍神的時候
[00:05:05.840 --> 00:05:08.000]  有這樣的規矩
[00:05:08.000 --> 00:05:09.600]  其他人沒有
[00:05:09.600 --> 00:05:12.160]  如果你參考多一些外面的人說話
[00:05:12.160 --> 00:05:14.080]  有些人這樣說
[00:05:14.080 --> 00:05:15.280]  也有些人說
[00:05:15.280 --> 00:05:17.760]  這個幾千年前
[00:05:17.760 --> 00:05:19.360]  當時的社會
[00:05:19.360 --> 00:05:21.360]  聖經這樣寫給他們
[00:05:21.360 --> 00:05:23.360]  當時合用而已
[00:05:23.360 --> 00:05:26.160]  現在世界不同了
[00:05:26.160 --> 00:05:28.640]  用在我們的社會
[00:05:28.640 --> 00:05:32.320]  不是完全可以搬過來的
[00:05:32.320 --> 00:05:33.920]  有人這樣說
[00:05:33.920 --> 00:05:36.320]  是大神學家
[00:05:36.320 --> 00:05:38.880]  神學院裡面的教授
[00:05:38.880 --> 00:05:40.400]  是一個講師
[00:05:40.400 --> 00:05:42.640]  是這樣說的
[00:05:42.640 --> 00:05:45.600]  我們讀經
[00:05:45.600 --> 00:05:48.000]  不斷地讀
[00:05:48.000 --> 00:05:50.960]  讀來讀去也讀不出他的想法
[00:05:50.960 --> 00:05:53.120]  但他可以這樣想
[00:05:53.120 --> 00:05:54.640]  他們說
[00:05:54.640 --> 00:05:59.360]  現在的潮流、文化
[00:05:59.360 --> 00:06:02.960]  很多地方都是這樣
[00:06:02.960 --> 00:06:07.600]  試圖把這些解釋套在上面
[00:06:07.600 --> 00:06:09.920]  就是說這些行為
[00:06:09.920 --> 00:06:14.080]  這些神憎惡的、罪惡的東西
[00:06:14.080 --> 00:06:17.120]  到現在是可以接受的
[00:06:17.120 --> 00:06:18.640]  潛台詞就是這樣
[00:06:18.640 --> 00:06:20.640]  可以討論
[00:06:20.640 --> 00:06:23.200]  其實你看那個聖經
[00:06:23.200 --> 00:06:25.360]  有沒有討論空間
[00:06:25.360 --> 00:06:27.600]  沒有討論空間
[00:06:27.600 --> 00:06:30.800]  是罪、是神憎惡
[00:06:30.800 --> 00:06:32.880]  所以到現在來說
[00:06:32.880 --> 00:06:35.440]  一個所謂文化
[00:06:35.440 --> 00:06:38.000]  對我們影響很大
[00:06:38.000 --> 00:06:40.560]  很多時候我們會在現代當中
[00:06:40.560 --> 00:06:43.120]  文化好像成為了
[00:06:43.120 --> 00:06:45.200]  大家都要接受
[00:06:45.200 --> 00:06:48.560]  你不接受就有問題
[00:06:48.560 --> 00:06:53.040]  這個文化我們要很小心地去看
[00:06:53.040 --> 00:06:55.280]  我們再看同一章
[00:06:55.280 --> 00:06:57.840]  《利未記二十章》
[00:06:57.840 --> 00:07:00.560]  我們看後一點的幾節
[00:07:00.560 --> 00:07:09.680]  二十章的二十三節
[00:07:09.680 --> 00:07:12.720]  麻煩大家留意二十章的二十三節
[00:07:12.720 --> 00:07:27.760]  《利未記二十章二十三節》
[00:07:27.760 --> 00:07:32.880]  這裡原來在說這些邪淫
[00:07:32.880 --> 00:07:36.080]  同性戀、男與男的事情
[00:07:36.080 --> 00:07:37.760]  是從哪裡來的
[00:07:37.760 --> 00:07:39.120]  原來那個起源
[00:07:39.120 --> 00:07:41.440]  不是在以色列人當中
[00:07:41.440 --> 00:07:44.400]  這樣流行這件事
[00:07:44.400 --> 00:07:47.440]  而是迦南地裡面的人
[00:07:47.440 --> 00:07:49.680]  神想要逐出他們
[00:07:49.680 --> 00:07:52.800]  說讓以色列人進入迦南地
[00:07:52.800 --> 00:07:55.920]  迦南地的人全部殺了他
[00:07:55.920 --> 00:07:59.520]  這些人他們流行這件事
[00:07:59.520 --> 00:08:04.640]  所以神說你們不可以隨從他們的風俗
[00:08:04.640 --> 00:08:08.080]  這個就是當地人的風俗
[00:08:08.080 --> 00:08:11.040]  風俗是不是要去跟隨呢?
[00:08:11.040 --> 00:08:12.560]  這句話告訴我們
[00:08:12.560 --> 00:08:14.640]  神說風俗
[00:08:14.640 --> 00:08:21.520]  (其實我有水的,謝謝你)
[00:08:21.520 --> 00:08:22.800]  神其實告訴我們
[00:08:22.800 --> 00:08:26.000]  風俗不一定是要跟隨的
[00:08:26.000 --> 00:08:30.800]  這裡正是迦南人在那個地方住了好幾百年
[00:08:30.800 --> 00:08:34.080]  他們的風俗原來是神憎惡的
[00:08:34.080 --> 00:08:35.840]  所以不要跟隨
[00:08:35.840 --> 00:08:37.520]  而且神說要殺光他們
[00:08:37.520 --> 00:08:38.720]  很多人就說
[00:08:38.720 --> 00:08:41.280]  舊約的神這麼殘酷
[00:08:41.280 --> 00:08:43.520]  我們看聖經要看全面一點
[00:08:43.520 --> 00:08:47.600]  不要在一個小角度看就無限放大
[00:08:47.600 --> 00:08:48.640]  我們看全面一點
[00:08:48.640 --> 00:08:49.920]  這些人是什麼?
[00:08:49.920 --> 00:08:53.840]  如果大家讀《創世紀》一路下來
[00:08:53.840 --> 00:08:59.520]  這一塊迦南地是神早就應許給阿伯拉罕
[00:08:59.520 --> 00:09:02.240]  說阿伯拉罕你上山看看
[00:09:02.240 --> 00:09:07.200]  看到的全部地我都賜給你的子孫
[00:09:07.200 --> 00:09:09.600]  但接著有句什麼?
[00:09:09.600 --> 00:09:11.600]  不是現在
[00:09:11.600 --> 00:09:15.040]  他說現在這些地裡的人
[00:09:15.040 --> 00:09:19.360]  他們的罪孽仍未滿盈
[00:09:19.360 --> 00:09:20.960]  這句很精彩
[00:09:20.960 --> 00:09:23.200]  他們的罪孽仍未滿盈
[00:09:23.200 --> 00:09:26.480]  你的後代要去寄居在埃及
[00:09:26.480 --> 00:09:29.120]  到了第四代的時候會回來
[00:09:29.120 --> 00:09:31.920]  你就拿這塊地了
[00:09:31.920 --> 00:09:35.440]  其實神為什麼要等四百多年呢?
[00:09:35.440 --> 00:09:39.360]  就是他們的罪孽仍未滿盈
[00:09:39.360 --> 00:09:41.760]  我們的神是一個慈悲
[00:09:41.760 --> 00:09:44.320]  想人悔改的神
[00:09:44.320 --> 00:09:48.320]  四百多年是等他們悔改
[00:09:48.320 --> 00:09:52.160]  另一個角度看就是神等了他們四百多年
[00:09:52.160 --> 00:09:54.480]  離開這些邪惡的行為
[00:09:54.480 --> 00:09:56.480]  他們都沒有變本加厲
[00:09:56.480 --> 00:09:58.000]  到了一個地步
[00:09:58.000 --> 00:10:02.160]  神說罪孽滿盈了
[00:10:02.160 --> 00:10:04.160]  迦南人在這個時候
[00:10:04.160 --> 00:10:06.560]  就被以色列人進佔他們的地方
[00:10:06.560 --> 00:10:09.840]  神叫他們全部殺光
[00:10:09.840 --> 00:10:10.960]  全部殺光的話
[00:10:10.960 --> 00:10:14.400]  在我們今天的角度又會覺得很殘酷
[00:10:14.400 --> 00:10:15.920]  但其實神一定是對的
[00:10:15.920 --> 00:10:17.520]  祂有祂的理由
[00:10:17.520 --> 00:10:20.080]  因為他們人的風俗習慣
[00:10:20.080 --> 00:10:21.520]  如果保留在這裡
[00:10:21.520 --> 00:10:27.280]  以色列人見到學校就跟著
[00:10:27.280 --> 00:10:29.120]  正正是這個問題
[00:10:29.120 --> 00:10:31.680]  其實以色列人進去後
[00:10:31.680 --> 00:10:33.200]  沒有殺光所有的人
[00:10:33.200 --> 00:10:34.800]  有些留下了
[00:10:34.800 --> 00:10:37.760]  他們的風俗習慣
[00:10:37.760 --> 00:10:39.040]  一直都是這樣
[00:10:39.040 --> 00:10:41.440]  就影響了以色列人
[00:10:41.440 --> 00:10:45.440]  就像傳染病一樣一直傳染下來
[00:10:45.440 --> 00:10:48.240]  所以風俗習慣、文化很重要
[00:10:48.240 --> 00:10:50.400]  現今這個現代我們去看
[00:10:50.400 --> 00:10:53.440]  外面的文化、世界的潮流
[00:10:53.440 --> 00:10:55.440]  我們要小心一點
[00:10:55.440 --> 00:10:59.840]  潮流、文化是不可以代表真理的
[00:10:59.840 --> 00:11:05.280]  有類似的經文到《新命記》
[00:11:05.280 --> 00:11:07.680]  我們也要馬上讀一讀
[00:11:07.680 --> 00:11:12.080]  《新命記》二十二章
[00:11:16.400 --> 00:11:18.960]  第五節
[00:11:18.960 --> 00:11:21.520]  就是前一個多星期
[00:11:21.520 --> 00:11:26.880]  我們讀經計劃裡讀到的這一段
[00:11:26.880 --> 00:11:30.160]  二十二章第五節
[00:11:30.160 --> 00:11:32.880]  大家讀一讀《新命記》
[00:11:32.880 --> 00:11:37.040]  第二十二章第五節
[00:11:45.440 --> 00:11:52.880]  "正話你未記"就說到
[00:11:52.880 --> 00:11:57.600]  真正有具體實質的行為
[00:11:57.600 --> 00:11:59.200]  男與男
[00:11:59.200 --> 00:12:02.480]  行一些應該在女人身上的事
[00:12:02.480 --> 00:12:04.000]  但是到這裡
[00:12:04.000 --> 00:12:07.440]  還沒有到一個這樣的地步
[00:12:07.440 --> 00:12:11.520]  女子穿衣服穿得像男人一樣
[00:12:11.520 --> 00:12:15.040]  男人又穿一下女人的衣服
[00:12:15.040 --> 00:12:17.360]  今天的角度
[00:12:17.360 --> 00:12:19.120]  沒有問題
[00:12:19.120 --> 00:12:23.120]  但是要看清楚神怎麼說
[00:12:23.120 --> 00:12:25.120]  到第五節尾說
[00:12:25.120 --> 00:12:28.480]  "是神所憎惡的"
[00:12:28.480 --> 00:12:29.840]  就像《利未記》那裡
[00:12:29.840 --> 00:12:32.080]  神憎惡的
[00:12:32.080 --> 00:12:34.400]  就是罪
[00:12:34.400 --> 00:12:36.000]  就是不行
[00:12:36.000 --> 00:12:38.000]  無價講
[00:12:38.000 --> 00:12:40.160]  為什麼這樣呢?
[00:12:40.160 --> 00:12:42.480]  其實是一個很簡單的原則
[00:12:42.480 --> 00:12:46.800]  神喜歡一些東西分得清清楚楚
[00:12:46.800 --> 00:12:47.840]  可以嗎?
[00:12:47.840 --> 00:12:48.640]  就是這樣
[00:12:48.640 --> 00:12:49.600]  你是男
[00:12:49.600 --> 00:12:52.080]  你說清清楚楚是一個男的樣子
[00:12:52.080 --> 00:12:55.440]  你的衣著是一個男的衣著
[00:12:55.440 --> 00:12:56.720]  如果你是女的
[00:12:56.720 --> 00:12:59.440]  清清楚楚你是一個女人
[00:12:59.440 --> 00:13:02.240]  穿女人應該的衣服
[00:13:02.240 --> 00:13:04.240]  你是女的又穿得像男的
[00:13:04.240 --> 00:13:07.280]  看上去這是男還是女呢?
[00:13:07.280 --> 00:13:08.960]  現代也有些笑話
[00:13:08.960 --> 00:13:13.440]  有些女士喜歡中性打扮
[00:13:13.440 --> 00:13:16.240]  總之看上去分不清
[00:13:16.240 --> 00:13:18.960]  進了她的女廁
[00:13:18.960 --> 00:13:21.440]  人們就以為她是男士進了女廁
[00:13:21.440 --> 00:13:22.960]  有這樣的笑話
[00:13:22.960 --> 00:13:24.640]  總的來講
[00:13:24.640 --> 00:13:26.880]  神喜歡一些東西分得清清楚楚
[00:13:26.880 --> 00:13:29.440]  模模糊糊是不行的
[00:13:29.440 --> 00:13:32.000]  在這種狀態下
[00:13:32.000 --> 00:13:34.320]  男人穿女人的衣服不行
[00:13:34.320 --> 00:13:36.480]  女人穿男人的衣服也不行
[00:13:36.480 --> 00:13:42.240]  給我們多一些對神的認識
[00:13:42.240 --> 00:13:45.200]  我們作為基督徒
[00:13:45.200 --> 00:13:48.560]  有時候神說有些東西他憎惡
[00:13:48.560 --> 00:13:52.480]  你覺得怎麼看這件事呢?
[00:13:52.480 --> 00:13:54.640]  神說有些東西他憎惡
[00:13:54.640 --> 00:14:01.680]  神有時候太過現今
[00:14:01.680 --> 00:14:04.000]  太過不貼地
[00:14:04.000 --> 00:14:08.160]  高高在上地不了解民間疾苦
[00:14:08.160 --> 00:14:10.080]  我們的情況
[00:14:10.080 --> 00:14:13.840]  他憎惡就還他憎惡吧
[00:14:13.840 --> 00:14:16.800]  因此我們在心思上或實際行為上會這樣
[00:14:16.800 --> 00:14:19.040]  但在這裡我們看你還沒記得舊約
[00:14:19.040 --> 00:14:20.480]  你可以很清晰知道
[00:14:20.480 --> 00:14:24.240]  神憎惡是很嚴肅的問題
[00:14:24.240 --> 00:14:26.720]  神憎惡那些東西是罪
[00:14:26.720 --> 00:14:28.480]  做了那些
[00:14:28.480 --> 00:14:31.440]  神會消滅它
[00:14:31.440 --> 00:14:35.280]  不讓它再在人的當中
[00:14:35.280 --> 00:14:37.840]  是一個很大的禍患
[00:14:37.840 --> 00:14:41.280]  現在我們人很多時候
[00:14:41.280 --> 00:14:44.240]  太聰明會有自己的理由
[00:14:44.240 --> 00:14:47.120]  就像剛才所說的風俗習慣
[00:14:47.120 --> 00:14:49.680]  神幾千年前憎惡
[00:14:49.680 --> 00:14:51.920]  現在他沒有出來講
[00:14:51.920 --> 00:14:53.520]  現在世代不同了
[00:14:53.520 --> 00:14:55.200]  很多人都是這樣做
[00:14:55.200 --> 00:14:56.880]  你好像有很大理由
[00:14:56.880 --> 00:14:59.120]  每個人都是這樣做
[00:14:59.120 --> 00:15:02.480]  但這裡有些真理的原則
[00:15:02.480 --> 00:15:05.760]  我們要很清楚地守著
[00:15:05.760 --> 00:15:08.880]  很多人都去做的事情
[00:15:08.880 --> 00:15:09.920]  留意一下
[00:15:09.920 --> 00:15:14.640]  不一定是等於真理
[00:15:14.640 --> 00:15:15.520]  小心一點
[00:15:15.520 --> 00:15:17.280]  聖經說的就是真理
[00:15:17.280 --> 00:15:19.680]  很多人都這樣做
[00:15:19.680 --> 00:15:21.280]  不一定是對的
[00:15:21.280 --> 00:15:23.440]  所以你不要想著很多人都這樣做
[00:15:23.440 --> 00:15:24.960]  就是對的
[00:15:24.960 --> 00:15:26.160]  就馬上去做
[00:15:26.160 --> 00:15:27.920]  不是的
[00:15:27.920 --> 00:15:29.440]  神說的話就是對的
[00:15:29.440 --> 00:15:30.560]  我們要留意
[00:15:30.560 --> 00:15:32.400]  神在聖經裡面說的話
[00:15:32.400 --> 00:15:34.960]  神和我們之間的關係是怎樣的
[00:15:34.960 --> 00:15:39.440]  神和我們神人之間的關係是怎樣的
[00:15:39.440 --> 00:15:44.800]  神是愛人
[00:15:44.800 --> 00:15:46.240]  神跟我們說的話
[00:15:46.240 --> 00:15:50.160]  是出於祂對我們的愛
[00:15:50.160 --> 00:15:51.520]  第一
[00:15:51.520 --> 00:15:53.120]  接著
[00:15:53.120 --> 00:15:54.160]  神
[00:15:54.160 --> 00:15:56.800]  是一定對的
[00:15:56.800 --> 00:15:59.200]  這句有些人未必能夠接受
[00:15:59.200 --> 00:16:00.480]  這麼霸道
[00:16:00.480 --> 00:16:03.040]  神一定是對的
[00:16:03.040 --> 00:16:09.600]  我很喜歡唐崇榮說過的一個比喻
[00:16:09.600 --> 00:16:11.520]  說這個霸道的問題
[00:16:11.520 --> 00:16:14.480]  他就說
[00:16:14.480 --> 00:16:16.480]  二加二
[00:16:16.480 --> 00:16:18.400]  二加二等於多少
[00:16:18.400 --> 00:16:19.280]  這麼霸道
[00:16:19.280 --> 00:16:21.440]  二加二等於四
[00:16:21.440 --> 00:16:24.640]  反而五
[00:16:24.640 --> 00:16:28.080]  明明那個想說出的事情
[00:16:28.080 --> 00:16:31.120]  我們在一般現在我們理解的數學來說
[00:16:31.120 --> 00:16:32.800]  這個是真理
[00:16:32.800 --> 00:16:35.200]  二加二就是四
[00:16:35.200 --> 00:16:36.320]  你這麼霸道是不行的
[00:16:36.320 --> 00:16:37.280]  等於五
[00:16:37.280 --> 00:16:38.240]  等於六
[00:16:38.240 --> 00:16:39.600]  隨便你們說
[00:16:39.600 --> 00:16:41.600]  如果現在每個人都說等於六
[00:16:41.600 --> 00:16:44.400]  就等於六
[00:16:44.400 --> 00:16:45.760]  類似這樣
[00:16:45.760 --> 00:16:47.360]  文化那些
[00:16:47.360 --> 00:16:49.040]  人多了就這樣做
[00:16:49.040 --> 00:16:52.000]  就等同了對
[00:16:52.000 --> 00:16:54.240]  很多不同的角度去看
[00:16:54.240 --> 00:17:01.280]  譬如說中文裡面
[00:17:01.280 --> 00:17:02.560]  有一句叫做什麼
[00:17:02.560 --> 00:17:05.440]  約定俗成
[00:17:05.440 --> 00:17:07.040]  其實就是這樣
[00:17:07.040 --> 00:17:09.600]  人多的話就是
[00:17:09.600 --> 00:17:12.640]  小心這個趨勢
[00:17:12.640 --> 00:17:16.800]  其實慢慢牽涉到有些人去研究
[00:17:16.800 --> 00:17:20.000]  就是說其實民主社會
[00:17:20.000 --> 00:17:23.280]  是會慢慢引申到很多問題
[00:17:23.280 --> 00:17:26.160]  因為民主社會正正就是
[00:17:26.160 --> 00:17:29.200]  人多說的那些就是對的
[00:17:29.200 --> 00:17:30.160]  是不是
[00:17:30.160 --> 00:17:32.480]  你想想是不是
[00:17:32.480 --> 00:17:35.840]  不論那個是對不對的真理
[00:17:35.840 --> 00:17:40.240]  總之人多擁護的就是對的
[00:17:40.240 --> 00:17:43.920]  以前的人不覺得有這麼嚴重的問題
[00:17:43.920 --> 00:17:45.760]  但是現在有人去研究
[00:17:45.760 --> 00:17:48.480]  譬如說阿拉伯人
[00:17:48.480 --> 00:17:51.280]  他們移民歐洲那些
[00:17:51.280 --> 00:17:53.600]  歐洲很大危機
[00:17:53.600 --> 00:17:57.360]  很大危機不是說現在到處放炸彈
[00:17:57.360 --> 00:17:59.680]  那些研究的人都說
[00:17:59.680 --> 00:18:01.680]  不用放
[00:18:01.680 --> 00:18:03.440]  那個炸彈不用放
[00:18:03.440 --> 00:18:04.720]  跟你鬥什麼
[00:18:04.720 --> 00:18:06.560]  鬥生孩子
[00:18:06.560 --> 00:18:09.840]  歐洲人有文化的那些
[00:18:09.840 --> 00:18:12.400]  就一個家庭兩個人
[00:18:12.400 --> 00:18:14.160]  可能生
[00:18:14.160 --> 00:18:15.920]  可能不生
[00:18:15.920 --> 00:18:17.120]  換句話說
[00:18:17.120 --> 00:18:18.320]  平均來說
[00:18:18.320 --> 00:18:19.680]  一個家庭的生育
[00:18:19.680 --> 00:18:22.400]  就是零點幾人
[00:18:22.400 --> 00:18:24.000]  但是那些阿拉伯人
[00:18:24.000 --> 00:18:25.600]  一個家庭一男一女
[00:18:25.600 --> 00:18:28.720]  就生八個
[00:18:28.720 --> 00:18:31.520]  就是十倍
[00:18:31.520 --> 00:18:32.640]  一代人
[00:18:32.640 --> 00:18:34.240]  那些人早就結婚了
[00:18:34.240 --> 00:18:35.440]  十幾二十歲就結婚了
[00:18:35.440 --> 00:18:37.920]  生到三四十歲
[00:18:37.920 --> 00:18:39.360]  兩個人生了八個
[00:18:39.360 --> 00:18:41.360]  到他四十歲就生了八個
[00:18:41.360 --> 00:18:44.720]  那個兒子到他四十歲又八個
[00:18:44.720 --> 00:18:47.120]  十倍十倍
[00:18:47.120 --> 00:18:48.880]  五十年之後
[00:18:48.880 --> 00:18:51.920]  他兩個人已經變成一百人
[00:18:51.920 --> 00:18:55.280]  所以歐洲那些阿拉伯移民
[00:18:55.280 --> 00:18:57.280]  跟你鬥生孩子就行了
[00:18:57.280 --> 00:18:58.560]  不用一百年
[00:18:58.560 --> 00:19:02.080]  就出來大家投票
[00:19:02.080 --> 00:19:07.280]  哪一個做總統或者首長那些
[00:19:07.280 --> 00:19:08.400]  投票
[00:19:08.400 --> 00:19:11.120]  一定是阿拉伯人做的
[00:19:11.120 --> 00:19:14.000]  到通過一些法律的時候
[00:19:14.000 --> 00:19:18.800]  一定就是有利於他阿拉伯人
[00:19:18.800 --> 00:19:20.720]  譬如最簡單通過
[00:19:20.720 --> 00:19:21.520]  假期
[00:19:21.520 --> 00:19:23.760]  這天要是假期
[00:19:23.760 --> 00:19:24.400]  投票
[00:19:24.400 --> 00:19:25.920]  我們民主
[00:19:25.920 --> 00:19:27.440]  由他贏
[00:19:27.440 --> 00:19:30.160]  我們取消聖誕節
[00:19:30.160 --> 00:19:30.960]  投票
[00:19:30.960 --> 00:19:32.400]  由他贏
[00:19:32.400 --> 00:19:34.480]  慢慢地世界趨勢就是這樣
[00:19:34.480 --> 00:19:36.880]  所以人多話的事情
[00:19:36.880 --> 00:19:37.680]  不一定對
[00:19:37.680 --> 00:19:39.200]  我們這個要小心一點
[00:19:39.200 --> 00:19:41.120]  對我們是很大影響的
[00:19:41.120 --> 00:19:43.280]  我們回來這裡講這個話題
[00:19:43.280 --> 00:19:45.040]  你說
[00:19:45.040 --> 00:19:46.080]  舊約講這些東西
[00:19:46.080 --> 00:19:47.680]  到新約怎麼講呢
[00:19:47.680 --> 00:19:51.440]  新約很偉大的《羅馬書》
[00:19:51.440 --> 00:19:54.160]  給多一點時間讀經
[00:19:54.160 --> 00:19:56.320]  《羅馬書》第一章
[00:19:56.320 --> 00:20:06.080]  《羅馬書》很出名的就是
[00:20:06.080 --> 00:20:10.560]  保羅綜合了他對聖經
[00:20:10.560 --> 00:20:11.680]  對舊因
[00:20:11.680 --> 00:20:13.360]  很多的體會
[00:20:13.360 --> 00:20:16.160]  很有系統地寫出來
[00:20:16.160 --> 00:20:22.560]  第一章講到神和人之間的關係
[00:20:22.560 --> 00:20:27.040]  人怎麼得罪神
[00:20:27.040 --> 00:20:30.240]  有很好的規律
