
[00:00:00.000 --> 00:00:06.000]  盧偉國議員
[00:23:19.000 --> 00:23:25.000]  陳志全議員
[00:23:49.000 --> 00:23:55.000]  陳志全議員
[00:24:19.000 --> 00:24:25.000]  陳志全議員
[00:24:49.000 --> 00:24:55.000]  陳志全議員
[00:25:19.000 --> 00:25:25.000]  陳志全議員
[00:25:49.000 --> 00:25:55.000]  陳志全議員
[00:26:19.000 --> 00:26:25.000]  陳志全議員
[00:26:49.000 --> 00:26:55.000]  陳志全議員
[00:27:19.000 --> 00:27:25.000]  陳志全議員
[00:27:49.000 --> 00:27:55.000]  陳志全議員
[00:28:19.000 --> 00:28:25.000]  主席
[00:28:49.000 --> 00:28:55.000]  陳志全議員
[00:29:19.000 --> 00:29:25.000]  陳志全議員
[00:29:49.000 --> 00:29:55.000]  陳志全議員
[00:30:18.000 --> 00:30:24.000]  陳志全議員
[00:30:43.000 --> 00:30:49.000]  主席
[00:31:14.000 --> 00:31:20.000]  陳志全議員
[00:31:44.000 --> 00:31:50.000]  陳志全議員
[00:32:14.000 --> 00:32:20.000]  陳志全議員
[00:32:44.000 --> 00:32:50.000]  陳志全議員
[00:33:14.000 --> 00:33:20.000]  陳志全議員
[00:33:44.000 --> 00:33:50.000]  陳志全議員
[00:34:14.000 --> 00:34:20.000]  陳志全議員
[00:34:44.000 --> 00:34:50.000]  陳志全議員
[00:35:14.000 --> 00:35:20.000]  陳志全議員
[00:35:44.000 --> 00:35:50.000]  陳志全議員
[00:36:14.000 --> 00:36:20.000]  陳志全議員
[00:36:44.000 --> 00:36:50.000]  陳志全議員
[00:37:14.000 --> 00:37:20.000]  陳志全議員
[00:37:44.000 --> 00:37:50.000]  陳志全議員
[00:38:14.000 --> 00:38:20.000]  陳志全議員
[00:38:44.000 --> 00:38:50.000]  陳志全議員
[00:39:14.000 --> 00:39:20.000]  陳志全議員
[00:39:44.000 --> 00:39:50.000]  陳志全議員
[00:40:14.000 --> 00:40:20.000]  陳志全議員
[00:40:44.000 --> 00:40:50.000]  陳志全議員
[00:41:14.000 --> 00:41:20.000]  陳志全議員
[00:41:44.000 --> 00:41:50.000]  陳志全議員
[00:42:14.000 --> 00:42:20.000]  主席
[00:42:44.000 --> 00:42:50.000]  陳志全議員
[00:43:14.000 --> 00:43:20.000]  陳志全議員
[00:43:44.000 --> 00:43:50.000]  陳志全議員
[00:44:14.000 --> 00:44:20.000]  陳志全議員
[00:44:44.000 --> 00:44:50.000]  主席
[00:45:14.000 --> 00:45:20.000]  何俊仁議員
[00:45:44.000 --> 00:45:50.000]  何俊仁議員
[00:46:14.000 --> 00:46:20.000]  何俊仁議員
[00:46:44.000 --> 00:46:50.000]  何俊仁議員
[00:47:14.000 --> 00:47:20.000]  何俊仁議員
[00:47:44.000 --> 00:47:50.000]  何俊仁議員
[00:48:14.000 --> 00:48:20.000]  何俊仁議員
[00:48:44.000 --> 00:48:50.000]  何俊仁議員
[00:49:14.000 --> 00:49:20.000]  何俊仁議員
[00:49:44.000 --> 00:49:50.000]  何俊仁議員
