
[00:00:00.000 --> 00:00:04.000]  還記得我們上次講什麼嗎
[00:04:05.000 --> 00:04:09.000]  他不敢講 心裡面罵他一頓 是不是
[00:04:09.000 --> 00:04:11.000]  親愛的丁公子妹 你想想看
[00:04:11.000 --> 00:04:14.000]  如果今天美國沒有交通警察
[00:04:14.000 --> 00:04:16.000]  交通警察不幹事了
[00:04:16.000 --> 00:04:19.000]  你想會什麼樣子
[00:04:19.000 --> 00:04:21.000]  可以開得更快
[00:04:21.000 --> 00:04:27.000]  也會建築面更早 是不是
[00:04:27.000 --> 00:04:29.000]  親愛的丁公子妹 所以你知道嗎
[00:04:29.000 --> 00:04:32.000]  我們有很多需要感謝的MN
[00:04:32.000 --> 00:04:35.000]  這個時代整個的媒體
[00:04:35.000 --> 00:04:37.000]  它沒有一個感恩的心
[00:04:37.000 --> 00:04:39.000]  充滿的都是負面的
[00:04:39.000 --> 00:04:41.000]  充滿的都是一些不感恩的事情
[00:04:41.000 --> 00:04:43.000]  充滿的都是一些批評的東西
[00:04:43.000 --> 00:04:45.000]  聖經裡面也告訴我們講到
[00:04:45.000 --> 00:04:50.000]  耶穌有一次醫治了十個大麻瘋的
[00:04:50.000 --> 00:04:53.000]  結果請問幾個回來感恩
[00:04:53.000 --> 00:04:57.000]  一個十分之一
[00:04:57.000 --> 00:04:59.000]  還不是十分之一奉獻
[00:04:59.000 --> 00:05:02.000]  十個被耶穌醫治大麻瘋的
[00:05:02.000 --> 00:05:06.000]  只有一個回來感謝耶穌
[00:05:06.000 --> 00:05:08.000]  耶穌在那邊很詫異
[00:05:08.000 --> 00:05:13.000]  耶穌說 那九個人呢
[00:05:13.000 --> 00:05:15.000]  親愛的丁公子妹
[00:05:15.000 --> 00:05:19.000]  這是一個缺乏感恩的世代
[00:05:19.000 --> 00:05:21.000]  你看見我們今天在這個生活
[00:05:21.000 --> 00:05:23.000]  在美國生活 是不是
[00:05:23.000 --> 00:05:24.000]  特別我們的下一代
[00:05:24.000 --> 00:05:26.000]  生活在美國這一個環境
[00:05:26.000 --> 00:05:29.000]  這個環境真的是好 是不是好
[00:05:29.000 --> 00:05:31.000]  我們現在不能講當年
[00:05:31.000 --> 00:05:33.000]  講當年的時候小孩子會說
[00:05:33.000 --> 00:05:36.000]  爹地 那是你們那個時代
[00:05:36.000 --> 00:05:39.000]  意思就是說 不要再講你那個時代了
[00:05:39.000 --> 00:05:41.000]  我們不講那個時代
[00:05:41.000 --> 00:05:42.000]  我們親愛的丁公子妹
[00:05:42.000 --> 00:05:44.000]  我們講講看我們今天這個時代
[00:05:44.000 --> 00:05:46.000]  請問今天在美國長大的人
[00:05:46.000 --> 00:05:49.000]  有沒有到一個地步
[00:05:49.000 --> 00:05:52.000]  沒有飯吃的
[00:05:52.000 --> 00:05:53.000]  有 當然還有
[00:05:53.000 --> 00:05:56.000]  我們今天講還是會有一些 是不是
[00:05:56.000 --> 00:05:58.000]  但是一般來說
[00:05:58.000 --> 00:06:00.000]  今天大多數在美國成長的人
[00:06:00.000 --> 00:06:05.000]  請告訴我說吃什麼
[00:06:05.000 --> 00:06:09.000]  做父母親今天最大的困難是什麼
[00:06:09.000 --> 00:06:13.000]  要常常想要給小孩子吃什麼
[00:06:13.000 --> 00:06:14.000]  是不是
[00:06:14.000 --> 00:06:17.000]  雞鴨魚肉都放在上面
[00:06:17.000 --> 00:06:20.000]  又是這些
[00:06:20.000 --> 00:06:22.000]  這就是一個今天的社會
[00:06:22.000 --> 00:06:23.000]  一定是美國如此
[00:06:23.000 --> 00:06:26.000]  今天在台灣 在中國大陸長大的孩子
[00:06:26.000 --> 00:06:28.000]  是不是都是如此 是不是
[00:06:28.000 --> 00:06:30.000]  以前我們做留學生的時候
[00:06:30.000 --> 00:06:31.000]  以前我們做學生的時候
[00:06:31.000 --> 00:06:36.000]  我記得我在讀大學的時候在台北
[00:06:36.000 --> 00:06:39.000]  每一個禮拜六
[00:06:39.000 --> 00:06:43.000]  每一個週末最可慕的就是什麼
[00:06:43.000 --> 00:06:46.000]  到教會去
[00:06:46.000 --> 00:06:49.000]  中午教會特別為我們這些學生
[00:06:49.000 --> 00:06:56.000]  預備了免費的午餐
[00:06:56.000 --> 00:07:00.000]  一個禮拜就在等那一餐你知道嗎
[00:07:00.000 --> 00:07:02.000]  現在我們做學生工作
[00:07:02.000 --> 00:07:06.000]  你知道真不容易 是不是 高伯伯
[00:07:06.000 --> 00:07:08.000]  張牧師今天不在
[00:07:08.000 --> 00:07:14.000]  請他吃飯 還看吃什麼飯
[00:07:14.000 --> 00:07:16.000]  我記得我們學生團體剛剛成立的時候
[00:07:16.000 --> 00:07:19.000]  有一些卡米諾的學生就來了
[00:07:19.000 --> 00:07:22.000]  來了幾次之後慢慢就不來了
[00:07:22.000 --> 00:07:24.000]  後來有一次我到餐廳去吃飯
[00:07:24.000 --> 00:07:26.000]  在我們同仁寺不知道哪一家餐廳去吃飯
[00:07:26.000 --> 00:07:29.000]  我碰到了有一個其中來過我們教會的
[00:07:29.000 --> 00:07:31.000]  他買了車
[00:07:31.000 --> 00:07:34.000]  所以他自己可以開車出去吃飯
[00:07:34.000 --> 00:07:36.000]  才不去你臉上吃那個飯
[00:07:36.000 --> 00:07:39.000]  你懂我意思嗎
[00:07:39.000 --> 00:07:43.000]  不是我們的飯不好吃 先不要
[00:07:43.000 --> 00:07:46.000]  就是太多選擇了
[00:07:46.000 --> 00:07:49.000]  是不是 我們在南灣選擇還不太多
[00:07:49.000 --> 00:07:51.000]  你到省GW去
[00:07:51.000 --> 00:07:54.000]  要去哪一家餐廳吃飯
[00:07:54.000 --> 00:07:59.000]  常常變成是一個問題你知道嗎
[00:07:59.000 --> 00:08:05.000]  要到紅九九
[00:08:05.000 --> 00:08:07.000]  我先講一下
[00:08:07.000 --> 00:08:10.000]  不要叫你們流口水
[00:08:10.000 --> 00:08:12.000]  還要很多選擇選擇
[00:08:12.000 --> 00:08:17.000]  你要吃泰餐 吃韓餐 吃日本餐
[00:08:17.000 --> 00:08:20.000]  還有什麼餐
[00:08:20.000 --> 00:08:22.000]  義大利菜 中餐
[00:08:22.000 --> 00:08:24.000]  要北方館 南方館
[00:08:24.000 --> 00:08:27.000]  要四川的 要辣的 要不辣的
[00:08:27.000 --> 00:08:29.000]  太多選擇了
[00:08:29.000 --> 00:08:32.000]  所以在這麼多的選擇當中
[00:08:32.000 --> 00:08:37.000]  人就失去了感恩的心
[00:08:37.000 --> 00:08:39.000]  所以聖經告訴我們說
[00:08:39.000 --> 00:08:40.000]  保羅提醒我們
[00:08:40.000 --> 00:08:43.000]  無論做什麼 說話行事
[00:08:43.000 --> 00:08:47.000]  我們都要感謝父神
[00:08:47.000 --> 00:08:52.000]  今天這個時代也是一個憂鬱的時代
[00:08:52.000 --> 00:08:56.000]  根據美國的一個統計
[00:08:56.000 --> 00:09:01.000]  全世界 這是世界衛生組織
[00:09:01.000 --> 00:09:03.000]  他們所做的統計
[00:09:03.000 --> 00:09:09.000]  全世界有三億人有憂鬱症
[00:09:09.000 --> 00:09:12.000]  就是所謂的depression
[00:09:12.000 --> 00:09:15.000]  包括這個anxiety
[00:09:15.000 --> 00:09:17.000]  全世界有三億人
[00:09:17.000 --> 00:09:24.000]  請問大家全世界有多少人
[00:09:24.000 --> 00:09:32.000]  全世界在去年的十一月就已經統計有八十億人了
[00:09:32.000 --> 00:09:39.000]  所以大概就是全世界將近4%的人有憂鬱症
[00:09:39.000 --> 00:09:45.000]  其中5%的成年人有憂鬱症
[00:09:45.000 --> 00:09:53.000]  60歲以上的年長的有5.7%
[00:09:53.000 --> 00:09:57.000]  所以表示說年齡大的憂鬱症的也多
[00:09:57.000 --> 00:10:03.000]  那麼美國呢 美國根據統計
[00:10:03.000 --> 00:10:10.000]  有1730萬的成人有這個憂鬱症
[00:10:10.000 --> 00:10:14.000]  這個就是大概占到7.1%
[00:10:14.000 --> 00:10:19.000]  那麼3歲到17歲的這些兒童跟青少年
[00:10:19.000 --> 00:10:24.000]  有1900萬的人有憂鬱症
[00:10:24.000 --> 00:10:31.000]  你說3歲到17歲這個年齡層憂鬱什麼
[00:10:31.000 --> 00:10:37.000]  憂鬱的應該是我們這些剩下的時日不多
[00:10:37.000 --> 00:10:41.000]  所以年紀大的人憂鬱是有理由的
[00:10:41.000 --> 00:10:43.000]  為什麼這些年輕人有憂鬱呢
[00:10:43.000 --> 00:10:45.000]  你會發現這個世代
[00:10:45.000 --> 00:10:48.000]  年輕人越來越多有憂鬱的問題
[00:10:48.000 --> 00:10:51.000]  那麼在疫情之後
[00:10:51.000 --> 00:10:53.000]  這邊有一個統計
[00:10:53.000 --> 00:10:56.000]  在疫情之後這個比例很厲害
[00:10:56.000 --> 00:10:59.000]  當然他講的不一定是說到憂鬱症的地步
[00:10:59.000 --> 00:11:03.000]  但是就是說有這個symptom of depression and anxiety
[00:11:03.000 --> 00:11:07.000]  就是有這些憂鬱的徵兆出來的
[00:11:07.000 --> 00:11:12.000]  有多少呢
[00:11:12.000 --> 00:11:14.000]  這裡說成年人
[00:11:14.000 --> 00:11:16.000]  成年人就是18歲以上的人
[00:11:16.000 --> 00:11:21.000]  達到了32.3%
[00:11:21.000 --> 00:11:24.000]  18歲到24歲的達到了更高
[00:11:24.000 --> 00:11:29.000]  有百分之將近50
[00:11:29.000 --> 00:11:35.000]  25歲到49歲的有38%
[00:11:35.000 --> 00:11:38.000]  你看到沒有
[00:11:38.000 --> 00:11:40.000]  都是平均是30%以上
[00:11:40.000 --> 00:11:44.000]  30%以上這也是很高的一個比例
[00:11:44.000 --> 00:11:47.000]  所以疫情這三年帶來一個結果
[00:11:47.000 --> 00:11:50.000]  你可以看見因為學校關門
[00:11:50.000 --> 00:11:53.000]  因為很多的公司被關起來
[00:11:53.000 --> 00:11:55.000]  然後回去家裡面工作
[00:11:55.000 --> 00:11:57.000]  每個人缺少朋友之間的來往
[00:11:57.000 --> 00:12:01.000]  甚至有的缺少跟家人的來往
[00:12:01.000 --> 00:12:02.000]  所以帶來一個結果
[00:12:02.000 --> 00:12:05.000]  很多人就有這個depression的現象出來
[00:12:05.000 --> 00:12:09.000]  所以你看見今天不是只有美國
[00:12:09.000 --> 00:12:12.000]  全世界所面臨的
[00:12:12.000 --> 00:12:16.000]  這是一個憂鬱的時代
[00:12:16.000 --> 00:12:20.000]  這樣子更讓我們看見神的兒女基督徒
[00:12:20.000 --> 00:12:22.000]  有充滿感謝的生活
[00:12:22.000 --> 00:12:24.000]  充滿讚美的一個人生
[00:12:24.000 --> 00:12:26.000]  是何等重要的事情
[00:12:26.000 --> 00:12:28.000]  教會如果是一個充滿讚美
[00:12:28.000 --> 00:12:30.000]  充滿感謝的一個環境
[00:12:30.000 --> 00:12:32.000]  我跟你講那會吸引多少的人
[00:12:32.000 --> 00:12:36.000]  要來到這個地方
[00:12:36.000 --> 00:12:37.000]  如果他來這個地方
[00:12:37.000 --> 00:12:40.000]  看每一個人都是這樣子愁眉苦臉
[00:12:40.000 --> 00:12:46.000]  唱歌的時候是這樣子的
[00:12:46.000 --> 00:12:49.000]  有一次有一個人他身上背一個包包
[00:12:49.000 --> 00:12:53.000]  就像我們的登山背包
[00:12:53.000 --> 00:13:00.000]  然後他就剛好就經過一個教堂
[00:13:00.000 --> 00:13:02.000]  在一個教堂的門口就這樣經過
[00:13:02.000 --> 00:13:03.000]  就背著包包
[00:13:03.000 --> 00:13:05.000]  結果門口裡面有兩個
[00:13:05.000 --> 00:13:07.000]  就像我們這樣招待
[00:13:07.000 --> 00:13:09.000]  就在那邊接待在門口
[00:13:09.000 --> 00:13:14.000]  看著他就說先生請進
[00:13:14.000 --> 00:13:17.000]  那兩個招待邀請這個人的時候
[00:13:17.000 --> 00:13:20.000]  好像當作是一個工作一樣
[00:13:20.000 --> 00:13:22.000]  先生請進
[00:13:22.000 --> 00:13:25.000]  這一個背著包包的這個人
[00:13:25.000 --> 00:13:27.000]  看了他一眼之後
[00:13:27.000 --> 00:13:30.000]  就跟他說謝謝
[00:13:30.000 --> 00:13:35.000]  我的重擔已經夠多了
[00:13:35.000 --> 00:13:38.000]  問題是什麼
[00:13:38.000 --> 00:13:41.000]  今天如果人家看到我們基督徒
[00:13:41.000 --> 00:13:42.000]  身上有這麼多重擔
[00:13:42.000 --> 00:13:45.000]  有這麼多的仇凡
[00:13:45.000 --> 00:13:47.000]  他會覺得新耶穌也這樣子的話
[00:13:47.000 --> 00:13:50.000]  那算了我已經夠了
[00:13:50.000 --> 00:13:52.000]  所以現在丁子偉跟你旁邊說
[00:13:52.000 --> 00:14:00.000]  你不要憂慮
[00:14:00.000 --> 00:14:01.000]  現在丁子妹
[00:14:01.000 --> 00:14:02.000]  上帝應許我們
[00:14:02.000 --> 00:14:04.000]  上帝也要幫助我們
[00:14:04.000 --> 00:14:05.000]  過著一個生活
[00:14:05.000 --> 00:14:07.000]  是一個充滿喜樂的生活
[00:14:07.000 --> 00:14:13.000]  是充滿感謝的人生
[00:14:13.000 --> 00:14:15.000]  講到這個
[00:14:15.000 --> 00:14:16.000]  你就會問到一個問題
[00:14:16.000 --> 00:14:19.000]  為什麼今天人會憂鬱
[00:14:19.000 --> 00:14:23.000]  為什麼今天許多的人有憂鬱症
[00:14:23.000 --> 00:14:24.000]  其實這個規矩到一個
[00:14:24.000 --> 00:14:25.000]  很重要的問題就是
[00:14:25.000 --> 00:14:27.000]  到底人活著是為什麼
[00:14:27.000 --> 00:14:28.000]  跟你旁邊問說
[00:14:28.000 --> 00:14:31.000]  你活著是為什麼
[00:14:31.000 --> 00:14:33.000]  要講啊問一下
[00:14:33.000 --> 00:14:38.000]  你活著為什麼
[00:14:38.000 --> 00:14:40.000]  這問題簡單對不對
[00:14:40.000 --> 00:14:43.000]  從小你應該都有問過你吧
[00:14:43.000 --> 00:14:46.000]  到底人生活著為什麼
[00:14:46.000 --> 00:14:49.000]  人生的目的是什麼
[00:14:49.000 --> 00:14:51.000]  小時候你寫這個作文的時候
[00:14:51.000 --> 00:14:52.000]  你怎麼說
[00:14:52.000 --> 00:14:59.000]  人生的目的就是為了
[00:14:59.000 --> 00:15:03.000]  生命的目的是什麼
[00:15:03.000 --> 00:15:06.000]  創造宇宙激起的生命
[00:15:06.000 --> 00:15:07.000]  當時候聽的時候
[00:15:07.000 --> 00:15:08.000]  覺得這句話好棒
[00:15:08.000 --> 00:15:09.000]  但是後來想想
[00:15:09.000 --> 00:15:10.000]  其實不太懂他的意思是什麼
[00:15:10.000 --> 00:15:12.000]  你們懂嗎
[00:15:12.000 --> 00:15:16.000]  什麼叫創造宇宙激起的生命
[00:15:16.000 --> 00:15:18.000]  反映後代
[00:15:18.000 --> 00:15:20.000]  我到現在還是有點不太明白
[00:15:20.000 --> 00:15:25.000]  講功已經到主那邊去了
[00:15:25.000 --> 00:15:26.000]  有一天我一定要問他
[00:15:26.000 --> 00:15:27.000]  你這意思到底是什麼
[00:15:27.000 --> 00:15:29.000]  也許你們當中有在讀三民主義研究所
[00:15:29.000 --> 00:15:30.000]  比較清楚一點
[00:15:30.000 --> 00:15:34.000]  人生的目的到底是為什麼
[00:15:34.000 --> 00:15:37.000]  我們不要基督徒變成關在教堂裡面
[00:15:37.000 --> 00:15:39.000]  就是自己在那邊holy holy
[00:15:39.000 --> 00:15:41.000]  但是我們不知道外面的人
[00:15:41.000 --> 00:15:43.000]  他們在做些什麼
[00:15:43.000 --> 00:15:44.000]  他們的心聲是什麼
[00:15:44.000 --> 00:15:46.000]  他們的需要是什麼
[00:15:46.000 --> 00:15:47.000]  我們需要知道他們的需要
[00:15:47.000 --> 00:15:50.000]  你才能夠滿足上帝
[00:15:50.000 --> 00:15:51.000]  上帝才能夠滿足他們的需要
[00:15:51.000 --> 00:15:52.000]  是不是
[00:15:52.000 --> 00:15:53.000]  你才能夠把耶穌基督
[00:15:53.000 --> 00:15:55.000]  帶到他生命當中去
[00:15:55.000 --> 00:15:58.000]  所以當這首歌出來的時候
[00:15:58.000 --> 00:15:59.000]  我就在思想
[00:15:59.000 --> 00:16:01.000]  為什麼這首歌這麼多人喜歡聽
[00:16:01.000 --> 00:16:04.000]  聽了還流淚呢
[00:16:04.000 --> 00:16:08.000]  它說明了今天普羅大眾的心聲
[00:16:08.000 --> 00:16:12.000]  今天中國的經濟到一個地步
[00:16:12.000 --> 00:16:14.000]  這個年輕人的失業率
[00:16:14.000 --> 00:16:16.000]  現在政府已經不敢公告了
[00:16:16.000 --> 00:16:18.000]  因為曾經公告到第一個地步
[00:16:18.000 --> 00:16:22.000]  百分之二十幾的失業率
[00:16:22.000 --> 00:16:24.000]  後來就不敢再公告了
[00:16:24.000 --> 00:16:27.000]  因為太高了
[00:16:27.000 --> 00:16:29.000]  不僅僅是年輕人失業的問題
[00:16:29.000 --> 00:16:31.000]  各式各樣的問題今天存在著
[00:16:31.000 --> 00:16:34.000]  所以有人用一句話來形容說
[00:16:34.000 --> 00:16:40.000]  逃離中國
[00:16:40.000 --> 00:16:44.000]  那我們美國呢
[00:16:44.000 --> 00:16:47.000]  所以逃離中國都來美國吧
[00:16:47.000 --> 00:16:48.000]  是不是
[00:16:48.000 --> 00:16:50.000]  所以這一首歌裡面
[00:16:50.000 --> 00:16:52.000]  講到的最後有一句話
[00:16:52.000 --> 00:17:03.000]  它說如果人生就像一場大夢
[00:17:03.000 --> 00:17:09.000]  如果這個夢不能夠成就怎麼辦
[00:17:09.000 --> 00:17:11.000]  接著說
[00:17:11.000 --> 00:17:14.000]  你可以看見這就是
[00:17:14.000 --> 00:17:19.000]  有一個和尚叫做悟空和尚
[00:17:19.000 --> 00:17:20.000]  孫悟空的悟空
[00:17:20.000 --> 00:17:21.000]  悟空和尚
[00:17:21.000 --> 00:17:26.000]  他曾經寫了這麼一個萬空歌
[00:17:26.000 --> 00:17:29.000]  非常貼切的說明今天人生在世
[00:17:29.000 --> 00:17:30.000]  所追求的這些東西
[00:17:30.000 --> 00:17:32.000]  他說天也空地也空
[00:17:32.000 --> 00:17:34.000]  人生渺渺在其中
[00:17:34.000 --> 00:17:35.000]  月也空月也空
[00:17:35.000 --> 00:17:38.000]  東昇西墜為誰攻
[00:17:38.000 --> 00:17:39.000]  金也空銀也空
[00:17:39.000 --> 00:17:41.000]  死後何曾在手中
[00:17:41.000 --> 00:17:42.000]  七也空紫也空
[00:17:42.000 --> 00:17:44.000]  黃泉路上不相逢
[00:17:44.000 --> 00:17:46.000]  泉也空米也空
[00:17:46.000 --> 00:17:51.000]  轉眼荒郊吐一風
[00:17:51.000 --> 00:17:54.000]  是不是很貼切說明今天人生
[00:17:54.000 --> 00:17:58.000]  是嗎
[00:17:58.000 --> 00:18:01.000]  請問你現在金銀都有了
[00:18:01.000 --> 00:18:05.000]  但是就是牙齒沒了
[00:18:05.000 --> 00:18:07.000]  山珍海味擺在你面前
[00:18:07.000 --> 00:18:09.000]  結果呢
[00:18:09.000 --> 00:18:13.000]  你只能吃稀飯
[00:18:13.000 --> 00:18:15.000]  這是不是很諷刺
[00:18:15.000 --> 00:18:16.000]  今天很多人
[00:18:16.000 --> 00:18:17.000]  特別我們中國人
[00:18:17.000 --> 00:18:19.000]  因情工作打拼了
[00:18:19.000 --> 00:18:22.000]  拼拼拼拼到最後
[00:18:22.000 --> 00:18:24.000]  拼到自己剩下
[00:18:24.000 --> 00:18:27.000]  已經是一個殘缺的身體
[00:18:27.000 --> 00:18:31.000]  沒辦法享受了
[00:18:31.000 --> 00:18:35.000]  現在又怎麼樣
[00:18:35.000 --> 00:18:36.000]  有時候我在想
[00:18:36.000 --> 00:18:39.000]  我們還不如那些墨西哥人快樂
[00:18:39.000 --> 00:18:42.000]  我在墨西哥宣教的時候看見了
[00:18:42.000 --> 00:18:49.000]  你看墨西哥人
[00:18:49.000 --> 00:18:50.000]  Fiesta Fiesta
[00:18:50.000 --> 00:18:54.000]  每個週末都在Fiesta
[00:18:54.000 --> 00:18:55.000]  他賺不了多少錢
[00:18:55.000 --> 00:18:58.000]  可能是幫人家在那邊除草的
[00:18:58.000 --> 00:18:59.000]  可能是在你們家裡面
[00:18:59.000 --> 00:19:02.000]  做裝修的那些Amigo
[00:19:02.000 --> 00:19:05.000]  他們可能是在餐廳打工的
[00:19:05.000 --> 00:19:06.000]  他們賺不了多少錢
[00:19:06.000 --> 00:19:09.000]  但是他們好像蠻快樂
[00:19:09.000 --> 00:19:13.000]  我們也不是要你去羨慕墨西哥人
[00:19:13.000 --> 00:19:14.000]  但是我們要看去
[00:19:14.000 --> 00:19:17.000]  到底人生的目的是什麼
[00:19:17.000 --> 00:19:21.000]  無獨有偶
[00:19:21.000 --> 00:19:24.000]  我們今天美國又出來了一個
[00:19:24.000 --> 00:19:27.000]  也是一個完全名不見經傳的人
[00:19:27.000 --> 00:19:31.000]  突然一下子又爆紅了
[00:19:31.000 --> 00:19:33.000]  這個人呢
[00:19:33.000 --> 00:19:34.000]  他做了一首歌叫做
[00:19:34.000 --> 00:19:40.000]  Richman North of Richmond
[00:19:40.000 --> 00:19:41.000]  這是有諧音的
[00:19:41.000 --> 00:19:43.000]  有沒有注意
[00:19:43.000 --> 00:19:50.000]  中文把它翻譯叫李其蒙北部的有錢人
[00:19:50.000 --> 00:19:52.000]  他這裡講的Richmond是哪裡的
[00:19:52.000 --> 00:19:56.000]  是Virginia的Richmond
[00:19:56.000 --> 00:19:57.000]  我們知道加拿大有個Richmond
[00:19:57.000 --> 00:19:59.000]  可能好多州都有Richmond
[00:19:59.000 --> 00:20:02.000]  他是在Virginia北邊的一個城市
[00:20:02.000 --> 00:20:06.000]  很有錢的
[00:20:06.000 --> 00:20:08.000]  這首歌裡面呢
[00:20:08.000 --> 00:20:11.000]  其實跟剛才那首歌
[00:20:11.000 --> 00:20:14.000]  或者跟羅莎海市都有一個共同的特色就是
[00:20:14.000 --> 00:20:16.000]  他寫出了
[00:20:16.000 --> 00:20:21.000]  他唱出了一般普羅大眾的心聲
[00:20:21.000 --> 00:20:23.000]  特別這首歌
[00:20:23.000 --> 00:20:26.000]  他唱出了美國五千萬勞工階層
[00:20:26.000 --> 00:20:33.000]  這個難領階層的心聲
[00:20:33.000 --> 00:20:36.000]  這個人呢
[00:20:36.000 --> 00:20:40.000]  今年31歲
[00:20:40.000 --> 00:20:43.000]  他去年才開始把他的這些歌
[00:20:43.000 --> 00:20:46.000]  上傳到這些音樂平台
[00:20:46.000 --> 00:20:47.000]  為什麼呢
[00:20:47.000 --> 00:20:51.000]  因為他得了嚴重的憂鬱症
