
[00:00:00.000 --> 00:00:06.600]  「我們日用的飲食 今日似給我們」
[00:02:25.000 --> 00:02:28.600]  「神啊 祢不要給我吃那麼多」
[00:02:28.600 --> 00:02:31.600]  「今個月我重了三磅」
[00:02:31.600 --> 00:02:33.200]  「再吃下去不行」
[00:02:33.200 --> 00:02:35.800]  「我的衣服和褲子都不合穿」
[00:02:35.800 --> 00:02:37.800]  「不要給我吃那麼多 神」
[00:02:37.800 --> 00:02:39.400]  「求祢」
[00:02:39.400 --> 00:02:44.400]  很少會真的去求神賜多些食物給我們
[00:02:44.400 --> 00:02:47.800]  有人說這可能是被第三國家
[00:02:47.800 --> 00:02:49.800]  落後國家的禱告
[00:02:49.800 --> 00:02:51.600]  他們是有這樣的需要
[00:02:51.600 --> 00:02:53.000]  他們可能是有饑荒
[00:02:53.000 --> 00:02:56.600]  他們可能是有經濟不景
[00:02:56.600 --> 00:02:58.400]  沒得吃
[00:02:58.400 --> 00:03:02.000]  是求神賜食物給他們
[00:03:02.000 --> 00:03:04.800]  又有人說會不會是教我們
[00:03:04.800 --> 00:03:06.600]  明明是有東西吃
[00:03:06.600 --> 00:03:09.600]  但都裝作好像沒東西吃一樣
[00:03:09.600 --> 00:03:11.400]  是跟神來禱告
[00:03:11.400 --> 00:03:16.000]  鍛鍊自己來依靠神
[00:03:16.000 --> 00:03:18.800]  是不是真的這樣呢?
[00:03:18.800 --> 00:03:22.600]  我們日用的飲食今天刺激我們
[00:03:22.600 --> 00:03:26.400]  究竟飲食的意思是什麼?
[00:03:26.400 --> 00:03:31.800]  我今天會跟大家說六點
[00:03:31.800 --> 00:03:34.600]  第一點是飲食的意義
[00:03:34.600 --> 00:03:38.400]  究竟飲食是代表什麼?
[00:03:38.400 --> 00:03:40.400]  第二點是飲食的來源
[00:03:40.400 --> 00:03:45.200]  究竟是誰賜我們的飲食給我們?
[00:03:45.200 --> 00:03:48.200]  第三點是飲食的潔淨
[00:03:48.200 --> 00:03:49.600]  我們很多時候都知道
[00:03:49.600 --> 00:03:52.200]  是飯前是借飯
[00:03:52.200 --> 00:03:55.400]  但借飯的經文又從何而來?
[00:03:55.400 --> 00:04:00.000]  為什麼我們要禱告來潔淨我們的食物?
[00:04:00.000 --> 00:04:02.800]  第四點是飲食的條件
[00:04:02.800 --> 00:04:07.000]  神是有義務賜飲食給祂的兒女
[00:04:07.000 --> 00:04:08.600]  給信徒
[00:04:08.600 --> 00:04:12.600]  神是沒有義務賜飲食給不信祂的人
[00:04:12.600 --> 00:04:15.000]  這是條件
[00:04:15.000 --> 00:04:17.800]  第五點是飲食的對象
[00:04:17.800 --> 00:04:20.800]  剛才說過賜飲食是給神的兒女
[00:04:20.800 --> 00:04:25.400]  但經文你看見是我們日用的飲食
[00:04:25.400 --> 00:04:26.800]  今天刺激我們
[00:04:26.800 --> 00:04:29.600]  是說我們不是說我
[00:04:29.600 --> 00:04:32.000]  所以當我們求食物的時候
[00:04:32.000 --> 00:04:34.200]  我們會想起我們
[00:04:34.200 --> 00:04:39.600]  我們身邊的人有沒有一樣的需要
[00:04:39.600 --> 00:04:42.800]  第六點是飲食的定時
[00:04:42.800 --> 00:04:46.200]  究竟神是說賜一天的食物
[00:04:46.200 --> 00:04:48.200]  是賜一個月的食物
[00:04:48.200 --> 00:04:51.400]  還是賜一年的食物給我們呢?
[00:04:51.400 --> 00:04:55.600]  我們先來看看飲食的意義
[00:04:55.600 --> 00:04:57.800]  英文是很清楚
[00:04:57.800 --> 00:05:00.800]  「Give us this day our daily bread」
[00:05:00.800 --> 00:05:03.800]  是《馬太福音》六章十一節
[00:05:03.800 --> 00:05:05.400]  原文的希臘文
[00:05:05.400 --> 00:05:07.400]  也跟英文差不多
[00:05:07.400 --> 00:05:09.800]  是說麵包
[00:05:09.800 --> 00:05:14.000]  賜給我們今天所需要的麵包
[00:05:14.000 --> 00:05:16.200]  麵包是代表什麼?
[00:05:16.200 --> 00:05:21.800]  麵包其實是代表一切我們基本的需要
[00:05:21.800 --> 00:05:26.400]  很多時候我們都說我們要屬靈一點
[00:05:26.400 --> 00:05:28.400]  我們要求天上的事
[00:05:28.400 --> 00:05:30.600]  我們不要求地上的事
[00:05:30.600 --> 00:05:32.600]  我們要屬靈一點
[00:05:32.600 --> 00:05:34.400]  但是很現實的
[00:05:34.400 --> 00:05:37.400]  除非我們有一個強壯的身體
[00:05:37.400 --> 00:05:40.800]  我們怎樣去求屬靈的事才可以
[00:05:40.800 --> 00:05:43.400]  難道我們真的餓到有氣無力
[00:05:43.400 --> 00:05:44.800]  半條人命
[00:05:44.800 --> 00:05:47.000]  叫我們去求屬靈的事
[00:05:47.000 --> 00:05:49.000]  神不會這樣
[00:05:49.000 --> 00:05:51.800]  神會供給我們
[00:05:51.800 --> 00:05:55.800]  記得《使徒信經》裡面也提醒我們
[00:05:55.800 --> 00:05:58.600]  我們不單止是靈魂不死
[00:05:58.600 --> 00:06:00.800]  我們還是身體復活
[00:06:00.800 --> 00:06:04.800]  神絕對著重我們的身體
[00:06:04.800 --> 00:06:09.000]  神絕對會照顧我們的身體
[00:06:09.000 --> 00:06:11.400]  以致我們有強壯的身體
[00:06:11.400 --> 00:06:13.600]  來求屬靈的事
[00:06:13.600 --> 00:06:16.200]  給我們所有起居飲食
[00:06:16.200 --> 00:06:19.800]  衣食住行的需要
[00:06:19.800 --> 00:06:22.800]  馬丁路德曾經說
[00:06:22.800 --> 00:06:26.800]  任何供給我們身上所需要的東西
[00:06:26.800 --> 00:06:29.000]  都是麵包
[00:06:29.000 --> 00:06:31.000]  這些就是包括了一切
[00:06:31.000 --> 00:06:33.600]  食物、好的天氣
[00:06:33.600 --> 00:06:35.000]  居住的房屋
[00:06:35.000 --> 00:06:36.600]  有好的配偶
[00:06:36.600 --> 00:06:37.800]  有兒女
[00:06:37.800 --> 00:06:40.000]  有政府來保護我們
[00:06:40.000 --> 00:06:41.800]  甚至是有和平
[00:06:41.800 --> 00:06:48.600]  這一切都可以說是我們日用的飲食
[00:06:48.600 --> 00:06:51.000]  很多時候很可惜
[00:06:51.000 --> 00:06:54.200]  當我們是求神賜飲食的時候
[00:06:54.200 --> 00:06:56.800]  我們就求過了龍
[00:06:56.800 --> 00:07:00.000]  不單止是求基本的需要
[00:07:00.000 --> 00:07:04.400]  不單止是求清茶淡飯
[00:07:04.400 --> 00:07:08.000]  反而都是求大魚大肉奢侈的生活
[00:07:08.000 --> 00:07:10.600]  又有很多時候不是求基本的需要
[00:07:10.600 --> 00:07:15.000]  而是去求更好的生活水平
[00:07:15.000 --> 00:07:18.000]  神是說給我們有基本的需要
[00:07:18.000 --> 00:07:22.000]  不是賜給我們有更好的生活水平
[00:07:22.000 --> 00:07:24.000]  看到兩個不同的地方嗎
[00:07:24.000 --> 00:07:25.800]  一個是基本的需要
[00:07:25.800 --> 00:07:28.800]  一個是更好的生活水平
[00:07:28.800 --> 00:07:32.800]  所羅門王在這裡針研第三十篇
[00:07:32.800 --> 00:07:35.200]  第八至九節他怎麼說
[00:07:35.200 --> 00:07:39.200]  他說「求祢使我也不貧窮也不負足
[00:07:39.200 --> 00:07:41.800]  賜給我所需用的飲食
[00:07:41.800 --> 00:07:44.600]  恐怕我飽足不認利說
[00:07:44.600 --> 00:07:46.400]  耶和華是誰呢?
[00:07:46.400 --> 00:07:49.200]  又恐怕我貧窮就偷竊
[00:07:49.200 --> 00:07:52.800]  以至竊逐我神的名」
[00:07:52.800 --> 00:07:55.000]  這一節的經文說什麼呢?
[00:07:55.000 --> 00:07:56.600]  不要讓我這麼貧窮
[00:07:56.600 --> 00:07:58.400]  以至我要去偷竊
[00:07:58.400 --> 00:08:01.400]  以至我會竊逐祢的名
[00:08:01.400 --> 00:08:03.600]  這個剛才就是我所禱告
[00:08:03.600 --> 00:08:05.400]  我們要有好的行為
[00:08:05.400 --> 00:08:07.600]  以至我們不會竊逐神的名
[00:08:07.600 --> 00:08:09.600]  因為我們每個人都有
[00:08:09.600 --> 00:08:12.000]  基督徒的名字在我們身上
[00:08:12.000 --> 00:08:14.000]  當我們做得不對的時候
[00:08:14.000 --> 00:08:16.800]  我們就會竊逐了神的名
[00:08:16.800 --> 00:08:19.400]  但是另外你看他很有趣
[00:08:19.400 --> 00:08:20.400]  他說什麼
[00:08:20.400 --> 00:08:23.200]  他說使我不要太負足
[00:08:23.200 --> 00:08:24.600]  因為當我負足的時候
[00:08:24.600 --> 00:08:25.200]  我會怎樣呢?
[00:08:25.200 --> 00:08:26.800]  我會不認識耶和華
[00:08:26.800 --> 00:08:28.200]  不認得祂
[00:08:28.200 --> 00:08:30.400]  耶和華是誰呢?
[00:08:30.400 --> 00:08:32.200]  我不認得祂
[00:08:32.200 --> 00:08:33.600]  這個其實我們看到
[00:08:33.600 --> 00:08:37.400]  真真正正實現在所羅門王自己的身上
[00:08:37.400 --> 00:08:39.800]  祂很富有祂的妻妾滿堂
[00:08:39.800 --> 00:08:43.400]  以至祂的妻妾帶祂遠離神
[00:08:43.400 --> 00:08:49.200]  到最後祂有很多偶像在祂的心裡
[00:08:49.200 --> 00:08:50.600]  我們要很小心
[00:08:50.600 --> 00:08:56.200]  我們求神賜我們每天基本的飲食
[00:08:56.200 --> 00:08:59.400]  第二點我們要看到的
[00:08:59.400 --> 00:09:03.600]  究竟飲食的來源是從哪裡來的
[00:09:03.600 --> 00:09:07.000]  有人說我沒有什麼短缺
[00:09:07.000 --> 00:09:08.400]  我每餐都有得吃
[00:09:08.400 --> 00:09:09.600]  豐衣足食
[00:09:09.600 --> 00:09:12.400]  我可不可以不去求這位神
[00:09:12.400 --> 00:09:15.200]  來賜我飲食
[00:09:15.200 --> 00:09:17.600]  其實這是一個提醒
[00:09:17.600 --> 00:09:21.600]  提醒我們一切都是從神而來
[00:09:21.600 --> 00:09:23.200]  雖然我們沒有短缺
[00:09:23.200 --> 00:09:26.200]  但我們仍然需要感謝這位神
[00:09:26.200 --> 00:09:29.400]  賜給我們衣食住行
[00:09:29.400 --> 00:09:32.000]  有很多時候我們的錯覺是什麼呢?
[00:09:32.000 --> 00:09:35.200]  我們的錯覺就是一切都是我們自己賺回來的
[00:09:35.200 --> 00:09:37.200]  是我買回來的
[00:09:37.200 --> 00:09:39.200]  為什麼你說要感謝神呢?
[00:09:39.200 --> 00:09:42.800]  明明是我辛勞每天賺回來
[00:09:42.800 --> 00:09:46.600]  真金白銀買回來的
[00:09:46.600 --> 00:09:47.600]  如果有這些人
[00:09:47.600 --> 00:09:48.400]  你問問他
[00:09:48.400 --> 00:09:50.200]  今天說要麵包
[00:09:50.200 --> 00:09:52.600]  你的麵包從哪裡來的?
[00:09:52.600 --> 00:09:54.000]  他說我買回來的
[00:09:54.000 --> 00:09:55.800]  真金白銀買回來的
[00:09:55.800 --> 00:09:57.600]  你從哪裡買的?
[00:09:57.600 --> 00:10:01.000]  是Costco買回來的
[00:10:01.000 --> 00:10:03.800]  Costco的麵包從哪裡來的?
[00:10:03.800 --> 00:10:06.200]  他們自己焗的
[00:10:06.200 --> 00:10:07.600]  什麼焗的?
[00:10:07.600 --> 00:10:09.200]  麵粉
[00:10:09.200 --> 00:10:10.600]  麵粉從哪裡來的?
[00:10:10.600 --> 00:10:11.400]  大麥
[00:10:11.400 --> 00:10:14.400]  你打爛沙盤聞到毒的
[00:10:14.400 --> 00:10:16.000]  大麥從哪裡來的?
[00:10:16.000 --> 00:10:17.600]  種子
[00:10:17.600 --> 00:10:19.400]  種子從哪裡來的?
[00:10:19.400 --> 00:10:23.200]  種子發芽的水份從哪裡來的?
[00:10:23.200 --> 00:10:25.400]  泥土從哪裡來的?
[00:10:25.400 --> 00:10:27.400]  空氣從哪裡來的?
[00:10:27.400 --> 00:10:30.200]  植物需要的營養從哪裡來的?
[00:10:30.200 --> 00:10:31.800]  你問到最後的時候
[00:10:31.800 --> 00:10:35.800]  你就不得不承認一切都是從神而來的
[00:10:35.800 --> 00:10:37.400]  我們日用的飲食
[00:10:37.400 --> 00:10:40.200]  都是從神賜給我們的
[00:10:40.200 --> 00:10:42.200]  神是掌管一切的
[00:10:42.200 --> 00:10:45.200]  現在有很多人說不是神掌管一切的
[00:10:45.200 --> 00:10:48.600]  是科學掌管一切的
[00:10:48.600 --> 00:10:52.200]  科學是有四大力量
[00:10:52.200 --> 00:10:55.800]  維持著宇宙運行
[00:10:55.800 --> 00:10:57.400]  哪四大力量?
[00:10:57.400 --> 00:10:59.200]  地心吸力
[00:10:59.200 --> 00:11:00.600]  電磁力
[00:11:00.600 --> 00:11:02.200]  強核力和弱核力
[00:11:02.200 --> 00:11:03.800]  四大力量
[00:11:03.800 --> 00:11:07.000]  全部是掌管著整個宇宙運行
[00:11:07.000 --> 00:11:08.400]  不需要神
[00:11:08.400 --> 00:11:09.200]  你太落後了
[00:11:09.200 --> 00:11:11.800]  你用神來掌管
[00:11:11.800 --> 00:11:13.600]  聽得很好聽
[00:11:13.600 --> 00:11:15.200]  天花龍鳳
[00:11:15.200 --> 00:11:17.400]  四大力量來掌管
[00:11:17.400 --> 00:11:20.000]  好像四大天王一樣
[00:11:20.000 --> 00:11:22.000]  你再去問問它
[00:11:22.000 --> 00:11:24.000]  你說地心吸力
[00:11:24.000 --> 00:11:26.600]  地心吸力是甚麼來的?
[00:11:26.600 --> 00:11:28.600]  就是牛頓告訴你的
[00:11:28.600 --> 00:11:31.600]  蘋果掉下來就是地心吸力
[00:11:31.600 --> 00:11:33.400]  為甚麼會有地心吸力?
[00:11:33.400 --> 00:11:36.000]  兩件物體有重量
[00:11:36.000 --> 00:11:39.400]  為甚麼會在它們當中有一個吸力?
[00:11:39.400 --> 00:11:42.800]  科學家到現在都還未能夠明白
[00:11:42.800 --> 00:11:44.400]  牛頓已經找到
[00:11:44.400 --> 00:11:46.400]  地心吸力有多少年了?
[00:11:46.400 --> 00:11:48.000]  三百多年了
[00:11:48.000 --> 00:11:49.200]  都不能夠明白
[00:11:49.200 --> 00:11:51.200]  為甚麼兩件物體有重量
[00:11:51.200 --> 00:11:53.600]  當中就有一個吸力
[00:11:53.600 --> 00:11:55.200]  說得很好聽
[00:11:55.200 --> 00:11:57.800]  全部都是科學來維持
[00:11:57.800 --> 00:11:59.400]  到最後你見到的
[00:11:59.400 --> 00:12:02.600]  其實都是神在掌管一切
[00:12:02.600 --> 00:12:03.600]  我跟大家說過
[00:12:03.600 --> 00:12:04.800]  哥羅西書的介紹
[00:12:04.800 --> 00:12:05.800]  那時候都說過
[00:12:05.800 --> 00:12:08.800]  科學其實是可以證明是有神的
[00:12:08.800 --> 00:12:10.400]  我是讀熱學的
[00:12:10.400 --> 00:12:12.800]  熱學的兩大定律
[00:12:12.800 --> 00:12:14.800]  第一定律 第二定律
[00:12:14.800 --> 00:12:18.000]  其實是證明世上是真的有神
[00:12:18.000 --> 00:12:20.000]  是有個創造者
[00:12:20.000 --> 00:12:23.800]  祂掌管一切
[00:12:23.800 --> 00:12:25.000]  祂賜給我們
[00:12:25.000 --> 00:12:26.200]  我們的衣食住行
[00:12:26.200 --> 00:12:27.600]  我們一切的需要
[00:12:27.600 --> 00:12:29.200]  聖經告訴我們
[00:12:29.200 --> 00:12:31.400]  祂連麻雀都看顧
[00:12:31.400 --> 00:12:33.000]  不要說人
[00:12:33.000 --> 00:12:36.400]  聖經說我們的頭髮祂都數過
[00:12:36.400 --> 00:12:38.200]  不管我們是有錢
[00:12:38.200 --> 00:12:40.200]  不管我們是沒錢
[00:12:40.200 --> 00:12:43.200]  我們一切每一個人都要依靠祂
[00:12:43.200 --> 00:12:45.800]  所有的事情都是從神而來
[00:12:45.800 --> 00:12:51.400]  在這裏詩篇104篇27至29節
[00:12:51.400 --> 00:12:53.000]  這個詩人怎麼說
[00:12:53.000 --> 00:12:57.000]  「這都仰望祢按時給他食物」
[00:12:57.000 --> 00:12:59.400]  「祢給他們 他們便拾起來」
[00:12:59.400 --> 00:13:02.000]  「祢將手 他們飽得未食」
[00:13:02.000 --> 00:13:04.400]  「祢掩面 他們便驚惶」
[00:13:04.400 --> 00:13:06.000]  「祢收回他們的氣」
[00:13:06.000 --> 00:13:08.800]  「他們就死亡歸於塵土」
[00:13:08.800 --> 00:13:11.000]  我們一切都是由神而來
[00:13:11.000 --> 00:13:13.800]  當神收回我們的生命氣息時
[00:13:13.800 --> 00:13:15.800]  我們每一個人又如何
[00:13:15.800 --> 00:13:20.000]  回到塵土都要死亡
[00:13:20.000 --> 00:13:22.400]  食物的一切來源
[00:13:22.400 --> 00:13:24.400]  操縱著宇宙運行的
[00:13:24.400 --> 00:13:26.200]  都是這位神
[00:13:26.200 --> 00:13:29.000]  這位大能的神
[00:13:29.000 --> 00:13:31.400]  第三點是飲食的潔淨
[00:13:31.400 --> 00:13:32.800]  我剛才說
[00:13:32.800 --> 00:13:36.000]  我們飲食之前都會藉飯
[00:13:36.000 --> 00:13:38.400]  究竟藉飯從何而來
[00:13:38.400 --> 00:13:40.000]  我們先看看第一節的經文
[00:13:40.000 --> 00:13:43.600]  在《創世紀》1章29至31節
[00:13:43.600 --> 00:13:45.400]  「神說:漢啊
[00:13:45.400 --> 00:13:49.600]  我將遍地上一切結種子的蔬菜
[00:13:49.600 --> 00:13:52.200]  一切樹上有核的果子
[00:13:52.200 --> 00:13:54.400]  都賜你們作食物
[00:13:54.400 --> 00:13:57.400]  地上的走獸 空中的飛鳥
[00:13:57.400 --> 00:13:59.800]  爬地上有生命的物
[00:13:59.800 --> 00:14:04.200]  我賜青草給他們」
[00:14:04.200 --> 00:14:08.600]  「神看著一切所做的都甚好
[00:14:08.600 --> 00:14:11.800]  有晚上有早晨是第六天」
[00:14:11.800 --> 00:14:14.000]  我們見到一切都是從神而來
[00:14:14.000 --> 00:14:15.400]  神是告訴我們
[00:14:15.400 --> 00:14:17.000]  祂的創造都是好的
[00:14:17.000 --> 00:14:18.400]  都是潔淨的
[00:14:18.400 --> 00:14:22.200]  都可以讓我們來做食物
[00:14:22.200 --> 00:14:24.600]  有人說:不是的
[00:14:24.600 --> 00:14:28.000]  舊約不是說有潔與不潔的食物嗎?
[00:14:28.000 --> 00:14:30.400]  你不要說每樣都潔淨
[00:14:30.400 --> 00:14:31.600]  為甚麼?
[00:14:31.600 --> 00:14:34.000]  是,在舊約有一段時間
[00:14:34.000 --> 00:14:37.000]  神要將以色列人分別為聖
[00:14:37.000 --> 00:14:40.400]  所以祂有給以色列人飲食的條例
[00:14:40.400 --> 00:14:44.200]  是有說有潔淨的食物和不潔淨的食物
[00:14:44.200 --> 00:14:48.200]  但是當猶太人不接受耶穌基督
[00:14:48.200 --> 00:14:50.600]  神是將猶太人放在一旁
[00:14:50.600 --> 00:14:52.600]  以前說過很多
[00:14:52.600 --> 00:14:55.400]  現在我們是外邦人的日期
[00:14:55.400 --> 00:14:56.800]  當這件事發生了
[00:14:56.800 --> 00:14:59.000]  在《使徒行傳》第十章開始
[00:14:59.000 --> 00:15:00.600]  神說甚麼?
[00:15:00.600 --> 00:15:02.600]  「樣樣都可以食」
[00:15:02.600 --> 00:15:04.800]  不再分有潔淨和不潔淨
[00:15:04.800 --> 00:15:08.400]  就好像創造時跟我們說的一模一樣
[00:15:08.400 --> 00:15:11.200]  「一切都甚好」
[00:15:11.200 --> 00:15:13.800]  看看提摩太前書四章
[00:15:13.800 --> 00:15:15.400]  四至五節說甚麼?
[00:15:15.400 --> 00:15:18.200]  「凡神所做的物都是好的」
[00:15:18.200 --> 00:15:21.000]  「若感謝著領受」
[00:15:21.000 --> 00:15:23.200]  「就沒有一樣可棄的」
[00:15:23.200 --> 00:15:26.000]  「都因神的道和人的祈求」
[00:15:26.000 --> 00:15:28.800]  「成為聖潔了」
[00:15:28.800 --> 00:15:30.600]  有沒有看到這裡說甚麼?
[00:15:30.600 --> 00:15:33.800]  「若果我們神所做的樣樣都好」
[00:15:33.800 --> 00:15:36.600]  「樣樣都潔淨,我們都可以食」
[00:15:36.600 --> 00:15:38.000]  怪不得我們廣東人
[00:15:38.000 --> 00:15:41.600]  人家說有四隻腳的,我們都可以食
[00:15:41.600 --> 00:15:46.200]  很貪吃,樣樣都可以食
[00:15:46.200 --> 00:15:48.400]  這裡還有經文說甚麼?
[00:15:48.400 --> 00:15:51.200]  「神的道和人的祈求」
[00:15:51.200 --> 00:15:53.600]  「使食物成為聖潔」
[00:15:53.600 --> 00:15:55.200]  神的道是甚麼?
[00:15:55.200 --> 00:15:56.600]  神的話語
[00:15:56.600 --> 00:16:01.200]  就是剛才所說的《創世紀》一章二十九至三十一節
[00:16:01.200 --> 00:16:04.600]  說「所有一切都是好的」
[00:16:04.600 --> 00:16:06.600]  已經潔淨了
[00:16:06.600 --> 00:16:09.000]  但是當我們領受食物之前
[00:16:09.000 --> 00:16:10.600]  我們謝飯禱告
[00:16:10.600 --> 00:16:12.800]  再一次感謝神的時候
[00:16:12.800 --> 00:16:15.200]  我們是再一次潔淨食物
[00:16:15.200 --> 00:16:18.400]  我們是雙倍潔淨食物
[00:16:18.400 --> 00:16:20.200]  來到領受
[00:16:20.200 --> 00:16:21.800]  很可惜
[00:16:21.800 --> 00:16:24.200]  現在很多時候我們的謝飯是怎樣?
[00:16:24.200 --> 00:16:25.800]  只顧著吃
[00:16:25.800 --> 00:16:28.400]  我們的謝飯就很匆忙
[00:16:28.400 --> 00:16:30.600]  我們的謝飯就很公式化
[00:16:30.600 --> 00:16:32.600]  很草草了事
[00:16:32.600 --> 00:16:37.600]  其實我們真的要感謝神賜給我們的食物
[00:16:37.600 --> 00:16:39.400]  一切都是從祂而來
[00:16:39.400 --> 00:16:41.200]  一切都是由祂潔淨
[00:16:41.200 --> 00:16:46.200]  以致我們能夠享用
[00:16:46.200 --> 00:16:48.600]  第四點我們要說的是甚麼?
[00:16:48.600 --> 00:16:50.800]  是飲食的條件
[00:16:50.800 --> 00:16:53.400]  你說飲食都有條件嗎?
[00:16:53.400 --> 00:16:54.800]  有條件的
[00:16:54.800 --> 00:16:59.000]  你看看詩篇第三十七篇三至七節
[00:16:59.000 --> 00:17:01.000]  詩人大衛說
[00:17:01.000 --> 00:17:03.800]  「你當倚靠耶和華而行善
[00:17:03.800 --> 00:17:05.200]  住在地上
[00:17:05.200 --> 00:17:08.400]  以祂的信實為糧
[00:17:08.400 --> 00:17:10.600]  又要以耶和華為樂
[00:17:10.600 --> 00:17:14.200]  祂就將你心裡所求的賜給你
[00:17:14.200 --> 00:17:17.000]  當將你的事交託耶和華
[00:17:17.000 --> 00:17:18.600]  並倚靠祂
[00:17:18.600 --> 00:17:20.200]  祂就必成全
[00:17:20.200 --> 00:17:23.200]  祂要使你的公義如光發出
[00:17:23.200 --> 00:17:26.200]  使你的公平名譽勝五
[00:17:26.200 --> 00:17:28.800]  你當勿言倚靠耶和華
[00:17:28.800 --> 00:17:32.000]  耐性等候祂」
[00:17:32.000 --> 00:17:35.400]  我們看到這裡有一個很有趣的次序
[00:17:35.400 --> 00:17:38.000]  你有沒有看到第三節說甚麼?
[00:17:38.000 --> 00:17:43.400]  那些倚靠耶和華而行善的
[00:17:43.400 --> 00:17:45.200]  就會怎樣?
[00:17:45.200 --> 00:17:50.000]  「祂就將你心裡所求的賜給你」
[00:17:50.000 --> 00:17:54.000]  甚麼是「倚靠耶和華而行善」?
[00:17:54.000 --> 00:17:56.000]  我們基督徒是否靠行為
[00:17:56.000 --> 00:17:58.600]  來稱義來得救?
[00:17:58.600 --> 00:18:01.200]  如果是的話就相反了
[00:18:01.200 --> 00:18:04.600]  那些行善而倚靠耶和華的
[00:18:04.600 --> 00:18:06.200]  你求甚麼就得甚麼
[00:18:06.200 --> 00:18:08.000]  不是這樣說
[00:18:08.000 --> 00:18:11.600]  是說我們信靠、依賴耶和華
[00:18:11.600 --> 00:18:14.200]  我們以信心接受耶和華
[00:18:14.200 --> 00:18:17.200]  而之後有好行為的
[00:18:17.200 --> 00:18:18.400]  就是基督徒
[00:18:18.400 --> 00:18:19.600]  我們會怎樣?
[00:18:19.600 --> 00:18:24.800]  「祂就將你心裡所求的賜給你」
[00:18:24.800 --> 00:18:26.400]  這些是說得救的人
[00:18:26.400 --> 00:18:27.400]  得救的人
[00:18:27.400 --> 00:18:31.800]  神是有義務賜給你的需要
[00:18:31.800 --> 00:18:33.200]  第三節說甚麼?
[00:18:33.200 --> 00:18:35.200]  「要住在地上」
[00:18:35.200 --> 00:18:36.400]  不是說我們得救的人
[00:18:36.400 --> 00:18:38.200]  經常想著天上的事
[00:18:38.200 --> 00:18:39.800]  已經升上天上
[00:18:39.800 --> 00:18:40.800]  地下甚麼都不管
[00:18:40.800 --> 00:18:42.000]  不是的
[00:18:42.000 --> 00:18:44.000]  「要住在地上
[00:18:44.000 --> 00:18:47.000]  以神的信實為糧食」
[00:18:47.000 --> 00:18:48.400]  第九節又說甚麼?
[00:18:48.400 --> 00:18:50.000]  「必承受地土」
