
[00:00:00.000 --> 00:00:04.340]  今天我們所講的題目是 光明與黑暗的對比
[00:07:48.800 --> 00:07:51.800]  剛好這禮拜四
[00:07:51.800 --> 00:07:53.800]  我們在查考
[00:07:53.800 --> 00:07:55.800]  禱告會的時候查考
[00:07:55.800 --> 00:07:58.800]  約翰福音第八章
[00:07:58.800 --> 00:08:01.800]  講到一個婦人行印的時候
[00:08:01.800 --> 00:08:06.800]  被抓到主耶穌面前
[00:08:06.800 --> 00:08:10.800]  要問主耶穌你如何處理
[00:08:10.800 --> 00:08:15.800]  我們常常會從裡面會有很多資料
[00:08:15.800 --> 00:08:19.800]  可是這一段裡面我覺得要講到什麼
[00:08:19.800 --> 00:08:24.800]  講到一個律法和恩典的一個對比
[00:08:24.800 --> 00:08:27.800]  所以在那一段裡面講到文士
[00:08:27.800 --> 00:08:29.800]  講到法力善人
[00:08:29.800 --> 00:08:34.800]  這剛好可以代表律法這方面
[00:08:34.800 --> 00:08:38.800]  可是主耶穌他剛好代表恩典
[00:08:38.800 --> 00:08:40.800]  他不是縱容
[00:08:40.800 --> 00:08:43.800]  他不是放縱犯罪的人
[00:08:43.800 --> 00:08:46.800]  他說我也不定你的罪
[00:08:46.800 --> 00:08:49.800]  從今之後不要再犯罪
[00:08:49.800 --> 00:08:51.800]  所以給我們看到
[00:08:51.800 --> 00:08:53.800]  那一段裡面講到一個對比
[00:08:53.800 --> 00:08:56.800]  一個是律法之下
[00:08:56.800 --> 00:08:58.800]  人人定罪
[00:08:58.800 --> 00:09:00.800]  恩典之下
[00:09:00.800 --> 00:09:05.800]  人人有一個赦罪的機會
[00:09:05.800 --> 00:09:10.800]  人人有得神憐憫的機會
[00:09:10.800 --> 00:09:14.800]  所以今天這七個對比裡面
[00:09:14.800 --> 00:09:22.800]  第一個對比就是在光和黑暗的對比
[00:09:22.800 --> 00:09:26.800]  下面還有物和世界的對比
[00:09:26.800 --> 00:09:28.800]  那我們下去會看到
[00:09:28.800 --> 00:09:31.800]  基督和敵基督的對比
[00:09:31.800 --> 00:09:39.800]  我們也會看到聖靈和荒謬的靈的一個對比
[00:09:39.800 --> 00:09:43.800]  所以用對比我們來讀聖經的時候
[00:09:43.800 --> 00:09:46.800]  就很容易彰顯出
[00:09:46.800 --> 00:09:49.800]  什麼跟真理不同
[00:09:49.800 --> 00:09:51.800]  黑的就是黑的
[00:09:51.800 --> 00:09:53.800]  白的就是白的
[00:09:53.800 --> 00:09:56.800]  我們不喜歡說又像白又像黑
[00:09:56.800 --> 00:09:58.800]  你去看醫生的時候
[00:09:58.800 --> 00:10:01.800]  你願意醫生很清楚的跟你講
[00:10:01.800 --> 00:10:02.800]  黑的就是黑的
[00:10:02.800 --> 00:10:04.800]  或是白的就是白的嗎
[00:10:04.800 --> 00:10:07.800]  我們希望醫生跟我們講的時候
[00:10:07.800 --> 00:10:09.800]  是這樣清楚
[00:10:09.800 --> 00:10:12.800]  政治家所講的話是模擬兩可的
[00:10:12.800 --> 00:10:14.800]  也可以這樣說也可以那樣說
[00:10:14.800 --> 00:10:16.800]  可是你去看醫生的時候
[00:10:16.800 --> 00:10:18.800]  我絕對不相信
[00:10:18.800 --> 00:10:22.800]  你希望你的醫生是一個政客
[00:10:22.800 --> 00:10:24.800]  講這樣也可以
[00:10:24.800 --> 00:10:26.800]  講那樣也不會錯
[00:10:26.800 --> 00:10:30.800]  你一定會希望他所講的
[00:10:30.800 --> 00:10:31.800]  一就是一
[00:10:31.800 --> 00:10:33.800]  二就是二
[00:10:33.800 --> 00:10:37.800]  所以在真理方面也是如此
[00:10:37.800 --> 00:10:39.800]  所以約翰在這邊
[00:10:39.800 --> 00:10:41.800]  他用七個對比
[00:10:41.800 --> 00:10:45.800]  讓我們在讀約翰一書的時候
[00:10:45.800 --> 00:10:49.800]  可能很多真理我們會忘記
[00:10:49.800 --> 00:10:52.800]  若我們記得七個對比
[00:10:52.800 --> 00:10:55.800]  下面的對比還沒有講到
[00:10:55.800 --> 00:10:58.800]  賦予世界的對比還沒有講到
[00:10:58.800 --> 00:11:00.800]  基督和敵基督的對比還沒有講到
[00:11:00.800 --> 00:11:03.800]  總共七個
[00:11:03.800 --> 00:11:05.800]  沒有關係你慢慢記
[00:11:05.800 --> 00:11:08.800]  第一個對比是光和黑暗的對比
[00:11:08.800 --> 00:11:10.800]  那我們就看
[00:11:10.800 --> 00:11:13.800]  老約翰他要講光是什麼
[00:11:13.800 --> 00:11:15.800]  講黑暗是什麼
[00:11:15.800 --> 00:11:17.800]  藉著這個對比
[00:11:17.800 --> 00:11:20.800]  來讓我們警察
[00:11:20.800 --> 00:11:26.800]  在教會裡面的一切的活動
[00:11:26.800 --> 00:11:31.800]  很有意思我們第二點
[00:11:31.800 --> 00:11:32.800]  很有意思
[00:11:32.800 --> 00:11:34.800]  當我們看到這段聖經的時候
[00:11:34.800 --> 00:11:37.800]  第一個字眼是親愛的弟兄們
[00:11:37.800 --> 00:11:40.800]  很有意思親愛的
[00:11:40.800 --> 00:11:45.800]  我們中國人不會隨隨便便亂用親愛的
[00:11:45.800 --> 00:11:47.800]  我發email給弟兄姐妹
[00:11:47.800 --> 00:11:49.800]  我也不會寫親愛的
[00:11:49.800 --> 00:11:52.800]  可是用英文的時候我就習慣
[00:11:52.800 --> 00:11:55.800]  為什麼我在母會的時候受訓練
[00:11:55.800 --> 00:12:01.800]  同工牧師等等來email說dear
[00:12:01.800 --> 00:12:03.800]  好像我都習慣了
[00:12:03.800 --> 00:12:05.800]  可是弟兄姐妹有時候不習慣
[00:12:05.800 --> 00:12:09.800]  也把我搞得不習慣
[00:12:09.800 --> 00:12:11.800]  對弟兄們說dear的時候
[00:12:11.800 --> 00:12:14.800]  人家說是不是搞同性戀
[00:12:14.800 --> 00:12:16.800]  對姐妹說dear的時候
[00:12:16.800 --> 00:12:20.800]  你是不是有什麼歪主意
[00:12:20.800 --> 00:12:22.800]  可是這個dear是什麼
[00:12:22.800 --> 00:12:25.800]  我跟你講
[00:12:25.800 --> 00:12:28.800]  約翰用這個親愛的
[00:12:28.800 --> 00:12:33.800]  總共出現了六次在這書信裡面
[00:12:33.800 --> 00:12:37.800]  所以他講出一個嚴厲的話語的時候
[00:12:37.800 --> 00:12:42.800]  帶著一個誠懇親切
[00:12:42.800 --> 00:12:44.800]  以深愛的方式
[00:12:44.800 --> 00:12:49.800]  來表達這樣一個重要的真理
[00:12:49.800 --> 00:12:51.800]  所以給各位了解一下
[00:12:51.800 --> 00:12:54.800]  親愛的這個字
[00:12:54.800 --> 00:12:58.800]  在原文是什麼樣的意思
[00:12:58.800 --> 00:13:00.800]  在愛這個字
[00:13:00.800 --> 00:13:03.800]  在原文裡面有三個不同的字
[00:13:03.800 --> 00:13:06.800]  第一個字是我們通常很熟悉
[00:13:06.800 --> 00:13:09.800]  也常聽到Agape這個愛
[00:13:09.800 --> 00:13:11.800]  Agape這個愛
[00:13:11.800 --> 00:13:14.800]  也就是在新約書信
[00:13:14.800 --> 00:13:17.800]  大部分保羅所用的時候
[00:13:17.800 --> 00:13:19.800]  用這個字Agape的愛
[00:13:19.800 --> 00:13:23.800]  Agape的愛是神對世人
[00:13:23.800 --> 00:13:25.800]  神對犯罪的人
[00:13:25.800 --> 00:13:27.800]  遠離神的人
[00:13:27.800 --> 00:13:30.800]  他那種迫切
[00:13:30.800 --> 00:13:33.800]  願意罪人悔改
[00:13:33.800 --> 00:13:36.800]  那樣的一個心
[00:13:36.800 --> 00:13:37.800]  那樣的愛心
[00:13:37.800 --> 00:13:39.800]  神對人的愛
[00:13:39.800 --> 00:13:42.800]  神對教會的愛
[00:13:42.800 --> 00:13:45.800]  當一群人屬於主之後
[00:13:45.800 --> 00:13:52.800]  神的愛是圍繞保守屬他的教會
[00:13:52.800 --> 00:13:53.800]  這是第二
[00:13:53.800 --> 00:13:58.800]  第三種愛就是信徒之間彼此的相愛
[00:13:58.800 --> 00:14:01.800]  這是第一種Agape的愛
[00:14:01.800 --> 00:14:04.800]  第二種的愛我們也比較熟悉
[00:14:04.800 --> 00:14:06.800]  Filial的愛
[00:14:06.800 --> 00:14:08.800]  這愛是講到友情
[00:14:08.800 --> 00:14:10.800]  弟兄姊妹之間的愛
[00:14:10.800 --> 00:14:13.800]  這Filial的愛
[00:14:13.800 --> 00:14:15.800]  第三種Roth
[00:14:15.800 --> 00:14:18.800]  這是色情方面的
[00:14:18.800 --> 00:14:22.800]  聖經就沒有用這個字
[00:14:22.800 --> 00:14:25.800]  第一種第二種很有意思
[00:14:25.800 --> 00:14:29.800]  當彼得在提比利亞海邊
[00:14:29.800 --> 00:14:31.800]  主耶穌復活之後
[00:14:31.800 --> 00:14:33.800]  有一段對話
[00:14:33.800 --> 00:14:38.800]  主耶穌問約翰的兒子西門
[00:14:38.800 --> 00:14:41.800]  你愛我比這些更深嗎
[00:14:41.800 --> 00:14:43.800]  主耶穌用什麼愛
[00:14:43.800 --> 00:14:45.800]  主耶穌用第一個愛
[00:14:45.800 --> 00:14:48.800]  那彼得怎麼回答
[00:14:48.800 --> 00:14:51.800]  是的主啊你知道我愛你
[00:14:51.800 --> 00:14:53.800]  彼得用哪個愛
[00:14:53.800 --> 00:14:55.800]  彼得用第二個愛
[00:14:55.800 --> 00:14:58.800]  主耶穌第二次再問他的時候
[00:14:58.800 --> 00:15:00.800]  也是同樣用Agape的愛
[00:15:00.800 --> 00:15:06.800]  彼得回答的時候是用Filial的愛
[00:15:06.800 --> 00:15:08.800]  第三次主耶穌說
[00:15:08.800 --> 00:15:10.800]  你愛我嗎
[00:15:10.800 --> 00:15:13.800]  主耶穌不再用Agape的愛
[00:15:13.800 --> 00:15:15.800]  用Filial的愛
[00:15:15.800 --> 00:15:19.800]  這一下彼得換過來了
[00:15:19.800 --> 00:15:24.800]  祂說你知道我愛你
[00:15:24.800 --> 00:15:27.800]  你知道我用你愛我的方式
[00:15:27.800 --> 00:15:30.800]  我來愛你
[00:15:30.800 --> 00:15:32.800]  主耶穌馬上說
[00:15:32.800 --> 00:15:34.800]  牧養我的羊
[00:15:34.800 --> 00:15:36.800]  真的要牧養神的教會
[00:15:36.800 --> 00:15:38.800]  要牧養神的百姓
[00:15:38.800 --> 00:15:41.800]  確實需要神給的愛
[00:15:41.800 --> 00:15:43.800]  假如沒有神給的愛
[00:15:43.800 --> 00:15:45.800]  耐心沒有
[00:15:45.800 --> 00:15:49.800]  如果沒有神給的愛
[00:15:49.800 --> 00:15:53.800]  不可能完成託付
[00:15:53.800 --> 00:15:55.800]  神所託付
[00:15:55.800 --> 00:15:57.800]  所以在這樣之下
[00:15:57.800 --> 00:15:59.800]  那各位知道
[00:15:59.800 --> 00:16:02.800]  約翰所說親愛的這個字
[00:16:02.800 --> 00:16:05.800]  是從哪個字演變過來
[00:16:05.800 --> 00:16:08.800]  就是Agape這個愛演變過來
[00:16:08.800 --> 00:16:11.800]  在中文我們看不出來
[00:16:11.800 --> 00:16:15.800]  也沒有辦法有這樣的表達方式
[00:16:15.800 --> 00:16:17.800]  可是在原文裡面
[00:16:17.800 --> 00:16:19.800]  祂用這個字的時候
[00:16:19.800 --> 00:16:21.800]  誰可以看得出來
[00:16:21.800 --> 00:16:23.800]  信徒可以看得出來
[00:16:23.800 --> 00:16:25.800]  信徒體會
[00:16:25.800 --> 00:16:29.800]  有神生命的
[00:16:29.800 --> 00:16:33.800]  經歷神赦罪的恩典的人
[00:16:33.800 --> 00:16:35.800]  他體會
[00:16:35.800 --> 00:16:37.800]  當約翰說
[00:16:37.800 --> 00:16:39.800]  Agape
[00:16:39.800 --> 00:16:41.800]  Patel
[00:16:41.800 --> 00:16:43.800]  這個字的時候
[00:16:43.800 --> 00:16:45.800]  他了解
[00:16:45.800 --> 00:16:49.800]  今天用那無私的愛
[00:16:49.800 --> 00:16:51.800]  犧牲的愛
[00:16:51.800 --> 00:16:53.800]  那聖潔的愛
[00:16:53.800 --> 00:16:55.800]  那屬神的愛
[00:16:55.800 --> 00:16:57.800]  所講出來的話
[00:16:57.800 --> 00:16:59.800]  所以這三個字
[00:16:59.800 --> 00:17:01.800]  我們看到
[00:17:01.800 --> 00:17:03.800]  他說親愛的
[00:17:03.800 --> 00:17:05.800]  在那裡
[00:17:05.800 --> 00:17:07.800]  他後面所要講出來
[00:17:07.800 --> 00:17:09.800]  是一個很誠懇
[00:17:09.800 --> 00:17:15.800]  很重要的一個真理
[00:17:15.800 --> 00:17:17.800]  所以這裡下面就是說
[00:17:17.800 --> 00:17:20.800]  我寫給你們的不是一條新命令
[00:17:20.800 --> 00:17:22.800]  乃是你們從起初
[00:17:22.800 --> 00:17:24.800]  所受的舊命令
[00:17:24.800 --> 00:17:27.800]  這舊命令就是你們所聽見的道
[00:17:27.800 --> 00:17:30.800]  再者我寫給你們的是一條新命令
[00:17:30.800 --> 00:17:33.800]  不曉得你讀這段聖經
[00:17:33.800 --> 00:17:35.800]  是不是很混淆
[00:17:35.800 --> 00:17:37.800]  又新命令又是舊命令
[00:17:37.800 --> 00:17:43.800]  又是我給你的一個新命令
[00:17:43.800 --> 00:17:47.800]  在我們中文確實很難
[00:17:47.800 --> 00:17:49.800]  又是新又是舊
[00:17:49.800 --> 00:17:52.800]  又是舊又是新
[00:17:52.800 --> 00:17:58.800]  那是怎麼來解釋呢
[00:17:58.800 --> 00:18:00.800]  我用這個方式
[00:18:00.800 --> 00:18:10.800]  給各位參考一下
[00:18:10.800 --> 00:18:12.800]  這新這個字
[00:18:12.800 --> 00:18:16.800]  在希臘文裡面有兩個不同的字
[00:18:16.800 --> 00:18:22.800]  第一個字是新舊的新
[00:18:22.800 --> 00:18:24.800]  這第一個新舊的新
[00:18:24.800 --> 00:18:26.800]  我用一個比方
[00:18:26.800 --> 00:18:29.800]  給各位了解一下
[00:18:29.800 --> 00:18:34.800]  比如說到九月份十月份
[00:18:34.800 --> 00:18:36.800]  二零一六年的車
[00:18:36.800 --> 00:18:39.800]  新款的車就會出來
[00:18:39.800 --> 00:18:40.800]  對吧
[00:18:40.800 --> 00:18:42.800]  就大概就那段時間
[00:18:42.800 --> 00:18:45.800]  當新款的車出來的時候
[00:18:45.800 --> 00:18:49.800]  所用的第一個新字
[00:18:49.800 --> 00:18:52.800]  就是在時間上的新
[00:18:52.800 --> 00:18:57.800]  因為二零一五年的車過去了
[00:18:57.800 --> 00:19:00.800]  二零一六年的車是新款的車
[00:19:00.800 --> 00:19:01.800]  那是新
[00:19:01.800 --> 00:19:03.800]  在時間上的新
[00:19:03.800 --> 00:19:06.800]  這是第一種新
[00:19:06.800 --> 00:19:08.800]  因為我這樣解釋了之後
[00:19:08.800 --> 00:19:11.800]  各位就知道什麼是新什麼是舊
[00:19:11.800 --> 00:19:17.800]  第二種是在質量上的一個新
[00:19:17.800 --> 00:19:26.800]  假如說今年秋天出來一款車
[00:19:26.800 --> 00:19:30.800]  這一款的車不用電
[00:19:30.800 --> 00:19:32.800]  不用汽油
[00:19:32.800 --> 00:19:35.800]  用太陽能
[00:19:35.800 --> 00:19:38.800]  你說這是什麼新
[00:19:38.800 --> 00:19:41.800]  這本質上的新
[00:19:41.800 --> 00:19:42.800]  就我開車的時候
[00:19:42.800 --> 00:19:44.800]  我車頂上就一直有太陽照
[00:19:44.800 --> 00:19:49.800]  這太陽照的時候我就足夠來給我充電
[00:19:49.800 --> 00:19:55.800]  這就不單單只是新舊上的新
[00:19:55.800 --> 00:20:01.800]  更是講到本質上質量上的一個改新
[00:20:01.800 --> 00:20:03.800]  一個新
[00:20:03.800 --> 00:20:08.800]  所以這兩個字有這樣的一個不同
[00:20:08.800 --> 00:20:11.800]  第一個是在時間上過去了
[00:20:11.800 --> 00:20:12.800]  現在
[00:20:12.800 --> 00:20:18.800]  第二個是在強調本質上
[00:20:18.800 --> 00:20:21.800]  所以我就問各位
[00:20:21.800 --> 00:20:27.800]  比如說在格林多後書五章十八節這裡說
[00:20:27.800 --> 00:20:29.800]  若有人在基督裡
[00:20:29.800 --> 00:20:31.800]  他就是新造人
[00:20:31.800 --> 00:20:36.800]  舊事已過都變成新的
[00:20:36.800 --> 00:20:38.800]  這裡面有新
[00:20:38.800 --> 00:20:39.800]  對吧
[00:20:39.800 --> 00:20:41.800]  若有人在基督裡
[00:20:41.800 --> 00:20:44.800]  他就是新造的人
[00:20:44.800 --> 00:20:48.800]  舊事已過都變成新的了
[00:20:48.800 --> 00:20:50.800]  新造的人
[00:20:50.800 --> 00:20:56.800]  請問是第一個新時間上的新呢
[00:20:56.800 --> 00:21:03.800]  還是第二個新在本質上的新
[00:21:03.800 --> 00:21:04.800]  你們太聰明了
[00:21:04.800 --> 00:21:06.800]  這個太簡單
[00:21:06.800 --> 00:21:08.800]  以後要深一點
[00:21:08.800 --> 00:21:10.800]  第二就是新
[00:21:10.800 --> 00:21:11.800]  所以你們了解嗎
[00:21:11.800 --> 00:21:13.800]  若有人在基督裡面
[00:21:13.800 --> 00:21:15.800]  他就是新造的人
[00:21:15.800 --> 00:21:18.800]  他的生命已經改變了
[00:21:18.800 --> 00:21:19.800]  他的思想
[00:21:19.800 --> 00:21:21.800]  他所了解的神
[00:21:21.800 --> 00:21:22.800]  他對神的渴慕
[00:21:22.800 --> 00:21:24.800]  對神的愛
[00:21:24.800 --> 00:21:26.800]  不是以前坐在旁邊看人
[00:21:26.800 --> 00:21:29.800]  我來教會的時候我就來看
[00:21:29.800 --> 00:21:30.800]  誰怎麼樣怎麼樣
[00:21:30.800 --> 00:21:33.800]  回家我就說他一頓
[00:21:33.800 --> 00:21:34.800]  這一下
[00:21:34.800 --> 00:21:37.800]  我來教會的時候不一樣了
[00:21:37.800 --> 00:21:38.800]  我是來到神面前
[00:21:38.800 --> 00:21:41.800]  我不是要來看長三離世
[00:21:41.800 --> 00:21:42.800]  他是在睡覺呢
[00:21:42.800 --> 00:21:43.800]  或是他在幹什麼
[00:21:43.800 --> 00:21:46.800]  或是在看手機呢
[00:21:46.800 --> 00:21:49.800]  我是來敬拜新造的人
[00:21:49.800 --> 00:21:54.800]  本質上的新
[00:21:54.800 --> 00:21:57.800]  再另外一個給各位
[00:21:57.800 --> 00:22:01.800]  我們在新約束星裡面常常會看到
[00:22:01.800 --> 00:22:05.800]  把新酒放在舊皮帶
[00:22:05.800 --> 00:22:08.800]  就是把新酒放在新皮帶
[00:22:08.800 --> 00:22:13.800]  這新是什麼新
[00:22:13.800 --> 00:22:15.800]  時間上的新
[00:22:15.800 --> 00:22:18.800]  因為舊就是新的酒
[00:22:18.800 --> 00:22:20.800]  釀比較老的酒
[00:22:20.800 --> 00:22:21.800]  這是時間上
[00:22:21.800 --> 00:22:25.800]  沒有什麼本質上的改變
[00:22:25.800 --> 00:22:26.800]  新酒舊
[00:22:26.800 --> 00:22:28.800]  舊酒
[00:22:28.800 --> 00:22:32.800]  所以新酒放在舊皮帶
[00:22:32.800 --> 00:22:34.800]  就會皮帶裂
[00:22:34.800 --> 00:22:36.800]  新酒放在新皮帶
[00:22:36.800 --> 00:22:37.800]  新的皮帶
[00:22:37.800 --> 00:22:40.800]  它還有彈性可以改變
[00:22:40.800 --> 00:22:44.800]  所以我們看到這裡所講的新是什麼呢
