
[00:00:00.000 --> 00:00:02.000]  各位頂師傅,主祿平安!
[00:04:03.000 --> 00:04:05.000]  不是很歡迎的氣氛
[00:04:05.000 --> 00:04:08.000]  甚至乎有一點張力的氣氛
[00:04:08.500 --> 00:04:12.000]  但你記住不關兩個報道團的事
[00:04:12.000 --> 00:04:14.000]  兩個報道團本身沒有張力
[00:04:14.000 --> 00:04:16.000]  沒有競爭 沒有比較
[00:04:16.000 --> 00:04:19.000]  要比較的是第三者
[00:04:19.000 --> 00:04:21.000]  就在這個錯誤的解讀
[00:04:21.000 --> 00:04:23.000]  就在這個挑撥
[00:04:23.000 --> 00:04:25.000]  就在這個紛亂當中
[00:04:25.000 --> 00:04:28.000]  耶穌最後決定
[00:04:28.000 --> 00:04:31.000]  離開自己其中一個主場
[00:04:31.000 --> 00:04:34.000]  往北邊的伽利利去
[00:04:36.500 --> 00:04:41.000]  現實生活裏面我們可能都經歷過類似的片段
[00:04:41.000 --> 00:04:44.000]  有時不知為什麼
[00:04:44.000 --> 00:04:48.000]  我們就知道要進 要退
[00:04:48.000 --> 00:04:51.000]  人在生活當中必須要學習
[00:04:51.000 --> 00:04:54.000]  知所進退
[00:04:54.000 --> 00:04:56.000]  很不容易的功課
[00:04:56.000 --> 00:04:58.000]  但它在現實裏面
[00:04:58.000 --> 00:05:00.000]  常常出現的一個功課
[00:05:00.000 --> 00:05:03.000]  很多原因讓人知所進退
[00:05:03.000 --> 00:05:06.000]  很多原因需要我們知所進退
[00:05:06.500 --> 00:05:08.000]  有些是自願的
[00:05:08.000 --> 00:05:10.000]  有些是非自願的
[00:05:10.000 --> 00:05:14.000]  有時是很多自由可以選擇進退
[00:05:14.000 --> 00:05:18.000]  有時也是只因為沒有更好的選擇
[00:05:18.000 --> 00:05:21.000]  不過 跟隨耶穌的人
[00:05:21.000 --> 00:05:24.000]  有一點我們必須要守住
[00:05:24.000 --> 00:05:27.000]  就是無論你是被知所進退
[00:05:27.000 --> 00:05:30.000]  或者自願地知所進退
[00:05:30.000 --> 00:05:32.000]  我們要相信
[00:05:32.000 --> 00:05:35.000]  神仍然掌管我們生命的路
[00:05:35.500 --> 00:05:38.000]  神仍然帶領著我們生命的路
[00:05:38.000 --> 00:05:41.000]  就算進 就算退
[00:05:41.000 --> 00:05:43.000]  就算前 就算後
[00:05:43.000 --> 00:05:45.000]  就算上 就算落
[00:05:45.000 --> 00:05:48.000]  就算左 就算右
[00:05:48.000 --> 00:05:52.000]  上帝仍然掌管我們的生命
[00:05:52.000 --> 00:05:56.000]  仍然給我們走每個人獨特要走的路
[00:05:56.000 --> 00:05:58.000]  有祂的帶領
[00:05:58.000 --> 00:06:02.000]  「讓福音」被稱為第四福音
[00:06:02.000 --> 00:06:05.000]  因為相對於其他三個方書
[00:06:05.500 --> 00:06:08.000]  符類的方書或者對觀方書
[00:06:08.000 --> 00:06:12.000]  所記載的是有些很不同的獨家材料
[00:06:12.000 --> 00:06:16.000]  三個對觀方書記載了耶穌
[00:06:16.000 --> 00:06:19.000]  差遣門徒出去傳道 醫治趕鬼
[00:06:19.000 --> 00:06:20.000]  很多事跡
[00:06:20.000 --> 00:06:23.000]  在三個方書當中的馬太福音
[00:06:23.000 --> 00:06:26.500]  大家記得 馬太福音是寫給
[00:06:26.500 --> 00:06:30.000]  猶太裔而後來信耶穌基督徒
[00:06:30.000 --> 00:06:33.000]  特別所讀的一卷方書
[00:06:33.500 --> 00:06:36.000]  很強烈的猶太人背景
[00:06:36.000 --> 00:06:39.000]  曾經有個記載是這樣的
[00:06:39.000 --> 00:06:42.000]  就是清楚地說明耶穌的吩咐
[00:06:42.000 --> 00:06:46.000]  這是馬太筆下說明耶穌的吩咐
[00:06:46.000 --> 00:06:48.000]  「外邦人的路你們不要走
[00:06:48.000 --> 00:06:51.000]  撒瑪利亞人的城你們不要進」
[00:06:51.000 --> 00:06:56.000]  可見歷史遺留下來這兩個地區的人
[00:06:56.000 --> 00:06:59.000]  這兩個民族的人 這兩個文化的人
[00:06:59.000 --> 00:07:03.000]  的敵意是多麼清晰 多麼強烈
[00:07:03.500 --> 00:07:07.000]  而路加有一個獨家的材料
[00:07:07.000 --> 00:07:10.000]  在九章第五十一到五十六節
[00:07:10.000 --> 00:07:13.000]  曾經有個案例 路加是這樣記載
[00:07:13.000 --> 00:07:17.000]  因為耶穌準備進撒瑪利亞的時候
[00:07:17.000 --> 00:07:21.000]  那個村裡的人不接待他們
[00:07:21.000 --> 00:07:24.000]  那些門徒憤怒到一個階段
[00:07:24.000 --> 00:07:28.000]  要求 或者說吩咐
[00:07:28.000 --> 00:07:30.000]  或者說命令耶穌
[00:07:30.000 --> 00:07:32.000]  你用火滅了他們
[00:07:32.500 --> 00:07:35.000]  這是路加的一個記載
[00:07:35.000 --> 00:07:42.000]  可見這兩個地方真的好難搞
[00:07:42.000 --> 00:07:45.000]  但是這次耶穌破格
[00:07:45.000 --> 00:07:51.000]  這次耶穌跳開了很多文化上的框架
[00:07:51.000 --> 00:07:54.000]  耶穌不單止自己要走進撒瑪利亞
[00:07:54.000 --> 00:07:58.000]  他還帶同當時一班門徒 一班學生
[00:07:58.500 --> 00:08:04.000]  一起跨界地走進撒瑪利亞這個禁地
[00:08:04.000 --> 00:08:08.000]  為甚麼 有沒有想過為甚麼
[00:08:08.000 --> 00:08:11.000]  為甚麼耶穌要這樣帶領他的學生
[00:08:11.000 --> 00:08:13.000]  闖進這個禁地
[00:08:13.000 --> 00:08:16.000]  離開自己本來業績頗好的
[00:08:16.000 --> 00:08:19.000]  發展得頗好的 佈道士公的一個主場
[00:08:19.000 --> 00:08:25.000]  要去到一個禁文化上危險的地方
[00:08:25.500 --> 00:08:29.000]  聖經的字面說必須
[00:08:29.000 --> 00:08:32.000]  必須要經過這個禁地
[00:08:32.000 --> 00:08:34.000]  當然我們看地圖我們知道
[00:08:34.000 --> 00:08:36.000]  如果他要北上加利利的時候
[00:08:36.000 --> 00:08:38.000]  自然就要跨過撒瑪利亞
[00:08:38.000 --> 00:08:41.000]  除非他繞很大的圈上去加利利亞
[00:08:41.000 --> 00:08:44.000]  除了地理上一個方便之外
[00:08:44.000 --> 00:08:46.000]  耶穌要我們學些甚麼
[00:08:46.000 --> 00:08:52.000]  不單止地理上較為短促 較為順路
[00:08:52.000 --> 00:08:54.000]  他更加做了一件事
[00:08:54.500 --> 00:08:58.000]  那件事是突破了當時信仰的傳統規範
[00:08:58.000 --> 00:09:06.000]  和習慣和文化的所謂常規 規範
[00:09:06.000 --> 00:09:11.000]  如果我們說撒瑪利亞是一個文化上的禁地
[00:09:11.000 --> 00:09:15.000]  有趣的地方就是當地有一個井
[00:09:15.000 --> 00:09:18.000]  是雅閣留給後代的
[00:09:18.000 --> 00:09:23.000]  而那個井的名字就叫做雅閣井
[00:09:23.500 --> 00:09:28.000]  耶穌就選擇了在這個雅閣井落腳
[00:09:28.000 --> 00:09:30.000]  不知為何有大樹遮蔭
[00:09:30.000 --> 00:09:32.000]  因為有蓋遮頭
[00:09:32.000 --> 00:09:35.000]  或是那裡舒服 有休息的場地
[00:09:35.000 --> 00:09:39.000]  總之就在雅閣井落腳
[00:09:39.000 --> 00:09:41.000]  有甚麼意義呢
[00:09:41.000 --> 00:09:45.000]  這個婦人的籍貫是屬於撒瑪利亞籍的
[00:09:45.000 --> 00:09:49.000]  但她竟然出來是打雅閣井的水
[00:09:50.500 --> 00:09:54.000]  這就是歷史裡造成的一種
[00:09:54.000 --> 00:09:59.000]  既是矛盾 但又是現實的一種處境
[00:09:59.000 --> 00:10:04.000]  耶穌是人
[00:10:04.000 --> 00:10:08.000]  在地上 耶穌是一個完全的人
[00:10:08.000 --> 00:10:10.000]  祂當然是完全的神
[00:10:10.000 --> 00:10:12.000]  但在地上 在世的時候
[00:10:12.000 --> 00:10:14.000]  祂是一個完全的人
[00:10:14.000 --> 00:10:17.000]  所以祂也會累 也會口渴
[00:10:17.500 --> 00:10:21.000]  祂也需要喝水 也需要休息
[00:10:21.000 --> 00:10:24.000]  請告訴我們 祂因走路困乏
[00:10:24.000 --> 00:10:27.000]  耶穌因為走路也會困乏
[00:10:27.000 --> 00:10:29.000]  所以就需要休息
[00:10:29.000 --> 00:10:31.000]  當時是午靜
[00:10:31.000 --> 00:10:35.000]  應該也有些曬 也有些累
[00:10:35.000 --> 00:10:37.000]  我想甚麼叫熱甚麼叫曬
[00:10:37.000 --> 00:10:39.000]  大家不需要我再大解釋
[00:10:39.000 --> 00:10:45.000]  我們早幾天都在室外工作的朋友辛苦
[00:10:45.500 --> 00:10:48.000]  在這樣的環境之下
[00:10:48.000 --> 00:10:54.000]  究竟是耶穌和這個女人早就約定在那裡約會
[00:10:54.000 --> 00:10:58.000]  相遇 體證
[00:10:58.000 --> 00:11:03.000]  一個section 還是偶遇
[00:11:03.000 --> 00:11:08.000]  上帝感動祂要離開猶太
[00:11:08.000 --> 00:11:10.000]  主場上加利利
[00:11:10.000 --> 00:11:12.000]  必須要經過撒馬尼亞
[00:11:12.500 --> 00:11:16.000]  祂走得累 去到井旁邊休息
[00:11:16.000 --> 00:11:20.000]  就遇上一個出來打水的女人
[00:11:20.000 --> 00:11:25.000]  這樣的相遇是神奇地精算過
[00:11:25.000 --> 00:11:28.000]  然後出現一個這樣的約會
[00:11:28.000 --> 00:11:33.000]  還是是一個發生了的事
[00:11:33.000 --> 00:11:37.000]  出現就出現 偶遇就偶遇
[00:11:37.000 --> 00:11:39.000]  問題不在於怎樣出現這個偶遇
[00:11:39.000 --> 00:11:42.000]  而是在於耶穌怎樣回應
[00:11:42.500 --> 00:11:47.000]  祂就是在那個地方遇到一個這樣的女士
[00:11:47.000 --> 00:11:53.000]  人生的路 很多時候我們都要離開安書區
[00:11:53.000 --> 00:11:55.000]  當我們離開安書區的時候
[00:11:55.000 --> 00:11:59.000]  有很多不明朗的因素
[00:11:59.000 --> 00:12:03.000]  如果有一天我們是必要離開安書區
[00:12:03.000 --> 00:12:07.000]  或者有一天我們選擇要離開安書區
[00:12:07.000 --> 00:12:10.000]  當然有些人會選擇自怨自艾
[00:12:10.500 --> 00:12:14.000]  憤世疾俗 很多哩咕咕
[00:12:14.000 --> 00:12:17.000]  很多不開心 很多埋怨
[00:12:17.000 --> 00:12:20.000]  很多怨憤 很多苦讀
[00:12:20.000 --> 00:12:23.000]  很多不情願 不甘心
[00:12:23.000 --> 00:12:25.000]  很多奏助
[00:12:25.000 --> 00:12:29.000]  心底裏面可能有很多粗口
[00:12:29.000 --> 00:12:33.000]  但亦都可能可以這樣選擇
[00:12:33.000 --> 00:12:36.000]  信得過上帝 信得過神
[00:12:36.000 --> 00:12:38.000]  信服在祂的大令裏面
[00:12:38.500 --> 00:12:41.000]  祂給我們遇到什麼 就遇到什麼
[00:12:41.000 --> 00:12:42.000]  遇到什麼人就什麼人
[00:12:42.000 --> 00:12:43.000]  什麼事就什麼事
[00:12:43.000 --> 00:12:45.000]  什麼機遇就什麼機遇
[00:12:45.000 --> 00:12:47.000]  要看我們的心態
[00:12:47.000 --> 00:12:52.000]  現在我們很多人喜歡出外旅遊 自駕遊
[00:12:52.000 --> 00:12:54.000]  大部分去到一個陌生的地方
[00:12:54.000 --> 00:12:57.000]  你現在靠的都不是硬盤的地圖
[00:12:57.000 --> 00:13:01.000]  多數都是電子版的所謂Google Map
[00:13:01.000 --> 00:13:03.000]  所以如果你不熟路的人
[00:13:03.000 --> 00:13:06.000]  或者你平時負責開車的人
[00:13:06.500 --> 00:13:08.500]  一般來說 你的任務是什麼
[00:13:08.500 --> 00:13:10.000]  就是看著Google Map
[00:13:10.000 --> 00:13:12.000]  跟著看著路
[00:13:12.000 --> 00:13:14.500]  確保你要去的目的地 熄路去
[00:13:14.500 --> 00:13:16.000]  安全到達就可以了
[00:13:16.000 --> 00:13:18.500]  所以凡是你在陌生地方開車
[00:13:18.500 --> 00:13:21.000]  基本上你是沒有空間
[00:13:21.000 --> 00:13:26.000]  休閒的心情去欣賞一下身邊發生的事
[00:13:26.000 --> 00:13:29.000]  你只要開著車 平安到達就可以了
[00:13:29.000 --> 00:13:32.500]  哪些人有這樣的空閒時間
[00:13:32.500 --> 00:13:36.000]  休閒的心靈去欣賞呢
[00:13:36.500 --> 00:13:39.000]  就是在車上 坐在車上的人
[00:13:39.000 --> 00:13:42.000]  然後信任一個司機很安全地開著車
[00:13:42.000 --> 00:13:47.000]  他就可以看著看著 甚至睡著 又看著
[00:13:47.000 --> 00:13:50.000]  哎呀 多漂亮 多好 多有趣
[00:13:50.000 --> 00:13:54.000]  丁子梅
[00:13:54.000 --> 00:13:57.000]  當我們離開安書區的時候
[00:13:57.000 --> 00:14:00.000]  當我們必要離開安書區的時候
[00:14:00.000 --> 00:14:03.000]  當我們選擇要離開安書區的時候
[00:14:03.000 --> 00:14:05.000]  誰在開車
[00:14:07.500 --> 00:14:10.000]  如果是你自己開著車的時候
[00:14:10.000 --> 00:14:12.000]  我想你不會有空去欣賞
[00:14:12.000 --> 00:14:14.000]  去留意身邊發生任何事
[00:14:14.000 --> 00:14:17.000]  你只是望於不停地確保安全
[00:14:17.000 --> 00:14:19.000]  一切在我掌握當中
[00:14:19.000 --> 00:14:21.000]  踏油踏煞車 入波
[00:14:21.000 --> 00:14:28.000]  但是如果我們是讓耶穌開車的話
[00:14:28.000 --> 00:14:33.000]  你才有這樣的條件
[00:14:33.000 --> 00:14:36.000]  去欣賞你身邊發生的事
[00:14:37.500 --> 00:14:40.000]  去欣賞你相遇的人
[00:14:40.000 --> 00:14:45.000]  去想想究竟環境是如何
[00:14:45.000 --> 00:14:49.000]  還要你相信耶穌開車是安全的
[00:14:49.000 --> 00:14:53.000]  這段聖經告訴我們
[00:14:53.000 --> 00:14:55.000]  第一步我們要做的就是
[00:14:55.000 --> 00:14:58.000]  當我們走出安書區的時候
[00:14:58.000 --> 00:15:02.000]  順服走出去
[00:15:02.000 --> 00:15:06.000]  用神的眼光去讓你看到你遇到什麼人
[00:15:06.500 --> 00:15:11.000]  用神的心意去回應你遇到要發生的事
[00:15:11.000 --> 00:15:17.000]  就在這個井旁遇到一件奇事
[00:15:17.000 --> 00:15:19.000]  不尋常的事
[00:15:19.000 --> 00:15:21.000]  遇到一個不尋常的女人
[00:15:21.000 --> 00:15:24.000]  在不尋常的時間出來獨自打水
[00:15:24.000 --> 00:15:30.000]  在第七節到第十八節是第二部分
[00:15:30.000 --> 00:15:35.000]  除了我們願意走出自己安書地帶之外
[00:15:35.500 --> 00:15:40.000]  我們還要學習用神的心意
[00:15:40.000 --> 00:15:42.000]  去回應我們所遇見的事情
[00:15:42.000 --> 00:15:46.000]  其中一樣包括願意走進別人的心靈深處
[00:15:46.000 --> 00:15:48.000]  無論上帝讓我們遇到誰
[00:15:48.000 --> 00:15:50.500]  無論在環境裡
[00:15:50.500 --> 00:15:52.000]  在新的處境裡
[00:15:52.000 --> 00:15:56.000]  在很多限制 很多挑戰的環境裡
[00:15:56.000 --> 00:15:58.000]  我們遇到什麼人
[00:15:58.000 --> 00:16:00.000]  這裡遇到一個女人
[00:16:00.000 --> 00:16:03.000]  要進入別人的心靈深處
[00:16:03.000 --> 00:16:05.000]  我們要放下一些東西
[00:16:05.500 --> 00:16:07.000]  放下我們的標籤 放下我們的偏見
[00:16:07.000 --> 00:16:10.000]  放下我們的文化 放下我們的身份差距
[00:16:10.000 --> 00:16:13.000]  我們才可以跟那些價值觀念跟我們不同
[00:16:13.000 --> 00:16:17.000]  很多東西跟我們不同的人建立對話的平台
[00:16:17.000 --> 00:16:22.000]  如果我們要學習去接觸跟我們不同的人
[00:16:22.000 --> 00:16:28.000]  我們就必須要放下偏見 標籤 文化 身份的差異
[00:16:28.000 --> 00:16:33.000]  以致我們可以跟對方建立一個對話的平台
[00:16:33.500 --> 00:16:35.500]  接下來有三個回合的對話
[00:16:35.500 --> 00:16:38.000]  跟大家一起思想
[00:16:38.000 --> 00:16:44.000]  第一個回合是由第七節到第九節
[00:16:44.000 --> 00:16:46.000]  一同讀
[00:16:46.000 --> 00:16:49.000]  有一個撒瑪利亞的婦人來打水
[00:16:49.000 --> 00:16:52.000]  耶穌對她說 請你給我水喝
[00:16:52.000 --> 00:16:56.000]  那時候門徒進城買食物去了
[00:16:56.000 --> 00:16:58.000]  撒瑪利亞的婦人對她說
[00:16:58.000 --> 00:17:00.000]  你既是猶太人
[00:17:00.500 --> 00:17:04.000]  你怎麼向我一個撒瑪利亞的婦人要水喝呢
[00:17:04.000 --> 00:17:08.000]  原來猶太人和撒瑪利亞人沒有來往
[00:17:08.000 --> 00:17:11.000]  這沒有打水的工具
[00:17:11.000 --> 00:17:13.000]  門徒亦不在身旁
[00:17:13.000 --> 00:17:19.000]  只有耶穌的一個男人對著一個陌生的女人
[00:17:19.000 --> 00:17:24.000]  午正的時候在她的頸旁邊聊天
[00:17:24.000 --> 00:17:27.000]  耶穌很有禮貌地問她拿水
[00:17:27.000 --> 00:17:30.000]  因為耶穌走路困乏
[00:17:30.500 --> 00:17:32.000]  所以她需要喝水
[00:17:32.000 --> 00:17:34.000]  今天如果在街上
[00:17:34.000 --> 00:17:36.000]  在地鐵 公園 球場
[00:17:36.000 --> 00:17:38.000]  沒有人拿水喝
[00:17:38.000 --> 00:17:40.000]  有點奇怪
[00:17:40.000 --> 00:17:42.000]  因為這不是我們現在的文化習慣
[00:17:42.000 --> 00:17:44.500]  但在當時的處境
[00:17:44.500 --> 00:17:46.000]  在這種情況下
[00:17:46.000 --> 00:17:49.000]  問一個陌生的女士拿水喝
[00:17:49.000 --> 00:17:51.000]  在文化上是可以的
[00:17:51.000 --> 00:17:53.000]  特別是在近東
[00:17:53.000 --> 00:17:56.000]  助人文化的接待當中是可以的
[00:17:56.500 --> 00:18:02.000]  甚至同一個杯子也可以
[00:18:02.000 --> 00:18:04.000]  可以共享一杯
[00:18:04.000 --> 00:18:05.000]  共享一杯茶
[00:18:05.000 --> 00:18:08.000]  共享一杯水
[00:18:08.000 --> 00:18:12.000]  不過這個人不可以
[00:18:12.000 --> 00:18:16.000]  因為這個婦人怎樣評價
[00:18:16.000 --> 00:18:19.000]  一看你是猶太人
[00:18:19.000 --> 00:18:21.000]  耶穌沒有拿出身分證
[00:18:21.000 --> 00:18:22.000]  不過可能耶穌的口音
[00:18:22.000 --> 00:18:23.000]  耶穌的裝扮
[00:18:23.000 --> 00:18:25.000]  耶穌的外觀
[00:18:25.500 --> 00:18:28.000]  她一看就知道是猶太人
[00:18:28.000 --> 00:18:31.000]  也很厲害
[00:18:31.000 --> 00:18:36.000]  而且沒有帶自己喝水的器皿
[00:18:36.000 --> 00:18:39.000]  這個習慣可能我們今天很難理解
[00:18:39.000 --> 00:18:42.000]  隨身要帶來喝水器嗎
[00:18:42.000 --> 00:18:44.000]  借水喝嗎
[00:18:44.000 --> 00:18:46.000]  不帶就不帶
[00:18:46.000 --> 00:18:48.000]  給我一杯水喝
[00:18:48.000 --> 00:18:51.000]  給我一杯水喝
[00:18:51.000 --> 00:18:53.000]  但這個婦人的回應
[00:18:53.500 --> 00:18:56.000]  不是字面那麼簡單
[00:18:56.000 --> 00:18:58.000]  這個婦人在我們看到的版本裡面
[00:18:58.000 --> 00:19:00.000]  是沒有來往的
[00:19:00.000 --> 00:19:02.000]  這個原文的意思是
[00:19:02.000 --> 00:19:06.000]  我們不會共用器皿
[00:19:06.000 --> 00:19:09.000]  你不要想和我共享一杯茶
[00:19:09.000 --> 00:19:12.000]  共享一杯水
[00:19:12.000 --> 00:19:14.000]  不可以
[00:19:14.000 --> 00:19:15.000]  不可能
[00:19:15.000 --> 00:19:17.000]  我不會
[00:19:17.000 --> 00:19:20.000]  我不會給
[00:19:20.500 --> 00:19:24.000]  這個回應是有些張力的
[00:19:24.000 --> 00:19:26.000]  這個回應是有些挑戰的
[00:19:26.000 --> 00:19:30.000]  這個回應是有些硬度的
[00:19:30.000 --> 00:19:32.000]  有些刮的
[00:19:32.000 --> 00:19:35.000]  有些敵意的
[00:19:35.000 --> 00:19:39.000]  原來猶太人和撒瑪麗人之間的文化禁忌
[00:19:39.000 --> 00:19:41.000]  可以帶到這樣的地步
[00:19:41.000 --> 00:19:46.000]  本來一個是很正常自然的助人文化
[00:19:46.000 --> 00:19:48.000]  就是基於你是誰
[00:19:48.000 --> 00:19:50.000]  我是誰
[00:19:50.500 --> 00:19:53.000]  但不可以
[00:19:53.000 --> 00:19:58.000]  這是他們第一個回合的對話
[00:19:58.000 --> 00:20:02.000]  給我脾氣那麼差的人
[00:20:02.000 --> 00:20:05.000]  拿杯水而已
[00:20:05.000 --> 00:20:08.000]  用不著這麼什麼
[00:20:08.000 --> 00:20:11.000]  不給就不給
[00:20:11.000 --> 00:20:15.000]  用不著禁什麼
[00:20:15.000 --> 00:20:18.000]  我們這些EQ低的人
[00:20:18.500 --> 00:20:21.000]  一定會被人按到按鈕
[00:20:21.000 --> 00:20:23.000]  火都來了
[00:20:23.000 --> 00:20:26.000]  正如門桌一樣燒了
[00:20:26.000 --> 00:20:29.000]  耶穌不是這樣
[00:20:29.000 --> 00:20:31.000]  我們看第二個回合
[00:20:31.000 --> 00:20:34.000]  第十節到第十五節
[00:20:34.000 --> 00:20:36.000]  一同讀
[00:20:36.000 --> 00:20:38.000]  耶穌回答說
[00:20:38.000 --> 00:20:41.000]  你若知道神的恩賜和對你說
[00:20:41.000 --> 00:20:43.000]  給我水喝的是誰
[00:20:43.000 --> 00:20:45.000]  你必祖求他
[00:20:45.000 --> 00:20:47.000]  他也必祖給了你活水
[00:20:47.500 --> 00:20:49.000]  夫人說先生
[00:20:49.000 --> 00:20:51.000]  沒有打水的器具井又深
[00:20:51.000 --> 00:20:53.000]  你從哪裡得活水呢
[00:20:53.000 --> 00:20:57.000]  我們的祖宗阿閣將這井留給我們
[00:20:57.000 --> 00:21:01.000]  他自己禍而止並生畜也都喝這井裡的水
[00:21:01.000 --> 00:21:04.000]  難道你比他還大嗎
[00:21:04.000 --> 00:21:06.000]  耶穌回答說
[00:21:06.000 --> 00:21:08.000]  凡喝這水的還要再喝
[00:21:08.000 --> 00:21:12.000]  人若喝我所賜的水就永遠不渴
[00:21:12.000 --> 00:21:14.000]  我所賜的水要在他裡頭
[00:21:14.500 --> 00:21:18.000]  成為泉源直湧到永生
[00:21:18.000 --> 00:21:19.000]  夫人說先生
[00:21:19.000 --> 00:21:21.000]  請把這水賜給我
[00:21:21.000 --> 00:21:22.000]  叫我不渴
[00:21:22.000 --> 00:21:25.000]  也不用來這麼遠打水
[00:21:25.000 --> 00:21:27.000]  這是第二個回合的對話
[00:21:27.000 --> 00:21:29.000]  剛才夫人的回應
[00:21:29.000 --> 00:21:35.000]  我說過有敵意有張力有挑釁性有骨
[00:21:35.000 --> 00:21:40.000]  有一種拒人於千里之外的氣勢
