
[00:00:00.000 --> 00:00:02.000]  今天在猜拳月講道
[00:01:58.000 --> 00:02:08.960]  「他本有神的形象,不以自己與神同等為強奪的」
[00:02:08.960 --> 00:02:23.760]  「既有人的樣子,就自己卑微,全心馴服,以至於死,且死在十字架上」
[00:02:23.760 --> 00:02:36.480]  「叫一切在天上的,地上的,和地底下的,因耶穌的名,無不屈膝」
[00:02:36.480 --> 00:02:51.440]  「我現在打發他親自回里那去,他是我心上的人」
[00:02:51.440 --> 00:02:54.480]  這幾段是保羅的監獄書信
[00:02:54.480 --> 00:02:58.640]  以及保羅在所謂監獄書信寫的文字
[00:02:58.640 --> 00:03:01.440]  都是他晚年裏面一個很大的負擔
[00:03:01.440 --> 00:03:05.520]  就是怎樣堅固栽培神的僕人
[00:03:05.520 --> 00:03:08.400]  讓他們都有耶穌基督的心腸
[00:03:08.400 --> 00:03:11.840]  所以對於宣教角度來說,傳福音角度來說
[00:03:11.840 --> 00:03:18.080]  保羅一個核心的使命和方向就是不斷栽培有基督心腸的僕人
[00:03:18.080 --> 00:03:22.800]  當他稱呼提摩提時,他稱呼我兒
[00:03:22.800 --> 00:03:24.800]  一個很親暱的稱呼
[00:03:24.800 --> 00:03:28.320]  很重視他提拔的一個目者
[00:03:28.320 --> 00:03:32.080]  很想用各方面去鞏固他,幫助他
[00:03:32.080 --> 00:03:35.360]  在一個充滿艱難危難的環境裏
[00:03:35.360 --> 00:03:37.360]  承擔重任
[00:03:37.360 --> 00:03:40.560]  我曾經看過一本書叫「跟耶穌學報道」
[00:03:40.560 --> 00:03:43.680]  我喜歡一句說話就是「人就是方法」
[00:03:43.680 --> 00:03:48.240]  其實不同教會不同處境,很多事都會不同
[00:03:48.240 --> 00:03:54.960]  舉例在城鎮,目者的衣著多數是穿白色的外套
[00:03:54.960 --> 00:03:58.400]  我去堅鎮廣道,他是穿銀色外套
[00:03:58.400 --> 00:04:01.360]  有些教會是沒有穿外套的,沒有穿特別顏色
[00:04:01.360 --> 00:04:02.640]  其實這些不是很絕對的
[00:04:02.640 --> 00:04:04.880]  教會的環境又不是絕對的
[00:04:04.880 --> 00:04:08.560]  甚至教會怎樣組成這個牧養的系統
[00:04:08.560 --> 00:04:10.560]  用成長班,用團體小組
[00:04:10.560 --> 00:04:12.560]  都有很多不同的可能性
[00:04:12.560 --> 00:04:16.000]  其實最關鍵就是不同崗位參與的人
[00:04:16.000 --> 00:04:19.040]  是不是一個有耶穌基督心腸的人
[00:04:19.040 --> 00:04:22.320]  有時我們不用太執著一些外在的事
[00:04:22.320 --> 00:04:25.280]  關鍵就是我們進入不同的系統,不同的方法
[00:04:25.280 --> 00:04:29.680]  究竟我們的帶領人,我們參與的侍奉的義工
[00:04:29.680 --> 00:04:33.760]  我們的目者,是不是一個很有耶穌基督心腸的人
[00:04:33.760 --> 00:04:38.560]  記得有一個宗派邀請我參與一個按摩
[00:04:38.560 --> 00:04:40.560]  這個按摩也是我們一個校友
[00:04:40.560 --> 00:04:45.440]  按摩的時候,他們的宗派喜歡每人穿一些牧師袍
[00:04:45.440 --> 00:04:48.080]  浸會習慣不穿牧師袍
[00:04:48.080 --> 00:04:51.120]  我說我們可以不穿牧師袍行不行
[00:04:51.120 --> 00:04:52.480]  他說不好,創學師
[00:04:52.480 --> 00:04:54.960]  每個人都穿牧師袍,你不穿不是很尷尬
[00:04:54.960 --> 00:04:58.720]  不如這樣,你是拿博士的,不如你穿博士袍
[00:04:58.720 --> 00:05:00.240]  差不多了
[00:05:00.240 --> 00:05:04.080]  去按摩禮服就穿博士袍,因為他們要就算了
[00:05:04.080 --> 00:05:06.880]  按摩完,那些人就問
[00:05:06.880 --> 00:05:10.800]  創牧師為什麼袍跟其他袍不同呢?有什麼特別呢?
[00:05:10.800 --> 00:05:14.160]  其實這些袍都不是很重要
[00:05:14.160 --> 00:05:17.280]  耶穌基督都沒有穿牧師袍,也沒有穿博士袍
[00:05:17.280 --> 00:05:19.040]  這些不是很重要的事情
[00:05:19.040 --> 00:05:22.480]  但是保羅其中一個晚年很掛心的是什麼呢?
[00:05:22.480 --> 00:05:25.840]  就是教會有沒有不斷栽培和鞏固工人
[00:05:25.840 --> 00:05:27.840]  特別是下一代工人
[00:05:27.840 --> 00:05:30.160]  有沒有愛惜下一代工人
[00:05:30.160 --> 00:05:32.560]  堅固下一代工人
[00:05:32.560 --> 00:05:36.800]  如果在家裡,如果家族沒有下一代
[00:05:36.800 --> 00:05:40.080]  那家族有什麼特色呢?
[00:05:40.080 --> 00:05:45.200]  他是斷後的,他沒有發展空間
[00:05:45.200 --> 00:05:49.840]  一個教會,一個機構,如果沒有重視下一代的話
[00:05:49.840 --> 00:05:53.680]  他都等於斷後一樣,很嚴重的問題
[00:05:53.680 --> 00:06:00.720]  我們怎樣很努力,很積極,有準備的,不斷的去栽培下一代
[00:06:00.720 --> 00:06:03.120]  這是教會的重中之重
[00:06:03.120 --> 00:06:08.720]  所以在牧會裡面,我經常提醒領袖,無論是牧者,執事,信徒
[00:06:08.720 --> 00:06:11.840]  其實不要單單看侍工
[00:06:11.840 --> 00:06:14.480]  應該看人名,看人物
[00:06:14.480 --> 00:06:17.680]  如果教會裡面有很多侍工,但是沒有人興起
[00:06:17.680 --> 00:06:22.160]  發揮永遠是前輩的站台
[00:06:22.160 --> 00:06:26.640]  永遠都沒有下一代參與磨練,也沒有機會讓他上位
[00:06:26.640 --> 00:06:31.360]  這個教會不是一個神所喜悅的教會,而不是一個發展種的教會
[00:06:31.360 --> 00:06:37.200]  讓很多崗位有更多年輕的下一代能夠被建立,被興起
[00:06:37.200 --> 00:06:38.960]  是可以更好的
[00:06:38.960 --> 00:06:41.280]  有些教會,按木比較快一點
[00:06:41.280 --> 00:06:45.600]  有些比較大的教會,有些去教會侍奉四五年就按木
[00:06:45.600 --> 00:06:48.800]  成就都可能一個題目就要思考
[00:06:48.800 --> 00:06:53.200]  不斷興起更多的領袖出來,在不同崗位被服侍
[00:06:53.200 --> 00:06:57.120]  才是教會發展的一個很重要的關鍵
[00:06:57.120 --> 00:07:01.200]  我以前很喜歡看歷史,有時也會看歷史劇
[00:07:01.200 --> 00:07:05.200]  歷史裡面講到一些好的皇帝,很多都有這個特質
[00:07:05.200 --> 00:07:10.000]  有些好的皇帝喜歡將整個那些做縣長
[00:07:10.000 --> 00:07:13.360]  用現在的字眼做省長,什麼崗位人
[00:07:13.360 --> 00:07:19.520]  就列了名單在他的辦公室裡面,就是他做事的地方
[00:07:19.520 --> 00:07:23.120]  然後就看這些名單,這個做得好的就升他職
[00:07:23.120 --> 00:07:25.200]  做得不好就搖他冬菇
[00:07:25.200 --> 00:07:30.960]  因為古代說,一個不好的縣長,就為禍一片
[00:07:30.960 --> 00:07:35.280]  其實每一個崗位裡面,那個人做得好不好
[00:07:35.280 --> 00:07:39.520]  有沒有敬虔,有沒有良善,有沒有合適的恩慈
[00:07:39.520 --> 00:07:42.400]  是一個很重中之重的判斷
[00:07:42.400 --> 00:07:47.520]  在保羅這裡,其實他很關心興起提摩台
[00:07:47.520 --> 00:07:53.440]  在第一節就說,要提摩台靠耶穌的恩典,剛強起來
[00:07:53.440 --> 00:07:56.160]  剛強這個字其實什麼環境都有
[00:07:56.160 --> 00:07:58.960]  我們剛剛年幼,突然要我負責一個崗位
[00:07:58.960 --> 00:08:01.120]  我們都很害怕,要剛強起來
[00:08:01.120 --> 00:08:05.040]  但回到保羅的時代,寫提摩台後書的時候
[00:08:05.040 --> 00:08:07.200]  是保羅準備殉道的時候
[00:08:07.200 --> 00:08:09.360]  是教會面對逼迫的時候
[00:08:09.360 --> 00:08:15.120]  後來沒多久,就是彼得和保羅這些重要使徒先後殉道的時候
[00:08:15.120 --> 00:08:18.880]  所以當保羅說,叫提摩台要剛強起來
[00:08:18.880 --> 00:08:21.200]  靠耶穌的恩典剛強起來
[00:08:21.200 --> 00:08:25.360]  就是提醒提摩台,無論風浪有多大
[00:08:25.360 --> 00:08:27.600]  你有沒有願意去承擔
[00:08:27.600 --> 00:08:32.720]  你願意去毀身,付出代價,甚至是殉道的代價
[00:08:32.720 --> 00:08:35.360]  在第二節,一個很重要的一節
[00:08:35.360 --> 00:08:37.440]  第二節,黑色紙在這裡
[00:08:37.440 --> 00:08:43.520]  「要教託那忠心能教導別人的人」
[00:08:43.520 --> 00:08:45.760]  我記得好幾年前
[00:08:45.760 --> 00:08:48.800]  教會的黃崇煥牧師在周三祈禱會
[00:08:48.800 --> 00:08:50.720]  茶飲會講過這一節經文
[00:08:50.720 --> 00:08:52.880]  他用的表達我也挺喜歡的
[00:08:52.880 --> 00:08:54.880]  叫「四代同堂」
[00:08:54.880 --> 00:09:01.760]  就是保羅去教導提摩台
[00:09:01.760 --> 00:09:05.920]  叫提摩台找一些人去教訓這班人
[00:09:05.920 --> 00:09:07.280]  教導這班人
[00:09:07.280 --> 00:09:08.800]  但這班人有什麼特質?
[00:09:08.800 --> 00:09:14.000]  這班人是願意去教導別人的人
[00:09:14.000 --> 00:09:20.720]  保羅提摩台找的人和這班人又有教導的人
[00:09:20.720 --> 00:09:22.960]  那有多少批?
[00:09:22.960 --> 00:09:24.560]  有四批
[00:09:24.560 --> 00:09:26.960]  我們在想人才富裡面
[00:09:26.960 --> 00:09:30.000]  有沒有想四批呢?四代呢?
[00:09:30.000 --> 00:09:32.960]  或者這代都停了,沒有了
[00:09:32.960 --> 00:09:34.320]  如果這代停了
[00:09:34.320 --> 00:09:38.080]  那在家座故事有沒有斷後的問題?
[00:09:38.080 --> 00:09:39.840]  斷代的問題
[00:09:39.840 --> 00:09:42.480]  教會有沒有這樣的思維
[00:09:42.480 --> 00:09:45.920]  有沒有準備很積極地去安排
[00:09:45.920 --> 00:09:49.920]  這是教會發展的重中之重的一個重要觀念
[00:09:49.920 --> 00:09:50.880]  第三節
[00:09:50.880 --> 00:09:54.000]  「你要和我同受苦難
[00:09:54.000 --> 00:09:56.800]  好仗基督耶穌的徵兵」
[00:09:56.800 --> 00:10:00.320]  徵兵這詞如果看希臘文的原文或英文的翻譯
[00:10:00.320 --> 00:10:03.200]  很簡單叫「a good soldier」
[00:10:03.200 --> 00:10:06.400]  「一個良善的士兵」
[00:10:06.400 --> 00:10:10.000]  我喜歡「good」這個詞
[00:10:10.000 --> 00:10:14.000]  想問歷代有沒有很壞的士兵
[00:10:14.000 --> 00:10:15.360]  做壞事
[00:10:15.360 --> 00:10:17.600]  甚至有些朝代的士兵
[00:10:17.600 --> 00:10:20.960]  奸淫擄掠都有,有沒有這些士兵?
[00:10:20.960 --> 00:10:22.400]  如果有些時代
[00:10:22.400 --> 00:10:25.680]  有些將軍,有些士兵又大隻
[00:10:25.680 --> 00:10:27.680]  有很多武器
[00:10:27.680 --> 00:10:31.200]  但是一個壞的將軍,壞的士兵
[00:10:31.200 --> 00:10:36.720]  請問對那個地區是美事還是惡事?
[00:10:36.720 --> 00:10:40.080]  特別是打德,那是好事還是壞事?
[00:10:40.080 --> 00:10:43.280]  是超好事還是超壞事?
[00:10:43.280 --> 00:10:45.040]  所以教會也是
[00:10:45.040 --> 00:10:46.800]  教會每個工人
[00:10:46.800 --> 00:10:48.240]  究竟一個關鍵
[00:10:48.240 --> 00:10:49.760]  除了恩賜方面
[00:10:49.760 --> 00:10:52.560]  最重要是否良善
[00:10:52.560 --> 00:10:56.080]  如果這個教會的僕人不是良善
[00:10:56.080 --> 00:10:58.880]  可能就是豺狼
[00:10:58.880 --> 00:11:00.400]  所以教會有一個很重要的觀念
[00:11:00.400 --> 00:11:03.760]  就是所有參與侍奉的弟子妹和僕人
[00:11:03.760 --> 00:11:06.160]  我們沒有良善的心
[00:11:06.160 --> 00:11:07.760]  本來很關注的就是
[00:11:07.760 --> 00:11:10.960]  精兵的「精」字更大是「良善」這個字
[00:11:10.960 --> 00:11:12.880]  我很喜歡用一個比喻
[00:11:12.880 --> 00:11:16.480]  「神」這個字英文叫「God」
[00:11:16.480 --> 00:11:20.240]  「良善」這個字英文叫「God」
[00:11:20.240 --> 00:11:22.800]  如果這個良善裡面缺乏「神」
[00:11:22.800 --> 00:11:25.520]  拿走了「God」就只有一個零
[00:11:25.520 --> 00:11:27.440]  如果一個群體的僕人
[00:11:27.440 --> 00:11:30.800]  不是有很深敬畏神的心
[00:11:30.800 --> 00:11:34.080]  很深去持守良善的心
[00:11:34.080 --> 00:11:36.400]  或者當他去參與帶領的時候
[00:11:36.400 --> 00:11:38.640]  只是贊成禍害
[00:11:38.640 --> 00:11:41.040]  不是贊成祝福
[00:11:41.040 --> 00:11:43.360]  保羅在這個提摩後書的處境
[00:11:43.360 --> 00:11:44.720]  是一個逼迫的時代
[00:11:44.720 --> 00:11:46.560]  是一個艱難的時代
[00:11:46.560 --> 00:11:48.560]  其實今天在世界不同地方
[00:11:48.560 --> 00:11:51.840]  有時教會處於一個艱難的時代
[00:11:51.840 --> 00:11:55.040]  在中國剛剛這個新的宗教條例之後
[00:11:55.040 --> 00:11:56.480]  很多的緊縮
[00:11:56.480 --> 00:11:57.920]  在新年之後
[00:11:57.920 --> 00:12:00.480]  河南教會受到衝擊
[00:12:00.480 --> 00:12:03.440]  中國政府這幾年對教會發展
[00:12:03.440 --> 00:12:04.800]  覺得教會太大
[00:12:04.800 --> 00:12:06.720]  怕教會一教獨大
[00:12:06.720 --> 00:12:10.080]  所以用各種方法去箝制教會的發展
[00:12:10.080 --> 00:12:13.440]  其中一個特色就是不想教會這麼多宣傳
[00:12:13.440 --> 00:12:15.520]  當時河南在洛陽的地方
[00:12:15.520 --> 00:12:16.640]  有些信徒
[00:12:16.640 --> 00:12:18.160]  他自己的公司也好
[00:12:18.160 --> 00:12:18.960]  家裡也好
[00:12:18.960 --> 00:12:21.600]  就喜歡掛一些基督徒的字眼
[00:12:21.600 --> 00:12:24.000]  其中有些掛著「二馬來利」
[00:12:24.000 --> 00:12:26.240]  中間有個十字架的扁
[00:12:26.240 --> 00:12:28.480]  政府不想宣傳這些說話
[00:12:28.480 --> 00:12:29.760]  就要打爛這個扁
[00:12:29.760 --> 00:12:32.160]  換了一些比較世俗的字眼
[00:12:32.160 --> 00:12:33.840]  在北京
[00:12:33.840 --> 00:12:36.720]  在四川
[00:12:36.720 --> 00:12:38.880]  也有些教會面對張力
[00:12:38.880 --> 00:12:42.080]  中國教會最近政府推出一個字眼叫
[00:12:42.080 --> 00:12:44.080]  「基督教中國化」
[00:12:44.080 --> 00:12:45.920]  這個字眼有很多含義
[00:12:45.920 --> 00:12:48.880]  但更深政府所關心的
[00:12:48.880 --> 00:12:57.600]  就是否宗教是受政府的掌管操控的問題
[00:12:57.600 --> 00:13:00.480]  所以其中一個宗教局的司長
[00:13:00.480 --> 00:13:02.000]  處長這樣說
[00:13:02.000 --> 00:13:03.440]  他說了一段話
[00:13:03.440 --> 00:13:05.760]  其中最核心的兩句紅色字
[00:13:05.760 --> 00:13:07.760]  一起讀這兩個紅色字
[00:13:07.760 --> 00:13:10.160]  「正主教從」
[00:13:10.160 --> 00:13:12.720]  「正主教父」
[00:13:12.720 --> 00:13:16.240]  他們就引用一句佛教的名句
[00:13:16.240 --> 00:13:21.600]  佛教的名句是「不依國主則法事難立」
[00:13:21.600 --> 00:13:24.880]  即是如果你不聽國家的主人的話
[00:13:24.880 --> 00:13:28.400]  你這個寺廟都可能被鎮壓
[00:13:28.400 --> 00:13:31.120]  他們說了一句話是有中國特色的
[00:13:31.120 --> 00:13:32.880]  紅色字一起讀
[00:13:32.880 --> 00:13:35.760]  「這種正主教從」
[00:13:35.760 --> 00:13:40.080]  「既會有政權對宗教的掌控」
[00:13:40.080 --> 00:13:44.000]  「也會有政權對宗教的照顧」
[00:13:44.000 --> 00:13:46.320]  即是你被政府掌控
[00:13:46.320 --> 00:13:48.320]  在政府的框架下
[00:13:48.320 --> 00:13:50.000]  就可以有得發展
[00:13:50.000 --> 00:13:52.320]  如果不是被政府掌控
[00:13:52.320 --> 00:13:53.440]  就沒得發展
[00:13:53.440 --> 00:13:55.680]  或者受到影響等等情況
[00:13:55.680 --> 00:13:58.800]  在香港習慣宗教自由的處境
[00:13:58.800 --> 00:14:01.520]  聽到這個掌控這個字都不太平安
[00:14:01.520 --> 00:14:04.800]  所以這幾年其實去中國的士工
[00:14:04.800 --> 00:14:07.520]  有時城鎮都很多年有中國士工
[00:14:07.520 --> 00:14:10.000]  中國士工其實都面對很多謹慎
[00:14:10.000 --> 00:14:10.960]  很多擔心
[00:14:10.960 --> 00:14:12.800]  很多不知怎樣發展的情況
[00:14:12.800 --> 00:14:14.800]  很多教會都面對這個題目
[00:14:14.800 --> 00:14:16.080]  但保羅為例
[00:14:16.080 --> 00:14:18.880]  保羅面對當時羅馬帝國的逼迫
[00:14:18.880 --> 00:14:21.520]  後來這個彼得·保羅的殉道時代
[00:14:21.520 --> 00:14:24.080]  但保羅除了關注外圍的關注
[00:14:24.080 --> 00:14:26.720]  其實更關注的就是這個良善
[00:14:26.720 --> 00:14:29.760]  究竟牧者有沒有良善
[00:14:29.760 --> 00:14:32.400]  信徒領袖有沒有良善
[00:14:32.400 --> 00:14:35.040]  如果牧者沒有良善問題更大
[00:14:35.040 --> 00:14:37.600]  所以最近西方都很留意一些新聞
[00:14:37.600 --> 00:14:39.600]  就是牧者跌倒
[00:14:39.600 --> 00:14:42.800]  美國一個很大的教會叫柳樹溪教會
[00:14:42.800 --> 00:14:45.280]  很出名的牧師叫海波斯
[00:14:45.280 --> 00:14:47.600]  最近因為有人控告他
[00:14:47.600 --> 00:14:51.520]  間中和姐妹有些不恰當的親近
[00:14:51.520 --> 00:14:53.840]  雖然未必非常嚴重
[00:14:53.840 --> 00:14:56.240]  但總之是不恰當的親近
[00:14:56.240 --> 00:14:59.200]  後來被控告之後他就下台了
[00:14:59.200 --> 00:15:02.400]  在美國一間很大的浸信會的哨院
[00:15:02.400 --> 00:15:08.960]  因為院長處理一些性問題的個案處理得不好
[00:15:08.960 --> 00:15:11.120]  其中有個學生被強暴
[00:15:11.120 --> 00:15:13.360]  他自己又想掩蓋了就算了
[00:15:13.360 --> 00:15:15.360]  後來就被人炒魷魚
[00:15:15.360 --> 00:15:17.760]  剛才提到香港最近這個週末
[00:15:17.760 --> 00:15:20.400]  有人關心一個跌倒的牧者
[00:15:20.400 --> 00:15:25.360]  所以當一個牧者變成壞的牧者的時候
[00:15:25.360 --> 00:15:28.720]  當一個領袖變成壞的領袖的時候
[00:15:28.720 --> 00:15:32.080]  可能對教會傷害是很深遠的
[00:15:32.080 --> 00:15:34.800]  所以究竟我們在牧羊的參事簿裡面
[00:15:34.800 --> 00:15:36.640]  我們要檢視自己的心
[00:15:36.640 --> 00:15:38.960]  我們是不是有一個良善敬畏的心
[00:15:38.960 --> 00:15:40.960]  還是我們有一個邪惡的心
[00:15:40.960 --> 00:15:42.320]  狹隘的心
[00:15:42.320 --> 00:15:43.440]  自私的心
[00:15:43.440 --> 00:15:44.800]  妒忌的心
[00:15:44.800 --> 00:15:46.320]  偏好的心
[00:15:46.320 --> 00:15:49.760]  這些都可能影響神家的工作
[00:15:49.760 --> 00:15:53.040]  所以保羅當他提醒提摩太太的時候
[00:15:53.040 --> 00:15:55.280]  他其實很想提醒一個觀念
[00:15:55.280 --> 00:15:57.120]  一個真正被神喜悅
[00:15:57.120 --> 00:15:58.400]  是世人所喜悅
[00:15:58.400 --> 00:16:00.640]  教會的弟兄姊妹所喜悅的僕人
[00:16:00.640 --> 00:16:04.400]  他的特質就是要忠潔得好
[00:16:04.400 --> 00:16:06.640]  有些人的侍奉很有趣
[00:16:06.640 --> 00:16:08.240]  他頭五年侍奉得好
[00:16:08.240 --> 00:16:10.480]  十年侍奉就亂來
[00:16:10.480 --> 00:16:11.520]  惡晒
[00:16:11.520 --> 00:16:12.240]  放撇
[00:16:12.240 --> 00:16:13.440]  或者做壞事
[00:16:13.440 --> 00:16:16.800]  請問假如一個人頭五年幫到一百個人
[00:16:16.800 --> 00:16:19.840]  然後後十年傷害一百人
[00:16:19.840 --> 00:16:23.680]  請問這個人是好僕人還是壞僕人?
[00:16:23.680 --> 00:16:27.280]  所以一個真正的好僕人是要怎樣?
[00:16:27.280 --> 00:16:30.880]  有頭和有尾
[00:16:30.880 --> 00:16:32.640]  這個才是真正的好僕人
[00:16:32.640 --> 00:16:35.200]  所以保羅在提醒提摩太太的時候
[00:16:35.200 --> 00:16:37.120]  要用自己的生命做見證
[00:16:37.120 --> 00:16:38.400]  他用第七節
[00:16:38.400 --> 00:16:39.920]  四章第七節和第八節
[00:16:39.920 --> 00:16:41.760]  一起讀這段出名的經文
[00:16:41.760 --> 00:16:45.440]  那美好的象我已經打過了
[00:16:45.440 --> 00:16:48.720]  當跑的路我已經跑盡了
[00:16:48.720 --> 00:16:51.840]  所信的道我已經守住了
[00:16:51.840 --> 00:16:56.320]  從此以後有公義的冠冕為我傳流
[00:16:56.320 --> 00:16:58.880]  就是按照公義審判的主
[00:16:58.880 --> 00:17:01.440]  到了那日要賜給我的
[00:17:01.440 --> 00:17:02.880]  不但賜給我
[00:17:02.880 --> 00:17:06.720]  也賜給凡喜愛慕他顯現的人
[00:17:06.720 --> 00:17:08.480]  這三個了是什麼了?
[00:17:08.480 --> 00:17:10.480]  打過了是什麼?
[00:17:10.480 --> 00:17:12.480]  跑盡了是什麼?
[00:17:12.480 --> 00:17:14.080]  守住了
[00:17:14.080 --> 00:17:17.280]  我記得曾經和一個大陸的同工
[00:17:17.280 --> 00:17:18.160]  是我學生
[00:17:18.160 --> 00:17:19.280]  談過這個題目
[00:17:19.280 --> 00:17:23.600]  他說他簡稱這個三了
[00:17:23.600 --> 00:17:27.840]  他說我們人生裡面有沒有三了的人生?
[00:17:27.840 --> 00:17:29.200]  不如問問他旁邊那個
[00:17:29.200 --> 00:17:31.040]  你有沒有三了的人生?
[00:17:31.040 --> 00:17:33.440]  還是林美香?
[00:17:33.440 --> 00:17:36.560]  如果一個教會一個群體林美香
[00:17:36.560 --> 00:17:37.840]  或者一個家族林美香
[00:17:37.840 --> 00:17:39.520]  都很慘
[00:17:39.520 --> 00:17:42.400]  還是我們有一個三了的人生?
[00:17:42.400 --> 00:17:44.080]  很多人讀這段經文的時候
[00:17:44.080 --> 00:17:47.440]  將注目定在保羅的見證
[00:17:47.440 --> 00:17:49.600]  保羅的中心
[00:17:49.600 --> 00:17:51.040]  我想保羅講這段說話
[00:17:51.040 --> 00:17:53.440]  當然有講到自己的經歷
[00:17:53.440 --> 00:17:56.480]  希望成為其他人的提醒
[00:17:56.480 --> 00:17:58.000]  但我覺得保羅講這段
[00:17:58.000 --> 00:18:00.080]  最關心的不是自己
[00:18:00.080 --> 00:18:02.080]  他最關心下一代
[00:18:02.080 --> 00:18:03.440]  我們看看間諸一行
[00:18:03.440 --> 00:18:04.080]  再讀一次
[00:18:04.080 --> 00:18:04.960]  下面那裡
[00:18:04.960 --> 00:18:10.960]  「不但賜給我也賜給凡愛無他顯然的人」
[00:18:10.960 --> 00:18:12.320]  他提醒說
[00:18:12.320 --> 00:18:14.720]  其實神用人不是只有我
[00:18:14.720 --> 00:18:16.000]  什麼人都可以
[00:18:16.000 --> 00:18:19.440]  只要你能夠一生終結得好
[00:18:19.440 --> 00:18:22.080]  一生有頭有尾
[00:18:22.080 --> 00:18:24.240]  不會林美香
[00:18:24.240 --> 00:18:26.480]  你都有耶穌基督的心腸
[00:18:26.480 --> 00:18:28.720]  你就是成為神喜悅的人
[00:18:28.720 --> 00:18:32.800]  神為你留下公義的冠冕
[00:18:32.800 --> 00:18:35.760]  所以保羅間接提醒提摩泰
[00:18:35.760 --> 00:18:37.440]  為歷代的僕人
[00:18:37.440 --> 00:18:39.120]  我們要走到底
[00:18:39.120 --> 00:18:40.800]  我們要侍奉到底
[00:18:40.800 --> 00:18:43.600]  我們要有好的見證到底
[00:18:43.600 --> 00:18:44.640]  很多的僕人
[00:18:44.640 --> 00:18:45.760]  特別是宣教士
[00:18:45.760 --> 00:18:47.600]  留下了很美好的榜樣
[00:18:47.600 --> 00:18:50.480]  因為他有走到底的榜樣
[00:18:50.480 --> 00:18:52.880]  一個很出名的宣教士叫李愛銳
[00:18:52.880 --> 00:18:54.800]  大家很記得他在奧運的時候
[00:18:54.800 --> 00:18:56.480]  跑了四百公尺破紀錄
[00:18:56.480 --> 00:18:58.640]  後來天津侍奉
[00:18:58.640 --> 00:19:00.080]  後來日本侵華的時候
[00:19:00.080 --> 00:19:02.560]  就被監禁在集中營
[00:19:02.560 --> 00:19:05.280]  到了晚年他爭取集中營的時候
[00:19:05.280 --> 00:19:08.400]  他仍然幫助集中營的年輕人
[00:19:08.400 --> 00:19:09.200]  因為那些年輕人
[00:19:09.200 --> 00:19:11.120]  很多都是宣教士的子女
[00:19:11.120 --> 00:19:13.200]  父母又不在集中營裡面
[00:19:13.200 --> 00:19:15.120]  他們又迷失又擔心
[00:19:15.120 --> 00:19:17.840]  他就好像成為他們一個熟齡的爸爸
[00:19:17.840 --> 00:19:19.760]  熟齡的兄長幫他們
[00:19:19.760 --> 00:19:22.320]  他幫了很多在集中營的年輕人
[00:19:22.320 --> 00:19:25.360]  其中李愛銳幫助在集中營的年輕人
[00:19:25.360 --> 00:19:27.360]  其中一個就是環教比較熟悉的
[00:19:27.360 --> 00:19:29.920]  叫做戴紹增牧師
[00:19:29.920 --> 00:19:33.200]  他是戴德生的家族的後裔
