
[00:00:00.000 --> 00:00:03.580]  今天的題目是《恩典之路》
[00:14:55.840 --> 00:14:57.740]  當時我們主任陳牧師
[00:14:57.740 --> 00:14:59.740]  就推動教會做這個
[00:14:59.740 --> 00:15:03.340]  我們從來未做過的30天報道會
[00:15:03.340 --> 00:15:06.240]  如果不是上帝親自率領
[00:15:06.240 --> 00:15:09.240]  我們怎可能做到呢?
[00:15:09.240 --> 00:15:11.340]  我們沒有著重見證的嘉賓
[00:15:11.340 --> 00:15:12.940]  有沒有什麼名氣?
[00:15:12.940 --> 00:15:15.240]  我們著重見證的嘉賓
[00:15:15.240 --> 00:15:16.840]  講見證的人
[00:15:16.840 --> 00:15:20.640]  他們是否有真門徒的生命見證
[00:15:20.640 --> 00:15:23.040]  大家可能來自不同的背景
[00:15:23.040 --> 00:15:24.440]  不同的年紀
[00:15:24.440 --> 00:15:25.740]  不同的經歷
[00:15:25.740 --> 00:15:29.840]  不過都為了榮耀處的名
[00:15:29.840 --> 00:15:31.540]  我很感恩
[00:15:31.540 --> 00:15:32.540]  大興姐妹
[00:15:32.540 --> 00:15:33.840]  就是你們
[00:15:33.840 --> 00:15:38.340]  每晚不停地帶人回來父會
[00:15:38.340 --> 00:15:40.140]  沒有你們帶人回來父會
[00:15:40.140 --> 00:15:42.540]  那些報道會都沒有意思
[00:15:42.540 --> 00:15:43.740]  30天過後
[00:15:43.740 --> 00:15:47.540]  我們真的見到上帝奇妙的帶領
[00:15:47.540 --> 00:15:51.040]  我們一共有272人
[00:15:51.040 --> 00:15:54.140]  是有登記名字的決志者
[00:15:54.140 --> 00:15:56.740]  我們給掌聲耶穌吧
[00:15:56.740 --> 00:15:59.340]  為什麼有登記名字的決志者這麼重要
[00:15:59.340 --> 00:16:00.940]  是我們可以跟進的
[00:16:00.940 --> 00:16:02.640]  我們可以做栽培
[00:16:02.640 --> 00:16:07.040]  我們可以邀請他再回來教會
[00:16:07.040 --> 00:16:09.140]  半年又過去了
[00:16:09.140 --> 00:16:10.240]  我想告訴大家
[00:16:10.240 --> 00:16:12.040]  我們真的要多謝耶穌
[00:16:12.040 --> 00:16:13.840]  教會的崇拜人數
[00:16:13.840 --> 00:16:17.540]  的確是增長了10%
[00:16:17.540 --> 00:16:19.840]  這個全是恩典
[00:16:19.840 --> 00:16:23.640]  要歸榮耀給我們全民的上帝
[00:16:23.640 --> 00:16:24.940]  剛才我都說了
[00:16:24.940 --> 00:16:27.640]  我們前幾天聖誕節
[00:16:27.640 --> 00:16:29.240]  聖誕節的時候
[00:16:29.240 --> 00:16:31.040]  我們那天聖誕節
[00:16:31.040 --> 00:16:34.440]  大人和小朋友有27人是信主的
[00:16:34.440 --> 00:16:38.440]  不過整個12月加起來有44人
[00:16:38.440 --> 00:16:42.840]  所以我們又要努力去開始栽培
[00:16:42.840 --> 00:16:46.840]  繼續讓生命繼續在教會成長
[00:16:46.840 --> 00:16:48.340]  上帝遂領
[00:16:48.340 --> 00:16:50.240]  我們就衷心跟隨
[00:16:50.240 --> 00:16:52.540]  其實大家有沒有想過
[00:16:52.540 --> 00:16:54.940]  福音本是神的帶領
[00:16:54.940 --> 00:16:58.440]  不過耶穌就將這個大使命
[00:16:58.440 --> 00:17:01.440]  頒布給每一個願意跟隨祂的人
[00:17:01.440 --> 00:17:03.340]  和祂同工
[00:17:03.340 --> 00:17:05.440]  這是多麼喜樂的事
[00:17:05.440 --> 00:17:09.440]  每一次我們見到人信主的開心雀躍
[00:17:09.440 --> 00:17:12.640]  沒有別的東西可以取代
[00:17:12.640 --> 00:17:15.140]  我不知道你們有沒有經歷過
[00:17:15.140 --> 00:17:17.840]  這一份喜樂的恩典
[00:17:17.840 --> 00:17:20.940]  無論你說我上上都有的
[00:17:20.940 --> 00:17:23.140]  還是我沒試過
[00:17:23.140 --> 00:17:24.640]  我都挑戰你
[00:17:24.640 --> 00:17:27.340]  2025年跟旁邊的人說
[00:17:27.340 --> 00:17:30.440]  「全福音預埋你啦」
[00:17:30.440 --> 00:17:33.440]  「全福音預埋你啦」
[00:17:33.440 --> 00:17:35.740]  「全福音預埋你啦」
[00:17:35.740 --> 00:17:37.540]  「2025年好不好」
[00:17:37.540 --> 00:17:38.940]  上主遂領
[00:17:38.940 --> 00:17:40.440]  我們衷心跟隨
[00:17:40.440 --> 00:17:42.940]  第二點要跟大家分享的
[00:17:42.940 --> 00:17:45.640]  我請大家先讀下面四節聖經
[00:17:45.640 --> 00:17:47.340]  麻煩1、2、3
[00:17:47.340 --> 00:17:49.240]  發聖凝愛將盼
[00:17:49.240 --> 00:17:51.640]  要我約達我的先頭
[00:17:51.640 --> 00:17:53.240]  我約國的祭司
[00:17:53.240 --> 00:17:55.440]  乃在八聖的先頭
[00:17:55.440 --> 00:17:57.440]  貪玩道了約達何
[00:17:57.440 --> 00:17:58.940]  若一入水
[00:17:58.940 --> 00:18:03.940]  奴隸的大海水所收留的日子將往來旁
[00:18:03.940 --> 00:18:08.440]  貪玩道的下流的水便在極遠之地
[00:18:08.440 --> 00:18:12.340]  撒拉旦旁的亞當城那裡停住
[00:18:12.340 --> 00:18:13.940]  立起城旅
[00:18:13.940 --> 00:18:17.940]  那望下拉班的海就是現海
[00:18:17.940 --> 00:18:20.540]  下流的水全面捲絕
[00:18:20.540 --> 00:18:25.240]  於是發聖在你那的對面過去
[00:18:25.240 --> 00:18:40.040]  麻煩讀下一節
[00:18:40.040 --> 00:18:42.440]  第二點我想跟大家分享的是
[00:18:42.440 --> 00:18:47.540]  奇妙旅程 憑信踏上
[00:18:47.540 --> 00:18:50.240]  原來在第14節一開始的時候
[00:18:50.240 --> 00:18:52.740]  第一個原文的字是「當」字
[00:18:52.740 --> 00:18:56.740]  就是說當以色列民一離開營地
[00:18:56.740 --> 00:18:59.240]  準備過河的事情
[00:18:59.240 --> 00:19:01.740]  奇妙的事情就發生了
[00:19:01.740 --> 00:19:04.540]  當祭司抬著約跪
[00:19:04.540 --> 00:19:06.040]  腳一入水
[00:19:06.040 --> 00:19:07.440]  什麼叫腳一入水
[00:19:07.440 --> 00:19:10.340]  就是說腳一碰到水
[00:19:10.340 --> 00:19:13.740]  水在哪裡停住
[00:19:13.740 --> 00:19:15.340]  水在哪裡停住
[00:19:15.340 --> 00:19:16.340]  亞當城
[00:19:16.340 --> 00:19:17.740]  亞當城
[00:19:17.740 --> 00:19:19.940]  亞當城在哪裡
[00:19:19.940 --> 00:19:21.940]  很遠 極遠之地
[00:19:21.940 --> 00:19:23.740]  我想其實有多遠
[00:19:23.740 --> 00:19:24.740]  這裡沒有說
[00:19:24.740 --> 00:19:26.940]  不過我們看回聖經資料
[00:19:26.940 --> 00:19:30.940]  原來有32公里那麼遠
[00:19:30.940 --> 00:19:34.540]  剛才我說一公里我們走10至15分鐘
[00:19:34.540 --> 00:19:36.940]  這裡是32公里
[00:19:36.940 --> 00:19:38.840]  我想告訴你一件事
[00:19:38.840 --> 00:19:43.340]  由教會走路走去迪士尼
[00:19:43.340 --> 00:19:45.240]  是36公里
[00:19:45.240 --> 00:19:49.140]  32公里真的很遠
[00:19:49.140 --> 00:19:52.440]  你要想想
[00:19:52.440 --> 00:19:54.240]  祭司下去的時候
[00:19:54.240 --> 00:19:56.140]  其實水是不斷流的
[00:19:56.140 --> 00:19:58.940]  流了30多公里
[00:19:58.940 --> 00:20:01.040]  那些水是否真的會乾
[00:20:01.040 --> 00:20:03.540]  上帝我們真的站在河中間
[00:20:03.540 --> 00:20:06.340]  這絕對是信心的功課
[00:20:06.340 --> 00:20:08.140]  不過對以色列人來說
[00:20:08.140 --> 00:20:10.540]  仍然是信心的功課
[00:20:10.540 --> 00:20:13.740]  一群人站在岸上等
[00:20:13.740 --> 00:20:15.940]  是否真的會變乾地
[00:20:15.940 --> 00:20:17.440]  是否真的
[00:20:17.440 --> 00:20:19.440]  我告訴你
[00:20:19.440 --> 00:20:20.440]  你知不知道那時候
[00:20:20.440 --> 00:20:23.640]  有多少人在岸上等著
[00:20:23.640 --> 00:20:27.540]  只是20歲以外
[00:20:27.540 --> 00:20:30.540]  可以打仗的藍丁都60萬
[00:20:30.540 --> 00:20:31.740]  所以我們估計
[00:20:31.740 --> 00:20:34.740]  包括了婦人、小朋友
[00:20:34.740 --> 00:20:36.640]  大約是200萬人
[00:20:36.640 --> 00:20:38.440]  你想像一下圖畫
[00:20:38.440 --> 00:20:40.740]  差不多三分一的香港人口
[00:20:40.740 --> 00:20:42.340]  站在一條河的旁邊
[00:20:42.340 --> 00:20:43.540]  在等過河
[00:20:43.540 --> 00:20:46.040]  沒有任何的工具
[00:20:46.040 --> 00:20:48.340]  是否真的會發生
[00:20:48.340 --> 00:20:49.740]  當時還說
[00:20:49.740 --> 00:20:50.740]  剛才你們讀過
[00:20:50.740 --> 00:20:52.540]  當時是收割的時候
[00:20:52.540 --> 00:20:55.140]  潮水漲過兩岸
[00:20:55.140 --> 00:20:58.540]  為了過河更加憎恨
