
[00:00:00.000 --> 00:00:02.000]  我們會再思想聖經有關
[00:01:23.600 --> 00:01:26.400]  也都表明出一個很重要的主題
[00:01:26.600 --> 00:01:27.800]  是要我們留心
[00:01:27.800 --> 00:01:30.800]  去避開淫亂的事
[00:01:30.800 --> 00:01:33.000]  如果大家有留意到
[00:01:33.000 --> 00:01:34.400]  就是其實歐洲
[00:01:34.400 --> 00:01:36.400]  美洲很多地方
[00:01:36.400 --> 00:01:37.200]  這幾年
[00:01:37.200 --> 00:01:39.200]  或者不止是這幾年
[00:01:39.200 --> 00:01:41.000]  這十幾年二十年
[00:01:41.000 --> 00:01:43.400]  整個的道德文化
[00:01:43.400 --> 00:01:46.200]  或者說家庭婚姻的倫理制度
[00:01:46.200 --> 00:01:49.400]  是急速地惡化的
[00:01:49.400 --> 00:01:52.600]  我記得有一年我自己去到荷蘭
[00:01:52.600 --> 00:01:55.800]  有機會來參加國際會議
[00:01:56.000 --> 00:01:58.400]  見到當地一些華人的目者
[00:01:58.400 --> 00:02:00.800]  跟他們談的時候他們就說
[00:02:00.800 --> 00:02:02.800]  荷蘭是其中一個很早期
[00:02:02.800 --> 00:02:05.800]  已經通過同性戀合法化的一個國家
[00:02:05.800 --> 00:02:08.600]  同性婚姻合法化的國家
[00:02:08.600 --> 00:02:10.800]  然後他們就說在教會裡面
[00:02:10.800 --> 00:02:14.200]  很難教有關貞潔的信息
[00:02:14.200 --> 00:02:17.200]  面對一班青少年的弟兄姊妹的時候
[00:02:17.200 --> 00:02:18.800]  有時候不敢說
[00:02:18.800 --> 00:02:20.400]  也都不知道怎麼說
[00:02:20.400 --> 00:02:24.200]  因為婚前婚外的性行為太普遍
[00:02:25.400 --> 00:02:26.600]  因此在那個情況裡面
[00:02:26.600 --> 00:02:29.800]  他們都承認在我的處境很困難
[00:02:29.800 --> 00:02:34.200]  其實就荷蘭來說
[00:02:34.200 --> 00:02:36.000]  有一些統計發現
[00:02:36.000 --> 00:02:39.800]  一些國家裡面的非婚生子的比率
[00:02:39.800 --> 00:02:43.000]  就是婚姻以外生的一些孩子
[00:02:43.000 --> 00:02:45.000]  比起全人口的比率
[00:02:45.000 --> 00:02:49.000]  1960年荷蘭只有1.4%
[00:02:49.000 --> 00:02:50.600]  就是一百個人
[00:02:50.600 --> 00:02:54.000]  有一個半左右是婚姻以外出生的
[00:02:54.800 --> 00:02:56.600]  但是到2000年的時候
[00:02:56.600 --> 00:02:59.400]  已經去到百分之二十二
[00:02:59.400 --> 00:03:05.000]  十個大概有兩三個
[00:03:05.000 --> 00:03:08.000]  都是在婚姻以外出生的孩子
[00:03:08.000 --> 00:03:11.400]  當然今天可能更高的數字
[00:03:11.400 --> 00:03:13.400]  但是不單止荷蘭
[00:03:13.400 --> 00:03:15.200]  你可以看到鄰近的國家
[00:03:15.200 --> 00:03:17.600]  比如說挪威
[00:03:17.600 --> 00:03:20.000]  挪威1960年的時代
[00:03:20.000 --> 00:03:23.000]  他們的非婚生子率是3.7%
[00:03:23.000 --> 00:03:24.000]  高一點
[00:03:25.000 --> 00:03:26.800]  但是到2000年的時候
[00:03:26.800 --> 00:03:32.200]  非婚生子的率是48%
[00:03:32.200 --> 00:03:34.800]  是48%
[00:03:34.800 --> 00:03:36.400]  是差不多一半
[00:03:36.400 --> 00:03:38.200]  現在一定是過了一半
[00:03:38.200 --> 00:03:41.200]  你會看到兩個孩子當中有一個
[00:03:41.200 --> 00:03:45.400]  是沒有一個很確定的父母
[00:03:45.400 --> 00:03:47.400]  是在婚姻以外
[00:03:47.400 --> 00:03:50.000]  某種關係之後而誕生出來的
[00:03:50.000 --> 00:03:53.200]  你可以想像這些孩子在成長過程當中
[00:03:53.200 --> 00:03:55.800]  面對著多少多少成長的問題
[00:03:55.800 --> 00:03:59.400]  但是這是一個普遍的情況
[00:03:59.400 --> 00:04:03.000]  今天你看到不單止是美洲
[00:04:03.000 --> 00:04:05.800]  歐洲甚至亞洲很多地方
[00:04:05.800 --> 00:04:10.000]  情慾的事情是急速惡化
[00:04:10.000 --> 00:04:11.400]  你說我們都知道
[00:04:11.400 --> 00:04:12.800]  很多年都知道是這樣
[00:04:12.800 --> 00:04:15.200]  但是現今的發展速度
[00:04:15.200 --> 00:04:17.000]  是讓我們更驚訝
[00:04:17.000 --> 00:04:20.800]  在這種情況當你小心讀聖經的時候
[00:04:20.800 --> 00:04:25.800]  法學聖經是很嚴厲嚴肅地提醒我們
[00:04:25.800 --> 00:04:29.400]  要留心 遠避淫行
[00:04:29.400 --> 00:04:34.400]  提醒我們不要讓這個世界把我們擄掠了
[00:04:34.400 --> 00:04:36.400]  而作為神的子民
[00:04:36.400 --> 00:04:40.400]  我們有神給我們的力量去拒絕邪惡
[00:04:40.400 --> 00:04:43.400]  但是仍然要留心與神配合
[00:04:43.400 --> 00:04:47.200]  免得我們跌入這些陷阱裏面
[00:04:47.200 --> 00:04:49.000]  在這個角度裏面
[00:04:49.000 --> 00:04:50.800]  我們思想第四章
[00:04:50.800 --> 00:04:52.800]  請你看第四章第一節
[00:04:52.800 --> 00:04:56.000]  聖話指愛弟兄們
[00:04:56.000 --> 00:04:59.200]  我們在主耶穌裏求你們 勸你們
[00:04:59.200 --> 00:05:01.600]  你們既然接受了我們的教訓
[00:05:01.600 --> 00:05:04.200]  知道應該怎樣行事為人
[00:05:04.200 --> 00:05:07.000]  並且怎樣討神的喜悅
[00:05:07.000 --> 00:05:11.200]  就要照你們現在所行的更進一步
[00:05:11.200 --> 00:05:13.400]  般若提出就是
[00:05:13.400 --> 00:05:15.600]  你已經聽了神的教訓
[00:05:15.600 --> 00:05:17.400]  領受了神的真道
[00:05:18.000 --> 00:05:19.600]  知道怎樣行事為人
[00:05:19.600 --> 00:05:21.000]  可以討神的喜悅
[00:05:21.000 --> 00:05:23.800]  就應該做出來
[00:05:23.800 --> 00:05:25.800]  應該行出來
[00:05:25.800 --> 00:05:28.400]  既然認識神的真理了
[00:05:28.400 --> 00:05:30.000]  就在生活上面
[00:05:30.000 --> 00:05:33.200]  按照所明白的行出來
[00:05:33.200 --> 00:05:36.400]  所以聖經特別強調那個應該的字眼
[00:05:36.400 --> 00:05:39.200]  知道了應該怎樣行事為人
[00:05:39.200 --> 00:05:43.600]  就要照現在所行的更進一步
[00:05:43.600 --> 00:05:47.200]  去提醒我們不要停滯不前
[00:05:47.200 --> 00:05:48.600]  明白神的心意
[00:05:48.600 --> 00:05:51.000]  明知要就是擇路
[00:05:51.000 --> 00:05:54.200]  但是祂會通向永生
[00:05:54.200 --> 00:05:57.400]  因此未必很多人走上去
[00:05:57.400 --> 00:06:00.400]  但是仍然踏上去
[00:06:00.400 --> 00:06:02.400]  因為認識真理
[00:06:02.400 --> 00:06:04.400]  知道應該如何行
[00:06:04.400 --> 00:06:06.800]  就實在地走出來
[00:06:06.800 --> 00:06:10.800]  你會發覺在保羅的很多書信當中
[00:06:10.800 --> 00:06:12.400]  上上提醒信徒
[00:06:12.400 --> 00:06:14.400]  不要自滿自足
[00:06:15.000 --> 00:06:17.800]  你要幫助自己因勤追求
[00:06:17.800 --> 00:06:19.600]  在這裡所說更進一步
[00:06:19.600 --> 00:06:23.000]  和學本叫做更加的勉勵
[00:06:23.000 --> 00:06:28.800]  不要讓自己覺得自己都順住一段日子了
[00:06:28.800 --> 00:06:31.000]  信仰都大致幾好
[00:06:31.000 --> 00:06:32.600]  應該都差不多了
[00:06:32.600 --> 00:06:36.400]  不要讓自己不知不覺就停滯了
[00:06:36.400 --> 00:06:42.200]  以致你的靈性一直保持不變
[00:06:42.600 --> 00:06:47.200]  而不能得著神要給你的那種成長
[00:06:47.200 --> 00:06:50.400]  我自己有一次
[00:06:50.400 --> 00:06:53.400]  我間中都會說一下關於這些大樹
[00:06:53.400 --> 00:06:55.000]  我都曾經分享過
[00:06:55.000 --> 00:06:56.000]  有一次去到美國
[00:06:56.000 --> 00:06:58.000]  在一個大樹林裡面
[00:06:58.000 --> 00:07:01.000]  美國的美洲杉是全世界最大的樹
[00:07:01.000 --> 00:07:03.200]  在美洲杉公園裡面
[00:07:03.200 --> 00:07:04.200]  看到那些大樹
[00:07:04.200 --> 00:07:07.600]  有一千年至二千多年的樹齡
[00:07:07.600 --> 00:07:11.000]  耶穌出生的時候已經有這些樹
[00:07:11.800 --> 00:07:15.600]  這些樹高度可以是二十層樓
[00:07:15.600 --> 00:07:17.600]  三十層樓那麼高
[00:07:17.600 --> 00:07:20.000]  你要看到樹冠
[00:07:20.000 --> 00:07:22.000]  可能要躺在地上才看得到
[00:07:22.000 --> 00:07:23.800]  很大的樹
[00:07:23.800 --> 00:07:26.200]  十個人都未必可以圍住樹幹
[00:07:26.200 --> 00:07:29.400]  在當中默想的時候
[00:07:29.400 --> 00:07:31.000]  我留意到一件事情
[00:07:31.000 --> 00:07:34.400]  這些大樹雖然很年老
[00:07:34.400 --> 00:07:38.800]  但是他們每年還有很多新增的木材
[00:07:38.800 --> 00:07:40.200]  新增的樹木
[00:07:40.600 --> 00:07:41.800]  是不斷生長的
[00:07:41.800 --> 00:07:45.200]  不因為他們樹齡高就停止生長
[00:07:45.200 --> 00:07:47.800]  每一年一棵的樹
[00:07:47.800 --> 00:07:49.800]  新增的木材
[00:07:49.800 --> 00:07:53.600]  可以等於一棵六十尺高的大樹的木材
[00:07:53.600 --> 00:07:56.800]  你可以想像六十尺高的樹
[00:07:56.800 --> 00:07:58.000]  有多少個木材
[00:07:58.000 --> 00:08:02.000]  但是它每年就增加六十尺的木材
[00:08:02.000 --> 00:08:03.400]  一直這樣生長
[00:08:03.400 --> 00:08:06.800]  當我在當中一直留心到
[00:08:06.800 --> 00:08:08.600]  這些自然界的情況的時候
[00:08:08.800 --> 00:08:10.800]  我很記得我曾經向神祈禱
[00:08:10.800 --> 00:08:13.800]  我說:「上帝啊,求祢保守我」
[00:08:13.800 --> 00:08:16.800]  「不要因為我年紀慢慢漸長」
[00:08:16.800 --> 00:08:20.200]  「我追求成長的心會減弱」
[00:08:20.200 --> 00:08:23.800]  「求祢讓我一天生事一天」
[00:08:23.800 --> 00:08:27.600]  「求祢不要讓我因為身體有一些毛病」
[00:08:27.600 --> 00:08:30.200]  「就作為一種藉口」
[00:08:30.200 --> 00:08:32.000]  「就畏縮不去追求」
[00:08:32.000 --> 00:08:35.600]  「去得著神要給我的成長的生命」
[00:08:37.000 --> 00:08:39.400]  各位弟兄姊妹,無論你在哪個年齡裡面
[00:08:39.400 --> 00:08:42.000]  你的年紀會漸大
[00:08:42.000 --> 00:08:45.800]  但是屬靈的生命是可以一天生事一天的
[00:08:45.800 --> 00:08:49.400]  是可以繼續在神面前尋求成長
[00:08:49.400 --> 00:08:51.000]  更進一步
[00:08:51.000 --> 00:08:53.800]  不要讓自己停滯
[00:08:53.800 --> 00:08:58.200]  今次在教會有不少的
[00:08:58.200 --> 00:09:01.000]  呆滯了的教徒
[00:09:01.000 --> 00:09:03.000]  不需要多你一個
[00:09:03.600 --> 00:09:07.800]  你在神的面前靠著神的幫助來追求成長
[00:09:07.800 --> 00:09:11.600]  而其中要追求的是成為聖傑
[00:09:11.600 --> 00:09:13.400]  你再看下一個經文
[00:09:13.400 --> 00:09:17.400]  在第四章的第二節說
[00:09:17.400 --> 00:09:22.200]  「我們憑著主耶穌傳給你們的是什麼命令?」
[00:09:22.200 --> 00:09:23.600]  你們是知道的
[00:09:23.600 --> 00:09:28.000]  神的旨意就是要你們成傑
[00:09:29.200 --> 00:09:34.600]  神的旨意是要我們成聖,這個聖傑原來的意思就是成聖
[00:09:34.600 --> 00:09:37.200]  有些英文的翻譯叫Sanctification
[00:09:37.200 --> 00:09:39.000]  一個成聖的意思
[00:09:39.000 --> 00:09:42.400]  成聖不是一觸即至的
[00:09:42.400 --> 00:09:44.200]  是一個步驟
[00:09:44.200 --> 00:09:47.600]  當你信主之後領受神給你的生命
[00:09:47.600 --> 00:09:50.200]  沒錯,你已經被稱為義了
[00:09:50.200 --> 00:09:53.800]  你的屬靈的生命去到一個地位
[00:09:53.800 --> 00:09:55.800]  是被神稱義了
[00:09:56.600 --> 00:10:01.000]  但是你有一個地位不等於你有生命的實際
[00:10:01.000 --> 00:10:07.000]  因爲聖經就說從這個地位要長進到一個真實的
[00:10:07.000 --> 00:10:09.200]  成聖的地步
[00:10:09.200 --> 00:10:13.000]  因此有些基督徒說我信了主了,受了洗了
[00:10:13.000 --> 00:10:15.200]  我搞定了,pass了
[00:10:15.200 --> 00:10:17.000]  應該不用擔心了
[00:10:17.000 --> 00:10:19.400]  沒錯,你不需要擔心
[00:10:19.400 --> 00:10:21.800]  但是你要繼續殷勤追求
[00:10:23.200 --> 00:10:26.800]  一個王子一出生有王子的身份
[00:10:26.800 --> 00:10:34.000]  但他未必能夠活出一個王子應該有的風範和質素
[00:10:34.000 --> 00:10:41.600]  基督徒,我們蒙恩得救之後領受了一種聖潔的地位
[00:10:41.600 --> 00:10:44.800]  但是聖經就說我們要更進一步去追求
[00:10:44.800 --> 00:10:48.200]  能夠成聖,得到神給我們
[00:10:48.200 --> 00:10:51.800]  至終真實的豐盛的人生
[00:10:53.200 --> 00:10:56.000]  在成聖當中,其中一個很重要的追求
[00:10:56.000 --> 00:10:58.200]  就是跟著聖經的四個字
[00:10:58.200 --> 00:11:01.800]  第二節,最後四個字
[00:11:01.800 --> 00:11:04.400]  就是「遠避淫行」
[00:11:04.400 --> 00:11:07.400]  遠避淫亂的事情
[00:11:07.400 --> 00:11:08.200]  第四節
[00:11:08.200 --> 00:11:12.800]  要你們各人懂得怎樣用聖潔尊貴的方法
[00:11:12.800 --> 00:11:15.800]  保守著自己的身體
[00:11:15.800 --> 00:11:20.400]  要留心保守著自己的身體
[00:11:20.400 --> 00:11:22.200]  不要讓自己沾污
[00:11:22.800 --> 00:11:25.200]  因為周圍有很多很多的污穢
[00:11:25.200 --> 00:11:30.200]  用聖潔和尊貴來守衛著自己
[00:11:30.200 --> 00:11:35.000]  不要讓這些污穢進入你自己的生命裏面
[00:11:35.000 --> 00:11:38.200]  我最近有一個很特別的經歷
[00:11:38.200 --> 00:11:42.400]  我們的大廈外牆大維修
[00:11:42.400 --> 00:11:47.200]  所以搭了棚,弄了很多網
[00:11:47.200 --> 00:11:50.800]  我們常常做網中人
[00:11:52.000 --> 00:11:54.000]  不容易看到很多的陽光
[00:11:54.000 --> 00:11:58.400]  突然間大廈通知,快要清理外牆了
[00:11:58.400 --> 00:11:59.600]  我們都不為意
[00:11:59.600 --> 00:12:02.600]  有一個早上我和太太剛剛在家裏
[00:12:02.600 --> 00:12:03.600]  幸好在家裏
[00:12:03.600 --> 00:12:06.600]  突然間外面好像下雨的聲音
[00:12:06.600 --> 00:12:10.400]  不是下雨,是清理外牆
[00:12:10.400 --> 00:12:13.600]  清理外牆的水不是一般的水
[00:12:13.600 --> 00:12:17.000]  有些化學物品在那裏,是一股氣味的
[00:12:17.000 --> 00:12:20.400]  當他們在外面一直噴水的時候
[00:12:20.800 --> 00:12:22.200]  我們就叫他們快點關窗
[00:12:22.200 --> 00:12:24.800]  他們就馬上一手一腳地關窗
[00:12:24.800 --> 00:12:27.600]  但那些水是有一種噴射力的
[00:12:27.600 --> 00:12:31.200]  而且在窗的縫隙會噴進來
[00:12:31.200 --> 00:12:33.800]  噴進來的時候是黑色的水
[00:12:33.800 --> 00:12:36.000]  而且是浸那些化學的味道
[00:12:36.000 --> 00:12:38.200]  我們馬上叫他們快點拿毛巾
[00:12:38.200 --> 00:12:40.800]  就急急拿毛巾塞著那些縫隙
[00:12:40.800 --> 00:12:43.000]  不讓那些黑色的水噴進來
[00:12:43.000 --> 00:12:46.600]  突然間,那個房間
[00:12:46.600 --> 00:12:49.200]  快點進房間,那個房間也在噴
[00:12:50.200 --> 00:12:51.200]  馬上進房間關窗
[00:12:51.200 --> 00:12:53.200]  然後找一部攝納
[00:12:53.200 --> 00:12:55.600]  把那些旁邊的物品快點搬開
[00:12:55.600 --> 00:12:58.600]  這些物品一碰到那些污糟的水
[00:12:58.600 --> 00:13:00.200]  可能就要丟掉了
[00:13:00.200 --> 00:13:04.000]  後來我們發覺那些窗簾我們拔不開
[00:13:04.000 --> 00:13:06.000]  窗簾後來也變了顏色
[00:13:06.000 --> 00:13:11.600]  一直這樣,盡快地關窗、滿、攝布
[00:13:11.600 --> 00:13:14.000]  我們就說好在我們在這裏
[00:13:14.000 --> 00:13:18.400]  可以馬上防止這些污水滲入我們家裏
[00:13:20.400 --> 00:13:21.800]  我們有一個自然的反應
[00:13:21.800 --> 00:13:23.800]  因為不想家裏污糟
[00:13:23.800 --> 00:13:27.000]  不想這些污糟的化學水滲進來
[00:13:27.000 --> 00:13:29.200]  傷害我們當中的一些物品
[00:13:29.200 --> 00:13:31.800]  當你面對這個世界的時候
[00:13:31.800 --> 00:13:33.600]  你不會說「隨便來吧」
[00:13:33.600 --> 00:13:37.200]  你不會說「我是不設防的」
[00:13:37.200 --> 00:13:40.800]  「什麼我都看,什麼我都試,什麼我都做」
[00:13:40.800 --> 00:13:42.800]  你不會
[00:13:42.800 --> 00:13:47.400]  而且你知道,作為一位屬神的人
[00:13:48.200 --> 00:13:51.200]  上帝以你的身體為神的殿
[00:13:51.200 --> 00:13:55.400]  上帝是創造天地的上帝
[00:13:55.400 --> 00:13:58.000]  沒有任何的建築物足以容納祂
[00:13:58.000 --> 00:14:02.600]  但是上帝選擇住在你的生命裏面
[00:14:02.600 --> 00:14:05.200]  因此在你的生命裏面
[00:14:05.200 --> 00:14:07.200]  在你的身體裏面
[00:14:07.200 --> 00:14:09.400]  有聖靈居住
[00:14:09.400 --> 00:14:11.400]  所以聖經說
[00:14:11.400 --> 00:14:16.400]  屬神的人是神藉聖靈居住的聖殿
[00:14:18.000 --> 00:14:19.200]  聖經因此說
[00:14:19.200 --> 00:14:22.800]  用聖潔尊貴保守著自己
[00:14:22.800 --> 00:14:26.000]  保守自己在聖潔當中
[00:14:26.000 --> 00:14:31.200]  不要容讓這些污穢來沾污你的生命
[00:14:31.200 --> 00:14:33.200]  沾染你的身體
[00:14:33.200 --> 00:14:36.800]  因為一切的罪都在身體以外
[00:14:36.800 --> 00:14:37.800]  聖經說
[00:14:37.800 --> 00:14:42.600]  但是淫亂的事情是得罪自己的身體
[00:14:42.600 --> 00:14:46.000]  我今天的《牧者心聲》有提及
[00:14:46.400 --> 00:14:48.200]  是得罪自己的身體
[00:14:48.200 --> 00:14:51.400]  是直接傷害你的身心靈
[00:14:51.400 --> 00:14:56.600]  因此你要去留心保守著自己
[00:14:56.600 --> 00:14:58.600]  一位姊妹
[00:14:58.600 --> 00:15:01.600]  在美國的一位基督徒作家
[00:15:01.600 --> 00:15:03.800]  Stormy O'Marty
[00:15:03.800 --> 00:15:05.600]  他曾經講述
[00:15:05.600 --> 00:15:07.600]  他在自己年幼的時候
[00:15:07.600 --> 00:15:09.400]  家庭成長有很多問題
[00:15:09.400 --> 00:15:11.600]  因此長期缺乏愛
[00:15:11.600 --> 00:15:14.000]  到青年期的時候
[00:15:14.000 --> 00:15:15.800]  很想得到愛的滿足
[00:15:15.800 --> 00:15:17.800]  因此結交很多男朋友
[00:15:17.800 --> 00:15:20.800]  慢慢變成濫交
[00:15:20.800 --> 00:15:23.400]  跟很多人發生了性關係
[00:15:23.400 --> 00:15:25.800]  但是他就說
[00:15:25.800 --> 00:15:27.200]  後來他感謝上帝
[00:15:27.200 --> 00:15:28.400]  他信了主之後
[00:15:28.400 --> 00:15:29.800]  講回之前的事
[00:15:29.800 --> 00:15:32.800]  他說每一次要分手
[00:15:32.800 --> 00:15:35.800]  或者短短幾天的關係
[00:15:35.800 --> 00:15:37.200]  離開的時候
[00:15:37.200 --> 00:15:39.400]  突然間察覺內心
[00:15:39.400 --> 00:15:42.000]  好像自己的靈魂被撕裂開
[00:15:43.400 --> 00:15:47.000]  感覺自己有一部分的自己失落了
[00:15:47.000 --> 00:15:51.000]  因此有一些很莫名其妙的情緒
[00:15:51.000 --> 00:15:55.000]  解釋不了突然間的哀愁會出現
[00:15:55.000 --> 00:15:59.000]  整個內心好像一種撕裂了的狀況
[00:15:59.000 --> 00:16:03.400]  而他體會到那種情慾的濫交
[00:16:03.400 --> 00:16:06.400]  帶給他整個生命的那種破壞
[00:16:06.400 --> 00:16:11.200]  而聖經在當中勉勵我們要保守自己
[00:16:11.800 --> 00:16:14.600]  因為神的心意是讓你的身體
[00:16:14.600 --> 00:16:17.800]  能夠成為聖殿
[00:16:17.800 --> 00:16:22.000]  聖經保羅在《羅莫書實》六章這樣說
[00:16:22.000 --> 00:16:25.800]  他說不要讓罪作為王
[00:16:25.800 --> 00:16:28.200]  去主導你的身體
[00:16:28.200 --> 00:16:30.000]  所以你看回聖經的時候
[00:16:30.000 --> 00:16:32.400]  在之後就繼續再講
[00:16:32.400 --> 00:16:34.600]  第五節不如大家一起讀
[00:16:34.600 --> 00:16:38.400]  不要放縱邪情私慾
[00:16:38.800 --> 00:16:42.800]  像那些不認識神的外族人一樣
[00:16:42.800 --> 00:16:46.200]  不要放縱邪情私慾
[00:16:46.200 --> 00:16:49.400]  因為你不需要犯罪
[00:16:49.400 --> 00:16:52.400]  因為耶穌基督已經買熟了你
[00:16:52.400 --> 00:16:56.800]  你向罪不需要欠債感要還債
[00:16:56.800 --> 00:16:58.800]  你可以拒絕罪
[00:16:58.800 --> 00:17:01.800]  未曾認識耶穌的人
[00:17:01.800 --> 00:17:05.000]  他們沒有辦法他們沒有能力拒絕罪
[00:17:05.000 --> 00:17:07.200]  因為聖經告訴我們
[00:17:07.400 --> 00:17:11.400]  你一定要留意不要將自己獻給罪
[00:17:11.400 --> 00:17:15.800]  不要容讓罪在你身體上作為王
[00:17:15.800 --> 00:17:18.600]  你留心聖經是講容讓
[00:17:18.600 --> 00:17:23.400]  表示你有權不讓它在你生命當中主宰你
[00:17:23.400 --> 00:17:26.200]  當你清楚知道
[00:17:26.200 --> 00:17:28.200]  耶穌基督是你生命的主
[00:17:28.200 --> 00:17:31.600]  你就不要容讓祂來作為王
[00:17:31.600 --> 00:17:35.200]  不要將自己的身體獻給罪
[00:17:35.600 --> 00:17:37.600]  作為罪的工具
[00:17:37.600 --> 00:17:41.600]  而是將自己的身體獻給神
[00:17:41.600 --> 00:17:46.000]  作為義的行善的器皿工具
[00:17:46.000 --> 00:17:50.000]  因為聖經提醒我們不要放縱自己
[00:17:50.000 --> 00:17:52.400]  不要讓自己跌入這些陷阱
[00:17:52.400 --> 00:17:54.000]  或者講起放縱
[00:17:54.000 --> 00:17:57.600]  我就想分析一個大家都熟悉的聖經故事
[00:17:57.600 --> 00:18:01.600]  大衛當他犯淫亂的時候是怎樣的呢
[00:18:02.800 --> 00:18:08.400]  撒慕爾記下第十一章講到當時他在一個狀況
[00:18:08.400 --> 00:18:10.600]  列王出兵了
[00:18:10.600 --> 00:18:13.400]  他就差派約翰將軍帶領大軍
[00:18:13.400 --> 00:18:15.400]  神宰就出去打仗
[00:18:15.400 --> 00:18:16.400]  他自己呢?
[00:18:16.400 --> 00:18:18.800]  留在耶路撒冷
[00:18:18.800 --> 00:18:20.200]  很空閒
[00:18:20.200 --> 00:18:24.800]  他就睡到什麼時候呢?
[00:18:24.800 --> 00:18:28.000]  如果你記得聖經所講
[00:18:28.000 --> 00:18:30.000]  他睡到日頭平西
[00:18:30.000 --> 00:18:31.800]  即是差不多黃昏了
[00:18:32.400 --> 00:18:34.200]  我不知道他怎麼睡得那麼多
[00:18:34.200 --> 00:18:37.000]  為什麼他已經睡醒了
[00:18:37.000 --> 00:18:38.200]  沒事做再睡
[00:18:38.200 --> 00:18:39.400]  下午又睡一大覺
[00:18:39.400 --> 00:18:40.600]  睡到差不多日落
[00:18:40.600 --> 00:18:46.000]  沒什麼事做就走上自己宮殿的天台
[00:18:46.000 --> 00:18:47.200]  平台那裡
[00:18:47.200 --> 00:18:49.000]  到處逛逛
[00:18:49.000 --> 00:18:52.800]  有時候休息逛逛
[00:18:52.800 --> 00:18:55.600]  我們可以是感恩的
[00:18:55.600 --> 00:18:59.400]  但是什麼時候你的思想逛逛
[00:18:59.400 --> 00:19:01.600]  就很危險
[00:19:02.600 --> 00:19:04.800]  當他思想行蕩的時候
[00:19:04.800 --> 00:19:07.200]  突然間見到一個女士沐浴
[00:19:07.200 --> 00:19:09.800]  當然有些時候避不了
[00:19:09.800 --> 00:19:12.200]  他可以走開
[00:19:12.200 --> 00:19:14.400]  不一定有什麼問題
[00:19:14.400 --> 00:19:18.600]  但是接著那個放縱的步驟就出現了
[00:19:18.600 --> 00:19:19.800]  第一步
[00:19:19.800 --> 00:19:23.200]  找人去打聽一下她是誰
[00:19:23.200 --> 00:19:25.600]  為什麼要打聽?
[00:19:25.600 --> 00:19:29.600]  看有沒有機會再進一步建立關係
[00:19:30.400 --> 00:19:34.400]  打聽完之後 她丈夫去了沙場打仗
[00:19:34.400 --> 00:19:36.000]  她一個人在家裡
[00:19:36.000 --> 00:19:38.800]  接著第二步再放縱自己
[00:19:38.800 --> 00:19:41.000]  打發人去叫她來
[00:19:41.000 --> 00:19:43.600]  請一個女士來宮殿
[00:19:43.600 --> 00:19:45.800]  當然對方一定不敢拒絕
[00:19:45.800 --> 00:19:49.000]  來到的時候見到對方貌美
[00:19:49.000 --> 00:19:51.400]  因此第三個放縱
[00:19:51.400 --> 00:19:53.400]  就與她行房
[00:19:53.400 --> 00:19:58.000]  然後跌入一層一層的陷阱裡面
[00:19:59.000 --> 00:20:02.600]  有些時候 當你面對著試探的時候
[00:20:02.600 --> 00:20:04.600]  你要很留心
[00:20:04.600 --> 00:20:06.400]  在心中祈禱
