
[00:00:00.000 --> 00:00:08.000]  吳安 早有句說話 一人做事一人當
[00:02:55.000 --> 00:02:58.000]  所以搞掂咗就得啦你可以返屋企
[00:02:58.000 --> 00:03:01.000]  呢個婦人係邊個呢 叫做拔士巴
[00:03:01.000 --> 00:03:06.000]  係當時一個外邦人 呢個外邦名好得意 叫客人
[00:03:06.000 --> 00:03:11.000]  就係唔好俾人嚇親唔係嗰個客 呢個客人係烏尼亞嘅妻
[00:03:11.000 --> 00:03:15.000]  而且呢個外邦人唔單止係以色列人裏面住
[00:03:15.000 --> 00:03:18.000]  佢都好愛以色列人同埋愛以色列嘅神
[00:03:18.000 --> 00:03:22.000]  所以當時烏尼亞係唔在耶路撒冷
[00:03:22.000 --> 00:03:27.000]  佢出咗去就同約克呢個軍隊一齊去打緊阿滿人
[00:03:27.000 --> 00:03:30.000]  過咗一段日子大衛以後無事發生
[00:03:30.000 --> 00:03:34.000]  點不知傳嚟一句消息 拔士巴同佢講話咩呀
[00:03:34.000 --> 00:03:39.000]  我又好早身記 大衛諗住死喇 點搞呢
[00:03:39.000 --> 00:03:43.000]  搞出個大頭佛 咁唔緊要啦 大衛好聰明嘅
[00:03:43.000 --> 00:03:46.000]  諗下好 要掩飾呢件事好易啫
[00:03:46.000 --> 00:03:51.000]  佢就吩咐人叫返烏尼亞從戰場嗰處去返嚟
[00:03:51.000 --> 00:03:55.000]  喺皇宮裏面同大衛一齊進餐
[00:03:55.000 --> 00:03:59.000]  又乍帝帝關心下點呀 你近來如何呀
[00:03:59.000 --> 00:04:03.000]  戰場嘅情況點呀 約下將軍軍隊如何呀
[00:04:03.000 --> 00:04:07.000]  然後呢嗰晚盡情完之後呢 諗住等佢食飽
[00:04:07.000 --> 00:04:11.000]  飲醉 咁然後呢就返屋企 咁就見到自己好唔耐冇見咗太太
[00:04:11.000 --> 00:04:14.000]  就後會同房 咁然後呢就賴咗啦
[00:04:14.000 --> 00:04:18.000]  我個仔呀 你個仔嚟㗎嘛 唔關我事 咁係咪呀
[00:04:18.000 --> 00:04:22.000]  點不知呢呢個烏尼亞一個好得意嘅人
[00:04:22.000 --> 00:04:26.000]  佢嗰晚有冇返到屋企呢 佢冇呀
[00:04:26.000 --> 00:04:30.000]  佢竟然同埋嗰啲守門口嘅士兵一齊喺路邊
[00:04:30.000 --> 00:04:34.000]  就鋪地鋪咁樣過夜喎 但係佢聽見
[00:04:34.000 --> 00:04:38.000]  有冇搞錯呀 叫返你上嚟 點解唔返屋企過夜呀
[00:04:38.000 --> 00:04:43.000]  烏尼亞回答仔 以色列嘅神嘅藥櫃仲喺帳幕裏面
[00:04:43.000 --> 00:04:47.000]  以色列嘅軍隊仲喺出面 又係住喺帳幕裏面
[00:04:47.000 --> 00:04:52.000]  我豈可返屋企上自己嘅床同自己嘅妻子同寢呢
[00:04:52.000 --> 00:04:56.000]  唔得嘅 諸使大會見到佢都唔知好嬲好笑呀
[00:04:56.000 --> 00:05:01.000]  換一個咁精銳咁忠心嘅一個軍人應該讚賞佢嘅
[00:05:01.000 --> 00:05:04.000]  大心願死啦 佢唔返去嘅 唔中我計嘅
[00:05:04.000 --> 00:05:08.000]  呢個烏尼亞唔少嘢㗎喎 如果睇返其他聖經
[00:05:08.000 --> 00:05:13.000]  係講到喺大衛軍隊裏面有三十個列明嘅勇士
[00:05:13.000 --> 00:05:16.000]  佢係呢三十個勇士嘅其中一個嚟㗎喎
[00:05:16.000 --> 00:05:19.000]  所以呢個烏尼亞唔係小意思嘅
[00:05:19.000 --> 00:05:25.000]  但係見到佢咁 點解呢 拗曬頭 於是佢就出下策啦
[00:05:25.000 --> 00:05:30.000]  佢就寫咗封信 畀烏尼亞帶去戰場畀約翰
[00:05:30.000 --> 00:05:34.000]  當然個封信係密封住嘅 烏尼亞係睇唔到嘅
[00:05:34.000 --> 00:05:39.000]  信裏面寫咩呢 大衛吩咐約翰
[00:05:39.000 --> 00:05:45.000]  將烏尼亞分派到戰場最危險嗰個地方
[00:05:45.000 --> 00:05:52.000]  讓烏尼亞喺嗰處鎮和 約翰收到信真係照做
[00:05:52.000 --> 00:05:57.000]  於是就派烏尼亞去到城牆底下進攻
[00:05:57.000 --> 00:06:01.000]  原來當時咁樣嘅進攻方法呢 係一個下策嚟嘅
[00:06:01.000 --> 00:06:03.000]  因為點解呀 係非常之危險嘅
[00:06:03.000 --> 00:06:07.000]  因為嗰啲嘅敵人喺城牆上面放箭落嚟
[00:06:07.000 --> 00:06:09.000]  或者有時你睇下啲電影知啦嘛
[00:06:09.000 --> 00:06:11.000]  倒滾油呀 倒滾水呀咁樣落嚟
[00:06:11.000 --> 00:06:16.000]  隨時令到你自己非常之多士兵傷亡嘅
[00:06:16.000 --> 00:06:18.000]  但係約翰明知呢個係下策
[00:06:18.000 --> 00:06:21.000]  佢為咗要服從大衛嘅命令
[00:06:21.000 --> 00:06:24.000]  叫一班人 當然包括烏尼亞在內
[00:06:24.000 --> 00:06:26.000]  就去到城牆底下攻
[00:06:26.000 --> 00:06:30.000]  結果真係烏尼亞同另外一班嘅軍人一齊咁樣就陣亡咗
[00:06:30.000 --> 00:06:33.000]  於是大衛知道呢個消息之後
[00:06:33.000 --> 00:06:39.000]  就名正言順娶咗人哋老婆拔士巴入宮
[00:06:39.000 --> 00:06:41.000]  正正式式生咗個仔
[00:06:41.000 --> 00:06:44.000]  以為咁樣就可以瞞天過海
[00:06:44.000 --> 00:06:47.000]  正所謂神不知鬼不覺
[00:06:47.000 --> 00:06:53.000]  我想問係咪真係神不知鬼不覺呢
[00:06:53.000 --> 00:06:56.000]  原來呢 神又知 鬼又覺
[00:06:56.000 --> 00:06:58.000]  頭先我所讀嘅經文
[00:06:58.000 --> 00:07:02.000]  就係呀 神去猜下若拿仙子
[00:07:02.000 --> 00:07:04.000]  呢個若拿仙子大家唔知記唔記得佢係邊個呀
[00:07:04.000 --> 00:07:07.000]  上次我哋講到呢 神本來要祝福大衛㗎嘛
[00:07:07.000 --> 00:07:11.000]  就猜俾呢個拿丹仙子去報呢個喜訊
[00:07:11.000 --> 00:07:14.000]  所以我哋有人以為呢 拿丹仙子啲賊孩仔嚟嘅
[00:07:14.000 --> 00:07:16.000]  淨係喺皇帝面前講好嘢咁
[00:07:16.000 --> 00:07:21.000]  唔係喎 神差派拿丹仙子好忠心照樣去講
[00:07:21.000 --> 00:07:23.000]  神差派佢要講嘅說話
[00:07:23.000 --> 00:07:26.000]  拿丹好聰明 作咗個故仔
[00:07:26.000 --> 00:07:28.000]  頭先我所讀嘅讀過
[00:07:28.000 --> 00:07:30.000]  就係話有一個城裏面呀皇
[00:07:30.000 --> 00:07:34.000]  有兩個人 一個戶戶有好多牛羊
[00:07:34.000 --> 00:07:39.000]  一個窮人家 淨係用錢買咗一隻無羊羔
[00:07:39.000 --> 00:07:41.000]  當係自己個女咁濟
[00:07:41.000 --> 00:07:45.000]  又食自己嘅嘢 又飲自己嘅嘢 一齊瞓
[00:07:45.000 --> 00:07:47.000]  真係佢非常之好
[00:07:47.000 --> 00:07:49.000]  有一日呢個戶戶呢
[00:07:49.000 --> 00:07:52.000]  有客人從遠方來
[00:07:52.000 --> 00:07:54.000]  為咗招呼客人 諗住劏牛羊
[00:07:54.000 --> 00:07:56.000]  但係唔捨得 劏自己嘅羊
[00:07:56.000 --> 00:07:58.000]  要點做呀
[00:07:58.000 --> 00:08:00.000]  搶咗啲窮人家嘅羊
[00:08:00.000 --> 00:08:04.000]  劏咗佢 去招呼自己嘅客人
[00:08:04.000 --> 00:08:06.000]  拿丹差唔多都未講完
[00:08:06.000 --> 00:08:09.000]  大衛嘅本性就出嚟啦
[00:08:09.000 --> 00:08:12.000]  要好公正公義咁樣去講說話
[00:08:12.000 --> 00:08:15.000]  就話呢個人該死
[00:08:15.000 --> 00:08:17.000]  而且佢攞人家一隻羊
[00:08:17.000 --> 00:08:19.000]  要賠人哋四倍
[00:08:19.000 --> 00:08:23.000]  佢呢個人冇憐恤嘅心
[00:08:23.000 --> 00:08:27.000]  咁諗住非常之勇猛公正啦
[00:08:27.000 --> 00:08:30.000]  拿丹一句說話就話咩呀
[00:08:30.000 --> 00:08:34.000]  「這人就是你」
[00:08:34.000 --> 00:08:36.000]  大衛即刻「係我?」
[00:08:36.000 --> 00:08:39.000]  拿丹又話如此說
[00:08:39.000 --> 00:08:42.000]  「我將你提攜成為以色列嘅王」
[00:08:42.000 --> 00:08:46.000]  「救你脫離之前嘅王 蘇羅嘅手」
[00:08:46.000 --> 00:08:50.000]  「甚至將佢嘅家 佢嘅財富 佢嘅國」
[00:08:50.000 --> 00:08:53.000]  「甚至佢嘅妃嬪都擺喺你手」
[00:08:53.000 --> 00:08:55.000]  「你仲以為唔夠嘅話仲可以加畀你」
[00:08:55.000 --> 00:08:59.000]  「但你竟然今日搶人哋烏尼亞嘅妻」
[00:08:59.000 --> 00:09:02.000]  「殺咗人 據為自己所有」
[00:09:02.000 --> 00:09:06.000]  「所以刀劍唔會離開你嘅家」
[00:09:06.000 --> 00:09:09.000]  本來大衛個身已經享緊平安
[00:09:09.000 --> 00:09:12.000]  可以安安樂樂享受自己國家嘅太平
[00:09:12.000 --> 00:09:14.000]  但係犯咗呢個罪
[00:09:14.000 --> 00:09:17.000]  神話「刀劍必不離開你」
[00:09:17.000 --> 00:09:20.000]  大衛其實都總算係一個
[00:09:20.000 --> 00:09:23.000]  所謂神認為最合他心意嘅人
[00:09:23.000 --> 00:09:26.000]  因為大衛即刻嘅反應係點呢
[00:09:26.000 --> 00:09:30.000]  「我得罪耶和華」
[00:09:30.000 --> 00:09:32.000]  之前蘇羅王都得罪過耶和華
[00:09:32.000 --> 00:09:34.000]  不過佢嘅反應就唔係咁
[00:09:34.000 --> 00:09:37.000]  當撒慕爾先知次次同佢講話
[00:09:37.000 --> 00:09:38.000]  「你得罪神」
[00:09:38.000 --> 00:09:40.000]  佢又講下藉口
[00:09:40.000 --> 00:09:43.000]  一陣又賴下其他問題
[00:09:43.000 --> 00:09:44.000]  總係唔承認
[00:09:44.000 --> 00:09:46.000]  係要人哋逼佢去到祥國
[00:09:46.000 --> 00:09:48.000]  佢先至話「我得罪神」
[00:09:48.000 --> 00:09:50.000]  但係一知道神知道呢件事
[00:09:50.000 --> 00:09:53.000]  而且去指正佢嘅時候
[00:09:53.000 --> 00:09:55.000]  佢即刻就承認
[00:09:55.000 --> 00:09:57.000]  於是拿丹先知就話
[00:09:57.000 --> 00:09:59.000]  「神已經去掉咗你嘅罪」
[00:09:59.000 --> 00:10:01.000]  「你必不至死」
[00:10:01.000 --> 00:10:04.000]  根據摩西律法
[00:10:04.000 --> 00:10:06.000]  凡係唔單止殺人
[00:10:06.000 --> 00:10:11.000]  奪人妻姦淫嘅亦都係死罪
[00:10:11.000 --> 00:10:13.000]  所以頭先大衛講返個說話
[00:10:13.000 --> 00:10:15.000]  話嗰人該死
[00:10:15.000 --> 00:10:17.000]  同埋話一賠四呢
[00:10:17.000 --> 00:10:19.000]  其實係按住摩西律法講
[00:10:19.000 --> 00:10:21.000]  佢好熟悉摩西嘅律法
[00:10:21.000 --> 00:10:22.000]  好熟悉神嘅說話
[00:10:22.000 --> 00:10:25.000]  甚至點解大衛話佢要一賠四呀
[00:10:25.000 --> 00:10:27.000]  因為又係按返摩西律法
[00:10:27.000 --> 00:10:29.000]  《生命記》裏面有講到
[00:10:29.000 --> 00:10:32.000]  若果有人攞咗人哋一隻牛呢
[00:10:32.000 --> 00:10:33.000]  牛好得意
[00:10:33.000 --> 00:10:35.000]  唔知點解要賠五隻
[00:10:35.000 --> 00:10:36.000]  羊又唔同
[00:10:36.000 --> 00:10:39.000]  羊就一賠四
[00:10:39.000 --> 00:10:41.000]  你問我唔知點解
[00:10:41.000 --> 00:10:44.000]  總之牛你攞人哋一隻就賠五
[00:10:44.000 --> 00:10:45.000]  羊就一賠四
[00:10:45.000 --> 00:10:47.000]  偷就偷羊唔好偷牛知唔知
[00:10:47.000 --> 00:10:49.000]  於是呢
[00:10:49.000 --> 00:10:51.000]  呢句說話
[00:10:51.000 --> 00:10:54.000]  其實頭先大衛自己所講嘅
[00:10:54.000 --> 00:10:57.000]  暗中就判斷咗佢自己
[00:10:57.000 --> 00:11:00.000]  雖然神赦免咗佢嘅罪
[00:11:00.000 --> 00:11:04.000]  但係一賠四呢一個判決呢
[00:11:04.000 --> 00:11:07.000]  繼續因為大衛犯呢個罪
[00:11:07.000 --> 00:11:11.000]  影響佢自己嘅家臣
[00:11:11.000 --> 00:11:13.000]  拿番仙子就話你同
[00:11:13.000 --> 00:11:15.000]  唔係拔士巴
[00:11:15.000 --> 00:11:17.000]  你同烏尼亞妻所生嗰個仔
[00:11:17.000 --> 00:11:19.000]  即係人哋嘅老婆
[00:11:19.000 --> 00:11:22.000]  因為你褻瀆咗神嘅名
[00:11:22.000 --> 00:11:24.000]  叫神嘅受敵
[00:11:24.000 --> 00:11:26.000]  有機會去褻瀆神
[00:11:26.000 --> 00:11:30.000]  所以你同烏尼亞所生嗰個仔要死
[00:11:30.000 --> 00:11:33.000]  烏尼亞妻所生嘅仔一定要死
[00:11:33.000 --> 00:11:36.000]  所以呢雖然呢件事
[00:11:36.000 --> 00:11:38.000]  係喺呢個BB出咗世之後
[00:11:38.000 --> 00:11:41.000]  拿番仙子向大衛講咗番說話
[00:11:41.000 --> 00:11:43.000]  但係呢件事之後呢
[00:11:43.000 --> 00:11:45.000]  呢個細路仔真係發病
[00:11:45.000 --> 00:11:48.000]  而且無論大衛點樣係神面前禁食
[00:11:48.000 --> 00:11:53.000]  佢哀求神仍然要呢個孩子死去
[00:11:53.000 --> 00:11:55.000]  佢話乜咁嘢
[00:11:55.000 --> 00:11:57.000]  神就話神面人一罪
[00:11:57.000 --> 00:11:59.000]  點樣仍然追討佢罪至到
[00:11:59.000 --> 00:12:02.000]  頭先我所讀嘅經文三四代呢
[00:12:02.000 --> 00:12:04.000]  而且呢個BB無辜架嘛
[00:12:04.000 --> 00:12:06.000]  父母嘅錯
[00:12:06.000 --> 00:12:09.000]  但係睇完節目講俾你聽
[00:12:09.000 --> 00:12:12.000]  呢個BB嘅死已經係最舒服
[00:12:12.000 --> 00:12:14.000]  係最好死
[00:12:14.000 --> 00:12:16.000]  因為故事繼續發展
[00:12:16.000 --> 00:12:18.000]  大衛因為犯咗呢個罪
[00:12:18.000 --> 00:12:21.000]  帶嚟嘅後果無窮
[00:12:21.000 --> 00:12:23.000]  我今首講嘅經文其實係好長
[00:12:23.000 --> 00:12:27.000]  係記載喺薩姆爾記下嘅第十一章至到第十八章
[00:12:27.000 --> 00:12:29.000]  所以我今日好濃縮同大家講
[00:12:29.000 --> 00:12:31.000]  返屋企你可以再仔細啲去睇
[00:12:31.000 --> 00:12:33.000]  但係呢段經文呢
[00:12:33.000 --> 00:12:35.000]  頭嗰兩章即係十一十二章
[00:12:35.000 --> 00:12:37.000]  就係講到烏尼亞同拔士巴嘅問題
[00:12:37.000 --> 00:12:39.000]  但係講完呢度
[00:12:39.000 --> 00:12:41.000]  拿丹仙子同大衛除咗呢個罪
[00:12:41.000 --> 00:12:43.000]  即刻入去第十三章
[00:12:43.000 --> 00:12:49.000]  就講到大衛嘅一個仔暗戀嘅問題
[00:12:49.000 --> 00:12:52.000]  我哋睇下喺暗戀身上發生咩事
[00:12:52.000 --> 00:12:55.000]  暗戀係大衛嘅大仔
[00:12:55.000 --> 00:12:57.000]  你睇聖經大衛嗰啲兒子
[00:12:57.000 --> 00:12:59.000]  好複雜嘅
[00:12:59.000 --> 00:13:01.000]  因為大衛好多老婆生好多仔
[00:13:01.000 --> 00:13:03.000]  關係好混亂
[00:13:03.000 --> 00:13:06.000]  所以要搞清楚呢個係暗戀係大仔
[00:13:06.000 --> 00:13:10.000]  本來最尊貴應該係最有機會成繼王位嗰個
[00:13:10.000 --> 00:13:12.000]  佢就鍾意咗一個女仔
[00:13:12.000 --> 00:13:14.000]  個女仔係邊個呢
[00:13:14.000 --> 00:13:16.000]  係佢自己個妹
[00:13:16.000 --> 00:13:17.000]  又要搞清楚
[00:13:17.000 --> 00:13:19.000]  呢個係同父異母嘅妹
[00:13:19.000 --> 00:13:21.000]  叫做他馬
[00:13:21.000 --> 00:13:26.000]  聖經講到佢非常之美麗嘅女子
[00:13:26.000 --> 00:13:28.000]  不過基本上聖經描述
[00:13:28.000 --> 00:13:30.000]  親大衛嗰啲仔個個都係英俊威猛
[00:13:30.000 --> 00:13:32.000]  瀟灑女個個都靚女
[00:13:32.000 --> 00:13:35.000]  即係王生嗰啲唔會差對邊
[00:13:35.000 --> 00:13:37.000]  但係呢個做暗戀嘅哥哥
[00:13:37.000 --> 00:13:40.000]  鍾意咗呢個同父異母嘅妹妹
[00:13:40.000 --> 00:13:43.000]  甚至地步日日都好憂愁
[00:13:43.000 --> 00:13:45.000]  暗戀有個朋友
[00:13:45.000 --> 00:13:47.000]  都幾奸惡嘅一個人
[00:13:47.000 --> 00:13:48.000]  見到佢
[00:13:48.000 --> 00:13:53.000]  哎呀王嘅兒子咁亂 做乜你日日都咁消瘦呀 咩事呀
[00:13:53.000 --> 00:13:54.000]  暗戀就話
[00:13:54.000 --> 00:13:58.000]  哎呀我鍾意咗我自己嘅妹妹呀 咁亂呀
[00:13:58.000 --> 00:14:01.000]  佢食唔飽呀 瞓唔著呀
[00:14:01.000 --> 00:14:05.000]  呢個朋友就幫佢出計
[00:14:05.000 --> 00:14:07.000]  佢話 哎呀王嘅兒子咁亂
[00:14:07.000 --> 00:14:09.000]  你係咪王嘅仔嚟㗎
[00:14:09.000 --> 00:14:11.000]  好易處理啫 我教你
[00:14:11.000 --> 00:14:14.000]  但係你渣病 病到起唔到身
[00:14:14.000 --> 00:14:15.000]  瞓喺床度
[00:14:15.000 --> 00:14:18.000]  然後你叫父王
[00:14:18.000 --> 00:14:21.000]  吩咐你個妹妹探下做餅畀你食
[00:14:21.000 --> 00:14:23.000]  遞到去你床邊
[00:14:23.000 --> 00:14:26.000]  到時你兩個人喺寢室裏面
[00:14:26.000 --> 00:14:29.000]  你鍾意點咪點囉
[00:14:29.000 --> 00:14:31.000]  啊 暗戀聽完之後
[00:14:31.000 --> 00:14:33.000]  敢唔敢咁做呀
[00:14:33.000 --> 00:14:34.000]  佢真係咁做
[00:14:34.000 --> 00:14:35.000]  啊 細路仔你道死啦
[00:14:35.000 --> 00:14:37.000]  呢啲三級嘢呀 真係
[00:14:37.000 --> 00:14:38.000]  真係唔應該十八歲前
[00:14:38.000 --> 00:14:40.000]  攞入嚟聽㗎啊
[00:14:40.000 --> 00:14:42.000]  真係 啊 真係呢
[00:14:42.000 --> 00:14:44.000]  暗戀聽完真係咁做呀
[00:14:44.000 --> 00:14:46.000]  渣病 然後叫父王
[00:14:46.000 --> 00:14:48.000]  叫他媽嚟做餅畀佢食
[00:14:48.000 --> 00:14:51.000]  然後嚟到時候就吩咐其他人出曬去
[00:14:51.000 --> 00:14:52.000]  關埋房門
[00:14:52.000 --> 00:14:55.000]  就侮辱咗佢自己嘅妹妹
[00:14:55.000 --> 00:14:57.000]  暗戀到佢呢個妹妹嘅愛
[00:14:57.000 --> 00:14:58.000]  唔係一種單純嘅愛
[00:14:58.000 --> 00:15:01.000]  只係一種情慾嘅愛啫
[00:15:01.000 --> 00:15:02.000]  因為呢頭完咗嗰頭呢
[00:15:02.000 --> 00:15:03.000]  醒意就話啦
[00:15:03.000 --> 00:15:06.000]  嘩 暗戀憎恨他媽多過愛他媽
[00:15:06.000 --> 00:15:07.000]  嘩 你真係搞唔清楚㗎啊
[00:15:07.000 --> 00:15:09.000]  但係呢件事呢
[00:15:09.000 --> 00:15:11.000]  非常之嘅醜陋
[00:15:11.000 --> 00:15:12.000]  唔單止係一件呢
[00:15:12.000 --> 00:15:14.000]  係一件侮辱嘅案件
[00:15:14.000 --> 00:15:15.000]  更加係一件咩呀
[00:15:15.000 --> 00:15:16.000]  係亂倫嘅案
[00:15:16.000 --> 00:15:19.000]  同樣呀 按三番摩西律法
[00:15:19.000 --> 00:15:22.000]  呢個人係要被處決㗎
[00:15:22.000 --> 00:15:25.000]  就會算同父義母嘅妹妹
[00:15:25.000 --> 00:15:26.000]  朋友都一樣呢
[00:15:26.000 --> 00:15:28.000]  係要被處死嘅
[00:15:28.000 --> 00:15:30.000]  大衛知道呢件事之後
[00:15:30.000 --> 00:15:31.000]  聖經講到
[00:15:31.000 --> 00:15:33.000]  佢非常之憤怒
[00:15:33.000 --> 00:15:35.000]  不過
[00:15:35.000 --> 00:15:37.000]  佢有冇採取任何行動
[00:15:37.000 --> 00:15:39.000]  去正視處理呢件事
[00:15:39.000 --> 00:15:41.000]  無
[00:15:41.000 --> 00:15:44.000]  佢保持真默
[00:15:44.000 --> 00:15:45.000]  我哋覺得好奇怪
[00:15:45.000 --> 00:15:48.000]  按返大衛聖經記載
[00:15:48.000 --> 00:15:49.000]  佢自己嘅本相呢
[00:15:49.000 --> 00:15:51.000]  佢一聽見唔公義嘅事
[00:15:51.000 --> 00:15:52.000]  就即刻出聲 即刻處理呀
[00:15:52.000 --> 00:15:53.000]  好似頭先聽緊嗰故事
[00:15:53.000 --> 00:15:55.000]  吓吓吓 搞錯啦
[00:15:55.000 --> 00:15:57.000]  呢個婦人搶著人哋嘅羊湯
[00:15:57.000 --> 00:15:59.000]  呢個人要死 一陪死
[00:15:59.000 --> 00:16:00.000]  佢自己本相嚟㗎
[00:16:00.000 --> 00:16:02.000]  但佢聽見呢件事
[00:16:02.000 --> 00:16:05.000]  雖然係佢自己嘅仔犯罪
[00:16:05.000 --> 00:16:07.000]  佢都冇理都唔理㗎
[00:16:07.000 --> 00:16:09.000]  我想問呀
[00:16:09.000 --> 00:16:14.000]  點解暗戀敢做呢件事
[00:16:14.000 --> 00:16:16.000]  因為佢見到自己父王
[00:16:16.000 --> 00:16:17.000]  都係咁搶人哋老婆
[00:16:17.000 --> 00:16:19.000]  同人上床咋嘛
[00:16:19.000 --> 00:16:24.000]  點解大衛人唔敢再出聲呀
[00:16:24.000 --> 00:16:25.000]  我係逐啲所講
[00:16:25.000 --> 00:16:28.000]  因為我係新友呀
[00:16:28.000 --> 00:16:29.000]  佢自己覺得
[00:16:29.000 --> 00:16:30.000]  我都冇面去鬧人啦
[00:16:30.000 --> 00:16:31.000]  冇呢個權利
[00:16:31.000 --> 00:16:32.000]  我自己都係咁樣
[00:16:32.000 --> 00:16:34.000]  做過呢啲事啦
[00:16:34.000 --> 00:16:35.000]  於是佢就
[00:16:35.000 --> 00:16:36.000]  雖然憤怒
[00:16:36.000 --> 00:16:38.000]  佢知唔啱㗎
[00:16:38.000 --> 00:16:41.000]  佢唔出聲
[00:16:41.000 --> 00:16:43.000]  我哋計下先
[00:16:43.000 --> 00:16:45.000]  暫時因為大衛所犯嘅罪
[00:16:45.000 --> 00:16:47.000]  連累佢嘅兒女
[00:16:47.000 --> 00:16:50.000]  有幾多個呀
[00:16:50.000 --> 00:16:53.000]  佢同烏利亞生嗰個兒子死咗啦
[00:16:53.000 --> 00:16:55.000]  烏利亞個妻兒子都生咗
[00:16:55.000 --> 00:16:58.000]  兒子死咗啦
[00:16:58.000 --> 00:17:01.000]  他馬表玉呢
[00:17:01.000 --> 00:17:02.000]  一兩個咋喎
[00:17:02.000 --> 00:17:03.000]  繼續講啦
[00:17:03.000 --> 00:17:05.000]  暗戀有乜下場呢
[00:17:05.000 --> 00:17:08.000]  原來他馬有個同父同母嘅哥哥
[00:17:08.000 --> 00:17:09.000]  又要搞清楚啦
[00:17:09.000 --> 00:17:13.000]  同父同母嘅哥哥叫阿沙龍
[00:17:13.000 --> 00:17:15.000]  阿沙龍聽見呢件事之後
[00:17:15.000 --> 00:17:17.000]  佢唯有安慰佢嘅妹妹
[00:17:17.000 --> 00:17:19.000]  接佢返自己屋企住
[00:17:19.000 --> 00:17:20.000]  同佢講咩呢
[00:17:20.000 --> 00:17:21.000]  始終呢
[00:17:21.000 --> 00:17:22.000]  呢個係你哥哥
[00:17:22.000 --> 00:17:24.000]  你忘記呢件事
[00:17:24.000 --> 00:17:25.000]  放低佢
[00:17:25.000 --> 00:17:26.000]  安慰佢
[00:17:26.000 --> 00:17:29.000]  擺平咗呢件事就兩年
[00:17:29.000 --> 00:17:32.000]  阿沙龍冇同暗戀講好講歹
[00:17:32.000 --> 00:17:34.000]  講任何好說話唔好嘅說話
[00:17:34.000 --> 00:17:37.000]  大衛又冇任何嘅行動說話
