
[00:00:00.000 --> 00:00:02.000]  各位頂子妹,大家好!
[00:01:59.000 --> 00:02:01.000]  跳蝨最難搞啦
[00:02:01.000 --> 00:02:04.000]  咁當你發覺隻腳好痕嘅時候,特別夏天
[00:02:04.000 --> 00:02:07.000]  嘩!好熱啦!咁嗰陣時冇冷氣㗎嘛
[00:02:07.000 --> 00:02:09.000]  著住短褲落去鋪頭幫手
[00:02:09.000 --> 00:02:14.000]  嘩!隻腳好多時都瀑咗三五七隻蝨喺度
[00:02:14.000 --> 00:02:18.000]  好痕呀!咁一郁佢已經跳咗啦
[00:02:18.000 --> 00:02:22.000]  咁呢個失災係令人哋好困擾
[00:02:22.000 --> 00:02:25.000]  而且搞到隻腳真係花曬一點點望
[00:02:25.000 --> 00:02:27.000]  好啦!失災!
[00:02:27.000 --> 00:02:31.000]  咁喺嗰度《出口入記》八章十九節就講緊一件事喎
[00:02:31.000 --> 00:02:33.000]  大家留意下
[00:02:33.000 --> 00:02:36.000]  咁我都開返啲螢光筆線
[00:02:36.000 --> 00:02:44.000]  用返黃色啦
[00:02:44.000 --> 00:02:48.000]  咁呢度呢,係八章十九節出口入記呢
[00:02:48.000 --> 00:02:49.000]  嗰度係咁樣寫嘅
[00:02:49.000 --> 00:02:53.000]  《這是神的手段》
[00:02:53.000 --> 00:02:55.000]  嘩!好寶貴!神嘅手段
[00:02:55.000 --> 00:02:58.000]  特別要留意,係神嘅手段嚟㗎
[00:02:58.000 --> 00:03:00.000]  神要做嘢
[00:03:00.000 --> 00:03:02.000]  咁神嘅手段
[00:03:02.000 --> 00:03:04.000]  S bar
[00:03:04.000 --> 00:03:06.000]  呢個字好難讀嘅
[00:03:06.000 --> 00:03:08.000]  咁S bar
[00:03:08.000 --> 00:03:10.000]  S bar係指頭呀
[00:03:10.000 --> 00:03:12.000]  係finger
[00:03:12.000 --> 00:03:14.000]  咁嗰度講呢
[00:03:14.000 --> 00:03:17.000]  《這是神的手指頭》
[00:03:17.000 --> 00:03:20.000]  咁呢就係佢嘅手指頭就做呢件事啦
[00:03:20.000 --> 00:03:22.000]  嘩!好厲害!
[00:03:22.000 --> 00:03:23.000]  咁就神喺度工作喎
[00:03:23.000 --> 00:03:25.000]  另一件事呢,我哋睇下呢
[00:03:25.000 --> 00:03:27.000]  同大家重溫啫
[00:03:27.000 --> 00:03:32.000]  咁今次呢,我哋係講黑暗之災嘅,今日
[00:03:32.000 --> 00:03:35.000]  另一節聖經我哋好少留意
[00:03:35.000 --> 00:03:38.000]  就喺出口入記四章十七節
[00:03:38.000 --> 00:03:39.000]  喺嗰個時候呢
[00:03:39.000 --> 00:03:42.000]  摩西就你知道啦同神傾緊計
[00:03:42.000 --> 00:03:44.000]  太極咁推手呀
[00:03:44.000 --> 00:03:46.000]  唔肯做唔肯做唔肯去
[00:03:46.000 --> 00:03:47.000]  咁樣喎
[00:03:47.000 --> 00:03:49.000]  一味呢就話唔去
[00:03:49.000 --> 00:03:51.000]  咁又話自己口才唔好
[00:03:51.000 --> 00:03:53.000]  咁神就話
[00:03:53.000 --> 00:03:55.000]  你有個國公叫阿倫
[00:03:55.000 --> 00:03:57.000]  好口才㗎,同你一齊去
[00:03:57.000 --> 00:03:59.000]  咁呢
[00:03:59.000 --> 00:04:01.000]  派埋阿倫去,實得啦
[00:04:01.000 --> 00:04:03.000]  而且我會教你哋兩個點樣講
[00:04:03.000 --> 00:04:05.000]  咁喺呢度我上次就話呢
[00:04:05.000 --> 00:04:07.000]  摩西呢個推堂呢
[00:04:07.000 --> 00:04:09.000]  就得咗個機會
[00:04:09.000 --> 00:04:11.000]  本來就自己成日叫佢
[00:04:11.000 --> 00:04:13.000]  一個人帶曬,而家多咗個領袖
[00:04:13.000 --> 00:04:15.000]  阿倫同佢分咗
[00:04:15.000 --> 00:04:17.000]  呢啲榮耀啦
[00:04:17.000 --> 00:04:19.000]  咁又於是呢就
[00:04:19.000 --> 00:04:21.000]  你哋繼續講啦
[00:04:21.000 --> 00:04:23.000]  阿倫會幫你做口,不過
[00:04:23.000 --> 00:04:25.000]  就有第十七節
[00:04:25.000 --> 00:04:27.000]  神就話你手裏要拿
[00:04:27.000 --> 00:04:29.000]  這像,記得
[00:04:29.000 --> 00:04:31.000]  拎住呢支像
[00:04:31.000 --> 00:04:33.000]  好行神,呢支像係咩呢?就係佢
[00:04:33.000 --> 00:04:35.000]  神就話我去到佢哋唔信
[00:04:35.000 --> 00:04:37.000]  你手裏面拎住咩?
[00:04:37.000 --> 00:04:39.000]  拎住咗支像囉,你擋落地啦
[00:04:39.000 --> 00:04:41.000]  一擋就變咗一條蛇
[00:04:41.000 --> 00:04:43.000]  嗰條蛇呢係好活,好真
[00:04:43.000 --> 00:04:45.000]  嚇到摩西係跑開
[00:04:45.000 --> 00:04:47.000]  因為佢喺曠野見過啲蛇
[00:04:47.000 --> 00:04:49.000]  嘩好毒呀,好犀利呀
[00:04:49.000 --> 00:04:51.000]  咁一見到條蛇,佢已經跑開啦
[00:04:51.000 --> 00:04:53.000]  咁即係話呢,係變咗一條真蛇
[00:04:53.000 --> 00:04:55.000]  唔係一個幻象
[00:04:55.000 --> 00:04:57.000]  咁你叫佢執返,執住佢條尾
[00:04:57.000 --> 00:04:59.000]  就得啦,咁
[00:04:59.000 --> 00:05:01.000]  執住佢個弱點,捉住佢條尾
[00:05:01.000 --> 00:05:03.000]  咁摩西梗係震騰騰
[00:05:03.000 --> 00:05:05.000]  真係咁樣,又變返支像
[00:05:05.000 --> 00:05:07.000]  咁神就話啦
[00:05:07.000 --> 00:05:09.000]  你手裏要攞隻像
[00:05:09.000 --> 00:05:11.000]  就吼呢,我叫
[00:05:11.000 --> 00:05:13.000]  阿倫幫你吼
[00:05:13.000 --> 00:05:15.000]  你自己要拎住呢支像
[00:05:15.000 --> 00:05:17.000]  好行神蹟
[00:05:17.000 --> 00:05:19.000]  因此呢
[00:05:19.000 --> 00:05:21.000]  呢支像呀,喺摩西
[00:05:21.000 --> 00:05:23.000]  嚟講呢,係非常
[00:05:23.000 --> 00:05:25.000]  之重要呀
[00:05:25.000 --> 00:05:27.000]  大家留意到喎,好
[00:05:27.000 --> 00:05:29.000]  咁今日要講嘅呢,出一集記
[00:05:29.000 --> 00:05:31.000]  第十章,黑暗之災
[00:05:31.000 --> 00:05:33.000]  就喺一節夜話話
[00:05:33.000 --> 00:05:35.000]  對摩西說
[00:05:35.000 --> 00:05:37.000]  咁呀,呢個
[00:05:37.000 --> 00:05:39.000]  螢光紅色
[00:05:39.000 --> 00:05:41.000]  第一點,通常我都講
[00:05:41.000 --> 00:05:43.000]  三點,甚至同佢講
[00:05:43.000 --> 00:05:45.000]  你向天生
[00:05:45.000 --> 00:05:47.000]  象,使埃及
[00:05:47.000 --> 00:05:49.000]  地黑暗,呢個黑暗
[00:05:49.000 --> 00:05:51.000]  會黑到點呀
[00:05:51.000 --> 00:05:53.000]  黑到真係黑到不得了
[00:05:53.000 --> 00:05:55.000]  黑到似乎摸
[00:05:55.000 --> 00:05:57.000]  得著,呢個係一個形容
[00:05:57.000 --> 00:05:59.000]  嚟,黑到
[00:05:59.000 --> 00:06:01.000]  嘩,真係
[00:06:01.000 --> 00:06:03.000]  黑得
[00:06:03.000 --> 00:06:05.000]  實在到好似摸到
[00:06:05.000 --> 00:06:07.000]  咁黑,咁即係咩呢
[00:06:07.000 --> 00:06:09.000]  超級黑,好黑
[00:06:09.000 --> 00:06:11.000]  唔係少少暗下,千萬唔好
[00:06:11.000 --> 00:06:13.000]  哎呀,有雲遮住
[00:06:13.000 --> 00:06:15.000]  陰天,唔係,係直直
[00:06:15.000 --> 00:06:17.000]  黑到伸手不見
[00:06:17.000 --> 00:06:19.000]  唔止,即係黑暗
[00:06:19.000 --> 00:06:21.000]  似乎摸得著,即係話
[00:06:21.000 --> 00:06:23.000]  黑到壓埋嚟咁就係
[00:06:23.000 --> 00:06:25.000]  咁呢,就一個咁嘅
[00:06:25.000 --> 00:06:27.000]  睇法,咁有時如果你真係去到
[00:06:27.000 --> 00:06:29.000]  好黑嘅地方啦,咁呢就
[00:06:29.000 --> 00:06:31.000]  即係搵啲棉花蓋住自己
[00:06:31.000 --> 00:06:33.000]  嘩,黑到不得了嘅時候
[00:06:33.000 --> 00:06:35.000]  你覺得個黑呢,係去到你前面
[00:06:35.000 --> 00:06:37.000]  伸手不見,唔止
[00:06:37.000 --> 00:06:39.000]  咁神叫你向天生
[00:06:39.000 --> 00:06:41.000]  象,記得
[00:06:41.000 --> 00:06:43.000]  咁呢個象呢,係
[00:06:43.000 --> 00:06:45.000]  就係呢度啦,就係上帝
[00:06:45.000 --> 00:06:47.000]  曾經叫摩西
[00:06:47.000 --> 00:06:49.000]  你嗰支象,擋落地下就會變
[00:06:49.000 --> 00:06:51.000]  做蛇,撿返佢會變做象
[00:06:51.000 --> 00:06:53.000]  咁呢一個神,即係你記住
[00:06:53.000 --> 00:06:55.000]  呢支象就係我要
[00:06:55.000 --> 00:06:57.000]  要嚟幫助你,你拎
[00:06:57.000 --> 00:06:59.000]  喺手裏面,好得意嘅喎
[00:06:59.000 --> 00:07:01.000]  有支象拎住呢,好似
[00:07:01.000 --> 00:07:03.000]  係你有感覺啲
[00:07:03.000 --> 00:07:05.000]  實在啲,有啲渣拿
[00:07:05.000 --> 00:07:07.000]  你見好多人呢,特別天主教導呢
[00:07:07.000 --> 00:07:09.000]  佢都好歡喜拎住個十字架
[00:07:09.000 --> 00:07:11.000]  咁呢就
[00:07:11.000 --> 00:07:13.000]  瞓覺都拎住佢嘅喎,擺
[00:07:13.000 --> 00:07:15.000]  旁邊嘅喎,拎住個十字架呢
[00:07:15.000 --> 00:07:17.000]  好似係覺得,唉呀
[00:07:17.000 --> 00:07:19.000]  舒服啲,有信心啲嘅喎
[00:07:19.000 --> 00:07:21.000]  咁嗰支象呢,其實係一個
[00:07:21.000 --> 00:07:23.000]  上帝眷顧同在
[00:07:23.000 --> 00:07:25.000]  與行神職嘅
[00:07:25.000 --> 00:07:27.000]  一個表達嚟嘅
[00:07:27.000 --> 00:07:29.000]  你向天伸張
[00:07:29.000 --> 00:07:31.000]  咪向地喎
[00:07:31.000 --> 00:07:33.000]  向天呀,黑暗呀嘛
[00:07:33.000 --> 00:07:35.000]  我又唔係向住你呢個人
[00:07:35.000 --> 00:07:37.000]  又係向地,我又唔係
[00:07:37.000 --> 00:07:39.000]  係向天
[00:07:39.000 --> 00:07:41.000]  向天即係乜嘢呢,係你
[00:07:41.000 --> 00:07:43.000]  向天伸張,係你伸出
[00:07:43.000 --> 00:07:45.000]  依靠嘅象,其實呢
[00:07:45.000 --> 00:07:47.000]  係代替你手嚟嘅
[00:07:47.000 --> 00:07:49.000]  你向天,向神伸出
[00:07:49.000 --> 00:07:51.000]  依靠嘅手
[00:07:51.000 --> 00:07:53.000]  依靠嘅象
[00:07:53.000 --> 00:07:55.000]  咁呢個時候,神就會做嘢㗎啦
[00:07:55.000 --> 00:07:57.000]  你
[00:07:57.000 --> 00:07:59.000]  記得,你呢,需要嘅時候
[00:07:59.000 --> 00:08:01.000]  依靠自己,諗好多
[00:08:01.000 --> 00:08:03.000]  計仔,唉,點樣
[00:08:03.000 --> 00:08:05.000]  可以嚇窒呢個
[00:08:05.000 --> 00:08:07.000]  法老呢,點樣可以
[00:08:07.000 --> 00:08:09.000]  做啲乜嘢呢,唔需要㗎
[00:08:09.000 --> 00:08:11.000]  你只需要係對抗你
[00:08:11.000 --> 00:08:13.000]  仇敵嘅時候,或者好艱難嘅
[00:08:13.000 --> 00:08:15.000]  情況嘅時候,你係舉你嘅手
[00:08:15.000 --> 00:08:17.000]  舉你嘅象,向天
[00:08:17.000 --> 00:08:19.000]  伸張,向天伸手
[00:08:19.000 --> 00:08:21.000]  呢個時候
[00:08:21.000 --> 00:08:23.000]  神就會做嘅工作
[00:08:23.000 --> 00:08:25.000]  會令到埃及地
[00:08:25.000 --> 00:08:27.000]  本來係一個好猛太陽嘅地方
[00:08:27.000 --> 00:08:29.000]  黑到幾乎
[00:08:29.000 --> 00:08:31.000]  摸到咁黑,嘩,真係
[00:08:31.000 --> 00:08:33.000]  呢個表達真係好細
[00:08:33.000 --> 00:08:35.000]  係神自己講嘅
[00:08:35.000 --> 00:08:37.000]  向天伸張,唔好忘記向天伸張
[00:08:37.000 --> 00:08:39.000]  係向主嘅
[00:08:39.000 --> 00:08:41.000]  依靠,而且呢
[00:08:41.000 --> 00:08:43.000]  個象係曾經
[00:08:43.000 --> 00:08:45.000]  係經歷過神蹟嘅嘢嚟㗎
[00:08:45.000 --> 00:08:47.000]  咁你諗返以往上
[00:08:47.000 --> 00:08:49.000]  喺你身上做過嘅嘢
[00:08:49.000 --> 00:08:51.000]  你繼續拎住呢個依靠嘅心
[00:08:51.000 --> 00:08:53.000]  向上,向神
[00:08:53.000 --> 00:08:55.000]  伸出你嘅手
[00:08:55.000 --> 00:08:57.000]  神係會幫助你嘅
[00:08:57.000 --> 00:08:59.000]  第二樣嘢呢,摩西就好
[00:08:59.000 --> 00:09:01.000]  照樣向天伸張,冇懷疑
[00:09:01.000 --> 00:09:03.000]  真係假阿神得唔得㗎
[00:09:03.000 --> 00:09:05.000]  係咪咁㗎
[00:09:05.000 --> 00:09:07.000]  咁你會唔會真係
[00:09:07.000 --> 00:09:09.000]  試一次先,要唔要做個實驗
[00:09:09.000 --> 00:09:11.000]  先呀,冇㗎
[00:09:11.000 --> 00:09:13.000]  摩西就好有信心,佢就話
[00:09:13.000 --> 00:09:15.000]  向天伸張,將啲
[00:09:15.000 --> 00:09:17.000]  象呢,舉樣先
[00:09:17.000 --> 00:09:19.000]  你知佢都慣咗嘅
[00:09:19.000 --> 00:09:21.000]  你將啲象指向紅海水就分開
[00:09:21.000 --> 00:09:23.000]  咁佢啲象好緊要
[00:09:23.000 --> 00:09:25.000]  因此呢支象亦都係
[00:09:25.000 --> 00:09:29.000]  佢係一個摩西嘅象徵嚟㗎
[00:09:29.000 --> 00:09:31.000]  係呢,係信靠嘅象徵
[00:09:31.000 --> 00:09:33.000]  第二點同大家分享呢
[00:09:33.000 --> 00:09:35.000]  就埃及地遍地
[00:09:35.000 --> 00:09:37.000]  就污黑了
[00:09:37.000 --> 00:09:39.000]  咁呢
[00:09:39.000 --> 00:09:41.000]  呢個應該叫做污黑之災
[00:09:41.000 --> 00:09:43.000]  就啱啲㗎
[00:09:43.000 --> 00:09:45.000]  咁我上面都有
[00:09:45.000 --> 00:09:47.000]  使埃及地黑暗啦
[00:09:47.000 --> 00:09:49.000]  咁因此都叫黑暗之災啦
[00:09:49.000 --> 00:09:51.000]  其實黑暗唔夠,因為個黑暗黑到呢
[00:09:51.000 --> 00:09:53.000]  係污黑
[00:09:53.000 --> 00:09:55.000]  污黑了三天
[00:09:55.000 --> 00:09:57.000]  嘩,咁呢個都幾得意喎
[00:09:57.000 --> 00:09:59.000]  大家
[00:09:59.000 --> 00:10:01.000]  有冇帶支電筒
[00:10:01.000 --> 00:10:03.000]  早晨起身出街返工㗎呢
[00:10:03.000 --> 00:10:05.000]  做咩帶支電筒呀
[00:10:05.000 --> 00:10:07.000]  咁唔使打呀,因為而家有手機
[00:10:07.000 --> 00:10:09.000]  有燈㗎嘛
[00:10:09.000 --> 00:10:11.000]  咁所以你唔使帶啦
[00:10:11.000 --> 00:10:13.000]  帶支電筒出街係咩呢
[00:10:13.000 --> 00:10:15.000]  係邊一個話畀你聽
[00:10:15.000 --> 00:10:17.000]  聽朝實會天光㗎呢
[00:10:17.000 --> 00:10:19.000]  咁咪以往歷史
[00:10:19.000 --> 00:10:21.000]  都係㗎啦,從來都冇一日
[00:10:21.000 --> 00:10:23.000]  個天係唔光㗎,咁你到
[00:10:23.000 --> 00:10:25.000]  天光天黑,天光天黑,實有㗎啦
[00:10:25.000 --> 00:10:27.000]  所以呢個必然啦
[00:10:27.000 --> 00:10:29.000]  點解必然呀,其實唔一定
[00:10:29.000 --> 00:10:31.000]  必然㗎喎,係可以冇㗎喎
[00:10:31.000 --> 00:10:33.000]  咁你拎住支電筒
[00:10:33.000 --> 00:10:35.000]  明日返工就易啲喎,係可以
[00:10:35.000 --> 00:10:37.000]  冇㗎喎,不過我哋認為
[00:10:37.000 --> 00:10:39.000]  有,因為上帝呢係咁
[00:10:39.000 --> 00:10:41.000]  規律地行㗎
[00:10:41.000 --> 00:10:43.000]  呢個世界混行緊嘅
[00:10:43.000 --> 00:10:45.000]  不過到第二日,而家起身
[00:10:45.000 --> 00:10:47.000]  啊,乜個天咁耐都未
[00:10:47.000 --> 00:10:49.000]  光㗎呢今日
[00:10:49.000 --> 00:10:51.000]  咁當然當時我一頭就冇鐘
[00:10:51.000 --> 00:10:53.000]  冇錶啦,不過佢哋梗有啲
[00:10:53.000 --> 00:10:55.000]  辦法呢,去睇下時間
[00:10:55.000 --> 00:10:57.000]  已經打晒
[00:10:57.000 --> 00:10:59.000]  間咁耐喎,幾多點
[00:10:59.000 --> 00:11:01.000]  㗎喇喎,點解仲未
[00:11:01.000 --> 00:11:03.000]  光㗎呢,跟住
[00:11:03.000 --> 00:11:05.000]  嘩,照睇個時間下午
[00:11:05.000 --> 00:11:07.000]  㗎喇喎,仲未光,夜晚
[00:11:07.000 --> 00:11:09.000]  黑呀黑,今日冇咗
[00:11:09.000 --> 00:11:11.000]  光,真係奇,我心
[00:11:11.000 --> 00:11:13.000]  好驚,如果你發覺
[00:11:13.000 --> 00:11:15.000]  有一日,全日係烏黑
[00:11:15.000 --> 00:11:17.000]  我諗你驚到不得了
[00:11:17.000 --> 00:11:19.000]  咁以後,唉,算啦,果一晚
[00:11:19.000 --> 00:11:21.000]  希望明日天光,又黑
[00:11:21.000 --> 00:11:23.000]  又嚟到一日
[00:11:23.000 --> 00:11:25.000]  死啦,個田點呢
[00:11:25.000 --> 00:11:27.000]  死啦,個樣事情點呢
[00:11:27.000 --> 00:11:29.000]  嘩,你驚到不得了
[00:11:29.000 --> 00:11:31.000]  唔知我親戚嗰邊係點呢
[00:11:31.000 --> 00:11:33.000]  有好多嘢驚,到第三日
[00:11:33.000 --> 00:11:35.000]  光㗎掛,點知又黑
[00:11:35.000 --> 00:11:37.000]  嘩,真係我諗
[00:11:37.000 --> 00:11:39.000]  暈低,真係嚇到
[00:11:39.000 --> 00:11:41.000]  個心驚到不得了
[00:11:41.000 --> 00:11:43.000]  埃及遍地,烏黑三天
[00:11:43.000 --> 00:11:45.000]  係上帝做嘅神蹟嚟㗎
[00:11:45.000 --> 00:11:47.000]  超級神蹟
[00:11:47.000 --> 00:11:49.000]  烏黑你三天
[00:11:49.000 --> 00:11:51.000]  呢個神蹟真係好呀
[00:11:51.000 --> 00:11:53.000]  好令人吃驚呀
[00:11:53.000 --> 00:11:55.000]  真係伏到唔睇頭地
[00:11:55.000 --> 00:11:57.000]  點知
[00:11:57.000 --> 00:11:59.000]  第三點
[00:11:59.000 --> 00:12:01.000]  先令人驚
[00:12:01.000 --> 00:12:03.000]  第23次話,三天之久
[00:12:03.000 --> 00:12:05.000]  人不能相見
[00:12:05.000 --> 00:12:07.000]  因為冇燈㗎嘛
[00:12:07.000 --> 00:12:09.000]  冇手機有燈㗎嘛
[00:12:09.000 --> 00:12:11.000]  出唔到街
[00:12:11.000 --> 00:12:13.000]  點火把點唔到咁耐
[00:12:13.000 --> 00:12:17.000]  冇咁多油,冇咁多燃燒嘅物料
[00:12:17.000 --> 00:12:19.000]  人不能相見
[00:12:19.000 --> 00:12:21.000]  誰也不敢起來離開本處
[00:12:21.000 --> 00:12:23.000]  唯有最安全
[00:12:23.000 --> 00:12:25.000]  亦都冇一個安全
[00:12:25.000 --> 00:12:27.000]  更安全嘅地方就ok啦
[00:12:27.000 --> 00:12:31.000]  誰也不敢起來離開本處
[00:12:31.000 --> 00:12:33.000]  三點紅色字要同大家睇
[00:12:33.000 --> 00:12:35.000]  唯有以色列家中
[00:12:35.000 --> 00:12:41.000]  唯有以色列人嘅家中
[00:12:41.000 --> 00:12:43.000]  都有亮光
[00:12:43.000 --> 00:12:45.000]  真係奇啦
[00:12:45.000 --> 00:12:47.000]  係以色列人嘅屋企裏面呢
[00:12:47.000 --> 00:12:49.000]  就有亮光
[00:12:49.000 --> 00:12:54.000]  咁呢個神蹟真係更加可怕啦
[00:12:54.000 --> 00:12:56.000]  真係可怕到極
[00:12:56.000 --> 00:12:59.000]  我哋埃及人你從埃及嘅角度睇
[00:12:59.000 --> 00:13:01.000]  我都黑晒
[00:13:01.000 --> 00:13:03.000]  係以色列住嗰幾個
[00:13:03.000 --> 00:13:05.000]  住喺大部分住喺嗰度
[00:13:05.000 --> 00:13:07.000]  嗰幾個係貨倉城
[00:13:07.000 --> 00:13:09.000]  要佢哋起緊嘅地方呢
[00:13:09.000 --> 00:13:11.000]  就有光喎
[00:13:11.000 --> 00:13:13.000]  佢哋繼續係日頭有光
[00:13:13.000 --> 00:13:15.000]  夜晚黑日太好光
[00:13:15.000 --> 00:13:17.000]  嘩,呢個佢哋嘅上帝真係犀利喎
[00:13:17.000 --> 00:13:19.000]  點會咁呢
[00:13:19.000 --> 00:13:21.000]  係能夠特別咁分開
[00:13:21.000 --> 00:13:23.000]  佢哋光我哋黑喎
[00:13:23.000 --> 00:13:25.000]  三日喎
[00:13:25.000 --> 00:13:27.000]  我諗喺呢個時間啲埃及人
[00:13:27.000 --> 00:13:29.000]  嘩,呢個以色列嘅神
[00:13:29.000 --> 00:13:31.000]  先係真嘅神
[00:13:31.000 --> 00:13:33.000]  叫咩名啊,以色列個神叫咩名
[00:13:33.000 --> 00:13:35.000]  叫耶和華喎
[00:13:35.000 --> 00:13:37.000]  嘩,呢個耶和華
[00:13:37.000 --> 00:13:39.000]  先係真神
[00:13:39.000 --> 00:13:41.000]  其實你會知道呢,上帝做好多方法
[00:13:41.000 --> 00:13:43.000]  想人哋認識到
[00:13:43.000 --> 00:13:45.000]  邊一個先係真神
[00:13:45.000 --> 00:13:47.000]  呢個就係啦
[00:13:47.000 --> 00:13:49.000]  第二個唔係呀
[00:13:49.000 --> 00:13:51.000]  你會知道呢,就係呢個景況
[00:13:51.000 --> 00:13:53.000]  唯有以色列家中
[00:13:53.000 --> 00:13:55.000]  都有亮光喺神
[00:13:55.000 --> 00:13:57.000]  一步去表達
[00:13:57.000 --> 00:13:59.000]  就係話畀你聽你嗰個太陽神
[00:13:59.000 --> 00:14:01.000]  唔係神
[00:14:01.000 --> 00:14:03.000]  佢係拜太陽㗎
[00:14:03.000 --> 00:14:05.000]  原因就係耕種呀嘛
[00:14:05.000 --> 00:14:07.000]  農業社會嘛,佢需要好猛烈嘅陽光㗎
[00:14:07.000 --> 00:14:09.000]  咁所以佢要拜太陽
[00:14:09.000 --> 00:14:11.000]  上帝就好
[00:14:11.000 --> 00:14:13.000]  拜太陽啦
[00:14:13.000 --> 00:14:15.000]  我熄燈三日,睇你點
[00:14:15.000 --> 00:14:17.000]  你哋會知道
[00:14:17.000 --> 00:14:19.000]  係邊個可以將太陽熄滅咗
[00:14:19.000 --> 00:14:21.000]  三日
[00:14:21.000 --> 00:14:23.000]  不過仍然喺以色列家
[00:14:23.000 --> 00:14:25.000]  都有亮光
[00:14:25.000 --> 00:14:27.000]  其實之前我相信
[00:14:27.000 --> 00:14:29.000]  喺嗰啲災裏面呢
[00:14:29.000 --> 00:14:31.000]  好有可能冇特別講
[00:14:31.000 --> 00:14:33.000]  應該埃及地裏面
[00:14:33.000 --> 00:14:35.000]  以色列人聚居嘅地方
[00:14:35.000 --> 00:14:37.000]  都受災
[00:14:37.000 --> 00:14:39.000]  都受災
[00:14:39.000 --> 00:14:41.000]  不過嚟到黑暗之災
[00:14:41.000 --> 00:14:43.000]  係以色列
[00:14:43.000 --> 00:14:45.000]  所在之地有所分別
[00:14:45.000 --> 00:14:47.000]  點解咁講
[00:14:47.000 --> 00:14:49.000]  因為之前冇講到
[00:14:49.000 --> 00:14:51.000]  有以色列人係唔受災
[00:14:51.000 --> 00:14:53.000]  係嚟到呢個
[00:14:53.000 --> 00:14:55.000]  黑暗之災先講
[00:14:55.000 --> 00:14:57.000]  唯有以色列家中都有亮光
[00:14:57.000 --> 00:14:59.000]  咁大家留意下
[00:14:59.000 --> 00:15:01.000]  咁即係摩西嗰啲像
[00:15:01.000 --> 00:15:03.000]  今日同大家講到呢度啦
[00:15:03.000 --> 00:15:05.000]  咁我要再
[00:15:05.000 --> 00:15:07.000]  留意,請大家留意返
[00:15:07.000 --> 00:15:09.000]  遮視神的手段
[00:15:09.000 --> 00:15:11.000]  手段呢個字
[00:15:11.000 --> 00:15:13.000]  今日我哋就覺得
[00:15:13.000 --> 00:15:15.000]  好貶義,灑手段
[00:15:15.000 --> 00:15:17.000]  手段其實係
[00:15:17.000 --> 00:15:19.000]  做嘢,隻手分段
[00:15:19.000 --> 00:15:21.000]  分開嚟
[00:15:21.000 --> 00:15:23.000]  做嘢嘅方法
[00:15:23.000 --> 00:15:25.000]  係神做嘢嘅方法
