
[00:00:00.000 --> 00:00:03.440]  今天要和大家分享的講道題目是
[00:01:55.280 --> 00:01:57.520]  他有一個「listen carefully」
[00:01:57.520 --> 00:02:01.120]  讓道聆聽進入他的心裡
[00:02:01.120 --> 00:02:03.440]  今天的訊息都是有關
[00:02:03.440 --> 00:02:05.680]  我們要聆聽神的謠權
[00:02:05.680 --> 00:02:09.320]  讓神的教導真的能夠聆聽進我們的心田
[00:02:09.320 --> 00:02:11.560]  我們做一個好的聆聽者
[00:02:11.560 --> 00:02:13.360]  預備去接收神的道
[00:02:13.360 --> 00:02:14.400]  還有我們想想
[00:02:14.400 --> 00:02:17.320]  我們怎樣去用我們的生命去回應祂的道
[00:02:17.320 --> 00:02:20.920]  讓祂的道能夠去建立我們的生命
[00:02:20.920 --> 00:02:23.360]  先講一講經文的背景
[00:02:23.360 --> 00:02:24.960]  我經文就是選了
[00:02:24.960 --> 00:02:28.760]  《薩姆二記》上三章一節到二十一節
[00:02:28.760 --> 00:02:33.000]  我用了和修本去作為經文
[00:02:33.000 --> 00:02:36.800]  經文當中有兩個重要的人物
[00:02:36.800 --> 00:02:38.520]  先跟大家講一講
[00:02:38.520 --> 00:02:40.840]  是有關大祭司以利
[00:02:40.840 --> 00:02:42.760]  大祭司以利就是他在
[00:02:42.760 --> 00:02:45.120]  神的殿當中去服侍
[00:02:45.120 --> 00:02:47.400]  千萬不要以為神的殿
[00:02:47.400 --> 00:02:50.080]  像我們這樣有一個
[00:02:50.080 --> 00:02:52.920]  泥土比較鞏固的建築物
[00:02:52.920 --> 00:02:55.680]  當時還沒有鎖羅門王
[00:02:55.680 --> 00:02:57.720]  當時還沒有第一個聖殿
[00:02:57.720 --> 00:03:00.680]  當時的聖殿只是一個回眸
[00:03:00.680 --> 00:03:03.320]  第二個重要的人物是誰?
[00:03:03.320 --> 00:03:04.560]  薩姆二
[00:03:04.560 --> 00:03:06.560]  他是一個孩童的身份
[00:03:06.560 --> 00:03:08.920]  大約只有十二歲
[00:03:08.920 --> 00:03:13.480]  他說他在聖殿當中去侍奉耶和華
[00:03:13.480 --> 00:03:15.720]  這件事當中就是說
[00:03:15.720 --> 00:03:18.000]  薩姆二在他人生
[00:03:18.000 --> 00:03:22.240]  第一次聽到神對他的密使
[00:03:22.240 --> 00:03:26.240]  今天的經文會用三個重點去講一講
[00:03:26.240 --> 00:03:27.880]  我重複一次的講題
[00:03:27.880 --> 00:03:30.520]  是聆聽神的聲音
[00:03:30.520 --> 00:03:31.920]  第一個重點就是說
[00:03:31.920 --> 00:03:34.760]  聆聽始於認識神
[00:03:34.760 --> 00:03:37.120]  是第一節到九節
[00:03:37.120 --> 00:03:39.600]  在第一節我們會看到
[00:03:39.600 --> 00:03:43.480]  這個薩姆二在薩耶和華面前
[00:03:43.480 --> 00:03:46.080]  以利面前去服侍耶和華
[00:03:46.080 --> 00:03:48.760]  對他來說一個少年人
[00:03:48.760 --> 00:03:51.480]  他說在神面前服侍
[00:03:51.480 --> 00:03:53.120]  其實就是在聖殿當中
[00:03:53.120 --> 00:03:57.520]  幫助以利
[00:03:57.520 --> 00:04:00.480]  這個講到第一節說
[00:04:00.480 --> 00:04:03.960]  神耶和華的言語稀少
[00:04:03.960 --> 00:04:08.240]  為什麼神的言語沒有跟神的子民說呢?
[00:04:08.240 --> 00:04:10.440]  是不是因為神的子民
[00:04:10.440 --> 00:04:13.120]  沒有一個願意聆聽的心呢?
[00:04:13.120 --> 00:04:15.480]  又或者神去講了說話
[00:04:15.480 --> 00:04:16.800]  沒有人回應
[00:04:16.800 --> 00:04:19.920]  所以神的言語稀少
[00:04:19.920 --> 00:04:21.480]  即使是這樣的話
[00:04:21.480 --> 00:04:23.280]  耶和華他也沒有放棄
[00:04:23.280 --> 00:04:24.880]  他仍然去等待
[00:04:24.880 --> 00:04:27.360]  有一個聆聽他聲音的人
[00:04:27.360 --> 00:04:29.160]  他希望能夠用這個口
[00:04:29.160 --> 00:04:31.640]  繼續去宣講神的說話
[00:04:31.640 --> 00:04:34.480]  不在乎他是否一個孩童
[00:04:34.480 --> 00:04:36.160]  也不在乎他是一個
[00:04:36.160 --> 00:04:38.800]  聖殿當中的少少的僕人
[00:04:38.800 --> 00:04:41.080]  在第二節當中說到
[00:04:41.080 --> 00:04:43.920]  那時以利躺在自己的地方
[00:04:43.920 --> 00:04:46.000]  就告訴我們的軒士是甚麼?
[00:04:46.000 --> 00:04:48.680]  那個經文當中是夜晚
[00:04:48.680 --> 00:04:49.760]  這裡告訴我們
[00:04:49.760 --> 00:04:53.160]  以利的眼目開始昏花
[00:04:53.160 --> 00:04:54.600]  因為他有多少歲?
[00:04:54.600 --> 00:04:55.920]  九十八歲
[00:04:55.920 --> 00:04:58.120]  可能有現在我們所說的
[00:04:58.120 --> 00:04:59.880]  白內障看不清楚
[00:04:59.880 --> 00:05:00.960]  他仍然看到東西
[00:05:00.960 --> 00:05:03.680]  不過他可能看得不清楚
[00:05:03.680 --> 00:05:05.920]  在第三節告訴我們
[00:05:05.920 --> 00:05:07.720]  因為是一個晚上的緣故
[00:05:07.720 --> 00:05:11.000]  所以神的燈點起了
[00:05:11.000 --> 00:05:12.680]  沒有熄滅
[00:05:12.680 --> 00:05:15.640]  這盞神的燈不是一般的燈
[00:05:15.640 --> 00:05:17.560]  是金燈台
[00:05:17.560 --> 00:05:20.640]  是放在聖殿當中的金燈台
[00:05:20.640 --> 00:05:21.560]  所以告訴我們
[00:05:21.560 --> 00:05:23.160]  經文當中是甚麼?
[00:05:23.160 --> 00:05:25.000]  是在會幕的地方
[00:05:25.000 --> 00:05:27.600]  金燈台是由誰負責的?
[00:05:27.600 --> 00:05:32.280]  是由大祭司從夜晚點著到早晨
[00:05:32.280 --> 00:05:34.800]  因為會幕當中
[00:05:34.800 --> 00:05:37.320]  不像我們現在有光管
[00:05:37.320 --> 00:05:40.040]  會幕當中是漆黑一片
[00:05:40.040 --> 00:05:42.760]  會幕當中唯一的光源
[00:05:42.760 --> 00:05:44.680]  就是這盞金燈台
[00:05:44.680 --> 00:05:47.520]  在夜晚當中到清晨當中
[00:05:47.520 --> 00:05:48.720]  要去點著
[00:05:48.720 --> 00:05:52.720]  好讓祭司能夠在裡面服侍
[00:05:52.720 --> 00:05:57.080]  金燈台不能夠在清晨之前熄滅
[00:05:57.080 --> 00:05:58.920]  因為如果熄滅了
[00:05:58.920 --> 00:06:00.000]  大祭司就失職
[00:06:00.000 --> 00:06:01.760]  就會違反了律法
[00:06:01.760 --> 00:06:03.360]  這裡也告訴我們
[00:06:03.360 --> 00:06:06.520]  神的殿當中放了藥櫃
[00:06:06.520 --> 00:06:09.920]  我們先看看一幅會幕的圖畫
[00:06:09.920 --> 00:06:13.080]  這裡會幕是當時以色列民
[00:06:13.080 --> 00:06:14.920]  去敬拜神的地方
[00:06:14.920 --> 00:06:17.680]  也代表象徵了神的同在
[00:06:17.680 --> 00:06:20.600]  你看到會幕是一個長方形
[00:06:20.600 --> 00:06:22.120]  在會幕當中
[00:06:22.120 --> 00:06:25.160]  是由三個主要部分構成的
[00:06:25.160 --> 00:06:29.040]  最外圍的是外院
[00:06:29.040 --> 00:06:33.360]  放了童祭壇和洗作盤
[00:06:33.360 --> 00:06:37.120]  在外園的後面有聖所
[00:06:37.120 --> 00:06:39.480]  就是剛才提到的金燈台
[00:06:39.480 --> 00:06:43.440]  還有陳桌餅和陳切餅的桌子
[00:06:43.440 --> 00:06:45.360]  還有金香壇
[00:06:45.360 --> 00:06:48.120]  再到裡面就是致聖所
[00:06:48.120 --> 00:06:49.680]  只有一樣東西
[00:06:49.680 --> 00:06:52.240]  就是神的藥櫃
[00:06:52.240 --> 00:06:54.240]  這裡提到薩姆爾
[00:06:54.240 --> 00:06:57.480]  躺在耶和華的殿當中
[00:06:57.480 --> 00:06:58.880]  千萬不要以為
[00:06:58.880 --> 00:07:01.120]  祂是否躺在聖殿
[00:07:01.120 --> 00:07:02.920]  或者致聖所
[00:07:02.920 --> 00:07:04.800]  因為我們發覺
[00:07:04.800 --> 00:07:08.720]  會幕外面有很多不同的帳篷
[00:07:08.720 --> 00:07:12.760]  白色的長方形就是會幕
[00:07:12.760 --> 00:07:15.640]  會幕外面是否看到很多帳篷
[00:07:15.640 --> 00:07:19.600]  這些帳篷由祭司所駐的地方
[00:07:19.600 --> 00:07:22.040]  相信有一個帳篷是薩姆爾
[00:07:22.040 --> 00:07:24.080]  又或者是以利所駐
[00:07:24.080 --> 00:07:27.680]  我相信他們兩個的帳篷很鄰近
[00:07:27.680 --> 00:07:32.360]  以致晚上以利呼喚薩姆爾的時候
[00:07:32.360 --> 00:07:35.120]  薩姆爾能夠到以利的帳篷當中
[00:07:35.120 --> 00:07:37.880]  去照顧蓮老的以利
[00:07:37.880 --> 00:07:40.920]  這裡我們看第四節
[00:07:40.920 --> 00:07:44.240]  第四節提到這段經文當中
[00:07:44.240 --> 00:07:49.280]  耶和華總共有四次呼喚薩姆爾
[00:07:49.280 --> 00:07:52.680]  在頭兩節薩姆爾以為
[00:07:52.680 --> 00:07:56.200]  是否以利有需要叫我
[00:07:56.200 --> 00:08:01.360]  你看到他急著跑到以利的帳篷
[00:08:01.360 --> 00:08:02.720]  以利回答他說
[00:08:02.720 --> 00:08:04.200]  我沒有叫你
[00:08:04.200 --> 00:08:06.560]  你回去睡覺吧
[00:08:06.560 --> 00:08:09.600]  我們看看第八節
[00:08:09.600 --> 00:08:13.560]  當這把聲音第三次呼喚薩姆爾的時候
[00:08:13.560 --> 00:08:16.640]  薩姆爾又繼續跑到以利
[00:08:16.640 --> 00:08:19.440]  然後老祭司以利就意識到
[00:08:19.440 --> 00:08:24.040]  這把聲音是耶和華呼喚童子
[00:08:24.040 --> 00:08:27.520]  以利就教薩姆爾這樣說
[00:08:27.520 --> 00:08:30.280]  如果這把聲音再繼續響起的時候
[00:08:30.280 --> 00:08:32.080]  你要這樣回答
[00:08:32.080 --> 00:08:33.120]  你說
[00:08:33.120 --> 00:08:35.480]  耶和華請說
[00:08:35.480 --> 00:08:37.600]  僕人敬聽
[00:08:37.600 --> 00:08:41.080]  薩姆爾回到自己睡覺的地方
[00:08:41.080 --> 00:08:45.960]  正心等待這把聲音響起
[00:08:45.960 --> 00:08:50.920]  這三次他在晚上起床
[00:08:50.920 --> 00:08:52.080]  即是薩姆爾
[00:08:52.080 --> 00:08:54.320]  你看到他的性格是怎樣
[00:08:54.320 --> 00:08:55.600]  這個少年人
[00:08:55.600 --> 00:08:57.440]  他反應很快
[00:08:57.440 --> 00:08:59.240]  還有一個很盡有盡責
[00:08:59.240 --> 00:09:01.680]  擔心以利是否有需要叫他
[00:09:01.680 --> 00:09:04.800]  還有一個很聽話的孩童
[00:09:04.800 --> 00:09:06.120]  到第七節
[00:09:06.120 --> 00:09:08.320]  我們想看看
[00:09:08.320 --> 00:09:11.800]  薩姆爾和耶和華當時的關係
[00:09:11.800 --> 00:09:15.040]  我們一起讀第七節
[00:09:15.040 --> 00:09:16.160]  預備起
[00:09:16.160 --> 00:09:20.160]  那時薩姆爾還未認識耶和華
[00:09:20.160 --> 00:09:24.920]  耶和華的話未曾向他啟示
[00:09:24.920 --> 00:09:26.760]  原來薩姆爾
[00:09:26.760 --> 00:09:31.280]  他說他在聖殿當中服侍耶和華
[00:09:31.280 --> 00:09:32.680]  但這裏告訴我們
[00:09:32.680 --> 00:09:34.440]  原來他未同神
[00:09:34.440 --> 00:09:35.720]  未認識神
[00:09:35.720 --> 00:09:38.440]  未認識神原來是告訴我們
[00:09:38.440 --> 00:09:42.920]  他未同神有一個個人的關係
[00:09:42.920 --> 00:09:47.080]  未將神作為一個他個人的救主
[00:09:47.080 --> 00:09:49.040]  我們說將神做我們的主婿
[00:09:49.040 --> 00:09:51.680]  甚麼?就是我們人生的每個決定
[00:09:51.680 --> 00:09:53.560]  我們就會求問耶穌
[00:09:53.560 --> 00:09:54.720]  問祂的心意
[00:09:54.720 --> 00:09:57.520]  亦都按祂的教導去做我們的決定
[00:09:57.520 --> 00:10:00.760]  薩姆爾在聖殿服侍耶和華
[00:10:00.760 --> 00:10:02.960]  原來是未認識神
[00:10:02.960 --> 00:10:06.600]  未同神有一個個人的關係
[00:10:06.600 --> 00:10:07.800]  我們今日
[00:10:07.800 --> 00:10:10.240]  我們亦都在每個基督徒
[00:10:10.240 --> 00:10:12.000]  我們在職場有服侍
[00:10:12.000 --> 00:10:13.680]  我們在教會服侍
[00:10:13.680 --> 00:10:17.440]  我們是否真正認識神
[00:10:17.440 --> 00:10:21.880]  我們與神是否有一個個人的關係
[00:10:21.880 --> 00:10:22.800]  那個關係
[00:10:22.800 --> 00:10:23.920]  那份的認識
[00:10:23.920 --> 00:10:25.920]  不是只是頭腦的認識
[00:10:25.920 --> 00:10:28.480]  而是彼此的認識
[00:10:28.480 --> 00:10:30.040]  我們透過讀經
[00:10:30.040 --> 00:10:32.040]  我們透過查經當中
[00:10:32.040 --> 00:10:33.280]  我們認識神
[00:10:33.280 --> 00:10:35.080]  更加必不可少的就是
[00:10:35.080 --> 00:10:36.600]  我們藉著禱告
[00:10:36.600 --> 00:10:38.640]  有沒有將我們需要
[00:10:38.640 --> 00:10:41.720]  你的生活的大小
[00:10:41.720 --> 00:10:43.720]  你與神去尋覓
[00:10:43.720 --> 00:10:45.320]  透過祈禱當中
[00:10:45.320 --> 00:10:47.120]  讓神去認識我
[00:10:47.120 --> 00:10:48.560]  認識神是指
[00:10:48.560 --> 00:10:52.800]  我們與神有一個個人的關係
[00:10:52.800 --> 00:10:55.240]  我們能夠去聽到神的聲音
[00:10:55.240 --> 00:10:57.280]  我們首先要去認識祂
[00:10:57.280 --> 00:11:00.000]  與祂建立一個個人的關係
[00:11:00.000 --> 00:11:02.000]  最簡單直接的方法
[00:11:02.000 --> 00:11:08.000]  就是每一天有一個美好的靈修的生活
[00:11:08.000 --> 00:11:09.960]  很想問一問大家
[00:11:09.960 --> 00:11:12.880]  你們有沒有靈修
[00:11:12.880 --> 00:11:16.200]  有沒有美好的靈修生活
[00:11:16.200 --> 00:11:17.800]  如果我們認識一個朋友
[00:11:17.800 --> 00:11:20.400]  我們要用時間去認識他
[00:11:20.400 --> 00:11:21.600]  我們認識神
[00:11:21.600 --> 00:11:25.360]  同樣也是一天一天去認識神
[00:11:25.360 --> 00:11:28.240]  認識神第一個要訣是什麼
[00:11:28.240 --> 00:11:31.520]  你要放上時間去認識祂
[00:11:31.520 --> 00:11:34.360]  一天當中我們放多少時間
[00:11:34.360 --> 00:11:38.360]  不會是五分鐘
[00:11:38.360 --> 00:11:40.640]  十五分鐘
[00:11:40.640 --> 00:11:42.440]  三十分鐘
[00:11:42.440 --> 00:11:46.320]  我們奉獻給神有十分之一
[00:11:46.320 --> 00:11:48.400]  我們奉獻給神的時間
[00:11:48.400 --> 00:11:50.480]  我們希望同樣有十分之一
[00:11:50.480 --> 00:11:51.960]  去奉獻給神
[00:11:51.960 --> 00:11:54.960]  我們這個靈修的質素又會是怎樣呢
[00:11:54.960 --> 00:11:57.800]  我們帶著一個什麼的心情
[00:11:57.800 --> 00:11:59.240]  去進入靈修
[00:11:59.240 --> 00:12:02.680]  是一個很期待與神去相遇
[00:12:02.680 --> 00:12:04.120]  還是一個責任
[00:12:04.120 --> 00:12:06.680]  去完成我們每一天的靈修
[00:12:06.680 --> 00:12:09.040]  我很希望大家帶著一個
[00:12:09.040 --> 00:12:12.480]  很渴望的心情去進入靈修
[00:12:12.480 --> 00:12:15.760]  與神去建立這個愛的關係
[00:12:15.760 --> 00:12:16.600]  第二
[00:12:16.600 --> 00:12:19.040]  你記住要去認識神的時候
[00:12:19.040 --> 00:12:20.520]  要恆常
[00:12:20.520 --> 00:12:22.640]  恆常就不是說
[00:12:22.640 --> 00:12:23.800]  三天一次
[00:12:23.800 --> 00:12:25.400]  一個星期一次
[00:12:25.400 --> 00:12:27.480]  真的每天去找神
[00:12:27.480 --> 00:12:29.640]  如果你沒有靈修的習慣
[00:12:29.640 --> 00:12:32.880]  有些人說你要去建立一個習慣
[00:12:32.880 --> 00:12:34.640]  有些人說用二十八天
[00:12:34.640 --> 00:12:36.680]  有些人說用兩個月
[00:12:36.680 --> 00:12:39.720]  很好的真的建立一個靈修的習慣
[00:12:39.720 --> 00:12:43.200]  你會漸漸發覺你的生命是不同了
[00:12:43.200 --> 00:12:44.600]  你會覺得
[00:12:44.600 --> 00:12:46.400]  你很多時候多了神的說話
[00:12:46.400 --> 00:12:48.640]  在你的生命當中去提醒你
[00:12:48.640 --> 00:12:53.200]  我們也會更加清楚神的屬性
[00:12:53.200 --> 00:12:54.320]  第三
[00:12:54.320 --> 00:12:56.240]  我們怎樣去認識神呢
[00:12:56.240 --> 00:13:00.040]  如果我們是否要靠講道
[00:13:00.040 --> 00:13:01.520]  還是去查經呢
[00:13:01.520 --> 00:13:04.640]  其實這個可能我們未必很整全去認識神
[00:13:04.640 --> 00:13:08.200]  我們去認識神真的要打開聖經
[00:13:08.200 --> 00:13:10.960]  從舊約到新約去認識神
[00:13:10.960 --> 00:13:13.960]  千萬不要覺得看舊約很困難
[00:13:13.960 --> 00:13:15.280]  就放棄
[00:13:15.280 --> 00:13:18.280]  可以鼓勵你找一個簡單的逆貫
[00:13:18.280 --> 00:13:19.960]  去認識神
[00:13:19.960 --> 00:13:22.440]  因為我們要整全去認識神
[00:13:22.440 --> 00:13:24.960]  以致當一些聲音聽到的時候
[00:13:24.960 --> 00:13:26.240]  我們能夠分辨
[00:13:26.240 --> 00:13:28.360]  這個是不是蓄意是神
[00:13:28.360 --> 00:13:30.200]  如果他跟聖經沒有違背
[00:13:30.200 --> 00:13:31.760]  這個可能是蓄意神
[00:13:31.760 --> 00:13:33.760]  如果你有些再不確定的時候
[00:13:33.760 --> 00:13:36.040]  你可以找一些屬靈的前輩
[00:13:36.040 --> 00:13:39.040]  跟你一起去分辨這個聲音
[00:13:39.040 --> 00:13:40.400]  我們試試反思
[00:13:40.400 --> 00:13:42.320]  我們認識神
[00:13:42.320 --> 00:13:44.960]  其實是否在不同的階段當中
[00:13:44.960 --> 00:13:47.360]  都會對神有一些新的發現
[00:13:47.360 --> 00:13:49.440]  還是我們仍然認識神
[00:13:49.440 --> 00:13:52.760]  都是停留在我們初信的階段
[00:13:52.760 --> 00:13:53.960]  從今天起
[00:13:53.960 --> 00:13:55.800]  我們認真的認識神
[00:13:55.800 --> 00:13:59.200]  我記得我母會一個白頭髮的婆婆
[00:13:59.200 --> 00:14:02.960]  她說你們要去真的認識神
[00:14:02.960 --> 00:14:05.560]  不要有事才找神
[00:14:05.560 --> 00:14:06.880]  沒有事就怎樣
[00:14:06.880 --> 00:14:08.120]  炸炸地
[00:14:08.120 --> 00:14:13.120]  這樣好讓我們真的花時間認真去認識神
[00:14:13.120 --> 00:14:16.520]  能夠為的事是要聽到神的聲音
[00:14:16.520 --> 00:14:19.000]  好讓我們能夠明白神的旨意
[00:14:19.000 --> 00:14:21.760]  過我們的人生
[00:14:21.760 --> 00:14:25.480]  經文說到第二個重點
[00:14:25.480 --> 00:14:28.120]  是有關馴服神的心智
[00:14:28.120 --> 00:14:31.000]  是十節至十八節
[00:14:31.000 --> 00:14:33.240]  我們能夠聽到神的聲音
[00:14:33.240 --> 00:14:36.640]  要有一個馴服神的心智
[00:14:36.640 --> 00:14:41.040]  我會透過這段經文說一個反面的例子
[00:14:41.040 --> 00:14:43.400]  在剛才他說到
[00:14:43.400 --> 00:14:47.040]  耶和華有四次呼喚薩姆爾
[00:14:47.040 --> 00:14:50.480]  原來要告訴他有關一個目的
[00:14:50.480 --> 00:14:54.360]  因為即將神要跟他說一個意象
[00:14:54.360 --> 00:14:57.880]  就是有關審判以利家的一個意象
[00:14:57.880 --> 00:15:01.480]  在第四次神去呼喚薩姆爾的時候
[00:15:01.480 --> 00:15:03.320]  情況是怎樣的呢
[00:15:03.320 --> 00:15:04.640]  原來你有沒有看到
[00:15:04.640 --> 00:15:08.840]  在第四次說到耶和華站著
[00:15:08.840 --> 00:15:12.160]  你見到其實他去到薩姆爾的面前
[00:15:12.160 --> 00:15:14.160]  可能是一個很近的距離
[00:15:14.160 --> 00:15:17.720]  甚至是和薩姆爾去面對面
[00:15:17.720 --> 00:15:22.400]  即將要說這個意象和啟示給薩姆爾聽
[00:15:22.400 --> 00:15:27.800]  相信這是薩姆爾人生一個重要的時候
[00:15:27.800 --> 00:15:29.880]  在十一至十四節
[00:15:29.880 --> 00:15:31.960]  神告訴薩姆爾
[00:15:31.960 --> 00:15:35.200]  這個意象的內容是甚麼
[00:15:35.200 --> 00:15:38.440]  在十二節神說到
[00:15:38.440 --> 00:15:39.480]  到了時候
[00:15:39.480 --> 00:15:44.920]  這個意象將會應驗在以利家庭的身上
[00:15:44.920 --> 00:15:49.800]  在十三節就是以利祭司家庭所犯的罪
[00:15:49.800 --> 00:15:52.120]  我們一起讀十三節
[00:15:52.120 --> 00:15:53.320]  預備起
[00:15:53.320 --> 00:15:57.880]  我曾告訴他,我必永遠懲罰他的家
[00:15:57.880 --> 00:16:01.320]  因為他知道他的兒子作惡
[00:16:01.320 --> 00:16:05.040]  褻瀆神,卻不禁止他們
[00:16:05.040 --> 00:16:07.360]  在第二章裡告訴我們
[00:16:07.360 --> 00:16:12.160]  神去審判以利家有兩個原因
[00:16:12.160 --> 00:16:15.240]  第一個就是以利那兩個兒子
[00:16:15.240 --> 00:16:18.080]  他行了一些很可惡的行為
[00:16:18.080 --> 00:16:22.000]  並且祭司以利不尊重神
[00:16:22.000 --> 00:16:26.440]  他的兒子做了甚麼惡事
[00:16:26.440 --> 00:16:29.320]  在第二章裡告訴我們
[00:16:29.320 --> 00:16:31.480]  他的兩個兒子是惡人
[00:16:31.480 --> 00:16:34.520]  並且不認識耶和華
[00:16:34.520 --> 00:16:38.400]  在和修本裡形容他們的兩個兒子
[00:16:38.400 --> 00:16:41.080]  更加是用無賴來形容他們
[00:16:41.080 --> 00:16:43.640]  他們本身也是一個祭司
[00:16:43.640 --> 00:16:46.920]  但是當百姓去獻祭的時候
[00:16:46.920 --> 00:16:49.400]  他們做了甚麼無賴的行為
[00:16:49.400 --> 00:16:50.760]  我們看看
[00:16:50.760 --> 00:16:53.000]  當百姓獻祭的時候
[00:16:53.000 --> 00:16:55.160]  祭司首先要去燒
[00:16:55.160 --> 00:16:58.240]  然後他們這兩個祭司的僕人
[00:16:58.240 --> 00:17:00.960]  就用三叉叉匙
[00:17:00.960 --> 00:17:04.560]  把未燒的祭司叉起來
[00:17:04.560 --> 00:17:10.760]  然後其實祭司是能夠得到那些祭司的
[00:17:10.760 --> 00:17:14.680]  但是要先把那些祭司燒了
[00:17:14.680 --> 00:17:18.200]  特別是先把那些脂油獻給神
[00:17:18.200 --> 00:17:21.480]  然後祭司才能夠分配餘下
[00:17:21.480 --> 00:17:23.160]  但是他們的僕人就說
[00:17:23.160 --> 00:17:25.720]  你們要立刻給我們
[00:17:25.720 --> 00:17:28.760]  把那些肉未燒熟都要叉起來
[00:17:28.760 --> 00:17:31.960]  不然他們就說我要去搶了這些祭司的肉
[00:17:31.960 --> 00:17:37.600]  你看到這兩個少年的祭司在祭司當中是怎樣
[00:17:37.600 --> 00:17:39.760]  是褻瀆神的祭物
[00:17:39.760 --> 00:17:44.000]  然後神說他們這兩個少年祭司的犯罪
[00:17:44.000 --> 00:17:46.640]  在神的面前去滲蟲
[00:17:46.640 --> 00:17:49.480]  而這兩個兒子在神面前的惡行
[00:17:49.480 --> 00:17:51.200]  第二個惡行就是說
[00:17:51.200 --> 00:17:56.880]  他在同會幕服侍祠的婦人當中去褻瀆
[00:17:56.880 --> 00:18:01.920]  褻瀆就是說他們跟這些婦人發生了一些淫亂的行為
[00:18:01.920 --> 00:18:07.160]  一般人都不會有一些這樣的行為發生
[00:18:07.160 --> 00:18:09.040]  並且他們身為祭司
[00:18:09.040 --> 00:18:10.640]  你看到他們怎樣
[00:18:10.640 --> 00:18:13.080]  不尊重自己祭司的身份
[00:18:13.080 --> 00:18:16.280]  更加不尊重耶和華
[00:18:16.280 --> 00:18:18.400]  至於祭司以來
[00:18:18.400 --> 00:18:21.480]  他不尊重神的地方又是甚麼呢
[00:18:21.480 --> 00:18:22.880]  作為祭司
[00:18:22.880 --> 00:18:25.040]  亦都作為一個父親的時候
[00:18:25.040 --> 00:18:29.640]  他一定在百姓的口中聽到他兩個兒子的惡行
[00:18:29.640 --> 00:18:32.840]  但是他沒有積極去祭祀
[00:18:32.840 --> 00:18:35.600]  只是勸那些兒子不要這樣做
[00:18:35.600 --> 00:18:38.640]  當然這兩個年輕的祭司
[00:18:38.640 --> 00:18:40.320]  他們沒有聽過勸告
[00:18:40.320 --> 00:18:42.480]  又或者年老以來
[00:18:42.480 --> 00:18:44.640]  對強壯的兒子
[00:18:44.640 --> 00:18:46.720]  他都很害怕
