
[00:00:00.000 --> 00:00:06.900]  今天我們講到的主題叫「門關了,主在中間」
[00:05:22.220 --> 00:05:25.420]  三年來跟隨的主死了
[00:05:25.420 --> 00:05:27.020]  方向沒有了
[00:05:27.020 --> 00:05:29.920]  盼望好像斷線一樣
[00:05:29.920 --> 00:05:32.520]  他們不知道下一步怎樣去行
[00:05:32.520 --> 00:05:35.320]  他們心裡面是混亂
[00:05:35.320 --> 00:05:38.920]  他們聽到婦女說耶穌復活
[00:05:38.920 --> 00:05:40.920]  但是又未親眼見到
[00:05:41.520 --> 00:05:43.620]  信又不是完全不信
[00:05:43.620 --> 00:05:46.320]  不信
[00:05:46.320 --> 00:05:48.120]  信又不是完全信
[00:05:48.120 --> 00:05:50.220]  不信又不是完全不信
[00:05:50.220 --> 00:05:54.020]  信仰變成一個拉扯更加令人不安
[00:05:54.020 --> 00:05:55.720]  所以
[00:05:55.720 --> 00:05:57.620]  他們關門
[00:05:57.620 --> 00:06:01.920]  不單止是關實了一道門
[00:06:01.920 --> 00:06:04.620]  而是關注了他們自己的心
[00:06:04.620 --> 00:06:06.820]  而其實今天
[00:06:06.820 --> 00:06:09.820]  我們都可能是活在這種
[00:06:10.420 --> 00:06:12.220]  關門的生命裡面
[00:06:12.220 --> 00:06:15.120]  這幾年
[00:06:15.120 --> 00:06:16.820]  我們大部分
[00:06:16.820 --> 00:06:23.220]  我想百分之九十九個百分比的會眾
[00:06:23.220 --> 00:06:26.720]  都是由香港來到英國裡面
[00:06:26.720 --> 00:06:29.320]  因為BNO Visa我們來到
[00:06:29.320 --> 00:06:32.020]  表面是一個新開始
[00:06:32.020 --> 00:06:35.720]  但是內心其實一點都不容易
[00:06:37.620 --> 00:06:40.620]  可能你正在做一份不太熟悉的工作
[00:06:40.620 --> 00:06:43.320]  開始懷疑自己的價值
[00:06:43.320 --> 00:06:47.620]  有可能你的家人仍然在香港
[00:06:47.620 --> 00:06:50.120]  你心裡面很多的牽掛
[00:06:50.120 --> 00:06:51.020]  很孤單
[00:06:51.020 --> 00:06:54.120]  很多事情要重新開始
[00:06:54.120 --> 00:06:55.720]  很不習慣
[00:06:55.720 --> 00:06:58.620]  表面上好像很OK
[00:06:58.620 --> 00:07:00.820]  其實裡面不是很OK
[00:07:00.820 --> 00:07:03.420]  慢慢我們就
[00:07:03.420 --> 00:07:06.520]  因為跟身邊的人又不是很熟
[00:07:06.720 --> 00:07:08.920]  慢慢我們未必會說很多
[00:07:08.920 --> 00:07:11.220]  把自己的感受收起來
[00:07:11.220 --> 00:07:14.720]  連自己都不再觸碰
[00:07:14.720 --> 00:07:18.520]  門就是這樣慢慢的關上
[00:07:18.520 --> 00:07:22.520]  這種狀態其實跟門徒當日一樣
[00:07:22.520 --> 00:07:24.420]  生命被困住
[00:07:24.420 --> 00:07:27.320]  前面一片的模糊
[00:07:27.320 --> 00:07:33.220]  但正正就在這種門關了的狀態裡面
[00:07:33.220 --> 00:07:35.620]  聖經就說
[00:07:35.720 --> 00:07:39.420]  它說:耶穌來,站在其中
[00:07:39.420 --> 00:07:44.220]  這句經文是一個很震撼的地方
[00:07:44.220 --> 00:07:48.620]  就是不是門徒的恐懼
[00:07:48.620 --> 00:07:50.820]  而是耶穌的行動
[00:07:50.820 --> 00:07:53.920]  耶穌來,站在當中
[00:07:53.920 --> 00:07:58.620]  圓聞其實是有一種突然出現的意思
[00:07:58.620 --> 00:08:00.920]  不是慢慢走進來
[00:08:00.920 --> 00:08:03.720]  而是門仍然關著
[00:08:03.720 --> 00:08:06.220]  但耶穌已經在中間
[00:08:06.220 --> 00:08:09.220]  是,門是關著了
[00:08:09.220 --> 00:08:11.220]  但是耶穌仍然來到
[00:08:11.220 --> 00:08:13.020]  門徒沒有開門
[00:08:13.020 --> 00:08:15.220]  但是主主動的進入
[00:08:15.220 --> 00:08:16.920]  一點很重要
[00:08:16.920 --> 00:08:21.620]  耶穌不是等門徒準備好才出現
[00:08:21.620 --> 00:08:25.620]  祂沒有等門徒信心恢復
[00:08:25.620 --> 00:08:28.920]  祂沒有等門徒冷靜下來
[00:08:28.920 --> 00:08:31.320]  祂也沒有等門徒
[00:08:31.320 --> 00:08:34.820]  祈禱、祈禱到一個救贖靈的狀態
[00:08:34.820 --> 00:08:38.220]  耶穌就這樣來了
[00:08:38.220 --> 00:08:40.620]  而且耶穌來到之後
[00:08:40.620 --> 00:08:42.120]  祂沒有擇地門徒
[00:08:42.120 --> 00:08:43.020]  祂沒有說
[00:08:43.020 --> 00:08:45.320]  為什麼你們這麼沒有信心
[00:08:45.320 --> 00:08:46.620]  祂也沒有說
[00:08:46.620 --> 00:08:49.320]  我之前不是跟你們說我會復活的嗎
[00:08:49.320 --> 00:08:52.820]  祂沒有質問、沒有壓力、沒有要求
[00:08:52.820 --> 00:08:56.620]  耶穌只是站在當中
[00:08:56.620 --> 00:09:00.220]  這個站在當中很有意思
[00:09:00.220 --> 00:09:04.220]  祂不是在門口觀察著你們這些人後做什麼
[00:09:04.220 --> 00:09:06.420]  祂不是在遠處等候
[00:09:06.420 --> 00:09:09.520]  而是進入他們的空間
[00:09:09.520 --> 00:09:11.520]  進入他們的處境
[00:09:11.520 --> 00:09:13.820]  成為他們中間的一份子
[00:09:13.820 --> 00:09:15.520]  弟兄姊妹
[00:09:15.520 --> 00:09:18.420]  這就是復活主的心
[00:09:18.420 --> 00:09:20.720]  祂不怕我們恐懼
[00:09:20.720 --> 00:09:22.520]  不怕我們混亂
[00:09:22.520 --> 00:09:25.020]  甚至不怕我們封閉
[00:09:25.020 --> 00:09:29.520]  我們以為自己的狀態會阻礙神
[00:09:30.120 --> 00:09:31.420]  其實不會
[00:09:31.420 --> 00:09:33.820]  因為復活主第一個動作
[00:09:33.820 --> 00:09:35.720]  不是去改變環境
[00:09:35.720 --> 00:09:37.220]  而是臨在
[00:09:37.220 --> 00:09:39.020]  今天也一樣
[00:09:39.020 --> 00:09:41.220]  我們可能還沒準備好
[00:09:41.220 --> 00:09:44.220]  我們可能也有很多事情
[00:09:44.220 --> 00:09:45.720]  還是很混亂
[00:09:45.720 --> 00:09:48.020]  甚至我們不知道怎麼祈禱
[00:09:48.020 --> 00:09:52.120]  但是主已經在我們中間
[00:09:52.120 --> 00:09:55.320]  經文接著說
[00:09:55.320 --> 00:09:58.120]  耶穌來到他們中間
[00:09:58.120 --> 00:10:00.120]  第一句說話就是
[00:10:00.120 --> 00:10:01.520]  願你們平安
[00:10:01.520 --> 00:10:04.620]  這句說話我們可能聽過很多次
[00:10:04.620 --> 00:10:07.220]  但是在當時的處境裡面
[00:10:07.220 --> 00:10:09.220]  是一個極其有力量的
[00:10:09.220 --> 00:10:12.720]  門徒的環境沒有變動
[00:10:12.720 --> 00:10:15.020]  外面仍然是危險
[00:10:15.020 --> 00:10:16.820]  局勢仍然是緊張
[00:10:16.820 --> 00:10:18.920]  未來仍然是不確定
[00:10:18.920 --> 00:10:21.720]  但是耶穌沒有先處理環境
[00:10:21.720 --> 00:10:26.620]  祂先將平安帶到這班門徒中間
[00:10:27.220 --> 00:10:29.220]  頂姐妹聖經說的平安
[00:10:29.220 --> 00:10:31.620]  不是問題解決了的平安
[00:10:31.620 --> 00:10:34.720]  而是主在的平安
[00:10:34.720 --> 00:10:38.820]  不是因為外面風浪停了
[00:10:38.820 --> 00:10:42.620]  而是因為主站在船上
[00:10:42.620 --> 00:10:46.820]  門徒以為開門才有平安
[00:10:46.820 --> 00:10:48.320]  但是耶穌說
[00:10:48.320 --> 00:10:50.120]  其實我在這裡
[00:10:50.120 --> 00:10:51.720]  你們就有平安
[00:10:51.720 --> 00:10:55.020]  所以平安不是一種環境
[00:10:55.020 --> 00:10:56.820]  而是一種的同在
[00:10:57.320 --> 00:11:00.220]  當耶穌在門徒中間的時候
[00:11:00.220 --> 00:11:03.320]  恐懼就開始失去了力量
[00:11:03.320 --> 00:11:07.820]  當主的聲音進入了他們的耳裡面
[00:11:07.820 --> 00:11:11.420]  他們的混亂就開始被整理
[00:11:11.420 --> 00:11:14.820]  復活帶來第一份的禮物
[00:11:14.820 --> 00:11:15.820]  不是復活彈
[00:11:15.820 --> 00:11:17.320]  不是使命
[00:11:17.320 --> 00:11:18.820]  不是能力
[00:11:18.820 --> 00:11:20.020]  而是平安
[00:11:20.020 --> 00:11:23.120]  一種因為主而來的平安
[00:11:23.120 --> 00:11:26.020]  今天主同樣跟我們說
[00:11:26.320 --> 00:11:27.520]  願你平安
[00:11:27.520 --> 00:11:30.520]  不是因為我們已經沒有問題
[00:11:30.520 --> 00:11:34.020]  而是因為祂在我們的生命裡面
[00:11:34.020 --> 00:11:36.520]  所以真正的問題
[00:11:36.520 --> 00:11:39.720]  不是我們還有沒有恐懼
[00:11:39.720 --> 00:11:42.520]  而是我們有沒有留意到
[00:11:42.520 --> 00:11:44.620]  主已經在我們中間
[00:11:44.620 --> 00:11:47.520]  當我們在恐懼裡面
[00:11:47.520 --> 00:11:49.920]  我們記住我們不是一個人
[00:11:49.920 --> 00:11:52.920]  是我們有耶穌跟我們一起
[00:11:52.920 --> 00:11:55.320]  或者今天我們要做的
[00:11:55.320 --> 00:11:57.620]  不是努力地撐下去
[00:11:57.620 --> 00:12:01.620]  不是找很多方法去解決我們的問題
[00:12:01.620 --> 00:12:08.620]  而是嘗試打開我們的心門給主耶穌
[00:12:08.620 --> 00:12:12.920]  向主誠實地講出我們真正的恐懼
[00:12:12.920 --> 00:12:15.220]  不需要很完美
[00:12:15.220 --> 00:12:17.420]  不需要整理得很好
[00:12:17.420 --> 00:12:19.020]  只需要承認
[00:12:19.020 --> 00:12:22.320]  耶穌我們真的有點害怕
[00:12:22.320 --> 00:12:23.720]  有點擔心
[00:12:24.720 --> 00:12:26.020]  門可以關
[00:12:26.020 --> 00:12:27.720]  但是主仍然會來
[00:12:27.720 --> 00:12:30.720]  問題不是門開了沒有
[00:12:30.720 --> 00:12:32.620]  而是我們有沒有留意到
[00:12:32.620 --> 00:12:34.620]  耶穌就在我們當中
[00:12:34.620 --> 00:12:42.920]  十九節講到主怎樣進入門徒的恐懼
[00:12:42.920 --> 00:12:46.820]  敘事者在二十節帶我們看見
[00:12:46.820 --> 00:12:50.520]  當人真正遇見復活主的時候
[00:12:50.520 --> 00:12:52.720]  關係是會被更新
[00:12:53.920 --> 00:12:56.320]  生命也開始有轉變
[00:12:56.320 --> 00:13:00.420]  這種因為復活而有的新關係
[00:13:00.420 --> 00:13:04.220]  經文在二十節說
[00:13:04.220 --> 00:13:05.320]  說了這話
[00:13:05.320 --> 00:13:07.420]  就是講完願祢平安之後
[00:13:07.420 --> 00:13:09.420]  耶穌做了一個行動
[00:13:09.420 --> 00:13:10.020]  祂就說
[00:13:10.020 --> 00:13:13.520]  就把手和肋膀指給他們看
[00:13:13.520 --> 00:13:16.020]  耶穌給他們看手
[00:13:16.020 --> 00:13:17.820]  給他們看肋膀
[00:13:17.820 --> 00:13:20.420]  這個動作很深
[00:13:20.420 --> 00:13:23.120]  耶穌沒有只是說一句
[00:13:23.120 --> 00:13:24.220]  是我啊
[00:13:24.220 --> 00:13:25.520]  你認不認得我啊
[00:13:25.520 --> 00:13:29.220]  祂是主動展示他的傷痕
[00:13:29.220 --> 00:13:31.420]  手上的釘痕
[00:13:31.420 --> 00:13:34.620]  肋膀被刺穿的傷口
[00:13:34.620 --> 00:13:39.820]  為什麼復活之後還要保留這些傷痕
[00:13:39.820 --> 00:13:43.320]  因為耶穌要門徒知道
[00:13:43.320 --> 00:13:45.520]  站在你們面前那個
[00:13:45.520 --> 00:13:49.920]  仍然是那位為你受苦
[00:13:49.920 --> 00:13:51.520]  為你捨命的主
[00:13:53.520 --> 00:13:58.020]  耶穌的復活不是要抹走過去
[00:13:58.020 --> 00:14:02.920]  而是將傷痕轉化為恩典的記號
[00:14:02.920 --> 00:14:06.020]  復活不是否定十字架
[00:14:06.020 --> 00:14:10.020]  而是宣告十字架並無白費
[00:14:10.020 --> 00:14:12.820]  今天我們的生命都一樣
[00:14:12.820 --> 00:14:17.320]  神不一定會抹走我們經歷過的傷痛
[00:14:17.320 --> 00:14:22.120]  但是祂會重新定義我們的傷痛
[00:14:22.620 --> 00:14:24.120]  可能在你心裡面
[00:14:24.120 --> 00:14:28.020]  都有一個位置還未康復
[00:14:28.020 --> 00:14:31.420]  但是神可以將這些傷口
[00:14:31.420 --> 00:14:34.520]  由痛苦變成見證
[00:14:34.520 --> 00:14:37.220]  由頗衰變為恩典
[00:14:37.220 --> 00:14:41.520]  門徒看見主之後
[00:14:41.520 --> 00:14:43.820]  經文說祂就起落
[00:14:43.820 --> 00:14:47.320]  留意轉變發生得很快
[00:14:47.320 --> 00:14:50.220]  上一刻他們仍然在恐懼裡面
[00:14:50.720 --> 00:14:54.020]  而這一刻他們已經充滿著起落
[00:14:54.020 --> 00:14:56.520]  但是環境沒有改變
[00:14:56.520 --> 00:14:58.520]  門仍然是關著的
[00:14:58.520 --> 00:15:00.620]  外面仍然是危險的
[00:15:00.620 --> 00:15:03.320]  改變的不是外在
[00:15:03.320 --> 00:15:07.020]  而是因為他們看見主
[00:15:07.020 --> 00:15:10.220]  起落不是環境變好
[00:15:10.220 --> 00:15:14.020]  而是我們重新的看見主
[00:15:14.020 --> 00:15:17.820]  這班門徒重新的看見那位
[00:15:18.120 --> 00:15:20.720]  愛他們愛到底愛他們
[00:15:20.720 --> 00:15:23.620]  愛到為他們死在十字架的主
[00:15:23.620 --> 00:15:27.720]  重新的相信耶穌沒有離開他們
[00:15:27.720 --> 00:15:32.120]  重新的知道耶穌仍然在他們生命中間
[00:15:32.120 --> 00:15:36.420]  所以起落不是開心了那麼簡單
[00:15:36.420 --> 00:15:41.420]  而是他們和耶穌的關係重新的連結起來
[00:15:41.420 --> 00:15:46.120]  門徒的轉變不單單是情緒的變化
[00:15:46.620 --> 00:15:49.520]  而是和主的關係重新的連結
[00:15:49.520 --> 00:15:51.720]  之前十字架
[00:15:51.720 --> 00:15:56.320]  他們看見耶穌在十字架上的離開
[00:15:56.320 --> 00:15:58.820]  他們可能感覺到很失望
[00:15:58.820 --> 00:16:01.220]  死亡令他們困惑
[00:16:01.220 --> 00:16:04.720]  和主之間好像斷了一條線
[00:16:04.720 --> 00:16:09.320]  但是當再次看見這位復活主的時候
[00:16:09.320 --> 00:16:12.020]  一切就重新的連結起來
[00:16:12.020 --> 00:16:15.320]  他們知道耶穌沒有離開過
[00:16:15.820 --> 00:16:19.520]  耶穌仍然是那位愛他們帶領他們的主
[00:16:19.520 --> 00:16:23.120]  弟兄姊妹今天我們都一樣
[00:16:23.120 --> 00:16:26.620]  有時候我們的信仰不是消失了
[00:16:26.620 --> 00:16:31.820]  而是我們和耶穌的關係好像變淡了
[00:16:31.820 --> 00:16:36.720]  我們仍然回教會仍然回來崇拜聽道
[00:16:36.720 --> 00:16:42.120]  但是我們內心好像少了一份真實的喜樂
[00:16:42.920 --> 00:16:46.120]  我們回來未必聽到什麼
[00:16:46.120 --> 00:16:50.820]  我們查經都未必有經文進入我們裡面
[00:16:50.820 --> 00:16:57.220]  我們和主好像的關係冷淡了
[00:16:57.220 --> 00:17:02.120]  但是復活主今天仍然向我們顯明他自己
[00:17:02.120 --> 00:17:06.320]  當我們再次看見耶穌的時候
[00:17:06.320 --> 00:17:09.420]  我們的心就會再次的活過來
[00:17:12.220 --> 00:17:15.720]  如果說剛才說的第一點是主進入恐懼
[00:17:15.720 --> 00:17:19.220]  第二點就是講到關係被恢復
[00:17:19.220 --> 00:17:22.720]  而第三點我給他的主題就是
[00:17:22.720 --> 00:17:25.620]  復活不單止是去安慰人
[00:17:25.620 --> 00:17:27.720]  而是差遣人
[00:17:27.720 --> 00:17:33.620]  復活主的臨在從來不叫人停留在一個安全感裡面
[00:17:33.620 --> 00:17:36.720]  而是帶人走向使命
[00:17:36.720 --> 00:17:39.620]  二十一節耶穌這樣說
[00:17:39.720 --> 00:17:42.920]  祂說:耶穌有對他們說:願你們平安
[00:17:42.920 --> 00:17:47.220]  父怎樣差遣我,我也照樣差遣你們
[00:17:47.220 --> 00:17:53.020]  耶穌第二次說:願你們平安
[00:17:53.020 --> 00:17:56.520]  不是重複而是一個推進
[00:17:56.520 --> 00:17:58.820]  從經文觀察出來
[00:17:58.820 --> 00:18:05.220]  願你們平安在十九節和二十一節那個屬靈的意義
[00:18:05.220 --> 00:18:06.320]  我們可以看為
[00:18:06.620 --> 00:18:14.420]  第一句,十九節的平安是對門徒內心那種的恐懼去醫治他們
[00:18:14.420 --> 00:18:20.020]  而二十一節這裡說的平安是預備差遣
[00:18:20.020 --> 00:18:23.220]  耶穌說了一句說話
[00:18:23.220 --> 00:18:27.120]  願你們平安之後,祂說了一句震撼的說話就是
[00:18:27.120 --> 00:18:32.120]  父怎樣差遣我,我也照樣差遣你們
[00:18:33.520 --> 00:18:40.520]  父差遣耶穌是進入世界,接觸破碎,與人同行,活出愛
[00:18:40.520 --> 00:18:45.520]  現在耶穌說:你們都要是這樣
[00:18:45.520 --> 00:18:51.420]  門徒再是那一群關起門的人
[00:18:51.420 --> 00:18:55.520]  他們是一群要被差出去的人
[00:18:57.820 --> 00:19:05.820]  剛才說,這幾年來英國的朋友,可能都是內心有不同的挑戰,不同的掙扎
[00:19:05.820 --> 00:19:15.820]  對我們一群信徒來說,其實都可能不多不少,都是這樣
[00:19:15.820 --> 00:19:24.120]  我們來到英國,如果有我們原本認識的朋友家人,都更好一點
[00:19:24.120 --> 00:19:27.220]  因為起碼有人會明白你
[00:19:27.820 --> 00:19:32.820]  但是其實很多人來到之後,其實是由零開始
[00:19:32.820 --> 00:19:40.520]  工作由零開始,教會由零開始,住的地方由零開始
[00:19:40.520 --> 00:19:46.320]  在教會裡面,大家不同背景,不同性格,不同經歷
[00:19:46.320 --> 00:19:53.320]  但我們又要很迅速地一起去相處,甚至一起侍奉
[00:19:54.120 --> 00:20:03.720]  裡面有很多的摩擦,有很多的誤會,甚至有很多的不舒服,令到心裡不開心
[00:20:03.720 --> 00:20:08.720]  可能只是一次的會議,我們覺得別人很難合作
[00:20:08.720 --> 00:20:15.720]  又可能是一個小組的分享,有人說了一些話,你覺得令你很不中聽
[00:20:15.720 --> 00:20:23.620]  以前我們可能會選擇退後,或者心裡就是落閘
[00:20:23.820 --> 00:20:25.620]  我們少一點接觸
[00:20:25.620 --> 00:20:30.320]  但是耶穌在這次經文提醒我們,祂差遣我們
[00:20:30.320 --> 00:20:38.020]  不是叫我們用回自己習慣的那一套去面對我們身邊的人
[00:20:38.020 --> 00:20:41.820]  面對我們的社會,面對我們的世界
[00:20:41.820 --> 00:20:47.520]  而是學習好像主耶穌這樣進入人的生命,與人同在
[00:20:48.820 --> 00:20:58.320]  去學習彼此的相顧,去學習凡事包容,凡事相信,凡事盼望
[00:20:58.320 --> 00:21:02.820]  去體會愛是永不止息這個功課
[00:21:02.820 --> 00:21:11.820]  不是因為對方容易阻礙相處,而是因為主先是這樣對我們
[00:21:11.820 --> 00:21:16.820]  以致我們有那份力量去愛我們身邊的人
[00:21:17.820 --> 00:21:22.820]  二十二節祂這樣,耶穌給了這班門徒一個新的能力
[00:21:22.820 --> 00:21:28.820]  祂說:「說了這話,就向他們吹一口氣,說你們受聖靈」
[00:21:28.820 --> 00:21:36.320]  因為畫面令人想起,創世紀神向人吹氣,人就成為有生命
[00:21:36.320 --> 00:21:39.820]  就是說復活的主不單止是差遣我們
[00:21:39.820 --> 00:21:44.820]  祂是將新生命放在我們的當中
[00:21:45.820 --> 00:21:48.820]  門徒之前很害怕,很膽怯,很退縮
[00:21:48.820 --> 00:21:53.820]  但現在主將祂的氣息吹入他們的生命裏面
[00:21:53.820 --> 00:22:00.820]  將他們原本有很恐懼的人變為有生命,有能力,有使命的人
[00:22:00.820 --> 00:22:11.820]  聖靈不是抽象的力量,而是神親自住在我們裏面的一份支持
[00:22:12.820 --> 00:22:19.820]  當我們不知道怎樣去愛的時候,我們就求耶穌,求聖靈去教我們
[00:22:19.820 --> 00:22:26.820]  當我們沒有能力再堅持的時候,我們就求主去托著我們
[00:22:26.820 --> 00:22:32.820]  當我們不知道前面怎樣去行的時候,我們就求主去引導我們
[00:22:32.820 --> 00:22:40.820]  所以不是靠我們自己做好一點,而是靠聖靈會出一個被差遣的生命
[00:22:41.820 --> 00:22:47.820]  丁姐妹,如果我們將約翰福音十九至二二節連在一起看的時候
[00:22:47.820 --> 00:22:52.820]  我們可以看到一條屬靈的盡情
[00:22:52.820 --> 00:22:59.820]  復活主進入門徒的恐懼,帶來平安,恢復跟耶穌的關係
[00:22:59.820 --> 00:23:05.820]  亦都賦予使命,並且將聖靈的能力賜下
[00:23:06.820 --> 00:23:11.820]  這個次序很重要,神單單只是在安慰這班門徒
[00:23:11.820 --> 00:23:18.820]  祂是一步一步帶這班門徒走進一個新生命的方向
