
[00:00:00.000 --> 00:00:03.600]  好多年前我的皮膚有些問題
[00:04:10.600 --> 00:04:12.800]  有一批人就發起了一個這樣的運動
[00:04:12.800 --> 00:04:16.000]  嚴謹守神的律法
[00:04:16.000 --> 00:04:18.200]  於是這批我們叫做法利塞人
[00:04:18.200 --> 00:04:21.800]  嚴格來說原文的意思是隔開者
[00:04:21.800 --> 00:04:23.600]  或者是分別出來的
[00:04:23.600 --> 00:04:26.000]  即是我不像你們一般見識的
[00:04:26.000 --> 00:04:27.200]  我不會那樣世俗的
[00:04:27.200 --> 00:04:28.000]  我跟你們不同的
[00:04:28.000 --> 00:04:29.800]  我跟你們是分別了出來
[00:04:29.800 --> 00:04:31.200]  不會跟你們搞在一起的
[00:04:31.200 --> 00:04:34.000]  我們是很遵行律法的一幫人來的
[00:04:34.000 --> 00:04:38.000]  這幫人按照著猶太人對律法的傳統
[00:04:38.000 --> 00:04:41.000]  將律法計算過數列出來
[00:04:41.000 --> 00:04:43.200]  發覺摩西五經裡面有多少條律法
[00:04:43.200 --> 00:04:47.400]  613條律法
[00:04:47.400 --> 00:04:49.800]  你看摩西五經你覺得辛苦吧
[00:04:49.800 --> 00:04:53.600]  他們列了數有613條
[00:04:53.600 --> 00:04:56.600]  而且還是很仔細說怎麼守
[00:04:56.600 --> 00:04:58.800]  因為有些很糊塗的
[00:04:58.800 --> 00:05:01.000]  不可犯安息日
[00:05:01.000 --> 00:05:02.400]  安息日不可以做工
[00:05:02.400 --> 00:05:03.400]  即是怎樣
[00:05:03.400 --> 00:05:05.600]  於是他們出於一個好意就去研究研究
[00:05:05.600 --> 00:05:06.400]  不如這樣
[00:05:06.400 --> 00:05:07.600]  我們定了
[00:05:07.600 --> 00:05:11.800]  安息日不可以拿東西重過多少磅
[00:05:11.800 --> 00:05:15.000]  安息日不可以行路超過多少里
[00:05:15.000 --> 00:05:17.800]  這樣為之你就不犯安息日了
[00:05:17.800 --> 00:05:19.800]  很具體的要求
[00:05:19.800 --> 00:05:23.000]  但是去到耶穌時代發覺已經變質了
[00:05:23.000 --> 00:05:25.600]  年輕門徒在安息日行路
[00:05:25.600 --> 00:05:29.400]  在麥田行過摘些麥水來吃
[00:05:29.400 --> 00:05:31.000]  人們都說他犯安息日
[00:05:31.000 --> 00:05:35.000]  耶穌見星期日安息日有人餅去醫治
[00:05:35.000 --> 00:05:36.800]  人們說你犯安息日
[00:05:36.800 --> 00:05:37.800]  耶穌說不是
[00:05:37.800 --> 00:05:40.200]  安息日的原意是為人而設
[00:05:40.200 --> 00:05:42.600]  人不是為安息日而設
[00:05:42.600 --> 00:05:46.800]  耶穌知道他們這幫法利賽人的想法
[00:05:46.800 --> 00:05:48.800]  民事是抄寫聖經的人
[00:05:48.800 --> 00:05:50.200]  也非常熟悉聖經
[00:05:50.200 --> 00:05:52.600]  也是法利賽派的一員
[00:05:52.600 --> 00:05:54.400]  他非常看低百姓
[00:05:54.400 --> 00:05:59.200]  以為自己是律法的專門人士
[00:05:59.200 --> 00:06:03.600]  用這一個方法去操控
[00:06:03.600 --> 00:06:05.800]  去訛讚百姓
[00:06:05.800 --> 00:06:11.400]  耶穌整個四方非常針對這幫人
[00:06:11.400 --> 00:06:15.000]  耶穌知道針對耶穌對律法的了解
[00:06:15.000 --> 00:06:17.400]  於是耶穌開始在第十七節
[00:06:17.400 --> 00:06:19.000]  第十七節這樣說
[00:06:19.000 --> 00:06:22.600]  「莫想我來要廢掉律法和先知」
[00:06:22.600 --> 00:06:26.600]  這裡已經總括了整本舊約聖經的了解
[00:06:26.600 --> 00:06:28.200]  我來不是要廢掉
[00:06:28.200 --> 00:06:29.400]  而是要承傳
[00:06:29.400 --> 00:06:32.000]  承傳如果看英文會比較容易明白
[00:06:32.000 --> 00:06:33.000]  Fulfill
[00:06:33.000 --> 00:06:36.000]  Fulfill其實在其他聖經可以譯作什麼
[00:06:36.000 --> 00:06:37.400]  應驗
[00:06:37.400 --> 00:06:40.000]  應驗在《馬太方》不是第一次出現
[00:06:40.000 --> 00:06:43.200]  一開始說到瑪利亞同女懷孕生子
[00:06:43.200 --> 00:06:44.600]  然後馬太就說
[00:06:44.600 --> 00:06:49.600]  應驗了聖經馬太先知
[00:06:49.600 --> 00:06:51.000]  宇宙學先知所說
[00:06:51.000 --> 00:06:52.400]  「又同女懷孕生子了
[00:06:52.400 --> 00:06:55.000]  給得喜名叫耶瑪萊尼」
[00:06:55.000 --> 00:06:59.400]  但這裡不單止說耶穌應驗了舊約的預言
[00:06:59.400 --> 00:07:03.400]  也說耶穌的生平已經完全滿足了
[00:07:03.400 --> 00:07:07.600]  應驗了律法裡面的要求和預表
[00:07:07.600 --> 00:07:09.200]  最少有兩個意思
[00:07:09.200 --> 00:07:10.000]  第一
[00:07:10.000 --> 00:07:14.600]  耶穌是自己的生平滿足了一切神對律法的要求
[00:07:14.600 --> 00:07:16.000]  在神面前
[00:07:16.000 --> 00:07:17.000]  在人面前
[00:07:17.000 --> 00:07:20.400]  甚至當時耶穌被猶太公會審判
[00:07:20.400 --> 00:07:23.000]  被羅馬的巡撫比拉多審判
[00:07:23.000 --> 00:07:25.200]  都不能夠找到祂的罪
[00:07:25.200 --> 00:07:26.600]  最多就是說
[00:07:26.600 --> 00:07:27.600]  自己是神的兒子
[00:07:27.600 --> 00:07:28.600]  你褻瀆神
[00:07:28.600 --> 00:07:32.200]  又或者你說自己承認是猶太人的王
[00:07:32.200 --> 00:07:34.200]  你威脅當時羅馬的政權
[00:07:34.200 --> 00:07:37.400]  所以用這些罪入耶穌去釘死祂
[00:07:37.400 --> 00:07:38.400]  但在神面前
[00:07:38.400 --> 00:07:41.000]  耶穌不是一個罪人
[00:07:41.000 --> 00:07:43.800]  也因為耶穌應驗了舊約的理賽亞
[00:07:43.800 --> 00:07:46.400]  是以馬來尼神與人同在
[00:07:46.400 --> 00:07:48.600]  和受苦而瀑的身份
[00:07:48.600 --> 00:07:50.600]  為人為我們罪人代替
[00:07:50.600 --> 00:07:52.600]  我們死在十字架上贖罪
[00:07:52.600 --> 00:07:54.800]  於是我們因為耶穌的代誦
[00:07:54.800 --> 00:07:56.200]  我們歸入耶穌的名下
[00:07:56.200 --> 00:07:58.600]  我們就被稱為異有異人的身份
[00:07:58.600 --> 00:08:00.400]  不是因為我們好
[00:08:00.400 --> 00:08:02.000]  是因為我們已經歸入了耶穌
[00:08:02.000 --> 00:08:03.400]  因著信心
[00:08:03.400 --> 00:08:04.800]  我們得稱為異
[00:08:04.800 --> 00:08:06.600]  神不再視我們為有罪
[00:08:06.600 --> 00:08:08.600]  這在神學上我們稱為 Justification
[00:08:08.600 --> 00:08:10.600]  是一個稱異的情況
[00:08:10.600 --> 00:08:14.200]  另外就是耶穌不單止祂自己進行律法
[00:08:14.200 --> 00:08:19.200]  也去教導我們正確的律法的解釋是什麼
[00:08:19.200 --> 00:08:20.000]  不像法是錯人
[00:08:20.000 --> 00:08:22.200]  亂供憑自己的了解去解釋
[00:08:22.200 --> 00:08:23.400]  然後要求別人
[00:08:23.400 --> 00:08:26.400]  更加去透過其他的聖經給我們知道
[00:08:26.400 --> 00:08:27.600]  聖靈去重申我們
[00:08:27.600 --> 00:08:29.000]  以致我們去進行律法
[00:08:29.000 --> 00:08:30.200]  不像法是錯人那樣
[00:08:30.200 --> 00:08:32.200]  只是外面要求大家
[00:08:32.200 --> 00:08:36.200]  而是從裡面從心去改變
[00:08:36.200 --> 00:08:38.400]  是一個內裡的質改變
[00:08:38.400 --> 00:08:39.800]  不是我們量方面
[00:08:39.800 --> 00:08:41.200]  我做多些神喜悅的事
[00:08:41.200 --> 00:08:43.200]  或者避免多些犯罪
[00:08:43.200 --> 00:08:45.000]  所以我們看的時候
[00:08:45.000 --> 00:08:46.200]  我們這個耶穌
[00:08:46.200 --> 00:08:47.200]  或者從另一個角度
[00:08:47.200 --> 00:08:50.200]  稱為「成性的過程」
[00:08:50.200 --> 00:08:51.200]  耶穌所講的
[00:08:51.200 --> 00:08:53.200]  由內而外的轉變
[00:08:53.200 --> 00:08:55.200]  英文容易明白一點
[00:08:55.200 --> 00:08:59.200]  是一種 inside out 的轉化
[00:08:59.200 --> 00:09:01.200]  由裡面變出來的
[00:09:01.200 --> 00:09:02.600]  好像剛才我說的
[00:09:02.600 --> 00:09:03.600]  我濕疹的問題
[00:09:03.600 --> 00:09:05.200]  你外面怎樣搞都沒有用
[00:09:05.200 --> 00:09:06.600]  你裡面搞定了
[00:09:06.600 --> 00:09:10.200]  外面就自然會有轉變
[00:09:10.200 --> 00:09:11.200]  對比的時候
[00:09:11.200 --> 00:09:15.200]  法理賽式那種律法的行義
[00:09:15.200 --> 00:09:16.200]  那種標準
[00:09:16.200 --> 00:09:19.200]  又是一種什麼樣的做法呢
[00:09:19.200 --> 00:09:20.200]  剛才我說耶穌的
[00:09:20.200 --> 00:09:22.200]  是 inside out
[00:09:22.200 --> 00:09:25.200]  法理賽人那種是什麼呢
[00:09:25.200 --> 00:09:28.200]  outside in
[00:09:28.200 --> 00:09:29.200]  不斷逼你
[00:09:29.200 --> 00:09:31.200]  你做這樣做那樣
[00:09:31.200 --> 00:09:33.200]  希望有一天神喜歡你
[00:09:33.200 --> 00:09:35.200]  其實這個是外邦人
[00:09:35.200 --> 00:09:37.200]  異教的做法
[00:09:37.200 --> 00:09:39.200]  因為異教不能改變
[00:09:39.200 --> 00:09:42.200]  人裡面的心、生命
[00:09:42.200 --> 00:09:44.200]  所以要求別人
[00:09:44.200 --> 00:09:45.200]  你祭祀啦
[00:09:45.200 --> 00:09:46.200]  你拜這個
[00:09:46.200 --> 00:09:48.200]  你借菩薩的德行
[00:09:48.200 --> 00:09:50.200]  什麼時候做什麼
[00:09:50.200 --> 00:09:51.200]  什麼時候不做什麼
[00:09:51.200 --> 00:09:52.200]  等等等等
[00:09:52.200 --> 00:09:54.200]  形成了這些宗教禮儀
[00:09:54.200 --> 00:09:56.200]  法理賽人就是在做這件事
[00:09:56.200 --> 00:09:57.200]  因為我做了外面這些
[00:09:57.200 --> 00:09:58.200]  滿足了我們自己認為
[00:09:58.200 --> 00:09:59.200]  神要求我們的東西
[00:09:59.200 --> 00:10:00.200]  這樣就行了
[00:10:00.200 --> 00:10:01.200]  耶穌說不是
[00:10:01.200 --> 00:10:03.200]  神要求的是 inside out
[00:10:03.200 --> 00:10:04.200]  不是 outside in
[00:10:04.200 --> 00:10:05.200]  的一種成性的過程
[00:10:05.200 --> 00:10:06.200]  是從裡而外
[00:10:06.200 --> 00:10:09.200]  不是從外面套一套東西下來
[00:10:09.200 --> 00:10:11.200]  這個也是跟耶穌
[00:10:11.200 --> 00:10:13.200]  剛剛出來傳道的時候
[00:10:13.200 --> 00:10:15.200]  所講的信息
[00:10:15.200 --> 00:10:16.200]  馬太和馬安講到
[00:10:16.200 --> 00:10:17.200]  耶穌一出來的時候
[00:10:17.200 --> 00:10:19.200]  所宣講的信息很簡單
[00:10:19.200 --> 00:10:21.200]  記不記得了
[00:10:21.200 --> 00:10:25.200]  天國近了
[00:10:25.200 --> 00:10:28.200]  你們當悔改
[00:10:28.200 --> 00:10:30.200]  要悔改
[00:10:30.200 --> 00:10:31.200]  你對自己悔改
[00:10:31.200 --> 00:10:32.200]  你對著自己
[00:10:32.200 --> 00:10:35.200]  那種世界觀的價值觀
[00:10:35.200 --> 00:10:36.200]  那種追求的方向
[00:10:36.200 --> 00:10:39.200]  滿足自己的源頭
[00:10:39.200 --> 00:10:41.200]  依賴的對象
[00:10:41.200 --> 00:10:42.200]  所以耶穌繼續講
[00:10:42.200 --> 00:10:43.200]  登山補婚裡面
[00:10:43.200 --> 00:10:45.200]  講到你以後不要再依賴馬門了
[00:10:45.200 --> 00:10:46.200]  是不是
[00:10:46.200 --> 00:10:47.200]  依賴天父供應
[00:10:47.200 --> 00:10:48.200]  你看看天父
[00:10:48.200 --> 00:10:50.200]  養活過隻麻雀飛鳥
[00:10:50.200 --> 00:10:52.200]  百合花野草
[00:10:52.200 --> 00:10:54.200]  所以你不要依靠馬門了
[00:10:54.200 --> 00:10:56.200]  依賴天父
[00:10:56.200 --> 00:10:58.200]  你看看你不要依賴
[00:10:58.200 --> 00:11:02.200]  有人去讚賞你那種滿足感飄飄然
[00:11:02.200 --> 00:11:03.200]  好像法利賽人
[00:11:03.200 --> 00:11:05.200]  假冒為善
[00:11:05.200 --> 00:11:07.200]  那種虛偽的
[00:11:07.200 --> 00:11:09.200]  還在十字路口祈禱
[00:11:09.200 --> 00:11:10.200]  裝作奉獻很多東西
[00:11:10.200 --> 00:11:11.200]  不怕死人不知道
[00:11:11.200 --> 00:11:12.200]  你不要
[00:11:12.200 --> 00:11:14.200]  你自己私底下做好了
[00:11:14.200 --> 00:11:17.200]  不要博取別人的稱讚
[00:11:17.200 --> 00:11:21.200]  神知道就會賞賜你了
[00:11:21.200 --> 00:11:24.200]  不單止我們的起點是要悔改
[00:11:24.200 --> 00:11:26.200]  記住耶穌不是說天國近了
[00:11:26.200 --> 00:11:28.200]  你們要守戒名
[00:11:28.200 --> 00:11:29.200]  不是
[00:11:29.200 --> 00:11:30.200]  像什麼呢
[00:11:30.200 --> 00:11:32.200]  像我們小時候
[00:11:32.200 --> 00:11:34.200]  以前不是什麼什麼的
[00:11:34.200 --> 00:11:36.200]  通常我們都是
[00:11:36.200 --> 00:11:38.200]  我們每個家人都犯了
[00:11:38.200 --> 00:11:40.200]  現在條條你叫什麼
[00:11:40.200 --> 00:11:42.200]  忽略照顧兒童
[00:11:42.200 --> 00:11:43.200]  鎖你家裡
[00:11:43.200 --> 00:11:44.200]  然後爸媽上班
[00:11:44.200 --> 00:11:46.200]  我們都是這樣成長的
[00:11:46.200 --> 00:11:47.200]  那當然是頑皮的
[00:11:47.200 --> 00:11:48.200]  家人
[00:11:48.200 --> 00:11:49.200]  以前有幾個小孩
[00:11:49.200 --> 00:11:50.200]  然後打架
[00:11:50.200 --> 00:11:51.200]  打爛東西
[00:11:51.200 --> 00:11:52.200]  但是
[00:11:52.200 --> 00:11:54.200]  爸媽六點鐘下班回家
[00:11:54.200 --> 00:11:56.200]  那怎麼辦
[00:11:56.200 --> 00:11:57.200]  怎麼辦
[00:11:57.200 --> 00:11:58.200]  不理那麼多
[00:11:58.200 --> 00:11:59.200]  怎樣都可以
[00:11:59.200 --> 00:12:00.200]  哥
[00:12:00.200 --> 00:12:01.200]  我跟你說
[00:12:01.200 --> 00:12:03.200]  為了避免被爸媽罰
[00:12:03.200 --> 00:12:05.200]  我們快點掃掉打爛的東西
[00:12:05.200 --> 00:12:06.200]  扔掉在垃圾房
[00:12:06.200 --> 00:12:07.200]  毀屍滅跡
[00:12:07.200 --> 00:12:08.200]  回來我們就炸你
[00:12:08.200 --> 00:12:10.200]  很勤力重課
[00:12:10.200 --> 00:12:13.200]  是這樣的
[00:12:13.200 --> 00:12:14.200]  耶穌也說
[00:12:14.200 --> 00:12:15.200]  天國近了
[00:12:15.200 --> 00:12:16.200]  神要來審判
[00:12:16.200 --> 00:12:18.200]  不要想著馬上可以上天堂
[00:12:18.200 --> 00:12:20.200]  你自己要悔改才可以
[00:12:20.200 --> 00:12:22.200]  蒙神的月立
[00:12:22.200 --> 00:12:23.200]  所以我們心要悔改
[00:12:23.200 --> 00:12:24.200]  是啊 神啊
[00:12:24.200 --> 00:12:25.200]  我做錯了
[00:12:25.200 --> 00:12:27.200]  我不可以再走這條路
[00:12:27.200 --> 00:12:29.200]  我的心態不可以再這樣
[00:12:29.200 --> 00:12:31.200]  所以去到頂章前頭
[00:12:31.200 --> 00:12:32.200]  一講到我們叫做
[00:12:32.200 --> 00:12:33.200]  八福的經文的時候
[00:12:33.200 --> 00:12:35.200]  第一個福是什麼
[00:12:35.200 --> 00:12:40.200]  虛心的人有福了
[00:12:40.200 --> 00:12:42.200]  下一節是
[00:12:42.200 --> 00:12:44.200]  因為天國時他吾的
[00:12:44.200 --> 00:12:45.200]  這些人入天國
[00:12:45.200 --> 00:12:47.200]  什麼是虛心
[00:12:47.200 --> 00:12:48.200]  虛心就是
[00:12:48.200 --> 00:12:50.200]  人家拍拍你的肩膀
[00:12:50.200 --> 00:12:51.200]  你好
[00:12:51.200 --> 00:12:52.200]  很害怕
[00:12:52.200 --> 00:12:54.200]  心虛不虛心
[00:12:54.200 --> 00:12:56.200]  虛心其實看英文
[00:12:56.200 --> 00:12:57.200]  比較容易明白
[00:12:57.200 --> 00:13:00.200]  Pure in spirit
[00:13:00.200 --> 00:13:02.200]  伶侣貧窮
[00:13:02.200 --> 00:13:04.200]  和學本的修訂版
[00:13:04.200 --> 00:13:05.200]  翻譯得比較好
[00:13:05.200 --> 00:13:06.200]  伶侣貧窮
[00:13:06.200 --> 00:13:07.200]  伶侣貧窮就是那些
[00:13:07.200 --> 00:13:08.200]  他知道在神面前
[00:13:08.200 --> 00:13:10.200]  不能夠靠自己的本相
[00:13:10.200 --> 00:13:11.200]  討神喜悅
[00:13:11.200 --> 00:13:12.200]  在神面前
[00:13:12.200 --> 00:13:14.200]  我是一個生命破產的人
[00:13:14.200 --> 00:13:16.200]  神說我沒有東西
[00:13:16.200 --> 00:13:17.200]  能夠討你喜悅
[00:13:17.200 --> 00:13:19.200]  我是一個罪人的本相
[00:13:19.200 --> 00:13:20.200]  就好像耶穌在另一段經文
[00:13:20.200 --> 00:13:21.200]  講到一個比喻
[00:13:21.200 --> 00:13:22.200]  有一個化利塞人
[00:13:22.200 --> 00:13:23.200]  在聖殿
[00:13:23.200 --> 00:13:24.200]  害怕死人不知去祈禱
[00:13:24.200 --> 00:13:26.200]  大大聲聲跟神說
[00:13:26.200 --> 00:13:27.200]  神啊
[00:13:27.200 --> 00:13:28.200]  很勁乾的
[00:13:28.200 --> 00:13:29.200]  我一個禮拜
[00:13:29.200 --> 00:13:30.200]  禁食幾天
[00:13:30.200 --> 00:13:31.200]  奉獻幾多東西出來
[00:13:31.200 --> 00:13:32.200]  有做這件事
[00:13:32.200 --> 00:13:33.200]  搞那件事
[00:13:33.200 --> 00:13:34.200]  我多愛神
[00:13:34.200 --> 00:13:36.200]  不知旁邊那個壞人
[00:13:36.200 --> 00:13:37.200]  那個壞女人
[00:13:37.200 --> 00:13:38.200]  騙神見鬼
[00:13:38.200 --> 00:13:40.200]  欺詐百姓
[00:13:40.200 --> 00:13:42.200]  然後旁邊那個壞女人
[00:13:42.200 --> 00:13:43.200]  耶穌怎樣描述她
[00:13:43.200 --> 00:13:45.200]  看天都不敢看
[00:13:45.200 --> 00:13:46.200]  等著神說
[00:13:46.200 --> 00:13:47.200]  神啊
[00:13:47.200 --> 00:13:48.200]  可憐我這個罪人
[00:13:48.200 --> 00:13:50.200]  可憐我這個罪人
[00:13:50.200 --> 00:13:51.200]  耶穌說
[00:13:51.200 --> 00:13:53.200]  神悅了哪一個
[00:13:53.200 --> 00:13:55.200]  那個壞女人
[00:13:55.200 --> 00:13:56.200]  因為祂知道自己心靈破產
[00:13:56.200 --> 00:13:57.200]  祂知道自己是一個罪人
[00:13:57.200 --> 00:13:59.200]  祂知道祂需要悔改
[00:13:59.200 --> 00:14:01.200]  雖然那時祂未能做到最好
[00:14:01.200 --> 00:14:02.200]  但起碼祂有一個起點
[00:14:02.200 --> 00:14:03.200]  祂知道要悔改
[00:14:03.200 --> 00:14:07.200]  才能夠走回正路上
[00:14:07.200 --> 00:14:09.200]  但化利塞人以為自己做得好
[00:14:09.200 --> 00:14:11.200]  所以整個的一本書裏面
[00:14:11.200 --> 00:14:13.200]  你會見到耶穌用四個
[00:14:13.200 --> 00:14:14.200]  如果用中文來翻譯
[00:14:14.200 --> 00:14:17.200]  四個字去描述這班化利塞人的問題
[00:14:17.200 --> 00:14:18.200]  就是什麼
[00:14:18.200 --> 00:14:20.200]  假冒為善
[00:14:20.200 --> 00:14:22.200]  假冒為善
[00:14:22.200 --> 00:14:24.200]  或者簡單叫做偽善
[00:14:24.200 --> 00:14:26.200]  假冒為善的問題
[00:14:26.200 --> 00:14:31.200]  是不單找一些東西掩飾自己的罪
[00:14:31.200 --> 00:14:34.200]  也要裝飾到一個地步
[00:14:34.200 --> 00:14:37.200]  讓人覺得我是好的
[00:14:37.200 --> 00:14:39.200]  這個才是最可怕
[00:14:39.200 --> 00:14:40.200]  所以耶穌說
[00:14:40.200 --> 00:14:43.200]  這些是他們已經粉飾了的墳墓
[00:14:43.200 --> 00:14:45.200]  外面很漂亮
[00:14:45.200 --> 00:14:46.200]  一踩進去
[00:14:46.200 --> 00:14:49.200]  外面是滿有死人
[00:14:49.200 --> 00:14:53.200]  耶穌罵這班化利塞人罵得很重
[00:14:53.200 --> 00:14:55.200]  耶穌說到
[00:14:55.200 --> 00:14:57.200]  其實用六個例子
[00:14:57.200 --> 00:14:59.200]  神自己律法的原意
[00:14:59.200 --> 00:15:03.200]  不是你們這班化利塞人的理解
[00:15:03.200 --> 00:15:05.200]  耶穌這六個的說法
[00:15:05.200 --> 00:15:07.200]  都是有類似的格式
[00:15:07.200 --> 00:15:09.200]  你們聽見有話說
[00:15:09.200 --> 00:15:11.200]  但我告訴你們
[00:15:11.200 --> 00:15:14.200]  即是你聽見別人教你的是錯的
[00:15:14.200 --> 00:15:16.200]  是你們對律法的詮釋
[00:15:16.200 --> 00:15:17.200]  不是律法本身的錯
[00:15:17.200 --> 00:15:19.200]  是你們解釋的錯
[00:15:19.200 --> 00:15:22.200]  我告訴你們是這樣的
[00:15:22.200 --> 00:15:24.200]  我小時候學英文的時候
[00:15:24.200 --> 00:15:27.200]  一年級的英文老師教我們讀一個字
[00:15:27.200 --> 00:15:29.200]  飛機的英文是甚麼
[00:15:29.200 --> 00:15:31.200]  他怎樣教呢
[00:15:31.200 --> 00:15:32.200]  他說OK
[00:15:32.200 --> 00:15:33.200]  大家同學聽著
[00:15:33.200 --> 00:15:34.200]  跟著我讀
[00:15:34.200 --> 00:15:38.200]  我一年級不知道
[00:15:41.200 --> 00:15:44.200]  習慣了一年級學了
[00:15:44.200 --> 00:15:45.200]  飛機的英文是
[00:15:45.200 --> 00:15:49.200]  去到二年級的另一個英文老師
[00:15:49.200 --> 00:15:51.200]  教我們讀同一個字
[00:15:51.200 --> 00:15:52.200]  同學跟著我讀
[00:15:52.200 --> 00:15:59.200]  不是Airplane嗎
[00:15:59.200 --> 00:16:00.200]  怎樣教呢
[00:16:00.200 --> 00:16:02.200]  我們小時候沒有權反抗
