
[00:00:00.000 --> 00:00:03.200]  今天的題目是「請關心兒童」
[00:01:45.000 --> 00:01:46.400]  而服侍的人
[00:01:46.400 --> 00:01:47.600]  兒童導師
[00:01:47.600 --> 00:01:51.000]  簡直是每間教會都很缺乏
[00:01:51.000 --> 00:01:53.600]  所以為什麼會明明在
[00:01:53.600 --> 00:01:55.400]  很諷刺地明明在天國
[00:01:55.400 --> 00:01:57.000]  應該是這一幫人
[00:01:57.000 --> 00:01:58.600]  但是為什麼在實體
[00:01:58.600 --> 00:02:00.400]  我們現在的教會裡面
[00:02:00.400 --> 00:02:01.800]  為什麼好像這麼少呢
[00:02:01.800 --> 00:02:05.600]  究竟兒童的成長出現了什麼問題
[00:02:05.600 --> 00:02:06.800]  或者有什麼地方
[00:02:06.800 --> 00:02:09.800]  我們需要去關注的呢
[00:02:09.800 --> 00:02:12.600]  原來在聖經裡面有一個總原則
[00:02:12.600 --> 00:02:16.600]  就是小朋友的成長離不開人的
[00:02:16.600 --> 00:02:18.400]  原來身邊的人
[00:02:18.400 --> 00:02:21.000]  是影響小朋友的成長
[00:02:21.000 --> 00:02:23.400]  是最最最重要的
[00:02:23.400 --> 00:02:27.800]  這個是最重要的成長的元素
[00:02:27.800 --> 00:02:30.000]  那麼什麼人呢
[00:02:30.000 --> 00:02:31.400]  有幾類人的
[00:02:31.400 --> 00:02:33.400]  第一類你和我都知道的
[00:02:33.400 --> 00:02:36.000]  就是我們原生家庭的父母
[00:02:36.000 --> 00:02:37.800]  這個無論在神學
[00:02:37.800 --> 00:02:38.800]  在心理學
[00:02:38.800 --> 00:02:41.200]  很多的輔導學的角度裡面
[00:02:41.200 --> 00:02:42.400]  都告訴我們
[00:02:42.400 --> 00:02:44.800]  我們要關心我們的兒童
[00:02:44.800 --> 00:02:46.400]  要讓他們有好的成長
[00:02:46.400 --> 00:02:48.400]  先要關心他們的父母
[00:02:48.400 --> 00:02:49.400]  因為這一幫人
[00:02:49.400 --> 00:02:51.800]  這一幫父母最影響到兒童的
[00:02:51.800 --> 00:02:54.200]  如果他們的父母靈性好
[00:02:54.200 --> 00:02:56.400]  他們的子女不會太差的
[00:02:56.400 --> 00:03:00.400]  因為他們的子女會跟著父母去學習
[00:03:00.400 --> 00:03:02.400]  另外一些人也是很重要的
[00:03:02.400 --> 00:03:04.400]  如果回到教會的群體
[00:03:04.400 --> 00:03:06.800]  就是那些兒童的導師
[00:03:06.800 --> 00:03:08.800]  就是阿灣拿的導師
[00:03:08.800 --> 00:03:11.800]  他們的屬靈質素
[00:03:11.800 --> 00:03:13.000]  他們的影響
[00:03:13.000 --> 00:03:15.000]  也是直接影響到兒童的
[00:03:15.000 --> 00:03:17.400]  我自己去很多不同的教會
[00:03:17.400 --> 00:03:20.000]  做一些兒童主義學的老師培訓
[00:03:20.000 --> 00:03:22.000]  或者遲些我也有機會
[00:03:22.000 --> 00:03:24.200]  去阿灣拿做一些培訓
[00:03:24.200 --> 00:03:26.000]  其實很簡單的
[00:03:26.000 --> 00:03:27.600]  一去到阿通年傳道
[00:03:27.600 --> 00:03:31.000]  怎樣才知道教會的導師好還是不好
[00:03:31.000 --> 00:03:33.000]  或者說得再重要一點
[00:03:33.000 --> 00:03:35.800]  怎樣才知道他的阿灣拿好還是不好呢
[00:03:35.800 --> 00:03:37.800]  其實看他的導師就知道了
[00:03:37.800 --> 00:03:39.800]  不用看很多東西
[00:03:39.800 --> 00:03:41.200]  最重要的元素
[00:03:41.200 --> 00:03:44.600]  好的導師不會太差的
[00:03:44.600 --> 00:03:46.400]  主義學不會太差
[00:03:46.400 --> 00:03:48.200]  那個阿灣拿不會太差的
[00:03:48.200 --> 00:03:50.200]  最後也是很重要的
[00:03:50.200 --> 00:03:52.200]  就是不只是父母
[00:03:52.200 --> 00:03:53.400]  也不是導師
[00:03:53.400 --> 00:03:56.000]  而是我們整個太古城堂
[00:03:56.000 --> 00:03:58.000]  我們整個屬靈的群體
[00:03:58.000 --> 00:04:01.000]  我們有沒有為這些小朋友
[00:04:01.000 --> 00:04:03.000]  去禱告守望呢
[00:04:03.000 --> 00:04:04.200]  我們是不是很歡迎
[00:04:04.200 --> 00:04:06.000]  很歡迎他們呢
[00:04:06.000 --> 00:04:09.600]  我們今天一同去思考這些問題
[00:04:09.600 --> 00:04:12.600]  我會由一個人的成長
[00:04:12.600 --> 00:04:14.200]  來做一個反思的
[00:04:14.200 --> 00:04:17.200]  就是聖經裡舊約一個人物
[00:04:17.200 --> 00:04:19.200]  就是撒姆爾
[00:04:19.200 --> 00:04:23.200]  從他的成長來反思剛才那三點
[00:04:23.200 --> 00:04:26.200]  為什麼東列傳道為什麼找撒姆爾呢
[00:04:26.200 --> 00:04:27.200]  撒姆爾真的很厲害
[00:04:27.200 --> 00:04:29.200]  所以一定要找他
[00:04:29.200 --> 00:04:31.200]  他侍奉成長的時候
[00:04:31.200 --> 00:04:33.200]  在《撒匯記》上的七章四節
[00:04:33.200 --> 00:04:35.200]  他講到以色列人
[00:04:35.200 --> 00:04:38.200]  除掉朱巴力和阿斯他路
[00:04:38.200 --> 00:04:40.200]  單單侍奉耶和華
[00:04:40.200 --> 00:04:42.200]  你想想整個舊約歷史
[00:04:42.200 --> 00:04:45.200]  有多少次以色列人的靈性
[00:04:45.200 --> 00:04:47.200]  在很多個地步
[00:04:47.200 --> 00:04:48.200]  不去扮偶像
[00:04:48.200 --> 00:04:50.200]  只是單單侍奉神
[00:04:50.200 --> 00:04:52.200]  沒有幾可的
[00:04:52.200 --> 00:04:54.200]  所以你看到撒姆爾的成長
[00:04:54.200 --> 00:04:56.200]  是影響了他當時
[00:04:56.200 --> 00:04:59.200]  那一代整個屬靈的群體
[00:04:59.200 --> 00:05:02.200]  而且他開展了一個新的時代
[00:05:02.200 --> 00:05:04.200]  由士司的時代
[00:05:04.200 --> 00:05:06.200]  過到去君王的時代
[00:05:06.200 --> 00:05:08.200]  第一個君王蘇羅
[00:05:08.200 --> 00:05:11.200]  就是撒姆爾來高立
[00:05:11.200 --> 00:05:13.200]  當時就是撒姆爾
[00:05:13.200 --> 00:05:15.200]  拿著一瓶的高油
[00:05:15.200 --> 00:05:17.200]  倒在蘇羅的頭上
[00:05:17.200 --> 00:05:19.200]  去高立他
[00:05:19.200 --> 00:05:22.200]  去開創了整個新的
[00:05:22.200 --> 00:05:25.200]  以色列的新的歷史階段
[00:05:25.200 --> 00:05:26.200]  那麼任何人
[00:05:26.200 --> 00:05:29.200]  是否可以比高立君王還厲害
[00:05:29.200 --> 00:05:30.200]  還有榮耀的
[00:05:30.200 --> 00:05:32.200]  第一任君王由他高立
[00:05:32.200 --> 00:05:35.200]  沒有人可以比他厲害
[00:05:35.200 --> 00:05:37.200]  除非他高立了兩個
[00:05:37.200 --> 00:05:39.200]  第二任的君王
[00:05:39.200 --> 00:05:41.200]  大衛都是撒姆爾
[00:05:41.200 --> 00:05:43.200]  來去高立他
[00:05:43.200 --> 00:05:45.200]  所以你想想
[00:05:45.200 --> 00:05:47.200]  使用這個小朋友
[00:05:47.200 --> 00:05:49.200]  當他成長的時候
[00:05:49.200 --> 00:05:51.200]  是多麼的厲害
[00:05:51.200 --> 00:05:53.200]  這個先知是多麼的厲害
[00:05:53.200 --> 00:05:55.200]  我們一起看看
[00:05:55.200 --> 00:05:57.200]  他是怎樣成長
[00:05:57.200 --> 00:05:59.200]  撒姆爾的父母
[00:05:59.200 --> 00:06:00.200]  我們看看
[00:06:00.200 --> 00:06:02.200]  我們要關心那些兒童
[00:06:02.200 --> 00:06:04.200]  我們要為他們的父母
[00:06:04.200 --> 00:06:05.200]  去祈禱
[00:06:05.200 --> 00:06:06.200]  我們要關心他們
[00:06:06.200 --> 00:06:09.200]  他們的父母有什麼需要呢
[00:06:09.200 --> 00:06:12.200]  撒姆爾的母親
[00:06:12.200 --> 00:06:13.200]  就是哈娜
[00:06:13.200 --> 00:06:15.200]  在這裡就形容她是一個婦人
[00:06:15.200 --> 00:06:18.200]  那麼她就去到聖殿裡面去禱告
[00:06:18.200 --> 00:06:20.200]  她就去還願了
[00:06:20.200 --> 00:06:21.200]  她說我主啊
[00:06:21.200 --> 00:06:23.200]  請容許我說
[00:06:23.200 --> 00:06:26.200]  我向你我的主起誓
[00:06:26.200 --> 00:06:28.200]  從前在你這裡站著
[00:06:28.200 --> 00:06:30.200]  祈求夜和華的那婦人
[00:06:30.200 --> 00:06:32.200]  就是我
[00:06:32.200 --> 00:06:33.200]  原來呢
[00:06:33.200 --> 00:06:35.200]  當時哈娜
[00:06:35.200 --> 00:06:37.200]  就來到了聖殿
[00:06:37.200 --> 00:06:39.200]  去還願
[00:06:39.200 --> 00:06:40.200]  為什麼要還願呢
[00:06:40.200 --> 00:06:41.200]  原來她之前
[00:06:41.200 --> 00:06:43.200]  是祈求過夜和華
[00:06:43.200 --> 00:06:44.200]  因為她呢
[00:06:44.200 --> 00:06:47.200]  就是一個不育的婦人
[00:06:47.200 --> 00:06:49.200]  那麼她當時祈求什麼呢
[00:06:49.200 --> 00:06:51.200]  她就祈求
[00:06:51.200 --> 00:06:53.200]  要得一個孩子
[00:06:53.200 --> 00:06:56.200]  夜和華就將她所求的
[00:06:56.200 --> 00:06:58.200]  賜給她
[00:06:58.200 --> 00:06:59.200]  所以現在
[00:06:59.200 --> 00:07:01.200]  我以前沒有兒子
[00:07:01.200 --> 00:07:03.200]  現在生了撒姆爾出來
[00:07:03.200 --> 00:07:05.200]  所以我要來還願
[00:07:05.200 --> 00:07:07.200]  她怎樣還願呢
[00:07:07.200 --> 00:07:08.200]  她就說所以
[00:07:08.200 --> 00:07:09.200]  我要將這個孩子
[00:07:09.200 --> 00:07:11.200]  獻給夜和華
[00:07:11.200 --> 00:07:13.200]  使這個孩子呢
[00:07:13.200 --> 00:07:16.200]  終身歸給夜和華
[00:07:16.200 --> 00:07:18.200]  原來呢
[00:07:18.200 --> 00:07:20.200]  她有一個醒悟
[00:07:20.200 --> 00:07:22.200]  她之前是不育的
[00:07:22.200 --> 00:07:24.200]  現在生了出來
[00:07:24.200 --> 00:07:25.200]  她知道這個孩子
[00:07:25.200 --> 00:07:26.200]  不是她的
[00:07:26.200 --> 00:07:28.200]  是屬神的
[00:07:28.200 --> 00:07:29.200]  所以她現在
[00:07:29.200 --> 00:07:31.200]  將這個原本屬神的孩子
[00:07:31.200 --> 00:07:34.200]  再一次叫她回到
[00:07:34.200 --> 00:07:36.200]  就是當時的
[00:07:36.200 --> 00:07:38.200]  回眸裏面
[00:07:38.200 --> 00:07:39.200]  來居住
[00:07:39.200 --> 00:07:41.200]  來和大祭司和以利
[00:07:41.200 --> 00:07:43.200]  來相處
[00:07:43.200 --> 00:07:45.200]  來跟著她學習侍奉
[00:07:45.200 --> 00:07:47.200]  那麼
[00:07:47.200 --> 00:07:49.200]  我們今天的信徒
[00:07:49.200 --> 00:07:51.200]  我們有沒有這個概念呢
[00:07:51.200 --> 00:07:53.200]  如果有些弟兄姊妹
[00:07:53.200 --> 00:07:55.200]  她是很久都沒有懷孕
[00:07:55.200 --> 00:07:57.200]  我都聽過這些見證的
[00:07:57.200 --> 00:07:58.200]  然後她祈禱
[00:07:58.200 --> 00:07:59.200]  然後她生了小朋友
[00:07:59.200 --> 00:08:01.200]  她這個感覺強烈一點
[00:08:01.200 --> 00:08:03.200]  但是有些弟兄姊妹
[00:08:03.200 --> 00:08:05.200]  很容易有了小朋友
[00:08:05.200 --> 00:08:07.200]  那她的感覺
[00:08:07.200 --> 00:08:08.200]  沒有那麼強烈
[00:08:08.200 --> 00:08:09.200]  但是呢
[00:08:09.200 --> 00:08:11.200]  我們都會有這個概念
[00:08:11.200 --> 00:08:13.200]  其實這個孩子
[00:08:13.200 --> 00:08:15.200]  是要給神的
[00:08:15.200 --> 00:08:17.200]  是要獻給夜和華的
[00:08:17.200 --> 00:08:19.200]  我們在那個真理的概念裏面
[00:08:19.200 --> 00:08:21.200]  其實我們都會有的
[00:08:21.200 --> 00:08:22.200]  或者我們都聽過
[00:08:22.200 --> 00:08:25.200]  父母只不過是一個
[00:08:25.200 --> 00:08:27.200]  託管人的角色
[00:08:27.200 --> 00:08:30.200]  真正從屬的這些孩子
[00:08:30.200 --> 00:08:32.200]  是應該屬神的
[00:08:32.200 --> 00:08:34.200]  父母是暫託的
[00:08:34.200 --> 00:08:36.200]  說呢
[00:08:36.200 --> 00:08:38.200]  是這麼說的
[00:08:38.200 --> 00:08:39.200]  但實際呢
[00:08:39.200 --> 00:08:41.200]  因為我都做很多家長工作
[00:08:41.200 --> 00:08:42.200]  很難的
[00:08:42.200 --> 00:08:44.200]  我不是說那些家長不好
[00:08:44.200 --> 00:08:46.200]  很多家長靈性都很好
[00:08:46.200 --> 00:08:48.200]  但是這一點上面
[00:08:48.200 --> 00:08:50.200]  很難真的要為他們禱告
[00:08:50.200 --> 00:08:51.200]  為什麼呢
[00:08:51.200 --> 00:08:52.200]  因為這個世界
[00:08:52.200 --> 00:08:54.200]  是不斷地告訴他們
[00:08:54.200 --> 00:08:56.200]  有些什麼很重要的
[00:08:56.200 --> 00:08:58.200]  競爭很重要的
[00:08:58.200 --> 00:09:01.200]  在香港讀書很重要的
[00:09:01.200 --> 00:09:02.200]  所以呢
[00:09:02.200 --> 00:09:03.200]  未出世的時候
[00:09:03.200 --> 00:09:04.200]  很多弟兄姐妹就跟我說
[00:09:04.200 --> 00:09:05.200]  不要緊的
[00:09:05.200 --> 00:09:06.200]  通靈傳道
[00:09:06.200 --> 00:09:08.200]  我一定要先回教會走
[00:09:08.200 --> 00:09:10.200]  出世之後呢
[00:09:10.200 --> 00:09:12.200]  周圍的人跟他說
[00:09:12.200 --> 00:09:14.200]  你要補習啊
[00:09:14.200 --> 00:09:15.200]  你要學習啊
[00:09:15.200 --> 00:09:16.200]  那他呢
[00:09:16.200 --> 00:09:17.200]  就沒有這種的
[00:09:17.200 --> 00:09:19.200]  閒情逸致回來了
[00:09:19.200 --> 00:09:21.200]  今天呢
[00:09:21.200 --> 00:09:23.200]  作為香港現代的父母
[00:09:23.200 --> 00:09:26.200]  有什麼很大很大的挑戰呢
[00:09:26.200 --> 00:09:28.200]  最大的挑戰
[00:09:28.200 --> 00:09:30.200]  就是他們怎麼用時間
[00:09:30.200 --> 00:09:32.200]  怎麼去分配時間
[00:09:32.200 --> 00:09:34.200]  兩個星期前左右
[00:09:34.200 --> 00:09:39.200]  有個在讀K3幼稚園
[00:09:39.200 --> 00:09:41.200]  高班的一個學生
[00:09:41.200 --> 00:09:42.200]  一個小妹妹來的
[00:09:42.200 --> 00:09:45.200]  跟家長一起來找我
[00:09:45.200 --> 00:09:47.200]  家長就很不舒服
[00:09:47.200 --> 00:09:48.200]  出濕疹
[00:09:48.200 --> 00:09:49.200]  為什麼呢
[00:09:49.200 --> 00:09:51.200]  因為要升小學很大壓力
[00:09:51.200 --> 00:09:53.200]  要找學校了
[00:09:53.200 --> 00:09:55.200]  這個K3的小妹妹
[00:09:55.200 --> 00:09:58.200]  現在是K3而已
[00:09:58.200 --> 00:09:59.200]  升小學而已
[00:09:59.200 --> 00:10:01.200]  每個星期補習
[00:10:01.200 --> 00:10:02.200]  補習七科
[00:10:02.200 --> 00:10:04.200]  七種因素
[00:10:04.200 --> 00:10:05.200]  普通話還有其他那幾科
[00:10:05.200 --> 00:10:07.200]  我不記得了
[00:10:07.200 --> 00:10:10.200]  很多是這麼大壓力
[00:10:10.200 --> 00:10:11.200]  你明不明白
[00:10:11.200 --> 00:10:12.200]  現在香港的小朋友
[00:10:12.200 --> 00:10:14.200]  和他們的家長
[00:10:14.200 --> 00:10:15.200]  你哪裡有空閒
[00:10:15.200 --> 00:10:16.200]  哪裡有時間回來
[00:10:16.200 --> 00:10:18.200]  好好地認識神
[00:10:18.200 --> 00:10:20.200]  去追求神
[00:10:20.200 --> 00:10:22.200]  有一個小學二年班的家長
[00:10:22.200 --> 00:10:24.200]  走來我們教會看完之後
[00:10:24.200 --> 00:10:25.200]  說很想來
[00:10:25.200 --> 00:10:26.200]  參加我們兒童主義學
[00:10:26.200 --> 00:10:28.200]  不過暫時未來得住
[00:10:28.200 --> 00:10:29.200]  我說為什麼
[00:10:29.200 --> 00:10:30.200]  是不是要讀書
[00:10:30.200 --> 00:10:31.200]  是不是要補習
[00:10:31.200 --> 00:10:32.200]  他說不是
[00:10:32.200 --> 00:10:33.200]  要參加興趣班
[00:10:33.200 --> 00:10:34.200]  因為逢星期日早上
[00:10:34.200 --> 00:10:35.200]  有一個時間
[00:10:35.200 --> 00:10:37.200]  他要去興趣班
[00:10:37.200 --> 00:10:40.200]  我說這個小學二年班的女生
[00:10:40.200 --> 00:10:41.200]  要學什麼
[00:10:41.200 --> 00:10:42.200]  這麼緊張
[00:10:42.200 --> 00:10:44.200]  他說要學打高爾夫球
[00:10:44.200 --> 00:10:49.200]  要打高爾夫球
[00:10:49.200 --> 00:10:50.200]  我心想
[00:10:50.200 --> 00:10:52.200]  不用啊
[00:10:52.200 --> 00:10:55.200]  不用小學二年班就訓練他
[00:10:55.200 --> 00:10:57.200]  打高爾夫球這麼重要
[00:10:57.200 --> 00:11:01.200]  各種形式跳花蕾舞也有
[00:11:01.200 --> 00:11:02.200]  珠心算也有
[00:11:02.200 --> 00:11:05.200]  我聽很多冰上曲棍球
[00:11:05.200 --> 00:11:07.200]  什麼我也聽過
[00:11:07.200 --> 00:11:09.200]  只是不回來教會
[00:11:09.200 --> 00:11:11.200]  你說真的生氣嗎
[00:11:11.200 --> 00:11:14.200]  當你這樣為了自己的子女
[00:11:14.200 --> 00:11:15.200]  想多點競爭
[00:11:15.200 --> 00:11:18.200]  想興趣學多點的時候
[00:11:18.200 --> 00:11:21.200]  當你這樣去教子女的時候
[00:11:21.200 --> 00:11:23.200]  其實就是教子女一件事
[00:11:23.200 --> 00:11:25.200]  就是告訴子女
[00:11:25.200 --> 00:11:28.200]  其實靠耶穌回教會
[00:11:28.200 --> 00:11:30.200]  不是這麼重要
[00:11:30.200 --> 00:11:32.200]  好好地讀書比較重要
[00:11:32.200 --> 00:11:34.200]  信徒不會這樣說
[00:11:34.200 --> 00:11:35.200]  不會這樣說出口
[00:11:35.200 --> 00:11:38.200]  但是生命就是這樣教子女
[00:11:38.200 --> 00:11:40.200]  所以為什麼子女長大了
[00:11:40.200 --> 00:11:41.200]  那個不回來
[00:11:41.200 --> 00:11:43.200]  為什麼教會這麼多斷層
[00:11:43.200 --> 00:11:44.200]  因為從小到大
[00:11:44.200 --> 00:11:45.200]  就是我有重要的事
[00:11:45.200 --> 00:11:46.200]  我就不回來了
[00:11:46.200 --> 00:11:48.200]  我現在上了中學
[00:11:48.200 --> 00:11:49.200]  我要考DSE
[00:11:49.200 --> 00:11:50.200]  我現在在大學
[00:11:50.200 --> 00:11:51.200]  我要考試
[00:11:51.200 --> 00:11:53.200]  我要做研究
[00:11:53.200 --> 00:11:55.200]  我忙我就不回教會
[00:11:55.200 --> 00:11:56.200]  我從小到大
[00:11:56.200 --> 00:11:58.200]  我是這麼接受訓練的
[00:11:58.200 --> 00:12:01.200]  所以為什麼要為父母來祈禱
[00:12:01.200 --> 00:12:05.200]  父母今天很需要有信心
[00:12:05.200 --> 00:12:06.200]  要有信心
[00:12:06.200 --> 00:12:10.200]  要肯定我這樣跟隨神是沒有錯的
[00:12:10.200 --> 00:12:13.200]  我只是被神來託管
[00:12:13.200 --> 00:12:16.200]  要有這一份的信心堅持
[00:12:16.200 --> 00:12:18.200]  我們的第一步就是一起走下去
[00:12:18.200 --> 00:12:21.200]  我現在說的不是未信的家長
[00:12:21.200 --> 00:12:23.200]  我講的是信的家長
[00:12:23.200 --> 00:12:25.200]  求主幫助我們
[00:12:25.200 --> 00:12:27.200]  幫助我們太古城堂的家長
[00:12:27.200 --> 00:12:28.200]  有這份信心
[00:12:28.200 --> 00:12:29.200]  英丁
[00:12:29.200 --> 00:12:30.200]  神所賜的
[00:12:30.200 --> 00:12:32.200]  我們走神的路
[00:12:32.200 --> 00:12:35.200]  神會祝福帶領我們的兒子
[00:12:35.200 --> 00:12:36.200]  好了
[00:12:36.200 --> 00:12:37.200]  接著
[00:12:37.200 --> 00:12:39.200]  除了原生家庭父母
[00:12:39.200 --> 00:12:41.200]  是最重要最重要之外
[00:12:41.200 --> 00:12:42.200]  回到來
[00:12:42.200 --> 00:12:45.200]  阿灣拿的導師很重要
[00:12:45.200 --> 00:12:46.200]  我們要關心他們
[00:12:46.200 --> 00:12:49.200]  因為他們真的影響那些兒童的成長
[00:12:49.200 --> 00:12:51.200]  要為他們祈禱
[00:12:51.200 --> 00:12:53.200]  要求神祝福他們
[00:12:53.200 --> 00:12:54.200]  加他們力量
[00:12:54.200 --> 00:12:58.200]  當時撒姆爾的導師是誰呢
[00:12:58.200 --> 00:12:59.200]  就是以利
[00:12:59.200 --> 00:13:03.200]  我們看看以利是怎樣去教撒姆爾的
[00:13:03.200 --> 00:13:05.200]  在撒姆爾記上三章三節
[00:13:05.200 --> 00:13:08.200]  說到上帝的燈沒有熄滅
[00:13:08.200 --> 00:13:11.200]  撒姆爾仍然是睡在耶和華的殿裡
[00:13:11.200 --> 00:13:15.200]  上帝的約櫃就在那裡
[00:13:15.200 --> 00:13:18.200]  耶和華呼喚撒姆爾
[00:13:18.200 --> 00:13:21.200]  撒姆爾就說我在這裡
[00:13:21.200 --> 00:13:24.200]  於是撒姆爾就走了
[00:13:24.200 --> 00:13:28.200]  聽到神的呼喚就走了去以利那裡
[00:13:28.200 --> 00:13:29.200]  就說了
[00:13:29.200 --> 00:13:30.200]  以利你叫我嗎
[00:13:30.200 --> 00:13:32.200]  我在這裡
[00:13:32.200 --> 00:13:35.200]  以利就睡到半夜
[00:13:35.200 --> 00:13:36.200]  什麼時候沒有叫你
[00:13:36.200 --> 00:13:38.200]  你回去睡吧
[00:13:38.200 --> 00:13:42.200]  撒姆爾就走走走走回去睡了
[00:13:42.200 --> 00:13:46.200]  耶和華又再呼喚撒姆爾
[00:13:46.200 --> 00:13:47.200]  撒姆爾又起床了
[00:13:47.200 --> 00:13:49.200]  又走了去以利那裡
[00:13:49.200 --> 00:13:50.200]  又跟以利說
[00:13:50.200 --> 00:13:51.200]  你叫我嗎
[00:13:51.200 --> 00:13:53.200]  我在這裡
[00:13:53.200 --> 00:13:54.200]  以利又說
[00:13:54.200 --> 00:13:55.200]  我兒啊
[00:13:55.200 --> 00:13:57.200]  我真的沒有叫你
[00:13:57.200 --> 00:13:59.200]  你回去睡吧
[00:13:59.200 --> 00:14:03.200]  那時候為什麼撒姆爾會這樣呢
[00:14:03.200 --> 00:14:06.200]  因為撒姆爾還未曾認識耶和華
[00:14:06.200 --> 00:14:07.200]  他還有四個
[00:14:07.200 --> 00:14:09.200]  他不知道耶和華的話
[00:14:09.200 --> 00:14:11.200]  他未曾聽過
[00:14:11.200 --> 00:14:12.200]  未曾知道
[00:14:12.200 --> 00:14:15.200]  因為耶和華的話都未曾試過
[00:14:15.200 --> 00:14:19.200]  向他啟示
[00:14:19.200 --> 00:14:20.200]  好了
[00:14:20.200 --> 00:14:21.200]  第三次了
[00:14:21.200 --> 00:14:23.200]  耶和華又是第三次
[00:14:23.200 --> 00:14:25.200]  再呼喚撒姆爾
[00:14:25.200 --> 00:14:27.200]  撒姆爾又是起床
[00:14:27.200 --> 00:14:30.200]  又是跑跑跑跑到去以利那裡
[00:14:30.200 --> 00:14:31.200]  就說了
[00:14:31.200 --> 00:14:32.200]  你叫我嗎
[00:14:32.200 --> 00:14:34.200]  我在這裡
[00:14:34.200 --> 00:14:36.200]  去到第三次
[00:14:36.200 --> 00:14:39.200]  以利明白了
[00:14:39.200 --> 00:14:41.200]  怎麼走來走去
[00:14:41.200 --> 00:14:46.200]  一定是神耶和華呼喚這個孩子
[00:14:46.200 --> 00:14:50.200]  他知道神叫這個小朋友的時候
[00:14:50.200 --> 00:14:52.200]  他就要教這個小朋友
[00:14:52.200 --> 00:14:54.200]  他要懂得怎樣回應神
[00:14:54.200 --> 00:14:58.200]  他要懂得自己怎樣跟神相遇
[00:14:58.200 --> 00:15:00.200]  所以他就教撒姆爾
[00:15:00.200 --> 00:15:02.200]  以利對撒姆爾說
[00:15:02.200 --> 00:15:04.200]  你現在回去睡
[00:15:04.200 --> 00:15:06.200]  如果你再聽到一個聲音這樣叫你
[00:15:06.200 --> 00:15:08.200]  你就要起床
[00:15:08.200 --> 00:15:11.200]  你就要跟神說耶和華
[00:15:11.200 --> 00:15:12.200]  請說
[00:15:12.200 --> 00:15:14.200]  僕人敬聽
[00:15:14.200 --> 00:15:18.200]  你就要準備聽神的說話了
[00:15:18.200 --> 00:15:21.200]  於是撒姆爾就回去
[00:15:21.200 --> 00:15:24.200]  真的在園柱那裡
[00:15:24.200 --> 00:15:26.200]  仍然睡覺
[00:15:26.200 --> 00:15:27.200]  然後
[00:15:27.200 --> 00:15:28.200]  耶和華來了
[00:15:28.200 --> 00:15:29.200]  站在那裡
