
[00:00:00.000 --> 00:00:02.800]  今天是一個特別的主日
[00:02:46.100 --> 00:02:48.100]  並不是獨立的事
[00:02:48.100 --> 00:02:53.400]  好像是脆麻花扭在一起
[00:02:53.400 --> 00:02:55.600]  一開始記載的就是
[00:02:55.600 --> 00:02:58.500]  挨佬來見耶穌
[00:02:58.500 --> 00:03:02.300]  求耶穌去醫治他的女兒
[00:03:02.300 --> 00:03:04.400]  只有十二歲
[00:03:04.400 --> 00:03:06.700]  不過快要死了
[00:03:06.700 --> 00:03:11.100]  他希望耶穌去按手在小女孩的身上
[00:03:11.100 --> 00:03:13.100]  使她痊癒
[00:03:13.100 --> 00:03:16.500]  耶穌就答應他和她一起走
[00:03:16.500 --> 00:03:19.900]  但是在路上
[00:03:19.900 --> 00:03:22.500]  就發生另外一件事
[00:03:22.500 --> 00:03:28.100]  有一個患了十二年血流病的婦人
[00:03:28.100 --> 00:03:32.700]  偷偷摸耶穌的衣服
[00:03:32.700 --> 00:03:35.200]  拉她衣服尾
[00:03:35.200 --> 00:03:38.500]  因為她想摸到耶穌的衣服
[00:03:38.500 --> 00:03:40.600]  她的病就會好了
[00:03:40.600 --> 00:03:42.100]  什麼是血流病呢
[00:03:42.100 --> 00:03:46.200]  就是女性的經血不止
[00:03:46.200 --> 00:03:50.000]  有些譯本已經是這樣翻譯
[00:03:50.000 --> 00:03:52.000]  血流病的婦人
[00:03:52.000 --> 00:03:54.200]  摸了耶穌的衣服之後
[00:03:54.200 --> 00:03:55.800]  又好了
[00:03:55.800 --> 00:03:57.400]  但是在那個時刻
[00:03:57.400 --> 00:03:59.600]  耶穌又要找她出來
[00:03:59.600 --> 00:04:02.600]  結果擾亂一番
[00:04:02.600 --> 00:04:07.200]  當他們在擾亂一番的時候
[00:04:07.200 --> 00:04:12.200]  挨佬的一個僕人就來告訴他們
[00:04:12.200 --> 00:04:14.400]  你的女兒死了
[00:04:14.400 --> 00:04:17.000]  不需要勞動
[00:04:17.000 --> 00:04:20.800]  夫子去為她按手祈禱
[00:04:20.800 --> 00:04:23.400]  但是耶穌都繼續去
[00:04:23.400 --> 00:04:25.600]  發生另外一件事就是
[00:04:25.600 --> 00:04:28.200]  耶穌去到挨佬的家裡面
[00:04:28.200 --> 00:04:32.000]  洗一個小女孩復活過來
[00:04:32.000 --> 00:04:34.200]  今天沒有足夠的時間
[00:04:34.200 --> 00:04:36.600]  和大家仔細去看
[00:04:36.600 --> 00:04:39.400]  但是馬可福音的記載裡面
[00:04:39.400 --> 00:04:42.200]  這兩件事真的不是獨立的
[00:04:42.200 --> 00:04:45.000]  兩個都是十二
[00:04:45.000 --> 00:04:47.600]  十二歲的小女孩
[00:04:47.600 --> 00:04:52.400]  患了十二年血流病的婦人
[00:04:52.400 --> 00:04:54.400]  兩個女子
[00:04:54.400 --> 00:04:58.000]  在社會上地位是低微一點的
[00:04:58.000 --> 00:05:01.800]  但是在福音書裡面我們正正是看見
[00:05:01.800 --> 00:05:05.600]  耶穌很多時候依次關懷的
[00:05:05.600 --> 00:05:09.000]  都是一些社會上被忽略
[00:05:09.000 --> 00:05:12.400]  被拒絕的一些人
[00:05:12.400 --> 00:05:15.200]  十二歲就死
[00:05:15.200 --> 00:05:16.800]  很不正常
[00:05:16.800 --> 00:05:20.000]  十二歲的小女孩我們應該看到是
[00:05:20.000 --> 00:05:21.800]  緊緊跳的
[00:05:21.800 --> 00:05:25.400]  為什麼她這麼年輕年少
[00:05:25.400 --> 00:05:27.800]  就經歷死亡呢
[00:05:27.800 --> 00:05:30.200]  很可能當她出生的時候
[00:05:30.200 --> 00:05:32.800]  她已經有很特別的病
[00:05:32.800 --> 00:05:35.600]  或者在她長大的過程裡面
[00:05:35.600 --> 00:05:38.600]  得到一些重病
[00:05:38.600 --> 00:05:42.200]  所以當記載這兩個女性的時候
[00:05:42.200 --> 00:05:45.600]  我相信有很多相同的東西
[00:05:45.600 --> 00:05:48.400]  挨佬在過去的一段時間
[00:05:48.400 --> 00:05:51.400]  一定都是竭盡他所能
[00:05:51.400 --> 00:05:54.400]  他都是一個有身份有地位的人
[00:05:54.400 --> 00:05:59.400]  他會找一些名醫來醫他的女兒
[00:05:59.400 --> 00:06:04.400]  正如一個患了十二年血流病的婦人一樣
[00:06:04.400 --> 00:06:09.200]  去花盡一切的積蓄去找醫生
[00:06:09.200 --> 00:06:13.400]  但是可能這兩個人同樣的結果都是
[00:06:13.400 --> 00:06:18.000]  找不到一個能夠醫治他們的醫生
[00:06:18.000 --> 00:06:20.200]  如果當時都有醫院的話
[00:06:20.200 --> 00:06:26.000]  我想他們兩個人都是經常出入醫院的
[00:06:26.000 --> 00:06:30.400]  而且可能好像我們當中很多的長者一樣
[00:06:30.400 --> 00:06:33.000]  都是吃藥當早餐的
[00:06:33.000 --> 00:06:35.000]  要吃很多藥的
[00:06:35.000 --> 00:06:37.400]  但是來來去去
[00:06:37.400 --> 00:06:40.400]  他們的病都不能夠醫治
[00:06:40.400 --> 00:06:46.800]  他們仍然是看不到前路有什麼希望
[00:06:46.800 --> 00:06:50.000]  但是當他們聽到耶穌來的時候
[00:06:50.000 --> 00:06:54.200]  他們想會不會這個就是唯一的希望
[00:06:54.200 --> 00:06:57.000]  十二年血流病的婦人
[00:06:57.000 --> 00:07:01.000]  就去摸耶穌的衣服得到醫治
[00:07:01.000 --> 00:07:03.000]  得到醫治之後
[00:07:03.000 --> 00:07:08.400]  耶穌也都做了一件比較不正常的事
[00:07:08.400 --> 00:07:11.000]  因為通常耶穌醫好人之後
[00:07:11.000 --> 00:07:14.400]  是叫他不要說出去的
[00:07:14.400 --> 00:07:18.400]  但是為什麼醫好一個血流病的婦人之後
[00:07:18.400 --> 00:07:21.200]  耶穌卻不是靜靜的
[00:07:21.200 --> 00:07:23.000]  反而是在那裡
[00:07:23.000 --> 00:07:26.200]  誰摸我的衣服
[00:07:26.200 --> 00:07:29.200]  你站出來
[00:07:29.200 --> 00:07:33.200]  這個婦人其實心裡面很害怕
[00:07:33.200 --> 00:07:37.200]  如果你是去我相信你都很害怕
[00:07:37.200 --> 00:07:40.800]  但是他終於勇敢的站出來
[00:07:40.800 --> 00:07:43.800]  為什麼耶穌要他站出來呢
[00:07:43.800 --> 00:07:47.200]  耶穌要的不是宣揚自己的名聲
[00:07:47.200 --> 00:07:53.200]  耶穌是要徹底的醫治這個婦人
[00:07:53.200 --> 00:07:56.800]  血流病是一個暗病沒有人知道的
[00:07:56.800 --> 00:07:59.200]  所以他困在人群裡面
[00:07:59.200 --> 00:08:00.200]  都沒什麼人知道的
[00:08:00.200 --> 00:08:03.200]  只要他做好防禦的措施
[00:08:03.200 --> 00:08:05.200]  他那些血沒有滴下來
[00:08:05.200 --> 00:08:07.200]  那些人都不太知道
[00:08:07.200 --> 00:08:10.200]  耶穌正是要他站出來
[00:08:10.200 --> 00:08:14.200]  證明他自己是已經結症了
[00:08:14.200 --> 00:08:16.200]  當這個婦人
[00:08:16.200 --> 00:08:18.200]  可能他摸耶穌的時候
[00:08:18.200 --> 00:08:21.200]  他都是想著嘗試一下
[00:08:21.200 --> 00:08:23.200]  會不會都得到醫治呢
[00:08:23.200 --> 00:08:27.200]  但是他摸完之後 咦 得哦
[00:08:27.200 --> 00:08:29.200]  他的心裡面會怎麼想呢
[00:08:29.200 --> 00:08:32.200]  他不會想自己永遠得的
[00:08:32.200 --> 00:08:38.200]  不知道明天會不會不流呢
[00:08:38.200 --> 00:08:41.200]  不知道以後會怎樣呢
[00:08:41.200 --> 00:08:44.200]  我相信他心裡沒有一個把握的
[00:08:44.200 --> 00:08:46.200]  他只是一個嘗試
[00:08:46.200 --> 00:08:49.200]  耶穌要他出來的
[00:08:49.200 --> 00:08:51.200]  不是叫他嘗試
[00:08:51.200 --> 00:08:55.200]  耶穌說你徹底得到醫治了
[00:08:55.200 --> 00:08:59.200]  婦人患的是一個血流病
[00:08:59.200 --> 00:09:02.200]  其實也在當時文化裡面是一個不潔的病
[00:09:02.200 --> 00:09:04.200]  他不可以摸人的
[00:09:04.200 --> 00:09:08.200]  因為被他摸的人都會沾染他的不潔
[00:09:08.200 --> 00:09:11.200]  所以他存著一個很恐懼的心
[00:09:11.200 --> 00:09:13.200]  去摸耶穌
[00:09:13.200 --> 00:09:15.200]  也存著一個恐懼的心
[00:09:15.200 --> 00:09:16.200]  站出來
[00:09:16.200 --> 00:09:20.200]  因為他怕被人用石頭來扔死
[00:09:20.200 --> 00:09:22.200]  但是當他站出來
[00:09:22.200 --> 00:09:24.200]  耶穌就醫治了他
[00:09:24.200 --> 00:09:27.200]  也是因為耽誤了一些時間
[00:09:27.200 --> 00:09:30.200]  耶穌沒辦法在這個小女孩
[00:09:30.200 --> 00:09:34.200]  沒死之前去到崖佬的家裡
[00:09:34.200 --> 00:09:38.200]  但是耶穌說女孩不是死了
[00:09:38.200 --> 00:09:42.200]  是睡了
[00:09:42.200 --> 00:09:45.200]  馬福音記載了這兩個神跡
[00:09:45.200 --> 00:09:48.200]  其實之前也有一些神跡
[00:09:48.200 --> 00:09:51.200]  在描述這些神跡的時候
[00:09:51.200 --> 00:09:53.200]  重點要講的
[00:09:53.200 --> 00:09:55.200]  其實不是耶穌的醫治
[00:09:55.200 --> 00:09:57.200]  耶穌行的神跡
[00:09:57.200 --> 00:09:59.200]  重點要描述的就是
[00:09:59.200 --> 00:10:02.200]  耶穌的權柄
[00:10:02.200 --> 00:10:05.200]  當我們再看他前一段的經文
[00:10:05.200 --> 00:10:09.200]  耶穌是去到格拉森人的地方
[00:10:09.200 --> 00:10:13.200]  將那個格拉森狂人身上的鬼都趕出去
[00:10:13.200 --> 00:10:15.200]  我知道這段經文下個星期
[00:10:15.200 --> 00:10:18.200]  黃大葉執事會講到
[00:10:18.200 --> 00:10:23.200]  如果我們再看馬福音第四章第35節
[00:10:23.200 --> 00:10:26.200]  那裡記載耶穌對門徒說
[00:10:26.200 --> 00:10:29.200]  我們渡渡哪邊去
[00:10:29.200 --> 00:10:31.200]  然後五章二十一節
[00:10:31.200 --> 00:10:35.200]  他們就是坐船渡哪邊
[00:10:35.200 --> 00:10:37.200]  渡海哪邊
[00:10:37.200 --> 00:10:39.200]  然後五章二十一節
[00:10:39.200 --> 00:10:41.200]  我們今天看的經文
[00:10:41.200 --> 00:10:43.200]  耶穌坐船渡渡哪邊去
[00:10:43.200 --> 00:10:45.200]  經常渡渡哪邊去
[00:10:45.200 --> 00:10:47.200]  哪邊就是哪邊
[00:10:47.200 --> 00:10:52.200]  哪邊就是海的對面
[00:10:52.200 --> 00:10:54.200]  有些譯本也是這樣翻譯
[00:10:54.200 --> 00:10:57.200]  耶穌當時在加伯農
[00:10:57.200 --> 00:11:01.200]  一個加利利海的西面
[00:11:01.200 --> 00:11:05.200]  坐船去到加利利海的東面
[00:11:05.200 --> 00:11:07.200]  格拉森人的地方
[00:11:07.200 --> 00:11:10.200]  那是一個外邦人聚集的地方
[00:11:10.200 --> 00:11:13.200]  耶穌在那地方醫治
[00:11:13.200 --> 00:11:16.200]  趕出一個格拉森狂人身上的鬼
[00:11:16.200 --> 00:11:18.200]  然後後來記載
[00:11:18.200 --> 00:11:22.200]  耶穌又坐船回到對面海
[00:11:22.200 --> 00:11:24.200]  就是去到加利利海的西面
[00:11:24.200 --> 00:11:26.200]  就是加伯農的地方
[00:11:26.200 --> 00:11:30.200]  加伯農是猶太人聚集的地方
[00:11:30.200 --> 00:11:32.200]  聖經這樣來記載
[00:11:32.200 --> 00:11:33.200]  要顯示的就是
[00:11:33.200 --> 00:11:36.200]  耶穌的權柄在外邦人的地方
[00:11:36.200 --> 00:11:37.200]  在猶太人的地方
[00:11:37.200 --> 00:11:39.200]  在東面在西面
[00:11:39.200 --> 00:11:42.200]  耶穌的權柄掌管一切
[00:11:42.200 --> 00:11:46.200]  耶穌能夠醫治格拉森狂人
[00:11:46.200 --> 00:11:50.200]  耶穌也醫治了12年血流病的婦人
[00:11:50.200 --> 00:11:53.200]  和叫艾女的女兒來復活
[00:11:53.200 --> 00:11:59.200]  這三個人都是面對困境絕望的人
[00:11:59.200 --> 00:12:02.200]  經歷耶穌的釋放
[00:12:02.200 --> 00:12:04.200]  耶穌有能力幫助他們
[00:12:04.200 --> 00:12:05.200]  聖經給我們看見
[00:12:05.200 --> 00:12:08.200]  主就是一個無望者的救主
[00:12:08.200 --> 00:12:10.200]  有時我們也會想
[00:12:10.200 --> 00:12:13.200]  如果耶穌今天在我們當中就好了
[00:12:13.200 --> 00:12:16.200]  我可以摸一摸耶穌的衣服
[00:12:16.200 --> 00:12:18.200]  我的腳踭痛就好了
[00:12:18.200 --> 00:12:20.200]  我的腰痛也好了
[00:12:20.200 --> 00:12:22.200]  頭痛也好了
[00:12:22.200 --> 00:12:24.200]  自閉症也好了
[00:12:24.200 --> 00:12:27.200]  甚至再摸一摸
[00:12:27.200 --> 00:12:29.200]  我年輕30年
[00:12:29.200 --> 00:12:31.200]  是不是這樣想
[00:12:31.200 --> 00:12:33.200]  每一個人都是這樣想
[00:12:33.200 --> 00:12:38.200]  但是當我們看回
[00:12:38.200 --> 00:12:40.200]  福音書里也不是
[00:12:40.200 --> 00:12:44.200]  耶穌不是每一天都行神跡
[00:12:44.200 --> 00:12:48.200]  所以神跡不是一個重點
[00:12:48.200 --> 00:12:51.200]  耶穌也不是所有人都能夠醫治
[00:12:51.200 --> 00:12:57.200]  耶穌不會改變一個自然的定律
[00:12:57.200 --> 00:13:00.200]  但是聖經給我們看見的就是
[00:13:00.200 --> 00:13:03.200]  耶穌有恩典有憐憫
[00:13:03.200 --> 00:13:06.200]  當然我們今天仍然可以向主祈禱
[00:13:06.200 --> 00:13:08.200]  如果祂願意
[00:13:08.200 --> 00:13:10.200]  祂會施行神跡
[00:13:10.200 --> 00:13:15.200]  不過神跡不一定是我們年輕30年的事情
[00:13:15.200 --> 00:13:19.200]  神跡可能就發生在我們的心裡
[00:13:19.200 --> 00:13:25.200]  神跡會改變我們面對一些事的看法
[00:13:25.200 --> 00:13:28.200]  耶穌在福音書裡面記載
[00:13:28.200 --> 00:13:35.200]  祂的神跡其實很多都跟其他人沒什麼關係
[00:13:35.200 --> 00:13:39.200]  主要是經歷神跡的人經歷到
[00:13:39.200 --> 00:13:41.200]  其他人沒什麼關係
[00:13:41.200 --> 00:13:43.200]  但是耶穌行了一個神跡
[00:13:43.200 --> 00:13:46.200]  跟我們每一個人都有關係
[00:13:46.200 --> 00:13:49.200]  什麼神跡
[00:13:49.200 --> 00:13:53.200]  耶穌自己從死裡復活
[00:13:53.200 --> 00:13:56.200]  一個耶穌所行最大的神跡
[00:13:56.200 --> 00:13:58.200]  在我們守聖餐紀念
[00:13:58.200 --> 00:14:00.200]  我們的主耶穌
[00:14:00.200 --> 00:14:03.200]  祂就是一個為我們死
[00:14:03.200 --> 00:14:05.200]  為我們復活
[00:14:05.200 --> 00:14:07.200]  耶穌復活之後
[00:14:07.200 --> 00:14:09.200]  祂不在我們當中
[00:14:09.200 --> 00:14:13.200]  祂升天坐在全能父上帝的右邊
[00:14:13.200 --> 00:14:15.200]  艾努的女兒復活
[00:14:15.200 --> 00:14:17.200]  拉撒路復活
[00:14:17.200 --> 00:14:20.200]  不過今天還在不在人世間呢
[00:14:20.200 --> 00:14:21.200]  不在這裡
[00:14:21.200 --> 00:14:23.200]  他們會再經歷一個死亡
[00:14:23.200 --> 00:14:26.200]  唯有耶穌基督復活升天
[00:14:26.200 --> 00:14:28.200]  祂是活著的主
[00:14:28.200 --> 00:14:31.200]  這是我們所需要最大的神跡
[00:14:31.200 --> 00:14:33.200]  我們今天有盼望
[00:14:33.200 --> 00:14:36.200]  因為祂就是一位這樣的主
[00:14:36.200 --> 00:14:38.200]  耶穌對艾努說
[00:14:38.200 --> 00:14:40.200]  不要怕只要信
[00:14:40.200 --> 00:14:43.200]  耶穌對一個血流病的婦人說
[00:14:43.200 --> 00:14:46.200]  女兒你的信救了你
[00:14:46.200 --> 00:14:48.200]  平平安安的回去吧
[00:14:48.200 --> 00:14:51.200]  你的災病痊癒了
[00:14:51.200 --> 00:14:54.200]  你的血流病的婦人
[00:14:54.200 --> 00:14:58.200]  信就是勇敢的站出來
[00:14:58.200 --> 00:15:01.200]  我不是嘗試跟隨耶穌
[00:15:01.200 --> 00:15:06.200]  我是要決心的來跟隨耶穌
[00:15:06.200 --> 00:15:09.200]  一生一世認定跟隨祂
[00:15:09.200 --> 00:15:11.200]  對於艾努來說
[00:15:11.200 --> 00:15:15.200]  信就是超越他眼睛看見的
[00:15:15.200 --> 00:15:18.200]  女兒已經死了
[00:15:18.200 --> 00:15:21.200]  在這樣的情況下
[00:15:21.200 --> 00:15:23.200]  仍然信靠耶穌
[00:15:23.200 --> 00:15:28.200]  人生不會沒有疾苦
[00:15:28.200 --> 00:15:31.200]  不會沒有死亡
[00:15:31.200 --> 00:15:33.200]  今天我們要看的
[00:15:33.200 --> 00:15:35.200]  不是我們面對的疾苦
[00:15:35.200 --> 00:15:37.200]  我們要認識
[00:15:37.200 --> 00:15:39.200]  這位勝過死亡
[00:15:39.200 --> 00:15:41.200]  復活了的主
[00:15:41.200 --> 00:15:44.200]  在祂那裡有盼望
[00:15:44.200 --> 00:15:46.200]  我們要單單信靠祂
[00:15:46.200 --> 00:15:48.200]  以祂作我們的救主
[00:15:48.200 --> 00:15:50.200]  去向心禱告
[00:15:50.200 --> 00:15:54.200]  願主幫助我們更認識禰
[00:15:54.200 --> 00:15:57.200]  以至我們可以更信靠禰
[00:15:57.200 --> 00:15:59.200]  奉耶穌基督的聖名
[00:15:59.200 --> 00:16:01.200]  阿們
