
[00:00:00.000 --> 00:00:04.040]  各位挺姊妹平安神,今天要向你講說話
[00:03:43.000 --> 00:03:44.800]  神有一段時間才數得齊
[00:03:44.800 --> 00:03:46.200]  她的頭髮有多少
[00:03:46.200 --> 00:03:48.600]  但原來是神知道我們
[00:03:48.600 --> 00:03:50.200]  神認識你
[00:03:50.200 --> 00:03:51.600]  神愛你
[00:03:51.600 --> 00:03:54.600]  神為你有最好的預備
[00:03:54.600 --> 00:03:56.000]  所以各位弟兄姊妹
[00:03:56.000 --> 00:03:57.600]  讓我們認定
[00:03:57.600 --> 00:04:00.400]  我們的生命掌握在神手中
[00:04:00.400 --> 00:04:03.400]  讓我們每一天都為祂而活
[00:04:03.400 --> 00:04:09.000]  讓我們的人生活在神為我們所預備的道路當中
[00:04:09.000 --> 00:04:12.200]  當你走在神所預備的道路當中
[00:04:12.200 --> 00:04:13.400]  你會很雀躍
[00:04:13.400 --> 00:04:14.800]  你會很歡欣
[00:04:14.800 --> 00:04:17.400]  你會很開心
[00:04:17.400 --> 00:04:18.800]  因此我們再說到
[00:04:18.800 --> 00:04:23.000]  每一個人神都有照明給我們
[00:04:23.000 --> 00:04:25.000]  就是神將一個任務
[00:04:25.000 --> 00:04:28.600]  將一個很重要的使命委託給我們
[00:04:28.600 --> 00:04:31.000]  你可以去求問神
[00:04:31.000 --> 00:04:32.600]  你帶我來到這裡
[00:04:32.600 --> 00:04:36.400]  你叫我活在今天2023年這個世代
[00:04:36.400 --> 00:04:39.000]  你要我為你做什麼
[00:04:39.000 --> 00:04:40.600]  當你向神求的時候
[00:04:40.600 --> 00:04:42.400]  神就會應允你
[00:04:42.400 --> 00:04:44.200]  神就會啟示給你
[00:04:44.200 --> 00:04:46.000]  神就會告訴你
[00:04:46.000 --> 00:04:49.600]  原來祂想你做什麼什麼什麼
[00:04:49.600 --> 00:04:53.600]  我剛才提到這兩位姊妹都升級了
[00:04:53.600 --> 00:04:56.600]  變成了公公婆婆
[00:04:56.600 --> 00:04:59.200]  其中有一個婆婆她就分享
[00:04:59.200 --> 00:05:03.800]  她說以前她看著自己小時候的兒子出生的時候
[00:05:03.800 --> 00:05:05.600]  她覺得她有一個任務
[00:05:05.600 --> 00:05:09.400]  要好好栽培培育神賜給她的下一代
[00:05:09.400 --> 00:05:12.000]  現在到她的孫子出生
[00:05:12.000 --> 00:05:15.400]  她又覺得她要做一個很好的婆婆公公
[00:05:15.400 --> 00:05:17.800]  然後她們照顧這個孫子
[00:05:17.800 --> 00:05:21.200]  幫助她的兒子去養育這個孫子
[00:05:21.200 --> 00:05:23.400]  然後叫這個孫子成長
[00:05:23.400 --> 00:05:27.000]  她能夠將神的真理教導給他們
[00:05:27.000 --> 00:05:30.000]  原來每一個人都有任務
[00:05:30.000 --> 00:05:32.000]  我認識一位老師
[00:05:32.000 --> 00:05:35.000]  他在一間中學教聖經
[00:05:35.000 --> 00:05:37.000]  他真的是一位很好的老師
[00:05:37.000 --> 00:05:38.800]  他很疼愛那些學生
[00:05:38.800 --> 00:05:41.800]  他有一個很特別的長處是什麼
[00:05:41.800 --> 00:05:45.000]  他記得那些學生的名字
[00:05:45.000 --> 00:05:46.600]  有些學生畢業了
[00:05:46.600 --> 00:05:48.600]  離開了學校很多年
[00:05:48.600 --> 00:05:51.000]  當校友日的時候
[00:05:51.000 --> 00:05:54.000]  他們就回來參加一個校友聚餐
[00:05:54.000 --> 00:05:59.600]  這個老師就很一定會出席那個校慶聚餐的
[00:05:59.600 --> 00:06:00.600]  他看到誰就說
[00:06:00.600 --> 00:06:04.000]  哎 你是王什麼 你是陳什麼
[00:06:04.000 --> 00:06:05.800]  他叫得他們的名字
[00:06:05.800 --> 00:06:07.600]  你知道畢業之後
[00:06:07.600 --> 00:06:09.600]  樣子都不同了
[00:06:09.600 --> 00:06:12.800]  長大了很多 怎麼跟中學時代
[00:06:12.800 --> 00:06:15.600]  好像那些小孩子、小女孩那樣
[00:06:15.600 --> 00:06:17.600]  但是這個老師真的很厲害
[00:06:17.600 --> 00:06:19.800]  有些學生就過來考他了
[00:06:19.800 --> 00:06:24.000]  他說 余先生 你知不知道我是誰?
[00:06:24.000 --> 00:06:26.000]  余先生就看著他
[00:06:26.000 --> 00:06:29.000]  他說 你告訴我你同班有哪個同學
[00:06:29.000 --> 00:06:31.200]  他就說一兩個同班同學
[00:06:31.200 --> 00:06:34.200]  余先生就立刻叫出他的名字
[00:06:34.200 --> 00:06:37.000]  因為當他知道他是讀哪一班的時候
[00:06:37.000 --> 00:06:39.000]  他很快就聯想起
[00:06:39.000 --> 00:06:42.000]  原來你就是某某某
[00:06:42.000 --> 00:06:45.000]  所以學生真的很敬佩他
[00:06:45.000 --> 00:06:46.600]  很疼愛他
[00:06:46.600 --> 00:06:49.200]  時時都關心他
[00:06:49.200 --> 00:06:54.400]  因為他是以做一個基督徒老師
[00:06:54.400 --> 00:06:56.800]  為神給他的任務
[00:06:56.800 --> 00:06:59.000]  他要在他的工作上
[00:06:59.000 --> 00:07:01.800]  他做得好 能夠榮耀神
[00:07:01.800 --> 00:07:04.600]  愛他的學生 鼓勵他們
[00:07:04.600 --> 00:07:07.000]  讓他的學生成才
[00:07:07.000 --> 00:07:11.800]  幫助他們不單止在學業上有好的成就
[00:07:11.800 --> 00:07:17.200]  更加他們懂得去做一個好的人
[00:07:17.200 --> 00:07:19.600]  學習去愛
[00:07:19.600 --> 00:07:23.200]  學習去活得精彩
[00:07:23.200 --> 00:07:25.600]  各位 我不知道你今天
[00:07:25.600 --> 00:07:26.800]  有沒有都問
[00:07:26.800 --> 00:07:29.200]  神啊 你將我放在這個地上
[00:07:29.200 --> 00:07:31.800]  因為我受造的形態都還沒出來
[00:07:31.800 --> 00:07:33.200]  你已經知道了
[00:07:33.200 --> 00:07:35.200]  我的日子在地上有多少
[00:07:35.200 --> 00:07:37.800]  你都寫在你的冊上
[00:07:37.800 --> 00:07:39.800]  神紀念我們
[00:07:39.800 --> 00:07:41.400]  神認識我們
[00:07:41.400 --> 00:07:43.000]  神知道你
[00:07:43.000 --> 00:07:44.600]  其實更重要的是
[00:07:44.600 --> 00:07:47.400]  神好愛好愛你
[00:07:47.400 --> 00:07:50.200]  祂為你有最好的安排
[00:07:50.200 --> 00:07:52.000]  有最好的帶領
[00:07:52.000 --> 00:07:54.200]  我在香港木匯的時候
[00:07:54.200 --> 00:07:56.200]  有一位年老的姐妹
[00:07:56.200 --> 00:07:58.200]  她小學都還沒畢業
[00:07:58.200 --> 00:08:00.400]  所以她不是很認得那些字
[00:08:00.400 --> 00:08:02.200]  但是她來到禮拜堂之後
[00:08:02.200 --> 00:08:03.800]  有一樣東西很特別
[00:08:03.800 --> 00:08:05.800]  就是她開始學認字
[00:08:05.800 --> 00:08:07.000]  她怎麼學的呢?
[00:08:07.000 --> 00:08:09.400]  就經常回教會讀聖經
[00:08:09.400 --> 00:08:12.400]  她就聽上面的牧師
[00:08:12.400 --> 00:08:14.400]  傳道人怎麼讀聖經
[00:08:14.400 --> 00:08:16.800]  她就讀著讀著慢慢去認
[00:08:16.800 --> 00:08:18.800]  耶和華是我的牧者
[00:08:18.800 --> 00:08:19.800]  她就認了
[00:08:19.800 --> 00:08:22.400]  然後回到家她就很勤力讀經
[00:08:22.400 --> 00:08:24.800]  那時候都是一些軟件
[00:08:24.800 --> 00:08:28.200]  把聖經讀出 朗誦出來
[00:08:28.200 --> 00:08:30.600]  她一邊聽 一邊學認字
[00:08:30.600 --> 00:08:33.800]  這位太太真的很厲害
[00:08:33.800 --> 00:08:35.000]  她就靠著這樣
[00:08:35.000 --> 00:08:37.000]  來了教會二三十年
[00:08:37.000 --> 00:08:38.800]  她就認識字了
[00:08:38.800 --> 00:08:40.000]  多難得啊
[00:08:40.000 --> 00:08:41.600]  本來她不認識字的
[00:08:41.600 --> 00:08:44.000]  現在來到因為讀聖經
[00:08:44.000 --> 00:08:45.800]  她就認識字了
[00:08:45.800 --> 00:08:47.400]  我經常看到這位太太
[00:08:47.400 --> 00:08:48.800]  我都很讚她
[00:08:48.800 --> 00:08:50.200]  你真的很厲害
[00:08:50.200 --> 00:08:52.200]  來到教會來到禮拜堂
[00:08:52.200 --> 00:08:54.200]  你學會認字了
[00:08:54.200 --> 00:08:56.200]  你的生命很不一樣
[00:08:56.200 --> 00:08:58.400]  因為耶穌在她裡面
[00:08:58.400 --> 00:09:00.600]  祂活出這份愛
[00:09:00.600 --> 00:09:02.600]  活出這份精神
[00:09:02.600 --> 00:09:03.400]  各位弟兄姊妹
[00:09:03.400 --> 00:09:04.600]  我鼓勵你
[00:09:04.600 --> 00:09:06.000]  在你的生命裡面
[00:09:06.000 --> 00:09:07.400]  你活得精彩
[00:09:07.400 --> 00:09:09.800]  你活出神在你裡面
[00:09:09.800 --> 00:09:13.200]  叫你的生命能夠榮耀神
[00:09:13.200 --> 00:09:14.800]  天父祝福你
