
[00:00:00.000 --> 00:00:06.000]  今晚原來就是一個新的講道的系列的第一個講道
[00:01:52.000 --> 00:01:54.000]  就是不聖潔了
[00:01:54.000 --> 00:01:56.000]  是不是這個意思呢
[00:01:56.000 --> 00:01:57.000]  如果我們說
[00:01:57.000 --> 00:01:59.000]  用聖潔的定義
[00:01:59.000 --> 00:02:00.000]  我們說
[00:02:00.000 --> 00:02:02.000]  是等於你完全不犯罪
[00:02:02.000 --> 00:02:04.000]  想事情不可以想歪的時候
[00:02:04.000 --> 00:02:06.000]  我想今天我們說要跟別人傳福音
[00:02:06.000 --> 00:02:08.000]  很難 是不是
[00:02:08.000 --> 00:02:09.000]  因為覺得
[00:02:09.000 --> 00:02:11.000]  為什麼好像很遠的距離那樣
[00:02:11.000 --> 00:02:12.000]  遙不可及
[00:02:12.000 --> 00:02:13.000]  甚至乎
[00:02:13.000 --> 00:02:14.000]  我們一班信徒
[00:02:14.000 --> 00:02:16.000]  當我們說我們要聖潔的時候
[00:02:16.000 --> 00:02:18.000]  可能我們又會想
[00:02:18.000 --> 00:02:20.000]  這個形象包袱
[00:02:20.000 --> 00:02:22.000]  令到我們都覺得我們透不過氣
[00:02:22.000 --> 00:02:24.000]  所以我們今天說到的題目
[00:02:24.000 --> 00:02:27.000]  就是我與聖潔的距離
[00:02:27.000 --> 00:02:30.000]  不知道你覺得你自己跟聖潔有多遠
[00:02:30.000 --> 00:02:32.000]  但是我就選了一個人物
[00:02:32.000 --> 00:02:34.000]  就叫做參宣
[00:02:34.000 --> 00:02:36.000]  我會從他的生命裡面去看
[00:02:36.000 --> 00:02:38.000]  其實神怎樣看我們的生命
[00:02:38.000 --> 00:02:40.000]  去活出聖潔呢
[00:02:40.000 --> 00:02:43.000]  當中有些什麼東西去提醒我們呢
[00:02:43.000 --> 00:02:44.000]  而那個經文
[00:02:44.000 --> 00:02:46.000]  就在《時思記》的十三章
[00:02:46.000 --> 00:02:47.000]  一到五節
[00:02:47.000 --> 00:02:50.000]  不如我們一起讀這段的經文好嗎
[00:02:50.000 --> 00:02:51.000]  一二三
[00:02:51.000 --> 00:02:54.000]  以色列人遊行耶和華眼中
[00:02:54.000 --> 00:02:56.000]  看為惡的事
[00:02:56.000 --> 00:02:58.000]  耶和華將他們
[00:02:58.000 --> 00:03:01.000]  交在菲律師人手中四十年
[00:03:01.000 --> 00:03:04.000]  那時有一個所拉人
[00:03:04.000 --> 00:03:06.000]  是屬彈族的
[00:03:06.000 --> 00:03:08.000]  名叫瑪拿亞
[00:03:08.000 --> 00:03:10.000]  她的妻不懷孕
[00:03:10.000 --> 00:03:11.000]  不生育
[00:03:11.000 --> 00:03:15.000]  耶和華的事者向那婦人顯明
[00:03:15.000 --> 00:03:16.000]  對她說
[00:03:16.000 --> 00:03:18.000]  向來你不懷孕
[00:03:18.000 --> 00:03:19.000]  不生育
[00:03:19.000 --> 00:03:23.000]  如今你必懷孕生一個兒子
[00:03:23.000 --> 00:03:25.000]  所以你當謹慎
[00:03:25.000 --> 00:03:28.000]  清酒濃酒都不可喝
[00:03:28.000 --> 00:03:31.000]  一切不潔之物也不可吃
[00:03:31.000 --> 00:03:34.000]  你必懷孕生一個兒子
[00:03:34.000 --> 00:03:38.000]  不可用剃頭刀剃他的頭
[00:03:38.000 --> 00:03:40.000]  因為這孩子一出胎
[00:03:40.000 --> 00:03:43.000]  就歸神作拿世而人
[00:03:43.000 --> 00:03:46.000]  他必起手拯救以色列人
[00:03:46.000 --> 00:03:49.000]  脫離菲律師人的手
[00:03:49.000 --> 00:03:51.000]  這裡就說說背景
[00:03:51.000 --> 00:03:54.000]  話說以色列人他們出了埃及
[00:03:54.000 --> 00:03:57.000]  也去了神賜給他們的英許之地
[00:03:57.000 --> 00:04:01.000]  神賜給他們一塊很美好的土地
[00:04:01.000 --> 00:04:03.000]  但是進入英許之地
[00:04:03.000 --> 00:04:05.000]  他們定居下來的時候
[00:04:05.000 --> 00:04:07.000]  去享受神給他們的英許
[00:04:07.000 --> 00:04:10.000]  不過他們沒有聽神的話
[00:04:10.000 --> 00:04:11.000]  神說什麼
[00:04:11.000 --> 00:04:14.000]  神說你們要把那些加南人趕走
[00:04:14.000 --> 00:04:19.000]  你們不要被加南人那些文化去影響
[00:04:19.000 --> 00:04:21.000]  加南人是什麼文化
[00:04:21.000 --> 00:04:23.000]  就是很喜歡拜偶像
[00:04:23.000 --> 00:04:26.000]  當他們覺得天氣不好
[00:04:26.000 --> 00:04:28.000]  當他們覺得影響收成
[00:04:28.000 --> 00:04:31.000]  當他們覺得生活上有各樣所需的時候
[00:04:31.000 --> 00:04:34.000]  他還透過拜偶像的方式
[00:04:34.000 --> 00:04:36.000]  去換取一個好處
[00:04:36.000 --> 00:04:38.000]  所以加南人是什麼神都拜
[00:04:38.000 --> 00:04:41.000]  再者就是因為他們的偶像
[00:04:41.000 --> 00:04:45.000]  那種敬拜模式是非常敗壞
[00:04:45.000 --> 00:04:48.000]  所以在加南人他們的民族裏面
[00:04:48.000 --> 00:04:52.000]  我們可以說在道德上面是比較寬鬆
[00:04:52.000 --> 00:04:55.000]  甚至是敗壞的光景裏面
[00:04:55.000 --> 00:04:59.000]  以色列人就好像一班進入了英許之地
[00:04:59.000 --> 00:05:01.000]  在享受英許之地
[00:05:01.000 --> 00:05:04.000]  但是同時間就要面對
[00:05:04.000 --> 00:05:07.000]  一些不屬神的一班人的環境
[00:05:07.000 --> 00:05:09.000]  一路一路去影響他們
[00:05:09.000 --> 00:05:12.000]  去學習他們的生活方式
[00:05:12.000 --> 00:05:15.000]  於是到了士詩的年代
[00:05:15.000 --> 00:05:20.000]  士詩的年代
[00:05:20.000 --> 00:05:22.000]  怎樣去形容以色列人呢
[00:05:22.000 --> 00:05:25.000]  就是「不知道耶和華神」
[00:05:25.000 --> 00:05:27.000]  還有一句就是
[00:05:27.000 --> 00:05:30.000]  「乃是以色列中沒有王」
[00:05:30.000 --> 00:05:32.000]  你想想其實是挺諷刺的
[00:05:32.000 --> 00:05:34.000]  這班人他們明明是神揀選的
[00:05:34.000 --> 00:05:36.000]  明明是認識神的人
[00:05:36.000 --> 00:05:40.000]  但是聖經說這班人「不知道耶和華」
[00:05:40.000 --> 00:05:45.000]  還有那時候以色列人中是沒有王
[00:05:45.000 --> 00:05:46.000]  其實你想想
[00:05:46.000 --> 00:05:49.000]  這班以色列人去到加南的地方
[00:05:49.000 --> 00:05:53.000]  他們受著當時的加南人的文化
[00:05:53.000 --> 00:05:55.000]  那些價值觀影響的時候
[00:05:55.000 --> 00:05:57.000]  他們一直在看重的是什麼
[00:05:57.000 --> 00:05:59.000]  究竟我想要的東西
[00:05:59.000 --> 00:06:00.000]  有沒有達到
[00:06:00.000 --> 00:06:01.000]  有沒有拿到呢
[00:06:01.000 --> 00:06:02.000]  接著又看看
[00:06:02.000 --> 00:06:05.000]  其實當時的加南人
[00:06:05.000 --> 00:06:07.000]  他們怎樣去拿到他們要的東西
[00:06:07.000 --> 00:06:08.000]  剛才我說過
[00:06:08.000 --> 00:06:11.000]  就是那些爆章
[00:06:11.000 --> 00:06:13.000]  還有那時候很多的戰爭
[00:06:13.000 --> 00:06:17.000]  很多時候是為了自己想要的東西的時候
[00:06:17.000 --> 00:06:18.000]  就是不管那麼多了
[00:06:18.000 --> 00:06:21.000]  就是造成人與人之間
[00:06:21.000 --> 00:06:22.000]  很多的憎敬
[00:06:22.000 --> 00:06:25.000]  很多國與國之間的殺戮
[00:06:25.000 --> 00:06:26.000]  因為以色列人
[00:06:26.000 --> 00:06:28.000]  他們選擇的就是
[00:06:28.000 --> 00:06:31.000]  去跟這些加南人做朋友
[00:06:31.000 --> 00:06:35.000]  他們願意被這些文化去影響的時候
[00:06:35.000 --> 00:06:37.000]  這班以色列人他們失落的
[00:06:37.000 --> 00:06:41.000]  就是神早前已經應許他們
[00:06:41.000 --> 00:06:44.000]  那些屬天的平安、喜樂
[00:06:44.000 --> 00:06:46.000]  這些一切一切都沒有了
[00:06:46.000 --> 00:06:50.000]  所以神就任由他們在苦難裡面
[00:06:50.000 --> 00:06:54.000]  直至當以色列人他們覺得很困苦
[00:06:54.000 --> 00:06:58.000]  就說原來我們列祖裡面曾經有個神
[00:06:58.000 --> 00:07:00.000]  他們求神幫的時候
[00:07:00.000 --> 00:07:04.000]  神就興起士師去拯救這班以色列人
[00:07:04.000 --> 00:07:06.000]  而我們今天說的參宣
[00:07:06.000 --> 00:07:11.000]  就是在《士師記》裡面最後一個的士師
[00:07:11.000 --> 00:07:14.000]  我想今天我們不是在士師年代
[00:07:14.000 --> 00:07:17.000]  我們不會說我們旁邊
[00:07:17.000 --> 00:07:18.000]  你旁邊那個是不是加南人
[00:07:18.000 --> 00:07:19.000]  不是的
[00:07:19.000 --> 00:07:21.000]  但是你想想
[00:07:21.000 --> 00:07:24.000]  我們今天生活的環境
[00:07:24.000 --> 00:07:28.000]  其實都跟當時的士師有幾分相似
[00:07:28.000 --> 00:07:30.000]  縱然香港是一個福地
[00:07:30.000 --> 00:07:31.000]  我們沒有戰爭
[00:07:31.000 --> 00:07:33.000]  但是大家上班
[00:07:33.000 --> 00:07:35.000]  你會不會覺得都好像
[00:07:35.000 --> 00:07:38.000]  跟一班的怪獸樂園在打架
[00:07:38.000 --> 00:07:41.000]  有沒有覺得我們都在的環境是什麼
[00:07:41.000 --> 00:07:44.000]  就是適者生存 弱肉狂食
[00:07:44.000 --> 00:07:45.000]  一個這樣的環境
[00:07:45.000 --> 00:07:49.000]  再者 當時他們身邊的加南人
[00:07:49.000 --> 00:07:50.000]  他們不認識神
[00:07:50.000 --> 00:07:52.000]  我們今天可能我們身邊
[00:07:52.000 --> 00:07:55.000]  除了回教會的朋友之外
[00:07:55.000 --> 00:07:58.000]  你的同事有多少是基督徒
[00:07:58.000 --> 00:08:00.000]  你的朋友有多少是基督徒
[00:08:00.000 --> 00:08:02.000]  甚至乎我們的家人
[00:08:02.000 --> 00:08:04.000]  都未必個個是基督徒 是不是
[00:08:04.000 --> 00:08:07.000]  我們每一天我們作為一個基督徒
[00:08:07.000 --> 00:08:09.000]  我們就要去做一個決定
[00:08:09.000 --> 00:08:14.000]  就是究竟我被我身邊的環境影響我
[00:08:14.000 --> 00:08:17.000]  還是我用基督徒身份
[00:08:17.000 --> 00:08:19.000]  基督徒這個角色
[00:08:19.000 --> 00:08:21.000]  我影響這個世界呢
[00:08:21.000 --> 00:08:23.000]  這個是我們的選擇
[00:08:23.000 --> 00:08:25.000]  而參宣呢
[00:08:25.000 --> 00:08:26.000]  參宣她的環境
[00:08:26.000 --> 00:08:30.000]  就是一個不認識耶和華的世代那裡出現了
[00:08:30.000 --> 00:08:33.000]  而當參宣都未出世
[00:08:33.000 --> 00:08:36.000]  耶和華的使者就已經跟她媽媽說了那句說話
[00:08:36.000 --> 00:08:38.000]  我們再看一看那句說話 好嗎
[00:08:38.000 --> 00:08:43.000]  她說 她如今你必懷孕生一個兒子
[00:08:43.000 --> 00:08:44.000]  所以你要謹慎
[00:08:44.000 --> 00:08:46.000]  清酒濃酒都不可吃
[00:08:46.000 --> 00:08:48.000]  喝一切不潔之物也不可吃
[00:08:48.000 --> 00:08:50.000]  你必懷孕生一個兒子
[00:08:50.000 --> 00:08:53.000]  幫他用剃圖刀剃他的頭
[00:08:53.000 --> 00:08:55.000]  因為這個孩子一出胎就歸神作
[00:08:55.000 --> 00:08:56.000]  拿世而人
[00:08:56.000 --> 00:08:59.000]  他必起手 拯救以色列人
[00:08:59.000 --> 00:09:01.000]  脫離非利是人的手
[00:09:01.000 --> 00:09:03.000]  哇 參宣她未出世
[00:09:03.000 --> 00:09:06.000]  已經有神的使者已經預言了
[00:09:06.000 --> 00:09:07.000]  預言什麼
[00:09:07.000 --> 00:09:10.000]  預言她是要做一個什麼身份的人
[00:09:10.000 --> 00:09:12.000]  拿世而人
[00:09:12.000 --> 00:09:15.000]  並且她有一個很重要的使命
[00:09:15.000 --> 00:09:18.000]  神通常就說給我們一個身份的時候
[00:09:18.000 --> 00:09:21.000]  祂賦予我們這個身份背後的使命
[00:09:21.000 --> 00:09:22.000]  參宣祂的使命
[00:09:22.000 --> 00:09:24.000]  就是要拯救以色列人
[00:09:24.000 --> 00:09:26.000]  脫離非利是人的手
[00:09:26.000 --> 00:09:29.000]  但神不是說 我叫你做就做
[00:09:29.000 --> 00:09:31.000]  祂說 祂也會同時間
[00:09:31.000 --> 00:09:33.000]  祂會給我們能力
[00:09:33.000 --> 00:09:35.000]  參宣的能力是什麼
[00:09:35.000 --> 00:09:37.000]  超級大力 是吧
[00:09:37.000 --> 00:09:39.000]  一個是沉上的
[00:09:39.000 --> 00:09:41.000]  非一般人有的大力
[00:09:41.000 --> 00:09:43.000]  去拯救以色列人
[00:09:43.000 --> 00:09:45.000]  脫離非利是人的手
[00:09:45.000 --> 00:09:49.000]  我會想 是否真的打勝仗這麼簡單呢
[00:09:49.000 --> 00:09:52.000]  當我一路想再想這段經文的時候
[00:09:52.000 --> 00:09:53.000]  剛才我說過
[00:09:53.000 --> 00:09:55.000]  就是在非利是人當中
[00:09:55.000 --> 00:09:57.000]  他們不認識耶和華神
[00:09:57.000 --> 00:09:59.000]  做所有的事情都不是
[00:09:59.000 --> 00:10:03.000]  按照神祂那個律法典章的價值觀去做的時候
[00:10:03.000 --> 00:10:05.000]  其實神是叫參宣
[00:10:05.000 --> 00:10:08.000]  不單止去打勝仗
[00:10:08.000 --> 00:10:10.000]  拯救以色列人脫離
[00:10:10.000 --> 00:10:12.000]  非利是人那個攻擊
[00:10:12.000 --> 00:10:15.000]  並且其實神很想透過
[00:10:15.000 --> 00:10:17.000]  去拯救以色列人的時候
[00:10:17.000 --> 00:10:20.000]  就將以色列人這個群體
[00:10:20.000 --> 00:10:24.000]  重建他們是以神為中心的群體
[00:10:24.000 --> 00:10:25.000]  而剛才我們說
[00:10:25.000 --> 00:10:28.000]  參宣一出世就是非利是人
[00:10:28.000 --> 00:10:30.000]  那什麼是非利是人呢
[00:10:30.000 --> 00:10:34.000]  那我們可以去看片文掃記
[00:10:34.000 --> 00:10:36.000]  是有更清楚的去解釋
[00:10:36.000 --> 00:10:39.000]  究竟非利是 拿世爾人
[00:10:39.000 --> 00:10:42.000]  拿世爾人是一個什麼的群體
[00:10:42.000 --> 00:10:44.000]  但是文掃記六章這麼多字
[00:10:44.000 --> 00:10:46.000]  大家放心 我們不讀的
[00:10:46.000 --> 00:10:47.000]  我就想看
[00:10:47.000 --> 00:10:49.000]  大家看看 棗紅色字
[00:10:49.000 --> 00:10:52.000]  那些字其實都跟剛才我們讀的經文
[00:10:52.000 --> 00:10:53.000]  有幾分相似
[00:10:53.000 --> 00:10:56.000]  又說你不可以喝酒
[00:10:56.000 --> 00:10:59.000]  你不可以用剃頭刀剃個頭
[00:10:59.000 --> 00:11:01.000]  不可以靠近死屍
[00:11:01.000 --> 00:11:02.000]  我會形容是什麼呢
[00:11:02.000 --> 00:11:07.000]  這些是作為一個拿世爾人的標誌
[00:11:07.000 --> 00:11:09.000]  拿世爾人的標誌就是
[00:11:09.000 --> 00:11:11.000]  他不會喝烈酒
[00:11:11.000 --> 00:11:13.000]  他不會 頭髮一直長
[00:11:13.000 --> 00:11:14.000]  不會剃頭
[00:11:14.000 --> 00:11:15.000]  有屍體的時候
[00:11:15.000 --> 00:11:17.000]  他會遠避他
[00:11:17.000 --> 00:11:19.000]  這個就是一個標誌
[00:11:19.000 --> 00:11:20.000]  就好像我們今天
[00:11:20.000 --> 00:11:22.000]  我們如果說見到有一個人
[00:11:22.000 --> 00:11:25.000]  戴著一個彎頭髮的假髮
[00:11:25.000 --> 00:11:28.000]  你會知道他在做什麼行業
[00:11:28.000 --> 00:11:30.000]  律師 不是律師
[00:11:30.000 --> 00:11:32.000]  法官 是的
[00:11:32.000 --> 00:11:33.000]  那如果醫院見到一個人
[00:11:33.000 --> 00:11:34.000]  穿著白色長袍
[00:11:34.000 --> 00:11:36.000]  你又覺得他在做什麼行業
[00:11:36.000 --> 00:11:38.000]  醫生 是不是
[00:11:38.000 --> 00:11:39.000]  其實你想一下
[00:11:39.000 --> 00:11:40.000]  不同行業
[00:11:40.000 --> 00:11:42.000]  他都有他的外表
[00:11:42.000 --> 00:11:44.000]  令你一看
[00:11:44.000 --> 00:11:45.000]  你就知道
[00:11:45.000 --> 00:11:47.000]  你是一個什麼行業的人
[00:11:47.000 --> 00:11:49.000]  那我又問大家
[00:11:49.000 --> 00:11:50.000]  基督徒呢
[00:11:50.000 --> 00:11:52.000]  基督徒是什麼標誌
[00:11:52.000 --> 00:11:53.000]  講粗口
[00:11:53.000 --> 00:11:54.000]  講粗口
[00:11:54.000 --> 00:11:55.000]  不講粗口
[00:11:55.000 --> 00:11:57.000]  不講粗口
[00:11:57.000 --> 00:11:59.000]  嚇得我
[00:11:59.000 --> 00:12:00.000]  是的
[00:12:00.000 --> 00:12:01.000]  大家有沒有想過
[00:12:01.000 --> 00:12:03.000]  作為基督徒
[00:12:03.000 --> 00:12:06.000]  我們會說一個什麼標誌
[00:12:06.000 --> 00:12:08.000]  就等於是一個基督徒
[00:12:08.000 --> 00:12:09.000]  是不是
[00:12:09.000 --> 00:12:12.000]  可能有些人就會以前說過
[00:12:12.000 --> 00:12:14.000]  戴著十字架就是基督徒
[00:12:14.000 --> 00:12:15.000]  現在十字架就周圍
[00:12:15.000 --> 00:12:16.000]  很多人都會戴來
[00:12:16.000 --> 00:12:18.000]  是作為一個飾物
[00:12:18.000 --> 00:12:19.000]  是不是
[00:12:19.000 --> 00:12:21.000]  其實都有問過
[00:12:21.000 --> 00:12:22.000]  問過那些未信主的朋友
[00:12:22.000 --> 00:12:24.000]  你覺得基督徒應該是怎樣的
[00:12:24.000 --> 00:12:26.000]  得出來的答案是什麼
[00:12:26.000 --> 00:12:28.000]  剛才當中有姊妹一說
[00:12:28.000 --> 00:12:29.000]  不講粗口
[00:12:29.000 --> 00:12:30.000]  是不是
[00:12:30.000 --> 00:12:33.000]  就是說不要做神不喜歡的事情
[00:12:33.000 --> 00:12:34.000]  就是在聖經裡說
[00:12:34.000 --> 00:12:35.000]  有些什麼事情不要做的時候
[00:12:35.000 --> 00:12:36.000]  就不應該做了
[00:12:36.000 --> 00:12:37.000]  還有基督徒是什麼
[00:12:37.000 --> 00:12:38.000]  要有愛心
[00:12:38.000 --> 00:12:39.000]  是不是
[00:12:39.000 --> 00:12:40.000]  神是愛
[00:12:40.000 --> 00:12:41.000]  愛愛愛愛
[00:12:41.000 --> 00:12:43.000]  所以我們是充滿著愛心的
[00:12:43.000 --> 00:12:44.000]  那我又會想
[00:12:44.000 --> 00:12:45.000]  是不是呢
[00:12:45.000 --> 00:12:48.000]  是不是基督徒用這些表徵
[00:12:48.000 --> 00:12:50.000]  去外顯性的行為表徵
[00:12:50.000 --> 00:12:54.000]  去表示我們是不是一個基督徒身份
[00:12:54.000 --> 00:12:56.000]  那我們很想看一下
[00:12:56.000 --> 00:13:01.000]  其實娜世爾這個名字
[00:13:01.000 --> 00:13:04.000]  其實那個意義是什麼
[00:13:04.000 --> 00:13:06.000]  其實原來在希伯來文說
[00:13:06.000 --> 00:13:09.000]  他說娜世爾人的娜世爾
[00:13:09.000 --> 00:13:12.000]  那個的原文解釋是神聖的
[00:13:12.000 --> 00:13:14.000]  分開的
[00:13:14.000 --> 00:13:15.000]  其實是不是很像我們
[00:13:15.000 --> 00:13:17.000]  新約我們經常都說一句
[00:13:17.000 --> 00:13:20.000]  分別為聖
[00:13:20.000 --> 00:13:22.000]  我們今天作為基督徒
[00:13:22.000 --> 00:13:24.000]  我們說跟隨神的日子
[00:13:24.000 --> 00:13:26.000]  作為基督徒
[00:13:26.000 --> 00:13:27.000]  我們說跟隨神的人
[00:13:27.000 --> 00:13:30.000]  都是一個分別為聖的基督徒
[00:13:30.000 --> 00:13:31.000]  什麼叫做分別為聖
[00:13:31.000 --> 00:13:33.000]  就是我們知道
[00:13:33.000 --> 00:13:36.000]  耶穌基督是為著我們的緣故
[00:13:36.000 --> 00:13:38.000]  祂的保血去洗聖我們
[00:13:38.000 --> 00:13:40.000]  於是乎我們就已經
[00:13:40.000 --> 00:13:42.000]  從這個世界的裡面
[00:13:42.000 --> 00:13:43.000]  從罪的裡面
[00:13:43.000 --> 00:13:45.000]  我們分開了出來
[00:13:45.000 --> 00:13:47.000]  我們說我們是成為一個
[00:13:47.000 --> 00:13:49.000]  是分別出來歸於神
[00:13:49.000 --> 00:13:52.000]  屬於神的一個聖徒身份
[00:13:52.000 --> 00:13:54.000]  所以我們看到在彼得前書
[00:13:54.000 --> 00:13:56.000]  那裡有一段經文說什麼
[00:13:56.000 --> 00:13:58.000]  你們要聖潔
[00:13:58.000 --> 00:14:01.000]  因為我是聖潔的
[00:14:01.000 --> 00:14:05.000]  因為我們是已經分別了出來
[00:14:05.000 --> 00:14:07.000]  是屬於神
[00:14:07.000 --> 00:14:09.000]  是因為這個緣故
[00:14:09.000 --> 00:14:11.000]  所以我們已經是屬於神
[00:14:11.000 --> 00:14:13.000]  既然我們屬於神的時候
[00:14:13.000 --> 00:14:15.000]  就正如我們屬於我們爸爸媽媽
[00:14:15.000 --> 00:14:16.000]  生出來的時候
[00:14:16.000 --> 00:14:18.000]  我們會有幾分相似
[00:14:18.000 --> 00:14:19.000]  我們的爸爸媽媽
[00:14:19.000 --> 00:14:21.000]  神是怎樣的時候
[00:14:21.000 --> 00:14:24.000]  我們就好像神的樣式一樣
[00:14:24.000 --> 00:14:26.000]  而彼得前書說
[00:14:26.000 --> 00:14:28.000]  因為神是聖潔的時候
[00:14:28.000 --> 00:14:30.000]  我們都要是聖潔
[00:14:30.000 --> 00:14:32.000]  但是既然是這樣的時候
[00:14:32.000 --> 00:14:34.000]  我們就會有一個問題出現了
[00:14:34.000 --> 00:14:37.000]  就是說既然我們是分別出來
[00:14:37.000 --> 00:14:39.000]  是成為聖潔的時候
[00:14:39.000 --> 00:14:41.000]  為什麼有時候我們作為基督徒
[00:14:41.000 --> 00:14:44.000]  我們好像真的未能夠活出
[00:14:44.000 --> 00:14:46.000]  神祂那份的樣式呢
[00:14:46.000 --> 00:14:48.000]  有時候我們都會軟弱
[00:14:48.000 --> 00:14:50.000]  我們知道神
[00:14:50.000 --> 00:14:52.000]  你在聖經裡面說了很多
[00:14:52.000 --> 00:14:54.000]  你的心意是怎樣
[00:14:54.000 --> 00:14:57.000]  怎樣作為跟隨你的樣式
[00:14:57.000 --> 00:15:00.000]  但是有些突發事件出現的時候
[00:15:00.000 --> 00:15:02.000]  就無名火起了
[00:15:02.000 --> 00:15:04.000]  又或者我們陷在軟弱的裡面
[00:15:04.000 --> 00:15:07.000]  所以當我思考的時候
[00:15:07.000 --> 00:15:08.000]  我就會看到
[00:15:08.000 --> 00:15:11.000]  在參宣的身上
[00:15:11.000 --> 00:15:14.000]  我會看到為什麼他都會軟弱
[00:15:14.000 --> 00:15:18.000]  為什麼他不能夠活出聖潔的生命呢
[00:15:18.000 --> 00:15:20.000]  第一樣東西我會看到的
[00:15:20.000 --> 00:15:23.000]  就是參宣他告訴我們
[00:15:23.000 --> 00:15:25.000]  我們不是接受
[00:15:25.000 --> 00:15:28.000]  而是有時候我們是勉強這樣
[00:15:28.000 --> 00:15:31.000]  去執行那些聖經的規條
[00:15:31.000 --> 00:15:34.000]  我們會勉強的去走那些
[00:15:34.000 --> 00:15:38.000]  我們說這個就是聖潔的外顯性行為了
[00:15:38.000 --> 00:15:39.000]  但是我們裡面
[00:15:39.000 --> 00:15:41.000]  我們未必完全明白
[00:15:41.000 --> 00:15:43.000]  究竟這是什麼一回事
[00:15:43.000 --> 00:15:44.000]  你想想
[00:15:44.000 --> 00:15:46.000]  如果當你要做一樣東西
[00:15:46.000 --> 00:15:49.000]  其實這不是你心甘情願的
[00:15:49.000 --> 00:15:51.000]  只是別人告訴你
[00:15:51.000 --> 00:15:53.000]  寶嵐你戴敬拜
[00:15:53.000 --> 00:15:54.000]  每個星期戴敬拜
[00:15:54.000 --> 00:15:55.000]  繼續戴敬拜
[00:15:55.000 --> 00:15:57.000]  但是你不享受戴敬拜的時候
[00:15:57.000 --> 00:15:58.000]  你會怎樣
[00:15:58.000 --> 00:15:59.000]  一次半次
[00:15:59.000 --> 00:16:00.000]  OK啦
[00:16:00.000 --> 00:16:02.000]  我給你們面子啦
[00:16:02.000 --> 00:16:06.000]  但是當你不知道為什麼要這樣做的時候
[00:16:06.000 --> 00:16:08.000]  你會覺得這些責任
