
[00:00:00.000 --> 00:00:08.520]  今天我們會看看從針研給我們一些什麼提醒如何克服一些阻礙我們成功的一些障礙
[00:04:21.880 --> 00:04:24.200]  沒有長官
[00:04:24.200 --> 00:04:25.680]  沒有統治者
[00:04:25.680 --> 00:04:29.120]  換句話說他們的勤力是來自於什麼
[00:04:29.120 --> 00:04:32.560]  是來自於他們自發地想要做這件事
[00:04:32.560 --> 00:04:34.480]  沒有人鞭策他們
[00:04:34.480 --> 00:04:36.680]  沒有人會設定一個deadline一定要做
[00:04:36.680 --> 00:04:39.200]  沒有人管他們自發想要這樣做
[00:04:39.200 --> 00:04:42.880]  然後他們就過着非常努力的生活
[00:04:42.880 --> 00:04:46.360]  這件事纔是最厲害的
[00:04:46.360 --> 00:04:54.440]  有沒有聽過聖經有個概念叫做七宗罪
[00:04:54.440 --> 00:04:56.440]  the seven deadly sins
[00:04:56.440 --> 00:04:59.560]  這個是根據天主教的傳統
[00:04:59.560 --> 00:05:03.080]  當然有包括貪婪有違食
[00:05:03.080 --> 00:05:04.280]  我也有
[00:05:04.280 --> 00:05:13.400]  然後有情慾有憤怒有驕傲
[00:05:13.400 --> 00:05:15.400]  七宗罪最後一宗是什麼呢
[00:05:15.400 --> 00:05:17.640]  最後一宗就是sloth
[00:05:17.640 --> 00:05:19.240]  英文是sloth
[00:05:19.240 --> 00:05:21.280]  其實就是slugger的意思
[00:05:21.280 --> 00:05:22.320]  就是懶惰
[00:05:22.320 --> 00:05:24.720]  懶惰是七宗罪其中一宗
[00:05:24.720 --> 00:05:29.880]  我看一些神學家寫書寫七宗罪的時候
[00:05:29.880 --> 00:05:32.720]  其實當他解釋到sloth這個字的時候
[00:05:32.720 --> 00:05:34.280]  就是懶惰這個字
[00:05:34.280 --> 00:05:36.000]  我才發覺他們解釋完我才明白
[00:05:36.000 --> 00:05:40.720]  原來懶惰指的是遠比我心目中想的來得有深度
[00:05:40.720 --> 00:05:43.600]  原來他所指懶惰這個字
[00:05:43.600 --> 00:05:45.960]  他所指的不只是idol的意思
[00:05:45.960 --> 00:05:48.600]  不是說你不動不做事
[00:05:48.600 --> 00:05:51.720]  又或者說我每天都準時八點起牀上班
[00:05:51.720 --> 00:05:53.040]  然後朝九晚五
[00:05:53.040 --> 00:05:54.600]  那我不懶惰了
[00:05:54.600 --> 00:05:57.760]  他說原來懶惰指的不是你動不動
[00:05:57.760 --> 00:05:59.840]  懶惰sloth這個字
[00:05:59.840 --> 00:06:04.160]  他的原文指的意思是passionless
[00:06:04.160 --> 00:06:05.040]  換句話說
[00:06:05.040 --> 00:06:08.840]  當你對這份工作沒有任何passion
[00:06:08.840 --> 00:06:13.240]  你看不到任何的價值的時候
[00:06:13.240 --> 00:06:15.160]  你可以朝九晚五
[00:06:15.160 --> 00:06:17.120]  你可以因爲老闆盯着你
[00:06:17.120 --> 00:06:18.760]  我很努力地交貨
[00:06:18.760 --> 00:06:20.880]  但是他說你仍然是什麼
[00:06:20.880 --> 00:06:23.240]  懶惰
[00:06:23.240 --> 00:06:25.760]  因爲懶惰指的不是你動不動
[00:06:25.760 --> 00:06:29.960]  懶惰指的是你對你身邊所做的事
[00:06:29.960 --> 00:06:32.120]  是沒有任何的激情
[00:06:32.120 --> 00:06:34.000]  是沒有passion
[00:06:34.000 --> 00:06:36.000]  大家知道passion是什麼意思嗎
[00:06:36.000 --> 00:06:39.320]  有沒有看過那部電影《Passion of Christ》
[00:06:39.320 --> 00:06:41.320]  passion是拉丁文
[00:06:41.320 --> 00:06:43.440]  passion的意思就是suffering
[00:06:43.440 --> 00:06:46.480]  意思就是你對一件事很有激情
[00:06:46.480 --> 00:06:51.840]  以至於你肯爲那件事去犧牲和受苦
[00:06:51.840 --> 00:06:53.560]  你sacrifice
[00:06:53.560 --> 00:06:54.800]  你suffer
[00:06:54.800 --> 00:06:56.640]  但是這件事是你很喜歡的
[00:06:56.640 --> 00:06:58.760]  爲了這件事爲了得着這件事
[00:06:58.760 --> 00:07:01.040]  你不惜一切犧牲一切
[00:07:01.040 --> 00:07:04.520]  即使受苦很辛苦你都願意
[00:07:04.520 --> 00:07:07.080]  所謂passion of Christ指的是這件事
[00:07:07.080 --> 00:07:09.400]  就是基督爲了我們的緣故
[00:07:09.400 --> 00:07:11.120]  他寧願suffer
[00:07:11.120 --> 00:07:13.120]  他說我willing to suffer
[00:07:13.120 --> 00:07:15.920]  然後就叫做有passion
[00:07:15.920 --> 00:07:17.800]  所謂passion的意思就是
[00:07:17.800 --> 00:07:19.720]  當你找到一個價值
[00:07:19.720 --> 00:07:21.360]  是高到一種程度
[00:07:21.360 --> 00:07:25.960]  你願意爲了這個價值去犧牲很多東西
[00:07:25.960 --> 00:07:28.720]  甚至受了很多的苦
[00:07:28.720 --> 00:07:31.800]  你都願意得着這件事
[00:07:31.800 --> 00:07:34.800]  因此你人生就開始有什麼
[00:07:34.800 --> 00:07:37.280]  passion
[00:07:37.280 --> 00:07:40.720]  所以當你工作看不到有個value
[00:07:40.720 --> 00:07:42.640]  你覺得爲了這件事
[00:07:42.640 --> 00:07:43.800]  我願意可以
[00:07:43.800 --> 00:07:47.800]  即使是沒有長官沒有領袖沒有統治者告訴我
[00:07:47.800 --> 00:07:50.920]  我都願意是花很多時間去做
[00:07:50.920 --> 00:07:54.000]  我都願意去犧牲我的時間精力
[00:07:54.000 --> 00:07:55.480]  完成它
[00:07:55.480 --> 00:07:58.000]  就表示你對你的工作
[00:07:58.000 --> 00:08:00.200]  開始有passion
[00:08:00.200 --> 00:08:03.320]  你就不懶惰了
[00:08:03.320 --> 00:08:05.240]  所以懶惰指的不只是說
[00:08:05.240 --> 00:08:07.480]  我準時上班準時下班我沒有懶惰
[00:08:07.480 --> 00:08:09.000]  不是指這件事
[00:08:09.000 --> 00:08:11.480]  是指更加深層的事
[00:08:11.480 --> 00:08:15.960]  就是你看不看到神給你的工作你的career
[00:08:15.960 --> 00:08:18.040]  裏面有個value在
[00:08:18.040 --> 00:08:19.800]  爲了這個value
[00:08:19.800 --> 00:08:22.280]  你願意去suffer
[00:08:22.280 --> 00:08:25.240]  你願意付出即使沒有人告訴你
[00:08:25.240 --> 00:08:29.040]  有些東西是不願意的
[00:08:29.040 --> 00:08:32.520]  我很不喜歡做admin的東西
[00:08:32.520 --> 00:08:34.920]  所以admin的東西我每次都會
[00:08:34.920 --> 00:08:37.480]  有人盯着就會
[00:08:37.480 --> 00:08:40.840]  誰誰梁牧師催我一定要快點回復email
[00:08:40.840 --> 00:08:42.640]  我每次回覆一定會
[00:08:42.640 --> 00:08:46.000]  但如果沒有人催呢一定不會
[00:08:46.000 --> 00:08:48.720]  但有一件事是過去的十二年
[00:08:48.720 --> 00:08:50.800]  甚至更久
[00:08:50.800 --> 00:08:53.240]  我是不需要任何長官
[00:08:53.240 --> 00:08:56.040]  統治者領袖督促我都會做
[00:08:56.040 --> 00:08:57.480]  你知不知道是什麼
[00:08:57.480 --> 00:08:59.600]  sermon preparation
[00:08:59.600 --> 00:09:01.600]  這件事是沒有人催我
[00:09:01.600 --> 00:09:03.400]  你不需要給我工資
[00:09:03.400 --> 00:09:06.040]  我自己就會花很多時間
[00:09:06.040 --> 00:09:09.680]  不斷去找資料不斷去想不斷去用功
[00:09:09.680 --> 00:09:11.240]  是過了十二年沒有停過
[00:09:11.240 --> 00:09:14.400]  就是每天都很想花很多時間去做的這件事
[00:09:14.400 --> 00:09:15.880]  這件事就叫做什麼
[00:09:15.880 --> 00:09:17.240]  passion
[00:09:17.240 --> 00:09:19.000]  就是你看到這件事有個價值
[00:09:19.000 --> 00:09:22.080]  你願意爲這件事付出很多的時間精力
[00:09:22.080 --> 00:09:24.280]  即使沒有人理你沒有人告訴你
[00:09:24.280 --> 00:09:27.040]  必須要做沒有人認識deadline一定要怎麼做
[00:09:27.040 --> 00:09:31.000]  你都願意去不斷去預備
[00:09:31.000 --> 00:09:34.200]  這件事就叫做passion
[00:09:34.200 --> 00:09:36.680]  所以我們人生有時對工作沒有動力
[00:09:36.680 --> 00:09:41.440]  是因爲我們看不到神給我們工作上有一個calling
[00:09:41.440 --> 00:09:42.880]  有一個呼召
[00:09:42.880 --> 00:09:47.440]  在一些你覺得很mundane的工作上
[00:09:47.440 --> 00:09:50.040]  其實有一個很special的呼召
[00:09:50.040 --> 00:09:51.600]  是給所有基督徒
[00:09:51.600 --> 00:09:53.280]  當我們看不到的時候
[00:09:53.280 --> 00:09:57.280]  我們就不會覺得我們工作會有動力
[00:09:57.280 --> 00:09:58.400]  沒有動力怎麼辦呢
[00:09:58.400 --> 00:10:00.520]  《新約聖經》是這麼說的
[00:10:00.520 --> 00:10:03.160]  《國羅西書卦》作奴服的
[00:10:03.160 --> 00:10:04.680]  作奴服
[00:10:04.680 --> 00:10:07.880]  你們要事事聽從世上的主人
[00:10:07.880 --> 00:10:11.480]  你們所做的不僅是造給主人看
[00:10:11.480 --> 00:10:15.160]  好他們喜悅而是出於真心誠意
[00:10:15.160 --> 00:10:18.160]  因爲你們敬畏主
[00:10:18.160 --> 00:10:21.320]  無論做什麼你們都要專心一意
[00:10:21.320 --> 00:10:23.440]  將士爲主工作
[00:10:23.440 --> 00:10:27.720]  不是爲人工作
[00:10:27.720 --> 00:10:28.880]  在當時
[00:10:28.880 --> 00:10:31.800]  羅馬帝國如果作爲一個奴隸
[00:10:31.800 --> 00:10:34.440]  作爲一個career development
[00:10:34.440 --> 00:10:36.360]  其實沒有什麼前途可言
[00:10:36.360 --> 00:10:38.280]  人工又有限
[00:10:38.280 --> 00:10:40.560]  又辛苦
[00:10:40.560 --> 00:10:44.080]  其實很多奴隸都不會覺得我有什麼動力
[00:10:44.080 --> 00:10:47.640]  如果有主人盯着我就做
[00:10:47.640 --> 00:10:50.400]  如果主人不在就一定會偷懶
[00:10:50.400 --> 00:10:52.560]  我偷懶就偷懶
[00:10:52.560 --> 00:10:54.200]  但是保羅說
[00:10:54.200 --> 00:10:56.520]  重點不是這份工作好不好
[00:10:56.520 --> 00:10:57.760]  因爲做奴服而已
[00:10:57.760 --> 00:11:00.160]  當年的奴隸不是一份好工作
[00:11:00.160 --> 00:11:03.920]  即使你是當時社會最低級的工作
[00:11:03.920 --> 00:11:05.240]  保羅就offer一個
[00:11:05.240 --> 00:11:06.720]  如果你沒有動力
[00:11:06.720 --> 00:11:08.120]  你是主人看到就做
[00:11:08.120 --> 00:11:09.800]  主人看到就不做
[00:11:09.800 --> 00:11:12.400]  不如我給你另一個option
[00:11:12.400 --> 00:11:15.320]  讓你改變一下你做工的心態
[00:11:15.320 --> 00:11:17.440]  其實這個心態改成什麼
[00:11:17.440 --> 00:11:19.160]  不是爲人做
[00:11:19.160 --> 00:11:21.840]  而是爲主所做
[00:11:21.840 --> 00:11:24.600]  當你看到你的工作
[00:11:24.600 --> 00:11:27.360]  原來是神給你一個呼召
[00:11:27.360 --> 00:11:30.080]  你是爲神而做這份工作的時候
[00:11:30.080 --> 00:11:31.760]  這個動力
[00:11:31.760 --> 00:11:33.520]  是遠超過
[00:11:33.520 --> 00:11:35.960]  只是爲人去做一份工作
[00:11:35.960 --> 00:11:37.920]  有時我們是爲人做一份工作
[00:11:37.920 --> 00:11:41.480]  我爲我老婆打這份工的
[00:11:41.480 --> 00:11:42.840]  不打這份工我養不了家
[00:11:42.840 --> 00:11:44.480]  我爲我小孩打這份工
[00:11:44.480 --> 00:11:46.560]  我們是爲人去打一份工
[00:11:46.560 --> 00:11:47.840]  爲人打一份工
[00:11:47.840 --> 00:11:49.320]  有少少動力
[00:11:49.320 --> 00:11:51.040]  至少你肯上班
[00:11:51.040 --> 00:11:53.920]  爲了一份工你都肯
[00:11:53.920 --> 00:11:58.200]  但是你不會有超越這份工以外的任何passion
[00:11:58.200 --> 00:11:59.520]  你不會覺得
[00:11:59.520 --> 00:12:02.320]  除了人工養活家以外
[00:12:02.320 --> 00:12:05.040]  還有一個更加高的
[00:12:05.040 --> 00:12:07.360]  更加高的呼召等着你
[00:12:07.360 --> 00:12:09.880]  原來這份工是神賜給你
[00:12:09.880 --> 00:12:12.840]  他想你在這裏專心一意
[00:12:12.840 --> 00:12:16.360]  即使是這個社會最低微的一份工
[00:12:16.360 --> 00:12:19.400]  保羅都提供了一個解決的方法
[00:12:19.400 --> 00:12:21.680]  你怎麼可以找到動力呢
[00:12:21.680 --> 00:12:25.040]  就是你開始知道你不是爲人而做一份工作
[00:12:25.040 --> 00:12:27.600]  你是爲神而做這份工作
[00:12:27.600 --> 00:12:29.680]  這份工作可能人工不高
[00:12:29.680 --> 00:12:30.360]  但是
[00:12:30.360 --> 00:12:31.240]  他說
[00:12:31.240 --> 00:12:38.360]  保羅說要知道主會把他爲自己的子民所保存的什麼
[00:12:38.360 --> 00:12:40.040]  獎賞
[00:12:40.040 --> 00:12:41.200]  給你
[00:12:41.200 --> 00:12:45.440]  你們侍奉的是主基督
[00:12:45.440 --> 00:12:47.840]  即使是社會最低層的一份工
[00:12:47.840 --> 00:12:49.040]  只是一個奴隸
[00:12:49.040 --> 00:12:50.480]  只是一個清潔工
[00:12:50.480 --> 00:12:54.400]  如果你是懷着這個心態去做
[00:12:54.400 --> 00:12:56.920]  我今天做的不是爲了一份工
[00:12:56.920 --> 00:12:58.640]  不是爲了娶我老婆
[00:12:58.640 --> 00:13:00.120]  找份人工回來
[00:13:00.120 --> 00:13:02.360]  也不是只是爲了我弟弟
[00:13:02.360 --> 00:13:04.560]  而是我知道神的召喚
[00:13:04.560 --> 00:13:08.000]  是要我透過這份工作服侍主基督
[00:13:08.000 --> 00:13:10.880]  我最後得的獎賞不僅是那份人工
[00:13:10.880 --> 00:13:12.480]  我得的獎賞是什麼
[00:13:12.480 --> 00:13:16.080]  神爲他的子民所保存的獎賞給我們
[00:13:16.080 --> 00:13:18.080]  是爲了這份獎賞
[00:13:18.080 --> 00:13:20.720]  我每天有一個全新的動力
[00:13:20.720 --> 00:13:22.880]  去重新看我這份工作
[00:13:22.880 --> 00:13:25.400]  到底用什麼心態去做
[00:13:25.400 --> 00:13:29.640]  而這就是聖經提供給我們每一個
[00:13:29.640 --> 00:13:30.920]  或者缺乏動力的人
[00:13:30.920 --> 00:13:31.720]  不想上班
[00:13:31.720 --> 00:13:35.040]  看這份工作也看不到有什麼價值
[00:13:35.040 --> 00:13:35.840]  的時候
[00:13:35.840 --> 00:13:37.840]  我們需要來到聖經面前
[00:13:37.840 --> 00:13:38.680]  我們看看
[00:13:38.680 --> 00:13:42.160]  爲什麼螞蟻可以這麼有動力上班
[00:13:42.160 --> 00:13:43.520]  沒有老闆管他
[00:13:43.520 --> 00:13:44.680]  沒有導師
[00:13:44.680 --> 00:13:46.680]  沒有任何人設定期限
[00:13:46.680 --> 00:13:48.200]  爲什麼我們沒有呢
[00:13:48.200 --> 00:13:49.400]  因爲沒有熱情
[00:13:49.400 --> 00:13:50.640]  聖經提供什麼
[00:13:50.640 --> 00:13:53.320]  你的熱情來自於基督
[00:13:53.320 --> 00:13:56.000]  當你知道這份工作是爲神而做的時候
[00:13:56.000 --> 00:13:57.520]  不是爲你老闆
[00:13:57.520 --> 00:13:59.680]  你的動力會變得不一樣
[00:13:59.680 --> 00:14:01.080]  所以這就是第一點
[00:14:01.080 --> 00:14:03.480]  聖經提醒我們的
[00:14:03.480 --> 00:14:06.320]  第二個當然是拖延症
[00:14:06.320 --> 00:14:08.560]  有時候這份工作要成功
[00:14:08.560 --> 00:14:10.160]  我們大家都要
[00:14:10.160 --> 00:14:13.320]  fight against這個問題
[00:14:13.320 --> 00:14:14.920]  他說懶惰的人
[00:14:14.920 --> 00:14:16.280]  你要睡到什麼時候呢
[00:14:16.280 --> 00:14:18.440]  你什麼時候才起牀呢
[00:14:18.440 --> 00:14:21.440]  下面再說懶惰的人心裏怎麼說
[00:14:21.440 --> 00:14:22.800]  其實他不是想一直睡
[00:14:22.800 --> 00:14:23.640]  他說
[00:14:23.640 --> 00:14:25.640]  我只是打個盹
[00:14:25.640 --> 00:14:26.680]  睡個覺
[00:14:26.680 --> 00:14:29.400]  抱着手休息片刻
[00:14:29.400 --> 00:14:31.640]  我們都是這樣
[00:14:31.640 --> 00:14:32.600]  很快的
[00:14:32.600 --> 00:14:34.840]  我經常跟自己說
[00:14:34.840 --> 00:14:36.840]  我休息片刻就開始
[00:14:36.840 --> 00:14:39.600]  開始做所謂Admin的事
[00:14:39.600 --> 00:14:41.200]  休息片刻
[00:14:41.200 --> 00:14:43.280]  結果三個小時過去了
[00:14:43.280 --> 00:14:45.240]  一看YouTube就三個小時
[00:14:45.240 --> 00:14:46.760]  你只是休息片刻
[00:14:46.760 --> 00:14:47.520]  打個盹
[00:14:47.520 --> 00:14:49.200]  當你沉睡的時候
[00:14:49.200 --> 00:14:51.960]  貧窮要像強盜襲擊你
[00:14:51.960 --> 00:14:55.080]  缺乏就像帶着武器的匪類
[00:14:55.080 --> 00:14:56.840]  來攻擊你
[00:14:56.840 --> 00:15:01.480]  拖延症每個人都要去處理
[00:15:01.480 --> 00:15:02.800]  如果你想處理拖延症
[00:15:02.800 --> 00:15:05.040]  其實無非兩個方法
[00:15:05.040 --> 00:15:06.560]  第一個就是
[00:15:06.560 --> 00:15:08.360]  學會背責任
[00:15:08.360 --> 00:15:10.040]  因爲責任逼到你
[00:15:10.040 --> 00:15:11.120]  你不可以拖延
[00:15:11.120 --> 00:15:15.080]  你讓自己負一些責任
[00:15:15.080 --> 00:15:17.080]  就讓你有deadline
[00:15:17.080 --> 00:15:20.360]  讓你怎麼都不可以拖太久
[00:15:20.360 --> 00:15:22.360]  第二個實在太沒動力
[00:15:22.360 --> 00:15:25.160]  可能人生要考慮轉個方向
[00:15:25.160 --> 00:15:28.480]  你做的那樣東西可能真的不適合你
[00:15:28.480 --> 00:15:32.360]  我在第一次針研系列的第一堂課時
[00:15:32.360 --> 00:15:33.520]  我都說過
[00:15:33.520 --> 00:15:36.040]  針研給我們有兩種智慧
[00:15:36.040 --> 00:15:36.920]  第一種就是
[00:15:36.920 --> 00:15:38.600]  你真的可以
[00:15:38.600 --> 00:15:40.120]  有能力做到一樣東西
[00:15:40.120 --> 00:15:41.480]  第二個就是discipline
[00:15:41.480 --> 00:15:43.480]  這兩樣加起來纔可以成功
[00:15:43.480 --> 00:15:45.760]  第一樣是不行的
[00:15:45.760 --> 00:15:48.200]  我能夠看得懂所有World of Face
[00:15:48.200 --> 00:15:49.800]  怎麼投資股票
[00:15:49.800 --> 00:15:50.600]  我看得懂
[00:15:50.600 --> 00:15:52.880]  我也懂得怎麼分析
[00:15:52.880 --> 00:15:54.600]  但問題是我沒有那種discipline
[00:15:54.600 --> 00:15:55.760]  我沒有那種passion
[00:15:55.760 --> 00:15:58.760]  每天四個小時去看不同公司的報表
[00:15:58.760 --> 00:16:00.120]  所以我有那種能力
[00:16:00.120 --> 00:16:01.360]  但沒有那種discipline
[00:16:01.360 --> 00:16:02.600]  不斷拖延
[00:16:02.600 --> 00:16:04.320]  我也不會成功的
[00:16:04.320 --> 00:16:07.080]  假如我覺得我有能力做這份工作
[00:16:07.080 --> 00:16:10.480]  我就覺得自己是很成功的股票專家
[00:16:10.480 --> 00:16:11.240]  投資專家
[00:16:11.240 --> 00:16:12.840]  我真的投資這份工作
[00:16:12.840 --> 00:16:14.400]  你可見我進了這個行業
[00:16:14.400 --> 00:16:16.400]  我有多痛苦
[00:16:16.400 --> 00:16:18.880]  每天看到公司報表就想發脾氣
[00:16:18.880 --> 00:16:20.120]  看十五分鐘
[00:16:20.120 --> 00:16:23.120]  你哪有可能不拖延
[00:16:23.120 --> 00:16:25.720]  我寧願看YouTube也不看那些
[00:16:25.720 --> 00:16:28.320]  即使我有那種intelligence
[00:16:28.320 --> 00:16:29.400]  但沒有那種discipline
[00:16:29.400 --> 00:16:30.280]  沒有那種動力
[00:16:30.280 --> 00:16:32.440]  就表示這個方向是錯的
[00:16:32.440 --> 00:16:34.120]  你一定要找到一個方向
[00:16:34.120 --> 00:16:36.200]  是你覺得我有passion
[00:16:36.200 --> 00:16:37.680]  我也願意做
[00:16:37.680 --> 00:16:40.400]  這件事是你不會拖延的
[00:16:40.400 --> 00:16:41.440]  要麼就換個方向
[00:16:41.440 --> 00:16:43.080]  要麼就不換方向
[00:16:43.080 --> 00:16:45.720]  就讓自己去揹負責任
[00:16:45.720 --> 00:16:49.720]  責任逼得你不可以太拖延
[00:16:49.720 --> 00:16:53.760]  第三個是害怕挑戰
[00:16:53.760 --> 00:16:55.040]  針研是這麼說的
[00:16:55.040 --> 00:16:56.280]  懶惰的人說
[00:16:56.280 --> 00:16:58.480]  爲什麼他們不上街上班呢
[00:16:58.480 --> 00:16:59.920]  爲什麼沒有心情上班呢
[00:16:59.920 --> 00:17:02.000]  因爲懶惰的人有個藉口
[00:17:02.000 --> 00:17:03.920]  其實不是藉口 是真正的理由
[00:17:03.920 --> 00:17:07.000]  道上有猛獅 街上有壯獅
[00:17:07.000 --> 00:17:10.000]  因此就不上班了
[00:17:10.000 --> 00:17:11.400]  古代近東
[00:17:11.400 --> 00:17:13.560]  真的有可能有人
[00:17:13.560 --> 00:17:15.160]  因爲上班的時候
[00:17:15.160 --> 00:17:16.640]  真的遇到獅子
[00:17:16.640 --> 00:17:18.160]  然後被獅子喫了
[00:17:18.160 --> 00:17:19.920]  有沒有這樣的可能 是有可能的
[00:17:19.920 --> 00:17:21.520]  所以他說的這件事
[00:17:21.520 --> 00:17:24.040]  不是憑空想出來的
[00:17:24.040 --> 00:17:26.200]  是真的有可能的
[00:17:26.200 --> 00:17:27.240]  就等於你今天說
[00:17:27.240 --> 00:17:28.480]  我今天不上班
[00:17:28.480 --> 00:17:29.880]  就是因爲我很怕
[00:17:29.880 --> 00:17:31.920]  開freeway的時候出現車禍
[00:17:31.920 --> 00:17:35.560]  有沒有可能出現車禍 是有的
[00:17:35.560 --> 00:17:36.840]  每一個人上街
[00:17:36.840 --> 00:17:39.240]  都一定有挑戰的
[00:17:39.240 --> 00:17:40.480]  一定有危險的
[00:17:40.480 --> 00:17:43.440]  所以這個危險是真實存在的
[00:17:43.440 --> 00:17:46.880]  但這個危險是不是可以成爲一個藉口
[00:17:46.880 --> 00:17:48.920]  讓你不努力呢
[00:17:48.920 --> 00:17:50.840]  這個就針研給我們的智慧了
