
[00:00:00.000 --> 00:00:04.960]  好,我們今天要講的是《文素記》
[00:02:04.480 --> 00:02:07.280]  我們今天的天路歷程
[00:02:07.280 --> 00:02:08.960]  有一樣很重要的就是說
[00:02:08.960 --> 00:02:12.080]  我們去做這個讀聖經的program
[00:02:12.080 --> 00:02:15.040]  不是為著一些知識投導的事情
[00:02:15.040 --> 00:02:17.600]  我們是一個熟悉的長跑
[00:02:17.600 --> 00:02:21.600]  我們希望和其他百多二百個
[00:02:21.600 --> 00:02:24.160]  弟兄姊妹一起去讀完這本聖經
[00:02:24.160 --> 00:02:27.840]  而在當中會更新我們的生命
[00:02:27.840 --> 00:02:29.600]  其實這個禮拜很有趣
[00:02:29.600 --> 00:02:32.560]  有位弟兄突然WhatsApp我
[00:02:32.560 --> 00:02:35.760]  他說不知道他從哪裏聽到我們有個這樣的Bible Study
[00:02:35.760 --> 00:02:37.200]  Bible Reading Program
[00:02:37.200 --> 00:02:38.240]  他說已經遲到了
[00:02:38.240 --> 00:02:40.640]  他說但是他可不可以做插班生
[00:02:40.640 --> 00:02:43.760]  他說他會用心趕回之前讀的東西
[00:02:43.760 --> 00:02:46.320]  我說好,當然讓他參加
[00:02:46.320 --> 00:02:47.680]  他不是我們教會的
[00:02:47.680 --> 00:02:49.280]  但是他覺得很有興趣
[00:02:49.280 --> 00:02:52.240]  他想和我們一起去讀完這本聖經
[00:02:52.240 --> 00:02:54.720]  也是讀明白這本聖經
[00:02:54.720 --> 00:02:58.720]  你記得我們有幾個大一點的意象
[00:02:58.720 --> 00:03:00.800]  就是在我們的教會裏面
[00:03:00.800 --> 00:03:04.320]  每個人都是用心地去讀聖經
[00:03:04.320 --> 00:03:06.960]  12歲以下的小朋友
[00:03:06.960 --> 00:03:08.480]  起碼讀完一次新約
[00:03:08.480 --> 00:03:11.680]  去到18歲起碼讀完一次新舊約
[00:03:11.680 --> 00:03:14.240]  在你人生到盡點
[00:03:14.240 --> 00:03:16.560]  就是去死之前去見主面之前
[00:03:16.560 --> 00:03:18.720]  起碼讀完20次的聖經
[00:03:18.720 --> 00:03:20.960]  因為我們真的要認識上帝
[00:03:20.960 --> 00:03:22.400]  而去到上帝的面前
[00:03:22.400 --> 00:03:23.600]  我們是有把握
[00:03:23.600 --> 00:03:25.280]  我們知道什麼是舊因
[00:03:25.280 --> 00:03:28.480]  當然讀這麼多聖經都是為了這個數字
[00:03:28.480 --> 00:03:31.360]  這個數字是11.2km/s
[00:03:31.360 --> 00:03:33.360]  這個是Escape Velocity
[00:03:33.360 --> 00:03:36.640]  以致我們可以逃離這個世界對我們的掣肘
[00:03:36.640 --> 00:03:38.160]  讓我們生意更生
[00:03:38.160 --> 00:03:41.120]  我們在跑一個天路
[00:03:41.120 --> 00:03:44.640]  我們不需要被這個世界所捆綁著
[00:03:44.640 --> 00:03:46.000]  我們成為一個天路
[00:03:46.000 --> 00:03:47.840]  大家一定要記得
[00:03:47.840 --> 00:03:50.000]  每一天你去讀這本聖經的時候
[00:03:50.000 --> 00:03:51.840]  每一次你來聽講座的時候
[00:03:51.840 --> 00:03:54.080]  最後的目的都是這個
[00:03:54.080 --> 00:03:55.280]  如果不是
[00:03:55.280 --> 00:03:56.720]  我們所做的事情
[00:03:56.720 --> 00:03:58.800]  純粹是一個知識上的
[00:03:58.800 --> 00:04:01.360]  得著更多的知識
[00:04:01.360 --> 00:04:03.600]  是沒有意思的
[00:04:03.600 --> 00:04:06.480]  所有的東西我們都放在我們的網站
[00:04:06.480 --> 00:04:07.520]  真理廚房
[00:04:07.520 --> 00:04:08.880]  記得那個True Kitchen
[00:04:08.880 --> 00:04:10.640]  現在已經沒有TV了
[00:04:10.640 --> 00:04:12.160]  truekitchen.tk
[00:04:12.160 --> 00:04:14.640]  你可以回去重新去聽
[00:04:14.640 --> 00:04:17.200]  尤其是你今天可能聽完文素記
[00:04:17.200 --> 00:04:19.360]  你忘記了利美記講過什麼
[00:04:19.360 --> 00:04:22.480]  之前這個Triangle記講過什麼
[00:04:22.480 --> 00:04:24.080]  你可以回去
[00:04:24.080 --> 00:04:26.560]  我們現在讀的是摩西五經
[00:04:26.560 --> 00:04:27.440]  最後
[00:04:27.440 --> 00:04:28.800]  其實從某個角度來說
[00:04:28.800 --> 00:04:31.520]  摩西五經應該是一個整體來讀的
[00:04:31.520 --> 00:04:32.080]  OK
[00:04:32.080 --> 00:04:36.400]  所以我們今天會讀到摩西五經的五分細
[00:04:36.400 --> 00:04:37.520]  摩西五經很重要
[00:04:37.520 --> 00:04:39.280]  因為曾幾何時這個世界
[00:04:39.280 --> 00:04:41.120]  沒有整本聖經之前
[00:04:41.120 --> 00:04:41.840]  只有一本
[00:04:41.840 --> 00:04:43.440]  那本東西就叫摩西五經
[00:04:43.440 --> 00:04:44.240]  你明白嗎
[00:04:44.240 --> 00:04:46.720]  而這本聖經我最後會問你
[00:04:46.720 --> 00:04:48.720]  假如我們活在一個世界裡
[00:04:48.720 --> 00:04:51.760]  是沒有其他61本聖經的
[00:04:51.760 --> 00:04:53.200]  只有這5本
[00:04:53.200 --> 00:04:55.280]  這5本告訴我們
[00:04:55.280 --> 00:04:57.280]  我們的救恩是怎樣的救恩
[00:04:57.280 --> 00:04:59.040]  待會我會問你這個問題
[00:04:59.040 --> 00:04:59.840]  OK
[00:04:59.840 --> 00:05:02.080]  我們現在讀的是摩西五經
[00:05:02.080 --> 00:05:03.680]  其實我們現在讀到的
[00:05:03.680 --> 00:05:06.560]  是摩西五經的五分之四
[00:05:06.560 --> 00:05:07.760]  記得前面
[00:05:07.760 --> 00:05:10.880]  第一本是《創世紀》
[00:05:10.880 --> 00:05:13.520]  《創世紀》我給的主題是
[00:05:13.520 --> 00:05:15.440]  墮落救贖三部曲
[00:05:15.440 --> 00:05:17.520]  如果你不記得為什麼叫三部曲
[00:05:17.520 --> 00:05:18.480]  你可以回去
[00:05:18.480 --> 00:05:20.400]  當然嚴格來說就是
[00:05:20.400 --> 00:05:21.840]  創造
[00:05:21.840 --> 00:05:22.640]  墮落
[00:05:22.640 --> 00:05:23.440]  救贖
[00:05:23.440 --> 00:05:24.160]  三部曲
[00:05:24.160 --> 00:05:26.160]  你去看回《創世紀》的時候
[00:05:26.160 --> 00:05:28.080]  第一段是講人的墮落
[00:05:28.080 --> 00:05:29.040]  兩次的墮落
[00:05:29.040 --> 00:05:30.800]  連羅亞也墮落了
[00:05:30.800 --> 00:05:34.160]  第二次是救贖的認許
[00:05:34.160 --> 00:05:35.680]  給亞伯拉罕的認許
[00:05:35.680 --> 00:05:38.080]  到最後在藥室的section裡面
[00:05:38.080 --> 00:05:39.360]  是救贖成全了
[00:05:39.360 --> 00:05:42.000]  當然這些不是說馬上成全了
[00:05:42.000 --> 00:05:43.280]  是一個影子
[00:05:43.280 --> 00:05:45.280]  所有東西指向主耶穌基督
[00:05:45.280 --> 00:05:49.360]  如果你說藥室已經為我們成就了救恩
[00:05:49.360 --> 00:05:50.720]  那你就是耳端了
[00:05:50.720 --> 00:05:53.120]  你就完全不是明白
[00:05:53.120 --> 00:05:55.920]  福音這本聖經究竟是怎樣的
[00:05:55.920 --> 00:05:59.200]  第二本我們讀的是《揣及記》
[00:05:59.200 --> 00:06:03.280]  《揣及記》是講偶像之家逃生記
[00:06:03.280 --> 00:06:05.920]  《揣及記》裡面你記住兩個十
[00:06:05.920 --> 00:06:07.360]  你選擇兩個十
[00:06:07.360 --> 00:06:08.640]  一是十災
[00:06:08.640 --> 00:06:10.240]  一是十戒
[00:06:10.240 --> 00:06:14.160]  十災是人生最終極的咒咒
[00:06:14.160 --> 00:06:17.840]  十戒是人生最終極的祝福
[00:06:17.840 --> 00:06:20.320]  你不要當十戒是另外一個
[00:06:20.320 --> 00:06:21.760]  不是這麼終極的咒咒
[00:06:21.760 --> 00:06:22.720]  都是咒咒了
[00:06:22.720 --> 00:06:23.600]  如果你這樣想
[00:06:23.600 --> 00:06:25.200]  完全搞錯
[00:06:25.200 --> 00:06:28.080]  上帝給我們呈獻給以色列人看
[00:06:28.080 --> 00:06:29.200]  你一是選十災
[00:06:29.200 --> 00:06:30.480]  一是選十戒
[00:06:30.480 --> 00:06:33.680]  但是十戒不是次等的咒咒
[00:06:33.680 --> 00:06:36.880]  十戒是至高的祝福
[00:06:36.880 --> 00:06:37.840]  如果你忘記了
[00:06:37.840 --> 00:06:40.640]  都要回去聽回那些交友站
[00:06:40.640 --> 00:06:42.800]  那你會比較清晰
[00:06:42.800 --> 00:06:46.160]  上個月我們講的是聖潔君王保衛者
[00:06:46.160 --> 00:06:47.280]  是講利美記
[00:06:47.280 --> 00:06:50.000]  利美記講一群利美人或者一群祭司
[00:06:50.000 --> 00:06:52.000]  他怎樣要保衛耶和華
[00:06:52.000 --> 00:06:54.880]  這次利美記其實是一個很重要的書
[00:06:54.880 --> 00:06:56.160]  因為在利美記裡面
[00:06:56.160 --> 00:06:58.000]  上帝開始啟示給以色列人
[00:06:58.000 --> 00:07:00.560]  以色列人是被上帝剛剛救了出來
[00:07:00.560 --> 00:07:02.000]  他不知道耶和華是誰
[00:07:02.000 --> 00:07:04.560]  因為他已經忘記了以前很多事情
[00:07:04.560 --> 00:07:06.000]  多少百年過去了
[00:07:06.000 --> 00:07:10.800]  他都忘記了有阿拉罕以撒瓦國的上帝
[00:07:10.800 --> 00:07:13.840]  現在上帝帶他們出埃及之後
[00:07:13.840 --> 00:07:15.120]  啟示給他們
[00:07:15.120 --> 00:07:18.800]  整本書是在講上帝的本性
[00:07:18.800 --> 00:07:19.840]  上帝的本質
[00:07:19.840 --> 00:07:21.360]  他是一個聖潔的上帝
[00:07:21.360 --> 00:07:24.080]  今天我們很需要知道上帝的聖潔
[00:07:24.080 --> 00:07:27.840]  因為今天我們經常在教會裡面講
[00:07:27.840 --> 00:07:28.560]  上帝就是愛
[00:07:28.560 --> 00:07:29.440]  上帝就是愛
[00:07:29.440 --> 00:07:30.000]  上帝就是愛
[00:07:30.000 --> 00:07:32.720]  我不是告訴你上帝的愛是錯的
[00:07:32.720 --> 00:07:35.200]  而是你單單在這裡不斷講愛
[00:07:35.200 --> 00:07:36.800]  你不講他的聖潔
[00:07:36.800 --> 00:07:38.800]  講他對罪的憤怒
[00:07:38.800 --> 00:07:41.600]  你所講的愛不是聖經裡面講的愛
[00:07:41.600 --> 00:07:44.800]  只不過是你自己腦海裡面創造出來的那種愛
[00:07:44.800 --> 00:07:46.480]  是完全的錯誤
[00:07:46.480 --> 00:07:48.960]  上帝是聖潔的上帝
[00:07:48.960 --> 00:07:50.320]  但是上帝也有愛
[00:07:50.320 --> 00:07:53.360]  在利美記裡面其實我們看到上帝的愛
[00:07:53.360 --> 00:07:56.560]  在利美記的中心裡面有一個章節
[00:07:56.560 --> 00:07:58.400]  第十六章是講什麼呢?
[00:07:58.400 --> 00:08:00.800]  就是他們的贖罪日
[00:08:00.800 --> 00:08:02.000]  是最重要的
[00:08:02.000 --> 00:08:04.240]  如果你忘記了
[00:08:04.240 --> 00:08:07.280]  你可以回去看加油站第九篇
[00:08:07.280 --> 00:08:09.520]  就是講耶和華的贖罪日
[00:08:09.520 --> 00:08:13.360]  但是贖罪日也是指向將來耶穌基督的
[00:08:13.360 --> 00:08:15.840]  如果上帝只是創造了贖罪日
[00:08:15.840 --> 00:08:17.360]  耶穌不來的時候
[00:08:17.360 --> 00:08:20.640]  這個贖罪日是沒有贖罪的能力的
[00:08:20.640 --> 00:08:22.560]  但是當耶穌來了
[00:08:22.560 --> 00:08:24.080]  成就了贖罪日之後
[00:08:24.080 --> 00:08:25.840]  我們回看利美記的時候
[00:08:25.840 --> 00:08:28.080]  我們發現利美記告訴我們
[00:08:28.080 --> 00:08:29.520]  上帝不僅是聖潔
[00:08:29.520 --> 00:08:32.000]  上帝更是愛
[00:08:32.000 --> 00:08:33.440]  完全的愛
[00:08:33.440 --> 00:08:38.000]  祂為人預備了一個獨有沒有其他宗教
[00:08:38.000 --> 00:08:40.800]  沒有其他任何人可以預備的贖罪日
[00:08:40.800 --> 00:08:42.080]  耶和華的贖罪日
[00:08:42.080 --> 00:08:44.240]  耶和華是聖潔的上帝
[00:08:44.240 --> 00:08:45.920]  耶和華是慈愛的上帝
[00:08:45.920 --> 00:08:49.760]  耶和華為祂的子民預備一個贖罪日
[00:08:49.760 --> 00:08:52.960]  這個是我們今天故事的背景
[00:08:52.960 --> 00:08:56.480]  如果以色列人明白耶和華是聖潔
[00:08:56.480 --> 00:08:59.360]  如果以色列人明白耶和華是慈愛
[00:08:59.360 --> 00:09:04.160]  他應該緊貼著跟隨主耶穌基督
[00:09:04.160 --> 00:09:11.040]  心裡面應該完全的降服在耶和華的面前跟隨他
[00:09:11.040 --> 00:09:13.360]  但是他竟然不是
[00:09:13.360 --> 00:09:18.880]  今天我們講的就是他們沒有明白上帝是怎樣的上帝
[00:09:18.880 --> 00:09:21.760]  於是他們在上帝面前大叛逆
[00:09:21.760 --> 00:09:23.200]  他不怕上帝
[00:09:23.200 --> 00:09:25.600]  也更加不愛上帝
[00:09:25.600 --> 00:09:30.640]  這個會成為我們今天作為基督徒的一個很大的尷尬
[00:09:30.640 --> 00:09:34.800]  今天我們會看《曠野中的大叛逆》
[00:09:34.800 --> 00:09:38.000]  《曠野中的大叛逆》是講到出了埃及
[00:09:38.000 --> 00:09:41.680]  去到認祂之地之前的38年
[00:09:41.680 --> 00:09:42.640]  或者40年
[00:09:42.640 --> 00:09:45.040]  看你喜歡怎麼講的時候
[00:09:45.040 --> 00:09:48.000]  去到最後摩西五經最後一本書
[00:09:48.000 --> 00:09:50.880]  他們已經臨近將要進入迦南了
[00:09:50.880 --> 00:09:52.080]  摩西要說再見
[00:09:52.080 --> 00:09:53.520]  因為摩西進不去
[00:09:53.520 --> 00:09:54.080]  OK
[00:09:54.080 --> 00:09:58.080]  在那時候摩西就講了他的遺言
[00:09:58.080 --> 00:09:59.840]  《生命記》就是講摩西的遺言
[00:09:59.840 --> 00:10:01.600]  總結了前面四本書
[00:10:01.600 --> 00:10:02.000]  OK
[00:10:02.000 --> 00:10:04.400]  摩西警告他們
[00:10:04.400 --> 00:10:08.960]  摩西邀請他們再次與上帝納約
[00:10:08.960 --> 00:10:11.760]  但是摩西開始講一件很重要的事情
[00:10:11.760 --> 00:10:15.280]  就是他們不僅是外在的生命要受割禮
[00:10:15.280 --> 00:10:20.400]  不僅是他們的男丁受割禮
[00:10:20.400 --> 00:10:23.520]  而是每一個人的心裡面都要受割禮
[00:10:23.520 --> 00:10:24.320]  如果不是
[00:10:24.320 --> 00:10:28.640]  其實他不是約衷與上帝相親相愛的
[00:10:28.640 --> 00:10:33.120]  而唯有心受割禮的人才可以心愛主
[00:10:33.120 --> 00:10:36.960]  你記得《生命記》裡面第六章最重要的
[00:10:36.960 --> 00:10:40.160]  盡心盡性盡義愛祢即上帝
[00:10:40.160 --> 00:10:43.360]  唯有心受割禮的人才可以做這件事
[00:10:43.360 --> 00:10:44.400]  所以記得這件事
[00:10:44.400 --> 00:10:47.120]  當然所有事情都是影子
[00:10:47.120 --> 00:10:50.560]  因為我們今天再不會回到聖地重頭
[00:10:50.560 --> 00:10:53.200]  歷史重演做多一次
[00:10:53.200 --> 00:10:59.040]  所有事情都是指向今天在主耶穌基督裡面的事情
[00:10:59.040 --> 00:11:01.680]  曠野中的大叛逆
[00:11:01.680 --> 00:11:04.560]  我們要看的是民訴記
[00:11:04.560 --> 00:11:07.280]  民訴記是講些什麼的呢
[00:11:07.280 --> 00:11:11.200]  你就這樣聽起來民訴記好像是講人口普查
[00:11:11.200 --> 00:11:13.680]  但是如果你留心去看的時候
[00:11:13.680 --> 00:11:14.880]  稍後我們會的
[00:11:14.880 --> 00:11:17.680]  我們發現民訴記所數的人
[00:11:17.680 --> 00:11:19.280]  是男丁來的
[00:11:19.280 --> 00:11:23.520]  民訴記所數的人是二十歲以上的男丁
[00:11:23.520 --> 00:11:29.440]  更有趣的就是民訴記裡面數人是數了兩次
[00:11:29.440 --> 00:11:30.400]  兩次
[00:11:30.400 --> 00:11:35.840]  我帶你去看一下這兩次的分別
[00:11:35.840 --> 00:11:37.040]  第一次
[00:11:37.040 --> 00:11:38.720]  民訴記第一章第一節
[00:11:38.720 --> 00:11:40.080]  為什麼這本書叫民訴記
[00:11:40.080 --> 00:11:42.880]  因為一開始就在數人
[00:11:42.880 --> 00:11:44.400]  民訴記第一章第一節這樣說
[00:11:44.400 --> 00:11:48.800]  以色列人出埃及地後第二年二月初一
[00:11:48.800 --> 00:11:52.560]  要在西乃曠野在會幕中附近
[00:11:52.560 --> 00:11:55.040]  吩咐摩西說
[00:11:55.040 --> 00:12:00.240]  你要按宗族附加人名的數目計算
[00:12:00.240 --> 00:12:03.520]  全會眾點數所有的男丁
[00:12:03.520 --> 00:12:08.800]  以色列中凡二十歲以上能出去打仗的
[00:12:08.800 --> 00:12:15.200]  你和阿倫要照他們的隊伍數點
[00:12:15.200 --> 00:12:17.680]  這是第一次的數人
[00:12:17.680 --> 00:12:18.960]  在哪裡呢
[00:12:18.960 --> 00:12:23.200]  在以色列出埃及的第二年
[00:12:23.200 --> 00:12:24.720]  很近他們出埃及的
[00:12:24.720 --> 00:12:25.680]  在哪裡呢
[00:12:25.680 --> 00:12:27.280]  在西乃的曠野
[00:12:27.280 --> 00:12:28.560]  你不認識地理不要緊
[00:12:28.560 --> 00:12:30.640]  簡單來說近埃及
[00:12:30.640 --> 00:12:34.720]  數的時候你看看誰在這裡
[00:12:34.720 --> 00:12:36.240]  阿倫
[00:12:36.240 --> 00:12:37.840]  阿倫在當祭司
[00:12:37.840 --> 00:12:40.080]  記不記得這件事
[00:12:40.080 --> 00:12:43.600]  現在我帶你看第二次點數的人
[00:12:43.600 --> 00:12:47.760]  第二次點數的時候是文掃記第26章
[00:12:47.760 --> 00:12:50.640]  文掃記還有10章
[00:12:50.640 --> 00:12:54.160]  文掃記第二次的點數
[00:12:54.160 --> 00:12:55.440]  第26章第一節這樣說
[00:12:55.440 --> 00:12:57.040]  瘟疫過了以後
[00:12:57.040 --> 00:12:58.160]  這個瘟疫很重要的
[00:12:58.160 --> 00:12:59.760]  一會兒再回來跟你說
[00:12:59.760 --> 00:13:01.120]  瘟疫過了以後
[00:13:01.120 --> 00:13:04.720]  要對摩西和阿倫祭司的兒子
[00:13:04.720 --> 00:13:05.600]  以利亞薩
[00:13:05.600 --> 00:13:08.320]  現在誰在當祭司
[00:13:08.320 --> 00:13:10.240]  再不是阿倫
[00:13:10.240 --> 00:13:12.080]  阿倫已經死了
[00:13:12.080 --> 00:13:13.920]  是他的兒子以利亞薩
[00:13:13.920 --> 00:13:16.400]  你看到是一個世代過去了
[00:13:16.400 --> 00:13:17.680]  雖然摩西長命
[00:13:17.680 --> 00:13:19.440]  不過都快死了
[00:13:19.440 --> 00:13:22.560]  你們要將以色列全會眾
[00:13:22.560 --> 00:13:24.080]  按他們的附加
[00:13:24.080 --> 00:13:30.400]  凡20歲以上能出去為以色列打仗的計算總數
[00:13:30.400 --> 00:13:36.560]  摩西和以利亞薩祭司在摩亞平原
[00:13:36.560 --> 00:13:43.120]  和耶利哥相對的約旦河邊去掃人
[00:13:43.120 --> 00:13:44.320]  你想想
[00:13:44.320 --> 00:13:45.520]  時代真的變了
[00:13:45.520 --> 00:13:47.040]  現在再不是阿倫
[00:13:47.040 --> 00:13:50.400]  是阿倫的兒子以利亞薩在當祭司
[00:13:50.400 --> 00:13:55.360]  他們再不是之前是西奈的狂野
[00:13:55.360 --> 00:13:57.600]  現在是摩亞的平原在哪裡
[00:13:57.600 --> 00:13:59.120]  如果你不知道摩亞平原在哪裡
[00:13:59.120 --> 00:13:59.600]  不要緊
[00:13:59.600 --> 00:14:00.400]  告訴你
[00:14:00.400 --> 00:14:03.440]  是耶利哥相對外面的約旦河邊
[00:14:03.440 --> 00:14:04.400]  簡單來說
[00:14:04.400 --> 00:14:06.720]  近應許之地
[00:14:06.720 --> 00:14:09.520]  中間發生了什麼事
[00:14:09.520 --> 00:14:11.440]  這就是民訴記要告訴你的
[00:14:11.440 --> 00:14:12.240]  中間發生了什麼事
[00:14:12.240 --> 00:14:14.000]  瘟疫已經給了你一個影子
[00:14:14.000 --> 00:14:16.400]  中間發生了很多很多的瘟疫
[00:14:16.400 --> 00:14:19.120]  為什麼無緣無故有瘟疫
[00:14:19.120 --> 00:14:20.720]  不是天災人禍
[00:14:20.720 --> 00:14:22.160]  為什麼有瘟疫
[00:14:22.160 --> 00:14:24.800]  因為以色列人做錯了很多事
[00:14:24.800 --> 00:14:26.240]  做了很壞的事
[00:14:26.240 --> 00:14:27.440]  叛逆耶和華的事
[00:14:27.440 --> 00:14:31.680]  這個瘟疫是耶和華降在以色列人當中
[00:14:31.680 --> 00:14:32.800]  所以你問你
[00:14:32.800 --> 00:14:34.320]  民訴記是說什麼的
[00:14:34.320 --> 00:14:36.240]  民訴記是說
[00:14:36.240 --> 00:14:39.200]  兩次點人中間的四十年
[00:14:39.200 --> 00:14:42.240]  其實嚴格來說是三十八年
[00:14:42.240 --> 00:14:44.640]  不過四十年是一個round number
[00:14:44.640 --> 00:14:45.520]  也挺漂亮的
[00:14:45.520 --> 00:14:50.800]  而四十年在聖經裡面不斷重複出現的
[00:14:50.800 --> 00:14:55.920]  民訴記是說兩次點名中間的四十年
[00:14:55.920 --> 00:14:58.400]  點的人是男兵
[00:14:58.400 --> 00:15:00.640]  點的人是二十歲以上的男兵
[00:15:00.640 --> 00:15:01.440]  點的人
[00:15:01.440 --> 00:15:03.760]  點的原因是去打仗
[00:15:03.760 --> 00:15:06.560]  打仗是為了要進入迦納
[00:15:06.560 --> 00:15:08.000]  要得到認許
[00:15:08.000 --> 00:15:09.440]  OK,你明白了
[00:15:09.440 --> 00:15:12.400]  但是為什麼中間會多了四十年
[00:15:12.400 --> 00:15:16.320]  就是因為以色列人在抗野裡面
[00:15:16.320 --> 00:15:17.760]  叛逆
[00:15:17.760 --> 00:15:21.040]  以至上帝要他們在抗野裡面
[00:15:21.040 --> 00:15:22.720]  one whole generation
[00:15:22.720 --> 00:15:24.320]  整個一代的人
[00:15:24.320 --> 00:15:25.760]  二十歲以上的男兵
[00:15:25.760 --> 00:15:27.280]  全部死在抗野
[00:15:27.280 --> 00:15:29.040]  又不一次殺死他們
[00:15:29.040 --> 00:15:30.640]  要磨死他們
[00:15:30.640 --> 00:15:31.120]  是不是?
[00:15:31.120 --> 00:15:33.840]  因為你突然殺死所有二十歲以上的男兵
[00:15:33.840 --> 00:15:35.200]  那你怎麼死呢?
[00:15:35.200 --> 00:15:36.480]  誰去做事呢?
[00:15:36.480 --> 00:15:37.280]  誰去打仗?
[00:15:37.280 --> 00:15:38.480]  誰去保護呢?
[00:15:38.480 --> 00:15:39.600]  於是在磨他們
[00:15:39.600 --> 00:15:41.440]  磨到他們全部死了
[00:15:41.440 --> 00:15:44.720]  以至他們下一代再出來
[00:15:44.720 --> 00:15:45.920]  魏祖成學家說
[00:15:45.920 --> 00:15:51.600]  你可以用這兩句話總結民訴記
[00:15:51.600 --> 00:15:53.040]  舊一代的過去
[00:15:53.040 --> 00:15:55.200]  新一代的誕生
[00:15:55.200 --> 00:15:58.640]  The fall of the old generation
[00:15:58.640 --> 00:16:00.880]  The birth of the new generation
[00:16:00.880 --> 00:16:02.800]  是兩代交易
[00:16:02.800 --> 00:16:06.560]  不是因為人都是老的
[00:16:06.560 --> 00:16:08.960]  都要交棒給下一代
[00:16:08.960 --> 00:16:10.080]  不是交棒的問題
[00:16:10.080 --> 00:16:13.520]  是因為第一代的以色列人是壞人
[00:16:13.520 --> 00:16:16.160]  第一代的以色列人是叛逆上帝
[00:16:16.160 --> 00:16:18.960]  於是上帝將他們磨死
[00:16:18.960 --> 00:16:19.680]  在抗野裡面
[00:16:19.680 --> 00:16:22.480]  以至他們沒辦法進入迦南地
[00:16:22.480 --> 00:16:23.440]  OK
[00:16:23.440 --> 00:16:26.240]  那你說第二代
[00:16:26.240 --> 00:16:27.440]  新一代
[00:16:27.440 --> 00:16:29.680]  是不是就成功了呢?
[00:16:29.680 --> 00:16:31.840]  其實是一個未知之數
[00:16:31.840 --> 00:16:35.200]  如果你去到民訴記的最後
[00:16:35.200 --> 00:16:36.560]  他們好像挺promising
[00:16:36.560 --> 00:16:37.520]  因為成學家說
[00:16:37.520 --> 00:16:39.360]  你去讀第26章開始
[00:16:39.360 --> 00:16:42.560]  去到36章你會發現
[00:16:42.560 --> 00:16:44.640]  他們沒打輸過仗
[00:16:44.640 --> 00:16:46.720]  也沒敗過偶像
[00:16:46.720 --> 00:16:49.280]  甚至沒有一個人在打仗當中
[00:16:49.280 --> 00:16:51.120]  是告訴你他死了
[00:16:51.120 --> 00:16:54.240]  好像第二代是promising一點的
