
[00:00:00.000 --> 00:00:07.000]  最近城中的話題很熱烈的 特別我們做家長很關心的 大家都知道了
[00:02:23.000 --> 00:02:26.000]  要記住不要用奮鬥的方法
[00:02:26.000 --> 00:02:28.000]  我們要用分享的方法
[00:02:28.000 --> 00:02:30.000]  不能用奮鬥的方法
[00:02:30.000 --> 00:02:32.000]  應該用分享的方法
[00:02:32.000 --> 00:02:34.000]  今時今日我們做家長的
[00:02:34.000 --> 00:02:36.000]  我們不知道怎樣去教導我們子女
[00:02:36.000 --> 00:02:37.000]  特別是年幼的
[00:02:37.000 --> 00:02:39.000]  關於性教育的問題
[00:02:39.000 --> 00:02:44.000]  特別是今時今日我們不知道怎樣去教導我們子女
[00:02:44.000 --> 00:02:45.000]  特別是年幼的
[00:02:45.000 --> 00:02:47.000]  關於性教育的問題
[00:02:47.000 --> 00:02:49.000]  因為我們覺得這是一個很嚴肅的問題
[00:02:49.000 --> 00:02:51.000]  因為我們覺得這是一個很嚴肅的問題
[00:02:51.000 --> 00:02:52.000]  沒錯
[00:02:52.000 --> 00:02:53.000]  但是嚴肅的問題
[00:02:53.000 --> 00:02:56.000]  你可以用分享的方法來解釋
[00:02:56.000 --> 00:03:00.000]  因為嚴肅的問題可以非常幫助解決
[00:03:00.000 --> 00:03:04.000]  平時我們有沒有關心子女這方面的需要了解呢?
[00:03:04.000 --> 00:03:09.000]  平時我們有沒有關心子女這方面的需要了解呢?
[00:03:09.000 --> 00:03:12.000]  今天有很多的課程
[00:03:12.000 --> 00:03:14.000]  很多基督徒的網頁都教你怎樣做
[00:03:14.000 --> 00:03:18.000]  今天有很多的基督徒的網頁都教你怎樣做
[00:03:18.000 --> 00:03:20.000]  怎樣推行家庭的教育
[00:03:20.000 --> 00:03:22.000]  怎樣推行家庭的教育
[00:03:22.000 --> 00:03:24.000]  記得一句說話很重要的
[00:03:24.000 --> 00:03:25.000]  記得一句說話非常重要的
[00:03:25.000 --> 00:03:27.000]  愛女沒有懼怕
[00:03:27.000 --> 00:03:29.000]  愛女沒有懼怕
[00:03:29.000 --> 00:03:31.000]  如果你真的愛你子女的話
[00:03:31.000 --> 00:03:33.000]  你不會懼怕去跟他們談論任何問題
[00:03:33.000 --> 00:03:35.000]  如果你真的愛你子女的話
[00:03:35.000 --> 00:03:37.000]  你不會懼怕去跟他們談論任何問題
[00:03:37.000 --> 00:03:39.000]  你不會懼怕去跟他們談論任何問題
[00:03:39.000 --> 00:03:43.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:03:43.000 --> 00:03:44.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:03:44.000 --> 00:03:45.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:03:45.000 --> 00:03:46.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:03:46.000 --> 00:03:47.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:03:47.000 --> 00:03:48.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:03:48.000 --> 00:03:49.000]  很多家庭教育和文化都有相似的地方
[00:03:49.000 --> 00:04:04.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:04.000 --> 00:04:05.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:05.000 --> 00:04:06.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:06.000 --> 00:04:07.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:07.000 --> 00:04:08.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:08.000 --> 00:04:09.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:09.000 --> 00:04:10.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:10.000 --> 00:04:11.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:11.000 --> 00:04:19.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:19.000 --> 00:04:20.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:20.000 --> 00:04:21.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:21.000 --> 00:04:22.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:22.000 --> 00:04:23.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:23.000 --> 00:04:24.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:24.000 --> 00:04:25.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:25.000 --> 00:04:26.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:26.000 --> 00:04:44.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:44.000 --> 00:04:45.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:45.000 --> 00:04:46.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:46.000 --> 00:04:47.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:47.000 --> 00:04:48.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:48.000 --> 00:04:49.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:49.000 --> 00:04:50.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:50.000 --> 00:04:51.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:51.000 --> 00:04:59.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:04:59.000 --> 00:05:00.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:00.000 --> 00:05:01.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:01.000 --> 00:05:02.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:02.000 --> 00:05:03.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:03.000 --> 00:05:04.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:04.000 --> 00:05:05.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:05.000 --> 00:05:06.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:06.000 --> 00:05:22.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:22.000 --> 00:05:42.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:42.000 --> 00:05:52.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:52.000 --> 00:05:53.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:53.000 --> 00:05:54.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:54.000 --> 00:05:55.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:55.000 --> 00:05:56.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:56.000 --> 00:05:57.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:57.000 --> 00:05:58.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:58.000 --> 00:05:59.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:05:59.000 --> 00:06:12.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:12.000 --> 00:06:13.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:13.000 --> 00:06:14.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:14.000 --> 00:06:15.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:15.000 --> 00:06:16.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:16.000 --> 00:06:17.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:17.000 --> 00:06:18.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:18.000 --> 00:06:19.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:19.000 --> 00:06:29.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:29.000 --> 00:06:30.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:30.000 --> 00:06:31.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:31.000 --> 00:06:32.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:32.000 --> 00:06:33.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:33.000 --> 00:06:34.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:34.000 --> 00:06:35.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:35.000 --> 00:06:36.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:36.000 --> 00:06:54.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:54.000 --> 00:06:55.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:55.000 --> 00:06:56.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:56.000 --> 00:06:57.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:57.000 --> 00:06:58.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:58.000 --> 00:06:59.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:06:59.000 --> 00:07:00.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:00.000 --> 00:07:01.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:01.000 --> 00:07:09.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:09.000 --> 00:07:10.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:10.000 --> 00:07:11.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:11.000 --> 00:07:12.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:12.000 --> 00:07:13.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:13.000 --> 00:07:14.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:14.000 --> 00:07:15.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:15.000 --> 00:07:16.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:16.000 --> 00:07:32.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:32.000 --> 00:07:33.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:33.000 --> 00:07:34.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:34.000 --> 00:07:35.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:35.000 --> 00:07:36.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:36.000 --> 00:07:37.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:37.000 --> 00:07:38.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:38.000 --> 00:07:39.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:39.000 --> 00:07:47.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:47.000 --> 00:07:48.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:48.000 --> 00:07:49.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:49.000 --> 00:07:50.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:50.000 --> 00:07:51.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:51.000 --> 00:07:52.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:52.000 --> 00:07:53.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:53.000 --> 00:07:54.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:07:54.000 --> 00:08:09.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:09.000 --> 00:08:24.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:24.000 --> 00:08:25.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:25.000 --> 00:08:26.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:26.000 --> 00:08:27.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:27.000 --> 00:08:28.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:28.000 --> 00:08:29.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:29.000 --> 00:08:30.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:30.000 --> 00:08:31.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:31.000 --> 00:08:41.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:41.000 --> 00:08:42.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:42.000 --> 00:08:43.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:43.000 --> 00:08:44.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:44.000 --> 00:08:45.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:45.000 --> 00:08:46.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:46.000 --> 00:08:47.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:47.000 --> 00:08:48.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:08:48.000 --> 00:09:01.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:01.000 --> 00:09:02.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:02.000 --> 00:09:03.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:03.000 --> 00:09:04.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:04.000 --> 00:09:05.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:05.000 --> 00:09:06.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:06.000 --> 00:09:07.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:07.000 --> 00:09:08.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:08.000 --> 00:09:19.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:19.000 --> 00:09:20.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:20.000 --> 00:09:21.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:21.000 --> 00:09:22.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:22.000 --> 00:09:23.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:23.000 --> 00:09:24.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:24.000 --> 00:09:25.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:25.000 --> 00:09:26.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:26.000 --> 00:09:39.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:39.000 --> 00:09:40.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:40.000 --> 00:09:41.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:41.000 --> 00:09:42.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:42.000 --> 00:09:43.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:43.000 --> 00:09:44.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:44.000 --> 00:09:45.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:45.000 --> 00:09:46.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:46.000 --> 00:09:57.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:57.000 --> 00:09:58.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:58.000 --> 00:09:59.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:09:59.000 --> 00:10:00.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:00.000 --> 00:10:01.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:01.000 --> 00:10:02.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:02.000 --> 00:10:03.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:03.000 --> 00:10:04.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:04.000 --> 00:10:17.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:17.000 --> 00:10:18.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:18.000 --> 00:10:19.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:19.000 --> 00:10:20.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:20.000 --> 00:10:21.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:21.000 --> 00:10:22.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:22.000 --> 00:10:23.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:23.000 --> 00:10:24.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:24.000 --> 00:10:35.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:35.000 --> 00:10:36.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:36.000 --> 00:10:37.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:37.000 --> 00:10:38.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:38.000 --> 00:10:39.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:39.000 --> 00:10:40.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:40.000 --> 00:10:41.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:41.000 --> 00:10:42.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:42.000 --> 00:10:54.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:54.000 --> 00:10:55.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:55.000 --> 00:10:56.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:56.000 --> 00:10:57.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:57.000 --> 00:10:58.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:58.000 --> 00:10:59.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:10:59.000 --> 00:11:00.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:00.000 --> 00:11:01.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:01.000 --> 00:11:12.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:12.000 --> 00:11:13.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:13.000 --> 00:11:14.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:14.000 --> 00:11:15.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:15.000 --> 00:11:16.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:16.000 --> 00:11:17.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:17.000 --> 00:11:18.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:18.000 --> 00:11:19.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:19.000 --> 00:11:39.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:39.000 --> 00:11:40.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:40.000 --> 00:11:41.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:41.000 --> 00:11:42.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:42.000 --> 00:11:43.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:43.000 --> 00:11:44.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:44.000 --> 00:11:45.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:45.000 --> 00:11:46.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:46.000 --> 00:11:54.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:54.000 --> 00:11:55.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:55.000 --> 00:11:56.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:56.000 --> 00:11:57.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:57.000 --> 00:11:58.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:58.000 --> 00:11:59.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:11:59.000 --> 00:12:00.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:00.000 --> 00:12:01.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:01.000 --> 00:12:17.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:17.000 --> 00:12:18.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:18.000 --> 00:12:19.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:19.000 --> 00:12:20.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:20.000 --> 00:12:21.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:21.000 --> 00:12:22.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:22.000 --> 00:12:23.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:23.000 --> 00:12:24.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:24.000 --> 00:12:39.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:39.000 --> 00:12:40.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:40.000 --> 00:12:41.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:41.000 --> 00:12:42.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:42.000 --> 00:12:43.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:43.000 --> 00:12:44.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:44.000 --> 00:12:45.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:45.000 --> 00:12:46.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:46.000 --> 00:12:57.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:57.000 --> 00:12:58.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:58.000 --> 00:12:59.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:12:59.000 --> 00:13:00.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:00.000 --> 00:13:01.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:01.000 --> 00:13:02.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:02.000 --> 00:13:03.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:03.000 --> 00:13:04.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:04.000 --> 00:13:18.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:18.000 --> 00:13:19.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:19.000 --> 00:13:20.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:20.000 --> 00:13:21.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:21.000 --> 00:13:22.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:22.000 --> 00:13:23.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:23.000 --> 00:13:24.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:24.000 --> 00:13:25.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:25.000 --> 00:13:34.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:34.000 --> 00:13:35.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:35.000 --> 00:13:36.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:36.000 --> 00:13:37.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:37.000 --> 00:13:38.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:38.000 --> 00:13:39.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:39.000 --> 00:13:40.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
[00:13:40.000 --> 00:13:41.000]  猶太人和中國人的家庭教育和文化都有很多相似的地方
