
[00:00:00.000 --> 00:00:06.440]  那今天我的題目也就像我們在週報上所打的教會是什麼
[00:01:59.800 --> 00:02:03.500]  在聖經裡面最初出現的時候
[00:02:03.500 --> 00:02:05.700]  它的用意是什麼
[00:02:05.700 --> 00:02:09.300]  今天我只拿馬太福音第十六章
[00:02:09.300 --> 00:02:12.300]  跟各位一起分享
[00:02:12.300 --> 00:02:17.500]  下一次我會用別的經文再來跟各位分享
[00:02:17.500 --> 00:02:21.200]  讓我們在幾個主日裡面的信息
[00:02:21.200 --> 00:02:25.100]  我們對教會這個真理可以更全面的了解
[00:02:25.100 --> 00:02:27.800]  無論教會的真意
[00:02:27.800 --> 00:02:30.300]  無論是在教會裡面的實踐
[00:02:30.300 --> 00:02:33.000]  在教會裡面各方面
[00:02:33.000 --> 00:02:35.500]  我能跟各位一起分享
[00:02:35.500 --> 00:02:39.600]  我都會用講臺的信息來跟各位一起分享
[00:02:39.600 --> 00:02:43.800]  所以在我的大綱裡面我就這樣寫到
[00:02:43.800 --> 00:02:45.800]  教會不是
[00:02:45.800 --> 00:02:47.300]  就下面幾個
[00:02:47.300 --> 00:02:49.000]  教會不是什麼呢
[00:02:49.000 --> 00:02:50.900]  教會不是建築物
[00:02:50.900 --> 00:02:53.500]  很多時候我們把
[00:02:53.500 --> 00:02:56.400]  這個教會是我開始的
[00:02:56.400 --> 00:02:59.200]  這個教會是我蓋的
[00:02:59.200 --> 00:03:03.200]  那應該說是教堂是我蓋的
[00:03:03.200 --> 00:03:05.700]  或是教堂是我們蓋的
[00:03:05.700 --> 00:03:08.200]  或是教堂是我們設計的
[00:03:08.200 --> 00:03:12.000]  教堂是我們奉獻
[00:03:12.000 --> 00:03:14.800]  跟教會這個名詞完全不一樣
[00:03:14.800 --> 00:03:18.100]  所以第一個教會不是建築物
[00:03:18.100 --> 00:03:22.400]  不是我們所講的教堂
[00:03:22.400 --> 00:03:27.000]  所以教堂教會是兩個不同的名詞
[00:03:27.000 --> 00:03:32.700]  第二教會不是一般的組織
[00:03:32.700 --> 00:03:35.800]  我們以為教會就是像一個社團一樣
[00:03:35.800 --> 00:03:37.100]  沒有錯
[00:03:37.100 --> 00:03:40.100]  我們聚集在一起就如同社團
[00:03:40.100 --> 00:03:43.900]  可是教會跟社團不一樣
[00:03:43.900 --> 00:03:46.700]  社團有社團的宗旨
[00:03:46.700 --> 00:03:52.500]  教會有永恆、屬靈、神托付的宗旨
[00:03:52.500 --> 00:03:53.200]  沒有錯
[00:03:53.200 --> 00:03:57.400]  我們在座有兩位我們社團的
[00:03:57.400 --> 00:03:59.000]  怎麼說呢
[00:03:59.000 --> 00:04:03.700]  會長在我們當中
[00:04:03.700 --> 00:04:08.700]  可是教會跟一般的社團是不一樣的
[00:04:08.700 --> 00:04:10.000]  一般的社團
[00:04:10.000 --> 00:04:14.000]  可以說律師協會他們社團
[00:04:14.000 --> 00:04:16.200]  大家聚在一起
[00:04:16.200 --> 00:04:19.000]  對學術方面有一些交流
[00:04:19.000 --> 00:04:20.300]  有一些學習
[00:04:20.300 --> 00:04:23.400]  教會不是一般的組織
[00:04:23.400 --> 00:04:26.000]  因為我們會從這段經文看到
[00:04:26.000 --> 00:04:30.100]  教會有神來的使命和旗幟
[00:04:30.100 --> 00:04:32.800]  第三教會不是
[00:04:32.800 --> 00:04:34.700]  我這裡說
[00:04:34.700 --> 00:04:39.000]  不是可以用來達到自己需要的管道
[00:04:39.000 --> 00:04:40.900]  在過去多少年
[00:04:40.900 --> 00:04:44.400]  我看到多少人來到教會的時候
[00:04:44.400 --> 00:04:46.600]  他有特別的目的
[00:04:46.600 --> 00:04:50.300]  尤其最近五年十年
[00:04:50.300 --> 00:04:52.500]  尤其最近五年
[00:04:52.500 --> 00:04:55.300]  很多人來到教會
[00:04:55.300 --> 00:04:57.900]  他想要得到什麼
[00:04:57.900 --> 00:05:01.000]  得到身份
[00:05:01.000 --> 00:05:03.700]  為什麼這樣說呢
[00:05:03.700 --> 00:05:04.800]  來到教會之後
[00:05:04.800 --> 00:05:07.000]  他信主了受洗了
[00:05:07.000 --> 00:05:09.800]  然後他還沒有身份
[00:05:09.800 --> 00:05:12.400]  他就申請居留
[00:05:12.400 --> 00:05:16.300]  那申請居留的時候就用這個理由
[00:05:16.300 --> 00:05:18.000]  假如我回國的話
[00:05:18.000 --> 00:05:22.500]  我會受到宗教的迫害
[00:05:22.500 --> 00:05:24.800]  用這個方式
[00:05:24.800 --> 00:05:29.500]  那曾經我聽到有位同工
[00:05:29.500 --> 00:05:32.300]  所以當有人不是在我們教會
[00:05:32.300 --> 00:05:36.800]  在別的教會用這樣的名稱
[00:05:36.800 --> 00:05:39.800]  送到移民局
[00:05:39.800 --> 00:05:42.300]  然後移民局送到法院
[00:05:42.300 --> 00:05:45.300]  那法官就要來看
[00:05:45.300 --> 00:05:48.700]  所用的理由合不合適
[00:05:48.700 --> 00:05:53.300]  這位弟兄去法院的時候
[00:05:53.300 --> 00:05:56.200]  出庭的時候他以為
[00:05:56.200 --> 00:05:58.500]  法官問他一兩句話
[00:05:58.500 --> 00:06:01.500]  這位某某人是不是你教會的
[00:06:01.500 --> 00:06:04.200]  是不是他是不是來教會
[00:06:04.200 --> 00:06:06.700]  或是他是不是信徒
[00:06:06.700 --> 00:06:09.900]  他以為就問個兩三句話
[00:06:09.900 --> 00:06:11.400]  就了事
[00:06:11.400 --> 00:06:16.200]  沒想到這法官問他
[00:06:16.200 --> 00:06:18.800]  大概有半個小時的時間
[00:06:18.800 --> 00:06:20.700]  問他很多問題
[00:06:20.700 --> 00:06:21.700]  他來的時候
[00:06:21.700 --> 00:06:24.600]  你注意到他通常是坐在哪裡
[00:06:24.600 --> 00:06:26.200]  我們在座知道
[00:06:26.200 --> 00:06:28.400]  通常你坐哪裡就是坐哪裡
[00:06:28.400 --> 00:06:30.100]  不會說今天你坐這邊
[00:06:30.100 --> 00:06:31.900]  下個禮拜他坐後面
[00:06:31.900 --> 00:06:34.100]  再一個禮拜跑到前面
[00:06:34.100 --> 00:06:35.200]  不會的
[00:06:35.200 --> 00:06:37.000]  多半都會有個固定
[00:06:37.000 --> 00:06:38.100]  他問
[00:06:38.100 --> 00:06:39.500]  法官問
[00:06:39.500 --> 00:06:41.600]  他來你們教會信徒
[00:06:41.600 --> 00:06:44.900]  他來教會的時候他坐在哪裡
[00:06:44.900 --> 00:06:47.200]  當然這個教會有兩千人
[00:06:47.200 --> 00:06:49.100]  他不可能問
[00:06:49.100 --> 00:06:52.100]  因為我們中國的教會在Sacramento
[00:06:52.100 --> 00:06:55.300]  也不過一兩百人
[00:06:55.300 --> 00:06:59.300]  剛好那個教會也是一百人左右
[00:06:59.300 --> 00:07:00.700]  坐哪裡
[00:07:00.700 --> 00:07:02.700]  甚至說他來教會的時候
[00:07:02.700 --> 00:07:03.300]  唱詩
[00:07:03.300 --> 00:07:05.100]  你有沒有看到他唱詩
[00:07:05.100 --> 00:07:07.500]  等等這些問題
[00:07:07.500 --> 00:07:10.000]  所以後來他跟我們溝通的時候
[00:07:10.000 --> 00:07:13.300]  他說你要千萬要小心
[00:07:13.300 --> 00:07:15.600]  你不要以為到法院去的時候
[00:07:15.600 --> 00:07:18.300]  法官問你兩三句就完了
[00:07:18.300 --> 00:07:21.000]  問很多問題很多問題
[00:07:21.000 --> 00:07:22.200]  所以我就覺得
[00:07:22.200 --> 00:07:25.800]  有人來到教會是為了身份
[00:07:25.800 --> 00:07:30.100]  有人來到教會是為了工作
[00:07:30.100 --> 00:07:34.000]  有人來到教會是要找房子
[00:07:34.000 --> 00:07:36.800]  曾經有過幾次
[00:07:36.800 --> 00:07:38.800]  從外州打電話給我
[00:07:38.800 --> 00:07:43.000]  我需要在Sacramento找房子
[00:07:43.000 --> 00:07:44.000]  我說你哪裡
[00:07:44.000 --> 00:07:47.400]  我們在哪個教會哪個教會
[00:07:47.400 --> 00:07:49.100]  我說你在這個教會多久
[00:07:49.100 --> 00:07:51.700]  你的教會的牧師是什麼
[00:07:51.700 --> 00:07:53.300]  我多問
[00:07:53.300 --> 00:07:57.900]  只要常到教會的人
[00:07:57.900 --> 00:08:01.100]  你問他牧師是誰
[00:08:01.100 --> 00:08:03.300]  大概可以講得出來
[00:08:03.300 --> 00:08:05.400]  只要你偶爾才去
[00:08:05.400 --> 00:08:07.300]  或是去教會
[00:08:07.300 --> 00:08:09.900]  不是真正在教會裡面融入
[00:08:09.900 --> 00:08:12.600]  你問他牧師叫什麼名字
[00:08:12.600 --> 00:08:16.800]  他答不出來
[00:08:16.800 --> 00:08:20.200]  所以有的人是為了可以找到地方住
[00:08:20.200 --> 00:08:22.200]  找到或是找朋友
[00:08:22.200 --> 00:08:23.700]  有人我來教會
[00:08:23.700 --> 00:08:31.600]  看來看去你們教會的女士長相也不怎麼樣吧
[00:08:31.600 --> 00:08:34.400]  有人是要來找朋友
[00:08:34.400 --> 00:08:40.000]  或是有的女士我來教會都沒看到合適的男朋友
[00:08:40.000 --> 00:08:47.100]  教會不是用來達到自己所需要的目的和管道
[00:08:47.100 --> 00:08:50.600]  因為我要把這些講出來是我有經歷的
[00:08:50.600 --> 00:08:52.900]  我有聽過的
[00:08:52.900 --> 00:08:57.700]  所以我願意在你們面前在這裡重申
[00:08:57.700 --> 00:09:01.500]  教會不是我們所講的教堂
[00:09:01.500 --> 00:09:06.600]  教會也不是一般的社會團體
[00:09:06.600 --> 00:09:11.200]  教會更不是讓我們可以達到
[00:09:11.200 --> 00:09:15.600]  我們要的目的或是身份
[00:09:15.600 --> 00:09:19.500]  可以讓我們得到政治庇護
[00:09:19.500 --> 00:09:21.300]  可以讓我們找到工作
[00:09:21.300 --> 00:09:22.800]  我來教會的時候
[00:09:22.800 --> 00:09:27.500]  我們教會可能有Intel的主管在這裡
[00:09:27.500 --> 00:09:29.700]  我跟他關係好一點
[00:09:29.700 --> 00:09:32.200]  可能就會我來到教會的時候
[00:09:32.200 --> 00:09:37.100]  在州政府某某人是manager
[00:09:37.100 --> 00:09:38.700]  可能我會有
[00:09:38.700 --> 00:09:40.200]  不是為了工作
[00:09:40.200 --> 00:09:42.600]  更是不是為了房租
[00:09:42.600 --> 00:09:45.900]  找到房租之後人找到嗎
[00:09:45.900 --> 00:09:48.900]  他一有朋友人也見不到
[00:09:48.900 --> 00:09:53.600]  更是教會也不是讓你來找對象的地方
[00:09:53.600 --> 00:09:59.400]  當你有這樣錯誤的觀念的時候
[00:09:59.400 --> 00:10:02.200]  我今天就要借助聖經
[00:10:02.200 --> 00:10:05.500]  讓各位明瞭教會是什麼
[00:10:05.500 --> 00:10:08.900]  所以今天我選的經文是在
[00:10:08.900 --> 00:10:11.200]  馬太的第十六章
[00:10:11.200 --> 00:10:14.800]  那這裡主耶穌帶門徒往
[00:10:14.800 --> 00:10:17.000]  蓋薩利亞菲律賓
[00:10:17.000 --> 00:10:18.700]  也換句話說
[00:10:18.700 --> 00:10:22.100]  當主耶穌在地上傳福音
[00:10:22.100 --> 00:10:25.600]  有三年至少三年的時間
[00:10:25.600 --> 00:10:29.200]  最後要上耶路撒冷的時候
[00:10:29.200 --> 00:10:34.700]  祂問門徒一個很重要的問題
[00:10:34.700 --> 00:10:38.200]  主耶穌已經跟門徒相聚
[00:10:38.200 --> 00:10:40.700]  日夜生活在一起
[00:10:40.700 --> 00:10:43.400]  有三年的時間
[00:10:43.400 --> 00:10:46.900]  祂問這個問題
[00:10:46.900 --> 00:10:49.400]  這個問題是什麼
[00:10:49.400 --> 00:10:51.600]  你說
[00:10:51.600 --> 00:10:53.900]  第一個主耶穌問他說
[00:10:53.900 --> 00:10:57.700]  有人
[00:10:57.700 --> 00:11:01.300]  人說我人子是誰
[00:11:01.300 --> 00:11:05.700]  主耶穌就先問這些門徒說
[00:11:05.700 --> 00:11:07.700]  大家其他人
[00:11:07.700 --> 00:11:12.900]  猶太人說我是誰
[00:11:12.900 --> 00:11:16.200]  為什麼主耶穌要問這個問題
[00:11:16.200 --> 00:11:18.700]  在我準備的時候我覺得
[00:11:18.700 --> 00:11:22.500]  我們的信仰是個人化的
[00:11:22.500 --> 00:11:25.900]  我們跟神之間的關係
[00:11:25.900 --> 00:11:34.000]  是我們直接是否跟神有聯繫
[00:11:34.000 --> 00:11:35.300]  有關係
[00:11:35.300 --> 00:11:40.500]  是否在我們的信仰上是否是純正的
[00:11:40.500 --> 00:11:42.500]  所以主耶穌問門徒說
[00:11:42.500 --> 00:11:45.900]  人說我是誰
[00:11:45.900 --> 00:11:48.100]  所以這些門徒說
[00:11:48.100 --> 00:11:49.300]  一般人
[00:11:49.300 --> 00:11:50.600]  這些人就說
[00:11:50.600 --> 00:11:52.300]  你是這位先知
[00:11:52.300 --> 00:11:54.500]  是那個先知
[00:11:54.500 --> 00:12:02.200]  把主耶穌列在先知當中的一位
[00:12:02.200 --> 00:12:05.400]  所以這一般人對主耶穌的認識
[00:12:05.400 --> 00:12:08.800]  當時猶太人對主耶穌的認識
[00:12:08.800 --> 00:12:12.700]  因為主耶穌當時的教導有權柄
[00:12:12.700 --> 00:12:14.900]  當時祂行神蹟
[00:12:14.900 --> 00:12:18.600]  所以人們看主耶穌
[00:12:18.600 --> 00:12:22.800]  大概就像當時的先知一樣
[00:12:22.800 --> 00:12:25.900]  可是主耶穌所要的答案
[00:12:25.900 --> 00:12:31.100]  是你個人認為我是誰
[00:12:31.100 --> 00:12:32.600]  所以這很重要
[00:12:32.600 --> 00:12:35.200]  你個人認為我是誰
[00:12:35.200 --> 00:12:36.800]  今天我們都可以問我
[00:12:36.800 --> 00:12:38.500]  我們自己
[00:12:38.500 --> 00:12:46.700]  我認為耶穌你是誰
[00:12:46.700 --> 00:12:51.100]  多少時候後
[00:12:51.100 --> 00:12:54.100]  我們從一般人的口中
[00:12:54.100 --> 00:12:56.500]  或是從一般Google裡面
[00:12:56.500 --> 00:12:58.500]  我們要去查考聖經
[00:12:58.500 --> 00:13:01.100]  我們要特別的小心
[00:13:01.100 --> 00:13:04.300]  因為我們不曉得那個出處是哪裡
[00:13:04.300 --> 00:13:07.400]  寫的人的背景是什麼
[00:13:07.400 --> 00:13:09.700]  並不表示
[00:13:09.700 --> 00:13:11.900]  你能Google出來的
[00:13:11.900 --> 00:13:14.700]  都一切都是正確
[00:13:14.700 --> 00:13:18.500]  尤其聖誕節這段時間
[00:13:18.500 --> 00:13:23.800]  將要將近聖誕節的這段時間
[00:13:23.800 --> 00:13:27.100]  假如你是從台灣來的話
[00:13:27.100 --> 00:13:30.200]  聖誕節在台灣
[00:13:30.200 --> 00:13:36.500]  他用什麼名稱
[00:13:36.500 --> 00:13:39.700]  他叫耶誕節
[00:13:39.700 --> 00:13:41.200]  耶誕節換句話說
[00:13:41.200 --> 00:13:44.300]  耶穌的誕生
[00:13:44.300 --> 00:13:46.500]  這也沒有錯
[00:13:46.500 --> 00:13:48.300]  可是更準確的
[00:13:48.300 --> 00:13:51.200]  為什麼說聖誕節
[00:13:51.200 --> 00:13:53.100]  你在聖經裡面
[00:13:53.100 --> 00:13:55.800]  當講到神獨一的神的時候
[00:13:55.800 --> 00:13:58.100]  用聖字來講
[00:13:58.100 --> 00:14:00.100]  所以不是一般人
[00:14:00.100 --> 00:14:03.400]  所講到地上的聖人
[00:14:03.400 --> 00:14:07.500]  地上的聖賢
[00:14:07.500 --> 00:14:09.700]  所以不願意稱耶穌
[00:14:09.700 --> 00:14:11.500]  是那唯一的聖者
[00:14:11.500 --> 00:14:13.500]  聖誕節
[00:14:13.500 --> 00:14:15.000]  所以你去Google的話
[00:14:15.000 --> 00:14:17.700]  你所得到的
[00:14:17.700 --> 00:14:20.600]  是會這方面的信息
[00:14:20.600 --> 00:14:22.700]  可是聖經裡面講到
[00:14:22.700 --> 00:14:27.300]  那聖者就那一位
[00:14:27.300 --> 00:14:30.000]  所以當我們說聖誕節的時候
[00:14:30.000 --> 00:14:34.100]  那聖者誕生成為人
[00:14:34.100 --> 00:14:40.600]  那是更加的正確
[00:14:40.600 --> 00:14:42.900]  所以我們的信仰
[00:14:42.900 --> 00:14:45.100]  第一個
[00:14:45.100 --> 00:14:47.900]  是主問我們
[00:14:47.900 --> 00:14:52.600]  你說我是誰
[00:14:52.600 --> 00:14:56.500]  所以在第十六十七節
[00:14:56.500 --> 00:14:58.900]  主耶穌就回答彼得的話
[00:14:58.900 --> 00:15:00.300]  彼得說
[00:15:00.300 --> 00:15:05.800]  你是基督是永生神的兒子
[00:15:05.800 --> 00:15:07.900]  所以彼得回答這麼短的
[00:15:07.900 --> 00:15:13.800]  基督是永生神的兒子
[00:15:13.800 --> 00:15:17.100]  講到基督的時候
[00:15:17.100 --> 00:15:18.900]  彼得已經講出
[00:15:18.900 --> 00:15:23.000]  基督是在舊約所預言的那一位
[00:15:23.000 --> 00:15:24.900]  今天
[00:15:24.900 --> 00:15:27.800]  主耶穌來到地上成就
[00:15:27.800 --> 00:15:31.000]  舊約所一切的預言
[00:15:31.000 --> 00:15:36.100]  都在主耶穌身上應驗
[00:15:36.100 --> 00:15:38.300]  當我們讀舊約的時候
[00:15:38.300 --> 00:15:41.700]  你不會看到基督這個名稱
[00:15:41.700 --> 00:15:43.000]  名詞
[00:15:43.000 --> 00:15:45.800]  都會用Messiah
[00:15:45.800 --> 00:15:47.100]  來到新約的時候
[00:15:47.100 --> 00:15:50.400]  多半會看到基督這個名稱
[00:15:50.400 --> 00:15:53.200]  那這兩個有什麼相同的地方
[00:15:53.200 --> 00:15:55.200]  或是不同的地方
[00:15:55.200 --> 00:15:58.200]  不同的地方是因為
[00:15:58.200 --> 00:16:00.300]  一個是用希伯來文
[00:16:00.300 --> 00:16:02.800]  講到那位受高者
[00:16:02.800 --> 00:16:05.600]  祂是Messiah
[00:16:05.600 --> 00:16:07.700]  在希臘文裡面
[00:16:07.700 --> 00:16:09.700]  那位受高者
[00:16:09.700 --> 00:16:11.600]  用希臘文講的時候
[00:16:11.600 --> 00:16:13.800]  就是基督
[00:16:13.800 --> 00:16:15.500]  雖然是不同的語言
[00:16:15.500 --> 00:16:20.100]  但是所講的所指的是同樣一位
[00:16:20.100 --> 00:16:22.600]  所以西門彼得回答說
[00:16:22.600 --> 00:16:24.100]  你是基督
[00:16:24.100 --> 00:16:26.800]  就是舊約所預言的那一位
[00:16:26.800 --> 00:16:29.800]  就是舊約所講的Messiah
[00:16:29.800 --> 00:16:33.200]  在先知所預言的Messiah那一位
[00:16:33.200 --> 00:16:35.100]  今天你來到地上
[00:16:35.100 --> 00:16:37.000]  我們跟隨你三年
[00:16:37.000 --> 00:16:40.000]  我看到你就是成就
[00:16:40.000 --> 00:16:43.300]  應驗舊約所講的那一位
[00:16:43.300 --> 00:16:44.700]  這是第一點
[00:16:44.700 --> 00:16:45.800]  第二點他說
[00:16:45.800 --> 00:16:50.800]  你是永生神的兒子
[00:16:50.800 --> 00:16:54.000]  這裡帶出
[00:16:54.000 --> 00:16:55.900]  深一層的神學
[00:16:55.900 --> 00:16:58.300]  就是耶穌的誕生
[00:16:58.300 --> 00:17:01.800]  耶穌來到世界
[00:17:01.800 --> 00:17:05.800]  彼得說你是永生神的兒子
[00:17:05.800 --> 00:17:06.900]  換句話說
[00:17:06.900 --> 00:17:12.600]  永生神把耶穌的神性表明出來
[00:17:12.600 --> 00:17:14.400]  是永生神的兒子
[00:17:14.400 --> 00:17:17.900]  就是他道道地地
[00:17:17.900 --> 00:17:19.700]  成為人
[00:17:19.700 --> 00:17:21.500]  來到人間
[00:17:21.500 --> 00:17:23.700]  神的兒子來到人間
[00:17:23.700 --> 00:17:26.000]  所以當彼得這樣回答的時候
[00:17:26.000 --> 00:17:28.400]  主耶穌說
[00:17:28.400 --> 00:17:30.000]  西門巴約拿
[00:17:30.000 --> 00:17:31.600]  你是有福的
[00:17:31.600 --> 00:17:34.700]  這不是屬血肉的只是你的
[00:17:34.700 --> 00:17:43.000]  乃是天上的父只是你的
[00:17:43.000 --> 00:17:48.200]  前陣子我看一個節目
[00:17:48.200 --> 00:17:49.000]  我看的時候
[00:17:49.000 --> 00:17:54.400]  我心裡有一些感受
[00:17:54.400 --> 00:17:57.900]  我也跟各位稍微分享
[00:17:57.900 --> 00:18:00.300]  有時候我看看會看到
[00:18:00.300 --> 00:18:01.700]  周力波秀
[00:18:01.700 --> 00:18:06.400]  這個我不曉得多少人看
[00:18:06.400 --> 00:18:08.100]  好像裡面
[00:18:08.100 --> 00:18:10.000]  他有個節目就是
[00:18:10.000 --> 00:18:15.500]  問觀眾你認為中國的問題出在哪裡
[00:18:15.500 --> 00:18:17.900]  有這樣的一個問題
[00:18:17.900 --> 00:18:21.400]  有一個人就回答了
[00:18:21.400 --> 00:18:23.600]  這個人問周力波
[00:18:23.600 --> 00:18:26.800]  中國的問題出在哪裡
[00:18:26.800 --> 00:18:28.000]  周力波回答
[00:18:28.000 --> 00:18:34.500]  中國人所出的問題是沒有信仰
[00:18:34.500 --> 00:18:36.400]  他的回答是這樣
[00:18:36.400 --> 00:18:38.000]  我聽了之後
[00:18:38.000 --> 00:18:42.700]  我可以說阿門一拜
[00:18:42.700 --> 00:18:45.600]  為什麼我說阿門一拜
[00:18:45.600 --> 00:18:49.100]  當你沒有信仰的時候
[00:18:49.100 --> 00:18:53.100]  你就已經沒有受到約束
[00:18:53.100 --> 00:18:58.000]  你知道你什麼都可以做
[00:18:58.000 --> 00:19:01.600]  可是這不夠完備
[00:19:01.600 --> 00:19:04.500]  我覺得當我們講信仰的時候
[00:19:04.500 --> 00:19:05.800]  你也可以信那個
[00:19:05.800 --> 00:19:07.400]  我也可以信這個
[00:19:07.400 --> 00:19:09.400]  只要信仰對我好
[00:19:09.400 --> 00:19:12.200]  只要信仰對我的人品
[00:19:12.200 --> 00:19:15.300]  對我的道德有幫助
[00:19:15.300 --> 00:19:17.600]  我都說這個信仰好
[00:19:17.600 --> 00:19:19.400]  可是這不夠
[00:19:19.400 --> 00:19:22.300]  我覺得信仰是應該建立在
[00:19:22.300 --> 00:19:25.100]  認識那獨一的真神
[00:19:25.100 --> 00:19:27.000]  你的信仰要建立在
[00:19:27.000 --> 00:19:29.700]  聖經給我們的啟示
[00:19:29.700 --> 00:19:31.700]  你的信仰要建立到
[00:19:31.700 --> 00:19:35.500]  你跟神直接的關係
[00:19:35.500 --> 00:19:38.400]  藉著我們與神直接的關係
[00:19:38.400 --> 00:19:43.200]  我們在聖經裡面所領受的信仰
[00:19:43.200 --> 00:19:47.800]  我們認識道成肉身的那位基督
[00:19:47.800 --> 00:19:53.100]  這個信仰才是值得說有福的
[00:19:53.100 --> 00:19:56.100]  所以主耶穌回答彼得怎麼說
[00:19:56.100 --> 00:20:03.700]  你是有福的
[00:20:03.700 --> 00:20:08.600]  我希望我用這樣的方式來表達
[00:20:08.600 --> 00:20:10.400]  你們可以了解
[00:20:10.400 --> 00:20:11.500]  一般社會
[00:20:11.500 --> 00:20:14.800]  比如像那樣的電視秀裡面說
[00:20:14.800 --> 00:20:16.200]  需要有信仰
[00:20:16.200 --> 00:20:16.900]  很好
[00:20:16.900 --> 00:20:18.200]  人需要有信仰
[00:20:18.200 --> 00:20:19.800]  可是什麼信仰
[00:20:19.800 --> 00:20:24.100]  這是更重要
[00:20:24.100 --> 00:20:25.300]  什麼信仰
[00:20:25.300 --> 00:20:27.300]  今天我們所講的就是
[00:20:27.300 --> 00:20:29.300]  彼得所看見
[00:20:29.300 --> 00:20:31.200]  你是基督
[00:20:31.200 --> 00:20:34.400]  聖經舊約
[00:20:34.400 --> 00:20:37.200]  一千年所預言的
[00:20:37.200 --> 00:20:39.800]  一千多年所預言的那位
[00:20:39.800 --> 00:20:43.700]  今天來到世上
[00:20:43.700 --> 00:20:47.100]  今天所跟隨的
[00:20:47.100 --> 00:20:49.000]  是完全的神
[00:20:49.000 --> 00:20:52.700]  也是完全的人
[00:20:52.700 --> 00:20:58.800]  所以第二點我們來看
[00:20:58.800 --> 00:21:02.600]  教會是第二點
[00:21:02.600 --> 00:21:06.000]  主自己建造在磐石上
[00:21:06.000 --> 00:21:12.300]  大綱的第二點
[00:21:12.300 --> 00:21:14.100]  所以在這一段裡面
[00:21:14.100 --> 00:21:15.500]  主耶穌說
[00:21:15.500 --> 00:21:16.900]  你是彼得
[00:21:16.900 --> 00:21:23.000]  我要把我的教會建造在這磐石上
[00:21:23.000 --> 00:21:26.100]  我們對教會第二點的認識
[00:21:26.100 --> 00:21:30.000]  沒有一個人可以建造教會
[00:21:30.000 --> 00:21:32.400]  你我可以建造教堂
[00:21:32.400 --> 00:21:34.700]  沒有一個人可以建造教會
[00:21:34.700 --> 00:21:36.300]  教會的建造
[00:21:36.300 --> 00:21:39.500]  是主耶穌自己的建造
[00:21:39.500 --> 00:21:41.400]  你我的信主
[00:21:41.400 --> 00:21:44.100]  是神自己的啟示
[00:21:44.100 --> 00:21:50.600]  人把神的真理傳達出來
[00:21:50.600 --> 00:21:53.100]  神的救恩臨到你
[00:21:53.100 --> 00:21:56.800]  你願意打開心門接受主
[00:21:56.800 --> 00:21:58.300]  所以主耶穌說
[00:21:58.300 --> 00:22:02.000]  我要把我的教會
[00:22:02.000 --> 00:22:04.200]  教會是屬主的
[00:22:04.200 --> 00:22:06.800]  教會不是屬任何一個人的
[00:22:06.800 --> 00:22:09.300]  不管哪一個教會
[00:22:09.300 --> 00:22:12.200]  屬神的教會
[00:22:12.200 --> 00:22:15.200]  沒有屬任何一個人
[00:22:15.200 --> 00:22:16.700]  不是屬我
[00:22:16.700 --> 00:22:19.200]  也不是屬任何的團體
[00:22:19.200 --> 00:22:22.800]  也不是屬董事會的主席
[00:22:22.800 --> 00:22:23.900]  等等
[00:22:23.900 --> 00:22:25.000]  主說
