
[00:00:00.000 --> 00:00:04.920]  今天我們要繼續講我們《聖經可信媽》系列
[00:02:34.480 --> 00:02:38.760]  聖經和科學究竟有什麼分別
[00:02:38.760 --> 00:02:40.480]  聖經是真理
[00:02:40.480 --> 00:02:42.480]  是絕對的真理
[00:02:42.480 --> 00:02:44.080]  什麼是真理
[00:02:44.080 --> 00:02:47.000]  真理就是永遠不會改變
[00:02:47.000 --> 00:02:49.520]  聖經是永遠不會改變
[00:02:49.520 --> 00:02:50.960]  一百年前的聖經
[00:02:50.960 --> 00:02:52.760]  一千年前的聖經
[00:02:52.760 --> 00:02:56.280]  聖經裏面所說的真理永遠不會改變
[00:02:56.280 --> 00:02:59.520]  就像我在這個系列裏跟大家說
[00:02:59.520 --> 00:03:03.120]  我說幾千年前的聖經的原稿
[00:03:03.120 --> 00:03:06.640]  和我們手上的聖經相差無幾
[00:03:06.640 --> 00:03:09.160]  永遠是一致的
[00:03:09.160 --> 00:03:11.520]  這就是神的真理
[00:03:11.520 --> 00:03:15.320]  科學是不斷地改變的
[00:03:15.320 --> 00:03:17.680]  一千年前的科學
[00:03:17.680 --> 00:03:19.840]  你不要說一千年前的科學
[00:03:19.840 --> 00:03:22.320]  一百年前的科學都很不同
[00:03:22.320 --> 00:03:24.640]  十幾年前的科學書
[00:03:24.640 --> 00:03:29.240]  和我們現在的科學書已經完全不同了
[00:03:29.240 --> 00:03:31.960]  我們不妨舉一個例子
[00:03:31.960 --> 00:03:36.520]  就是物質最基本的元素Atom
[00:03:36.520 --> 00:03:40.840]  一位希臘的哲學家Democritus
[00:03:40.840 --> 00:03:43.080]  在公元前的四百年
[00:03:43.080 --> 00:03:48.480]  他已經用原子來形容物質最基本的單位
[00:03:48.480 --> 00:03:52.000]  在二千多年之後
[00:03:52.000 --> 00:03:53.760]  一九零四年
[00:03:53.760 --> 00:03:56.360]  有個叫John Thomson的
[00:03:56.360 --> 00:04:02.480]  他發現了一個模型給原子
[00:04:02.480 --> 00:04:08.560]  原子其實就是一些正電極的物質在中間
[00:04:08.560 --> 00:04:12.360]  被一些負電極的電子包圍着
[00:04:12.360 --> 00:04:14.160]  再經過七年
[00:04:14.160 --> 00:04:16.320]  Rutherford和Bohr
[00:04:16.320 --> 00:04:18.680]  兩個是科學家
[00:04:18.680 --> 00:04:22.280]  他們說其實原子就好像一個太陽系一樣
[00:04:22.280 --> 00:04:26.080]  好像太陽在中間有星球圍着來轉
[00:04:26.080 --> 00:04:29.160]  原子就是中間有一個核子
[00:04:29.160 --> 00:04:33.720]  四周圍有電子圍着它來轉
[00:04:33.720 --> 00:04:38.800]  又經過八年、一九、一九年Rutherford同一位科學家
[00:04:38.800 --> 00:04:42.160]  他發現了由質子就是proton
[00:04:42.160 --> 00:04:45.520]  proton是正電極的
[00:04:45.520 --> 00:04:50.360]  在1932年Chadwick他又發現有neutrons
[00:04:50.360 --> 00:04:54.640]  就是中子沒有電極是中和的
[00:04:54.640 --> 00:04:57.880]  於是他們又改良了他們的模型
[00:04:57.880 --> 00:05:05.480]  說其實核子就是由質子和中子來組成
[00:05:05.480 --> 00:05:07.160]  所以是正電極
[00:05:07.160 --> 00:05:10.960]  被一些電子包圍着
[00:05:10.960 --> 00:05:14.960]  這個就是我自己讀中學和讀大學
[00:05:14.960 --> 00:05:17.480]  那時候所說的原子
[00:05:17.480 --> 00:05:25.720]  現在科學家近年來做了很多很強烈的加速機
[00:05:25.720 --> 00:05:28.560]  加速機是怎麼來做的
[00:05:28.560 --> 00:05:33.160]  是用超導體superconductor來帶領
[00:05:33.160 --> 00:05:34.960]  我以前就做很多實驗
[00:05:34.960 --> 00:05:39.280]  我是做superconductor的研究
[00:05:39.280 --> 00:05:44.760]  這些超導體可以帶領火車走得很快很快
[00:05:44.760 --> 00:05:48.120]  在中國和日本都有超導體的火車
[00:05:48.120 --> 00:05:50.920]  美國就不用
[00:05:50.920 --> 00:05:54.120]  與其帶領一架火車走得這麼快
[00:05:54.120 --> 00:05:57.400]  你可以用超導體的車
[00:05:57.400 --> 00:06:02.920]  來帶領電子或者質子
[00:06:02.920 --> 00:06:07.200]  來帶領兩個質子或者一架中子
[00:06:07.200 --> 00:06:09.040]  走得很快很快
[00:06:09.040 --> 00:06:12.400]  接近光速的時候將那兩個撞在一起
[00:06:12.400 --> 00:06:15.680]  撞散它看看裏面有什麼
[00:06:15.680 --> 00:06:19.640]  很多人說其實這個方法是很愚蠢的
[00:06:19.640 --> 00:06:24.400]  如果你想知道奴隸士標裏面有什麼零件怎麼做
[00:06:24.400 --> 00:06:26.520]  你買兩個奴隸士標回來
[00:06:26.520 --> 00:06:28.480]  不斷撞
[00:06:28.480 --> 00:06:30.400]  撞到兩個標都破了
[00:06:30.400 --> 00:06:37.280]  爆出裏面的零件
[00:06:37.280 --> 00:06:39.280]  那你就知道里面有什麼
[00:06:39.280 --> 00:06:41.520]  你說這個方法多笨
[00:06:41.520 --> 00:06:44.040]  原來法國裏面有什麼
[00:06:44.040 --> 00:06:46.800]  原來法國照着基本的模型
[00:06:46.800 --> 00:06:50.680]  是有12色的Phermion 肺米子
[00:06:50.680 --> 00:06:51.560]  是什麼
[00:06:51.560 --> 00:06:53.400]  有六種的夸克
[00:06:53.400 --> 00:06:55.360]  有六種的氫子
[00:06:55.360 --> 00:06:59.400]  還有12種的波式子就是Boson
[00:06:59.400 --> 00:07:03.280]  再加上其他的亞原子
[00:07:03.280 --> 00:07:05.840]  一共證實現在所有的是
[00:07:05.840 --> 00:07:11.200]  36種亞原子在樹原子裏面
[00:07:11.200 --> 00:07:17.360]  跟我們一百年前所說的原子是完全不同的
[00:07:17.360 --> 00:07:21.600]  一百多年前的科學家都以爲自己已經明白
[00:07:21.600 --> 00:07:24.360]  物質最基本的構造是怎麼樣
[00:07:24.360 --> 00:07:25.920]  原子是怎麼樣
[00:07:25.920 --> 00:07:27.680]  現在才知道
[00:07:27.680 --> 00:07:30.680]  原來只知道一些的皮毛
[00:07:30.680 --> 00:07:33.880]  科學就是不斷地在樹改變
[00:07:33.880 --> 00:07:38.880]  聖經是永遠不會改變
[00:07:38.880 --> 00:07:40.440]  但是有人說
[00:07:40.440 --> 00:07:42.280]  咦 越來越改變就好了
[00:07:42.280 --> 00:07:45.160]  越來越接近真理了
[00:07:45.160 --> 00:07:47.640]  知道真相是怎麼樣
[00:07:47.640 --> 00:07:50.440]  有個天文學家叫做Capler
[00:07:50.440 --> 00:07:52.240]  他也曾經說過
[00:07:52.240 --> 00:07:55.520]  他說神是用祂自己的形象來造人
[00:07:55.520 --> 00:07:58.680]  所以我們是可以分享神的思維
[00:07:58.680 --> 00:08:01.920]  是能夠明白大自然的規律
[00:08:01.920 --> 00:08:06.360]  是 你是可以越來越接近真理 真相
[00:08:06.360 --> 00:08:10.600]  但是可能需要無限期這麼長的時間
[00:08:10.600 --> 00:08:12.680]  來接近真理
[00:08:12.680 --> 00:08:16.200]  聖經一直都是不會改變
[00:08:16.200 --> 00:08:19.440]  其實科學是可以分開兩個部分
[00:08:19.440 --> 00:08:22.480]  一個部分是可以觀察的科學
[00:08:22.480 --> 00:08:24.160]  觀察性的科學
[00:08:24.160 --> 00:08:26.960]  另外一面就是不能夠觀察的
[00:08:26.960 --> 00:08:29.480]  這個是歷史性的科學
[00:08:29.480 --> 00:08:31.800]  觀察性的科學是什麼
[00:08:31.800 --> 00:08:34.520]  你在實驗室裏面做實驗
[00:08:34.520 --> 00:08:37.280]  你能夠發現一些理論
[00:08:37.280 --> 00:08:41.000]  然後你再做實驗來證實它
[00:08:41.000 --> 00:08:45.080]  重複的實驗來證實你所說的理論
[00:08:45.080 --> 00:08:47.000]  這個就好像我們剛纔看到
[00:08:47.000 --> 00:08:51.640]  你將兩個質子、電子撞在一起
[00:08:51.640 --> 00:08:54.000]  然後看看裏面有什麼東西
[00:08:54.000 --> 00:08:56.200]  這個是可以觀察的
[00:08:56.200 --> 00:08:57.840]  不能夠觀察的呢
[00:08:57.840 --> 00:08:59.640]  以往發生的事
[00:08:59.640 --> 00:09:02.080]  這個宇宙是怎麼誕生的
[00:09:02.080 --> 00:09:05.440]  裏面的萬有生物是怎麼來的
[00:09:05.440 --> 00:09:08.160]  這些你不可以看到的
[00:09:08.160 --> 00:09:11.360]  有人說我們可以在實驗室裏做實驗
[00:09:11.360 --> 00:09:16.560]  來複制宇宙的開始是怎麼樣的
[00:09:16.560 --> 00:09:20.760]  但問題是你怎麼知道當時的環境是怎麼樣的
[00:09:20.760 --> 00:09:21.920]  你做一個實驗
[00:09:21.920 --> 00:09:24.160]  環境是很重要的
[00:09:24.160 --> 00:09:26.400]  當你的環境不對的時候
[00:09:26.400 --> 00:09:29.520]  你做出來的實驗都是錯的
[00:09:29.520 --> 00:09:30.720]  你想想
[00:09:30.720 --> 00:09:33.120]  尚且你能夠觀察的科學
[00:09:33.120 --> 00:09:34.880]  原子的構造
[00:09:34.880 --> 00:09:38.880]  科學家已經不能夠完全掌握到目前爲止
[00:09:38.880 --> 00:09:41.080]  你不要說這些歷史的科學
[00:09:41.080 --> 00:09:44.320]  你根本是看不到你不能夠觀察的
[00:09:44.320 --> 00:09:49.600]  更加是不能夠明白
[00:09:49.600 --> 00:09:53.200]  我們不妨先看看這個宇宙的創造
[00:09:53.200 --> 00:09:56.080]  現在一般的科學家都認爲
[00:09:56.080 --> 00:09:59.000]  大爆炸The Big Bang Theory
[00:09:59.000 --> 00:10:03.800]  就是宇宙是怎麼形成的
[00:10:03.800 --> 00:10:05.400]  其實在這個之前
[00:10:05.400 --> 00:10:08.000]  在二十世紀的中葉
[00:10:08.000 --> 00:10:10.200]  直到二十世紀的中葉
[00:10:10.200 --> 00:10:13.800]  那些科學家都相信這個宇宙是永遠長存
[00:10:13.800 --> 00:10:15.560]  一向都存在的
[00:10:15.560 --> 00:10:17.760]  爲什麼他們會這麼想
[00:10:17.760 --> 00:10:21.720]  原因就是熱學的兩條定例
[00:10:21.720 --> 00:10:25.160]  我以前讀主科就是讀熱學
[00:10:25.160 --> 00:10:26.960]  兩條的定例是講什麼
[00:10:26.960 --> 00:10:28.520]  第一個定例
[00:10:28.520 --> 00:10:30.800]  就是說物質是守恆的
[00:10:30.800 --> 00:10:32.920]  conservation of mass
[00:10:32.920 --> 00:10:35.800]  你不能夠突然間多了一些物質
[00:10:35.800 --> 00:10:37.640]  突然間少了一些物質
[00:10:37.640 --> 00:10:39.680]  是conserve的
[00:10:39.680 --> 00:10:42.120]  愛因斯坦又有一條定例
[00:10:42.120 --> 00:10:44.600]  是我們香港人很喜歡的
[00:10:44.600 --> 00:10:46.760]  E等於MCC
[00:10:46.760 --> 00:10:47.640]  MCC是什麼
[00:10:47.640 --> 00:10:49.640]  我們經常都說蒙茶茶
[00:10:49.640 --> 00:10:52.120]  蒙茶茶就是MCC
[00:10:52.120 --> 00:10:54.400]  其實這一條的定例是講什麼
[00:10:54.400 --> 00:10:57.320]  E是energy M是mass
[00:10:57.320 --> 00:11:01.800]  所以能源和物質亦都可以互相變動
[00:11:01.800 --> 00:11:03.120]  能源可以變成物質
[00:11:03.120 --> 00:11:05.160]  物質可以變成能源
[00:11:05.160 --> 00:11:07.760]  所以不單止是conservation of mass
[00:11:07.760 --> 00:11:10.000]  也是conservation of energy
[00:11:10.000 --> 00:11:13.960]  物質和能源不能夠加多或者減少
[00:11:13.960 --> 00:11:17.360]  爲什麼科學家那麼喜歡說這個宇宙
[00:11:17.360 --> 00:11:20.680]  以前說這個宇宙是永遠長存
[00:11:20.680 --> 00:11:23.320]  不用解釋在哪裏來
[00:11:23.320 --> 00:11:29.880]  永遠存在就不會違反熱學的第一定律
[00:11:29.880 --> 00:11:32.520]  但是問題就是
[00:11:32.520 --> 00:11:36.480]  和第二定律開始有矛盾了
[00:11:36.480 --> 00:11:38.760]  熱學又有第二個定律
[00:11:38.760 --> 00:11:40.800]  第二個定律是講什麼
[00:11:40.800 --> 00:11:43.040]  第二個定律是說
[00:11:43.040 --> 00:11:48.480]  熱流熱能是從高溫流到低溫
[00:11:48.480 --> 00:11:52.160]  你說和創造有什麼關係
[00:11:52.160 --> 00:11:53.760]  講個例子
[00:11:53.760 --> 00:11:55.960]  如果你進入一間屋裏
[00:11:55.960 --> 00:11:58.200]  你發覺裏面有個茶杯
[00:11:58.200 --> 00:12:01.840]  茶杯裏面的水已經涼了
[00:12:01.840 --> 00:12:04.800]  和四周的氣溫一模一樣
[00:12:04.800 --> 00:12:07.960]  你知不知道多久之前有人來過
[00:12:07.960 --> 00:12:10.640]  你不能夠知道
[00:12:10.640 --> 00:12:15.440]  這個茶杯可能和這間屋在一起與生俱來
[00:12:15.440 --> 00:12:18.480]  可能是建築工人留下了這個茶杯
[00:12:18.480 --> 00:12:22.880]  和這間屋是一樣的年代和歷史
[00:12:22.880 --> 00:12:24.920]  你不能夠知道
[00:12:24.920 --> 00:12:26.640]  但是如果你進入這間屋裏
[00:12:26.640 --> 00:12:30.480]  你發覺這茶杯還是熱的
[00:12:30.480 --> 00:12:35.000]  你就知道很新近有人來過
[00:12:35.000 --> 00:12:39.800]  所以熱學第二個理論就是說
[00:12:39.800 --> 00:12:42.760]  如果你看到現在這個宇宙
[00:12:42.760 --> 00:12:45.080]  太陽還是這麼猛烈
[00:12:45.080 --> 00:12:47.400]  還是有火山爆發
[00:12:47.400 --> 00:12:50.080]  我們的氣溫還是這麼熱
[00:12:50.080 --> 00:12:53.920]  你就知道這個宇宙是有個開始
[00:12:53.920 --> 00:12:56.920]  如果是永遠長存的這個宇宙
[00:12:56.920 --> 00:12:59.320]  氣溫會去到多少
[00:12:59.320 --> 00:13:02.680]  去到外太空宇宙的氣溫
[00:13:02.680 --> 00:13:07.080]  外太空宇宙的氣溫是有多大
[00:13:07.080 --> 00:13:10.400]  NASA曾經是送過一隻人造衛星上去
[00:13:10.400 --> 00:13:11.600]  叫做COBY
[00:13:11.600 --> 00:13:16.280]  就是專門量度這個宇宙的背景的氣溫是多少
[00:13:16.280 --> 00:13:18.840]  零下270度
[00:13:18.840 --> 00:13:21.080]  我以前做很多的實驗都是
[00:13:21.080 --> 00:13:23.560]  超過零下270度
[00:13:23.560 --> 00:13:25.080]  很冷很冷
[00:13:25.080 --> 00:13:29.120]  零度已經是可以使事物結冰的
[00:13:29.120 --> 00:13:31.080]  零下270度
[00:13:31.080 --> 00:13:32.640]  你想想有多冷
[00:13:32.640 --> 00:13:35.160]  你看看現在我們還沒有結冰
[00:13:35.160 --> 00:13:37.600]  所以這個宇宙是有一個開始
[00:13:37.600 --> 00:13:40.880]  這個就是熱學的第二理論告訴我們
[00:13:40.880 --> 00:13:43.800]  所以在1920年
[00:13:43.800 --> 00:13:48.440]  有一個芝加哥的天文學家叫做Edwin Hubble
[00:13:48.440 --> 00:13:49.800]  Edwin Hubble
[00:13:49.800 --> 00:13:52.280]  他是用很強烈的望遠鏡
[00:13:52.280 --> 00:13:57.400]  他知道所有的星河都在離開我們
[00:13:57.400 --> 00:14:00.360]  如果宇宙在膨脹的話
[00:14:00.360 --> 00:14:03.960]  你在當中其中一個部分是我們的地球
[00:14:03.960 --> 00:14:07.400]  是不是好像所有的星河都在離開我們
[00:14:07.400 --> 00:14:11.120]  而且離開我們的速度是越來越快
[00:14:11.120 --> 00:14:15.600]  所以科學家說這個宇宙正在膨脹
[00:14:15.600 --> 00:14:19.520]  根據愛因斯坦的相對定律
[00:14:19.520 --> 00:14:22.680]  你就可以將一切來複原
[00:14:22.680 --> 00:14:24.320]  既然正在膨脹
[00:14:24.320 --> 00:14:28.200]  你可以說以前是將它收縮收縮
[00:14:28.200 --> 00:14:30.120]  收縮到一點
[00:14:30.120 --> 00:14:32.520]  很高密度的一粒粒子
[00:14:32.520 --> 00:14:36.520]  整個宇宙就是這粒粒子爆出來
[00:14:36.520 --> 00:14:39.680]  這個就是大爆炸的理論
[00:14:39.680 --> 00:14:43.520]  但是大爆炸的理論有它的問題
[00:14:43.520 --> 00:14:47.760]  我今天只有時間跟大家講兩個問題
[00:14:47.760 --> 00:14:49.320]  第一個問題就是
[00:14:49.320 --> 00:14:53.320]  這個宇宙的開始是一個數學的奇點
[00:14:53.320 --> 00:14:55.600]  Singularity point
[00:14:55.600 --> 00:14:59.840]  以前我們寫電腦程序的時候來計數
[00:14:59.840 --> 00:15:03.760]  最怕就是計算一下突然爆炸
[00:15:03.760 --> 00:15:06.200]  Divided by zero
[00:15:06.200 --> 00:15:07.280]  除零的時候
[00:15:07.280 --> 00:15:12.520]  任何的數字除零就是會出現數學的奇點
[00:15:12.520 --> 00:15:17.400]  既然我們電腦的程序出現數學的奇點
[00:15:17.400 --> 00:15:19.360]  是計錯數的話
[00:15:19.360 --> 00:15:23.080]  而這個理論的開始就是一個數學的奇點
[00:15:23.080 --> 00:15:25.640]  不用說了
[00:15:25.640 --> 00:15:30.520]  愛因斯坦其實它不是那麼贊成大爆炸的理論
[00:15:30.520 --> 00:15:32.680]  原因就是有這個數學的奇點
[00:15:32.680 --> 00:15:33.760]  我相信
[00:15:33.760 --> 00:15:36.640]  因爲它以前計數曾經計錯過
[00:15:36.640 --> 00:15:38.160]  被先生罵它
[00:15:38.160 --> 00:15:40.960]  就是計到有個數學的奇點
[00:15:40.960 --> 00:15:45.440]  所以它一向對數學奇點的理論是有反感
[00:15:45.440 --> 00:15:47.480]  第二個問題是什麼
[00:15:47.480 --> 00:15:51.480]  我們要不違反這個熱學的第一理論
[00:15:51.480 --> 00:15:52.440]  第一個定律
[00:15:52.440 --> 00:15:56.080]  就是不能夠物質從無變有
[00:15:56.080 --> 00:15:57.760]  所以這些科學家說
[00:15:57.760 --> 00:15:59.920]  是由一點爆出來
[00:15:59.920 --> 00:16:05.200]  爆出來的物質是有相同的反物質
[00:16:05.200 --> 00:16:07.360]  物質和反物質加在一起
[00:16:07.360 --> 00:16:09.920]  又變回零又變回真空
[00:16:09.920 --> 00:16:14.200]  那我沒有違反熱學的第一理論
[00:16:14.200 --> 00:16:16.160]  但問題在哪裏
[00:16:16.160 --> 00:16:19.920]  現在你看到世界上那麼多的物質
[00:16:19.920 --> 00:16:22.600]  你有沒有見到反物質
[00:16:22.600 --> 00:16:26.360]  在樹實驗室是做到反物質的
[00:16:26.360 --> 00:16:30.320]  在宇宙的某些部分有很少很少的反物質
[00:16:30.320 --> 00:16:32.480]  但是你看到那麼多的物質
[00:16:32.480 --> 00:16:35.280]  纔有那麼少的反物質
[00:16:35.280 --> 00:16:36.760]  如果真的有反物質
[00:16:36.760 --> 00:16:41.040]  和物質加在一起又變回真空
[00:16:41.040 --> 00:16:44.760]  所以這個理論是有它的問題
[00:16:44.760 --> 00:16:47.880]  我不會奇怪50年後
[00:16:47.880 --> 00:16:50.120]  甚至是10年20年後
[00:16:50.120 --> 00:16:53.760]  這個大爆炸的理論是會被淘汰
[00:16:53.760 --> 00:16:57.800]  或者是會被代替了
[00:16:57.800 --> 00:16:59.920]  其中有一個科學家
[00:16:59.920 --> 00:17:05.880]  他現在正在找代替大爆炸理論的理論
[00:17:05.880 --> 00:17:08.400]  這個就是Roger Penrose
[00:17:08.400 --> 00:17:10.880]  Roger Penrose是2020年的
[00:17:10.880 --> 00:17:14.960]  諾貝爾物理學的得獎人
[00:17:14.960 --> 00:17:17.400]  他是一個很出名的人
[00:17:17.400 --> 00:17:19.640]  我們所認識的是誰
[00:17:19.640 --> 00:17:21.240]  博金
[00:17:21.240 --> 00:17:22.640]  Stephen Hawking
[00:17:22.640 --> 00:17:24.320]  就是那個坐在輪椅上
[00:17:24.320 --> 00:17:26.880]  高科技的教授
[00:17:26.880 --> 00:17:28.760]  他現在已經去世了
[00:17:28.760 --> 00:17:30.000]  1966年
[00:17:30.000 --> 00:17:33.760]  當Stephen Hawking正在考他的博士的時候
[00:17:33.760 --> 00:17:36.640]  其中他一個指導教授
[00:17:36.640 --> 00:17:38.840]  就是Roger Penrose
[00:17:38.840 --> 00:17:41.280]  所以這個人是非常聰明
[00:17:41.280 --> 00:17:44.800]  非常認識大爆炸這個理論
[00:17:44.800 --> 00:17:46.200]  他說大爆炸
[00:17:46.200 --> 00:17:47.760]  首先我要說的是
[00:17:47.760 --> 00:17:50.960]  這個Roger Penrose又不是基督徒
[00:17:50.960 --> 00:17:55.400]  又是一個agnostic的科學家
[00:17:55.400 --> 00:17:57.760]  他說這個大爆炸的理論
[00:17:57.760 --> 00:18:00.600]  大爆炸要自動來發生
[00:18:00.600 --> 00:18:03.400]  機會未知又未
[00:18:03.400 --> 00:18:06.240]  未到有多少
[00:18:06.240 --> 00:18:14.800]  是1除10的10次方的123次方
[00:18:14.800 --> 00:18:17.320]  我不是說東西說到漏口
[00:18:17.320 --> 00:18:19.520]  這個數字說了兩個10
[00:18:19.520 --> 00:18:21.280]  說了兩個次方出來
[00:18:21.280 --> 00:18:23.600]  是這個數字很難說的
[00:18:23.600 --> 00:18:26.240]  這個數字的底數是10
[00:18:26.240 --> 00:18:30.840]  它的指數是10^123
[00:18:30.840 --> 00:18:35.240]  你想想是多小的一個可能性
[00:18:35.240 --> 00:18:36.960]  我又要說回頭
[00:18:36.960 --> 00:18:40.320]  爲什麼他說是那麼不容易發生
[00:18:40.320 --> 00:18:43.360]  原因因爲這個大爆炸論說
[00:18:43.360 --> 00:18:46.520]  這個宇宙越來越膨脹
[00:18:46.520 --> 00:18:49.200]  正好似熱學的第二理論
[00:18:49.200 --> 00:18:53.880]  說物質系統裏面變得越來越凌亂
[00:18:53.880 --> 00:18:55.160]  越來越亂
[00:18:55.160 --> 00:18:57.160]  越來越膨脹
[00:18:57.160 --> 00:19:01.240]  我們導熱學的人是怎麼樣來量度有多亂
[00:19:01.240 --> 00:19:03.040]  是用entropy
[00:19:03.040 --> 00:19:04.080]  傷
[00:19:04.080 --> 00:19:07.280]  火字邊造的傷液的傷
[00:19:07.280 --> 00:19:11.040]  這個entropy越大越凌亂
[00:19:11.040 --> 00:19:14.960]  越小越有規則越有組織
[00:19:14.960 --> 00:19:17.520]  所以這個宇宙越來越膨脹的時候
[00:19:17.520 --> 00:19:19.320]  傷就越來越大
[00:19:19.320 --> 00:19:21.400]  但是你走回頭只剩下一粒
[00:19:21.400 --> 00:19:22.920]  只剩下一粒粒子
[00:19:22.920 --> 00:19:26.120]  傷就是最低點
[00:19:26.120 --> 00:19:28.040]  但是熱學來看
[00:19:28.040 --> 00:19:30.400]  很快就進入equilibrium
[00:19:30.400 --> 00:19:32.840]  很快就到達平衡
[00:19:32.840 --> 00:19:34.320]  我們讀熱學就知道
[00:19:34.320 --> 00:19:36.960]  任何的系統去到平衡
[00:19:36.960 --> 00:19:38.200]  去到equilibrium
[00:19:38.200 --> 00:19:40.640]  傷就是最高的
[00:19:40.640 --> 00:19:43.280]  所以這裏有一個很大的矛盾
[00:19:43.280 --> 00:19:45.280]  就是熱學來看傷是最高
[00:19:45.280 --> 00:19:46.720]  entropy是最高
[00:19:46.720 --> 00:19:48.600]  你萬有引力來看
[00:19:48.600 --> 00:19:50.040]  傷是最低
[00:19:50.040 --> 00:19:52.040]  回到一粒粒子
[00:19:52.040 --> 00:19:55.720]  所以他說這個是無可能自然可以發生的
[00:19:55.720 --> 00:19:57.560]  如果這樣都能夠發生
[00:19:57.560 --> 00:20:00.800]  背後是有一個智能的創造者
[00:20:00.800 --> 00:20:04.160]  因爲他不是一個基督徒
[00:20:04.160 --> 00:20:06.080]  所以他說智能的創造者
[00:20:06.080 --> 00:20:10.240]  其實我們來說就是一個造物者
[00:20:10.240 --> 00:20:12.640]  你說這樣就好了
[00:20:12.640 --> 00:20:15.200]  這個理論證實了有神
[00:20:15.200 --> 00:20:18.480]  你又說大爆炸論不好
[00:20:18.480 --> 00:20:23.000]  是 宇宙的誕生背後是有一個創造者
[00:20:23.000 --> 00:20:28.920]  但這個創造者不需要用大爆炸來創造這個宇宙
[00:20:28.920 --> 00:20:31.080]  這個就是不同的地方
[00:20:31.080 --> 00:20:32.520]  聖經說什麼
[00:20:32.520 --> 00:20:34.920]  詩篇的三十三篇第六節
[00:20:34.920 --> 00:20:37.960]  「諸天直着耶和華的名而造
[00:20:37.960 --> 00:20:41.400]  萬象直着他口中的氣而成」
[00:20:41.400 --> 00:20:44.520]  神說有就有 神說立就立
[00:20:44.520 --> 00:20:46.600]  你這個大爆炸的理論
[00:20:46.600 --> 00:20:49.400]  是要經過照夫學家說
[00:20:49.400 --> 00:20:51.240]  一百三十億年
[00:20:51.240 --> 00:20:54.760]  慢慢才變得適合人來居住
[00:20:54.760 --> 00:20:57.600]  但是神說立就立 有就有
[00:20:57.600 --> 00:20:59.920]  不需要等那麼久
[00:20:59.920 --> 00:21:01.680]  剛纔我們所讀的經文
[00:21:01.680 --> 00:21:03.920]  希伯來書的三章四節
[00:21:03.920 --> 00:21:06.440]  因爲房屋必有人建造
[00:21:06.440 --> 00:21:09.280]  但建造萬物的就是神
