
[00:00:00.000 --> 00:00:03.800]  謝謝大家聽到伊廷子會的分享
[00:02:36.280 --> 00:02:40.680]  他幻想到或者他經驗到的一個感受就是
[00:02:40.680 --> 00:02:43.000]  那些其他的婦女
[00:02:43.000 --> 00:02:45.320]  她的身體裡面壞的
[00:02:45.320 --> 00:02:46.680]  是一個天使
[00:02:46.680 --> 00:02:48.120]  是一個嬰兒
[00:02:48.120 --> 00:02:49.840]  她自己體內壞的
[00:02:49.840 --> 00:02:50.880]  是一隻惡魔
[00:02:50.880 --> 00:02:54.080]  是會蠶食她自己身體的
[00:02:54.080 --> 00:02:59.000]  好像懷孕和患癌
[00:02:59.000 --> 00:03:01.320]  好像是有一些共通之處
[00:03:01.320 --> 00:03:02.840]  正正就是因為這樣
[00:03:02.840 --> 00:03:06.680]  我就想起聖經裡面的一個婦女
[00:03:06.680 --> 00:03:09.680]  她就是瑪麗亞
[00:03:09.680 --> 00:03:11.920]  我思考到瑪麗亞的時候
[00:03:11.920 --> 00:03:13.720]  我就記憶起
[00:03:13.720 --> 00:03:16.000]  我當年在大尊的詩班裡面
[00:03:16.000 --> 00:03:19.720]  唱過一首歌叫做《童貞女你可知》
[00:03:19.720 --> 00:03:22.640]  這首詩歌其實是一首很沉重的詩歌
[00:03:22.640 --> 00:03:24.080]  因為它的歌詞裡面
[00:03:24.080 --> 00:03:26.040]  它反覆地
[00:03:26.040 --> 00:03:28.560]  好像是詩人在問瑪麗亞
[00:03:28.560 --> 00:03:29.560]  瑪麗亞
[00:03:29.560 --> 00:03:31.720]  當年你知道這件事情的時候
[00:03:31.720 --> 00:03:32.920]  你會不會這樣選擇
[00:03:32.920 --> 00:03:35.480]  你知不知道你懷孕的這件事
[00:03:35.480 --> 00:03:37.920]  是影響後世好心願
[00:03:37.920 --> 00:03:39.320]  你有沒有這個準備
[00:03:39.320 --> 00:03:41.200]  你有沒有這個預算
[00:03:41.200 --> 00:03:42.320]  歌詞裡面怎麼說
[00:03:42.320 --> 00:03:43.520]  英文其實它是
[00:03:43.520 --> 00:03:45.120]  本身這首英文歌
[00:03:45.120 --> 00:03:46.680]  英文它的名字就叫做
[00:03:46.680 --> 00:03:50.080]  Mary, how could you have known?
[00:03:50.080 --> 00:03:51.640]  問題的詞是
[00:03:51.640 --> 00:03:53.040]  How?
[00:03:53.040 --> 00:03:54.800]  你怎麼知道?
[00:03:54.800 --> 00:03:56.640]  你怎麼會知道?
[00:03:56.640 --> 00:03:59.800]  歌詞有人翻譯成中文
[00:03:59.800 --> 00:04:05.000]  就是當有天使宣告你被人選照了的時候
[00:04:05.000 --> 00:04:12.800]  是上帝的兒子要藉著你身體去出生
[00:04:12.800 --> 00:04:15.520]  是一件很匪夷所思的事情
[00:04:15.520 --> 00:04:17.640]  你會不會覺得很害怕?
[00:04:17.640 --> 00:04:20.320]  你會不會覺得很驚訝?
[00:04:20.320 --> 00:04:22.200]  一刻扭轉一生
[00:04:22.200 --> 00:04:26.520]  是在說你決定順服上帝所給你的東西的時候
[00:04:26.520 --> 00:04:29.840]  這個決定可以改變你一生
[00:04:29.840 --> 00:04:32.800]  你有沒有這個預算?
[00:04:32.800 --> 00:04:39.880]  一個這麼偉大的人物將要生在你的體內
[00:04:39.880 --> 00:04:43.240]  你怎麼去測透這個心意呢?
[00:04:43.240 --> 00:04:44.640]  所以對於我來說
[00:04:44.640 --> 00:04:47.760]  我感受到的東西就是懷孕和懷孕
[00:04:47.760 --> 00:04:50.000]  好像有些共通之處
[00:04:50.000 --> 00:04:53.360]  我們可以去體會和感受
[00:04:53.360 --> 00:04:56.800]  其實我們去到感受
[00:04:56.800 --> 00:05:01.440]  或者剛才去聽伊廷梓湖講很多他的經歷的時候
[00:05:01.440 --> 00:05:02.640]  我們很多時候
[00:05:02.640 --> 00:05:04.560]  我想尤其是這麼年輕
[00:05:04.560 --> 00:05:07.240]  我們其實都會覺得有一種感覺是
[00:05:07.240 --> 00:05:11.760]  免得過就免吧,不要在我身上
[00:05:11.760 --> 00:05:17.640]  但是如果你是真的事先收到一個邀請
[00:05:17.640 --> 00:05:18.840]  這樣的話
[00:05:18.840 --> 00:05:20.360]  當你有得選擇的時候
[00:05:20.360 --> 00:05:22.840]  你會怎樣選擇呢?
[00:05:22.840 --> 00:05:24.240]  不過
[00:05:24.240 --> 00:05:27.840]  其實是不是我們每一個人
[00:05:27.840 --> 00:05:30.600]  不選擇我們就不會經歷呢?
[00:05:30.600 --> 00:05:31.560]  我覺得不是的
[00:05:31.560 --> 00:05:32.760]  其實我們每一個人
[00:05:32.760 --> 00:05:35.000]  上帝都是用不同的方式
[00:05:35.000 --> 00:05:37.520]  去邀請我們去經歷他
[00:05:37.520 --> 00:05:39.600]  瑪利亞他怎樣經歷呢?
[00:05:39.600 --> 00:05:43.880]  今天的經文是來自《路加福音》的一章26到38節
[00:05:43.880 --> 00:05:46.120]  我會選用的是《新漢語》譯本
[00:05:46.120 --> 00:05:47.640]  26到27節是這麼說的
[00:05:47.640 --> 00:05:49.000]  到了第六個月
[00:05:49.000 --> 00:05:51.320]  天使加伯年奉神的差遣
[00:05:51.320 --> 00:05:53.080]  往加里尼一座城
[00:05:53.080 --> 00:05:54.560]  叫做拿撒勒
[00:05:54.560 --> 00:05:56.240]  到了一個處女那裡
[00:05:56.240 --> 00:06:00.200]  那個處女已經和大衛家裡面一個叫若瑟的男子
[00:06:00.200 --> 00:06:01.720]  訂了處女的名字
[00:06:01.720 --> 00:06:03.520]  就是瑪利亞
[00:06:03.520 --> 00:06:05.680]  如果你看其他的譯本
[00:06:05.680 --> 00:06:07.480]  他是不是用處女這個字的
[00:06:07.480 --> 00:06:08.800]  他是用同女的
[00:06:08.800 --> 00:06:10.600]  或者叫做同貞女的
[00:06:10.600 --> 00:06:14.080]  在以前的猶太文化裡面
[00:06:14.080 --> 00:06:17.640]  有人說同女其實是什麼意思
[00:06:17.640 --> 00:06:18.600]  或者叫多少歲
[00:06:18.600 --> 00:06:20.320]  有些人說其實當時瑪利亞
[00:06:20.320 --> 00:06:22.120]  都是只有十二、三歲而已
[00:06:22.120 --> 00:06:24.600]  因為當時大家如果有些年紀比較大一點
[00:06:24.600 --> 00:06:25.840]  你也知道
[00:06:25.840 --> 00:06:29.160]  我們內地也有這些文化的
[00:06:29.160 --> 00:06:30.400]  很年輕就要結婚
[00:06:30.400 --> 00:06:34.240]  因為他覺得生養或者嫁娶
[00:06:34.240 --> 00:06:35.240]  是一個人生的任務
[00:06:35.240 --> 00:06:36.480]  必須要做
[00:06:36.480 --> 00:06:39.760]  而在猶太的背景文化裡面
[00:06:39.760 --> 00:06:42.400]  其實什麼叫做訂了婚呢
[00:06:42.400 --> 00:06:44.240]  有一點點像我們今天
[00:06:44.240 --> 00:06:47.520]  但是又不是100%等同的
[00:06:47.520 --> 00:06:49.360]  訂了婚的意思就是
[00:06:49.360 --> 00:06:53.840]  本身這個男女已經是夫妻了
[00:06:53.840 --> 00:06:55.480]  是夫妻了
[00:06:55.480 --> 00:06:57.120]  但是他們的規矩就是
[00:06:57.120 --> 00:06:58.800]  他們一年之內
[00:06:58.800 --> 00:07:03.720]  女方是要跟自己的父母一起
[00:07:03.720 --> 00:07:05.960]  就是跟自己的父母一起住的
[00:07:05.960 --> 00:07:08.360]  是在自己的父母那裡睡的
[00:07:08.360 --> 00:07:11.240]  所以要等到一年之後
[00:07:11.240 --> 00:07:13.880]  這個婚禮完成之後
[00:07:13.880 --> 00:07:16.400]  夫婦才可以同房
[00:07:16.400 --> 00:07:17.880]  如果是這樣的時候
[00:07:17.880 --> 00:07:23.760]  在這個訂了婚的情況下懷孕的話
[00:07:23.760 --> 00:07:29.440]  那不就是理論上是女方出軌了嗎?
[00:07:29.440 --> 00:07:32.080]  其實當時男方是可以優待她的
[00:07:32.080 --> 00:07:35.360]  我用今天選用的路加福音
[00:07:35.360 --> 00:07:37.640]  如果你想看回另一個記載
[00:07:37.640 --> 00:07:39.000]  就是馬太福音
[00:07:39.000 --> 00:07:40.960]  那個比較多是從她先生
[00:07:40.960 --> 00:07:42.920]  約瑟的角度出發的
[00:07:42.920 --> 00:07:47.080]  路加福音就是從瑪利亞的角度出發
[00:07:47.080 --> 00:07:49.080]  去講述她的經歷
[00:07:49.080 --> 00:07:52.160]  其實是一個很尷尬的處境
[00:07:52.160 --> 00:07:53.280]  你訂了婚
[00:07:53.280 --> 00:07:54.880]  但是你還沒有完婚
[00:07:54.880 --> 00:07:56.680]  但是你又懷孕
[00:07:56.680 --> 00:07:59.040]  那她怎樣面對這件事呢?
[00:07:59.040 --> 00:08:00.520]  你不要以為有一個小朋友
[00:08:00.520 --> 00:08:01.440]  一定是天使
[00:08:01.440 --> 00:08:02.760]  是一個祝福
[00:08:02.760 --> 00:08:06.280]  當你感受到你身體多了一塊肉的時候
[00:08:06.280 --> 00:08:11.360]  那個都可以是一個很難接受的一件事
[00:08:11.360 --> 00:08:13.520]  我感受得到的就是
[00:08:13.520 --> 00:08:14.960]  剛才那首詩歌
[00:08:14.960 --> 00:08:17.280]  以及瑪利亞的心情
[00:08:17.280 --> 00:08:20.600]  甚至剛才伊庭姐妹分享她患癌的經歷
[00:08:20.600 --> 00:08:23.160]  就是在這個共通點那裡
[00:08:23.160 --> 00:08:27.000]  並不是每個人都想接受一個這樣的現實
[00:08:27.000 --> 00:08:29.880]  並不是每個人都想去面對一個
[00:08:29.880 --> 00:08:34.360]  可能會不單只是面對著自己的身體
[00:08:34.360 --> 00:08:36.840]  可能是有很多其他人的眼光
[00:08:36.840 --> 00:08:39.760]  「嘩,你處女,但是…」
[00:08:39.760 --> 00:08:42.360]  「吓?怎麼樣的?」
[00:08:42.360 --> 00:08:45.000]  「但是在說的那個生的是耶穌」
[00:08:45.000 --> 00:08:46.400]  很大對比
[00:08:46.400 --> 00:08:49.080]  很不知怎樣去接受
[00:08:49.080 --> 00:08:51.400]  然後經文就是這樣記載
[00:08:51.400 --> 00:08:53.680]  就是二十八節天使進去就跟她說
[00:08:53.680 --> 00:08:57.920]  「蒙大恩的女子,你好,主與你同在」
[00:08:57.920 --> 00:09:00.120]  但是瑪利亞的反應是什麼呢?
[00:09:00.120 --> 00:09:03.160]  瑪利亞聽到這個說話就非常慌張不安
[00:09:03.160 --> 00:09:06.880]  反覆思量這個問候是什麼意思
[00:09:06.880 --> 00:09:08.400]  其實很吊詭的
[00:09:08.400 --> 00:09:11.240]  一個天使去問你
[00:09:11.240 --> 00:09:13.720]  「你蒙大恩啊?」
[00:09:13.720 --> 00:09:14.880]  你應該覺得
[00:09:14.880 --> 00:09:17.760]  「哦,我蒙恩啊?」
[00:09:17.760 --> 00:09:19.760]  你都會覺得自己應該有一點
[00:09:19.760 --> 00:09:21.760]  「嘩,是不是有些好東西想到呢?」
[00:09:21.760 --> 00:09:23.680]  「財神到啦!」
[00:09:23.680 --> 00:09:25.040]  有這種感覺
[00:09:25.040 --> 00:09:27.240]  但是瑪利亞覺得害怕
[00:09:27.240 --> 00:09:28.960]  這個對比很有趣
[00:09:28.960 --> 00:09:33.560]  通常你不知道大家有什麼類似的經歷
[00:09:33.560 --> 00:09:34.720]  回到教會
[00:09:34.720 --> 00:09:37.000]  短時間突然間牧師跟你說
[00:09:37.000 --> 00:09:39.000]  「你蒙恩啊!」
[00:09:39.000 --> 00:09:40.200]  然後你心想
[00:09:40.200 --> 00:09:41.360]  「什麼事啊?」
[00:09:41.360 --> 00:09:43.320]  「是不是想邀請我做服事啊?」
[00:09:43.320 --> 00:09:45.400]  都是有一點害怕的
[00:09:45.400 --> 00:09:48.800]  但是這一刻就不能少說
[00:09:48.800 --> 00:09:50.360]  一個小女孩
[00:09:50.360 --> 00:09:53.560]  你真的可以設想她是十一、二歲的小女孩
[00:09:53.560 --> 00:09:56.800]  她聽到一個這麼重
[00:09:56.800 --> 00:10:00.040]  這麼真實的呼喚的時候
[00:10:00.040 --> 00:10:01.520]  她的反應很特別
[00:10:01.520 --> 00:10:02.800]  她除了慌張之外
[00:10:02.800 --> 00:10:06.760]  其實她反覆思量
[00:10:06.760 --> 00:10:09.480]  在羅家科音的記載裡面
[00:10:09.480 --> 00:10:11.840]  其實很有趣的就是
[00:10:11.840 --> 00:10:13.840]  她對於一些婦女的技術
[00:10:13.840 --> 00:10:16.040]  其實是相當仔細的
[00:10:16.040 --> 00:10:20.480]  而且很多時候她還了一個公道給那些婦女
[00:10:20.480 --> 00:10:23.440]  在羅家的筆下
[00:10:23.440 --> 00:10:27.840]  瑪利亞其實是一個非常有深度的女孩
[00:10:27.840 --> 00:10:29.120]  雖然她年輕
[00:10:29.120 --> 00:10:32.000]  但是她會對於這些這麼奇怪的狀況
[00:10:32.000 --> 00:10:33.680]  她不會一開始就很反抗
[00:10:33.680 --> 00:10:36.080]  待會我們會看她的一個對比
[00:10:36.080 --> 00:10:37.880]  就是撒加利亞
[00:10:37.880 --> 00:10:41.080]  她的反應是
[00:10:41.080 --> 00:10:43.080]  「為什麼呢?」
[00:10:43.080 --> 00:10:45.360]  她會反覆思量
[00:10:45.360 --> 00:10:46.400]  思量是什麼意思?
[00:10:46.400 --> 00:10:48.320]  她會在想究竟這件事
[00:10:48.320 --> 00:10:52.240]  這個問安是有什麼可能性的
[00:10:52.240 --> 00:10:55.680]  其實在一個很大、很深的經歷的事情
[00:10:55.680 --> 00:10:58.360]  要臨到一個人的時候
[00:10:58.360 --> 00:11:00.920]  越年長或者越有經驗的人
[00:11:00.920 --> 00:11:03.080]  通常都傾向反抗
[00:11:03.080 --> 00:11:05.000]  「喂,不要搞我啦」
[00:11:05.000 --> 00:11:06.680]  「這些事情為什麼在我身上?」
[00:11:06.680 --> 00:11:09.400]  「我現在是日如日方中」
[00:11:09.400 --> 00:11:12.040]  但是通常在一個年輕的人身上
[00:11:12.040 --> 00:11:15.480]  她會想「我要經歷這件事」
[00:11:15.480 --> 00:11:20.400]  「究竟有什麼是我可以經驗得到的呢?」
[00:11:20.400 --> 00:11:21.880]  又或者我們很多時候
[00:11:21.880 --> 00:11:23.240]  可能一些初信的人
[00:11:23.240 --> 00:11:24.840]  都會有這種眼光
[00:11:24.840 --> 00:11:26.560]  可能初信的人
[00:11:26.560 --> 00:11:27.680]  你望著你身邊
[00:11:27.680 --> 00:11:29.960]  可能當時有些很小的經歷
[00:11:29.960 --> 00:11:31.040]  你都會去問
[00:11:31.040 --> 00:11:33.680]  「啊,上帝想我怎樣呢?」
[00:11:33.680 --> 00:11:35.880]  其實這個反問是好的
[00:11:35.880 --> 00:11:39.000]  反而有時候是正正提醒一些信了很久的人
[00:11:39.000 --> 00:11:42.360]  是我們失去了這種敏銳度
[00:11:42.360 --> 00:11:45.600]  接著天使繼續跟她說
[00:11:45.600 --> 00:11:46.640]  「瑪利亞,不用怕」
[00:11:46.640 --> 00:11:50.000]  「因為你在神面前已經蒙恩了」
[00:11:50.000 --> 00:11:51.800]  「你看,你要懷孕生子」
[00:11:51.800 --> 00:11:53.560]  「要給他改名叫耶穌」
[00:11:53.560 --> 00:11:54.800]  「他將要被尊為大」
[00:11:54.800 --> 00:11:56.560]  「稱為至高者的兒子」
[00:11:56.560 --> 00:12:00.160]  「主神要將他先祖大衛王的王位給他」
[00:12:00.160 --> 00:12:01.160]  「他要統治亞各家」
[00:12:01.160 --> 00:12:02.800]  「直到永遠吞得過我們的群眾」
[00:12:02.800 --> 00:12:05.040]  其實這堆說話坦白說都是那一句
[00:12:05.040 --> 00:12:07.160]  在一個十二歲的小女孩的眼中
[00:12:07.160 --> 00:12:08.960]  她是不會理解得到的
[00:12:08.960 --> 00:12:11.760]  「你生了一個小朋友之後要做什麼?」
[00:12:11.760 --> 00:12:13.760]  「要做...」
[00:12:13.760 --> 00:12:15.480]  「三十一節都容易的」
[00:12:15.480 --> 00:12:16.680]  「我幫他改名而已」
[00:12:16.680 --> 00:12:19.000]  「你叫耶穌就叫耶穌,沒所謂的」
[00:12:19.000 --> 00:12:21.720]  「三十二就說要尊為大」
[00:12:21.720 --> 00:12:23.560]  「要稱為至高者的兒子」
[00:12:23.560 --> 00:12:26.920]  「要做王,還要永遠遠遠」
[00:12:26.920 --> 00:12:28.280]  你聽完之後這堆說話
[00:12:28.280 --> 00:12:29.920]  你會覺得已經輕了機了
[00:12:29.920 --> 00:12:30.880]  「我要生孩子?」
[00:12:30.880 --> 00:12:33.480]  可能她心裏只想著「我只會生孩子」
[00:12:33.480 --> 00:12:35.920]  可能當時阿彌陀佛收到這個訊息
[00:12:35.920 --> 00:12:39.120]  「我患癌,我就要接受治療」
[00:12:39.120 --> 00:12:41.040]  又有那些說
[00:12:41.040 --> 00:12:43.240]  「姑娘跟你說什麼就說什麼」
[00:12:43.240 --> 00:12:45.800]  其實天使就好像那個姑娘一樣
[00:12:45.800 --> 00:12:49.280]  「你想說什麼就說什麼」
[00:12:49.280 --> 00:12:52.120]  瑪麗亞的回應就很簡單
[00:12:52.120 --> 00:12:55.440]  「我還沒嫁,這件事是怎麼發生的?」
[00:12:55.440 --> 00:12:57.480]  剛才依婷的分享裏面有提及到
[00:12:57.480 --> 00:12:59.800]  其實她的家族沒有歷史
[00:12:59.800 --> 00:13:03.080]  雖然她的身體不是吃得很健康
[00:13:03.080 --> 00:13:04.560]  但也不是很差
[00:13:04.560 --> 00:13:06.760]  一直以來都相安無事
[00:13:06.760 --> 00:13:09.040]  為什麼會有這些事情發生呢?
[00:13:09.040 --> 00:13:11.480]  這個反應也很類似
[00:13:11.480 --> 00:13:15.600]  但是在《路加福音》裏面
[00:13:15.600 --> 00:13:18.400]  如果你留意整章第一章
[00:13:18.400 --> 00:13:20.840]  其實她很想刻意呈現一個對比
[00:13:20.840 --> 00:13:22.840]  就是瑪麗亞和撒加利亞
[00:13:22.840 --> 00:13:24.360]  撒加利亞是誰呢?
[00:13:24.360 --> 00:13:27.000]  一開始《路加福音》的第一章
[00:13:27.000 --> 00:13:30.160]  是記載著耶穌的先鋒
[00:13:30.160 --> 00:13:31.960]  施洗約翰的出生
[00:13:31.960 --> 00:13:38.880]  他的出生同樣是來自一對很年老的祭司夫婦
[00:13:38.880 --> 00:13:40.400]  這個年老的祭司夫婦
[00:13:40.400 --> 00:13:41.840]  是太太已經收經了
[00:13:41.840 --> 00:13:43.600]  說到她都不會生育
[00:13:43.600 --> 00:13:45.680]  就是不可能生育小朋友的
[00:13:45.680 --> 00:13:49.120]  但是天使也差不多是用同樣的方式
[00:13:49.120 --> 00:13:50.680]  去跟撒加利亞說
[00:13:50.680 --> 00:13:52.760]  就是跟她的先生
[00:13:52.760 --> 00:13:55.560]  就是這對祭司夫婦的先生
[00:13:55.560 --> 00:13:56.520]  去到說
[00:13:56.520 --> 00:14:02.520]  你將要生一個出來是要好像以前先知的性情那樣
[00:14:02.520 --> 00:14:04.760]  撒加利亞跟天使說什麼呢?
[00:14:04.760 --> 00:14:08.120]  十八字就是我憑什麼知道這件事將要發生呢?
[00:14:08.120 --> 00:14:09.040]  我已經老了
[00:14:09.040 --> 00:14:11.840]  我的妻子也上了年紀
[00:14:11.840 --> 00:14:15.960]  如果你將她的三十八字和三十四字有一個對比
[00:14:15.960 --> 00:14:18.400]  可能差異是很小的
[00:14:18.400 --> 00:14:20.880]  你就是說我憑什麼知道呢?
[00:14:20.880 --> 00:14:21.800]  那你說
[00:14:21.800 --> 00:14:24.160]  哦,是的,好像很正常地問
[00:14:24.160 --> 00:14:26.920]  但是撒加利亞她的結果就是
[00:14:26.920 --> 00:14:29.760]  她啞了
[00:14:29.760 --> 00:14:31.760]  她表達完這個反應之後
[00:14:31.760 --> 00:14:32.960]  天使跟她說
[00:14:32.960 --> 00:14:34.120]  啞了
[00:14:34.120 --> 00:14:36.320]  因為你不相信我的話
[00:14:36.320 --> 00:14:40.480]  所以你要啞了直到你的兒子出生的那個時間
[00:14:40.480 --> 00:14:42.000]  好像有一種感覺就是
[00:14:42.000 --> 00:14:45.120]  相信和不相信很微妙
[00:14:45.120 --> 00:14:47.200]  是不是我說一句話就是
[00:14:47.200 --> 00:14:50.280]  我憑什麼知道就是我不相信呢?
[00:14:50.280 --> 00:14:53.240]  我沒有說這句話就是我相信呢?
[00:14:53.240 --> 00:14:55.400]  其實我覺得最微妙的那件事
[00:14:55.400 --> 00:14:58.320]  其實不是在於那個文字怎樣顯露出來
[00:14:58.320 --> 00:15:00.960]  當然文字我們可以看到一些東西
[00:15:00.960 --> 00:15:04.160]  但是路加很想呈現的就是
[00:15:04.160 --> 00:15:05.440]  一個年老
[00:15:05.440 --> 00:15:08.040]  一個相當有經驗的祭司
[00:15:08.040 --> 00:15:10.040]  他是不相信上帝的話
[00:15:10.040 --> 00:15:12.400]  但是一個田精女
[00:15:12.400 --> 00:15:15.520]  一個很年幼的人
[00:15:15.520 --> 00:15:17.960]  一個很困難處境的人
[00:15:17.960 --> 00:15:19.280]  他相信
[00:15:19.280 --> 00:15:21.200]  他選擇相信
[00:15:21.200 --> 00:15:25.880]  所以當我們很仔細地說
[00:15:25.880 --> 00:15:27.360]  是不是一個很年老的人
[00:15:27.360 --> 00:15:28.560]  他總是會覺得
[00:15:28.560 --> 00:15:30.600]  我要眼見證據
[00:15:30.600 --> 00:15:32.720]  我要見到一些很實質的東西
[00:15:32.720 --> 00:15:34.880]  你給我一個確據吧
[00:15:34.880 --> 00:15:36.960]  那我才會相信
[00:15:36.960 --> 00:15:38.360]  但是瑪利亞不是
[00:15:38.360 --> 00:15:41.240]  瑪利亞只是問一個很現實的問題
[00:15:41.240 --> 00:15:42.040]  奧米加
[00:15:42.040 --> 00:15:48.200]  這件事怎樣會發生呢?
[00:15:48.200 --> 00:15:50.720]  但是撒加利亞似乎好像退後了一步
[00:15:50.720 --> 00:15:52.840]  就是我憑什麼知道呢?
[00:15:52.840 --> 00:15:55.520]  帶著一點點的不信
[00:15:55.520 --> 00:15:58.400]  其實很重要的是
[00:15:58.400 --> 00:15:59.880]  在對比的是
[00:15:59.880 --> 00:16:02.000]  你相信的是誰呢?
[00:16:02.000 --> 00:16:04.640]  年老的人就會相信經驗
[00:16:04.640 --> 00:16:06.120]  因為他就是在問
[00:16:06.120 --> 00:16:08.040]  我憑什麼相信呢?
[00:16:08.040 --> 00:16:10.440]  但是瑪利亞他相信的是
[00:16:10.440 --> 00:16:11.840]  這件事的發生
[00:16:11.840 --> 00:16:16.240]  是因為神的心意就夠了
[00:16:16.240 --> 00:16:17.720]  正正就是因為這樣
[00:16:17.720 --> 00:16:19.320]  其實是在問我們是否相信
[00:16:19.320 --> 00:16:22.680]  我們生命當中出現的不同事情
[00:16:22.680 --> 00:16:24.640]  都是出於神呢?
[00:16:24.640 --> 00:16:26.080]  而這種出於神的事情
[00:16:26.080 --> 00:16:27.760]  其實正正就是上帝對我們
[00:16:27.760 --> 00:16:30.240]  一個福音上的邀請
[00:16:30.240 --> 00:16:32.240]  不是很難的事情
[00:16:32.240 --> 00:16:35.080]  就算今天我做了目者
[00:16:35.080 --> 00:16:38.480]  即是數回我信了耶穌十八年的意義
[00:16:38.480 --> 00:16:40.400]  信了耶穌十八年裡面
[00:16:40.400 --> 00:16:41.640]  其實我覺得
[00:16:41.640 --> 00:16:44.400]  甚至當我再去看
[00:16:44.400 --> 00:16:46.440]  好像用一個初信的眼光去看
[00:16:46.440 --> 00:16:48.360]  我生命當中經歷的不同的事情
[00:16:48.360 --> 00:16:50.240]  可能是一些大事、小事
[00:16:50.240 --> 00:16:53.680]  甚至可能是一個時間表的編排
[00:16:53.680 --> 00:16:56.240]  我也很覺得上帝在這裡
[00:16:56.240 --> 00:16:59.320]  如果我們帶著這種眼光去看的時候
