
[00:00:00.000 --> 00:00:03.180]  在大概九十年代末期
[00:04:16.520 --> 00:04:19.120]  借錢回家
[00:04:19.120 --> 00:04:20.560]  因此兩個女孩
[00:04:20.560 --> 00:04:22.880]  就拿着整箱的土狗書
[00:04:22.880 --> 00:04:24.360]  身上不太多現金
[00:04:24.360 --> 00:04:25.440]  不太多錢
[00:04:25.440 --> 00:04:28.440]  就開車由大學回家
[00:04:28.440 --> 00:04:32.400]  途中路過Paul的小鎮
[00:04:32.400 --> 00:04:34.400]  開到中午的時候
[00:04:34.400 --> 00:04:36.200]  大約十點鐘
[00:04:36.200 --> 00:04:37.560]  食午飯時間
[00:04:37.560 --> 00:04:38.720]  肚子餓
[00:04:38.720 --> 00:04:39.800]  拿着一個袋子
[00:04:39.800 --> 00:04:41.280]  不太多現金
[00:04:41.280 --> 00:04:42.560]  怎麼辦呢
[00:04:42.560 --> 00:04:43.640]  開車的時候
[00:04:43.640 --> 00:04:44.840]  在高速公路上
[00:04:44.840 --> 00:04:45.720]  有路牌
[00:04:45.720 --> 00:04:48.240]  寫着「前面麥當勞」
[00:04:48.240 --> 00:04:50.960]  大概麥當勞的價錢
[00:04:50.960 --> 00:04:51.800]  實惠一點
[00:04:51.800 --> 00:04:53.400]  夠錢喫
[00:04:53.400 --> 00:04:56.080]  因此就開車去了麥建
[00:04:56.080 --> 00:04:57.840]  就這樣碰到爸爸
[00:04:57.840 --> 00:05:00.480]  把書交回給他
[00:05:00.480 --> 00:05:05.240]  Paul可以完成那三晚的課程
[00:05:05.240 --> 00:05:07.160]  問大家
[00:05:07.160 --> 00:05:09.520]  是否這麼巧
[00:05:09.520 --> 00:05:11.080]  是否這麼巧
[00:05:11.080 --> 00:05:14.560]  你一定是祈禱神回答你
[00:05:14.560 --> 00:05:16.040]  如果是的話
[00:05:16.040 --> 00:05:17.200]  就不能說
[00:05:17.200 --> 00:05:19.600]  但如果大家心裏覺得
[00:05:19.600 --> 00:05:21.960]  可能是神回答祈禱
[00:05:21.960 --> 00:05:23.760]  這些事哪有這麼巧
[00:05:23.760 --> 00:05:26.120]  因爲有牧師說
[00:05:26.120 --> 00:05:29.920]  當信徒祈禱的時候
[00:05:29.920 --> 00:05:31.280]  這些事就巧
[00:05:31.280 --> 00:05:32.200]  不祈禱的時候
[00:05:32.200 --> 00:05:33.840]  這些事就不巧
[00:05:33.840 --> 00:05:35.000]  不知道爲什麼
[00:05:35.000 --> 00:05:37.640]  每次當信徒祈禱
[00:05:37.640 --> 00:05:39.240]  這些事就很巧
[00:05:39.240 --> 00:05:41.960]  我們用前節假定
[00:05:41.960 --> 00:05:44.000]  這是神聽祈禱
[00:05:44.000 --> 00:05:46.760]  就看神要怎樣做些什麼
[00:05:46.760 --> 00:05:51.000]  才能讓Paul的祈禱是蒙英運
[00:05:51.000 --> 00:05:52.160]  首先
[00:05:52.160 --> 00:05:55.080]  Paul要在十幾年前
[00:05:55.080 --> 00:05:56.880]  結婚生女兒
[00:05:56.880 --> 00:05:59.560]  沒有女兒就沒有這些故事
[00:05:59.560 --> 00:06:01.600]  第二樣就是女兒要讀書
[00:06:01.600 --> 00:06:03.040]  去香港大學
[00:06:03.040 --> 00:06:04.240]  第三就是
[00:06:04.240 --> 00:06:06.520]  她認識一個室友
[00:06:06.520 --> 00:06:08.520]  來自同樣的城市
[00:06:08.520 --> 00:06:10.520]  然後室友剛好要結婚
[00:06:10.520 --> 00:06:11.640]  要安排婚禮
[00:06:11.640 --> 00:06:13.760]  因此要早點回家
[00:06:13.760 --> 00:06:15.000]  然後又遲了一晚
[00:06:15.000 --> 00:06:16.400]  剛剛那麼多錢
[00:06:16.400 --> 00:06:18.000]  借給了朋友
[00:06:18.000 --> 00:06:19.200]  然後他們肚子餓
[00:06:19.200 --> 00:06:20.240]  沒有錢
[00:06:20.240 --> 00:06:21.600]  看到路牌
[00:06:21.600 --> 00:06:22.480]  墨跡嘴
[00:06:22.480 --> 00:06:23.720]  給了墨跡
[00:06:23.720 --> 00:06:26.440]  當中要女兒之前教的課程
[00:06:26.440 --> 00:06:28.200]  很多書在車裏
[00:06:28.200 --> 00:06:31.960]  然後導師叫她把書送回家
[00:06:31.960 --> 00:06:34.280]  到最後我想到的就是
[00:06:34.280 --> 00:06:35.600]  要在很多年前
[00:06:35.600 --> 00:06:36.760]  起路的時候
[00:06:36.760 --> 00:06:38.360]  有個工人動了牌
[00:06:38.360 --> 00:06:40.960]  就去前面麥當勞
[00:06:40.960 --> 00:06:41.760]  是不是
[00:06:41.760 --> 00:06:43.320]  因爲神要答禱告
[00:06:43.320 --> 00:06:45.320]  要做那麼多事情
[00:06:45.320 --> 00:06:47.720]  大概大家都有禱告經驗
[00:06:47.720 --> 00:06:48.560]  我跟大家分享一下
[00:06:48.560 --> 00:06:51.720]  我自己是怎樣去學習禱告
[00:06:51.720 --> 00:06:54.840]  我信主是大概三四十年前
[00:06:54.840 --> 00:06:56.480]  都很久以前
[00:06:56.480 --> 00:06:58.200]  當時就祈禱
[00:06:58.200 --> 00:06:59.680]  人教祈禱
[00:06:59.680 --> 00:07:01.360]  上主教學
[00:07:01.360 --> 00:07:03.120]  牧師就跟我說
[00:07:03.120 --> 00:07:04.200]  你剛信主
[00:07:04.200 --> 00:07:06.000]  寬展聰弟兄
[00:07:06.000 --> 00:07:07.360]  他叫做展聰
[00:07:07.360 --> 00:07:09.240]  不是叫我Uncle Philip
[00:07:09.240 --> 00:07:11.680]  他說你要祈禱
[00:07:11.680 --> 00:07:13.160]  要奉主名求
[00:07:13.160 --> 00:07:15.000]  我們現在教新朋友也是這樣
[00:07:15.000 --> 00:07:16.080]  要祈禱
[00:07:16.080 --> 00:07:17.680]  要奉主名求
[00:07:17.680 --> 00:07:18.680]  用聖經的
[00:07:18.680 --> 00:07:19.640]  《日曜福音》
[00:07:19.640 --> 00:07:21.080]  十四章十三字
[00:07:21.080 --> 00:07:21.960]  它說
[00:07:21.960 --> 00:07:23.000]  「你奉我的名
[00:07:23.000 --> 00:07:24.600]  無論求什麼
[00:07:24.600 --> 00:07:25.960]  可必成就
[00:07:25.960 --> 00:07:29.000]  叫父因而自得名譽」
[00:07:29.000 --> 00:07:30.280]  大家聽過
[00:07:30.280 --> 00:07:32.240]  是多麼美好的認可
[00:07:32.240 --> 00:07:33.600]  我每次禱告
[00:07:33.600 --> 00:07:35.080]  奉耶穌的名
[00:07:35.080 --> 00:07:36.640]  就必成就
[00:07:36.640 --> 00:07:39.320]  我就因此按着聖經的吩咐
[00:07:39.320 --> 00:07:40.560]  祈禱祈禱祈禱
[00:07:40.560 --> 00:07:42.400]  就奉主名求
[00:07:42.400 --> 00:07:43.960]  但結果如何
[00:07:43.960 --> 00:07:44.760]  我不說
[00:07:44.760 --> 00:07:46.320]  大家都知道
[00:07:46.320 --> 00:07:47.400]  之後
[00:07:47.400 --> 00:07:48.760]  有道師教我
[00:07:48.760 --> 00:07:50.560]  要同心求
[00:07:50.560 --> 00:07:52.960]  《福音》十八章所說
[00:07:52.960 --> 00:07:53.880]  他說
[00:07:53.880 --> 00:07:55.160]  「我要告訴你們
[00:07:55.160 --> 00:07:56.280]  如果你們中間
[00:07:56.280 --> 00:07:57.760]  有兩個人在地上
[00:07:57.760 --> 00:08:00.160]  同心協調地求什麼
[00:08:00.160 --> 00:08:03.080]  在天上有父必爲他們成全
[00:08:03.080 --> 00:08:04.560]  因爲無論就是哪裏
[00:08:04.560 --> 00:08:06.640]  有兩三個人奉我的名聚會
[00:08:06.640 --> 00:08:09.960]  哪裏就有我在他們中間」
[00:08:09.960 --> 00:08:11.280]  我聽了之後
[00:08:11.280 --> 00:08:13.400]  「原來如此,一個人祈禱是不行的
[00:08:13.400 --> 00:08:15.320]  要兩三個人的」
[00:08:15.320 --> 00:08:16.320]  回想起來
[00:08:16.320 --> 00:08:18.920]  當時我沒有問過牧師
[00:08:18.920 --> 00:08:20.800]  「爲什麼是兩三個呢?」
[00:08:20.800 --> 00:08:22.960]  「是兩個還是三個呢?」
[00:08:22.960 --> 00:08:24.560]  「爲什麼一個不行呢?」
[00:08:24.560 --> 00:08:27.440]  他開始找些頂尖的一起祈禱
[00:08:27.440 --> 00:08:29.360]  這次打算怎樣
[00:08:29.360 --> 00:08:30.480]  結果如何呢
[00:08:30.480 --> 00:08:32.320]  大家都知道
[00:08:32.320 --> 00:08:36.560]  之後有人教我一個經文
[00:08:36.560 --> 00:08:38.400]  就是《祿綱福音》十一章的經文
[00:08:38.400 --> 00:08:40.280]  我們一起讀
[00:08:40.280 --> 00:08:42.200]  耶穌又說
[00:08:42.200 --> 00:08:50.440]  「說:朋友,請禰給我三個餅
[00:08:50.440 --> 00:08:52.520]  因爲我有一個朋友走路
[00:08:52.520 --> 00:08:53.920]  來到我這裏
[00:08:53.920 --> 00:08:56.520]  我沒有什麼給他擺上
[00:08:56.520 --> 00:08:58.840]  那人在裏面回答說
[00:08:58.840 --> 00:09:06.600]  「我不能起來給你
[00:09:06.600 --> 00:09:08.000]  我告訴你們
[00:09:08.000 --> 00:09:10.920]  雖不因他是朋友起來給他
[00:09:10.920 --> 00:09:13.920]  但因他情遲逼切地直求
[00:09:13.920 --> 00:09:17.520]  就逼起來照他所用的給他」
[00:09:17.520 --> 00:09:19.920]  我就見到新的曙光
[00:09:19.920 --> 00:09:21.280]  原來經文說
[00:09:21.280 --> 00:09:24.640]  我們祈禱要「情遲逼切地直求」
[00:09:24.640 --> 00:09:26.920]  神就會聽
[00:09:26.920 --> 00:09:28.480]  開始「祿神」
[00:09:28.480 --> 00:09:29.520]  學「祿神」
[00:09:29.520 --> 00:09:30.600]  總之祈禱
[00:09:30.600 --> 00:09:32.880]  神你給吧 給吧 給吧
[00:09:32.880 --> 00:09:34.600]  但結果如何呢
[00:09:34.600 --> 00:09:36.600]  大家都知道
[00:09:36.600 --> 00:09:39.960]  之後教會就開始不同的事部
[00:09:39.960 --> 00:09:42.920]  當中我們學習爲病人禱告
[00:09:42.920 --> 00:09:46.080]  在厄學書的經文當中
[00:09:46.080 --> 00:09:47.600]  是有患病的
[00:09:47.600 --> 00:09:49.800]  請教會的長老來
[00:09:49.800 --> 00:09:51.640]  讓長老奉主的名
[00:09:51.640 --> 00:09:52.720]  用油抹他
[00:09:52.720 --> 00:09:54.720]  爲他禱告
[00:09:54.720 --> 00:09:57.160]  然後出於信心地祈禱
[00:09:57.160 --> 00:09:59.400]  必要救那病人
[00:09:59.400 --> 00:10:03.240]  開始爲人們抹油祈禱
[00:10:03.240 --> 00:10:06.400]  照旗 照抹油
[00:10:06.400 --> 00:10:08.520]  但每一次抹油當中
[00:10:08.520 --> 00:10:11.680]  我自問是否那麼有信心呢
[00:10:11.680 --> 00:10:13.600]  是否每次都有信心呢
[00:10:13.600 --> 00:10:15.200]  我自己都不知道
[00:10:15.200 --> 00:10:17.120]  但結果如何呢
[00:10:17.120 --> 00:10:18.280]  有感恩的
[00:10:18.280 --> 00:10:20.600]  見到這麼多年來
[00:10:20.600 --> 00:10:22.280]  不是沒有果效
[00:10:22.280 --> 00:10:23.320]  見到有些情況
[00:10:23.320 --> 00:10:26.960]  就是有些患末期癌症的屍體
[00:10:26.960 --> 00:10:28.040]  禱告之後
[00:10:28.040 --> 00:10:29.840]  明顯很專在
[00:10:29.840 --> 00:10:31.320]  有一個很明顯的個案
[00:10:31.320 --> 00:10:32.880]  就是有一個姐妹
[00:10:32.880 --> 00:10:34.280]  她來到庇護社的時候
[00:10:34.280 --> 00:10:35.720]  她說自己不育
[00:10:35.720 --> 00:10:37.280]  她真的是護士
[00:10:37.280 --> 00:10:38.960]  之後經過祈禱
[00:10:38.960 --> 00:10:41.080]  她跟我們說她有嬰兒
[00:10:41.080 --> 00:10:42.440]  有工作
[00:10:42.440 --> 00:10:44.840]  但我自己想的問題就是
[00:10:44.840 --> 00:10:46.840]  我爲了一百個人抹油
[00:10:46.840 --> 00:10:48.040]  去禱告
[00:10:48.040 --> 00:10:49.400]  但只有十個
[00:10:49.400 --> 00:10:50.680]  三個 五個
[00:10:50.680 --> 00:10:52.400]  見到有工作
[00:10:52.400 --> 00:10:54.360]  那爲什麼會這樣呢
[00:10:54.360 --> 00:10:55.880]  是搞什麼呢
[00:10:55.880 --> 00:10:56.840]  爲什麼這個可以
[00:10:56.840 --> 00:10:58.080]  那個不行
[00:10:58.080 --> 00:10:58.840]  這個好回來
[00:10:58.840 --> 00:11:00.080]  那個不好回來
[00:11:00.080 --> 00:11:02.200]  是否跟這個旗有信心
[00:11:02.200 --> 00:11:04.520]  這個旗沒有信心
[00:11:04.520 --> 00:11:06.120]  我當抹油的時候
[00:11:06.120 --> 00:11:07.280]  禱告的時候
[00:11:07.280 --> 00:11:10.000]  我怎樣纔算有信心
[00:11:10.000 --> 00:11:12.920]  我怎樣去度我信心的指數呢
[00:11:12.920 --> 00:11:14.280]  我自己都不是很明白
[00:11:14.280 --> 00:11:16.840]  都不是很懂
[00:11:16.840 --> 00:11:20.040]  之後有一個經文很重要
[00:11:20.040 --> 00:11:21.400]  大家都知道
[00:11:21.400 --> 00:11:23.480]  就是信心禱告
[00:11:23.480 --> 00:11:24.600]  是很需要的
[00:11:24.600 --> 00:11:26.960]  就是禱告有信心
[00:11:26.960 --> 00:11:28.320]  就可以了
[00:11:28.320 --> 00:11:29.800]  我一起看經文
[00:11:29.800 --> 00:11:31.760]  是馬拉夫音21章22節
[00:11:31.760 --> 00:11:35.960]  那句話:你們禱告無論求什麼
[00:11:35.960 --> 00:11:38.480]  只要信就必得着
[00:11:38.480 --> 00:11:39.440]  我選了這句經文
[00:11:39.440 --> 00:11:41.640]  但大家都熟悉《聖經》的第一個節目
[00:11:41.640 --> 00:11:43.200]  《聖經》當中
[00:11:43.200 --> 00:11:45.800]  是有大量的經文是講信心
[00:11:45.800 --> 00:11:49.840]  信心神就會聽
[00:11:49.840 --> 00:11:53.120]  你們禱告無論求什麼
[00:11:53.120 --> 00:11:55.920]  只要信就必得着
[00:11:55.920 --> 00:11:57.640]  是何等應許
[00:11:57.640 --> 00:11:59.040]  我明白的
[00:11:59.040 --> 00:12:00.640]  信心是重要的
[00:12:00.640 --> 00:12:03.080]  我知道人非有信
[00:12:03.080 --> 00:12:05.120]  是不能得神的喜悅
[00:12:05.120 --> 00:12:07.320]  我知道人信主
[00:12:07.320 --> 00:12:09.080]  是要考慮承認
[00:12:09.080 --> 00:12:11.560]  是心裏相信
[00:12:11.560 --> 00:12:14.040]  但怎樣纔算有信心
[00:12:14.040 --> 00:12:16.680]  怎樣纔算是信心足夠呢
[00:12:16.680 --> 00:12:18.600]  我怎樣量度信心呢
[00:12:18.600 --> 00:12:21.240]  我覺得自己在信心禱告的時候
[00:12:21.240 --> 00:12:24.440]  見不到神的果效
[00:12:24.440 --> 00:12:31.120]  然後這段經文是令我更加不清楚的
[00:12:31.120 --> 00:12:33.720]  是《馬遼福音》六章七至八節
[00:12:33.720 --> 00:12:35.240]  我們一起讀
[00:12:35.240 --> 00:12:38.520]  你們禱告不可仗外邦人
[00:12:38.520 --> 00:12:40.720]  用許多重複話
[00:12:40.720 --> 00:12:42.360]  他們以爲話多了
[00:12:42.360 --> 00:12:43.960]  必蒙誰聽
[00:12:43.960 --> 00:12:46.040]  你們不可效法他們
[00:12:46.040 --> 00:12:48.760]  因爲你們沒有祈求以先
[00:12:48.760 --> 00:12:50.400]  你們所需用的
[00:12:50.400 --> 00:12:53.960]  你們的負早已知道了
[00:12:53.960 --> 00:12:57.040]  當時我讀這段經文
[00:12:57.040 --> 00:12:59.160]  我不敢說晴天霹靂
[00:12:59.160 --> 00:13:01.840]  但覺得有些不是很清晰
[00:13:01.840 --> 00:13:04.520]  就是究竟要不要祈呢
[00:13:04.520 --> 00:13:06.640]  原來他說不用這麼多話
[00:13:06.640 --> 00:13:08.440]  用這麼多重複話
[00:13:08.440 --> 00:13:10.960]  以爲話多必蒙誰聽
[00:13:10.960 --> 00:13:12.320]  我剛纔學了
[00:13:12.320 --> 00:13:13.760]  《路極福音》所講
[00:13:13.760 --> 00:13:16.320]  要情詞逼切地直求
[00:13:16.320 --> 00:13:18.000]  祈到聽爲止
[00:13:18.000 --> 00:13:20.160]  兩者好像完全有衝突
[00:13:20.160 --> 00:13:21.760]  那怎麼辦呢
[00:13:21.760 --> 00:13:24.280]  之後下面還說
[00:13:24.280 --> 00:13:26.320]  我們不用說這麼多話
[00:13:26.320 --> 00:13:28.000]  因爲神知道
[00:13:28.000 --> 00:13:30.240]  好像不用祈
[00:13:30.240 --> 00:13:33.720]  但是看文革下面
[00:13:33.720 --> 00:13:35.080]  六章十一節
[00:13:35.080 --> 00:13:36.560]  主人經文
[00:13:36.560 --> 00:13:37.440]  耶穌說
[00:13:37.440 --> 00:13:38.920]  我們要祈禱神
[00:13:38.920 --> 00:13:40.240]  讓一樣的飲食
[00:13:40.240 --> 00:13:41.760]  供給我們
[00:13:41.760 --> 00:13:43.360]  究竟是祈
[00:13:43.360 --> 00:13:44.400]  還是不祈呢
[00:13:44.400 --> 00:13:46.040]  你知道了用什麼祈呢
[00:13:46.040 --> 00:13:48.520]  是在說什麼呢
[00:13:48.520 --> 00:13:50.600]  好 我們再看兩段經文
[00:13:50.600 --> 00:13:53.080]  《路極福音》的三章
[00:13:53.080 --> 00:13:54.000]  有一至二十二節
[00:13:54.000 --> 00:13:56.320]  還有五章十四節
[00:13:56.320 --> 00:13:58.000]  請大家一起讀
[00:13:58.000 --> 00:13:59.800]  「親愛的弟兄我」
[00:13:59.800 --> 00:14:17.040]  「我們就照他的旨意求神魔」
[00:14:17.040 --> 00:14:18.440]  「他就聽我們」
[00:14:18.440 --> 00:14:20.360]  「只是我們向他所傳」
[00:14:20.360 --> 00:14:22.480]  「坦然無拒的心」
[00:14:22.480 --> 00:14:24.400]  原來我們要祈禱
[00:14:24.400 --> 00:14:25.760]  蒙英偉
[00:14:25.760 --> 00:14:27.120]  第一段經文說
[00:14:27.120 --> 00:14:30.440]  「我們的心是不責備我們」
[00:14:30.440 --> 00:14:31.560]  然後說
[00:14:31.560 --> 00:14:33.920]  「我們要遵守祂的命令」
[00:14:33.920 --> 00:14:35.760]  「行家所謂的事」
[00:14:35.760 --> 00:14:37.440]  「神就聽了」
[00:14:37.440 --> 00:14:39.200]  是不是很容易
[00:14:39.200 --> 00:14:40.760]  原來是這樣
[00:14:40.760 --> 00:14:41.800]  是嗎
[00:14:41.800 --> 00:14:42.880]  很難
[00:14:42.880 --> 00:14:43.960]  爲什麼呢
[00:14:43.960 --> 00:14:45.120]  我做不到
[00:14:45.120 --> 00:14:46.720]  遵守祂的命令
[00:14:46.720 --> 00:14:48.480]  行家所謂的事
[00:14:48.480 --> 00:14:50.040]  不是完全不行
[00:14:50.040 --> 00:14:51.320]  但有些地方
[00:14:51.320 --> 00:14:53.520]  是守不住神的誡命
[00:14:53.520 --> 00:14:57.000]  只有犯罪失腳跌倒的地方
[00:14:57.000 --> 00:15:00.160]  心裏是否經常沒有責備呢
[00:15:00.160 --> 00:15:01.800]  但四靈經常感動我
[00:15:01.800 --> 00:15:02.920]  提醒我
[00:15:02.920 --> 00:15:04.320]  責備我
[00:15:04.320 --> 00:15:05.400]  「潘遠聰」
[00:15:05.400 --> 00:15:06.560]  「你說錯事了」
[00:15:06.560 --> 00:15:07.600]  「做錯事了」
[00:15:07.600 --> 00:15:09.200]  「認住吧」
[00:15:09.200 --> 00:15:11.200]  因此我擔心我自己
[00:15:11.200 --> 00:15:13.200]  是否因爲我的軟弱
[00:15:13.200 --> 00:15:15.160]  我就失去了
[00:15:15.160 --> 00:15:18.640]  被人討告蒙英偉的資格
[00:15:18.640 --> 00:15:20.360]  即是失去了資格
[00:15:20.360 --> 00:15:21.520]  大家明白嗎
[00:15:21.520 --> 00:15:22.360]  我不行
