
[00:00:00.000 --> 00:00:02.420]  領子妹主來平安
[00:04:22.280 --> 00:04:25.320]  可能掙扎了十幾個小時
[00:04:25.320 --> 00:04:27.680]  臉都可能壓扁了出來
[00:04:27.680 --> 00:04:30.720]  這個世界就是這樣
[00:04:30.720 --> 00:04:33.720]  我們其實每一天都是在爭戰
[00:04:33.720 --> 00:04:35.000]  教會也是在爭戰
[00:04:35.000 --> 00:04:40.160]  當你去到一個新的階段的時候
[00:04:40.160 --> 00:04:42.280]  很多時候我們回想以前的時候
[00:04:42.280 --> 00:04:45.720]  我們很多時候就會覺得 會不會以前好一點呢
[00:04:45.720 --> 00:04:50.360]  甚至聽到一些 老一輩的教會的人說
[00:04:50.360 --> 00:04:52.960]  不是這樣的 教會以前不是這樣做的
[00:04:52.960 --> 00:04:55.600]  以前的牧師不是這樣說的
[00:04:55.600 --> 00:04:58.640]  改朝換代很多人不適應
[00:04:58.640 --> 00:05:02.600]  或者可能想停留在過去一個舒適的地方
[00:05:02.600 --> 00:05:04.160]  上次就跟大家說
[00:05:04.160 --> 00:05:08.280]  我們要勇敢的去過這個約旦河
[00:05:08.280 --> 00:05:11.560]  去一個新的環境 接受一個新的挑戰
[00:05:11.560 --> 00:05:13.120]  有一個新的領袖
[00:05:13.120 --> 00:05:16.560]  我們的領袖今天去了那邊
[00:05:16.560 --> 00:05:19.960]  我們的約書剛剛從美國回來
[00:05:19.960 --> 00:05:21.880]  我們明白
[00:05:21.880 --> 00:05:24.360]  其實我們是有一個新的
[00:05:24.360 --> 00:05:27.960]  教會有一個新的壯大的轉捩點
[00:05:27.960 --> 00:05:30.720]  或者你們來英國都好幾年了
[00:05:30.720 --> 00:05:34.240]  早幾年都是要來適應一下環境
[00:05:34.240 --> 00:05:36.200]  但現在就比較上是安居樂業了
[00:05:36.200 --> 00:05:37.280]  找到工作做了
[00:05:37.280 --> 00:05:38.720]  子女讀書又很好了
[00:05:38.720 --> 00:05:40.080]  現在開始想一下
[00:05:40.080 --> 00:05:42.320]  究竟在未來一年當中
[00:05:42.320 --> 00:05:45.680]  我在教會要接受什麼樣的挑戰
[00:05:45.680 --> 00:05:47.240]  我會不會加入執事會呢?
[00:05:47.240 --> 00:05:50.880]  我會不會在其他的崗位積極的去侍奉呢?
[00:05:50.880 --> 00:05:55.080]  我會不會開始認識多一些身邊的弟兄姊妹呢?
[00:05:55.080 --> 00:05:58.240]  我會不會積極參加教會的團契呢?
[00:05:58.240 --> 00:06:00.000]  這都是我們今天要問我們自己
[00:06:00.000 --> 00:06:03.840]  好不好過這個約旦河
[00:06:03.840 --> 00:06:08.400]  上帝不斷的去塗灶猶太人
[00:06:08.400 --> 00:06:14.360]  大家看回之前經歷過出阿及記、尼米記、文素記、新命記
[00:06:14.360 --> 00:06:17.160]  這40年的時間
[00:06:17.160 --> 00:06:23.440]  上帝就是去裝備以色列人去征戰
[00:06:23.440 --> 00:06:24.840]  在出阿及記的時候
[00:06:24.840 --> 00:06:28.600]  他們已經在曠野遇到一些敵軍了
[00:06:28.600 --> 00:06:29.920]  有些阿瑪利人
[00:06:29.920 --> 00:06:31.040]  他們沒有什麼頭腦的
[00:06:31.040 --> 00:06:31.920]  那些遊牧民族
[00:06:31.920 --> 00:06:33.720]  但是他們就喜歡打仗
[00:06:33.720 --> 00:06:35.240]  他們很喜歡打仗
[00:06:35.240 --> 00:06:37.360]  很喜歡惹事生非
[00:06:37.360 --> 00:06:39.080]  有時候我們身邊也有這樣的人
[00:06:39.080 --> 00:06:41.280]  很喜歡跟你惹事生非的
[00:06:41.280 --> 00:06:43.680]  阿瑪利人就是這樣的了
[00:06:43.680 --> 00:06:47.480]  他們依靠上帝的能力打退了他們
[00:06:47.480 --> 00:06:49.120]  他們去到約旦河東邊
[00:06:49.120 --> 00:06:53.640]  他們要過去摩崖平原的時候
[00:06:53.640 --> 00:06:56.720]  他們也遇到那裡的土皇帝
[00:06:56.720 --> 00:07:00.520]  阿摩利亞王、西王、巴山王、鄂
[00:07:00.520 --> 00:07:02.040]  大家都很熟悉這些名字
[00:07:02.040 --> 00:07:04.240]  都要攔阻他們
[00:07:04.240 --> 00:07:08.640]  上帝是要他們去準備一下怎樣打仗
[00:07:08.640 --> 00:07:10.760]  但是那些其實都是
[00:07:10.760 --> 00:07:13.200]  比起日後他們去打耶利哥那些
[00:07:13.200 --> 00:07:15.760]  其實是一個小型的仗
[00:07:15.760 --> 00:07:18.560]  上帝不單止是要訓練這班精兵
[00:07:18.560 --> 00:07:19.840]  最重要的一件事
[00:07:19.840 --> 00:07:20.680]  之前也說過
[00:07:20.680 --> 00:07:22.240]  就是要他們分別為聖
[00:07:22.240 --> 00:07:23.880]  也是今天我們的主題
[00:07:23.880 --> 00:07:26.200]  也是之前在《利美記》說得最多
[00:07:26.200 --> 00:07:29.320]  因為《利美記》其實整個的本書
[00:07:29.320 --> 00:07:33.120]  就是要猶太人去分別為聖
[00:07:33.120 --> 00:07:34.800]  他們要怎樣去憲制
[00:07:34.800 --> 00:07:38.160]  怎樣去守那些律例、守那些規矩
[00:07:38.160 --> 00:07:40.200]  是要他們讓人知道
[00:07:40.200 --> 00:07:42.080]  他們是屬上帝的人
[00:07:42.080 --> 00:07:45.800]  是和其他人是不同的
[00:07:45.800 --> 00:07:47.040]  這個就叫分別為聖
[00:07:47.040 --> 00:07:49.720]  之前在《利美記》也說過
[00:07:49.720 --> 00:07:52.160]  今天再重提這件事
[00:07:52.160 --> 00:07:55.760]  就是當他們去打仗之前
[00:07:55.760 --> 00:07:57.840]  正式進入迦南地
[00:07:57.840 --> 00:08:00.880]  他們要去攻陷耶利哥城之前
[00:08:00.880 --> 00:08:04.600]  他們要重新再一次的提醒自己
[00:08:04.600 --> 00:08:06.240]  他們要分別為聖
[00:08:06.240 --> 00:08:07.720]  這個是很重要的一個
[00:08:07.720 --> 00:08:11.240]  在《約書亞記》一開始的訊息
[00:08:11.240 --> 00:08:12.880]  在《約書亞記》三章五節
[00:08:12.880 --> 00:08:14.880]  約書亞就和百姓說
[00:08:14.880 --> 00:08:18.800]  你們要使自己分別為聖
[00:08:18.800 --> 00:08:27.600]  因為明天耶和華必在你們中間行其事
[00:08:27.600 --> 00:08:28.680]  這裡有兩個重點
[00:08:28.680 --> 00:08:32.440]  一個是分別為聖 一個是行其事
[00:08:32.440 --> 00:08:33.920]  我們先說說行其事
[00:08:33.920 --> 00:08:35.960]  這個不是今天的重點
[00:08:35.960 --> 00:08:37.320]  行其事是什麼呢?
[00:08:37.320 --> 00:08:39.360]  我們可能會說
[00:08:39.360 --> 00:08:43.720]  明天上帝會在你們身上出現神蹟
[00:08:43.720 --> 00:08:44.960]  看回歷史當然
[00:08:44.960 --> 00:08:47.760]  我們知道他們後來怎樣去攻陷耶利哥城
[00:08:47.760 --> 00:08:49.840]  這是一個很大的神蹟
[00:08:49.840 --> 00:08:51.400]  很多時候我們以為行其事
[00:08:51.400 --> 00:08:54.520]  就是上帝一些很厲害的
[00:08:54.520 --> 00:08:57.160]  可以翻天覆地的神蹟
[00:08:57.160 --> 00:09:00.240]  例如耶利哥城圍繞七天就倒塌了
[00:09:00.240 --> 00:09:02.680]  或者上帝一句話
[00:09:02.680 --> 00:09:05.800]  一個癱瘓了三十八年的
[00:09:05.800 --> 00:09:08.000]  可以突然起來走的
[00:09:08.000 --> 00:09:10.960]  我們想是想這些神蹟
[00:09:10.960 --> 00:09:14.840]  但行其事 英文是do wonders
[00:09:14.840 --> 00:09:20.000]  其實大家不用想得太神化
[00:09:20.000 --> 00:09:25.640]  其實上帝今天每一天都在我們身上行其事
[00:09:25.640 --> 00:09:27.200]  這個是很重要的
[00:09:27.200 --> 00:09:29.920]  問題是我們敢不敢認出
[00:09:29.920 --> 00:09:33.760]  今天你們可以很健康的來到這個教會
[00:09:33.760 --> 00:09:37.640]  上帝是在行其事
[00:09:37.640 --> 00:09:40.440]  早幾年可能你們在香港沒有想過移民過來
[00:09:40.440 --> 00:09:42.680]  今天來到這個Swinland的地方
[00:09:42.680 --> 00:09:44.360]  找到一個環的教會
[00:09:44.360 --> 00:09:46.280]  我們一起有美好的崇拜
[00:09:46.280 --> 00:09:48.200]  我們有美好的團契
[00:09:48.200 --> 00:09:51.520]  是上帝在行其事
[00:09:51.520 --> 00:09:52.680]  你沒有想過來到英國
[00:09:52.680 --> 00:09:56.040]  你可以站在台上侍奉
[00:09:56.040 --> 00:09:59.080]  香港有幾千人的教會從來都不會輪到你
[00:09:59.080 --> 00:10:01.920]  這是上帝在身上行其事
[00:10:01.920 --> 00:10:04.240]  很多很多的
[00:10:04.240 --> 00:10:06.560]  想著你不會適應這裡的環境
[00:10:06.560 --> 00:10:09.600]  但是你居然適應
[00:10:09.600 --> 00:10:11.640]  想著你從來沒有想過開車的
[00:10:11.640 --> 00:10:13.160]  居然考到車牌
[00:10:13.160 --> 00:10:15.480]  這個就是上帝在身上行其事
[00:10:15.480 --> 00:10:17.600]  其實是的
[00:10:17.600 --> 00:10:20.520]  所以不要想著這些其事就是要頤山填海
[00:10:20.520 --> 00:10:23.280]  要有很大的神蹟才是
[00:10:23.280 --> 00:10:23.840]  不是
[00:10:23.840 --> 00:10:27.280]  上帝每一天在身上行其事
[00:10:27.280 --> 00:10:29.160]  但是
[00:10:29.160 --> 00:10:32.000]  你要感受到這樣的其事之前
[00:10:32.000 --> 00:10:34.600]  首先你要熟悉上帝的人
[00:10:34.600 --> 00:10:35.960]  你要分別為性
[00:10:35.960 --> 00:10:37.880]  如果不是上帝在你身上行了其事
[00:10:37.880 --> 00:10:39.720]  你都不知道這是上帝的作為
[00:10:39.720 --> 00:10:40.920]  你以為是自己
[00:10:40.920 --> 00:10:42.920]  以為靠了自己的能力
[00:10:42.920 --> 00:10:45.800]  所以當以色列人去打仗之前
[00:10:45.800 --> 00:10:47.360]  約書亞記三章五字
[00:10:47.360 --> 00:10:50.600]  他們剛剛那時候過了約旦河
[00:10:50.600 --> 00:10:52.480]  第一件事不是說去打仗了
[00:10:52.480 --> 00:10:53.480]  去攻陷耶利哥
[00:10:53.480 --> 00:10:55.200]  不是
[00:10:55.200 --> 00:10:56.440]  是他們要跟他們說
[00:10:56.440 --> 00:10:59.760]  你們要分別為性
[00:10:59.760 --> 00:11:01.440]  這個是他們的precondition
[00:11:01.440 --> 00:11:04.120]  是征戰的前提
[00:11:04.120 --> 00:11:06.840]  這個是最重要的裝備
[00:11:06.840 --> 00:11:08.720]  我們做基督徵兵
[00:11:08.720 --> 00:11:12.960]  我們不是說要做多少年的軍隊訓練
[00:11:12.960 --> 00:11:14.440]  這個不是重點
[00:11:14.440 --> 00:11:16.240]  不是參加多少個團體
[00:11:16.240 --> 00:11:18.040]  多少個小組 多少個主要學校
[00:11:18.040 --> 00:11:20.000]  上多少堂課 多少課程
[00:11:20.000 --> 00:11:22.720]  現在你上網聽多少篇道
[00:11:22.720 --> 00:11:26.640]  你可以在家裏參加很多不同的課程
[00:11:26.640 --> 00:11:28.160]  當然這些是很重要很有用
[00:11:28.160 --> 00:11:29.360]  不是說沒有用
[00:11:29.360 --> 00:11:31.040]  但重點不是這裏
[00:11:31.040 --> 00:11:33.680]  重點就是要分別為性
[00:11:33.680 --> 00:11:36.800]  這個是最好的準備
[00:11:36.800 --> 00:11:38.360]  這是重點
[00:11:38.360 --> 00:11:40.400]  什麼叫分別為性
[00:11:40.400 --> 00:11:43.600]  之前都說過
[00:11:43.600 --> 00:11:46.520]  希伯來文是quadesh這個字
[00:11:46.520 --> 00:11:48.160]  其實意思就是要分別出來
[00:11:48.160 --> 00:11:50.800]  set apart
[00:11:50.800 --> 00:11:53.240]  跟性別其實沒什麼關係的
[00:11:53.240 --> 00:11:55.080]  不是說你沒有犯罪
[00:11:55.080 --> 00:11:56.080]  不是說你乾淨
[00:11:56.080 --> 00:11:57.480]  不是說你洗個澡
[00:11:57.480 --> 00:11:59.320]  沒有關係的
[00:11:59.320 --> 00:12:00.640]  不是直接關係
[00:12:00.640 --> 00:12:01.600]  間接有
[00:12:01.600 --> 00:12:03.600]  是要set apart
[00:12:03.600 --> 00:12:06.880]  就是你要跟世俗分離出來
[00:12:06.880 --> 00:12:10.240]  你不要跟世俗的潮流一起去走
[00:12:10.240 --> 00:12:13.480]  你要讓人知道你有基督的樣式
[00:12:13.480 --> 00:12:15.360]  這叫做set apart
[00:12:15.360 --> 00:12:16.520]  其實就是這麼簡單
[00:12:16.520 --> 00:12:19.000]  上帝不是要求我們不犯罪
[00:12:19.000 --> 00:12:21.720]  這就叫做holy
[00:12:21.720 --> 00:12:23.240]  因為知道沒有可能
[00:12:23.240 --> 00:12:24.360]  世人都犯了罪
[00:12:24.360 --> 00:12:25.480]  規絕上帝的榮耀
[00:12:25.480 --> 00:12:26.920]  問題就是你犯多大多小的罪
[00:12:26.920 --> 00:12:28.160]  或者犯多少多少
[00:12:28.160 --> 00:12:29.600]  問題是你今天犯了罪沒有
[00:12:29.600 --> 00:12:31.240]  其實就是這麼簡單
[00:12:31.240 --> 00:12:34.360]  我們知道我們一直都犯罪
[00:12:34.360 --> 00:12:36.440]  沒有犯罪就不需要回來教會
[00:12:36.440 --> 00:12:38.240]  但問題就是上帝要我們分別為性
[00:12:38.240 --> 00:12:39.760]  就是要我們效法他
[00:12:39.760 --> 00:12:42.560]  要我們從世俗中set apart出來
[00:12:42.560 --> 00:12:45.440]  這才是最難的
[00:12:45.440 --> 00:12:48.640]  這也是保羅在神學上
[00:12:48.640 --> 00:12:50.600]  對保羅有一個很大的掙扎
[00:12:50.600 --> 00:12:52.000]  保羅經常提出
[00:12:52.000 --> 00:12:54.400]  現在這個時代是末世
[00:12:54.400 --> 00:12:56.000]  但還沒到末日
[00:12:56.000 --> 00:12:57.440]  這段時間
[00:12:57.440 --> 00:12:59.840]  是
[00:12:59.840 --> 00:13:02.960]  不是the end time
[00:13:02.960 --> 00:13:06.320]  不是末日
[00:13:06.320 --> 00:13:07.480]  就快來到
[00:13:07.480 --> 00:13:09.960]  但還沒到
[00:13:09.960 --> 00:13:11.800]  我們現在有基督徒
[00:13:11.800 --> 00:13:13.280]  我們信了主
[00:13:13.280 --> 00:13:16.320]  我們在這個充滿罪惡的世界
[00:13:16.320 --> 00:13:18.080]  實在是遇到很多困難
[00:13:18.080 --> 00:13:19.600]  很多挑戰
[00:13:19.600 --> 00:13:20.800]  每一天都在爭戰
[00:13:20.800 --> 00:13:25.680]  有很多張力在裏面
[00:13:25.680 --> 00:13:27.160]  這就是保羅所說
[00:13:27.160 --> 00:13:27.880]  Not yet
[00:13:27.880 --> 00:13:29.800]  還沒到最後
[00:13:29.800 --> 00:13:32.840]  但是我們已經開始準備迎接
[00:13:32.840 --> 00:13:34.520]  主耶穌基督再回來的日子
[00:13:34.520 --> 00:13:36.800]  我們就是要打仗
[00:13:36.800 --> 00:13:37.800]  我們信主的人
[00:13:37.800 --> 00:13:40.080]  我們更加在這個世俗的地方
[00:13:40.080 --> 00:13:41.800]  我們不是在打仗
[00:13:41.800 --> 00:13:44.640]  我們要分別為勝
[00:13:44.640 --> 00:13:46.840]  當以色列人去到迦南地的時候
[00:13:46.840 --> 00:13:48.960]  他們會遇到一些外族的人
[00:13:48.960 --> 00:13:50.640]  他們是拜賈神的
[00:13:50.640 --> 00:13:52.240]  他們是拜偶像的
[00:13:52.240 --> 00:13:54.160]  他們無論是道德文化
[00:13:54.160 --> 00:13:57.320]  他們的宗教都是跟以色列人很不同的
[00:13:57.320 --> 00:13:59.280]  以色列人一定要分別為勝
[00:13:59.280 --> 00:14:00.600]  如果不是
[00:14:00.600 --> 00:14:01.640]  你是一個少數民族
[00:14:01.640 --> 00:14:02.680]  去到這麼大的地方
[00:14:02.680 --> 00:14:06.880]  你是很容易跟了他們的套路
[00:14:06.880 --> 00:14:08.240]  以色列人的歷史到最後
[00:14:08.240 --> 00:14:14.480]  他們真的跟了他們的套路
[00:14:14.480 --> 00:14:16.760]  怎樣分別為勝呢
[00:14:16.760 --> 00:14:19.120]  要set apart
[00:14:19.120 --> 00:14:22.080]  即是有些事情
[00:14:22.080 --> 00:14:27.120]  別人做不代表我們跟著去做
[00:14:27.120 --> 00:14:28.720]  這就是分別為勝
[00:14:28.720 --> 00:14:33.120]  別人覺得我們是這麼特別的一個人
[00:14:33.120 --> 00:14:37.480]  這叫分別為勝
[00:14:37.480 --> 00:14:38.880]  我小時候有一個姐姐
[00:14:38.880 --> 00:14:41.800]  她很擅長包粽子
[00:14:41.800 --> 00:14:43.760]  包粽子要用糯米
[00:14:43.760 --> 00:14:44.600]  大家都知道
[00:14:44.600 --> 00:14:47.200]  一定要用糯米才能黏住
[00:14:47.200 --> 00:14:50.400]  以前的米商很奸詐
[00:14:50.400 --> 00:14:52.120]  他們會混一些粘米進去
[00:14:52.120 --> 00:14:54.440]  粘米便宜很多
[00:14:54.440 --> 00:14:56.440]  包出來不好吃
[00:14:56.440 --> 00:14:58.040]  糯米就黏黏的
[00:14:58.040 --> 00:15:00.480]  突然有幾粒粘米很硬
[00:15:00.480 --> 00:15:02.920]  包之前有一個工序要做
[00:15:02.920 --> 00:15:05.520]  就是把粘米挑出來
[00:15:05.520 --> 00:15:08.480]  不一樣的 把粘米挑出來
[00:15:08.480 --> 00:15:10.160]  很花時間的
[00:15:10.160 --> 00:15:12.680]  原來有這樣的工序
[00:15:12.680 --> 00:15:13.480]  不容易的
[00:15:13.480 --> 00:15:16.720]  今天我們要在世俗的地方
[00:15:16.720 --> 00:15:21.080]  我們要把自己挑出來
[00:15:21.080 --> 00:15:23.960]  這個實在不容易
[00:15:23.960 --> 00:15:26.240]  但這就是Holy的意思
[00:15:26.240 --> 00:15:30.560]  Holy不是說早午晚堂我都翻足了
[00:15:30.560 --> 00:15:33.040]  天天看聖經
[00:15:33.040 --> 00:15:34.120]  又禁食又禱告
[00:15:34.120 --> 00:15:36.200]  法理菜人都懂得做
[00:15:36.200 --> 00:15:37.400]  Holy不是這麼簡單
[00:15:37.400 --> 00:15:39.160]  Holy就是要我們
[00:15:39.160 --> 00:15:42.680]  讓人看到有基督的樣式在裏面
[00:15:42.680 --> 00:15:44.400]  這樣才能分辨為聖
[00:15:44.400 --> 00:15:45.920]  要讓人覺得
[00:15:45.920 --> 00:15:47.840]  這個人有點不一樣
[00:15:47.840 --> 00:15:50.800]  有點怪
[00:15:50.800 --> 00:15:52.320]  就是這樣
[00:15:52.320 --> 00:15:53.560]  我做公共工作做了很多年
[00:15:53.560 --> 00:15:56.760]  有一班護士醫生
[00:15:56.760 --> 00:16:00.440]  每個星期合夥買六合彩
[00:16:00.440 --> 00:16:02.480]  英國的National Lottery
[00:16:02.480 --> 00:16:05.240]  每人分很少
[00:16:05.240 --> 00:16:08.200]  一磅買很多號碼
[00:16:08.200 --> 00:16:11.680]  說明贏了就大家分錢
[00:16:11.680 --> 00:16:13.320]  很早期經常問我
[00:16:13.320 --> 00:16:15.440]  Andrew合不合適
[00:16:15.440 --> 00:16:16.320]  我說不合適
[00:16:16.320 --> 00:16:17.600]  我不貪這東西
[00:16:17.600 --> 00:16:20.280]  我是基督徒
[00:16:20.280 --> 00:16:23.040]  背後聽到聲音就說
[00:16:23.040 --> 00:16:25.320]  Andrew很Holy
[00:16:25.320 --> 00:16:27.040]  這個不是讚賞
[00:16:27.040 --> 00:16:28.200]  這是貶義
[00:16:28.200 --> 00:16:30.280]  說他有點怪
[00:16:30.280 --> 00:16:33.040]  玩玩而已 當做善事
[00:16:33.040 --> 00:16:35.640]  很多人都這樣說
[00:16:35.640 --> 00:16:37.120]  就是要Holy
[00:16:37.120 --> 00:16:38.360]  你說得對
[00:16:38.360 --> 00:16:39.640]  我就是想Holy
[00:16:39.640 --> 00:16:41.080]  我要分辨出來
[00:16:41.080 --> 00:16:44.240]  讓人知道我不是和你一起做這些
[00:16:44.240 --> 00:16:46.920]  你說做善事 我會做
[00:16:46.920 --> 00:16:48.840]  但如果你說沒有獎金的話
[00:16:48.840 --> 00:16:50.080]  會不會有人去買六合彩呢
[00:16:50.080 --> 00:16:51.920]  一定不會
[00:16:51.920 --> 00:16:55.160]  所以出發點已經錯了
[00:16:55.160 --> 00:16:56.760]  所以我沒有跟他們做
[00:16:56.760 --> 00:16:58.240]  他們經常說
[00:16:58.240 --> 00:17:01.080]  Andrew有一天你上班
[00:17:01.080 --> 00:17:03.640]  發現我們全部辭職了
[00:17:03.640 --> 00:17:05.240]  只有你一個在做
[00:17:05.240 --> 00:17:07.720]  你就知道發生什麼事了
[00:17:07.720 --> 00:17:10.360]  他們都發財了
[00:17:10.360 --> 00:17:13.480]  我說好啊
[00:17:13.480 --> 00:17:16.000]  過了30年
[00:17:16.000 --> 00:17:17.920]  他們都白頭髮了
[00:17:17.920 --> 00:17:19.880]  還在做 還沒退休
[00:17:19.880 --> 00:17:23.160]  大家知道 原來沒有中過他們
[00:17:23.160 --> 00:17:24.560]  分辨慧性是很重要的
[00:17:24.560 --> 00:17:26.360]  特別是世俗
[00:17:26.360 --> 00:17:28.440]  如果別人做什麼你就做什麼
[00:17:28.440 --> 00:17:30.120]  跟了風就很麻煩了
[00:17:30.120 --> 00:17:32.840]  很多以前說是不對的
[00:17:32.840 --> 00:17:36.600]  今天已經說可以做了
[00:17:36.600 --> 00:17:39.200]  那你是不是真的可以呢
[00:17:39.200 --> 00:17:43.800]  我們要明白一件事
[00:17:43.800 --> 00:17:45.760]  猶太人的分辨慧性
[00:17:45.760 --> 00:17:46.840]  最重要的一件事
[00:17:46.840 --> 00:17:49.120]  就是要有上帝的記號在裏面
[00:17:49.120 --> 00:17:51.840]  所以他有國禮
[00:17:51.840 --> 00:17:53.960]  國禮就是讓人知道
[00:17:53.960 --> 00:17:55.920]  他們是屬神的人
[00:17:55.920 --> 00:17:59.040]  這是外在的一個記號
[00:17:59.040 --> 00:18:01.040]  也是給他們一個提醒
[00:18:01.040 --> 00:18:05.080]  經歷國禮 經歷一個痛苦
[00:18:05.080 --> 00:18:06.680]  經歷一個終生
[00:18:06.680 --> 00:18:09.360]  都看到自己的記號
