
[00:00:00.000 --> 00:00:02.960]  已經有一年的時間
[00:08:55.880 --> 00:08:59.140]  很多年之前有一首時代曲叫做
[00:08:59.140 --> 00:09:01.380]  《我是容易受傷的女人》
[00:09:01.380 --> 00:09:02.380]  不知道大家記不記得
[00:09:02.380 --> 00:09:03.600]  有這樣的歌
[00:09:03.600 --> 00:09:04.880]  其實我告訴大家
[00:09:04.880 --> 00:09:06.380]  男人
[00:09:06.380 --> 00:09:07.640]  都是一樣
[00:09:07.640 --> 00:09:09.140]  是容易受到傷害的
[00:09:09.140 --> 00:09:10.140]  只不過
[00:09:10.140 --> 00:09:11.380]  男人受過傷害
[00:09:11.380 --> 00:09:13.380]  是內傷
[00:09:13.380 --> 00:09:14.880]  我相信
[00:09:14.880 --> 00:09:18.140]  在屬靈的事情上其實都是一樣
[00:09:18.140 --> 00:09:21.140]  私人在為我們所顯示的
[00:09:21.140 --> 00:09:22.640]  所示範的
[00:09:22.640 --> 00:09:26.380]  是當他面對這個世間的不公平的時候
[00:09:26.380 --> 00:09:30.140]  他內心受到很大的抑鬱和痛苦
[00:09:30.140 --> 00:09:32.140]  他將這個情緒在神面前
[00:09:32.140 --> 00:09:34.140]  帶到神面前
[00:09:34.140 --> 00:09:37.640]  你都是去宣洩出來
[00:09:37.640 --> 00:09:39.140]  你說
[00:09:39.140 --> 00:09:40.140]  來到神面前
[00:09:40.140 --> 00:09:41.640]  將這樣的說話說出來
[00:09:41.640 --> 00:09:43.640]  會不會對神不敬呢?
[00:09:43.640 --> 00:09:47.640]  會不會是褻瀆神的一種做法呢?
[00:09:47.640 --> 00:09:51.140]  我相信很視乎我們的心態
[00:09:51.140 --> 00:09:52.640]  如果我們來到神面前
[00:09:52.640 --> 00:09:55.640]  將我們一些的投訴、埋怨
[00:09:55.640 --> 00:09:59.140]  講出來是為了褻瀆神的名字
[00:09:59.140 --> 00:10:01.140]  是為了藐視神的權柄
[00:10:01.140 --> 00:10:03.140]  又或者是要攻擊神的信實的時候
[00:10:03.140 --> 00:10:06.640]  我相信這個心態是完全錯誤的
[00:10:06.640 --> 00:10:07.640]  不過
[00:10:07.640 --> 00:10:10.140]  如果我們帶著憂傷去到神面前
[00:10:10.140 --> 00:10:12.140]  我們為的是要得到安慰
[00:10:12.140 --> 00:10:13.640]  是要得到力量
[00:10:13.640 --> 00:10:14.640]  甚至勇氣
[00:10:14.640 --> 00:10:19.140]  來面對我們每一天不能面對的挑戰與困難的時候
[00:10:19.140 --> 00:10:20.140]  我相信
[00:10:20.140 --> 00:10:22.140]  這個其實就是正正
[00:10:22.140 --> 00:10:28.140]  神要我們將重擔交給主耶穌身上的意思
[00:10:28.140 --> 00:10:30.140]  主耶穌在《馬太福音》的十一章
[00:10:30.140 --> 00:10:31.140]  祂說道
[00:10:31.140 --> 00:10:33.640]  凡奴婦擔重擔的人
[00:10:33.640 --> 00:10:35.140]  你可以來到我這裡
[00:10:35.140 --> 00:10:38.140]  我就使你們得安息
[00:10:38.140 --> 00:10:40.140]  而希伯來書也是這樣說的
[00:10:40.140 --> 00:10:43.140]  祂說主耶穌是曾經犯事
[00:10:43.140 --> 00:10:44.640]  受過試探
[00:10:44.640 --> 00:10:47.140]  所以祂知道我們受的痛苦是什麼
[00:10:47.140 --> 00:10:48.640]  祂明白我們的感受
[00:10:48.640 --> 00:10:50.140]  也是因為這些原因
[00:10:50.140 --> 00:10:52.140]  作者就說
[00:10:52.140 --> 00:10:56.140]  我們只管坦然無懼的
[00:10:56.140 --> 00:10:58.140]  來到施恩寶座前
[00:10:58.140 --> 00:11:02.140]  為的是要得憐恤
[00:11:02.140 --> 00:11:04.140]  蒙恩惠
[00:11:04.140 --> 00:11:05.140]  相反來說
[00:11:05.140 --> 00:11:08.140]  如果我們不處理我們內心的不滿
[00:11:08.140 --> 00:11:11.140]  甚至對神的埋怨的時候
[00:11:11.140 --> 00:11:15.140]  後果只會我們越來越遠離神
[00:11:15.140 --> 00:11:21.140]  甚至到一個地步放棄我們的信仰
[00:11:21.140 --> 00:11:22.140]  死因
[00:11:22.140 --> 00:11:25.140]  死因就是屬靈的內傷
[00:11:25.140 --> 00:11:27.140]  所以弟兄姊妹
[00:11:27.140 --> 00:11:30.140]  當我們有一些情緒
[00:11:30.140 --> 00:11:31.140]  有一些不滿
[00:11:31.140 --> 00:11:33.140]  甚至對神的埋怨
[00:11:33.140 --> 00:11:36.140]  請我們將這些重擔
[00:11:36.140 --> 00:11:38.140]  帶到主耶穌的面前
[00:11:38.140 --> 00:11:42.140]  讓主耶穌肩負我們的重擔
[00:11:42.140 --> 00:11:45.140]  以致我們可以在神的裡面
[00:11:45.140 --> 00:11:48.140]  得著憐恤與恩惠
[00:11:48.140 --> 00:11:50.140]  也有一些人
[00:11:50.140 --> 00:11:52.140]  甚至有一些傳道者
[00:11:52.140 --> 00:11:55.140]  說到這個十九病毒
[00:11:55.140 --> 00:11:59.140]  應該是神製造出來
[00:11:59.140 --> 00:12:05.140]  讓邪惡的世代得到懲罰
[00:12:05.140 --> 00:12:08.140]  讓邪惡的世代
[00:12:08.140 --> 00:12:15.140]  得到神的一些訊息
[00:12:15.140 --> 00:12:17.140]  我們就要問
[00:12:17.140 --> 00:12:19.140]  究竟十九病毒
[00:12:19.140 --> 00:12:23.140]  是不是神製造出來的呢?
[00:12:23.140 --> 00:12:26.140]  神是不是喜悅人
[00:12:26.140 --> 00:12:30.140]  活在痛苦與苦難當中呢?
[00:12:30.140 --> 00:12:34.140]  當人在這個疫情裡面
[00:12:34.140 --> 00:12:38.140]  數以百萬計的人死去的時候
[00:12:38.140 --> 00:12:39.140]  很多人都在問這個問題
[00:12:39.140 --> 00:12:42.140]  神究竟在哪裡呢?
[00:12:42.140 --> 00:12:44.140]  究竟一個慈悲的上帝
[00:12:44.140 --> 00:12:47.140]  和一個苦難的世界
[00:12:47.140 --> 00:12:49.140]  兩者之間有沒有衝突呢?
[00:12:49.140 --> 00:12:51.140]  有沒有矛盾呢?
[00:12:51.140 --> 00:12:53.140]  我記得很多年前
[00:12:53.140 --> 00:12:55.140]  我和一班朋友在這裡吃飯聊天
[00:12:55.140 --> 00:12:56.140]  聊著聊著的時候
[00:12:56.140 --> 00:12:58.140]  我們就提到一個問題
[00:12:58.140 --> 00:12:59.140]  一個假設性的問題
[00:12:59.140 --> 00:13:02.140]  如果你是神的時候
[00:13:02.140 --> 00:13:05.140]  你會做些什麼呢?
[00:13:05.140 --> 00:13:06.140]  有一個人就說
[00:13:06.140 --> 00:13:08.140]  如果我是神的話
[00:13:08.140 --> 00:13:09.140]  我會讓這個世界
[00:13:09.140 --> 00:13:11.140]  所有的天災與人禍
[00:13:11.140 --> 00:13:13.140]  完全的消失
[00:13:13.140 --> 00:13:14.140]  其他人聽到之後
[00:13:14.140 --> 00:13:16.140]  咦,對呀,這個世界不就很好了
[00:13:16.140 --> 00:13:20.140]  沒有苦難,沒有天災與人禍
[00:13:20.140 --> 00:13:22.140]  我接著就問他們
[00:13:22.140 --> 00:13:23.140]  你們不覺得
[00:13:23.140 --> 00:13:26.140]  神其實已經在做這件事了嗎?
[00:13:26.140 --> 00:13:28.140]  大家怎麼看呢?
[00:13:28.140 --> 00:13:30.140]  你說,有什麼可能呢?
[00:13:30.140 --> 00:13:33.140]  天災與人禍天天都在發生
[00:13:33.140 --> 00:13:37.140]  就用這個19病毒來做一個例子
[00:13:37.140 --> 00:13:39.140]  19病毒發展到今天
[00:13:39.140 --> 00:13:44.140]  豈不是天災加上人禍的結果嗎?
[00:13:44.140 --> 00:13:46.140]  如果
[00:13:46.140 --> 00:13:48.140]  神是真的有加入的時候
[00:13:48.140 --> 00:13:50.140]  為什麼我們今天
[00:13:50.140 --> 00:13:53.140]  還是活在這麼多的限制當中
[00:13:53.140 --> 00:13:56.140]  如果我們所信的神是一個全能
[00:13:56.140 --> 00:14:00.140]  與全心愛我們的神的時候
[00:14:00.140 --> 00:14:01.140]  為什麼
[00:14:01.140 --> 00:14:03.140]  神沒有做任何的事情
[00:14:03.140 --> 00:14:06.140]  去紓緩這個19病毒
[00:14:06.140 --> 00:14:07.140]  為什麼
[00:14:07.140 --> 00:14:10.140]  神仍然要容讓
[00:14:10.140 --> 00:14:13.140]  這個苦難在這個世界上
[00:14:13.140 --> 00:14:14.140]  大定小妹
[00:14:14.140 --> 00:14:16.140]  我們需要知道
[00:14:16.140 --> 00:14:20.140]  我們今天所面對的種種苦難
[00:14:20.140 --> 00:14:26.140]  其實是罪惡的果
[00:14:26.140 --> 00:14:29.140]  罪惡才是一個因
[00:14:29.140 --> 00:14:32.140]  我們要看回創世紀的時候
[00:14:32.140 --> 00:14:34.140]  當神創造世界之後
[00:14:34.140 --> 00:14:37.140]  神看萬物都是美好的
[00:14:37.140 --> 00:14:40.140]  在一個完美的世界裡
[00:14:40.140 --> 00:14:42.140]  我們很明顯可以想像
[00:14:42.140 --> 00:14:43.140]  在那個世界裡
[00:14:43.140 --> 00:14:45.140]  沒有天災
[00:14:45.140 --> 00:14:47.140]  也沒有人禍
[00:14:47.140 --> 00:14:48.140]  更加不會有19病毒
[00:14:48.140 --> 00:14:50.140]  所以大家有沒有留意
[00:14:50.140 --> 00:14:51.140]  當日的亞當夏娃
[00:14:51.140 --> 00:14:53.140]  是不需要戴口罩
[00:14:53.140 --> 00:14:55.140]  像我們現在這樣
[00:14:55.140 --> 00:14:58.140]  但是當亞當與夏娃
[00:14:58.140 --> 00:15:01.140]  沒有聽神的說話
[00:15:01.140 --> 00:15:02.140]  結果
[00:15:02.140 --> 00:15:04.140]  罪因此而進入世界
[00:15:04.140 --> 00:15:05.140]  聖經告訴我們
[00:15:05.140 --> 00:15:06.140]  由於這樣的原因
[00:15:06.140 --> 00:15:08.140]  由於罪的原因
[00:15:08.140 --> 00:15:11.140]  神就就坐地土
[00:15:11.140 --> 00:15:12.140]  大家可以想像
[00:15:12.140 --> 00:15:13.140]  當時一個完美的世界
[00:15:13.140 --> 00:15:15.140]  就因此而被破壞
[00:15:15.140 --> 00:15:16.140]  被什麼破壞
[00:15:16.140 --> 00:15:17.140]  被罪破壞
[00:15:17.140 --> 00:15:19.140]  由那時候開始
[00:15:19.140 --> 00:15:21.140]  種種的天災
[00:15:21.140 --> 00:15:23.140]  就發生在這個世界上
[00:15:23.140 --> 00:15:25.140]  而人的內心
[00:15:25.140 --> 00:15:27.140]  也都由於罪的緣故
[00:15:27.140 --> 00:15:28.140]  受到影響
[00:15:28.140 --> 00:15:30.140]  以致人的內心
[00:15:30.140 --> 00:15:33.140]  有種種的疾度紛爭
[00:15:33.140 --> 00:15:35.140]  仇恨與殺戮
[00:15:35.140 --> 00:15:38.140]  所以要徹底地
[00:15:38.140 --> 00:15:42.140]  終極地處理罪的問題
[00:15:42.140 --> 00:15:45.140]  這個才是解決苦難的方法
[00:15:45.140 --> 00:15:48.140]  而神用的方法
[00:15:48.140 --> 00:15:52.140]  如何處理苦難的源頭
[00:15:52.140 --> 00:15:53.140]  就是罪呢
[00:15:53.140 --> 00:15:54.140]  神用的方法
[00:15:54.140 --> 00:15:57.140]  就是拆敗他的獨生子
[00:15:57.140 --> 00:15:58.140]  進入人間
[00:15:58.140 --> 00:16:00.140]  死在十字架上
[00:16:00.140 --> 00:16:05.140]  為罪付上終極代價
[00:16:05.140 --> 00:16:07.140]  所以回到我們開始的問題
[00:16:07.140 --> 00:16:11.140]  究竟一個慈悲的上帝
[00:16:11.140 --> 00:16:13.140]  與苦難的世界
[00:16:13.140 --> 00:16:17.140]  兩者之間有沒有衝突呢
[00:16:17.140 --> 00:16:21.140]  我們如何在這個衝突的問題上
[00:16:21.140 --> 00:16:23.140]  找答案呢
[00:16:23.140 --> 00:16:26.140]  我想答案在羅馬書上
[00:16:26.140 --> 00:16:29.140]  記載了十字架的事實
[00:16:29.140 --> 00:16:31.140]  在羅馬書本來說
[00:16:31.140 --> 00:16:33.140]  為二人死是少有的
[00:16:33.140 --> 00:16:36.140]  為人人死或者有感作的
[00:16:36.140 --> 00:16:39.140]  唯有基督在我們還俗聚人的時候
[00:16:39.140 --> 00:16:41.140]  為我們死
[00:16:41.140 --> 00:16:46.140]  神的愛就在此向我們顯明了
[00:16:46.140 --> 00:16:50.140]  我相信不單止慈悲的上帝
[00:16:50.140 --> 00:16:53.140]  與苦難的世界
[00:16:53.140 --> 00:16:56.140]  兩者之間不單是沒有衝突
[00:16:56.140 --> 00:16:58.140]  反而每一次
[00:16:58.140 --> 00:17:02.140]  當我們面對經驗苦難的時候
[00:17:02.140 --> 00:17:06.140]  其實苦難就再一次提醒我們
[00:17:06.140 --> 00:17:13.140]  神的愛,因為神差派他的兒子
[00:17:13.140 --> 00:17:19.140]  為罪人付上罪的贖價
[00:17:19.140 --> 00:17:23.140]  以致苦難雖然仍然存在
[00:17:23.140 --> 00:17:29.140]  但是苦難並不能真正的傷害我們
[00:17:29.140 --> 00:17:31.140]  我想大家留意
[00:17:31.140 --> 00:17:35.140]  主耶穌在十字架上所成就的救恩
[00:17:35.140 --> 00:17:39.140]  其實沒有讓這個苦難消失
[00:17:39.140 --> 00:17:41.140]  仍然這個世界有苦難的
[00:17:41.140 --> 00:17:44.140]  但是十字架上的救恩
[00:17:44.140 --> 00:17:51.140]  是讓這個苦難不再對我們基督徒的屬靈生命
[00:17:51.140 --> 00:17:54.140]  有任何的破壞性
[00:17:54.140 --> 00:17:57.140]  大家最近有沒有留意一段新聞
[00:17:57.140 --> 00:18:01.140]  有一個男人養了一隻獅子來做寵物
[00:18:01.140 --> 00:18:02.140]  在家裡
[00:18:02.140 --> 00:18:05.140]  哇,這隻獅子很危險,轉個頭咬死你
[00:18:05.140 --> 00:18:07.140]  這個主人也知道
[00:18:07.140 --> 00:18:11.140]  所以他就把獅子的牙都剝了
[00:18:11.140 --> 00:18:14.140]  這個做法當然不應該被鼓吹
[00:18:14.140 --> 00:18:18.140]  但是大家想想這個沒有牙的獅子
[00:18:18.140 --> 00:18:23.140]  也許我們可以用這樣來理解
[00:18:23.140 --> 00:18:27.140]  苦難在主耶穌的救恩成就之後
[00:18:27.140 --> 00:18:31.140]  其實就變成一個沒有牙的獅子
[00:18:31.140 --> 00:18:35.140]  苦難雖然仍然讓我們受到痛苦
[00:18:35.140 --> 00:18:43.140]  但是苦難不再對我們屬靈的生命有任何的殺傷力
[00:18:43.140 --> 00:18:49.140]  這個就是正正主耶穌在十字架上所成就的結果
[00:18:49.140 --> 00:18:57.140]  當人類的罪被主耶穌所處理
[00:18:57.140 --> 00:19:05.140]  當信耶穌的人不再需要面對永遠的死亡的時候
