
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹 新年快樂
[00:01:39.000 --> 00:01:41.000]  根據這個科學的精神
[00:01:41.000 --> 00:01:45.000]  我一定要去證實一下這個理論是不是真的
[00:01:45.000 --> 00:01:48.000]  所以我用了同一個方法去嚇一嚇Katie
[00:01:48.000 --> 00:01:50.000]  結果是真的
[00:01:50.000 --> 00:01:53.000]  因為她最怕的是蟑螂
[00:01:53.000 --> 00:01:55.000]  我不知道你怕什麼
[00:01:55.000 --> 00:01:57.000]  或者你可以回去找人幫你試一下
[00:01:57.000 --> 00:02:00.000]  但是前提是關係要夠好
[00:02:00.000 --> 00:02:02.000]  不然下次就見不到面了
[00:02:02.000 --> 00:02:05.000]  但是通常我們一說怕什麼
[00:02:05.000 --> 00:02:08.000]  通常第一刻想可能是蟑螂 老鼠
[00:02:08.000 --> 00:02:11.000]  很多不同的動物或者是生物
[00:02:11.000 --> 00:02:14.000]  不過再想深一層
[00:02:14.000 --> 00:02:20.000]  可能這些恐懼都不是長期困擾著我們
[00:02:20.000 --> 00:02:24.000]  比起這些可能我們更加恐懼的是
[00:02:24.000 --> 00:02:28.000]  別離 恐懼憂柴憂迷的日子
[00:02:28.000 --> 00:02:31.000]  恐懼疾病 死亡
[00:02:31.000 --> 00:02:34.000]  甚至我們今天可以一起去想一下
[00:02:34.000 --> 00:02:37.000]  進入一個侍奉當中的時候
[00:02:37.000 --> 00:02:41.000]  你又會怕什麼 你會擔心什麼呢
[00:02:41.000 --> 00:02:44.000]  今天我們講一下恐懼
[00:02:44.000 --> 00:02:48.000]  特別是怎樣面對進入侍奉的恐懼
[00:02:48.000 --> 00:02:50.000]  說到恐懼的時候
[00:02:50.000 --> 00:02:52.000]  我們經常會想起一段金句
[00:02:52.000 --> 00:02:54.000]  今天主席也讀出了
[00:02:54.000 --> 00:02:56.000]  去鼓勵自己或別人的
[00:02:56.000 --> 00:02:58.000]  就是約瑟雅紀的一章九節
[00:03:10.000 --> 00:03:13.000]  這裡是整個第一章裡面
[00:03:13.000 --> 00:03:17.000]  剛強壯膽這個字其實出現了四次
[00:03:17.000 --> 00:03:19.000]  有三次都是在耶和華
[00:03:19.000 --> 00:03:23.000]  吩咐約瑟雅去接替摩西的工作的時候
[00:03:23.000 --> 00:03:26.000]  講到的 就是第六 第七和第九節
[00:03:26.000 --> 00:03:29.000]  而另一次就是裡面人家德人
[00:03:29.000 --> 00:03:31.000]  和馬來西亞那半個支派
[00:03:31.000 --> 00:03:35.000]  去回應約瑟雅的吩咐的時候去講的
[00:03:35.000 --> 00:03:37.000]  而根據聖經的敘事
[00:03:37.000 --> 00:03:40.000]  我們知道不斷重複的這些說話
[00:03:40.000 --> 00:03:43.000]  很可能是作者要告訴讀者
[00:03:43.000 --> 00:03:46.000]  一個段落的重點
[00:03:46.000 --> 00:03:49.000]  所以我們今天解決了三個問題
[00:03:49.000 --> 00:03:55.000]  第一 約瑟雅究竟在懼怕什麼
[00:03:55.000 --> 00:03:59.000]  第二 約瑟雅怎樣可以剛強壯膽呢
[00:03:59.000 --> 00:04:01.000]  最後我們要解決一個問題
[00:04:01.000 --> 00:04:04.000]  那什麼叫做剛強壯膽呢
[00:04:04.000 --> 00:04:08.000]  首先進入去講到約瑟雅的恐懼
[00:04:08.000 --> 00:04:10.000]  講到約瑟雅的恐懼
[00:04:10.000 --> 00:04:14.000]  在經文裡面其實沒有很直接地講了
[00:04:14.000 --> 00:04:16.000]  這個恐懼是什麼
[00:04:16.000 --> 00:04:18.000]  但我們都可以花點時間
[00:04:18.000 --> 00:04:21.000]  試試代入當時約瑟雅的處境
[00:04:21.000 --> 00:04:24.000]  看看究竟她在怕什麼
[00:04:24.000 --> 00:04:29.000]  第一個是約瑟雅接替摩西的工作的時候
[00:04:29.000 --> 00:04:32.000]  上帝很清晰地跟約瑟雅說
[00:04:32.000 --> 00:04:35.000]  要帶領以色列人走過約旦河
[00:04:35.000 --> 00:04:37.000]  甚至要進入迦南
[00:04:37.000 --> 00:04:41.000]  這個不單單是在曠野裡漂流生活
[00:04:41.000 --> 00:04:44.000]  而是更加可以想像到
[00:04:44.000 --> 00:04:47.000]  之後會有不斷的打仗出現
[00:04:47.000 --> 00:04:51.000]  作為一個游牧民族的新領袖
[00:04:51.000 --> 00:04:55.000]  要挑戰七個大邦大國
[00:04:55.000 --> 00:05:00.000]  不知道會不會在這個新崗位的工作內容
[00:05:00.000 --> 00:05:03.000]  令約瑟雅很擔心
[00:05:03.000 --> 00:05:04.000]  不知道大家有沒有試過
[00:05:04.000 --> 00:05:08.000]  圍著一些侍奉的崗位很擔心
[00:05:08.000 --> 00:05:11.000]  記得我剛出來做傳道人的時候
[00:05:11.000 --> 00:05:15.000]  一開始心裡都滿懷信心
[00:05:15.000 --> 00:05:17.000]  覺得終於讀完神學
[00:05:17.000 --> 00:05:19.000]  要回應上帝的呼召
[00:05:19.000 --> 00:05:21.000]  進入全職的侍奉
[00:05:21.000 --> 00:05:24.000]  但當教會真的將一個團契
[00:05:24.000 --> 00:05:26.000]  這個團契就是你負責
[00:05:26.000 --> 00:05:30.000]  那些年青人你就看著他們 教他們
[00:05:30.000 --> 00:05:33.000]  在這個時候就開始擔心了
[00:05:33.000 --> 00:05:37.000]  心裡每天上班的時候都會說
[00:05:37.000 --> 00:05:38.000]  不是吧
[00:05:38.000 --> 00:05:40.000]  有幾樣的
[00:05:40.000 --> 00:05:42.000]  第一就是 不是吧
[00:05:42.000 --> 00:05:43.000]  只有我一個大祖
[00:05:43.000 --> 00:05:46.000]  還要叫年青人分享心靈的軟弱
[00:05:46.000 --> 00:05:48.000]  怎麼做的
[00:05:48.000 --> 00:05:50.000]  又說 不是吧
[00:05:50.000 --> 00:05:53.000]  要我自己一個去處理那些年青人分手
[00:05:53.000 --> 00:05:57.000]  他們吵得這麼激烈 要我怎麼處理
[00:05:57.000 --> 00:05:59.000]  最後 最後不是吧
[00:05:59.000 --> 00:06:01.000]  我怎麼給意見那個家長
[00:06:01.000 --> 00:06:02.000]  怎麼教兒子
[00:06:02.000 --> 00:06:05.000]  我也是做完年青人不是很久
[00:06:05.000 --> 00:06:07.000]  不是很久
[00:06:07.000 --> 00:06:09.000]  只是小小的時間
[00:06:09.000 --> 00:06:11.000]  怎麼說呢
[00:06:11.000 --> 00:06:13.000]  可能你也會反過來問我
[00:06:13.000 --> 00:06:14.000]  不是吧
[00:06:14.000 --> 00:06:16.000]  你不是有上帝的呼召嗎
[00:06:16.000 --> 00:06:17.000]  不是吧
[00:06:17.000 --> 00:06:19.000]  你不是讀過神學的嗎
[00:06:19.000 --> 00:06:21.000]  不過做了這麼多年
[00:06:21.000 --> 00:06:24.000]  不是新手的時候才敢這樣說
[00:06:24.000 --> 00:06:27.000]  其實傳道人有很多事情要做的時候
[00:06:27.000 --> 00:06:29.000]  是神學院沒有教的
[00:06:29.000 --> 00:06:32.000]  所以有很多事情真的不懂得怎麼做
[00:06:32.000 --> 00:06:35.000]  可能當時約書人會不會也是這樣呢
[00:06:35.000 --> 00:06:38.000]  就是做了摩西的助手很多年
[00:06:38.000 --> 00:06:40.000]  但是對於打仗來說
[00:06:40.000 --> 00:06:42.000]  他是完全沒有經驗的
[00:06:42.000 --> 00:06:43.000]  也都沒有學過的
[00:06:43.000 --> 00:06:46.000]  所以對於自己這個新的工作崗位
[00:06:46.000 --> 00:06:49.000]  新的工作內容就覺得很害怕
[00:06:49.000 --> 00:06:51.000]  我怎麼懂呢
[00:06:51.000 --> 00:06:55.000]  不過如果你看出埃及記的時候
[00:06:55.000 --> 00:06:58.000]  你就會發覺應該不是這樣
[00:06:58.000 --> 00:07:01.000]  因為約書人在出埃及記已經出現過
[00:07:01.000 --> 00:07:03.000]  在出埃及記的十七章
[00:07:03.000 --> 00:07:06.000]  當時亞馬利人正在攻打以色列
[00:07:06.000 --> 00:07:10.000]  然後摩西就在山上舉手
[00:07:10.000 --> 00:07:11.000]  手一舉起
[00:07:11.000 --> 00:07:13.000]  以色列就會得勝
[00:07:13.000 --> 00:07:16.000]  垂低的時候亞馬利人就會得勝
[00:07:16.000 --> 00:07:19.000]  記不記得這個經過
[00:07:19.000 --> 00:07:23.000]  當時帶兵出戰的是誰呢
[00:07:23.000 --> 00:07:24.000]  就是約書人
[00:07:24.000 --> 00:07:28.000]  所以似乎約書人也有相當的軍事經驗
[00:07:28.000 --> 00:07:32.000]  或者作軍隊的首領
[00:07:32.000 --> 00:07:35.000]  這個未必是他擔心的
[00:07:35.000 --> 00:07:39.000]  會不會擔心的只是沒有了摩西
[00:07:39.000 --> 00:07:43.000]  他就真的要獨當一面
[00:07:43.000 --> 00:07:45.000]  這個可能是其中一個原因
[00:07:45.000 --> 00:07:49.000]  既然未必是對工作內容這麼多的恐懼
[00:07:49.000 --> 00:07:51.000]  有學者就會去推理
[00:07:51.000 --> 00:07:53.000]  會不會約書人的恐懼
[00:07:53.000 --> 00:07:57.000]  其實是對於十二支派能否合一
[00:07:57.000 --> 00:08:00.000]  能否團結的恐懼呢
[00:08:00.000 --> 00:08:03.000]  第一章有一個現象值得我們留意
[00:08:03.000 --> 00:08:07.000]  作者不斷強調約書人是神所揀選的
[00:08:07.000 --> 00:08:09.000]  是接替摩西的領袖
[00:08:09.000 --> 00:08:12.000]  包括他說如何和摩西同在
[00:08:12.000 --> 00:08:13.000]  就會和你同在
[00:08:13.000 --> 00:08:16.000]  正如你從前聽從摩西
[00:08:16.000 --> 00:08:17.000]  也會聽從你
[00:08:17.000 --> 00:08:19.000]  這些說話是不斷重複
[00:08:19.000 --> 00:08:23.000]  好像是反映著某一種的不穩定
[00:08:23.000 --> 00:08:25.000]  因為有學者推測
[00:08:25.000 --> 00:08:29.000]  可能約書人的壓力未必是軍事上的挑戰
[00:08:29.000 --> 00:08:32.000]  而是如何在內部能夠穩定
[00:08:32.000 --> 00:08:37.000]  特別是劉便仁 加德仁和馬來西那半支派
[00:08:37.000 --> 00:08:40.000]  為什麼要特別提他們呢
[00:08:40.000 --> 00:08:46.000]  在文數記32章和生命記第3章都提及這件事
[00:08:46.000 --> 00:08:49.000]  他們在過約旦河東之前
[00:08:49.000 --> 00:08:52.000]  曾經向摩西承諾
[00:08:52.000 --> 00:08:56.000]  我會和其餘的支派一起過河作戰
[00:08:56.000 --> 00:08:58.000]  直到他們得到產業
[00:08:58.000 --> 00:09:00.000]  為什麼要下這樣的承諾呢
[00:09:00.000 --> 00:09:04.000]  原因是他們在未過河之前
[00:09:04.000 --> 00:09:06.000]  已經拿到他們要的地
[00:09:06.000 --> 00:09:10.000]  他們說我們要定居在這個地方
[00:09:10.000 --> 00:09:13.000]  所以這個好像是一個隱憂
[00:09:13.000 --> 00:09:15.000]  現在摩西死了
[00:09:15.000 --> 00:09:18.000]  而在古代世界就是政權交接
[00:09:18.000 --> 00:09:21.000]  一個最容易出現
[00:09:21.000 --> 00:09:23.000]  那我就可以走數了
[00:09:23.000 --> 00:09:25.000]  那我就可以不理了的時間
[00:09:25.000 --> 00:09:27.000]  會不會有人會想
[00:09:27.000 --> 00:09:29.000]  我們都拿了地
[00:09:29.000 --> 00:09:33.000]  為什麼我還要過河和你冒這個風險打仗呢
[00:09:33.000 --> 00:09:38.000]  所以約書亞記1章12-15節特別提到
[00:09:38.000 --> 00:09:42.000]  約書亞要提醒他們
[00:09:42.000 --> 00:09:45.000]  摩西曾經和你們這樣說
[00:09:45.000 --> 00:09:49.000]  摩西曾經這樣吩咐你們
[00:09:49.000 --> 00:09:52.000]  這個不是一個溫馨提示
[00:09:52.000 --> 00:09:54.000]  出了一張面膜提醒你
[00:09:54.000 --> 00:09:57.000]  記不記得要去完西涌之鴨
[00:09:57.000 --> 00:09:59.000]  不是一個這樣的溫馨提示
[00:09:59.000 --> 00:10:03.000]  而是一個很重新約定
[00:10:03.000 --> 00:10:07.000]  記住這是一個很重要的納約
[00:10:07.000 --> 00:10:10.000]  所以我們推敲會說
[00:10:10.000 --> 00:10:13.000]  約書亞會不會也擔心
[00:10:13.000 --> 00:10:18.000]  他能不能夠坐穩領袖的位置呢
[00:10:18.000 --> 00:10:21.000]  始終一定不會在十二個支派裡面
[00:10:21.000 --> 00:10:24.000]  只有他一個領袖的才能
[00:10:24.000 --> 00:10:28.000]  總有其他的人都有那種領袖的素質
[00:10:28.000 --> 00:10:32.000]  可能他也會想他能不能帶領百姓的合一呢
[00:10:32.000 --> 00:10:34.000]  會不會有些人打著打著就說
[00:10:34.000 --> 00:10:35.000]  我站在這裡就算了
[00:10:35.000 --> 00:10:36.000]  我不會再走的了
[00:10:36.000 --> 00:10:38.000]  我不再打了
[00:10:38.000 --> 00:10:40.000]  同樣他也會想
[00:10:40.000 --> 00:10:42.000]  會不會因為他成為領袖
[00:10:42.000 --> 00:10:45.000]  這個領袖的交替的時間
[00:10:45.000 --> 00:10:47.000]  就會出現很多的分化
[00:10:47.000 --> 00:10:48.000]  很多的人
[00:10:48.000 --> 00:10:52.000]  大家的支派就各自有各自要做的事呢
[00:10:52.000 --> 00:10:55.000]  的確今天我們進入一個侍奉
[00:10:55.000 --> 00:10:59.000]  也不是很願意
[00:10:59.000 --> 00:11:01.000]  也不是很輕易
[00:11:01.000 --> 00:11:05.000]  我們會接受他成為一個領袖的崗位
[00:11:05.000 --> 00:11:07.000]  所以部門的委員
[00:11:07.000 --> 00:11:09.000]  或者是團長職員會
[00:11:09.000 --> 00:11:13.000]  這些永遠都是最難邀請人去參加的
[00:11:13.000 --> 00:11:16.000]  我記得有好幾次邀請大英姐妹去侍奉
[00:11:16.000 --> 00:11:18.000]  首先就說一下
[00:11:18.000 --> 00:11:21.000]  這個侍奉的崗位是做什麼的
[00:11:21.000 --> 00:11:23.000]  我們有什麼想法
[00:11:23.000 --> 00:11:24.000]  有什麼方向
[00:11:24.000 --> 00:11:25.000]  有什麼意象
[00:11:25.000 --> 00:11:27.000]  然後大家都談得很投契
[00:11:27.000 --> 00:11:28.000]  也都覺得
[00:11:28.000 --> 00:11:29.000]  不是的 真的是這樣
[00:11:29.000 --> 00:11:31.000]  上帝應該要這樣帶領我們
[00:11:31.000 --> 00:11:34.000]  也都覺得自己能夠勝任去做到這件事
[00:11:34.000 --> 00:11:35.000]  但是一說到
[00:11:35.000 --> 00:11:38.000]  這個崗位都有個身份的
[00:11:38.000 --> 00:11:39.000]  有個名字的
[00:11:39.000 --> 00:11:41.000]  這個崗位叫做團長
[00:11:41.000 --> 00:11:44.000]  那些人馬上就像見鬼一樣
[00:11:44.000 --> 00:11:45.000]  馬上就
[00:11:45.000 --> 00:11:46.000]  不行不行不行
[00:11:46.000 --> 00:11:48.000]  千萬不要叫我做
[00:11:48.000 --> 00:11:49.000]  耍手擰頭
[00:11:49.000 --> 00:11:51.000]  經常都聽到大英姐妹說
[00:11:51.000 --> 00:11:54.000]  我是小薯仔來的
[00:11:54.000 --> 00:11:57.000]  我只可以做跟班的
[00:11:57.000 --> 00:12:01.000]  因為我們誰不知道領袖不容易做呢
[00:12:01.000 --> 00:12:04.000]  可能做決定的時候
[00:12:04.000 --> 00:12:06.000]  必定可能會觸動到一些人
[00:12:06.000 --> 00:12:09.000]  然後領袖就成天都要在這些原則
[00:12:09.000 --> 00:12:12.000]  和關係之中有很多的掙扎
[00:12:12.000 --> 00:12:14.000]  又或者大家都會說
[00:12:14.000 --> 00:12:16.000]  好啊 做啊 做啊
[00:12:16.000 --> 00:12:18.000]  但是真正行動的時候
[00:12:18.000 --> 00:12:19.000]  不見了人
[00:12:19.000 --> 00:12:20.000]  那怎麼辦
[00:12:20.000 --> 00:12:23.000]  領袖就要承擔起那個壓力
[00:12:23.000 --> 00:12:25.000]  可能又要出人又出力
[00:12:25.000 --> 00:12:28.000]  出誰人誰力呢
[00:12:28.000 --> 00:12:31.000]  就是自己和自己的家人
[00:12:31.000 --> 00:12:33.000]  老公就推他出來
[00:12:33.000 --> 00:12:34.000]  喂 幫忙吧
[00:12:34.000 --> 00:12:36.000]  你不要坐在那裡
[00:12:36.000 --> 00:12:39.000]  然後做都不是最難
[00:12:39.000 --> 00:12:41.000]  就是當你發現
[00:12:41.000 --> 00:12:44.000]  原來團隊可能都有人都在質疑你
[00:12:44.000 --> 00:12:47.000]  甚至在背後有很多討論
[00:12:47.000 --> 00:12:50.000]  傳回你耳邊的時候
[00:12:50.000 --> 00:12:54.000]  可能那個才是更令人氣餒的事
[00:12:54.000 --> 00:12:59.000]  或者當時約書亞就是背負起這些壓力
[00:12:59.000 --> 00:13:03.000]  所以當約書亞知道要過約但何
[00:13:03.000 --> 00:13:06.000]  然後他都要特別重申
[00:13:06.000 --> 00:13:10.000]  摩西和這些支派所立的約
[00:13:10.000 --> 00:13:11.000]  這些承諾
[00:13:11.000 --> 00:13:15.000]  然後當這些支派領袖去回應的時候
[00:13:15.000 --> 00:13:19.000]  說自己會忠誠於摩西的承諾
[00:13:19.000 --> 00:13:21.000]  特別要加一句
[00:13:21.000 --> 00:13:24.000]  你只要剛強壯膽
[00:13:24.000 --> 00:13:26.000]  彷彿要和約書亞說
[00:13:26.000 --> 00:13:28.000]  我們認可你是領袖
[00:13:28.000 --> 00:13:29.000]  你放心
[00:13:29.000 --> 00:13:33.000]  我們一定會繼續和你去拿迦南的地
[00:13:33.000 --> 00:13:40.000]  除了在團隊十二支派的恐懼
[00:13:40.000 --> 00:13:41.000]  對於一些學者
[00:13:41.000 --> 00:13:45.000]  甚至會從約書亞的年紀
[00:13:45.000 --> 00:13:47.000]  去推敲他所擔心的
[00:13:47.000 --> 00:13:49.000]  今天我們知道的是
[00:13:49.000 --> 00:13:52.000]  約書亞應該和迦勒是同輩
[00:13:52.000 --> 00:13:57.000]  雖然我們不知道約書亞接任領袖的年紀
[00:13:57.000 --> 00:14:03.000]  但我們知道當年他們進入迦南地規探的時候
[00:14:03.000 --> 00:14:05.000]  迦勒是四十歲
[00:14:05.000 --> 00:14:07.000]  進入迦南之後
[00:14:07.000 --> 00:14:09.000]  迦勒大概是八十五歲
[00:14:09.000 --> 00:14:13.000]  假設如果約書亞和迦勒的年紀相當
[00:14:13.000 --> 00:14:19.000]  我們就可以想到約書亞應該是八十歲的年紀
[00:14:19.000 --> 00:14:21.000]  去接任領袖
[00:14:21.000 --> 00:14:23.000]  學者就會想
[00:14:23.000 --> 00:14:26.000]  會不會對於約書亞來說
[00:14:26.000 --> 00:14:28.000]  他其中一個擔心就是
[00:14:28.000 --> 00:14:34.000]  自己的能力不及當年的勇氣
[00:14:34.000 --> 00:14:37.000]  也沒有當年的力量
[00:14:37.000 --> 00:14:40.000]  所以令他感到恐懼
[00:14:40.000 --> 00:14:44.000]  我想這些都是很合理的估計
[00:14:44.000 --> 00:14:48.000]  正如我一開始這樣說
[00:14:48.000 --> 00:14:51.000]  聖經裡面沒有一個很明確說
[00:14:51.000 --> 00:14:54.000]  約書亞的恐懼是什麼
[00:14:54.000 --> 00:14:57.000]  所以我們根本沒有辦法去確定
[00:14:57.000 --> 00:15:00.000]  可能你這一刻有點想反鄧
[00:15:00.000 --> 00:15:02.000]  即使你拿了十多分鐘說
[00:15:02.000 --> 00:15:06.000]  但說完之後你說沒有結果
[00:15:06.000 --> 00:15:11.000]  雖然我們沒有辦法去確定約書亞在怕什麼
[00:15:11.000 --> 00:15:14.000]  但我們可以從他的處境裡面
[00:15:14.000 --> 00:15:17.000]  去看到我們所恐懼的
[00:15:17.000 --> 00:15:21.000]  或者可能我們對侍奉的內容的恐懼
[00:15:21.000 --> 00:15:22.000]  這個侍奉太難了
[00:15:22.000 --> 00:15:24.000]  我根本不懂得做
[00:15:24.000 --> 00:15:25.000]  我做不到
[00:15:25.000 --> 00:15:28.000]  又或者我怎樣解決這麼多困難
[00:15:28.000 --> 00:15:29.000]  有這麼多問題
[00:15:29.000 --> 00:15:31.000]  這麼多炸彈要拆
[00:15:31.000 --> 00:15:32.000]  我怎樣搞定
[00:15:32.000 --> 00:15:34.000]  又或者說要安慰人
[00:15:34.000 --> 00:15:37.000]  最怕就是安慰人的工作
[00:15:37.000 --> 00:15:41.000]  或者可能那個恐懼來自於侍奉的團隊
[00:15:41.000 --> 00:15:43.000]  就是我很怕意見不合的時候
[00:15:43.000 --> 00:15:45.000]  那些氣氛很尷尬
[00:15:45.000 --> 00:15:48.000]  那些責任會不會全部都落在我身上
[00:15:48.000 --> 00:15:50.000]  最後什麼都要我做
[00:15:50.000 --> 00:15:55.000]  又或者說我都曾經在團隊的服務裡面受過傷害
[00:15:55.000 --> 00:15:57.000]  我就不想再經歷一次
[00:15:57.000 --> 00:16:01.000]  我不想再受這些傷害
[00:16:01.000 --> 00:16:04.000]  同樣可能恐懼是來自於自己的能力
[00:16:04.000 --> 00:16:08.000]  就是覺得自己都有很多的掙扎
[00:16:08.000 --> 00:16:11.000]  怎樣去參與在服務的裡面
[00:16:11.000 --> 00:16:12.000]  怎樣去服務其他人
[00:16:12.000 --> 00:16:14.000]  帶領其他人
[00:16:14.000 --> 00:16:17.000]  又甚至可能覺得我都沒有這個信心
[00:16:17.000 --> 00:16:20.000]  或者我的屬靈生命是否真的足夠
[00:16:20.000 --> 00:16:22.000]  我真的信主不久
[00:16:22.000 --> 00:16:26.000]  或者我還有很多不足的地方
[00:16:26.000 --> 00:16:30.000]  上帝對約書亞的呼召是很獨特
[00:16:30.000 --> 00:16:32.000]  這個是我們要留意的
[00:16:32.000 --> 00:16:37.000]  雖然上帝不是呼召我們每一個人都要像約書亞一樣成為領袖
[00:16:37.000 --> 00:16:40.000]  但是面對著不同的侍奉崗位的感動
[00:16:40.000 --> 00:16:43.000]  或者我們都面對著種種不同的擔心
[00:16:43.000 --> 00:16:48.000]  就算見到上帝對我們的吩咐
[00:16:48.000 --> 00:16:50.000]  但是我們都不敢去回應
[00:16:50.000 --> 00:16:52.000]  因為我們有很多恐懼
[00:16:52.000 --> 00:16:55.000]  但之後經文就要說的就是
[00:16:55.000 --> 00:16:59.000]  上帝怎樣讓到約書亞剛強壯膽呢
[00:16:59.000 --> 00:17:04.000]  上帝不是命令約書亞不准害怕
[00:17:04.000 --> 00:17:12.000]  而是要在他的吩咐裡有兩個讓他能夠剛強壯膽的原因
[00:17:12.000 --> 00:17:16.000]  第一個是因為上帝的應許仍然有效
[00:17:16.000 --> 00:17:21.000]  上帝向約書亞表明自己的計劃是沒有中斷的
[00:17:21.000 --> 00:17:23.000]  在一章五節裡說
[00:17:23.000 --> 00:17:29.000]  你一生的日子必定沒有人能夠在你面前站立得住
[00:17:29.000 --> 00:17:33.000]  這句說話我們聽的時候就覺得很安慰
[00:17:33.000 --> 00:17:35.000]  但對於約書亞來說
[00:17:35.000 --> 00:17:37.000]  他聽到的不是一個安慰
[00:17:37.000 --> 00:17:45.000]  是一個代表以色列人和上帝所納的約的部分
[00:17:45.000 --> 00:17:48.000]  因為在《生命記》裡上帝用同一句說話
[00:17:48.000 --> 00:17:51.000]  在七章二十四節裡和以色列人納約
[00:17:51.000 --> 00:17:56.000]  必定沒有一個人能夠在你面前站立得住
[00:17:56.000 --> 00:17:59.000]  所以這不是一個新的安慰 一個新的應許
[00:17:59.000 --> 00:18:02.000]  而是上帝和以色列人的約
[00:18:02.000 --> 00:18:06.000]  他要告訴約書亞是會繼續延續的
[00:18:06.000 --> 00:18:09.000]  就是摩西死了之後 上帝都沒有改變
[00:18:09.000 --> 00:18:12.000]  領袖好像在換
[00:18:12.000 --> 00:18:17.000]  但是上帝的救贖歷史不會因為這樣而中斷
[00:18:17.000 --> 00:18:21.000]  因為以色列人真正的領袖從來都不是摩西
[00:18:21.000 --> 00:18:25.000]  也不是約書亞 而是耶和華自己
[00:18:25.000 --> 00:18:29.000]  所以上帝第一件要告訴約書亞的事
[00:18:29.000 --> 00:18:33.000]  就是他和以色列所納的約是沒有終止的
[00:18:33.000 --> 00:18:37.000]  就是當日應許要賜給他們的地
[00:18:37.000 --> 00:18:39.000]  今天仍然有效
[00:18:39.000 --> 00:18:43.000]  所以要讓以色列人知道上帝仍然在掌權
[00:18:43.000 --> 00:18:46.000]  神仍然是守約的上帝
[00:18:46.000 --> 00:18:49.000]  神仍然會親自帶領他的百姓
[00:18:49.000 --> 00:18:55.000]  因此約書亞就可以靠著上帝去剛強壯膽
[00:18:55.000 --> 00:18:59.000]  上帝只是要將那塊地賜給他們
[00:18:59.000 --> 00:19:05.000]  要留意的是上帝不是說你要為自己去爭取
[00:19:05.000 --> 00:19:09.000]  人總要為自己去拿一些東西去爭取那塊地
[00:19:09.000 --> 00:19:10.000]  他不是這樣說
[00:19:10.000 --> 00:19:15.000]  而是說我只是要將那塊地賜給你
[00:19:15.000 --> 00:19:19.000]  在約書亞記裏面有一個非常重要的訊息
[00:19:19.000 --> 00:19:22.000]  就是以色列人的角色是甚麼
[00:19:22.000 --> 00:19:24.000]  以色列人的角色不是去捕捉一些
[00:19:24.000 --> 00:19:27.000]  上帝我做到這裏是這麼多的
[00:19:27.000 --> 00:19:30.000]  其他東西要靠你自己我做不來
[00:19:30.000 --> 00:19:33.000]  這不是我們認識的那個上帝
[00:19:33.000 --> 00:19:38.000]  也不是要靠自己的能力去創造一個怎樣的歷史出來
