
[00:00:00.000 --> 00:00:03.000]  今天跟大家分享這個主題的信息
[00:02:08.000 --> 00:02:11.000]  你就能夠有不一樣的眼光和態度
[00:02:11.000 --> 00:02:14.000]  去過你現在在地上的生活
[00:02:14.000 --> 00:02:18.000]  因為我們放眼看世界的歷史
[00:02:18.000 --> 00:02:20.000]  無論是我們個人
[00:02:20.000 --> 00:02:23.000]  或者我們看整個的列國
[00:02:23.000 --> 00:02:26.000]  他們的歷史進程總有一些的起伏
[00:02:26.000 --> 00:02:30.000]  甚至有一些很大的艱難和挑戰
[00:02:30.000 --> 00:02:34.000]  但我們不灰心失意是因為我們知道
[00:02:34.000 --> 00:02:36.000]  我們所仰望的
[00:02:36.000 --> 00:02:39.000]  是創天造地萬有的真神那個
[00:02:39.000 --> 00:02:43.000]  所以當我們的焦點是放在上帝身上的時候
[00:02:43.000 --> 00:02:46.000]  你就能夠用另外一種眼光
[00:02:46.000 --> 00:02:49.000]  去看你眼前的困境
[00:02:49.000 --> 00:02:52.000]  和一切的挑戰與問題
[00:02:52.000 --> 00:02:54.000]  所以猶太人他們的傳統
[00:02:54.000 --> 00:02:57.000]  是每天早上他們起床的時候
[00:02:57.000 --> 00:03:02.000]  是會重讀這首145篇的詩篇兩次
[00:03:02.000 --> 00:03:06.000]  到黃昏傍晚的時候再來讀一次
[00:03:06.000 --> 00:03:08.000]  一天三次
[00:03:08.000 --> 00:03:10.000]  這個是猶太人的家庭
[00:03:10.000 --> 00:03:14.000]  他們是一代接一代都是這樣傳頌
[00:03:14.000 --> 00:03:17.000]  所以為什麼這麼出名 145篇
[00:03:17.000 --> 00:03:21.000]  我們看這首詩篇的大綱的時候
[00:03:21.000 --> 00:03:23.000]  我們也看到一個很工整的
[00:03:23.000 --> 00:03:27.000]  頭三節是講讚美上主的王權
[00:03:27.000 --> 00:03:31.000]  一開始第一節我們等一下會詳細看
[00:03:31.000 --> 00:03:33.000]  它是講我的神我的王
[00:03:33.000 --> 00:03:35.000]  原來對他們來說
[00:03:35.000 --> 00:03:36.000]  他們所尊崇的
[00:03:36.000 --> 00:03:40.000]  不是只是一個宗教信仰的一個教義
[00:03:40.000 --> 00:03:43.000]  而是他們知道他們所信敬拜的
[00:03:43.000 --> 00:03:48.000]  侍奉的神是一個他們生命的王
[00:03:48.000 --> 00:03:49.000]  這個很重要
[00:03:49.000 --> 00:03:52.000]  第二個段落是讚美上主的信守
[00:03:52.000 --> 00:03:54.000]  她的聖約
[00:03:54.000 --> 00:03:58.000]  在神她和子民之間所立的這些約
[00:03:58.000 --> 00:04:00.000]  永遠都是人軟弱失敗
[00:04:00.000 --> 00:04:03.000]  但是上帝從來沒有試過失信
[00:04:03.000 --> 00:04:07.000]  上帝沒有背棄她的約
[00:04:07.000 --> 00:04:10.000]  既然我們有一個這麼信實的上帝
[00:04:10.000 --> 00:04:13.000]  我們就不需要擔心
[00:04:13.000 --> 00:04:16.000]  要焦慮我們人生好
[00:04:16.000 --> 00:04:18.000]  我們的家庭好
[00:04:18.000 --> 00:04:19.000]  我們的事業好
[00:04:19.000 --> 00:04:21.000]  我們甚至國家好
[00:04:21.000 --> 00:04:23.000]  一切的困難
[00:04:23.000 --> 00:04:25.000]  當我們帶到上主的跟前
[00:04:25.000 --> 00:04:27.000]  我們仰望她呼求她
[00:04:27.000 --> 00:04:29.000]  她就是我們的主我們的神
[00:04:29.000 --> 00:04:31.000]  我們的王
[00:04:31.000 --> 00:04:32.000]  第三個段落
[00:04:32.000 --> 00:04:34.000]  也是再次提醒我們
[00:04:34.000 --> 00:04:36.000]  神的王權的裏面
[00:04:36.000 --> 00:04:40.000]  包含到神的角度是榮耀
[00:04:40.000 --> 00:04:42.000]  而且是永遠的
[00:04:42.000 --> 00:04:44.000]  是有能力的
[00:04:44.000 --> 00:04:47.000]  所以這個和地上的角度是不同的
[00:04:47.000 --> 00:04:50.000]  而最後是讚美上主怎樣
[00:04:50.000 --> 00:04:52.000]  不單止她的拯救
[00:04:52.000 --> 00:04:54.000]  是她日常怎樣保守
[00:04:54.000 --> 00:04:58.000]  供應她的子民各樣的需要
[00:04:58.000 --> 00:05:02.000]  當我們看到一個很工整的詩篇
[00:05:02.000 --> 00:05:05.000]  兩個主題不斷的重複
[00:05:05.000 --> 00:05:09.000]  首尾呼應的這首詩篇145篇
[00:05:09.000 --> 00:05:11.000]  我們一起再一次祈禱
[00:05:11.000 --> 00:05:15.000]  天父求你親自向我們每一個人說話
[00:05:15.000 --> 00:05:16.000]  既要講就聽
[00:05:16.000 --> 00:05:18.000]  我們同感一鈴
[00:05:18.000 --> 00:05:19.000]  同德造就
[00:05:19.000 --> 00:05:23.000]  更加讓我們放眼在你身上
[00:05:23.000 --> 00:05:25.000]  我們定精專注依靠
[00:05:25.000 --> 00:05:28.000]  就是我們的神我們的王
[00:05:28.000 --> 00:05:30.000]  你是我們生命的主
[00:05:30.000 --> 00:05:33.000]  我們一切的好處不在你的意外
[00:05:33.000 --> 00:05:35.000]  願意上帝你繼續的
[00:05:35.000 --> 00:05:37.000]  由恩典帶領我們廣福家
[00:05:37.000 --> 00:05:40.000]  每一個家庭都能夠榮神益人
[00:05:40.000 --> 00:05:43.000]  主你親自施大憐憫
[00:05:43.000 --> 00:05:45.000]  讓我們能夠跨代同行
[00:05:45.000 --> 00:05:46.000]  傳揚主恩
[00:05:46.000 --> 00:05:47.000]  我們同心禱告
[00:05:47.000 --> 00:05:48.000]  奉主名求
[00:05:48.000 --> 00:05:49.000]  阿們
[00:05:49.000 --> 00:05:53.000]  那個段落我們一起讀一次
[00:05:53.000 --> 00:05:55.000]  我的神我的王
[00:05:55.000 --> 00:05:57.000]  我要尊崇你
[00:05:57.000 --> 00:06:00.000]  我要永永遠遠稱頌你的名
[00:06:00.000 --> 00:06:03.000]  我要天天稱頌你
[00:06:03.000 --> 00:06:06.000]  也要永永遠遠讚美你的名
[00:06:06.000 --> 00:06:08.000]  有話本為大
[00:06:08.000 --> 00:06:10.000]  該受大讚美
[00:06:10.000 --> 00:06:13.000]  其大無法測度
[00:06:13.000 --> 00:06:16.000]  我們在這個段落裡面
[00:06:16.000 --> 00:06:18.000]  我們看到讚美的焦點
[00:06:18.000 --> 00:06:20.000]  就是神祂自己
[00:06:20.000 --> 00:06:23.000]  這裡是給我們一個很大的警惕
[00:06:23.000 --> 00:06:26.000]  究竟今天我們作為基督徒
[00:06:26.000 --> 00:06:29.000]  我們活在新約這個年間
[00:06:29.000 --> 00:06:31.000]  特別在這個大時代裡面
[00:06:31.000 --> 00:06:34.000]  太多徵兆被看見
[00:06:34.000 --> 00:06:37.000]  我們所信靠的這位主耶穌基督
[00:06:37.000 --> 00:06:39.000]  他必然是要有一天
[00:06:39.000 --> 00:06:41.000]  他要榮耀的在來
[00:06:41.000 --> 00:06:45.000]  這個不是一個憑空想像
[00:06:45.000 --> 00:06:47.000]  這個是聖經的預言
[00:06:47.000 --> 00:06:50.000]  而有很多的徵兆已經歷歷在目
[00:06:50.000 --> 00:06:52.000]  而我們要看就是說
[00:06:52.000 --> 00:06:55.000]  我們所信靠的這位上帝
[00:06:55.000 --> 00:06:58.000]  他是不是真的成為我們的王呢
[00:06:58.000 --> 00:07:00.000]  他在我們生命裡頭
[00:07:00.000 --> 00:07:02.000]  那個角色是什麼呢
[00:07:02.000 --> 00:07:04.000]  今天有些基督徒的信仰
[00:07:04.000 --> 00:07:06.000]  如果不扎實
[00:07:06.000 --> 00:07:08.000]  是建基在耶穌基督
[00:07:08.000 --> 00:07:10.000]  這個真理的盆石裡面的時候
[00:07:10.000 --> 00:07:13.000]  很容易我們的信仰會變成
[00:07:13.000 --> 00:07:17.000]  就是一種好像拜神交易的
[00:07:17.000 --> 00:07:20.000]  一種宗教性的活動
[00:07:20.000 --> 00:07:22.000]  如果是這樣的時候
[00:07:22.000 --> 00:07:24.000]  我們是很可憐的
[00:07:24.000 --> 00:07:26.000]  因為上帝確實不是要
[00:07:26.000 --> 00:07:28.000]  和我們建立一種這樣的關係
[00:07:28.000 --> 00:07:30.000]  上帝建立的關係是
[00:07:30.000 --> 00:07:32.000]  天上的父親
[00:07:32.000 --> 00:07:35.000]  和他地上的子民就是他的兒女
[00:07:35.000 --> 00:07:37.000]  那種是親密
[00:07:37.000 --> 00:07:40.000]  大家一起每一天去同行的
[00:07:40.000 --> 00:07:42.000]  不是週末才回來教會
[00:07:42.000 --> 00:07:44.000]  我們才去敬拜神
[00:07:44.000 --> 00:07:46.000]  我們每一天都在敬拜上主
[00:07:46.000 --> 00:07:48.000]  我們每一天我們的家庭
[00:07:48.000 --> 00:07:50.000]  無論在我們廚房裡面
[00:07:50.000 --> 00:07:52.000]  在我辦公室裡面
[00:07:52.000 --> 00:07:54.000]  在我見客人的裡面
[00:07:54.000 --> 00:07:56.000]  在我做研究我的實驗室裡面
[00:07:56.000 --> 00:07:59.000]  原來我們要經歷的是與神同行
[00:07:59.000 --> 00:08:01.000]  如果我們要跨代同行
[00:08:01.000 --> 00:08:03.000]  做得成功的話
[00:08:03.000 --> 00:08:06.000]  你必須要做到與神同行
[00:08:06.000 --> 00:08:08.000]  這個很重要的基礎
[00:08:08.000 --> 00:08:09.000]  沒有了與神同行
[00:08:09.000 --> 00:08:12.000]  我們不可以做到跨代同行
[00:08:12.000 --> 00:08:14.000]  所以等下你要聽下去的時候
[00:08:14.000 --> 00:08:17.000]  你會明白我今天整個主題的信息
[00:08:17.000 --> 00:08:21.000]  是有一個的次序在這裡
[00:08:21.000 --> 00:08:23.000]  而在聖經的經文
[00:08:23.000 --> 00:08:25.000]  首先它就提醒我們這件事
[00:08:25.000 --> 00:08:27.000]  你今天你的信仰
[00:08:27.000 --> 00:08:29.000]  你是不是真的以耶穌基督
[00:08:29.000 --> 00:08:32.000]  為你生命的王呢
[00:08:32.000 --> 00:08:35.000]  我們的主權在哪裡呢
[00:08:35.000 --> 00:08:37.000]  今天這個時代很多人害怕
[00:08:37.000 --> 00:08:40.000]  很多人都覺得我們科技很發達
[00:08:40.000 --> 00:08:43.000]  所以我們什麼都由我們主導
[00:08:43.000 --> 00:08:45.000]  我喜歡什麼就什麼
[00:08:45.000 --> 00:08:46.000]  甚至生育女兒也是
[00:08:46.000 --> 00:08:47.000]  我要生男兒也可以
[00:08:47.000 --> 00:08:49.000]  要生女兒也可以
[00:08:49.000 --> 00:08:51.000]  甚至寫廣張不用了
[00:08:51.000 --> 00:08:53.000]  現在交給AI
[00:08:53.000 --> 00:08:54.000]  對不起
[00:08:54.000 --> 00:08:57.000]  我自己從來就不用
[00:08:57.000 --> 00:09:00.000]  AI幫我寫廣張
[00:09:00.000 --> 00:09:03.000]  你說AI幫你搜集一些資料可以
[00:09:03.000 --> 00:09:05.000]  但是你千萬不要
[00:09:05.000 --> 00:09:07.000]  是貪快貪方便
[00:09:07.000 --> 00:09:10.000]  今天你的學術研究一樣
[00:09:10.000 --> 00:09:12.000]  我們當中有很多教授在這裡
[00:09:12.000 --> 00:09:14.000]  因為我很想知道就是
[00:09:14.000 --> 00:09:17.000]  教育裡面如果我們教出來的學生
[00:09:17.000 --> 00:09:20.000]  他是用工具去達至A級
[00:09:20.000 --> 00:09:22.000]  或者是很高分數
[00:09:22.000 --> 00:09:24.000]  那又怎樣呢
[00:09:24.000 --> 00:09:25.000]  拿到好的成績
[00:09:25.000 --> 00:09:27.000]  但是他不是一個懂得去思考
[00:09:27.000 --> 00:09:31.000]  沒有獨立去辨識能力的一個學生的話
[00:09:31.000 --> 00:09:34.000]  他也都不會成為一個出色的學者
[00:09:34.000 --> 00:09:36.000]  我們今天需要的是
[00:09:36.000 --> 00:09:39.000]  幫助我們下一代的下一代
[00:09:39.000 --> 00:09:42.000]  他們都要尊榮上帝
[00:09:42.000 --> 00:09:44.000]  是神才是我們真正的主
[00:09:44.000 --> 00:09:45.000]  真正的王
[00:09:45.000 --> 00:09:47.000]  這種的王道
[00:09:47.000 --> 00:09:50.000]  就是他要透過聖經給我們看見
[00:09:50.000 --> 00:09:53.000]  能夠叫人生命活得豐盛
[00:09:53.000 --> 00:09:55.000]  而且是有意義地
[00:09:55.000 --> 00:09:57.000]  去過我們的人生
[00:09:57.000 --> 00:09:59.000]  我們能夠將我們的才幹
[00:09:59.000 --> 00:10:00.000]  各方面
[00:10:00.000 --> 00:10:02.000]  在教會裡面好
[00:10:02.000 --> 00:10:03.000]  在社會裡面好
[00:10:03.000 --> 00:10:05.000]  在國家裡面好
[00:10:05.000 --> 00:10:07.000]  都能夠去作出貢獻
[00:10:07.000 --> 00:10:10.000]  這個是我們今天作為神的兒女子民
[00:10:10.000 --> 00:10:12.000]  我們應當有所看見
[00:10:12.000 --> 00:10:14.000]  你看到大衛
[00:10:14.000 --> 00:10:18.000]  他的人生絕對不是一帆風順
[00:10:18.000 --> 00:10:20.000]  所以我們基督徒的信仰
[00:10:20.000 --> 00:10:22.000]  不是好像拜神那樣
[00:10:22.000 --> 00:10:24.000]  是好像跟你交易
[00:10:24.000 --> 00:10:25.000]  我裝了炷香
[00:10:25.000 --> 00:10:27.000]  我交了一些香錢
[00:10:27.000 --> 00:10:28.000]  不是的
[00:10:28.000 --> 00:10:31.000]  我們剛才的奉獻都並非這樣的意思
[00:10:31.000 --> 00:10:35.000]  而是我們由衷對上帝一種的感謝
[00:10:35.000 --> 00:10:38.000]  我們願意將這些錢分別為聖
[00:10:38.000 --> 00:10:39.000]  用在聖宮裡面
[00:10:39.000 --> 00:10:42.000]  更加好好地建立神的子民
[00:10:42.000 --> 00:10:44.000]  以及將福音去傳揚
[00:10:44.000 --> 00:10:47.000]  給到這個社會
[00:10:47.000 --> 00:10:48.000]  不同的角落
[00:10:48.000 --> 00:10:50.000]  不同的地方的人民
[00:10:50.000 --> 00:10:52.000]  都能夠蒙受主恩
[00:10:52.000 --> 00:10:55.000]  所以都是看大衛
[00:10:55.000 --> 00:10:56.000]  他說他的稱頌
[00:10:56.000 --> 00:10:59.000]  不是只是在安息日裡面
[00:10:59.000 --> 00:11:01.000]  而是天天
[00:11:01.000 --> 00:11:03.000]  而且是永永遠遠
[00:11:03.000 --> 00:11:05.000]  原因是因為第三節
[00:11:05.000 --> 00:11:07.000]  耶穌說本為大
[00:11:07.000 --> 00:11:08.000]  該受大讚美
[00:11:08.000 --> 00:11:10.000]  其大無法測度
[00:11:10.000 --> 00:11:13.000]  不物也難以形容
[00:11:13.000 --> 00:11:14.000]  今天如果你問問
[00:11:14.000 --> 00:11:16.000]  一些科學家的研究
[00:11:16.000 --> 00:11:18.000]  他說今天我們所知
[00:11:18.000 --> 00:11:19.000]  雖然很多
[00:11:19.000 --> 00:11:22.000]  但其實都是很微小
[00:11:22.000 --> 00:11:24.000]  當他們研究天文學
[00:11:24.000 --> 00:11:27.000]  當他們研究很多的物理現象
[00:11:27.000 --> 00:11:30.000]  當他們研究微生學的世界
[00:11:30.000 --> 00:11:32.000]  他們看見很驚訝
[00:11:32.000 --> 00:11:34.000]  因為生命的背後
[00:11:34.000 --> 00:11:36.000]  原來全部都是傑作
[00:11:36.000 --> 00:11:37.000]  如果你問我們
[00:11:37.000 --> 00:11:39.000]  在獄很多的醫生都是
[00:11:39.000 --> 00:11:43.000]  他說在他們醫病人的過程
[00:11:43.000 --> 00:11:45.000]  為甚麼他們做手術之前
[00:11:45.000 --> 00:11:46.000]  就算他是一個
[00:11:46.000 --> 00:11:48.000]  很出名的外科手術醫生
[00:11:48.000 --> 00:11:50.000]  他說我都要祈禱
[00:11:50.000 --> 00:11:53.000]  我知道神是要導引我的手
[00:11:53.000 --> 00:11:56.000]  去做好這個手術
[00:11:56.000 --> 00:11:58.000]  每一個我們的生命
[00:11:58.000 --> 00:11:59.000]  存留動作
[00:11:59.000 --> 00:12:01.000]  都是在乎我們這位上帝
[00:12:01.000 --> 00:12:04.000]  所以今天如果我們看到
[00:12:04.000 --> 00:12:07.000]  這個重贊背後的原因
[00:12:07.000 --> 00:12:08.000]  贊頌的對象
[00:12:08.000 --> 00:12:11.000]  完全在上帝的身上
[00:12:11.000 --> 00:12:13.000]  如此我們有這個基礎
[00:12:13.000 --> 00:12:15.000]  我們看下去下一個段落
[00:12:15.000 --> 00:12:17.000]  神那種信神
[00:12:17.000 --> 00:12:19.000]  是要藉著我們
[00:12:19.000 --> 00:12:22.000]  由這一代傳到下一代
[00:12:22.000 --> 00:12:24.000]  是神那種信守聖約
[00:12:24.000 --> 00:12:26.000]  我們一起讀第四節
[00:12:26.000 --> 00:12:27.000]  到第九節
[00:12:27.000 --> 00:12:29.000]  這一代要對那一代
[00:12:29.000 --> 00:12:31.000]  重贊你的作為
[00:12:31.000 --> 00:12:33.000]  他們要傳揚你的大能
[00:12:33.000 --> 00:12:35.000]  他們要述說你
[00:12:35.000 --> 00:12:37.000]  威嚴榮耀的尊榮
[00:12:37.000 --> 00:12:40.000]  我要默念你奇妙的作為
[00:12:40.000 --> 00:12:43.000]  人要傳講你可畏的能力
[00:12:43.000 --> 00:12:46.000]  你也要傳揚你的偉大
[00:12:46.000 --> 00:12:48.000]  他們要將你
[00:12:48.000 --> 00:12:50.000]  可紀念的大恩傳開
[00:12:50.000 --> 00:12:53.000]  並要高唱你的公義
[00:12:53.000 --> 00:12:55.000]  這裡大衛知道
[00:12:55.000 --> 00:12:58.000]  他人生的年歲有限
[00:12:58.000 --> 00:13:00.000]  但他很珍惜
[00:13:00.000 --> 00:13:03.000]  他要帶領他那一代的人
[00:13:03.000 --> 00:13:04.000]  不只是他那一代
[00:13:04.000 --> 00:13:05.000]  才去敬虔
[00:13:05.000 --> 00:13:06.000]  去跟隨上帝
[00:13:06.000 --> 00:13:08.000]  他說我們這一代
[00:13:08.000 --> 00:13:10.000]  必須要帶領下一代
[00:13:10.000 --> 00:13:12.000]  那一代
[00:13:12.000 --> 00:13:14.000]  而這一代是代代相傳
[00:13:14.000 --> 00:13:18.000]  將上帝那種的尊榮
[00:13:18.000 --> 00:13:23.000]  恩典能力作為他的大恩公義
[00:13:23.000 --> 00:13:25.000]  這裡有很多的動詞
[00:13:25.000 --> 00:13:26.000]  如果你看
[00:13:26.000 --> 00:13:28.000]  重贊傳揚述說默念傳講
[00:13:28.000 --> 00:13:30.000]  傳開高唱
[00:13:30.000 --> 00:13:32.000]  所以我們可以誇一對同行
[00:13:32.000 --> 00:13:34.000]  去組織一個這樣的師班
[00:13:34.000 --> 00:13:36.000]  已經是一個見證
[00:13:36.000 --> 00:13:39.000]  今天我知道有些頂姐妹
[00:13:39.000 --> 00:13:42.000]  她願意去到一些會所裡面
[00:13:42.000 --> 00:13:44.000]  她透過師哥
[00:13:44.000 --> 00:13:45.000]  她想來結識一些
[00:13:45.000 --> 00:13:46.000]  微信主的朋友
[00:13:46.000 --> 00:13:49.000]  所以她們藉著這些平台
[00:13:49.000 --> 00:13:51.000]  傳福音可以很活潑的
[00:13:51.000 --> 00:13:53.000]  可以透過很多文化
[00:13:53.000 --> 00:13:54.000]  不同不同的渠道
[00:13:54.000 --> 00:13:56.000]  我們去傳揚
[00:13:56.000 --> 00:13:58.000]  但是關鍵在第七節
[00:13:58.000 --> 00:14:00.000]  第七節要提醒我們
[00:14:00.000 --> 00:14:04.000]  是我們要紀念上帝他的大恩
[00:14:04.000 --> 00:14:06.000]  和他的公義
[00:14:06.000 --> 00:14:08.000]  要高唱出來
[00:14:08.000 --> 00:14:10.000]  原來上帝他的屬性裡面
[00:14:10.000 --> 00:14:12.000]  永遠是沒有分割的
[00:14:12.000 --> 00:14:14.000]  如果我們今天的信念裡面
[00:14:14.000 --> 00:14:18.000]  只讀到就是神就是愛
[00:14:18.000 --> 00:14:19.000]  神極愛世人
[00:14:19.000 --> 00:14:22.000]  但是你從來看不到聖經有說
[00:14:22.000 --> 00:14:23.000]  神對他自己的百姓
[00:14:23.000 --> 00:14:25.000]  很嚴厲的管教
[00:14:25.000 --> 00:14:27.000]  他的公義是永存的
[00:14:27.000 --> 00:14:30.000]  他不會以有罪為無罪的
[00:14:30.000 --> 00:14:32.000]  兩樣東西都是平衡的
[00:14:32.000 --> 00:14:34.000]  是完整的
[00:14:34.000 --> 00:14:35.000]  而公義的背後
[00:14:35.000 --> 00:14:38.000]  也都看到上帝的連率恩典
[00:14:38.000 --> 00:14:40.000]  上帝要對每一個
[00:14:40.000 --> 00:14:43.000]  是失敗軟弱的人
[00:14:43.000 --> 00:14:45.000]  你在哪個地方跌倒
[00:14:45.000 --> 00:14:47.000]  你就在那裡重新站起來
[00:14:47.000 --> 00:14:49.000]  你看這首詩的作者
[00:14:49.000 --> 00:14:51.000]  大衛就是這樣的人
[00:14:51.000 --> 00:14:55.000]  大衛聖經說他是合神心意
[00:14:55.000 --> 00:14:58.000]  但是他竟然是做到一些事
[00:14:58.000 --> 00:15:03.000]  所謂殺人夫奪人妻
[00:15:03.000 --> 00:15:04.000]  這個就是大衛
[00:15:04.000 --> 00:15:08.000]  大衛可以軟弱到一個地步
[00:15:08.000 --> 00:15:09.000]  是衰到這樣
[00:15:09.000 --> 00:15:11.000]  但是上帝沒有因為這樣
[00:15:11.000 --> 00:15:13.000]  去丟棄他
[00:15:13.000 --> 00:15:14.000]  透過拿丹先知
[00:15:14.000 --> 00:15:16.000]  來斥責大衛的時候
[00:15:16.000 --> 00:15:19.000]  大衛就在心裡頭是懊悔
[00:15:19.000 --> 00:15:20.000]  當他肯回轉
[00:15:20.000 --> 00:15:22.000]  他承認他的罪
[00:15:22.000 --> 00:15:23.000]  他的過犯
[00:15:23.000 --> 00:15:25.000]  神重新塗造大衛
[00:15:25.000 --> 00:15:28.000]  而且大大的使用他
[00:15:28.000 --> 00:15:29.000]  弟兄姊妹
[00:15:29.000 --> 00:15:31.000]  我們今天就是要
[00:15:31.000 --> 00:15:33.000]  將上帝這一份的大恩
[00:15:33.000 --> 00:15:34.000]  他的 goodness
[00:15:34.000 --> 00:15:35.000]  以及他的公義
[00:15:35.000 --> 00:15:37.000]  他的 righteousness
[00:15:37.000 --> 00:15:38.000]  都要來彰顯
[00:15:38.000 --> 00:15:41.000]  讓我們的下一代看得清楚
[00:15:41.000 --> 00:15:43.000]  而最後第八第九節
[00:15:43.000 --> 00:15:46.000]  其實是基於兩個舊約的典故
[00:15:46.000 --> 00:15:48.000]  做這個段落的總結
[00:15:48.000 --> 00:15:49.000]  我們一起看
[00:15:49.000 --> 00:15:50.000]  一起讀好嗎
[00:15:50.000 --> 00:15:53.000]  耶和華有因為有憐憫
[00:15:53.000 --> 00:15:54.000]  不輕而發怒
[00:15:54.000 --> 00:15:56.000]  大有此愛
[00:15:56.000 --> 00:15:58.000]  耶和華善待萬有
[00:15:58.000 --> 00:15:59.000]  他的憐憫
[00:15:59.000 --> 00:16:02.000]  復必他一切所造的
[00:16:02.000 --> 00:16:03.000]  我們在這裡
[00:16:03.000 --> 00:16:06.000]  也是看到第八節裡面
[00:16:06.000 --> 00:16:10.000]  將神的恩惠憐憫持愛
[00:16:10.000 --> 00:16:13.000]  大衛說你是不輕而發怒
[00:16:13.000 --> 00:16:15.000]  其實他將這一句說話
[00:16:15.000 --> 00:16:17.000]  是直接抄過來
[00:16:17.000 --> 00:16:20.000]  就是因為在舊約裡面
[00:16:20.000 --> 00:16:22.000]  當摩西去到西奈山
[00:16:22.000 --> 00:16:24.000]  拿這個十戒的時候
[00:16:24.000 --> 00:16:26.000]  他看到子民
[00:16:26.000 --> 00:16:27.000]  原來他不知道
[00:16:27.000 --> 00:16:29.000]  子民已經在山下
[00:16:29.000 --> 00:16:32.000]  是拜偶像去犯罪得罪神
[00:16:32.000 --> 00:16:36.000]  神很大的真是來到去要發怒
[00:16:36.000 --> 00:16:41.000]  但是當上帝來到去給摩西看見
[00:16:41.000 --> 00:16:43.000]  他的屬性裡面
[00:16:43.000 --> 00:16:45.000]  是有恩慈憐憫的
[00:16:45.000 --> 00:16:47.000]  只要他自己的子民
[00:16:47.000 --> 00:16:50.000]  肯回轉悔改神都憐恤他
[00:16:50.000 --> 00:16:52.000]  但是上帝也都不會偏
[00:16:52.000 --> 00:16:54.000]  只是偏愛以色列人
[00:16:54.000 --> 00:16:56.000]  今天大家不要搞錯
[00:16:56.000 --> 00:16:58.000]  選民是有上帝他們的
[00:16:58.000 --> 00:17:00.000]  一個特別的恩典
[00:17:00.000 --> 00:17:02.000]  祝福但並非說上帝
[00:17:02.000 --> 00:17:04.000]  漠視其他那些民族
[00:17:04.000 --> 00:17:06.000]  在第九節給我們一個
[00:17:06.000 --> 00:17:07.000]  很清楚的證據
[00:17:07.000 --> 00:17:09.000]  這個就是若拿先知
[00:17:09.000 --> 00:17:11.000]  他被差遣去到尼尼眉城
[00:17:11.000 --> 00:17:15.000]  串這個真是神審判的信息
[00:17:15.000 --> 00:17:16.000]  再過40天
[00:17:16.000 --> 00:17:19.000]  神就要來到去審判
[00:17:19.000 --> 00:17:20.000]  要滅絕
[00:17:20.000 --> 00:17:23.000]  尼尼眉城就要來到覆亡
