
[00:00:00.000 --> 00:00:04.060]  今天要講的題目叫做一切從這經開始
[00:02:34.560 --> 00:02:36.480]  其實經常說有聖殿的
[00:02:36.480 --> 00:02:38.320]  那是第二聖殿
[00:02:38.320 --> 00:02:40.940]  但是到第二聖殿耶穌死了
[00:02:40.940 --> 00:02:42.480]  主後大概七十年
[00:02:42.480 --> 00:02:44.020]  又經歷過一個
[00:02:44.020 --> 00:02:44.840]  如果我沒有記錯
[00:02:44.840 --> 00:02:46.140]  我忘記了是地震還是火災
[00:02:46.140 --> 00:02:48.740]  總之聖殿是再次被摧毀
[00:02:49.060 --> 00:02:51.420]  我經常聽很多人強調
[00:02:51.420 --> 00:02:53.380]  聖殿很重要
[00:02:53.380 --> 00:02:55.480]  我不知道你覺得聖殿重要嗎?
[00:02:55.480 --> 00:02:58.640]  是一個標誌
[00:02:58.640 --> 00:02:59.580]  但是我經常想
[00:02:59.580 --> 00:03:02.140]  如果聖殿真的這麼重要
[00:03:02.140 --> 00:03:07.240]  為什麼我們的上帝容讓它兩次被拆毀
[00:03:07.240 --> 00:03:08.740]  而對上那次
[00:03:08.740 --> 00:03:10.780]  主後七十年拆毀之後
[00:03:10.780 --> 00:03:11.880]  到現在
[00:03:11.880 --> 00:03:14.500]  第三個聖殿仍然未建成
[00:03:14.500 --> 00:03:16.540]  二千年
[00:03:16.540 --> 00:03:17.720]  等了二千年
[00:03:17.720 --> 00:03:19.040]  如果真的這麼重要
[00:03:19.040 --> 00:03:23.540]  上帝應該不會讓它荒廢到現在
[00:03:23.540 --> 00:03:25.000]  如果你今天去以色列
[00:03:25.000 --> 00:03:27.160]  你去到聖殿的遺址上
[00:03:27.160 --> 00:03:28.820]  你看到金頂的那個
[00:03:28.820 --> 00:03:30.220]  其實不是聖殿
[00:03:30.220 --> 00:03:31.360]  你不要誤會
[00:03:31.360 --> 00:03:33.360]  那是一個清真寺
[00:03:33.360 --> 00:03:35.900]  這讓我去想
[00:03:35.900 --> 00:03:38.340]  到底聖殿是不是真的這麼重要
[00:03:38.340 --> 00:03:41.440]  聖殿這個建築物是不是這麼重要
[00:03:41.440 --> 00:03:45.140]  看到《史獨行傳》一段聖經
[00:03:45.460 --> 00:03:48.540]  他說當史提反被人抓了
[00:03:48.540 --> 00:03:51.960]  準備用石頭扔死他的時候
[00:03:51.960 --> 00:03:53.740]  史提反說了這段話
[00:03:53.740 --> 00:03:57.160]  他說其實至高者並不著人手所做的
[00:03:57.160 --> 00:03:59.200]  就如先知所說
[00:03:59.200 --> 00:04:01.300]  主說天是我的寶座
[00:04:01.300 --> 00:04:02.360]  地是我的腳凳
[00:04:02.360 --> 00:04:05.160]  你們要為我做一個怎樣的奠宇
[00:04:05.160 --> 00:04:07.680]  哪裡是我安揭的地方呢
[00:04:07.680 --> 00:04:10.900]  這一切不都是手所做的嗎?
[00:04:10.900 --> 00:04:12.680]  史提反這麼說
[00:04:12.680 --> 00:04:13.440]  聖經這麼說
[00:04:13.440 --> 00:04:14.800]  所以我夠膽用
[00:04:14.800 --> 00:04:16.640]  原來在上帝的眼中
[00:04:16.640 --> 00:04:19.600]  聖殿也不是真的這麼重要
[00:04:19.600 --> 00:04:23.560]  其實上帝不需要一個殿住下去
[00:04:23.560 --> 00:04:25.660]  祂有天、有地
[00:04:25.660 --> 00:04:29.580]  聖殿是給人用來記住
[00:04:29.580 --> 00:04:32.480]  神的帳幕在人間
[00:04:32.480 --> 00:04:33.040]  行不行?
[00:04:33.040 --> 00:04:34.160]  我想強調
[00:04:34.160 --> 00:04:35.720]  那兩個標誌
[00:04:35.720 --> 00:04:37.520]  第一個是聖地
[00:04:37.520 --> 00:04:39.000]  第二個是聖殿
[00:04:39.000 --> 00:04:41.000]  我們看到很重要
[00:04:41.000 --> 00:04:43.080]  但其實在過往的歷史
[00:04:43.080 --> 00:04:45.400]  也有一段很長的時間是不見了
[00:04:45.400 --> 00:04:48.200]  唯獨是最後一個標誌
[00:04:48.200 --> 00:04:49.400]  是沒有不見的
[00:04:49.400 --> 00:04:50.200]  是什麼呢?
[00:04:50.200 --> 00:04:51.320]  聖經
[00:04:51.320 --> 00:04:53.080]  請弟兄姐妹讀這段經文
[00:04:53.080 --> 00:04:54.360]  預備,1、2、3
[00:05:13.800 --> 00:05:15.800]  當我去預備這段經文的時候
[00:05:15.800 --> 00:05:17.400]  其實一開始很輕鬆
[00:05:17.400 --> 00:05:19.840]  因為我以為這段經文自己也算熟悉
[00:05:19.840 --> 00:05:22.040]  起碼新約比較容易
[00:05:22.040 --> 00:05:23.960]  馬太福音也說過這麼多次了
[00:05:23.960 --> 00:05:25.280]  背景也比較容易
[00:05:25.280 --> 00:05:27.480]  我就想著選四、五本識經書
[00:05:27.480 --> 00:05:29.160]  然後看完就寫
[00:05:29.160 --> 00:05:31.160]  但是怎知道一看的時候
[00:05:31.160 --> 00:05:33.560]  發覺不是想象中這麼簡單
[00:05:33.560 --> 00:05:36.920]  甚至原來我一直都解錯了這節聖經
[00:05:36.920 --> 00:05:38.200]  所以今天
[00:05:38.200 --> 00:05:39.560]  要說得很快
[00:05:39.560 --> 00:05:40.520]  因為很多事情要說
[00:05:40.520 --> 00:05:43.320]  頭半段是跟你解釋這兩節聖經
[00:05:43.320 --> 00:05:46.600]  後半段是解釋第三、第四節聖經
[00:05:46.600 --> 00:05:48.520]  但我們希望說快一點
[00:05:48.520 --> 00:05:51.560]  到最後有些空間給大家安靜一下
[00:05:51.560 --> 00:05:52.200]  好不好?
[00:05:52.200 --> 00:05:55.240]  我不知道你看這段經文的第一個感覺是什麼
[00:05:55.240 --> 00:05:57.880]  很多人都會有一個感覺就是
[00:05:57.880 --> 00:05:59.080]  耶穌的
[00:05:59.080 --> 00:06:00.200]  可以再出一段經文
[00:06:00.200 --> 00:06:01.800]  耶穌的生平
[00:06:01.800 --> 00:06:05.000]  或者耶穌的教導可能太出位了
[00:06:05.000 --> 00:06:08.040]  好像經常跟猶太人聊天
[00:06:08.040 --> 00:06:11.720]  好像經常跟猶太人作對
[00:06:11.720 --> 00:06:15.480]  所以有人說他來要廢掉律法
[00:06:15.480 --> 00:06:19.880]  而他在這裡要說一個免責聲明
[00:06:19.880 --> 00:06:22.040]  免責聲明就是說
[00:06:22.040 --> 00:06:24.920]  其實我來的目的不是這樣的
[00:06:24.920 --> 00:06:26.840]  我來不是要廢掉
[00:06:26.840 --> 00:06:27.720]  是要成全
[00:06:27.720 --> 00:06:30.040]  我不知道這是不是你的印象
[00:06:30.040 --> 00:06:33.240]  這是我自己一直對這段經文的印象
[00:06:33.240 --> 00:06:35.320]  但是當我讀久一點的時候
[00:06:35.320 --> 00:06:37.640]  我又看看英文或者原文
[00:06:37.640 --> 00:06:40.440]  我發覺原來很認真讀這兩節聖經
[00:06:40.440 --> 00:06:42.520]  我有兩個不明白的問題
[00:06:42.520 --> 00:06:43.480]  第一個問題
[00:06:43.480 --> 00:06:44.520]  看著經文
[00:06:44.520 --> 00:06:47.320]  他說他來不是要廢掉律法
[00:06:47.320 --> 00:06:50.760]  和先知什麼是律法
[00:06:50.760 --> 00:06:53.080]  你一想起律法
[00:06:53.080 --> 00:06:54.760]  你就想起舊約的規矩
[00:06:54.760 --> 00:06:56.920]  十誡一些 rules and regulations(規矩和規矩)
[00:06:56.920 --> 00:06:57.640]  是不是?
[00:06:57.640 --> 00:07:01.480]  如果真的在說一些 rules and regulations(規矩和規矩)
[00:07:01.480 --> 00:07:04.360]  他強調我們不可以廢掉
[00:07:04.360 --> 00:07:05.880]  我們應該怎樣?
[00:07:07.080 --> 00:07:09.160]  應該不是成全
[00:07:09.160 --> 00:07:10.600]  應該是遵守
[00:07:10.600 --> 00:07:11.400]  你知不知道?
[00:07:11.400 --> 00:07:13.960]  如果說你有些事情你不做
[00:07:13.960 --> 00:07:16.280]  說明了在這裡要戴口罩
[00:07:16.280 --> 00:07:17.800]  我不是叫你要成全
[00:07:17.800 --> 00:07:20.520]  戴口罩的禮儀
[00:07:20.520 --> 00:07:25.240]  我是要提醒你這是我們要遵守的規矩
[00:07:25.240 --> 00:07:27.960]  原文聖經有遵守這個字
[00:07:27.960 --> 00:07:29.320]  但是這裡不是用遵守
[00:07:29.320 --> 00:07:30.920]  他用成全
[00:07:30.920 --> 00:07:32.840]  我覺得搞不定
[00:07:32.840 --> 00:07:33.800]  第二
[00:07:33.800 --> 00:07:34.840]  下面那三句
[00:07:34.840 --> 00:07:35.640]  第十八節
[00:07:35.640 --> 00:07:37.240]  他說我實在告訴你
[00:07:37.240 --> 00:07:38.680]  就是道
[00:07:38.680 --> 00:07:39.400]  就是道
[00:07:39.400 --> 00:07:40.200]  原文
[00:07:40.200 --> 00:07:42.040]  英文的原文
[00:07:42.040 --> 00:07:44.520]  就是道和下面直道是同一個字
[00:07:44.520 --> 00:07:45.720]  就是解 until
[00:07:45.720 --> 00:07:47.240]  其實跟中文是一樣的
[00:07:47.240 --> 00:07:48.280]  報紙要廢的
[00:07:48.280 --> 00:07:50.280]  我想強調
[00:07:50.280 --> 00:07:52.760]  他說了一件重要的事情
[00:07:52.760 --> 00:07:56.200]  就是律法什麼時候可以廢去
[00:07:56.200 --> 00:07:59.800]  律法什麼時候可以廢去
[00:07:59.800 --> 00:08:03.240]  他說律法1.1或都不能廢去
[00:08:03.240 --> 00:08:06.040]  直到1.天地廢去
[00:08:06.040 --> 00:08:07.720]  2.一切都實現
[00:08:07.720 --> 00:08:09.320]  事但一個case
[00:08:09.320 --> 00:08:11.880]  你就可以廢了那條的律法
[00:08:11.880 --> 00:08:14.920]  你明白那個經文想表達什麼吧
[00:08:14.920 --> 00:08:16.360]  那我自己想
[00:08:16.360 --> 00:08:18.040]  是不是一切都實現呢
[00:08:18.040 --> 00:08:19.720]  又不是
[00:08:19.720 --> 00:08:22.440]  那天地廢去沒有呢
[00:08:22.440 --> 00:08:23.880]  又沒有
[00:08:23.880 --> 00:08:27.480]  那我們是不是應該要按著舊約的說法
[00:08:27.480 --> 00:08:30.120]  1.1或都不能廢去呢
[00:08:30.840 --> 00:08:34.040]  我們是不是要守逾越節、住彭節、守安息日呢
[00:08:34.040 --> 00:08:38.280]  我們是不是要定期獻梵祭、掃祭、平安祭、贖罪祭呢
[00:08:38.280 --> 00:08:40.680]  你今天有沒有吃叉燒啊
[00:08:40.680 --> 00:08:43.160]  豬肉也不能吃啊
[00:08:43.160 --> 00:08:45.960]  吃火鍋有沒有吃鴨血啊
[00:08:45.960 --> 00:08:47.640]  也不能吃啊
[00:08:47.640 --> 00:08:49.560]  那弟兄
[00:08:49.560 --> 00:08:51.240]  我們要不要守國禮呢
[00:08:51.240 --> 00:08:54.040]  我們知道保羅說不用
[00:08:54.040 --> 00:08:54.760]  是不是
[00:08:54.760 --> 00:08:56.920]  但是這段經文是耶穌說的
[00:08:56.920 --> 00:08:59.240]  那到底為什麼呢
[00:08:59.800 --> 00:09:02.360]  如果我們要回答這兩個問題
[00:09:02.360 --> 00:09:03.640]  忘了出一條問題給你們看
[00:09:03.640 --> 00:09:06.840]  如果我們要回答這兩個問題
[00:09:06.840 --> 00:09:10.120]  我們要搞得通什麼叫做「承傳」
[00:09:10.120 --> 00:09:11.720]  這個字怎麼解釋
[00:09:11.720 --> 00:09:13.400]  「pereo」這個字怎麼解釋
[00:09:13.400 --> 00:09:16.120]  另外什麼是「律法」和「先知」
[00:09:16.120 --> 00:09:18.360]  我們先說「承傳」這個字
[00:09:18.360 --> 00:09:20.520]  「承傳」這個字的原文叫「pereo」
[00:09:20.520 --> 00:09:22.840]  在《馬太福音》總共出了16次
[00:09:22.840 --> 00:09:24.440]  我想你們看一下
[00:09:25.080 --> 00:09:30.280]  在《馬太福音》一章二十二節是其中一個很典型的例句
[00:09:30.280 --> 00:09:33.000]  他說這件事發生
[00:09:33.000 --> 00:09:37.160]  是要應驗主席先知所說的話
[00:09:37.160 --> 00:09:40.600]  原來這個字的意思「承傳」
[00:09:40.600 --> 00:09:43.240]  在《馬太福音》有16次
[00:09:43.240 --> 00:09:45.640]  12次裡面是逆做應驗的
[00:09:45.640 --> 00:09:47.400]  全部都是這個公式的
[00:09:47.400 --> 00:09:49.400]  如果你讀《馬太福音》經常都會明白的
[00:09:49.400 --> 00:09:50.440]  就是讀著讀著
[00:09:50.440 --> 00:09:51.800]  耶穌做了一些事情
[00:09:51.800 --> 00:09:53.800]  接著《馬太福音》就會加一個註腳
[00:09:53.800 --> 00:09:55.480]  為什麼會發生這件事呢?
[00:09:55.480 --> 00:09:58.440]  因為舊約有先知預言
[00:09:58.440 --> 00:10:00.920]  所以耶穌承傳
[00:10:00.920 --> 00:10:03.080]  應驗這個說法
[00:10:03.080 --> 00:10:03.880]  行不行?
[00:10:03.880 --> 00:10:07.400]  而另外有兩次是說「滿」、「充滿」
[00:10:07.400 --> 00:10:10.920]  都是說人的罪惡充滿
[00:10:10.920 --> 00:10:12.360]  都可以用這個字
[00:10:12.360 --> 00:10:14.520]  第三是說「履行」
[00:10:14.520 --> 00:10:17.960]  「履行」就是當耶穌受洗的時候
[00:10:17.960 --> 00:10:21.080]  他說祂要 fulfill that duty
[00:10:21.080 --> 00:10:22.840]  履行那個責任
[00:10:23.240 --> 00:10:25.000]  我想強調的是什麼呢?
[00:10:25.000 --> 00:10:26.520]  原來「承傳」這個字
[00:10:26.520 --> 00:10:30.120]  不是說祂遵行這麼簡單
[00:10:30.120 --> 00:10:35.480]  而是舊約的事情要在耶穌的身上實現
[00:10:35.480 --> 00:10:36.200]  行不行?
[00:10:36.200 --> 00:10:38.600]  「承傳」是解釋應驗
[00:10:38.600 --> 00:10:40.600]  或者我們簡單一點來理解
[00:10:40.600 --> 00:10:43.240]  那什麼是律法和先知呢?
[00:10:43.240 --> 00:10:46.520]  你怎麼承傳先知
[00:10:46.520 --> 00:10:49.080]  譬如說以賽亞、尼熹米
[00:10:49.080 --> 00:10:50.520]  你怎麼承傳他呢?
[00:10:51.320 --> 00:10:54.200]  原來這個不是說一些人
[00:10:54.200 --> 00:10:58.120]  或者一些真的一條條寫好的法律
[00:10:58.120 --> 00:11:02.040]  是說希伯來文聖經的兩個大類
[00:11:02.040 --> 00:11:04.040]  你會看到旁邊那幅東西
[00:11:04.040 --> 00:11:05.240]  我只是 download(下載)而已
[00:11:05.240 --> 00:11:06.200]  不用緊張
[00:11:06.200 --> 00:11:07.560]  不是我自己畫的
[00:11:07.560 --> 00:11:11.320]  希伯來文聖經和我們今天讀的舊約
[00:11:11.320 --> 00:11:13.400]  書卷是一樣的
[00:11:13.400 --> 00:11:15.160]  不過分類不同
[00:11:15.160 --> 00:11:17.000]  他們分為律法書
[00:11:17.000 --> 00:11:17.720]  Torah
[00:11:17.720 --> 00:11:19.320]  就是有摩西五經
[00:11:19.320 --> 00:11:19.960]  和我們一樣
[00:11:19.960 --> 00:11:20.840]  這個和我們一樣
[00:11:20.840 --> 00:11:24.120]  但是他們有很大部分叫做先知書
[00:11:24.120 --> 00:11:25.720]  Nafim
[00:11:25.720 --> 00:11:29.560]  先知書是包括一些我們所謂的歷史書
[00:11:29.560 --> 00:11:32.520]  加上大先知和小先知
[00:11:32.520 --> 00:11:36.840]  我們希伯來文聖經就稱之為先知書
[00:11:36.840 --> 00:11:39.160]  而剩下的那些可能是什麼?
[00:11:39.160 --> 00:11:42.600]  針研、詩篇、約伯記那些
[00:11:42.600 --> 00:11:44.280]  就叫做文集
[00:11:44.280 --> 00:11:50.120]  原來經文所說的不是那些律法
[00:11:50.120 --> 00:11:53.160]  不是在說那些先知的人
[00:11:53.160 --> 00:11:56.600]  是在說這兩類的聖經
[00:11:56.600 --> 00:12:01.320]  律法和先知在《馬太福音》
[00:12:01.320 --> 00:12:03.160]  其實都出現過三次
[00:12:03.160 --> 00:12:04.600]  另外兩次是這樣的
[00:12:04.600 --> 00:12:05.800]  第七章十二節
[00:12:05.800 --> 00:12:07.400]  他說你要人怎樣對你
[00:12:07.400 --> 00:12:08.760]  你就要怎樣對人
[00:12:08.760 --> 00:12:13.960]  他說因為這個就是律法書和先知書的道理
[00:12:13.960 --> 00:12:14.920]  明白嗎?
[00:12:14.920 --> 00:12:17.400]  到了一節經文大家更加熟悉了
[00:12:17.400 --> 00:12:20.920]  你要盡心盡意盡力愛主你的神
[00:12:20.920 --> 00:12:23.480]  其次就是要愛人如己
[00:12:23.480 --> 00:12:29.320]  他說這兩條誡命就是一切律法書和先知書的總幹
[00:12:29.320 --> 00:12:33.400]  所以如果我們有這個背景承傳是這樣的意思
[00:12:33.400 --> 00:12:35.000]  應驗的意思
[00:12:35.000 --> 00:12:39.160]  而律法和先知不是在說一些規條和一些人
[00:12:39.160 --> 00:12:43.800]  這段經文我想這樣演繹會容易一點明白
[00:12:43.800 --> 00:12:48.760]  不要以為我來是去棄掉舊約
[00:12:48.760 --> 00:12:53.080]  我來不是要廢掉舊約
[00:12:53.080 --> 00:12:59.240]  是要承傳或者應驗舊約在我身上所說的話
[00:12:59.240 --> 00:13:01.400]  你明白我的意思嗎?
[00:13:01.400 --> 00:13:04.760]  我實在的告訴你就是天地都要廢去
[00:13:04.760 --> 00:13:08.600]  舊約的一點一滑都不能廢去
[00:13:08.600 --> 00:13:11.480]  直到一切都實現
[00:13:11.480 --> 00:13:14.360]  我又回答了第一個問題
[00:13:14.360 --> 00:13:20.040]  如何可以承傳律法和先知
[00:13:20.040 --> 00:13:24.200]  就是因為舊約所指的彌賽亞
[00:13:24.200 --> 00:13:27.400]  他今天來就是應驗舊約的說法
[00:13:27.400 --> 00:13:31.800]  至於律法一點一滑也不能廢去
[00:13:31.800 --> 00:13:32.920]  簡單一點說
[00:13:32.920 --> 00:13:35.080]  有很多舊約所說的話
[00:13:35.080 --> 00:13:37.080]  到了耶穌出現
[00:13:37.080 --> 00:13:39.320]  耶穌已經實現了
[00:13:39.320 --> 00:13:40.520]  正如最後那一節所說
[00:13:40.520 --> 00:13:41.960]  直到一切都實現
[00:13:41.960 --> 00:13:44.200]  其中一個就是憲制
[00:13:44.200 --> 00:13:47.640]  你記不記得我們現在舊約有很多憲制
[00:13:47.640 --> 00:13:50.440]  又要宰羊、宰斑溝
[00:13:50.440 --> 00:13:54.680]  其實舊約做祭司是血淋淋的
[00:13:54.680 --> 00:13:57.720]  不停放血處理祭生
[00:13:57.720 --> 00:13:59.640]  其實跟豬肉佬沒什麼分別
[00:13:59.640 --> 00:14:01.800]  牛肉佬他們舊約沒有豬
[00:14:01.800 --> 00:14:03.400]  或者羊肉佬
[00:14:03.400 --> 00:14:05.800]  負責宰了東西拿去燒
[00:14:05.800 --> 00:14:07.400]  其實脂肪是歸上帝的
[00:14:07.400 --> 00:14:09.400]  肉是歸祭司的
[00:14:09.400 --> 00:14:11.400]  這些是舊約的條例
[00:14:11.400 --> 00:14:15.480]  直到希伯來書有一段說得很清楚
[00:14:15.480 --> 00:14:20.280]  他說基督已經獻了一次永遠有效的贖罪祭
[00:14:20.280 --> 00:14:22.840]  所以我們今天不會再有憲制
[00:14:22.840 --> 00:14:23.720]  明白嗎?
[00:14:23.720 --> 00:14:26.840]  那麼我們剩下什麼律法
[00:14:26.840 --> 00:14:29.240]  什麼規條我們要守呢?
[00:14:29.240 --> 00:14:33.480]  絕大部分是一些道德的規條
[00:14:33.480 --> 00:14:35.880]  好,來到這裡
[00:14:35.880 --> 00:14:37.160]  解完這兩節了
[00:14:37.160 --> 00:14:39.800]  想和大家講講馬太福音的特色
[00:14:39.800 --> 00:14:41.640]  馬太福音很有趣
[00:14:41.640 --> 00:14:44.200]  他很強調耶穌的背景
[00:14:44.200 --> 00:14:46.920]  亞伯拉罕的祖宗
[00:14:46.920 --> 00:14:48.760]  不是亞伯拉罕就是他的祖宗
[00:14:48.760 --> 00:14:50.600]  是大衛的子孫
[00:14:50.600 --> 00:14:52.840]  很強調他的血脈
[00:14:52.840 --> 00:14:55.640]  他為了這樣做
[00:14:55.640 --> 00:15:02.760]  他要形容耶穌是一個新的誰呢?
[00:15:02.760 --> 00:15:04.440]  摩西
[00:15:04.840 --> 00:15:08.840]  在馬太福音的說法是很清楚的
[00:15:08.840 --> 00:15:10.200]  耶穌是誰呢?
[00:15:10.200 --> 00:15:12.520]  耶穌就是舊約的摩西
[00:15:12.520 --> 00:15:14.520]  新約的這個就叫做耶穌
[00:15:14.520 --> 00:15:16.440]  我們看一些經文
[00:15:16.440 --> 00:15:17.640]  是不是很快?
[00:15:17.640 --> 00:15:20.360]  如果這麼快大家應該還沒睡著
[00:15:20.360 --> 00:15:21.560]  OK
[00:15:21.560 --> 00:15:23.960]  我們看看耶穌的出世
[00:15:23.960 --> 00:15:26.040]  經文說
[00:15:26.040 --> 00:15:31.320]  上高出世的那一行是摩西
[00:15:31.320 --> 00:15:32.600]  下低那一行是耶穌
[00:15:32.600 --> 00:15:34.520]  說摩西生於埃及
[00:15:34.520 --> 00:15:37.000]  然後法老因為他出世
[00:15:37.000 --> 00:15:39.160]  就有一個殺嬰的行動
[00:15:39.160 --> 00:15:40.280]  有印象嗎?
[00:15:40.280 --> 00:15:41.640]  直至到耶穌
[00:15:41.640 --> 00:15:43.240]  其實耶穌是哪裡出世的?
[00:15:43.240 --> 00:15:44.680]  懂得回答嗎?
[00:15:44.680 --> 00:15:47.080]  也好一點
[00:15:47.080 --> 00:15:48.760]  我多害怕你不知道
[00:15:48.760 --> 00:15:51.000]  伯利恆不是埃及來的
[00:15:51.000 --> 00:15:55.320]  但為了逃避希律王殺嬰
[00:15:55.320 --> 00:15:56.760]  結果他下了埃及
[00:15:56.760 --> 00:16:00.200]  這件事只有馬太福音記載
[00:16:00.200 --> 00:16:03.640]  路加、約翰、馬可都沒有說
[00:16:03.640 --> 00:16:04.920]  為什麼?
[00:16:04.920 --> 00:16:07.080]  因為要你想起摩西
[00:16:07.080 --> 00:16:08.200]  摩西是哪裡來的?
[00:16:08.200 --> 00:16:09.160]  埃及
[00:16:09.160 --> 00:16:11.320]  所以他們有很多共通點
[00:16:11.320 --> 00:16:13.320]  第二個共通點就是
[00:16:13.320 --> 00:16:15.320]  摩西的使命
[00:16:15.320 --> 00:16:19.400]  根據《出埃及記》第十三章十四節
[00:16:19.400 --> 00:16:24.360]  他說他要將百姓從埃及圍爐之家領出來
[00:16:24.360 --> 00:16:27.640]  而到了馬太福音一章二十一節
[00:16:28.760 --> 00:16:34.120]  他說耶穌的使命是要將百姓從罪惡中救出來
[00:16:34.120 --> 00:16:35.480]  像不像?
[00:16:35.480 --> 00:16:37.000]  這個也很像
[00:16:37.000 --> 00:16:39.800]  第三,他們兩個都有曠野經歷
[00:16:39.800 --> 00:16:42.440]  而曠野經歷的原因
[00:16:42.440 --> 00:16:48.920]  是為了試探他們在曠野的時候到底聽不聽話
[00:16:48.920 --> 00:16:53.800]  所以以色列人在曠野四十年
[00:16:53.800 --> 00:16:56.120]  上帝說為了要試探他們
[00:16:56.120 --> 00:16:57.480]  試探他們的信心
[00:16:57.480 --> 00:16:59.800]  試探他們的信仰是真是假
[00:16:59.800 --> 00:17:03.400]  而到了耶穌被聖靈引到曠野
[00:17:03.400 --> 00:17:05.400]  受試探四十天
[00:17:05.400 --> 00:17:06.520]  也是一樣
[00:17:06.520 --> 00:17:07.800]  好了
[00:17:07.800 --> 00:17:10.200]  來到今天我們讀這段經文
[00:17:10.200 --> 00:17:13.800]  跟舊約摩西有什麼相似呢?
[00:17:13.800 --> 00:17:18.120]  昔日摩西在西乃山領受十誡
[00:17:18.120 --> 00:17:21.640]  他在西乃山上頒佈律法
[00:17:21.640 --> 00:17:24.760]  今天我們讀這段經文叫做
[00:17:24.760 --> 00:17:27.880]  登山補訓,又是從山上找出來
[00:17:27.880 --> 00:17:33.080]  又是在這裡將舊約頒佈的律法重新演繹
[00:17:33.080 --> 00:17:35.800]  我想透過我們剛才讀的那堆東西
[00:17:35.800 --> 00:17:38.440]  或者一些很技術性的分析
[00:17:38.440 --> 00:17:40.200]  讓我們明白
