
[00:00:00.000 --> 00:00:05.400]  多謝各位早晨,很高興能夠再次在主日崇拜的時間和大家一起去分享神的說話
[00:05:10.000 --> 00:05:17.000]  我他同住了十五天
[00:05:17.000 --> 00:05:23.000]  至於別的使徒除了主的兄弟雅各
[00:05:23.000 --> 00:05:25.000]  我都沒有看見
[00:05:25.000 --> 00:05:30.000]  我寫信給你們的不是謊話
[00:05:30.000 --> 00:05:36.000]  以後我在到了敘利亞和基里加境內
[00:05:36.000 --> 00:05:39.000]  不過聽說那從前逼迫我們的
[00:05:39.000 --> 00:05:42.000]  現在傳揚他原先所殘害的真道
[00:05:42.000 --> 00:05:58.000]  他們就為我的緣故歸永祐給神」
[00:06:01.000 --> 00:06:05.000]  不知道在哪一年哪一月
[00:06:05.000 --> 00:06:08.000]  或者因為什麼人的緣故
[00:06:08.000 --> 00:06:11.000]  就開始了一個在基督教裡
[00:06:11.000 --> 00:06:16.000]  滲透著一種與聖經的啟示不一致的神學
[00:06:16.000 --> 00:06:17.000]  什麼神學呢?
[00:06:17.000 --> 00:06:20.000]  以下這句話就很能夠反映到這個神學
[00:06:20.000 --> 00:06:23.000]  或者概括這個神學
[00:06:23.000 --> 00:06:28.000]  很多人說信耶穌是我的個人教導
[00:06:28.000 --> 00:06:32.000]  信耶穌是我的個人救主
[00:06:32.000 --> 00:06:34.000]  問題不是信耶穌的問題
[00:06:34.000 --> 00:06:36.000]  信耶穌是正確的事
[00:06:36.000 --> 00:06:39.000]  但是很強調個人的救主
[00:06:39.000 --> 00:06:41.000]  將整個的救恩
[00:06:41.000 --> 00:06:46.000]  能夠將他在屬靈或者救恩私有化這種觀念
[00:06:46.000 --> 00:06:53.000]  似乎牢牢地包圍了今天整個的基督教教會裡邊
[00:06:53.000 --> 00:06:57.000]  究竟我們去考究這種屬靈私有化
[00:06:57.000 --> 00:07:00.000]  或者救恩私有化的看法
[00:07:00.000 --> 00:07:02.000]  究竟是從何而來呢?
[00:07:02.000 --> 00:07:04.000]  在我自己的看法裡邊
[00:07:04.000 --> 00:07:07.000]  可能是出於在這個十八世紀初
[00:07:07.000 --> 00:07:12.000]  就是172幾年 173幾年 174幾年
[00:07:12.000 --> 00:07:16.000]  甚至到1750年左右的時間
[00:07:16.000 --> 00:07:20.000]  在美國的宗教大醒覺的運動期間
[00:07:20.000 --> 00:07:23.000]  或者稱之為The Great Awakening Period
[00:07:23.000 --> 00:07:24.000]  或者Movement
[00:07:24.000 --> 00:07:28.000]  在當時有很多的著名的講員或者目者
[00:07:28.000 --> 00:07:31.000]  譬如包括Jonathan Edwards
[00:07:31.000 --> 00:07:33.000]  George Whitefield
[00:07:33.000 --> 00:07:39.000]  或者甚至很多人熟悉的Charles Grandison Finney
[00:07:39.000 --> 00:07:41.000]  他們都強調
[00:07:41.000 --> 00:07:46.000]  其實信仰是一個很個人的事情
[00:07:46.000 --> 00:07:52.000]  而他們也集中去看一個個人信仰的經歷
[00:07:52.000 --> 00:07:57.000]  是主宰了整個人的信仰基礎
[00:07:57.000 --> 00:08:00.000]  或者我們可以說歸咎
[00:08:00.000 --> 00:08:04.000]  為什麼這種私有化的觀念也流傳呢?
[00:08:04.000 --> 00:08:09.000]  可能是因為西方文化的自由民主思想
[00:08:09.000 --> 00:08:11.000]  在這種思想裡邊
[00:08:11.000 --> 00:08:15.000]  很著重於人權的主題
[00:08:15.000 --> 00:08:17.000]  所以很自然就說
[00:08:17.000 --> 00:08:22.000]  連教主都要是我個人的教主
[00:08:22.000 --> 00:08:29.000]  或者從我自己在研究世界文化發展的過程歷史當中
[00:08:29.000 --> 00:08:30.000]  也都看到
[00:08:30.000 --> 00:08:35.000]  其實這種私有的宗教觀可能是源自於
[00:08:35.000 --> 00:08:38.000]  在後現代的時期
[00:08:38.000 --> 00:08:43.000]  很多人的主觀自閲的相對思維
[00:08:43.000 --> 00:08:45.000]  Relativity
[00:08:45.000 --> 00:08:50.000]  每個人都為了自己得以喜悅快樂為宗旨
[00:08:50.000 --> 00:08:52.000]  所以甚至信主也好
[00:08:52.000 --> 00:08:56.000]  要使我自己覺得舒服開心
[00:08:56.000 --> 00:08:59.000]  那我就去信了
[00:08:59.000 --> 00:09:01.000]  這種的思維
[00:09:01.000 --> 00:09:07.000]  無論我們說是從所謂宗教大醒覺運動也好
[00:09:07.000 --> 00:09:12.000]  或者是去到我所看的後現代的思維也好
[00:09:12.000 --> 00:09:17.000]  其實無論在華人教會以至普世教會裡邊
[00:09:17.000 --> 00:09:20.000]  都經常強調這一點
[00:09:20.000 --> 00:09:24.000]  耶穌是一個個人的教主
[00:09:24.000 --> 00:09:28.000]  我接不接受也是我個人的一個經歷
[00:09:28.000 --> 00:09:32.000]  於是就產生了一個我們經常聽到的詞彙
[00:09:32.000 --> 00:09:34.000]  而不是在聖經出現的
[00:09:34.000 --> 00:09:36.000]  就叫做缺志
[00:09:36.000 --> 00:09:41.000]  這個觀念其實籠罩在我們整個教會圈
[00:09:41.000 --> 00:09:44.000]  在今時今日的發展當中
[00:09:44.000 --> 00:09:49.000]  而這種發展其實是非常不健康
[00:09:49.000 --> 00:09:51.000]  其中一個主要原因
[00:09:51.000 --> 00:09:55.000]  就是不出自於聖經的啟示
[00:09:55.000 --> 00:09:58.000]  無論我們從舊約的聖經裡邊
[00:09:58.000 --> 00:10:01.000]  以至於新約聖經的啟示當中
[00:10:01.000 --> 00:10:03.000]  我們都看到一件事
[00:10:03.000 --> 00:10:09.000]  當然信神認定耶穌基督是我們的救主
[00:10:09.000 --> 00:10:12.000]  沒錯,是有個個人的層面
[00:10:12.000 --> 00:10:16.000]  但不是只有個人的層面
[00:10:16.000 --> 00:10:20.000]  在整個新舊約聖經的啟示當中
[00:10:20.000 --> 00:10:24.000]  反而我們會發現到有很大的篇幅
[00:10:24.000 --> 00:10:26.000]  是指出信耶穌
[00:10:26.000 --> 00:10:29.000]  或者相信位身在耶和華裡邊
[00:10:29.000 --> 00:10:32.000]  是一項群體的事情
[00:10:32.000 --> 00:10:35.000]  而今天我們去看的迦拉太書
[00:10:35.000 --> 00:10:40.000]  我們會繼續看保羅希望能夠有效地挽回
[00:10:40.000 --> 00:10:45.000]  在迦拉太宗教會已經偏離了原本的福音
[00:10:45.000 --> 00:10:48.000]  這個情況之下
[00:10:48.000 --> 00:10:54.000]  保羅同樣不單止屢次強調
[00:10:54.000 --> 00:10:58.000]  福音原本是源自於耶穌基督所成就
[00:10:58.000 --> 00:11:02.000]  或者簡單來說福音的基本內容
[00:11:02.000 --> 00:11:06.000]  而且保羅更實際地談到
[00:11:06.000 --> 00:11:13.000]  如何能夠有行動使我們保守我們所信的真理
[00:11:13.000 --> 00:11:15.000]  而今天他告訴我們
[00:11:15.000 --> 00:11:20.000]  原來可以有一個實踐的行動計劃可以配搭
[00:11:20.000 --> 00:11:24.000]  而保羅並且在今天我們所看的經文裡
[00:11:24.000 --> 00:11:28.000]  附上他自己親身實踐過的例證
[00:11:28.000 --> 00:11:31.000]  能夠讓我們更清楚看到
[00:11:31.000 --> 00:11:37.000]  究竟如何能夠將整個人相信耶穌基督的事
[00:11:37.000 --> 00:11:41.000]  歸入一個群體的層面去看
[00:11:41.000 --> 00:11:43.000]  不是說沒有個人層面
[00:11:43.000 --> 00:11:45.000]  但是那個群體的層面
[00:11:45.000 --> 00:11:50.000]  原來是有一個很重要的角色在不斷運作其中
[00:11:50.000 --> 00:11:52.000]  我們今天想看的經文
[00:11:52.000 --> 00:11:58.000]  其實本身是源自於從第十三節開始
[00:11:58.000 --> 00:12:01.000]  我們其實很簡單地去看
[00:12:01.000 --> 00:12:04.000]  我們可以將從第十三節到第二十四節
[00:12:04.000 --> 00:12:08.000]  這裡總共的數節的經文
[00:12:08.000 --> 00:12:13.000]  其實可以看到一個很傳統的猶太人的寫作結構
[00:12:13.000 --> 00:12:17.000]  保羅在第十三節和第二十三節裡
[00:12:17.000 --> 00:12:19.000]  包著告訴我們
[00:12:19.000 --> 00:12:25.000]  其實他也曾經去殘害教會的歷史
[00:12:25.000 --> 00:12:27.000]  不僅邀請人去思想
[00:12:27.000 --> 00:12:30.000]  而且其實這件事已經廣泛流傳在
[00:12:30.000 --> 00:12:34.000]  甚至很多保羅沒有去過的地方裡面
[00:12:34.000 --> 00:12:36.000]  但是在這段經文裡面
[00:12:36.000 --> 00:12:38.000]  又再有另一層的記載
[00:12:38.000 --> 00:12:40.000]  就是從第十六至十七節
[00:12:40.000 --> 00:12:43.000]  對應第二十一和二十二節裡面
[00:12:43.000 --> 00:12:49.000]  講到保羅原來他去外邦的世界裡面傳道
[00:12:49.000 --> 00:12:53.000]  特別去一些猶太人的基督徒
[00:12:53.000 --> 00:12:55.000]  在他們的教會當中
[00:12:55.000 --> 00:12:58.000]  縱使保羅沒見過他們也好
[00:12:58.000 --> 00:13:02.000]  但是保羅去到這些外邦的世界當中去傳道
[00:13:02.000 --> 00:13:05.000]  而最重要的核心的部分
[00:13:05.000 --> 00:13:07.000]  就是我們今天所看的這段聖經
[00:13:07.000 --> 00:13:10.000]  的十八節到第二十節
[00:13:10.000 --> 00:13:12.000]  而在這個部分裡面
[00:13:12.000 --> 00:13:18.000]  原來就塑造了一個很重要的行動計劃
[00:13:18.000 --> 00:13:21.000]  告訴我們怎樣可以保守我們
[00:13:21.000 --> 00:13:26.000]  並且使我們屬靈的生命能夠不斷地更趨成熟
[00:13:26.000 --> 00:13:28.000]  這個正正就是今天我們所看的
[00:13:28.000 --> 00:13:31.000]  加拉太書的很重要的部分
[00:13:31.000 --> 00:13:33.000]  不是只是不斷講福音是甚麼
[00:13:33.000 --> 00:13:36.000]  而是講福音既然知道之後
[00:13:36.000 --> 00:13:38.000]  我們怎樣去竭力可以保守
[00:13:38.000 --> 00:13:41.000]  不是個人的事,是一個群體的事
[00:13:41.000 --> 00:13:44.000]  好了,我們今天去看一下這段聖經
[00:13:44.000 --> 00:13:46.000]  逐個部分看
[00:13:46.000 --> 00:13:49.000]  我會分為兩個部分和大家一起去看
[00:13:49.000 --> 00:13:53.000]  第一部分是從第十八節到第二十節
[00:13:53.000 --> 00:13:56.000]  或者我不厭其煩再讀一次
[00:13:56.000 --> 00:13:59.000]  第十八節到第二十節給大家聽
[00:13:59.000 --> 00:14:02.000]  請大家也跟著自己的聖經
[00:14:02.000 --> 00:14:04.000]  十八節至二十節這樣說
[00:14:04.000 --> 00:14:09.000]  「過了三年才想耶路撒冷去見基發
[00:14:09.000 --> 00:14:12.000]  和他同住了十五天
[00:14:12.000 --> 00:14:16.000]  始於別的仕途除了主的兄弟雅各
[00:14:16.000 --> 00:14:19.000]  我都沒有看見
[00:14:19.000 --> 00:14:22.000]  我寫信給你們的不是謊話
[00:14:22.000 --> 00:14:25.000]  這是我在神面前說的
[00:14:25.000 --> 00:14:29.000]  過了三年才想耶路撒冷去見基發
[00:14:29.000 --> 00:14:31.000]  和他同住了十五天
[00:14:31.000 --> 00:14:36.000]  始於別的仕途除了主的兄弟雅各
[00:14:36.000 --> 00:14:38.000]  我都沒有看見
[00:14:38.000 --> 00:14:42.000]  我寫信給你們的不是謊話
[00:14:42.000 --> 00:14:46.000]  這是我在神面前說的
[00:14:46.000 --> 00:14:51.000]  過了三年才想耶路撒冷去見基發
[00:14:51.000 --> 00:14:54.000]  和他同住了十五天
[00:14:54.000 --> 00:14:58.000]  始於別的仕途除了主的兄弟雅各
[00:14:58.000 --> 00:15:01.000]  我都沒有看見
[00:15:01.000 --> 00:15:04.000]  我寫信給你們的不是謊話
[00:15:04.000 --> 00:15:07.000]  這是我在神面前說的
[00:15:07.000 --> 00:15:11.000]  這是我在神面前說的
[00:15:11.000 --> 00:15:15.000]  在這裡簡單的三節經文裡
[00:15:15.000 --> 00:15:19.000]  我們看到原來保羅要告訴我們一件很重要的事
[00:15:19.000 --> 00:15:23.000]  為了更精準掌握真理
[00:15:23.000 --> 00:15:28.000]  因而生出來的信徒全體生活
[00:15:28.000 --> 00:15:31.000]  為更精準掌握真理
[00:15:31.000 --> 00:15:37.000]  才生出來的基督徒的全體生活
[00:15:37.000 --> 00:15:46.000]  弟兄姊妹,今天我們看到教會已經走向於一個高度的社團化的狀態
[00:15:46.000 --> 00:15:53.000]  教會和聯誼其實已經差不多劃上一個等號
[00:15:53.000 --> 00:15:56.000]  如果沒有了聯誼聚會
[00:15:56.000 --> 00:15:59.000]  很多人就認為這個就不是教會了
[00:15:59.000 --> 00:16:08.000]  換句話來說,聚會多少就成為了教會有多成功的指標
[00:16:08.000 --> 00:16:11.000]  久而久之就變成什麼局面呢?
[00:16:11.000 --> 00:16:16.000]  教會就變成了一個掛著洋耶穌的名
[00:16:16.000 --> 00:16:20.000]  但是卻是賣歡樂的群體
[00:16:20.000 --> 00:16:28.000]  至於哪一個人士能夠使大家在這個群體裡開開心心的話
[00:16:28.000 --> 00:16:35.000]  這個就成為了教會成功與否的一個重要指標
[00:16:35.000 --> 00:16:40.000]  而這些能夠令人開心的目者所說的話
[00:16:40.000 --> 00:16:43.000]  就很自然即使不是出於聖經也好
[00:16:43.000 --> 00:16:46.000]  也都變成了真理一樣
[00:16:46.000 --> 00:16:54.000]  而加拉太教會的假教師的情況就正正就是這樣的現象
[00:16:54.000 --> 00:16:58.000]  所以看加拉太書其實對於我們來說
[00:16:58.000 --> 00:17:01.000]  是有一個很重要的反思的功效
[00:17:01.000 --> 00:17:06.000]  弟兄姊妹,今天我們看到教會的情況
[00:17:06.000 --> 00:17:10.000]  其實和昔日加拉太教會裡那些假教師
[00:17:10.000 --> 00:17:14.000]  或者傳異道的一些基督徒
[00:17:14.000 --> 00:17:19.000]  怎樣混下去的情況其實不無兩樣
[00:17:19.000 --> 00:17:26.000]  而且他們這些人很快就能夠賺得到加拉太宗教會的人的歡心
[00:17:26.000 --> 00:17:31.000]  很容易明白為什麼他們這麼容易能夠賺取人的歡心
[00:17:31.000 --> 00:17:36.000]  因為他們所做的都是人喜歡他們去做的事
[00:17:36.000 --> 00:17:40.000]  但是在保羅對於在聖經裡
[00:17:40.000 --> 00:17:45.000]  團契其實是一個很超脫的理解
[00:17:45.000 --> 00:17:47.000]  團契是說什麼呢?
[00:17:47.000 --> 00:17:53.000]  是說一群信徒為了有更精準的對真理的掌握
[00:17:53.000 --> 00:18:01.000]  而先存在的一個活動或者一個結構性的組織
[00:18:01.000 --> 00:18:04.000]  我再重新說一次
[00:18:04.000 --> 00:18:14.000]  信徒的團契其實是為了更精準掌握聖經真理而誘發出來的一個活動
[00:18:14.000 --> 00:18:19.000]  其實是有別於我們所看的聯誼
[00:18:19.000 --> 00:18:23.000]  你會發現到在整個開始講道的裡面
[00:18:23.000 --> 00:18:27.000]  我從開始我都沒有說過聚會這個字眼
[00:18:27.000 --> 00:18:29.000]  今天我們經常說很多聚會
[00:18:29.000 --> 00:18:31.000]  教會有很多聚會
[00:18:31.000 --> 00:18:34.000]  星期天早上我們要搞聚會
[00:18:34.000 --> 00:18:39.000]  星期六的時候我要去參加團契聚會
[00:18:39.000 --> 00:18:44.000]  聚會這個字眼和團契是有基本上的不同的
[00:18:44.000 --> 00:18:49.000]  我是很強調教會的活動是一個團契
[00:18:49.000 --> 00:18:53.000]  不是說特別有一個青年團契那些才是團契
[00:18:53.000 --> 00:18:55.000]  其實教會崇拜之後大家聚在一起
[00:18:55.000 --> 00:18:57.000]  或者主教學的時候聚在一起
[00:18:57.000 --> 00:18:59.000]  祈禱會的時候聚在一起
[00:18:59.000 --> 00:19:01.000]  就是一個團契
[00:19:01.000 --> 00:19:07.000]  因為聚會是可以有很多的原因而去產生或者發生的
[00:19:07.000 --> 00:19:09.000]  譬如有人生日
[00:19:09.000 --> 00:19:11.000]  或者有人生了兒子
[00:19:11.000 --> 00:19:12.000]  生了女兒
[00:19:12.000 --> 00:19:16.000]  或者有人為了生事要犯罪
[00:19:16.000 --> 00:19:19.000]  甚至有些人說我無聊
[00:19:19.000 --> 00:19:20.000]  沒事做
[00:19:20.000 --> 00:19:22.000]  都可以有聚會
[00:19:22.000 --> 00:19:24.000]  聚會可以有很多的原因
[00:19:24.000 --> 00:19:27.000]  不過團契就很不同了
[00:19:27.000 --> 00:19:32.000]  團契的重點是落在契合的關係上面而發生的
[00:19:32.000 --> 00:19:35.000]  而契合的焦點是什麼呢?
[00:19:35.000 --> 00:19:37.000]  就是大家能夠對真理
[00:19:37.000 --> 00:19:42.000]  我們的上帝有更清楚的認識和掌握
[00:19:42.000 --> 00:19:44.000]  所以換句話來說
[00:19:44.000 --> 00:19:50.000]  團契的焦點是落在我們這班信耶穌的人
[00:19:50.000 --> 00:19:53.000]  我們怎樣去明白耶穌
[00:19:53.000 --> 00:19:55.000]  怎樣明白我們的主
[00:19:55.000 --> 00:19:56.000]  我們的父神耶和華
[00:19:56.000 --> 00:20:00.000]  甚至了解聖靈怎樣去運作
[00:20:00.000 --> 00:20:05.000]  而不是維繫於人的愛護或者人的喜好
[00:20:05.000 --> 00:20:07.000]  那些就是聚會
[00:20:07.000 --> 00:20:11.000]  但是團契其實就是讓我們這班人
[00:20:11.000 --> 00:20:13.000]  和有共信的人
[00:20:13.000 --> 00:20:15.000]  去明白上帝
[00:20:15.000 --> 00:20:19.000]  祂的本質和祂的作為
[00:20:19.000 --> 00:20:22.000]  甚至祂對我們帶來的救恩
[00:20:22.000 --> 00:20:25.000]  在十八節之前
[00:20:25.000 --> 00:20:30.000]  其實我們前幾課都已經說了
[00:20:30.000 --> 00:20:35.000]  保羅已經說了他的福音和他的夢召都不是從人而來的
[00:20:35.000 --> 00:20:38.000]  而保羅於是乎怎樣呢?
[00:20:38.000 --> 00:20:40.000]  甚至保羅說
[00:20:40.000 --> 00:20:44.000]  我馬上要離開我夢主的呼召之後
[00:20:44.000 --> 00:20:48.000]  甚至我去了阿拉伯的地方
[00:20:48.000 --> 00:20:51.000]  不是由他自己去主導
[00:20:51.000 --> 00:20:54.000]  那他去了阿拉伯這個地方是什麼地方呢?
[00:20:54.000 --> 00:20:56.000]  我們上文亦都說過
[00:20:56.000 --> 00:21:03.000]  是一個完全非猶太教為背景的世界裏面
[00:21:03.000 --> 00:21:06.000]  為什麼保羅要去到那個地方裏面
[00:21:06.000 --> 00:21:07.000]  要去到阿拉伯呢?
[00:21:07.000 --> 00:21:11.000]  上文我們亦都已經說過了
[00:21:11.000 --> 00:21:13.000]  我亦都不厭其煩再說多次
[00:21:13.000 --> 00:21:15.000]  其實保羅去那裏
[00:21:15.000 --> 00:21:18.000]  最重要的目的是要告訴我們知道
[00:21:18.000 --> 00:21:21.000]  當他一夢主的呼召的時候
[00:21:21.000 --> 00:21:25.000]  主要呼召他做外邦人的使徒
[00:21:25.000 --> 00:21:28.000]  向外邦人去傳道的時候
[00:21:28.000 --> 00:21:32.000]  馬上他就去到外邦的世界裏面
[00:21:32.000 --> 00:21:37.000]  去帶著耶穌基督的訊息和呼召
[00:21:37.000 --> 00:21:40.000]  活在一些外邦人的群體當中
[00:21:40.000 --> 00:21:42.000]  將一個純全的福音
[00:21:42.000 --> 00:21:44.000]  沒有其他人為
[00:21:44.000 --> 00:21:48.000]  特別是猶太人的人為思想
[00:21:48.000 --> 00:21:51.000]  傳統所參羅去的信仰
[00:21:51.000 --> 00:21:52.000]  完全沒有
[00:21:52.000 --> 00:21:54.000]  而去了外邦世界
[00:21:54.000 --> 00:21:57.000]  去實踐並且去領受
[00:21:57.000 --> 00:22:02.000]  確認耶穌基督的呼召和福音的內容
[00:22:02.000 --> 00:22:04.000]  以及福音的大能
[00:22:04.000 --> 00:22:07.000]  所以保羅不單止好像有些人說
[00:22:07.000 --> 00:22:09.000]  他可能去阿拉伯傳道
[00:22:09.000 --> 00:22:13.000]  或者去修煉了解聖經更多
[00:22:13.000 --> 00:22:15.000]  其實更重要的是
[00:22:15.000 --> 00:22:18.000]  他去印證耶穌基督的呼召
[00:22:18.000 --> 00:22:20.000]  和他對福音的理解
[00:22:20.000 --> 00:22:22.000]  去到外邦裏面
[00:22:22.000 --> 00:22:25.000]  不再有任何傳統的規限之下
[00:22:25.000 --> 00:22:29.000]  他將這個福音開始展開
[00:22:29.000 --> 00:22:31.000]  印證到福音真的很有他的大能
[00:22:31.000 --> 00:22:33.000]  也同時印證到耶穌基督
[00:22:33.000 --> 00:22:36.000]  呼召他去外邦人當中的傳道
[00:22:36.000 --> 00:22:39.000]  不過來到今天我們所看的這段經文
[00:22:39.000 --> 00:22:41.000]  原來告訴我們知道
[00:22:41.000 --> 00:22:45.000]  保羅去了阿拉伯的地方
[00:22:45.000 --> 00:22:48.000]  三年之久
[00:22:48.000 --> 00:22:50.000]  過了三年之後
[00:22:50.000 --> 00:22:56.000]  保羅便回到耶路撒冷去見基發
[00:22:56.000 --> 00:22:58.000]  基發是誰呢?
[00:22:58.000 --> 00:23:02.000]  如果大家對聖經略為多了解的知道
[00:23:02.000 --> 00:23:04.000]  基發其實是彼得
[00:23:04.000 --> 00:23:07.000]  耶穌基督十二個門徒當中
[00:23:07.000 --> 00:23:10.000]  耶穌最近身的其中一個門徒
[00:23:10.000 --> 00:23:12.000]  耶穌有三個很近身的門徒
[00:23:12.000 --> 00:23:14.000]  彼得就是其中一個
[00:23:14.000 --> 00:23:16.000]  他的原名就是基發
[00:23:16.000 --> 00:23:21.000]  保羅一去完阿拉伯三年之後
[00:23:21.000 --> 00:23:24.000]  回來馬上就走上去耶路撒冷
[00:23:24.000 --> 00:23:28.000]  找這個基發,即是彼得和他見面
[00:23:28.000 --> 00:23:32.000]  和他團契了十五天之久
[00:23:32.000 --> 00:23:35.000]  而在這十五天之內
[00:23:35.000 --> 00:23:39.000]  期間保羅沒有見過任何其他耶穌基督的門徒
[00:23:39.000 --> 00:23:41.000]  只見過另一個人
[00:23:41.000 --> 00:23:45.000]  那個人就是主耶穌基督的兄弟雅各
[00:23:45.000 --> 00:23:48.000]  這個見面很重要
[00:23:48.000 --> 00:23:52.000]  不過首先我們在這裡可能你會問
[00:23:52.000 --> 00:23:56.000]  牧師,我們前頭你都已經講了很多次
[00:23:56.000 --> 00:24:00.000]  他經常都強調福音與及保羅的呼召
[00:24:00.000 --> 00:24:02.000]  向外邦人傳道
[00:24:02.000 --> 00:24:04.000]  不是從任何人而來
