
[00:00:00.000 --> 00:00:07.400]  各位觀看今日崇拜直播或者網絡的弟兄姊妹或者朋友
[00:03:10.400 --> 00:03:14.000]  看讀出一些什麼道理
[00:03:14.000 --> 00:03:16.800]  最近我們每個人都整天困在家裏
[00:03:16.800 --> 00:03:18.800]  我作為中大的教師
[00:03:18.800 --> 00:03:19.800]  教書的時候
[00:03:19.800 --> 00:03:24.200]  就有我們的口號叫做「Zoom來也Zoom去」
[00:03:24.200 --> 00:03:27.200]  有時間有空就會上一些社交媒體
[00:03:27.200 --> 00:03:29.000]  看這些看路
[00:03:29.000 --> 00:03:32.200]  最近有不少和疫情相關的片段
[00:03:32.200 --> 00:03:34.200]  是令人發燒
[00:03:34.200 --> 00:03:35.800]  令人發愁
[00:03:35.800 --> 00:03:38.000]  有一些讓人發怒
[00:03:38.000 --> 00:03:41.200]  有一些讓人心醒
[00:03:41.200 --> 00:03:46.600]  因為這幾天才開始中定講章的撰寫
[00:03:46.600 --> 00:03:52.200]  我就想讓我用這段時間
[00:03:52.200 --> 00:03:56.000]  細人面對疫情幾個片段
[00:03:56.000 --> 00:03:59.600]  包括視像影音和文字故事
[00:03:59.600 --> 00:04:03.400]  來影照今天經科的思考
[00:04:03.400 --> 00:04:07.400]  我很多謝這些片段裏面的人
[00:04:07.400 --> 00:04:09.600]  給我們很多靈感
[00:04:09.600 --> 00:04:13.400]  然後取材這些借來思考
[00:04:13.400 --> 00:04:18.000]  活在聖靈的生命的境界
[00:04:18.000 --> 00:04:21.600]  面對從武漢開始廣傳到全世界
[00:04:21.600 --> 00:04:25.200]  全球的新冠狀病毒
[00:04:25.200 --> 00:04:30.400]  大概可以歸結抗疫的一些基本功
[00:04:30.400 --> 00:04:36.800]  讓我們今天直播順便網絡呼籲一下
[00:04:36.800 --> 00:04:41.600]  這些抗疫的基本功包括五項
[00:04:41.600 --> 00:04:45.200]  第一是勤洗手
[00:04:45.200 --> 00:04:48.200]  第二是戴面罩
[00:04:48.200 --> 00:04:51.200]  第三是留在家裏
[00:04:51.200 --> 00:04:56.400]  第四是擴展群交的距離
[00:04:56.400 --> 00:04:58.200]  這個翻譯比較怪
[00:04:58.200 --> 00:05:01.000]  意思是social distancing
[00:05:01.000 --> 00:05:02.600]  增闊一點
[00:05:02.600 --> 00:05:05.600]  就是大家隔間距離多一點
[00:05:05.600 --> 00:05:10.000]  第五就是增強抗疫力
[00:05:10.000 --> 00:05:16.400]  我認為這個抗疫武功缺一不可
[00:05:16.400 --> 00:05:18.800]  近日看到很多世人面對疫情的
[00:05:18.800 --> 00:05:23.000]  文字故事和影像
[00:05:23.000 --> 00:05:26.400]  都在這五種功夫裏面
[00:05:26.400 --> 00:05:30.000]  做了很多有趣的疑似創作
[00:05:30.000 --> 00:05:32.400]  譬如有人模仿Bee Gees唱
[00:05:32.400 --> 00:05:37.000]  Staying Inside 提醒大家記得留在家裏
[00:05:37.000 --> 00:05:39.600]  有人模仿Beatles唱
[00:05:39.600 --> 00:05:44.000]  I gotta wash my hands 記得勤洗手
[00:05:44.000 --> 00:05:46.000]  你打上網就找到
[00:05:46.000 --> 00:05:47.600]  是挺好笑的
[00:05:47.600 --> 00:05:50.800]  還有很多教你如何洗手的片段
[00:05:50.800 --> 00:05:52.400]  我都是看這些洗手之後
[00:05:52.400 --> 00:05:54.000]  覺得有七式
[00:05:54.000 --> 00:05:55.400]  慢慢學會
[00:05:55.400 --> 00:05:58.000]  要洗二十秒
[00:05:58.000 --> 00:06:01.400]  如果現在我是教書用Zoom教書的話
[00:06:01.400 --> 00:06:05.600]  我一定馬上播給學生看這些片段
[00:06:05.600 --> 00:06:06.200]  為甚麼呢
[00:06:06.200 --> 00:06:08.600]  一來就是佔一點時間
[00:06:08.600 --> 00:06:09.600]  啞時間
[00:06:09.600 --> 00:06:12.200]  這些就是我一直倡議的
[00:06:12.200 --> 00:06:15.400]  養生教法的精要
[00:06:15.400 --> 00:06:17.800]  第二就是大家開心一下
[00:06:17.800 --> 00:06:20.000]  可以在這個不安的世代
[00:06:20.000 --> 00:06:22.800]  留下一些生命的氣息
[00:06:22.800 --> 00:06:25.600]  活靈活現一下
[00:06:25.600 --> 00:06:29.000]  所以如果我可以給今天講一張副題
[00:06:29.000 --> 00:06:30.200]  我會命名為
[00:06:30.200 --> 00:06:32.800]  大罪之身難呼吸
[00:06:32.800 --> 00:06:37.800]  活靈活現五生態
[00:06:37.800 --> 00:06:41.400]  我們回到今天剛才說讀過的經課
[00:06:41.400 --> 00:06:45.200]  羅馬書八章六至十一節
[00:06:45.200 --> 00:06:47.800]  我們在這裏會分三個段落
[00:06:47.800 --> 00:06:49.400]  來思考這六節經文
[00:06:49.400 --> 00:06:51.800]  經文其實很短只有六節
[00:06:51.800 --> 00:06:55.200]  不止剩下福音書四十多節
[00:06:55.200 --> 00:06:56.200]  就六節而已
[00:06:56.200 --> 00:06:58.000]  然後我們分三個部分
[00:06:58.000 --> 00:07:00.600]  第一節即是第六節
[00:07:00.600 --> 00:07:02.400]  就是我們關於生命和和平
[00:07:02.400 --> 00:07:04.800]  接下來的三節是關於上帝
[00:07:04.800 --> 00:07:07.400]  最後那兩節是關於基督與復活
[00:07:07.400 --> 00:07:10.400]  所以其實是有五個重點
[00:07:10.400 --> 00:07:12.200]  一生命二和平
[00:07:12.200 --> 00:07:16.000]  三上帝四基督五復活
[00:07:16.000 --> 00:07:20.400]  一貫串著這六節三段的段落
[00:07:20.400 --> 00:07:21.400]  都是聖靈
[00:07:21.400 --> 00:07:26.800]  就是展現活在聖靈當中的生命
[00:07:26.800 --> 00:07:28.800]  活現了五大特性
[00:07:28.800 --> 00:07:34.400]  我叫這些叫做活靈活現的靈明五態
[00:07:34.400 --> 00:07:36.400]  缺一不可
[00:07:36.400 --> 00:07:38.600]  我們進入
[00:07:38.600 --> 00:07:41.800]  首先兩項的活現
[00:07:41.800 --> 00:07:44.000]  就是活在聖靈的生命裏面
[00:07:44.000 --> 00:07:46.600]  是會活現這種生命的
[00:07:46.600 --> 00:07:50.600]  因為聖靈就是生命的賦予者
[00:07:50.600 --> 00:07:54.600]  亦都可以活現這些平安
[00:07:54.600 --> 00:07:58.800]  生命原來是一場無妄之災
[00:07:58.800 --> 00:08:03.000]  原來生命可以掌握的實在是很少
[00:08:03.000 --> 00:08:07.200]  最重要的就是求生命不死
[00:08:07.200 --> 00:08:09.000]  求平安
[00:08:09.000 --> 00:08:12.200]  甚麼可以保生命可以保平安呢
[00:08:12.200 --> 00:08:14.400]  我們回到今日經課第一句
[00:08:14.400 --> 00:08:19.200]  但我想再加第五節作為一個聯讀
[00:08:19.200 --> 00:08:21.800]  第五第六節我再讀一次
[00:08:21.800 --> 00:08:23.200]  第五節
[00:08:23.200 --> 00:08:27.400]  因為隨從肉體的人體貼肉體的事
[00:08:27.400 --> 00:08:30.600]  隨從聖靈的人體貼聖靈的事
[00:08:30.600 --> 00:08:32.600]  體貼肉體的就是死
[00:08:32.600 --> 00:08:37.200]  體貼聖靈的乃是生命平安
[00:08:37.200 --> 00:08:41.600]  中文版有一個觀念是消失了
[00:08:41.600 --> 00:08:44.000]  但英文是很明顯的
[00:08:44.000 --> 00:08:49.800]  我選擇了NIV版來讀一次給大家聽
[00:08:49.800 --> 00:08:58.200]  those who live according to the flesh have their minds set on what the flesh desires
[00:08:58.200 --> 00:09:07.400]  but those who live in accordance with the spirit have their minds set on what the spirit desires
[00:09:07.400 --> 00:09:10.800]  the mind governed by the flesh is death
[00:09:10.800 --> 00:09:16.200]  but the mind governed by the spirit is life and peace
[00:09:16.200 --> 00:09:22.200]  mind這個字在整段在英文是非常之關鍵
[00:09:22.200 --> 00:09:25.600]  所以保羅在這段很簡單的說話裏面
[00:09:25.600 --> 00:09:28.400]  我認為有三點很值得思考
[00:09:28.400 --> 00:09:30.200]  一
[00:09:30.200 --> 00:09:32.600]  人是有體又有靈
[00:09:32.600 --> 00:09:37.000]  這個flesh spirit是有一個二分
[00:09:37.000 --> 00:09:41.200]  這個二分後來就發展出一種叫做身心二元論
[00:09:41.200 --> 00:09:43.400]  mind body dualism
[00:09:43.400 --> 00:09:47.200]  這個是哲學史裏面很重要的細節
[00:09:47.200 --> 00:09:49.800]  今天未必有時間說
[00:09:49.800 --> 00:09:54.200]  第二就是這個是死路和生路的選擇
[00:09:54.200 --> 00:09:57.600]  concerns a matter of life and death
[00:09:57.600 --> 00:10:01.800]  怎麼可以出死入生呢
[00:10:01.800 --> 00:10:03.600]  在這兩者之間
[00:10:03.600 --> 00:10:08.800]  人是有一個mind可以定向
[00:10:08.800 --> 00:10:11.800]  隨從什麼體貼什麼
[00:10:11.800 --> 00:10:13.600]  這種叫做mind set
[00:10:13.600 --> 00:10:19.200]  我們將mind譯成是一種意志的活動
[00:10:19.200 --> 00:10:22.200]  意志是可以定向的
[00:10:22.200 --> 00:10:26.000]  中國人叫這個定向叫做立志
[00:10:26.000 --> 00:10:29.000]  我們要捨棄一種生命的境況
[00:10:29.000 --> 00:10:34.000]  然後進而取另一種生命的境界
[00:10:34.000 --> 00:10:36.600]  最近我們經常困在家裏
[00:10:36.600 --> 00:10:38.400]  大家都上社交媒體
[00:10:38.400 --> 00:10:40.200]  有一些片段真是好笑
[00:10:40.200 --> 00:10:44.000]  有些片段真是令人看完之後很愁碎
[00:10:44.000 --> 00:10:49.400]  近日我看了一個片段是關於兩三歲的嬰兒
[00:10:49.400 --> 00:10:51.800]  叫做Lia
[00:10:51.800 --> 00:10:53.400]  那段片段她一直哭
[00:10:53.400 --> 00:10:54.200]  媽媽告訴她
[00:10:54.200 --> 00:10:58.200]  你平時去吃的食店就關了
[00:10:58.200 --> 00:11:01.200]  經常叫的外賣都沒辦法送
[00:11:01.200 --> 00:11:05.200]  唯一可以吃的就是媽媽煮的食物
[00:11:05.200 --> 00:11:09.200]  這段母女的對話影像就循環不息地
[00:11:09.200 --> 00:11:11.800]  嬰兒說話 媽媽說話
[00:11:11.800 --> 00:11:13.800]  嬰兒又大哭 她又說話
[00:11:13.800 --> 00:11:16.600]  循環不息的對話很簡單
[00:11:16.600 --> 00:11:18.800]  我看完之後忍不住
[00:11:18.800 --> 00:11:20.600]  放在自己的Facebook裏面
[00:11:20.600 --> 00:11:23.800]  然後寫了一段評述
[00:11:23.800 --> 00:11:25.200]  其實我有一個習慣
[00:11:25.200 --> 00:11:26.800]  就是我每天三評
[00:11:26.800 --> 00:11:28.600]  即是每天會在Facebook
[00:11:28.600 --> 00:11:32.000]  選三段資訊做評論
[00:11:32.000 --> 00:11:34.000]  這是已經超過十年時間
[00:11:34.000 --> 00:11:36.600]  都是因為通識科裏面
[00:11:36.600 --> 00:11:40.800]  我教的學生就是看著我的評論
[00:11:40.800 --> 00:11:42.800]  去留意新聞
[00:11:42.800 --> 00:11:45.400]  有價值教育的學生也是一樣
[00:11:45.400 --> 00:11:48.200]  我就會在裏面去顯示
[00:11:48.200 --> 00:11:50.800]  平時我們所學的學理
[00:11:50.800 --> 00:11:58.000]  怎樣去演繹在實用上的評論
[00:11:58.000 --> 00:12:00.000]  我的習慣就是如果是源頭
[00:12:00.000 --> 00:12:02.600]  中文資訊我就用中文評
[00:12:02.600 --> 00:12:05.000]  源頭是英文資訊我就用英文評
[00:12:05.000 --> 00:12:06.000]  這段是英文的
[00:12:06.000 --> 00:12:07.400]  所以我寫了一段英文
[00:12:07.400 --> 00:12:09.000]  我在這裏不讀出來
[00:12:09.000 --> 00:12:12.200]  你下載我的講章時自己看
[00:12:12.200 --> 00:12:14.000]  大概我寫的英文
[00:12:14.000 --> 00:12:16.200]  那段英文的意思就是說
[00:12:16.200 --> 00:12:19.800]  這個女孩子其實真的很慘情
[00:12:19.800 --> 00:12:24.000]  沒辦法外出吃平時吃的食店
[00:12:24.000 --> 00:12:25.400]  又沒得叫外賣
[00:12:25.400 --> 00:12:29.600]  唯一可以吃的就是老媽子的手藝
[00:12:29.600 --> 00:12:34.600]  為這件事她媽媽不斷在道歉
[00:12:34.600 --> 00:12:36.200]  可能很多媽媽看了之後
[00:12:36.200 --> 00:12:39.200]  都是一種傷感的共鳴
[00:12:39.200 --> 00:12:42.000]  這裏出現很多的哀傷
[00:12:42.000 --> 00:12:45.000]  第一就是這個女孩子沒辦法外出
[00:12:45.000 --> 00:12:46.200]  吃平時的食店
[00:12:46.200 --> 00:12:47.600]  她說了很多間食店
[00:12:47.600 --> 00:12:50.000]  我在這裏不想賣廣告
[00:12:50.000 --> 00:12:51.400]  所以我不提這些食店名
[00:12:51.400 --> 00:12:53.200]  你看回就知道
[00:12:53.200 --> 00:12:55.000]  這個女孩子又不可以叫外賣
[00:12:55.000 --> 00:12:56.400]  外賣也沒得送
[00:12:56.400 --> 00:12:59.000]  唯一可以吃的就是這個媽媽的手藝
[00:12:59.000 --> 00:13:02.600]  但很明顯那段片子是她不想吃的
[00:13:02.600 --> 00:13:05.200]  但這個媽媽很緊張要餵這個女孩子
[00:13:05.200 --> 00:13:07.800]  但這個女孩子又不喜歡吃自己煮的食物
[00:13:07.800 --> 00:13:11.000]  為這件事媽媽就不斷道歉
[00:13:11.000 --> 00:13:13.600]  究竟哪一個會拍這段影片呢
[00:13:13.600 --> 00:13:16.600]  是不是她爸爸呢
[00:13:16.600 --> 00:13:21.000]  哪一個會將這段影片放上社交媒體呢
[00:13:21.000 --> 00:13:23.000]  我為了這件事我都放了
[00:13:23.000 --> 00:13:26.000]  所以我為這件事我都道歉
[00:13:26.000 --> 00:13:31.200]  這個片段當中大哭淡哭的嬰兒女
[00:13:31.200 --> 00:13:36.400]  在沿途叫了很多很多她會吃店的名字
[00:13:36.400 --> 00:13:38.600]  其實這個都是一個不錯的
[00:13:38.600 --> 00:13:41.400]  最佳的廣告
[00:13:41.400 --> 00:13:42.800]  我放在上面書
[00:13:42.800 --> 00:13:45.000]  收到不少Like
[00:13:45.000 --> 00:13:48.000]  很多人都在轉載
[00:13:48.000 --> 00:13:49.000]  一兩天之後
[00:13:49.000 --> 00:13:51.200]  在我的Post下面收到一個Comment
[00:13:51.200 --> 00:13:55.800]  就是一位男士R標記給一位女士L
[00:13:55.800 --> 00:13:57.200]  他就這樣寫
[00:13:57.200 --> 00:14:01.200]  This is us 就是我們
[00:14:01.200 --> 00:14:03.000]  我讀到的意思就是
[00:14:03.000 --> 00:14:05.000]  原底的老公告訴老婆婆
[00:14:05.000 --> 00:14:06.600]  這個就是我們
[00:14:06.600 --> 00:14:08.800]  我沒意思馬上回覆一句話
[00:14:08.800 --> 00:14:13.000]  安慰又致歉地回應他
[00:14:13.000 --> 00:14:15.000]  正所謂出街吃又死
[00:14:15.000 --> 00:14:16.600]  在家裡吃又死
[00:14:16.600 --> 00:14:20.400]  出街吃就是冒著生命危險被感染而死
[00:14:20.400 --> 00:14:24.200]  在家裡吃就是悶死
[00:14:24.200 --> 00:14:29.200]  我們死在肉身的食肉上
[00:14:29.200 --> 00:14:31.800]  今天的主題是大罪之身
[00:14:31.800 --> 00:14:33.600]  我們都是大罪之身
[00:14:33.600 --> 00:14:36.800]  我們的罪性是從肉身開始
[00:14:36.800 --> 00:14:38.600]  什麼叫做大罪之身呢
[00:14:38.600 --> 00:14:41.800]  讓我們今天做一個類比思維
[00:14:41.800 --> 00:14:43.800]  其實我們現在在疫情裡面
[00:14:43.800 --> 00:14:46.800]  我們每一個人都是潛在的帶菌者
[00:14:46.800 --> 00:14:49.800]  不過這樣說同行就會說
[00:14:49.800 --> 00:14:51.800]  Roger你搞錯了
[00:14:51.800 --> 00:14:53.200]  都不準確
[00:14:53.200 --> 00:14:58.800]  這個在武漢開始廣傳到全球的是新冠狀病毒
[00:14:58.800 --> 00:15:00.800]  是病毒不是細菌
[00:15:00.800 --> 00:15:02.200]  所以我現在要改口
[00:15:02.200 --> 00:15:06.200]  我們都是潛在的帶病毒者
[00:15:06.200 --> 00:15:09.000]  病毒的傳染性是非常不清楚
[00:15:09.000 --> 00:15:12.200]  正如罪性的傳染性一樣
[00:15:12.200 --> 00:15:13.400]  我們不是很清楚
[00:15:13.400 --> 00:15:16.600]  不過是瀰漫著這種傳染性
[00:15:16.600 --> 00:15:18.400]  帶病毒之身
[00:15:18.400 --> 00:15:21.000]  就應該隔離不要連累街坊
[00:15:21.000 --> 00:15:23.800]  你其實不知道自己是否隱形的帶病毒者
[00:15:23.800 --> 00:15:26.000]  所以最好就是戴口罩
[00:15:26.000 --> 00:15:29.800]  有手帶的人他會不會自律呢
[00:15:29.800 --> 00:15:32.200]  人是有罪性是會違規的
[00:15:32.200 --> 00:15:34.800]  人人有天性向往自由
[00:15:34.800 --> 00:15:37.000]  所以需要被紀律
[00:15:37.000 --> 00:15:41.200]  帶病毒之身其實就是帶罪之身
[00:15:41.200 --> 00:15:44.600]  所以帶罪立功的人就是自我隔離
[00:15:44.600 --> 00:15:46.400]  道理就是這麼簡單
[00:15:46.400 --> 00:15:48.400]  為什麼依然還有人走來走去
[00:15:48.400 --> 00:15:51.600]  甚至五百萬人一起出走
[00:15:51.600 --> 00:15:54.200]  因為人的罪性
[00:15:54.200 --> 00:15:56.200]  關於罪的傳染性
[00:15:56.200 --> 00:15:59.000]  保羅講了三個基本原則
[00:15:59.000 --> 00:16:01.600]  就在這段經文
[00:16:01.600 --> 00:16:02.600]  他說人
[00:16:02.600 --> 00:16:04.400]  一就是我們的心智
[00:16:04.400 --> 00:16:05.600]  就是講那個mind
[00:16:05.600 --> 00:16:06.800]  就是人的定向
[00:16:06.800 --> 00:16:08.000]  心的定向
[00:16:08.000 --> 00:16:10.000]  這種人的意志力
[00:16:10.000 --> 00:16:12.600]  是一體貼肉體
[00:16:12.600 --> 00:16:16.200]  就會多數會中招
[00:16:16.200 --> 00:16:20.400]  第二如果我們心智是
[00:16:20.400 --> 00:16:23.400]  妄視更高的法度
[00:16:23.400 --> 00:16:25.000]  就會出事
[00:16:25.000 --> 00:16:26.400]  第三如果我們心智是
[00:16:26.400 --> 00:16:29.400]  拒絕上帝的靈柱入人心
[00:16:29.400 --> 00:16:32.200]  是又會出事
[00:16:32.200 --> 00:16:32.800]  我們就這樣
[00:16:32.800 --> 00:16:34.600]  由第一個原則開始講起
[00:16:34.600 --> 00:16:36.400]  只是講吃
[00:16:36.400 --> 00:16:41.600]  就是罪的根源
[00:16:41.600 --> 00:16:43.800]  在幾年前
[00:16:43.800 --> 00:16:46.600]  因為身體健康所以改變飲食
[00:16:46.600 --> 00:16:48.400]  看了一輪的書
[00:16:48.400 --> 00:16:50.600]  其中一句說話很震撼
[00:16:50.600 --> 00:16:51.800]  就是說
[00:16:51.800 --> 00:16:53.600]  You are what you eat
[00:16:53.600 --> 00:16:55.800]  你就是你所吃的事
[00:16:55.800 --> 00:16:57.600]  你就是所吃的
[00:16:57.600 --> 00:16:58.800]  文說這個病源
[00:16:58.800 --> 00:17:03.400]  是起於武漢人喜歡吃野味
[00:17:03.400 --> 00:17:06.200]  世界其實正常的時候
[00:17:06.200 --> 00:17:08.800]  已經很難謀生
[00:17:08.800 --> 00:17:11.000]  現在病毒橫行的時候
[00:17:11.000 --> 00:17:13.400]  更難謀生
[00:17:13.400 --> 00:17:15.600]  剛剛宣佈了
[00:17:15.600 --> 00:17:20.200]  保持一種群集距離
[00:17:20.200 --> 00:17:22.600]  需要食肆上面
[00:17:22.600 --> 00:17:25.400]  大家要空間足夠
[00:17:25.400 --> 00:17:28.800]  第一個我們信仰就會反思
[00:17:28.800 --> 00:17:31.000]  耶穌的最後晚餐
[00:17:31.000 --> 00:17:34.400]  要分幾張桌子去吃
[00:17:34.400 --> 00:17:36.400]  一家十二
[00:17:36.400 --> 00:17:37.400]  三張桌子都不行
[00:17:37.400 --> 00:17:38.400]  就四張
[00:17:38.400 --> 00:17:40.400]  可能耶穌自己一張
[00:17:40.400 --> 00:17:44.200]  即是很即時我們就影響我們
[00:17:44.200 --> 00:17:47.200]  食真的是很重要
[00:17:47.200 --> 00:17:49.200]  有一段新聞
[00:17:49.200 --> 00:17:52.000]  就是一個戴監察手帶的少女
[00:17:52.000 --> 00:17:53.400]  不戴口罩出街
[00:17:53.400 --> 00:17:55.400]  隔壁的食客揭發
[00:17:55.400 --> 00:17:58.000]  窮追三百米到酒店
[00:17:58.000 --> 00:18:00.200]  細節就是說
[00:18:00.200 --> 00:18:02.400]  一個網民在3月23日深夜
[00:18:02.400 --> 00:18:04.200]  在Facebook群組上載一段片
[00:18:04.200 --> 00:18:05.800]  就是說指當時
[00:18:05.800 --> 00:18:08.800]  十點多鐘在沙田某個餐廳用膳
[00:18:08.800 --> 00:18:12.000]  突然發現鄰居戴著帽的少女
[00:18:12.000 --> 00:18:14.800]  她的手帶戴著監察
[00:18:14.800 --> 00:18:16.400]  監察手帶的手
[00:18:16.400 --> 00:18:18.200]  當時少女在吃飯
[00:18:18.200 --> 00:18:19.200]  又沒有戴口罩
[00:18:19.200 --> 00:18:22.400]  身旁有一位比較年長的男士陪同
[00:18:22.400 --> 00:18:25.400]  本來她打算避開
[00:18:25.400 --> 00:18:26.800]  怎麼擔心這個少女
[00:18:26.800 --> 00:18:29.600]  繼而肆無忌憚地在社區遊走
[00:18:29.600 --> 00:18:31.000]  她就決定報警
[00:18:31.000 --> 00:18:32.400]  而且就一直告訴她
[00:18:32.400 --> 00:18:34.000]  你這樣不對這樣不對
[00:18:34.000 --> 00:18:35.800]  她一邊跟一邊追
[00:18:35.800 --> 00:18:38.800]  追三百米追到酒店
[00:18:38.800 --> 00:18:42.200]  最後政府真的派人去
[00:18:42.200 --> 00:18:45.000]  將這個少女移居
[00:18:45.000 --> 00:18:49.000]  移到檢疫中心
[00:18:49.000 --> 00:18:51.600]  民以食為天
[00:18:51.600 --> 00:18:55.200]  體貼一下肉體
[00:18:55.200 --> 00:18:59.800]  或者回流的留學生在機上
[00:18:59.800 --> 00:19:01.200]  又不敢去洗手間
[00:19:01.200 --> 00:19:02.800]  又不敢吃任何東西
[00:19:02.800 --> 00:19:04.600]  罩著之後坐了十多小時
[00:19:04.600 --> 00:19:07.400]  馬上下機住酒店
[00:19:07.400 --> 00:19:08.600]  馬上去吃一餐
[00:19:08.600 --> 00:19:12.200]  都是很自然的事
[00:19:12.200 --> 00:19:15.200]  這也可能是接應少女的那位男士
[00:19:15.200 --> 00:19:16.000]  不知道是不是她爸爸
[00:19:16.000 --> 00:19:18.000]  還是叔叔還是什麼人
[00:19:18.000 --> 00:19:20.000]  是非常體貼
[00:19:20.000 --> 00:19:21.400]  但是體貼肉體
[00:19:21.400 --> 00:19:25.400]  在這種情況下就變成不義的行為
[00:19:25.400 --> 00:19:28.400]  當然追拍她兩個人的男士
[00:19:28.400 --> 00:19:32.200]  其實他只不過是在吃一餐飯
[00:19:32.200 --> 00:19:33.400]  到後來才發現
[00:19:33.400 --> 00:19:36.200]  其實旁邊那個原來是戴著監察手帶
[00:19:36.200 --> 00:19:38.600]  自己就可能被感染
[00:19:38.600 --> 00:19:40.600]  他心裏想大叔大姐
[00:19:40.600 --> 00:19:41.800]  我只是吃飯而已
[00:19:41.800 --> 00:19:44.400]  用不著要命嗎
[00:19:44.400 --> 00:19:47.200]  真是一種無妄之災
[00:19:47.200 --> 00:19:50.000]  所以他就追下去了
[00:19:50.000 --> 00:19:54.200]  我們看到新聞這些影像是很悲傷
[00:19:54.200 --> 00:19:55.400]  其中一個悲傷就是
[00:19:55.400 --> 00:20:01.200]  這個少女怎樣去消化這段經驗呢
[00:20:01.200 --> 00:20:03.200]  因為體貼肉體
[00:20:03.200 --> 00:20:06.600]  就忘記了法和義
[00:20:06.600 --> 00:20:08.600]  忘記法和義
[00:20:08.600 --> 00:20:12.600]  有另一個案例就是一位執法的女警
[00:20:12.600 --> 00:20:15.200]  《明報》在3月26日報導
[00:20:15.200 --> 00:20:19.600]  她說昨天確診感染新冠狀病毒的
[00:20:19.600 --> 00:20:21.600]  22歲女警
[00:20:21.600 --> 00:20:25.000]  早前在明愛醫院抽血的時候
[00:20:25.000 --> 00:20:26.400]  她沒有戴口罩又咳嗽
