
[00:00:00.000 --> 00:00:02.160]  宗子妹,新的一年開始了
[00:02:28.480 --> 00:02:30.320]  我必不撇下你
[00:02:30.320 --> 00:02:32.280]  也不丟棄你
[00:02:32.280 --> 00:02:34.360]  你當鋼牆壯膽
[00:02:34.360 --> 00:02:38.760]  因為你必使這百姓承受那地為業
[00:02:38.760 --> 00:02:41.800]  就是我向他們列祖啟示
[00:02:41.800 --> 00:02:44.520]  應許賜給他們的地
[00:02:44.520 --> 00:02:47.720]  只要鋼牆大大壯膽
[00:02:47.720 --> 00:02:53.120]  謹守遵行我僕人摩西所吩咐你的一切律法
[00:02:53.120 --> 00:02:55.480]  不可偏左左右
[00:02:55.480 --> 00:02:57.960]  使你無論往哪裡去
[00:02:57.960 --> 00:03:01.840]  都可以順利
[00:03:01.840 --> 00:03:05.320]  這律法書不可離開你的口
[00:03:05.320 --> 00:03:07.720]  總要奏業思想
[00:03:07.720 --> 00:03:12.920]  好使你謹守遵行這書上所寫的一切話
[00:03:12.920 --> 00:03:18.400]  如此你的道路就可以亨通凡事順利
[00:03:18.400 --> 00:03:20.760]  我豈沒有吩咐你嗎
[00:03:20.760 --> 00:03:22.960]  你當鋼牆壯膽
[00:03:22.960 --> 00:03:24.400]  不要懼怕
[00:03:24.400 --> 00:03:26.400]  也不要驚慌
[00:03:26.400 --> 00:03:29.080]  因為你無論往哪裡去
[00:03:29.080 --> 00:03:33.800]  耶和華你的神必與你同在
[00:03:33.800 --> 00:03:35.960]  剛才讀的這段的經文
[00:03:35.960 --> 00:03:38.920]  記載了上帝命令約書亞
[00:03:38.920 --> 00:03:41.640]  要帶領百姓進入迦南地
[00:03:41.640 --> 00:03:44.040]  新的紀元即將要開始了
[00:03:44.040 --> 00:03:48.200]  以色列人也要開始一段新的旅程
[00:03:48.200 --> 00:03:49.640]  在新的一年
[00:03:49.640 --> 00:03:53.920]  願我們都能夠更加清楚神給我們的使命
[00:03:53.920 --> 00:03:56.600]  讓我們能夠信靠順服
[00:03:56.600 --> 00:03:58.120]  勇往直前
[00:03:58.120 --> 00:03:59.240]  在新的一年
[00:03:59.240 --> 00:04:02.600]  究竟神要我們做什麼呢
[00:04:02.600 --> 00:04:03.560]  透過這段經文
[00:04:03.560 --> 00:04:04.560]  我們可以看到
[00:04:04.560 --> 00:04:08.560]  神是怎樣興起一位領袖的
[00:04:08.560 --> 00:04:09.840]  不單是興起他
[00:04:09.840 --> 00:04:12.440]  而且也去勉勵他
[00:04:12.440 --> 00:04:14.880]  接受這個任命
[00:04:14.880 --> 00:04:16.920]  繼續地帶領以色列人
[00:04:16.920 --> 00:04:21.400]  進到他所賜的應許之地
[00:04:21.400 --> 00:04:23.640]  在開始分享經文之前
[00:04:23.640 --> 00:04:26.560]  我也想大家來思考這兩個問題
[00:04:26.560 --> 00:04:28.840]  究竟神要興起一位領袖
[00:04:28.840 --> 00:04:31.440]  他會怎麼做呢
[00:04:31.440 --> 00:04:34.440]  需要多長的時間
[00:04:34.440 --> 00:04:35.000]  我不曉得
[00:04:35.000 --> 00:04:36.600]  如果你要培養接班人
[00:04:36.600 --> 00:04:38.880]  或者說你要培養領袖的話
[00:04:38.880 --> 00:04:42.440]  大概會用多長的時間去預備他
[00:04:42.440 --> 00:04:43.720]  我們也看一下
[00:04:43.720 --> 00:04:45.560]  神用多長的時間
[00:04:45.560 --> 00:04:48.760]  他怎樣去興起約書亞
[00:04:48.760 --> 00:04:50.320]  然後在新的一年
[00:04:50.320 --> 00:04:52.280]  神又怎樣來興起你
[00:04:52.280 --> 00:04:54.920]  讓你能夠在新的一年
[00:04:54.920 --> 00:04:57.680]  按照他的託付來做
[00:04:57.680 --> 00:05:00.160]  你也會怎樣去回應神呢
[00:05:00.160 --> 00:05:01.760]  我們帶著這些問題
[00:05:01.760 --> 00:05:06.120]  來看今天的經文
[00:05:06.120 --> 00:05:08.000]  第一節和第二節
[00:05:08.000 --> 00:05:11.280]  剛才我們有念過
[00:05:11.280 --> 00:05:15.680]  約書亞從神那裡領受了一個任命
[00:05:15.680 --> 00:05:18.240]  這個任命是蠻艱鉅的
[00:05:18.240 --> 00:05:19.800]  不容易的
[00:05:19.800 --> 00:05:23.080]  我想在他接受這個任命之前
[00:05:23.080 --> 00:05:26.520]  不是好像無緣無故
[00:05:26.520 --> 00:05:29.360]  或是突然給他有這樣的一個任命
[00:05:29.360 --> 00:05:32.760]  或者神給他這樣的一個使命的話
[00:05:32.760 --> 00:05:34.800]  好像沒有任何的預備
[00:05:34.800 --> 00:05:36.040]  不是這樣
[00:05:36.040 --> 00:05:38.960]  神是透過了很長的時間
[00:05:38.960 --> 00:05:40.680]  來訓練他
[00:05:40.680 --> 00:05:44.600]  在這裡經文說
[00:05:44.600 --> 00:05:47.480]  耶和華的僕人摩西死了以後
[00:05:47.480 --> 00:05:49.880]  耶和華小育摩西的幫手
[00:05:49.880 --> 00:05:52.320]  嫩的兒子約書亞
[00:05:52.320 --> 00:05:56.760]  約書亞是摩西的幫手
[00:05:56.760 --> 00:05:59.360]  他也是嫩的兒子
[00:05:59.360 --> 00:06:02.760]  為什麼要突出這兩個身份呢
[00:06:02.760 --> 00:06:05.080]  說他是摩西的幫手
[00:06:05.080 --> 00:06:08.760]  證明他有一定的經驗
[00:06:08.760 --> 00:06:11.800]  他曾經在摩西的旁邊
[00:06:11.800 --> 00:06:13.560]  協助摩西
[00:06:13.560 --> 00:06:16.520]  然後管理以色列人
[00:06:16.520 --> 00:06:19.360]  他跟著摩西學了很多功課
[00:06:19.360 --> 00:06:23.080]  這裡也提到除了是摩西的助手以外
[00:06:23.080 --> 00:06:25.000]  他也是嫩的兒子
[00:06:25.000 --> 00:06:29.200]  嫩這個意思是永恆的意思
[00:06:29.200 --> 00:06:31.520]  在這裡說他是嫩的兒子
[00:06:31.520 --> 00:06:36.760]  主要是跟前面的生命記的經文連接起來
[00:06:36.760 --> 00:06:40.240]  確認這裡所說的這個約書亞是誰呢
[00:06:40.240 --> 00:06:44.800]  就是在生命記裡面所提到的那位約書亞
[00:06:44.800 --> 00:06:48.280]  就是摩西在臨死的時候
[00:06:48.280 --> 00:06:50.120]  暗手在他頭上
[00:06:50.120 --> 00:06:53.400]  然後託付給他的這位約書亞
[00:06:53.400 --> 00:06:54.680]  這是同一位
[00:06:54.680 --> 00:06:58.200]  同一個約書亞不是另外的一個人
[00:06:58.200 --> 00:07:03.480]  在這裡講到摩西死了
[00:07:03.480 --> 00:07:07.200]  這個事情是蠻重要的一個事情
[00:07:07.200 --> 00:07:11.920]  摩西在生命記的最後那一章已經記載他死了
[00:07:11.920 --> 00:07:15.080]  那接下來就是進入到約書亞記
[00:07:15.080 --> 00:07:19.040]  就講到約書亞在他死了以後就開始接棒
[00:07:19.040 --> 00:07:21.000]  他成為接班人
[00:07:21.000 --> 00:07:24.160]  他要遵照上帝的這個吩咐
[00:07:24.160 --> 00:07:27.200]  繼續的帶領以色列人進入迦南地
[00:07:27.200 --> 00:07:30.080]  他在就是摩西在去世之前
[00:07:30.080 --> 00:07:32.920]  其實他也有遵照神的這個吩咐
[00:07:32.920 --> 00:07:38.880]  他把這個領導權就交給他的中心的一位助手
[00:07:38.880 --> 00:07:40.400]  就是約書亞
[00:07:40.400 --> 00:07:45.920]  那這個人選應該是非常符合神的心意的
[00:07:45.920 --> 00:07:51.680]  因為他的經歷還有他的一些的品性
[00:07:51.680 --> 00:07:55.080]  都是神親自來塑造的
[00:07:55.080 --> 00:07:59.240]  等一下我們會詳細的看看約書亞有哪一些的經歷
[00:07:59.240 --> 00:08:01.480]  那在摩西死了以後
[00:08:01.480 --> 00:08:05.560]  神就親自的在授命給約書亞
[00:08:05.560 --> 00:08:09.000]  叫他要起來要接續摩西的工作
[00:08:09.000 --> 00:08:11.080]  要攻取迦南地
[00:08:11.080 --> 00:08:14.480]  當然摩西死了以後
[00:08:14.480 --> 00:08:17.280]  肯定需要有另外的人接著來工作的
[00:08:17.280 --> 00:08:19.240]  因為人雖然可以不在
[00:08:19.240 --> 00:08:22.360]  但是神的工作是不能停下來的
[00:08:22.360 --> 00:08:27.680]  所以神會興起和用的工人來完成他的計劃
[00:08:27.680 --> 00:08:31.800]  那在這裡提到約書亞他究竟是一個怎樣的人呢
[00:08:31.800 --> 00:08:33.440]  你知道約書亞是誰嗎
[00:08:33.440 --> 00:08:35.600]  除了剛才講的他是摩西的幫手
[00:08:35.600 --> 00:08:38.040]  然後也是嫩的兒子
[00:08:38.040 --> 00:08:40.920]  剛才我有解釋過嫩呢
[00:08:40.920 --> 00:08:42.600]  他的意思就是永恆
[00:08:42.600 --> 00:08:46.920]  其實他是屬於這個以法連支派的
[00:08:46.920 --> 00:08:48.520]  他是屬於以法連支派
[00:08:48.520 --> 00:08:50.920]  他也是其中的一個領袖
[00:08:50.920 --> 00:08:57.560]  另外約書亞他的名字的意思就是耶和華拯救
[00:08:57.560 --> 00:09:00.200]  那這個意思跟我們所熟悉的
[00:09:00.200 --> 00:09:02.160]  哪一個人的名字是一樣的
[00:09:02.160 --> 00:09:03.800]  有印象嗎
[00:09:03.800 --> 00:09:06.560]  耶和華拯救
[00:09:06.560 --> 00:09:07.880]  耶穌有人回答了
[00:09:07.880 --> 00:09:10.600]  所以耶穌的名字是一樣的
[00:09:10.600 --> 00:09:15.240]  他在西伯來文裡面的寫法就是約書亞
[00:09:15.240 --> 00:09:19.400]  就是耶穌這個名字在西伯來文的寫法就是約書亞
[00:09:19.400 --> 00:09:22.160]  所以他的意思是跟耶穌是一樣的
[00:09:22.160 --> 00:09:24.160]  就是耶和華拯救
[00:09:24.160 --> 00:09:26.760]  所以約書亞也是預表基督
[00:09:26.760 --> 00:09:30.000]  是預表耶穌
[00:09:30.000 --> 00:09:32.720]  那在上帝授命給他之前
[00:09:32.720 --> 00:09:34.720]  其實我們剛才說了
[00:09:34.720 --> 00:09:38.840]  上帝有很長的時間來預備約書亞的
[00:09:38.840 --> 00:09:40.960]  他曾經做過摩西的幫手
[00:09:40.960 --> 00:09:42.760]  所以在多年以來
[00:09:42.760 --> 00:09:45.880]  他在摩西身上學到很多屬靈的功課
[00:09:45.880 --> 00:09:49.760]  那這個是最實際的一個訓練來的
[00:09:49.760 --> 00:09:52.800]  摩西他是一個比較出色的領袖
[00:09:52.800 --> 00:09:57.120]  所以約書亞在他旁邊也學到很多
[00:09:57.120 --> 00:10:01.800]  對約書亞的影響應該也是蠻大的
[00:10:01.800 --> 00:10:04.520]  大家想一想
[00:10:04.520 --> 00:10:10.320]  摩西的助手約書亞跟著摩西有多長的時間
[00:10:10.320 --> 00:10:12.880]  有人知道嗎
[00:10:12.880 --> 00:10:21.760]  十年 二十年 三十年 還是四十年
[00:10:21.760 --> 00:10:23.480]  有人說四十年
[00:10:23.480 --> 00:10:28.000]  對的 因為以色列人在曠野漂流了多久
[00:10:28.000 --> 00:10:30.000]  四十年
[00:10:30.000 --> 00:10:34.600]  四十年來就是約書亞在摩西的旁邊
[00:10:34.600 --> 00:10:39.720]  是他的助手來跟從摩西來管理以色列人
[00:10:39.720 --> 00:10:40.800]  帶領以色列人
[00:10:40.800 --> 00:10:43.960]  所以在四十年的曠野漂流當中
[00:10:43.960 --> 00:10:49.280]  約書亞一直都是摩西最親密的忠實的助手
[00:10:49.280 --> 00:10:51.200]  他常常被聖靈充滿
[00:10:51.200 --> 00:10:56.160]  受神的差遣為摩西的接班人
[00:10:56.160 --> 00:11:03.880]  然後神現在呼召他要去率領以色列人進入應許之地
[00:11:03.880 --> 00:11:06.080]  我們來看一下他有哪些的經歷
[00:11:06.080 --> 00:11:14.720]  為什麼到這個時候 四十年才任命 才交給他
[00:11:14.720 --> 00:11:17.760]  首先我們看到在《出埃及記》
[00:11:17.760 --> 00:11:19.800]  十七章那裡曾經有記載過
[00:11:19.800 --> 00:11:25.520]  他是有親自率領以色列人戰勝了亞馬利人
[00:11:25.520 --> 00:11:29.320]  這是第一場他打的勝仗
[00:11:29.320 --> 00:11:32.520]  他是一個比較出色的戰士
[00:11:32.520 --> 00:11:36.840]  第二 他是曾經做過摩西的幫手
[00:11:36.840 --> 00:11:40.680]  陪伴摩西一起上西乃山的
[00:11:40.680 --> 00:11:44.360]  第三 他不離開惠穆
[00:11:44.360 --> 00:11:46.280]  他很可慕神的同在
[00:11:46.280 --> 00:11:50.840]  在《出埃及記》的三十三章曾經記載說
[00:11:50.840 --> 00:11:56.520]  摩西在惠穆那裡跟神去說話
[00:11:56.520 --> 00:11:59.760]  然後摩西又轉身到營裡去
[00:11:59.760 --> 00:12:03.720]  就是唯有他的助手 耶穌亞
[00:12:03.720 --> 00:12:06.680]  一個少年人 嫩的兒子
[00:12:06.680 --> 00:12:08.320]  他不離開惠穆
[00:12:08.320 --> 00:12:12.360]  表明他非常可慕神的同在
[00:12:12.360 --> 00:12:19.800]  第四 他也曾經求摩西禁止伊利達 米達在引以說預言
[00:12:19.800 --> 00:12:28.920]  他是協助過摩西去平息一些在以色列民當中的風浪
[00:12:28.920 --> 00:12:33.480]  然後我們也知道他是迦南地的十二個探子之一
[00:12:33.480 --> 00:12:36.440]  這個我們應該是相對比較熟悉一點
[00:12:36.440 --> 00:12:37.960]  他是其中一個探子
[00:12:37.960 --> 00:12:42.280]  還有另外一個迦勒是跟他一起的
[00:12:42.280 --> 00:12:47.160]  另外就是他跟迦勒兩個人獨排眾議
[00:12:47.160 --> 00:12:48.840]  呼籲百姓進迦南
[00:12:48.840 --> 00:12:53.400]  因為另外十個探子他們報的是惡性
[00:12:53.400 --> 00:12:57.800]  他們說那個地的靈他們真的是非常強大
[00:12:57.800 --> 00:13:00.080]  他看我們就像看螞蟻一樣
[00:13:00.080 --> 00:13:04.240]  我們不要上去攻打他們 不然的話我們會死定
[00:13:04.240 --> 00:13:09.600]  但是迦勒跟耶穌亞就說我們一定可以取到那個地方
[00:13:09.600 --> 00:13:12.880]  他們報的是一個喜訊
[00:13:12.880 --> 00:13:15.640]  只有他們倆 獨排眾議
[00:13:15.640 --> 00:13:17.840]  呼籲百姓要進入迦南地
[00:13:17.840 --> 00:13:23.120]  然後神也唯獨允許迦勒和耶穌亞可以進去迦南地
[00:13:23.120 --> 00:13:27.920]  其他人都進不了 都死在那個曠野裡面
[00:13:27.920 --> 00:13:29.440]  最後就是到現在了
[00:13:29.440 --> 00:13:33.600]  他開始被神繼續的任命
[00:13:33.600 --> 00:13:38.520]  他要接替摩西來承擔帶領以色列人的工作
[00:13:38.520 --> 00:13:42.680]  所以你想想長達多少年的訓練
[00:13:42.680 --> 00:13:43.640]  四十年
[00:13:43.640 --> 00:13:48.560]  那你想想當時迦蘇亞多大年紀了
[00:13:48.560 --> 00:13:51.960]  倒水 你猜一下
[00:13:51.960 --> 00:13:55.960]  肯定不會少過四十歲吧
[00:13:55.960 --> 00:13:59.760]  假如說他二十歲開始跟摩西的話
[00:13:59.760 --> 00:14:01.880]  那起碼也有六十歲對不對
[00:14:01.880 --> 00:14:03.960]  有一些聖經的學者研究
[00:14:03.960 --> 00:14:07.520]  估計他那個時候大概是八十歲
[00:14:07.520 --> 00:14:10.960]  我想問一下在座有哪一位是有八十歲的
[00:14:10.960 --> 00:14:13.640]  有沒有 可能有很少吧
[00:14:13.640 --> 00:14:16.080]  有幾位
[00:14:16.080 --> 00:14:18.520]  所以我們對於耶穌亞來講
[00:14:18.520 --> 00:14:20.960]  我們都相對年輕對不對
[00:14:20.960 --> 00:14:23.640]  耶穌亞在受了四十年的訓練
[00:14:23.640 --> 00:14:27.880]  在八十歲的高齡接受這個如此大的任命
[00:14:27.880 --> 00:14:31.760]  所以今天我們在座每一位的弟兄姊妹
[00:14:31.760 --> 00:14:34.560]  我們比耶穌亞都還年輕
[00:14:34.560 --> 00:14:37.760]  所以不要怕 不要懼怕
[00:14:37.760 --> 00:14:42.320]  神也許在今天會給你一個使命
[00:14:42.320 --> 00:14:45.840]  讓你去承擔
[00:14:45.840 --> 00:14:47.640]  但是不用擔心
[00:14:47.640 --> 00:14:51.600]  祂會給你有足夠的姻緒 足夠的能力
[00:14:51.600 --> 00:14:54.320]  來去承擔這個使命
[00:14:54.320 --> 00:14:55.960]  長達四十年的訓練
[00:14:55.960 --> 00:14:59.280]  有人說可能是不是太長了
[00:14:59.280 --> 00:15:00.120]  絕對不是
[00:15:00.120 --> 00:15:02.200]  神要興起一個領袖
[00:15:02.200 --> 00:15:03.920]  神要使用一個人
[00:15:03.920 --> 00:15:07.960]  真的需要用很長的時間去討造祂的生命
[00:15:07.960 --> 00:15:10.840]  你想想除了耶穌亞以外
[00:15:10.840 --> 00:15:13.760]  祂所跟的這個摩西
[00:15:13.760 --> 00:15:16.680]  神用多少年來訓練祂
[00:15:16.680 --> 00:15:21.080]  有人知道嗎
[00:15:21.080 --> 00:15:22.720]  有人說八十年
[00:15:22.720 --> 00:15:27.560]  摩西在幾歲的時候受神呼召嗎
[00:15:27.560 --> 00:15:29.680]  就是在八十歲的時候
[00:15:29.680 --> 00:15:33.720]  神要呼召祂要帶領以色列民要出埃及
[00:15:33.720 --> 00:15:36.920]  那祂前面有兩個的四十年
[00:15:36.920 --> 00:15:39.880]  第一個四十年在王宮裡面
[00:15:39.880 --> 00:15:41.880]  祂受王宮的訓練
[00:15:41.880 --> 00:15:45.080]  然後後來因為殺了人要逃命
[00:15:45.080 --> 00:15:46.600]  逃到曠野裡面
[00:15:46.600 --> 00:15:49.600]  又四十年在曠野裡面去牧羊
[00:15:49.600 --> 00:15:53.640]  然後四十年在曠野裡面的訓練
[00:15:53.640 --> 00:15:58.360]  到八十歲才開始帶領以色列人出埃及
[00:15:58.360 --> 00:16:00.480]  又四十年在曠野漂流
[00:16:00.480 --> 00:16:02.360]  到祂一百二十歲就死掉了
[00:16:02.360 --> 00:16:04.800]  所以你看看摩西一百二十歲
[00:16:04.800 --> 00:16:09.400]  三分之二的時間是被神在訓練
[00:16:09.400 --> 00:16:11.360]  所以是很長的時間
[00:16:11.360 --> 00:16:15.600]  所以今天我想神也透過不同的環境
[00:16:15.600 --> 00:16:19.800]  透過不同的服飾來訓練我們
[00:16:19.800 --> 00:16:21.360]  有一天神要使用我們
[00:16:21.360 --> 00:16:27.520]  在更大的事情上面來為祂做功
[00:16:27.520 --> 00:16:28.720]  好了
[00:16:28.720 --> 00:16:32.520]  我們看到除了一個很長期的訓練以外
[00:16:32.520 --> 00:16:36.240]  神也給祂一個明確的使命
[00:16:36.240 --> 00:16:38.240]  我們看第二節的時候
[00:16:38.240 --> 00:16:39.240]  這裡講到說
[00:16:39.240 --> 00:16:43.640]  現在你要起來和眾百姓過著約旦河
[00:16:43.640 --> 00:16:48.600]  往我所賜給以色列人的地去
[00:16:48.600 --> 00:16:52.960]  現在不是兩年以後
[00:16:52.960 --> 00:16:55.880]  就是說要馬上要行動了
[00:16:55.880 --> 00:17:00.640]  這個使命交給你不是要等什麼時候才去做的
[00:17:00.640 --> 00:17:03.480]  你要接到這個使命的時候
[00:17:03.480 --> 00:17:06.480]  就是現在你就得馬上要去行動
[00:17:06.480 --> 00:17:07.240]  要去做的
[00:17:07.240 --> 00:17:08.920]  而這個使命是什麼呢
[00:17:08.920 --> 00:17:10.280]  要過河
[00:17:10.280 --> 00:17:12.560]  然後還要去佔領
[00:17:12.560 --> 00:17:14.680]  就是攻佔迦南地
[00:17:14.680 --> 00:17:16.440]  其實意味著要去打仗的
[00:17:16.440 --> 00:17:18.240]  也不是只是過河
[00:17:18.240 --> 00:17:20.520]  過了河以後還要去打仗
[00:17:20.520 --> 00:17:21.600]  那在過河之前
[00:17:21.600 --> 00:17:25.480]  他們已經有去探過那個地方
[00:17:25.480 --> 00:17:28.520]  知道迦南地的人是怎樣的
[00:17:28.520 --> 00:17:31.160]  這場仗也不容易打的
[00:17:31.160 --> 00:17:37.800]  所以這個情境其實是蠻不容易的
[00:17:37.800 --> 00:17:40.040]  如果你是約書亞的話
[00:17:40.040 --> 00:17:42.040]  你會怎麼想
[00:17:42.040 --> 00:17:47.600]  神把一個很艱鉅的任務放在他的肩頭上面
[00:17:47.600 --> 00:17:49.280]  這個任務是非常艱鉅的
[00:17:49.280 --> 00:17:52.600]  約旦河是不容易過的
[00:17:52.600 --> 00:17:57.080]  然後這個征戰也是不容易的
[00:17:57.080 --> 00:18:00.080]  但是神就把這個任務交給他
[00:18:00.080 --> 00:18:05.600]  而過去很長的時間是摩西來帶領以色列人的
[00:18:05.600 --> 00:18:08.920]  約書亞他雖然是摩西的幫手
[00:18:08.920 --> 00:18:11.240]  但是他不是那個最主要的負責人
[00:18:11.240 --> 00:18:13.440]  那你知道如果你做過副什麼的時候
[00:18:13.440 --> 00:18:14.800]  你就知道
[00:18:14.800 --> 00:18:18.120]  比做取正的那個也會輕鬆很多的
[00:18:18.120 --> 00:18:20.200]  有沒有做過副局長
[00:18:20.200 --> 00:18:23.040]  副什麼副班長
[00:18:23.040 --> 00:18:23.800]  反正你做副的
[00:18:23.800 --> 00:18:25.280]  你會覺得反正有正的在
[00:18:25.280 --> 00:18:27.960]  你就可以不幹事情
[00:18:27.960 --> 00:18:30.560]  所以那個心理壓力沒那麼大
[00:18:30.560 --> 00:18:33.120]  當你真正要挑大樑的時候
[00:18:33.120 --> 00:18:34.200]  這個壓力是蠻大的
[00:18:34.200 --> 00:18:36.160]  而且他當副手的時候
[00:18:36.160 --> 00:18:38.920]  他親眼目睹了什麼
[00:18:38.920 --> 00:18:42.320]  你想想他親眼目睹了什麼
[00:18:42.320 --> 00:18:45.640]  那些以色列民好不好待
[00:18:45.640 --> 00:18:47.360]  四十年摩西
[00:18:47.360 --> 00:18:49.680]  我不曉得他會不會已經
[00:18:49.680 --> 00:18:53.160]  就是被氣到怎麼樣
[00:18:53.160 --> 00:18:56.800]  以色列民常常就是拿他發怨言
[00:18:56.800 --> 00:18:57.920]  常常抱怨他
[00:18:57.920 --> 00:19:00.080]  常常不聽話背歷審等等
[00:19:00.080 --> 00:19:02.400]  摩西要求辭都不知道要求多少次了
[00:19:02.400 --> 00:19:03.480]  對不對
[00:19:03.480 --> 00:19:05.600]  所以這些都是
[00:19:05.600 --> 00:19:07.280]  約書亞親眼所目睹的
[00:19:07.280 --> 00:19:09.680]  他知道這幫人不好待的
[00:19:09.680 --> 00:19:12.920]  知道這個任務是很艱鉅的
[00:19:12.920 --> 00:19:14.320]  那你想想
[00:19:14.320 --> 00:19:17.480]  約書亞的心情神知道嗎
[00:19:17.480 --> 00:19:19.160]  神清楚嗎
[00:19:19.160 --> 00:19:21.120]  神當然是很清楚了
[00:19:21.120 --> 00:19:22.480]  神知道他的處境
[00:19:22.480 --> 00:19:24.760]  也清楚他心裡面的想法
[00:19:24.760 --> 00:19:25.480]  所以呢
[00:19:25.480 --> 00:19:28.920]  神不只是給他有一個明確的使命而已
[00:19:28.920 --> 00:19:31.920]  而且還給他什麼呢
[00:19:31.920 --> 00:19:36.000]  還給他有一個可靠的應許
[00:19:36.000 --> 00:19:38.720]  還有有力的保證
[00:19:38.720 --> 00:19:41.360]  讓他能夠有足夠的勇氣
[00:19:41.360 --> 00:19:43.000]  可以承擔這個使命
[00:19:43.000 --> 00:19:45.920]  讓他能夠勇往直前
[00:19:45.920 --> 00:19:49.400]  可以帶領以色列民進入迦南地
[00:19:49.400 --> 00:19:52.120]  約旦河在平常的日子呢
[00:19:52.120 --> 00:19:56.440]  其實大概寬度可能三四十米吧
[00:19:56.440 --> 00:19:57.600]  不會很寬
[00:19:57.600 --> 00:19:59.520]  游泳大概也可以游過去
[00:19:59.520 --> 00:20:02.920]  但是在水漲的時候呢
[00:20:02.920 --> 00:20:05.800]  大概差不多有一公里那麼寬
[00:20:05.800 --> 00:20:08.760]  特別在春天在收割的時候
[00:20:08.760 --> 00:20:10.440]  水漲起來就很寬
