
[00:00:00.000 --> 00:00:03.380]  今日想同大家分享的經文是
[00:02:38.460 --> 00:02:41.740]  基本上已經使教會
[00:02:41.740 --> 00:02:45.580]  腐化到一個不能忍受的地步
[00:02:45.580 --> 00:02:48.060]  馬丁路德本來只不過想提出
[00:02:48.060 --> 00:02:51.780]  是教內部的改革
[00:02:51.780 --> 00:02:54.180]  但是陰差陽錯
[00:02:54.180 --> 00:02:56.540]  當時教廷的固執
[00:02:56.540 --> 00:03:00.220]  結合整個社會的政治氣候
[00:03:00.220 --> 00:03:02.060]  結果是心不由己地
[00:03:02.060 --> 00:03:04.700]  從羅馬教會分裂出來
[00:03:04.700 --> 00:03:07.860]  成為我們所知的「抗羅宗」
[00:03:07.860 --> 00:03:10.740]  或者所謂「更正教」
[00:03:10.740 --> 00:03:14.460]  而沒有教廷在信仰上的一錘定音
[00:03:14.460 --> 00:03:17.420]  「更正教」就更加百花齊放
[00:03:17.420 --> 00:03:21.980]  衍生出各自的流派
[00:03:21.980 --> 00:03:24.260]  而香港在過去百多年
[00:03:24.260 --> 00:03:26.980]  是英國的殖民地
[00:03:26.980 --> 00:03:29.620]  英國政府對教會的工作
[00:03:29.620 --> 00:03:33.460]  基本上是寬容和友善的
[00:03:33.460 --> 00:03:34.860]  外國的差會
[00:03:34.860 --> 00:03:37.780]  無論是天主教或者更正教
[00:03:37.780 --> 00:03:41.540]  亦都紛紛透過扶貧、救災、辦學
[00:03:41.540 --> 00:03:44.980]  建立地方的教會傳播福音
[00:03:44.980 --> 00:03:49.180]  亦都對整個社會作出了積極的貢獻
[00:03:49.180 --> 00:03:52.820]  而這一切與社會當時的政治氣候
[00:03:52.820 --> 00:03:55.420]  都大有關係
[00:03:55.420 --> 00:03:57.060]  因此在一個多月前
[00:03:57.060 --> 00:03:59.100]  即是當中國政府單方面提出
[00:03:59.100 --> 00:04:02.620]  實施「港區國安法」的時候
[00:04:02.620 --> 00:04:04.900]  本地教區一位書記主教
[00:04:04.900 --> 00:04:08.340]  立刻出來安慰他的家居屋民
[00:04:08.340 --> 00:04:10.140]  說「國安法」的實施
[00:04:10.140 --> 00:04:13.700]  對教會運作是毫無影響的時候
[00:04:13.700 --> 00:04:16.460]  我是感到有點驚訝
[00:04:16.460 --> 00:04:19.740]  當年中國新政權的建立
[00:04:19.740 --> 00:04:20.940]  對於當時的教會
[00:04:20.940 --> 00:04:24.460]  就產生了翻天覆地的影響
[00:04:24.460 --> 00:04:27.580]  就算近年中梵建交的過程
[00:04:27.580 --> 00:04:30.460]  梵蒂岡在主教任命問題上
[00:04:30.460 --> 00:04:34.420]  亦都被迫作了相當大的妥協
[00:04:34.420 --> 00:04:35.940]  以至有人覺得
[00:04:35.940 --> 00:04:39.940]  如果以前宗教是過分滲入政治
[00:04:39.940 --> 00:04:41.540]  現在的問題大概是
[00:04:41.540 --> 00:04:44.420]  政治完全控制了宗教
[00:04:44.420 --> 00:04:49.260]  而兩者都是有違「政教分離」的原則
[00:04:49.260 --> 00:04:50.340]  這樣
[00:04:50.340 --> 00:04:53.340]  香港最近在政治上重大改變
[00:04:53.340 --> 00:04:57.580]  又怎可能對教會毫無影響呢?
[00:04:57.580 --> 00:04:59.380]  這個情況
[00:04:59.380 --> 00:05:03.260]  是使我進一步思想到一個更加基本的問題
[00:05:03.260 --> 00:05:05.780]  就是甚麼是教會?
[00:05:05.780 --> 00:05:10.540]  教會到底是一個怎樣的群體?
[00:05:10.540 --> 00:05:11.540]  首先
[00:05:11.540 --> 00:05:14.220]  當一個人決定成為基督徒
[00:05:14.220 --> 00:05:19.540]  他不單單是接納基督作為他生命的主
[00:05:19.540 --> 00:05:22.780]  那是比較個人和內心的
[00:05:22.780 --> 00:05:27.740]  他更加是具體地參與一個群體組織
[00:05:27.740 --> 00:05:29.260]  譬如香港中文大學
[00:05:29.260 --> 00:05:31.060]  崇基禮拜堂
[00:05:31.060 --> 00:05:35.740]  或者他們最初接觸福音的地方
[00:05:35.740 --> 00:05:36.460]  事實上
[00:05:36.460 --> 00:05:39.020]  他們亦都是透過這樣一個群體
[00:05:39.020 --> 00:05:41.180]  來認識福音
[00:05:41.180 --> 00:05:46.540]  並因此做了一個很重大的個人決定
[00:05:46.540 --> 00:05:47.500]  我們必須了解
[00:05:47.500 --> 00:05:51.380]  今日向我們發出邀請和挑戰的福音
[00:05:51.380 --> 00:05:53.660]  是透過教會
[00:05:53.660 --> 00:05:56.380]  這個信仰群體所傳遞的
[00:05:56.380 --> 00:06:00.500]  而並非不解人手從天而降
[00:06:00.500 --> 00:06:02.020]  而基督教的信息
[00:06:02.020 --> 00:06:04.420]  亦都不是發明於今日
[00:06:04.420 --> 00:06:08.980]  它是透過整整二十個世紀的歷史進程
[00:06:08.980 --> 00:06:12.980]  經過種種困難和波折傳遞下來
[00:06:12.980 --> 00:06:16.140]  因此了解教會的本源
[00:06:16.140 --> 00:06:19.180]  最初的成員是一班怎樣的人
[00:06:19.180 --> 00:06:22.180]  對於信徒今日應該怎樣住處
[00:06:22.180 --> 00:06:26.340]  就顯得相當重要
[00:06:26.340 --> 00:06:27.100]  我的意思是
[00:06:27.100 --> 00:06:28.100]  今日講到基督教
[00:06:28.100 --> 00:06:34.180]  不同的人會有不同的聯想
[00:06:34.180 --> 00:06:36.860]  事實上今日基督教會
[00:06:36.860 --> 00:06:39.620]  琳琅滿目的宗派和傳統
[00:06:39.620 --> 00:06:43.940]  有時甚至連信徒也都感到有些迷惘
[00:06:43.940 --> 00:06:47.140]  你今日加入一間怎樣的教會
[00:06:47.140 --> 00:06:48.860]  怎樣的堂會
[00:06:48.860 --> 00:06:50.900]  在一個頗大的程度上
[00:06:50.900 --> 00:06:53.620]  就決定了你信仰的向度
[00:06:53.620 --> 00:06:56.420]  或者你屬靈的氣質
[00:06:56.420 --> 00:07:00.660]  今日當你受洗加入教會的時候
[00:07:00.660 --> 00:07:06.380]  你是受洗進入到一個怎樣的信仰群體呢?
[00:07:06.380 --> 00:07:09.900]  有關教會到底是一個怎樣的群體
[00:07:09.900 --> 00:07:11.500]  我們在教會聽到的
[00:07:11.500 --> 00:07:14.740]  往往是一個教義性的
[00:07:14.740 --> 00:07:16.540]  概念上的
[00:07:16.540 --> 00:07:20.380]  所謂合乎上帝心意的教會
[00:07:20.380 --> 00:07:23.820]  譬如說教會是基督的身體
[00:07:23.820 --> 00:07:25.580]  教會是建造在
[00:07:25.580 --> 00:07:27.900]  仕徒和先知的根基上
[00:07:27.900 --> 00:07:29.860]  由基督成為房閣石
[00:07:29.860 --> 00:07:31.020]  是聖潔的
[00:07:31.020 --> 00:07:32.380]  是榮耀的
[00:07:32.380 --> 00:07:36.780]  是各位充滿萬有所充滿的
[00:07:36.780 --> 00:07:40.100]  在剛過去的港九培靈園大會裏面
[00:07:40.100 --> 00:07:42.380]  就有目者用了十堂的聚會
[00:07:42.380 --> 00:07:44.180]  透過已忽所書
[00:07:44.180 --> 00:07:47.220]  重申這方面的道理
[00:07:47.220 --> 00:07:49.420]  但是這一切又怎樣來到去
[00:07:49.420 --> 00:07:52.460]  兌換到在現世裏面
[00:07:52.460 --> 00:07:55.820]  一般人所認識的教會呢?
[00:07:55.820 --> 00:07:57.820]  新世信經特別是《寶羅書信》
[00:07:57.820 --> 00:07:59.700]  論到教會的本質
[00:07:59.700 --> 00:08:02.780]  對於信徒又有甚麼實質意義呢?
[00:08:02.780 --> 00:08:05.140]  難道單單就是為了
[00:08:05.140 --> 00:08:12.260]  對照出現世教會的虧欠和不足嗎?
[00:08:12.260 --> 00:08:13.500]  講到教會的起源
[00:08:13.500 --> 00:08:15.940]  一般人都是看《哲行傳》
[00:08:15.940 --> 00:08:17.340]  但是今天這段
[00:08:17.340 --> 00:08:19.060]  剛才所讀的經文
[00:08:19.060 --> 00:08:21.620]  卻讓我們稍稍看見
[00:08:21.620 --> 00:08:25.380]  比初期教會更加原始的
[00:08:25.380 --> 00:08:27.620]  信徒群體的初形
[00:08:27.620 --> 00:08:32.700]  可以說是教會的Prototype
[00:08:32.700 --> 00:08:35.260]  教會是一個怎樣的群體呢?
[00:08:35.260 --> 00:08:37.100]  似乎在不同的階段
[00:08:37.100 --> 00:08:40.260]  教會都有不同的表現
[00:08:40.260 --> 00:08:42.140]  在《哲行傳》第二章
[00:08:42.140 --> 00:08:44.460]  四十三至四十七節那裏說
[00:08:44.460 --> 00:08:46.460]  信的人都在一處
[00:08:46.460 --> 00:08:47.900]  販物公用
[00:08:47.900 --> 00:08:50.140]  並賣了田產家業
[00:08:50.140 --> 00:08:53.740]  照各人所需用的分給各人
[00:08:53.740 --> 00:08:57.740]  我想馬克思在1867年寫《資本論》的時候
[00:08:57.740 --> 00:09:02.060]  大概也是從這段經文中得到靈感
[00:09:02.060 --> 00:09:03.340]  但是教會在當時
[00:09:03.340 --> 00:09:07.860]  其實仍然不是一個有組織的社團群體
[00:09:07.860 --> 00:09:10.100]  到了《哲行傳》第六章
[00:09:10.100 --> 00:09:12.340]  當講希臘話的猶太人
[00:09:12.340 --> 00:09:16.940]  投訴希伯來人疏忽照顧他們的寡婦
[00:09:16.940 --> 00:09:21.420]  教會才開始思考比較具體的架構組織
[00:09:21.420 --> 00:09:26.020]  去應付日常運作上實際的需要
[00:09:26.020 --> 00:09:27.620]  而門徒稱為基督徒
[00:09:27.620 --> 00:09:33.140]  更加是到十一章從安提柯開始
[00:09:33.140 --> 00:09:37.940]  我們看回開頭提到馬克思第三章的經文
[00:09:37.940 --> 00:09:42.740]  描述耶穌最初設立十二個門徒
[00:09:42.740 --> 00:09:44.540]  讓我們不要忘記
[00:09:44.540 --> 00:09:47.900]  這十二位耶穌親自選選的門徒
[00:09:47.900 --> 00:09:52.820]  就是日後教會最核心的成員
[00:09:52.820 --> 00:09:57.060]  我們說耶穌基督是教會唯一的根基
[00:09:57.060 --> 00:09:59.100]  但是司徒權柄
[00:09:59.100 --> 00:10:02.020]  或者我們叫Apostolic Authority
[00:10:02.020 --> 00:10:03.980]  無論是教會的承傳
[00:10:03.980 --> 00:10:06.660]  或者是聖經正典的確立上面
[00:10:06.660 --> 00:10:12.220]  都是地上教會運作的具體準則
[00:10:12.220 --> 00:10:14.700]  在今天讀的經文裡面
[00:10:14.700 --> 00:10:16.700]  一開始的時候就提到
[00:10:16.700 --> 00:10:19.860]  耶穌上了山
[00:10:19.860 --> 00:10:21.420]  關於耶穌呼召門徒
[00:10:21.420 --> 00:10:24.380]  其實在第一章已經略有所述
[00:10:24.380 --> 00:10:27.780]  在這裡只不過是教完整地
[00:10:27.780 --> 00:10:31.260]  重新十二門徒的設立
[00:10:31.260 --> 00:10:32.340]  在這裡我們注意到
[00:10:32.340 --> 00:10:36.420]  耶穌並沒有出去呼召人
[00:10:36.420 --> 00:10:41.780]  反而是離開群眾上了山
[00:10:41.780 --> 00:10:43.180]  相對於我們所熟悉的
[00:10:43.180 --> 00:10:45.500]  《馬太福音》二十八章的大使命說
[00:10:45.500 --> 00:10:48.060]  所以你們要出去
[00:10:48.060 --> 00:10:50.220]  洗滿民族們的門徒
[00:10:50.220 --> 00:10:54.860]  這個「上去」似乎有很大的反差
[00:10:54.860 --> 00:10:57.220]  在主耶穌出來傳道之前
[00:10:57.220 --> 00:10:59.380]  祂曾經被聖靈催促
[00:10:59.380 --> 00:11:03.780]  獨自退到曠野禁食四十週夜
[00:11:03.780 --> 00:11:06.300]  很明顯在祂出去宣講之前
[00:11:06.300 --> 00:11:12.260]  重要的是祂必須先確定自己有一個訊息
[00:11:12.260 --> 00:11:14.380]  也正正是這個緣故
[00:11:14.380 --> 00:11:16.180]  在他們設立門徒的時候
[00:11:16.180 --> 00:11:19.980]  祂並沒有急急地出去尋找
[00:11:19.980 --> 00:11:24.100]  而是先上了山
[00:11:24.100 --> 00:11:30.860]  我們實在其實不必擔心人會不會信
[00:11:30.860 --> 00:11:33.780]  事實上現在的人就是想盡辦法
[00:11:33.780 --> 00:11:36.100]  都想去信一些東西
[00:11:36.100 --> 00:11:38.500]  可以說只要你夠膽說
[00:11:38.500 --> 00:11:41.500]  那些人就夠膽信
[00:11:41.500 --> 00:11:44.580]  無論你要他信些什麼
[00:11:44.580 --> 00:11:50.020]  我早期的時候曾經在一個福音廣播機構
[00:11:50.020 --> 00:11:52.180]  做過一段短的時間
[00:11:52.180 --> 00:12:01.100]  那個機構是向中國大陸用短波發放福音的廣播
[00:12:01.100 --> 00:12:03.580]  這個不是遠東
[00:12:03.580 --> 00:12:07.180]  在發放的過程中
[00:12:07.180 --> 00:12:10.980]  我們也收到很多聽眾的來信
[00:12:10.980 --> 00:12:13.380]  有時我看見這些來信
[00:12:13.380 --> 00:12:14.780]  他們就會問
[00:12:14.780 --> 00:12:17.780]  我很有興趣聽你們所講的東西
[00:12:17.780 --> 00:12:19.500]  也很有興趣知道
[00:12:19.500 --> 00:12:24.860]  多點知道這個「雞刀教」是怎麼樣的
[00:12:24.860 --> 00:12:26.580]  因為他們聽了廣播
[00:12:26.580 --> 00:12:28.300]  他們不知道是什麼
[00:12:28.300 --> 00:12:29.700]  「支獨教」
[00:12:29.700 --> 00:12:34.260]  「支獨教」沒有背景的人根本不能明白
[00:12:34.260 --> 00:12:38.460]  所以很有興趣想知道「雞刀教」
[00:12:38.460 --> 00:12:41.340]  最近這幾年我們聽到
[00:12:41.340 --> 00:12:45.980]  基督教圈子裏面又興起所謂「東方閃電教」這個問題
[00:12:45.980 --> 00:12:48.460]  所以我看見其實
[00:12:48.460 --> 00:12:51.260]  那些人是很想信一些東西的
[00:12:51.260 --> 00:12:54.340]  是很想有些依賴的
[00:12:54.340 --> 00:12:55.580]  當我還住在沙田的時候
[00:12:55.580 --> 00:12:58.460]  有一次我去花園城附近吃麵
[00:12:58.460 --> 00:13:00.980]  經過天主教聖本督堂
[00:13:00.980 --> 00:13:03.380]  我見到兩個婆婆經過
[00:13:03.380 --> 00:13:05.860]  其中一個婆婆就走上石級
[00:13:05.860 --> 00:13:09.300]  石級上有一個保羅的銅像
[00:13:09.300 --> 00:13:13.460]  她就合手在那裏拜祭祂
[00:13:13.460 --> 00:13:17.100]  我見了之後就非常之覺得有趣
[00:13:17.100 --> 00:13:20.100]  中國人在信仰上面一向很隨和
[00:13:20.100 --> 00:13:21.220]  入屋叫人
[00:13:21.220 --> 00:13:22.660]  入廟拜神
[00:13:22.660 --> 00:13:23.700]  無論是什麼
[00:13:23.700 --> 00:13:28.620]  拜了就算了
[00:13:28.620 --> 00:13:31.620]  其實香港人一向都是現實的
[00:13:31.620 --> 00:13:34.740]  但是在回歸二十三年裏面
[00:13:34.740 --> 00:13:37.140]  經歷零三年的沙士疫症
[00:13:37.140 --> 00:13:38.940]  接二連三的人大釋法
[00:13:38.940 --> 00:13:41.860]  重新解釋基本法和一國兩制
[00:13:41.860 --> 00:13:46.140]  一四年持續七十九天遍地開花的社會運動
[00:13:46.140 --> 00:13:48.020]  去年的反修例運動
[00:13:48.020 --> 00:13:51.020]  到上個月港區國安法實施
[00:13:51.020 --> 00:13:53.220]  是令到大部份的香港人
[00:13:53.220 --> 00:13:57.100]  那些發財夢基本上已經破滅
[00:13:57.100 --> 00:13:59.900]  他們是被迫面對一些更加埋身
[00:13:59.900 --> 00:14:02.540]  更加基本的問題
[00:14:02.540 --> 00:14:06.420]  這麼辛苦供樓賺錢到底是為了什麼呢?
[00:14:06.420 --> 00:14:10.660]  這麼辛苦做人到底又為了什麼呢?
[00:14:10.660 --> 00:14:14.900]  我昨天在網上看到
[00:14:14.900 --> 00:14:16.220]  一位中大學生
[00:14:16.220 --> 00:14:20.300]  他讀了陳健民教授的獄中書簡之後
[00:14:20.300 --> 00:14:22.620]  寫了一些讀後感
[00:14:22.620 --> 00:14:25.140]  他最後結語的時候他說
[00:14:25.140 --> 00:14:26.500]  講到底
[00:14:26.500 --> 00:14:28.300]  我們都要問自己
[00:14:28.300 --> 00:14:29.820]  在這個時代
[00:14:29.820 --> 00:14:32.340]  在一幾短暫的生命裏面
[00:14:32.340 --> 00:14:35.220]  到底願意為什麼
[00:14:35.220 --> 00:14:38.100]  負上怎樣的代價
[00:14:38.100 --> 00:14:41.340]  怎樣才能夠順著自己的性
[00:14:41.340 --> 00:14:46.060]  在亂世中不虛此生
[00:14:46.060 --> 00:14:47.420]  所以他看見我們
[00:14:47.420 --> 00:14:50.220]  應該擔心的並不是人信不信
[00:14:50.220 --> 00:14:52.900]  而是我們有一個怎樣的信息
[00:14:52.900 --> 00:14:58.460]  是否能夠對應到人心底裏面的需要
[00:14:58.460 --> 00:15:00.100]  近年聽到不少教會思想
[00:15:00.100 --> 00:15:03.180]  怎樣去接觸草根階層
[00:15:03.180 --> 00:15:05.900]  但是接觸草根之所以成為問題
[00:15:05.900 --> 00:15:07.260]  會不會是暗示
[00:15:07.260 --> 00:15:10.900]  我們在心態上慢慢已經是中產化
[00:15:10.900 --> 00:15:12.860]  意思是我們不自覺地
[00:15:12.860 --> 00:15:15.060]  在福音的訊息之上
[00:15:15.060 --> 00:15:18.380]  加了一層信仰以外的意識形態
[00:15:18.380 --> 00:15:23.900]  以致我們難於跟草根階層溝通
[00:15:23.900 --> 00:15:26.100]  其實接觸草根對於我們來說
[00:15:26.100 --> 00:15:27.660]  應該不是問題
[00:15:27.660 --> 00:15:29.820]  因為我們或者我們上一代
[00:15:29.820 --> 00:15:32.420]  不少都曾經是草根
[00:15:32.420 --> 00:15:33.700]  我們當中不少人
[00:15:33.700 --> 00:15:35.180]  包括我自己
[00:15:35.180 --> 00:15:37.820]  都曾經住過鎖匙區
[00:15:37.820 --> 00:15:39.980]  是受教育的機會
[00:15:39.980 --> 00:15:42.580]  令我們攀上了社會的階梯
[00:15:42.580 --> 00:15:46.460]  逐漸脫離所謂草根的生活
[00:15:46.460 --> 00:15:50.540]  其實草根不草根並不涉及是非對錯
[00:15:50.540 --> 00:15:52.420]  社會的小康化
[00:15:52.420 --> 00:15:55.500]  脫貧是一件好事
[00:15:55.500 --> 00:15:57.460]  但儘管我們生活可以脫離草根
[00:15:57.460 --> 00:16:01.780]  但我們心態上卻不一定要中產化
[00:16:01.780 --> 00:16:03.740]  這個主要是表現於
[00:16:03.740 --> 00:16:05.700]  將大部分的時間和精力
[00:16:05.700 --> 00:16:08.020]  放在改善物質生活
[00:16:08.020 --> 00:16:12.500]  和追求社會地位這些事情上
[00:16:12.500 --> 00:16:14.460]  不忘記我們自己的根源
[00:16:14.460 --> 00:16:17.140]  確實可以提醒我們一個生命的真相
[00:16:17.140 --> 00:16:20.100]  就是我們赤身出於母胎
[00:16:20.100 --> 00:16:23.700]  亦都必然赤身歸回
[00:16:23.700 --> 00:16:26.660]  無論我們有多少學位、身家
[00:16:26.660 --> 00:16:29.580]  或者在香港我們有身家就送學位
[00:16:29.580 --> 00:16:33.980]  我們發覺香港大部分的有錢人都是博士
[00:16:33.980 --> 00:16:37.940]  有知識、無知識其實都不是最重要
[00:16:37.940 --> 00:16:40.180]  在仕途裏面有打魚的彼得
[00:16:40.180 --> 00:16:43.020]  亦都有讀書人保羅
[00:16:43.020 --> 00:16:45.780]  而保羅更加是一個人包辦了
[00:16:45.780 --> 00:16:49.100]  過半數的新約聖經書卷
[00:16:49.100 --> 00:16:51.900]  有知識的人不需要先洗腦
[00:16:51.900 --> 00:16:53.980]  才再加入教會
[00:16:53.980 --> 00:16:56.380]  我們個人都是照著自己的本相
[00:16:56.380 --> 00:16:58.340]  來到上帝的面前
[00:16:58.340 --> 00:17:01.620]  無論我們有怎樣的學歷
[00:17:01.620 --> 00:17:02.820]  我的意思是
[00:17:02.820 --> 00:17:04.340]  我們所面對的
[00:17:04.340 --> 00:17:07.060]  其實並不關乎知識份子
[00:17:07.060 --> 00:17:10.220]  和族群階層之間的差距
[00:17:10.220 --> 00:17:14.300]  而是我們是否有一個信息
[00:17:14.300 --> 00:17:17.140]  事實上我們有一個擔心
[00:17:17.140 --> 00:17:19.420]  就是我們有時會以為
[00:17:19.420 --> 00:17:21.620]  為了遷就草根階層
[00:17:21.620 --> 00:17:25.580]  而過分簡化我們的信息
[00:17:25.580 --> 00:17:27.580]  草根階層可能因為各種原因
[00:17:27.580 --> 00:17:31.300]  沒有機會接受比較高的教育
[00:17:31.300 --> 00:17:34.660]  但是他們卻並非沒有腦
[00:17:34.660 --> 00:17:36.180]  事實上
[00:17:36.180 --> 00:17:38.780]  沒有所謂知識份子的虛榮
[00:17:38.780 --> 00:17:43.460]  他們很多時候比讀書人更加明白事理
[00:17:43.460 --> 00:17:47.740]  我們說「仗義每多屠九輩」
[00:17:47.740 --> 00:17:50.980]  但是我們給他們的又是甚麼呢?
[00:17:50.980 --> 00:17:54.260]  我們會否有時以對待小朋友的態度
[00:17:54.260 --> 00:17:58.020]  去對待草根的人士
[00:17:58.020 --> 00:18:01.060]  這樣做一方面是策略上的錯誤
[00:18:01.060 --> 00:18:05.100]  另一方面亦是對他們的不尊重
[00:18:05.100 --> 00:18:06.500]  簡單的信息
[00:18:06.500 --> 00:18:09.180]  不一定是幼稚的信息
[00:18:09.180 --> 00:18:11.220]  但會否我們宣講的信息
[00:18:11.220 --> 00:18:13.140]  有時確實是
[00:18:13.140 --> 00:18:14.220]  too simple
[00:18:14.220 --> 00:18:16.620]  sometimes naive
[00:18:16.620 --> 00:18:19.580]  而對於那些已經參加教會一段日子的信徒
[00:18:19.580 --> 00:18:24.300]  我們又有沒有幫助他們離開基督道理的開端
[00:18:24.300 --> 00:18:26.660]  抑或來來去去三幅被
[00:18:26.660 --> 00:18:29.300]  令他們感到食之無味
[00:18:29.300 --> 00:18:31.820]  棄之可惜
[00:18:31.820 --> 00:18:33.700]  好幾年前
[00:18:33.700 --> 00:18:35.940]  當我還在職的時候
[00:18:35.940 --> 00:18:38.420]  在大學教職員團契裏面
[00:18:38.420 --> 00:18:40.660]  有位弟兄跟我說到
[00:18:40.660 --> 00:18:43.740]  香港教會增長的問題
[00:18:43.740 --> 00:18:47.860]  他接觸到不少教會都有明顯的人數增長
[00:18:47.860 --> 00:18:51.660]  但有相當可靠的研究卻是指出
[00:18:51.660 --> 00:18:52.940]  在過去幾年
[00:18:52.940 --> 00:18:55.340]  恆常參加聚會的信徒
[00:18:55.340 --> 00:18:59.540]  都是維持在二十萬左右
[00:18:59.540 --> 00:19:02.420]  當然這兩年社會的不安加上疫症
[00:19:02.420 --> 00:19:06.940]  這個數目恐怕已經難以維持
[00:19:06.940 --> 00:19:08.620]  我們必須警惕
[00:19:08.620 --> 00:19:09.540]  一個人
[00:19:09.540 --> 00:19:11.860]  一個所謂缺過知的人
[00:19:11.860 --> 00:19:13.740]  一旦離開教會
[00:19:13.740 --> 00:19:16.780]  要他再回頭就更加困難
[00:19:16.780 --> 00:19:22.860]  因為他們覺得自己已經看穿了教會的霸氣
[00:19:22.860 --> 00:19:23.820]  在我們出去之前
[00:19:23.820 --> 00:19:26.340]  我們必須先想去
[00:19:26.340 --> 00:19:30.980]  直到我們覺悟到那個於我們真實的真理
[00:19:30.980 --> 00:19:35.820]  直到我們掌握我們真正相信的是甚麼
[00:19:35.820 --> 00:19:39.820]  直到我們所傳的是生命的道理
[00:19:39.820 --> 00:19:41.220]  這裡說耶穌撞了山
[00:19:41.220 --> 00:19:43.660]  就隨自己的意思叫人來
[00:19:43.660 --> 00:19:47.380]  他們便來到他那裡
[00:19:47.380 --> 00:19:50.820]  在這裡主耶穌隨自己的意思叫人來
[00:19:50.820 --> 00:19:55.980]  不是人隨自己的喜好去跟耶穌
[00:19:55.980 --> 00:19:58.820]  會不會有時我們因為要遷就人軟弱
[00:19:58.820 --> 00:20:00.580]  為了得到他們的缺知
[00:20:00.580 --> 00:20:02.540]  我們就得過且過地
[00:20:02.540 --> 00:20:06.340]  將福音割價傾銷
[00:20:06.340 --> 00:20:08.580]  當然為了人能夠明白
[00:20:08.580 --> 00:20:10.740]  以至得到福音的好處
[00:20:10.740 --> 00:20:13.060]  信仰很多時是委婉的
[00:20:13.060 --> 00:20:15.580]  保羅說他對著甚麼人就做甚麼人
[00:20:15.580 --> 00:20:18.180]  要得著甚麼人
[00:20:18.180 --> 00:20:23.340]  但信仰對人卻並不是沒有要求
[00:20:23.340 --> 00:20:26.700]  這裡說耶穌隨自己的意思叫人來
[00:20:26.700 --> 00:20:30.380]  他們便來到他那裡
[00:20:30.380 --> 00:20:32.780]  有時我很奇怪
[00:20:32.780 --> 00:20:35.900]  耶穌到底向他們說了甚麼
[00:20:35.900 --> 00:20:38.780]  耶穌有甚麼魅力以至他呼召的時候
[00:20:38.780 --> 00:20:43.020]  門徒就即時撇下一切去跟從他
[00:20:43.020 --> 00:20:45.260]  他是否有俊朗的面貌
[00:20:45.260 --> 00:20:47.980]  令人說服的眼神
