
[00:00:00.000 --> 00:00:05.120]  我要跟各位分享的是基督徒應該有的
[00:01:35.520 --> 00:01:39.200]  最早一次這個字眼出現是在使徒行傳
[00:01:39.200 --> 00:01:44.000]  是從安提亞教被稱作是基督徒的
[00:01:44.000 --> 00:01:48.040]  基督徒的英文名字是叫做Christian
[00:01:48.040 --> 00:01:50.480]  那您知道基督英文是什麼
[00:01:50.480 --> 00:01:51.320]  Christ
[00:01:51.320 --> 00:01:55.040]  所以Christian跟Christ同一個字根
[00:01:55.040 --> 00:01:59.880]  在原文裡面它是Crystal跟Crystalonus
[00:01:59.880 --> 00:02:02.200]  就是說小基督
[00:02:02.200 --> 00:02:04.320]  換句話說基督徒
[00:02:04.320 --> 00:02:08.720]  我們應該要有基督的榮美不是嗎
[00:02:08.720 --> 00:02:10.240]  Hallelujah讚美神
[00:02:10.240 --> 00:02:15.400]  所以我們覺知了信主了受洗了
[00:02:15.400 --> 00:02:17.440]  我們就算是基督徒了
[00:02:17.440 --> 00:02:20.440]  我們信奉基督信奉他的教義
[00:02:20.440 --> 00:02:23.080]  我們就是基督徒了
[00:02:23.080 --> 00:02:26.040]  上次我講基督徒應有的純心
[00:02:26.040 --> 00:02:28.440]  是愛神愛人謙卑順服
[00:02:28.440 --> 00:02:30.800]  知足常樂忍耐寬容
[00:02:30.800 --> 00:02:32.920]  還有誠實溫柔
[00:02:32.920 --> 00:02:37.200]  今天要講基督徒應走的天路路程
[00:02:37.200 --> 00:02:40.880]  我大概剛信主的時候大概20年前吧
[00:02:40.880 --> 00:02:44.520]  一個小文章就是本能約翰
[00:02:44.520 --> 00:02:47.600]  他寫的叫做天路歷程
[00:02:47.600 --> 00:02:49.640]  Pilgrim Progress
[00:02:49.640 --> 00:02:53.200]  是他在監獄裡面寫的
[00:02:53.200 --> 00:02:57.160]  後來出來了又花了很多時間寫完了這本書
[00:02:57.160 --> 00:03:02.360]  這本書按照統計是除了聖經以外
[00:03:02.360 --> 00:03:04.440]  最暢銷的另外一本書
[00:03:04.440 --> 00:03:07.920]  到底什麼是天路路程這本書上面講的呢
[00:03:07.920 --> 00:03:09.920]  因為成為基督徒以後
[00:03:09.920 --> 00:03:13.320]  我們就要開始走那純正的道路
[00:03:13.320 --> 00:03:17.600]  走那個天路歷程Pilgrim Progress
[00:03:17.600 --> 00:03:19.200]  我們要怎麼走
[00:03:19.200 --> 00:03:22.440]  那麼他上面用了很多的名字
[00:03:22.440 --> 00:03:24.240]  都是顧名思義
[00:03:24.240 --> 00:03:27.000]  你就知道他到底講了什麼意思
[00:03:27.000 --> 00:03:30.600]  譬如他講有一個人名字叫做顧直
[00:03:30.600 --> 00:03:33.360]  你怎麼跟他講他都不信就是不信
[00:03:33.360 --> 00:03:35.160]  有一個人叫做善變
[00:03:35.160 --> 00:03:37.360]  你跟他一講他馬上就信了
[00:03:37.360 --> 00:03:39.560]  碰到一點小事情他就不來了
[00:03:39.560 --> 00:03:40.800]  他就不信了
[00:03:40.800 --> 00:03:42.360]  所以叫做善變
[00:03:42.360 --> 00:03:44.000]  還有巧言
[00:03:44.000 --> 00:03:45.760]  還有儒志
[00:03:45.760 --> 00:03:47.000]  還有驅使
[00:03:47.000 --> 00:03:50.600]  就是有些人好像是牆頭草一樣
[00:03:50.600 --> 00:03:51.920]  他什麼都信
[00:03:51.920 --> 00:03:55.680]  反正多信一個總比少信一個好
[00:03:55.680 --> 00:03:59.160]  當然了他上面也有講一些好的
[00:03:59.160 --> 00:04:00.760]  對我們有幫助的
[00:04:00.760 --> 00:04:02.840]  譬如說美徒
[00:04:02.840 --> 00:04:04.120]  恩慈
[00:04:04.120 --> 00:04:05.560]  謹守誠實
[00:04:05.560 --> 00:04:07.480]  自仁勇等等
[00:04:07.480 --> 00:04:08.880]  對我們都有幫助
[00:04:08.880 --> 00:04:10.280]  也講到說
[00:04:10.280 --> 00:04:13.320]  當他來到道德城的時候
[00:04:13.320 --> 00:04:16.400]  當他來到福華鎮的時候
[00:04:16.400 --> 00:04:18.720]  顧名就知道道德城就是
[00:04:18.720 --> 00:04:21.680]  這個城的人都很守道德
[00:04:21.680 --> 00:04:24.200]  但是當他到裡面的時候才發現
[00:04:24.200 --> 00:04:25.960]  基督不在那邊
[00:04:25.960 --> 00:04:27.520]  雖然我們也很希望
[00:04:27.520 --> 00:04:29.800]  我們能夠活出基督的榮美
[00:04:29.800 --> 00:04:32.040]  讓我們走這個天路歷程的時候
[00:04:32.040 --> 00:04:34.320]  有許許多多的困苦患難
[00:04:34.320 --> 00:04:37.040]  但是我們絕對不能夠說
[00:04:37.040 --> 00:04:38.400]  我因為夠好了
[00:04:38.400 --> 00:04:39.880]  我才能夠上天堂
[00:04:39.880 --> 00:04:41.280]  我才是基督徒
[00:04:41.280 --> 00:04:42.000]  No
[00:04:42.000 --> 00:04:43.120]  耶穌說
[00:04:43.120 --> 00:04:45.160]  有病的人才要看醫生
[00:04:45.160 --> 00:04:47.440]  沒有病的人不需要看醫生
[00:04:47.440 --> 00:04:49.160]  謝謝
[00:04:49.160 --> 00:04:50.120]  來來來
[00:04:50.120 --> 00:04:51.880]  賺點水
[00:04:51.880 --> 00:04:55.080]  喂
[00:04:55.080 --> 00:04:57.160]  那麼天路路程它是講說
[00:04:57.160 --> 00:05:00.520]  這個人他要從滅亡城
[00:05:00.520 --> 00:05:02.760]  要走到西安山
[00:05:02.760 --> 00:05:06.520]  他一路所經歷到的
[00:05:06.520 --> 00:05:09.640]  這就是我們基督徒要走的路
[00:05:09.640 --> 00:05:13.160]  我們基督徒也有我們的天路路程
[00:05:13.160 --> 00:05:14.160]  不是嗎
[00:05:14.160 --> 00:05:15.840]  我們得救
[00:05:15.840 --> 00:05:17.360]  我們成聖
[00:05:17.360 --> 00:05:19.560]  我們得榮耀
[00:05:19.560 --> 00:05:22.680]  那麼我們先起念的那個經文
[00:05:22.680 --> 00:05:25.600]  讓我們再打開最前面
[00:05:25.600 --> 00:05:27.880]  在馬太福音
[00:05:27.880 --> 00:05:30.640]  他這裡講說葡萄園工人的比喻
[00:05:30.640 --> 00:05:34.200]  他是說天國到底像什麼呢
[00:05:34.200 --> 00:05:37.720]  他說天國好像有一個家族
[00:05:37.720 --> 00:05:43.080]  他需要僱人到他的葡萄園裡面去做工
[00:05:43.080 --> 00:05:45.440]  那他一大清早就去找人
[00:05:45.440 --> 00:05:46.720]  就跟人家講好說
[00:05:46.720 --> 00:05:49.040]  一天一錢銀子
[00:05:49.040 --> 00:05:50.920]  到園子裡面來做工
[00:05:50.920 --> 00:05:52.960]  到了幾初的時候呢
[00:05:52.960 --> 00:05:54.920]  大概九點十點了
[00:05:54.920 --> 00:05:58.800]  他又去看見還有閒站著的人
[00:05:58.800 --> 00:06:00.720]  他就又把他們叫進去
[00:06:00.720 --> 00:06:03.120]  也給他們一個工假
[00:06:03.120 --> 00:06:04.160]  到了正午的時候
[00:06:04.160 --> 00:06:05.520]  到了中午的時候
[00:06:05.520 --> 00:06:07.600]  還有人在外面閒站
[00:06:07.600 --> 00:06:08.840]  他又出去找
[00:06:08.840 --> 00:06:10.840]  又叫他們來園子裡面
[00:06:10.840 --> 00:06:12.280]  而且這些人說什麼
[00:06:12.280 --> 00:06:14.280]  哎呀沒有人僱我們
[00:06:14.280 --> 00:06:16.560]  好你們進葡萄園
[00:06:16.560 --> 00:06:19.000]  後來到了晚上了
[00:06:19.000 --> 00:06:22.400]  就又出去再找人進來做
[00:06:22.400 --> 00:06:24.600]  也是給同樣一個價錢
[00:06:24.600 --> 00:06:27.640]  結果一大早進去的人
[00:06:27.640 --> 00:06:29.160]  就在那邊抱不平了
[00:06:29.160 --> 00:06:32.720]  說我們整天勞苦受熱
[00:06:32.720 --> 00:06:35.880]  但是那個後來的只做了一個小時
[00:06:35.880 --> 00:06:37.520]  跟我們得的是一樣
[00:06:37.520 --> 00:06:38.960]  他認為不公平
[00:06:38.960 --> 00:06:40.920]  但是家族說什麼
[00:06:40.920 --> 00:06:43.960]  說朋友我不虧負你
[00:06:43.960 --> 00:06:46.800]  你與我講定的不是一錢銀子嗎
[00:06:46.800 --> 00:06:48.240]  拿你的走吧
[00:06:48.240 --> 00:06:50.360]  我給他後來的和給你一樣
[00:06:50.360 --> 00:06:52.440]  這是我願意的
[00:06:52.440 --> 00:06:53.720]  這個比喻呢
[00:06:53.720 --> 00:06:58.600]  就講到我們得救成聖的榮耀
[00:06:58.600 --> 00:06:59.960]  天國好像園子
[00:06:59.960 --> 00:07:01.960]  當你進去的時候
[00:07:01.960 --> 00:07:03.880]  你就得救了
[00:07:03.880 --> 00:07:06.200]  當你接受耶穌的邀請
[00:07:06.200 --> 00:07:09.560]  你願意邀請他進入你心裡面的時候
[00:07:09.560 --> 00:07:10.920]  你就得救了
[00:07:10.920 --> 00:07:12.440]  你就是工人了
[00:07:12.440 --> 00:07:13.640]  你就進去了
[00:07:13.640 --> 00:07:16.040]  你得到的一錢銀子是什麼
[00:07:16.040 --> 00:07:17.240]  是你的公價
[00:07:17.240 --> 00:07:18.400]  它是表示說
[00:07:18.400 --> 00:07:20.880]  你就有永生的確具了
[00:07:20.880 --> 00:07:22.600]  這是你的公價
[00:07:22.600 --> 00:07:25.520]  你接受他相信他進入他的園子
[00:07:25.520 --> 00:07:27.120]  你就得到永生
[00:07:27.120 --> 00:07:30.680]  但是有的人是很早就去了
[00:07:30.680 --> 00:07:33.080]  有的人是很晚才信了
[00:07:33.080 --> 00:07:35.720]  甚至有的人是最後五分鐘
[00:07:35.720 --> 00:07:37.240]  他才覺知信主了
[00:07:37.240 --> 00:07:38.920]  他也得到永生
[00:07:38.920 --> 00:07:40.800]  他也是有那一錢
[00:07:40.800 --> 00:07:42.280]  但是您知道嗎
[00:07:42.280 --> 00:07:45.600]  這個天國是浩瀚其大無比
[00:07:45.600 --> 00:07:47.480]  沒有止境的
[00:07:47.480 --> 00:07:49.120]  像有的人問我說
[00:07:49.120 --> 00:07:51.320]  牧師啊天國到底多大
[00:07:51.320 --> 00:07:53.640]  那都去了不是塞爆了嗎
[00:07:53.640 --> 00:07:55.200]  No way
[00:07:55.200 --> 00:07:57.320]  你看到沒有他說
[00:07:57.320 --> 00:08:00.120]  你再早去再晚去
[00:08:00.120 --> 00:08:02.280]  他都需要帶人的
[00:08:02.280 --> 00:08:03.560]  因為耶穌說
[00:08:03.560 --> 00:08:05.120]  我願萬人得救
[00:08:05.120 --> 00:08:07.000]  不願意一個人沉淪
[00:08:07.000 --> 00:08:10.080]  所以每一個人都是他的負擔
[00:08:10.080 --> 00:08:13.600]  都是他要帶他們進入神的國裡面
[00:08:13.600 --> 00:08:16.080]  他就出去叫他們來到園子裡面
[00:08:16.080 --> 00:08:18.240]  那麼我以前看這個地方
[00:08:18.240 --> 00:08:19.680]  我也是不了解
[00:08:19.680 --> 00:08:21.720]  這真的有點不公平不是嗎
[00:08:21.720 --> 00:08:24.000]  一大早進園子裡面踩
[00:08:24.000 --> 00:08:26.240]  那麼也是得了個價錢
[00:08:26.240 --> 00:08:27.840]  你最後一分鐘進去
[00:08:27.840 --> 00:08:29.440]  也是得了個價錢
[00:08:29.440 --> 00:08:30.960]  那我倒不如
[00:08:30.960 --> 00:08:32.840]  我就吃喝玩樂
[00:08:32.840 --> 00:08:35.400]  或者是浪蕩江湖
[00:08:35.400 --> 00:08:37.400]  到了最後一分鐘我再信了
[00:08:37.400 --> 00:08:38.720]  不就完了嗎
[00:08:38.720 --> 00:08:39.760]  是不是
[00:08:39.760 --> 00:08:40.760]  老實講
[00:08:40.760 --> 00:08:42.480]  我們的天律路程
[00:08:42.480 --> 00:08:44.640]  我們的Pilgrim Progress
[00:08:44.640 --> 00:08:46.920]  是很艱辛很難走的
[00:08:46.920 --> 00:08:49.560]  耶穌說你們要進窄門
[00:08:49.560 --> 00:08:52.080]  你們要走那個狹路
[00:08:52.080 --> 00:08:53.640]  那路不好走的
[00:08:53.640 --> 00:08:55.360]  不是很寬敞的
[00:08:55.360 --> 00:08:56.800]  甚至於有的地方說
[00:08:56.800 --> 00:08:58.280]  那門是寬的
[00:08:58.280 --> 00:09:01.160]  但是門口浮有罪惡
[00:09:01.160 --> 00:09:02.840]  隨時要跳到你身上
[00:09:02.840 --> 00:09:04.200]  來把我們打倒
[00:09:04.200 --> 00:09:05.480]  但是我們的神
[00:09:05.480 --> 00:09:07.120]  祂是召我們來的時候
[00:09:07.120 --> 00:09:08.560]  讓我們在祂的生命中
[00:09:08.560 --> 00:09:10.240]  與祂有份
[00:09:10.240 --> 00:09:11.680]  這是神要我們的
[00:09:11.680 --> 00:09:13.200]  所以當我們進入
[00:09:13.200 --> 00:09:14.640]  神的國裡面的時候
[00:09:14.640 --> 00:09:17.480]  當我們很小就進去的時候
[00:09:17.480 --> 00:09:19.920]  或者我們很老才進去的時候
[00:09:19.920 --> 00:09:21.040]  就得救了
[00:09:21.040 --> 00:09:23.680]  我們就有這個永生的確距
[00:09:23.680 --> 00:09:24.760]  各位都有去
[00:09:24.760 --> 00:09:26.160]  Yakima Spokane
[00:09:26.160 --> 00:09:27.760]  採櫻桃吧
[00:09:27.760 --> 00:09:29.200]  採蘋果吧
[00:09:29.200 --> 00:09:30.840]  採梨子吧
[00:09:30.840 --> 00:09:33.080]  我記得以前我們叫回去
[00:09:33.080 --> 00:09:35.120]  我們開了車去
[00:09:35.120 --> 00:09:36.760]  大家坐得滿滿的
[00:09:36.760 --> 00:09:37.640]  帶了水去
[00:09:37.640 --> 00:09:38.600]  泡了茶去
[00:09:38.600 --> 00:09:40.320]  帶了帳篷去
[00:09:40.320 --> 00:09:43.080]  帶了BBQ爐子去等等
[00:09:43.080 --> 00:09:44.080]  大早就去了
[00:09:44.080 --> 00:09:46.160]  一面採一面吃
[00:09:46.160 --> 00:09:48.880]  還有在那邊烤BBQ
[00:09:48.880 --> 00:09:51.280]  還累了還可以坐下來休息一下
[00:09:51.280 --> 00:09:52.880]  然後繼續採
[00:09:52.880 --> 00:09:53.960]  各位
[00:09:53.960 --> 00:09:55.880]  你一大早進去
[00:09:55.880 --> 00:09:58.360]  你所有吃的都不要錢的
[00:09:58.360 --> 00:10:00.640]  你最後只要採一磅
[00:10:00.640 --> 00:10:03.320]  他大概就算你一磅的錢
[00:10:03.320 --> 00:10:06.360]  所以你說你是先進去好呢
[00:10:06.360 --> 00:10:08.360]  還是後進去好呢
[00:10:08.360 --> 00:10:09.920]  當然先進去
[00:10:09.920 --> 00:10:12.000]  我有的時候就想說
[00:10:12.000 --> 00:10:13.360]  我好可惜啊
[00:10:13.360 --> 00:10:14.640]  我好冤枉
[00:10:14.640 --> 00:10:16.080]  我好後悔啊
[00:10:16.080 --> 00:10:19.360]  早知道我早信不就好了嗎
[00:10:19.360 --> 00:10:21.840]  我記得三十多年前
[00:10:21.840 --> 00:10:23.360]  四十年了
[00:10:23.360 --> 00:10:24.880]  我在讀大學的時候
[00:10:24.880 --> 00:10:26.720]  就有人給我傳福音
[00:10:26.720 --> 00:10:28.080]  我說
[00:10:28.080 --> 00:10:31.160]  你要我信太陽從西邊出來
[00:10:31.160 --> 00:10:31.800]  哇
[00:10:31.800 --> 00:10:32.600]  曾幾何時
[00:10:32.600 --> 00:10:33.760]  我不是每天看著太陽
[00:10:33.760 --> 00:10:35.520]  都是從西邊出來的嗎
[00:10:35.520 --> 00:10:36.160]  我的家人說
[00:10:36.160 --> 00:10:37.520]  阿七阿七你信可以啊
[00:10:37.520 --> 00:10:39.120]  不要信太迷了
[00:10:39.120 --> 00:10:42.560]  曾幾何時我信得知迷不悟了
[00:10:42.560 --> 00:10:43.680]  但是
[00:10:43.680 --> 00:10:44.800]  我說真的
[00:10:44.800 --> 00:10:47.280]  我要是從小就信的話
[00:10:47.280 --> 00:10:50.440]  就好像一大早就進到葡萄園裡面
[00:10:50.440 --> 00:10:51.400]  去吃
[00:10:51.400 --> 00:10:52.680]  去採
[00:10:52.680 --> 00:10:54.680]  那是多麼的有福氣
[00:10:54.680 --> 00:10:56.080]  哈雷路亞詹姆森
[00:10:56.080 --> 00:10:58.920]  這個故事就告訴我們說
[00:10:58.920 --> 00:11:00.560]  我們每一個人
[00:11:00.560 --> 00:11:03.920]  都有得到永生的缺具
[00:11:03.920 --> 00:11:05.760]  只要你願意進入他的園子
[00:11:05.760 --> 00:11:07.240]  接受他的邀請
[00:11:07.240 --> 00:11:08.680]  你去跟隨他
[00:11:08.680 --> 00:11:10.400]  你就會有永生
[00:11:10.400 --> 00:11:12.800]  然後我們就一生跟隨他
[00:11:12.800 --> 00:11:14.200]  能夠成聖
[00:11:14.200 --> 00:11:15.760]  最後當我們見他的時候
[00:11:15.760 --> 00:11:17.280]  如保羅說的一樣
[00:11:17.280 --> 00:11:19.840]  我千金要被交定了
[00:11:19.840 --> 00:11:21.480]  守信的道我守住了
[00:11:21.480 --> 00:11:23.240]  當跑了路我跑盡了
[00:11:23.240 --> 00:11:24.800]  那美好的帳也打過了
[00:11:24.800 --> 00:11:27.720]  如今有公益的觀念為我存留
[00:11:27.720 --> 00:11:29.160]  多麼棒啊
[00:11:29.160 --> 00:11:31.600]  這是我們基督徒應該有的一個心態
[00:11:31.600 --> 00:11:32.760]  我們得救
[00:11:32.760 --> 00:11:34.240]  不是說我們受洗完
[00:11:34.240 --> 00:11:35.600]  第二天就是
[00:11:35.600 --> 00:11:36.400]  聖人啦
[00:11:36.400 --> 00:11:37.480]  NO
[00:11:37.480 --> 00:11:40.440]  我們還是沒有很大的差別
[00:11:40.440 --> 00:11:42.680]  甚至於有的人受洗了十多年
[00:11:42.680 --> 00:11:45.360]  你看不到他有任何的變化
[00:11:45.360 --> 00:11:47.560]  就是說他的成聖過程很慢
[00:11:47.560 --> 00:11:48.600]  沒有關係
[00:11:48.600 --> 00:11:52.000]  我沒有權利去審判任何人
[00:11:52.000 --> 00:11:53.880]  那是由神要來審判的
[00:11:53.880 --> 00:11:56.320]  但是我說我們應該要有著心智
[00:11:56.320 --> 00:11:57.320]  我們得了救以後
[00:11:57.320 --> 00:11:59.440]  就要開始走上成聖的道路
[00:11:59.440 --> 00:12:01.440]  有一天我們就要成為聖傑
[00:12:01.440 --> 00:12:03.280]  就好像那個毛毛蟲
[00:12:03.280 --> 00:12:05.960]  從那個空裡面衝出來的時候
[00:12:05.960 --> 00:12:07.800]  成為一隻蝴蝶
[00:12:07.800 --> 00:12:08.920]  不是嗎
[00:12:08.920 --> 00:12:11.000]  這是我們的神喜歡看到的
[00:12:11.000 --> 00:12:13.680]  我們也希望能夠看到這樣子的
[00:12:13.680 --> 00:12:14.760]  您不知道
[00:12:14.760 --> 00:12:16.360]  如果說我今天幫你
[00:12:16.360 --> 00:12:18.520]  我只能幫你幫到一個地步
[00:12:18.520 --> 00:12:20.480]  但是我絕對沒有辦法用個剪刀
[00:12:20.480 --> 00:12:23.160]  把那個繭給它剪開
[00:12:23.160 --> 00:12:25.480]  不是有人看到毛毛蟲在那邊掙扎
[00:12:25.480 --> 00:12:27.560]  要從繭裡面出來的時候
[00:12:27.560 --> 00:12:28.920]  他就自作多情
[00:12:28.920 --> 00:12:30.400]  哎呀這麼辛苦啊
[00:12:30.400 --> 00:12:31.480]  幫他剪開好了
[00:12:31.480 --> 00:12:33.560]  剪開了很容易就出來了
[00:12:33.560 --> 00:12:35.880]  結果出來不會飛了
[00:12:35.880 --> 00:12:37.160]  因為他沒有掙扎
[00:12:37.160 --> 00:12:38.680]  沒有用力
[00:12:38.680 --> 00:12:40.640]  所以他的翅膀沒有力
[00:12:40.640 --> 00:12:42.000]  不會飛了
[00:12:42.000 --> 00:12:43.440]  那就是死定了
[00:12:43.440 --> 00:12:44.240]  是不是
[00:12:44.240 --> 00:12:46.560]  所以當我們得救出來的時候
[00:12:46.560 --> 00:12:48.680]  我們要受到許多的困苦煩惱
[00:12:48.680 --> 00:12:49.480]  我們要努力
[00:12:49.480 --> 00:12:51.560]  我們要走成聖的道路
[00:12:51.560 --> 00:12:53.720]  然後我們可以得到榮耀
[00:12:53.720 --> 00:12:56.560]  我在神聖宴的時候有一個邵老師
[00:12:56.560 --> 00:12:58.360]  他是教我講道學的
[00:12:58.360 --> 00:13:00.040]  我順便講一個笑話
[00:13:00.040 --> 00:13:01.240]  他一次說
[00:13:01.240 --> 00:13:02.800]  你們講道要好
[00:13:02.800 --> 00:13:04.200]  不可看稿
[00:13:04.200 --> 00:13:05.960]  就是不可以有稿子看的
[00:13:05.960 --> 00:13:08.000]  通通要背下來的
[00:13:08.000 --> 00:13:09.880]  他就後來有一次
[00:13:09.880 --> 00:13:11.680]  介紹我到一間教會去講道
[00:13:11.680 --> 00:13:14.080]  我就帶著他的信條
[00:13:14.080 --> 00:13:16.120]  就去了不看稿的
[00:13:16.120 --> 00:13:21.000]  但是後來從此教會沒再請過我了
[00:13:21.000 --> 00:13:23.040]  那時候他才七十多歲
[00:13:23.040 --> 00:13:26.000]  他已經服侍神服侍了五十年
[00:13:26.000 --> 00:13:29.000]  我們給他辦了一個紀念會
[00:13:29.000 --> 00:13:31.600]  他說你怎麼樣可以服侍五十年
[00:13:31.600 --> 00:13:33.040]  他說第一
[00:13:33.040 --> 00:13:35.120]  你要得救得早
[00:13:35.120 --> 00:13:38.440]  你如果七十歲八十歲才得救的話
[00:13:38.440 --> 00:13:39.920]  一百三十歲才服侍
[00:13:39.920 --> 00:13:42.320]  是已經太老了好像
[00:13:42.320 --> 00:13:44.560]  當然了我講的服侍不是說要做牧師
[00:13:44.560 --> 00:13:46.720]  就是說你要服侍就可以
[00:13:46.720 --> 00:13:47.680]  他是做牧師
[00:13:47.680 --> 00:13:50.320]  他二十多歲就開始出來做牧師
[00:13:50.320 --> 00:13:51.880]  所以做到七十多歲的時候
[00:13:51.880 --> 00:13:54.160]  他已經服侍了五十年了
[00:13:54.160 --> 00:13:58.520]  第二他說你要承認要快
[00:13:58.520 --> 00:14:01.200]  你要很快就進入狀況
[00:14:01.200 --> 00:14:02.160]  不要讓人家看到
[00:14:02.160 --> 00:14:03.680]  你說你這個是什麼基督徒
[00:14:03.680 --> 00:14:06.320]  你要走那個承認的道路
[00:14:06.320 --> 00:14:08.320]  要盡快的走到
[00:14:08.320 --> 00:14:10.040]  要再一次在生命裡面
[00:14:10.040 --> 00:14:13.960]  讓我們能夠穿起全副的軍裝
[00:14:13.960 --> 00:14:15.640]  真理的腰帶
[00:14:15.640 --> 00:14:17.120]  信德的盾牌
[00:14:17.120 --> 00:14:18.840]  公義的護心鏡
[00:14:18.840 --> 00:14:20.240]  救恩的頭盔
[00:14:20.240 --> 00:14:22.920]  還腳上要穿著平安的紅鞋
[00:14:22.920 --> 00:14:25.120]  還要拿著聖靈的寶劍
[00:14:25.120 --> 00:14:27.840]  還要隨時多方的禱告
[00:14:27.840 --> 00:14:29.600]  能夠讓我們能夠戰勝
[00:14:29.600 --> 00:14:31.520]  所以我們成聖的快
[00:14:31.520 --> 00:14:33.960]  成聖不是說成為聖人
[00:14:33.960 --> 00:14:36.560]  成聖也不是說叫你到深山裡面去修行
[00:14:36.560 --> 00:14:38.600]  然後不食人間煙火
[00:14:38.600 --> 00:14:40.600]  成聖的意思是說
[00:14:40.600 --> 00:14:42.520]  神算你為有益
[00:14:42.520 --> 00:14:43.920]  那麼你不跌倒
[00:14:43.920 --> 00:14:46.000]  不被撒旦魔鬼擄走了
[00:14:46.000 --> 00:14:48.280]  不被吼叫的獅子騙遊天地
[00:14:48.280 --> 00:14:49.520]  把你吃掉了
[00:14:49.520 --> 00:14:53.000]  你最後還能夠堅守你的信念
[00:14:53.000 --> 00:14:56.320]  能夠進入那榮耀的地界去
[00:14:56.320 --> 00:14:57.760]  這是成聖
[00:14:57.760 --> 00:14:58.880]  阿賴勒亞
[00:14:58.880 --> 00:14:59.440]  是的
[00:14:59.440 --> 00:15:02.440]  我們多麼希望讓我們的生命中能夠成聖
[00:15:02.440 --> 00:15:04.320]  他說你得就要早
[00:15:04.320 --> 00:15:06.840]  你成聖的快
[00:15:06.840 --> 00:15:10.000]  第三個要素是你要活得久
[00:15:10.000 --> 00:15:11.400]  要保重自己
[00:15:11.400 --> 00:15:13.640]  要好好的保養自己
[00:15:13.640 --> 00:15:14.800]  顧膝保養
[00:15:14.800 --> 00:15:18.760]  那你就可以服侍到五十年
[00:15:18.760 --> 00:15:21.080]  我們也可以給你辦一個紀念會
[00:15:21.080 --> 00:15:22.160]  好不好
[00:15:22.160 --> 00:15:25.800]  我們這裡基督徒有服侍的
[00:15:25.800 --> 00:15:27.200]  十年以上的有沒有
[00:15:27.200 --> 00:15:28.600]  十年的
[00:15:28.600 --> 00:15:30.120]  服侍十年的
[00:15:30.120 --> 00:15:32.040]  二十年的
[00:15:32.040 --> 00:15:33.760]  三十年的
[00:15:33.760 --> 00:15:35.760]  我已經只有十年了
[00:15:35.760 --> 00:15:37.120]  三十年的還有
[00:15:37.120 --> 00:15:39.000]  要服侍到五十年的話
[00:15:39.000 --> 00:15:40.600]  有沒有五十年的
[00:15:40.600 --> 00:15:41.720]  有的
[00:15:41.720 --> 00:15:45.720]  什麼時候
[00:15:45.720 --> 00:15:47.040]  什麼時候到
[00:15:47.040 --> 00:15:48.760]  什麼時候是你的紀念日
[00:15:48.760 --> 00:15:50.720]  不知道
[00:15:50.720 --> 00:15:54.440]  下次我們給你辦一個服侍五十年的紀念聚會
[00:15:54.440 --> 00:15:55.760]  感恩聚會
[00:15:55.760 --> 00:15:58.280]  因為真正要得就得早
[00:15:58.280 --> 00:15:59.760]  成聖的要快
[00:15:59.760 --> 00:16:00.800]  活得要夠久
[00:16:00.800 --> 00:16:03.400]  你才有資格服侍五十年
[00:16:03.400 --> 00:16:05.040]  但是您知道嗎
