
[00:00:00.000 --> 00:00:04.600]  我很喜歡今次我們講道的系列
[00:01:40.800 --> 00:01:43.800]  我們有沒有使得神很厭煩呢?
[00:01:43.800 --> 00:01:46.200]  其實聖經裏面都教導我們
[00:01:46.200 --> 00:01:49.200]  我們的感情方面
[00:01:49.200 --> 00:01:50.600]  先講一講
[00:01:50.600 --> 00:01:53.600]  喜不喜歡是講到感情方面
[00:01:53.600 --> 00:01:57.800]  神開不開心是講到感性、感情方面
[00:01:57.800 --> 00:02:00.600]  神都很注重我們開不開心
[00:02:00.600 --> 00:02:03.000]  好像爸爸媽媽
[00:02:03.000 --> 00:02:05.400]  看到嬰兒不開心
[00:02:05.400 --> 00:02:06.600]  當然有些問題
[00:02:06.600 --> 00:02:08.200]  因為可能睡眠不足
[00:02:08.200 --> 00:02:09.800]  嬰兒不開心
[00:02:09.800 --> 00:02:11.000]  多數是扭眼睡的
[00:02:11.000 --> 00:02:12.800]  你們有沒有扭眼睡?
[00:02:12.800 --> 00:02:14.000]  大人都會的
[00:02:14.000 --> 00:02:15.200]  當我們太累的時候
[00:02:15.200 --> 00:02:16.200]  我們不開心
[00:02:16.200 --> 00:02:17.800]  或者有病
[00:02:17.800 --> 00:02:19.400]  有病吃錯東西
[00:02:19.400 --> 00:02:20.400]  會不開心
[00:02:20.400 --> 00:02:21.800]  突然間肚子痛
[00:02:21.800 --> 00:02:23.600]  或者胃頂住
[00:02:23.600 --> 00:02:27.600]  你會發覺你的臉的臉色都變得不一樣
[00:02:27.600 --> 00:02:28.800]  很不開心
[00:02:28.800 --> 00:02:30.400]  神很想念我們
[00:02:30.400 --> 00:02:32.200]  其實開不開心
[00:02:32.200 --> 00:02:34.600]  在《肥臘比書》四章四節
[00:02:34.600 --> 00:02:35.800]  是怎樣說的呢?
[00:02:35.800 --> 00:02:38.200]  你們要靠主常常喜樂
[00:02:38.200 --> 00:02:40.400]  我再說一次
[00:02:40.400 --> 00:02:43.200]  你們要開心、要喜樂
[00:02:43.200 --> 00:02:45.400]  應當將你所有一無掛慮
[00:02:45.400 --> 00:02:47.200]  凡事交託給主
[00:02:47.200 --> 00:02:49.200]  神所賜出人以外的平安
[00:02:49.200 --> 00:02:51.000]  就在心裏面作主
[00:02:51.000 --> 00:02:54.600]  貼索羅列加全書第五章第十七節那一段
[00:02:54.600 --> 00:02:55.800]  要常常喜樂
[00:02:55.800 --> 00:02:56.800]  不住禱告
[00:02:56.800 --> 00:02:57.400]  凡事借恩
[00:02:57.400 --> 00:02:58.400]  很容易記
[00:02:58.400 --> 00:02:59.600]  五章十七節
[00:02:59.600 --> 00:03:00.600]  常常喜樂
[00:03:00.600 --> 00:03:01.800]  不住禱告
[00:03:01.800 --> 00:03:03.000]  凡事借恩
[00:03:03.000 --> 00:03:06.200]  神很關心我們開不開心
[00:03:06.200 --> 00:03:09.800]  究竟我們怎樣才使我們自己開心
[00:03:09.800 --> 00:03:12.800]  神又開心呢?
[00:03:12.800 --> 00:03:16.400]  單是我們想自己開心
[00:03:16.400 --> 00:03:18.400]  不理其他人開心不開心
[00:03:18.400 --> 00:03:20.800]  其實你都不開心
[00:03:20.800 --> 00:03:24.200]  牧師說話說得很遠
[00:03:24.200 --> 00:03:25.800]  單是我們自己開心
[00:03:25.800 --> 00:03:28.200]  因為你不理神開心不開心
[00:03:28.200 --> 00:03:29.600]  我自己開心就可以了
[00:03:29.600 --> 00:03:31.000]  我記得我有個朋友說
[00:03:31.000 --> 00:03:32.400]  我不用別人喜不喜歡我
[00:03:32.400 --> 00:03:34.600]  我自己喜歡我自己就可以了
[00:03:34.600 --> 00:03:36.200]  這樣的時候你發覺
[00:03:36.200 --> 00:03:39.000]  你常常都想自己開心
[00:03:39.000 --> 00:03:40.800]  不理神開心不開心
[00:03:40.800 --> 00:03:42.400]  不理其他人的時候
[00:03:42.400 --> 00:03:47.200]  結果你就變成一個最不開心的人
[00:03:47.200 --> 00:03:48.800]  如果你今早起床的時候
[00:03:48.800 --> 00:03:49.800]  你發覺
[00:03:49.800 --> 00:03:51.800]  為何太太不煮早餐給我吃
[00:03:51.800 --> 00:03:53.000]  不開心
[00:03:53.000 --> 00:03:54.200]  為何不幫我洗衣服
[00:03:54.200 --> 00:03:55.600]  不開心
[00:03:55.600 --> 00:03:58.200]  不都是自己為中心
[00:03:58.200 --> 00:04:01.000]  所以你們未結婚的不要嫁錯人
[00:04:01.000 --> 00:04:02.800]  他只是自己開心你不開心
[00:04:02.800 --> 00:04:04.600]  這樣很麻煩
[00:04:04.600 --> 00:04:05.600]  我們心靈當中
[00:04:05.600 --> 00:04:10.000]  我們看看究竟怎樣才使神開心
[00:04:10.000 --> 00:04:11.200]  這是最重要的
[00:04:11.200 --> 00:04:14.000]  其實使誰開心
[00:04:14.000 --> 00:04:16.200]  那個就是你的神
[00:04:16.200 --> 00:04:18.600]  你以為你的太太一定會開心
[00:04:18.600 --> 00:04:20.400]  你太太變成了你的神
[00:04:20.400 --> 00:04:22.600]  你以為你的子女開心
[00:04:22.600 --> 00:04:24.800]  你的子女變成了你的神
[00:04:24.800 --> 00:04:26.400]  你以為自己要開心
[00:04:26.400 --> 00:04:29.600]  你自己就變成了你自己的神
[00:04:29.600 --> 00:04:31.400]  所以現在很多新神學派
[00:04:31.400 --> 00:04:33.400]  特別是在新世代運動裡面說
[00:04:33.400 --> 00:04:36.800]  我們人變成了一個神
[00:04:36.800 --> 00:04:38.000]  佛教也有說
[00:04:38.000 --> 00:04:39.800]  我們立地成佛
[00:04:39.800 --> 00:04:41.200]  變成了做佛
[00:04:41.200 --> 00:04:42.600]  我們變成了一個
[00:04:42.600 --> 00:04:45.200]  只是追求自己開心的人
[00:04:45.200 --> 00:04:50.200]  我們不理會這批創造天地萬物的主宰
[00:04:50.200 --> 00:04:51.000]  所以我們看看
[00:04:51.000 --> 00:04:55.600]  我們究竟是否能夠明白神的心意
[00:04:55.600 --> 00:04:58.200]  我們究竟是否使得神開心
[00:04:58.200 --> 00:05:01.000]  還是我們覺得神是一個工具
[00:05:01.000 --> 00:05:02.200]  祂一定要使我們開心
[00:05:02.200 --> 00:05:05.400]  一定要滿足我們的需要
[00:05:05.400 --> 00:05:06.800]  我想問大家一個問題
[00:05:06.800 --> 00:05:09.600]  究竟離開了神之外
[00:05:09.600 --> 00:05:13.800]  我們能否找到真正的開心
[00:05:13.800 --> 00:05:16.600]  你會發覺能找到的
[00:05:16.600 --> 00:05:21.200]  不過那些開心是帶來很多苦痛的
[00:05:21.200 --> 00:05:23.800]  有些人喜歡偷吃
[00:05:23.800 --> 00:05:26.600]  偷吃的時候很開心
[00:05:26.600 --> 00:05:29.200]  那些人說偷情
[00:05:29.200 --> 00:05:32.000]  他說偷很開心
[00:05:32.000 --> 00:05:36.000]  這些在神以外的東西
[00:05:36.000 --> 00:05:38.400]  你發覺帶來暫時的開心
[00:05:38.400 --> 00:05:41.000]  結果帶來苦痛
[00:05:41.000 --> 00:05:44.800]  我記得在三十年前
[00:05:44.800 --> 00:05:46.400]  我第一次來到
[00:05:46.400 --> 00:05:49.000]  牧師很老了
[00:05:49.000 --> 00:05:51.200]  來到三藩市
[00:05:51.200 --> 00:05:53.600]  朋友之間彼此認識一個朋友
[00:05:53.600 --> 00:05:57.200]  那個朋友是當時三藩市的交響樂指揮
[00:05:57.200 --> 00:05:58.600]  跟我聊天
[00:05:58.600 --> 00:06:00.200]  因為我們不太認識
[00:06:00.200 --> 00:06:01.800]  所以他甚麼都不跟我說
[00:06:01.800 --> 00:06:05.400]  你知道音樂人很喜歡說感受
[00:06:05.400 --> 00:06:07.400]  他就把他的感受告訴我
[00:06:07.400 --> 00:06:09.600]  他不是說音樂
[00:06:09.600 --> 00:06:13.000]  是說他做錯事
[00:06:13.000 --> 00:06:17.600]  他說他偷偷地在太太不知道的時候
[00:06:17.600 --> 00:06:20.000]  跟一個女人發生關係
[00:06:20.000 --> 00:06:22.200]  後來他就發覺糟糕了
[00:06:22.200 --> 00:06:24.800]  他不知道自己有沒有性病
[00:06:24.800 --> 00:06:26.600]  他就去看醫生
[00:06:26.600 --> 00:06:30.600]  他說在診所裡的感受
[00:06:30.600 --> 00:06:34.200]  他坐在那裡非常不開心
[00:06:34.200 --> 00:06:37.200]  看到那些人都是去看醫生
[00:06:37.200 --> 00:06:38.800]  去驗身
[00:06:38.800 --> 00:06:41.600]  幸好後來發現驗了之後沒事
[00:06:41.600 --> 00:06:46.400]  他很害怕自己有甚麼後果
[00:06:46.400 --> 00:06:48.400]  原來我發覺
[00:06:48.400 --> 00:06:50.600]  有些罪終之樂
[00:06:50.600 --> 00:06:53.000]  是可以神以外的
[00:06:53.000 --> 00:06:54.400]  與神沒有關係的
[00:06:54.400 --> 00:06:56.000]  你會找到快樂
[00:06:56.000 --> 00:06:58.000]  亞當和夏娃都是這樣做
[00:06:58.000 --> 00:07:01.200]  夏娃為什麼要吃禁果呢?
[00:07:01.200 --> 00:07:02.600]  夏娃為什麼要吃呢?
[00:07:02.600 --> 00:07:04.600]  因為魔鬼告訴他們
[00:07:04.600 --> 00:07:08.000]  你吃了之後好像神一樣厲害
[00:07:08.000 --> 00:07:09.400]  那些東西又很好吃
[00:07:09.400 --> 00:07:11.000]  別人的眼睛
[00:07:11.000 --> 00:07:12.000]  那個禁果又很美
[00:07:12.000 --> 00:07:16.000]  不知道那個禁果是甚麼
[00:07:16.000 --> 00:07:17.600]  很美
[00:07:17.600 --> 00:07:19.600]  一時的快樂
[00:07:19.600 --> 00:07:22.800]  將神放在生命以外
[00:07:22.800 --> 00:07:23.800]  可以得到這種快樂
[00:07:23.800 --> 00:07:27.600]  不過會很痛苦
[00:07:27.600 --> 00:07:28.800]  我又發覺
[00:07:28.800 --> 00:07:32.600]  在我們基督徒的圈子當中
[00:07:32.600 --> 00:07:35.600]  我們所追求的事是甚麼呢?
[00:07:35.600 --> 00:07:37.800]  我們所追求的事
[00:07:37.800 --> 00:07:42.400]  不是感性上與神有關係
[00:07:42.400 --> 00:07:45.800]  我們追求的是一些很偉大的事
[00:07:45.800 --> 00:07:47.800]  我們很想成為一個偉人
[00:07:47.800 --> 00:07:49.400]  不知道大家有沒有這樣說
[00:07:49.400 --> 00:07:50.600]  特別是我們中國人
[00:07:50.600 --> 00:07:52.400]  你的父母很想你很偉大
[00:07:52.400 --> 00:07:54.400]  讀書很厲害
[00:07:54.400 --> 00:07:56.400]  在香港考會考
[00:07:56.400 --> 00:07:59.200]  十優九一梁
[00:07:59.200 --> 00:08:01.200]  總之很厲害
[00:08:01.200 --> 00:08:03.200]  我以前有個朋友
[00:08:03.200 --> 00:08:04.800]  全部拿A的
[00:08:04.800 --> 00:08:05.800]  考會考
[00:08:05.800 --> 00:08:07.400]  很厲害
[00:08:07.400 --> 00:08:08.800]  我們很想做一些
[00:08:08.800 --> 00:08:10.800]  知識上很厲害的人
[00:08:10.800 --> 00:08:12.800]  很偉大的人
[00:08:12.800 --> 00:08:13.800]  有份成就
[00:08:13.800 --> 00:08:15.800]  有份事業
[00:08:15.800 --> 00:08:17.800]  但是我們發覺
[00:08:17.800 --> 00:08:19.800]  我們的IQ可能很高
[00:08:19.800 --> 00:08:21.800]  我不知道你的IQ高不高
[00:08:21.800 --> 00:08:23.800]  但我通常發覺這些人
[00:08:23.800 --> 00:08:24.800]  很厲害的人
[00:08:24.800 --> 00:08:26.800]  EQ就很低
[00:08:26.800 --> 00:08:28.800]  即是說他的情緒
[00:08:28.800 --> 00:08:30.800]  很容易不開心
[00:08:30.800 --> 00:08:33.800]  很容易別人跟他相處不到
[00:08:33.800 --> 00:08:35.800]  跟神相處不到
[00:08:35.800 --> 00:08:37.800]  自己發自己脾氣
[00:08:37.800 --> 00:08:39.800]  生命當中有很多苦躁
[00:08:39.800 --> 00:08:41.800]  其實今天我們講到這個題目
[00:08:41.800 --> 00:08:43.800]  讓神開心
[00:08:43.800 --> 00:08:45.800]  間接來說
[00:08:45.800 --> 00:08:47.800]  是講到我們的生命
[00:08:47.800 --> 00:08:49.800]  是不是有喜樂的
[00:08:49.800 --> 00:08:51.800]  去服侍神
[00:08:51.800 --> 00:08:53.800]  有沒有喜樂呢?
[00:08:53.800 --> 00:08:55.800]  究竟你生命中是否開心呢?
[00:08:55.800 --> 00:08:57.800]  問問自己你是否開心
[00:08:57.800 --> 00:08:59.800]  大部份人
[00:08:59.800 --> 00:09:00.800]  很誠心的
[00:09:00.800 --> 00:09:01.800]  很真心問自己
[00:09:01.800 --> 00:09:03.800]  發覺自己是不開心的
[00:09:03.800 --> 00:09:05.800]  包括基督徒在內
[00:09:05.800 --> 00:09:07.800]  不是開心的
[00:09:07.800 --> 00:09:09.800]  你不信的話
[00:09:09.800 --> 00:09:11.800]  你回去照一照鏡子
[00:09:11.800 --> 00:09:12.800]  你現在移動你的臉
[00:09:12.800 --> 00:09:13.800]  你的肌肉很緊的
[00:09:13.800 --> 00:09:14.800]  有沒有發覺?
[00:09:14.800 --> 00:09:16.800]  真的很緊的
[00:09:16.800 --> 00:09:18.800]  所以那些唱歌先生
[00:09:18.800 --> 00:09:20.800]  就叫那些人移動臉部
[00:09:20.800 --> 00:09:22.800]  不要那麼緊
[00:09:22.800 --> 00:09:24.800]  我們的嘴形是彎下來的
[00:09:24.800 --> 00:09:26.800]  很緊的
[00:09:26.800 --> 00:09:28.800]  我們心裡面不能快樂
[00:09:28.800 --> 00:09:29.800]  秘訣就是
[00:09:29.800 --> 00:09:31.800]  當我們讓神開心的時候
[00:09:31.800 --> 00:09:33.800]  我們的生命就會開心
[00:09:33.800 --> 00:09:35.800]  很奇怪的事
[00:09:35.800 --> 00:09:38.800]  我們的感情是跟神走的時候
[00:09:38.800 --> 00:09:41.800]  我們的生命是不再一樣
[00:09:41.800 --> 00:09:44.800]  其實今天神在尋找一些人
[00:09:44.800 --> 00:09:46.800]  尋找什麼人呢?
[00:09:46.800 --> 00:09:48.800]  尋找一些人是可以感受到
[00:09:48.800 --> 00:09:50.800]  神的感受的人
[00:09:50.800 --> 00:09:55.800]  盡心盡性盡意盡力
[00:09:55.800 --> 00:09:57.800]  愛主我們的神
[00:09:57.800 --> 00:10:01.800]  不僅是理性上去愛主
[00:10:01.800 --> 00:10:04.800]  感性上也要愛主
[00:10:04.800 --> 00:10:05.800]  我們在生命當中
[00:10:05.800 --> 00:10:09.800]  有沒有看到神是開心的?
[00:10:09.800 --> 00:10:11.800]  究竟我們是不是一群
[00:10:11.800 --> 00:10:13.800]  很喜悅的
[00:10:13.800 --> 00:10:15.800]  很開心的來侍奉主的人呢?
[00:10:15.800 --> 00:10:17.800]  所以第一點想和大家分享的就是
[00:10:17.800 --> 00:10:21.800]  我們要深切體會父神的苦痛
[00:10:21.800 --> 00:10:24.800]  祂憐愛世人的沉淪
[00:10:24.800 --> 00:10:25.800]  這是很奇怪的事
[00:10:25.800 --> 00:10:28.800]  一個創造天地萬物的主
[00:10:28.800 --> 00:10:31.800]  因為愛的緣故
[00:10:31.800 --> 00:10:35.800]  願意承擔痛苦
[00:10:35.800 --> 00:10:38.800]  什麼人使你痛苦呢?
[00:10:38.800 --> 00:10:41.800]  不是那些你不認識的人
[00:10:41.800 --> 00:10:43.800]  什麼人使你痛苦呢?
[00:10:43.800 --> 00:10:45.800]  就是那些你曾經愛過
[00:10:45.800 --> 00:10:47.800]  現在他又不愛你的那些人
[00:10:47.800 --> 00:10:49.800]  使你痛苦
[00:10:49.800 --> 00:10:50.800]  所以有些人說
[00:10:50.800 --> 00:10:54.800]  人生裡面最大的痛苦就是失戀
[00:10:54.800 --> 00:10:57.800]  很多婚姻的問題
[00:10:57.800 --> 00:10:59.800]  真的很痛苦
[00:10:59.800 --> 00:11:00.800]  為什麼痛苦呢?
[00:11:00.800 --> 00:11:02.800]  因為曾經愛過
[00:11:02.800 --> 00:11:04.800]  現在又不愛了
[00:11:04.800 --> 00:11:07.800]  我們的神為什麼會承受苦痛呢?
[00:11:07.800 --> 00:11:09.800]  因為愛的緣故
[00:11:09.800 --> 00:11:12.800]  祂承受生命的苦痛
[00:11:12.800 --> 00:11:15.800]  我們的神是一個受苦的神
[00:11:15.800 --> 00:11:16.800]  你知不知道呢?
[00:11:16.800 --> 00:11:19.800]  我們有沒有人感受到神的苦痛呢?
[00:11:19.800 --> 00:11:22.800]  在《約翰福音》第一章十至十一節
[00:11:22.800 --> 00:11:32.800]  「他在世界,世界也是正在他做的,世界卻不認識他,他到自己的地方來,自己的人倒不接待他。」
[00:11:32.800 --> 00:11:38.800]  這兩節聖經很充分地說出神的傷心
[00:11:38.800 --> 00:11:40.800]  他到自己的地方來
[00:11:40.800 --> 00:11:44.800]  自己的人不認識他,不接待他,拒絕他
[00:11:44.800 --> 00:11:47.800]  你有沒有被人拒絕過呢?
[00:11:47.800 --> 00:11:49.800]  這個拒絕你的人不是一些不認識你的人
[00:11:49.800 --> 00:11:54.800]  這個拒絕你的人是曾經跟他有關係
[00:11:54.800 --> 00:11:55.800]  愛過你的人
[00:11:55.800 --> 00:11:58.800]  現在拒絕你
[00:11:58.800 --> 00:12:01.800]  我們的神創造天地萬物
[00:12:01.800 --> 00:12:03.800]  創造人
[00:12:03.800 --> 00:12:05.800]  祂很愛人
[00:12:05.800 --> 00:12:06.800]  神愛世人
[00:12:06.800 --> 00:12:11.800]  甚至將那些獨生子賜給他們
[00:12:11.800 --> 00:12:14.800]  有一首詩歌說到神極愛世人
[00:12:14.800 --> 00:12:20.800]  「神極愛世人」這首歌唱出來很厲害
[00:12:20.800 --> 00:12:23.800]  說到神很愛我們
[00:12:23.800 --> 00:12:25.800]  神愛我們愛得入心入肺
[00:12:25.800 --> 00:12:28.800]  但是人卻拒絕神
[00:12:28.800 --> 00:12:30.800]  人拒絕神
[00:12:30.800 --> 00:12:32.800]  人愛神
[00:12:32.800 --> 00:12:35.800]  所以今天有些人知道神很愛他
[00:12:35.800 --> 00:12:37.800]  神很想你回家
[00:12:37.800 --> 00:12:39.800]  但是他們不回來
[00:12:39.800 --> 00:12:42.800]  我時常叫人們信主
[00:12:42.800 --> 00:12:45.800]  信主是接受神的愛
[00:12:45.800 --> 00:12:47.800]  因為當我們不信祂的時候
[00:12:47.800 --> 00:12:48.800]  我們不接受祂的時候
[00:12:48.800 --> 00:12:52.800]  我們的神是很痛苦的
[00:12:52.800 --> 00:12:53.800]  彼得後書說
[00:12:53.800 --> 00:12:56.800]  祂不願意一個人沉淪
[00:12:56.800 --> 00:12:59.800]  祂願意每一個人都悔改
[00:12:59.800 --> 00:13:02.800]  這是神的心意
[00:13:02.800 --> 00:13:06.800]  我們一個創造天地萬物的主宰
[00:13:06.800 --> 00:13:10.800]  竟然被人拒絕在門外
[00:13:10.800 --> 00:13:13.800]  所以啟示律說:神在門外叩門
[00:13:13.800 --> 00:13:15.800]  輕輕地叩門
[00:13:15.800 --> 00:13:19.800]  如果有打開門讓耶穌進來
[00:13:19.800 --> 00:13:24.800]  祂和我們一同坐直
[00:13:24.800 --> 00:13:29.800]  一同享受歡樂的意思
[00:13:29.800 --> 00:13:32.800]  當我們看到聖經裏面的一些偉人
[00:13:32.800 --> 00:13:34.800]  我發覺聖經裏面的偉人
[00:13:34.800 --> 00:13:37.800]  不是他自己的偉大
[00:13:37.800 --> 00:13:40.800]  這些偉人是看到神的偉大
[00:13:40.800 --> 00:13:43.800]  這些偉人是彰顯到神的偉大
[00:13:43.800 --> 00:13:45.800]  聖經裏面有些人
[00:13:45.800 --> 00:13:46.800]  神很使用他們
[00:13:46.800 --> 00:13:47.800]  好像摩西一樣
[00:13:47.800 --> 00:13:49.800]  我們很想做摩西
[00:13:49.800 --> 00:13:54.800]  摩西本來可以做埃及的皇子、皇帝
[00:13:54.800 --> 00:13:57.800]  但他看輕了世上的事
[00:13:57.800 --> 00:13:58.800]  他帶領以色列不出埃及
[00:13:58.800 --> 00:14:00.800]  然後寫了聖經
[00:14:00.800 --> 00:14:04.800]  我們看到摩西很偉大
[00:14:04.800 --> 00:14:06.800]  以利亞很偉大
[00:14:06.800 --> 00:14:11.800]  在加密山上趕走這些假先知
[00:14:11.800 --> 00:14:13.800]  我們看到很多很偉大的人
[00:14:13.800 --> 00:14:15.800]  能夠叫死人復活
[00:14:15.800 --> 00:14:17.800]  但我又發覺另外一種人
[00:14:17.800 --> 00:14:19.800]  我們可以很認同
[00:14:19.800 --> 00:14:21.800]  他們不是很偉大
[00:14:21.800 --> 00:14:24.800]  雖然沒有記載他們偉大的事蹟
[00:14:24.800 --> 00:14:27.800]  不過他們在信心偉人榜裏面
[00:14:27.800 --> 00:14:28.800]  為什麼呢?
[00:14:28.800 --> 00:14:31.800]  因為這些人感受到神的心意
[00:14:31.800 --> 00:14:34.800]  最感動我的是爾諾
[00:14:34.800 --> 00:14:36.800]  爾諾與神同行三百年
[00:14:36.800 --> 00:14:38.800]  當他生了馬多撒拉之後
[00:14:38.800 --> 00:14:40.800]  與神同行三百年
[00:14:40.800 --> 00:14:41.800]  神就將他接去
[00:14:41.800 --> 00:14:44.800]  聖經裏面沒有記載他有什麼特別的事蹟
[00:14:44.800 --> 00:14:47.800]  即是猶大書略提到
[00:14:47.800 --> 00:14:51.800]  爾諾是為了當時世代的人相同
[00:14:51.800 --> 00:14:54.800]  叫他們要接受神的審判
[00:14:54.800 --> 00:14:56.800]  預備接受神的審判
[00:14:56.800 --> 00:14:58.800]  沒有記載這個人
[00:14:58.800 --> 00:15:00.800]  只記載一個簡單
[00:15:00.800 --> 00:15:04.800]  原來這些人為什麼偉大?
[00:15:04.800 --> 00:15:07.800]  因為他們能夠感受到神的同在
[00:15:07.800 --> 00:15:10.800]  他們感受到神的感受
[00:15:10.800 --> 00:15:12.800]  今天我們要追求的
[00:15:12.800 --> 00:15:15.800]  我不是叫大家做一些很偉大的事蹟
[00:15:15.800 --> 00:15:16.800]  或者你說
[00:15:16.800 --> 00:15:18.800]  牧師你小看我
[00:15:18.800 --> 00:15:19.800]  不是這個意思
[00:15:19.800 --> 00:15:21.800]  很簡單很基本的事
[00:15:21.800 --> 00:15:25.800]  我們能夠感受到神的感受嗎?
[00:15:25.800 --> 00:15:28.800]  我發覺有些人我們祈禱的時候
[00:15:28.800 --> 00:15:31.800]  我們沒有感情
[00:15:31.800 --> 00:15:33.800]  我聽到有些人祈禱非常好
[00:15:33.800 --> 00:15:34.800]  不過沒有感情
[00:15:34.800 --> 00:15:36.800]  沒有感受的祈禱
[00:15:36.800 --> 00:15:39.800]  有些人分享神的話語的時候
[00:15:39.800 --> 00:15:42.800]  沒有感受的分享神的話語
[00:15:42.800 --> 00:15:46.800]  我們會幫人說很多公式的事
[00:15:46.800 --> 00:15:48.800]  公式化的事
[00:15:48.800 --> 00:15:50.800]  但是沒有感受
[00:15:50.800 --> 00:15:53.800]  沒有愛的感受
[00:15:53.800 --> 00:15:56.800]  我記得有一次在醫院探病的時候
[00:15:56.800 --> 00:15:58.800]  有一個病人臨死
[00:15:58.800 --> 00:15:59.800]  這個醫生走過來
[00:15:59.800 --> 00:16:00.800]  他說他死定了
[00:16:00.800 --> 00:16:02.800]  不用理他這麼多
[00:16:02.800 --> 00:16:05.800]  你說你怎樣感受呢?
[00:16:05.800 --> 00:16:08.800]  那些親人馬上罵這個醫生
[00:16:08.800 --> 00:16:11.800]  沒有感情的醫生
[00:16:11.800 --> 00:16:14.800]  我們會不會是這樣的基督徒呢?
[00:16:14.800 --> 00:16:15.800]  如果我們傳福音的時候
[00:16:15.800 --> 00:16:17.800]  我們沒有感情
[00:16:17.800 --> 00:16:19.800]  我們不知道神的感受
[00:16:19.800 --> 00:16:22.800]  我們不知道人的苦痛的時候
[00:16:22.800 --> 00:16:24.800]  是何等的可怕
[00:16:24.800 --> 00:16:27.800]  今天你若果知道神在等待你
[00:16:27.800 --> 00:16:30.800]  因為你的緣故祂在等待
[00:16:30.800 --> 00:16:33.800]  好像一個爸爸等待一個兒子回家
[00:16:33.800 --> 00:16:36.800]  那個兒子現在離家出走
[00:16:36.800 --> 00:16:40.800]  那個兒子現在再不愛他
[00:16:40.800 --> 00:16:43.800]  離開他
[00:16:43.800 --> 00:16:47.800]  那個爸爸的心情是怎樣呢?
[00:16:47.800 --> 00:16:49.800]  如果我們上道的時候
[00:16:49.800 --> 00:16:52.800]  我們會趕快的歸順主
[00:16:52.800 --> 00:16:55.800]  當我們犯罪的時候
[00:16:55.800 --> 00:16:58.800]  如果你知道神在痛苦
[00:16:58.800 --> 00:17:01.800]  祂知道你離開祂
[00:17:01.800 --> 00:17:03.800]  故意去違背祂的時候
[00:17:03.800 --> 00:17:04.800]  你知道神的感受的時候
[00:17:04.800 --> 00:17:07.800]  你不會再去犯罪
[00:17:07.800 --> 00:17:10.800]  當你見到人失去靈魂的時候
[00:17:10.800 --> 00:17:14.800]  你知道耶穌基督對他的感受
