
[00:00:00.000 --> 00:00:03.400]  各位電視節目平安,很感謝神的恩典
[00:01:43.300 --> 00:01:47.200]  就搭飛機去了那個城市
[00:01:47.200 --> 00:01:48.900]  下機之後
[00:01:48.900 --> 00:01:50.900]  他又不知道有沒有人來接機
[00:01:50.900 --> 00:01:52.500]  又不知道要去哪裡
[00:01:52.500 --> 00:01:56.300]  於是他就在機場那裡坐了一會
[00:01:56.300 --> 00:01:57.700]  誰知道很快
[00:01:57.700 --> 00:01:59.900]  還有兩個人走過來
[00:01:59.900 --> 00:02:01.900]  他說:請問你
[00:02:01.900 --> 00:02:03.900]  你是不是牧師來的?
[00:02:03.900 --> 00:02:06.100]  他說:是的,我就是牧師
[00:02:06.100 --> 00:02:09.800]  他說:是神叫我們來這裡接你的
[00:02:09.800 --> 00:02:12.400]  因為我們會帶你去一個地方
[00:02:12.400 --> 00:02:13.400]  於是很自然
[00:02:13.400 --> 00:02:16.000]  這位牧師就跟著那兩個人
[00:02:16.000 --> 00:02:17.800]  就上了他們一輛車
[00:02:17.800 --> 00:02:21.000]  就載了他們都很遠的地方
[00:02:21.000 --> 00:02:23.500]  去到一個比較近郊那裡
[00:02:23.500 --> 00:02:25.500]  就進了一間屋
[00:02:25.500 --> 00:02:27.500]  那兩個人就跟他說
[00:02:27.500 --> 00:02:30.800]  他是我們的長者
[00:02:30.800 --> 00:02:32.800]  他病得很重
[00:02:32.800 --> 00:02:38.000]  是神說會有一個牧師來為他祈禱
[00:02:38.000 --> 00:02:40.000]  於是這個牧師馬上知道
[00:02:40.000 --> 00:02:43.800]  原來神叫他來山東這麼遠的地方
[00:02:43.800 --> 00:02:49.600]  就為一個病患的長者來祈禱
[00:02:49.600 --> 00:02:52.200]  於是他就進了房間裡面
[00:02:52.200 --> 00:02:54.000]  看到那個長者
[00:02:54.000 --> 00:02:56.000]  那個長者已經很弱
[00:02:56.000 --> 00:02:58.000]  躺在床上
[00:02:58.000 --> 00:03:00.800]  於是他就跪在那裡
[00:03:00.800 --> 00:03:03.000]  為那個長者祈禱
[00:03:03.000 --> 00:03:06.000]  他都不知道自己祈禱了多久
[00:03:06.000 --> 00:03:09.000]  他覺得我已經祈完禱了
[00:03:09.000 --> 00:03:11.800]  於是他就起來出去了
[00:03:11.800 --> 00:03:17.200]  於是那兩個弟兄就載他回機場
[00:03:17.200 --> 00:03:19.000]  於是他就去到機場
[00:03:19.000 --> 00:03:22.600]  又是買最快的一班飛機
[00:03:22.600 --> 00:03:27.800]  就回到他原本侍奉的城市
[00:03:27.800 --> 00:03:29.600]  從這個見證
[00:03:29.600 --> 00:03:31.400]  我學到幾件事
[00:03:31.400 --> 00:03:32.600]  第一
[00:03:32.600 --> 00:03:35.000]  原來神今天
[00:03:35.000 --> 00:03:39.200]  仍然向我們講說話
[00:03:39.200 --> 00:03:44.600]  你信不信神會向我們有啟示
[00:03:44.600 --> 00:03:46.000]  有聲音
[00:03:46.000 --> 00:03:49.000]  有指示給我們的
[00:03:49.000 --> 00:03:52.400]  你沒有學到的就是這位牧師
[00:03:52.400 --> 00:03:55.800]  他非常之的信服
[00:03:55.800 --> 00:03:58.600]  當他聽到神的聲音
[00:03:58.600 --> 00:04:00.600]  他是毫無疑問的
[00:04:00.600 --> 00:04:06.400]  他馬上就去放下他手上的工作
[00:04:06.400 --> 00:04:09.000]  他有一個很信服
[00:04:09.000 --> 00:04:12.000]  很聽從神的吩咐
[00:04:12.000 --> 00:04:17.000]  而且他是不理去到要做什麼
[00:04:17.000 --> 00:04:19.800]  往往很多時候我們會問很多東西
[00:04:19.800 --> 00:04:21.200]  神啊你叫我去哪裡
[00:04:21.200 --> 00:04:22.800]  去那裡要做什麼
[00:04:22.800 --> 00:04:25.000]  可能我們又要計算一下
[00:04:25.000 --> 00:04:26.600]  要用很多錢的
[00:04:26.600 --> 00:04:27.800]  又要買機票
[00:04:27.800 --> 00:04:28.800]  要怎樣要怎樣
[00:04:28.800 --> 00:04:30.000]  誰來接我
[00:04:30.000 --> 00:04:32.200]  在那裡有什麼安排
[00:04:32.200 --> 00:04:35.200]  但這位牧師他只有一件事
[00:04:35.200 --> 00:04:37.200]  就是信服
[00:04:37.200 --> 00:04:38.600]  第二
[00:04:38.600 --> 00:04:42.800]  神是會很自然作安排
[00:04:42.800 --> 00:04:45.600]  他去到那個城市都不知道要找誰
[00:04:45.600 --> 00:04:46.600]  很奇妙
[00:04:46.600 --> 00:04:49.400]  還有兩個人過來接觸他
[00:04:49.400 --> 00:04:51.200]  當然他是西人
[00:04:51.200 --> 00:04:53.000]  比較容易辨認
[00:04:53.000 --> 00:04:56.600]  但神一定有方法
[00:04:56.600 --> 00:04:58.200]  帶你去
[00:04:58.200 --> 00:05:02.200]  去到他想要你去的地方
[00:05:02.200 --> 00:05:04.600]  神又會差他們
[00:05:04.600 --> 00:05:11.400]  載他去到那個有需要的人的那間屋
[00:05:11.400 --> 00:05:16.800]  原來今天這個世界有太多有不同需要的人
[00:05:16.800 --> 00:05:20.000]  神今天可能就要感動你
[00:05:20.000 --> 00:05:22.800]  要用你去幫助
[00:05:22.800 --> 00:05:24.000]  去接觸
[00:05:24.000 --> 00:05:25.600]  去關心
[00:05:25.600 --> 00:05:29.000]  去鼓勵一些有需要的人
[00:05:29.000 --> 00:05:31.000]  特別今天
[00:05:31.000 --> 00:05:32.800]  仍然是有疫情
[00:05:32.800 --> 00:05:35.800]  仍然有很多人在困難
[00:05:35.800 --> 00:05:37.200]  在低潮
[00:05:37.200 --> 00:05:40.800]  在抑鬱的裡面
[00:05:40.800 --> 00:05:43.400]  請問你聖誕節期間
[00:05:43.400 --> 00:05:44.600]  有沒有想著
[00:05:44.600 --> 00:05:46.600]  你要有一些行動
[00:05:46.600 --> 00:05:48.800]  去關心你身邊
[00:05:48.800 --> 00:05:50.000]  一些有需要
[00:05:50.000 --> 00:05:51.800]  你要掛念他
[00:05:51.800 --> 00:05:54.600]  你經常都很想關心他
[00:05:54.600 --> 00:05:56.800]  你可不可以行前一步
[00:05:56.800 --> 00:05:58.800]  伸出你愛的手
[00:05:58.800 --> 00:06:00.800]  伸出你禱告的手
[00:06:00.800 --> 00:06:03.000]  來去支持他
[00:06:03.000 --> 00:06:04.400]  去關心他
[00:06:04.400 --> 00:06:08.600]  用愛去表達你一些的關懷
[00:06:08.600 --> 00:06:09.600]  第三
[00:06:09.600 --> 00:06:12.000]  在這件事上面我學到的
[00:06:12.000 --> 00:06:16.000]  原來今天有很多有需要的人
[00:06:16.000 --> 00:06:19.000]  等著你去接觸
[00:06:19.000 --> 00:06:21.600]  等著有人去接觸
[00:06:21.600 --> 00:06:24.000]  耶穌都教導我們
[00:06:24.000 --> 00:06:28.000]  祂說你給一杯涼水
[00:06:28.000 --> 00:06:30.000]  給有需要的人
[00:06:30.000 --> 00:06:32.400]  你去監獄那裡探監
[00:06:32.400 --> 00:06:35.400]  你送一些衣物給那些
[00:06:35.400 --> 00:06:38.000]  沒有不足夠衣物的人
[00:06:38.000 --> 00:06:41.400]  你將一些食物給那些飢餓的人
[00:06:41.400 --> 00:06:45.000]  就鑿起我的身上
[00:06:45.000 --> 00:06:49.000]  今天這個世界是充滿苦難
[00:06:49.000 --> 00:06:51.800]  今天這個世界上面有很多
[00:06:51.800 --> 00:06:55.800]  有各樣不同境況需要的人
[00:06:55.800 --> 00:06:57.600]  各位親愛的弟兄姊妹
[00:06:57.600 --> 00:07:00.000]  你就是神的工人
[00:07:00.000 --> 00:07:03.000]  神擺你在今天這個崗位上面
[00:07:03.000 --> 00:07:05.600]  神將你放在這個地方上面
[00:07:05.600 --> 00:07:09.800]  就是有工作要用你
[00:07:09.800 --> 00:07:11.600]  你會不會去問神
[00:07:11.600 --> 00:07:12.400]  神啊
[00:07:12.400 --> 00:07:14.000]  今年聖誕節
[00:07:14.000 --> 00:07:16.600]  你想我關心哪一位
[00:07:16.600 --> 00:07:19.400]  神可能就帶你去到一個
[00:07:19.400 --> 00:07:21.200]  你想不到的地方
[00:07:21.200 --> 00:07:24.600]  你從來沒有想過自己會去的地方
[00:07:24.600 --> 00:07:30.200]  神就要用你去接觸一些有需要的人
[00:07:30.200 --> 00:07:31.400]  而第四
[00:07:31.400 --> 00:07:33.000]  從這個見證裡面
[00:07:33.000 --> 00:07:34.600]  我想到的就是
[00:07:34.600 --> 00:07:38.000]  我們只管為神工作
[00:07:38.000 --> 00:07:41.400]  不要問有什麼結果
[00:07:41.400 --> 00:07:44.800]  那位牧師給我學習到很重要的就是
[00:07:44.800 --> 00:07:46.400]  當他祈願了
[00:07:46.400 --> 00:07:47.800]  他就走了
[00:07:47.800 --> 00:07:51.400]  那個病得很重的人
[00:07:51.400 --> 00:07:53.000]  他有沒有康復呢
[00:07:53.000 --> 00:07:55.000]  後來他又怎樣呢
[00:07:55.000 --> 00:07:56.600]  不用問的
[00:07:56.600 --> 00:07:58.600]  因為這個不是我的責任
[00:07:58.600 --> 00:08:01.200]  我的責任就是去到為他祈禱
[00:08:01.200 --> 00:08:05.400]  那我就已經完成神給我的差事
[00:08:05.400 --> 00:08:07.800]  至於神會不會醫治他
[00:08:07.800 --> 00:08:09.600]  神怎樣帶領他
[00:08:09.600 --> 00:08:11.400]  神怎樣改變他
[00:08:11.400 --> 00:08:12.800]  神怎樣捉摸他
[00:08:12.800 --> 00:08:14.600]  不是我的責任
[00:08:14.600 --> 00:08:18.800]  你都無需要去關注
[00:08:18.800 --> 00:08:21.200]  因為一切的結果
[00:08:21.200 --> 00:08:24.600]  都掌管在神的手中
[00:08:24.600 --> 00:08:28.800]  我們只不過是做一個順命
[00:08:28.800 --> 00:08:32.200]  一個按照神給我們的感動
[00:08:32.200 --> 00:08:36.000]  我們就去行動
[00:08:36.000 --> 00:08:38.400]  聖誕節
[00:08:38.400 --> 00:08:40.200]  是一個什麼日子呢
[00:08:40.200 --> 00:08:43.000]  就是一個紀念耶穌
[00:08:43.000 --> 00:08:47.200]  從天上最榮華的地方
[00:08:47.200 --> 00:08:50.600]  祂被差遣來到地上
[00:08:50.600 --> 00:08:52.400]  成為人
[00:08:52.400 --> 00:08:57.200]  這個也是一件很令人驚訝的事
[00:08:57.200 --> 00:09:00.800]  神要渡成肉身
[00:09:00.800 --> 00:09:02.800]  降生為人
[00:09:02.800 --> 00:09:06.000]  而且耶穌降生的地方
[00:09:06.000 --> 00:09:08.800]  耶穌降生的方式
[00:09:08.800 --> 00:09:10.600]  耶穌降生的時候
[00:09:10.600 --> 00:09:12.200]  那個環境
[00:09:12.200 --> 00:09:16.600]  是一個令我們有很多思想的一件事
[00:09:16.600 --> 00:09:21.600]  第一,耶穌降生在一個
[00:09:21.600 --> 00:09:27.800]  很被壓迫壓制時空的地方
[00:09:27.800 --> 00:09:30.200]  當時的巴勒斯坦
[00:09:30.200 --> 00:09:34.000]  是受羅馬帝國的統治
[00:09:34.000 --> 00:09:37.600]  羅馬帝國因為軍力很強大
[00:09:37.600 --> 00:09:40.600]  他就用一種軍事統治
[00:09:40.600 --> 00:09:43.200]  來去管轄巴勒斯坦
[00:09:43.200 --> 00:09:46.000]  這個很微小的地方
[00:09:46.000 --> 00:09:48.800]  他派了有總督
[00:09:48.800 --> 00:09:54.600]  他派了有軍兵駐紮起那些地方
[00:09:54.600 --> 00:09:56.400]  這些羅馬軍人
[00:09:56.400 --> 00:09:58.600]  很有權勢
[00:09:58.600 --> 00:10:03.200]  就很多時候欺詐那些儀式
[00:10:03.200 --> 00:10:07.400]  耶穌就來到一個受壓制
[00:10:07.400 --> 00:10:09.600]  受欺壓的地方
[00:10:09.600 --> 00:10:12.600]  祂要與當時的人
[00:10:12.600 --> 00:10:15.800]  是有一個認同
[00:10:15.800 --> 00:10:17.800]  要與他們認同
[00:10:17.800 --> 00:10:20.400]  原來祂要體諒到
[00:10:20.400 --> 00:10:25.200]  今天西人都是受到很多的迫害
[00:10:25.200 --> 00:10:27.600]  受到很多的壓迫
[00:10:27.600 --> 00:10:31.000]  第二,耶穌降生的環境
[00:10:31.000 --> 00:10:34.000]  是非常之貧困的
[00:10:34.000 --> 00:10:38.800]  本來約瑟和瑪利亞是在拿撒勒
[00:10:38.800 --> 00:10:41.400]  但是他們要回自己的家鄉
[00:10:41.400 --> 00:10:43.400]  去報名上冊
[00:10:43.400 --> 00:10:46.400]  他們的家鄉就是伯利恒
[00:10:46.400 --> 00:10:48.600]  由拿撒勒去伯利恒
[00:10:48.600 --> 00:10:51.600]  是比較遙遠的一條路
[00:10:51.600 --> 00:10:53.600]  而且當時瑪利亞
[00:10:53.600 --> 00:10:56.400]  已經生孕比較早
[00:10:56.400 --> 00:11:00.000]  所以其實是不容易的一個旅程
[00:11:00.000 --> 00:11:01.600]  你可以想像一下
[00:11:01.600 --> 00:11:06.000]  陪著一個很大的肚子
[00:11:06.000 --> 00:11:08.200]  又懷著嬰兒
[00:11:08.200 --> 00:11:11.200]  真的不容易走這麼遠的路
[00:11:11.200 --> 00:11:13.600]  經過不同的艱辛
[00:11:13.600 --> 00:11:15.600]  誰知道去到伯利恒
[00:11:15.600 --> 00:11:18.000]  找不到客店
[00:11:18.000 --> 00:11:19.800]  所有的客店都沒有
[00:11:19.800 --> 00:11:22.600]  因為很多人來報名上冊
[00:11:22.600 --> 00:11:27.200]  只能夠去到一個馬槽的地方
[00:11:27.200 --> 00:11:32.400]  這是一個最簡陋
[00:11:32.400 --> 00:11:38.000]  你怎麼想到耶穌是在馬槽出世呢?
[00:11:38.000 --> 00:11:39.800]  代表什麼?
[00:11:39.800 --> 00:11:44.600]  祂的地位很卑微
[00:11:44.600 --> 00:11:48.000]  於是就可以讓所有人
[00:11:48.000 --> 00:11:50.600]  都覺得自己很不配
[00:11:50.600 --> 00:11:54.200]  我真的很卑賤
[00:11:54.200 --> 00:11:57.200]  我什麼都沒有
[00:11:57.200 --> 00:11:59.000]  讓這樣的人
[00:11:59.000 --> 00:12:03.600]  可以跟耶穌有份認同感
[00:12:03.600 --> 00:12:06.800]  原來耶穌都是這麼艱辛
[00:12:06.800 --> 00:12:09.200]  原來耶穌降生的時候
[00:12:09.200 --> 00:12:11.000]  什麼都沒有
[00:12:11.000 --> 00:12:14.000]  躺在草堆裡
[00:12:14.000 --> 00:12:18.200]  然後用一塊白布包著
[00:12:18.200 --> 00:12:21.800]  一個嬰兒很無助
[00:12:21.800 --> 00:12:25.000]  就起了一個充滿牛羊氣味
[00:12:25.000 --> 00:12:28.000]  不太舒服的環境
[00:12:28.000 --> 00:12:30.200]  祂來到降生
[00:12:30.200 --> 00:12:32.000]  而很特別
[00:12:32.000 --> 00:12:38.000]  哪一批人是第一批去拜訪耶穌的呢?
[00:12:38.000 --> 00:12:40.200]  就是牧羊人
[00:12:40.200 --> 00:12:44.000]  有天使去到郊外的地方
[00:12:44.000 --> 00:12:45.200]  野外的地方
[00:12:45.200 --> 00:12:51.000]  向這群守緊夜間的牧羊人報信
[00:12:51.000 --> 00:12:52.600]  天使說什麼呢?
[00:12:52.600 --> 00:12:58.000]  有一位救主為你們現身
[00:12:58.000 --> 00:12:59.000]  聖經裡面說
[00:12:59.000 --> 00:13:04.000]  有天使站在他們旁邊
[00:13:04.000 --> 00:13:06.600]  天使不是高高在上
[00:13:06.600 --> 00:13:09.800]  天使是跟牧羊人一起
[00:13:09.800 --> 00:13:12.400]  原來牧羊人的職業
[00:13:12.400 --> 00:13:16.800]  起當時是一個很被人輕視
[00:13:16.800 --> 00:13:20.600]  很沒有地位的一種職業
[00:13:20.600 --> 00:13:25.800]  而且他們要按著姦次來看守羊群
[00:13:25.800 --> 00:13:30.800]  因為那些羊是用來在聖殿裡面獻祭用的
[00:13:30.800 --> 00:13:33.600]  要沒有殘疾的
[00:13:33.600 --> 00:13:36.600]  所以這批牧羊人就要分好幾間
[00:13:36.600 --> 00:13:38.800]  來看守那些羊
[00:13:38.800 --> 00:13:41.200]  免得那些羊受傷
[00:13:41.200 --> 00:13:44.800]  所以是很不容易的一個工作
[00:13:44.800 --> 00:13:48.800]  而且這份工作是被人完全看不起的
[00:13:48.800 --> 00:13:50.800]  但竟然間
[00:13:50.800 --> 00:13:54.000]  最早聽到這個佳音
[00:13:54.000 --> 00:13:55.400]  這個好消息
[00:13:55.400 --> 00:13:58.800]  就是這一群牧羊人
[00:13:58.800 --> 00:14:04.200]  原來耶穌要接納所有被人忽略
[00:14:04.200 --> 00:14:05.800]  被人看不起
[00:14:05.800 --> 00:14:08.000]  被社會排斥
[00:14:08.000 --> 00:14:10.600]  覺得你很不重要
[00:14:10.600 --> 00:14:13.000]  覺得你很沒用
[00:14:13.000 --> 00:14:14.800]  不在我們的圈子裡面
[00:14:14.800 --> 00:14:17.600]  你是為愛人
[00:14:17.600 --> 00:14:20.200]  但是耶穌接納了
[00:14:20.200 --> 00:14:21.600]  但是同時
[00:14:21.600 --> 00:14:27.000]  來探望耶穌的另外有幾位東方的博士
[00:14:27.000 --> 00:14:29.000]  他們都是很有學問的人
[00:14:29.000 --> 00:14:35.600]  他們都是很懂得天文學等等
[00:14:35.600 --> 00:14:38.600]  是在遠方而來
[00:14:38.600 --> 00:14:40.200]  代表什麼呢?
[00:14:40.200 --> 00:14:43.000]  原來尋找耶穌的
[00:14:43.000 --> 00:14:44.800]  是Universal
[00:14:44.800 --> 00:14:47.000]  是全球
[00:14:47.000 --> 00:14:49.400]  不管什麼種族
[00:14:49.400 --> 00:14:55.000]  都是需要見這位救世主
[00:14:55.000 --> 00:14:58.600]  現在剛剛是世界盃的時候
[00:14:58.600 --> 00:15:00.800]  世界盃給人一個感覺
[00:15:00.800 --> 00:15:03.000]  不同的國家
[00:15:03.000 --> 00:15:06.000]  來自五大洲
[00:15:06.000 --> 00:15:09.800]  來進行足球競賽
[00:15:09.800 --> 00:15:12.400]  當然是那些踢球踢得好
[00:15:12.400 --> 00:15:14.400]  能夠進入十六強
[00:15:14.400 --> 00:15:16.200]  進入八強
[00:15:16.200 --> 00:15:19.200]  但是世界盃讓我想到
[00:15:19.200 --> 00:15:22.200]  今天真的有很多不同的民族
[00:15:22.200 --> 00:15:24.400]  很多不同的國家
[00:15:24.400 --> 00:15:30.800]  原來耶穌要拯救世人
[00:15:30.800 --> 00:15:33.800]  所以約翰福音三章十六節
[00:15:33.800 --> 00:15:35.400]  很重要
[00:15:35.400 --> 00:15:38.600]  神愛世人
[00:15:38.600 --> 00:15:41.600]  甚至猜他的獨生子
[00:15:41.600 --> 00:15:43.400]  來到這個世界
[00:15:43.400 --> 00:15:46.400]  就為了要拯救我們
[00:15:46.400 --> 00:15:50.200]  For God so loved the world
[00:15:50.200 --> 00:15:53.600]  神愛整個世界
[00:15:53.600 --> 00:15:56.200]  全球的
[00:15:56.200 --> 00:15:58.200]  不管你是什麼民族
[00:15:58.200 --> 00:16:01.000]  無論你的境況是怎麼樣
[00:16:01.000 --> 00:16:03.400]  無論你的國家強還是弱
[00:16:03.400 --> 00:16:06.800]  無論你的種族是怎麼樣
[00:16:06.800 --> 00:16:10.000]  耶穌都愛
[00:16:10.000 --> 00:16:11.200]  所以今天
[00:16:11.200 --> 00:16:14.200]  我想給大家一個挑戰
[00:16:14.200 --> 00:16:15.800]  一個鼓勵
[00:16:15.800 --> 00:16:20.600]  今年讓你經歷耶穌
[00:16:20.600 --> 00:16:22.600]  耶穌觸摸你
[00:16:22.600 --> 00:16:25.000]  你遇見耶穌
[00:16:25.000 --> 00:16:29.400]  你伸出愛的手
[00:16:29.400 --> 00:16:32.400]  去送一些禮物
[00:16:32.400 --> 00:16:35.400]  去紀念一些有需要的人
[00:16:35.400 --> 00:16:38.000]  以實際的行動
[00:16:38.000 --> 00:16:42.600]  去關懷那些有需要的人
[00:16:42.600 --> 00:16:45.200]  耶穌要用你
[00:16:45.200 --> 00:16:47.800]  耶穌要差遣你
[00:16:47.800 --> 00:16:50.800]  讓你很謙卑的
[00:16:50.800 --> 00:16:53.600]  對耶穌說主耶穌
[00:16:53.600 --> 00:16:58.400]  今年你想我為你做什麼
[00:16:58.400 --> 00:17:00.800]  求你開我的眼
[00:17:00.800 --> 00:17:04.400]  讓我看見那些有不同需要的人
[00:17:04.400 --> 00:17:06.800]  又求你叫我
[00:17:06.800 --> 00:17:10.200]  知道用什麼行動
[00:17:10.200 --> 00:17:11.600]  去接觸他們
[00:17:11.600 --> 00:17:13.200]  去關懷他們
[00:17:13.200 --> 00:17:14.600]  我深信
[00:17:14.600 --> 00:17:18.600]  今年神要使用你
[00:17:18.600 --> 00:17:20.800]  使用你這個行動
[00:17:20.800 --> 00:17:24.600]  成為一些人的祝福
[00:17:24.600 --> 00:17:27.000]  願天父致福給你
