
[00:00:00.000 --> 00:00:01.640]  在我們講今天的講題以先
[00:01:15.640 --> 00:01:18.240]  2014年足足多了五倍
[00:01:18.240 --> 00:01:20.680]  我們給掌聲耶穌好嗎
[00:01:20.680 --> 00:01:23.600]  不單止我們本來有的崇拜
[00:01:23.600 --> 00:01:25.000]  我們兒童崇拜
[00:01:25.000 --> 00:01:27.080]  當日2014年少年崇拜
[00:01:27.080 --> 00:01:28.740]  少年崇拜的增長更厲害
[00:01:28.740 --> 00:01:31.240]  當日只有五個少年人
[00:01:31.240 --> 00:01:32.580]  包括我兒子
[00:01:32.580 --> 00:01:34.280]  我的兒子
[00:01:34.280 --> 00:01:35.100]  我的女兒
[00:01:35.100 --> 00:01:37.540]  今日少年已經超過一百個
[00:01:37.540 --> 00:01:39.240]  給掌聲好嗎
[00:01:39.240 --> 00:01:40.400]  兒童也是
[00:01:40.400 --> 00:01:41.540]  當日二十多
[00:01:41.540 --> 00:01:43.200]  今日已經超過一百個
[00:01:43.200 --> 00:01:45.040]  兒童的成長
[00:01:45.040 --> 00:01:47.040]  要靠你生多些
[00:01:47.040 --> 00:01:49.640]  所以望著你身旁生多些
[00:01:49.640 --> 00:01:52.240]  還有兒童的崇拜
[00:01:52.240 --> 00:01:53.640]  今日已經很不同了
[00:01:53.640 --> 00:01:54.340]  我們感謝主
[00:01:54.340 --> 00:01:57.640]  除了當日我們有的兒童成日少年
[00:01:57.640 --> 00:02:00.940]  我們還增設了愛郎者崇拜
[00:02:00.940 --> 00:02:03.240]  我們有分堂的崇拜
[00:02:03.240 --> 00:02:04.440]  嬰兒的崇拜
[00:02:04.440 --> 00:02:06.000]  和長者的崇拜
[00:02:06.000 --> 00:02:07.640]  從當日有六堂崇拜
[00:02:07.640 --> 00:02:08.440]  已經到今天
[00:02:08.440 --> 00:02:10.040]  我們有十五堂的崇拜
[00:02:10.040 --> 00:02:11.640]  我們給掌聲耶穌好嗎
[00:02:11.640 --> 00:02:13.240]  這些都是耶穌的恩典
[00:02:13.240 --> 00:02:15.440]  和你們和我們一起同行
[00:02:15.440 --> 00:02:18.240]  一起將福音傳廣開去
[00:02:18.240 --> 00:02:21.040]  當日的童宮有八個
[00:02:21.040 --> 00:02:23.200]  有很多義工在上面的福
[00:02:23.200 --> 00:02:27.240]  今天的童宮的樣子都怪怪的
[00:02:27.240 --> 00:02:28.440]  看不見嗎
[00:02:28.440 --> 00:02:30.240]  有些精神問題
[00:02:30.240 --> 00:02:31.940]  有三十個
[00:02:31.940 --> 00:02:33.240]  我們給掌聲耶穌
[00:02:33.240 --> 00:02:34.640]  一起去福祉
[00:02:34.640 --> 00:02:37.140]  你們互為之體
[00:02:37.140 --> 00:02:39.940]  亦都需要你們在我們中間
[00:02:39.940 --> 00:02:42.040]  一起將福音傳廣
[00:02:42.040 --> 00:02:43.640]  我們獻上感恩
[00:02:43.640 --> 00:02:46.240]  接下來我們應該怎樣行呢
[00:02:46.240 --> 00:02:49.240]  我們怎樣將願你國降臨
[00:02:49.240 --> 00:02:51.940]  化為我們生命的一部份呢
[00:02:51.940 --> 00:02:54.940]  有一本書叫《一週七天》
[00:02:54.940 --> 00:02:58.040]  《沒有一天叫做有一天》
[00:02:58.040 --> 00:02:59.040]  是講什麼呢
[00:02:59.040 --> 00:03:02.740]  《Someday is not a day in the week》
[00:03:02.740 --> 00:03:05.240]  這位作者寫的這三本書
[00:03:05.240 --> 00:03:07.640]  都是最佳推銷的
[00:03:07.640 --> 00:03:09.840]  他說我們總以為人生很長
[00:03:09.840 --> 00:03:11.240]  時間還有
[00:03:11.240 --> 00:03:13.140]  經常都跟自己說
[00:03:13.140 --> 00:03:13.840]  我們的目標
[00:03:13.840 --> 00:03:16.140]  我們人生總會有一天
[00:03:16.140 --> 00:03:17.740]  那一天我們就做到
[00:03:17.740 --> 00:03:19.040]  我們想做的事了
[00:03:19.040 --> 00:03:21.540]  就好像我們有時在街上
[00:03:21.540 --> 00:03:23.840]  突然遇到我們很久沒有見的朋友
[00:03:23.840 --> 00:03:26.240]  我們很久沒有見的親友
[00:03:26.240 --> 00:03:27.640]  哇!很久沒有見John
[00:03:27.640 --> 00:03:28.840]  很久沒有見David
[00:03:28.840 --> 00:03:30.340]  哇!我們找一天喝茶
[00:03:30.340 --> 00:03:32.640]  好呀!找一天吧
[00:03:32.640 --> 00:03:33.840]  即是找一天
[00:03:33.840 --> 00:03:36.140]  那一天是不發生的
[00:03:36.140 --> 00:03:38.640]  這位作者正指出這樣是不行的
[00:03:38.640 --> 00:03:39.440]  我們不可以找一天
[00:03:39.440 --> 00:03:42.140]  他並且有十個步驟
[00:03:42.140 --> 00:03:43.640]  秘密的深化
[00:03:43.640 --> 00:03:44.840]  這本書挺有趣的
[00:03:44.840 --> 00:03:49.240]  找回你想要的人生
[00:03:49.240 --> 00:03:52.940]  因為我們都會為自己有人生的規劃
[00:03:52.940 --> 00:03:54.040]  就好像早幾天
[00:03:54.040 --> 00:03:55.040]  如果我們看新聞
[00:03:55.040 --> 00:03:57.040]  看到政府都出招了
[00:03:57.040 --> 00:03:58.340]  叫「搶人才」
[00:03:58.340 --> 00:03:59.140]  政府就說
[00:03:59.140 --> 00:04:01.040]  現在開始讀大學第二年
[00:04:01.040 --> 00:04:01.840]  升第三年
[00:04:01.840 --> 00:04:03.840]  已經可以申請政府工了
[00:04:03.840 --> 00:04:05.440]  因為我知道私人的機構
[00:04:05.440 --> 00:04:07.240]  很早我們已經做intern
[00:04:07.240 --> 00:04:08.240]  穩定的
[00:04:08.240 --> 00:04:10.040]  接著我聽到
[00:04:10.040 --> 00:04:12.040]  新聞訪問學生
[00:04:12.040 --> 00:04:13.040]  學生說
[00:04:13.040 --> 00:04:17.740]  是啊!我們都要有人生規劃
[00:04:17.740 --> 00:04:19.440]  今天我們說的
[00:04:19.440 --> 00:04:22.740]  不是地上的人生規劃這麼簡單
[00:04:22.740 --> 00:04:23.740]  在主導文
[00:04:23.740 --> 00:04:25.740]  願你國降臨
[00:04:25.740 --> 00:04:30.340]  是說永恆的人生規劃
[00:04:30.340 --> 00:04:32.240]  不單止是今生
[00:04:32.240 --> 00:04:34.240]  還有永生
[00:04:34.240 --> 00:04:38.640]  所以我們一起細心的聆聽
[00:04:38.640 --> 00:04:40.540]  在馬大夫六章一開始
[00:04:40.540 --> 00:04:41.240]  耶穌這樣說
[00:04:41.240 --> 00:04:46.440]  所以你們禱告要這樣說
[00:04:46.440 --> 00:04:48.740]  這個主導文是非常特別的
[00:04:48.740 --> 00:04:51.740]  不是我們認知這麼簡單
[00:04:51.740 --> 00:04:52.540]  他剛剛說
[00:04:52.540 --> 00:04:55.540]  所以你們禱告這樣說
[00:04:55.540 --> 00:04:56.540]  我不知道大家知不知道
[00:04:56.540 --> 00:04:58.840]  主導文在馬大夫作者
[00:04:58.840 --> 00:05:00.640]  擺在哪個位置
[00:05:00.640 --> 00:05:03.340]  他就擺在馬大夫第六章
[00:05:03.340 --> 00:05:04.240]  如果大家知道
[00:05:04.240 --> 00:05:08.540]  第五章是登山寶墳
[00:05:08.540 --> 00:05:11.540]  而第五章之前是第幾章
[00:05:11.540 --> 00:05:12.840]  第四章
[00:05:12.840 --> 00:05:13.840]  你跟他隔壁說
[00:05:13.840 --> 00:05:15.640]  你懂得數
[00:05:15.640 --> 00:05:16.840]  第四章當時說
[00:05:16.840 --> 00:05:17.940]  耶穌出來傳道
[00:05:17.940 --> 00:05:19.140]  很多人跟著他
[00:05:19.140 --> 00:05:20.340]  很多奇妙的事
[00:05:20.340 --> 00:05:22.740]  跟著耶穌登山
[00:05:22.740 --> 00:05:26.140]  就只有一班門徒跟著
[00:05:26.140 --> 00:05:27.640]  耶穌跟那班門徒說
[00:05:27.640 --> 00:05:28.940]  跟他們劃分出來
[00:05:28.940 --> 00:05:31.140]  這班真正跟隨主導門徒
[00:05:31.140 --> 00:05:33.040]  不是表面的信徒
[00:05:33.040 --> 00:05:34.440]  不是假的信徒
[00:05:34.440 --> 00:05:36.140]  不是表面的領袖
[00:05:36.140 --> 00:05:37.540]  是真正的門徒
[00:05:37.540 --> 00:05:38.440]  祂跟他們說
[00:05:38.440 --> 00:05:40.940]  你們的祈禱要這樣
[00:05:40.940 --> 00:05:43.240]  不是像其他人那樣
[00:05:43.240 --> 00:05:43.740]  好了
[00:05:43.740 --> 00:05:45.240]  馬上就將這個禱告
[00:05:45.240 --> 00:05:46.840]  不如我們一起讀一次
[00:05:46.840 --> 00:05:47.740]  一二三
[00:05:47.740 --> 00:05:50.140]  我們在天上的乎
[00:05:50.140 --> 00:05:53.140]  願人都尊你的名為聖
[00:05:53.140 --> 00:05:55.140]  願你國降臨
[00:05:55.140 --> 00:05:57.740]  願你的志義行在地上
[00:05:57.740 --> 00:05:59.840]  如同行在天上
[00:05:59.840 --> 00:06:01.840]  我們日用的飲食
[00:06:01.840 --> 00:06:03.640]  今日使盼我們
[00:06:03.640 --> 00:06:05.140]  免我們職責
[00:06:05.140 --> 00:06:07.540]  如同我們免免職責
[00:06:07.540 --> 00:06:09.740]  直至我們全天使盼
[00:06:09.740 --> 00:06:11.740]  就我們全地通過
[00:06:11.740 --> 00:06:14.540]  因為國度、權柄、榮耀
[00:06:14.540 --> 00:06:17.740]  全是你的直到榮耀
[00:06:17.740 --> 00:06:19.040]  耶穌跟門徒說
[00:06:19.040 --> 00:06:21.540]  你們的祈禱要這樣
[00:06:21.540 --> 00:06:23.140]  所以我今天問問大家
[00:06:23.140 --> 00:06:25.740]  你是不是耶穌的門徒
[00:06:25.740 --> 00:06:27.240]  舉個手好不好
[00:06:27.240 --> 00:06:28.840]  所以今天耶穌跟誰說
[00:06:28.840 --> 00:06:29.940]  你指著旁邊的人說
[00:06:29.940 --> 00:06:31.140]  跟你說
[00:06:31.140 --> 00:06:32.940]  又跟我說
[00:06:32.940 --> 00:06:34.640]  如果我們將這個主導門
[00:06:34.640 --> 00:06:38.740]  簡單劃分兩部分
[00:06:38.740 --> 00:06:40.240]  我不知道你會怎樣劃分
[00:06:40.240 --> 00:06:41.640]  很清楚
[00:06:41.640 --> 00:06:42.540]  第一部分
[00:06:42.540 --> 00:06:44.640]  我們大概用第六章
[00:06:44.640 --> 00:06:46.040]  九節和十節
[00:06:46.040 --> 00:06:47.040]  如果我們細心點看
[00:06:47.040 --> 00:06:47.940]  我們就知道了
[00:06:47.940 --> 00:06:49.540]  這個部分常常都說
[00:06:49.540 --> 00:06:50.640]  願人都
[00:06:50.640 --> 00:06:51.540]  尊誰
[00:06:51.540 --> 00:06:52.740]  你
[00:06:52.740 --> 00:06:53.940]  願誰
[00:06:53.940 --> 00:06:55.240]  你的國
[00:06:55.240 --> 00:06:56.540]  願什麼的旨意
[00:06:56.540 --> 00:06:58.040]  是你的旨意
[00:06:58.040 --> 00:06:59.440]  就是代表第一部分
[00:06:59.440 --> 00:07:02.640]  是在說誰的事
[00:07:02.640 --> 00:07:03.740]  上帝的事
[00:07:03.740 --> 00:07:04.940]  神的事
[00:07:04.940 --> 00:07:05.840]  天國的事
[00:07:05.840 --> 00:07:06.340]  屬天的事
[00:07:06.340 --> 00:07:07.640]  是嗎
[00:07:07.640 --> 00:07:09.340]  不過耶穌沒有
[00:07:09.340 --> 00:07:10.340]  忘記我們
[00:07:10.340 --> 00:07:11.940]  在下面的部分
[00:07:11.940 --> 00:07:12.640]  開始了
[00:07:12.640 --> 00:07:14.440]  什麼字講得多
[00:07:14.440 --> 00:07:16.040]  誰日用飲食
[00:07:16.040 --> 00:07:17.040]  我們
[00:07:17.040 --> 00:07:18.040]  賜給誰
[00:07:18.040 --> 00:07:18.840]  我們
[00:07:18.840 --> 00:07:19.940]  免誰的債
[00:07:19.940 --> 00:07:20.840]  我們
[00:07:20.840 --> 00:07:22.640]  不叫誰遇事
[00:07:22.640 --> 00:07:23.540]  我們
[00:07:23.540 --> 00:07:25.340]  第二部分大概這樣說
[00:07:25.340 --> 00:07:29.940]  是關於你和我在地上的事
[00:07:29.940 --> 00:07:30.640]  明白嗎
[00:07:30.640 --> 00:07:32.240]  一個是天上神國
[00:07:32.240 --> 00:07:34.140]  一個是地上的不過
[00:07:34.140 --> 00:07:35.040]  其實都是同一件事
[00:07:35.040 --> 00:07:36.440]  一會兒我慢慢說
[00:07:36.440 --> 00:07:38.540]  你們禱告的時候
[00:07:38.540 --> 00:07:39.840]  如果我們看到
[00:07:39.840 --> 00:07:40.540]  這個主導門
[00:07:40.540 --> 00:07:42.240]  之前那幾節正正講
[00:07:42.240 --> 00:07:43.040]  你們祈禱
[00:07:43.040 --> 00:07:44.440]  不要怎樣
[00:07:44.440 --> 00:07:45.140]  不要怎樣
[00:07:45.140 --> 00:07:47.840]  就是不要像那些人
[00:07:47.840 --> 00:07:49.140]  明白嗎
[00:07:49.140 --> 00:07:50.240]  你要怎樣祈禱
[00:07:50.240 --> 00:07:52.240]  接著很清楚
[00:07:52.240 --> 00:07:53.740]  就開始表達
[00:07:53.740 --> 00:07:56.440]  你要怎樣祈禱
[00:07:56.440 --> 00:07:57.640]  不要故意
[00:07:57.640 --> 00:07:58.840]  被人看到
[00:07:58.840 --> 00:08:01.040]  不要重重複複
[00:08:01.040 --> 00:08:04.540]  怕假神聽不到
[00:08:04.540 --> 00:08:05.740]  你祈禱
[00:08:05.740 --> 00:08:06.740]  很有趣
[00:08:06.740 --> 00:08:08.640]  在正式進入主導門之前
[00:08:08.640 --> 00:08:09.440]  還有一句
[00:08:09.440 --> 00:08:10.040]  他這樣說
[00:08:10.040 --> 00:08:10.540]  我們一起讀
[00:08:10.540 --> 00:08:11.440]  一二三
[00:08:11.440 --> 00:08:13.840]  你們沒有祈求已先
[00:08:13.840 --> 00:08:15.640]  你們所需的
[00:08:15.640 --> 00:08:18.140]  你們的苦早已至久了
[00:08:18.140 --> 00:08:19.040]  哎呀
[00:08:19.040 --> 00:08:20.240]  陳牧師
[00:08:20.240 --> 00:08:22.540]  那耶穌為什麼要我們祈禱呢
[00:08:22.540 --> 00:08:24.240]  是不是叫我們說廢話呢
[00:08:24.240 --> 00:08:25.640]  神都知道
[00:08:25.640 --> 00:08:26.440]  是不是
[00:08:26.440 --> 00:08:27.240]  不是
[00:08:27.240 --> 00:08:28.040]  為什麼要祈禱
[00:08:28.040 --> 00:08:28.840]  我們先弄清楚
[00:08:28.840 --> 00:08:30.040]  進入主導門
[00:08:30.040 --> 00:08:31.440]  很簡單的
[00:08:31.440 --> 00:08:33.540]  你說天父知不知道我們的需要
[00:08:33.540 --> 00:08:34.540]  知
[00:08:34.540 --> 00:08:35.340]  知不知道
[00:08:35.340 --> 00:08:36.040]  知
[00:08:36.040 --> 00:08:37.740]  那為什麼要祈禱
[00:08:37.740 --> 00:08:39.540]  如果我們有小朋友
[00:08:39.540 --> 00:08:41.040]  作為父母就知道了
[00:08:41.040 --> 00:08:42.740]  你小朋友兩歲
[00:08:42.740 --> 00:08:43.540]  四歲
[00:08:43.540 --> 00:08:44.540]  六歲
[00:08:44.540 --> 00:08:46.540]  你知不知道他需要的東西
[00:08:46.540 --> 00:08:47.440]  知
[00:08:47.440 --> 00:08:49.440]  但你又喜不喜歡他跟你說
[00:08:49.440 --> 00:08:50.940]  他的心事
[00:08:50.940 --> 00:08:52.440]  想
[00:08:52.440 --> 00:08:53.040]  為什麼
[00:08:53.040 --> 00:08:54.540]  因為第一個我們祈禱是
[00:08:54.540 --> 00:08:56.540]  關係的建立
[00:08:56.540 --> 00:08:57.440]  祈禱裡面
[00:08:57.440 --> 00:09:00.540]  我們與神相遇
[00:09:00.540 --> 00:09:02.740]  有一個不一樣的
[00:09:02.740 --> 00:09:03.940]  encounter
[00:09:03.940 --> 00:09:04.840]  行不行
[00:09:04.840 --> 00:09:05.840]  第二
[00:09:05.840 --> 00:09:09.640]  我們的禱告不單止是講
[00:09:09.640 --> 00:09:12.240]  更加是聆聽
[00:09:12.240 --> 00:09:14.140]  就好像我們去看醫生
[00:09:14.140 --> 00:09:15.440]  我們告訴醫生
[00:09:15.440 --> 00:09:16.840]  我們的腳痛
[00:09:16.840 --> 00:09:17.840]  腰痛
[00:09:17.840 --> 00:09:20.840]  然後肺部又不是呼吸得很好
[00:09:20.840 --> 00:09:22.540]  如果你說完之後
[00:09:22.540 --> 00:09:25.040]  你不會當醫生
[00:09:25.040 --> 00:09:26.640]  回應你什麼事
[00:09:26.640 --> 00:09:28.540]  給你藥以先
[00:09:28.540 --> 00:09:29.040]  那你就說
[00:09:29.040 --> 00:09:30.040]  醫生我不是有空
[00:09:30.040 --> 00:09:31.240]  我先走
[00:09:31.240 --> 00:09:32.340]  不會的
[00:09:32.340 --> 00:09:33.240]  所以我們祈禱
[00:09:33.240 --> 00:09:35.640]  我們是聽神說話
[00:09:35.640 --> 00:09:36.840]  這個很重要
[00:09:36.840 --> 00:09:40.340]  祈禱重點是聽神的回應
[00:09:40.340 --> 00:09:41.040]  還有
[00:09:41.040 --> 00:09:43.840]  當我們與神關係建立的時候
[00:09:43.840 --> 00:09:45.340]  我們的價值觀
[00:09:45.340 --> 00:09:50.240]  我們看事的方法都會不同了
[00:09:50.240 --> 00:09:52.140]  這個主導問大概分兩部份
[00:09:52.140 --> 00:09:52.840]  剛才講到
[00:09:52.840 --> 00:09:54.340]  第一部份屬天的事
[00:09:54.340 --> 00:09:56.740]  第二部份個人的層面
[00:09:56.740 --> 00:09:59.340]  而每個部份都有三個祈禱
[00:09:59.340 --> 00:10:00.040]  行不行
[00:10:00.040 --> 00:10:00.640]  嘩
[00:10:00.640 --> 00:10:01.740]  昨天我講完之後
[00:10:01.740 --> 00:10:02.640]  那些弟兄姐妹講
[00:10:02.640 --> 00:10:04.840]  不如你講回六堂
[00:10:04.840 --> 00:10:06.640]  逐項講一堂
[00:10:06.640 --> 00:10:11.440]  不過我今天也是想一堂講完
[00:10:11.440 --> 00:10:12.440]  馬丁路都這樣講
[00:10:12.440 --> 00:10:14.440]  這個主導問是一個傳避的祈禱
[00:10:14.440 --> 00:10:16.440]  一個重視神榮耀
[00:10:16.440 --> 00:10:18.040]  一開始是關於屬天的
[00:10:18.040 --> 00:10:19.040]  明白嗎
[00:10:19.040 --> 00:10:22.840]  接著兼顧信徒身心力的需要
[00:10:22.840 --> 00:10:24.140]  全方位祈禱
[00:10:24.140 --> 00:10:29.740]  立即進入上半部屬天的祈禱
[00:10:29.740 --> 00:10:30.840]  屬天的祈禱很特別
[00:10:30.840 --> 00:10:32.240]  一祈禱
[00:10:32.240 --> 00:10:35.040]  耶穌叫我們不是說我要什麼
[00:10:35.040 --> 00:10:35.840]  我要什麼
[00:10:35.840 --> 00:10:40.740]  祂立即要認定你的身份
[00:10:40.740 --> 00:10:42.440]  你的身份就是從
[00:10:42.440 --> 00:10:43.240]  第一句
[00:10:43.240 --> 00:10:46.140]  我們在天上的什麼
[00:10:46.140 --> 00:10:47.440]  父
[00:10:47.440 --> 00:10:48.840]  來到開始
[00:10:48.840 --> 00:10:50.140]  這個身份很特異
[00:10:50.140 --> 00:10:51.040]  為什麼
[00:10:51.040 --> 00:10:52.040]  我不知道大家知不知道
[00:10:52.040 --> 00:10:53.240]  其實耶穌這一句話
[00:10:53.240 --> 00:10:55.140]  非常之顛覆
[00:10:55.140 --> 00:10:56.740]  因為耶穌未講以先
[00:10:56.740 --> 00:10:57.840]  特別是舊約
[00:10:57.840 --> 00:11:00.440]  祂描述神是真的
[00:11:00.440 --> 00:11:01.840]  也是真實
[00:11:01.840 --> 00:11:04.440]  祂是非常有威嚴的
[00:11:04.440 --> 00:11:05.140]  明白嗎
[00:11:05.140 --> 00:11:07.440]  祂是創造主
[00:11:07.440 --> 00:11:09.040]  剛才我們在詩歌裡唱
[00:11:09.040 --> 00:11:09.740]  真的
[00:11:09.740 --> 00:11:11.040]  祂是有軍權
[00:11:11.040 --> 00:11:13.040]  是萬軍的什麼
[00:11:13.040 --> 00:11:14.440]  耶和華
[00:11:14.440 --> 00:11:15.440]  明白嗎
[00:11:15.440 --> 00:11:18.240]  祂是賞善罰惡的主
[00:11:18.240 --> 00:11:19.040]  可以串聯在一起
[00:11:19.040 --> 00:11:21.240]  El Shaddai等等
[00:11:21.240 --> 00:11:21.840]  但是耶穌說
[00:11:21.840 --> 00:11:22.840]  是的,這個也是真的
[00:11:22.840 --> 00:11:23.740]  但是祂一來
[00:11:23.740 --> 00:11:24.640]  祂立即跟我們說
[00:11:24.640 --> 00:11:26.040]  顛覆了思想
[00:11:26.040 --> 00:11:27.040]  祂說這個
[00:11:27.040 --> 00:11:30.240]  都是你的父
[00:11:30.240 --> 00:11:31.240]  那你說有什麼重要
[00:11:31.240 --> 00:11:32.840]  很特別
[00:11:32.840 --> 00:11:33.940]  你聯想突然間
[00:11:33.940 --> 00:11:36.640]  你有一個皇室的身份
[00:11:36.640 --> 00:11:39.340]  我都很留意
[00:11:39.340 --> 00:11:41.640]  英國皇室的事
[00:11:41.640 --> 00:11:43.140]  特別是早前
[00:11:43.140 --> 00:11:45.240]  英女皇逝世
[00:11:45.240 --> 00:11:46.640]  不知道大家有沒有留意這件事
[00:11:46.640 --> 00:11:47.540]  知不知道
[00:11:47.540 --> 00:11:48.540]  知道吧
[00:11:48.540 --> 00:11:50.340]  如果你聯想
[00:11:50.340 --> 00:11:52.340]  如果你英女皇逝世的時候
[00:11:52.340 --> 00:11:53.040]  你又在英國
[00:11:53.040 --> 00:11:55.040]  你又想去悼念
[00:11:55.040 --> 00:11:56.340]  去悼念祂
[00:11:56.340 --> 00:11:57.840]  排了很多個鐘
[00:11:57.840 --> 00:11:59.540]  圍著祂看一看
[00:11:59.540 --> 00:12:01.340]  如果你圍著的時候突然間
[00:12:01.340 --> 00:12:04.540]  有一個皇室的成員跟你說
[00:12:04.540 --> 00:12:07.040]  Lina姐
[00:12:07.040 --> 00:12:08.940]  Issac
[00:12:08.940 --> 00:12:10.640]  望著那個英女皇
[00:12:10.640 --> 00:12:13.340]  你叫聲媽咪吧
[00:12:13.340 --> 00:12:14.040]  你明白嗎
[00:12:14.040 --> 00:12:15.540]  突然間這樣
[00:12:15.540 --> 00:12:16.940]  又或者有一天你買樓
[00:12:16.940 --> 00:12:17.840]  你租樓
[00:12:17.840 --> 00:12:19.240]  見到長城的樓盤
[00:12:19.240 --> 00:12:19.940]  很開心
[00:12:19.940 --> 00:12:21.040]  很漂亮
[00:12:21.040 --> 00:12:22.640]  突然間見到李嘉誠走過
[00:12:22.640 --> 00:12:24.440]  你打算打個招呼
[00:12:24.440 --> 00:12:28.040]  突然間有個工作人員跟你說
[00:12:28.040 --> 00:12:30.140]  叫聲爸爸
[00:12:30.140 --> 00:12:30.840]  你明白嗎
[00:12:30.840 --> 00:12:31.840]  真的這樣
[00:12:31.840 --> 00:12:33.740]  那種有權並有能力的人
[00:12:33.740 --> 00:12:37.840]  突然間做了你爸爸
[00:12:37.840 --> 00:12:41.140]  很多人看不到那種重點
[00:12:41.140 --> 00:12:43.140]  那種身份的確認
[00:12:43.140 --> 00:12:45.140]  那個對象跟你
[00:12:45.140 --> 00:12:46.840]  當然我們都明白
[00:12:46.840 --> 00:12:48.040]  很多時候
[00:12:48.040 --> 00:12:49.240]  我們都見到
[00:12:49.240 --> 00:12:51.440]  我們有時聯想地上的爸爸
[00:12:51.440 --> 00:12:52.440]  有些人很好
[00:12:52.440 --> 00:12:52.940]  爸爸很好
[00:12:52.940 --> 00:12:53.640]  我感恩
[00:12:53.640 --> 00:12:54.640]  有時我們知道
[00:12:54.640 --> 00:12:55.840]  有些地上的爸爸
[00:12:55.840 --> 00:12:59.840]  是不在做他的角色
[00:12:59.840 --> 00:13:02.340]  我前陣子聽到一個姐妹分享
[00:13:02.340 --> 00:13:03.240]  一個女士
[00:13:03.240 --> 00:13:04.440]  我不知道她信不信主
[00:13:04.440 --> 00:13:05.240]  她二十歲
[00:13:05.240 --> 00:13:07.040]  她說她爸爸小時候
[00:13:07.040 --> 00:13:08.940]  很豪賭
[00:13:08.940 --> 00:13:09.440]  很離譜
[00:13:09.440 --> 00:13:11.840]  和媽媽已經離了婚
[00:13:11.840 --> 00:13:13.940]  然後賭錢到一個地步
[00:13:13.940 --> 00:13:15.840]  連她吃眼錢都拿走了
[00:13:15.840 --> 00:13:18.440]  她吃眼錢不是爸爸給的
[00:13:18.440 --> 00:13:19.240]  拿到一個地步
[00:13:19.240 --> 00:13:21.040]  她不讓他打她
[00:13:21.040 --> 00:13:22.840]  接著她已經
[00:13:22.840 --> 00:13:26.640]  小學中學已經要自己做露宿者
[00:13:26.640 --> 00:13:27.640]  接著記得有一次
[00:13:27.640 --> 00:13:29.240]  在學校
[00:13:29.240 --> 00:13:30.840]  老師在說
[00:13:30.840 --> 00:13:33.440]  家裡應該是一個避風塘
[00:13:33.440 --> 00:13:35.640]  爸爸應該怎樣愛你
[00:13:35.640 --> 00:13:36.440]  這個女士
[00:13:36.440 --> 00:13:37.440]  知不知道生氣到的地步
[00:13:37.440 --> 00:13:39.640]  拿了一本書不停地撕
[00:13:39.640 --> 00:13:41.140]  接著
[00:13:41.140 --> 00:13:42.440]  老師通知社工
[00:13:42.440 --> 00:13:43.640]  社工明白了
[00:13:43.640 --> 00:13:45.640]  原來知道這樣立刻
[00:13:45.640 --> 00:13:47.140]  私語幫不上
[00:13:47.140 --> 00:13:47.840]  但我想說
[00:13:47.840 --> 00:13:50.140]  我們天國絕對不是這樣
[00:13:50.140 --> 00:13:53.840]  是全善全愛的主
