
[00:00:00.000 --> 00:00:04.000]  繼續講上帝明治的系列
[00:04:05.000 --> 00:04:06.800]  一時又親埃及
[00:04:06.800 --> 00:04:10.500]  一時又親巴比倫
[00:04:10.500 --> 00:04:13.200]  結果巴比倫王又好激氣
[00:04:13.200 --> 00:04:15.700]  圍困他十九個月之後
[00:04:15.700 --> 00:04:17.700]  在早前586年
[00:04:17.700 --> 00:04:21.600]  再帶大軍來攻入耶路撒冷聖城
[00:04:21.600 --> 00:04:24.200]  將城牆拆毀
[00:04:24.200 --> 00:04:26.000]  聖殿銷毀
[00:04:26.000 --> 00:04:28.400]  擄掠當中的盟
[00:04:28.400 --> 00:04:31.000]  在這些政治的環境下
[00:04:31.000 --> 00:04:33.800]  君王的領袖
[00:04:33.800 --> 00:04:35.900]  為著自己生存
[00:04:35.900 --> 00:04:38.600]  不理先知的勸告
[00:04:38.600 --> 00:04:40.700]  就是這樣來治理百姓
[00:04:40.700 --> 00:04:44.600]  結果百姓常常都陷在痛苦當中
[00:04:44.600 --> 00:04:46.700]  剛才跟大家讀的那段經文
[00:04:46.700 --> 00:04:50.500]  耶利米蘇33章第14至16節
[00:04:50.500 --> 00:04:51.900]  不重複讀這段
[00:04:51.900 --> 00:04:54.800]  不過如果我們再看
[00:04:54.800 --> 00:04:57.900]  耶利米蘇或者你上網查一查這些字典
[00:04:57.900 --> 00:04:59.600]  就是耶和我們的兒
[00:04:59.600 --> 00:05:04.800]  其實原來早在23章第5至6節
[00:05:04.800 --> 00:05:06.200]  就已經出現過一次
[00:05:06.200 --> 00:05:09.100]  並且那三節的經文
[00:05:09.100 --> 00:05:12.500]  在23章出現得很相似
[00:05:12.500 --> 00:05:14.100]  請跟我一起讀
[00:05:14.100 --> 00:05:17.700]  耶利米蘇23章第5節和第6節
[00:05:17.700 --> 00:05:20.000]  連留下的弟兄姊妹跟我一起讀
[00:05:20.000 --> 00:05:21.100]  1、2、3
[00:05:21.100 --> 00:05:22.300]  耶和話說
[00:05:22.300 --> 00:05:23.700]  日子將到
[00:05:23.700 --> 00:05:27.700]  我要給大衛興起一個公義的苗裔
[00:05:27.700 --> 00:05:29.500]  他必掌王權
[00:05:29.500 --> 00:05:31.200]  行事有智慧
[00:05:31.200 --> 00:05:34.400]  在地上施行公平和公義
[00:05:34.400 --> 00:05:35.800]  在他的日子
[00:05:35.800 --> 00:05:37.300]  猶大必得救
[00:05:37.300 --> 00:05:39.700]  以色列也安然居住
[00:05:39.700 --> 00:05:43.900]  他的名必稱為耶和華我們的兒
[00:05:43.900 --> 00:05:45.800]  在同一卷書
[00:05:45.800 --> 00:05:47.800]  有兩節的經文
[00:05:47.800 --> 00:05:49.600]  這麼相似
[00:05:49.600 --> 00:05:52.100]  大部份都是相同的
[00:05:52.100 --> 00:05:54.000]  特別講到耶和華我們的兒
[00:05:54.000 --> 00:05:58.800]  都是講他的名必稱為耶和華我們的兒
[00:05:58.800 --> 00:05:59.900]  但原來
[00:05:59.900 --> 00:06:02.700]  研究聖經的學者
[00:06:02.700 --> 00:06:04.400]  包括我們自己
[00:06:04.400 --> 00:06:06.800]  再細查一下那段經文的時候
[00:06:06.800 --> 00:06:07.600]  你會發現
[00:06:07.600 --> 00:06:11.000]  23章子的「他」
[00:06:11.000 --> 00:06:15.300]  「他必稱為耶和華我們的兒」的「他」
[00:06:15.300 --> 00:06:18.600]  和33章講的「他」是不同的
[00:06:18.600 --> 00:06:23.000]  23章講的「他」是講公義的苗裔
[00:06:23.000 --> 00:06:26.200]  講一個上帝將會興起的領袖
[00:06:26.200 --> 00:06:28.700]  甚至就是君王
[00:06:28.700 --> 00:06:32.000]  他會稱為耶和華我們的兒
[00:06:32.000 --> 00:06:35.800]  而第33章講的「他」
[00:06:35.800 --> 00:06:37.800]  不是講人
[00:06:37.800 --> 00:06:38.700]  是講地方
[00:06:38.700 --> 00:06:41.000]  是講耶路撒冷
[00:06:41.000 --> 00:06:43.600]  是這個將會復興的耶路撒冷
[00:06:43.600 --> 00:06:46.600]  必稱為耶和華我們的兒
[00:06:46.600 --> 00:06:48.000]  為什麼可以這樣看呢?
[00:06:48.000 --> 00:06:49.500]  我一會兒會跟大家去看
[00:06:49.500 --> 00:06:52.800]  並且你直指就是看這兩點
[00:06:52.800 --> 00:06:57.600]  給丁姐妹我們有兩個提醒鼓勵學習
[00:06:57.600 --> 00:06:58.600]  第一
[00:06:58.600 --> 00:07:02.000]  原來上帝祂期望領袖
[00:07:02.000 --> 00:07:05.600]  是以公義來治理百姓
[00:07:05.600 --> 00:07:11.600]  上帝祂期望領袖是以公義去治理百姓
[00:07:11.600 --> 00:07:13.900]  在23章裏面
[00:07:13.900 --> 00:07:16.800]  前文是講什麼呢?
[00:07:16.800 --> 00:07:19.600]  23章的前文就是22章
[00:07:19.600 --> 00:07:22.600]  22章原來一直都是講皇帝的
[00:07:22.600 --> 00:07:25.600]  22章第一至九節
[00:07:25.600 --> 00:07:28.000]  勸勉當時的皇帝
[00:07:28.000 --> 00:07:29.000]  西底家
[00:07:29.000 --> 00:07:32.200]  你應該要怎樣怎樣怎樣來做
[00:07:32.200 --> 00:07:37.400]  有一個圖片介紹22章的
[00:07:37.400 --> 00:07:41.800]  下一章可以
[00:07:41.800 --> 00:07:45.800]  再下一章
[00:07:45.800 --> 00:07:48.800]  一至九節講西底家
[00:07:48.800 --> 00:07:52.200]  十至十二節講約哈斯
[00:07:52.200 --> 00:07:54.200]  又名沙龍
[00:07:54.200 --> 00:07:58.200]  十三節至廿三節講約瓦京
[00:07:58.200 --> 00:08:02.600]  廿四節至三十節講約瓦根
[00:08:02.600 --> 00:08:04.400]  再到廿三節
[00:08:04.400 --> 00:08:06.000]  一直都講這幾個皇帝
[00:08:06.000 --> 00:08:09.000]  下一章應該講哪個皇呢?
[00:08:09.000 --> 00:08:12.200]  就是講緊接著約瓦根的皇
[00:08:12.200 --> 00:08:13.600]  約瓦根排到哪個呢?
[00:08:13.600 --> 00:08:16.400]  原來就是排西底家的
[00:08:16.400 --> 00:08:20.200]  不過廿三章沒有講西底家的名
[00:08:20.200 --> 00:08:21.600]  廿三章是講哪個呢?
[00:08:21.600 --> 00:08:25.200]  我們看下一章就講一至四節
[00:08:25.200 --> 00:08:26.200]  一至四節
[00:08:26.200 --> 00:08:28.000]  他講緊當時的領袖
[00:08:28.000 --> 00:08:29.800]  怎樣不稱職
[00:08:29.800 --> 00:08:31.000]  上帝說
[00:08:31.000 --> 00:08:35.600]  那些殘害趕散我草場之羊的牧人
[00:08:35.600 --> 00:08:37.000]  有和了
[00:08:37.000 --> 00:08:38.400]  耶和以色列的神
[00:08:38.400 --> 00:08:39.600]  斥責那些牧羊
[00:08:39.600 --> 00:08:40.600]  他百姓的牧人
[00:08:40.600 --> 00:08:41.400]  這樣講
[00:08:41.400 --> 00:08:43.600]  他說他們趕散我的羊群
[00:08:43.600 --> 00:08:45.200]  不要看顧他們
[00:08:45.200 --> 00:08:47.600]  我必追討你們這行惡的罪
[00:08:47.600 --> 00:08:48.600]  這是耶和華說的
[00:08:48.600 --> 00:08:51.200]  原來上文講緊那些的王
[00:08:51.200 --> 00:08:53.600]  全部都是不好的王
[00:08:53.600 --> 00:08:56.400]  他比喻為那些牧羊人
[00:08:56.400 --> 00:09:00.000]  是沒有好好去帶領羊群的牧羊人
[00:09:00.000 --> 00:09:01.200]  牧羊人的責任是什麼?
[00:09:01.200 --> 00:09:03.200]  帶領羊群上山吃草飲水
[00:09:03.200 --> 00:09:04.600]  好好照顧他們
[00:09:04.600 --> 00:09:06.600]  而當時的君王
[00:09:06.600 --> 00:09:08.600]  被比喻為牧羊人
[00:09:08.600 --> 00:09:10.800]  因為他都應該好好照顧百姓
[00:09:10.800 --> 00:09:12.600]  不是令他們受害
[00:09:12.600 --> 00:09:14.200]  不是令他們受傷
[00:09:14.200 --> 00:09:15.600]  不是令他們分散
[00:09:15.600 --> 00:09:16.800]  但是那些的王
[00:09:16.800 --> 00:09:19.200]  特別前文講那幾個王
[00:09:19.200 --> 00:09:21.200]  搞到烏煙瘴氣
[00:09:21.200 --> 00:09:26.200]  因此第三節和第四節
[00:09:26.200 --> 00:09:29.200]  他說他要將我羊群中所剩餘的
[00:09:29.200 --> 00:09:32.200]  從我趕他們到的各國內
[00:09:32.200 --> 00:09:33.200]  焦聚出來
[00:09:33.200 --> 00:09:34.600]  領他們歸回本國
[00:09:34.600 --> 00:09:36.600]  他們也都生養眾多
[00:09:36.600 --> 00:09:37.600]  有些是應許的
[00:09:37.600 --> 00:09:40.200]  他說他必設立照管他們的牧人
[00:09:40.200 --> 00:09:41.200]  牧養他們
[00:09:41.200 --> 00:09:42.600]  他們不再懼怕
[00:09:42.600 --> 00:09:43.600]  不再驚惶
[00:09:43.600 --> 00:09:44.600]  也都不缺少一個
[00:09:44.600 --> 00:09:46.200]  這是耶和華說的
[00:09:46.200 --> 00:09:48.600]  上帝會興起新的領袖
[00:09:48.600 --> 00:09:51.600]  誰是新的領袖?
[00:09:51.600 --> 00:09:55.600]  他沒有說西帝現在是新的領袖
[00:09:55.600 --> 00:09:59.600]  甚至他繼續講第五節至第六節
[00:09:59.600 --> 00:10:01.600]  講這個領袖是一個怎樣的領袖
[00:10:01.600 --> 00:10:03.600]  原來和西帝現在是剛剛相反的
[00:10:03.600 --> 00:10:04.600]  第五節和第六節
[00:10:04.600 --> 00:10:05.600]  剛才我讀過
[00:10:05.600 --> 00:10:09.600]  日子將到我要給大衛興起一個公義的苗裔
[00:10:09.600 --> 00:10:10.600]  他必掌王權
[00:10:10.600 --> 00:10:11.600]  行事有智慧
[00:10:11.600 --> 00:10:14.600]  在地上施行公平和公義
[00:10:14.600 --> 00:10:15.600]  在他的日子
[00:10:15.600 --> 00:10:18.600]  猶大德舊以色列安然居住
[00:10:18.600 --> 00:10:21.600]  他的名稱為耶和華我們的兒
[00:10:21.600 --> 00:10:24.600]  他應該在這裡是在講新的一個皇帝
[00:10:24.600 --> 00:10:27.600]  而對比現任的皇帝是怎樣呢?
[00:10:27.600 --> 00:10:29.600]  這個新的皇帝是公義正直
[00:10:29.600 --> 00:10:31.600]  被稱為耶和華我們的兒
[00:10:31.600 --> 00:10:33.600]  那舊的皇帝是怎樣的?
[00:10:33.600 --> 00:10:35.600]  西帝家是一個怎樣的皇帝呢?
[00:10:35.600 --> 00:10:39.600]  原來西帝家這個字這個名
[00:10:39.600 --> 00:10:43.600]  是耶和華就是我的公義的意思
[00:10:43.600 --> 00:10:48.600]  但很可惜這個西帝家根本沒有行到公義
[00:10:48.600 --> 00:10:51.600]  他名不符實
[00:10:51.600 --> 00:10:53.600]  即是他有公義的名
[00:10:53.600 --> 00:10:55.600]  但他做的不是公義的事
[00:10:55.600 --> 00:10:58.600]  這兩個例子這個西帝家怎樣不公義呢?
[00:10:58.600 --> 00:11:03.600]  西帝家他曾經和耶路撒冷眾民納約
[00:11:03.600 --> 00:11:05.600]  要向他們宣告
[00:11:05.600 --> 00:11:08.600]  如果任何希伯來人
[00:11:08.600 --> 00:11:09.600]  是做奴隸的
[00:11:09.600 --> 00:11:11.600]  即是做僕人婢女的
[00:11:11.600 --> 00:11:13.600]  以後就要做僕人婢女的了
[00:11:13.600 --> 00:11:15.600]  不過他說不用了
[00:11:15.600 --> 00:11:16.600]  你們可以自由了
[00:11:16.600 --> 00:11:18.600]  不用做奴隸了
[00:11:18.600 --> 00:11:19.600]  你可以做自由人
[00:11:19.600 --> 00:11:22.600]  因為當時有奴隸的制度
[00:11:22.600 --> 00:11:25.600]  他一日做奴隸就終生都是做奴隸了
[00:11:25.600 --> 00:11:28.600]  但西帝家皇答應了這些希伯來人
[00:11:28.600 --> 00:11:30.600]  不用做奴隸
[00:11:30.600 --> 00:11:32.600]  你們自由出去
[00:11:32.600 --> 00:11:36.600]  不過後來他反悔
[00:11:36.600 --> 00:11:41.600]  他沒有落實到他答應了的政策
[00:11:41.600 --> 00:11:43.600]  就好像我們的官員
[00:11:43.600 --> 00:11:45.600]  做的時候就說我會這樣我會這樣
[00:11:45.600 --> 00:11:47.600]  到做的時候
[00:11:47.600 --> 00:11:50.600]  我的意思不是這樣
[00:11:50.600 --> 00:11:51.600]  反悔
[00:11:51.600 --> 00:11:53.600]  不公義
[00:11:53.600 --> 00:11:56.600]  另一個不公義的行為是
[00:11:56.600 --> 00:11:57.600]  這個西帝家
[00:11:57.600 --> 00:12:02.600]  因為有時要國家很危險
[00:12:02.600 --> 00:12:03.600]  究竟靠哪裏好呢?
[00:12:03.600 --> 00:12:06.600]  好像現在的小國靠中國好
[00:12:06.600 --> 00:12:08.600]  安全還是靠美國呢?
[00:12:08.600 --> 00:12:10.600]  還是靠其他強國呢?
[00:12:10.600 --> 00:12:12.600]  靠哪裏都有危險
[00:12:12.600 --> 00:12:13.600]  他一時靠巴比倫
[00:12:13.600 --> 00:12:16.600]  一時靠埃及
[00:12:16.600 --> 00:12:18.600]  他背信棄義
[00:12:18.600 --> 00:12:20.600]  才提醒他們
[00:12:20.600 --> 00:12:21.600]  提醒做西帝家皇
[00:12:21.600 --> 00:12:23.600]  其實你投降吧
[00:12:23.600 --> 00:12:26.600]  投降國家就不用那麼慘了
[00:12:26.600 --> 00:12:29.600]  投降不一定代表失敗
[00:12:29.600 --> 00:12:32.600]  被攻打然後被擄掠
[00:12:32.600 --> 00:12:34.600]  才會損失慘重
[00:12:34.600 --> 00:12:39.600]  但西帝家皇不理耶利米的勸告
[00:12:39.600 --> 00:12:42.600]  不理約阿根的先例
[00:12:42.600 --> 00:12:43.600]  約阿根之前就是這樣
[00:12:43.600 --> 00:12:44.600]  一時靠左一時靠右
[00:12:44.600 --> 00:12:46.600]  背叛巴比倫
[00:12:46.600 --> 00:12:50.600]  現在西帝家又是這樣背叛巴比倫
[00:12:50.600 --> 00:12:52.600]  結果巴比倫大軍不滿
[00:12:52.600 --> 00:12:54.600]  你出賣我
[00:12:54.600 --> 00:12:57.600]  接著揮軍直入耶路撒冷
[00:12:57.600 --> 00:12:59.600]  攻陷他們
[00:12:59.600 --> 00:13:03.600]  西帝家不單背叛自己的百姓
[00:13:03.600 --> 00:13:04.600]  出爾反爾
[00:13:04.600 --> 00:13:09.600]  他也背叛他曾經承諾和他結盟的巴比倫
[00:13:09.600 --> 00:13:11.600]  其實之前也背叛埃及
[00:13:11.600 --> 00:13:13.600]  不斷做一些背叛的事
[00:13:13.600 --> 00:13:16.600]  所以西帝家他失職
[00:13:16.600 --> 00:13:21.600]  作者寫的時候用很諷刺的手法
[00:13:21.600 --> 00:13:24.600]  這個西帝家自稱為公義的皇
[00:13:24.600 --> 00:13:26.600]  但他所做的一點都不公義
[00:13:26.600 --> 00:13:32.600]  所以上帝要興起公義的苗裔
[00:13:32.600 --> 00:13:34.600]  興起一個公義的領袖
[00:13:34.600 --> 00:13:40.600]  是真真正正在世上以公平公義來治理百姓
[00:13:40.600 --> 00:13:44.600]  這位新的牧人是誰呢?
[00:13:44.600 --> 00:13:48.600]  神所興起公義的新領袖究竟是誰呢?
[00:13:48.600 --> 00:13:53.600]  很明顯經文告訴他是大衛的一個公義的苗裔
[00:13:53.600 --> 00:13:55.600]  公義的苗裔是什麼意思呢?
[00:13:55.600 --> 00:13:57.600]  這個人是指誰呢?
[00:13:57.600 --> 00:14:00.600]  公義的苗裔原來在他們的語言當中
[00:14:00.600 --> 00:14:04.600]  是在說合法的皇
[00:14:04.600 --> 00:14:08.600]  是來自大衛的才是合法
[00:14:08.600 --> 00:14:11.600]  因為上帝曾經應許大衛和他納約
[00:14:11.600 --> 00:14:16.600]  以後必不斷人坐在寶座上
[00:14:16.600 --> 00:14:22.600]  大衛的後裔要一個接一個來作尤大王
[00:14:22.600 --> 00:14:25.600]  不過22章屢次提及
[00:14:25.600 --> 00:14:27.600]  包括第2至第4至第30節
[00:14:27.600 --> 00:14:30.600]  約瓦根的皇位被廢除
[00:14:30.600 --> 00:14:36.600]  繼位的是由巴比倫委任的西底家族
[00:14:36.600 --> 00:14:39.600]  雖然是來自大衛
[00:14:39.600 --> 00:14:42.600]  不過其實他們不合法
[00:14:42.600 --> 00:14:43.600]  因為一個被廢
[00:14:43.600 --> 00:14:46.600]  一個是外邦人納的
[00:14:46.600 --> 00:14:50.600]  甚至是巴比倫背叛百姓
[00:14:50.600 --> 00:14:51.600]  所以都不合法
[00:14:51.600 --> 00:14:54.600]  甚至都沒有公義
[00:14:54.600 --> 00:14:57.600]  其實指的新領袖是誰呢?
[00:14:57.600 --> 00:14:59.600]  誰是合法的呢?
[00:14:59.600 --> 00:15:01.600]  誰又真是有公義的呢?
[00:15:01.600 --> 00:15:02.600]  有人在猜了
[00:15:02.600 --> 00:15:04.600]  究竟是所羅巴巴
[00:15:04.600 --> 00:15:10.600]  還是預言將來的尼塞亞耶穌基督呢?
[00:15:10.600 --> 00:15:12.600]  兩個都有可能
[00:15:12.600 --> 00:15:16.600]  撒加利亞書第6章12至13節
[00:15:16.600 --> 00:15:18.600]  我請弟兄姊妹跟我一起讀
[00:15:18.600 --> 00:15:20.600]  撒加利亞書第6章12至13節
[00:15:20.600 --> 00:15:21.600]  我們一起讀
[00:15:21.600 --> 00:15:22.600]  1、2、3
[00:15:22.600 --> 00:15:24.600]  萬君之耶和華如此說
[00:15:24.600 --> 00:15:28.600]  漢那那名稱為大衛苗睿的
[00:15:28.600 --> 00:15:31.600]  他要在本處長起來
[00:15:31.600 --> 00:15:36.600]  並要建造耶和華的殿
[00:15:36.600 --> 00:15:38.600]  並擔負尊榮
[00:15:38.600 --> 00:15:41.600]  坐在位上掌皇權
[00:15:41.600 --> 00:15:43.600]  又必在位上作祭司
[00:15:43.600 --> 00:15:47.600]  使兩職之間酬定和平
[00:15:47.600 --> 00:15:52.600]  撒加利亞早已經預言大衛的苗睿
[00:15:52.600 --> 00:16:00.600]  究竟是誰應驗預言的苗睿君王呢?
[00:16:00.600 --> 00:16:02.600]  為何有人指所羅巴巴呢?
[00:16:02.600 --> 00:16:07.600]  因為尼西米基以色列回歸時
[00:16:07.600 --> 00:16:09.600]  當時的領袖尼西米基
[00:16:09.600 --> 00:16:12.600]  以色列包括所羅巴巴
[00:16:12.600 --> 00:16:18.600]  有份帶領以色列人回歸故土重建聖殿
[00:16:18.600 --> 00:16:19.600]  這裡特別說
[00:16:19.600 --> 00:16:21.600]  他要重建聖殿
[00:16:21.600 --> 00:16:23.600]  誰重建聖殿呢?
[00:16:23.600 --> 00:16:24.600]  所羅巴巴
[00:16:24.600 --> 00:16:26.600]  是當時的領袖
[00:16:26.600 --> 00:16:29.600]  他並且兼擔祭司的職份
[00:16:29.600 --> 00:16:33.600]  所以說公義的苗睿就是所羅巴巴
[00:16:33.600 --> 00:16:34.600]  有人說
[00:16:34.600 --> 00:16:36.600]  耶穌基督才是公義的苗睿
[00:16:36.600 --> 00:16:38.600]  祂也是來自大衛的
[00:16:38.600 --> 00:16:40.600]  祂不單單來自大衛
[00:16:40.600 --> 00:16:43.600]  耶穌離世前早已向門徒說
[00:16:43.600 --> 00:16:44.600]  這個聖殿
[00:16:44.600 --> 00:16:45.600]  指著這個聖殿
[00:16:45.600 --> 00:16:46.600]  被毀
[00:16:46.600 --> 00:16:48.600]  其實三天後就要重建
[00:16:48.600 --> 00:16:49.600]  那些人很驚訝
[00:16:49.600 --> 00:16:52.600]  三天怎麼可能重建這個聖殿呢?
[00:16:52.600 --> 00:16:54.600]  耶穌說的是什麼呢?
[00:16:54.600 --> 00:16:55.600]  說的是祂
[00:16:55.600 --> 00:16:57.600]  死後三天復活
[00:16:57.600 --> 00:16:58.600]  還不在
[00:16:58.600 --> 00:16:59.600]  這裡說的是
[00:16:59.600 --> 00:17:00.600]  耶穌是一個君王
[00:17:00.600 --> 00:17:02.600]  耶穌並且是一個祭司
[00:17:02.600 --> 00:17:04.600]  是神與人之間的中寶
[00:17:04.600 --> 00:17:07.600]  所以說的是耶穌
[00:17:07.600 --> 00:17:09.600]  但其實我們再看下去
[00:17:09.600 --> 00:17:11.600]  無論祂指的是哪一個
[00:17:11.600 --> 00:17:13.600]  重要的是這個王
[00:17:13.600 --> 00:17:15.600]  或者這個新的領袖
[00:17:15.600 --> 00:17:18.600]  他用什麼來治理百姓
[00:17:18.600 --> 00:17:19.600]  經文強調
[00:17:19.600 --> 00:17:22.600]  他必掌王權
[00:17:22.600 --> 00:17:28.600]  他並且施行公平公義
[00:17:28.600 --> 00:17:32.600]  是他治理百姓的原則在哪裡
[00:17:32.600 --> 00:17:34.600]  這個才是重要
[00:17:34.600 --> 00:17:35.600]  什麼是公平
[00:17:35.600 --> 00:17:38.600]  什麼是公義呢?
[00:17:38.600 --> 00:17:39.600]  很多時候
[00:17:39.600 --> 00:17:41.600]  人會發現這個社會沒有公平
[00:17:41.600 --> 00:17:42.600]  沒有公義
[00:17:42.600 --> 00:17:44.600]  男女平等一點都不平等
[00:17:44.600 --> 00:17:46.600]  我們中堂回來做知事那些
[00:17:46.600 --> 00:17:47.600]  誰擔台擔椅子
[00:17:47.600 --> 00:17:48.600]  總是男的
[00:17:48.600 --> 00:17:50.600]  不會是女的
[00:17:50.600 --> 00:17:52.600]  因為男的比較健碩
[00:17:52.600 --> 00:17:53.600]  又說平等
[00:17:53.600 --> 00:17:54.600]  為什麼不一起做
[00:17:54.600 --> 00:17:56.600]  夫婦結了婚
[00:17:56.600 --> 00:17:58.600]  男女平等
[00:17:58.600 --> 00:17:59.600]  男的又上班
[00:17:59.600 --> 00:18:00.600]  女的又上班
[00:18:00.600 --> 00:18:03.600]  為什麼家務總是女的做多一點呢?
[00:18:03.600 --> 00:18:04.600]  可能現在反過來
[00:18:04.600 --> 00:18:05.600]  是男的做多一點
[00:18:05.600 --> 00:18:06.600]  我們教會
[00:18:06.600 --> 00:18:08.600]  弟兄做飯比較好
[00:18:08.600 --> 00:18:10.600]  所以煮飯經常都是他做
[00:18:10.600 --> 00:18:12.600]  為什麼又說平等呢?
[00:18:12.600 --> 00:18:15.600]  吃的東西
[00:18:15.600 --> 00:18:17.600]  男的吃多還是女的吃多呢?
[00:18:17.600 --> 00:18:18.600]  如果真是公平
[00:18:18.600 --> 00:18:19.600]  是不是男的吃一碗飯
[00:18:19.600 --> 00:18:20.600]  女的又吃一碗飯呢?
[00:18:20.600 --> 00:18:21.600]  發現不是
[00:18:21.600 --> 00:18:22.600]  買衣服
[00:18:22.600 --> 00:18:23.600]  男的是公平
[00:18:23.600 --> 00:18:24.600]  女的是公平
[00:18:24.600 --> 00:18:25.600]  女的又買多一點
[00:18:25.600 --> 00:18:27.600]  好像一點都不公平
[00:18:27.600 --> 00:18:28.600]  做婚前輔導
[00:18:28.600 --> 00:18:30.600]  預備結婚的弟兄姊妹就很害怕
[00:18:30.600 --> 00:18:31.600]  你看看
[00:18:31.600 --> 00:18:32.600]  他又買衣服
[00:18:32.600 --> 00:18:33.600]  他又買鞋
[00:18:33.600 --> 00:18:34.600]  又買手袋
[00:18:34.600 --> 00:18:35.600]  女的又會指控他
[00:18:35.600 --> 00:18:37.600]  你買一個相機
