
[00:00:00.000 --> 00:00:06.000]  我們先看看我們這一節的經文,都頗長的,不過我們先看看背景。
[00:02:18.000 --> 00:02:26.000]  因此比利拿要去苦待哈拿,又去諷刺她,使得哈拿很憤怒。
[00:02:26.000 --> 00:02:32.000]  以至哈拿經常哭不成聲,又吃不下飯。
[00:02:32.000 --> 00:02:35.000]  丈夫伊利加拿嘗試安慰她。
[00:02:35.000 --> 00:02:40.000]  伊利加拿說:「有我不比有十個兒子更好嗎?」
[00:02:40.000 --> 00:02:49.000]  意思是說:「就算你生了十個兒子,他們加在一起的愛,恐怕都比不上我給你的愛。」
[00:02:49.000 --> 00:02:58.000]  其實哈拿雖然有一位絕世好丈夫,但似乎這種安慰對於哈拿來說不是很大的用處。
[00:02:58.000 --> 00:03:03.000]  哈拿對自己的煩惱有話說不清,很懊惱。
[00:03:03.000 --> 00:03:07.000]  現代人一樣都會有不同的懊惱的地方。
[00:03:07.000 --> 00:03:15.000]  作為母親,有照顧兒女學業,又要打掃,又要做家務,這些是繁瑣的事情。
[00:03:15.000 --> 00:03:22.000]  在職人士,在工作上的壓力,又面對上司和下屬的關係。
[00:03:22.000 --> 00:03:27.000]  工作固然多,可能還要帶工作回家做。
[00:03:27.000 --> 00:03:33.000]  而且處理人事上的困難和問題都不少。
[00:03:33.000 --> 00:03:40.000]  長者有自己的煩惱,自己的健康問題有時會擔心,又怕有三高。
[00:03:40.000 --> 00:03:42.000]  每天都要檢查自己的情況。
[00:03:42.000 --> 00:03:47.000]  有時又沒有胃口,又睡不著,睡得不好。
[00:03:47.000 --> 00:03:51.000]  醒來又怕睡不著,有時還會周身骨痛。
[00:03:51.000 --> 00:03:56.000]  等等這些事情,大家都可能有自己各人不同的煩惱。
[00:03:56.000 --> 00:04:03.000]  其實,個人煩惱的事,可能講也講不清楚太多。
[00:04:03.000 --> 00:04:09.000]  我們又看看,Hala如何扭轉她現在的狀況,扭轉她自己的命運。
[00:04:09.000 --> 00:04:12.000]  我們有兩個重點要看一看。
[00:04:12.000 --> 00:04:15.000]  第一個重點是傾心的禱告。
[00:04:15.000 --> 00:04:20.000]  在第九至十八節,經文的場景,
[00:04:20.000 --> 00:04:29.000]  由伊利嘉娜的家裡,轉到傳放若桂會幕的門口。
[00:04:29.000 --> 00:04:32.000]  主角有Hala和祭司伊利。
[00:04:32.000 --> 00:04:36.000]  還有另一個主角,就是耶和華。
[00:04:36.000 --> 00:04:46.000]  在侍奴守節時期,Hala在主的殿很狠切地去禱告,向耶和華許願。
[00:04:46.000 --> 00:04:50.000]  她當時的心情,用了兩個字來形容。
[00:04:50.000 --> 00:04:55.000]  那兩個字就是,心裡受苦,痛痛哭泣。
[00:04:55.000 --> 00:05:00.000]  Hala在絕望之中,不斷地向耶和華求助。
[00:05:00.000 --> 00:05:03.000]  她不育的情況,已經是持續多年的事。
[00:05:03.000 --> 00:05:07.000]  所以她確信,如果一旦她有兒女的話,
[00:05:07.000 --> 00:05:11.000]  這一定是來自神的奇蹟的恩典。
[00:05:11.000 --> 00:05:16.000]  因此她發誓,她起誓說,若果神答應她的呼求,
[00:05:16.000 --> 00:05:21.000]  她一定要將這份珍貴的禮物,永遠地送還給神。
[00:05:21.000 --> 00:05:24.000]  她的願有這樣的承諾。
[00:05:24.000 --> 00:05:28.000]  她說:「我必使他終生歸給耶和華,
[00:05:28.000 --> 00:05:31.000]  不用剃頭都剃他的頭。」
[00:05:31.000 --> 00:05:37.000]  可以看到,Hala很狠切地去禱告,帶來許願。
[00:05:37.000 --> 00:05:42.000]  她的許願是不自私的,因為她要獻上自己的兒子。
[00:05:42.000 --> 00:05:47.000]  一旦她有兒子的話,這位兒子還要終生歸給上帝,
[00:05:47.000 --> 00:05:50.000]  並且要住在聖殿裡。
[00:05:50.000 --> 00:05:53.000]  我們看看第十二節。
[00:05:53.000 --> 00:05:59.000]  Hala不斷地禱告,不斷地祈禱,不知道祈禱了多久。
[00:05:59.000 --> 00:06:02.000]  她正正在心裡默契的時候,
[00:06:02.000 --> 00:06:07.000]  意裡注意到她的嘴唇動來動去,但又沒有發出聲音。
[00:06:07.000 --> 00:06:13.000]  她以為Hala學醉酒,喝醉了酒,便問她。
[00:06:13.000 --> 00:06:17.000]  這場景便開始了兩雙方的對話。
[00:06:17.000 --> 00:06:20.000]  祭司去問她。
[00:06:20.000 --> 00:06:27.000]  她問她:「Hala,你是不是喝醉酒?你喝醉酒到何時?」
[00:06:27.000 --> 00:06:29.000]  吩咐她不要再喝酒。
[00:06:29.000 --> 00:06:34.000]  在第十五節中,Hala開始對自己有自白。
[00:06:34.000 --> 00:06:37.000]  她說她沒有喝酒,她沒有醉酒。
[00:06:37.000 --> 00:06:42.000]  她描述自己是一個心裡受苦的婦人,
[00:06:42.000 --> 00:06:46.000]  只是在夜幻畫面前傾心吐義。
[00:06:46.000 --> 00:06:50.000]  她說她極度之受苦,而且被人氣,
[00:06:50.000 --> 00:06:54.000]  所以一直禱告到現在。
[00:06:54.000 --> 00:06:57.000]  Hala知道人的幫助是很有限的。
[00:06:57.000 --> 00:07:00.000]  她的丈夫安慰她也是有限的。
[00:07:00.000 --> 00:07:03.000]  唯有神才是人真正的出路。
[00:07:03.000 --> 00:07:09.000]  當Hala向意裡說明自己的情況後,
[00:07:09.000 --> 00:07:15.000]  意裡當時也掌握到Hala發生了什麼事,並且祝福她,
[00:07:15.000 --> 00:07:17.000]  叫她平平安安地回去。
[00:07:17.000 --> 00:07:20.000]  願神允許她所求的,都賜給她。
[00:07:20.000 --> 00:07:25.000]  這樣便讓Hala心裡獲得一種新的平安。
[00:07:25.000 --> 00:07:29.000]  意裡的回應印證了她知道,
[00:07:29.000 --> 00:07:33.000]  確信上帝已經聽她的禱告,
[00:07:33.000 --> 00:07:37.000]  並且了解到她的迫切祈禱。
[00:07:37.000 --> 00:07:41.000]  Hala不欲,比莉娜又嘲笑她,
[00:07:41.000 --> 00:07:45.000]  意裡加拿大又不能安慰她。
[00:07:45.000 --> 00:07:50.000]  意裡也誤會了Hala的醉酒,誤會了她的動機。
[00:07:50.000 --> 00:07:55.000]  但Hala沒有任意去順從自己的情緒。
[00:07:55.000 --> 00:08:00.000]  她沒有自怨自艾,也沒有去埋怨神,去怪責神。
[00:08:00.000 --> 00:08:06.000]  她沒有,也沒有去咒咒,嘲笑她的比莉娜。
[00:08:06.000 --> 00:08:12.000]  反而在第十一節,她稱自己為「使女」。
[00:08:12.000 --> 00:08:20.000]  在NAS,她稱自己為「Made Servant」,在和合本中翻譯為「婢女」。
[00:08:20.000 --> 00:08:26.000]  她仍然謙卑地為自己禱告,向神許願。
[00:08:26.000 --> 00:08:31.000]  謙卑地信服祈求神,去施上憐憫。
[00:08:31.000 --> 00:08:36.000]  Hala受深刻的痛苦,驅使她要持守,
[00:08:36.000 --> 00:08:43.000]  要她堅定和要頑強的信心,去狠切地禱告。
[00:08:43.000 --> 00:08:49.000]  第一,禱告其實牽涉到自己和神的關係。
[00:08:49.000 --> 00:08:53.000]  當我們傾心吐意地跟神說話的時候,
[00:08:53.000 --> 00:08:58.000]  我們就可以多一點了解到與神的連結,
[00:08:58.000 --> 00:09:01.000]  跟神建立一個親密的關係,
[00:09:01.000 --> 00:09:06.000]  更加容易安息在神的同在當中。
[00:09:06.000 --> 00:09:12.000]  在神面前,我們會密吐,會帶來很大的祝福。
[00:09:12.000 --> 00:09:15.000]  神有時亦會透過其他人一起去禱告,
[00:09:15.000 --> 00:09:20.000]  將確據和安慰帶給一些憂傷的人。
[00:09:20.000 --> 00:09:23.000]  如果我們屬靈領袖的話,
[00:09:23.000 --> 00:09:28.000]  就更加應該去敏銳別人需要的心,
[00:09:28.000 --> 00:09:33.000]  以及那些來尋求幫助的人一起去禱告。
[00:09:33.000 --> 00:09:38.000]  有時候我們打開我們的耳朵,聆聽的耳朵,
[00:09:38.000 --> 00:09:41.000]  用一句愛心的說話問候,
[00:09:41.000 --> 00:09:44.000]  或者我們有一個誠懇的禱告,
[00:09:44.000 --> 00:09:50.000]  就能夠讓人帶來一個很美好的釋放,
[00:09:50.000 --> 00:09:53.000]  解除了他們心裏面的那種鬱結。
[00:09:53.000 --> 00:09:58.000]  祈禱不單單是屬靈領袖,
[00:09:58.000 --> 00:10:01.000]  才是可以為肢體去服侍的。
[00:10:01.000 --> 00:10:08.000]  各位電影姐妹,其實我們都可以主動去關心身邊各位的肢體。
[00:10:08.000 --> 00:10:10.000]  另外我們更加知道,
[00:10:10.000 --> 00:10:14.000]  侍奉不單單是為肢體去服侍的,
[00:10:14.000 --> 00:10:18.000]  或者服侍是有關於教會裏面的事情,
[00:10:18.000 --> 00:10:22.000]  而是我們整個人的生命都是一個侍奉,
[00:10:22.000 --> 00:10:24.000]  不能夠分割的,
[00:10:24.000 --> 00:10:26.000]  即是不會只是主人,
[00:10:26.000 --> 00:10:28.000]  或者是回到小組的時候,
[00:10:28.000 --> 00:10:31.000]  才做一些屬靈的工作,屬靈的侍奉。
[00:10:31.000 --> 00:10:34.000]  其實在家庭裏面,我們對家人,
[00:10:34.000 --> 00:10:37.000]  對我們的配偶,都要有尊重,
[00:10:37.000 --> 00:10:40.000]  對父母親,要維繫一種和諧,
[00:10:40.000 --> 00:10:45.000]  一種和諧,快樂的家庭生活。
[00:10:45.000 --> 00:10:47.000]  特別今天是母親節,
[00:10:47.000 --> 00:10:50.000]  不論我們是別人的兒女,
[00:10:50.000 --> 00:10:53.000]  或者可能我們都是兒女的母親都好,
[00:10:53.000 --> 00:10:55.000]  真是一個很好的提醒。
[00:10:55.000 --> 00:10:59.000]  至於如果是公司在職的影姐妹,
[00:10:59.000 --> 00:11:01.000]  我們都是要做一個好的見證,
[00:11:01.000 --> 00:11:03.000]  要誠實,忠心地去工作,
[00:11:03.000 --> 00:11:07.000]  不參與一些講是講非的事情。
[00:11:07.000 --> 00:11:12.000]  生活上跟鄰居都要建立一個好的倫理關係,
[00:11:12.000 --> 00:11:15.000]  同時可以留意一下鄰居的需要,
[00:11:15.000 --> 00:11:20.000]  當有鄰居或者他們追求一個電梯的時候,
[00:11:20.000 --> 00:11:23.000]  就不要馬上按關門的按鈕,
[00:11:23.000 --> 00:11:25.000]  我們就等一等他們,
[00:11:25.000 --> 00:11:27.000]  按著開門,等他們一起進來,
[00:11:27.000 --> 00:11:29.000]  給他們一個微笑,對不對?
[00:11:29.000 --> 00:11:32.000]  在生活上,這些愛心的表現,
[00:11:32.000 --> 00:11:35.000]  都是一種的服侍。
[00:11:35.000 --> 00:11:41.000]  哈娜在私囊的地方,
[00:11:41.000 --> 00:11:43.000]  狠切地去禱告的時候,
[00:11:43.000 --> 00:11:46.000]  這件事其實有一個轉捩點,
[00:11:46.000 --> 00:11:48.000]  伊利給了她一個祝福,
[00:11:48.000 --> 00:11:50.000]  她就平復了她的心情,
[00:11:50.000 --> 00:11:52.000]  更加清楚地知道,
[00:11:52.000 --> 00:11:56.000]  父神明白了她的祈求,
[00:11:56.000 --> 00:11:59.000]  她不再需要其他的安慰。
[00:11:59.000 --> 00:12:00.000]  二十節那裡,
[00:12:00.000 --> 00:12:03.000]  她講到可以懷著一個信靠神的心,
[00:12:03.000 --> 00:12:06.000]  很輕快地,好像魚吃蟲符,
[00:12:06.000 --> 00:12:08.000]  很輕快地回到家裡,
[00:12:08.000 --> 00:12:10.000]  回到家裡之後就去吃飯,
[00:12:10.000 --> 00:12:14.000]  臉上不再帶愁容。
[00:12:14.000 --> 00:12:16.000]  相比起剛才我們看到,
[00:12:16.000 --> 00:12:18.000]  哈娜在第七節到第八節,
[00:12:18.000 --> 00:12:20.000]  她會愁眉苦臉,
[00:12:20.000 --> 00:12:22.000]  又吃不下飯,
[00:12:22.000 --> 00:12:24.000]  那個情況和現在,
[00:12:24.000 --> 00:12:27.000]  因為有上帝,有神的同在,
[00:12:27.000 --> 00:12:30.000]  她有這種充滿盼望的信心,
[00:12:30.000 --> 00:12:32.000]  形成一個很大的對比。
[00:12:32.000 --> 00:12:35.000]  雖然她現在的現況有沒有改變?
[00:12:35.000 --> 00:12:36.000]  沒有改變,
[00:12:36.000 --> 00:12:38.000]  沒有突然之間一下子改變,
[00:12:38.000 --> 00:12:40.000]  不過她已經從神那裡,
[00:12:40.000 --> 00:12:42.000]  找到一份平安,
[00:12:42.000 --> 00:12:47.000]  這份平安令她心裡很愉快。
[00:12:47.000 --> 00:12:49.000]  接下來我們就看第二個重點,
[00:12:49.000 --> 00:12:54.000]  就是還願的禱告。
[00:12:54.000 --> 00:12:55.000]  在第十九節那裡,
[00:12:55.000 --> 00:12:57.000]  哈娜和家人,
[00:12:57.000 --> 00:12:59.000]  包括以利加拿,
[00:12:59.000 --> 00:13:00.000]  一早起床,
[00:13:00.000 --> 00:13:02.000]  他們就一起敬拜,
[00:13:02.000 --> 00:13:03.000]  然後回到家裡,
[00:13:03.000 --> 00:13:07.000]  顯然哈娜的環境沒有改變,
[00:13:07.000 --> 00:13:08.000]  但是這樣,
[00:13:08.000 --> 00:13:11.000]  神眷顧哈娜,
[00:13:11.000 --> 00:13:12.000]  她聽她的,
[00:13:12.000 --> 00:13:13.000]  誰聽她的禱告,
[00:13:13.000 --> 00:13:15.000]  時候到了,
[00:13:15.000 --> 00:13:18.000]  哈娜確實是懷孕生子,
[00:13:18.000 --> 00:13:19.000]  生了殺母兒,
[00:13:19.000 --> 00:13:21.000]  這個名字代表說,
[00:13:21.000 --> 00:13:25.000]  「者是我從耶和華那裡求來的」,
[00:13:25.000 --> 00:13:26.000]  聽起來就好像說,
[00:13:26.000 --> 00:13:28.000]  被耶和華聽見,
[00:13:28.000 --> 00:13:31.000]  可以見到哈娜銘記神,
[00:13:31.000 --> 00:13:35.000]  誰聽她禱告那種心情。
[00:13:35.000 --> 00:13:38.000]  好了,得到了殺母兒之後,
[00:13:38.000 --> 00:13:39.000]  在第二十一節那裡,
[00:13:39.000 --> 00:13:43.000]  以利加拿全家又上侍羅鍋,
[00:13:43.000 --> 00:13:44.000]  向耶和華獻蓮祭,
[00:13:44.000 --> 00:13:47.000]  這個數常都是要這樣做的,
[00:13:47.000 --> 00:13:49.000]  並且是華所許的願,
[00:13:49.000 --> 00:13:51.000]  雖然哈娜接下來那幾年,
[00:13:51.000 --> 00:13:54.000]  並沒有跟著全家人慣常,
[00:13:54.000 --> 00:13:57.000]  這樣去上侍羅同神獻祭,
[00:13:57.000 --> 00:14:00.000]  或者帶殺母兒上去都沒有,
[00:14:00.000 --> 00:14:03.000]  哈娜這個舉動並不是說不感恩,
[00:14:03.000 --> 00:14:05.000]  也不是說不想還怨,
[00:14:05.000 --> 00:14:10.000]  她仍然想好好利用這段時間,
[00:14:10.000 --> 00:14:11.000]  預養她的孩子,
[00:14:11.000 --> 00:14:13.000]  當時預養期大概是三年,
[00:14:13.000 --> 00:14:15.000]  或者是更長的時間,
[00:14:15.000 --> 00:14:17.000]  她想利用這段時間,
[00:14:17.000 --> 00:14:19.000]  去教導殺母兒,
[00:14:19.000 --> 00:14:22.000]  要教導她要敬畏神。
[00:14:22.000 --> 00:14:25.000]  之後她就要讓她,
[00:14:25.000 --> 00:14:29.000]  讓殺母兒永遠留在會幕,
[00:14:29.000 --> 00:14:30.000]  侍奉耶和華。
[00:14:30.000 --> 00:14:33.000]  這個就是哈娜用行動,
[00:14:33.000 --> 00:14:35.000]  去還原這種方式,
[00:14:35.000 --> 00:14:36.000]  她仍然是謹慎,
[00:14:36.000 --> 00:14:40.000]  很認真地去看待自己的誓言。
[00:14:40.000 --> 00:14:44.000]  到了孩子斷奶了,
[00:14:44.000 --> 00:14:46.000]  哈娜就帶著殺母兒,
[00:14:46.000 --> 00:14:47.000]  上去侍羅,
[00:14:47.000 --> 00:14:49.000]  那裡耶和華的殿,
[00:14:49.000 --> 00:14:51.000]  並且按照心之符,
[00:14:51.000 --> 00:14:54.000]  是過條例所要求的,
[00:14:54.000 --> 00:14:56.000]  她帶著公牛,
[00:14:56.000 --> 00:15:00.000]  小麵和酒一起去這個園。
[00:15:00.000 --> 00:15:03.000]  25,26節,
[00:15:03.000 --> 00:15:05.000]  哈娜就帶著殺母兒,
[00:15:05.000 --> 00:15:07.000]  去到祭司面前,
[00:15:07.000 --> 00:15:10.000]  向以利確認自己的身份。
[00:15:10.000 --> 00:15:11.000]  告訴以利,
[00:15:11.000 --> 00:15:13.000]  她就是從前在,
[00:15:13.000 --> 00:15:15.000]  剛才我們看到9至18節,
[00:15:15.000 --> 00:15:17.000]  出現過的那位婦人,
[00:15:17.000 --> 00:15:20.000]  曾經與她對話的這位婦人。
[00:15:20.000 --> 00:15:22.000]  27節,
[00:15:22.000 --> 00:15:24.000]  哈娜對以利說,
[00:15:24.000 --> 00:15:27.000]  她說耶和華已經將她所求的,
[00:15:27.000 --> 00:15:28.000]  賜給她了。
[00:15:28.000 --> 00:15:30.000]  強調殺母兒,
[00:15:30.000 --> 00:15:32.000]  是耶和華賜給她,
[00:15:32.000 --> 00:15:33.000]  她求回來的。
[00:15:33.000 --> 00:15:36.000]  接著哈娜更加要宣告,
[00:15:36.000 --> 00:15:38.000]  她說要將這個孩子,
[00:15:38.000 --> 00:15:39.000]  獻給耶和華,
[00:15:39.000 --> 00:15:42.000]  使他終身歸給耶和華。
[00:15:42.000 --> 00:15:44.000]  真的很難得,
[00:15:44.000 --> 00:15:47.000]  哈娜並沒有將所求到的孩子,
[00:15:47.000 --> 00:15:48.000]  據為己有,
[00:15:48.000 --> 00:15:50.000]  要回饋給神,
[00:15:50.000 --> 00:15:52.000]  歸給耶和華所用。
[00:15:52.000 --> 00:15:55.000]  從而成就了神的計劃,
[00:15:55.000 --> 00:15:56.000]  大家都知道,
[00:15:56.000 --> 00:15:58.000]  殺母兒成為一代,
[00:15:58.000 --> 00:16:00.000]  神所興起的僕人。
[00:16:00.000 --> 00:16:02.000]  我們很多時候,
[00:16:02.000 --> 00:16:05.000]  狠切地為一些事禱告,
[00:16:05.000 --> 00:16:06.000]  但是禱告,
[00:16:06.000 --> 00:16:07.000]  夢誰聽之後,
[00:16:07.000 --> 00:16:10.000]  可能只是向神說一聲感謝,
[00:16:10.000 --> 00:16:11.000]  甚至不了了之,
[00:16:11.000 --> 00:16:12.000]  就好像,
[00:16:12.000 --> 00:16:15.000]  夢耶穌去醫治那10個,
[00:16:15.000 --> 00:16:18.000]  長大麻瘋的病人那裡,
[00:16:18.000 --> 00:16:20.000]  有9個都不懂得去感恩,
[00:16:20.000 --> 00:16:22.000]  但是只有一個,
[00:16:22.000 --> 00:16:24.000]  回來大聲地,
[00:16:24.000 --> 00:16:26.000]  歸榮耀給神。
[00:16:26.000 --> 00:16:28.000]  在這段經文裏面,
[00:16:28.000 --> 00:16:29.000]  我們都看到哈娜,
[00:16:29.000 --> 00:16:30.000]  她在禱告,
[00:16:30.000 --> 00:16:31.000]  夢神,
[00:16:31.000 --> 00:16:32.000]  誰聽之後,
[00:16:32.000 --> 00:16:35.000]  遵守了她所許的願,
[00:16:35.000 --> 00:16:38.000]  以無比的信心作出回應。
[00:16:38.000 --> 00:16:39.000]  後來,
[00:16:39.000 --> 00:16:41.000]  我們看看是怎樣的。
[00:16:41.000 --> 00:16:43.000]  耶和華很好,
[00:16:43.000 --> 00:16:46.000]  神賜給哈娜更多的兒女,
[00:16:46.000 --> 00:16:47.000]  在殺母二記上,
[00:16:47.000 --> 00:16:50.000]  以章二十一節去記述,
[00:16:50.000 --> 00:16:51.000]  祂說,
[00:16:51.000 --> 00:16:53.000]  耶和華眷顧哈娜,
[00:16:53.000 --> 00:16:54.000]  祂就說,
[00:16:54.000 --> 00:16:55.000]  人生了三個兒子,
[00:16:55.000 --> 00:16:57.000]  兩個女兒,
[00:16:57.000 --> 00:16:58.000]  孩子,
[00:16:58.000 --> 00:17:00.000]  殺母已在耶和華面前,
[00:17:00.000 --> 00:17:03.000]  漸漸長大。
[00:17:03.000 --> 00:17:05.000]  哈娜依靠耶和華,
[00:17:05.000 --> 00:17:07.000]  將沒有可能的,
[00:17:07.000 --> 00:17:08.000]  變成有可能。
[00:17:08.000 --> 00:17:09.000]  她在禱告裏面,
[00:17:09.000 --> 00:17:12.000]  不單止是向神求一個兒子,
[00:17:12.000 --> 00:17:15.000]  而且能夠獻一個孩子給神,
[00:17:15.000 --> 00:17:18.000]  去侍奉祂。
[00:17:18.000 --> 00:17:21.000]  哈娜將殺母二帶到聖殿,
[00:17:21.000 --> 00:17:23.000]  看來,
[00:17:23.000 --> 00:17:26.000]  這個獻祭是一個很大的喜樂,
[00:17:26.000 --> 00:17:30.000]  儘管不可以避免,
[00:17:30.000 --> 00:17:31.000]  他們離別,
[00:17:31.000 --> 00:17:33.000]  傷痛的情景。
[00:17:33.000 --> 00:17:34.000]  很多時候,
[00:17:34.000 --> 00:17:35.000]  基督徒父母親,
[00:17:35.000 --> 00:17:37.000]  他們禱告的時候,
[00:17:37.000 --> 00:17:39.000]  祈求神讓他們的孩子,
[00:17:39.000 --> 00:17:41.000]  可以為主所用。
[00:17:41.000 --> 00:17:43.000]  當他們禱告蒙英韻的時候,
[00:17:43.000 --> 00:17:45.000]  開心,快樂,痛苦,
[00:17:45.000 --> 00:17:47.000]  都會交集在一起。
[00:17:47.000 --> 00:17:50.000]  因為這個孩子所從事的,
[00:17:50.000 --> 00:17:51.000]  是這個世界上,
[00:17:51.000 --> 00:17:53.000]  屬靈增戰的工作。
[00:17:53.000 --> 00:17:56.000]  其實這個工作都危險的。
[00:17:56.000 --> 00:17:57.000]  以往,
[00:17:57.000 --> 00:17:59.000]  牧者都會教導我們,
[00:17:59.000 --> 00:18:02.000]  叫我們時時都為牧師,
[00:18:02.000 --> 00:18:03.000]  為傳道童工,
[00:18:03.000 --> 00:18:06.000]  為神的僕人去禱告,
[00:18:06.000 --> 00:18:08.000]  助孫教士。
[00:18:08.000 --> 00:18:10.000]  當時我都認為,
[00:18:10.000 --> 00:18:12.000]  他們已經是神的用人,
[00:18:12.000 --> 00:18:13.000]  比起我自己,
[00:18:13.000 --> 00:18:15.000]  當時只是一個信徒,
[00:18:15.000 --> 00:18:17.000]  他們應該會更加屬靈,
[00:18:17.000 --> 00:18:21.000]  更加遵守上帝的旨意而行。
[00:18:21.000 --> 00:18:23.000]  很少會犯錯,
[00:18:23.000 --> 00:18:26.000]  不用我們的信徒來幫他們代託。
[00:18:26.000 --> 00:18:28.000]  後來信主越來之後,
[00:18:28.000 --> 00:18:32.000]  才知道那惡者最喜歡攻擊,
[00:18:32.000 --> 00:18:34.000]  一些屬靈領袖,
[00:18:34.000 --> 00:18:36.000]  特別是教牧童工。
[00:18:36.000 --> 00:18:39.000]  因為只要他們犯錯,
[00:18:39.000 --> 00:18:42.000]  魔鬼便有機可乘,
[00:18:42.000 --> 00:18:44.000]  要叫更多人跌倒,
[00:18:44.000 --> 00:18:46.000]  甚至離開主耶穌。
[00:18:46.000 --> 00:18:49.000]  所以我們真的要多些為教會的童工,
[00:18:49.000 --> 00:18:51.000]  孫教士,
[00:18:51.000 --> 00:18:53.000]  和教會的領袖去禱告。
[00:18:53.000 --> 00:18:56.000]  現在我是一位傳道人,
[00:18:56.000 --> 00:19:00.000]  更加知道他們都是需要各位頂子媒的幫助,
[00:19:00.000 --> 00:19:02.000]  要守望他們的身體,
[00:19:02.000 --> 00:19:03.000]  我們的身體,
[00:19:03.000 --> 00:19:05.000]  情感,
[00:19:05.000 --> 00:19:06.000]  我們的情緒,
[00:19:06.000 --> 00:19:08.000]  我們的壓力,
[00:19:08.000 --> 00:19:10.000]  以及屬靈生命。
[00:19:10.000 --> 00:19:15.000]  昨天很高興我去了一個分享會,
[00:19:15.000 --> 00:19:18.000]  就是光皮牧師和艷圖師牧的分享會,
[00:19:18.000 --> 00:19:20.000]  當中他們也邀請我們各位頂子媒,
[00:19:20.000 --> 00:19:22.000]  為他們的身體,
[00:19:22.000 --> 00:19:26.000]  為他們在工場裏面的事情去禱告。
[00:19:26.000 --> 00:19:28.000]  我們真的需要多多,
[00:19:28.000 --> 00:19:31.000]  特別是為孫教士去禱告。
[00:19:31.000 --> 00:19:35.000]  他們兩位都有提到,
[00:19:35.000 --> 00:19:38.000]  有時候在工場裏面,
[00:19:38.000 --> 00:19:42.000]  最初的時候是比較孤單的,
[00:19:42.000 --> 00:19:44.000]  現在就會好一點了,
[00:19:44.000 --> 00:19:45.000]  因為現在有很多童工,
[00:19:45.000 --> 00:19:47.000]  更加知道現在我們有這麼多的頂子媒,
[00:19:47.000 --> 00:19:50.000]  都認識他們一對的孫教士,
[00:19:50.000 --> 00:19:54.000]  所以我們也要多些為孫教士去禱告。
[00:19:54.000 --> 00:19:59.000]  我們知道上帝是有最終的主權,
[00:19:59.000 --> 00:20:01.000]  他有自由而子義,
[00:20:01.000 --> 00:20:03.000]  但是在我初信的時候,
[00:20:03.000 --> 00:20:05.000]  我真的不明白,
[00:20:05.000 --> 00:20:08.000]  為甚麼仍然要藉著我這個微小的禱告,
[00:20:08.000 --> 00:20:11.000]  神才會去行事呢?
[00:20:11.000 --> 00:20:14.000]  就好像若娜,
[00:20:14.000 --> 00:20:17.000]  若娜違背了耶和華的旨意,
[00:20:17.000 --> 00:20:19.000]  坐船去到撻斯的地方,
[00:20:19.000 --> 00:20:21.000]  因為大風浪,
[00:20:21.000 --> 00:20:26.000]  船上的人將若娜拋到海裏面,
[00:20:26.000 --> 00:20:33.000]  耶和華安排一條大魚去吞了若娜,
[00:20:33.000 --> 00:20:38.000]  若娜在魚的肚裏面向耶和華禱告,
[00:20:38.000 --> 00:20:40.000]  在《若娜書》二章二節裏面說:
[00:20:40.000 --> 00:20:45.000]  「我遭遇患難求告耶和華,
