
[00:00:00.000 --> 00:00:03.500]  今天我們經文有幾節短短的經文
[00:03:52.660 --> 00:03:54.860]  必須要承受一些苦楚
[00:03:54.860 --> 00:03:57.460]  真正的彼此相愛
[00:03:57.460 --> 00:03:59.760]  是要付上代價
[00:03:59.760 --> 00:04:02.260]  真正的彼此相愛是要付上代價
[00:04:02.260 --> 00:04:04.260]  我相信弟兄姐妹也都
[00:04:04.260 --> 00:04:06.060]  很經歷過這件事
[00:04:06.060 --> 00:04:08.460]  愛並不簡單
[00:04:08.460 --> 00:04:11.860]  愛是需要我們付出
[00:04:11.860 --> 00:04:15.260]  很需要雙方一起去努力
[00:04:15.260 --> 00:04:16.860]  愛
[00:04:16.860 --> 00:04:18.060]  愛
[00:04:18.060 --> 00:04:18.960]  聖靈的果子
[00:04:18.960 --> 00:04:21.360]  第一個素質就是人愛
[00:04:21.360 --> 00:04:23.260]  人愛
[00:04:23.260 --> 00:04:24.460]  人愛在英文
[00:04:24.460 --> 00:04:26.160]  如果你看英文翻譯的聖經
[00:04:26.160 --> 00:04:26.860]  它會譯
[00:04:26.860 --> 00:04:27.560]  就這樣譯
[00:04:27.560 --> 00:04:28.360]  Love
[00:04:28.360 --> 00:04:30.960]  L-O-V-E Love
[00:04:30.960 --> 00:04:33.560]  但如果在希臘文原文的聖經
[00:04:33.560 --> 00:04:34.460]  Agape
[00:04:34.460 --> 00:04:36.960]  或者我們叫Agape
[00:04:36.960 --> 00:04:39.560]  A-G
[00:04:39.560 --> 00:04:42.560]  A-P-E差點看不到
[00:04:42.560 --> 00:04:44.160]  Agape
[00:04:44.160 --> 00:04:46.260]  Agape
[00:04:46.260 --> 00:04:48.460]  什麼是Agape的愛呢
[00:04:48.460 --> 00:04:51.960]  今天我們求主幫助我們去明白
[00:04:51.960 --> 00:04:54.860]  亦都願意去接受
[00:04:54.860 --> 00:04:57.960]  和活出這份Agape的愛
[00:04:57.960 --> 00:04:59.260]  Agape的愛
[00:04:59.260 --> 00:05:00.460]  所以第一點
[00:05:00.460 --> 00:05:03.260]  我們看看Agape的愛是什麼愛
[00:05:03.260 --> 00:05:04.760]  是什麼意思
[00:05:04.760 --> 00:05:07.460]  在約翰福音三章十六節我們一起讀
[00:05:07.460 --> 00:05:08.960]  神愛世人
[00:05:08.960 --> 00:05:12.460]  甚至將他的獨生子賜給他們
[00:05:12.460 --> 00:05:13.960]  叫一切信他的
[00:05:13.960 --> 00:05:15.160]  不致滅亡
[00:05:15.160 --> 00:05:16.360]  凡得永生
[00:05:16.360 --> 00:05:17.360]  說起愛
[00:05:17.360 --> 00:05:18.960]  愛
[00:05:18.960 --> 00:05:20.760]  就是愛
[00:05:20.760 --> 00:05:21.860]  愛多少呢
[00:05:21.860 --> 00:05:23.460]  出多少力呢
[00:05:23.460 --> 00:05:25.760]  這是其中一個我們會問的問題
[00:05:25.760 --> 00:05:27.660]  既然我們說愛的時候
[00:05:27.660 --> 00:05:29.860]  愛多少
[00:05:29.860 --> 00:05:32.660]  聖經裡面說我們盡力去愛
[00:05:32.660 --> 00:05:35.060]  盡力的愛神愛人
[00:05:35.060 --> 00:05:36.860]  就好像愛自己一樣
[00:05:36.860 --> 00:05:39.860]  甚至要犧牲自己、捨棄自己
[00:05:39.860 --> 00:05:40.660]  去愛
[00:05:40.660 --> 00:05:44.160]  就好像約翰福音三章十六節剛才讀的
[00:05:44.160 --> 00:05:46.260]  神愛世人
[00:05:46.260 --> 00:05:51.160]  甚至將他的獨生兒子賜給這些人
[00:05:51.160 --> 00:05:54.160]  其實我們背得多
[00:05:54.160 --> 00:05:56.260]  當我們再去想這段經文的時候
[00:05:56.260 --> 00:05:59.860]  你有沒有一絲絲的感動
[00:05:59.860 --> 00:06:02.160]  神是愛你
[00:06:02.160 --> 00:06:06.060]  甚至願意將他獨生的兒子耶穌基督給你
[00:06:06.060 --> 00:06:07.160]  為了你
[00:06:07.160 --> 00:06:14.160]  而來到這世界上受苦受死釘在十字架上
[00:06:14.160 --> 00:06:16.360]  你有沒有見過小朋友
[00:06:16.360 --> 00:06:19.560]  分享一些東西給其他小朋友
[00:06:19.560 --> 00:06:20.760]  有吧
[00:06:20.760 --> 00:06:23.860]  這也是做父母很想自己的子女學會分享的
[00:06:23.860 --> 00:06:26.060]  自小就教他們
[00:06:26.060 --> 00:06:29.660]  你分享一些糖果、玩具給其他小朋友
[00:06:29.660 --> 00:06:31.260]  是不是
[00:06:31.260 --> 00:06:32.660]  他們願意分享的時候
[00:06:32.660 --> 00:06:33.760]  你就會開心一點
[00:06:33.760 --> 00:06:38.760]  讓你兒子學會分享和其他人分享一些東西
[00:06:38.760 --> 00:06:40.560]  你有沒有見過你的兒子
[00:06:40.560 --> 00:06:42.260]  只有一顆糖果
[00:06:42.260 --> 00:06:47.760]  他拿自己唯一一顆糖果分享給其他小朋友
[00:06:47.760 --> 00:06:52.160]  他手上只有一件玩具
[00:06:52.160 --> 00:06:55.460]  他願不願意直接將玩具給其他人
[00:06:55.460 --> 00:07:00.460]  甚至送斷給其他人去玩呢
[00:07:00.460 --> 00:07:01.960]  很多時候我們教導他的時候
[00:07:01.960 --> 00:07:03.560]  比較容易教導的就是
[00:07:03.560 --> 00:07:05.860]  可能我們給他兩三顆糖果
[00:07:05.860 --> 00:07:07.560]  就叫他分享給其他人
[00:07:07.560 --> 00:07:10.060]  你自己留一顆分享給其他小朋友
[00:07:10.060 --> 00:07:11.660]  是不是
[00:07:11.660 --> 00:07:13.260]  你有沒有教導他呢
[00:07:13.260 --> 00:07:14.860]  兒子你有三顆糖果
[00:07:14.860 --> 00:07:16.060]  他們三個很想吃
[00:07:16.060 --> 00:07:19.360]  分享給他們吃吧
[00:07:19.360 --> 00:07:21.360]  反過來我們
[00:07:21.360 --> 00:07:23.360]  我們的人都是這樣
[00:07:23.360 --> 00:07:24.760]  很多時候我們願意
[00:07:24.760 --> 00:07:27.060]  我相信我們大家都很甘心
[00:07:27.060 --> 00:07:28.760]  很想分享一些愛
[00:07:28.760 --> 00:07:29.660]  分享一些東西
[00:07:29.660 --> 00:07:33.360]  我們擁有的東西和其他人分享
[00:07:33.360 --> 00:07:35.860]  但我們都是保留的
[00:07:35.860 --> 00:07:38.660]  最起碼我們保留自己的那一份
[00:07:38.660 --> 00:07:43.260]  或者我們保留我們最喜歡的一些東西
[00:07:43.260 --> 00:07:44.360]  可能將其他一些
[00:07:44.360 --> 00:07:46.360]  我們覺得可以分享出去的
[00:07:46.360 --> 00:07:48.960]  分享給其他人
[00:07:48.960 --> 00:07:51.960]  德蘭修女在她的書裡曾經說過
[00:07:51.960 --> 00:07:53.960]  服侍人
[00:07:53.960 --> 00:07:57.760]  犧牲自己犧牲到多少才夠
[00:07:57.760 --> 00:08:00.060]  犧牲到自己覺得
[00:08:00.060 --> 00:08:00.960]  有些肉赤
[00:08:00.960 --> 00:08:02.960]  有些心痛的感覺
[00:08:02.960 --> 00:08:06.060]  最起碼
[00:08:06.060 --> 00:08:07.860]  愛
[00:08:07.860 --> 00:08:10.660]  剛才說我們要愛多少出多少力
[00:08:10.660 --> 00:08:12.760]  第二件事我們說愛就是
[00:08:12.760 --> 00:08:14.760]  愛什麼
[00:08:14.760 --> 00:08:16.060]  愛誰
[00:08:16.060 --> 00:08:19.460]  不愛誰
[00:08:19.460 --> 00:08:20.560]  其實說真的
[00:08:20.560 --> 00:08:22.160]  說愛不難
[00:08:22.160 --> 00:08:23.760]  我們很容易去愛
[00:08:23.760 --> 00:08:26.360]  我們很願意為一些我們喜歡的人
[00:08:26.360 --> 00:08:27.660]  愛的人
[00:08:27.660 --> 00:08:29.460]  傾盡我們一切
[00:08:29.460 --> 00:08:32.560]  是不是
[00:08:32.560 --> 00:08:35.560]  又或者你很喜歡為你的一些心頭好
[00:08:35.560 --> 00:08:37.160]  傾盡你的一切
[00:08:37.160 --> 00:08:38.660]  很多人願意
[00:08:38.660 --> 00:08:40.160]  很多東西都不願意花錢
[00:08:40.160 --> 00:08:41.960]  一出iPhone新的型號
[00:08:41.960 --> 00:08:43.360]  他就多麼困難
[00:08:43.360 --> 00:08:46.760]  他都要他買那個新的型號
[00:08:46.760 --> 00:08:47.860]  為什麼
[00:08:47.860 --> 00:08:49.360]  因為他愛iPhone
[00:08:49.360 --> 00:08:53.560]  愛到一個他願意捨棄很多自己的東西
[00:08:53.560 --> 00:08:55.360]  你問我愛什麼
[00:08:55.360 --> 00:08:57.760]  我也很喜歡去旅行
[00:08:57.760 --> 00:09:00.560]  我寧願平時死省點錢
[00:09:00.560 --> 00:09:04.560]  盡第一鋪去旅行的時候就開心點
[00:09:04.560 --> 00:09:06.960]  愛
[00:09:06.960 --> 00:09:09.160]  很多時候我們會選擇
[00:09:09.160 --> 00:09:14.960]  愛什麼不愛什麼
[00:09:14.960 --> 00:09:17.460]  所以我們要懂得如何分辨
[00:09:17.460 --> 00:09:19.160]  如何去選擇
[00:09:19.160 --> 00:09:20.560]  今天我們作為基督徒
[00:09:20.560 --> 00:09:24.560]  我們要去愛什麼不愛什麼
[00:09:24.560 --> 00:09:27.560]  聖經裡面都教導我們
[00:09:27.560 --> 00:09:32.460]  如果我們愛馬門愛錢
[00:09:32.460 --> 00:09:34.960]  就愛神少一點
[00:09:34.960 --> 00:09:36.660]  侍奉少一點
[00:09:36.660 --> 00:09:38.960]  如果我們喜歡不好的東西
[00:09:38.960 --> 00:09:39.860]  不義的東西
[00:09:39.860 --> 00:09:42.560]  我們會愛少一點真理
[00:09:42.560 --> 00:09:46.960]  愛其實是一種選擇
[00:09:46.960 --> 00:09:49.560]  在希臘文聖經裡面的愛
[00:09:49.560 --> 00:09:51.960]  其實有幾種的意思
[00:09:51.960 --> 00:09:54.960]  希臘文聖經裡面有幾個不同的愛的字
[00:09:54.960 --> 00:09:56.160]  都是講愛
[00:09:56.160 --> 00:09:59.660]  但這幾個愛就包括有什麼不同
[00:09:59.660 --> 00:10:03.960]  有我們情慾上的一些愛
[00:10:03.960 --> 00:10:07.360]  有我們朋友之間友誼的愛
[00:10:07.360 --> 00:10:09.160]  親情的愛
[00:10:09.160 --> 00:10:13.560]  到最後阿加皮就是神對我們對人的愛
[00:10:13.560 --> 00:10:15.160]  神聖的愛
[00:10:15.160 --> 00:10:18.260]  聖經裡面多數提及的那個愛字
[00:10:18.260 --> 00:10:21.760]  可能我們看中文和英文翻譯就未必看到
[00:10:21.760 --> 00:10:24.260]  但是大多數聖經裡面用的愛字
[00:10:24.260 --> 00:10:26.160]  就是這個阿加皮的表達
[00:10:26.160 --> 00:10:29.360]  是神對人的愛
[00:10:29.360 --> 00:10:31.660]  阿加皮的愛
[00:10:31.660 --> 00:10:35.660]  是一個神無私的愛
[00:10:35.660 --> 00:10:37.260]  犧牲的愛
[00:10:37.260 --> 00:10:39.560]  主動的愛
[00:10:39.560 --> 00:10:42.660]  某個程度上是理智的愛
[00:10:42.660 --> 00:10:45.260]  不單止是情感上的表達
[00:10:45.260 --> 00:10:47.260]  為什麼這樣說
[00:10:47.260 --> 00:10:48.860]  特別是
[00:10:48.860 --> 00:10:52.060]  有時候你知道對方未必有這麼好的回應
[00:10:52.060 --> 00:10:54.260]  有時候你去愛他的時候
[00:10:54.260 --> 00:10:55.660]  他甚至沒有什麼回報
[00:10:55.660 --> 00:11:00.960]  甚至多謝也不會有一聲
[00:11:00.960 --> 00:11:04.160]  但理智上繼續堅持去愛
[00:11:04.160 --> 00:11:07.660]  甚至主動去愛這些人
[00:11:07.660 --> 00:11:12.560]  這就是阿加皮耶穌基督對我們的愛
[00:11:12.560 --> 00:11:13.760]  你想想在聖經裡面
[00:11:13.760 --> 00:11:18.360]  主耶穌基督明知自己要被出賣
[00:11:18.360 --> 00:11:20.960]  他仍然去愛那些門徒
[00:11:20.960 --> 00:11:23.660]  他知道自己快要死了
[00:11:23.660 --> 00:11:25.660]  他仍然在最後晚餐的時候
[00:11:25.660 --> 00:11:27.960]  為一群門徒洗腳
[00:11:27.960 --> 00:11:29.060]  樹立一個榜樣
[00:11:29.060 --> 00:11:31.560]  要彼此相愛彼此服侍
[00:11:31.560 --> 00:11:33.560]  他知道他快要死的時候
[00:11:33.560 --> 00:11:35.560]  他知道掛在十字架上的時候
[00:11:35.560 --> 00:11:36.660]  那些門徒很害怕
[00:11:36.660 --> 00:11:39.360]  四散甚至不認他
[00:11:39.360 --> 00:11:42.060]  但他仍然這樣去愛他們
[00:11:42.060 --> 00:11:45.160]  他知道世界上很多人很憎恨他
[00:11:45.160 --> 00:11:47.460]  但他仍然願意為這個世界的人
[00:11:47.460 --> 00:11:48.760]  走上十字架的路
[00:11:48.760 --> 00:11:51.560]  為世人死在十字架上
[00:11:51.560 --> 00:11:55.360]  這是耶穌基督的愛
[00:11:55.360 --> 00:11:58.360]  有兩首很經典的詩歌
[00:11:58.360 --> 00:11:59.360]  你們有沒有聽過
[00:11:59.360 --> 00:12:01.360]  第一首
[00:12:01.360 --> 00:12:05.560]  神聖主愛
[00:12:05.560 --> 00:12:06.760]  有沒有聽過
[00:12:06.760 --> 00:12:08.560]  神聖主愛超乎萬外
[00:12:08.560 --> 00:12:10.960]  天上喜樂降下來
[00:12:10.960 --> 00:12:12.760]  懇求屈尊居我心中
[00:12:12.760 --> 00:12:14.960]  你的恩賜臨我眾
[00:12:14.960 --> 00:12:18.260]  這是一首很傳統的
[00:12:18.260 --> 00:12:19.760]  神聖的純愛
[00:12:19.760 --> 00:12:24.160]  神的愛是超乎地上所有的愛
[00:12:24.160 --> 00:12:26.560]  第二首
[00:12:26.560 --> 00:12:27.760]  怎能如此
[00:12:27.760 --> 00:12:30.160]  這首更加普遍一點
[00:12:30.160 --> 00:12:33.760]  神就是這樣愛我們這個罪人
[00:12:33.760 --> 00:12:38.160]  我們都能夠靠主的保血得到救贖
[00:12:38.160 --> 00:12:39.760]  因我的罪過死去受苦
[00:12:39.760 --> 00:12:41.860]  因我的罪過去受死
[00:12:41.860 --> 00:12:44.860]  其義的愛怎能如此
[00:12:44.860 --> 00:12:48.760]  我主我神竟為我死
[00:12:48.760 --> 00:12:51.060]  這是什麼道理
[00:12:51.060 --> 00:12:53.360]  年輕人就會懂得唱另一首
[00:12:53.360 --> 00:12:55.560]  愛是不保留的
[00:12:55.560 --> 00:12:56.560]  不單止不保留
[00:12:56.560 --> 00:12:58.160]  這是什麼道理
[00:12:58.160 --> 00:13:03.160]  這是什麼的道理
[00:13:03.160 --> 00:13:05.360]  神竟然願意差敗祂的兒子
[00:13:05.360 --> 00:13:07.460]  為我們死在十字架上
[00:13:07.460 --> 00:13:08.860]  不是我們做得好好的時候
[00:13:08.860 --> 00:13:09.460]  祂就這樣做
[00:13:09.460 --> 00:13:11.260]  當我們很討厭人尊的時候
[00:13:11.260 --> 00:13:12.360]  我們做得不好的時候
[00:13:12.360 --> 00:13:14.760]  神就是這樣來愛我們
[00:13:14.760 --> 00:13:16.260]  你想想其實
[00:13:16.260 --> 00:13:18.760]  這份阿加皮的愛
[00:13:18.760 --> 00:13:22.260]  不是我們那麼容易去理解到的
[00:13:22.260 --> 00:13:24.860]  是超越了我們人所做的
[00:13:24.860 --> 00:13:26.660]  所想的
[00:13:26.660 --> 00:13:28.560]  是很難去想的
[00:13:28.560 --> 00:13:30.460]  但是今天在座當中
[00:13:30.460 --> 00:13:33.660]  你已經接受了這份愛的時候
[00:13:33.660 --> 00:13:35.160]  其實這是奇蹟
[00:13:35.160 --> 00:13:36.460]  有什麼可能
[00:13:36.460 --> 00:13:38.960]  我們靠人的常理
[00:13:38.960 --> 00:13:41.460]  沒有一份愛是這樣的
[00:13:41.460 --> 00:13:42.560]  我們想不通的
[00:13:42.560 --> 00:13:44.160]  接受不了的
[00:13:44.160 --> 00:13:45.660]  原來我們去接受這份愛
[00:13:45.660 --> 00:13:48.160]  都是聖靈在我們心裡面去工作
[00:13:48.160 --> 00:13:51.060]  我們能夠了解
[00:13:51.060 --> 00:13:53.860]  去接納神給我們的這份愛
[00:13:53.860 --> 00:13:54.960]  這份無條件
[00:13:54.960 --> 00:13:59.760]  這份是超越人間所有道理的愛
[00:13:59.760 --> 00:14:00.660]  我們能夠接受到
[00:14:00.660 --> 00:14:05.560]  是因為聖靈在我們心裡面去工作
[00:14:05.560 --> 00:14:07.560]  我們知道神的愛
[00:14:07.560 --> 00:14:10.260]  神聖的愛是這樣的愛
[00:14:10.260 --> 00:14:13.060]  但是另一條問題就是
[00:14:13.060 --> 00:14:15.160]  我都不是神
[00:14:15.160 --> 00:14:17.460]  我怎樣做到這份阿加皮的愛呢
[00:14:17.460 --> 00:14:19.060]  說明阿加皮是神聖的愛
[00:14:19.060 --> 00:14:21.660]  我怎樣做到呢
[00:14:21.660 --> 00:14:22.960]  愛
[00:14:22.960 --> 00:14:24.760]  真的有多少人像耶穌基督一樣
[00:14:24.760 --> 00:14:26.260]  可以做到
[00:14:26.260 --> 00:14:27.760]  那麼無私
[00:14:27.760 --> 00:14:29.560]  無怨
[00:14:29.560 --> 00:14:30.960]  無計較呢
[00:14:30.960 --> 00:14:32.960]  可能很多時候我們都做到很多
[00:14:32.960 --> 00:14:34.760]  很好的愛的行動
[00:14:34.760 --> 00:14:36.360]  有時候去到某個情況
[00:14:36.360 --> 00:14:38.060]  我們都會開始有些計較
[00:14:38.060 --> 00:14:42.160]  我們都開始有些埋怨
[00:14:42.160 --> 00:14:44.260]  有誰可以做到呢
[00:14:44.260 --> 00:14:46.260]  很困難很困難
[00:14:46.260 --> 00:14:48.460]  反過來剛才我介紹德蘭修女
[00:14:48.460 --> 00:14:50.760]  這個世界上有多少人像德蘭修女一樣
[00:14:50.760 --> 00:14:52.060]  奮不顧身
[00:14:52.060 --> 00:14:56.560]  去走出去服事不求回報呢
[00:14:56.560 --> 00:14:59.760]  網上有一個片段
[00:14:59.760 --> 00:15:03.960]  就是CCTV拍到有一個年輕女孩
[00:15:03.960 --> 00:15:07.860]  在街上看到一個黑衣跌倒
[00:15:07.860 --> 00:15:12.660]  她就走過去抱著扶著的黑衣站起來
[00:15:12.660 --> 00:15:16.660]  然後就走了
[00:15:16.660 --> 00:15:19.760]  是你你會不會做到呢
[00:15:19.760 --> 00:15:22.260]  是黑衣來的
[00:15:22.260 --> 00:15:24.260]  不是很光鮮那些
[00:15:24.260 --> 00:15:25.960]  九龍皇帝很漂亮
[00:15:25.960 --> 00:15:26.860]  很出名的那些黑衣
[00:15:26.860 --> 00:15:28.160]  普通的黑衣
[00:15:28.160 --> 00:15:31.060]  我小時候
[00:15:31.060 --> 00:15:34.260]  就有一個黑衣
[00:15:34.260 --> 00:15:35.660]  很特別的
[00:15:35.660 --> 00:15:37.960]  當然我沒有她的照片
[00:15:37.960 --> 00:15:39.260]  以前也沒有這樣拍照
[00:15:39.260 --> 00:15:43.060]  這個黑衣我叫她做一餅餅
[00:15:43.060 --> 00:15:47.960]  她經常在我家樓下附近的街市出現
[00:15:47.960 --> 00:15:49.460]  為什麼叫做一餅餅呢
[00:15:49.460 --> 00:15:51.160]  因為她的髮型
[00:15:51.160 --> 00:15:53.060]  她的頭髮已經不需要用定型水
[00:15:53.060 --> 00:15:54.260]  不需要用髮泥
[00:15:54.260 --> 00:15:55.960]  已經可以有一餅餅
[00:15:55.960 --> 00:15:58.460]  一塊一塊鋪出來的效果
[00:15:58.460 --> 00:16:02.260]  所以我們跟朋友聊天
[00:16:02.260 --> 00:16:04.260]  她就叫做一餅餅
[00:16:04.260 --> 00:16:07.260]  這個一餅餅在街市附近出現
[00:16:07.260 --> 00:16:08.660]  有一個特點
[00:16:08.660 --> 00:16:09.660]  她一出現的時候
[00:16:09.660 --> 00:16:12.460]  附近的人立刻
[00:16:12.460 --> 00:16:14.060]  不斷距離她很遠
[00:16:14.060 --> 00:16:15.960]  退走很遠的
[00:16:15.960 --> 00:16:18.360]  因為真的很臭很髒
[00:16:18.360 --> 00:16:19.660]  是不是
[00:16:19.660 --> 00:16:20.960]  有哪一個
[00:16:20.960 --> 00:16:24.260]  這麼願意主動去接觸她呢
[00:16:24.260 --> 00:16:25.060]  我們感謝主
[00:16:25.060 --> 00:16:27.260]  現在開始有很多群體
[00:16:27.260 --> 00:16:29.660]  專門接觸這些流浪者
[00:16:29.660 --> 00:16:30.960]  但是有多少人願意
[00:16:30.960 --> 00:16:34.460]  這樣去觸摸她
[00:16:34.460 --> 00:16:37.460]  帶她去沖乾淨的澡
[00:16:37.460 --> 00:16:40.060]  給她一頓飯吃呢
[00:16:40.060 --> 00:16:44.160]  你會不會呢
[00:16:44.160 --> 00:16:45.460]  不要說這些極端的事情
[00:16:45.460 --> 00:16:48.460]  說我們平時生活
[00:16:48.460 --> 00:16:51.660]  就算我們跟一般的人相處的時候
[00:16:51.660 --> 00:16:54.860]  可能我們不多不少都沒有什麼耐性
[00:16:54.860 --> 00:16:56.160]  有時候我們都忍不住
[00:16:56.160 --> 00:16:57.660]  特別是對某一些人
[00:16:57.660 --> 00:17:01.460]  性格或者表現有些奇特的人
[00:17:01.460 --> 00:17:02.860]  忍了她很久
[00:17:02.860 --> 00:17:03.660]  忍了她很久
[00:17:03.660 --> 00:17:05.060]  忍不住終於會揭穿她
[00:17:05.060 --> 00:17:06.360]  是不是
[00:17:06.360 --> 00:17:07.860]  又或者可能你會覺得
[00:17:07.860 --> 00:17:12.260]  哎呀
[00:17:12.260 --> 00:17:13.960]  我為她做一些事情
[00:17:13.960 --> 00:17:16.060]  我不期望她有什麼回報
[00:17:16.060 --> 00:17:17.660]  說聲謝謝也好
[00:17:17.660 --> 00:17:19.260]  謝謝也沒有
[00:17:19.260 --> 00:17:20.760]  有些人可能
[00:17:20.760 --> 00:17:22.260]  她得罪我
[00:17:22.260 --> 00:17:25.260]  我已經很大量的不追究她了
[00:17:25.260 --> 00:17:25.760]  不是吧
[00:17:25.760 --> 00:17:28.260]  還要來叫我包容她多些
[00:17:28.260 --> 00:17:29.060]  還要她愛多些
[00:17:29.060 --> 00:17:31.060]  為何要幫助她
[00:17:31.060 --> 00:17:34.260]  的確我們都是一個凡人
[00:17:34.260 --> 00:17:35.660]  我們自己都很難做到
[00:17:35.660 --> 00:17:38.860]  這個阿加皮神聖的愛
[00:17:38.860 --> 00:17:40.960]  但是你記不記得上一次我們說
[00:17:40.960 --> 00:17:48.460]  唯有神在我們生命當中工作
[00:17:48.460 --> 00:17:49.560]  剛才我們讀過的
[00:17:49.560 --> 00:17:50.660]  上一次有背過的
[00:17:50.660 --> 00:17:51.860]  我們再來一次好不好
