
[00:00:00.000 --> 00:00:03.140]  究竟主耶穌會什麼時候回來呢
[00:02:02.780 --> 00:02:03.980]  在這個《大災難》裡面
[00:02:03.980 --> 00:02:05.120]  我們基督徒怎麼樣呢?
[00:02:05.120 --> 00:02:07.700]  也有不同的神學思維就是說
[00:02:07.700 --> 00:02:09.780]  在災前那些基督徒
[00:02:09.780 --> 00:02:11.600]  就是眾戶著的時候就會被提走
[00:02:11.600 --> 00:02:13.600]  這個叫做災前被提
[00:02:13.600 --> 00:02:15.600]  有些就是三年半三年半
[00:02:15.600 --> 00:02:17.320]  根據《達爾里書》所說
[00:02:17.320 --> 00:02:19.480]  有些叫做災中被提的
[00:02:19.480 --> 00:02:21.320]  就是頭三年半
[00:02:21.320 --> 00:02:22.480]  那個災難是有的
[00:02:22.480 --> 00:02:23.920]  不過不是這麼嚴重
[00:02:23.920 --> 00:02:27.480]  而信徒就在中間這段時間被提走的
[00:02:27.480 --> 00:02:29.480]  有些就說七年的大災難
[00:02:29.480 --> 00:02:32.080]  最後信徒才被提的
[00:02:32.080 --> 00:02:34.120]  好了 大災難之後
[00:02:34.120 --> 00:02:36.520]  接著就要審判
[00:02:36.520 --> 00:02:39.360]  事實上我們知道這個世界
[00:02:39.360 --> 00:02:43.120]  不會永遠這樣陸續下去的
[00:02:43.120 --> 00:02:45.560]  每一樣東西都會有完結的
[00:02:45.560 --> 00:02:47.160]  譬如你就算住那間房子
[00:02:47.160 --> 00:02:51.400]  可能有一天經過可能幾十年
[00:02:51.400 --> 00:02:52.800]  或者一百年
[00:02:52.800 --> 00:02:55.120]  可能都會完結了
[00:02:55.120 --> 00:02:57.400]  舊的就拆掉
[00:02:57.400 --> 00:02:59.400]  新的就會建立起來
[00:02:59.400 --> 00:03:03.520]  我買了現在住的地方
[00:03:03.520 --> 00:03:05.920]  最後都買了一張餐桌
[00:03:05.920 --> 00:03:08.080]  這張餐桌對我來說都很貴的
[00:03:08.080 --> 00:03:10.240]  但是很實淨的
[00:03:10.240 --> 00:03:11.440]  上面才沒有說
[00:03:11.440 --> 00:03:13.760]  我死了這張餐桌都不會倒的
[00:03:13.760 --> 00:03:14.640]  真是很可憐
[00:03:14.640 --> 00:03:16.240]  就是它比我的長命
[00:03:16.240 --> 00:03:17.680]  但是無論怎麼樣
[00:03:17.680 --> 00:03:20.400]  每一樣東西都會有完結的
[00:03:20.400 --> 00:03:22.000]  但是我們都相信一樣很重要的
[00:03:22.000 --> 00:03:24.160]  就是惡人有一天
[00:03:24.160 --> 00:03:27.120]  他都會來面對這個審判
[00:03:27.120 --> 00:03:29.360]  事實上每一個人的生命有起點
[00:03:29.360 --> 00:03:31.920]  也都會有終結
[00:03:31.920 --> 00:03:34.520]  這個終結也是新的歷史起點
[00:03:34.520 --> 00:03:36.960]  就是新天新地被建造了
[00:03:36.960 --> 00:03:39.280]  神的角度被建立
[00:03:39.280 --> 00:03:41.280]  異居於其中
[00:03:41.280 --> 00:03:43.440]  這個是很重要的
[00:03:43.440 --> 00:03:45.280]  好了 我們就要探討一個問題
[00:03:45.280 --> 00:03:48.320]  那什麼時候主會回來呢
[00:03:48.320 --> 00:03:50.920]  事實上一個末日的時鐘
[00:03:50.920 --> 00:03:53.200]  就已經撥快了兩分鐘
[00:03:53.200 --> 00:03:55.040]  這一張的圖片
[00:03:55.040 --> 00:03:58.920]  是2007年的時候所出的
[00:03:58.920 --> 00:04:00.120]  但是如果你留意到
[00:04:00.120 --> 00:04:02.280]  再早兩年的時候
[00:04:02.280 --> 00:04:04.800]  末日時鐘又撥快了
[00:04:04.800 --> 00:04:06.920]  就是又撥快了一分鐘
[00:04:06.920 --> 00:04:09.120]  在這個時候他們就相信
[00:04:09.120 --> 00:04:12.360]  這個世界慢慢慢慢就會完結了
[00:04:12.360 --> 00:04:16.040]  那究竟主耶穌什麼時候回來呢
[00:04:16.040 --> 00:04:21.040]  剛才我們都看到萬物的結局近了
[00:04:21.040 --> 00:04:24.880]  但是彼得說這段話的時候
[00:04:24.880 --> 00:04:28.200]  距離現在已經二千多年了
[00:04:28.200 --> 00:04:31.400]  那究竟彼得有沒有說謊
[00:04:31.400 --> 00:04:34.760]  或者神的啟示有沒有落差呢
[00:04:34.760 --> 00:04:37.440]  那為什麼主還沒有回來呢
[00:04:37.440 --> 00:04:39.360]  如果我們留意到
[00:04:39.360 --> 00:04:41.920]  最主要就是因為神給了我們機會
[00:04:41.920 --> 00:04:44.240]  我們一起來看彼得後書
[00:04:44.240 --> 00:04:47.080]  第三章第八到第九節
[00:04:47.080 --> 00:04:48.920]  第三章第八到第九節
[00:04:48.920 --> 00:04:51.920]  好 我們請二汪同學讀出來好嗎
[00:04:51.920 --> 00:04:53.240]  「真愛的弟兄啊
[00:04:53.240 --> 00:04:55.760]  有一件事你們不可忘記
[00:04:55.760 --> 00:04:58.160]  就是主看一日如千年
[00:04:58.160 --> 00:04:59.680]  千年如一日
[00:04:59.680 --> 00:05:02.120]  主所應許的尚未成就
[00:05:02.120 --> 00:05:04.000]  有人以為他是擔言
[00:05:04.000 --> 00:05:05.560]  其實不是擔言
[00:05:05.560 --> 00:05:07.120]  乃是寬容你們
[00:05:07.120 --> 00:05:08.800]  不願有一人沉淪
[00:05:08.800 --> 00:05:11.560]  乃願人人都悔改」
[00:05:11.560 --> 00:05:14.320]  主要是說他還沒有回來
[00:05:14.320 --> 00:05:16.320]  我們很多時候都會想
[00:05:16.320 --> 00:05:18.320]  難道主說謊嗎
[00:05:18.320 --> 00:05:19.560]  絕對不會
[00:05:19.560 --> 00:05:21.680]  第一就是稍後我們會再探討
[00:05:21.680 --> 00:05:23.120]  神看的時間
[00:05:23.120 --> 00:05:25.200]  和我們看的時間是不同的
[00:05:25.200 --> 00:05:26.680]  主看一日如千年
[00:05:26.680 --> 00:05:28.080]  千年如一日
[00:05:28.080 --> 00:05:30.600]  我想中國人也有一句話
[00:05:30.600 --> 00:05:32.840]  山中荒七日
[00:05:32.840 --> 00:05:35.000]  世上幾千年
[00:05:35.000 --> 00:05:38.320]  也曾經不得不賣座的
[00:05:38.320 --> 00:05:39.840]  一套電影是譚炳文
[00:05:39.840 --> 00:05:41.080]  那時候是炳門
[00:05:41.080 --> 00:05:42.680]  和李香琴做的
[00:05:42.680 --> 00:05:44.880]  就是說他不知道去了哪些地方
[00:05:44.880 --> 00:05:46.680]  原來逗留了
[00:05:46.680 --> 00:05:48.600]  原來他再回去的時候
[00:05:48.600 --> 00:05:51.200]  「凡間」已經過了很多年了
[00:05:51.200 --> 00:05:53.360]  這個也是中國人所想的
[00:05:53.360 --> 00:05:55.360]  神的時間和我們的時間不同
[00:05:55.360 --> 00:05:57.840]  稍後我們會再探討這句話
[00:05:57.840 --> 00:05:59.600]  但最重要就是說
[00:05:59.600 --> 00:06:03.520]  有時候人們以為神的應許未成就
[00:06:03.520 --> 00:06:05.000]  以為他擔言
[00:06:05.000 --> 00:06:06.520]  其實不是擔言
[00:06:06.520 --> 00:06:08.680]  原來乃是寬容我們
[00:06:08.680 --> 00:06:12.080]  因為神願意人來沉淪
[00:06:12.080 --> 00:06:13.440]  是願意人悔改
[00:06:13.440 --> 00:06:15.600]  所以《馬丁風》24章
[00:06:15.600 --> 00:06:18.680]  當福音傳遍天下的時候
[00:06:18.680 --> 00:06:20.280]  「沒其財來道」
[00:06:20.280 --> 00:06:22.320]  是神願意人都聽到福音
[00:06:22.320 --> 00:06:23.400]  很簡單舉個例子
[00:06:23.400 --> 00:06:25.640]  我想如果做父母的
[00:06:25.640 --> 00:06:29.240]  做領導的
[00:06:29.240 --> 00:06:32.120]  你也會很聰明
[00:06:32.120 --> 00:06:34.040]  可能你的孩子
[00:06:34.040 --> 00:06:36.600]  你的下屬
[00:06:36.600 --> 00:06:41.560]  有時當做事吞幫求其其
[00:06:41.560 --> 00:06:42.760]  難道你不知道
[00:06:42.760 --> 00:06:43.960]  你知道的
[00:06:43.960 --> 00:06:47.080]  但很可能有時你不會馬上去解僱
[00:06:47.080 --> 00:06:48.640]  你是給他機會
[00:06:48.640 --> 00:06:51.160]  甚至希望他會有改變
[00:06:51.160 --> 00:06:52.000]  做父母的
[00:06:52.000 --> 00:06:54.560]  當孩子犯了錯的時候
[00:06:54.560 --> 00:06:57.960]  你是否馬上揭穿他呢
[00:06:57.960 --> 00:06:59.880]  有時你是給他機會
[00:06:59.880 --> 00:07:02.520]  我很記得當年我兒子
[00:07:02.520 --> 00:07:04.080]  中一還是中二
[00:07:04.080 --> 00:07:05.840]  讀書的時候
[00:07:05.840 --> 00:07:08.840]  有一次我幫他收拾桌子
[00:07:08.840 --> 00:07:11.120]  無意中發現了
[00:07:11.120 --> 00:07:13.160]  有一張試卷派了回來
[00:07:13.160 --> 00:07:15.400]  但是不合格的
[00:07:15.400 --> 00:07:18.400]  好 我沒有說話
[00:07:18.400 --> 00:07:19.600]  等他放學回來的時候
[00:07:19.600 --> 00:07:20.520]  我會說
[00:07:20.520 --> 00:07:21.920]  我找到這張試卷
[00:07:21.920 --> 00:07:23.200]  你不合格
[00:07:23.200 --> 00:07:24.520]  我就問兒子
[00:07:24.520 --> 00:07:27.360]  你上兩個星期不是說
[00:07:27.360 --> 00:07:29.920]  考試有一科的東西
[00:07:29.920 --> 00:07:31.280]  派了卷沒有
[00:07:31.280 --> 00:07:32.920]  他反應真的很快
[00:07:32.920 --> 00:07:34.400]  真是聰明
[00:07:34.400 --> 00:07:36.320]  哪有這麼快的 改卷
[00:07:36.320 --> 00:07:37.440]  很久了
[00:07:37.440 --> 00:07:39.400]  好 我忍你
[00:07:39.400 --> 00:07:41.400]  我不揭穿你
[00:07:41.400 --> 00:07:43.600]  等了一個多星期之後
[00:07:43.600 --> 00:07:44.600]  他又問
[00:07:44.600 --> 00:07:46.520]  上個星期你不是說要派卷嗎
[00:07:46.520 --> 00:07:48.320]  要遲一點的
[00:07:48.320 --> 00:07:49.040]  派了沒有
[00:07:49.040 --> 00:07:50.000]  對
[00:07:50.000 --> 00:07:50.840]  不知不覺一聲
[00:07:50.840 --> 00:07:52.000]  這麼多事情要做
[00:07:52.000 --> 00:07:53.160]  還沒有派
[00:07:53.160 --> 00:07:56.080]  好 我再忍你
[00:07:56.080 --> 00:07:56.920]  第三次
[00:07:56.920 --> 00:07:58.720]  你看 耶穌都是問三次
[00:07:58.720 --> 00:07:59.440]  你愛不愛我
[00:07:59.440 --> 00:08:01.000]  那是否可以給
[00:08:01.000 --> 00:08:03.160]  再過一個多星期
[00:08:03.160 --> 00:08:04.480]  我再問他
[00:08:04.480 --> 00:08:06.040]  他仍然在撐著
[00:08:06.040 --> 00:08:07.160]  我就生氣了
[00:08:07.160 --> 00:08:09.680]  我立刻在桌上
[00:08:09.680 --> 00:08:12.840]  在筆記裡找到那張試卷
[00:08:12.840 --> 00:08:15.280]  你這張是什麼
[00:08:15.280 --> 00:08:17.480]  他真的很厲害
[00:08:17.480 --> 00:08:18.320]  我都要回覆他
[00:08:18.320 --> 00:08:19.600]  他反應很快
[00:08:19.600 --> 00:08:21.200]  你為什麼找我的東西
[00:08:21.200 --> 00:08:22.160]  他不是認錯
[00:08:22.160 --> 00:08:24.520]  他問我為什麼找他的東西
[00:08:24.520 --> 00:08:26.880]  你知道現在新一代很厲害
[00:08:26.880 --> 00:08:29.000]  這是我的私隱權
[00:08:29.000 --> 00:08:29.840]  我多生氣
[00:08:29.840 --> 00:08:31.320]  後來就終於罰他
[00:08:31.320 --> 00:08:33.040]  怎樣罰他不說了
[00:08:33.040 --> 00:08:34.440]  總之就會罰
[00:08:34.440 --> 00:08:38.080]  為什麼要第三次才會揭穿呢
[00:08:38.080 --> 00:08:41.760]  就是給機會去悔改
[00:08:41.760 --> 00:08:44.720]  原來今天神一直給人機會
[00:08:44.720 --> 00:08:46.640]  你看回舊約聖經
[00:08:46.640 --> 00:08:48.600]  神應去亞伯拉罕
[00:08:48.600 --> 00:08:51.160]  祂的子孫會得到加南地
[00:08:51.160 --> 00:08:52.560]  但是如果你沒有忘記
[00:08:52.560 --> 00:08:55.080]  是要等第四代才可以進去
[00:08:55.080 --> 00:08:56.920]  要等超過四百年
[00:08:56.920 --> 00:08:59.040]  因為很清楚一句話就是
[00:08:59.040 --> 00:09:01.720]  他們的刑罰還沒有來
[00:09:01.720 --> 00:09:04.040]  就是神仍然是給他們機會
[00:09:04.040 --> 00:09:06.320]  未到惡貫滿盈的
[00:09:06.320 --> 00:09:08.240]  所以今天
[00:09:08.240 --> 00:09:10.600]  原來是神給我們機會
[00:09:10.600 --> 00:09:11.520]  第二方面
[00:09:11.520 --> 00:09:12.280]  主要回來的時候
[00:09:12.280 --> 00:09:14.200]  我們怎麼看時間呢
[00:09:14.200 --> 00:09:18.800]  今天我們人是以時分秒
[00:09:18.800 --> 00:09:20.320]  做計算單位的
[00:09:20.320 --> 00:09:22.600]  我們昨天過去了
[00:09:22.600 --> 00:09:25.000]  這就是人的計算方法
[00:09:25.000 --> 00:09:27.320]  但是不要忘記不同類型的
[00:09:27.320 --> 00:09:29.000]  就有不同的計算方法
[00:09:29.000 --> 00:09:30.640]  我是不熟悉的
[00:09:30.640 --> 00:09:32.600]  我相信在我們當中
[00:09:32.600 --> 00:09:35.120]  有很多愛護貓或者狗的人
[00:09:35.120 --> 00:09:37.960]  希望你不是貓奴或者狗奴
[00:09:37.960 --> 00:09:39.000]  好了
[00:09:39.000 --> 00:09:42.560]  原來貓的年齡或者狗的年齡
[00:09:42.560 --> 00:09:46.160]  不是等於我們人所計算的方法
[00:09:46.160 --> 00:09:47.880]  是一年有三百六十五天
[00:09:47.880 --> 00:09:49.640]  那就叫做一歲
[00:09:49.640 --> 00:09:51.600]  絕對不是這樣算的
[00:09:51.600 --> 00:09:53.000]  還有不要忘記
[00:09:53.000 --> 00:09:53.840]  好了
[00:09:53.840 --> 00:09:55.440]  剛才我們所看的
[00:09:55.440 --> 00:09:57.640]  神看千年如同一日
[00:09:57.640 --> 00:09:59.440]  一日如同千年
[00:09:59.440 --> 00:10:03.200]  神是超越了時間
[00:10:03.200 --> 00:10:04.960]  空間的限制
[00:10:04.960 --> 00:10:06.880]  是永恆的主要
[00:10:06.880 --> 00:10:08.600]  今天我們活在這個
[00:10:08.600 --> 00:10:12.680]  有昨日、今天、明日的時空裡面
[00:10:12.680 --> 00:10:15.240]  我們很難想像什麼叫做永恆的
[00:10:15.240 --> 00:10:17.040]  就是我想
[00:10:17.040 --> 00:10:18.160]  如果我們這樣去想
[00:10:18.160 --> 00:10:19.840]  將來天國是很慘的
[00:10:19.840 --> 00:10:21.120]  哇 永恆啊
[00:10:21.120 --> 00:10:23.280]  永遠都不會有完結的
[00:10:23.280 --> 00:10:24.040]  哇 很重要的
[00:10:24.040 --> 00:10:25.680]  我這樣唱歌就慘了
[00:10:25.680 --> 00:10:27.160]  但是其實在永恆裡面
[00:10:27.160 --> 00:10:29.480]  就不再給這些時間去規範
[00:10:29.480 --> 00:10:31.440]  所以從神看上來
[00:10:31.440 --> 00:10:34.120]  或許你覺得很遠
[00:10:34.120 --> 00:10:38.160]  但是可能在神眼中是很近的
[00:10:38.160 --> 00:10:38.960]  好了
[00:10:38.960 --> 00:10:41.640]  那什麼是煮回來的時間呢
[00:10:41.640 --> 00:10:43.840]  從神學來說
[00:10:43.840 --> 00:10:45.320]  其他
[00:10:45.320 --> 00:10:47.200]  快要聖誕節了
[00:10:47.200 --> 00:10:51.160]  當基督降世那一刻開始
[00:10:51.160 --> 00:10:55.200]  末日的時鐘就在倒數了
[00:10:55.200 --> 00:10:58.440]  正如很簡單的舉個例子
[00:10:58.440 --> 00:11:00.880]  當你一出生的時候
[00:11:00.880 --> 00:11:02.760]  那個鐘已經倒轉了
[00:11:02.760 --> 00:11:05.040]  你正在抹向死亡了 是不是
[00:11:05.040 --> 00:11:08.320]  我們每過一天就少一天了
[00:11:08.320 --> 00:11:10.840]  記得上個星期跟大家查經的時候
[00:11:10.840 --> 00:11:13.280]  我很大很大的感受
[00:11:13.280 --> 00:11:17.000]  就是你要好好的隨時做準備
[00:11:17.000 --> 00:11:20.000]  去面對別人對你的挑戰
[00:11:20.000 --> 00:11:24.680]  你要勁拳的去到你餘下的光陰
[00:11:24.680 --> 00:11:26.600]  不要介意這麼說
[00:11:26.600 --> 00:11:29.320]  今天參加我們聚會的人
[00:11:29.320 --> 00:11:31.880]  就是不同學是學非的那些少年人
[00:11:31.880 --> 00:11:33.760]  我們餘下的光陰
[00:11:33.760 --> 00:11:37.280]  一定是比我們已經活著的光陰
[00:11:37.280 --> 00:11:38.880]  是少很多的
[00:11:38.880 --> 00:11:41.880]  可能你只是四十多五十歲
[00:11:41.880 --> 00:11:44.360]  就是當你五十歲
[00:11:44.360 --> 00:11:48.160]  你會不會想像你還有多五十年的命
[00:11:48.160 --> 00:11:49.720]  可能你只有多四十年命
[00:11:49.720 --> 00:11:51.200]  九十歲左右
[00:11:51.200 --> 00:11:53.480]  所以我們餘下的光陰真的不少
[00:11:53.480 --> 00:11:54.280]  好了
[00:11:54.280 --> 00:11:57.200]  所以呢 什麼時候是「煮」回來呢
[00:11:57.200 --> 00:12:00.960]  就是當「煮」耶穌一出生的時候
[00:12:00.960 --> 00:12:03.200]  「煮」回來的日子已經近了
[00:12:03.200 --> 00:12:05.320]  或者再講遠一點
[00:12:05.320 --> 00:12:07.720]  就是當「煮」耶穌被釘十字架
[00:12:07.720 --> 00:12:09.040]  祂復活之後
[00:12:09.040 --> 00:12:10.120]  當祂升天的時候
[00:12:10.120 --> 00:12:13.440]  祂說我現在要怎麼被接上去
[00:12:13.440 --> 00:12:15.480]  但是將來我都要怎麼回來
[00:12:15.480 --> 00:12:17.000]  在那一刻裡面
[00:12:17.000 --> 00:12:20.800]  末日的時鐘就已經倒數了
[00:12:20.800 --> 00:12:22.800]  好了 那我們很實際的就問了
[00:12:22.800 --> 00:12:26.880]  那究竟什麼時候是「煮」回來呢
[00:12:26.880 --> 00:12:30.680]  如果你留意到聖經所重視的是什麼呢
[00:12:30.680 --> 00:12:35.120]  絕對不是「煮」耶穌回來的時間
[00:12:35.120 --> 00:12:39.280]  而是我們應該怎麼好好的準備「煮」回來
[00:12:39.280 --> 00:12:42.080]  還有「煮」回來的時候
[00:12:42.080 --> 00:12:43.680]  我們怎麼去面對它
[00:12:43.680 --> 00:12:45.960]  這個是聖經的重點
[00:12:45.960 --> 00:12:48.720]  雖然「煮」回來
[00:12:48.720 --> 00:12:52.760]  祂會說到有一些笑頭來出現
[00:12:52.760 --> 00:12:55.240]  但是這個也不是聖經的重點
[00:12:55.240 --> 00:12:58.720]  如果你留意末日的先兆
[00:12:58.720 --> 00:13:01.040]  最詳細的就是
[00:13:01.040 --> 00:13:03.320]  主耶穌自己親自講的
[00:13:03.320 --> 00:13:05.880]  就在《馬大福金》二十四章
[00:13:05.880 --> 00:13:09.280]  而保羅在提摩太後書第二章
[00:13:09.280 --> 00:13:12.640]  也有講到末世的處境是怎麼樣的
[00:13:12.640 --> 00:13:15.600]  但是仍然你要留意
[00:13:15.600 --> 00:13:19.200]  焦點不只是放在預兆那裡
[00:13:19.200 --> 00:13:21.240]  重點是放在我們信徒
[00:13:21.240 --> 00:13:24.200]  怎麼去面對主耶穌再回來
[00:13:24.200 --> 00:13:26.520]  怎麼來帶入去生活
[00:13:26.520 --> 00:13:29.640]  怎麼來帶入去準備好自己
[00:13:29.640 --> 00:13:33.040]  記住 聖經並不是滿足於
[00:13:33.040 --> 00:13:35.800]  我們那種好奇心之下而寫的
[00:13:35.800 --> 00:13:38.040]  主耶穌清楚地告訴我們
[00:13:38.040 --> 00:13:39.680]  祂什麼時候回來
[00:13:39.680 --> 00:13:43.080]  是不會有人來帶入去知道的
[00:13:43.080 --> 00:13:45.080]  我們一起來看《馬大福金》
[00:13:45.080 --> 00:13:48.440]  二十四章 第三十六節
[00:13:48.440 --> 00:13:50.520]  二十四章 三十六節
[00:13:50.520 --> 00:13:53.760]  那日子那時辰 沒有人知道
[00:13:53.760 --> 00:13:56.120]  連天上的使者也不知道
[00:13:56.120 --> 00:13:59.440]  子也不知道 唯獨父知道
[00:13:59.440 --> 00:14:02.640]  這裡很清楚地說主耶穌什麼時候回來
[00:14:02.640 --> 00:14:05.880]  他說到 他不知道
[00:14:05.880 --> 00:14:07.880]  神的使者都不知道
[00:14:07.880 --> 00:14:09.240]  甚至很奇怪地
[00:14:09.240 --> 00:14:11.480]  在耶穌基督那一刻裡面
[00:14:11.480 --> 00:14:13.040]  他都不知道
[00:14:13.040 --> 00:14:15.600]  因為那時候他仍然是以人
[00:14:15.600 --> 00:14:16.880]  子的身份
[00:14:16.880 --> 00:14:20.320]  以人的身份來活在這個世間
[00:14:20.320 --> 00:14:22.320]  所以在那一刻裡面
[00:14:22.320 --> 00:14:24.080]  他自己都不知道什麼時候回來
[00:14:24.080 --> 00:14:26.080]  唯獨父知道
[00:14:26.080 --> 00:14:29.080]  所以很多人會推測
[00:14:29.080 --> 00:14:31.280]  甚至那時香港有一間教會
[00:14:31.280 --> 00:14:33.080]  那個牧師也是姓梁的
[00:14:33.080 --> 00:14:36.080]  有些人都視他為異端
[00:14:36.080 --> 00:14:38.560]  又叫人喝一些特別的水
[00:14:38.560 --> 00:14:41.560]  他甚至說到 耶穌什麼時候回來
[00:14:41.560 --> 00:14:44.200]  就叫人買教會出他們的包包
[00:14:44.200 --> 00:14:46.280]  不是手袋那些
[00:14:46.280 --> 00:14:47.320]  他們有安全包
[00:14:47.320 --> 00:14:49.800]  又說要上大帽山
[00:14:49.800 --> 00:14:53.160]  曾經在台灣也有一個宗派
[00:14:53.160 --> 00:14:54.680]  說主耶穌會回來
[00:14:54.680 --> 00:14:57.680]  又是上山來迎接主
[00:14:57.680 --> 00:15:00.240]  如果有一個人告訴你
[00:15:00.240 --> 00:15:01.920]  哪年哪月哪一天
[00:15:01.920 --> 00:15:02.920]  就會耶穌回來
[00:15:02.920 --> 00:15:05.240]  你可以很清楚地跟他說
[00:15:05.240 --> 00:15:07.840]  你一定錯
[00:15:07.840 --> 00:15:09.200]  你雖然不會跟他說
[00:15:09.200 --> 00:15:11.360]  你說謊
[00:15:11.360 --> 00:15:14.040]  但你可以說你一定錯
[00:15:14.040 --> 00:15:15.760]  為什麼呢
[00:15:15.760 --> 00:15:19.400]  就算當你說對了那個日子
[00:15:19.400 --> 00:15:20.840]  主耶穌或我們的神
[00:15:20.840 --> 00:15:23.800]  也不會馬上讓耶穌回來
[00:15:23.800 --> 00:15:25.280]  因為說得很清楚
[00:15:25.280 --> 00:15:26.560]  沒有人知道
[00:15:26.560 --> 00:15:28.120]  怎麼可能被你說中
[00:15:28.120 --> 00:15:29.640]  被你說中的時候
[00:15:29.640 --> 00:15:32.440]  就是神的話語不准
[00:15:32.440 --> 00:15:34.560]  所以我們不需要猜測
[00:15:34.560 --> 00:15:36.640]  哪年哪月哪一天
[00:15:36.640 --> 00:15:39.640]  最重要就是我們很清楚地知道
[00:15:39.640 --> 00:15:43.600]  每過一天就是近處回來的自己人
[00:15:43.600 --> 00:15:45.000]  最重要就是我們要知道
[00:15:45.000 --> 00:15:47.600]  怎樣去迎接主
[00:15:47.600 --> 00:15:49.440]  我們怎樣去面對
[00:15:49.440 --> 00:15:51.440]  但是《馬德封》24章裡面
[00:15:51.440 --> 00:15:53.080]  有一個預兆
[00:15:53.080 --> 00:15:55.560]  還有在《咎約》裡面
[00:15:55.560 --> 00:15:58.320]  他說當你看到無花果發芒的時候
[00:15:58.320 --> 00:16:01.280]  你就知道日子就快要臨近了
[00:16:01.280 --> 00:16:07.040]  我想耶穌回來最大的預兆是什麼呢
[00:16:07.040 --> 00:16:11.200]  就是已經亡了各千多年的以色列
[00:16:11.200 --> 00:16:12.960]  是可以復國的
[00:16:12.960 --> 00:16:15.040]  大家知道以色列
[00:16:15.040 --> 00:16:18.360]  他們在公元586年
[00:16:18.360 --> 00:16:20.160]  公元前 你記住
[00:16:20.160 --> 00:16:22.800]  586年被巴比倫亡了
[00:16:22.800 --> 00:16:26.840]  但是巴比倫的國運是很短的
[00:16:26.840 --> 00:16:30.000]  接著被馬代波斯亡了
[00:16:30.000 --> 00:16:32.920]  而70年真的可以回歸了
