
[00:00:00.000 --> 00:00:08.100]  多謝主讓我們繼續這個門徒訓練和大致命的學習
[00:02:41.240 --> 00:02:43.240]  多謝主奇妙的恩典
[00:02:43.240 --> 00:02:45.240]  多謝主奇妙的恩典
[00:02:45.240 --> 00:02:47.240]  多謝主奇妙的恩典
[00:02:47.240 --> 00:02:49.240]  多謝主奇妙的恩典
[00:02:49.240 --> 00:02:51.240]  多謝主奇妙的恩典
[00:02:51.240 --> 00:02:53.240]  多謝主奇妙的恩典
[00:03:21.240 --> 00:03:23.240]  多謝主奇妙的恩典
[00:03:23.240 --> 00:03:25.240]  多謝主奇妙的恩典
[00:03:51.240 --> 00:03:53.240]  第二個浪漫的地方就是
[00:03:53.240 --> 00:03:55.240]  我們在戶外
[00:03:55.240 --> 00:03:57.240]  舉行到中間
[00:03:57.240 --> 00:03:59.240]  最重要的一部份
[00:03:59.240 --> 00:04:01.240]  是正式簽署
[00:04:01.240 --> 00:04:03.240]  婚書了 就開始下雨
[00:04:03.240 --> 00:04:07.240]  也不是很大雨 大雨就不浪漫了
[00:04:07.240 --> 00:04:09.240]  小小的雨
[00:04:09.240 --> 00:04:11.240]  但是我主持過
[00:04:11.240 --> 00:04:13.240]  可能
[00:04:13.240 --> 00:04:15.240]  五十多次的婚禮
[00:04:15.240 --> 00:04:17.240]  在我過去做牧師的生涯裏面
[00:04:17.240 --> 00:04:19.240]  是第一次
[00:04:19.240 --> 00:04:21.240]  這樣
[00:04:21.240 --> 00:04:23.240]  在戶外主持婚禮
[00:04:23.240 --> 00:04:25.240]  的時候下雨
[00:04:25.240 --> 00:04:27.240]  我也主持過幾次
[00:04:27.240 --> 00:04:29.240]  在戶外的婚禮
[00:04:29.240 --> 00:04:31.240]  很多人都喜歡去
[00:04:31.240 --> 00:04:33.240]  botanical garden
[00:04:33.240 --> 00:04:35.240]  有一次去
[00:04:35.240 --> 00:04:37.240]  observatory hill
[00:04:37.240 --> 00:04:39.240]  都是對著海 很浪漫
[00:04:39.240 --> 00:04:41.240]  但是
[00:04:41.240 --> 00:04:43.240]  中途下雨是第一次
[00:04:43.240 --> 00:04:45.240]  這麼浪漫 而且
[00:04:45.240 --> 00:04:47.240]  之前沒有下雨之後
[00:04:47.240 --> 00:04:49.240]  只是在簽署婚書的時候
[00:04:49.240 --> 00:04:51.240]  下雨
[00:04:51.240 --> 00:04:53.240]  所以那張婚書
[00:04:53.240 --> 00:04:55.240]  簽完之後是有水跡的
[00:04:55.240 --> 00:04:57.240]  我交給
[00:04:57.240 --> 00:04:59.240]  新郎新娘的時候
[00:04:59.240 --> 00:05:01.240]  我說是有水跡的
[00:05:01.240 --> 00:05:03.240]  他說不要緊
[00:05:03.240 --> 00:05:05.240]  表示人生是有風浪的
[00:05:05.240 --> 00:05:07.240]  非常正面
[00:05:07.240 --> 00:05:09.240]  很積極的
[00:05:09.240 --> 00:05:11.240]  一對弟兄姊妹
[00:05:11.240 --> 00:05:15.240]  這個婚禮還有另外一樣
[00:05:15.240 --> 00:05:17.240]  令我很深刻的印象
[00:05:17.240 --> 00:05:19.240]  就是
[00:05:19.240 --> 00:05:21.240]  在戶外的婚禮
[00:05:21.240 --> 00:05:23.240]  通常我們
[00:05:23.240 --> 00:05:25.240]  在所謂的訓練的講道
[00:05:25.240 --> 00:05:27.240]  是會濃縮很多的
[00:05:27.240 --> 00:05:29.240]  如果在戶內
[00:05:29.240 --> 00:05:31.240]  特別是在教會裏面
[00:05:31.240 --> 00:05:33.240]  有時都會講十五分鐘左右
[00:05:33.240 --> 00:05:35.240]  但是因為在戶外
[00:05:35.240 --> 00:05:39.240]  周圍很多的騷擾
[00:05:39.240 --> 00:05:41.240]  所以我講了五分鐘
[00:05:41.240 --> 00:05:43.240]  就已經講完了
[00:05:43.240 --> 00:05:45.240]  但是那五分鐘
[00:05:45.240 --> 00:05:47.240]  之前我就想
[00:05:47.240 --> 00:05:49.240]  只是五分鐘
[00:05:49.240 --> 00:05:51.240]  講什麼好呢
[00:05:51.240 --> 00:05:53.240]  不知道大家知不知道
[00:05:53.240 --> 00:05:55.240]  在我們在神學院
[00:05:55.240 --> 00:05:57.240]  學講道的時候
[00:05:57.240 --> 00:05:59.240]  我們知道一件事
[00:05:59.240 --> 00:06:01.240]  那篇道越短
[00:06:01.240 --> 00:06:03.240]  是越難講的
[00:06:03.240 --> 00:06:05.240]  你給我一個小時
[00:06:05.240 --> 00:06:07.240]  我是很容易將很多東西
[00:06:07.240 --> 00:06:09.240]  全部給你
[00:06:09.240 --> 00:06:11.240]  但是要濃縮它
[00:06:11.240 --> 00:06:13.240]  是最難的一件事
[00:06:13.240 --> 00:06:15.240]  那我想到
[00:06:15.240 --> 00:06:17.240]  新郎新娘的
[00:06:17.240 --> 00:06:19.240]  中文名
[00:06:19.240 --> 00:06:21.240]  平時都是叫英文名
[00:06:21.240 --> 00:06:23.240]  之前我都不知道她的中文名是什麼
[00:06:23.240 --> 00:06:27.240]  這位姊妹
[00:06:27.240 --> 00:06:29.240]  其實是我以前教會的
[00:06:29.240 --> 00:06:31.240]  她來叫我幫她主持婚禮
[00:06:31.240 --> 00:06:33.240]  我只知道她的英文名
[00:06:33.240 --> 00:06:35.240]  因為她去英文堂
[00:06:35.240 --> 00:06:37.240]  她把文件交給我
[00:06:37.240 --> 00:06:39.240]  看到新郎新娘的中文名
[00:06:41.240 --> 00:06:43.240]  是很特別的
[00:06:43.240 --> 00:06:45.240]  兩位的名字
[00:06:45.240 --> 00:06:47.240]  都有個「恩」字
[00:06:47.240 --> 00:06:49.240]  但是寫法不同
[00:06:49.240 --> 00:06:51.240]  同音都是個「恩」字
[00:06:51.240 --> 00:06:53.240]  我就用這個「恩」字
[00:06:53.240 --> 00:06:55.240]  來訓練他們兩位
[00:06:55.240 --> 00:06:57.240]  可能就是
[00:06:57.240 --> 00:06:59.240]  之前一直都在想
[00:06:59.240 --> 00:07:01.240]  這個「恩」字
[00:07:01.240 --> 00:07:03.240]  所以今天講道的時候
[00:07:03.240 --> 00:07:05.240]  又想起這個「恩」字
[00:07:05.240 --> 00:07:07.240]  我就跟他們說
[00:07:07.240 --> 00:07:09.240]  這個「恩」字
[00:07:09.240 --> 00:07:11.240]  可以是「恩情」
[00:07:11.240 --> 00:07:13.240]  有「恩情」之間
[00:07:13.240 --> 00:07:15.240]  有這種很特別的關係
[00:07:15.240 --> 00:07:17.240]  是非常之重要
[00:07:17.240 --> 00:07:19.240]  但是「恩情」還有一個意思
[00:07:19.240 --> 00:07:21.240]  我發覺
[00:07:21.240 --> 00:07:23.240]  好像有可能是我對你有「恩」
[00:07:23.240 --> 00:07:25.240]  當然有感情
[00:07:25.240 --> 00:07:27.240]  但是這個感情裏面
[00:07:27.240 --> 00:07:29.240]  我對你有「恩」
[00:07:29.240 --> 00:07:31.240]  所以你好像要報恩
[00:07:31.240 --> 00:07:33.240]  幫我做一些事
[00:07:33.240 --> 00:07:35.240]  都是很好的
[00:07:35.240 --> 00:07:37.240]  都是有一種「恩」
[00:07:37.240 --> 00:07:39.240]  然後我想
[00:07:39.240 --> 00:07:41.240]  這個「恩」在我們基督教的信仰裏面
[00:07:41.240 --> 00:07:43.240]  是一個「恩典」
[00:07:43.240 --> 00:07:45.240]  「恩典」就不是
[00:07:45.240 --> 00:07:47.240]  我對你有「恩」
[00:07:47.240 --> 00:07:49.240]  所以你要回報
[00:07:49.240 --> 00:07:51.240]  「恩典」是完完全全
[00:07:51.240 --> 00:07:53.240]  沒有條件的
[00:07:53.240 --> 00:07:55.240]  我們很明白
[00:07:55.240 --> 00:07:57.240]  什麼叫「恩典」
[00:07:57.240 --> 00:07:59.240]  所以主耶穌為我們在十字架上犧牲
[00:07:59.240 --> 00:08:01.240]  是「恩典」
[00:08:01.240 --> 00:08:03.240]  祂不是真的
[00:08:03.240 --> 00:08:05.240]  因為我們會回報
[00:08:05.240 --> 00:08:07.240]  什麼給祂
[00:08:07.240 --> 00:08:09.240]  所以祂給我們這個「恩典」
[00:08:09.240 --> 00:08:11.240]  所以三福傳福音的時候
[00:08:11.240 --> 00:08:13.240]  更加著重的是
[00:08:13.240 --> 00:08:15.240]  這個「恩典」就是
[00:08:15.240 --> 00:08:17.240]  一個你不配得
[00:08:17.240 --> 00:08:19.240]  也不用賺回來的禮物
[00:08:19.240 --> 00:08:21.240]  聽過三福
[00:08:21.240 --> 00:08:23.240]  或者做過三福的事工的弟兄姊妹
[00:08:23.240 --> 00:08:25.240]  會很記得這件事
[00:08:25.240 --> 00:08:27.240]  因為在
[00:08:27.240 --> 00:08:29.240]  正式講這個
[00:08:29.240 --> 00:08:31.240]  福音內容的時候
[00:08:31.240 --> 00:08:33.240]  一開始就要講禮物
[00:08:33.240 --> 00:08:35.240]  我有一份禮物
[00:08:35.240 --> 00:08:37.240]  要送給你
[00:08:37.240 --> 00:08:39.240]  「恩典」
[00:08:39.240 --> 00:08:41.240]  所以我就勉勵這兩位新人
[00:08:41.240 --> 00:08:43.240]  就是
[00:08:43.240 --> 00:08:45.240]  你不要結了婚之後
[00:08:45.240 --> 00:08:47.240]  你覺得我比你好
[00:08:47.240 --> 00:08:49.240]  我做家務做得比你多
[00:08:49.240 --> 00:08:51.240]  所以我對你有「恩」
[00:08:51.240 --> 00:08:53.240]  無論你做什麼都好
[00:08:53.240 --> 00:08:55.240]  都要想的是
[00:08:55.240 --> 00:08:57.240]  好像主耶穌的「恩典」一樣
[00:08:57.240 --> 00:08:59.240]  是無條件的
[00:08:59.240 --> 00:09:01.240]  送出來的
[00:09:01.240 --> 00:09:03.240]  是期望有回報的
[00:09:03.240 --> 00:09:05.240]  當然我們作為耶穌的門徒
[00:09:05.240 --> 00:09:07.240]  我們知道因為祂給我們
[00:09:07.240 --> 00:09:09.240]  這麼大的「恩典」
[00:09:09.240 --> 00:09:11.240]  所以很自然
[00:09:11.240 --> 00:09:13.240]  從心底裡
[00:09:13.240 --> 00:09:15.240]  我就會想做一些事
[00:09:15.240 --> 00:09:17.240]  回報祂
[00:09:17.240 --> 00:09:19.240]  但是我們無論做什麼都好
[00:09:19.240 --> 00:09:21.240]  都一定沒有辦法
[00:09:21.240 --> 00:09:23.240]  跟祂給我們的「恩典」
[00:09:23.240 --> 00:09:25.240]  是相稱
[00:09:25.240 --> 00:09:27.240]  來回報的
[00:09:27.240 --> 00:09:29.240]  我們仍然都是
[00:09:29.240 --> 00:09:31.240]  因為耶穌這麼愛我們
[00:09:31.240 --> 00:09:33.240]  所以我們都會有回應祂
[00:09:33.240 --> 00:09:35.240]  但是
[00:09:35.240 --> 00:09:37.240]  更重要的是
[00:09:37.240 --> 00:09:39.240]  「恩典」
[00:09:39.240 --> 00:09:41.240]  也都在
[00:09:41.240 --> 00:09:43.240]  這樣的思維
[00:09:43.240 --> 00:09:45.240]  這個所謂的
[00:09:45.240 --> 00:09:47.240]  大框架裡面
[00:09:47.240 --> 00:09:49.240]  我們就思想
[00:09:49.240 --> 00:09:51.240]  這個門徒的訓練
[00:09:51.240 --> 00:09:53.240]  門徒的成長
[00:09:53.240 --> 00:09:55.240]  和主耶穌給我們的大使命
[00:09:55.240 --> 00:09:57.240]  這個大使命
[00:09:57.240 --> 00:09:59.240]  是不是耶穌一早說
[00:09:59.240 --> 00:10:01.240]  我現在為你
[00:10:01.240 --> 00:10:03.240]  在十字架上犧牲
[00:10:03.240 --> 00:10:05.240]  所以你先要
[00:10:05.240 --> 00:10:07.240]  簽約
[00:10:07.240 --> 00:10:09.240]  告訴我你答應
[00:10:09.240 --> 00:10:11.240]  你會履行
[00:10:11.240 --> 00:10:13.240]  這個大使命
[00:10:13.240 --> 00:10:15.240]  去傳福音
[00:10:15.240 --> 00:10:17.240]  去建立信徒
[00:10:17.240 --> 00:10:19.240]  去建立教會
[00:10:19.240 --> 00:10:21.240]  你簽好約了
[00:10:21.240 --> 00:10:23.240]  於是我肯為你死
[00:10:23.240 --> 00:10:25.240]  這個不是
[00:10:25.240 --> 00:10:27.240]  我們很明白
[00:10:27.240 --> 00:10:29.240]  從來都不是
[00:10:29.240 --> 00:10:31.240]  所以仍然是一個恩典
[00:10:31.240 --> 00:10:33.240]  我們之所以要履行
[00:10:33.240 --> 00:10:35.240]  耶穌給我們的大使命
[00:10:35.240 --> 00:10:37.240]  我們之所以
[00:10:37.240 --> 00:10:39.240]  有不同的行動
[00:10:39.240 --> 00:10:41.240]  去侍奉我們的神
[00:10:41.240 --> 00:10:43.240]  我們的主
[00:10:43.240 --> 00:10:45.240]  完全是因為
[00:10:45.240 --> 00:10:47.240]  祂的愛感動了你的心
[00:10:47.240 --> 00:10:49.240]  是祂的恩典感動了你的心
[00:10:49.240 --> 00:10:51.240]  不是一個交換
[00:10:51.240 --> 00:10:53.240]  不是你做這件事
[00:10:53.240 --> 00:10:55.240]  賺到祂的救恩
[00:10:55.240 --> 00:10:57.240]  不是一個簽約儀式
[00:10:57.240 --> 00:10:59.240]  雖然的確我們之間
[00:10:59.240 --> 00:11:01.240]  有一種和神之間
[00:11:01.240 --> 00:11:03.240]  有一種很特別的約
[00:11:03.240 --> 00:11:05.240]  一個很特別的約
[00:11:05.240 --> 00:11:07.240]  不同我們一般
[00:11:07.240 --> 00:11:09.240]  那一種的簽約
[00:11:09.240 --> 00:11:11.240]  你給我什麼我幫你做什麼
[00:11:11.240 --> 00:11:13.240]  那種交換
[00:11:13.240 --> 00:11:15.240]  就是在這種
[00:11:15.240 --> 00:11:17.240]  恩典裏面
[00:11:17.240 --> 00:11:19.240]  我們去履行
[00:11:19.240 --> 00:11:21.240]  主耶穌給我們的大使命
[00:11:21.240 --> 00:11:23.240]  就是在這種
[00:11:23.240 --> 00:11:25.240]  恩典裏面
[00:11:25.240 --> 00:11:27.240]  我們每天和主耶穌
[00:11:27.240 --> 00:11:29.240]  去繼續培養
[00:11:29.240 --> 00:11:31.240]  我們和祂之間的愛
[00:11:31.240 --> 00:11:33.240]  和關係
[00:11:33.240 --> 00:11:35.240]  就是在這種恩典裏面
[00:11:35.240 --> 00:11:37.240]  我們時時聚在一起
[00:11:37.240 --> 00:11:39.240]  來敬拜
[00:11:39.240 --> 00:11:41.240]  或者我們
[00:11:41.240 --> 00:11:43.240]  自己個人的時候
[00:11:43.240 --> 00:11:45.240]  都會敬拜
[00:11:45.240 --> 00:11:47.240]  所以上一個月
[00:11:47.240 --> 00:11:49.240]  在我的講道裏面
[00:11:49.240 --> 00:11:51.240]  大家重溫一句
[00:11:51.240 --> 00:11:53.240]  就是
[00:11:53.240 --> 00:11:55.240]  我就很想給大家
[00:11:55.240 --> 00:11:57.240]  更深入的體會
[00:11:57.240 --> 00:11:59.240]  我們的神是一位
[00:11:59.240 --> 00:12:01.240]  多麼偉大超越的神
[00:12:01.240 --> 00:12:03.240]  但是同時
[00:12:03.240 --> 00:12:05.240]  祂是一位內住
[00:12:05.240 --> 00:12:07.240]  在我們生命裏面的神
[00:12:07.240 --> 00:12:09.240]  是一位很大的神
[00:12:09.240 --> 00:12:11.240]  又可以
[00:12:11.240 --> 00:12:13.240]  細小到很個別
[00:12:13.240 --> 00:12:15.240]  關注我們
[00:12:15.240 --> 00:12:17.240]  每一個人的生命
[00:12:17.240 --> 00:12:19.240]  甚至住在我們的生命裏面
[00:12:19.240 --> 00:12:23.240]  一位這樣奇妙的神
[00:12:23.240 --> 00:12:25.240]  今天我們
[00:12:25.240 --> 00:12:27.240]  繼續在這裏再看的時候
[00:12:27.240 --> 00:12:29.240]  更加要看到的就是
[00:12:29.240 --> 00:12:31.240]  神給我們的救恩
[00:12:31.240 --> 00:12:33.240]  完全是恩典
[00:12:33.240 --> 00:12:35.240]  不是我們稱讚的
[00:12:35.240 --> 00:12:37.240]  我們接著要侍奉祂
[00:12:37.240 --> 00:12:39.240]  不是和祂交換
[00:12:39.240 --> 00:12:41.240]  所以要做的
[00:12:41.240 --> 00:12:45.240]  這個世界上
[00:12:45.240 --> 00:12:47.240]  其他的宗教
[00:12:47.240 --> 00:12:49.240]  是人造出來的
[00:12:49.240 --> 00:12:51.240]  人為的宗教
[00:12:51.240 --> 00:12:53.240]  所以用了很多人
[00:12:53.240 --> 00:12:55.240]  去思考的方法
[00:12:55.240 --> 00:12:57.240]  大家都知道
[00:12:57.240 --> 00:12:59.240]  關公是誰
[00:12:59.240 --> 00:13:01.240]  關公是一位
[00:13:01.240 --> 00:13:03.240]  三國時代的
[00:13:03.240 --> 00:13:05.240]  大將軍
[00:13:05.240 --> 00:13:07.240]  非常之打得
[00:13:07.240 --> 00:13:09.240]  以一敵百
[00:13:09.240 --> 00:13:11.240]  因為他這麼好打
[00:13:11.240 --> 00:13:13.240]  所以很多人崇拜他
[00:13:13.240 --> 00:13:15.240]  還有當然
[00:13:15.240 --> 00:13:17.240]  崇拜他另外一件事
[00:13:17.240 --> 00:13:19.240]  就是因為
[00:13:19.240 --> 00:13:21.240]  他很有義氣
[00:13:21.240 --> 00:13:23.240]  義逼雲天
[00:13:23.240 --> 00:13:25.240]  所以
[00:13:25.240 --> 00:13:27.240]  有兩種人
[00:13:27.240 --> 00:13:29.240]  特別崇拜他
[00:13:29.240 --> 00:13:33.240]  一種人
[00:13:33.240 --> 00:13:35.240]  就是警察
[00:13:35.240 --> 00:13:37.240]  在那些警署裏面
[00:13:37.240 --> 00:13:39.240]  當然有關公的位置
[00:13:39.240 --> 00:13:41.240]  去捉賊之前
[00:13:41.240 --> 00:13:43.240]  就要上香
[00:13:43.240 --> 00:13:45.240]  拜祂
[00:13:45.240 --> 00:13:47.240]  關公保佑我們
[00:13:47.240 --> 00:13:49.240]  去捉賊成功
[00:13:49.240 --> 00:13:51.240]  而且我們這一班
[00:13:51.240 --> 00:13:53.240]  的夥計
[00:13:53.240 --> 00:13:55.240]  沒有任何的損傷
[00:13:55.240 --> 00:13:57.240]  於是
[00:13:57.240 --> 00:13:59.240]  出發
[00:13:59.240 --> 00:14:01.240]  因為他們知道那一班大賊
[00:14:01.240 --> 00:14:03.240]  在那裏預備打劫
[00:14:03.240 --> 00:14:05.240]  或者在那裏
[00:14:05.240 --> 00:14:07.240]  毒品交易
[00:14:07.240 --> 00:14:09.240]  另外一方面
[00:14:09.240 --> 00:14:11.240]  大家看電影都看過
[00:14:11.240 --> 00:14:13.240]  那一班大賊
[00:14:13.240 --> 00:14:15.240]  他們出發
[00:14:15.240 --> 00:14:17.240]  做世界之前
[00:14:17.240 --> 00:14:19.240]  又有個關公像
[00:14:19.240 --> 00:14:21.240]  他們又去上香
[00:14:21.240 --> 00:14:23.240]  又去品臣
[00:14:23.240 --> 00:14:27.240]  關大哥
[00:14:27.240 --> 00:14:29.240]  保佑我們這一班兄弟
[00:14:29.240 --> 00:14:31.240]  我們無往而不利
[00:14:31.240 --> 00:14:33.240]  賺錢賺到
[00:14:33.240 --> 00:14:35.240]  沒有地方放
[00:14:35.240 --> 00:14:37.240]  大家又平平安安
[00:14:37.240 --> 00:14:39.240]  打倒那些警察
[00:14:39.240 --> 00:14:41.240]  關二哥你保佑我
[00:14:41.240 --> 00:14:43.240]  關二哥就
[00:14:43.240 --> 00:14:45.240]  左右做人難
[00:14:45.240 --> 00:14:47.240]  同一個時間裏面
[00:14:47.240 --> 00:14:49.240]  那一班警察去拜祂
[00:14:49.240 --> 00:14:51.240]  要祂保佑
[00:14:51.240 --> 00:14:53.240]  又同一時間裏面那班大賊
[00:14:53.240 --> 00:14:55.240]  又在那裏上香
[00:14:55.240 --> 00:14:57.240]  要保佑他
[00:14:57.240 --> 00:14:59.240]  那做哪樣好呢?
[00:14:59.240 --> 00:15:01.240]  順德歌情就實屬意的時候
[00:15:01.240 --> 00:15:03.240]  真是左右做人難
[00:15:03.240 --> 00:15:05.240]  於是關公
[00:15:05.240 --> 00:15:07.240]  我想像
[00:15:07.240 --> 00:15:09.240]  我沒有問過他
[00:15:09.240 --> 00:15:11.240]  我想像他想了一個
[00:15:11.240 --> 00:15:13.240]  萬全之賊
[00:15:13.240 --> 00:15:15.240]  這個萬全之賊
[00:15:15.240 --> 00:15:17.240]  就是
[00:15:17.240 --> 00:15:19.240]  逢星期一
[00:15:19.240 --> 00:15:21.240]  三五有警察求我的
[00:15:21.240 --> 00:15:23.240]  我就保佑他們
[00:15:23.240 --> 00:15:25.240]  那班賊我就暫時
[00:15:25.240 --> 00:15:27.240]  不聽了
[00:15:27.240 --> 00:15:29.240]  然後每逢二四六
[00:15:29.240 --> 00:15:31.240]  那些賊求我
[00:15:31.240 --> 00:15:33.240]  我就保佑他們
[00:15:33.240 --> 00:15:35.240]  借了聾耳診耳
[00:15:35.240 --> 00:15:37.240]  那就沒有問題了
[00:15:37.240 --> 00:15:39.240]  大家好好分工
[00:15:39.240 --> 00:15:41.240]  剩下星期日
[00:15:41.240 --> 00:15:43.240]  星期日怎樣呢?
[00:15:43.240 --> 00:15:45.240]  安息日,放了一天假
[00:15:45.240 --> 00:15:47.240]  這樣
[00:15:47.240 --> 00:15:51.240]  可不可以?
[00:15:51.240 --> 00:15:53.240]  如果真是有位神是這樣
[00:15:53.240 --> 00:15:55.240]  可不可以?
[00:15:55.240 --> 00:15:57.240]  人造出來的宗教信仰
[00:15:57.240 --> 00:15:59.240]  就是這樣
[00:15:59.240 --> 00:16:01.240]  所以我們
[00:16:01.240 --> 00:16:03.240]  知道這些是信不過
[00:16:03.240 --> 00:16:05.240]  所以我們在敬拜神的時候
[00:16:05.240 --> 00:16:07.240]  你越
[00:16:07.240 --> 00:16:09.240]  真誠的知道這位
[00:16:09.240 --> 00:16:11.240]  神是一位怎樣的
[00:16:11.240 --> 00:16:13.240]  公平公義
[00:16:13.240 --> 00:16:15.240]  公正有恩典
[00:16:15.240 --> 00:16:17.240]  有恩情的神
[00:16:17.240 --> 00:16:19.240]  你就更加想敬拜他
[00:16:19.240 --> 00:16:21.240]  你就更加想聚集在一起
[00:16:21.240 --> 00:16:23.240]  和弟兄姊妹和教會一起
[00:16:23.240 --> 00:16:25.240]  去敬拜去讚美
[00:16:25.240 --> 00:16:27.240]  而且
[00:16:27.240 --> 00:16:29.240]  你越多這樣敬拜
[00:16:29.240 --> 00:16:31.240]  讚美
[00:16:31.240 --> 00:16:33.240]  你就更加深入的
[00:16:33.240 --> 00:16:35.240]  知道體會
[00:16:35.240 --> 00:16:37.240]  這一位神的
[00:16:37.240 --> 00:16:39.240]  恩典,他的恩情
[00:16:39.240 --> 00:16:41.240]  他的奇妙
[00:16:41.240 --> 00:16:45.240]  也都希望是這樣
[00:16:45.240 --> 00:16:47.240]  大家有
[00:16:47.240 --> 00:16:49.240]  生命的基礎
[00:16:49.240 --> 00:16:51.240]  聽到主耶穌
[00:16:51.240 --> 00:16:53.240]  的命令
[00:16:53.240 --> 00:16:55.240]  教訓和祂給我們的
[00:16:55.240 --> 00:16:57.240]  使命
[00:16:57.240 --> 00:16:59.240]  我們真的會回應
[00:16:59.240 --> 00:17:01.240]  我們真的會行動
[00:17:01.240 --> 00:17:07.240]  所以這一段大使命的經文
[00:17:07.240 --> 00:17:09.240]  我們講了這麼多次之後
[00:17:09.240 --> 00:17:11.240]  這次來到一個
[00:17:11.240 --> 00:17:13.240]  又是很重要的地方
[00:17:13.240 --> 00:17:15.240]  因為其實隨時都不重要
[00:17:15.240 --> 00:17:17.240]  要不然講來幹什麼呢?
[00:17:17.240 --> 00:17:19.240]  大家如果有
[00:17:19.240 --> 00:17:21.240]  記得一點的話
[00:17:21.240 --> 00:17:23.240]  就是在這一段的經文
[00:17:23.240 --> 00:17:25.240]  裡面
[00:17:25.240 --> 00:17:27.240]  「去」字
[00:17:27.240 --> 00:17:29.240]  不是主要動詞
[00:17:29.240 --> 00:17:31.240]  也都不是主要
[00:17:31.240 --> 00:17:33.240]  我們要做的行動
[00:17:33.240 --> 00:17:35.240]  雖然我們都會去
[00:17:35.240 --> 00:17:37.240]  不過那個命令不是說去
[00:17:37.240 --> 00:17:39.240]  那個主要的
[00:17:39.240 --> 00:17:41.240]  動詞主要的命令
[00:17:41.240 --> 00:17:43.240]  是什麼呢?
[00:17:43.240 --> 00:17:45.240]  是使萬民作我的門徒
[00:17:45.240 --> 00:17:47.240]  主耶穌講的
[00:17:47.240 --> 00:17:49.240]  這個就是主要的動詞
[00:17:49.240 --> 00:17:51.240]  也都是給我們
[00:17:51.240 --> 00:17:53.240]  主要的行動
[00:17:53.240 --> 00:17:55.240]  就是使萬民
[00:17:55.240 --> 00:17:57.240]  做耶穌的門徒
[00:17:57.240 --> 00:17:59.240]  所以我們要成為一個
[00:17:59.240 --> 00:18:01.240]  門徒訓練的教會
[00:18:01.240 --> 00:18:03.240]  是因為
[00:18:03.240 --> 00:18:05.240]  這是耶穌給教會的使命
[00:18:05.240 --> 00:18:07.240]  給教會
