
[00:00:00.000 --> 00:00:02.000]  兄姊妹平安
[00:03:37.300 --> 00:03:42.800]  在那個地方就有了所有的集中地
[00:03:42.800 --> 00:03:49.880]  甚至我們可以相信 比拉多羅馬的駐守
[00:03:49.880 --> 00:03:57.820]  在敘利亞猶太巡撫猶太地的特別行政長官
[00:03:57.820 --> 00:04:02.980]  海外省的長官比拉多羅都應該在那裏上班的
[00:04:02.980 --> 00:04:06.660]  菲勒比是希律王的一個兒子
[00:04:06.660 --> 00:04:09.960]  他的名字就叫做菲勒比 都說了
[00:04:09.960 --> 00:04:15.840]  由於爸爸在海邊建了一個新興大的商業城市
[00:04:15.840 --> 00:04:19.580]  就是蓋薩尼亞 在地中海旁邊的
[00:04:19.580 --> 00:04:24.300]  現在兒子開始上來做分封的王了
[00:04:24.300 --> 00:04:28.480]  於是也想做一點事 先拆一下皇帝鞋
[00:04:28.480 --> 00:04:32.640]  於是怎麼樣呢?他都想做一個蓋薩尼亞
[00:04:32.640 --> 00:04:37.460]  不過蓋薩尼亞的名字已經被他爸爸希律拿走了
[00:04:37.460 --> 00:04:42.160]  於是他就唯有將這個特別做 好像叫做蓋薩尼亞
[00:04:42.160 --> 00:04:46.240]  Caesarea 就是屬於蓋薩的這樣的意思
[00:04:46.240 --> 00:04:50.540]  就是說做一個城是以蓋薩命名的
[00:04:50.540 --> 00:04:55.800]  海薩命名的 他都想做一個 但是他在北邊的領地
[00:04:55.800 --> 00:05:01.080]  於是他就說 改名做蓋薩尼亞 菲勒比
[00:05:01.080 --> 00:05:05.820]  Caesarea 就是說這個城是建給國王的
[00:05:05.820 --> 00:05:09.320]  凱撒的 就要加自己的名字上去
[00:05:09.320 --> 00:05:15.940]  菲勒比是與爸爸海邊的蓋薩尼亞有所分別
[00:05:15.940 --> 00:05:18.940]  蓋薩尼亞 菲勒比有一個特別的地方
[00:05:18.940 --> 00:05:24.620]  就是那些人拜偶像 拜得很多很厲害 都挺邪的
[00:05:24.620 --> 00:05:29.160]  於是就 嗯 去到那裡 耶穌就問
[00:05:29.160 --> 00:05:33.580]  啊 他們拜那麼多神 其實他們認不認識我呢?
[00:05:33.580 --> 00:05:37.580]  他們說我是誰呢? 都聽聞是耶穌的
[00:05:37.580 --> 00:05:42.940]  於是有些就回來說 哦 他們認為你是施洗若罕
[00:05:42.940 --> 00:05:47.020]  因為你時時都手指戳戳 這樣這樣這樣
[00:05:47.020 --> 00:05:53.100]  實在是對你說的 說你是很像施浸若罕
[00:05:53.100 --> 00:05:56.040]  甚至希律王都夠膽指責
[00:05:56.040 --> 00:05:58.340]  第二就是有人說你是耶利米
[00:05:58.340 --> 00:06:02.820]  因為其實那些人說你是很愛百姓
[00:06:02.820 --> 00:06:08.600]  時時都為百姓哭的 所以你像耶利米 而且很有信心
[00:06:08.600 --> 00:06:12.500]  第三就是 哦 你是先知中的一位
[00:06:12.500 --> 00:06:15.620]  有些人就說你是伊利亞 為什麼?
[00:06:15.620 --> 00:06:18.820]  伊利亞是很強的 因為伊利亞在教育裡面
[00:06:18.820 --> 00:06:23.380]  是行了很多很特別很厲害的神蹟
[00:06:23.380 --> 00:06:26.620]  所以那些人見到你行那麼多神蹟就說
[00:06:26.620 --> 00:06:30.020]  哇 你是伊利亞再世了 這樣
[00:06:30.020 --> 00:06:33.420]  有些人就說 其實你是一位先知
[00:06:33.420 --> 00:06:37.340]  是神興起你和我們說話的先知
[00:06:37.340 --> 00:06:40.220]  先知是代言人的意思
[00:06:40.220 --> 00:06:46.100]  上帝的先知 上帝的代言人 是這樣的意思
[00:06:46.100 --> 00:06:50.220]  那麼主耶穌就說 嗯 他們這樣看我 OK
[00:06:50.220 --> 00:06:53.960]  你們各位門徒又怎麼看我呢?
[00:06:53.960 --> 00:06:59.060]  那麼就問問題 主耶穌是一個教練、技術高手
[00:06:59.060 --> 00:07:01.180]  問完問題就有些答案
[00:07:01.180 --> 00:07:04.380]  那就問 大家認為我是誰呢?
[00:07:04.380 --> 00:07:07.760]  那麼西門彼得搶著回答 回答說
[00:07:07.760 --> 00:07:13.060]  你是基督 是永生上帝的兒子
[00:07:13.060 --> 00:07:17.500]  彼得就回答 你是基督 永生上帝的兒子
[00:07:17.500 --> 00:07:20.000]  那麼主耶穌 如果你看這段經文
[00:07:20.000 --> 00:07:25.220]  主耶穌就說 西門 你是叫做
[00:07:25.220 --> 00:07:28.440]  你搞個名字 你是彼得
[00:07:28.440 --> 00:07:33.380]  那麼可能這個外邦希臘的名字就是這樣來的 彼得
[00:07:33.380 --> 00:07:40.180]  其實它本身是叫基法 或者彼得
[00:07:40.180 --> 00:07:47.300]  西門彼得 西門是它本身的一個希伯來名
[00:07:47.300 --> 00:07:49.520]  那麼又叫西門 又叫基法
[00:07:49.520 --> 00:07:54.940]  彼得是主耶穌加上去 它改了這個名字 彼得
[00:07:54.940 --> 00:07:58.140]  所以後來一直都叫西門彼得
[00:07:58.140 --> 00:08:04.740]  但其實最初只不過是叫它做西門 或者基法
[00:08:04.740 --> 00:08:07.560]  那麼就是西門 現在叫西門彼得
[00:08:07.560 --> 00:08:09.940]  因為後來回憶寫的時間
[00:08:09.940 --> 00:08:13.640]  已經每個門徒都叫它做西門彼得 西門彼得的了
[00:08:13.640 --> 00:08:16.280]  因此就用了這個字
[00:08:16.280 --> 00:08:21.480]  你是基督 那麼就跟大家看一下這個字
[00:08:21.480 --> 00:08:25.240]  彼得回答說 你是基督 基督這個字的希臘文
[00:08:25.240 --> 00:08:31.240]  Christos Christos是X字頭的希臘文
[00:08:31.240 --> 00:08:34.920]  Christos是受告者的意思
[00:08:34.920 --> 00:08:42.400]  就是說什麼叫受告者 告就是名詞
[00:08:42.400 --> 00:08:48.280]  如果是別人將它告立 就要讀告的 東字要讀告
[00:08:48.280 --> 00:08:51.080]  受告者或者受告者都可以了
[00:08:51.080 --> 00:08:55.180]  其實以往當要揀選一個人的時候
[00:08:55.180 --> 00:09:00.300]  才知道揀選這個皇帝就帶著膏油倒在他的頭上
[00:09:00.300 --> 00:09:04.200]  特別被揀選做以色列的大祭司
[00:09:04.200 --> 00:09:08.240]  亞倫又是將膏油倒在他的頭上
[00:09:08.240 --> 00:09:11.880]  被揀選 所以叫受告者或者受告者
[00:09:11.880 --> 00:09:15.020]  是被揀選者的意思
[00:09:15.020 --> 00:09:19.460]  如果看亞倫受告 就可以參考詩篇133篇
[00:09:19.460 --> 00:09:24.820]  就是說油倒在亞倫的頭上 流到胡蘇 流到伊甘
[00:09:24.820 --> 00:09:27.920]  多麼的美妙 多麼的漂亮
[00:09:27.920 --> 00:09:32.340]  那麼撒姆爾就帶著膏油去找耶西的兒子
[00:09:32.340 --> 00:09:37.260]  因為那裡有一個會被告立為皇帝
[00:09:37.260 --> 00:09:43.480]  其實就是Christos 就是將這個被告立者
[00:09:43.480 --> 00:09:48.260]  在希臘文的字裡面就是Christos
[00:09:48.260 --> 00:09:52.400]  Christos你會發覺到是X字頭
[00:09:52.400 --> 00:09:56.120]  所以很多時候你會看到那些人揀清
[00:09:56.120 --> 00:09:58.920]  聖誕節就叫Christmas的時候
[00:09:58.920 --> 00:10:03.060]  它是Xmas X一個possible 然後Mas
[00:10:03.060 --> 00:10:05.560]  意思就是用這個X
[00:10:05.560 --> 00:10:09.680]  並不是有些人就說 哎呀 這些人多差
[00:10:09.680 --> 00:10:14.900]  Christmas Christ這個字都不寫 就寫X
[00:10:14.900 --> 00:10:18.280]  那麼就什麼都可以了 什麼都可以代替耶穌了
[00:10:18.280 --> 00:10:21.160]  其實應該不是這個意思的
[00:10:21.160 --> 00:10:26.560]  懂的就知道用X來代表Christos這樣的意思
[00:10:26.560 --> 00:10:29.340]  好 這個是希臘字
[00:10:29.340 --> 00:10:31.420]  希伯來字是什麼呢?
[00:10:31.420 --> 00:10:35.000]  希伯來字就是我們常常聽 常常說的
[00:10:35.000 --> 00:10:37.920]  Messiah 尼賽亞
[00:10:37.920 --> 00:10:43.980]  Messiah如果翻譯成希臘文
[00:10:43.980 --> 00:10:46.540]  你會看到在尼賽亞那個字後面
[00:10:46.540 --> 00:10:52.540]  Messiah Messiah就是希臘文Messiah
[00:10:52.540 --> 00:10:55.380]  其實這個Christos這個字
[00:10:55.380 --> 00:10:59.760]  和Messiah和尼賽亞是相同的意思
[00:10:59.760 --> 00:11:02.820]  都是被告立者
[00:11:02.820 --> 00:11:04.700]  被告立者Anointed One
[00:11:04.700 --> 00:11:07.860]  其實就是被揀選的意思
[00:11:07.860 --> 00:11:13.080]  因為他是被上主揀選去拯救百姓的
[00:11:13.080 --> 00:11:18.980]  這個受告者是有指被上帝揀選的人的意思
[00:11:18.980 --> 00:11:23.500]  昨天就和大家去看的耶穌這個名字
[00:11:23.500 --> 00:11:29.900]  耶穌這個名字就是一個Yoshua
[00:11:29.900 --> 00:11:32.680]  就是約書亞這個舊約名字
[00:11:32.680 --> 00:11:36.580]  是指拯救者
[00:11:36.580 --> 00:11:41.960]  因為我們的主要將他的百姓從罪惡裡救出來
[00:11:41.960 --> 00:11:44.880]  聽到這個實在是很感恩
[00:11:44.880 --> 00:11:47.140]  在靈修上是很大得著的
[00:11:47.140 --> 00:11:52.820]  因為是指父神或者是指耶穌基督都可以
[00:11:52.820 --> 00:11:55.500]  或者是指聖上的上主都可以
[00:11:55.500 --> 00:11:58.000]  是他要將自己人
[00:11:58.000 --> 00:12:02.480]  原來我們這些幾十億人裡面
[00:12:02.480 --> 00:12:04.340]  古往今來這麼多信徒
[00:12:04.340 --> 00:12:06.560]  多了我們不多 少了我們不少
[00:12:06.560 --> 00:12:13.080]  一個罪人 我們的主都來拯救我們
[00:12:13.080 --> 00:12:17.620]  將我們算為他的百姓 算為阿富汗的後裔
[00:12:17.620 --> 00:12:21.160]  因此要將自己的百姓從罪惡裡救出來
[00:12:21.160 --> 00:12:23.220]  自己的百姓
[00:12:23.220 --> 00:12:26.000]  我們在靈修的時候和大家分享在這裡
[00:12:26.000 --> 00:12:29.000]  再補充提醒就是
[00:12:29.000 --> 00:12:35.440]  我們的上主竟然當我們這個罪人做自己人
[00:12:35.440 --> 00:12:37.040]  自己的百姓
[00:12:37.040 --> 00:12:40.100]  有罪他不能夠和我們親近的 那怎麼辦呢?
[00:12:40.100 --> 00:12:46.520]  於是將我們從罪惡裡救出來
[00:12:46.520 --> 00:12:49.040]  上次我們成為一個異人被救
[00:12:49.040 --> 00:12:52.400]  我最喜歡的詩歌就是《講上對愛》
[00:12:52.400 --> 00:12:55.080]  那一首叫《怎能如此》
[00:12:55.080 --> 00:12:59.040]  怎能如此將我怎樣這樣
[00:12:59.040 --> 00:13:01.260]  這首歌我很喜歡的
[00:13:01.260 --> 00:13:03.380]  受苦者一定要唱
[00:13:03.380 --> 00:13:06.260]  And can it be 怎能如此
[00:13:06.260 --> 00:13:08.220]  上帝竟然為我死呢?
[00:13:08.220 --> 00:13:12.440]  這件事是很深的感受
[00:13:12.440 --> 00:13:14.360]  希望你都可以感受到
[00:13:14.360 --> 00:13:19.940]  耶穌這位拯救者在你身上怎樣改變了
[00:13:19.940 --> 00:13:22.460]  當我在上校園讀書的時候
[00:13:22.460 --> 00:13:25.880]  第一年進去 現在講了50年了
[00:13:25.880 --> 00:13:28.600]  第一年進去的時候就有機會參加了
[00:13:28.600 --> 00:13:31.000]  當天還叫做監獄部
[00:13:31.000 --> 00:13:35.080]  就去監獄裡面向囚友傳福音
[00:13:35.080 --> 00:13:38.080]  和戶外團契一起去的
[00:13:38.080 --> 00:13:39.760]  他們每個人都是過來人
[00:13:39.760 --> 00:13:43.000]  現在已經戒了毒打打打 進去見了很多朋友
[00:13:43.000 --> 00:13:47.320]  你在這裡 你好啊 我還在這裡受打
[00:13:47.320 --> 00:13:51.580]  就在那裡聊天 我們就去傳福音
[00:13:51.580 --> 00:13:54.860]  很有趣的 在那裡傳福音的時候
[00:13:54.860 --> 00:13:58.000]  我不會覺得你們這些罪人
[00:13:58.000 --> 00:13:59.620]  我們從來不會這樣說的
[00:13:59.620 --> 00:14:02.540]  我們只會說 我們這幫罪人
[00:14:02.540 --> 00:14:07.240]  因為其實我只不過是沒有犯事被人抓到
[00:14:07.240 --> 00:14:09.280]  抓到就被判進去 被拘捕了
[00:14:09.280 --> 00:14:14.960]  其實我是一個罪人 是無力自救
[00:14:14.960 --> 00:14:16.480]  不過我比他們好一點
[00:14:16.480 --> 00:14:20.420]  就是杜猛、岸然 穿著襯衫打了領帶才去的
[00:14:20.420 --> 00:14:23.120]  這本聖經好像很懂 其實什麼都不懂
[00:14:23.120 --> 00:14:25.280]  一年級下學期 懂多少東西呢?
[00:14:25.280 --> 00:14:27.640]  這次就去講一個很簡單的福音
[00:14:27.640 --> 00:14:30.960]  戶外中心的弟兄去講見證
[00:14:30.960 --> 00:14:36.080]  他們講就行了 因為他們是過來人
[00:14:36.080 --> 00:14:38.700]  都是一個罪人 不過被主拯救
[00:14:38.700 --> 00:14:42.080]  這幫以前做強盜 現在做全盜的人
[00:14:42.080 --> 00:14:44.000]  令我真的很佩服
[00:14:44.000 --> 00:14:46.900]  就繼續使用祝福他們
[00:14:46.900 --> 00:14:51.060]  成為神的兒女
[00:14:51.060 --> 00:14:56.720]  可以看他救自己的百姓從罪惡裡拯救出來
[00:14:56.720 --> 00:15:00.500]  我們是被拯救的 是被主所愛的
[00:15:00.500 --> 00:15:02.600]  希望你也更加愛主
[00:15:02.600 --> 00:15:06.700]  我今天跟大家看了基督基督這個字
[00:15:06.700 --> 00:15:09.940]  Messiah Messiah
[00:15:09.940 --> 00:15:13.620]  尼西亞的讀音應該是Messiah
[00:15:13.620 --> 00:15:17.340]  就是一個被揀選、告立的人
[00:15:17.340 --> 00:15:19.500]  好了 要和大家補充一下
[00:15:19.500 --> 00:15:23.980]  其實在Messiah 尼西亞這個字
[00:15:23.980 --> 00:15:26.080]  我們就有一個觀念
[00:15:26.080 --> 00:15:28.080]  就是救主
[00:15:28.080 --> 00:15:33.380]  但是在猶太人主耶穌時代或者歷代下來
[00:15:33.380 --> 00:15:38.400]  Messiah這個字的意思是民族英雄
[00:15:38.400 --> 00:15:41.580]  他們有一個概念 尼西亞什麼時候會來?
[00:15:41.580 --> 00:15:44.840]  來的時候我們就預備拿起衣服去打的了
[00:15:44.840 --> 00:15:47.240]  因為我們的民族英雄來到
[00:15:47.240 --> 00:15:51.720]  好像時詩那樣 好像約書亞那樣
[00:15:51.720 --> 00:15:55.340]  帶領我們爭權霸權的佔領
[00:15:55.340 --> 00:15:59.260]  因此當時在耶穌時代就有一個叫粉瑞黨
[00:15:59.260 --> 00:16:03.340]  主要是收了其中一個粉瑞黨的人做他的門徒
[00:16:03.340 --> 00:16:06.780]  粉瑞黨就是希望能夠用武力
[00:16:06.780 --> 00:16:09.320]  聚合了民間的力量
[00:16:09.320 --> 00:16:13.480]  就和這個霸權佔領了我們的政府爭鬥
[00:16:13.480 --> 00:16:16.040]  他們沒有很多軍隊
[00:16:16.040 --> 00:16:19.940]  因此粉瑞黨經常都拿著匕首
[00:16:19.940 --> 00:16:23.760]  做了很多暗殺工作
[00:16:23.760 --> 00:16:28.300]  其實這個民族英雄就是在猶太人來說
[00:16:28.300 --> 00:16:32.720]  當時他們的Messiah的概念
[00:16:32.720 --> 00:16:35.760]  希望一個這樣的民族英雄出來就好了
[00:16:35.760 --> 00:16:41.320]  救主給我們 帶領百姓爭奪 霸權佔領
[00:16:41.320 --> 00:16:44.820]  馬上在猶太人心目中出現了兩個人
[00:16:44.820 --> 00:16:47.820]  一個就是舊約的約書亞
[00:16:47.820 --> 00:16:51.080]  所以聽到耶穌的名字 其實是約書亞
[00:16:51.080 --> 00:16:54.880]  咦咦咦 真是約書亞 來救我們了
[00:16:54.880 --> 00:16:58.880]  或者希望這個尼賽亞出現的時候
[00:16:58.880 --> 00:17:01.320]  是很像舊約約書亞之外
[00:17:01.320 --> 00:17:07.040]  又或者像舊約與新約中間的四百年黑暗時期裡面
[00:17:07.040 --> 00:17:10.720]  是有一個令到以色列的復興
[00:17:10.720 --> 00:17:14.800]  甚至重新建國的一個家族
[00:17:14.800 --> 00:17:18.280]  就是這個瑪加比 這個這麼重要的領袖
[00:17:18.280 --> 00:17:24.780]  他與希臘軍隊打仗贏了 還建立了以色列國
[00:17:24.780 --> 00:17:29.280]  這個瑪加比 瑪加比的意思就是一個鐵鎚
[00:17:29.280 --> 00:17:33.400]  以前的武器鎚夠重 還以為是做武器
[00:17:33.400 --> 00:17:38.060]  所以因此其實尼賽亞的第一個觀念就是民族英雄
[00:17:38.060 --> 00:17:41.700]  帶領我們爭奪霸權的 希望他像約書亞
[00:17:41.700 --> 00:17:46.440]  希望他像瑪加比 我們等著23日就打了
[00:17:46.440 --> 00:17:51.740]  和大家看看 很有可能 有這個機會去看
[00:17:51.740 --> 00:17:56.420]  很有可能連主耶穌的表弟先鋒約翰
[00:17:56.420 --> 00:18:06.660]  就是約應該是表哥 更加有民族英雄的想法
[00:18:06.660 --> 00:18:09.200]  很有可能 由這段事件去推測
[00:18:09.200 --> 00:18:11.460]  《馬太福音》十一章第二節
[00:18:11.460 --> 00:18:17.280]  施禎·約翰在監獄聽見基督所做的事
[00:18:17.280 --> 00:18:22.540]  就打發兩個門徒去問他 就是約翰問他
[00:18:22.540 --> 00:18:26.820]  問主耶穌 哪將要來的是你嗎?
[00:18:26.820 --> 00:18:30.020]  還是我們等個別人呢?
[00:18:30.020 --> 00:18:34.720]  你是不是就是我們等的那個尼賽亞?
[00:18:34.720 --> 00:18:41.440]  很有可能後面背後帶我們去爭奪羅馬的霸權
[00:18:41.440 --> 00:18:45.780]  佔領 是不是你? 哪將要來的是你嗎?
[00:18:45.780 --> 00:18:48.000]  還是我們等個別人呢?
[00:18:48.000 --> 00:18:51.440]  你不是 那我們就等下 看有沒有第二個人
[00:18:51.440 --> 00:18:55.440]  時候到他就會出現 你是不是就是那個?
[00:18:55.440 --> 00:19:00.000]  其實這個發問都挺有趣 為什麼會問這樣的問題呢?
[00:19:00.000 --> 00:19:04.160]  你明明都做過他的先鋒 天國近了 你不要悔改
[00:19:04.160 --> 00:19:08.020]  天國的王要來到 你預備他的道 修正他的路
[00:19:08.020 --> 00:19:11.600]  好走一點 他知道耶穌的
[00:19:11.600 --> 00:19:13.980]  尼賽亞來的 天國君王
[00:19:13.980 --> 00:19:18.980]  但後面有些疑惑 就是他為什麼不出手
[00:19:18.980 --> 00:19:22.360]  跟羅馬政權拼過呢?
[00:19:22.360 --> 00:19:26.680]  沒有見他招兵買馬 沒有叫他勤練武功
[00:19:26.680 --> 00:19:30.100]  那怎麼樣? 你是不是就是那個尼賽亞?
[00:19:30.100 --> 00:19:33.620]  就是說很有可能施禎·約翰
[00:19:33.620 --> 00:19:39.120]  都期望耶穌就是這個武藝非凡
[00:19:39.120 --> 00:19:42.220]  戰略很好的大意識年人
[00:19:42.220 --> 00:19:47.800]  去抵抗了侵略霸權的 趕走他們的
[00:19:47.800 --> 00:19:50.620]  他去不了 在監獄裡面
[00:19:50.620 --> 00:19:54.400]  仍然有很多門徒跟他去探監 他就叫門徒
[00:19:54.400 --> 00:19:58.740]  你幫我問一下耶穌 哪將來的要是你嗎?
[00:19:58.740 --> 00:20:02.620]  哪將來的尼賽亞是你嗎?
[00:20:02.620 --> 00:20:07.540]  還是我們等別人吧 耶穌就回答他
[00:20:07.540 --> 00:20:10.300]  為什麼我會認為約翰也好 有可能這麼說呢?
[00:20:10.300 --> 00:20:12.540]  因為耶穌的回答是這樣的
[00:20:12.540 --> 00:20:15.800]  你們去將所聽見的 你們回去吧
[00:20:15.800 --> 00:20:19.980]  將所聽見 所看見的事告訴約翰
[00:20:19.980 --> 00:20:22.480]  是什麼呢? 大家留意第五節這裡
[00:20:22.480 --> 00:20:28.180]  是核子看見 缺子行走 大麻蜂被潔淨
[00:20:28.180 --> 00:20:31.820]  龍子聽見 死人復活 窮人有鋪陰
[00:20:31.820 --> 00:20:35.140]  那你1、2、3、4、5、6 有六樣東西
[00:20:35.140 --> 00:20:37.640]  你聽到這六樣東西 告訴他
[00:20:37.640 --> 00:20:42.260]  我來就是做這個工作的 什麼意思呢?
[00:20:42.260 --> 00:20:49.500]  就是說我不是你期望那種 皮而帶冰那種人
[00:20:49.500 --> 00:20:52.540]  我來是令到核子看見 缺子行走
[00:20:52.540 --> 00:20:56.200]  大麻蜂的意志 龍子聽見 死人復活 窮人有鋪陰
[00:20:56.200 --> 00:20:59.200]  我是來講神的訊息的
[00:20:59.200 --> 00:21:03.480]  那約翰就知道 其實主耶穌的答案就說
[00:21:03.480 --> 00:21:07.020]  我是尼采亞 這些東西都應驗在我身上
[00:21:07.020 --> 00:21:11.440]  不過我不是你們期望中帶兵打仗
[00:21:11.440 --> 00:21:19.100]  推翻羅馬人的那種尼采亞
[00:21:19.100 --> 00:21:24.580]  第二個尼采亞的概念就是屬靈的救主
[00:21:24.580 --> 00:21:28.140]  就是我們拿著這個概念
[00:21:28.140 --> 00:21:30.900]  基督是屬靈上的救主
[00:21:30.900 --> 00:21:33.660]  馬太一章27字 我們昨天讀過了
[00:21:33.660 --> 00:21:39.000]  祂要將自己的百姓從罪惡裡救出來
[00:21:39.000 --> 00:21:42.700]  祂是指三一上主 或者是上帝
[00:21:42.700 --> 00:21:44.860]  或者是耶穌基督都通的
[00:21:44.860 --> 00:21:48.160]  因為祂要將自己的百姓從罪惡裡救出來
[00:21:48.160 --> 00:21:51.540]  另外我補充了一點 心裏面很感恩
[00:21:51.540 --> 00:21:55.560]  竟然主這麼愛我們 於是將我們拯救
[00:21:55.560 --> 00:21:58.720]  要一起信祂的 若不戰亡 反德偉生
[00:21:58.720 --> 00:22:04.700]  所以主耶穌基督是成為了我們屬靈的救主
[00:22:04.700 --> 00:22:07.880]  這個真是很寶貴 很感恩
[00:22:07.880 --> 00:22:11.600]  屬靈的救主 心裏面甜出來了
[00:22:11.600 --> 00:22:15.140]  屬靈的救主就是祂要將自己的百姓
[00:22:15.140 --> 00:22:18.800]  從罪惡裡救出來
[00:22:18.800 --> 00:22:23.840]  我們不是亞伯拉罕的子孫
[00:22:23.840 --> 00:22:28.180]  但是你會發覺到 仍然之間
[00:22:28.180 --> 00:22:31.820]  我們在《新疆聖經》被認為我們是什麼呢?
[00:22:31.820 --> 00:22:36.760]  我們是亞伯拉罕的子孫 雖然是油粉的
[00:22:36.760 --> 00:22:44.540]  猶太人是他們那棵葡萄樹的樹等
[00:22:44.540 --> 00:22:49.900]  然後我們接支上去的 外邦人的教會
[00:22:49.900 --> 00:22:53.280]  屬靈的救主是我們對於彌賽的概念
[00:22:53.280 --> 00:22:56.400]  他是我們屬靈的救主 並非帶我們打仗的
[00:22:56.400 --> 00:22:58.660]  所以我們毋須勤奮武功
[00:22:58.660 --> 00:23:01.520]  我們做屬靈的工作
[00:23:01.520 --> 00:23:05.540]  正如彼得多問主耶穌 喂 人家告你
[00:23:05.540 --> 00:23:09.700]  你分辨一下 自己爭辯一下 申辯
[00:23:09.700 --> 00:23:14.260]  我只是問你一個問題 如果你答對 我就放你了
[00:23:14.260 --> 00:23:19.300]  你是不是猶太人的王 猶太人的王即是革命黨
[00:23:19.300 --> 00:23:24.180]  你是不是猶太人的王 耶穌說
[00:23:24.180 --> 00:23:26.680]  不是我說的 是你說的事
[00:23:26.680 --> 00:23:31.340]  不過我的國不屬於這個世界
[00:23:31.340 --> 00:23:34.580]  如果屬於這個世界 我就有神僕
[00:23:34.580 --> 00:23:36.900]  就爭戰我不會被你抓到
[00:23:36.900 --> 00:23:39.120]  那我就會打仗 我會起兵
[00:23:39.120 --> 00:23:43.120]  但我不是 我的國是屬於屬靈的
[00:23:43.120 --> 00:23:46.460]  彼得多巡撫明不明白呢? 總督 明的
[00:23:46.460 --> 00:23:49.800]  很多人都聽到 彼得多明他盯著耶穌 不是
[00:23:49.800 --> 00:23:53.360]  彼得多明 他想救耶穌
[00:23:53.360 --> 00:23:57.700]  他明知道你們這幫人擺我上台 讓我動手
[00:23:57.700 --> 00:24:02.400]  於是他就出來說 我查不出他有什麼罪
