
[00:00:00.000 --> 00:00:02.000]  好,各位電視節目,早晨!
[00:02:15.440 --> 00:02:17.440]  為何希伯來書作者會這樣說呢
[00:02:17.440 --> 00:02:20.440]  因為在我們生命裡尚是有一個神話
[00:02:20.440 --> 00:02:22.440]  那個神話就是
[00:02:22.440 --> 00:02:24.440]  我們每日都有明日
[00:02:24.440 --> 00:02:27.440]  今天之後明日還會有明日
[00:02:27.440 --> 00:02:29.440]  明日復明日都會有明日
[00:02:29.440 --> 00:02:31.440]  但是聖經告訴我們
[00:02:31.440 --> 00:02:33.440]  或者不要聖經說
[00:02:33.440 --> 00:02:34.440]  我們大家都知道
[00:02:34.440 --> 00:02:36.440]  有一天我們都會失去明日
[00:02:36.440 --> 00:02:37.440]  大家的歷史都這樣說
[00:02:37.440 --> 00:02:39.440]  這是事實
[00:02:39.440 --> 00:02:43.440]  我們不會永遠活下去
[00:02:43.440 --> 00:02:45.440]  因為有一天
[00:02:45.440 --> 00:02:47.440]  無論我們自己年紀大也好
[00:02:47.440 --> 00:02:50.440]  或者有機會被提
[00:02:50.440 --> 00:02:54.440]  有機會意外
[00:02:54.440 --> 00:02:57.440]  你年輕就一定活得長過我
[00:02:57.440 --> 00:02:59.440]  所以這就是
[00:02:59.440 --> 00:03:02.440]  百無禁忌基督徒
[00:03:02.440 --> 00:03:04.440]  所以你要想想
[00:03:04.440 --> 00:03:06.440]  有一天我們會失去明日
[00:03:06.440 --> 00:03:08.440]  所以在第二次世界大戰之後
[00:03:08.440 --> 00:03:11.440]  在人類歷史上經歷了兩場大戰
[00:03:11.440 --> 00:03:13.440]  那些第二次世界大戰的時候
[00:03:13.440 --> 00:03:15.440]  大家都知道原子彈
[00:03:15.440 --> 00:03:18.440]  在日本的兩個城市裡爆炸
[00:03:18.440 --> 00:03:21.440]  令到人間地獄一樣
[00:03:21.440 --> 00:03:24.440]  變成很多人在第二次世界大戰之後
[00:03:24.440 --> 00:03:25.440]  就覺得
[00:03:25.440 --> 00:03:29.440]  可能很快又世界末日了
[00:03:29.440 --> 00:03:32.440]  就設立了一個叫做Dooms Clock
[00:03:32.440 --> 00:03:34.440]  是一個末日喪鐘
[00:03:34.440 --> 00:03:36.440]  就是一班1947年
[00:03:36.440 --> 00:03:38.440]  一班原子能的科學家
[00:03:38.440 --> 00:03:41.440]  和一班氣候的專家
[00:03:41.440 --> 00:03:44.440]  去看這個地球什麼時候會毀滅
[00:03:44.440 --> 00:03:46.440]  它有一個象徵意義
[00:03:46.440 --> 00:03:48.440]  答正十二點就是
[00:03:48.440 --> 00:03:52.440]  人類最後的Dooms Day
[00:03:52.440 --> 00:03:54.440]  就是這個末日
[00:03:54.440 --> 00:03:56.440]  1947年開始的時候
[00:03:56.440 --> 00:03:58.440]  那個時間是七分鐘
[00:03:58.440 --> 00:04:01.440]  當然到了一些時間會長一點
[00:04:01.440 --> 00:04:02.440]  最長是十三分鐘
[00:04:02.440 --> 00:04:04.440]  我記得應該是
[00:04:04.440 --> 00:04:06.440]  當冷戰結束的時候
[00:04:06.440 --> 00:04:08.440]  那個時鐘撥前
[00:04:08.440 --> 00:04:10.440]  是到了十三分鐘
[00:04:10.440 --> 00:04:12.440]  大家知不知道去年年尾的時候
[00:04:12.440 --> 00:04:14.440]  或者今年初的時候
[00:04:14.440 --> 00:04:16.440]  那個鐘撥到幾點呢
[00:04:16.440 --> 00:04:19.440]  就是我們距離末日
[00:04:19.440 --> 00:04:21.440]  是多少分鐘呢
[00:04:21.440 --> 00:04:23.440]  那這班科學家就定了
[00:04:23.440 --> 00:04:25.440]  你上網也可以看到
[00:04:25.440 --> 00:04:29.440]  定了是只有九十秒
[00:04:29.440 --> 00:04:31.440]  一分半鐘
[00:04:31.440 --> 00:04:33.440]  是差不多人類歷史裡
[00:04:33.440 --> 00:04:36.440]  有這個喪鐘以來最接近
[00:04:36.440 --> 00:04:38.440]  世界末日的
[00:04:38.440 --> 00:04:41.440]  無論是世界末日也好
[00:04:41.440 --> 00:04:43.440]  你信不信也好
[00:04:43.440 --> 00:04:45.440]  或者是神話也好
[00:04:45.440 --> 00:04:47.440]  我們都會知道就是
[00:04:47.440 --> 00:04:50.440]  有一天我們會沒有了明天
[00:04:50.440 --> 00:04:52.440]  這個是聖經說的
[00:04:52.440 --> 00:04:54.440]  很明確的事實
[00:04:54.440 --> 00:04:56.440]  路加福音第十二章二十節裡面說到
[00:04:56.440 --> 00:04:58.440]  有一個的財主
[00:04:58.440 --> 00:05:00.440]  很多的錢買了很多間屋
[00:05:00.440 --> 00:05:02.440]  銀行很多的存款
[00:05:02.440 --> 00:05:04.440]  他起了很多倉庫
[00:05:04.440 --> 00:05:06.440]  擺了很多儲存在當中
[00:05:06.440 --> 00:05:08.440]  接著他就說
[00:05:08.440 --> 00:05:10.440]  按按腳不要死
[00:05:10.440 --> 00:05:12.440]  打跛腳長嘆都可以了
[00:05:12.440 --> 00:05:15.440]  我要一世享受
[00:05:15.440 --> 00:05:17.440]  上帝就跟他說
[00:05:17.440 --> 00:05:19.440]  無知的人啊
[00:05:19.440 --> 00:05:21.440]  今晚我就要取你的性命
[00:05:21.440 --> 00:05:24.440]  你所預備的
[00:05:24.440 --> 00:05:26.440]  可以歸給誰呢
[00:05:26.440 --> 00:05:28.440]  年初的時候
[00:05:28.440 --> 00:05:30.440]  都要說些不吉利的話
[00:05:30.440 --> 00:05:32.440]  中國人常常說
[00:05:32.440 --> 00:05:35.440]  這些東西帶不進棺材
[00:05:35.440 --> 00:05:38.440]  這些東西帶不進棺材
[00:05:38.440 --> 00:05:42.440]  你以為你現在有的東西
[00:05:42.440 --> 00:05:44.440]  明天也會有嗎
[00:05:44.440 --> 00:05:46.440]  不一定啊
[00:05:46.440 --> 00:05:48.440]  如果不是上帝保守
[00:05:48.440 --> 00:05:50.440]  不是上帝給你在地上
[00:05:50.440 --> 00:05:52.440]  而是上帝收回你的性命
[00:05:52.440 --> 00:05:55.440]  明天你就可以沒有了這些東西
[00:05:55.440 --> 00:05:57.440]  上個星期
[00:05:57.440 --> 00:06:00.440]  你知道眾目者常常聽到這些
[00:06:00.440 --> 00:06:02.440]  頂姊妹或者以前教會的頂姊妹
[00:06:02.440 --> 00:06:04.440]  面對這些事情
[00:06:04.440 --> 00:06:07.440]  我上兩個星期聽到兩件
[00:06:07.440 --> 00:06:09.440]  一個三十一歲
[00:06:09.440 --> 00:06:13.440]  一個五十歲的弟兄
[00:06:13.440 --> 00:06:17.440]  因為急性血友病
[00:06:17.440 --> 00:06:21.440]  很快二十四小時離世
[00:06:21.440 --> 00:06:23.440]  這都是自己很傷感
[00:06:23.440 --> 00:06:25.440]  因為我也認識他們
[00:06:25.440 --> 00:06:27.440]  也認識他們的父母
[00:06:27.440 --> 00:06:29.440]  頂著有一天
[00:06:29.440 --> 00:06:31.440]  我們也會沒有了明天
[00:06:31.440 --> 00:06:33.440]  那我們怎樣過今日呢
[00:06:33.440 --> 00:06:35.440]  以前國民的時候
[00:06:35.440 --> 00:06:38.440]  讀國民就讀過一首叫做明日歌
[00:06:38.440 --> 00:06:40.440]  因為國民老師常常叫我們
[00:06:40.440 --> 00:06:42.440]  不要procrastinate
[00:06:42.440 --> 00:06:44.440]  就是不要拖延
[00:06:44.440 --> 00:06:46.440]  今天的事要今天做
[00:06:46.440 --> 00:06:48.440]  如果不是的話
[00:06:48.440 --> 00:06:50.440]  以前常常都這樣說
[00:06:50.440 --> 00:06:52.440]  春天不是讀書天
[00:06:52.440 --> 00:06:54.440]  夏日燕耳不正好眠
[00:06:54.440 --> 00:06:56.440]  又知針埋包袱過新年
[00:06:56.440 --> 00:06:58.440]  那你不用讀書了
[00:06:58.440 --> 00:07:00.440]  老師就說這明日歌
[00:07:00.440 --> 00:07:02.440]  讀給你聽就是明日福
[00:07:02.440 --> 00:07:03.440]  明日何其多
[00:07:03.440 --> 00:07:05.440]  我生待明日萬事成蹉跎
[00:07:05.440 --> 00:07:07.440]  世人若被明日淚
[00:07:07.440 --> 00:07:10.440]  苦被明日淚春去秋來老將至
[00:07:10.440 --> 00:07:12.440]  朝漢水東流
[00:07:12.440 --> 00:07:14.440]  無向日西墜
[00:07:14.440 --> 00:07:16.440]  百年明日能幾何
[00:07:16.440 --> 00:07:19.440]  請君聽我明日歌
[00:07:19.440 --> 00:07:23.440]  就是明朝前福的一首童謠
[00:07:23.440 --> 00:07:26.440]  叫人不要拖延
[00:07:26.440 --> 00:07:29.440]  這也是傳道書裡面告訴我們的
[00:07:29.440 --> 00:07:31.440]  看風的必不殺種
[00:07:31.440 --> 00:07:34.440]  望雲的必不收趕
[00:07:34.440 --> 00:07:36.440]  等到什麼時候呢
[00:07:36.440 --> 00:07:38.440]  等到有風來就不要搞了
[00:07:38.440 --> 00:07:40.440]  有雲來就不要搞了
[00:07:40.440 --> 00:07:42.440]  天天都坐在那裡
[00:07:42.440 --> 00:07:44.440]  這個就是我們今天
[00:07:44.440 --> 00:07:46.440]  應該有什麼態度去看
[00:07:46.440 --> 00:07:48.440]  這個今天
[00:07:48.440 --> 00:07:51.440]  上帝給我們的今天
[00:07:51.440 --> 00:07:53.440]  我們今天從三方面去看看
[00:07:53.440 --> 00:07:56.440]  這個希伯來書很簡單
[00:07:56.440 --> 00:07:59.440]  第一節和七節十四節
[00:07:59.440 --> 00:08:02.440]  後面那些都是一些重覆
[00:08:02.440 --> 00:08:03.440]  所以我不說了
[00:08:03.440 --> 00:08:05.440]  七節十四節主要
[00:08:05.440 --> 00:08:07.440]  我們看看把握今天
[00:08:07.440 --> 00:08:09.440]  反省過去和重建未來
[00:08:09.440 --> 00:08:11.440]  我們看看聖經裡面怎麼說
[00:08:11.440 --> 00:08:13.440]  第一樣東西
[00:08:13.440 --> 00:08:15.440]  整段經文裡面
[00:08:15.440 --> 00:08:16.440]  一個重點就是
[00:08:16.440 --> 00:08:20.440]  我們要把握今天
[00:08:20.440 --> 00:08:22.440]  因為我們有一天
[00:08:22.440 --> 00:08:26.440]  都會有機會沒有了明天
[00:08:26.440 --> 00:08:28.440]  我們今天的領悟
[00:08:28.440 --> 00:08:30.440]  就是聖經裡面所說的
[00:08:30.440 --> 00:08:33.440]  總要趁著還有今天
[00:08:33.440 --> 00:08:36.440]  希伯來書作者為什麼要說這句話呢
[00:08:36.440 --> 00:08:39.440]  因為他要提醒我們
[00:08:39.440 --> 00:08:41.440]  趁著還有今天
[00:08:41.440 --> 00:08:44.440]  因為有一天會沒有了明天
[00:08:44.440 --> 00:08:46.440]  這個就是要提醒我們
[00:08:46.440 --> 00:08:47.440]  我們還有今天的時候
[00:08:47.440 --> 00:08:49.440]  我們應該做些什麼
[00:08:49.440 --> 00:08:51.440]  這個就是當時
[00:08:51.440 --> 00:08:55.440]  整個教會的氣氛
[00:08:55.440 --> 00:08:57.440]  也是初期教會的仕途
[00:08:57.440 --> 00:09:00.440]  這個也是荷蘭的神學家
[00:09:00.440 --> 00:09:03.440]  一個聖經學者叫Herman Riedelsbach
[00:09:03.440 --> 00:09:05.440]  如果你是讀神學
[00:09:05.440 --> 00:09:06.440]  你一定看過他的書
[00:09:06.440 --> 00:09:09.440]  他幾年前已經回到天家
[00:09:09.440 --> 00:09:10.440]  但是他寫了很多書
[00:09:10.440 --> 00:09:12.440]  裡面的書全部都講到
[00:09:12.440 --> 00:09:14.440]  一個很重要的重點就是
[00:09:14.440 --> 00:09:16.440]  他發現初期的仕途
[00:09:16.440 --> 00:09:18.440]  為什麼這麼厲害呢
[00:09:18.440 --> 00:09:19.440]  為什麼保羅那些
[00:09:19.440 --> 00:09:21.440]  被打完又起身傳福音
[00:09:21.440 --> 00:09:23.440]  在監獄裡面又唱歌又傳福音
[00:09:23.440 --> 00:09:26.440]  然後到處走去都傳福音
[00:09:26.440 --> 00:09:28.440]  為什麼這麼厲害呢
[00:09:28.440 --> 00:09:29.440]  為什麼仕途
[00:09:29.440 --> 00:09:32.440]  申門彼得寧願刀釘十字架
[00:09:32.440 --> 00:09:34.440]  為主犧牲
[00:09:34.440 --> 00:09:36.440]  為什麼他們這麼厲害呢
[00:09:36.440 --> 00:09:37.440]  為什麼初期的信徒
[00:09:37.440 --> 00:09:39.440]  不怕羅馬的迫害
[00:09:39.440 --> 00:09:41.440]  很多都是寧願死在鬥獸場
[00:09:41.440 --> 00:09:44.440]  或者死在士兵的手裡
[00:09:44.440 --> 00:09:45.440]  為什麼這麼厲害呢
[00:09:45.440 --> 00:09:47.440]  於是他發現一件事情就是
[00:09:47.440 --> 00:09:49.440]  有一個很重要的其中一個重點
[00:09:49.440 --> 00:09:52.440]  就是他們有一種叫末日的心態
[00:09:52.440 --> 00:09:56.440]  那種叫eclogical mentality
[00:09:56.440 --> 00:09:59.440]  就是他們覺得
[00:09:59.440 --> 00:10:02.440]  今天可能是我最後的一天
[00:10:02.440 --> 00:10:04.440]  可能明天就沒有了
[00:10:04.440 --> 00:10:09.440]  所以我今天就要為主去擺上
[00:10:09.440 --> 00:10:10.440]  等著我想過
[00:10:10.440 --> 00:10:13.440]  如果今天是你最後一天
[00:10:13.440 --> 00:10:17.440]  精華又找你了
[00:10:17.440 --> 00:10:19.440]  我怕其他人生我的氣
[00:10:19.440 --> 00:10:21.440]  你不會生我的氣
[00:10:21.440 --> 00:10:23.440]  如果你今天是你最後一天
[00:10:23.440 --> 00:10:25.440]  今天下午
[00:10:25.440 --> 00:10:26.440]  你會做些什麼
[00:10:26.440 --> 00:10:27.440]  最後一天
[00:10:27.440 --> 00:10:29.440]  你會去看超級球賽
[00:10:29.440 --> 00:10:31.440]  還是你陪老婆呢
[00:10:31.440 --> 00:10:32.440]  最後一天了
[00:10:32.440 --> 00:10:34.440]  或者陪女兒呢
[00:10:34.440 --> 00:10:37.440]  你當然是陪老婆了
[00:10:37.440 --> 00:10:39.440]  如果我說一會請你吃飯
[00:10:39.440 --> 00:10:42.440]  你可不可以不去
[00:10:42.440 --> 00:10:43.440]  如果說還有明天
[00:10:43.440 --> 00:10:44.440]  其實沒所謂
[00:10:44.440 --> 00:10:45.440]  馬上去
[00:10:45.440 --> 00:10:49.440]  如果你今天是你最後一天
[00:10:49.440 --> 00:10:51.440]  你會做些什麼
[00:10:51.440 --> 00:10:53.440]  當然今天
[00:10:53.440 --> 00:10:55.440]  我們過了二千年
[00:10:55.440 --> 00:10:57.440]  好像還有明天
[00:10:57.440 --> 00:10:59.440]  過去告訴我們
[00:10:59.440 --> 00:11:01.440]  可能還有明天
[00:11:01.440 --> 00:11:04.440]  但是這個心態
[00:11:04.440 --> 00:11:05.440]  我覺得不應該是一個
[00:11:05.440 --> 00:11:07.440]  主宰著我們的心態
[00:11:07.440 --> 00:11:08.440]  如果主宰著
[00:11:08.440 --> 00:11:09.440]  你就會很痛苦
[00:11:09.440 --> 00:11:10.440]  每天都害怕
[00:11:10.440 --> 00:11:12.440]  今天是最後了怎麼辦
[00:11:12.440 --> 00:11:14.440]  這篇稿是我最後一篇了
[00:11:14.440 --> 00:11:15.440]  怎麼辦
[00:11:15.440 --> 00:11:17.440]  你今天來到的時候
[00:11:17.440 --> 00:11:18.440]  聽到是最後一篇了
[00:11:18.440 --> 00:11:19.440]  是你最後一篇了
[00:11:19.440 --> 00:11:21.440]  怎麼辦
[00:11:21.440 --> 00:11:24.440]  你就活在一個惶恐當中
[00:11:24.440 --> 00:11:25.440]  對老婆不住
[00:11:25.440 --> 00:11:26.440]  對子女不住
[00:11:26.440 --> 00:11:28.440]  怎麼去贖罪
[00:11:28.440 --> 00:11:30.440]  你就會很痛苦
[00:11:30.440 --> 00:11:32.440]  但我覺得不是一個主宰
[00:11:32.440 --> 00:11:33.440]  不是你做每一件事
[00:11:33.440 --> 00:11:34.440]  都害怕
[00:11:34.440 --> 00:11:35.440]  明天就沒了
[00:11:35.440 --> 00:11:36.440]  不要投資
[00:11:36.440 --> 00:11:39.440]  不要找工作
[00:11:39.440 --> 00:11:40.440]  因為明天沒了
[00:11:40.440 --> 00:11:42.440]  有些媒體教派都是這樣
[00:11:42.440 --> 00:11:43.440]  不要做工作
[00:11:43.440 --> 00:11:44.440]  賣光你所有的物業
[00:11:44.440 --> 00:11:45.440]  不要投資
[00:11:45.440 --> 00:11:47.440]  等上天堂
[00:11:47.440 --> 00:11:49.440]  不是一個主宰
[00:11:49.440 --> 00:11:50.440]  而是一個提醒
[00:11:50.440 --> 00:11:52.440]  我們也是一個提醒
[00:11:52.440 --> 00:11:53.440]  就像希伯尼書作者說
[00:11:53.440 --> 00:11:55.440]  我們趁著還有今天的時候
[00:11:55.440 --> 00:11:57.440]  我們就要做一些事情
[00:11:57.440 --> 00:11:58.440]  做些什麼
[00:11:58.440 --> 00:12:00.440]  希伯尼書作者又繼續告訴我們
[00:12:00.440 --> 00:12:01.440]  有幾件事
[00:12:01.440 --> 00:12:02.440]  我們要清楚知道
[00:12:02.440 --> 00:12:05.440]  我們今天的身份是什麼
[00:12:05.440 --> 00:12:07.440]  第一章第一節開始
[00:12:07.440 --> 00:12:10.440]  同蒙天照的聖潔弟兄
[00:12:10.440 --> 00:12:12.440]  希伯尼書作者
[00:12:12.440 --> 00:12:14.440]  十三章希伯尼書
[00:12:14.440 --> 00:12:16.440]  有十一次他提到
[00:12:16.440 --> 00:12:19.440]  我們是弟兄
[00:12:19.440 --> 00:12:22.440]  因為我們是一群被照的人
[00:12:22.440 --> 00:12:23.440]  所以教會
[00:12:23.440 --> 00:12:24.440]  不是一座建築物
[00:12:24.440 --> 00:12:25.440]  大家都知道教會是
[00:12:25.440 --> 00:12:27.440]  一群的弟兄姊妹
[00:12:27.440 --> 00:12:31.440]  是同蒙天照的弟兄姊妹
[00:12:31.440 --> 00:12:37.440]  是一起被上帝照命照命上天堂
[00:12:37.440 --> 00:12:38.440]  對
[00:12:38.440 --> 00:12:40.440]  但不是單純上天堂
[00:12:40.440 --> 00:12:44.440]  是照命我們成為弟兄姊妹
[00:12:44.440 --> 00:12:47.440]  是照命我們一起為主的爭戰
[00:12:47.440 --> 00:12:49.440]  所以我們被照的不是單純
[00:12:49.440 --> 00:12:51.440]  即是一個full package
[00:12:51.440 --> 00:12:53.440]  你不能夠只是拿了上天堂
[00:12:53.440 --> 00:12:56.440]  但上帝說我照你不是單純上天堂
[00:12:56.440 --> 00:13:00.440]  我照你是要成為肢體的一份子
[00:13:00.440 --> 00:13:01.440]  在地上
[00:13:01.440 --> 00:13:04.440]  以及要照你為主爭戰
[00:13:04.440 --> 00:13:09.440]  這就是整個基督教的錯誤觀念
[00:13:09.440 --> 00:13:13.440]  我們常常都叫人信耶穌上天堂
[00:13:13.440 --> 00:13:14.440]  但我們沒有說過
[00:13:14.440 --> 00:13:16.440]  上天堂之先
[00:13:16.440 --> 00:13:17.440]  我們在地上
[00:13:17.440 --> 00:13:19.440]  有些事我們要去做
[00:13:19.440 --> 00:13:22.440]  這就是約翰福音第三宗十六節
[00:13:22.440 --> 00:13:23.440]  我們常常都聽到的
[00:13:23.440 --> 00:13:25.440]  就是神愛世人
[00:13:25.440 --> 00:13:27.440]  叫我們知道什麼是愛
[00:13:27.440 --> 00:13:29.440]  這是三宗十六節
[00:13:29.440 --> 00:13:31.440]  約翰還有另外一本書
[00:13:31.440 --> 00:13:33.440]  在聖經裡面提醒我們
[00:13:33.440 --> 00:13:34.440]  約翰一書
[00:13:34.440 --> 00:13:36.440]  三宗十六節
[00:13:36.440 --> 00:13:38.440]  基督為我們死在十字架上
[00:13:38.440 --> 00:13:40.440]  我們就知道何為愛
[00:13:40.440 --> 00:13:42.440]  但還有下一句
[00:13:42.440 --> 00:13:47.440]  我們也當為弟兄寫命
[00:13:47.440 --> 00:13:49.440]  這就是馬帝福音第二十二章裡面
[00:13:49.440 --> 00:13:52.440]  耶穌說你當盡心盡性盡意愛主
[00:13:52.440 --> 00:13:53.440]  你的上帝其次
[00:13:53.440 --> 00:13:55.440]  也是一樣相逢
[00:13:55.440 --> 00:13:56.440]  因為在地上
[00:13:56.440 --> 00:14:01.440]  我們要學習愛人與己
[00:14:01.440 --> 00:14:04.440]  這就是上帝今天召我們
[00:14:04.440 --> 00:14:05.440]  要在地上做的事
[00:14:05.440 --> 00:14:07.440]  不要說我又入位要說
[00:14:07.440 --> 00:14:08.440]  就是回小組
[00:14:08.440 --> 00:14:12.440]  因為小組只是提供一個平台給你
[00:14:12.440 --> 00:14:14.440]  可以有面對面的接觸
[00:14:14.440 --> 00:14:16.440]  要有肢體的生活
[00:14:16.440 --> 00:14:19.440]  以致我們可以去學習
[00:14:19.440 --> 00:14:22.440]  他們是同盟天朝的弟兄
[00:14:22.440 --> 00:14:27.440]  但是小組生活不只是小組聚會
[00:14:27.440 --> 00:14:29.440]  小組聚會那兩個小時
[00:14:29.440 --> 00:14:32.440]  只是小組生活的一部分
[00:14:32.440 --> 00:14:33.440]  就像崇拜一樣
[00:14:33.440 --> 00:14:34.440]  我不相信弟兄聚會
[00:14:34.440 --> 00:14:35.440]  應該就是一個星期
[00:14:35.440 --> 00:14:37.440]  只回來崇拜那一個小時
[00:14:37.440 --> 00:14:40.440]  然後那六天多就不去崇拜上帝
[00:14:40.440 --> 00:14:41.440]  不是的
[00:14:41.440 --> 00:14:43.440]  但是這是一個平台
[00:14:43.440 --> 00:14:45.440]  給我們能夠集中的
[00:14:45.440 --> 00:14:47.440]  去做一件上帝要我們做的事
[00:14:47.440 --> 00:14:49.440]  但是離開了小組聚會之後
[00:14:49.440 --> 00:14:52.440]  我們仍然要學習這班
[00:14:52.440 --> 00:14:56.440]  就是我們的同盟天朝的弟兄姊妹
[00:14:56.440 --> 00:14:57.440]  因為我們在地上
[00:14:57.440 --> 00:15:01.440]  不只是留在地上等上天堂
[00:15:01.440 --> 00:15:02.440]  我們在地上
[00:15:02.440 --> 00:15:05.440]  實際上我們預備了belong
[00:15:05.440 --> 00:15:08.440]  believe我們也要belong
[00:15:08.440 --> 00:15:10.440]  這個是上帝召我們的心意
[00:15:10.440 --> 00:15:13.440]  不單止我們要believe和belong
[00:15:13.440 --> 00:15:14.440]  更加上帝告訴我們
[00:15:14.440 --> 00:15:15.440]  我們要become
[00:15:15.440 --> 00:15:17.440]  這個是地上
[00:15:17.440 --> 00:15:18.440]  上帝要我們今天反省
[00:15:18.440 --> 00:15:19.440]  要思想
[00:15:19.440 --> 00:15:21.440]  我們所以宣認為
[00:15:21.440 --> 00:15:25.440]  使者為大祭司的耶穌
[00:15:25.440 --> 00:15:26.440]  什麼叫思想呢
[00:15:26.440 --> 00:15:30.440]  和修本和華本就譯為思想
[00:15:30.440 --> 00:15:35.440]  但是如果你看新一些的英文譯本
[00:15:35.440 --> 00:15:38.440]  它就譯為consider
[00:15:38.440 --> 00:15:39.440]  有什麼分別呢
[00:15:39.440 --> 00:15:41.440]  希臘文是很精準的
[00:15:41.440 --> 00:15:42.440]  希臘文就是
[00:15:42.440 --> 00:15:43.440]  不是亡
[00:15:43.440 --> 00:15:45.440]  不是漢建
[00:15:45.440 --> 00:15:48.440]  這個字cataloel這個字是指
[00:15:48.440 --> 00:15:50.440]  你看到一些東西之後
[00:15:50.440 --> 00:15:52.440]  帶來一些反省
[00:15:52.440 --> 00:15:53.440]  帶來一些思想
[00:15:53.440 --> 00:15:55.440]  就像是諾加科第十二章二十四節
[00:15:55.440 --> 00:15:57.440]  耶穌提醒人們不要那麼憂慮
[00:15:57.440 --> 00:15:58.440]  耶穌說你們看
[00:15:58.440 --> 00:16:02.440]  天空的飛鳥也不種也不收
[00:16:02.440 --> 00:16:05.440]  天父上且養活他們
[00:16:05.440 --> 00:16:08.440]  何況你們呢
[00:16:08.440 --> 00:16:10.440]  耶穌叫我們不是這樣看一看
[00:16:10.440 --> 00:16:11.440]  天空的飛鳥
[00:16:11.440 --> 00:16:12.440]  你看到飛鳥
[00:16:12.440 --> 00:16:14.440]  你就想到上帝的恩典
[00:16:14.440 --> 00:16:16.440]  上帝的保守
[00:16:16.440 --> 00:16:20.440]  你們給飛鳥建不是更加貴重嗎
[00:16:20.440 --> 00:16:21.440]  這個就是
[00:16:21.440 --> 00:16:23.440]  cataloel就是這個字
[00:16:23.440 --> 00:16:24.440]  一樣是這個字
[00:16:24.440 --> 00:16:25.440]  就告訴我們
[00:16:25.440 --> 00:16:28.440]  我們要望去觀察
