
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹 主禮便平安
[00:06:23.000 --> 00:06:28.000]  在那天的黃昏
[00:06:28.000 --> 00:06:31.000]  搭車回沙田
[00:06:31.000 --> 00:06:33.000]  在巴士上
[00:06:33.000 --> 00:06:36.000]  那時候已經去到月明村
[00:06:36.000 --> 00:06:40.000]  很快就回到我家了
[00:06:40.000 --> 00:06:43.000]  突然間裡面有一個聲音
[00:06:43.000 --> 00:06:45.000]  去聽聽
[00:06:45.000 --> 00:06:50.000]  如果你知道沙田匿源和沙角月明
[00:06:50.000 --> 00:06:51.000]  沙田圍那邊
[00:06:51.000 --> 00:06:54.000]  是有一條大涌橋
[00:06:54.000 --> 00:06:57.000]  你大概知道印象的概念了
[00:06:57.000 --> 00:06:58.000]  我突然間
[00:06:58.000 --> 00:07:01.000]  一個從來沒有聽過福音的人
[00:07:01.000 --> 00:07:02.000]  有一個意念
[00:07:02.000 --> 00:07:04.000]  不是一種力量驅使我
[00:07:04.000 --> 00:07:08.000]  以致我是沒有辦法自主的
[00:07:08.000 --> 00:07:10.000]  是有一個意念告訴我
[00:07:10.000 --> 00:07:13.000]  你去聽聽
[00:07:13.000 --> 00:07:16.000]  那時候已經是七點鐘
[00:07:16.000 --> 00:07:18.000]  晚上
[00:07:18.000 --> 00:07:21.000]  晚會已經開始了
[00:07:21.000 --> 00:07:25.000]  我突然間在那裡下車
[00:07:25.000 --> 00:07:26.000]  不是回家
[00:07:26.000 --> 00:07:28.000]  是跑過去大涌橋
[00:07:28.000 --> 00:07:30.000]  去到匿源村
[00:07:30.000 --> 00:07:34.000]  去到崇禎小學
[00:07:34.000 --> 00:07:36.000]  接著進去之後
[00:07:36.000 --> 00:07:39.000]  衝上去六樓的天台的禮堂
[00:07:39.000 --> 00:07:41.000]  全身濕了
[00:07:41.000 --> 00:07:44.000]  禮堂已經坐滿了人
[00:07:44.000 --> 00:07:46.000]  是準備呼召
[00:07:46.000 --> 00:07:47.000]  告訴你
[00:07:47.000 --> 00:07:51.000]  我一坐下來就是最後一排了
[00:07:51.000 --> 00:07:53.000]  那個講完
[00:07:53.000 --> 00:07:55.000]  我還記得他的名字
[00:07:55.000 --> 00:07:58.000]  李寧牧師
[00:07:58.000 --> 00:08:00.000]  現在我總結了
[00:08:00.000 --> 00:08:02.000]  這個世界有神的
[00:08:02.000 --> 00:08:04.000]  我們要跟隨耶穌啊
[00:08:04.000 --> 00:08:07.000]  我是聽到這兩句了
[00:08:07.000 --> 00:08:09.000]  接著
[00:08:09.000 --> 00:08:10.000]  李牧師就問了
[00:08:10.000 --> 00:08:11.000]  在座家長
[00:08:11.000 --> 00:08:13.000]  有誰想相信耶穌
[00:08:13.000 --> 00:08:14.000]  你舉手吧
[00:08:14.000 --> 00:08:16.000]  我就第一個舉手
[00:08:16.000 --> 00:08:19.000]  我真的不知道為什麼會這樣
[00:08:19.000 --> 00:08:23.000]  這就是開始了我三十六年
[00:08:23.000 --> 00:08:25.000]  到今天
[00:08:25.000 --> 00:08:26.000]  當然
[00:08:26.000 --> 00:08:28.000]  我在一九九六年
[00:08:28.000 --> 00:08:32.000]  正式踏上傳道的路
[00:08:32.000 --> 00:08:34.000]  走這一條侍奉神
[00:08:34.000 --> 00:08:36.000]  可以告訴別人
[00:08:36.000 --> 00:08:38.000]  我的生命經驗
[00:08:38.000 --> 00:08:39.000]  告訴別人
[00:08:39.000 --> 00:08:43.000]  基督耶穌如何改變不同人的生命
[00:08:43.000 --> 00:08:45.000]  使我有信心
[00:08:45.000 --> 00:08:47.000]  有愛心
[00:08:47.000 --> 00:08:49.000]  這就是保羅告訴我們
[00:08:49.000 --> 00:08:51.000]  首先就是這一段聖經
[00:08:51.000 --> 00:08:53.000]  相當肯定就是
[00:08:53.000 --> 00:08:57.000]  保羅被誰來寬恕和接納
[00:08:57.000 --> 00:09:01.000]  一定是被耶穌來接納
[00:09:01.000 --> 00:09:03.000]  因為我是不信
[00:09:03.000 --> 00:09:05.000]  不明白的時候作的
[00:09:05.000 --> 00:09:07.000]  其實已經作了
[00:09:07.000 --> 00:09:09.000]  但是神的寬恕就是
[00:09:09.000 --> 00:09:13.000]  可以接納這個犯過錯
[00:09:13.000 --> 00:09:15.000]  褻瀆神的人
[00:09:15.000 --> 00:09:17.000]  可以成為一個大的使徒
[00:09:17.000 --> 00:09:18.000]  去傳道
[00:09:18.000 --> 00:09:19.000]  你想一下
[00:09:19.000 --> 00:09:21.000]  這種這樣的寬恕
[00:09:21.000 --> 00:09:23.000]  這樣的挽回
[00:09:23.000 --> 00:09:25.000]  尤其是如果你是一個
[00:09:25.000 --> 00:09:26.000]  在社會上面
[00:09:26.000 --> 00:09:30.000]  經歷過很多人情冷戀的人
[00:09:30.000 --> 00:09:32.000]  你就份外感覺到
[00:09:32.000 --> 00:09:35.000]  這一份的無條件的收留
[00:09:35.000 --> 00:09:37.000]  對你生命的影響
[00:09:37.000 --> 00:09:40.000]  我尋找一些例子
[00:09:40.000 --> 00:09:44.000]  在播道神學院有一個神學生
[00:09:44.000 --> 00:09:46.000]  在學期間
[00:09:46.000 --> 00:09:48.000]  犯了嚴重的校規
[00:09:48.000 --> 00:09:50.000]  沒辦法
[00:09:50.000 --> 00:09:51.000]  當時的院長
[00:09:51.000 --> 00:09:53.000]  罷會員院長
[00:09:53.000 --> 00:09:55.000]  要將他隔除
[00:09:55.000 --> 00:09:57.000]  一定是不開心
[00:09:57.000 --> 00:09:59.000]  一定是很困難
[00:09:59.000 --> 00:10:00.000]  離開了學校
[00:10:00.000 --> 00:10:01.000]  還沒畢業
[00:10:01.000 --> 00:10:02.000]  人海茫茫
[00:10:02.000 --> 00:10:05.000]  可以做什麼呢
[00:10:05.000 --> 00:10:08.000]  去了一間福音機構
[00:10:08.000 --> 00:10:11.000]  這間機構
[00:10:11.000 --> 00:10:13.000]  他都很保險
[00:10:13.000 --> 00:10:15.000]  知道這個學生是神學生
[00:10:15.000 --> 00:10:17.000]  還沒畢業
[00:10:17.000 --> 00:10:19.000]  他第一個要問的
[00:10:19.000 --> 00:10:20.000]  諮詢的
[00:10:20.000 --> 00:10:24.000]  就是問播道神學院的院長
[00:10:24.000 --> 00:10:25.000]  我應不應該
[00:10:25.000 --> 00:10:28.000]  接納這一位的年輕人呢
[00:10:28.000 --> 00:10:29.000]  他現在來應徵
[00:10:29.000 --> 00:10:32.000]  做一些的工作
[00:10:32.000 --> 00:10:35.000]  爆院長怎麼說呢
[00:10:35.000 --> 00:10:38.000]  一個服侍主的僕人
[00:10:38.000 --> 00:10:40.000]  如果有主耶穌的心腸
[00:10:40.000 --> 00:10:42.000]  他會怎麼說呢
[00:10:42.000 --> 00:10:46.000]  年輕人怎麼會不犯事呢
[00:10:46.000 --> 00:10:49.000]  你給他一次機會吧
[00:10:49.000 --> 00:10:53.000]  贊成這個年輕人入職
[00:10:53.000 --> 00:10:55.000]  這件事是郭文慈牧師
[00:10:55.000 --> 00:10:58.000]  在爆院長的安息禮拜
[00:10:58.000 --> 00:10:59.000]  來分享
[00:10:59.000 --> 00:11:01.000]  他說他很多年之後
[00:11:01.000 --> 00:11:04.000]  見到這個年輕的神學生
[00:11:04.000 --> 00:11:06.000]  他也有份教過的
[00:11:06.000 --> 00:11:09.000]  他就問他怎麼樣怎麼樣
[00:11:09.000 --> 00:11:10.000]  然後問他
[00:11:10.000 --> 00:11:12.000]  你對爆院長的印象怎麼樣
[00:11:12.000 --> 00:11:14.000]  當年隔除了你
[00:11:14.000 --> 00:11:16.000]  這個神學生
[00:11:16.000 --> 00:11:19.000]  對院長非常的尊敬
[00:11:19.000 --> 00:11:22.000]  因為就是這一句話
[00:11:22.000 --> 00:11:25.000]  你收他吧
[00:11:25.000 --> 00:11:28.000]  年輕人怎麼會沒有錯呢
[00:11:28.000 --> 00:11:32.000]  這個年輕人就深深地明白
[00:11:32.000 --> 00:11:36.000]  院長對他無條件的信任
[00:11:36.000 --> 00:11:37.000]  以及寬恕
[00:11:37.000 --> 00:11:40.000]  以及給他機會
[00:11:40.000 --> 00:11:42.000]  這個是很重要的
[00:11:42.000 --> 00:11:45.000]  使圖保羅感受到的
[00:11:45.000 --> 00:11:48.000]  是基督耶穌對他
[00:11:48.000 --> 00:11:51.000]  無條件的接納
[00:11:51.000 --> 00:11:53.000]  使我能夠在基督耶穌裡面
[00:11:53.000 --> 00:11:56.000]  有信心 有愛心
[00:11:56.000 --> 00:11:57.000]  這個信心
[00:11:57.000 --> 00:11:59.000]  使他自己很有自信
[00:11:59.000 --> 00:12:00.000]  告訴別人
[00:12:00.000 --> 00:12:05.000]  這個福音可以改變人的生命
[00:12:05.000 --> 00:12:08.000]  保羅自己是一個法利賽人
[00:12:08.000 --> 00:12:09.000]  他自己是一個
[00:12:09.000 --> 00:12:12.000]  很講求律法的人
[00:12:12.000 --> 00:12:14.000]  他就看不過眼
[00:12:14.000 --> 00:12:17.000]  為什麼外邦人不加入猶太教
[00:12:17.000 --> 00:12:20.000]  不在我們這個宗教裡面
[00:12:20.000 --> 00:12:22.000]  你說你可以有永生
[00:12:22.000 --> 00:12:24.000]  你說你可以跟神有關係
[00:12:24.000 --> 00:12:26.000]  是不可能的
[00:12:26.000 --> 00:12:28.000]  所以他有一個很大的行動
[00:12:28.000 --> 00:12:31.000]  就是抓基督徒
[00:12:31.000 --> 00:12:34.000]  要將這些基督徒下監
[00:12:34.000 --> 00:12:36.000]  如果是猶太人 罪加一等
[00:12:36.000 --> 00:12:39.000]  外邦人就勉強
[00:12:39.000 --> 00:12:40.000]  他可以加入猶太教
[00:12:40.000 --> 00:12:42.000]  你本身是猶太教的
[00:12:42.000 --> 00:12:43.000]  你叛教
[00:12:43.000 --> 00:12:46.000]  這個就是保羅了
[00:12:46.000 --> 00:12:49.000]  基督耶穌改變他
[00:12:49.000 --> 00:12:52.000]  用十字架
[00:12:52.000 --> 00:12:54.000]  用自我的犧牲
[00:12:54.000 --> 00:12:57.000]  改變保羅的生命
[00:12:57.000 --> 00:12:59.000]  的價值觀
[00:12:59.000 --> 00:13:01.000]  他的看法
[00:13:01.000 --> 00:13:02.000]  改變他
[00:13:02.000 --> 00:13:06.000]  這個這樣的愛的寬恕
[00:13:06.000 --> 00:13:10.000]  豈不是福音的力量嗎
[00:13:10.000 --> 00:13:13.000]  我又用另一個角度
[00:13:13.000 --> 00:13:15.000]  在《馬可福音》五章
[00:13:15.000 --> 00:13:17.000]  有一段這樣的聖經
[00:13:17.000 --> 00:13:20.000]  有一個人因為他住在那個地方
[00:13:20.000 --> 00:13:22.000]  是沒有猶太人會去的
[00:13:22.000 --> 00:13:24.000]  為什麼呢
[00:13:24.000 --> 00:13:26.000]  因為那個地方是養豬
[00:13:26.000 --> 00:13:29.000]  猶太人是不吃豬的
[00:13:29.000 --> 00:13:31.000]  所以養豬是要遠離
[00:13:31.000 --> 00:13:33.000]  猶太人的社群的
[00:13:33.000 --> 00:13:36.000]  那個人就被抓到那個地方
[00:13:36.000 --> 00:13:38.000]  叫做格拉森
[00:13:38.000 --> 00:13:40.000]  所以他就叫做格拉森人
[00:13:40.000 --> 00:13:42.000]  其實有名有姓的
[00:13:42.000 --> 00:13:45.000]  不過沒有人再叫他的名字了
[00:13:45.000 --> 00:13:50.000]  因為他已經是一個被鬼附的人
[00:13:50.000 --> 00:13:52.000]  去到一個階段
[00:13:52.000 --> 00:13:53.000]  他的力量
[00:13:53.000 --> 00:13:56.000]  很大的一些邪靈影響的力量
[00:13:56.000 --> 00:14:00.000]  令到他可以增開那些鐵鏈
[00:14:00.000 --> 00:14:01.000]  那些人綁著他
[00:14:01.000 --> 00:14:02.000]  他都會增開
[00:14:02.000 --> 00:14:05.000]  沒有人敢靠近他
[00:14:05.000 --> 00:14:08.000]  他也都一發作的時候
[00:14:08.000 --> 00:14:09.000]  就用石頭打自己
[00:14:09.000 --> 00:14:11.000]  又狂叫
[00:14:11.000 --> 00:14:13.000]  你可以想像得到
[00:14:13.000 --> 00:14:14.000]  既是污穢
[00:14:14.000 --> 00:14:18.000]  又是猶太人認為不好的地方
[00:14:18.000 --> 00:14:22.000]  更加多了一個格拉森人
[00:14:22.000 --> 00:14:23.000]  不過有一天
[00:14:23.000 --> 00:14:26.000]  耶穌帶著他的門徒
[00:14:26.000 --> 00:14:28.000]  坐船去到那個地方
[00:14:28.000 --> 00:14:31.000]  耶穌不會看那個地方是污穢
[00:14:31.000 --> 00:14:37.000]  耶穌去就是要尋找這個格拉森人
[00:14:37.000 --> 00:14:40.000]  展廚院就將他裡面的鬼
[00:14:40.000 --> 00:14:44.000]  有個名字叫做群
[00:14:44.000 --> 00:14:46.000]  不知道是不是真的有很多隻鬼呢
[00:14:46.000 --> 00:14:48.000]  不是可以用數量去量度的
[00:14:48.000 --> 00:14:50.000]  因為是靈界
[00:14:50.000 --> 00:14:54.000]  但是那些鬼就叫耶穌
[00:14:54.000 --> 00:14:56.000]  求耶穌
[00:14:56.000 --> 00:15:00.000]  讓他們離開那個人
[00:15:00.000 --> 00:15:02.000]  那去哪裡呢
[00:15:02.000 --> 00:15:04.000]  就央求耶穌
[00:15:04.000 --> 00:15:07.000]  他們這些靈界就附在那些豬上
[00:15:07.000 --> 00:15:10.000]  有二千隻豬
[00:15:10.000 --> 00:15:12.000]  二千是什麼概念呢
[00:15:12.000 --> 00:15:15.000]  我家是開農場的
[00:15:15.000 --> 00:15:17.000]  在錦田
[00:15:17.000 --> 00:15:19.000]  我最高峰我爸爸的時候
[00:15:19.000 --> 00:15:21.000]  我們當然是家庭式
[00:15:21.000 --> 00:15:22.000]  一千隻
[00:15:22.000 --> 00:15:23.000]  很多的
[00:15:23.000 --> 00:15:27.000]  我家是三萬多呎的農場
[00:15:27.000 --> 00:15:29.000]  一千隻是很多的
[00:15:29.000 --> 00:15:32.000]  你要他午餐或者晚餐的時候
[00:15:32.000 --> 00:15:35.000]  如果你遲了半個小時不餵他
[00:15:35.000 --> 00:15:39.000]  那些聲音很吵的
[00:15:39.000 --> 00:15:42.000]  一千是這樣的概念
[00:15:42.000 --> 00:15:44.000]  二千頭豬
[00:15:44.000 --> 00:15:46.000]  因為那些邪靈附身
[00:15:46.000 --> 00:15:51.000]  突然間衝到河裡淹死了
[00:15:51.000 --> 00:15:52.000]  接著那個人
[00:15:52.000 --> 00:15:54.000]  那些鬼走了
[00:15:54.000 --> 00:15:56.000]  那個叫格拉森人
[00:15:56.000 --> 00:15:57.000]  是沒有名字的
[00:15:57.000 --> 00:15:59.000]  其實他有名字的
[00:15:59.000 --> 00:16:01.000]  離開了之後
[00:16:01.000 --> 00:16:03.000]  聖經怎樣描述呢
[00:16:03.000 --> 00:16:06.000]  他恢復了理智
[00:16:06.000 --> 00:16:09.000]  有了意識
[00:16:09.000 --> 00:16:11.000]  就突然間
[00:16:11.000 --> 00:16:15.000]  要求耶穌收留他
[00:16:15.000 --> 00:16:18.000]  一起跟耶穌去傳道
[00:16:18.000 --> 00:16:20.000]  但是耶穌說了一句話
[00:16:20.000 --> 00:16:22.000]  令我們很感動
[00:16:22.000 --> 00:16:25.000]  一個被人遺棄
[00:16:25.000 --> 00:16:27.000]  完全瘋癲的人
[00:16:27.000 --> 00:16:29.000]  是被邪靈的力量
[00:16:29.000 --> 00:16:31.000]  去干擾的人
[00:16:31.000 --> 00:16:34.000]  時不時就會發作
[00:16:34.000 --> 00:16:37.000]  如果你有留意聖經
[00:16:37.000 --> 00:16:39.000]  耶穌怎樣說呢
[00:16:39.000 --> 00:16:41.000]  你回家去
[00:16:41.000 --> 00:16:45.000]  將神在你生命裡面的大能
[00:16:45.000 --> 00:16:47.000]  去傳說
[00:16:47.000 --> 00:16:49.000]  那這個格拉森人
[00:16:49.000 --> 00:16:51.000]  我們終於發現了
[00:16:51.000 --> 00:16:54.000]  原來有家庭的
[00:16:54.000 --> 00:16:57.000]  原來他是一個人
[00:16:57.000 --> 00:17:00.000]  原來他真的有血有肉
[00:17:00.000 --> 00:17:02.000]  有家庭的人
[00:17:02.000 --> 00:17:05.000]  耶穌拯救他
[00:17:05.000 --> 00:17:08.000]  叫他回家
[00:17:08.000 --> 00:17:10.000]  親愛的弟兄姊妹
[00:17:10.000 --> 00:17:14.000]  這裡是一個福音的信息
[00:17:14.000 --> 00:17:17.000]  耶穌改變你和我的生命
[00:17:17.000 --> 00:17:20.000]  就是令我們能夠在他裡面
[00:17:20.000 --> 00:17:23.000]  有信心 有愛心
[00:17:23.000 --> 00:17:26.000]  所以這個格拉森人
[00:17:26.000 --> 00:17:30.000]  回到自己的家 自己的故鄉
[00:17:30.000 --> 00:17:33.000]  在那裡傳道
[00:17:33.000 --> 00:17:35.000]  走遍十個城
[00:17:35.000 --> 00:17:37.000]  來傳道
[00:17:37.000 --> 00:17:39.000]  這種力量
[00:17:39.000 --> 00:17:43.000]  比邪靈的力量還大
[00:17:43.000 --> 00:17:46.000]  令這個人有他的生活
[00:17:46.000 --> 00:17:48.000]  有他的家人
[00:17:48.000 --> 00:17:51.000]  更重要是有他自己的身份
[00:17:51.000 --> 00:17:53.000]  和自信
[00:17:53.000 --> 00:17:56.000]  使我們能夠在基督耶穌裡面
[00:17:56.000 --> 00:17:59.000]  有信心 有愛心
[00:17:59.000 --> 00:18:00.000]  為什麼呢
[00:18:00.000 --> 00:18:03.000]  因為基督耶穌這位神的兒子
[00:18:03.000 --> 00:18:05.000]  降世
[00:18:05.000 --> 00:18:08.000]  為要拯救罪人
[00:18:08.000 --> 00:18:11.000]  保羅其實不需要告訴提摩太
[00:18:11.000 --> 00:18:14.000]  在罪人當中我是一個罪魁
[00:18:14.000 --> 00:18:17.000]  其實不需要這樣誇張地描述
[00:18:17.000 --> 00:18:19.000]  那個是你的學生
[00:18:19.000 --> 00:18:22.000]  你用不著說自己這麼差
[00:18:22.000 --> 00:18:24.000]  但是很想告訴提摩太
[00:18:24.000 --> 00:18:26.000]  因為當時他在義弗所的教會
[00:18:26.000 --> 00:18:28.000]  去做堂主任
[00:18:28.000 --> 00:18:30.000]  保羅要去馬其頓一帶
[00:18:30.000 --> 00:18:32.000]  去傳道
[00:18:32.000 --> 00:18:34.000]  就留下他在義弗所
[00:18:34.000 --> 00:18:36.000]  重點是督責
[00:18:36.000 --> 00:18:38.000]  吩咐那些傳義教的人
[00:18:38.000 --> 00:18:41.000]  不可以傳義教的信息
[00:18:41.000 --> 00:18:44.000]  是要講純正的福音
[00:18:44.000 --> 00:18:46.000]  所以保羅一點都不介意
[00:18:46.000 --> 00:18:49.000]  他自己能夠表白
[00:18:49.000 --> 00:18:53.000]  在提摩太的面前
[00:18:53.000 --> 00:18:56.000]  是主耶穌改變我
[00:18:56.000 --> 00:18:58.000]  如果能夠改變我
[00:18:58.000 --> 00:19:01.000]  同樣可以改變提摩太
[00:19:01.000 --> 00:19:05.000]  改變其他當時傳義教的領袖
[00:19:05.000 --> 00:19:09.000]  所以要讓提摩太有信心
[00:19:09.000 --> 00:19:13.000]  這個是一個很寶貴的福音信息
[00:19:13.000 --> 00:19:15.000]  各位朋友
[00:19:15.000 --> 00:19:17.000]  相信你在香港
[00:19:17.000 --> 00:19:19.000]  也不會像我這樣
[00:19:19.000 --> 00:19:22.000]  平生第一次聽福音關於什麼叫耶穌
[00:19:22.000 --> 00:19:25.000]  相信我們有很多弟兄姊妹在座的朋友
[00:19:25.000 --> 00:19:28.000]  你對主耶穌有很多的認識
[00:19:28.000 --> 00:19:30.000]  但是這個認識
[00:19:30.000 --> 00:19:34.000]  會不會只是停留在一個知識的層面
[00:19:34.000 --> 00:19:36.000]  好像通不過你的理性
