
[00:00:00.000 --> 00:00:03.380]  頂著門有啲乜嘢呢 你係好驚㗎
[00:02:31.580 --> 00:02:33.700]  你睇下摩西第一句回應就係講咩吖
[00:02:33.700 --> 00:02:35.460]  出埃及記四章一節
[00:02:35.460 --> 00:02:36.060]  我哋一齊讀
[00:02:36.060 --> 00:02:37.180]  一二三
[00:02:37.180 --> 00:02:38.660]  摩西回答說
[00:02:38.660 --> 00:02:40.740]  他們必不信我
[00:02:40.740 --> 00:02:42.620]  也不聽我的話
[00:02:42.620 --> 00:02:44.340]  必說耶和華
[00:02:44.340 --> 00:02:47.020]  並沒有向你顯然
[00:02:47.020 --> 00:02:48.260]  摩西講咩吖
[00:02:48.260 --> 00:02:52.620]  佢哋一定唔會接納並相信
[00:02:52.620 --> 00:02:54.500]  我係你派嚟帶領佢哋
[00:02:54.500 --> 00:02:56.580]  冇可能嘅
[00:02:56.580 --> 00:02:59.340]  大英之門呢個時候嘅摩西呢
[00:02:59.340 --> 00:03:01.060]  已經再唔係四十年前
[00:03:01.060 --> 00:03:03.900]  嗰個充滿自信嘅摩西
[00:03:03.900 --> 00:03:06.220]  咁耐嘅牧羊人嘅生涯呢
[00:03:06.220 --> 00:03:10.780]  已經慢慢去消磨咗摩西當初嘅銳氣
[00:03:10.780 --> 00:03:12.740]  但係你諗想一層摩西嘅恐懼呢
[00:03:12.740 --> 00:03:15.500]  又唔係完全冇理由㗎喎
[00:03:15.500 --> 00:03:17.180]  最低限度有四個理由
[00:03:17.180 --> 00:03:18.140]  第一
[00:03:18.140 --> 00:03:21.620]  你記住摩西已經離開咗埃及四十年喇
[00:03:21.620 --> 00:03:24.020]  佢同呢班以色列人冇見四十年
[00:03:24.020 --> 00:03:26.820]  四十年都唔係啲短日子嚟㗎喎
[00:03:26.820 --> 00:03:29.460]  呢班以色列人當摩西再出現嗰時
[00:03:29.460 --> 00:03:31.580]  仲記唔記得佢吖吓
[00:03:31.580 --> 00:03:32.580]  第二
[00:03:32.580 --> 00:03:35.140]  即使佢哋記得
[00:03:35.140 --> 00:03:38.300]  摩西當年係點樣離開埃及㗎
[00:03:38.300 --> 00:03:41.140]  殺咗人逃亡喎
[00:03:41.140 --> 00:03:42.340]  你諗吓
[00:03:42.340 --> 00:03:45.180]  一個逃亡咗嘅逃犯
[00:03:45.180 --> 00:03:46.700]  突然間走返嚟
[00:03:46.700 --> 00:03:48.180]  喺你面前出現話
[00:03:48.180 --> 00:03:50.660]  係神吩咐我返嚟領導你㗎
[00:03:50.660 --> 00:03:52.140]  你會點諗呀
[00:03:52.140 --> 00:03:53.220]  第三
[00:03:53.220 --> 00:03:54.980]  今時今日嘅摩西
[00:03:54.980 --> 00:03:58.300]  再唔係四十年前嘅埃及王子啦
[00:03:58.300 --> 00:04:01.260]  佢係一個普通到唔普通嘅牧羊人呀
[00:04:01.260 --> 00:04:03.260]  當時呢好低級嗰啲嚟㗎
[00:04:03.260 --> 00:04:04.900]  喺社會上面
[00:04:04.900 --> 00:04:07.220]  你諗吓以色列人呢
[00:04:07.220 --> 00:04:08.620]  會點諗呀
[00:04:08.620 --> 00:04:09.460]  嘩
[00:04:09.460 --> 00:04:11.980]  要一個牧羊人返嚟
[00:04:11.980 --> 00:04:15.900]  令到我哋去挑戰至高無上嘅法老王
[00:04:15.900 --> 00:04:16.540]  喂
[00:04:16.540 --> 00:04:18.420]  佢夠唔夠資格㗎
[00:04:18.420 --> 00:04:20.060]  呢個係第三個原因
[00:04:20.060 --> 00:04:21.500]  第四個原因
[00:04:21.500 --> 00:04:23.500]  你諗吓佢消失咗四十年
[00:04:23.500 --> 00:04:25.860]  突然間又出現返
[00:04:25.860 --> 00:04:28.420]  同其他人講
[00:04:28.420 --> 00:04:31.740]  我見到一個荊棘著咗火
[00:04:31.740 --> 00:04:32.500]  不過呢
[00:04:32.500 --> 00:04:33.620]  呢個荊棘呢
[00:04:33.620 --> 00:04:35.140]  係消唔爛㗎喎
[00:04:35.140 --> 00:04:36.420]  喺呢度嗰度呢
[00:04:36.420 --> 00:04:37.780]  我就遇見神
[00:04:37.780 --> 00:04:39.300]  神叫咩名呀
[00:04:39.300 --> 00:04:43.820]  I am who I am
[00:04:43.820 --> 00:04:46.220]  我是自有永有㗎
[00:04:46.220 --> 00:04:48.260]  你如果有過咁嘅人
[00:04:48.260 --> 00:04:49.500]  你三唔識七就同你講
[00:04:49.500 --> 00:04:51.740]  你會唔會覺得佢痴線
[00:04:51.740 --> 00:04:52.380]  喂
[00:04:52.380 --> 00:04:53.900]  唔係冇理由㗎喎
[00:04:53.900 --> 00:04:56.100]  但係你諗返
[00:04:56.100 --> 00:04:56.700]  但係
[00:04:56.700 --> 00:04:59.060]  你繼續睇出埃及記
[00:04:59.060 --> 00:05:00.660]  跟住發展落去
[00:05:00.660 --> 00:05:04.100]  摩西真係成功咁勝過嗰種恐懼
[00:05:04.100 --> 00:05:06.940]  成為一個真正敬畏神嘅人喎
[00:05:06.940 --> 00:05:07.820]  點解我咁講呢
[00:05:07.820 --> 00:05:08.820]  你睇下後來呢
[00:05:08.820 --> 00:05:10.700]  摩西點樣教導以色列人
[00:05:10.700 --> 00:05:12.820]  出埃及記二十章二十節
[00:05:12.820 --> 00:05:13.660]  等陣子我一齊讀
[00:05:13.660 --> 00:05:14.860]  一二三
[00:05:14.860 --> 00:05:16.580]  摩西對百姓說
[00:05:16.580 --> 00:05:18.020]  不要懼怕
[00:05:18.020 --> 00:05:21.780]  因為神降臨時要試驗你們
[00:05:21.780 --> 00:05:24.700]  叫你們事常敬畏他
[00:05:24.700 --> 00:05:27.060]  不治犯罪
[00:05:27.060 --> 00:05:28.100]  呢個懼怕呢
[00:05:28.100 --> 00:05:29.260]  就係我哋所講
[00:05:29.260 --> 00:05:31.260]  頭先所講嘅恐懼
[00:05:31.260 --> 00:05:33.380]  恐懼同埋敬畏神
[00:05:33.380 --> 00:05:35.540]  希伯來文係同一個字根
[00:05:35.540 --> 00:05:36.900]  當佢翻譯同英文嗰陣時
[00:05:36.900 --> 00:05:37.740]  都係同一個字
[00:05:37.740 --> 00:05:38.580]  Fear
[00:05:38.580 --> 00:05:40.020]  但係呢個本質上面
[00:05:40.020 --> 00:05:42.820]  個性質上面係完全唔同㗎
[00:05:42.820 --> 00:05:45.540]  恐懼呢其實係有啲心靈嘅問題
[00:05:45.540 --> 00:05:46.540]  同埋最主要呢
[00:05:46.540 --> 00:05:49.180]  你係恐懼周圍外在嘅環境
[00:05:49.180 --> 00:05:51.180]  但係敬畏神呢
[00:05:51.180 --> 00:05:52.500]  就唔單止呢
[00:05:52.500 --> 00:05:54.900]  怕神嘅憤怒淋到
[00:05:54.900 --> 00:05:58.060]  最重要係出發一種法治
[00:05:58.060 --> 00:06:00.260]  出一種法治內心
[00:06:00.260 --> 00:06:02.940]  對神嗰種嘅威嚴
[00:06:02.940 --> 00:06:04.580]  對神嘅聖潔
[00:06:04.580 --> 00:06:07.740]  同埋對神嗰種超然嘅一種
[00:06:07.740 --> 00:06:09.500]  尊敬嘅心態
[00:06:09.500 --> 00:06:11.820]  就好似一個忠心嘅神明呢
[00:06:11.820 --> 00:06:13.540]  對佢嘅君王呢
[00:06:13.540 --> 00:06:15.900]  嗰種尊敬嘅態度一樣
[00:06:15.900 --> 00:06:17.260]  咁另外呢
[00:06:17.260 --> 00:06:21.460]  恐懼呢通常係未必健康嘅
[00:06:21.460 --> 00:06:24.460]  但係敬畏神就一定健康
[00:06:24.460 --> 00:06:27.060]  就好似你想像一個小朋友
[00:06:27.060 --> 00:06:28.620]  同佢爸爸嘅關係
[00:06:28.620 --> 00:06:30.260]  個小朋友其實驚爸爸嬲㗎
[00:06:30.260 --> 00:06:32.180]  驚爸爸發惡㗎
[00:06:32.180 --> 00:06:34.100]  但係佢同時最重要係咩呢
[00:06:34.100 --> 00:06:35.420]  佢仍然呢個小朋友
[00:06:35.420 --> 00:06:37.420]  對爸爸嗰種依靠
[00:06:37.420 --> 00:06:38.700]  嗰種信靠
[00:06:38.700 --> 00:06:39.980]  嗰種信任
[00:06:39.980 --> 00:06:41.420]  嗰種信服
[00:06:41.420 --> 00:06:44.860]  咁所以呢敬畏神同恐懼係好唔同
[00:06:44.860 --> 00:06:49.740]  摩西由恐懼去到真正嘅敬畏神
[00:06:49.740 --> 00:06:51.340]  佢嘅心路歷程
[00:06:51.340 --> 00:06:54.500]  究竟經歷有啲乜嘢嘅轉變呢
[00:06:54.500 --> 00:06:55.340]  我依啲領先問你
[00:06:55.340 --> 00:06:58.980]  我一齊今日睇我哋出埃及記嘅第四章
[00:06:58.980 --> 00:07:03.980]  一齊睇摩西嗰個改變嘅心路歷程嘅兩個階段
[00:07:03.980 --> 00:07:09.060]  第一個階段就係由推躺去到信服
[00:07:09.060 --> 00:07:12.900]  我頭先講咗摩西回應神嘅呼召係咩呢
[00:07:12.900 --> 00:07:14.900]  就係好多藉口
[00:07:14.900 --> 00:07:16.380]  萬七咁多嘅理由
[00:07:16.380 --> 00:07:18.940]  總之個結論就係唔去
[00:07:18.940 --> 00:07:20.420]  唔好搵我嘛
[00:07:20.420 --> 00:07:22.980]  咁神點樣回應佢呢
[00:07:22.980 --> 00:07:24.580]  有三樣嘢
[00:07:24.580 --> 00:07:25.980]  大家好熟悉㗎
[00:07:25.980 --> 00:07:28.620]  就係神話你手上面拎住啲咩
[00:07:28.620 --> 00:07:31.540]  摩西話係一支牧羊人嘅像
[00:07:31.540 --> 00:07:34.380]  其實係普通嘅一支木棍嚟㗎啫
[00:07:34.380 --> 00:07:36.260]  神叫佢扔落地下
[00:07:36.260 --> 00:07:38.500]  咁嗰支木棍呢就變成蛇喇
[00:07:38.500 --> 00:07:41.460]  跟住呢神叫佢摸住嗰個蛇尾
[00:07:41.460 --> 00:07:45.380]  跟住嗰隻蛇呢就變返普通嘅牧羊人嘅像
[00:07:45.380 --> 00:07:47.260]  呢個係第一個
[00:07:47.260 --> 00:07:48.100]  第二個
[00:07:48.100 --> 00:07:50.740]  神叫摩西將佢手擺落去衣襟嗰度
[00:07:50.740 --> 00:07:51.900]  一拎返出嚟
[00:07:51.900 --> 00:07:54.940]  話啲大毛蜂嚴重到係白色㗎喇
[00:07:54.940 --> 00:07:56.340]  即係好嚴重
[00:07:56.340 --> 00:07:57.940]  跟住一擺返落去個衣襟
[00:07:57.940 --> 00:07:59.460]  拎返出嚟又好返喇
[00:07:59.460 --> 00:08:00.700]  呢個係第二個
[00:08:00.700 --> 00:08:01.700]  第三個呢
[00:08:01.700 --> 00:08:03.180]  神話就算係咁
[00:08:03.180 --> 00:08:05.780]  嗰啲人都唔信你呢
[00:08:05.780 --> 00:08:07.140]  你就喺尼羅河嗰度舀啲水
[00:08:07.140 --> 00:08:08.300]  然後倒落地下
[00:08:08.300 --> 00:08:10.620]  嗰啲水呢就變成血
[00:08:10.620 --> 00:08:12.620]  等只會神蹟嘅目的呢
[00:08:12.620 --> 00:08:13.780]  就唔係話畀佢地聽吓
[00:08:13.780 --> 00:08:16.260]  嘩 呢啲神蹟有幾神奇
[00:08:16.260 --> 00:08:19.780]  神蹟嘅目的係傳達神一個訊息
[00:08:19.780 --> 00:08:21.220]  傳達咩訊息呢
[00:08:21.220 --> 00:08:24.180]  呢個訊息呢唔單止係
[00:08:24.180 --> 00:08:27.700]  對將來嘅以色列人同埋埃及人講
[00:08:27.700 --> 00:08:29.180]  唔單止同法老講
[00:08:29.180 --> 00:08:32.140]  亦都同當時嘅摩西講
[00:08:32.140 --> 00:08:33.300]  第一
[00:08:33.300 --> 00:08:34.860]  蛇代表咩呢
[00:08:34.860 --> 00:08:39.020]  蛇喺埃及呢係非常重要嘅
[00:08:39.020 --> 00:08:40.340]  喺埃及嚟講呢
[00:08:40.340 --> 00:08:42.420]  係一種權力嘅象徵
[00:08:42.420 --> 00:08:44.060]  埃及有好多神明呢
[00:08:44.060 --> 00:08:46.260]  有用蛇表現
[00:08:46.260 --> 00:08:48.820]  所以呢個形象呢重要到呢
[00:08:48.820 --> 00:08:50.980]  法老王嘅皇冠呢
[00:08:50.980 --> 00:08:53.060]  都有蛇嘅圖像喎
[00:08:53.060 --> 00:08:54.060]  所以呢呢個
[00:08:54.060 --> 00:08:55.540]  形象重要度非常重要
[00:08:55.540 --> 00:08:56.260]  蛇
[00:08:56.260 --> 00:08:58.140]  蛇係對於喺埃及人嚟講
[00:08:58.140 --> 00:08:59.620]  係超級重要嘅
[00:08:59.620 --> 00:09:01.180]  大臣好得意嘅
[00:09:01.180 --> 00:09:05.100]  將普通嘅木棍變成蛇
[00:09:05.100 --> 00:09:07.180]  然後將蛇變成木棍
[00:09:07.180 --> 00:09:09.340]  同摩西講啲乜嘢呢
[00:09:09.340 --> 00:09:10.340]  神奴同摩西講
[00:09:10.340 --> 00:09:13.060]  你不要懼怕
[00:09:13.060 --> 00:09:14.820]  因為你信我嘅能力
[00:09:14.820 --> 00:09:17.180]  我嘅能力係超越過法老王
[00:09:17.180 --> 00:09:20.580]  超越過所有埃及自稱神嘅神明
[00:09:20.580 --> 00:09:23.860]  所以我能力係遠遠超過你常有想像
[00:09:23.860 --> 00:09:25.820]  第二個
[00:09:25.820 --> 00:09:27.020]  麻風病
[00:09:27.020 --> 00:09:30.180]  其實麻風病呢喺當時嘅埃及呢
[00:09:30.180 --> 00:09:33.780]  係有論整個社會
[00:09:33.780 --> 00:09:35.660]  係不治之症係絕症嚟
[00:09:35.660 --> 00:09:37.300]  呢種絕症其實去到耶穌時代
[00:09:37.300 --> 00:09:38.820]  都係一樣係絕症嚟嘅
[00:09:38.820 --> 00:09:39.820]  所以呢
[00:09:39.820 --> 00:09:41.940]  非常之恐懼非常之怕
[00:09:41.940 --> 00:09:42.700]  但係神呢
[00:09:42.700 --> 00:09:44.500]  將摩西喺手邊麻風
[00:09:44.500 --> 00:09:46.420]  跟住突然間醫返好
[00:09:46.420 --> 00:09:47.220]  神講咩呀
[00:09:47.220 --> 00:09:49.060]  摩西你不要懼怕
[00:09:49.060 --> 00:09:52.100]  你呢種咁得人驚嘅絕症呀
[00:09:52.100 --> 00:09:55.060]  我都完全有能力醫治任何嘅絕症
[00:09:55.060 --> 00:09:56.460]  所以不要懼怕
[00:09:56.460 --> 00:09:57.940]  第三個
[00:09:57.940 --> 00:09:59.020]  利諾河
[00:09:59.020 --> 00:10:01.980]  其實利諾河對於埃及嚟講亦都非常之重要
[00:10:01.980 --> 00:10:03.740]  係埃及嘅糧食
[00:10:03.740 --> 00:10:05.340]  同埋經濟嘅命脈
[00:10:05.340 --> 00:10:07.660]  亦都係埃及人生命資源
[00:10:07.660 --> 00:10:08.780]  神呢將
[00:10:08.780 --> 00:10:10.860]  嗰啲最重要嘅水變成血
[00:10:10.860 --> 00:10:13.100]  換句話講神同摩西講咩呀
[00:10:13.100 --> 00:10:15.220]  不要懼怕
[00:10:15.220 --> 00:10:17.020]  因為呢啲咁重要嘅嘢呀
[00:10:17.020 --> 00:10:18.620]  咁大嘅嘢呀
[00:10:18.620 --> 00:10:19.740]  我都可以勝過
[00:10:19.740 --> 00:10:22.820]  我完全有能力摧毀成條利諾河
[00:10:22.820 --> 00:10:26.900]  完全有能力摧毀整個埃及
[00:10:26.900 --> 00:10:30.100]  領子門你估摩西收唔收到呀
[00:10:30.100 --> 00:10:30.660]  NO
[00:10:30.660 --> 00:10:32.140]  完全收唔到
[00:10:32.140 --> 00:10:34.220]  所以摩西繼續推唐呀
[00:10:34.220 --> 00:10:35.660]  我又口才唔好
[00:10:35.660 --> 00:10:36.980]  我又講嘢唔叻
[00:10:36.980 --> 00:10:38.220]  所以唔好派我去啦
[00:10:38.220 --> 00:10:39.700]  神話我咪畀你口才囉
[00:10:39.700 --> 00:10:40.980]  你講嘢唔叻
[00:10:40.980 --> 00:10:42.780]  跟住呢摩西見呢
[00:10:42.780 --> 00:10:44.900]  推無可推啦
[00:10:44.900 --> 00:10:46.780]  佢最後一支係咩呢
[00:10:46.780 --> 00:10:48.180]  打橫嚟講呀
[00:10:48.180 --> 00:10:49.300]  即係橫蠻呀
[00:10:49.300 --> 00:10:50.180]  即係佢講咩呀
[00:10:50.180 --> 00:10:53.700]  佢話主要係你願意差遣誰就打發誰去啦
[00:10:53.700 --> 00:10:54.380]  即係講咩呀
[00:10:54.380 --> 00:10:56.860]  希伯諾言聞呢有更多個意思嘅
[00:10:56.860 --> 00:10:59.780]  主要係你鍾意派邊個
[00:10:59.780 --> 00:11:01.620]  咪派邊個囉
[00:11:01.620 --> 00:11:03.660]  不過除咗我
[00:11:03.660 --> 00:11:05.580]  我真係諗下呢
[00:11:05.580 --> 00:11:06.580]  就好似呢
[00:11:06.580 --> 00:11:08.300]  一個爸爸呢
[00:11:08.300 --> 00:11:10.940]  叫佢仔做嘢
[00:11:10.940 --> 00:11:11.860]  舉個例呀
[00:11:11.860 --> 00:11:14.300]  即係譬如你有仔女呢
[00:11:14.300 --> 00:11:15.740]  聽日就有考試呀
[00:11:15.740 --> 00:11:17.020]  而家好夜喇
[00:11:17.020 --> 00:11:18.060]  咁個爸爸呢就話
[00:11:18.060 --> 00:11:20.100]  喂 你要訓教喇喎
[00:11:20.100 --> 00:11:23.380]  點知個仔又呢又路呀好多
[00:11:23.380 --> 00:11:25.180]  萬七十萬九千同你又
[00:11:25.180 --> 00:11:26.020]  喺度左推右擋
[00:11:26.020 --> 00:11:28.060]  總之呢就見越嚟越夜喇
[00:11:28.060 --> 00:11:30.020]  咁個爸爸見佢咁樣呢
[00:11:30.020 --> 00:11:32.940]  就發火喇
[00:11:32.940 --> 00:11:34.500]  NO
[00:11:34.500 --> 00:11:35.740]  YOU HAVE TO DO IT
[00:11:35.740 --> 00:11:37.020]  NO MORE EXCUSE
[00:11:37.020 --> 00:11:39.220]  YOU HAVE TO DO IT NOW
[00:11:39.220 --> 00:11:41.460]  好 丙子妹
[00:11:41.460 --> 00:11:45.060]  你估摩西又點樣回應㗎喇
[00:11:45.060 --> 00:11:46.260]  摩西聽話喎
[00:11:46.260 --> 00:11:46.980]  嗱 你睇睇
[00:11:46.980 --> 00:11:49.260]  春節及記四章十八節
[00:11:49.260 --> 00:11:49.980]  我哋一齊讀吓
[00:11:49.980 --> 00:11:51.180]  一二三
[00:11:51.180 --> 00:11:56.380]  於是摩西回到他岳父葉蒂羅那裏
[00:11:56.380 --> 00:11:57.500]  對他說
[00:11:57.500 --> 00:11:59.460]  求你容我回去
[00:11:59.460 --> 00:12:02.180]  見我在埃及的弟兄
[00:12:02.180 --> 00:12:04.860]  看他們還在不在
[00:12:04.860 --> 00:12:06.780]  葉蒂羅對摩西說
[00:12:06.780 --> 00:12:10.660]  你可以平平安安的去吧
[00:12:10.660 --> 00:12:15.220]  摩西再唔去拗喇喎
[00:12:15.220 --> 00:12:16.540]  再唔搵借口喇
[00:12:16.540 --> 00:12:17.420]  佢話 哦
[00:12:17.420 --> 00:12:19.100]  咁就去做喎
[00:12:19.100 --> 00:12:20.020]  丙子妹
[00:12:20.020 --> 00:12:22.780]  呢個係一個極大嘅轉變嚟㗎
[00:12:22.780 --> 00:12:23.980]  你可以繼續拗㗎
[00:12:23.980 --> 00:12:26.900]  你可以作十萬九千條理由繼續拗㗎
[00:12:26.900 --> 00:12:32.180]  睇只會你估呢個摩西呢個回應容唔容易㗎喇
[00:12:32.180 --> 00:12:33.340]  我覺得唔容易㗎
[00:12:33.340 --> 00:12:38.700]  我曾經去過一個酒樓呢
[00:12:38.700 --> 00:12:40.420]  咁隔離枱呢
[00:12:40.420 --> 00:12:42.340]  就有一對父母呢
[00:12:42.340 --> 00:12:45.500]  帶住一個仔一個女呢
[00:12:45.500 --> 00:12:47.940]  就同佢啲舊朋友聚會
[00:12:47.940 --> 00:12:50.300]  因為講得好大聲
[00:12:50.300 --> 00:12:51.620]  我唔係故意偷聽佢哋
[00:12:51.620 --> 00:12:52.580]  講得太大聲
[00:12:52.580 --> 00:12:53.220]  我聽到佢哋
[00:12:53.220 --> 00:12:55.380]  其實最近好多係講好開心
[00:12:55.380 --> 00:12:56.580]  講好多嘢
[00:12:56.580 --> 00:12:58.580]  咁大人講好多嘢
[00:12:58.580 --> 00:13:00.620]  咁細路就覺得悶啦
[00:13:00.620 --> 00:13:02.780]  咁於是呢佢哋就喺度
[00:13:02.780 --> 00:13:03.860]  擾攘呀
[00:13:03.860 --> 00:13:04.860]  嘈呀
[00:13:04.860 --> 00:13:06.140]  搞呢搞路呀
[00:13:06.140 --> 00:13:08.220]  咁搞到啲茶幾乎倒瀉呀
[00:13:08.220 --> 00:13:09.420]  杯碟呀
[00:13:09.420 --> 00:13:10.420]  凍埋西倒呀
[00:13:10.420 --> 00:13:11.780]  冰冷咁樣啦
[00:13:11.780 --> 00:13:15.100]  嗰個媽媽呢就開頭就勸喻呀
[00:13:15.100 --> 00:13:16.620]  夠喇吓
[00:13:16.620 --> 00:13:17.820]  唔好喇唔好再搞喇
[00:13:17.820 --> 00:13:18.420]  唔好再搞喇
[00:13:18.420 --> 00:13:19.980]  停喇停喇
[00:13:19.980 --> 00:13:21.020]  啲細路梗係唔聽喇
[00:13:21.020 --> 00:13:22.140]  繼續搞喇佢
[00:13:22.140 --> 00:13:24.300]  咁樣搞到幾乎真係打爛嘅杯呀
[00:13:24.300 --> 00:13:26.660]  咁我媽媽終於頂唔順
[00:13:26.660 --> 00:13:28.060]  大吓一聲
[00:13:28.060 --> 00:13:30.780]  收聲
[00:13:30.780 --> 00:13:34.100]  你估啲小朋友睇唔睇喇
[00:13:34.100 --> 00:13:35.740]  佢停咗三秒
[00:13:35.740 --> 00:13:36.780]  呆咗三秒
[00:13:36.780 --> 00:13:37.180]  跟住
[00:13:37.180 --> 00:13:39.740]  嘩 繼續坐呀
[00:13:39.740 --> 00:13:41.540]  咁你諗吓
[00:13:41.540 --> 00:13:43.740]  小朋友都係咁
[00:13:43.740 --> 00:13:45.540]  所以摩西呢呢個
[00:13:45.540 --> 00:13:46.780]  哦
[00:13:46.780 --> 00:13:48.300]  即刻去做呢
[00:13:48.300 --> 00:13:50.540]  就真係唔係好容易㗎喎
[00:13:50.540 --> 00:13:52.500]  頂姐妹你有冇試過呀
[00:13:52.500 --> 00:13:53.500]  有啲時候呢
[00:13:53.500 --> 00:13:56.260]  你又唔係好明白神咁安排㗎
[00:13:56.260 --> 00:13:58.300]  你解釋唔到㗎
[00:13:58.300 --> 00:14:01.180]  甚至心裏面呢仍然好多恐懼㗎
[00:14:01.180 --> 00:14:02.660]  但係你決定
[00:14:02.660 --> 00:14:03.740]  信服
[00:14:03.740 --> 00:14:04.740]  聽話
[00:14:04.740 --> 00:14:06.780]  跟神嘅心意去做
[00:14:06.780 --> 00:14:09.140]  你有冇試過咁樣
[00:14:09.140 --> 00:14:14.100]  喺2018年年底呢
[00:14:14.100 --> 00:14:18.060]  我就接任同福堂嘅主任牧師
[00:14:18.060 --> 00:14:20.620]  但係當時我冇諗過呢
[00:14:20.620 --> 00:14:22.620]  呢個接任呢就好似
[00:14:22.620 --> 00:14:25.500]  撳著咗一個機關制咁樣
[00:14:25.500 --> 00:14:27.100]  點樣個機關制呢
[00:14:27.100 --> 00:14:29.380]  2019年開始呢
[00:14:29.380 --> 00:14:31.660]  就連續都冇停過㗎
