
[00:00:00.000 --> 00:00:03.000]  約翰韋斯李曾經講過一句說話
[00:02:44.000 --> 00:02:47.000]  他死性不改 依然是周身債
[00:02:47.000 --> 00:02:50.000]  當他欠債沒錢生活的時候
[00:02:50.000 --> 00:02:53.000]  他就扮被人偷東西
[00:02:53.000 --> 00:02:57.000]  搏同情 搏可憐 搏同學去周濟他
[00:02:57.000 --> 00:03:05.000]  這個人跟信仰 信心偉人一點關係都沒有
[00:03:05.000 --> 00:03:09.000]  他的人生轉捩點就是加入了弟兄會
[00:03:09.000 --> 00:03:11.000]  他讀聖經
[00:03:11.000 --> 00:03:14.000]  聖經的光照讓他明白
[00:03:14.000 --> 00:03:18.000]  他的人生要走什麼路
[00:03:18.000 --> 00:03:22.000]  原來喬治慕勒一生受過正統的神學訓練不多
[00:03:22.000 --> 00:03:24.000]  可能在座的童工
[00:03:24.000 --> 00:03:26.000]  甚至在座的評信徒
[00:03:26.000 --> 00:03:31.000]  你讀神學的時間可能都比喬治慕勒長
[00:03:31.000 --> 00:03:35.000]  但這個很卑微的牧者
[00:03:35.000 --> 00:03:37.000]  這個小小的精兵
[00:03:37.000 --> 00:03:39.000]  他為神聖咒大師
[00:03:39.000 --> 00:03:40.000]  是信心的偉人
[00:03:40.000 --> 00:03:43.000]  他的生命激勵了很多人
[00:03:43.000 --> 00:03:50.000]  他一生據說服侍過超過十萬個孤兒
[00:03:50.000 --> 00:03:57.000]  他的信心事跡成為後世很多人的鼓勵和幫助
[00:03:57.000 --> 00:04:00.000]  我們不需要每一個人去讀神學
[00:04:00.000 --> 00:04:02.000]  不需要每一個人做牧者
[00:04:02.000 --> 00:04:05.000]  但我們每一個人都可以做精兵
[00:04:05.000 --> 00:04:07.000]  我們每一個信耶穌的人
[00:04:07.000 --> 00:04:10.000]  都可以做耶穌基督的精兵
[00:04:10.000 --> 00:04:13.000]  今天我想藉著這段經文
[00:04:13.000 --> 00:04:16.000]  去分享一個小小的精兵
[00:04:16.000 --> 00:04:19.000]  能夠成就上帝託付給你的大事
[00:04:19.000 --> 00:04:21.000]  有四個步驟
[00:04:21.000 --> 00:04:23.000]  有四部曲
[00:04:23.000 --> 00:04:25.000]  我們看一看這段經文
[00:04:25.000 --> 00:04:28.000]  這段經文的背景就是上個星期說
[00:04:28.000 --> 00:04:31.000]  當彼得和約翰去傳福音
[00:04:31.000 --> 00:04:33.000]  這些人是耶穌醫治
[00:04:33.000 --> 00:04:36.000]  就被人拉到工會去受審
[00:04:36.000 --> 00:04:42.000]  彼得約翰當然在講論自己的經歷
[00:04:42.000 --> 00:04:44.000]  他的信仰和見證
[00:04:44.000 --> 00:04:48.000]  他身邊不是我醫治人
[00:04:48.000 --> 00:04:50.000]  是耶穌基督醫治人
[00:04:50.000 --> 00:04:53.000]  接著他講了一句很震撼的說話
[00:04:53.000 --> 00:04:56.000]  他說除他以外別無拯救
[00:04:56.000 --> 00:04:58.000]  因為在天下人間
[00:04:58.000 --> 00:05:00.000]  我們母次下別的名
[00:05:00.000 --> 00:05:02.000]  可以靠著得救
[00:05:02.000 --> 00:05:03.000]  很震撼
[00:05:03.000 --> 00:05:06.000]  你對於一個猶太議會
[00:05:06.000 --> 00:05:09.000]  信耶和華群體
[00:05:09.000 --> 00:05:11.000]  他講這句說話
[00:05:11.000 --> 00:05:13.000]  真是找死
[00:05:13.000 --> 00:05:15.000]  很震撼
[00:05:15.000 --> 00:05:17.000]  所以這班人
[00:05:17.000 --> 00:05:18.000]  這班議會的人
[00:05:18.000 --> 00:05:20.000]  他們見彼得約翰的膽量
[00:05:20.000 --> 00:05:22.000]  這樣都夠膽講
[00:05:22.000 --> 00:05:23.000]  不是吧
[00:05:23.000 --> 00:05:25.000]  但又看出這班人是什麼
[00:05:25.000 --> 00:05:28.000]  是沒有學問的平民
[00:05:28.000 --> 00:05:29.000]  他們很驚訝
[00:05:29.000 --> 00:05:34.000]  沒有學問即是沒有受過正統拉比訓練的人
[00:05:34.000 --> 00:05:36.000]  即是今天你沒有上過主教學
[00:05:36.000 --> 00:05:37.000]  沒有讀過神學
[00:05:37.000 --> 00:05:39.000]  沒有受過門訓
[00:05:39.000 --> 00:05:41.000]  平民即是黎民
[00:05:41.000 --> 00:05:44.000]  那些沒有受過訓練的人
[00:05:44.000 --> 00:05:46.000]  彼得約翰這兩個愚夫
[00:05:46.000 --> 00:05:47.000]  沒有受過這些訓練的
[00:05:47.000 --> 00:05:49.000]  他就跟著耶穌
[00:05:49.000 --> 00:05:52.000]  竟然夠膽講出這樣的說話
[00:05:52.000 --> 00:05:54.000]  在猶太的領袖裏面
[00:05:54.000 --> 00:05:56.000]  講出這樣的說話
[00:05:56.000 --> 00:05:58.000]  非常令人驚訝
[00:05:58.000 --> 00:06:00.000]  但你想想
[00:06:00.000 --> 00:06:01.000]  如果你記得
[00:06:01.000 --> 00:06:02.000]  他們的經歷
[00:06:02.000 --> 00:06:05.000]  似乎在聖經不是罕有
[00:06:05.000 --> 00:06:07.000]  他們的師父都是這樣做
[00:06:07.000 --> 00:06:10.000]  耶穌基督在《約翰福音》第七章
[00:06:10.000 --> 00:06:13.000]  他上聖殿去教導人的時候
[00:06:13.000 --> 00:06:16.000]  七章第十五節去記載
[00:06:16.000 --> 00:06:18.000]  猶太人很驚訝地說
[00:06:18.000 --> 00:06:20.000]  這個人沒有學過
[00:06:20.000 --> 00:06:23.000]  為什麼他這麼熟悉經典
[00:06:23.000 --> 00:06:26.000]  耶穌基督好像沒有讀過書
[00:06:26.000 --> 00:06:29.000]  為什麼這麼熟悉舊約經典
[00:06:29.000 --> 00:06:31.000]  耶穌基督行神蹟
[00:06:31.000 --> 00:06:33.000]  行異能去證明
[00:06:33.000 --> 00:06:35.000]  去印證他所說的
[00:06:35.000 --> 00:06:37.000]  他所傳說的
[00:06:37.000 --> 00:06:39.000]  所以你發覺原來彼得約翰做的事
[00:06:39.000 --> 00:06:41.000]  跟耶穌基督差不多
[00:06:41.000 --> 00:06:43.000]  他也是去行異能
[00:06:43.000 --> 00:06:45.000]  行神蹟
[00:06:45.000 --> 00:06:46.000]  他說的話就好像
[00:06:46.000 --> 00:06:47.000]  你都沒有讀過書
[00:06:47.000 --> 00:06:48.000]  沒有學過東西
[00:06:48.000 --> 00:06:50.000]  沒有訓練過
[00:06:50.000 --> 00:06:52.000]  原來門徒做的事
[00:06:52.000 --> 00:06:55.000]  跟耶穌做的事是一樣
[00:06:55.000 --> 00:06:57.000]  耶穌有這樣的經歷
[00:06:57.000 --> 00:06:59.000]  門徒同樣要走這條路
[00:06:59.000 --> 00:07:03.000]  所以這班猶太的領袖
[00:07:03.000 --> 00:07:07.000]  他看得出原來這班人的關鍵是什麼
[00:07:07.000 --> 00:07:10.000]  他們是與耶穌一起
[00:07:10.000 --> 00:07:13.000]  他們是跟從耶穌腳中的人
[00:07:13.000 --> 00:07:17.000]  所以如果你問我一個小小信徒
[00:07:17.000 --> 00:07:19.000]  我做一個小小精兵
[00:07:19.000 --> 00:07:21.000]  怎樣成就大事的第一步
[00:07:21.000 --> 00:07:23.000]  你是不是與耶穌一起
[00:07:23.000 --> 00:07:25.000]  這是關鍵
[00:07:25.000 --> 00:07:27.000]  如果你不是與耶穌一起
[00:07:27.000 --> 00:07:29.000]  你不是跟從耶穌的腳中
[00:07:29.000 --> 00:07:31.000]  莫說成就大事
[00:07:31.000 --> 00:07:33.000]  我們精兵都做不到
[00:07:33.000 --> 00:07:35.000]  我們可能是殘兵一名
[00:07:35.000 --> 00:07:37.000]  或者逃兵一名
[00:07:37.000 --> 00:07:39.000]  或者降兵一名
[00:07:39.000 --> 00:07:42.000]  跟從耶穌的精兵
[00:07:42.000 --> 00:07:44.000]  是與耶穌一起
[00:07:44.000 --> 00:07:46.000]  我們緊緊跟從他
[00:07:46.000 --> 00:07:48.000]  水裡就水裡去
[00:07:48.000 --> 00:07:50.000]  火裡就火裡去
[00:07:50.000 --> 00:07:52.000]  我們決定要跟從他
[00:07:52.000 --> 00:07:55.000]  跟從耶穌基督的精兵
[00:07:55.000 --> 00:07:58.000]  用我自己在約翰韋斯利的領袖
[00:07:58.000 --> 00:08:00.000]  什麼都不怕
[00:08:00.000 --> 00:08:02.000]  只是怕犯罪
[00:08:02.000 --> 00:08:03.000]  什麼都不渴慕
[00:08:03.000 --> 00:08:05.000]  我只渴慕耶穌基督
[00:08:05.000 --> 00:08:08.000]  是我最渴慕耶穌基督
[00:08:08.000 --> 00:08:11.000]  當然這是一個很高很高的標準
[00:08:11.000 --> 00:08:13.000]  我們做不到
[00:08:13.000 --> 00:08:15.000]  我自己做不到
[00:08:15.000 --> 00:08:17.000]  或者差很遠
[00:08:17.000 --> 00:08:19.000]  但是這是目標
[00:08:19.000 --> 00:08:22.000]  我什麼都不怕,我很怕犯罪
[00:08:22.000 --> 00:08:24.000]  我什麼都不渴慕
[00:08:24.000 --> 00:08:26.000]  我只渴慕上帝
[00:08:26.000 --> 00:08:29.000]  這就是我們能夠做到精兵
[00:08:29.000 --> 00:08:32.000]  能夠成就上帝大事的第一步
[00:08:32.000 --> 00:08:34.000]  你是不是跟從耶穌
[00:08:34.000 --> 00:08:35.000]  你是不是跟著耶穌
[00:08:35.000 --> 00:08:37.000]  與耶穌在一起
[00:08:37.000 --> 00:08:39.000]  所以弟兄姊妹,你可以問自己
[00:08:39.000 --> 00:08:41.000]  你現在最怕的是什麼呢?
[00:08:41.000 --> 00:08:43.000]  你的生命你最怕的是什麼呢?
[00:08:43.000 --> 00:08:45.000]  你可以問自己
[00:08:45.000 --> 00:08:46.000]  你的生命到今天
[00:08:46.000 --> 00:08:48.000]  你最渴慕的是什麼呢?
[00:08:48.000 --> 00:08:51.000]  你是不是最怕得罪上帝呢?
[00:08:51.000 --> 00:08:53.000]  你是不是最渴慕上帝呢?
[00:08:53.000 --> 00:08:56.000]  最渴慕上帝的心意在地上能夠成就
[00:08:56.000 --> 00:08:58.000]  這個就是去斷定
[00:08:58.000 --> 00:09:00.000]  我們能不能做到精兵
[00:09:00.000 --> 00:09:02.000]  當然很難
[00:09:02.000 --> 00:09:04.000]  一點都不容易
[00:09:04.000 --> 00:09:06.000]  也不是有什麼秘笈
[00:09:06.000 --> 00:09:08.000]  有什麼秘方
[00:09:08.000 --> 00:09:09.000]  你看一本書
[00:09:09.000 --> 00:09:11.000]  你不是吃一些靈丹妙藥
[00:09:11.000 --> 00:09:13.000]  沒有啊,你不是上一個課程
[00:09:13.000 --> 00:09:14.000]  去讀一個學位
[00:09:14.000 --> 00:09:16.000]  幫不了你
[00:09:16.000 --> 00:09:17.000]  是每天都做
[00:09:17.000 --> 00:09:19.000]  我每天都很怕犯罪
[00:09:19.000 --> 00:09:21.000]  我每天都很渴慕上帝
[00:09:21.000 --> 00:09:23.000]  你每天日積月累
[00:09:23.000 --> 00:09:25.000]  成為與耶穌在一起
[00:09:25.000 --> 00:09:27.000]  跟從耶穌腳中的人
[00:09:27.000 --> 00:09:28.000]  成為他的精兵
[00:09:28.000 --> 00:09:29.000]  沒有捷徑
[00:09:29.000 --> 00:09:31.000]  我發覺沒有捷徑
[00:09:31.000 --> 00:09:33.000]  日積月累去做
[00:09:33.000 --> 00:09:35.000]  當猶太議會的領袖
[00:09:35.000 --> 00:09:37.000]  見到彼得約翰這樣的時候
[00:09:37.000 --> 00:09:39.000]  他們面對一個難題
[00:09:39.000 --> 00:09:41.000]  你要否定這個人
[00:09:41.000 --> 00:09:42.000]  不行的
[00:09:42.000 --> 00:09:44.000]  因為他生了小孩
[00:09:44.000 --> 00:09:47.000]  那個人腿被治好的
[00:09:47.000 --> 00:09:49.000]  在他旁邊
[00:09:49.000 --> 00:09:50.000]  有證有據
[00:09:50.000 --> 00:09:52.000]  全城的人都知道
[00:09:52.000 --> 00:09:54.000]  但如果不理他
[00:09:54.000 --> 00:09:55.000]  任憑他傳揚
[00:09:55.000 --> 00:09:57.000]  那又不行
[00:09:57.000 --> 00:10:00.000]  你禁制又禁制不了
[00:10:00.000 --> 00:10:02.000]  你任由他傳揚又不想
[00:10:02.000 --> 00:10:04.000]  他們只有一個方法
[00:10:04.000 --> 00:10:06.000]  就是威嚇
[00:10:06.000 --> 00:10:08.000]  就是威嚇他
[00:10:08.000 --> 00:10:11.000]  威嚇這個字在聖經中出現了很少次數
[00:10:11.000 --> 00:10:14.000]  意思就是威嚇
[00:10:14.000 --> 00:10:15.000]  嚇你而已
[00:10:15.000 --> 00:10:16.000]  靠嚇
[00:10:16.000 --> 00:10:17.000]  警告你
[00:10:17.000 --> 00:10:18.000]  不要做
[00:10:18.000 --> 00:10:19.000]  有後果
[00:10:19.000 --> 00:10:22.000]  有負面後果
[00:10:22.000 --> 00:10:26.000]  所以小小精兵能夠成就大事的第二步
[00:10:26.000 --> 00:10:28.000]  就是面對威嚇
[00:10:28.000 --> 00:10:31.000]  你服侍神為神工作
[00:10:31.000 --> 00:10:34.000]  我相信你一定會面對威嚇
[00:10:34.000 --> 00:10:36.000]  會面對困難
[00:10:36.000 --> 00:10:39.000]  不會一條平坦大道
[00:10:39.000 --> 00:10:42.000]  如果你說我服侍上帝從來都沒有困難
[00:10:42.000 --> 00:10:45.000]  跟從上帝從來都沒有逆境
[00:10:45.000 --> 00:10:47.000]  從來都是平坦大道
[00:10:47.000 --> 00:10:49.000]  從來都沒有威嚇
[00:10:49.000 --> 00:10:51.000]  可能要小心
[00:10:51.000 --> 00:10:53.000]  為神工作的人
[00:10:53.000 --> 00:10:55.000]  一定會面對威嚇
[00:10:55.000 --> 00:10:56.000]  為什麼
[00:10:56.000 --> 00:10:58.000]  因為這個世界與神敵對
[00:10:58.000 --> 00:11:00.000]  這個世界與神為敵
[00:11:00.000 --> 00:11:03.000]  當你在這個世界做神工作的時候
[00:11:03.000 --> 00:11:04.000]  一定有威嚇
[00:11:04.000 --> 00:11:05.000]  一定有阻力
[00:11:05.000 --> 00:11:07.000]  上到天堂就沒有威嚇
[00:11:07.000 --> 00:11:10.000]  但在地上一定有威嚇有阻力
[00:11:10.000 --> 00:11:13.000]  所以在第二步你要問
[00:11:13.000 --> 00:11:16.000]  什麼是你今天的威嚇
[00:11:16.000 --> 00:11:18.000]  可能是你的工作
[00:11:18.000 --> 00:11:20.000]  如果我服侍上帝
[00:11:20.000 --> 00:11:23.000]  可能我的事業受虧損
[00:11:23.000 --> 00:11:26.000]  我這麼多時間放在侍奉裡面
[00:11:26.000 --> 00:11:29.000]  可能影響我的事業前途
[00:11:29.000 --> 00:11:31.000]  可能是你的享受
[00:11:31.000 --> 00:11:34.000]  有些時間你很想去享受
[00:11:34.000 --> 00:11:36.000]  很想去鬆一鬆
[00:11:36.000 --> 00:11:38.000]  但又被人搬去侍奉
[00:11:38.000 --> 00:11:41.000]  又要服侍成為重擔
[00:11:41.000 --> 00:11:44.000]  很可能你很想自由
[00:11:44.000 --> 00:11:47.000]  我發覺在窩福找人做侍奉
[00:11:47.000 --> 00:11:49.000]  最難是哪些侍奉呢
[00:11:49.000 --> 00:11:51.000]  就是那些要長期毀身那些
[00:11:51.000 --> 00:11:54.000]  一次過做私事不難的
[00:11:54.000 --> 00:11:56.000]  做完就走了
[00:11:56.000 --> 00:11:59.000]  做個青年部導師
[00:11:59.000 --> 00:12:00.000]  一點都不容易
[00:12:00.000 --> 00:12:02.000]  長期毀身的
[00:12:02.000 --> 00:12:04.000]  他通常都問陳牧師
[00:12:04.000 --> 00:12:06.000]  做到什麼時候
[00:12:06.000 --> 00:12:09.000]  有沒有任期完結
[00:12:09.000 --> 00:12:12.000]  我說做基督徒沒有完結
[00:12:12.000 --> 00:12:15.000]  我們做牧師都沒有完結的一天
[00:12:15.000 --> 00:12:16.000]  除非我們自己被人
[00:12:16.000 --> 00:12:19.000]  褫奪牧師的職位
[00:12:19.000 --> 00:12:21.000]  所以我們有時很怕
[00:12:21.000 --> 00:12:23.000]  什麼威嚇我們呢
[00:12:23.000 --> 00:12:25.000]  我們很想自由自在
[00:12:25.000 --> 00:12:26.000]  其實說到底
[00:12:26.000 --> 00:12:27.000]  無論工作也好
[00:12:27.000 --> 00:12:28.000]  愛情也好
[00:12:28.000 --> 00:12:29.000]  自由也好
[00:12:29.000 --> 00:12:30.000]  享受也好
[00:12:30.000 --> 00:12:32.000]  都是自我中心
[00:12:32.000 --> 00:12:36.000]  很想我自己的慾望達到
[00:12:36.000 --> 00:12:38.000]  但原來我們要成就上帝的大事
[00:12:38.000 --> 00:12:40.000]  成為耶穌基督的精兵
[00:12:40.000 --> 00:12:43.000]  我們一定要面對威嚇
[00:12:43.000 --> 00:12:46.000]  我們一定要勝過這個威嚇
[00:12:46.000 --> 00:12:49.000]  不是跟著自己的私欲去走
[00:12:49.000 --> 00:12:51.000]  我講道很少講政治
[00:12:51.000 --> 00:12:54.000]  但今日我都想講少少政治觸及
[00:12:54.000 --> 00:12:58.000]  因為這個和我今天所分享的有些關係
[00:12:58.000 --> 00:13:01.000]  自從我知道杭州崇一堂
[00:13:01.000 --> 00:13:03.000]  即顧若新牧師被捕
[00:13:03.000 --> 00:13:05.000]  以及他被褫奪了
[00:13:05.000 --> 00:13:08.000]  崇一堂堂主任的職務
[00:13:08.000 --> 00:13:10.000]  我相信和政治有關
[00:13:10.000 --> 00:13:11.000]  這是我個人看法
[00:13:11.000 --> 00:13:14.000]  這完全不代表窩福的立場
[00:13:14.000 --> 00:13:15.000]  這是我個人的看法
[00:13:15.000 --> 00:13:17.000]  我相信和政治有關
[00:13:17.000 --> 00:13:18.000]  他接著被捕
[00:13:18.000 --> 00:13:20.000]  接著被告來用公款
[00:13:20.000 --> 00:13:22.000]  被監禁
[00:13:22.000 --> 00:13:24.000]  再加上李波事件
[00:13:24.000 --> 00:13:26.000]  我自己開始擔心
[00:13:26.000 --> 00:13:29.000]  我真是有憂慮
[00:13:29.000 --> 00:13:31.000]  如何面對呢
[00:13:31.000 --> 00:13:33.000]  我覺得這個威嚇殺到埋身
[00:13:33.000 --> 00:13:36.000]  這是從北方來的威嚇殺到埋身
[00:13:36.000 --> 00:13:38.000]  我們如何面對呢
[00:13:38.000 --> 00:13:39.000]  祈禱吧
[00:13:39.000 --> 00:13:42.000]  我祈禱去想上帝如何面對呢
[00:13:42.000 --> 00:13:45.000]  我都沒有甚麼智慧
[00:13:45.000 --> 00:13:48.000]  不過這兩件事我都很想去預備自己
[00:13:48.000 --> 00:13:52.000]  或者預備有同樣擔心的弟兄姊妹
[00:13:52.000 --> 00:13:54.000]  第一件事是比較被動
[00:13:54.000 --> 00:13:56.000]  我會預備受苦
[00:13:56.000 --> 00:13:58.000]  我預備從北方來的威嚇
[00:13:58.000 --> 00:14:00.000]  可能有一天要受苦
[00:14:00.000 --> 00:14:02.000]  特別是教務同工
[00:14:02.000 --> 00:14:04.000]  特別是領袖
[00:14:04.000 --> 00:14:06.000]  我們預備受苦
[00:14:06.000 --> 00:14:08.000]  有一次我也會分享
[00:14:08.000 --> 00:14:10.000]  同工會分享
[00:14:10.000 --> 00:14:14.000]  如果陳牧師被捕入獄怎麼辦呢
[00:14:14.000 --> 00:14:16.000]  朱牧師受苦吧
[00:14:16.000 --> 00:14:21.000]  如果朱牧師被折磨至不成人形怎麼辦呢
[00:14:21.000 --> 00:14:22.000]  林牧師受苦吧
[00:14:22.000 --> 00:14:25.000]  如果林牧師有殉道怎麼辦呢
[00:14:25.000 --> 00:14:27.000]  當然是按牧吧
[00:14:27.000 --> 00:14:29.000]  林牧師受苦吧
[00:14:29.000 --> 00:14:31.000]  很多牧師都受苦吧
[00:14:31.000 --> 00:14:33.000]  弟兄姊妹我們預備受苦
[00:14:33.000 --> 00:14:36.000]  其實為意受苦是有福的
[00:14:36.000 --> 00:14:39.000]  所以我們不要怕這些威嚇
[00:14:39.000 --> 00:14:42.000]  在制度上去凸顯壓制者的不義
[00:14:42.000 --> 00:14:44.000]  我們要面對這件事
[00:14:44.000 --> 00:14:46.000]  第二就是主動一點
[00:14:46.000 --> 00:14:48.000]  在策略上怎樣做呢
[00:14:48.000 --> 00:14:50.000]  我們要建立精兵
[00:14:50.000 --> 00:14:51.000]  甚麼叫建立精兵呢
[00:14:51.000 --> 00:14:53.000]  就是如果真的
[00:14:53.000 --> 00:14:57.000]  我們要沒收觀華園這裡不能聚會
[00:14:57.000 --> 00:14:59.000]  我們就隨時四散
[00:14:59.000 --> 00:15:01.000]  在你的家庭聚會
[00:15:01.000 --> 00:15:02.000]  在你的職場聚會
[00:15:02.000 --> 00:15:05.000]  在外面其他地方四散
[00:15:05.000 --> 00:15:07.000]  我們不需要一個有形有體
[00:15:07.000 --> 00:15:10.000]  有架構的組織
[00:15:10.000 --> 00:15:11.000]  化整為零
[00:15:11.000 --> 00:15:13.000]  我昨天聽了一個分享
[00:15:13.000 --> 00:15:15.000]  有一個詞叫化零為丁
[00:15:15.000 --> 00:15:17.000]  丁就是individual
[00:15:17.000 --> 00:15:21.000]  我們可以在策略上四散
[00:15:21.000 --> 00:15:22.000]  每個人都是精兵
[00:15:22.000 --> 00:15:24.000]  去到那裏有自己的群體
[00:15:24.000 --> 00:15:25.000]  自己的小組
[00:15:25.000 --> 00:15:26.000]  去到那裏自己傳福音
[00:15:26.000 --> 00:15:28.000]  去到那裏建立門徒
[00:15:28.000 --> 00:15:30.000]  所以這是主動的策略
[00:15:30.000 --> 00:15:31.000]  那怎樣做呢
[00:15:31.000 --> 00:15:33.000]  我自己覺得
[00:15:33.000 --> 00:15:34.000]  只有一條路
[00:15:34.000 --> 00:15:35.000]  就是門訓
[00:15:35.000 --> 00:15:37.000]  門徒訓練
[00:15:37.000 --> 00:15:38.000]  在國福裏面
[00:15:38.000 --> 00:15:40.000]  我們要努力建立耶穌基督的門徒
[00:15:40.000 --> 00:15:42.000]  這班就是精兵
[00:15:42.000 --> 00:15:44.000]  我想想如果我們千三人
[00:15:44.000 --> 00:15:45.000]  有一半
[00:15:45.000 --> 00:15:47.000]  我們六百人是耶穌基督的精兵
[00:15:47.000 --> 00:15:49.000]  一個很穩健的門徒
[00:15:49.000 --> 00:15:53.000]  來迫害領袖就被抓了
[00:15:53.000 --> 00:15:54.000]  可能又受苦了
[00:15:54.000 --> 00:15:56.000]  但這些門徒可以四散
[00:15:56.000 --> 00:15:58.000]  這六百人四散
[00:15:58.000 --> 00:15:59.000]  在香港裏面
[00:15:59.000 --> 00:16:01.000]  甚至香港以外
[00:16:01.000 --> 00:16:03.000]  可以繼續為神做大事
[00:16:03.000 --> 00:16:05.000]  這就是我覺得
[00:16:05.000 --> 00:16:07.000]  面對這個威嚇
[00:16:07.000 --> 00:16:09.000]  當然這是我個人的立場
[00:16:09.000 --> 00:16:10.000]  個人的看法
[00:16:10.000 --> 00:16:12.000]  但我自己感覺到
[00:16:12.000 --> 00:16:14.000]  北面的威嚇
[00:16:14.000 --> 00:16:15.000]  殺到近身
[00:16:15.000 --> 00:16:17.000]  我們怎樣預備呢
[00:16:17.000 --> 00:16:19.000]  面對威嚇
[00:16:19.000 --> 00:16:20.000]  其實彼得·約翰
[00:16:20.000 --> 00:16:22.000]  他也有他自己的榜樣
[00:16:22.000 --> 00:16:23.000]  可以跟
[00:16:23.000 --> 00:16:26.000]  我想大家幫我讀讀第十八到第二十節
[00:16:26.000 --> 00:16:28.000]  十八到二十節
[00:16:28.000 --> 00:16:30.000]  好 預備起
[00:16:30.000 --> 00:16:33.000]  所以面對威嚇
[00:16:33.000 --> 00:16:34.000]  面對這些壓迫
[00:16:34.000 --> 00:16:36.000]  我們可以選擇的
[00:16:36.000 --> 00:16:38.000]  我們可以選擇聽從神
[00:16:38.000 --> 00:16:40.000]  我們可以選擇聽從人
[00:16:40.000 --> 00:16:42.000]  我覺得有一個大哲學家
[00:16:42.000 --> 00:16:43.000]  蘇格拉底
[00:16:43.000 --> 00:16:45.000]  當他面對威嚇
[00:16:45.000 --> 00:16:47.000]  去逼迫的時候
