
[00:00:00.000 --> 00:00:03.000]  我們感謝主 先來做一個祈禱
[00:03:10.000 --> 00:03:13.000]  神提醒他的救恩
[00:03:13.000 --> 00:03:16.000]  十誡是建立在恩典之上
[00:03:16.000 --> 00:03:18.000]  我們有什麼可以應用呢
[00:03:18.000 --> 00:03:21.000]  我們不是靠守律法得救
[00:03:21.000 --> 00:03:22.000]  大家記住
[00:03:22.000 --> 00:03:26.000]  我們是因信基督而可以得救
[00:03:26.000 --> 00:03:28.000]  乃是因信清義
[00:03:28.000 --> 00:03:33.000]  我們就可以站立在聖潔的神的面前
[00:03:33.000 --> 00:03:37.000]  而是因得救才會信服
[00:03:37.000 --> 00:03:44.000]  我們蒙恩得救就是要信服主頒佈給我們一切的誡命
[00:03:44.000 --> 00:03:47.000]  一切的教導 一切的律法
[00:03:47.000 --> 00:03:50.000]  尤其主耶穌基督所吩咐的一切的誡命
[00:03:50.000 --> 00:03:54.000]  我們都必須要遵守
[00:03:54.000 --> 00:03:58.000]  第一個誡20章第三節
[00:03:58.000 --> 00:04:01.000]  不可有別的神
[00:04:01.000 --> 00:04:08.000]  神說除了我以外你們不可有別的神
[00:04:08.000 --> 00:04:13.000]  不可以向這些假神來參拜
[00:04:13.000 --> 00:04:15.000]  包括我們人
[00:04:15.000 --> 00:04:17.000]  包括天空的鳥
[00:04:17.000 --> 00:04:18.000]  海裡的魚
[00:04:18.000 --> 00:04:21.000]  地上的一切走獸昆蟲
[00:04:21.000 --> 00:04:24.000]  我們都不可以敬拜
[00:04:24.000 --> 00:04:29.000]  唯一我們需要敬拜的就是要敬拜真神
[00:04:29.000 --> 00:04:30.000]  獨一的真神
[00:04:30.000 --> 00:04:32.000]  所以神說除了我以外
[00:04:32.000 --> 00:04:34.000]  講得很清楚
[00:04:34.000 --> 00:04:36.000]  你不可有別的神
[00:04:36.000 --> 00:04:40.000]  今天我們來問一問
[00:04:40.000 --> 00:04:43.000]  我們現在看看今天我們有沒有偶像
[00:04:43.000 --> 00:04:46.000]  有形的有無形的偶像
[00:04:46.000 --> 00:04:50.000]  都是很多現在世界的人
[00:04:50.000 --> 00:04:53.000]  未信主的人他們去追求
[00:04:53.000 --> 00:04:54.000]  特別今天的偶像
[00:04:54.000 --> 00:04:58.000]  第一很重要很多人都要賺錢
[00:04:58.000 --> 00:05:02.000]  又要追求名利
[00:05:02.000 --> 00:05:03.000]  工作
[00:05:03.000 --> 00:05:04.000]  明星
[00:05:04.000 --> 00:05:05.000]  權利
[00:05:05.000 --> 00:05:06.000]  娛樂
[00:05:06.000 --> 00:05:07.000]  自己
[00:05:07.000 --> 00:05:10.000]  他們以為自己就是自己的天
[00:05:10.000 --> 00:05:13.000]  所以有些人說我什麼都信
[00:05:13.000 --> 00:05:15.000]  其實就是什麼都不信
[00:05:15.000 --> 00:05:17.000]  我只信自己
[00:05:17.000 --> 00:05:19.000]  他們說只信自己
[00:05:19.000 --> 00:05:24.000]  今次主耶穌在這個新約馬太福音的時候
[00:05:24.000 --> 00:05:26.000]  講得很清楚
[00:05:26.000 --> 00:05:30.000]  我們不可以侍奉兩個主
[00:05:30.000 --> 00:05:31.000]  一是你愛神
[00:05:31.000 --> 00:05:34.000]  一是愛馬門就是錢
[00:05:34.000 --> 00:05:35.000]  你不可以
[00:05:35.000 --> 00:05:37.000]  一是恨神
[00:05:37.000 --> 00:05:39.000]  你就去愛錢
[00:05:39.000 --> 00:05:40.000]  一是你愛神
[00:05:40.000 --> 00:05:42.000]  你就要恨錢
[00:05:42.000 --> 00:05:46.000]  我們不可以兩邊都要
[00:05:46.000 --> 00:05:49.000]  好像一個人在船上
[00:05:49.000 --> 00:05:52.000]  兩個船搖搖擺擺
[00:05:52.000 --> 00:05:54.000]  一定會衝到水裡
[00:05:54.000 --> 00:05:57.000]  所以我們不可以做一個三心兩意的人
[00:05:57.000 --> 00:06:03.000]  一定要專心來敬畏我們獨一的真神
[00:06:03.000 --> 00:06:05.000]  所以這些金錢
[00:06:05.000 --> 00:06:06.000]  工作
[00:06:06.000 --> 00:06:07.000]  明星
[00:06:07.000 --> 00:06:08.000]  權利
[00:06:08.000 --> 00:06:09.000]  娛樂
[00:06:09.000 --> 00:06:10.000]  自己
[00:06:10.000 --> 00:06:11.000]  這些全部都會過去
[00:06:11.000 --> 00:06:14.000]  我們人的生命是非常渺小
[00:06:14.000 --> 00:06:17.000]  好像一陣煙就走了
[00:06:17.000 --> 00:06:19.000]  我們的年歲是有限
[00:06:19.000 --> 00:06:21.000]  所以有個問題給大家
[00:06:21.000 --> 00:06:27.000]  現在有什麼佔據了我生命的第一位
[00:06:27.000 --> 00:06:30.000]  究竟是神在你生命中是第一位呢
[00:06:30.000 --> 00:06:33.000]  還是你自己是第一位
[00:06:33.000 --> 00:06:35.000]  其實大家不要騙自己
[00:06:35.000 --> 00:06:38.000]  如果你不將你的生命獻給耶穌基督的話
[00:06:38.000 --> 00:06:40.000]  你的生命是屬於誰呢
[00:06:40.000 --> 00:06:42.000]  是屬於魔鬼
[00:06:42.000 --> 00:06:46.000]  是受魔鬼來控制你的
[00:06:46.000 --> 00:06:48.000]  所以我們要清楚知道
[00:06:48.000 --> 00:06:50.000]  那個利害的關係
[00:06:50.000 --> 00:06:53.000]  你信服主耶穌的話
[00:06:53.000 --> 00:06:55.000]  你就有生命
[00:06:55.000 --> 00:06:58.000]  你來到他愛的世界的時候
[00:06:58.000 --> 00:07:01.000]  你就要賠償自己的生命
[00:07:01.000 --> 00:07:04.000]  主耶穌已經將我們基督徒的價值觀
[00:07:04.000 --> 00:07:09.000]  在福音書裡面非常清楚地講了
[00:07:09.000 --> 00:07:11.000]  所以大家弟兄姊妹
[00:07:11.000 --> 00:07:12.000]  記住
[00:07:12.000 --> 00:07:14.000]  不可有別的神
[00:07:14.000 --> 00:07:17.000]  在你的心裡面
[00:07:17.000 --> 00:07:20.000]  能夠讓神 讓聖靈
[00:07:20.000 --> 00:07:25.000]  在你的心中來掌管你的生命
[00:07:25.000 --> 00:07:27.000]  第二個
[00:07:27.000 --> 00:07:29.000]  第二十章
[00:07:29.000 --> 00:07:31.000]  四到五節
[00:07:31.000 --> 00:07:32.000]  第一章就說
[00:07:32.000 --> 00:07:35.000]  不可拜偶像
[00:07:35.000 --> 00:07:37.000]  任何拜偶像
[00:07:37.000 --> 00:07:39.000]  現在我們中國人
[00:07:39.000 --> 00:07:42.000]  其實全世界很多人都在拜偶像
[00:07:42.000 --> 00:07:49.000]  中國以前是禁止所有宗教
[00:07:49.000 --> 00:07:53.000]  所有教會廟宇全部關閉
[00:07:53.000 --> 00:07:55.000]  但是當他開放的時候
[00:07:55.000 --> 00:07:59.000]  基督徒當然回去教會敬拜神
[00:07:59.000 --> 00:08:01.000]  但是很多信佛那些
[00:08:01.000 --> 00:08:02.000]  信道那些
[00:08:02.000 --> 00:08:03.000]  信儒家那些
[00:08:03.000 --> 00:08:05.000]  全部回去
[00:08:05.000 --> 00:08:06.000]  做他自己的
[00:08:06.000 --> 00:08:08.000]  拜他自己的神子
[00:08:08.000 --> 00:08:10.000]  所以我們知道
[00:08:10.000 --> 00:08:13.000]  離開真神之後
[00:08:13.000 --> 00:08:16.000]  我們的心就去拜別的東西
[00:08:16.000 --> 00:08:19.000]  但是神真的很傷心
[00:08:19.000 --> 00:08:21.000]  他創造我們人
[00:08:21.000 --> 00:08:25.000]  按他的樣式來做人
[00:08:25.000 --> 00:08:28.000]  他對我們很有期望
[00:08:28.000 --> 00:08:30.000]  希望我們像他那樣
[00:08:30.000 --> 00:08:32.000]  好像他的聖潔
[00:08:32.000 --> 00:08:34.000]  好像他那麼有愛心
[00:08:34.000 --> 00:08:39.000]  好像他有憐憫的心
[00:08:39.000 --> 00:08:41.000]  有公義的心
[00:08:41.000 --> 00:08:42.000]  有公平的心
[00:08:42.000 --> 00:08:44.000]  但是我們離開神之後
[00:08:44.000 --> 00:08:46.000]  亞當夏娃犯罪
[00:08:46.000 --> 00:08:47.000]  在伊甸園
[00:08:47.000 --> 00:08:52.000]  我們就看到我們這個人的歷史
[00:08:52.000 --> 00:08:53.000]  一直在敗壞
[00:08:53.000 --> 00:08:55.000]  一直衰落
[00:08:55.000 --> 00:08:59.000]  戰爭、災難不斷發生
[00:08:59.000 --> 00:09:01.000]  現在在我們面前都是一樣
[00:09:01.000 --> 00:09:03.000]  歷史的循環性
[00:09:03.000 --> 00:09:05.000]  從來沒有間斷
[00:09:05.000 --> 00:09:07.000]  從來沒有間斷
[00:09:07.000 --> 00:09:09.000]  你說想沒有戰爭很難
[00:09:09.000 --> 00:09:10.000]  因為人的自私
[00:09:10.000 --> 00:09:12.000]  國與國之間的鬥爭
[00:09:12.000 --> 00:09:16.000]  要做第一的話
[00:09:16.000 --> 00:09:17.000]  人都是一樣
[00:09:17.000 --> 00:09:18.000]  如果我們驕傲
[00:09:18.000 --> 00:09:19.000]  我們經常和別人爭
[00:09:19.000 --> 00:09:21.000]  我們一定要第一
[00:09:21.000 --> 00:09:25.000]  你就會搞亂整個世界
[00:09:25.000 --> 00:09:27.000]  搞亂整個教會
[00:09:27.000 --> 00:09:30.000]  如果你在這裡是自己做主的話
[00:09:30.000 --> 00:09:31.000]  我是一哥
[00:09:31.000 --> 00:09:32.000]  我要做一哥的話
[00:09:32.000 --> 00:09:33.000]  什麼人都要尊重你
[00:09:33.000 --> 00:09:34.000]  要聽你的話的話
[00:09:34.000 --> 00:09:38.000]  你就會在這裡是一個麻煩者
[00:09:38.000 --> 00:09:42.000]  不是一個和平和好的使者
[00:09:42.000 --> 00:09:46.000]  神呼召我們要做一個和好的使者
[00:09:46.000 --> 00:09:48.000]  要做和平
[00:09:48.000 --> 00:09:50.000]  主耶穌是和平之君
[00:09:50.000 --> 00:09:55.000]  我們也必須做和好的使者
[00:09:55.000 --> 00:09:56.000]  第一
[00:09:56.000 --> 00:09:59.000]  神要禁止不要雕刻偶像
[00:09:59.000 --> 00:10:02.000]  人有沒有去雕刻偶像
[00:10:02.000 --> 00:10:04.000]  當然有很多
[00:10:04.000 --> 00:10:05.000]  拜
[00:10:05.000 --> 00:10:07.000]  跪拜偶像
[00:10:07.000 --> 00:10:08.000]  有沒有去拜
[00:10:08.000 --> 00:10:09.000]  很多去佛廟拜
[00:10:09.000 --> 00:10:11.000]  去道觀拜
[00:10:11.000 --> 00:10:14.000]  人人都說那些才是神
[00:10:14.000 --> 00:10:16.000]  很多我們今天傳福音的人
[00:10:16.000 --> 00:10:17.000]  很多時候都說
[00:10:17.000 --> 00:10:19.000]  我已經信了有神
[00:10:19.000 --> 00:10:21.000]  所以我不可以信耶穌
[00:10:21.000 --> 00:10:22.000]  因為我已經
[00:10:22.000 --> 00:10:25.000]  我怕如果我叛教
[00:10:25.000 --> 00:10:27.000]  我叛教的時候
[00:10:27.000 --> 00:10:30.000]  我的神就會懲罰我
[00:10:30.000 --> 00:10:32.000]  很多是叛教
[00:10:32.000 --> 00:10:33.000]  他們怕
[00:10:33.000 --> 00:10:35.000]  他們不知道他們在拜什麼
[00:10:35.000 --> 00:10:36.000]  在拜鬼
[00:10:36.000 --> 00:10:38.000]  偶像後面是在拜鬼
[00:10:38.000 --> 00:10:40.000]  邪靈污鬼魔鬼
[00:10:40.000 --> 00:10:42.000]  所以我們要清楚
[00:10:42.000 --> 00:10:45.000]  我們絕對不可以向偶像
[00:10:45.000 --> 00:10:51.000]  人手所做的金銀和石頭木
[00:10:51.000 --> 00:10:52.000]  很多人
[00:10:52.000 --> 00:10:54.000]  今天就有些原始的民族
[00:10:54.000 --> 00:10:56.000]  所謂什麼都拜
[00:10:56.000 --> 00:11:00.000]  甚至吃人肉
[00:11:00.000 --> 00:11:02.000]  都還有
[00:11:02.000 --> 00:11:03.000]  為什麼
[00:11:03.000 --> 00:11:04.000]  因為墮落的人
[00:11:04.000 --> 00:11:10.000]  他們已經不認識誰是他們真正的父親
[00:11:10.000 --> 00:11:11.000]  我們感恩
[00:11:11.000 --> 00:11:12.000]  我們在大祖當中
[00:11:12.000 --> 00:11:14.000]  我們是蒙恩的
[00:11:14.000 --> 00:11:15.000]  天父
[00:11:15.000 --> 00:11:17.000]  我們現在有一個天父
[00:11:17.000 --> 00:11:19.000]  來看著我們
[00:11:19.000 --> 00:11:22.000]  一早我就和在肯亞的
[00:11:22.000 --> 00:11:25.000]  東非的肯亞的一個孤兒院
[00:11:25.000 --> 00:11:27.000]  來正道
[00:11:27.000 --> 00:11:30.000]  他的負責人是一個年輕的牧師
[00:11:30.000 --> 00:11:35.000]  他特別叫我和他們的孤兒寡婦
[00:11:35.000 --> 00:11:36.000]  分享神的話
[00:11:36.000 --> 00:11:38.000]  我一早就要起身
[00:11:38.000 --> 00:11:40.000]  來和他們講道
[00:11:40.000 --> 00:11:48.000]  講道神是非常關愛那些無父無母的孤兒
[00:11:48.000 --> 00:11:51.000]  神一直在舊約新約都是強調
[00:11:51.000 --> 00:11:56.000]  亞各書也說真正的宗教就是要照顧那些孤兒寡婦
[00:11:56.000 --> 00:11:59.000]  所以我們看到在普世的地方
[00:11:59.000 --> 00:12:00.000]  特別在非洲
[00:12:00.000 --> 00:12:01.000]  印度
[00:12:01.000 --> 00:12:02.000]  巴基斯坦
[00:12:02.000 --> 00:12:03.000]  很多的地方
[00:12:03.000 --> 00:12:05.000]  我們中國都有
[00:12:05.000 --> 00:12:07.000]  我們凡是愛主的人
[00:12:07.000 --> 00:12:11.000]  我們都會去關心這些弱勢的群族
[00:12:11.000 --> 00:12:14.000]  無論他是孤兒還是寡婦
[00:12:14.000 --> 00:12:17.000]  因為神是特別會關照他們
[00:12:17.000 --> 00:12:19.000]  會為他們伸冤的
[00:12:19.000 --> 00:12:22.000]  千萬不要虐待他們
[00:12:22.000 --> 00:12:24.000]  舊約的那些以色列人
[00:12:24.000 --> 00:12:26.000]  那些不跟從神的人
[00:12:26.000 --> 00:12:28.000]  他們那些有錢人
[00:12:28.000 --> 00:12:31.000]  以自己的勢力專門欺壓他們
[00:12:31.000 --> 00:12:33.000]  專門剝削他們
[00:12:33.000 --> 00:12:36.000]  所以神是要審判那些人
[00:12:36.000 --> 00:12:39.000]  所以我們一定要對那些弱勢的人
[00:12:39.000 --> 00:12:41.000]  甚至今天的無瓜可歸
[00:12:41.000 --> 00:12:47.000]  我們知道全美國有五十多萬的無瓜可歸者
[00:12:47.000 --> 00:12:50.000]  過去我曾經有兩年
[00:12:50.000 --> 00:12:54.000]  被邀請去南灣聖濠寺
[00:12:54.000 --> 00:12:56.000]  一個公園那裏
[00:12:56.000 --> 00:12:58.000]  我們有一個崇拜給他們
[00:12:58.000 --> 00:13:03.000]  然後是南韓的一班教會牧者
[00:13:03.000 --> 00:13:07.000]  和一班弟兄姊妹他們興起的士工
[00:13:07.000 --> 00:13:08.000]  已經做了三十年了
[00:13:08.000 --> 00:13:10.000]  他們非常的有愛心
[00:13:10.000 --> 00:13:12.000]  所以我就有當中
[00:13:12.000 --> 00:13:14.000]  可以幫忙帶領崇拜之後
[00:13:14.000 --> 00:13:16.000]  我給他們五分鐘的訊息
[00:13:16.000 --> 00:13:18.000]  來鼓勵他們
[00:13:18.000 --> 00:13:21.000]  希望神藉著那段短短的訊息
[00:13:21.000 --> 00:13:23.000]  能夠改變他們的人生
[00:13:23.000 --> 00:13:25.000]  所以我弟兄姊妹
[00:13:25.000 --> 00:13:28.000]  神叫我們不要拜偶像
[00:13:28.000 --> 00:13:30.000]  現在我們去餐館
[00:13:30.000 --> 00:13:35.000]  很多唐人的餐館或者超級市場
[00:13:35.000 --> 00:13:38.000]  一定有個偶像在裏面
[00:13:38.000 --> 00:13:40.000]  有幾個
[00:13:40.000 --> 00:13:42.000]  見到的
[00:13:42.000 --> 00:13:43.000]  你會不會去光顧他
[00:13:43.000 --> 00:13:44.000]  照樣光顧他
[00:13:44.000 --> 00:13:46.000]  又不傷害到我們
[00:13:46.000 --> 00:13:48.000]  照樣去買東西
[00:13:48.000 --> 00:13:50.000]  照樣去吃東西
[00:13:50.000 --> 00:13:51.000]  不要理他們那些
[00:13:51.000 --> 00:13:53.000]  他們拜他們自己
[00:13:53.000 --> 00:13:55.000]  如果他們不相信耶穌
[00:13:55.000 --> 00:13:57.000]  有一天他們會面對神
[00:13:57.000 --> 00:13:59.000]  不是我們去審判他們
[00:13:59.000 --> 00:14:01.000]  是神去審判他們
[00:14:01.000 --> 00:14:03.000]  偶像的本質是什麼
[00:14:03.000 --> 00:14:07.000]  就是將受造之物放在造物主的位置
[00:14:07.000 --> 00:14:10.000]  造物主的位置
[00:14:10.000 --> 00:14:14.000]  所以罪人一犯有罪的人
[00:14:14.000 --> 00:14:17.000]  就會將自己或者任何
[00:14:17.000 --> 00:14:20.000]  找其他的物來取代神
[00:14:20.000 --> 00:14:22.000]  千萬不要
[00:14:22.000 --> 00:14:25.000]  因為神是不可以輕慢的
[00:14:25.000 --> 00:14:27.000]  神是聖潔的神
[00:14:27.000 --> 00:14:32.000]  絕對不能夠容忍一點的污穢
[00:14:32.000 --> 00:14:34.000]  有罪的人他必審判
[00:14:34.000 --> 00:14:37.000]  他不以有罪的為無罪
[00:14:37.000 --> 00:14:39.000]  神不會說一隻眼開一隻眼閉
[00:14:39.000 --> 00:14:42.000]  任你自己去做你自己喜歡做的事
[00:14:42.000 --> 00:14:44.000]  因為你自己喜歡做的事
[00:14:44.000 --> 00:14:47.000]  將會帶給你自己的滅亡
[00:14:47.000 --> 00:14:50.000]  你自取滅亡自取其咎
[00:14:50.000 --> 00:14:52.000]  所以我們一定要
[00:14:52.000 --> 00:14:54.000]  每一天都要反省
[00:14:54.000 --> 00:14:55.000]  我們的態度
[00:14:55.000 --> 00:14:56.000]  我們的言語
[00:14:56.000 --> 00:14:57.000]  我們的行為
[00:14:57.000 --> 00:14:58.000]  我們的思想
[00:14:58.000 --> 00:14:59.000]  我們的動機
[00:14:59.000 --> 00:15:01.000]  都要一一檢查
[00:15:01.000 --> 00:15:03.000]  所以靈修是很重要
[00:15:03.000 --> 00:15:06.000]  每天都要親近讀神的話語
[00:15:06.000 --> 00:15:08.000]  我星期二現在在中信的時候
[00:15:08.000 --> 00:15:10.000]  我早上八點半到九點
[00:15:10.000 --> 00:15:14.000]  我的主任吩咐我
[00:15:14.000 --> 00:15:16.000]  帶了好幾個月的
[00:15:16.000 --> 00:15:18.000]  早上半個小時的靈修
[00:15:18.000 --> 00:15:21.000]  感謝主現在不但有靈修之後
[00:15:21.000 --> 00:15:23.000]  而且我們彼此代禱
[00:15:23.000 --> 00:15:25.000]  也看到神的恩典
[00:15:25.000 --> 00:15:27.000]  臨到我們聽我們的祈禱
[00:15:27.000 --> 00:15:29.000]  所以我們獻上感恩
[00:15:29.000 --> 00:15:31.000]  好我們下一個
[00:15:31.000 --> 00:15:33.000]  神呢
[00:15:33.000 --> 00:15:34.000]  大家記住
[00:15:34.000 --> 00:15:36.000]  神是一個忌邪的神
[00:15:36.000 --> 00:15:40.000]  所以為什麼神會發怒
[00:15:40.000 --> 00:15:42.000]  看到這些假神
[00:15:42.000 --> 00:15:44.000]  因為祂是真的
[00:15:44.000 --> 00:15:46.000]  所以這是神的本性
[00:15:46.000 --> 00:15:48.000]  因為我是忌邪的神
[00:15:48.000 --> 00:15:50.000]  忌邪的意思是什麼
[00:15:50.000 --> 00:15:53.000]  不是說到人的那種質度
[00:15:53.000 --> 00:15:54.000]  看到別人好
[00:15:54.000 --> 00:15:56.000]  你就不值得那些
[00:15:56.000 --> 00:15:59.000]  而是神要求百姓怎麼樣
[00:15:59.000 --> 00:16:02.000]  你是要專一的愛他
[00:16:02.000 --> 00:16:05.000]  好像婚姻當中的忠誠一樣
[00:16:05.000 --> 00:16:07.000]  配偶之間
[00:16:07.000 --> 00:16:09.000]  丈夫忠於妻子
[00:16:09.000 --> 00:16:11.000]  妻子忠於丈夫
[00:16:11.000 --> 00:16:13.000]  大神我們
[00:16:13.000 --> 00:16:15.000]  屬神的人我們是什麼
[00:16:15.000 --> 00:16:19.000]  主耶穌是我們的新郎
[00:16:19.000 --> 00:16:21.000]  我們教會是什麼
[00:16:21.000 --> 00:16:23.000]  是新婦
[00:16:23.000 --> 00:16:26.000]  所以我們和主耶穌之間
[00:16:26.000 --> 00:16:28.000]  是有一個
[00:16:28.000 --> 00:16:30.000]  不但是主僕的關係
[00:16:30.000 --> 00:16:32.000]  而父子的關係
[00:16:32.000 --> 00:16:36.000]  而且是有一種婚約的關係
[00:16:36.000 --> 00:16:42.000]  神也讓我們看到
[00:16:42.000 --> 00:16:44.000]  神是公義的
[00:16:44.000 --> 00:16:46.000]  說恨我的
[00:16:46.000 --> 00:16:48.000]  必追討他的罪
[00:16:48.000 --> 00:16:50.000]  至父及子
[00:16:50.000 --> 00:16:52.000]  直到三四代
[00:16:52.000 --> 00:16:54.000]  這個意思是說什麼
[00:16:54.000 --> 00:16:58.000]  罪會帶來心軟的影響
[00:16:58.000 --> 00:17:00.000]  很多時候你在
[00:17:00.000 --> 00:17:02.000]  我們現在說遺傳學
[00:17:02.000 --> 00:17:04.000]  醫學來說有遺傳學
[00:17:04.000 --> 00:17:06.000]  現在我們很多出身不同的家庭
[00:17:06.000 --> 00:17:08.000]  不同的背景
[00:17:08.000 --> 00:17:10.000]  不同的民族
[00:17:10.000 --> 00:17:12.000]  這裡我單一認識的都是華人
[00:17:12.000 --> 00:17:16.000]  但是很多人有病
[00:17:16.000 --> 00:17:18.000]  幾代
[00:17:18.000 --> 00:17:20.000]  最近我知道我們有一個弟兄
[00:17:20.000 --> 00:17:22.000]  很愛主的
[00:17:22.000 --> 00:17:24.000]  發現原來他骨質疏鬆
[00:17:24.000 --> 00:17:26.000]  都有程度
[00:17:26.000 --> 00:17:28.000]  不是單單癌症才有
[00:17:28.000 --> 00:17:30.000]  一度兩度三度
[00:17:30.000 --> 00:17:32.000]  一個四度
[00:17:32.000 --> 00:17:34.000]  後來他兒子去驗的時候
[00:17:34.000 --> 00:17:36.000]  兒子都已經三度了
[00:17:36.000 --> 00:17:38.000]  很年輕
[00:17:38.000 --> 00:17:40.000]  骨質已經疏鬆
[00:17:40.000 --> 00:17:42.000]  通常骨質疏鬆
[00:17:42.000 --> 00:17:44.000]  大部分是姊妹們比較有
[00:17:44.000 --> 00:17:46.000]  經常有發生
[00:17:46.000 --> 00:17:48.000]  但是弟兄有的
[00:17:48.000 --> 00:17:50.000]  是很少有
[00:17:50.000 --> 00:17:52.000]  所以有時候這些東西
[00:17:52.000 --> 00:17:54.000]  真是神說的
[00:17:54.000 --> 00:17:56.000]  你以前我們的祖宗
[00:17:56.000 --> 00:17:58.000]  我們的先輩
[00:17:58.000 --> 00:18:00.000]  他們是不敬重神的
[00:18:00.000 --> 00:18:02.000]  我整個家族我是第一個信耶穌的
[00:18:02.000 --> 00:18:04.000]  我第一個信耶穌
[00:18:04.000 --> 00:18:06.000]  今天感謝主
[00:18:06.000 --> 00:18:08.000]  我希望我有一半的
[00:18:08.000 --> 00:18:10.000]  親屬都信了主
[00:18:10.000 --> 00:18:12.000]  還有很多還沒信
[00:18:12.000 --> 00:18:14.000]  我希望主有一天
[00:18:14.000 --> 00:18:16.000]  開他們的眼拯救他們
[00:18:16.000 --> 00:18:18.000]  所以我們遺傳
[00:18:18.000 --> 00:18:20.000]  由病那裡遺傳
[00:18:20.000 --> 00:18:22.000]  有些說糖尿病
[00:18:22.000 --> 00:18:24.000]  又遺傳了
[00:18:24.000 --> 00:18:26.000]  是後天
[00:18:26.000 --> 00:18:28.000]  因為我們喜歡吃糖
[00:18:28.000 --> 00:18:30.000]  喝汽水
[00:18:30.000 --> 00:18:32.000]  吃蛋糕
[00:18:32.000 --> 00:18:34.000]  我們的糖就高了
[00:18:34.000 --> 00:18:36.000]  我也有高
[00:18:36.000 --> 00:18:38.000]  求主廉我要有節制
[00:18:38.000 --> 00:18:40.000]  而且這個最大
[00:18:40.000 --> 00:18:42.000]  深遠的影響
[00:18:42.000 --> 00:18:44.000]  不但影響我們的身體
[00:18:44.000 --> 00:18:46.000]  特別是影響我們和神的關係
[00:18:46.000 --> 00:18:48.000]  你不會可以
[00:18:48.000 --> 00:18:50.000]  他們到一個地步被神審判
[00:18:50.000 --> 00:18:52.000]  不可以聽明白神的話
[00:18:52.000 --> 00:18:54.000]  這種是一個最可憐的審判
[00:18:54.000 --> 00:18:56.000]  我們這樣
