
[00:00:00.000 --> 00:00:05.000]  今年教會的主題是夢想禱告與行動
[00:05:33.000 --> 00:05:37.000]  現在想到做電視台需要多少的人力、經費的資源
[00:05:37.000 --> 00:05:40.600]  那是超過我們所能想像的
[00:05:40.600 --> 00:05:43.500]  沒想到去年八月
[00:05:43.500 --> 00:05:48.800]  剛好就是在我們全地轉化特惠之後
[00:05:48.800 --> 00:05:52.200]  我們滿心想到影響世代
[00:05:52.200 --> 00:05:54.800]  忽然間在灣區
[00:05:54.800 --> 00:05:58.800]  Channel One 1號頻道的老闆就來找我們
[00:05:58.800 --> 00:06:00.300]  他是位基督徒
[00:06:00.300 --> 00:06:04.500]  他曾經在美國開過好幾間基督教電視台
[00:06:04.500 --> 00:06:06.300]  他就告訴我們說
[00:06:06.300 --> 00:06:12.600]  本來在1.9號頻道的華人紅星衛視將要關閉
[00:06:12.600 --> 00:06:15.300]  他就希望是我們教會能夠接手
[00:06:15.300 --> 00:06:21.100]  擁有灣區三萬位觀眾群的電視頻道
[00:06:21.100 --> 00:06:22.500]  忽然間好像
[00:06:22.500 --> 00:06:29.500]  神就是把一個嶄新的機會跟通路擺在我們面前
[00:06:29.500 --> 00:06:33.900]  但是當時在我心中真的有非常大的掙扎
[00:06:33.900 --> 00:06:35.000]  為什麼呢?
[00:06:35.000 --> 00:06:35.700]  第一
[00:06:35.700 --> 00:06:39.400]  因為當時我們的福音夥伴影音使團正要開始
[00:06:39.400 --> 00:06:42.500]  一個灣區第一個基督教電視台壯士電視
[00:06:42.500 --> 00:06:45.700]  那為什麼要插上一腳呢?
[00:06:45.700 --> 00:06:46.500]  我就跟主說
[00:06:46.500 --> 00:06:50.200]  主啊,難道沒有更好其他的方法嗎?
[00:06:50.200 --> 00:06:54.300]  再加上做電視台不只是付電視台費這麼簡單
[00:06:54.300 --> 00:06:56.700]  還有節目的來源從哪裡來啊?
[00:06:56.700 --> 00:06:59.300]  人力、經費從哪裡來啊?
[00:06:59.300 --> 00:07:01.100]  所以我多次在神明眼導過說
[00:07:01.100 --> 00:07:04.200]  主啊,這是不可的
[00:07:04.200 --> 00:07:07.000]  可那個時候我真的是記得
[00:07:07.000 --> 00:07:10.400]  好消息電視台總經理曾國勝弟兄
[00:07:10.400 --> 00:07:12.400]  很多年前
[00:07:12.400 --> 00:07:15.700]  很早還沒有開始做電視台的時候
[00:07:15.700 --> 00:07:18.800]  他曾經對我說一句話
[00:07:18.800 --> 00:07:19.800]  他說
[00:07:19.800 --> 00:07:22.700]  你若要掌握通路
[00:07:22.700 --> 00:07:25.800]  你才能夠掌握影響力
[00:07:25.800 --> 00:07:28.500]  他說你要掌握通路
[00:07:28.500 --> 00:07:31.100]  你才能掌握影響力
[00:07:31.100 --> 00:07:34.600]  他說就算你今天擁有再好的節目
[00:07:34.600 --> 00:07:36.700]  你有再好的內容
[00:07:36.700 --> 00:07:38.600]  如果沒有通路
[00:07:38.600 --> 00:07:41.200]  你還是沒有辦法影響世界的
[00:07:41.200 --> 00:07:41.700]  他告訴我
[00:07:41.700 --> 00:07:45.800]  這是為什麼他要開始好消息電視台的原因
[00:07:45.800 --> 00:07:48.000]  因為他看見今天教會
[00:07:48.000 --> 00:07:52.400]  我們擁有了改變世界的福音
[00:07:52.400 --> 00:07:56.300]  今天我們擁有了改變世界的好消息
[00:07:56.300 --> 00:07:58.900]  但我們卻沒有一個有效的管道
[00:07:58.900 --> 00:08:02.600]  來讓這個世界聽聞這個福音
[00:08:02.600 --> 00:08:04.900]  所以雖然當時你知道在台灣
[00:08:04.900 --> 00:08:06.700]  很多教會界的人士
[00:08:06.700 --> 00:08:11.600]  並不認同他要成立好消息電視台的做法
[00:08:11.600 --> 00:08:13.400]  很多人認為那太世俗化了
[00:08:13.400 --> 00:08:15.600]  幹嘛要做這些工作
[00:08:15.600 --> 00:08:20.000]  但他毅然決然就開始電視台的工作
[00:08:20.000 --> 00:08:21.400]  感謝神直到如今
[00:08:21.400 --> 00:08:24.100]  我們看見好消息電視台果然
[00:08:24.100 --> 00:08:26.200]  成為一個有影響力的管道
[00:08:26.200 --> 00:08:28.600]  為社區帶來祝福
[00:08:28.600 --> 00:08:31.300]  所以我那個時候就明白一件事情
[00:08:31.300 --> 00:08:34.000]  你要掌握通路
[00:08:34.000 --> 00:08:36.700]  你才能夠有影響力
[00:08:36.700 --> 00:08:40.000]  所以我記得去年九月的時候
[00:08:40.000 --> 00:08:42.800]  其實那時候我的心一直上上下下
[00:08:42.800 --> 00:08:43.900]  我說主啊
[00:08:43.900 --> 00:08:45.200]  你要我怎麼辦呢
[00:08:45.200 --> 00:08:47.300]  你要我做什麼
[00:08:47.300 --> 00:08:49.100]  一方面我真的看見
[00:08:49.100 --> 00:08:51.900]  好像神把一個影響世代的管道
[00:08:51.900 --> 00:08:54.500]  活生生擺在我面前
[00:08:54.500 --> 00:08:56.300]  我特別要用活生生這三個字
[00:08:56.300 --> 00:08:57.700]  真的
[00:08:57.700 --> 00:09:00.700]  就蹦丟在你的面前
[00:09:00.700 --> 00:09:02.400]  神好像對我說
[00:09:02.400 --> 00:09:03.900]  你們不是在那邊叫叫嚷嚷
[00:09:03.900 --> 00:09:06.000]  說要影響世代嗎
[00:09:06.000 --> 00:09:10.300]  我現在把影響世代管道丟在你面前了
[00:09:10.300 --> 00:09:12.800]  好像神就是把這個機會通路擺在
[00:09:12.800 --> 00:09:15.500]  你怎麼可以拒絕呢
[00:09:15.500 --> 00:09:17.900]  另一方面又想到節目
[00:09:17.900 --> 00:09:19.300]  人力
[00:09:19.300 --> 00:09:20.600]  經費
[00:09:20.600 --> 00:09:23.300]  跟友台的關係
[00:09:23.300 --> 00:09:26.000]  我記得九月中我在萬國足腳步道團
[00:09:26.000 --> 00:09:29.500]  參加他們國際董事會的時候
[00:09:29.500 --> 00:09:30.900]  晚上剛好有個特別的機會
[00:09:30.900 --> 00:09:33.200]  他們請了個特別的講員來講道
[00:09:33.200 --> 00:09:38.200]  其實那幾天我滿腦子想的都是電視台的問題
[00:09:38.200 --> 00:09:40.400]  根本沒辦法注意到那天討論些什麼
[00:09:40.400 --> 00:09:41.400]  講些什麼
[00:09:41.400 --> 00:09:42.900]  就心在上上下下
[00:09:42.900 --> 00:09:44.000]  主啊我要怎麼辦
[00:09:44.000 --> 00:09:46.500]  到底要怎麼辦
[00:09:46.500 --> 00:09:47.800]  沒想到那天在聽到的時候
[00:09:47.800 --> 00:09:51.500]  那個講員忽然講了一句話在台上
[00:09:51.500 --> 00:09:54.000]  他說當你跟神在爭論的時候
[00:09:54.000 --> 00:09:56.000]  我想這不就是我嗎
[00:09:56.000 --> 00:09:57.600]  我就在跟神爭論嘛
[00:09:57.600 --> 00:10:00.000]  該怎麼辦怎麼辦嘛
[00:10:00.000 --> 00:10:03.000]  他說當你在跟神爭論的時候
[00:10:03.000 --> 00:10:05.500]  如果你輸了你就贏了
[00:10:05.500 --> 00:10:10.000]  如果你贏了你就輸了
[00:10:10.000 --> 00:10:11.300]  If you win you lose
[00:10:11.300 --> 00:10:14.000]  If you lose you win
[00:10:14.000 --> 00:10:15.800]  我一聽到這句話
[00:10:15.800 --> 00:10:18.100]  眼淚就掉下來
[00:10:18.100 --> 00:10:19.800]  我就明白了
[00:10:19.800 --> 00:10:22.200]  我明白主要我做什麼
[00:10:22.200 --> 00:10:23.100]  感謝主
[00:10:23.100 --> 00:10:25.500]  一旦我的心降伏下來
[00:10:25.500 --> 00:10:30.200]  神就讓我看見一個嶄新的平台擺在我們面前
[00:10:30.200 --> 00:10:32.500]  神很清楚讓我看見這個頻道
[00:10:32.500 --> 00:10:34.800]  是一個大眾化的一個頻道
[00:10:34.800 --> 00:10:38.800]  是一個具有基督教價值觀的生活頻道
[00:10:38.800 --> 00:10:40.000]  因為我深深的相信
[00:10:40.000 --> 00:10:43.800]  只有透過潛移默化的生活教育
[00:10:43.800 --> 00:10:47.100]  才可能影響這個世代的文化
[00:10:47.100 --> 00:10:48.200]  Amen
[00:10:48.200 --> 00:10:49.200]  感謝神這些日子來
[00:10:49.200 --> 00:10:52.500]  我們從籌劃到開播一直到運作
[00:10:52.500 --> 00:10:54.600]  一路上雖然充滿了艱辛
[00:10:54.600 --> 00:10:56.900]  可是直到如今節目沒有斷過
[00:10:56.900 --> 00:10:58.000]  Hallelujah
[00:10:58.000 --> 00:11:03.900]  這本身就是神蹟你知道嗎
[00:11:03.900 --> 00:11:05.500]  你要知道真的是
[00:11:05.500 --> 00:11:08.200]  這段日子來我看見我們優勢的同工日益
[00:11:08.200 --> 00:11:10.100]  就知道節目一直要上檔
[00:11:10.100 --> 00:11:11.800]  按時上檔
[00:11:11.800 --> 00:11:14.600]  多好看見我們的同工真的擺上
[00:11:14.600 --> 00:11:15.800]  拼命的擺上
[00:11:15.800 --> 00:11:18.100]  讓節目能夠持續下去
[00:11:18.100 --> 00:11:20.100]  我們相信神是信使的
[00:11:20.100 --> 00:11:21.400]  祂所開始的工作
[00:11:21.400 --> 00:11:23.400]  祂自己必要完成這工
[00:11:23.400 --> 00:11:24.700]  Amen
[00:11:24.700 --> 00:11:26.100]  所以接下來我們要看見
[00:11:26.100 --> 00:11:28.700]  那優勢的定位是什麼呢
[00:11:28.700 --> 00:11:31.300]  我們的定位是什麼呢
[00:11:31.300 --> 00:11:33.000]  你知道我生活在灣區將近三十年
[00:11:33.000 --> 00:11:35.100]  明年三十年
[00:11:35.100 --> 00:11:39.400]  我觀察到華人這個電視台的生態
[00:11:39.400 --> 00:11:44.100]  我發現華人電視台有三大缺乏
[00:11:44.100 --> 00:11:45.900]  第一大缺乏
[00:11:45.900 --> 00:11:47.900]  我們在灣區的華人電視缺乏
[00:11:47.900 --> 00:11:52.700]  一個免費能夠24小時都可以收看的
[00:11:52.700 --> 00:11:55.300]  全方位生活頻道
[00:11:55.300 --> 00:11:56.800]  沒有
[00:11:56.800 --> 00:11:58.500]  第二個缺乏
[00:11:58.500 --> 00:12:03.100]  我們缺乏一個提供優質人生為主導的
[00:12:03.100 --> 00:12:04.700]  一個電視頻道
[00:12:04.700 --> 00:12:06.400]  也沒有
[00:12:06.400 --> 00:12:07.900]  第三個我們缺乏一個
[00:12:07.900 --> 00:12:11.800]  以社區公益為訴求的電視頻道
[00:12:11.800 --> 00:12:13.600]  也是沒有
[00:12:13.600 --> 00:12:15.700]  所以當我們開始在優質頻道
[00:12:15.700 --> 00:12:17.300]  優勢頻道的時候
[00:12:17.300 --> 00:12:18.900]  我們弟兄姊妹一同禱告
[00:12:18.900 --> 00:12:20.500]  我們尋求
[00:12:20.500 --> 00:12:24.800]  我們為優勢頻道定位三方面
[00:12:24.800 --> 00:12:25.900]  第一個
[00:12:25.900 --> 00:12:28.600]  這是個非盈利的頻道
[00:12:28.600 --> 00:12:30.300]  非盈利的頻道
[00:12:30.300 --> 00:12:32.200]  你知道多半在灣區的電視台
[00:12:32.200 --> 00:12:34.300]  都是盈利為主
[00:12:34.300 --> 00:12:36.900]  那越多能夠收到廣告的節目
[00:12:36.900 --> 00:12:39.800]  就越優先的考慮
[00:12:39.800 --> 00:12:44.100]  所以很難能夠掌握節目的品質跟水準
[00:12:44.100 --> 00:12:45.800]  所以當我們開始優勢的時候
[00:12:45.800 --> 00:12:48.300]  我們很清楚把它定位是非盈利
[00:12:48.300 --> 00:12:49.400]  不收廣告
[00:12:49.400 --> 00:12:52.800]  為的是要確保我們節目的品質
[00:12:52.800 --> 00:12:54.400]  不見得是一定要基督教的內容
[00:12:54.400 --> 00:12:58.000]  但一定要合乎聖經的價值觀
[00:12:58.000 --> 00:13:00.200]  而且希望能夠生活化
[00:13:00.200 --> 00:13:03.400]  能夠滿足大眾的需求
[00:13:03.400 --> 00:13:04.500]  所以這為什麼我們取名
[00:13:04.500 --> 00:13:06.400]  我們叫優勢頻道
[00:13:06.400 --> 00:13:08.200]  優Channel
[00:13:08.200 --> 00:13:09.900]  中文的優質頻道
[00:13:09.900 --> 00:13:10.900]  優
[00:13:10.900 --> 00:13:14.800]  表明我們的節目是優質人生的節目
[00:13:14.800 --> 00:13:17.400]  英文的U就是YOU
[00:13:17.400 --> 00:13:18.600]  縮寫
[00:13:18.600 --> 00:13:19.500]  U
[00:13:19.500 --> 00:13:21.100]  屬於你的頻道
[00:13:21.100 --> 00:13:21.800]  Amen
[00:13:21.800 --> 00:13:22.500]  再次向你旁邊說
[00:13:22.500 --> 00:13:25.600]  這是屬於你的頻道
[00:13:25.600 --> 00:13:26.700]  所以這是非盈利的頻道
[00:13:26.700 --> 00:13:28.300]  第二個定位
[00:13:28.300 --> 00:13:31.200]  這是個全方位的生活頻道
[00:13:31.200 --> 00:13:32.600]  全方位生活頻道
[00:13:32.600 --> 00:13:35.700]  不單只是一些基督教的一些教導
[00:13:35.700 --> 00:13:37.100]  是全方位的生活
[00:13:37.100 --> 00:13:40.100]  我們刻意沒有把優勢頻道
[00:13:40.100 --> 00:13:42.400]  定義為基督教電視台
[00:13:42.400 --> 00:13:43.300]  沒有
[00:13:43.300 --> 00:13:47.200]  雖然大家都知道這是屬於教會的電視台
[00:13:47.200 --> 00:13:49.600]  但是我們就是希望能夠改變
[00:13:49.600 --> 00:13:53.700]  一般人對教會跟基督徒的看法
[00:13:53.700 --> 00:13:56.700]  你知道一般人對教會的看法是什麼嗎
[00:13:56.700 --> 00:13:59.500]  好像基督教所推出的東西
[00:13:59.500 --> 00:14:02.600]  一定都是充滿教條的一些標準答案
[00:14:02.600 --> 00:14:03.300]  不是嗎
[00:14:03.300 --> 00:14:06.000]  這是一般人對基督教認識就是這樣
[00:14:06.000 --> 00:14:09.400]  充滿教條的標準答案
[00:14:09.400 --> 00:14:14.700]  我發現今天教會常常太強調標準答案
[00:14:14.700 --> 00:14:17.600]  以至於這個世界根本無法認同
[00:14:17.600 --> 00:14:19.900]  我們在說些什麼
[00:14:19.900 --> 00:14:21.700]  這個世界一點不覺得
[00:14:21.700 --> 00:14:25.500]  我們明白他們所經過的困境
[00:14:25.500 --> 00:14:26.700]  所以難怪這個世界
[00:14:26.700 --> 00:14:31.300]  根本不想聽我們所要說的
[00:14:31.300 --> 00:14:33.400]  有一次有一個在教會裡面
[00:14:33.400 --> 00:14:35.700]  有一個年輕人
[00:14:35.700 --> 00:14:39.800]  他到兒童組織學院裡面做代課老師
[00:14:39.800 --> 00:14:42.700]  他剛好代課那一班是
[00:14:42.700 --> 00:14:48.600]  一群是資深的兒童組織學學生那一班
[00:14:48.600 --> 00:14:51.300]  他很高興就到了教室裡面
[00:14:51.300 --> 00:14:55.500]  看見牆壁上掛了一幅大象的畫
[00:14:55.500 --> 00:14:56.400]  他就問孩子們說
[00:14:56.400 --> 00:14:59.700]  孩子們這個圖畫畫的是什麼
[00:14:59.700 --> 00:15:03.000]  就發現下面全是一片沉默
[00:15:03.000 --> 00:15:05.600]  經過長期的思考
[00:15:05.600 --> 00:15:07.700]  終於有一個學生說了
[00:15:07.700 --> 00:15:09.000]  他說老師
[00:15:09.000 --> 00:15:13.400]  我覺得這個圖畫上畫的是大象
[00:15:13.400 --> 00:15:22.400]  不過我知道你要的答案是耶穌基督
[00:15:22.400 --> 00:15:23.800]  這雖然是個笑話
[00:15:23.800 --> 00:15:25.700]  但何等真實啊
[00:15:25.700 --> 00:15:27.100]  真的你在教會久了
[00:15:27.100 --> 00:15:31.000]  你就知道何等的真實啊
[00:15:31.000 --> 00:15:34.300]  教會常常只會強調標準答案
[00:15:34.300 --> 00:15:36.400]  我不是說這個標準答案不對
[00:15:36.400 --> 00:15:37.900]  不是說標準答案不好
[00:15:37.900 --> 00:15:41.400]  的確耶穌基督是我們所生活一切的答案
[00:15:41.400 --> 00:15:44.400]  都在於耶穌基督沒有錯
[00:15:44.400 --> 00:15:47.700]  但今天我們不能因為耶穌是標準答案
[00:15:47.700 --> 00:15:53.700]  我們卻忽略了在人生層面的各種的現實跟困境
[00:15:53.700 --> 00:15:55.800]  我們不能因為耶穌是標準答案
[00:15:55.800 --> 00:15:59.200]  就忽略了多少人世間悲歡離合
[00:15:59.200 --> 00:16:03.100]  人生過程當中的痛苦跟歡笑
[00:16:03.100 --> 00:16:07.600]  我們希望能夠透過這樣一種電視台活潑的生活的節目
[00:16:07.600 --> 00:16:11.400]  能夠觸動灣區華人的心靈世界
[00:16:11.400 --> 00:16:15.000]  能夠觸動華人生活的每一個層面
[00:16:15.000 --> 00:16:17.500]  我們希望我們的節目是充滿知性的
[00:16:17.500 --> 00:16:18.700]  充滿感性的
[00:16:18.700 --> 00:16:20.900]  要充滿娛樂性
[00:16:20.900 --> 00:16:22.900]  不要以為這個不屬靈
[00:16:22.900 --> 00:16:25.200]  我還記得我在弟兄特會裡面
[00:16:25.200 --> 00:16:29.700]  曾經講過一個最不屬靈卻最真實的一句話
[00:16:29.700 --> 00:16:35.500]  我說真實的信仰其實是建立在吃喝玩樂之間
[00:16:35.500 --> 00:16:39.400]  夠不屬靈了吧
[00:16:39.400 --> 00:16:41.300]  但還只有劉牧師敢講這句話
[00:16:41.300 --> 00:16:49.900]  其他早就被打死了講這句話
[00:16:49.900 --> 00:16:53.800]  但我告訴你這就是一個真實的一件事情
[00:16:53.800 --> 00:16:55.300]  你怎麼表達你的信仰
[00:16:55.300 --> 00:16:57.300]  我從你的吃喝玩樂
[00:16:57.300 --> 00:17:01.000]  我就知道你真實的信仰是怎麼樣
[00:17:01.000 --> 00:17:03.000]  其他都可以裝得出來
[00:17:03.000 --> 00:17:05.900]  其他都可以做得出來
[00:17:05.900 --> 00:17:08.500]  只有在你每一天的生活層面
[00:17:08.500 --> 00:17:12.200]  你怎麼面對你人生的痛苦歡笑
[00:17:12.200 --> 00:17:15.900]  我就知道你真實的信仰是什麼
[00:17:15.900 --> 00:17:17.600]  我們看見這個生活頻道
[00:17:17.600 --> 00:17:20.000]  我們判斷是全方位的生活頻道
[00:17:20.000 --> 00:17:22.000]  我們不是刻意給別人標準答案
[00:17:22.000 --> 00:17:24.800]  我也不想刻意給別人標準答案
[00:17:24.800 --> 00:17:27.400]  我們希望人在經過這樣悲歡離合
[00:17:27.400 --> 00:17:29.100]  痛苦人生的過程當中
[00:17:29.100 --> 00:17:33.300]  尋找到那真實的信仰是什麼
[00:17:33.300 --> 00:17:35.200]  第三我們的定位
[00:17:35.200 --> 00:17:41.700]  這是個聯絡社區的公益頻道
[00:17:41.700 --> 00:17:45.600]  我們看見在灣區有許多的社團跟公益單位
[00:17:45.600 --> 00:17:48.400]  他們各自都有不同的領域
[00:17:48.400 --> 00:17:52.100]  而且獻上他們自己的力量來服務社區
[00:17:52.100 --> 00:17:55.700]  可是卻發現彼此之間很少有互動的機會
[00:17:55.700 --> 00:17:57.800]  而且也沒什麼平台能夠幫助他們
[00:17:57.800 --> 00:18:00.000]  推動他們的工作
[00:18:00.000 --> 00:18:01.800]  所以我們優勢在開播以來
[00:18:01.800 --> 00:18:05.500]  我們已經積極地跟華人各個社團聯絡
[00:18:05.500 --> 00:18:08.300]  我們現在推出了優勢焦點新聞
[00:18:08.300 --> 00:18:09.800]  社區活動看板
[00:18:09.800 --> 00:18:12.000]  雖然每天短短幾分鐘
[00:18:12.000 --> 00:18:13.900]  可是我們的心意卻表達出來
[00:18:13.900 --> 00:18:16.200]  我們希望藉著這短短的節目
[00:18:16.200 --> 00:18:18.800]  真正地服務社區
[00:18:18.800 --> 00:18:22.000]  不久我們會推出一個真愛公益戰的節目
[00:18:22.000 --> 00:18:25.300]  就是介紹灣區不同的社團跟公益單位
[00:18:25.300 --> 00:18:27.800]  我們盼望藉著服務社區
[00:18:27.800 --> 00:18:31.100]  深入地進入社區每一個領域
[00:18:31.100 --> 00:18:33.300]  藉著社區的互動
[00:18:33.300 --> 00:18:37.100]  我相信我們才可能帶來影響力
[00:18:37.100 --> 00:18:39.100]  接下來第三方面我們要講
[00:18:39.100 --> 00:18:41.100]  就是優勢的前景是什麼
[00:18:41.100 --> 00:18:42.300]  什麼是我們的前景
[00:18:42.300 --> 00:18:43.700]  三方面
[00:18:43.700 --> 00:18:46.000]  第一個我們一定要製作更多
[00:18:46.000 --> 00:18:49.300]  適合北美華人需求的節目
[00:18:49.300 --> 00:18:50.400]  今天有很多的電視節目
[00:18:50.400 --> 00:18:54.800]  但是很少是針對北美華人的需求
[00:18:54.800 --> 00:18:57.400]  我們就想到我們將來可以製作的節目
