
[00:00:00.000 --> 00:00:03.820]  剛才大家讀了很長的經文
[00:03:42.040 --> 00:03:47.040]  答案是非常之適合
[00:03:47.040 --> 00:03:51.040]  因為現今這個世代 這個社會所發生的事
[00:03:51.040 --> 00:03:53.040]  所面對的問題
[00:03:53.040 --> 00:04:01.040]  正正與當日阿摩斯時代 以色列人所面對的問題幾乎一樣
[00:04:01.040 --> 00:04:09.040]  當然我說幾乎一樣 是原則 大原則一樣
[00:04:09.040 --> 00:04:12.040]  所以阿摩斯的教訓
[00:04:12.040 --> 00:04:20.040]  值得我們今天的信徒去留意和學習
[00:04:23.040 --> 00:04:28.040]  在前幾天 我聽到電台訪問一個基督徒的學者
[00:04:28.040 --> 00:04:31.040]  他的名字叫Os Guinness
[00:04:31.040 --> 00:04:36.040]  他的祖先創立了啤酒的Guinness
[00:04:36.040 --> 00:04:41.040]  我很感動 他說
[00:04:41.040 --> 00:04:45.040]  他們所認識的一群親戚朋友 鄉親父老裏
[00:04:45.040 --> 00:04:56.040]  似乎是極少數裏面的一家人 四代 維持敬虔的基督徒
[00:04:56.040 --> 00:05:02.040]  很多都變質了 很多都離開了
[00:05:02.040 --> 00:05:10.040]  他說到基督教信仰當前的形勢非常之嚴峻
[00:05:10.040 --> 00:05:13.040]  在西歐國家和美國
[00:05:13.040 --> 00:05:21.040]  在近年裏都興起了一個叫做ABC的浪潮
[00:05:21.040 --> 00:05:22.040]  大家不要誤會
[00:05:22.040 --> 00:05:28.040]  這個ABC不是說我們在美國出生的第二代華人那些ABC
[00:05:28.040 --> 00:05:30.040]  這個ABC是什麼意思呢
[00:05:30.040 --> 00:05:34.040]  是Anything but Christianity
[00:05:34.040 --> 00:05:39.040]  什麼都可以 除了基督教
[00:05:39.040 --> 00:05:45.040]  意思就是說 什麼都可以容許 只有基督教不可以容許
[00:05:45.040 --> 00:05:51.040]  有這樣的一個浪潮在推行
[00:05:51.040 --> 00:05:57.040]  大家不知道有沒有聽過這個ABC
[00:05:57.040 --> 00:06:04.040]  或者你有沒有感受到這個浪潮的壓力
[00:06:04.040 --> 00:06:08.040]  聽起來好像很可怕
[00:06:08.040 --> 00:06:15.040]  但是我認為最可怕的不是這個浪本身
[00:06:15.040 --> 00:06:25.040]  而是處身在浪裏面的基督徒是無動於衷
[00:06:25.040 --> 00:06:29.040]  他們無動於衷不是因為他們很有把握
[00:06:29.040 --> 00:06:31.040]  站得很穩 不害怕
[00:06:31.040 --> 00:06:35.040]  而是他們沒有感覺 沒有反應
[00:06:35.040 --> 00:06:38.040]  這個才是最令人害怕的
[00:06:38.040 --> 00:06:49.040]  有些基督徒呼籲其他基督徒要去抗衡這個浪潮
[00:06:49.040 --> 00:06:51.040]  當然不是暴力那些
[00:06:51.040 --> 00:06:55.040]  而是信仰上我們要抗衡這個浪潮
[00:06:55.040 --> 00:06:58.040]  但是響應的人少之又少
[00:06:58.040 --> 00:07:02.040]  可以說大部份的基督徒都是沉默地退後
[00:07:02.040 --> 00:07:08.040]  任由一些個別的基督徒被受壓迫
[00:07:08.040 --> 00:07:16.040]  阿摩斯先知發出呼聲的時候
[00:07:16.040 --> 00:07:24.040]  當時的社會氣候其實就像我剛才所說的ABC氣候一樣
[00:07:24.040 --> 00:07:32.040]  就是不尊重持守基督信仰或純正信仰的人
[00:07:32.040 --> 00:07:39.040]  我們看阿摩斯書2章11節
[00:07:39.040 --> 00:07:43.040]  我從你們子弟中興起先知
[00:07:43.040 --> 00:07:48.040]  又從你們少年人中興起拿西爾人
[00:07:48.040 --> 00:07:54.040]  12節 你們卻給拿西爾人酒喝
[00:07:54.040 --> 00:07:58.040]  祝父先知說不要說預言
[00:07:58.040 --> 00:08:01.040]  這兩個聖經是什麼意思呢
[00:08:01.040 --> 00:08:07.040]  就是拿西爾人是那些自願分別為聖
[00:08:07.040 --> 00:08:12.040]  來過嚴謹的生活的人
[00:08:12.040 --> 00:08:16.040]  你可以說他們是模範的市民或模範的信徒
[00:08:16.040 --> 00:08:19.040]  他們不喝酒
[00:08:19.040 --> 00:08:24.040]  但是當權者迫他們喝酒犯規
[00:08:24.040 --> 00:08:31.040]  就像我們基督徒我們不會嫖賭喝醉
[00:08:31.040 --> 00:08:34.040]  但是當權者或有勢力的人
[00:08:34.040 --> 00:08:38.040]  迫我們要做
[00:08:38.040 --> 00:08:41.040]  消遣一下就叫我們去
[00:08:41.040 --> 00:08:48.040]  另外先知就是神的僕人
[00:08:48.040 --> 00:08:51.040]  神呼召他們分別為聖
[00:08:51.040 --> 00:08:53.040]  是代表神去教導百姓
[00:08:53.040 --> 00:08:55.040]  要說話 要教導
[00:08:55.040 --> 00:08:59.040]  但是當權者卻禁止他們出聲
[00:08:59.040 --> 00:09:02.040]  否則他們會受到懲罰
[00:09:02.040 --> 00:09:07.040]  我們現今這個社會又如何呢
[00:09:07.040 --> 00:09:11.040]  現今有些基督徒的醫生或護士
[00:09:11.040 --> 00:09:16.040]  他們不願意幫人做墮胎的手術
[00:09:16.040 --> 00:09:19.040]  但是當權者要迫他們去做
[00:09:19.040 --> 00:09:24.040]  否則他們就職位不保
[00:09:24.040 --> 00:09:27.040]  有些基督徒想在學校或機構
[00:09:27.040 --> 00:09:33.040]  在公開的場合講福音 講信仰
[00:09:33.040 --> 00:09:37.040]  但是當權者也禁止他們出聲
[00:09:37.040 --> 00:09:39.040]  甚至發展到一個地步
[00:09:39.040 --> 00:09:42.040]  連自己拿本聖經出來看
[00:09:42.040 --> 00:09:47.040]  也不容許
[00:09:47.040 --> 00:09:52.040]  否則也會受到起訴或懲罰
[00:09:52.040 --> 00:09:59.040]  這就是我們今天信仰的氣候
[00:09:59.040 --> 00:10:06.040]  我們看亞摩斯書五章七節
[00:10:06.040 --> 00:10:09.040]  你們者使公平變為恩臣
[00:10:09.040 --> 00:10:12.040]  將公義貂棄於地的
[00:10:12.040 --> 00:10:14.040]  十二節
[00:10:14.040 --> 00:10:16.040]  恩臣就是苦劫的意思
[00:10:16.040 --> 00:10:20.040]  很辛苦 很苦劫
[00:10:20.040 --> 00:10:21.040]  十二節
[00:10:21.040 --> 00:10:23.040]  你們的罪過何等多
[00:10:23.040 --> 00:10:25.040]  你們的罪惡何等大
[00:10:25.040 --> 00:10:28.040]  你們若苦待二人
[00:10:28.040 --> 00:10:31.040]  收受賄賂在城門口
[00:10:31.040 --> 00:10:33.040]  城門口就是法庭
[00:10:33.040 --> 00:10:35.040]  可以說是代表法庭的意思
[00:10:35.040 --> 00:10:38.040]  在城門口屈往窮罰人
[00:10:38.040 --> 00:10:40.040]  十三節
[00:10:40.040 --> 00:10:43.040]  所以通達人見這樣的時勢
[00:10:43.040 --> 00:10:45.040]  必靜默不言
[00:10:45.040 --> 00:10:51.040]  因為時勢真惡
[00:10:51.040 --> 00:10:53.040]  現今大部份基督徒
[00:10:53.040 --> 00:10:56.040]  好像這裡聖經所講一樣
[00:10:56.040 --> 00:11:05.040]  做了靜默不言的通達人
[00:11:05.040 --> 00:11:08.040]  識時務者為津潔
[00:11:08.040 --> 00:11:09.040]  時勢險惡
[00:11:09.040 --> 00:11:10.040]  不出聲為妙
[00:11:10.040 --> 00:11:17.040]  做了一個通達人
[00:11:17.040 --> 00:11:19.040]  有另一個問題
[00:11:19.040 --> 00:11:21.040]  有些基督徒會問
[00:11:21.040 --> 00:11:23.040]  我退下來
[00:11:23.040 --> 00:11:25.040]  我自己做好就行了
[00:11:25.040 --> 00:11:30.040]  我自己在家教好我的兒女就行了
[00:11:30.040 --> 00:11:34.040]  我相信我們也會這樣想
[00:11:34.040 --> 00:11:37.040]  行不行呢
[00:11:37.040 --> 00:11:39.040]  好像可行
[00:11:39.040 --> 00:11:40.040]  但其實是不行的
[00:11:40.040 --> 00:11:41.040]  為什麼呢
[00:11:41.040 --> 00:11:44.040]  如果順著現在的ABC浪潮發展下去
[00:11:44.040 --> 00:11:46.040]  我們甚至有一天
[00:11:46.040 --> 00:11:48.040]  在家教導我們兒女
[00:11:48.040 --> 00:11:50.040]  關於聖經的真理的時候
[00:11:50.040 --> 00:11:57.040]  可能也是犯法
[00:11:57.040 --> 00:12:00.040]  大家不要覺得我是亂說話
[00:12:00.040 --> 00:12:03.040]  因為已經有些聲響
[00:12:03.040 --> 00:12:07.040]  在社會裏面開始這樣
[00:12:07.040 --> 00:12:11.040]  開始推動這些事
[00:12:11.040 --> 00:12:17.040]  甚至連帶現在有人提倡
[00:12:17.040 --> 00:12:20.040]  多少歲以前父母學校
[00:12:20.040 --> 00:12:25.040]  不應該告訴你是男孩還是女孩
[00:12:25.040 --> 00:12:30.040]  有人推動這件事
[00:12:30.040 --> 00:12:31.040]  所以將來BB出生
[00:12:31.040 --> 00:12:35.040]  不要攻擊別人生兒子或女兒
[00:12:35.040 --> 00:12:38.040]  可能遲些會犯法
[00:12:38.040 --> 00:12:44.040]  生個不知什麼就行了
[00:12:44.040 --> 00:12:46.040]  我們覺得很好笑
[00:12:46.040 --> 00:12:58.040]  但他們要很嚴肅地推行這件事
[00:12:58.040 --> 00:13:00.040]  大家可能會問
[00:13:00.040 --> 00:13:03.040]  為什麼會搞成這樣
[00:13:03.040 --> 00:13:07.040]  為什麼社會這麼亂
[00:13:07.040 --> 00:13:09.040]  剛才提及的那位學者
[00:13:09.040 --> 00:13:11.040]  奧斯基尼斯
[00:13:11.040 --> 00:13:20.040]  當一個時代墮落的時候
[00:13:20.040 --> 00:13:27.040]  那些人就會指責埋怨和對抗原有的信念
[00:13:27.040 --> 00:13:29.040]  就是指基督教
[00:13:29.040 --> 00:13:31.040]  因為我們都知道
[00:13:31.040 --> 00:13:37.040]  歐洲的文明是建立在基督教的精神上
[00:13:37.040 --> 00:13:42.040]  美國的立國和憲法的成立
[00:13:42.040 --> 00:13:50.040]  都是建基於基督教的精神上
[00:13:50.040 --> 00:13:51.040]  他又提到
[00:13:51.040 --> 00:13:54.040]  當一個時代敗壞的時候
[00:13:54.040 --> 00:14:00.040]  那個時代正正是基督徒失見證的時代
[00:14:00.040 --> 00:14:03.040]  是互相影響的
[00:14:03.040 --> 00:14:05.040]  就是別人看到基督徒失見證
[00:14:05.040 --> 00:14:07.040]  所以不要信這個信仰
[00:14:07.040 --> 00:14:09.040]  不要信這些基督徒
[00:14:09.040 --> 00:14:10.040]  你看看他們信什麼
[00:14:10.040 --> 00:14:11.040]  搞成這樣
[00:14:11.040 --> 00:14:14.040]  所以我們另外信一些東西
[00:14:14.040 --> 00:14:17.040]  我們另外搞一些東西
[00:14:17.040 --> 00:14:25.040]  當下一代的年青人
[00:14:25.040 --> 00:14:27.040]  看到這一代的成年人
[00:14:27.040 --> 00:14:29.040]  他們的信仰只是虛有其表的時候
[00:14:29.040 --> 00:14:33.040]  他們看到他們不能夠將信仰的寶貴價值
[00:14:33.040 --> 00:14:35.040]  活出來的時候
[00:14:35.040 --> 00:14:37.040]  他們就會棄掉
[00:14:37.040 --> 00:14:41.040]  他們父母想給他們的信仰
[00:14:41.040 --> 00:14:43.040]  他們會去尋求
[00:14:43.040 --> 00:14:45.040]  其他的信仰
[00:14:45.040 --> 00:14:48.040]  或者其他的哲學思想來取代
[00:14:48.040 --> 00:14:51.040]  他們會另謀出路
[00:14:51.040 --> 00:14:56.040]  我相信我們都不會否認
[00:14:56.040 --> 00:14:57.040]  我們在信仰上
[00:14:57.040 --> 00:14:59.040]  我們正在失去下一代
[00:14:59.040 --> 00:15:03.040]  普遍來說我們知道
[00:15:03.040 --> 00:15:05.040]  我們失去下一代
[00:15:05.040 --> 00:15:09.040]  我們亦都不會否認
[00:15:09.040 --> 00:15:10.040]  在信仰上
[00:15:10.040 --> 00:15:13.040]  我們很多都還是虛有其表
[00:15:13.040 --> 00:15:16.040]  是活不出信仰的真諦
[00:15:16.040 --> 00:15:18.040]  或者信仰的寶貴價值
[00:15:18.040 --> 00:15:24.040]  我們又再看看
[00:15:24.040 --> 00:15:28.040]  先知如何責備以色列人犯的罪
[00:15:29.040 --> 00:15:31.040]  我們看二章六節
[00:15:31.040 --> 00:15:37.040]  他們為銀紙賣了二人
[00:15:37.040 --> 00:15:41.040]  意思是指對一些本來沒有犯法
[00:15:41.040 --> 00:15:43.040]  沒有欠債的人
[00:15:43.040 --> 00:15:46.040]  他們硬加罪名給他們
[00:15:46.040 --> 00:15:48.040]  然後將他們賣
[00:15:48.040 --> 00:15:50.040]  賣作奴隸來賺錢
[00:15:50.040 --> 00:15:55.040]  我們繼續看
[00:15:55.040 --> 00:15:58.040]  為一雙鞋賣了窮人
[00:15:58.040 --> 00:16:00.040]  意思是那些人是欠債
[00:16:00.040 --> 00:16:02.040]  只不過欠很少的錢
[00:16:02.040 --> 00:16:04.040]  一雙鞋的錢很少
[00:16:04.040 --> 00:16:07.040]  但他們卻是執得很嚴
[00:16:07.040 --> 00:16:08.040]  不行
[00:16:08.040 --> 00:16:11.040]  就賣了別人做奴隸來還錢
[00:16:11.040 --> 00:16:16.040]  其實律法如何教導他們
[00:16:16.040 --> 00:16:18.040]  律法很清楚說明
[00:16:18.040 --> 00:16:20.040]  不可以欺壓窮人
[00:16:20.040 --> 00:16:24.040]  不可以賣以色列自己的人做奴隸
[00:16:24.040 --> 00:16:26.040]  是律法說的
[00:16:26.040 --> 00:16:29.040]  律法說明還要幫助窮人
[00:16:29.040 --> 00:16:36.040]  但他們當神的吩咐全部沒有
[00:16:36.040 --> 00:16:38.040]  當律法不存在
[00:16:38.040 --> 00:16:41.040]  二章八節
[00:16:41.040 --> 00:16:46.040]  他們在國壇旁鋪人所當的衣服
[00:16:46.040 --> 00:16:47.040]  臥在其上
[00:16:47.040 --> 00:16:51.040]  又在他們神的廟中喝受佛之人的酒
[00:16:53.040 --> 00:16:56.040]  律法規定如果窮人向你借錢
[00:16:56.040 --> 00:16:58.040]  他要當一件衣服給你
[00:16:58.040 --> 00:17:00.040]  當一件外袍
[00:17:00.040 --> 00:17:01.040]  當一件衣服給你
[00:17:01.040 --> 00:17:04.040]  但你要好好保存它
[00:17:04.040 --> 00:17:07.040]  等他還錢的時候你歸還給他
[00:17:07.040 --> 00:17:09.040]  還有到傍晚
[00:17:09.040 --> 00:17:13.040]  你要將衣服還給他
[00:17:13.040 --> 00:17:16.040]  窮人的外衣就是當被冚的
[00:17:16.040 --> 00:17:17.040]  你要還給他
[00:17:17.040 --> 00:17:19.040]  就算他沒錢還也好
[00:17:19.040 --> 00:17:20.040]  你要給他一件衣服
[00:17:20.040 --> 00:17:22.040]  明早再拿過來
[00:17:24.040 --> 00:17:26.040]  但是
[00:17:26.040 --> 00:17:28.040]  這些惡的人
[00:17:28.040 --> 00:17:31.040]  不但不保存別人的衣服
[00:17:31.040 --> 00:17:33.040]  拿別人的衣服來用
[00:17:33.040 --> 00:17:34.040]  鋪地上坐
[00:17:34.040 --> 00:17:37.040]  還坐在上面喝酒
[00:17:37.040 --> 00:17:40.040]  而那些酒是巧立名目
[00:17:40.040 --> 00:17:42.040]  去逼別人交出來
[00:17:42.040 --> 00:17:48.040]  你可以想像他們犯了什麼罪
[00:17:48.040 --> 00:17:51.040]  毫無公義毫無憐憫
[00:17:54.040 --> 00:17:56.040]  你可以說他們可惡
[00:17:56.040 --> 00:18:01.040]  總括來說
[00:18:01.040 --> 00:18:02.040]  他們的罪
[00:18:02.040 --> 00:18:04.040]  首先是背棄神
[00:18:04.040 --> 00:18:07.040]  不要神的話語
[00:18:07.040 --> 00:18:09.040]  他們的道德標準和處事方法
[00:18:09.040 --> 00:18:12.040]  就已經不再跟
[00:18:12.040 --> 00:18:15.040]  神的話語來進行
[00:18:15.040 --> 00:18:18.040]  他們用自己的方法來處事行事
[00:18:18.040 --> 00:18:21.040]  結果就出現什麼呢
[00:18:21.040 --> 00:18:22.040]  欺壓窮人
[00:18:22.040 --> 00:18:24.040]  巧取豪奪
[00:18:24.040 --> 00:18:25.040]  損人利己
[00:18:25.040 --> 00:18:27.040]  道德敗壞
[00:18:27.040 --> 00:18:30.040]  社會公義蕩然無存
[00:18:30.040 --> 00:18:36.040]  他們在這個時候
[00:18:36.040 --> 00:18:38.040]  正正就好像那個學者
[00:18:38.040 --> 00:18:39.040]  Oskar Guinness所說的
[00:18:39.040 --> 00:18:40.040]  會出現一個現象
[00:18:40.040 --> 00:18:42.040]  那個現象就是他們的信仰
[00:18:42.040 --> 00:18:45.040]  會很糟糕和表面化
[00:18:45.040 --> 00:18:46.040]  和虛偽
[00:18:46.040 --> 00:18:50.040]  因此公義聖潔的神
[00:18:50.040 --> 00:18:53.040]  絕對不可以容許這樣的事繼續下去
[00:18:53.040 --> 00:18:54.040]  不可以容許這樣的人
[00:18:54.040 --> 00:18:56.040]  這樣的國家繼續下去
[00:18:56.040 --> 00:18:59.040]  所以神會審判和懲罰
[00:18:59.040 --> 00:19:04.040]  我們看四章十二節
[00:19:04.040 --> 00:19:06.040]  四章十二節
[00:19:06.040 --> 00:19:07.040]  以色列啊
[00:19:07.040 --> 00:19:09.040]  我必向你如此行
[00:19:09.040 --> 00:19:10.040]  以色列啊
[00:19:10.040 --> 00:19:11.040]  我既這樣行
[00:19:11.040 --> 00:19:14.040]  你當預備迎見你的神
[00:19:14.040 --> 00:19:19.040]  最後這句是不是很重
[00:19:20.040 --> 00:19:23.040]  好像一個大錘打在心口
[00:19:23.040 --> 00:19:29.040]  你當預備迎見你的神
[00:19:29.040 --> 00:19:36.040]  這個意思很清楚
[00:19:36.040 --> 00:19:39.040]  如果不悔改歸向神
[00:19:39.040 --> 00:19:42.040]  就準備接受刑罰
[00:19:47.040 --> 00:19:52.040]  以色列人沒有聽先後兩位先知的勸告
[00:19:52.040 --> 00:19:53.040]  沒有悔改
[00:19:53.040 --> 00:19:55.040]  結果國家滅亡
[00:19:55.040 --> 00:19:56.040]  家破人亡
[00:19:56.040 --> 00:19:57.040]  弟兄姊妹
[00:19:57.040 --> 00:20:00.040]  當我們細心去觀察
[00:20:00.040 --> 00:20:01.040]  我們現今這個時代
[00:20:01.040 --> 00:20:02.040]  這個社會
[00:20:02.040 --> 00:20:03.040]  這個地方的時候
[00:20:03.040 --> 00:20:06.040]  看看我們這裡的表現的時候
[00:20:06.040 --> 00:20:10.040]  其實和當時以色列的情況非常相似
[00:20:13.040 --> 00:20:17.040]  我相信大家都不會否認現在
[00:20:17.040 --> 00:20:20.040]  大部分的人都會背棄神
[00:20:20.040 --> 00:20:22.040]  道德的標準和立法的標準
[00:20:22.040 --> 00:20:27.040]  也不會再跟隨聖經的精神
[00:20:27.040 --> 00:20:31.040]  既然如此
[00:20:31.040 --> 00:20:35.040]  神的審判和懲罰遲早會臨到
[00:20:35.040 --> 00:20:38.040]  如果我們還不知悔改
[00:20:38.040 --> 00:20:40.040]  不知道要歸向神的時候
[00:20:41.040 --> 00:20:43.040]  神的懲罰會臨到
[00:20:43.040 --> 00:20:45.040]  另一方面
[00:20:45.040 --> 00:20:49.040]  神最後的審判雖然未臨到
[00:20:49.040 --> 00:20:52.040]  但是我們其實已經嘗到
[00:20:52.040 --> 00:20:55.040]  下一代和我們在抗衡
[00:20:55.040 --> 00:20:58.040]  在對抗的那種痛苦和無奈
[00:20:58.040 --> 00:21:04.040]  我們很想將這麼寶貴的基督教信仰
[00:21:04.040 --> 00:21:07.040]  硬壓在我們的子女身上
[00:21:10.040 --> 00:21:12.040]  但是他們不肯接受
[00:21:12.040 --> 00:21:14.040]  他們要和我們對抗
[00:21:14.040 --> 00:21:16.040]  因為他們在我們身上
[00:21:16.040 --> 00:21:19.040]  看不到這個信仰的寶貴
[00:21:19.040 --> 00:21:22.040]  看不到這個信仰可以幫助他們
[00:21:22.040 --> 00:21:25.040]  看不到這個信仰可以帶給他們生活上的幸福
[00:21:25.040 --> 00:21:32.040]  可能還看到相反或者消極的一方面
[00:21:32.040 --> 00:21:36.040]  因此他們不覺得
[00:21:36.040 --> 00:21:40.040]  丟棄這個信仰有什麼大問題
[00:21:40.040 --> 00:21:43.040]  這是最可惜的
[00:21:43.040 --> 00:21:46.040]  也是最令我們心痛和無奈的
[00:21:46.040 --> 00:21:49.040]  但是
[00:21:49.040 --> 00:21:52.040]  是否真的完全無奈呢?
[00:21:52.040 --> 00:21:54.040]  沒有希望呢?
[00:21:54.040 --> 00:21:56.040]  不是
[00:21:56.040 --> 00:21:58.040]  今日聖經亦告訴我們
[00:21:58.040 --> 00:22:00.040]  仍然可以有希望
[00:22:00.040 --> 00:22:02.040]  只要我們肯悔改
[00:22:02.040 --> 00:22:03.040]  肯歸向神
[00:22:03.040 --> 00:22:05.040]  肯認真去尋求神
[00:22:07.040 --> 00:22:09.040]  尋求神的
[00:22:09.040 --> 00:22:11.040]  必會存活
[00:22:11.040 --> 00:22:16.040]  因為神在公義之中
[00:22:16.040 --> 00:22:19.040]  仍然顯出祂的恩典憐憫
[00:22:19.040 --> 00:22:21.040]  祂會施恩請救
[00:22:21.040 --> 00:22:23.040]  願意歸向祂
[00:22:23.040 --> 00:22:30.040]  尋求神
[00:22:30.040 --> 00:22:32.040]  當然是
[00:22:32.040 --> 00:22:34.040]  其中一個很重要的就是
[00:22:34.040 --> 00:22:36.040]  祈禱
[00:22:36.040 --> 00:22:38.040]  祈禱
[00:22:38.040 --> 00:22:39.040]  尋求神
[00:22:39.040 --> 00:22:41.040]  他首先復興我們自己
[00:22:41.040 --> 00:22:44.040]  然後才可以復興教會
[00:22:44.040 --> 00:22:46.040]  復興一個國家
[00:22:46.040 --> 00:22:47.040]  復興家庭
[00:22:47.040 --> 00:22:49.040]  順便一提
[00:22:49.040 --> 00:22:51.040]  即將到來的這個星期五
[00:22:51.040 --> 00:22:53.040]  我們有全教會的禱告會
[00:22:53.040 --> 00:22:55.040]  正正就是為了國家
[00:22:55.040 --> 00:22:57.040]  為了學校
[00:22:57.040 --> 00:22:58.040]  教會
[00:22:58.040 --> 00:23:00.040]  來去禱告
[00:23:01.040 --> 00:23:04.040]  請你盡可能抽時間來參加
[00:23:04.040 --> 00:23:06.040]  最後
[00:23:06.040 --> 00:23:07.040]  我讀幾句聖經
[00:23:07.040 --> 00:23:09.040]  來和大家做一個結束
[00:23:09.040 --> 00:23:10.040]  五章六節
[00:23:10.040 --> 00:23:11.040]  五章六節
[00:23:11.040 --> 00:23:13.040]  要尋求耶和華
[00:23:13.040 --> 00:23:14.040]  就必存活
[00:23:14.040 --> 00:23:17.040]  然後跳到十五節
[00:23:17.040 --> 00:23:18.040]  五章十五節
[00:23:18.040 --> 00:23:20.040]  要護岳好善
[00:23:20.040 --> 00:23:23.040]  在城門口秉行公義
[00:23:23.040 --> 00:23:24.040]  即是說
[00:23:24.040 --> 00:23:25.040]  司法和立法
[00:23:25.040 --> 00:23:27.040]  都要按神的公義來進行
[00:23:27.040 --> 00:23:29.040]  或者耶和華
[00:23:29.040 --> 00:23:31.040]  萬君之神
[00:23:31.040 --> 00:23:33.040]  向弱失的愚民施恩
[00:23:33.040 --> 00:23:35.040]  弱失就是指以色列
[00:23:35.040 --> 00:23:37.040]  向剩下的人
[00:23:37.040 --> 00:23:39.040]  或者下一代施恩
[00:23:39.040 --> 00:23:41.040]  意思就是說
[00:23:41.040 --> 00:23:42.040]  為了我們自己
[00:23:42.040 --> 00:23:43.040]  為了下一代
[00:23:43.040 --> 00:23:47.040]  我們不要再做一個表面化
[00:23:47.040 --> 00:23:50.040]  或者是虛假虔誠的基督徒
[00:23:50.040 --> 00:23:54.040]  我們要做一個認真去尋求神
[00:23:54.040 --> 00:23:57.040]  和認真要有生活好見證的基督徒
[00:23:59.040 --> 00:24:00.040]  我們一起祈福
[00:24:00.040 --> 00:24:07.040]  慈悲人愛天父
[00:24:07.040 --> 00:24:11.040]  多謝你留下這麼寶貴的提醒
[00:24:11.040 --> 00:24:14.040]  多謝你對我們寬容忍耐
[00:24:14.040 --> 00:24:15.040]  對我們施恩憐憫
[00:24:15.040 --> 00:24:17.040]  你母愛我們的過犯
[00:24:17.040 --> 00:24:18.040]  追討我們的罪孽
[00:24:18.040 --> 00:24:22.040]  並且賜給我們有倚靠
[00:24:22.040 --> 00:24:23.040]  有希望
[00:24:23.040 --> 00:24:26.040]  以我們就按著你的指引
[00:24:26.040 --> 00:24:27.040]  按著你的話語
