
[00:00:00.000 --> 00:00:03.000]  就係我哋今年嘅全年嘅主題
[00:02:29.000 --> 00:02:31.000]  但係喺今朝
[00:02:31.000 --> 00:02:33.000]  我喺呢度想同大家講嘅
[00:02:33.000 --> 00:02:35.000]  係主要嘅兩點
[00:02:35.000 --> 00:02:37.000]  因為今年
[00:02:37.000 --> 00:02:39.000]  進入2023年
[00:02:39.000 --> 00:02:41.000]  我喺姊妹團契嗰度
[00:02:41.000 --> 00:02:43.000]  係同大家一齊去研讀
[00:02:43.000 --> 00:02:45.000]  約翰一書
[00:02:45.000 --> 00:02:47.000]  就發覺約翰一書就係講
[00:02:47.000 --> 00:02:49.000]  就係好著力講
[00:02:49.000 --> 00:02:51.000]  人與人之間相處之道
[00:02:51.000 --> 00:02:53.000]  所以呢喺今朝
[00:02:53.000 --> 00:02:55.000]  我好希望能夠喺約翰一書嗰度
[00:02:55.000 --> 00:02:57.000]  特別嘅提出
[00:02:57.000 --> 00:02:59.000]  兩點相處之道
[00:02:59.000 --> 00:03:01.000]  係神好希望教會
[00:03:01.000 --> 00:03:03.000]  做得到
[00:03:03.000 --> 00:03:05.000]  做得到嘅時候我哋就能夠
[00:03:05.000 --> 00:03:07.000]  建立一個健康
[00:03:07.000 --> 00:03:09.000]  絕種嘅教會
[00:03:09.000 --> 00:03:11.000]  第一點
[00:03:11.000 --> 00:03:13.000]  係神嘅心意
[00:03:13.000 --> 00:03:15.000]  原來就係想
[00:03:15.000 --> 00:03:17.000]  教會closer
[00:03:17.000 --> 00:03:19.000]  and stronger
[00:03:19.000 --> 00:03:21.000]  大家都知道close點解
[00:03:21.000 --> 00:03:23.000]  close係接近
[00:03:23.000 --> 00:03:25.000]  接近strong係強壯
[00:03:25.000 --> 00:03:27.000]  closer and stronger
[00:03:27.000 --> 00:03:29.000]  當你
[00:03:29.000 --> 00:03:31.000]  更加接近嘅時候
[00:03:31.000 --> 00:03:33.000]  你哋就更加強壯
[00:03:33.000 --> 00:03:35.000]  約翰一書
[00:03:35.000 --> 00:03:37.000]  好有意思因為呢
[00:03:37.000 --> 00:03:39.000]  一開始嘅時候呢
[00:03:39.000 --> 00:03:41.000]  作者約翰就講佢咁嘅嘢
[00:03:41.000 --> 00:03:43.000]  佢話從到
[00:03:43.000 --> 00:03:45.000]  起初原有嘅生命之道
[00:03:45.000 --> 00:03:47.000]  就係我所聽見我所睇見
[00:03:47.000 --> 00:03:49.000]  親眼睇過親手摸過
[00:03:49.000 --> 00:03:51.000]  點解佢咁講呢
[00:03:51.000 --> 00:03:53.000]  佢咁講嘅時候一方面都係強調
[00:03:53.000 --> 00:03:55.000]  耶穌係真完全嘅神
[00:03:55.000 --> 00:03:57.000]  成為完全嘅人嚟到我哋世界
[00:03:57.000 --> 00:03:59.000]  同我哋接近人
[00:03:59.000 --> 00:04:01.000]  但係另外一方面佢亦都想
[00:04:01.000 --> 00:04:03.000]  強調嘅就係因為我見過摸過
[00:04:03.000 --> 00:04:05.000]  睇過我曾經同佢住過
[00:04:05.000 --> 00:04:07.000]  所以呢
[00:04:07.000 --> 00:04:09.000]  我知佢嘅心諗啲乜嘢
[00:04:09.000 --> 00:04:11.000]  咁跟住
[00:04:11.000 --> 00:04:13.000]  佢就講呢句說話
[00:04:13.000 --> 00:04:15.000]  佢話我將我
[00:04:15.000 --> 00:04:17.000]  所睇見所聽見嘅
[00:04:17.000 --> 00:04:19.000]  傳畀你哋
[00:04:19.000 --> 00:04:21.000]  為要使你同我有團契
[00:04:21.000 --> 00:04:23.000]  諗下團契係咩意思
[00:04:23.000 --> 00:04:25.000]  一陣間我會詳細講
[00:04:25.000 --> 00:04:27.000]  而我哋嘅團契係同父
[00:04:27.000 --> 00:04:29.000]  同埋佢嘅兒子耶穌基督所共有嘅
[00:04:29.000 --> 00:04:31.000]  我哋將呢啲事寫畀你哋
[00:04:31.000 --> 00:04:33.000]  使我哋嘅喜樂
[00:04:33.000 --> 00:04:35.000]  可以滿足
[00:04:35.000 --> 00:04:37.000]  喺呢度約翰對佢嘅
[00:04:37.000 --> 00:04:39.000]  讀者修信人咁講
[00:04:39.000 --> 00:04:41.000]  佢話
[00:04:41.000 --> 00:04:43.000]  我從耶穌身上
[00:04:43.000 --> 00:04:45.000]  我親眼睇過親耳聽過佢
[00:04:45.000 --> 00:04:47.000]  我明白得到佢
[00:04:47.000 --> 00:04:49.000]  佢係想
[00:04:49.000 --> 00:04:51.000]  同我哋有一個親密嘅
[00:04:51.000 --> 00:04:53.000]  關係喺呢度用團契兩個字
[00:04:53.000 --> 00:04:55.000]  嚟度代表
[00:04:55.000 --> 00:04:57.000]  我神父
[00:04:57.000 --> 00:04:59.000]  同埋子好希望同我哋
[00:04:59.000 --> 00:05:01.000]  每一個人有親密嘅關係
[00:05:01.000 --> 00:05:03.000]  而佢亦都希望
[00:05:03.000 --> 00:05:05.000]  我哋同你哋
[00:05:05.000 --> 00:05:07.000]  即係話每一個信嘅人
[00:05:07.000 --> 00:05:09.000]  無論係喺耶路撒冷嘅信徒
[00:05:09.000 --> 00:05:11.000]  使徒,又或者喺外邦
[00:05:11.000 --> 00:05:13.000]  小亞細亞,歐洲各地嘅信徒
[00:05:13.000 --> 00:05:15.000]  一樣,我哋同你哋
[00:05:15.000 --> 00:05:17.000]  有親密嘅團契,換句說話
[00:05:17.000 --> 00:05:19.000]  神今日仍然嘅係
[00:05:19.000 --> 00:05:21.000]  希望世界各地嘅
[00:05:21.000 --> 00:05:23.000]  弟兄姊妹,各地信佢嘅人
[00:05:23.000 --> 00:05:25.000]  跟隨耶穌嘅人
[00:05:25.000 --> 00:05:27.000]  都係有親密嘅團契
[00:05:27.000 --> 00:05:29.000]  團契呢個字
[00:05:29.000 --> 00:05:31.000]  真係怪怪地
[00:05:31.000 --> 00:05:33.000]  我包保你未返嚟教會
[00:05:33.000 --> 00:05:35.000]  你係未聽過呢個字嘅,係咪呀
[00:05:35.000 --> 00:05:37.000]  真係團契呢個字係教會聽嘅
[00:05:37.000 --> 00:05:39.000]  因為平時都係講
[00:05:39.000 --> 00:05:41.000]  Club,同鄉會
[00:05:41.000 --> 00:05:43.000]  中親會,團契呢樣嘢
[00:05:43.000 --> 00:05:45.000]  你返到嚟
[00:05:45.000 --> 00:05:47.000]  好快我哋就話
[00:05:47.000 --> 00:05:49.000]  你返咗跨世代團契呀
[00:05:49.000 --> 00:05:51.000]  你返咗職稱團契呀,你返咗姊妹團契呀
[00:05:51.000 --> 00:05:53.000]  但係團契係咩意思呢
[00:05:53.000 --> 00:05:55.000]  其實係好有意思嘅呢個字
[00:05:55.000 --> 00:05:57.000]  我哋都知道
[00:05:57.000 --> 00:05:59.000]  《新約聖經》係希臘文寫嘅
[00:05:59.000 --> 00:06:01.000]  希臘文Kononia
[00:06:01.000 --> 00:06:03.000]  Kononia呢個字呢
[00:06:03.000 --> 00:06:05.000]  係指團契
[00:06:05.000 --> 00:06:07.000]  團契就係呢個字
[00:06:07.000 --> 00:06:09.000]  咩意思呢
[00:06:09.000 --> 00:06:11.000]  係好親密嘅關係
[00:06:11.000 --> 00:06:13.000]  好親密嘅關係
[00:06:13.000 --> 00:06:15.000]  有物共享,心與靈
[00:06:15.000 --> 00:06:17.000]  心入相交,有共同嘅
[00:06:17.000 --> 00:06:19.000]  特質,有活嘅愛
[00:06:19.000 --> 00:06:21.000]  咁我哋真係解讀下
[00:06:21.000 --> 00:06:23.000]  用現代話講,有物共享
[00:06:23.000 --> 00:06:25.000]  真係你嘅,真係我嘅
[00:06:25.000 --> 00:06:27.000]  唔係幾相
[00:06:27.000 --> 00:06:29.000]  心與靈
[00:06:29.000 --> 00:06:31.000]  心入相交
[00:06:31.000 --> 00:06:33.000]  真係無所不談
[00:06:33.000 --> 00:06:35.000]  講嘢唔怕得罪大家
[00:06:35.000 --> 00:06:37.000]  有共同嘅特質呢就係
[00:06:37.000 --> 00:06:39.000]  We share the same value
[00:06:39.000 --> 00:06:41.000]  大家嘅價值觀係一樣
[00:06:41.000 --> 00:06:43.000]  都係基督裡面
[00:06:43.000 --> 00:06:45.000]  有活嘅愛係
[00:06:45.000 --> 00:06:47.000]  愛係唔會expire
[00:06:47.000 --> 00:06:49.000]  唔會到有效期
[00:06:49.000 --> 00:06:51.000]  唔會死嘅
[00:06:51.000 --> 00:06:53.000]  活嘅愛喺我哋中間
[00:06:53.000 --> 00:06:55.000]  呢個係團契嘅意思喎
[00:06:55.000 --> 00:06:57.000]  咁你睇返轉頭你就會覺得好奇
[00:06:57.000 --> 00:06:59.000]  原來約翰一書
[00:06:59.000 --> 00:07:01.000]  約翰一開始就話,我好知神嘅心意
[00:07:01.000 --> 00:07:03.000]  佢係想同我哋好親密嘅
[00:07:03.000 --> 00:07:05.000]  親密到咁嘅
[00:07:05.000 --> 00:07:07.000]  而佢亦都想
[00:07:07.000 --> 00:07:09.000]  所有嘅弟兄姊妹都係咁親密嘅
[00:07:09.000 --> 00:07:11.000]  原來呢個係神嘅心意
[00:07:11.000 --> 00:07:13.000]  你有冇留意到
[00:07:13.000 --> 00:07:15.000]  就話嗰句聖經
[00:07:15.000 --> 00:07:17.000]  最後講咗就話
[00:07:17.000 --> 00:07:19.000]  我寫呢啲嘢畀你哋
[00:07:19.000 --> 00:07:21.000]  係我嘅喜樂就得到滿足
[00:07:21.000 --> 00:07:23.000]  即係話我講呢啲嘢畀你聽嘅時候
[00:07:23.000 --> 00:07:25.000]  我好開心嘅
[00:07:25.000 --> 00:07:27.000]  我好開心嘅
[00:07:27.000 --> 00:07:29.000]  其實我講呢啲嘢畀你聽,我都好開心
[00:07:29.000 --> 00:07:31.000]  因為神竟然願意同我哋咁親密
[00:07:31.000 --> 00:07:33.000]  佢
[00:07:33.000 --> 00:07:35.000]  希望我哋係咁親密
[00:07:35.000 --> 00:07:37.000]  如果我哋做得到,係幾咁好呀
[00:07:37.000 --> 00:07:39.000]  而請大家亦都留意下
[00:07:39.000 --> 00:07:41.000]  背景啦,就係
[00:07:41.000 --> 00:07:43.000]  當約翰寫呢啲說話嘅時候呢
[00:07:43.000 --> 00:07:45.000]  各地嘅基督徒
[00:07:45.000 --> 00:07:47.000]  當時喺小亞細亞,各地嘅基督徒
[00:07:47.000 --> 00:07:49.000]  都係因住信仰
[00:07:49.000 --> 00:07:51.000]  受到好嚴峻嘅逼迫嘅
[00:07:51.000 --> 00:07:53.000]  唔係好似我哋今日咁舒服喺度
[00:07:53.000 --> 00:07:55.000]  佢哋
[00:07:55.000 --> 00:07:57.000]  個個都喺度,即係受到好多
[00:07:57.000 --> 00:07:59.000]  同方面嘅掙扎
[00:07:59.000 --> 00:08:01.000]  而約翰將神嘅心意
[00:08:01.000 --> 00:08:03.000]  呢個親密關係嘅心意講畀佢哋聽嘅時候
[00:08:03.000 --> 00:08:05.000]  其實就係想話
[00:08:05.000 --> 00:08:07.000]  你哋喺困苦掙扎裡面
[00:08:07.000 --> 00:08:09.000]  你哋要closer
[00:08:09.000 --> 00:08:11.000]  and stronger
[00:08:11.000 --> 00:08:13.000]  你closer,你就可以stronger
[00:08:13.000 --> 00:08:15.000]  就好似我哋中國人一樣啫嘛
[00:08:15.000 --> 00:08:17.000]  團結就係力量
[00:08:17.000 --> 00:08:19.000]  就係咁嘅意思
[00:08:19.000 --> 00:08:21.000]  我哋今日
[00:08:21.000 --> 00:08:23.000]  似乎我哋唔係做緊嚴峻嘅
[00:08:23.000 --> 00:08:25.000]  宗教逼迫
[00:08:25.000 --> 00:08:27.000]  但係其實我哋人生各自
[00:08:27.000 --> 00:08:29.000]  你同我每一位喺度
[00:08:29.000 --> 00:08:31.000]  都係有來自各方面嘅
[00:08:31.000 --> 00:08:33.000]  人生衝擊
[00:08:33.000 --> 00:08:35.000]  而喺呢啲衝擊
[00:08:35.000 --> 00:08:37.000]  挑戰裡面,今日神
[00:08:37.000 --> 00:08:39.000]  同樣嘅話畀我哋聽
[00:08:39.000 --> 00:08:41.000]  嚟到教會
[00:08:41.000 --> 00:08:43.000]  呢個地方係唔同出面
[00:08:43.000 --> 00:08:45.000]  我哋喺度真誠付出
[00:08:45.000 --> 00:08:47.000]  建立親密嘅
[00:08:47.000 --> 00:08:49.000]  關係,呢個係神
[00:08:49.000 --> 00:08:51.000]  希望教會所有嘅
[00:08:51.000 --> 00:08:53.000]  咁樣先至係一個健康嘅
[00:08:53.000 --> 00:08:55.000]  一個教會嚟㗎
[00:08:55.000 --> 00:08:57.000]  getting closer, we will be stronger
[00:08:57.000 --> 00:09:01.000]  今朝我諗住其實係好少人嘅
[00:09:01.000 --> 00:09:03.000]  因為剩少個鐘
[00:09:03.000 --> 00:09:05.000]  我都驚自己起唔到身
[00:09:05.000 --> 00:09:07.000]  但係見到咁多人
[00:09:07.000 --> 00:09:09.000]  我都好開心,其實過去一個月
[00:09:09.000 --> 00:09:11.000]  教會返嚟嘅崇拜嘅人數
[00:09:11.000 --> 00:09:13.000]  越嚟越穩定,越嚟越多
[00:09:13.000 --> 00:09:15.000]  其實好開心㗎,好興奮
[00:09:15.000 --> 00:09:17.000]  仲記得疫情嘅時候
[00:09:17.000 --> 00:09:19.000]  我哋喺手機上面見面㗎咋
[00:09:19.000 --> 00:09:21.000]  我哋喺電腦上面見面㗎咋
[00:09:21.000 --> 00:09:23.000]  喺屏幕上面見面嘅就
[00:09:23.000 --> 00:09:25.000]  就算喺街嗰度買餸
[00:09:25.000 --> 00:09:27.000]  去超級市場買餸見到面都係咁樣㗎咋
[00:09:27.000 --> 00:09:29.000]  仲蒙咗面添
[00:09:29.000 --> 00:09:31.000]  即係估估下嗰個係邊個嚟㗎咋
[00:09:31.000 --> 00:09:33.000]  咁樣
[00:09:33.000 --> 00:09:35.000]  但係
[00:09:35.000 --> 00:09:37.000]  真係咁呀,真係喺疫情嘅
[00:09:37.000 --> 00:09:39.000]  社交距離嘅
[00:09:39.000 --> 00:09:41.000]  要求呢,係真係冇
[00:09:41.000 --> 00:09:43.000]  辦法close嘅
[00:09:43.000 --> 00:09:45.000]  只有father
[00:09:45.000 --> 00:09:47.000]  and wicker
[00:09:47.000 --> 00:09:49.000]  越疏離
[00:09:49.000 --> 00:09:51.000]  我哋就越軟弱
[00:09:51.000 --> 00:09:53.000]  疫情嘅日子係咁
[00:09:53.000 --> 00:09:55.000]  但係喺呢度,喺今日
[00:09:55.000 --> 00:09:57.000]  我好願意喺呢度
[00:09:57.000 --> 00:09:59.000]  同大家一齊感謝
[00:09:59.000 --> 00:10:01.000]  神,感謝我哋教會嘅主
[00:10:01.000 --> 00:10:03.000]  因為喺疫情呢幾年期間
[00:10:03.000 --> 00:10:05.000]  神喺成為教會
[00:10:05.000 --> 00:10:07.000]  做咗一啲好奇妙嘅美事
[00:10:07.000 --> 00:10:09.000]  其中一樣我好想同大家講嘅
[00:10:09.000 --> 00:10:11.000]  好想同大家見證嘅就係
[00:10:11.000 --> 00:10:13.000]  神喺我哋呢度
[00:10:13.000 --> 00:10:15.000]  係建立咗前所未有嘅
[00:10:15.000 --> 00:10:17.000]  親密嘅關係
[00:10:17.000 --> 00:10:19.000]  呢啲嘅關係呢
[00:10:19.000 --> 00:10:21.000]  喺一啲嘅團契
[00:10:21.000 --> 00:10:23.000]  喺教會嘅祈禱會
[00:10:23.000 --> 00:10:25.000]  我哋見到,你會體會得到
[00:10:25.000 --> 00:10:27.000]  我哋喺呢幾年
[00:10:27.000 --> 00:10:29.000]  關係冇疏離咗
[00:10:29.000 --> 00:10:31.000]  而且係親密咗
[00:10:31.000 --> 00:10:33.000]  好多
[00:10:33.000 --> 00:10:35.000]  我話好多嘅團契
[00:10:35.000 --> 00:10:37.000]  或者係祈禱會
[00:10:37.000 --> 00:10:39.000]  我自己喺教會主要
[00:10:39.000 --> 00:10:41.000]  亦都係負責姐妹事工嘅
[00:10:41.000 --> 00:10:43.000]  我就想用姐妹事工
[00:10:43.000 --> 00:10:45.000]  姐妹團契嗰度
[00:10:45.000 --> 00:10:47.000]  作為例子,堅精神嘅恩典
[00:10:47.000 --> 00:10:51.000]  真係喺呢啲日子
[00:10:51.000 --> 00:10:53.000]  姐妹嘅關係比以前
[00:10:53.000 --> 00:10:55.000]  親密咗好多
[00:10:55.000 --> 00:10:57.000]  以前嚟就Hi & Bye走
[00:10:57.000 --> 00:10:59.000]  好多姐妹都係咁講
[00:10:59.000 --> 00:11:01.000]  而家嚟到好似返咗屋企咁
[00:11:01.000 --> 00:11:03.000]  我諗下點解會咁嘅呢
[00:11:03.000 --> 00:11:05.000]  兩個原因我諗得到
[00:11:05.000 --> 00:11:07.000]  第一就係姐妹
[00:11:07.000 --> 00:11:09.000]  面對嘅困難係好多
[00:11:09.000 --> 00:11:11.000]  我相信
[00:11:11.000 --> 00:11:13.000]  好多人面對嘅困難都好多
[00:11:13.000 --> 00:11:15.000]  但係我見到呢一班姐妹
[00:11:15.000 --> 00:11:17.000]  各自各都係面對好多嘅困難
[00:11:17.000 --> 00:11:19.000]  其中包括
[00:11:19.000 --> 00:11:21.000]  有丈夫或者係仔女
[00:11:21.000 --> 00:11:23.000]  長期病患
[00:11:23.000 --> 00:11:25.000]  係24/7咁要照顧
[00:11:25.000 --> 00:11:27.000]  真係身心力
[00:11:27.000 --> 00:11:29.000]  係疲乏到不得了
[00:11:29.000 --> 00:11:31.000]  有啲離婚單親嘅
[00:11:31.000 --> 00:11:33.000]  佢感到好徬徨
[00:11:33.000 --> 00:11:35.000]  有啲好少親人
[00:11:35.000 --> 00:11:37.000]  喺呢度嘅,感覺到孤單無助
[00:11:37.000 --> 00:11:39.000]  仲有啲姐妹
[00:11:39.000 --> 00:11:41.000]  喺呢段日子
[00:11:41.000 --> 00:11:43.000]  好多好多個疾病
[00:11:43.000 --> 00:11:45.000]  點樣
[00:11:45.000 --> 00:11:47.000]  繞嚟繞去都跳唔到出嚟
[00:11:47.000 --> 00:11:49.000]  實在係好困難
[00:11:49.000 --> 00:11:51.000]  即使我
[00:11:51.000 --> 00:11:53.000]  真係有時覺得姐妹都係
[00:11:53.000 --> 00:11:55.000]  幾有韌力嘅,但係都係
[00:11:55.000 --> 00:11:57.000]  好困難
[00:11:57.000 --> 00:11:59.000]  我作為女傳導,當然會
[00:11:59.000 --> 00:12:01.000]  我心真係好希望盡力嘅幫
[00:12:01.000 --> 00:12:03.000]  但係
[00:12:03.000 --> 00:12:05.000]  正如每一位教目都
[00:12:05.000 --> 00:12:07.000]  同樣體會得到
[00:12:07.000 --> 00:12:09.000]  我哋一個人幫得嘅係好少
[00:12:09.000 --> 00:12:11.000]  就算我盡咗力
[00:12:11.000 --> 00:12:13.000]  我哋聆聽,我哋開導
[00:12:13.000 --> 00:12:15.000]  我哋祈禱,甚至我哋
[00:12:15.000 --> 00:12:17.000]  載佢哋去醫院,載佢哋
[00:12:17.000 --> 00:12:19.000]  幫佢哋做佢哋需要嘅嘢
[00:12:19.000 --> 00:12:21.000]  我哋都係做得好少
[00:12:21.000 --> 00:12:23.000]  但係喺呢班好有困難嘅
[00:12:23.000 --> 00:12:25.000]  姐妹中間
[00:12:25.000 --> 00:12:27.000]  好開心見到一啲咁嘅現象
[00:12:27.000 --> 00:12:29.000]  就係有一啲姐妹
[00:12:29.000 --> 00:12:31.000]  係好主動企出嚟幫
[00:12:31.000 --> 00:12:33.000]  開車接送
[00:12:33.000 --> 00:12:35.000]  煮食安慰陪伴
[00:12:35.000 --> 00:12:37.000]  唔係呢啲人特別得閒
[00:12:37.000 --> 00:12:39.000]  往往係佢
[00:12:39.000 --> 00:12:41.000]  越唔得閒嘅人越肯咁做
[00:12:41.000 --> 00:12:43.000]  佢哋
[00:12:43.000 --> 00:12:45.000]  能夠
[00:12:45.000 --> 00:12:47.000]  跪到踏喺度
[00:12:47.000 --> 00:12:49.000]  都起身走出去幫人
[00:12:49.000 --> 00:12:51.000]  去幫人
[00:12:51.000 --> 00:12:53.000]  係因為基督嘅愛
[00:12:53.000 --> 00:12:55.000]  喺佢裏面,佢願意
[00:12:55.000 --> 00:12:57.000]  甚至調動自己
[00:12:57.000 --> 00:12:59.000]  工作嘅時間,甚至係
[00:12:59.000 --> 00:13:01.000]  放低個人嘅享受同埋休息
[00:13:01.000 --> 00:13:03.000]  都咁做
[00:13:03.000 --> 00:13:05.000]  我好體會到兩件事
[00:13:05.000 --> 00:13:07.000]  第一就係風花雪月嘅日子
[00:13:07.000 --> 00:13:09.000]  係好難
[00:13:09.000 --> 00:13:11.000]  或者係唔容易
[00:13:11.000 --> 00:13:13.000]  栽種到親密嘅關係
[00:13:13.000 --> 00:13:15.000]  往往係雪中送炭嘅時候
[00:13:15.000 --> 00:13:17.000]  可以做到,係咪?
[00:13:17.000 --> 00:13:19.000]  我亦都體會到嘅就係
[00:13:19.000 --> 00:13:21.000]  愛與恨
[00:13:21.000 --> 00:13:23.000]  喺呢個群體裏面呢,絕對係有
[00:13:23.000 --> 00:13:25.000]  傳染性嘅
[00:13:25.000 --> 00:13:27.000]  如果一個群體裏面呢
[00:13:27.000 --> 00:13:29.000]  好鍾意講是非嘅
[00:13:29.000 --> 00:13:31.000]  呢個群體呢,就到成個
[00:13:31.000 --> 00:13:33.000]  是非圈咁樣㗎啦
[00:13:33.000 --> 00:13:35.000]  幾個人鍾意講是非
[00:13:35.000 --> 00:13:37.000]  就成個是非圈咁樣㗎啦
[00:13:37.000 --> 00:13:39.000]  但係如果呢個群體有幾個人
[00:13:39.000 --> 00:13:41.000]  能夠真係咁樣放低自己
[00:13:41.000 --> 00:13:43.000]  出心出命去幫人嘅話呢
[00:13:43.000 --> 00:13:45.000]  呢個群體就係一個
[00:13:45.000 --> 00:13:47.000]  好有愛互相
[00:13:47.000 --> 00:13:49.000]  守望嘅群體
[00:13:49.000 --> 00:13:51.000]  結果,唔單止
[00:13:51.000 --> 00:13:53.000]  幫人嘅人,被幫嘅人
[00:13:53.000 --> 00:13:55.000]  係拉得近
[00:13:55.000 --> 00:13:57.000]  closer,而且係整個
[00:13:57.000 --> 00:13:59.000]  群體都係
[00:13:59.000 --> 00:14:01.000]  拉近,closer and stronger
[00:14:01.000 --> 00:14:03.000]  我講緊啲咩
[00:14:03.000 --> 00:14:05.000]  我講緊
[00:14:05.000 --> 00:14:07.000]  呢一兩年
[00:14:07.000 --> 00:14:09.000]  姊妹之間嘅
[00:14:09.000 --> 00:14:11.000]  關係,能夠咁親密
[00:14:11.000 --> 00:14:13.000]  係因為
[00:14:13.000 --> 00:14:15.000]  大家面對嘅困難
[00:14:15.000 --> 00:14:17.000]  好多,而
[00:14:17.000 --> 00:14:19.000]  反而成為咗一個好親密嘅
[00:14:19.000 --> 00:14:21.000]  關係,因為大家互相幫助嘅
[00:14:21.000 --> 00:14:23.000]  精神,仲有第二個原因
[00:14:23.000 --> 00:14:25.000]  就係呢,我發覺呢啲姊妹呢
[00:14:25.000 --> 00:14:27.000]  係好肯參與,同埋好肯分享
[00:14:27.000 --> 00:14:29.000]  我哋姊妹
[00:14:29.000 --> 00:14:31.000]  姊妹團體,大家都知道叫
[00:14:31.000 --> 00:14:33.000]  姊妹船,咁樣就
